t,V,m,n,dV_dt,dV_dt_noisy
5.703140628125625256e+01,2.518460272095719432e+01,3.731766481284300996e-01,6.264313452036259777e-01,-5.547089652191417031e-04,-1.911851551776256875e-01
5.705141028205641618e+01,2.518459163929536615e+01,3.731770046801016760e-01,6.264320570197958737e-01,-5.531967123086900529e-04,1.656918079466915827e-01
5.707141428285657270e+01,2.518458058780725040e+01,3.731773602604125939e-01,6.264327668983014075e-01,-5.516885797316462003e-04,4.965110621182858286e-02
5.709141828365673632e+01,2.518456956641290390e+01,3.731777148719587212e-01,6.264334748442816903e-01,-5.501845564508389685e-04,-4.058889737105045858e-01
5.711142228445689284e+01,2.518455857503255046e+01,3.731780685173302081e-01,6.264341808628649533e-01,-5.486846314713966777e-04,-2.328039267682566749e-01
5.713142628525705646e+01,2.518454761358657734e+01,3.731784211991116540e-01,6.264348849591688806e-01,-5.471887938007791163e-04,5.323877463129076532e-02
5.715143028605721298e+01,2.518453668199553519e+01,3.731787729198818848e-01,6.264355871383006091e-01,-5.456970325017351797e-04,9.780741626164007885e-02
5.717143428685737661e+01,2.518452578018014165e+01,3.731791236822141755e-01,6.264362874053563957e-01,-5.442093366324618486e-04,-5.492494426826324827e-02
5.719143828765753312e+01,2.518451490806127779e+01,3.731794734886760834e-01,6.264369857654219498e-01,-5.427256952896808428e-04,-1.953901410850041043e-01
5.721144228845769675e+01,2.518450406555999166e+01,3.731798223418295035e-01,6.264376822235721010e-01,-5.412460976037536398e-04,5.099710779854117748e-02
5.723144628925785327e+01,2.518449325259749116e+01,3.731801702442307245e-01,6.264383767848712425e-01,-5.397705327039314938e-04,-3.595773033073083047e-01
5.725145029005801689e+01,2.518448246909515120e+01,3.731805171984303726e-01,6.264390694543728877e-01,-5.382989897586565320e-04,1.121010306852894822e-01
5.727145429085817341e+01,2.518447171497451365e+01,3.731808632069734122e-01,6.264397602371198914e-01,-5.368314579653477026e-04,-2.762275264378079645e-02
5.729145829165833703e+01,2.518446099015728734e+01,3.731812082723991453e-01,6.264404491381446727e-01,-5.353679265469590831e-04,-3.094326613696660871e-03
5.731146229245849355e+01,2.518445029456533391e+01,3.731815523972411563e-01,6.264411361624686592e-01,-5.339083847312187103e-04,-1.263543713114088085e-01
5.733146629325865717e+01,2.518443962812069259e+01,3.731818955840275343e-01,6.264418213151027315e-01,-5.324528217874879843e-04,1.664025258292045339e-01
5.735147029405881369e+01,2.518442899074556252e+01,3.731822378352805392e-01,6.264425046010470011e-01,-5.310012270089981001e-04,-4.578936322724130314e-01
5.737147429485897732e+01,2.518441838236230623e+01,3.731825791535168801e-01,6.264431860252911433e-01,-5.295535897145153825e-04,-1.687726393506394640e-01
5.739147829565913383e+01,2.518440780289344971e+01,3.731829195412475486e-01,6.264438655928137312e-01,-5.281098992264698921e-04,1.171711153627661012e-01
5.741148229645929746e+01,2.518439725226169301e+01,3.731832590009780404e-01,6.264445433085830128e-01,-5.266701449221367071e-04,-1.361012489865974784e-01
5.743148629725945398e+01,2.518438673038988540e+01,3.731835975352079116e-01,6.264452191775563561e-01,-5.252343161854522435e-04,2.919916099602509751e-01
5.745149029805961760e+01,2.518437623720105378e+01,3.731839351464313892e-01,6.264458932046806927e-01,-5.238024024212251106e-04,8.723000362449870315e-02
5.747149429885977412e+01,2.518436577261838849e+01,3.731842718371367607e-01,6.264465653948919632e-01,-5.223743930804491953e-04,-1.474865576010693513e-01
5.749149829965993774e+01,2.518435533656523262e+01,3.731846076098068177e-01,6.264472357531156721e-01,-5.209502776081231801e-04,2.228657595191219087e-01
5.751150230046009426e+01,2.518434492896511046e+01,3.731849424669186899e-01,6.264479042842663326e-01,-5.195300454949869362e-04,-1.393275427291516648e-02
5.753150630126025789e+01,2.518433454974170260e+01,3.731852764109437892e-01,6.264485709932481328e-01,-5.181136862546509292e-04,1.196592875224875840e-01
5.755151030206041440e+01,2.518432419881885309e+01,3.731856094443478655e-01,6.264492358849543807e-01,-5.167011894176010145e-04,-1.168062275301606778e-01
5.757151430286057803e+01,2.518431387612057293e+01,3.731859415695911730e-01,6.264498989642678373e-01,-5.152925445411904448e-04,-1.133537293968779891e-01
5.759151830366073455e+01,2.518430358157103655e+01,3.731862727891281373e-01,6.264505602360602721e-01,-5.138877412085296470e-04,1.459274754125079177e-01
5.761152230446089817e+01,2.518429331509458535e+01,3.731866031054075217e-01,6.264512197051931297e-01,-5.124867690284862221e-04,2.581461063276728821e-02
5.763152630526105469e+01,2.518428307661572418e+01,3.731869325208725940e-01,6.264518773765169746e-01,-5.110896176333534768e-04,-1.432395610960917887e-01
5.765153030606121831e+01,2.518427286605912130e+01,3.731872610379608490e-01,6.264525332548718239e-01,-5.096962766699686398e-04,-1.672814207332868064e-01
5.767153430686137483e+01,2.518426268334961193e+01,3.731875886591040636e-01,6.264531873450868149e-01,-5.083067358331305741e-04,1.350623235435876868e-01
5.769153830766153845e+01,2.518425252841219830e+01,3.731879153867285748e-01,6.264538396519805374e-01,-5.069209848198585888e-04,3.548056119887473825e-01
5.771154230846169497e+01,2.518424240117203894e+01,3.731882412232548352e-01,6.264544901803608123e-01,-5.055390133579251710e-04,-1.583739037421508233e-01
5.773154630926185149e+01,2.518423230155446291e+01,3.731885661710978019e-01,6.264551389350250243e-01,-5.041608112004158926e-04,1.418147543627779339e-01
5.775155031006201511e+01,2.518422222948496625e+01,3.731888902326667146e-01,6.264557859207594559e-01,-5.027863681353883507e-04,-5.666562837209917491e-01
5.777155431086217163e+01,2.518421218488920488e+01,3.731892134103651504e-01,6.264564311423401755e-01,-5.014156739593378376e-04,-2.660070235207773748e-01
5.779155831166233526e+01,2.518420216769299813e+01,3.731895357065910246e-01,6.264570746045321492e-01,-5.000487184944057972e-04,1.417112346887349772e-01
5.781156231246249178e+01,2.518419217782233943e+01,3.731898571237366458e-01,6.264577163120899073e-01,-4.986854915982608105e-04,3.221769148563838892e-01
5.783156631326265540e+01,2.518418221520337852e+01,3.731901776641886048e-01,6.264583562697572106e-01,-4.973259831466680936e-04,2.085308047312325191e-02
5.785157031406281192e+01,2.518417227976242856e+01,3.731904973303279416e-01,6.264589944822671619e-01,-4.959701830380414123e-04,1.164058696202320553e-01
5.787157431486297554e+01,2.518416237142597325e+01,3.731908161245299227e-01,6.264596309543423169e-01,-4.946180811966627289e-04,6.000859056072734010e-02
5.789157831566313206e+01,2.518415249012065971e+01,3.731911340491641527e-01,6.264602656906941291e-01,-4.932696675756798044e-04,2.081285252899152671e-01
5.791158231646329568e+01,2.518414263577329848e+01,3.731914511065947404e-01,6.264608986960238379e-01,-4.919249321482244142e-04,-2.050820584119723289e-01
5.793158631726345220e+01,2.518413280831086354e+01,3.731917672991800217e-01,6.264615299750218025e-01,-4.905838649105209726e-04,1.347250263838482565e-01
5.795159031806361583e+01,2.518412300766049583e+01,3.731920826292726145e-01,6.264621595323677239e-01,-4.892464558873266256e-04,-7.657426586168364357e-02
5.797159431886377234e+01,2.518411323374949973e+01,3.731923970992196415e-01,6.264627873727305341e-01,-4.879126951268242252e-04,-5.772794593662411433e-02
5.799159831966393597e+01,2.518410348650534303e+01,3.731927107113624520e-01,6.264634135007685067e-01,-4.865825726934058792e-04,8.351462484545383452e-03
5.801160232046409249e+01,2.518409376585566051e+01,3.731930234680368441e-01,6.264640379211293686e-01,-4.852560786942072824e-04,-3.124249917572156920e-02
5.803160632126425611e+01,2.518408407172825392e+01,3.731933353715727875e-01,6.264646606384500771e-01,-4.839332032384735527e-04,-1.423413143680795911e-01
5.805161032206441263e+01,2.518407440405108844e+01,3.731936464242947560e-01,6.264652816573568206e-01,-4.826139364884074467e-04,-4.105135779230330295e-02
5.807161432286457625e+01,2.518406476275228556e+01,3.731939566285215615e-01,6.264659009824652403e-01,-4.812982685968858476e-04,-1.774238234551309690e-01
5.809161832366473277e+01,2.518405514776014087e+01,3.731942659865662426e-01,6.264665186183802081e-01,-4.799861897628598939e-04,3.020763868907094807e-01
5.811162232446489639e+01,2.518404555900311337e+01,3.731945745007362869e-01,6.264671345696959381e-01,-4.786776902084843854e-04,1.477810136005024422e-01
5.813162632526505291e+01,2.518403599640982904e+01,3.731948821733335198e-01,6.264677488409960970e-01,-4.773727601833366307e-04,-7.207283903446413953e-02
5.815163032606521654e+01,2.518402645990906663e+01,3.731951890066541044e-01,6.264683614368533604e-01,-4.760713899353286038e-04,3.238217141544905142e-01
5.817163432686537305e+01,2.518401694942978608e+01,3.731954950029884865e-01,6.264689723618298567e-01,-4.747735697749888573e-04,2.637304061106422459e-01
5.819163832766553668e+01,2.518400746490109654e+01,3.731958001646215051e-01,6.264695816204772782e-01,-4.734792900109585645e-04,1.061266408056864008e-01
5.821164232846569320e+01,2.518399800625228480e+01,3.731961044938324479e-01,6.264701892173363262e-01,-4.721885409836312775e-04,-9.580040924947241798e-02
5.823164632926585682e+01,2.518398857341279395e+01,3.731964079928947187e-01,6.264707951569371547e-01,-4.709013130643757705e-04,6.080047295798582385e-02
5.825165033006601334e+01,2.518397916631223765e+01,3.731967106640762255e-01,6.264713994437991484e-01,-4.696175966441007432e-04,1.229300551467192859e-01
5.827165433086617696e+01,2.518396978488038940e+01,3.731970125096392144e-01,6.264720020824310343e-01,-4.683373821270375714e-04,2.844920701384340278e-01
5.829165833166633348e+01,2.518396042904718612e+01,3.731973135318402690e-01,6.264726030773309917e-01,-4.670606599660453995e-04,-2.564366816273990976e-02
5.831166233246649711e+01,2.518395109874273885e+01,3.731976137329303111e-01,6.264732024329863203e-01,-4.657874206130951933e-04,-1.019305651145826080e-01
5.833166633326665362e+01,2.518394179389731136e+01,3.731979131151544893e-01,6.264738001538737722e-01,-4.645176545625684383e-04,4.629713777809666975e-01
5.835167033406681725e+01,2.518393251444134151e+01,3.731982116807525118e-01,6.264743962444592196e-01,-4.632513523242787201e-04,2.841881941690479474e-01
5.837167433486697377e+01,2.518392326030542350e+01,3.731985094319583141e-01,6.264749907091983205e-01,-4.619885044403471142e-04,7.182602467115072054e-02
5.839167833566713739e+01,2.518391403142032914e+01,3.731988063710001691e-01,6.264755835525354088e-01,-4.607291014719905320e-04,-1.717631075952362196e-01
5.841168233646729391e+01,2.518390482771697947e+01,3.731991025001007434e-01,6.264761747789046042e-01,-4.594731340002988773e-04,1.063429229269879372e-01
5.843168633726745753e+01,2.518389564912646961e+01,3.731993978214769858e-01,6.264767643927291463e-01,-4.582205926390026107e-04,2.310248240480269888e-01
5.845169033806761405e+01,2.518388649558005454e+01,3.731996923373401831e-01,6.264773523984216164e-01,-4.569714680222602965e-04,1.592597854879200803e-01
5.847169433886777767e+01,2.518387736700916335e+01,3.731999860498961263e-01,6.264779388003840488e-01,-4.557257508149836767e-04,1.729416471085488682e-01
5.849169833966793419e+01,2.518386826334537787e+01,3.732002789613447780e-01,6.264785236030077087e-01,-4.544834316974055710e-04,1.863488867676228386e-02
5.851170234046809782e+01,2.518385918452045047e+01,3.732005710738804383e-01,6.264791068106729810e-01,-4.532445013808450440e-04,2.349037615483981489e-01
5.853170634126825433e+01,2.518385013046630050e+01,3.732008623896919119e-01,6.264796884277498146e-01,-4.520089505943847286e-04,-1.092459737919776047e-01
5.855171034206841796e+01,2.518384110111500718e+01,3.732011529109622305e-01,6.264802684585973891e-01,-4.507767701051879072e-04,-7.698666421571108420e-02
5.857171434286857448e+01,2.518383209639881315e+01,3.732014426398687634e-01,6.264808469075642261e-01,-4.495479506860800001e-04,-8.894842264715185909e-02
5.859171834366873810e+01,2.518382311625013514e+01,3.732017315785833289e-01,6.264814237789881890e-01,-4.483224831488552553e-04,-1.177164429874614088e-01
5.861172234446889462e+01,2.518381416060154265e+01,3.732020197292719166e-01,6.264819990771962610e-01,-4.471003583221833111e-04,3.952634965232389441e-01
5.863172634526905824e+01,2.518380522938577926e+01,3.732023070940950205e-01,6.264825728065051003e-01,-4.458815670661531172e-04,-3.253029610277030081e-01
5.865173034606921476e+01,2.518379632253574840e+01,3.732025936752074169e-01,6.264831449712204847e-01,-4.446661002616147940e-04,5.634702327169943681e-02
5.867173434686937838e+01,2.518378743998452052e+01,3.732028794747582756e-01,6.264837155756373122e-01,-4.434539488086253201e-04,-1.854470903801732351e-01
5.869173834766953490e+01,2.518377858166532945e+01,3.732031644948909932e-01,6.264842846240400442e-01,-4.422451036431018778e-04,-2.366922199082330258e-01
5.871174234846969853e+01,2.518376974751157604e+01,3.732034487377434151e-01,6.264848521207025955e-01,-4.410395557213897533e-04,2.906082601447864885e-02
5.873174634926985505e+01,2.518376093745681743e+01,3.732037322054477246e-01,6.264854180698877784e-01,-4.398372960142671317e-04,-3.009018445381203000e-01
5.875175035007001867e+01,2.518375215143478840e+01,3.732040149001303875e-01,6.264859824758480800e-01,-4.386383155310369375e-04,-9.137018131851559408e-03
5.877175435087017519e+01,2.518374338937937651e+01,3.732042968239123182e-01,6.264865453428251074e-01,-4.374426052968782841e-04,4.627596891963292602e-01
5.879175835167033881e+01,2.518373465122464339e+01,3.732045779789087137e-01,6.264871066750499207e-01,-4.362501563679455074e-04,-1.351417934455717042e-02
5.881176235247049533e+01,2.518372593690481054e+01,3.732048583672290532e-01,6.264876664767426995e-01,-4.350609598180454896e-04,9.899399493420070473e-02
5.883176635327065895e+01,2.518371724635426645e+01,3.732051379909772648e-01,6.264882247521131875e-01,-4.338750067527374910e-04,-1.599659284967258344e-01
5.885177035407081547e+01,2.518370857950755948e+01,3.732054168522515591e-01,6.264887815053603592e-01,-4.326922882997852327e-04,1.036287150638570548e-01
5.887177435487097910e+01,2.518369993629940495e+01,3.732056949531445955e-01,6.264893367406724201e-01,-4.315127956010522681e-04,-2.874186885350629717e-01
5.889177835567113561e+01,2.518369131666468874e+01,3.732059722957432046e-01,6.264898904622269171e-01,-4.303365198403685810e-04,4.550452110592562160e-02
5.891178235647129924e+01,2.518368272053845658e+01,3.732062488821286661e-01,6.264904426741907395e-01,-4.291634522173293220e-04,-1.786528119197080752e-02
5.893178635727145576e+01,2.518367414785591407e+01,3.732065247143767084e-01,6.264909933807201181e-01,-4.279935839488491212e-04,4.368852323132601523e-01
5.895179035807161938e+01,2.518366559855244091e+01,3.732067997945571203e-01,6.264915425859606257e-01,-4.268269062934759717e-04,-1.102048634429335372e-02
5.897179435887177590e+01,2.518365707256357666e+01,3.732070741247343615e-01,6.264920902940470659e-01,-4.256634105264112122e-04,-6.628700332349250768e-02
5.899179835967193952e+01,2.518364856982502076e+01,3.732073477069670076e-01,6.264926365091035843e-01,-4.245030879348465902e-04,-1.058463382651087525e-01
5.901180236047209604e+01,2.518364009027265027e+01,3.732076205433080829e-01,6.264931812352437790e-01,-4.233459298503827739e-04,-2.330704845463028585e-01
5.903180636127225966e+01,2.518363163384249503e+01,3.732078926358048943e-01,6.264937244765701463e-01,-4.221919276176100411e-04,1.570860575532062597e-01
5.905181036207241618e+01,2.518362320047075542e+01,3.732081639864991418e-01,6.264942662371751902e-01,-4.210410726146474047e-04,2.919053766823739293e-01
5.907181436287257981e+01,2.518361479009379167e+01,3.732084345974268635e-01,6.264948065211399797e-01,-4.198933562269413500e-04,-6.987020867338510077e-02
5.909181836367273633e+01,2.518360640264813455e+01,3.732087044706184908e-01,6.264953453325354804e-01,-4.187487698871228403e-04,1.447891535207234404e-01
5.911182236447289995e+01,2.518359803807047825e+01,3.732089736080986819e-01,6.264958826754217780e-01,-4.176073050343731552e-04,-6.682106905699117250e-02
5.913182636527305647e+01,2.518358969629767685e+01,3.732092420118864884e-01,6.264964185538480779e-01,-4.164689531398479971e-04,8.329300170691039673e-02
5.915183036607322009e+01,2.518358137726675494e+01,3.732095096839954107e-01,6.264969529718531494e-01,-4.153337057024586443e-04,9.445484820774430190e-02
5.917183436687337661e+01,2.518357308091490054e+01,3.732097766264331207e-01,6.264974859334651036e-01,-4.142015542392130101e-04,-2.814189579906272165e-01
5.919183836767354023e+01,2.518356480717946155e+01,3.732100428412017945e-01,6.264980174427011717e-01,-4.130724902964288958e-04,-1.505006856280735883e-01
5.921184236847369675e+01,2.518355655599795995e+01,3.732103083302978352e-01,6.264985475035680373e-01,-4.119465054414073180e-04,1.888711122732673331e-01
5.923184636927386038e+01,2.518354832730807047e+01,3.732105730957120393e-01,6.264990761200615044e-01,-4.108235912655411326e-04,-3.762786041111159663e-01
5.925185037007401689e+01,2.518354012104764195e+01,3.732108371394295965e-01,6.264996032961671624e-01,-4.097037393874236599e-04,3.948953039199358007e-03
5.927185437087418052e+01,2.518353193715468663e+01,3.732111004634299234e-01,6.265001290358593877e-01,-4.085869414536258404e-04,-6.598799276493537425e-02
5.929185837167433704e+01,2.518352377556737665e+01,3.732113630696868856e-01,6.265006533431021207e-01,-4.074731891346994317e-04,-1.824086453420918352e-01
5.931186237247450066e+01,2.518351563622405465e+01,3.732116249601686864e-01,6.265011762218486435e-01,-4.063624741126314888e-04,1.211714020376588978e-02
5.933186637327465718e+01,2.518350751906322316e+01,3.732118861368378115e-01,6.265016976760414691e-01,-4.052547881089330062e-04,6.337712358581056027e-02
5.935187037407482080e+01,2.518349942402355168e+01,3.732121466016511402e-01,6.265022177096124523e-01,-4.041501228633226361e-04,1.093331551757004833e-01
5.937187437487497732e+01,2.518349135104387670e+01,3.732124063565598338e-01,6.265027363264827898e-01,-4.030484701471603870e-04,-5.218707078276390021e-01
5.939187837567514094e+01,2.518348330006319458e+01,3.732126654035095581e-01,6.265032535305630201e-01,-4.019498217446848543e-04,3.363391770496266808e-01
5.941188237647529746e+01,2.518347527102066863e+01,3.732129237444401504e-01,6.265037693257529128e-01,-4.008541694769940378e-04,-9.325223719842123948e-02
5.943188637727546109e+01,2.518346726385562562e+01,3.732131813812858412e-01,6.265042837159415789e-01,-3.997615051725134094e-04,2.094154057042747208e-01
5.945189037807561760e+01,2.518345927850756283e+01,3.732134383159752544e-01,6.265047967050075828e-01,-3.986718207107387002e-04,-2.256813912350609866e-02
5.947189437887578123e+01,2.518345131491613387e+01,3.732136945504312964e-01,6.265053082968184972e-01,-3.975851079671688382e-04,-1.142982206277647350e-01
5.949189837967593775e+01,2.518344337302116287e+01,3.732139500865713222e-01,6.265058184952315701e-01,-3.965013588643762077e-04,-1.133429866037126421e-02
5.951190238047610137e+01,2.518343545276263384e+01,3.732142049263069139e-01,6.265063273040931691e-01,-3.954205653350362226e-04,6.338138979038512311e-01
5.953190638127625789e+01,2.518342755408070488e+01,3.732144590715440469e-01,6.265068347272388927e-01,-3.943427193441317868e-04,3.136423933064587111e-01
5.955191038207642151e+01,2.518341967691568684e+01,3.732147125241830343e-01,6.265073407684940143e-01,-3.932678128816258223e-04,-6.792555209244477421e-02
5.957191438287657803e+01,2.518341182120806110e+01,3.732149652861185829e-01,6.265078454316725942e-01,-3.921958379538015294e-04,4.652256888123889461e-02
5.959191838367673455e+01,2.518340398689847603e+01,3.732152173592396260e-01,6.265083487205785895e-01,-3.911267866030243567e-04,2.251283551505444958e-01
5.961192238447689817e+01,2.518339617392773988e+01,3.732154687454296016e-01,6.265088506390047440e-01,-3.900606508852044740e-04,1.170019656614830206e-01
5.963192638527705469e+01,2.518338838223682785e+01,3.732157194465661743e-01,6.265093511907333657e-01,-3.889974228904469200e-04,1.783951214175632030e-02
5.965193038607721832e+01,2.518338061176688214e+01,3.732159694645213466e-01,6.265098503795363261e-01,-3.879370947293958594e-04,-3.657427151077322081e-02
5.967193438687737483e+01,2.518337286245920481e+01,3.732162188011616255e-01,6.265103482091742837e-01,-3.868796585363432072e-04,-2.140203317426035701e-01
5.969193838767753846e+01,2.518336513425526491e+01,3.732164674583476338e-01,6.265108446833976830e-01,-3.858251064705608968e-04,1.508126531976428097e-01
5.971194238847769498e+01,2.518335742709669844e+01,3.732167154379344987e-01,6.265113398059459771e-01,-3.847734307133032772e-04,2.209275433625602358e-01
5.973194638927785860e+01,2.518334974092530487e+01,3.732169627417716296e-01,6.265118335805479610e-01,-3.837246234832392133e-04,4.463681780044792546e-01
5.975195039007801512e+01,2.518334207568304350e+01,3.732172093717028849e-01,6.265123260109221048e-01,-3.826786770038115293e-04,-1.084139057715978460e-01
5.977195439087817874e+01,2.518333443131204419e+01,3.732174553295662389e-01,6.265128171007757762e-01,-3.816355835409845909e-04,1.306250080006867709e-01
5.979195839167833526e+01,2.518332680775460375e+01,3.732177006171942812e-01,6.265133068538057959e-01,-3.805953353740454403e-04,-5.877606230360616496e-03
5.981196239247849888e+01,2.518331920495317178e+01,3.732179452364137728e-01,6.265137952736983262e-01,-3.795579248082603385e-04,2.516137519308969117e-01
5.983196639327865540e+01,2.518331162285037905e+01,3.732181891890458680e-01,6.265142823641287606e-01,-3.785233441837565493e-04,-1.919872246416054820e-02
5.985197039407881903e+01,2.518330406138900557e+01,3.732184324769060590e-01,6.265147681287620562e-01,-3.774915858502092547e-04,-1.289685330728926882e-01
5.987197439487897554e+01,2.518329652051200540e+01,3.732186751018041759e-01,6.265152525712522902e-01,-3.764626421899341935e-04,-3.372805173916064714e-01
5.989197839567913917e+01,2.518328900016249605e+01,3.732189170655444421e-01,6.265157356952427703e-01,-3.754365056176656168e-04,1.433245102174569019e-01
5.991198239647929569e+01,2.518328150028375845e+01,3.732191583699254189e-01,6.265162175043662574e-01,-3.744131685525786679e-04,3.253273928941963211e-02
5.993198639727945931e+01,2.518327402081923694e+01,3.732193990167398945e-01,6.265166980022448540e-01,-3.733926234625872809e-04,2.250652858552795732e-01
5.995199039807961583e+01,2.518326656171254285e+01,3.732196390077751613e-01,6.265171771924898936e-01,-3.723748628159384566e-04,-1.096383726975476008e-01
5.997199439887977945e+01,2.518325912290744739e+01,3.732198783448127943e-01,6.265176550787021625e-01,-3.713598791229566487e-04,5.188724637823491914e-01
5.999199839967993597e+01,2.518325170434421167e+01,3.732201170298496407e-01,6.265181316647023824e-01,-3.703476632148650083e-04,-1.411337433559111398e-01
6.001200240048009960e+01,2.518324430595609797e+01,3.732203550653618307e-01,6.265186069547541425e-01,-3.693382020897306717e-04,1.030079822849167548e-01
6.003200640128025611e+01,2.518323692768919031e+01,3.732205924531235008e-01,6.265190809523220050e-01,-3.683314880189580975e-04,8.338585417215327311e-02
6.005201040208041974e+01,2.518322956949070246e+01,3.732208291948468926e-01,6.265195536608006988e-01,-3.673275137311415861e-04,2.211072090008300850e-01
6.007201440288057626e+01,2.518322223130793702e+01,3.732210652922406391e-01,6.265200250835781803e-01,-3.663262719640902887e-04,-3.264070481795686152e-02
6.009201840368073988e+01,2.518321491308831384e+01,3.732213007470098209e-01,6.265204952240354119e-01,-3.653277554820366646e-04,-1.829538352541459911e-01
6.011202240448089640e+01,2.518320761477935221e+01,3.732215355608559659e-01,6.265209640855469164e-01,-3.643319570587610912e-04,-1.972247611114012755e-01
6.013202640528106002e+01,2.518320033632867805e+01,3.732217697354772157e-01,6.265214316714802223e-01,-3.633388694904704508e-04,1.630651268213432203e-01
6.015203040608121654e+01,2.518319307768402027e+01,3.732220032725678815e-01,6.265218979851959746e-01,-3.623484855703740237e-04,2.112962434799706135e-02
6.017203440688138016e+01,2.518318583879321082e+01,3.732222361738190552e-01,6.265223630300483793e-01,-3.613607981213240450e-04,6.887642726143680671e-02
6.019203840768153668e+01,2.518317861960418824e+01,3.732224684409181092e-01,6.265228268093846475e-01,-3.603757999842693849e-04,-1.629033849483059182e-01
6.021204240848170031e+01,2.518317142006500120e+01,3.732227000755488633e-01,6.265232893265452185e-01,-3.593934840037116274e-04,2.788009725396325966e-02
6.023204640928185682e+01,2.518316424012379429e+01,3.732229310793916399e-01,6.265237505848637589e-01,-3.584138430481331739e-04,4.345939418268514320e-02
6.025205041008202045e+01,2.518315707972881867e+01,3.732231614541232645e-01,6.265242105876672740e-01,-3.574368699957863882e-04,1.229756664267675492e-01
6.027205441088217697e+01,2.518314993882843211e+01,3.732233912014170096e-01,6.265246693382758858e-01,-3.564625577480162733e-04,-2.926792624169504697e-01
6.029205841168234059e+01,2.518314281737110250e+01,3.732236203229424842e-01,6.265251268400028328e-01,-3.554908992127181477e-04,-1.537949708100565527e-01
6.031206241248249711e+01,2.518313571530539008e+01,3.732238488203659665e-01,6.265255830961550254e-01,-3.545218873176603225e-04,3.454860998976828634e-01
6.033206641328266073e+01,2.518312863257996526e+01,3.732240766953499600e-01,6.265260381100319353e-01,-3.535555149980496026e-04,-7.894381984459075685e-02
6.035207041408281725e+01,2.518312156914361211e+01,3.732243039495536929e-01,6.265264918849269282e-01,-3.525917752209561939e-04,-1.713778358639328828e-02
6.037207441488298088e+01,2.518311452494520353e+01,3.732245305846326189e-01,6.265269444241260421e-01,-3.516306609517849679e-04,-8.002850481836998320e-02
6.039207841568313739e+01,2.518310749993372966e+01,3.732247566022387497e-01,6.265273957309089869e-01,-3.506721651824751262e-04,-2.996948034243877568e-01
6.041208241648330102e+01,2.518310049405828011e+01,3.732249820040205446e-01,6.265278458085482560e-01,-3.497162809168452569e-04,-2.154937464904010114e-01
6.043208641728345754e+01,2.518309350726804752e+01,3.732252067916230209e-01,6.265282946603100145e-01,-3.487630011663744867e-04,7.379193823879813541e-02
6.045209041808362116e+01,2.518308653951233467e+01,3.732254309666874770e-01,6.265287422894533220e-01,-3.478123189687432060e-04,-1.347644647660983241e-01
6.047209441888377768e+01,2.518307959074054025e+01,3.732256545308518247e-01,6.265291886992306880e-01,-3.468642273709576784e-04,4.050801383537012135e-01
6.049209841968394130e+01,2.518307266090218022e+01,3.732258774857503125e-01,6.265296338928876274e-01,-3.459187194417845390e-04,-2.999824740596575001e-01
6.051210242048409782e+01,2.518306574994686287e+01,3.732260998330137469e-01,6.265300778736631049e-01,-3.449757882501014450e-04,-3.888155637453281632e-01
6.053210642128426144e+01,2.518305885782430664e+01,3.732263215742693818e-01,6.265305206447890907e-01,-3.440354268938738969e-04,-7.873751483135862927e-02
6.055211042208441796e+01,2.518305198448433657e+01,3.732265427111408629e-01,6.265309622094910047e-01,-3.430976284912734542e-04,-2.422531593329657340e-01
6.057211442288458159e+01,2.518304512987687716e+01,3.732267632452483386e-01,6.265314025709872725e-01,-3.421623861517009146e-04,2.757904380875046413e-01
6.059211842368473810e+01,2.518303829395196658e+01,3.732269831782084601e-01,6.265318417324897693e-01,-3.412296930325187105e-04,-8.558588887814651269e-02
6.061212242448490173e+01,2.518303147665973540e+01,3.732272025116342706e-01,6.265322796972033759e-01,-3.402995422744359288e-04,1.029306948519947834e-01
6.063212642528505825e+01,2.518302467795042787e+01,3.732274212471353159e-01,6.265327164683264227e-01,-3.393719270554651501e-04,-2.840494991102971989e-01
6.065213042608522187e+01,2.518301789777438771e+01,3.732276393863175890e-01,6.265331520490502459e-01,-3.384468405608354047e-04,1.318017203956466099e-01
6.067213442688537839e+01,2.518301113608206876e+01,3.732278569307835858e-01,6.265335864425594092e-01,-3.375242759829921724e-04,1.263790842473866138e-01
6.069213842768554201e+01,2.518300439282402792e+01,3.732280738821320831e-01,6.265340196520320371e-01,-3.366042265507962483e-04,2.463385002356453246e-01
6.071214242848569853e+01,2.518299766795092154e+01,3.732282902419586379e-01,6.265344516806391484e-01,-3.356866854877793571e-04,4.228267625859122303e-02
6.073214642928586215e+01,2.518299096141351612e+01,3.732285060118549214e-01,6.265348825315449899e-01,-3.347716460426752860e-04,1.015728923030148334e-01
6.075215043008601867e+01,2.518298427316268118e+01,3.732287211934093296e-01,6.265353122079072579e-01,-3.338591014798719669e-04,3.156177551950562626e-02
6.077215443088618230e+01,2.518297760314938927e+01,3.732289357882065950e-01,6.265357407128766543e-01,-3.329490450697525361e-04,1.829909262594107966e-01
6.079215843168633882e+01,2.518297095132472307e+01,3.732291497978279526e-01,6.265361680495972196e-01,-3.320414701095675269e-04,-8.448443485849842227e-02
6.081216243248650244e+01,2.518296431763986121e+01,3.732293632238510295e-01,6.265365942212061112e-01,-3.311363699077807254e-04,1.069105762950868094e-01
