t,N1,N2,P1,dN1_dt,dN1_dt_noisy
2.657331466293258515e+01,1.198389763090026960e+01,9.274646515007087544e+01,1.552089551562160885e+01,-6.601551981069953001e-01,-7.533453334638116061e-01
2.658531706341268119e+01,1.197598103386002855e+01,9.275207911660147886e+01,1.551989777299681350e+01,-6.590133136969438254e-01,-6.815022633645626549e-01
2.659731946389277724e+01,1.196807813775378726e+01,9.275768605004012102e+01,1.551889161309557430e+01,-6.578722070342624129e-01,-5.755392031008399467e-01
2.660932186437287328e+01,1.196018893324693622e+01,9.276328594993566412e+01,1.551787704803992796e+01,-6.567318794357208667e-01,-5.759492657814015981e-01
2.662132426485296932e+01,1.195231341098692646e+01,9.276887881586469575e+01,1.551685408997381366e+01,-6.555923322081778082e-01,-6.860064584448202218e-01
2.663332666533306536e+01,1.194445156160328025e+01,9.277446464743154309e+01,1.551582275106307307e+01,-6.544535666486228642e-01,-6.044774302623817652e-01
2.664532906581316141e+01,1.193660337570758934e+01,9.278004344426832972e+01,1.551478304349545212e+01,-6.533155840442148587e-01,-6.243697774569842984e-01
2.665733146629325745e+01,1.192876884389351133e+01,9.278561520603490465e+01,1.551373497948059565e+01,-6.521783856723133432e-01,-6.391293030431239863e-01
2.666933386677335349e+01,1.192094795673676799e+01,9.279117993241888485e+01,1.551267857125005101e+01,-6.510419728005127915e-01,-6.333225606292748333e-01
2.668133626725344953e+01,1.191314070479515408e+01,9.279673762313561269e+01,1.551161383105727332e+01,-6.499063466866861205e-01,-6.862117881030956879e-01
2.669333866773354558e+01,1.190534707860852848e+01,9.280228827792824120e+01,1.551054077117761132e+01,-6.487715085790126679e-01,-6.087693056223718591e-01
2.670534106821364162e+01,1.189756706869881953e+01,9.280783189656763454e+01,1.550945940390832511e+01,-6.476374597160141633e-01,-5.946390525983118458e-01
2.671734346869373766e+01,1.188980066557002147e+01,9.281336847885242491e+01,1.550836974156857018e+01,-6.465042013265964727e-01,-5.115086497197017801e-01
2.672934586917383371e+01,1.188204785970819799e+01,9.281889802460901251e+01,1.550727179649940801e+01,-6.453717346300789082e-01,-5.996119290255496059e-01
2.674134826965392975e+01,1.187430864158148047e+01,9.282442053369150869e+01,1.550616558106380083e+01,-6.442400608362324199e-01,-7.669760475423765822e-01
2.675335067013402579e+01,1.186658300164006619e+01,9.282993600598184969e+01,1.550505110764661332e+01,-6.431091811453195639e-01,-7.034642710107131824e-01
2.676535307061412183e+01,1.185887093031622008e+01,9.283544444138966867e+01,1.550392838865461442e+01,-6.419790967481198152e-01,-6.254738632329448489e-01
2.677735547109421788e+01,1.185117241802427657e+01,9.284094583985236682e+01,1.550279743651647379e+01,-6.408498088259775294e-01,-6.375963527813597320e-01
2.678935787157431392e+01,1.184348745516063417e+01,9.284644020133512754e+01,1.550165826368276356e+01,-6.397213185508272559e-01,-7.329417929701835810e-01
2.680136027205440996e+01,1.183581603210376443e+01,9.285192752583085962e+01,1.550051088262595833e+01,-6.385936270852408114e-01,-6.457919591568118678e-01
2.681336267253450600e+01,1.182815813921419945e+01,9.285740781336023986e+01,1.549935530584043342e+01,-6.374667355824499282e-01,-6.556025332029700170e-01
2.682536507301460205e+01,1.182051376709589974e+01,9.286288106381701368e+01,1.549819154559698298e+01,-6.363406451683752962e-01,-6.390545806132504891e-01
2.683736747349469809e+01,1.181288290684356568e+01,9.286834727674376211e+01,1.549701961370532111e+01,-6.352153569205758465e-01,-6.415786340575200253e-01
2.684936987397479413e+01,1.180526554877434542e+01,9.287380645207663576e+01,1.549583952270502607e+01,-6.340908719554474438e-01,-5.883051423124022739e-01
2.686137227445489017e+01,1.179766168314161412e+01,9.287925858980442229e+01,1.549465128520047053e+01,-6.329671913832481955e-01,-5.599919976900157303e-01
2.687337467493498622e+01,1.179007130019055793e+01,9.288470368993819193e+01,1.549345491380876894e+01,-6.318443163044431543e-01,-5.979124313189705386e-01
2.688537707541508226e+01,1.178249439015818290e+01,9.289014175251143968e+01,1.549225042115979356e+01,-6.307222478097438412e-01,-6.864870863732509543e-01
2.689737947589517830e+01,1.177493094327331136e+01,9.289557277757998577e+01,1.549103781989616557e+01,-6.296009869801473258e-01,-6.730098351027766768e-01
2.690938187637527435e+01,1.176738094975657845e+01,9.290099676522198990e+01,1.548981712267325506e+01,-6.284805348869695329e-01,-6.618277825882058485e-01
2.692138427685537039e+01,1.175984439982044094e+01,9.290641371553802230e+01,1.548858834215918279e+01,-6.273608925918860990e-01,-6.304081441782474204e-01
2.693338667733546643e+01,1.175232128366916662e+01,9.291182362865095001e+01,1.548735149103482556e+01,-6.262420611469696752e-01,-6.478028052585736996e-01
2.694538907781556247e+01,1.174481159149884313e+01,9.291722650470606482e+01,1.548610658199380552e+01,-6.251240415947307838e-01,-6.428442938938226936e-01
2.695739147829565852e+01,1.173731531349737267e+01,9.292262234387095532e+01,1.548485362774249552e+01,-6.240068349681471283e-01,-6.703499284137572900e-01
2.696939387877575456e+01,1.172983243984447377e+01,9.292801114633559223e+01,1.548359264100002086e+01,-6.228904422907106664e-01,-5.756443784405520514e-01
2.698139627925585060e+01,1.172236296071168304e+01,9.293339291231232835e+01,1.548232363449825755e+01,-6.217748645764604731e-01,-5.794157806366744268e-01
2.699339867973594664e+01,1.171490686626234989e+01,9.293876764203584173e+01,1.548104662098183404e+01,-6.206601028300204881e-01,-5.731400243107557246e-01
2.700540108021604269e+01,1.170746414665164181e+01,9.294413533576317832e+01,1.547976161320812594e+01,-6.195461580466417040e-01,-6.237642471434738933e-01
2.701740348069613873e+01,1.170003479202654617e+01,9.294949599377373772e+01,1.547846862394726131e+01,-6.184330312122301443e-01,-5.958891091378625271e-01
2.702940588117623477e+01,1.169261879252585956e+01,9.295484961636930166e+01,1.547716766598211890e+01,-6.173207233033974894e-01,-6.630709505412737403e-01
2.704140828165633081e+01,1.168521613828020200e+01,9.296019620387397708e+01,1.547585875210832818e+01,-6.162092352874841694e-01,-6.669928767339687870e-01
2.705341068213642686e+01,1.167782681941200273e+01,9.296553575663425306e+01,1.547454189513427103e+01,-6.150985681226139867e-01,-6.424780653005163211e-01
2.706541308261652290e+01,1.167045082603551442e+01,9.297086827501895812e+01,1.547321710788107652e+01,-6.139887227577163209e-01,-5.849295053445683346e-01
2.707741548309661894e+01,1.166308814825679896e+01,9.297619375941930286e+01,1.547188440318262614e+01,-6.128797001325714255e-01,-6.205001515173246274e-01
2.708941788357671498e+01,1.165573877617374166e+01,9.298151221024882318e+01,1.547054379388555212e+01,-6.117715011778446232e-01,-6.690444374954642726e-01
2.710142028405681103e+01,1.164840269987603882e+01,9.298682362794345124e+01,1.546919529284924089e+01,-6.106641268151307145e-01,-6.061653462099743095e-01
2.711342268453690707e+01,1.164107990944520310e+01,9.299212801296145869e+01,1.546783891294582247e+01,-6.095575779569823993e-01,-5.885649434684462333e-01
2.712542508501700311e+01,1.163377039495456877e+01,9.299742536578345664e+01,1.546647466706018292e+01,-6.084518555069524659e-01,-6.004354266946265728e-01
2.713742748549709916e+01,1.162647414646927935e+01,9.300271568691245250e+01,1.546510256808995720e+01,-6.073469603596328703e-01,-6.407989642326413771e-01
2.714942988597719520e+01,1.161919115404629821e+01,9.300799897687379314e+01,1.546372262894553273e+01,-6.062428934006875991e-01,-6.031387365861945460e-01
2.716143228645729124e+01,1.161192140773440684e+01,9.301327523621516491e+01,1.546233486255004408e+01,-6.051396555068953020e-01,-6.263344006526608831e-01
2.717343468693738728e+01,1.160466489757420128e+01,9.301854446550663624e+01,1.546093928183938182e+01,-6.040372475461830426e-01,-6.204267784789265772e-01
2.718543708741748333e+01,1.159742161359809032e+01,9.302380666534062925e+01,1.545953589976218012e+01,-6.029356703776636017e-01,-6.075203195777929555e-01
2.719743948789757937e+01,1.159019154583030264e+01,9.302906183633193393e+01,1.545812472927983272e+01,-6.018349248516763339e-01,-5.642663449336637882e-01
2.720944188837767541e+01,1.158297468428688681e+01,9.303430997911767975e+01,1.545670578336647694e+01,-6.007350118098218061e-01,-5.095705694847577627e-01
2.722144428885776790e+01,1.157577101897570060e+01,9.303955109435734983e+01,1.545527907500900255e+01,-5.996359320849986574e-01,-5.217987242675987680e-01
2.723344668933786394e+01,1.156858053989641988e+01,9.304478518273280940e+01,1.545384461720705183e+01,-5.985376865014435666e-01,-5.672005245461914091e-01
2.724544908981795999e+01,1.156140323704053863e+01,9.305001224494827738e+01,1.545240242297301769e+01,-5.974402758747667797e-01,-6.175194825791188169e-01
2.725745149029805603e+01,1.155423910039136892e+01,9.305523228173031214e+01,1.545095250533204023e+01,-5.963437010119889692e-01,-6.118450462665818712e-01
2.726945389077815207e+01,1.154708811992403383e+01,9.306044529382783992e+01,1.544949487732201554e+01,-5.952479627115798699e-01,-6.085988586520976185e-01
2.728145629125824811e+01,1.153995028560547631e+01,9.306565128201215487e+01,1.544802955199358507e+01,-5.941530617634955824e-01,-5.366010209938680831e-01
2.729345869173834416e+01,1.153282558739445562e+01,9.307085024707690479e+01,1.544655654241014631e+01,-5.930589989492141001e-01,-7.313249671552792819e-01
2.730546109221844020e+01,1.152571401524154560e+01,9.307604218983809119e+01,1.544507586164784385e+01,-5.919657750417766096e-01,-5.790756871648780058e-01
2.731746349269853624e+01,1.151861555908913815e+01,9.308122711113405501e+01,1.544358752279557478e+01,-5.908733908058176887e-01,-6.904978622976223335e-01
2.732946589317863229e+01,1.151153020887143974e+01,9.308640501182554772e+01,1.544209153895498510e+01,-5.897818469976097155e-01,-5.899753559897181754e-01
2.734146829365872833e+01,1.150445795451447495e+01,9.309157589279561762e+01,1.544058792324047147e+01,-5.886911443650948428e-01,-5.224638956925187205e-01
2.735347069413882437e+01,1.149739878593608289e+01,9.309673975494970932e+01,1.543907668877918482e+01,-5.876012836479258539e-01,-6.331483341464380077e-01
2.736547309461892041e+01,1.149035269304592077e+01,9.310189659921563532e+01,1.543755784871102499e+01,-5.865122655775025784e-01,-7.006556535840975375e-01
2.737747549509901646e+01,1.148331966574545859e+01,9.310704642654351915e+01,1.543603141618863894e+01,-5.854240908770056429e-01,-5.205680564813969236e-01
2.738947789557911250e+01,1.147629969392798621e+01,9.311218923790589486e+01,1.543449740437742967e+01,-5.843367602614391032e-01,-5.090456403608535352e-01
2.740148029605920854e+01,1.146929276747860982e+01,9.311732503429760754e+01,1.543295582645554909e+01,-5.832502744376615311e-01,-5.583214215592078311e-01
2.741348269653930458e+01,1.146229887627425015e+01,9.312245381673589861e+01,1.543140669561389799e+01,-5.821646341044282025e-01,-5.194012194331141252e-01
2.742548509701940063e+01,1.145531801018364426e+01,9.312757558626036314e+01,1.542985002505612968e+01,-5.810798399524248481e-01,-6.212043289637539933e-01
2.743748749749949667e+01,1.144835015906734554e+01,9.313269034393292145e+01,1.542828582799864812e+01,-5.799958926643054014e-01,-5.213651430745153137e-01
2.744948989797959271e+01,1.144139531277772548e+01,9.313779809083789019e+01,1.542671411767060619e+01,-5.789127929147337426e-01,-4.938815829254488143e-01
2.746149229845968875e+01,1.143445346115896832e+01,9.314289882808192544e+01,1.542513490731391279e+01,-5.778305413704076798e-01,-5.458215948275181306e-01
2.747349469893978480e+01,1.142752459404707999e+01,9.314799255679403700e+01,1.542354821018322042e+01,-5.767491386901135719e-01,-5.626959294427406055e-01
2.748549709941988084e+01,1.142060870126987560e+01,9.315307927812560251e+01,1.542195403954593758e+01,-5.756685855247485328e-01,-5.115041685821603012e-01
2.749749949989997688e+01,1.141370577264699371e+01,9.315815899325036753e+01,1.542035240868221990e+01,-5.745888825173657288e-01,-5.179915051293446648e-01
2.750950190038007293e+01,1.140681579798988210e+01,9.316323170336441706e+01,1.541874333088497728e+01,-5.735100303032059088e-01,-6.109513997488713599e-01
2.752150430086016897e+01,1.139993876710181198e+01,9.316829740968620399e+01,1.541712681945986851e+01,-5.724320295097409250e-01,-5.044306970778280608e-01
2.753350670134026501e+01,1.139307466977786731e+01,9.317335611345652069e+01,1.541550288772530131e+01,-5.713548807567012666e-01,-5.341238965959385077e-01
2.754550910182036105e+01,1.138622349580494486e+01,9.317840781593857002e+01,1.541387154901243761e+01,-5.702785846561235772e-01,-5.623438450779986164e-01
2.755751150230045710e+01,1.137938523496176657e+01,9.318345251841783750e+01,1.541223281666518830e+01,-5.692031418123773001e-01,-5.040171971864100264e-01
2.756951390278055314e+01,1.137255987701886006e+01,9.318849022220223333e+01,1.541058670404021491e+01,-5.681285528222086434e-01,-5.218559280109419385e-01
2.758151630326064918e+01,1.136574741173857817e+01,9.319352092862197878e+01,1.540893322450692970e+01,-5.670548182747743304e-01,-5.297580925154147247e-01
2.759351870374074522e+01,1.135894782887508470e+01,9.319854463902969144e+01,1.540727239144749561e+01,-5.659819387516771272e-01,-5.913743486392223359e-01
2.760552110422084127e+01,1.135216111817436158e+01,9.320356135480032833e+01,1.540560421825682802e+01,-5.649099148270075865e-01,-5.232361838286618827e-01
2.761752350470093731e+01,1.134538726937420705e+01,9.320857107733118596e+01,1.540392871834258948e+01,-5.638387470673742463e-01,-6.192644676824742289e-01
2.762952590518103335e+01,1.133862627220423391e+01,9.321357380804195714e+01,1.540224590512519853e+01,-5.627684360319435974e-01,-5.690908921705180035e-01
2.764152830566112939e+01,1.133187811638587483e+01,9.321856954837467413e+01,1.540055579203781733e+01,-5.616989822724782755e-01,-6.463620461217606250e-01
2.765353070614122544e+01,1.132514279163237703e+01,9.322355829979372288e+01,1.539885839252636579e+01,-5.606303863333699233e-01,-6.458499813136476808e-01
2.766553310662132148e+01,1.131842028764880226e+01,9.322854006378584302e+01,1.539715372004951277e+01,-5.595626487516778269e-01,-5.374098435854827160e-01
2.767753550710141752e+01,1.131171059413203039e+01,9.323351484186015625e+01,1.539544178807867247e+01,-5.584957700571648864e-01,-5.625961050351173665e-01
2.768953790758151356e+01,1.130501370077075585e+01,9.323848263554812377e+01,1.539372261009801690e+01,-5.574297507723375844e-01,-5.531920307100595124e-01
2.770154030806160961e+01,1.129832959724549113e+01,9.324344344640357463e+01,1.539199619960446519e+01,-5.563645914124730751e-01,-5.267670925750339572e-01
2.771354270854170565e+01,1.129165827322856686e+01,9.324839727600267736e+01,1.539026257010768717e+01,-5.553002924856689226e-01,-5.378011080957959544e-01
2.772554510902180169e+01,1.128499971838412463e+01,9.325334412594396838e+01,1.538852173513010513e+01,-5.542368544928653051e-01,-5.985560720679722335e-01
2.773754750950189774e+01,1.127835392236812595e+01,9.325828399784836620e+01,1.538677370820689205e+01,-5.531742779278969735e-01,-5.495026887898646351e-01
2.774954990998199378e+01,1.127172087482834861e+01,9.326321689335911458e+01,1.538501850288596806e+01,-5.521125632775141234e-01,-5.554660736738016302e-01
2.776155231046208982e+01,1.126510056540438676e+01,9.326814281414183938e+01,1.538325613272800929e+01,-5.510517110214303571e-01,-5.770502314614770478e-01
2.777355471094218586e+01,1.125849298372764729e+01,9.327306176188449172e+01,1.538148661130643902e+01,-5.499917216323506608e-01,-5.562191436203792749e-01
2.778555711142228191e+01,1.125189811942135876e+01,9.327797373829741900e+01,1.537970995220743120e+01,-5.489325955760153697e-01,-5.672033967808297605e-01
2.779755951190237795e+01,1.124531596210056250e+01,9.328287874511330813e+01,1.537792616902991227e+01,-5.478743333112299219e-01,-5.803297751933403914e-01
2.780956191238247399e+01,1.123874650137211617e+01,9.328777678408719964e+01,1.537613527538556113e+01,-5.468169352899066027e-01,-5.635299637147574980e-01
2.782156431286257003e+01,1.123218972683469374e+01,9.329266785699651621e+01,1.537433728489880025e+01,-5.457604019570987397e-01,-5.340112883272867261e-01
2.783356671334266608e+01,1.122564562843400005e+01,9.329755196528338956e+01,1.537253221079022403e+01,-5.447047337059531813e-01,-4.415434669131824696e-01
2.784556911382276212e+01,1.121911419609987703e+01,9.330242911028442165e+01,1.537072006628538112e+01,-5.436499309156492821e-01,-5.844990533155799417e-01
2.785757151430285816e+01,1.121259541936427162e+01,9.330729929368118292e+01,1.536890086507102815e+01,-5.425959940038946883e-01,-5.165001260324518784e-01
2.786957391478295420e+01,1.120608928775796009e+01,9.331216251717248156e+01,1.536707462083869480e+01,-5.415429233809345710e-01,-6.146093610647115346e-01
2.788157631526305025e+01,1.119959579081065115e+01,9.331701878247420723e+01,1.536524134728457547e+01,-5.404907194495689460e-01,-4.609894783244583016e-01
2.789357871574314629e+01,1.119311491805098235e+01,9.332186809131943050e+01,1.536340105810952039e+01,-5.394393826052032992e-01,-5.561081490220419754e-01
2.790558111622324233e+01,1.118664665900652722e+01,9.332671044545828920e+01,1.536155376701904451e+01,-5.383889132358743446e-01,-5.314451303124354542e-01
2.791758351670333838e+01,1.118019100320378811e+01,9.333154584665808784e+01,1.535969948772332394e+01,-5.373393117222931004e-01,-4.734683525996404296e-01
2.792958591718343442e+01,1.117374794016820339e+01,9.333637429670321239e+01,1.535783823393719061e+01,-5.362905784378821927e-01,-4.869067212908749775e-01
2.794158831766353046e+01,1.116731745942413845e+01,9.334119579739521555e+01,1.535597001938014294e+01,-5.352427137488104947e-01,-6.098356827782890344e-01
2.795359071814362650e+01,1.116089955049489291e+01,9.334601035055273144e+01,1.535409485777633876e+01,-5.341957180140299855e-01,-5.064360745201851310e-01
2.796559311862372255e+01,1.115449420290269877e+01,9.335081795801156090e+01,1.535221276285459346e+01,-5.331495915853206036e-01,-5.445192054390810554e-01
2.797759551910381859e+01,1.114810140616871870e+01,9.335561862162460045e+01,1.535032374834839075e+01,-5.321043348073155599e-01,-5.011481573800484757e-01
2.798959791958391463e+01,1.114172114981304951e+01,9.336041234326185645e+01,1.534842782799586836e+01,-5.310599480175461906e-01,-5.234407286324549435e-01
2.800160032006401067e+01,1.113535342335471512e+01,9.336519912481048777e+01,1.534652501553982518e+01,-5.300164315464770404e-01,-4.932144678821583361e-01
2.801360272054410672e+01,1.112899821631167718e+01,9.336997896817474896e+01,1.534461532472772660e+01,-5.289737857175427216e-01,-5.143760037920177552e-01
2.802560512102420276e+01,1.112265551820082621e+01,9.337475187527606124e+01,1.534269876931169385e+01,-5.279320108471861062e-01,-5.349247274284721909e-01
2.803760752150429880e+01,1.111632531853798334e+01,9.337951784805292732e+01,1.534077536304850931e+01,-5.268911072448889676e-01,-4.680421578011018657e-01
2.804960992198439484e+01,1.111000760683790567e+01,9.338427688846097396e+01,1.533884511969962006e+01,-5.258510752132172783e-01,-6.030534042056493460e-01
2.806161232246449089e+01,1.110370237261427739e+01,9.338902899847298045e+01,1.533690805303113081e+01,-5.248119150478558481e-01,-5.464649189683454811e-01
2.807361472294458693e+01,1.109740960537971688e+01,9.339377418007882170e+01,1.533496417681380741e+01,-5.237736270376363024e-01,-5.715535776055018502e-01
2.808561712342468297e+01,1.109112929464577668e+01,9.339851243528551095e+01,1.533301350482307690e+01,-5.227362114645868196e-01,-5.299297885889443505e-01
2.809761952390477902e+01,1.108486142992293644e+01,9.340324376611718549e+01,1.533105605083902745e+01,-5.216996686039592213e-01,-5.431968051237574535e-01
2.810962192438487506e+01,1.107860600072061175e+01,9.340796817461507828e+01,1.532909182864641018e+01,-5.206639987242707157e-01,-5.280663984919565790e-01
2.812162432486497110e+01,1.107236299654714884e+01,9.341268566283758901e+01,1.532712085203463381e+01,-5.196292020873332085e-01,-5.441511120049722372e-01
2.813362672534506714e+01,1.106613240690982458e+01,9.341739623286021299e+01,1.532514313479776824e+01,-5.185952789482985992e-01,-5.420751793084359615e-01
2.814562912582516319e+01,1.105991422131485002e+01,9.342209988677555543e+01,1.532315869073454628e+01,-5.175622295556903119e-01,-5.997648100524056725e-01
2.815763152630525923e+01,1.105370842926736508e+01,9.342679662669338825e+01,1.532116753364836192e+01,-5.165300541514392663e-01,-5.184135291248093136e-01
2.816963392678535527e+01,1.104751502027144561e+01,9.343148645474056480e+01,1.531916967734726676e+01,-5.154987529709194050e-01,-5.000835074947372894e-01
2.818163632726545131e+01,1.104133398383009457e+01,9.343616937306107673e+01,1.531716513564397708e+01,-5.144683262429876613e-01,-5.442859672292584827e-01
2.819363872774554736e+01,1.103516530944525087e+01,9.344084538381605398e+01,1.531515392235586859e+01,-5.134387741900163782e-01,-5.462856522745682675e-01
2.820564112822564340e+01,1.102900898661778406e+01,9.344551448918372216e+01,1.531313605130497635e+01,-5.124100970279306111e-01,-5.446389204900873304e-01
2.821764352870573944e+01,1.102286500484749432e+01,9.345017669135944516e+01,1.531111153631799837e+01,-5.113822949662418793e-01,-4.274302497904793885e-01
2.822964592918583548e+01,1.101673335363311601e+01,9.345483199255572515e+01,1.530908039122629205e+01,-5.103553682080894660e-01,-5.009544780805390563e-01
2.824164832966593153e+01,1.101061402247231236e+01,9.345948039500213156e+01,1.530704262986587949e+01,-5.093293169502697282e-01,-4.899423349478907452e-01
2.825365073014602757e+01,1.100450700086168077e+01,9.346412190094542893e+01,1.530499826607743685e+01,-5.083041413832756206e-01,-5.233244273118695666e-01
2.826565313062612361e+01,1.099841227829675105e+01,9.346875651264946328e+01,1.530294731370630679e+01,-5.072798416913313346e-01,-5.322770955293509854e-01
2.827765553110621966e+01,1.099232984427198190e+01,9.347338423239520466e+01,1.530088978660249133e+01,-5.062564180524291579e-01,-5.501853950417419092e-01
2.828965793158631570e+01,1.098625968828076793e+01,9.347800506248076147e+01,1.529882569862065544e+01,-5.052338706383645572e-01,-4.281274811065390873e-01
2.830166033206641174e+01,1.098020179981543265e+01,9.348261900522135193e+01,1.529675506362011816e+01,-5.042121996147672647e-01,-5.892337107443517130e-01
2.831366273254650778e+01,1.097415616836723196e+01,9.348722606294931836e+01,1.529467789546486856e+01,-5.031914051411452427e-01,-4.881928910862270987e-01
2.832566513302660383e+01,1.096812278342635416e+01,9.349182623801412717e+01,1.529259420802354974e+01,-5.021714873709122173e-01,-5.033735658023206216e-01
2.833766753350669987e+01,1.096210163448191999e+01,9.349641953278238304e+01,1.529050401516946778e+01,-5.011524464514298671e-01,-5.139335612509492446e-01
2.834966993398679591e+01,1.095609271102198079e+01,9.350100594963780054e+01,1.528840733078059166e+01,-5.001342825240353562e-01,-5.784546589297757668e-01
2.836167233446689195e+01,1.095009600253352211e+01,9.350558549098121830e+01,1.528630416873954978e+01,-4.991169957240821908e-01,-5.608682672603629848e-01
2.837367473494698800e+01,1.094411149850245657e+01,9.351015815923058483e+01,1.528419454293362989e+01,-4.981005861809761903e-01,-4.490173500546000285e-01
2.838567713542708404e+01,1.093813918841363453e+01,9.351472395682098693e+01,1.528207846725478269e+01,-4.970850540182039090e-01,-5.317717033036398755e-01
2.839767953590718008e+01,1.093217906175083520e+01,9.351928288620463547e+01,1.527995595559961828e+01,-4.960703993533761569e-01,-4.521155078749172218e-01
2.840968193638727612e+01,1.092623110799677022e+01,9.352383494985086543e+01,1.527782702186941144e+01,-4.950566222982564213e-01,-4.615701875259647924e-01
2.842168433686737217e+01,1.092029531663308184e+01,9.352838015024613583e+01,1.527569167997009281e+01,-4.940437229587995027e-01,-4.650745386532148529e-01
2.843368673734746821e+01,1.091437167714034473e+01,9.353291848989400137e+01,1.527354994381225595e+01,-4.930317014351839333e-01,-4.549571270027829573e-01
2.844568913782756425e+01,1.090846017899806952e+01,9.353744997131518346e+01,1.527140182731115559e+01,-4.920205578218492803e-01,-5.525338869417896204e-01
2.845769153830766030e+01,1.090256081168469038e+01,9.354197459704749917e+01,1.526924734438670761e+01,-4.910102922075294529e-01,-5.147132779489266285e-01
2.846969393878775634e+01,1.089667356467758275e+01,9.354649236964588965e+01,1.526708650896348907e+01,-4.900009046752873410e-01,-4.560708651838022432e-01
2.848169633926785238e+01,1.089079842745304738e+01,9.355100329168242013e+01,1.526491933497073639e+01,-4.889923953025490100e-01,-5.521105093342494330e-01
2.849369873974794842e+01,1.088493538948631922e+01,9.355550736574629411e+01,1.526274583634234894e+01,-4.879847641611401166e-01,-4.047547503112181033e-01
2.850570114022804447e+01,1.087908444025156562e+01,9.356000459444381079e+01,1.526056602701688547e+01,-4.869780113173187708e-01,-5.149599323560491992e-01
2.851770354070814051e+01,1.087324556922188279e+01,9.356449498039843604e+01,1.525837992093756590e+01,-4.859721368318115076e-01,-4.891877037102659864e-01
2.852970594118823655e+01,1.086741876586930466e+01,9.356897852625068879e+01,1.525618753205227129e+01,-4.849671407598439288e-01,-5.362234386537798603e-01
2.854170834166833259e+01,1.086160401966479050e+01,9.357345523465829729e+01,1.525398887431354211e+01,-4.839630231511820035e-01,-4.656725835640624367e-01
2.855371074214842864e+01,1.085580132007823728e+01,9.357792510829604282e+01,1.525178396167858352e+01,-4.829597840501600459e-01,-5.196501339507854089e-01
2.856571314262852468e+01,1.085001065657846731e+01,9.358238814985584497e+01,1.524957280810926008e+01,-4.819574234957162417e-01,-4.940825406125526342e-01
2.857771554310862072e+01,1.084423201863324238e+01,9.358684436204679002e+01,1.524735542757209394e+01,-4.809559415214303968e-01,-5.378921058282457590e-01
2.858971794358871676e+01,1.083846539570925138e+01,9.359129374759503150e+01,1.524513183403827021e+01,-4.799553381555528020e-01,-4.203675018578722500e-01
2.860172034406881281e+01,1.083271077727211562e+01,9.359573630924387544e+01,1.524290204148363870e+01,-4.789556134210424254e-01,-5.605869529310228971e-01
2.861372274454890885e+01,1.082696815278638880e+01,9.360017204975373772e+01,1.524066606388870326e+01,-4.779567673355979984e-01,-4.554008088154339329e-01
2.862572514502900489e+01,1.082123751171555526e+01,9.360460097190217255e+01,1.523842391523863427e+01,-4.769587999116979837e-01,-4.651052921408652674e-01
2.863772754550910093e+01,1.081551884352203530e+01,9.360902307848384396e+01,1.523617560952325967e+01,-4.759617111566241121e-01,-4.540717541502263810e-01
2.864972994598919698e+01,1.080981213766717630e+01,9.361343837231054010e+01,1.523392116073707214e+01,-4.749655010725035709e-01,-5.259981171221106422e-01
2.866173234646929302e+01,1.080411738361126162e+01,9.361784685621118740e+01,1.523166058287922020e+01,-4.739701696563418665e-01,-4.222831306723090483e-01
2.867373474694938906e+01,1.079843457081350167e+01,9.362224853303180794e+01,1.522939388995351706e+01,-4.729757169000516903e-01,-4.247563600174139586e-01
2.868573714742948511e+01,1.079276368873204284e+01,9.362664340563557630e+01,1.522712109596843355e+01,-4.719821427904928868e-01,-4.640030702524870487e-01
2.869773954790958115e+01,1.078710472682396215e+01,9.363103147690276273e+01,1.522484221493710699e+01,-4.709894473095013190e-01,-4.553563598995695738e-01
2.870974194838967719e+01,1.078145767454526904e+01,9.363541274973078998e+01,1.522255726087732874e+01,-4.699976304339243960e-01,-4.778655924769995011e-01
2.872174434886977323e+01,1.077582252135090179e+01,9.363978722703417645e+01,1.522026624781155490e+01,-4.690066921356552676e-01,-4.368541692463314696e-01
2.873374674934986928e+01,1.077019925669473643e+01,9.364415491174457884e+01,1.521796918976690449e+01,-4.680166323816643548e-01,-5.090765897110667293e-01
2.874574914982996532e+01,1.076458787002957607e+01,9.364851580681076371e+01,1.521566610077515236e+01,-4.670274511340331003e-01,-4.392846375771983780e-01
2.875775155031006136e+01,1.075898835080715621e+01,9.365286991519865012e+01,1.521335699487273807e+01,-4.660391483499921605e-01,-4.457228259878746601e-01
2.876975395079015740e+01,1.075340068847814834e+01,9.365721723989123859e+01,1.521104188610076058e+01,-4.650517239819449422e-01,-5.355531455270242658e-01
2.878175635127025345e+01,1.074782487249214746e+01,9.366155778388868214e+01,1.520872078850497999e+01,-4.640651779775093466e-01,-5.952677019400697267e-01
2.879375875175034949e+01,1.074226089229768988e+01,9.366589155020825785e+01,1.520639371613581758e+01,-4.630795102795479679e-01,-4.689410068026723666e-01
2.880576115223044553e+01,1.073670873737535381e+01,9.367021854183660423e+01,1.520406068300050961e+01,-4.620947208199415179e-01,-4.701727233474943257e-01
2.881776355271054157e+01,1.073116839750248097e+01,9.367453876127527224e+01,1.520172170266864775e+01,-4.611108094648477262e-01,-4.002082649723847640e-01
