t,Pr,J,K,N,dPr_dt,dPr_dt_noisy
1.483496699339868030e+01,4.664409575546570874e-01,1.379238627792061037e-02,-9.495565450997030255e-02,6.397431512520173058e-01,-5.739132540087193979e-02,-5.187225805645852977e-02
1.484296859371874433e+01,4.659835704721798089e-01,1.364467903671841287e-02,-9.431609494058040832e-02,6.396954060215550575e-01,-5.693192969460010577e-02,-6.428963358807357475e-02
1.485097019403880836e+01,4.655298746151224631e-01,1.349813740683386901e-02,-9.366986765927426406e-02,6.396477161831862768e-01,-5.646870438494833166e-02,-5.360381227620188843e-02
1.485897179435887239e+01,4.650799004535177694e-01,1.335276774260803906e-02,-9.301704367629398673e-02,6.396000816651353782e-01,-5.600169877695887477e-02,-5.570889215453220245e-02
1.486697339467893642e+01,4.646336780541796552e-01,1.320857627671501687e-02,-9.235769434313211013e-02,6.395525023964891975e-01,-5.553096233813818033e-02,-4.292469296011287155e-02
1.487497499499900044e+01,4.641912370800778120e-01,1.306556912054836726e-02,-9.169189134855217083e-02,6.395049783071951044e-01,-5.505654469580932575e-02,-5.085494156552167883e-02
1.488297659531906447e+01,4.637526067903375293e-01,1.292375226422111216e-02,-9.101970671858869433e-02,6.394575093280604472e-01,-5.457849563707301010e-02,-4.880248814226049309e-02
1.489097819563912850e+01,4.633178160402397494e-01,1.278313157656574273e-02,-9.034121281654720892e-02,6.394100953907534413e-01,-5.409686510876878657e-02,-6.463831643070815092e-02
1.489897979595919253e+01,4.628868932812209569e-01,1.264371280513421070e-02,-8.965648234300423181e-02,6.393627364278022807e-01,-5.361170321743621847e-02,-4.503587680273744148e-02
1.490698139627925656e+01,4.624598665608733450e-01,1.250550157619793878e-02,-8.896558833580732462e-02,6.393154323725954713e-01,-5.312306022927633375e-02,-3.152445817920412896e-02
1.491498299659932059e+01,4.620367635229446490e-01,1.236850339474780507e-02,-8.826860417007499626e-02,6.392681831593820529e-01,-5.263098657011296144e-02,-4.559705902588630927e-02
1.492298459691938461e+01,4.616176114073383685e-01,1.223272364449416033e-02,-8.756560355819678620e-02,6.392209887232713772e-01,-5.213553282535439426e-02,-5.186516119961273596e-02
1.493098619723944864e+01,4.612024370501106030e-01,1.209816758787039120e-02,-8.685666054980237250e-02,6.391738490002329964e-01,-5.163674973993493539e-02,-4.932949930499149621e-02
1.493898779755951267e+01,4.607912668784200361e-01,1.196484038016537750e-02,-8.614184943582971210e-02,6.391267639269999634e-01,-5.113468815645071108e-02,-5.999484213811548394e-02
1.494698939787957670e+01,4.603841269307691331e-01,1.183274706429472689e-02,-8.542124486544422357e-02,6.390797334411613129e-01,-5.062939909189717591e-02,-4.809587197632750333e-02
1.495499099819964073e+01,4.599810428444162658e-01,1.170189256054518338e-02,-8.469492185330732004e-02,6.390327574811881517e-01,-5.012093374101434656e-02,-6.043105366949829554e-02
1.496299259851970476e+01,4.595820398406695872e-01,1.157228167739944927e-02,-8.396295566115073716e-02,6.389858359863275217e-01,-4.960934339909031654e-02,-4.849156471608553204e-02
1.497099419883976879e+01,4.591871427248870319e-01,1.144391911153618338e-02,-8.322542179777647764e-02,6.389389688966023995e-01,-4.909467946194482485e-02,-5.229780397290079152e-02
1.497899579915983281e+01,4.587963758864764263e-01,1.131680944783001151e-02,-8.248239601905679730e-02,6.388921561528116966e-01,-4.857699342591292879e-02,-5.620564952197468211e-02
1.498699739947989684e+01,4.584097632988952120e-01,1.119095715935150906e-02,-8.173395432793427451e-02,6.388453976965303704e-01,-4.805633688782873919e-02,-4.156964546557243012e-02
1.499499899979996087e+01,4.580273285196507227e-01,1.106636660736722184e-02,-8.098017297442174078e-02,6.387986934701093134e-01,-4.753276154500913481e-02,-6.174619861333328907e-02
1.500300060012002490e+01,4.576490946903000179e-01,1.094304204133964530e-02,-8.022112845560230854e-02,6.387520434166753525e-01,-4.700631919523757390e-02,-4.672415360777901205e-02
1.501100220044008893e+01,4.572750845364499384e-01,1.082098759892724006e-02,-7.945689751562935721e-02,6.387054474801313608e-01,-4.647706173674798213e-02,-5.904203586055119940e-02
1.501900380076015296e+01,4.569053203677572172e-01,1.070020730598442681e-02,-7.868755714572657489e-02,6.386589056051559243e-01,-4.594504116820862655e-02,-2.695226509529050421e-02
1.502700540108021521e+01,4.565398240776608052e-01,1.058070507831067493e-02,-7.791318457134618902e-02,6.386124177371867994e-01,-4.541030958047714838e-02,-2.496702129336301340e-02
1.503500700140027924e+01,4.561786171479521035e-01,1.046248473944279452e-02,-7.713385716218677801e-02,6.385659838222806917e-01,-4.487291909957428354e-02,-3.571466893288597483e-02
1.504300860172034326e+01,4.558217206566689828e-01,1.034554999878140383e-02,-7.634965262480419845e-02,6.385196038073481795e-01,-4.433292201048553288e-02,-2.466551940105576879e-02
1.505101020204040729e+01,4.554691552615888206e-01,1.022990445919431252e-02,-7.556064886824259696e-02,6.384732776400180443e-01,-4.379037066967225722e-02,-3.716552340428596474e-02
1.505901180236047132e+01,4.551209411979026398e-01,1.011555162141063516e-02,-7.476692396300509136e-02,6.384270052685866448e-01,-4.324531747863572667e-02,-3.712986474854601537e-02
1.506701340268053535e+01,4.547770982782148863e-01,1.000249488402079300e-02,-7.396855614105374288e-02,6.383807866420190269e-01,-4.269781488392172114e-02,-4.626303405733591528e-02
1.507501500300059938e+01,4.544376458925434847e-01,9.890737543476508728e-03,-7.316562379580959785e-02,6.383346217099481468e-01,-4.214791537712484631e-02,-5.041698021653903683e-02
1.508301660332066341e+01,4.541026030083200049e-01,9.780282794090811721e-03,-7.235820548215264603e-02,6.382885104226749817e-01,-4.159567149489305088e-02,-3.963345061172583728e-02
1.509101820364072744e+01,4.537719881703893843e-01,9.671133728038039737e-03,-7.154637991642183448e-02,6.382424527311688633e-01,-4.104113581893205354e-02,-4.571431701308185935e-02
1.509901980396079146e+01,4.534458195010102055e-01,9.563293335353830263e-03,-7.073022597641510922e-02,6.381964485870672554e-01,-4.048436097600987410e-02,-4.418388091820185659e-02
1.510702140428085549e+01,4.531241146998543634e-01,9.456764503935127450e-03,-6.990982270138934584e-02,6.381504979426757540e-01,-3.992539963796121888e-02,-3.195658996204171071e-02
1.511502300460091952e+01,4.528068910440075090e-01,9.351550019540183847e-03,-6.908524929206037724e-02,6.381046007509680873e-01,-3.936430452169203259e-02,-3.996501461019973805e-02
1.512302460492098355e+01,4.524941653917755047e-01,9.247652575716120912e-03,-6.825658504901131740e-02,6.380587569654783131e-01,-3.880112835025815998e-02,-5.373731478582760568e-02
1.513102620524104758e+01,4.521859541906340652e-01,9.145074774900657094e-03,-6.742390942888867866e-02,6.380129665403392325e-01,-3.823592388953582499e-02,-3.973406298213286170e-02
1.513902780556111161e+01,4.518822734655205120e-01,9.043819114512257132e-03,-6.658730209235173836e-02,6.379672294304002955e-01,-3.766874397765478805e-02,-4.464041611641341584e-02
1.514702940588117563e+01,4.515831388170875038e-01,8.943887999011398970e-03,-6.574684278215739419e-02,6.379215455910567378e-01,-3.709964144703480765e-02,-3.938745781415621539e-02
1.515503100620123966e+01,4.512885654217166365e-01,8.845283739990498356e-03,-6.490261132244361242e-02,6.378759149782486926e-01,-3.652866912395302118e-02,-4.685134001061181525e-02
1.516303260652130369e+01,4.509985680315185541e-01,8.748008556173903633e-03,-6.405468761872948336e-02,6.378303375484608573e-01,-3.595587982856730119e-02,-2.330136940424482050e-02
1.517103420684136772e+01,4.507131609743330047e-01,8.652064573417904414e-03,-6.320315165791522138e-02,6.377848132587226049e-01,-3.538132637493948685e-02,-1.570147343751431002e-02
1.517903580716143175e+01,4.504323581537286181e-01,8.557453824710726381e-03,-6.234808350828217188e-02,6.377393420666083168e-01,-3.480506157105868470e-02,-4.527231956743698466e-02
1.518703740748149578e+01,4.501561730490032387e-01,8.464178250172531282e-03,-6.148956331949275572e-02,6.376939239302368279e-01,-3.422713821886441687e-02,-2.709392593427757678e-02
1.519503900780155980e+01,4.498846187151835929e-01,8.372239697055418664e-03,-6.062767132259053171e-02,6.376485588082720923e-01,-3.364760911426982470e-02,-2.702233677141398921e-02
1.520304060812162383e+01,4.496177077830255664e-01,8.281639919743422409e-03,-5.976248783000016190e-02,6.376032466599224069e-01,-3.306652704718476138e-02,-4.316751362561244837e-02
1.521104220844168786e+01,4.493554524620371193e-01,8.192380583809524136e-03,-5.889409320866380998e-02,6.375579874448874529e-01,-3.248394478471101909e-02,-3.083092976332515306e-02
1.521904380876175189e+01,4.490978645514971945e-01,8.104463276570460228e-03,-5.802256785526615362e-02,6.375127811232546016e-01,-3.189991505647320202e-02,-1.714868287543477865e-02
1.522704540908181592e+01,4.488449554251310314e-01,8.017889488437797418e-03,-5.714799231820913428e-02,6.374676276557411647e-01,-3.131449063089040280e-02,-2.220872559898342397e-02
1.523504700940187995e+01,4.485967360343553478e-01,7.932660624108255759e-03,-5.627044716412103742e-02,6.374225270034966639e-01,-3.072772423040630654e-02,-1.390437600596713605e-02
1.524304860972194398e+01,4.483532169090252428e-01,7.848778003834096934e-03,-5.539001296695342941e-02,6.373774791280839569e-01,-3.013966852465118501e-02,-4.121943184457892151e-02
1.525105021004200800e+01,4.481144081574343629e-01,7.766242863423131193e-03,-5.450677030798122685e-02,6.373324839914791262e-01,-2.955037613048211442e-02,-3.639945446976768084e-02
1.525905181036207203e+01,4.478803194663146248e-01,7.685056354238708684e-03,-5.362079977580264806e-02,6.372875415560713686e-01,-2.895989961202307533e-02,-2.543781735449765838e-02
1.526705341068213606e+01,4.476509601008364370e-01,7.605219543199726387e-03,-5.273218196633921995e-02,6.372426517846635496e-01,-2.836829148070506290e-02,-2.422479337520200282e-02
1.527505501100220009e+01,4.474263389046084782e-01,7.526733412780626381e-03,-5.184099748283580583e-02,6.371978146404716492e-01,-2.777560419530601329e-02,-2.694098963248709594e-02
1.528305661132226412e+01,4.472064642996780304e-01,7.449598861011394110e-03,-5.094732693586057071e-02,6.371530300871247610e-01,-2.718189016199075436e-02,-3.047009267622924691e-02
1.529105821164232815e+01,4.469913442865306452e-01,7.373816701477559250e-03,-5.005125094330500207e-02,6.371082980886656477e-01,-2.658720173435083489e-02,-3.012070239326614801e-02
1.529905981196239217e+01,4.467809864474820425e-01,7.299387666075797879e-03,-4.915285011120999747e-02,6.370636186095071096e-01,-2.599159120156635527e-02,-3.150654409170078329e-02
1.530706141228245620e+01,4.465753979592873013e-01,7.226312414659603889e-03,-4.825220500500049248e-02,6.370189916143120801e-01,-2.539511077138120396e-02,-2.033221923625208594e-02
1.531506301260252023e+01,4.463745855728901146e-01,7.154591519465639850e-03,-4.734939626150357767e-02,6.369744170682333229e-01,-2.479781263949304079e-02,-5.185098713215749444e-02
1.532306461292258426e+01,4.461785556225511540e-01,7.084225474140542350e-03,-4.644450446982047176e-02,6.369298949367288021e-01,-2.419974891460630051e-02,-7.666383717161762840e-03
1.533106621324264829e+01,4.459873140274963066e-01,7.015214695153045889e-03,-4.553761015844985660e-02,6.368854251855372572e-01,-2.360097161044720504e-02,-2.835145847035618755e-02
1.533906781356271232e+01,4.458008662919163978e-01,6.947559521793982874e-03,-4.462879379528791879e-02,6.368410077806780922e-01,-2.300153264581886875e-02,-3.678746216258921981e-02
1.534706941388277635e+01,4.456192175049677462e-01,6.881260216176285360e-03,-4.371813578762832192e-02,6.367966426884513753e-01,-2.240148384465632386e-02,-1.644734775802746823e-02
1.535507101420284037e+01,4.454423723407714975e-01,6.816316963234982443e-03,-4.280571648216222047e-02,6.367523298754380612e-01,-2.180087693608138283e-02,-3.535309429704425882e-02
1.536307261452290440e+01,4.452703350584141240e-01,6.752729870727202863e-03,-4.189161616497825980e-02,6.367080693084996579e-01,-2.119976355445745558e-02,-1.684745227854476946e-02
1.537107421484296843e+01,4.451031095019472028e-01,6.690498969232170669e-03,-4.097591506156257612e-02,6.366638609547784489e-01,-2.059819523944420722e-02,-2.413430549149572432e-02
1.537907581516303246e+01,4.449406991003875822e-01,6.629624212151212156e-03,-4.005869333679878963e-02,6.366197047816974930e-01,-1.999622343605215666e-02,-1.361779218135463626e-02
1.538707741548309649e+01,4.447831068749733552e-01,6.570105479609733568e-03,-3.914003106725384012e-02,6.365756007568903474e-01,-1.939389947777779913e-02,-1.103903804035290086e-02
1.539507901580316052e+01,4.446303354453928769e-01,6.511942582490745472e-03,-3.822000825309482958e-02,6.365315488481548822e-01,-1.879127459487100332e-02,-5.393207932658822257e-03
1.540308061612322454e+01,4.444823870101860530e-01,6.455135252268448184e-03,-3.729870487370422205e-02,6.364875490236193700e-01,-1.818839994783793407e-02,-2.270138422922851965e-02
1.541108221644328857e+01,4.443392633619910326e-01,6.399683148847601540e-03,-3.637620078905696303e-02,6.364436012515714003e-01,-1.758532656623676763e-02,-2.006604792550037430e-02
1.541908381676335260e+01,4.442009658881790335e-01,6.345585860896254399e-03,-3.545257573657134564e-02,6.363997055004518844e-01,-1.698210534680437422e-02,-1.668347029403014284e-02
1.542708541708341663e+01,4.440674955708543981e-01,6.292842905845742914e-03,-3.452790933110902460e-02,6.363558617388543892e-01,-1.637878705352435391e-02,-3.011319647802757418e-02
1.543508701740348066e+01,4.439388529868543709e-01,6.241453729890687925e-03,-3.360228106497501616e-02,6.363120699355254706e-01,-1.577542231769500300e-02,-9.439153180927190370e-03
1.544308861772354469e+01,4.438150383077494876e-01,6.191417707989000166e-03,-3.267577030791769116e-02,6.362683300593646729e-01,-1.517206163799711058e-02,-1.348497834726604394e-02
1.545109021804360871e+01,4.436960512998431860e-01,6.142734143861872456e-03,-3.174845630712877509e-02,6.362246420794244184e-01,-1.456875538056156758e-02,-2.758198047530628638e-02
1.545909181836367274e+01,4.435818913241721950e-01,6.095402269993789243e-03,-3.082041818724335150e-02,6.361810059649102289e-01,-1.396555377903690998e-02,-1.473943073211424898e-03
1.546709341868373677e+01,4.434725573373038410e-01,6.049421247913452059e-03,-2.989173494768536735e-02,6.361374216851741759e-01,-1.336250693304756945e-02,6.791594109055009570e-04
1.547509501900380080e+01,4.433680479083338954e-01,6.004790174631604617e-03,-2.896248542115197402e-02,6.360938892095812092e-01,-1.275966478354974287e-02,-2.555242214083873475e-02
1.548309661932386483e+01,4.432683611971044990e-01,5.961508075729442593e-03,-2.803274836236046078e-02,6.360504085076709169e-01,-1.215707716718256171e-02,-6.061776332324763684e-03
1.549109821964392886e+01,4.431734949627628706e-01,5.919573907511921536e-03,-2.710260237957695661e-02,6.360069795490796984e-01,-1.155479377363072616e-02,1.321890393328799262e-03
1.549909981996399289e+01,4.430834465716347870e-01,5.878986559624070282e-03,-2.617212590220861779e-02,6.359636023034788144e-01,-1.095286412587225498e-02,-2.187946861573872651e-03
1.550710142028405691e+01,4.429982129972244720e-01,5.839744855050988358e-03,-2.524139718080361736e-02,6.359202767405741641e-01,-1.035133758025783175e-02,-1.980125884621572463e-02
1.551510302060412094e+01,4.429177908202147629e-01,5.801847550117852047e-03,-2.431049428705117643e-02,6.358770028301066191e-01,-9.750263326590007107e-03,-2.336918433506671861e-02
1.552310462092418497e+01,4.428421762284668883e-01,5.765293334489907454e-03,-2.337949511378152254e-02,6.358337805418513566e-01,-9.149690388202135621e-03,-9.956392958069701371e-03
1.553110622124424900e+01,4.427713650170208015e-01,5.730080831172474840e-03,-2.244847737496592777e-02,6.357906098456184152e-01,-8.549667622037234599e-03,-1.316862801120634828e-02
1.553910782156431303e+01,4.427053525880947915e-01,5.696208596510946888e-03,-2.151751860571667757e-02,6.357474907112528051e-01,-7.950243718726553166e-03,-7.693183134690305056e-03
1.554710942188437706e+01,4.426441339511179018e-01,5.663675120198129187e-03,-2.058669616219782617e-02,6.357044231086335095e-01,-7.351467202614479432e-03,-8.049251919518263937e-03
1.555511102220444108e+01,4.425877037373048273e-01,5.632478828819820725e-03,-1.965608718967186766e-02,6.356614070075798928e-01,-6.753386412980968978e-03,-1.153326436517953385e-03
1.556311262252450511e+01,4.425360561863104780e-01,5.602618083392721729e-03,-1.872576867803083314e-02,6.356184423779186465e-01,-6.156049538090221929e-03,-1.144173291300133039e-02
1.557111422284456914e+01,4.424891851457266601e-01,5.574091178595150589e-03,-1.779581743334092414e-02,6.355755291894906733e-01,-5.559504597127887769e-03,-6.862899958706330031e-03
1.557911582316463317e+01,4.424470840848961362e-01,5.546896345726268739e-03,-1.686631003179230384e-02,6.355326674120661545e-01,-4.963799412393466240e-03,2.502683623260307244e-02
1.558711742348469720e+01,4.424097460949127369e-01,5.521031752706082388e-03,-1.593732281969909709e-02,6.354898570153445503e-01,-4.368981609389239670e-03,-5.363295839784610469e-03
1.559511902380476123e+01,4.423771638886211943e-01,5.496495504075439922e-03,-1.500893191349939731e-02,6.354470979689551546e-01,-3.775098616908947706e-03,3.887636291077026934e-03
1.560312062412482526e+01,4.423493298006171415e-01,5.473285640996034505e-03,-1.408121319975525094e-02,6.354043902424566514e-01,-3.182197667126232185e-03,-6.595497443217558653e-06
1.561112222444488928e+01,4.423262357872473349e-01,5.451400141250404945e-03,-1.315424233515268340e-02,6.353617338053370034e-01,-2.590325795682906808e-03,-1.254449458767199939e-04
1.561912382476495331e+01,4.423078734266093215e-01,5.430836919241932223e-03,-1.222809474650167136e-02,6.353191286270140070e-01,-1.999529841776941444e-03,-1.084087989474472914e-02
1.562712542508501734e+01,4.422942339192131866e-01,5.411593826089335091e-03,-1.130284562928085199e-02,6.352765746768314070e-01,-1.409856447391852861e-03,4.133022052947985490e-03
1.563512702540508137e+01,4.422853081038258249e-01,5.393668651952443320e-03,-1.037856992164562855e-02,6.352340719239711886e-01,-8.213520424571853565e-04,-1.070273276607293768e-03
1.564312862572514540e+01,4.422810864361635952e-01,5.377059123017466878e-03,-9.455342361188527264e-03,6.351916203375460590e-01,-2.340628788659385173e-04,8.202657796557067185e-03
1.565113022604520943e+01,4.422815590008250530e-01,5.361762902971338278e-03,-8.533237433513390924e-03,6.351492198865510419e-01,3.519650009147501368e-04,2.112110327876196014e-02
1.565913182636527345e+01,4.422867155203041301e-01,5.347777594255507388e-03,-7.612329348311413710e-03,6.351068705398204006e-01,9.366857780450949661e-04,3.035341852583822546e-03
1.566713342668533748e+01,4.422965453549902448e-01,5.335100738065949241e-03,-6.692692039361149842e-03,6.350645722660280823e-01,1.520053857215836017e-03,9.383088480679053350e-03
1.567513502700540151e+01,4.423110375031681363e-01,5.323729814353154489e-03,-5.774399164528506642e-03,6.350223250336878289e-01,2.102023866551709468e-03,-7.887723000673571572e-03
1.568313662732546554e+01,4.423301806010181969e-01,5.313662241822138081e-03,-4.857524105766752344e-03,6.349801288111524000e-01,2.682550657515130575e-03,4.093403624748986717e-03
1.569113822764552957e+01,4.423539629226161396e-01,5.304895377932432321e-03,-3.942139969116509150e-03,6.349379835666145722e-01,3.261589304810193646e-03,1.901541531435649648e-02
1.569913982796559360e+01,4.423823723799332197e-01,5.297426518898092941e-03,-3.028319584705759307e-03,6.348958892681063615e-01,3.839095106286892749e-03,3.476312274702697720e-03
1.570714142828565762e+01,4.424153965309667869e-01,5.291252900254797553e-03,-2.116135493776602830e-03,6.348538458834643849e-01,4.415023590268741562e-03,-1.721134824517675521e-03
1.571514302860572165e+01,4.424530225790557214e-01,5.286371696345311920e-03,-1.205659963395496609e-03,6.348118533803140950e-01,4.989330506184891031e-03,7.285373722380303514e-03
1.572314462892578568e+01,4.424952373634769009e-01,5.282780019771458717e-03,-2.969649888718184534e-04,6.347699117261155211e-01,5.561971823880398555e-03,3.945125745739489105e-03
1.573114622924584971e+01,4.425420273781955349e-01,5.280474923052506236e-03,6.098777509476456353e-04,6.347280208880958785e-01,6.132903760023128946e-03,3.955255094522523891e-03
1.573914782956591374e+01,4.425933787721818558e-01,5.279453398650694844e-03,1.514796894313734724e-03,6.346861808332484589e-01,6.702082778371865057e-03,3.202216872982124440e-03
1.574714942988597777e+01,4.426492773494110078e-01,5.279712378971236110e-03,2.417721396574911211e-03,6.346443915283321857e-01,7.269465589673213164e-03,2.736112428098442031e-02
1.575515103020604180e+01,4.427097085688631029e-01,5.281248736362312811e-03,3.318580530177262997e-03,6.346026529398726135e-01,7.835009151558790241e-03,-6.511727470778772009e-04
1.576315263052610582e+01,4.427746575445231647e-01,5.284059283115081530e-03,4.217303884664498279e-03,6.345609650341608177e-01,8.398670668442704407e-03,4.492258234912720194e-03
1.577115423084616985e+01,4.428441090453831830e-01,5.288140771463735110e-03,5.113821366681424105e-03,6.345193277772539497e-01,8.960407591421337345e-03,3.478003947465207329e-03
1.577915583116623388e+01,4.429180475056261890e-01,5.293489893645415660e-03,6.008063213838277933e-03,6.344777411349394880e-01,9.520177625949416758e-03,2.214129262679800925e-02
1.578715743148629791e+01,4.429964570156902925e-01,5.300103280752548399e-03,6.899959970967885735e-03,6.344362050727480051e-01,1.007793871756570633e-02,7.508197370698521667e-03
1.579515903180636194e+01,4.430793213255428409e-01,5.307977503606477881e-03,7.789442510326140441e-03,6.343947195559543895e-01,1.063364906428129752e-02,2.389490856172197392e-02
1.580316063212642597e+01,4.431666238577629535e-01,5.317109073452158836e-03,8.676442058091853732e-03,6.343532845495420958e-01,1.118726713197806116e-02,1.306946720230723995e-02
1.581116223244648999e+01,4.432583477075413558e-01,5.327494441958154428e-03,9.560890194366759506e-03,6.343119000182029232e-01,1.173875165430005030e-02,1.172129677100314238e-02
1.581916383276655402e+01,4.433544756426806566e-01,5.339130001216638860e-03,1.044271885317550955e-02,6.342705659263369045e-01,1.228806163254519274e-02,-2.104064443352132024e-03
1.582716543308661805e+01,4.434549901035950148e-01,5.352012083743395640e-03,1.132186032246567005e-02,6.342292822380526385e-01,1.283515633555738777e-02,2.516347025319113501e-02
1.583516703340668208e+01,4.435598732033105285e-01,5.366136962477817580e-03,1.219824724410773116e-02,6.341880489171668467e-01,1.337999529961883712e-02,1.900333696692400529e-02
1.584316863372674611e+01,4.436691067336013816e-01,5.381500850839259290e-03,1.307181262419542488e-02,6.341468659271907171e-01,1.392253833426087758e-02,1.818591957114274599e-02
1.585117023404681014e+01,4.437826721678204689e-01,5.398099901553037039e-03,1.394248982926556482e-02,6.341057332313114747e-01,1.446274551947449721e-02,1.350098190091830914e-02
1.585917183436687417e+01,4.439005506436058957e-01,5.415930206322828837e-03,1.481021255903966494e-02,6.340646507924302400e-01,1.500057719004856127e-02,1.104589024940042484e-02
1.586717343468693819e+01,4.440227229892445004e-01,5.434987797237644455e-03,1.567491490085784478e-02,6.340236185731124019e-01,1.553599396734304042e-02,3.067116796815372304e-03
1.587517503500700222e+01,4.441491697251073179e-01,5.455268646822686654e-03,1.653653133239365788e-02,6.339826365355856197e-01,1.606895676075352150e-02,2.573825855529156964e-02
1.588317663532706625e+01,4.442798710636493009e-01,5.476768668039342508e-03,1.739499672165408309e-02,6.339417046417387125e-01,1.659942676759791624e-02,1.950062412744615198e-02
1.589117823564713028e+01,4.444148069094094877e-01,5.499483714285192081e-03,1.825024632697955229e-02,6.339008228531228806e-01,1.712736547300357237e-02,1.374794363282743487e-02
1.589917983596719431e+01,4.445539568590108903e-01,5.523409579394003219e-03,1.910221579704391923e-02,6.338599911309507062e-01,1.765273464979467619e-02,1.156095243596891656e-02
1.590718143628725834e+01,4.446973002011605502e-01,5.548541997635730687e-03,1.995084117085447681e-02,6.338192094360965978e-01,1.817549635838005759e-02,1.954783280067006260e-02
1.591518303660732236e+01,4.448448159226874310e-01,5.574876643672220869e-03,2.079605888657502441e-02,6.337784777290879079e-01,1.869561295162924797e-02,1.799899704870514677e-02
1.592318463692738639e+01,4.449964827179277993e-01,5.602409130916685513e-03,2.163780578694772527e-02,6.337377959700815078e-01,1.921304707725614638e-02,3.585414614900832297e-02
1.593118623724745042e+01,4.451522789577315731e-01,5.631135011163384239e-03,2.247601907377807032e-02,6.336971641189058646e-01,1.972776165196244574e-02,2.767959049029865629e-02
1.593918783756751267e+01,4.453121827241373065e-01,5.661049776188013631e-03,2.331063637062421451e-02,6.336565821350201855e-01,2.023971989758829859e-02,1.449244521475127022e-02
1.594718943788757670e+01,4.454761718138548487e-01,5.692148857823059287e-03,2.414159572849248689e-02,6.336160499775094213e-01,2.074888534425584075e-02,9.906938339008552682e-03
1.595519103820764073e+01,4.456442237382652882e-01,5.724427627957761992e-03,2.496883562583627689e-02,6.335755676050844887e-01,2.125522183025074438e-02,1.911064958190922952e-02
1.596319263852770476e+01,4.458163157234211749e-01,5.757881398538138538e-03,2.579229496855677678e-02,6.335351349760820483e-01,2.175869350190542256e-02,1.285823727437161376e-02
1.597119423884776879e+01,4.459924247100461869e-01,5.792505421566975649e-03,2.661191309000279434e-02,6.334947520484646155e-01,2.225926481348199093e-02,2.323668549414806273e-02
1.597919583916783282e+01,4.461725273535354641e-01,5.828294889103833448e-03,2.742762975097075978e-02,6.334544187798206716e-01,2.275690052705575325e-02,2.701746680329016742e-02
1.598719743948789684e+01,4.463566000239554965e-01,5.865244933265042863e-03,2.823938513970470493e-02,6.334141351273645526e-01,2.325156571239905476e-02,2.983792126282089341e-02
1.599519903980796087e+01,4.465446188209442613e-01,5.903350625816801076e-03,2.904711989002686096e-02,6.333739010479243481e-01,2.374322575685864148e-02,2.813416213717620171e-02
1.600320064012802490e+01,4.467365595653995936e-01,5.942606975441081657e-03,2.985077505982042939e-02,6.333337164979403466e-01,2.423184635244014090e-02,2.256314925395903892e-02
1.601120224044808893e+01,4.469323977793477343e-01,5.983008929015704372e-03,3.065029211298716735e-02,6.332935814334819113e-01,2.471739348628127636e-02,3.096433501267107508e-02
1.601920384076815296e+01,4.471321087244642389e-01,6.024551372840768193e-03,3.144561297686758461e-02,6.332534958102230549e-01,2.519983347305028779e-02,1.655735107800455214e-02
1.602720544108821699e+01,4.473356674027358371e-01,6.067229132643926597e-03,3.223668004314828722e-02,6.332134595834422175e-01,2.567913295533285484e-02,2.515089317130643834e-02
1.603520704140828101e+01,4.475430485564607097e-01,6.111036973580391031e-03,3.302343616786199143e-02,6.331734727080220448e-01,2.615525890351080157e-02,3.454142337856141998e-02
1.604320864172834504e+01,4.477542266682481009e-01,6.155969600232927448e-03,3.380582467138752017e-02,6.331335351384491661e-01,2.662817861564137356e-02,2.977523051811610880e-02
1.605121024204840907e+01,4.479691759610185953e-01,6.202021656611858037e-03,3.458378933844979269e-02,6.330936468288147490e-01,2.709785971733680299e-02,1.465860886952755071e-02
1.605921184236847310e+01,4.481878703980039513e-01,6.249187726155061226e-03,3.535727441811984534e-02,6.330538077328140556e-01,2.756427016164439067e-02,1.629109602834226053e-02
1.606721344268853713e+01,4.484102836827472682e-01,6.297462331727971679e-03,3.612622462381479688e-02,6.330140178037466647e-01,2.802737822892692465e-02,1.216077059231601004e-02
1.607521504300860116e+01,4.486363892663517983e-01,6.346839935515245952e-03,3.689058514115824833e-02,6.329742769945155834e-01,2.848715253099408373e-02,4.681774444143045610e-02
1.608321664332866519e+01,4.488661603670379696e-01,6.397314936217244653e-03,3.765030164136862895e-02,6.329345852576236942e-01,2.894356201750028501e-02,1.374146684206887722e-02
1.609121824364872921e+01,4.490995699139482267e-01,6.448881668505419482e-03,3.840532021887108766e-02,6.328949425451784183e-01,2.939657594195677418e-02,2.831625561534025295e-02
1.609921984396879324e+01,4.493365905975504337e-01,6.501534405704537459e-03,3.915558745909786947e-02,6.328553488088870527e-01,2.984616389948922463e-02,4.851862203253656802e-02
1.610722144428885727e+01,4.495771948772291360e-01,6.555267359930470883e-03,3.990105044760751396e-02,6.328158040000565476e-01,3.029229583172664969e-02,4.137543419142882678e-02
1.611522304460892130e+01,4.498213549812858369e-01,6.610074682090186921e-03,4.064165677008482053e-02,6.327763080695931741e-01,3.073494202667727618e-02,4.422307241568863845e-02
1.612322464492898533e+01,4.500690429069386655e-01,6.665950461881758882e-03,4.137735451234089701e-02,6.327368609680028566e-01,3.117407311860494190e-02,2.650454993324025121e-02
