t,p,D,dp_dt,dp_dt_noisy
8.182636527305460561e+01,6.919519970888459159e-01,2.918752376214217223e-02,1.252481298893421384e-05,-6.087282671998146865e-04
8.185637127425485460e+01,6.919523722789909792e-01,2.918749702677666744e-02,1.248488272762356725e-05,-1.871604639028946315e-03
8.188637727545508938e+01,6.919527462737321555e-01,2.918747037658340690e-02,1.244507970653459758e-05,-7.655365503820530130e-04
8.191638327665532415e+01,6.919531190769361295e-01,2.918744381128981699e-02,1.240540351430841538e-05,6.523260385932357595e-04
8.194638927785557314e+01,6.919534906924575957e-01,2.918741733062426083e-02,1.236585374083858290e-05,3.186251317027766206e-04
8.197639527905580792e+01,6.919538611241381476e-01,2.918739093431605217e-02,1.232642997744060372e-05,-1.084256933666493099e-03
8.200640128025605691e+01,6.919542303758069446e-01,2.918736462209544497e-02,1.228713181675258101e-05,1.616489530104212946e-03
8.203640728145629168e+01,6.919545984512803782e-01,2.918733839369362995e-02,1.224795885277612243e-05,4.142006948930882599e-04
8.206641328265652646e+01,6.919549653543626277e-01,2.918731224884274847e-02,1.220891068082373605e-05,-5.693560002561988452e-05
8.209641928385677545e+01,6.919553310888447717e-01,2.918728618727588209e-02,1.216998689760456866e-05,-5.297892861315775439e-04
8.212642528505701023e+01,6.919556956585055651e-01,2.918726020872705607e-02,1.213118710114256550e-05,4.286194626022061995e-04
8.215643128625724501e+01,6.919560590671111067e-01,2.918723431293123241e-02,1.209251089082324504e-05,-3.756648749761698600e-04
8.218643728745749399e+01,6.919564213184148382e-01,2.918720849962432723e-02,1.205395786738004830e-05,1.144424795866548668e-03
8.221644328865772877e+01,6.919567824161574343e-01,2.918718276854318991e-02,1.201552763289825203e-05,3.246232758886266807e-04
8.224644928985796355e+01,6.919571423640673569e-01,2.918715711942561700e-02,1.197721979080911750e-05,6.256136652159945003e-04
8.227645529105821254e+01,6.919575011658599673e-01,2.918713155201034526e-02,1.193903394587820308e-05,-2.938525291679212783e-04
8.230646129225844732e+01,6.919578588252384144e-01,2.918710606603705515e-02,1.190096970425602361e-05,-1.463083300993045163e-03
8.233646729345869630e+01,6.919582153458930796e-01,2.918708066124637429e-02,1.186302667338648276e-05,5.378516886648760991e-04
8.236647329465893108e+01,6.919585707315015766e-01,2.918705533737986704e-02,1.182520446211597593e-05,-9.953577703297267557e-04
8.239647929585916586e+01,6.919589249857291957e-01,2.918703009418004146e-02,1.178750268060767900e-05,-9.440859784422388223e-05
8.242648529705941485e+01,6.919592781122283487e-01,2.918700493139035276e-02,1.174992094039023579e-05,-2.419086789353700303e-06
8.245649129825964962e+01,6.919596301146390127e-01,2.918697984875519638e-02,1.171245885433440704e-05,-7.673624883516324104e-04
8.248649729945988440e+01,6.919599809965883974e-01,2.918695484601990797e-02,1.167511603664720218e-05,8.983033219513085303e-04
8.251650330066013339e+01,6.919603307619122123e-01,2.918692992290022881e-02,1.163789207779348347e-05,-1.412847503851015225e-03
8.254650930186036817e+01,6.919606794148341899e-01,2.918690507904917256e-02,1.160078652314854871e-05,1.498160279358581523e-03
8.257651530306061716e+01,6.919610269588153395e-01,2.918688031421529799e-02,1.156379900367787287e-05,-5.774278625776023757e-04
8.260652130426085193e+01,6.919613733972521663e-01,2.918685562815527199e-02,1.152692915764303725e-05,9.718322415313374128e-04
8.263652730546108671e+01,6.919617187335332931e-01,2.918683102062633733e-02,1.149017662410807000e-05,1.299911764355512426e-03
8.266653330666133570e+01,6.919620629710395709e-01,2.918680649138632316e-02,1.145354104297450645e-05,-8.479026386011410303e-04
8.269653930786157048e+01,6.919624061131438575e-01,2.918678204019363800e-02,1.141702205500088619e-05,-7.217905577302447320e-04
8.272654530906180526e+01,6.919627481632115718e-01,2.918675766680726286e-02,1.138061930175014377e-05,9.476679565672865542e-04
8.275655131026205424e+01,6.919630891245999171e-01,2.918673337098676851e-02,1.134433242565585015e-05,1.972064978857607860e-04
8.278655731146228902e+01,6.919634290006585475e-01,2.918670915249229822e-02,1.130816106994624054e-05,9.334258122728321004e-05
8.281656331266253801e+01,6.919637677947291232e-01,2.918668501108457811e-02,1.127210487872603445e-05,-1.810659026701188622e-03
8.284656931386277279e+01,6.919641055101457550e-01,2.918666094652491716e-02,1.123616349689656217e-05,-1.624304994822893793e-03
8.287657531506300757e+01,6.919644421502343379e-01,2.918663695857520030e-02,1.120033657023174359e-05,5.459768105352419973e-04
8.290658131626325655e+01,6.919647777183133286e-01,2.918661304699789530e-02,1.116462374530601592e-05,1.439399216049257104e-03
8.293658731746349133e+01,6.919651122176931901e-01,2.918658921155604588e-02,1.112902466955472029e-05,-6.946385789329366641e-04
8.296659331866372611e+01,6.919654456516765029e-01,2.918656545201327862e-02,1.109353899124682567e-05,-8.498853894909904434e-04
8.299659931986397510e+01,6.919657780235581868e-01,2.918654176813379950e-02,1.105816635946935695e-05,2.192625708701623558e-04
8.302660532106420987e+01,6.919661093366253901e-01,2.918651815968239388e-02,1.102290642413712231e-05,4.729053236336318560e-04
8.305661132226445886e+01,6.919664395941571566e-01,2.918649462642442655e-02,1.098775883605118052e-05,5.706247104626029640e-04
8.308661732346469364e+01,6.919667687994250915e-01,2.918647116812584860e-02,1.095272324677803197e-05,-4.270274745259661177e-04
8.311662332466492842e+01,6.919670969556925844e-01,2.918644778455318015e-02,1.091779930878016174e-05,-1.924007697979352848e-03
8.314662932586517741e+01,6.919674240662155862e-01,2.918642447547353108e-02,1.088298667532253053e-05,1.461163435664742478e-03
8.317663532706541218e+01,6.919677501342419434e-01,2.918640124065458377e-02,1.084828500052516696e-05,-4.829577628669717458e-04
8.320664132826564696e+01,6.919680751630118420e-01,2.918637807986460692e-02,1.081369393931252175e-05,1.260280072376026520e-03
8.323664732946589595e+01,6.919683991557576963e-01,2.918635499287244167e-02,1.077921314745828083e-05,-1.968056719470311165e-03
8.326665333066613073e+01,6.919687221157040380e-01,2.918633197944751900e-02,1.074484228159120314e-05,3.798228334364060267e-04
8.329665933186636551e+01,6.919690440460674052e-01,2.918630903935983886e-02,1.071058099916201347e-05,-4.861929961929352005e-04
8.332666533306661449e+01,6.919693649500568977e-01,2.918628617237999101e-02,1.067642895843754438e-05,-1.067971828232003404e-03
8.335667133426684927e+01,6.919696848308735104e-01,2.918626337827914113e-02,1.064238581853582030e-05,9.754406667923433980e-04
8.338667733546709826e+01,6.919700036917104669e-01,2.918624065682903085e-02,1.060845123943189870e-05,1.293925790070472176e-03
8.341668333666733304e+01,6.919703215357532189e-01,2.918621800780198811e-02,1.057462488190331266e-05,-5.718053868421228876e-04
8.344668933786756782e+01,6.919706383661794469e-01,2.918619543097092026e-02,1.054090640757489588e-05,6.533276483323360471e-04
8.347669533906781680e+01,6.919709541861589486e-01,2.918617292610930711e-02,1.050729547889539099e-05,-1.057018293143667824e-03
8.350670134026805158e+01,6.919712689988537502e-01,2.918615049299121827e-02,1.047379175917058381e-05,-6.037290875775217381e-04
8.353670734146828636e+01,6.919715828074181063e-01,2.918612813139129583e-02,1.044039491251264402e-05,-2.331757708468215845e-04
8.356671334266853535e+01,6.919718956149981670e-01,2.918610584108476819e-02,1.040710460391415579e-05,-3.346022533513559865e-04
8.359671934386877012e+01,6.919722074247327548e-01,2.918608362184743968e-02,1.037392049915850849e-05,6.446492562062169007e-04
8.362672534506901911e+01,6.919725182397523655e-01,2.918606147345569404e-02,1.034084226488808287e-05,-1.187986601365539647e-03
8.365673134626925389e+01,6.919728280631801676e-01,2.918603939568649441e-02,1.030786956854774715e-05,9.718860044233420484e-04
8.368673734746948867e+01,6.919731368981311137e-01,2.918601738831739026e-02,1.027500207847059372e-05,9.701135583433795470e-04
8.371674334866973766e+01,6.919734447477126071e-01,2.918599545112650351e-02,1.024223946378831288e-05,-2.058845416888981734e-04
8.374674934986997243e+01,6.919737516150240575e-01,2.918597358389253896e-02,1.020958139446431011e-05,-1.165401928895292653e-03
8.377675535107020721e+01,6.919740575031572138e-01,2.918595178639478427e-02,1.017702754131904765e-05,-2.350272027379999781e-03
8.380676135227045620e+01,6.919743624151958317e-01,2.918593005841309956e-02,1.014457757600275816e-05,-5.242023447627628871e-05
8.383676735347069098e+01,6.919746663542160059e-01,2.918590839972793130e-02,1.011223117097986775e-05,-7.006992889717072884e-04
8.386677335467093997e+01,6.919749693232859489e-01,2.918588681012030880e-02,1.007998799957964353e-05,1.117436490239171197e-04
8.389677935587117474e+01,6.919752713254661014e-01,2.918586528937183039e-02,1.004784773594750271e-05,-1.037247346251115492e-03
8.392678535707140952e+01,6.919755723638090217e-01,2.918584383726468071e-02,1.001581005505863294e-05,1.266124124053463840e-05
8.395679135827165851e+01,6.919758724413594964e-01,2.918582245358163074e-02,9.983874632749181708e-06,-5.107503733290471340e-05
8.398679735947189329e+01,6.919761715611544295e-01,2.918580113810602047e-02,9.952041145673386357e-06,2.111139589733129730e-05
8.401680336067212806e+01,6.919764697262231756e-01,2.918577989062177275e-02,9.920309271303580823e-06,2.931979014965944747e-04
8.404680936187237705e+01,6.919767669395868737e-01,2.918575871091339327e-02,9.888678687973058909e-06,2.993327951114919190e-04
8.407681536307261183e+01,6.919770632042591130e-01,2.918573759876596715e-02,9.857149074850737831e-06,9.717699108199435954e-04
8.410682136427284661e+01,6.919773585232454893e-01,2.918571655396515890e-02,9.825720111939225291e-06,-7.664203177668608633e-04
8.413682736547309560e+01,6.919776528995441600e-01,2.918569557629721589e-02,9.794391480041692014e-06,7.238247190869221423e-04
8.416683336667333037e+01,6.919779463361449556e-01,2.918567466554895448e-02,9.763162860837855690e-06,1.692574526613451163e-04
8.419683936787357936e+01,6.919782388360302683e-01,2.918565382150778431e-02,9.732033936825542475e-06,-4.036118664744734515e-04
8.422684536907381414e+01,6.919785304021744965e-01,2.918563304396169095e-02,9.701004391336257151e-06,-9.761363856401012937e-04
8.425685137027404892e+01,6.919788210375442672e-01,2.918561233269923241e-02,9.670073908560528045e-06,1.455227264953986828e-03
8.428685737147429791e+01,6.919791107450983247e-01,2.918559168750956001e-02,9.639242173485560323e-06,2.479273077566859665e-04
8.431686337267453268e+01,6.919793995277878640e-01,2.918557110818239056e-02,9.608508871947829959e-06,-5.002695318503019893e-04
8.434686937387476746e+01,6.919796873885558641e-01,2.918555059450803069e-02,9.577873690631154193e-06,8.337276956282656378e-05
8.437687537507501645e+01,6.919799743303378659e-01,2.918553014627736988e-02,9.547336317039398440e-06,1.630311942354368892e-05
8.440688137627525123e+01,6.919802603560613052e-01,2.918550976328186317e-02,9.516896439517923159e-06,-5.059354080946564837e-04
8.443688737747550022e+01,6.919805454686459578e-01,2.918548944531355882e-02,9.486553747257475122e-06,-1.353209485017057949e-03
8.446689337867573499e+01,6.919808296710038276e-01,2.918546919216508106e-02,9.456307930264961395e-06,1.633833611262280330e-04
8.449689937987596977e+01,6.919811129660389248e-01,2.918544900362963004e-02,9.426158679377096727e-06,-1.492250455423484927e-04
8.452690538107621876e+01,6.919813953566475995e-01,2.918542887950099571e-02,9.396105686301310162e-06,-2.669360695986605549e-04
8.455691138227645354e+01,6.919816768457182077e-01,2.918540881957353700e-02,9.366148643561199506e-06,9.864943021687243730e-04
8.458691738347668831e+01,6.919819574361316672e-01,2.918538882364219572e-02,9.336287244471203344e-06,-1.286066546419640426e-03
8.461692338467693730e+01,6.919822371307606801e-01,2.918536889150250002e-02,9.306521183257396412e-06,-9.314793593378003231e-04
8.464692938587717208e+01,6.919825159324701769e-01,2.918534902295055397e-02,9.276850154944488627e-06,1.714118183522929969e-04
8.467693538707742107e+01,6.919827938441176496e-01,2.918532921778303410e-02,9.247273855363619479e-06,8.369205972959953277e-04
8.470694138827765585e+01,6.919830708685522636e-01,2.918530947579721022e-02,9.217791981236139759e-06,6.173567935574086982e-04
8.473694738947789062e+01,6.919833470086157456e-01,2.918528979679092458e-02,9.188404230072292860e-06,7.320490970437236672e-04
8.476695339067813961e+01,6.919836222671417181e-01,2.918527018056259886e-02,9.159110300258897942e-06,-2.162115191997646124e-03
8.479695939187837439e+01,6.919838966469563646e-01,2.918525062691123759e-02,9.129909890965829018e-06,5.036783148099183930e-04
8.482696539307860917e+01,6.919841701508776532e-01,2.918523113563642468e-02,9.100802702257067750e-06,4.253553221954184936e-04
8.485697139427885816e+01,6.919844427817161137e-01,2.918521170653832000e-02,9.071788434967963295e-06,6.885956735899217583e-04
8.488697739547909293e+01,6.919847145422740597e-01,2.918519233941766974e-02,9.042866790827979237e-06,-6.664558157933849272e-04
8.491698339667934192e+01,6.919849854353462559e-01,2.918517303407579602e-02,9.014037472365219421e-06,5.175375643894606107e-04
8.494698939787957670e+01,6.919852554637195841e-01,2.918515379031460036e-02,8.985300182959040556e-06,1.004826640030825110e-03
8.497699539907981148e+01,6.919855246301731544e-01,2.918513460793657061e-02,8.956654626812779452e-06,1.601122134827026458e-03
8.500700140028006047e+01,6.919857929374783057e-01,2.918511548674476361e-02,8.928100508957639202e-06,2.650651372757111815e-04
8.503700740148029524e+01,6.919860603883982719e-01,2.918509642654282601e-02,8.899637535293616124e-06,-1.299204263581890239e-03
8.506701340268053002e+01,6.919863269856888488e-01,2.918507742713498040e-02,8.871265412515460611e-06,6.955983400262350229e-05
8.509701940388077901e+01,6.919865927320978383e-01,2.918505848832602528e-02,8.842983848186712888e-06,6.526292387687941806e-04
8.512702540508101379e+01,6.919868576303651597e-01,2.918503960992134896e-02,8.814792550673459961e-06,5.231507656136650261e-04
8.515703140628124856e+01,6.919871216832230720e-01,2.918502079172691568e-02,8.786691229198896391e-06,1.908001170356155279e-03
8.518703740748149755e+01,6.919873848933958405e-01,2.918500203354926215e-02,8.758679593821887586e-06,-1.819597701396453450e-04
8.521704340868173233e+01,6.919876472636001807e-01,2.918498333519551138e-02,8.730757355419437913e-06,-9.894423305919217756e-04
8.524704940988198132e+01,6.919879087965445930e-01,2.918496469647336930e-02,8.702924225733453696e-06,-6.119067878027301208e-04
8.527705541108221610e+01,6.919881694949302497e-01,2.918494611719111773e-02,8.675179917288906276e-06,6.659359943074876767e-04
8.530706141228245087e+01,6.919884293614502191e-01,2.918492759715761789e-02,8.647524143485414908e-06,-7.748728824021328251e-04
8.533706741348269986e+01,6.919886883987896864e-01,2.918490913618231389e-02,8.619956618562176214e-06,-1.012400603616456186e-03
8.536707341468293464e+01,6.919889466096260655e-01,2.918489073407522574e-02,8.592477057580418735e-06,-8.090415237430998146e-04
8.539707941588316942e+01,6.919892039966292208e-01,2.918487239064695982e-02,8.565085176425368054e-06,1.211900580902679171e-03
8.542708541708341841e+01,6.919894605624610229e-01,2.918485410570869493e-02,8.537780691823771903e-06,2.526238346970293737e-04
8.545709141828365318e+01,6.919897163097752379e-01,2.918483587907219276e-02,8.510563321349751470e-06,-3.145882512428786379e-04
8.548709741948390217e+01,6.919899712412183046e-01,2.918481771054979787e-02,8.483432783411162472e-06,8.571951746078673847e-04
8.551710342068413695e+01,6.919902253594285568e-01,2.918479959995443421e-02,8.456388797228160141e-06,6.971127315967754054e-04
8.554710942188437173e+01,6.919904786670366681e-01,2.918478154709959818e-02,8.429431082870229809e-06,-9.447227999791625022e-04
8.557711542308462072e+01,6.919907311666653182e-01,2.918476355179937601e-02,8.402559361244484301e-06,8.396275826562458588e-04
8.560712142428485549e+01,6.919909828609294156e-01,2.918474561386842636e-02,8.375773354109314719e-06,2.593897473119104397e-04
8.563712742548509027e+01,6.919912337524363188e-01,2.918472773312199772e-02,8.349072783998394645e-06,-2.018344872986270119e-03
8.566713342668533926e+01,6.919914838437850602e-01,2.918470990937590409e-02,8.322457374362924080e-06,-1.152953753309563564e-03
8.569713942788557404e+01,6.919917331375674552e-01,2.918469214244655274e-02,8.295926849407953875e-06,2.772257439748656844e-04
8.572714542908582303e+01,6.919919816363669929e-01,2.918467443215092341e-02,8.269480934240479281e-06,5.000350474049494514e-04
8.575715143028605780e+01,6.919922293427596127e-01,2.918465677830658217e-02,8.243119354764207965e-06,-2.636605553033897304e-04
8.578715743148629258e+01,6.919924762593134826e-01,2.918463918073166408e-02,8.216841837720497107e-06,-9.660202351108515204e-04
8.581716343268654157e+01,6.919927223885887768e-01,2.918462163924489400e-02,8.190648110698080733e-06,2.658824175914227040e-04
8.584716943388677635e+01,6.919929677331378981e-01,2.918460415366557273e-02,8.164537902111653327e-06,-1.787023125970910132e-03
8.587717543508701112e+01,6.919932122955054776e-01,2.918458672381358393e-02,8.138510941221334654e-06,5.713351593164620046e-04
8.590718143628726011e+01,6.919934560782283750e-01,2.918456934950938719e-02,8.112566958105412238e-06,-1.273170389709718227e-04
8.593718743748749489e+01,6.919936990838356783e-01,2.918455203057402497e-02,8.086705683677873247e-06,-4.708087752070636101e-06
8.596719343868772967e+01,6.919939413148483709e-01,2.918453476682911565e-02,8.060926849713722313e-06,-6.210413877836743314e-04
8.599719943988797866e+01,6.919941827737798867e-01,2.918451755809686743e-02,8.035230188786648373e-06,8.427101234437466394e-04
8.602720544108821343e+01,6.919944234631358881e-01,2.918450040420005748e-02,8.009615434327475026e-06,-2.278803539792692567e-03
8.605721144228846242e+01,6.919946633854139328e-01,2.918448330496204585e-02,7.984082320602718742e-06,-8.332313464840220615e-04
8.608721744348869720e+01,6.919949025431041401e-01,2.918446626020677892e-02,7.958630582687326258e-06,5.964547568926502862e-04
8.611722344468893198e+01,6.919951409386884134e-01,2.918444926975877207e-02,7.933259956544546398e-06,-6.699396342518321905e-04
8.614722944588918097e+01,6.919953785746412178e-01,2.918443233344312701e-02,7.907970178909041220e-06,1.470492191561091101e-03
8.617723544708941574e+01,6.919956154534289139e-01,2.918441545108552831e-02,7.882760987394035683e-06,4.466517911219936563e-04
8.620724144828965052e+01,6.919958515775102015e-01,2.918439862251223649e-02,7.857632120423129802e-06,-7.269632839195213150e-04
8.623724744948989951e+01,6.919960869493358979e-01,2.918438184755009490e-02,7.832583317280963076e-06,1.124766132300930978e-03
8.626725345069013429e+01,6.919963215713491600e-01,2.918436512602651592e-02,7.807614318054752274e-06,-5.925850681904613670e-05
8.629725945189038327e+01,6.919965554459850399e-01,2.918434845776951211e-02,7.782724863690808860e-06,6.086697309074019270e-04
8.632726545309061805e+01,6.919967885756710402e-01,2.918433184260765464e-02,7.757914695953608671e-06,-5.736897170077618138e-04
8.635727145429085283e+01,6.919970209628266700e-01,2.918431528037010794e-02,7.733183557464777452e-06,-5.564590007042191601e-04
8.638727745549110182e+01,6.919972526098637777e-01,2.918429877088661584e-02,7.708531191650466391e-06,7.399153469602326319e-04
8.641728345669133660e+01,6.919974835191863294e-01,2.918428231398749462e-02,7.683957342786185580e-06,1.393194443517650446e-04
8.644728945789157137e+01,6.919977136931904083e-01,2.918426590950364691e-02,7.659461756000683418e-06,-7.059828956362915490e-04
8.647729545909182036e+01,6.919979431342643261e-01,2.918424955726655473e-02,7.635044177227252388e-06,-8.262235781058568668e-04
8.650730146029205514e+01,6.919981718447886232e-01,2.918423325710827604e-02,7.610704353250480187e-06,6.854638557503544552e-04
8.653730746149230413e+01,6.919983998271360681e-01,2.918421700886145165e-02,7.586442031677033870e-06,1.784149106899513178e-03
8.656731346269253891e+01,6.919986270836714359e-01,2.918420081235930871e-02,7.562256960966826426e-06,-7.817795666829976432e-04
8.659731946389277368e+01,6.919988536167518411e-01,2.918418466743563644e-02,7.538148890392107627e-06,7.191327247602838368e-04
8.662732546509302267e+01,6.919990794287266267e-01,2.918416857392482425e-02,7.514117570088119141e-06,-2.823253369194193840e-03
8.665733146629325745e+01,6.919993045219370309e-01,2.918415253166183054e-02,7.490162750998543068e-06,-1.320037876483091434e-03
8.668733746749349223e+01,6.919995288987168536e-01,2.918413654048219313e-02,7.466284184914471383e-06,7.185227012210613357e-04
8.671734346869374122e+01,6.919997525613917899e-01,2.918412060022203616e-02,7.442481624454914865e-06,1.620820483364365490e-03
8.674734946989397599e+01,6.919999755122799856e-01,2.918410471071805623e-02,7.418754823062920295e-06,1.141707871044125172e-04
8.677735547109421077e+01,6.920001977536913707e-01,2.918408887180753628e-02,7.395103535069855175e-06,5.919043025514203081e-04
8.680736147229445976e+01,6.920004192879285476e-01,2.918407308332833863e-02,7.371527515580462816e-06,3.098875707252005075e-04
8.683736747349469454e+01,6.920006401172859034e-01,2.918405734511889463e-02,7.348026520550793607e-06,1.050457001308005654e-03
8.686737347469494352e+01,6.920008602440502754e-01,2.918404165701823233e-02,7.324600306782363021e-06,-1.015626067092338138e-03
8.689737947589517830e+01,6.920010796705005074e-01,2.918402601886595227e-02,7.301248631906560291e-06,6.833792998757003525e-04
8.692738547709541308e+01,6.920012983989077826e-01,2.918401043050223090e-02,7.277971254380763906e-06,-3.731471257746007465e-04
8.695739147829566207e+01,6.920015164315352907e-01,2.918399489176782755e-02,7.254767933517553242e-06,-2.789453982739688786e-04
8.698739747949589685e+01,6.920017337706775296e-01,2.918397940249914738e-02,7.231638425069830541e-06,5.142186371126377276e-05
8.701740348069613162e+01,6.920019504190548787e-01,2.918396396247477029e-02,7.208582436497445644e-06,-1.465776330486393637e-04
8.704740948189638061e+01,6.920021663789349686e-01,2.918394857152356581e-02,7.185599725390375493e-06,-7.021013060988151372e-04
8.707741548309661539e+01,6.920023816524085714e-01,2.918393322949574056e-02,7.162690069098342559e-06,-1.956810292099761387e-04
8.710742148429686438e+01,6.920025962415620180e-01,2.918391793624183772e-02,7.139853245463893414e-06,-8.775727726872065019e-04
8.713742748549709916e+01,6.920028101484770877e-01,2.918390269161274392e-02,7.117089032791232145e-06,1.519898954435152869e-03
8.716743348669733393e+01,6.920030233752306748e-01,2.918388749545968927e-02,7.094397209914409058e-06,7.483928536634690829e-04
8.719743948789758292e+01,6.920032359238952324e-01,2.918387234763425084e-02,7.071777556162249268e-06,-3.509055538152417559e-04
8.722744548909781770e+01,6.920034477965384401e-01,2.918385724798834568e-02,7.049229851329132613e-06,1.628538157573458526e-03
8.725745149029805248e+01,6.920036589952234252e-01,2.918384219637422741e-02,7.026753875750976738e-06,1.328052652277837134e-03
8.728745749149830147e+01,6.920038695220087632e-01,2.918382719264450351e-02,7.004349410209771403e-06,5.400049498886965241e-04
8.731746349269853624e+01,6.920040793789481448e-01,2.918381223665211452e-02,6.982016235999818152e-06,-4.696590873064441216e-04
8.734746949389878523e+01,6.920042885680907085e-01,2.918379732825035489e-02,6.959754134955011551e-06,3.133166254902059692e-04
8.737747549509902001e+01,6.920044970914810412e-01,2.918378246729284864e-02,6.937562889343630920e-06,6.239359266061605567e-04
8.740748149629925479e+01,6.920047049511590664e-01,2.918376765363357370e-02,6.915442281959904593e-06,1.431717479884765058e-03
8.743748749749950377e+01,6.920049121491600452e-01,2.918375288712684451e-02,6.893392096079210347e-06,-1.189896454177901037e-04
8.746749349869973855e+01,6.920051186875145754e-01,2.918373816762732595e-02,6.871412115479496016e-06,-5.004524763543680317e-04
8.749749949989997333e+01,6.920053245682485921e-01,2.918372349499000901e-02,6.849502124451033079e-06,2.324028979302097432e-03
8.752750550110022232e+01,6.920055297933834781e-01,2.918370886907024897e-02,6.827661907753543237e-06,1.430084889514614613e-03
8.755751150230045710e+01,6.920057343649358428e-01,2.918369428972373072e-02,6.805891250649329263e-06,3.682459571286046804e-04
8.758751750350070608e+01,6.920059382849177432e-01,2.918367975680648610e-02,6.784189938922752521e-06,-8.497277025298982872e-04
8.761752350470094086e+01,6.920061415553365736e-01,2.918366527017488693e-02,6.762557758817889647e-06,5.407745380637589633e-04
8.764752950590117564e+01,6.920063441781951763e-01,2.918365082968564853e-02,6.740994497079449329e-06,1.164156217700409307e-03
8.767753550710142463e+01,6.920065461554916197e-01,2.918363643519583314e-02,6.719499940968357703e-06,8.053032847206801357e-04
8.770754150830165941e+01,6.920067474892194204e-01,2.918362208656283957e-02,6.698073878220843282e-06,8.736849381750400479e-04
8.773754750950189418e+01,6.920069481813673207e-01,2.918360778364442049e-02,6.676716097089354575e-06,1.021235766393877942e-04
8.776755351070214317e+01,6.920071482339195112e-01,2.918359352629865469e-02,6.655426386303592331e-06,1.183440456635198633e-03
8.779755951190237795e+01,6.920073476488557418e-01,2.918357931438397834e-02,6.634204535082201987e-06,-5.373356196718339240e-04
8.782756551310261273e+01,6.920075464281506550e-01,2.918356514775916413e-02,6.613050333173684513e-06,-3.760663868948557666e-04
8.785757151430286171e+01,6.920077445737746746e-01,2.918355102628333170e-02,6.591963570788211950e-06,-4.359024099115406934e-04
8.788757751550309649e+01,6.920079420876934506e-01,2.918353694981593374e-02,6.570944038652177179e-06,-5.797696584829106119e-04
8.791758351670334548e+01,6.920081389718679699e-01,2.918352291821677685e-02,6.549991527969226175e-06,1.985102975935774776e-03
8.794758951790358026e+01,6.920083352282544453e-01,2.918350893134600416e-02,6.529105830451437285e-06,-1.617756291472732593e-03
8.797759551910381504e+01,6.920085308588046491e-01,2.918349498906410919e-02,6.508286738325162369e-06,2.904667335981303967e-04
8.800760152030406402e+01,6.920087258654656903e-01,2.918348109123191508e-02,6.487534044260888236e-06,-9.185306481125620750e-04
8.803760752150429880e+01,6.920089202501800152e-01,2.918346723771060233e-02,6.466847541470654752e-06,-1.174783026481478893e-03
8.806761352270453358e+01,6.920091140148852960e-01,2.918345342836168102e-02,6.446227023643758261e-06,1.539555548746439524e-04
8.809761952390478257e+01,6.920093071615146529e-01,2.918343966304701859e-02,6.425672284975981001e-06,-1.495884363925554248e-03
8.812762552510501735e+01,6.920094996919967656e-01,2.918342594162880860e-02,6.405183120130620806e-06,-3.708671596147198365e-05
8.815763152630526633e+01,6.920096916082553173e-01,2.918341226396960197e-02,6.384759324306685737e-06,2.322370418332437517e-03
8.818763752750550111e+01,6.920098829122095507e-01,2.918339862993228617e-02,6.364400693172650169e-06,-5.902524524777347638e-05
8.821764352870573589e+01,6.920100736057741564e-01,2.918338503938008865e-02,6.344107022880092874e-06,5.034893864929737778e-04
8.824764952990598488e+01,6.920102636908588289e-01,2.918337149217659077e-02,6.323878110141635058e-06,-7.913363893397237780e-04
8.827765553110621966e+01,6.920104531693690442e-01,2.918335798818569998e-02,6.303713752075067669e-06,5.266107505128592723e-04
8.830766153230645443e+01,6.920106420432055039e-01,2.918334452727168113e-02,6.283613746343636991e-06,-1.428652264950965988e-03
8.833766753350670342e+01,6.920108303142640249e-01,2.918333110929913557e-02,6.263577891117076895e-06,2.359378660199470262e-04
8.836767353470693820e+01,6.920110179844359832e-01,2.918331773413300814e-02,6.243605985036538284e-06,-8.093698271373083754e-05
8.839767953590718719e+01,6.920112050556083139e-01,2.918330440163858716e-02,6.223697827234074243e-06,2.192789827313279191e-03
8.842768553710742196e+01,6.920113915296628448e-01,2.918329111168150442e-02,6.203853217365761564e-06,-4.676444397263362863e-05
8.845769153830765674e+01,6.920115774084771854e-01,2.918327786412773517e-02,6.184071955561044790e-06,-3.231226276092694734e-04
8.848769753950790573e+01,6.920117626939240596e-01,2.918326465884359122e-02,6.164353842434426966e-06,-5.209448220434350230e-04
8.851770354070814051e+01,6.920119473878716398e-01,2.918325149569573479e-02,6.144698679141971812e-06,-1.157090994403120335e-03
8.854770954190837529e+01,6.920121314921834355e-01,2.918323837455116809e-02,6.125106267281935755e-06,7.936663536714012477e-04
8.857771554310862427e+01,6.920123150087182928e-01,2.918322529527723683e-02,6.105576408978555574e-06,1.467737665183921391e-03
8.860772154430885905e+01,6.920124979393305065e-01,2.918321225774162669e-02,6.086108906845018666e-06,-3.411654676789457451e-04
8.863772754550909383e+01,6.920126802858697079e-01,2.918319926181237381e-02,6.066703563977628681e-06,7.321062150170303852e-04
8.866773354670934282e+01,6.920128620501806438e-01,2.918318630735784736e-02,6.047360184002559198e-06,-3.259699485757814089e-04
8.869773954790957760e+01,6.920130432341037308e-01,2.918317339424676346e-02,6.028078571023255523e-06,4.245754318712744802e-04
8.872774554910982658e+01,6.920132238394747226e-01,2.918316052234818866e-02,6.008858529595098236e-06,4.803597680968288972e-04
