Lt,C,C_noisy
2.756616803734163312e+01,1.611821277762917060e+00,1.590742224172024155e+00
2.757727939542120765e+01,1.611749944628967590e+00,1.617087783545618551e+00
2.758839075350077863e+01,1.611678618213364889e+00,1.614507811935033121e+00
2.759950211158035316e+01,1.611607298529543097e+00,1.611169829303862544e+00
2.761061346965992769e+01,1.611535985590901721e+00,1.610679283459695021e+00
2.762172482773949866e+01,1.611464679410808731e+00,1.597355563919384602e+00
2.763283618581907319e+01,1.611393380002597908e+00,1.614312106146414072e+00
2.764394754389864772e+01,1.611322087379570611e+00,1.622145115992178477e+00
2.765505890197821870e+01,1.611250801554995782e+00,1.606059506188610708e+00
2.766617026005779323e+01,1.611179522542108833e+00,1.596901906671548188e+00
2.767728161813736421e+01,1.611108250354112759e+00,1.581288218465534134e+00
2.768839297621693873e+01,1.611036985004178579e+00,1.593375906970969869e+00
2.769950433429651326e+01,1.610965726505443563e+00,1.604710456277069541e+00
2.771061569237608424e+01,1.610894474871013671e+00,1.584879039549841995e+00
2.772172705045565877e+01,1.610823230113961557e+00,1.632636042150966249e+00
2.773283840853523330e+01,1.610751992247328346e+00,1.624811022162560015e+00
2.774394976661480428e+01,1.610680761284122742e+00,1.589671460194684194e+00
2.775506112469437880e+01,1.610609537237320366e+00,1.588337869309690120e+00
2.776617248277395333e+01,1.610538320119865974e+00,1.625094322278600067e+00
2.777728384085352431e+01,1.610467109944671682e+00,1.607859631552651214e+00
2.778839519893309884e+01,1.610395906724617632e+00,1.624594278519257973e+00
2.779950655701266982e+01,1.610324710472552212e+00,1.571575254850535286e+00
2.781061791509224435e+01,1.610253521201291615e+00,1.604031947110183376e+00
2.782172927317181887e+01,1.610182338923621170e+00,1.601714065889525695e+00
2.783284063125138985e+01,1.610111163652292898e+00,1.551997741754332472e+00
2.784395198933096438e+01,1.610039995400029067e+00,1.614723830349130917e+00
2.785506334741053891e+01,1.609968834179519526e+00,1.600641235865448708e+00
2.786617470549010989e+01,1.609897680003422149e+00,1.615030992196373694e+00
2.787728606356968442e+01,1.609826532884364170e+00,1.614218667735376256e+00
2.788839742164925894e+01,1.609755392834941290e+00,1.598175142293995377e+00
2.789950877972882992e+01,1.609684259867717682e+00,1.562804356158471242e+00
2.791062013780840445e+01,1.609613133995226875e+00,1.590861702715907100e+00
2.792173149588797543e+01,1.609542015229970424e+00,1.577551983454615891e+00
2.793284285396754996e+01,1.609470903584419244e+00,1.595177323415932769e+00
2.794395421204712449e+01,1.609399799071013382e+00,1.592781536912794893e+00
2.795506557012669546e+01,1.609328701702161801e+00,1.637709026460897332e+00
2.796617692820626999e+01,1.609257611490242823e+00,1.609903951860151450e+00
2.797728828628584452e+01,1.609186528447603681e+00,1.600273507714978338e+00
2.798839964436541550e+01,1.609115452586560746e+00,1.613070253962224587e+00
2.799951100244499003e+01,1.609044383919400190e+00,1.655756109992091440e+00
2.801062236052456456e+01,1.608973322458377542e+00,1.600880238060437222e+00
2.802173371860413553e+01,1.608902268215716802e+00,1.595945163939794131e+00
2.803284507668371006e+01,1.608831221203613104e+00,1.606697132337834066e+00
2.804395643476328104e+01,1.608760181434230274e+00,1.618415997642735471e+00
2.805506779284285557e+01,1.608689148919701495e+00,1.625480202181677658e+00
2.806617915092243010e+01,1.608618123672130640e+00,1.611229341651337021e+00
2.807729050900200107e+01,1.608547105703590496e+00,1.606435149326125078e+00
2.808840186708157560e+01,1.608476095026124320e+00,1.606744297549526967e+00
2.809951322516115013e+01,1.608405091651744723e+00,1.615599042301251620e+00
2.811062458324072111e+01,1.608334095592435009e+00,1.625108599766269091e+00
2.812173594132029564e+01,1.608263106860147840e+00,1.619073674502604199e+00
2.813284729939987017e+01,1.608192125466806566e+00,1.627553511886651094e+00
2.814395865747944114e+01,1.608121151424304784e+00,1.576483990816660352e+00
2.815507001555901567e+01,1.608050184744505451e+00,1.608450367209661502e+00
2.816618137363858665e+01,1.607979225439243098e+00,1.597136322001474706e+00
2.817729273171816118e+01,1.607908273520321618e+00,1.641495050945269263e+00
2.818840408979773571e+01,1.607837328999516036e+00,1.598750692770882109e+00
2.819951544787730668e+01,1.607766391888571400e+00,1.640248927184530192e+00
2.821062680595688121e+01,1.607695462199203451e+00,1.641307461440002502e+00
2.822173816403645574e+01,1.607624539943099506e+00,1.599497035196199235e+00
2.823284952211602672e+01,1.607553625131915798e+00,1.604790807858215373e+00
2.824396088019560125e+01,1.607482717777280801e+00,1.628376122014784544e+00
2.825507223827517578e+01,1.607411817890793460e+00,1.598224732071801713e+00
2.826618359635474675e+01,1.607340925484023186e+00,1.629387997744632832e+00
2.827729495443432128e+01,1.607270040568510749e+00,1.595126733689112175e+00
2.828840631251389226e+01,1.607199163155768051e+00,1.587060978540779654e+00
2.829951767059346679e+01,1.607128293257277907e+00,1.594148418647843624e+00
2.831062902867304132e+01,1.607057430884493598e+00,1.569291040939116755e+00
2.832174038675261230e+01,1.606986576048841542e+00,1.608426395638842710e+00
2.833285174483218682e+01,1.606915728761717066e+00,1.610594491872759271e+00
2.834396310291176135e+01,1.606844889034488633e+00,1.624985092277400511e+00
2.835507446099133233e+01,1.606774056878495172e+00,1.594230096001001185e+00
2.836618581907090686e+01,1.606703232305047635e+00,1.580229437674524950e+00
2.837729717715048139e+01,1.606632415325427665e+00,1.611176085356744059e+00
2.838840853523005237e+01,1.606561605950889593e+00,1.648371291003251526e+00
2.839951989330962689e+01,1.606490804192658661e+00,1.598413673658116041e+00
2.841063125138919787e+01,1.606420010061932135e+00,1.609567172654963629e+00
2.842174260946877240e+01,1.606349223569878859e+00,1.612196302925690272e+00
2.843285396754834693e+01,1.606278444727639254e+00,1.565107252395124160e+00
2.844396532562791791e+01,1.606207673546326209e+00,1.617995501930161284e+00
2.845507668370749244e+01,1.606136910037024634e+00,1.577543567201407537e+00
2.846618804178706696e+01,1.606066154210791019e+00,1.631096080505783918e+00
2.847729939986663794e+01,1.605995406078653875e+00,1.632795791322922740e+00
2.848841075794621247e+01,1.605924665651614180e+00,1.606908334656502069e+00
2.849952211602578700e+01,1.605853932940644935e+00,1.606424798051337977e+00
2.851063347410535798e+01,1.605783207956691605e+00,1.586942496373204836e+00
2.852174483218493251e+01,1.605712490710671680e+00,1.601973219281440874e+00
2.853285619026450348e+01,1.605641781213474673e+00,1.624235199382512373e+00
2.854396754834407801e+01,1.605571079475964114e+00,1.610168289815653297e+00
2.855507890642365254e+01,1.605500385508974004e+00,1.613068309992180316e+00
2.856619026450322352e+01,1.605429699323312365e+00,1.628770498636220365e+00
2.857730162258279805e+01,1.605359020929759239e+00,1.607076460931185613e+00
2.858841298066237258e+01,1.605288350339067138e+00,1.596393565455869412e+00
2.859952433874194355e+01,1.605217687561962148e+00,1.639429527185348068e+00
2.861063569682151808e+01,1.605147032609141711e+00,1.595531708336575427e+00
2.862174705490109261e+01,1.605076385491277735e+00,1.574878727153832703e+00
2.863285841298066359e+01,1.605005746219014373e+00,1.592461714555855057e+00
2.864396977106023812e+01,1.604935114802968243e+00,1.604705826306195737e+00
2.865508112913980909e+01,1.604864491253729764e+00,1.645374786415049417e+00
2.866619248721938362e+01,1.604793875581862039e+00,1.593239273573519910e+00
2.867730384529895815e+01,1.604723267797901087e+00,1.624397023815959074e+00
2.868841520337852913e+01,1.604652667912356945e+00,1.605441705675553887e+00
2.869952656145810366e+01,1.604582075935712115e+00,1.587500465063334198e+00
2.871063791953767819e+01,1.604511491878422680e+00,1.599264716882139670e+00
2.872174927761724916e+01,1.604440915750918073e+00,1.617945442184105742e+00
2.873286063569682369e+01,1.604370347563601751e+00,1.608738205622141315e+00
2.874397199377639822e+01,1.604299787326849636e+00,1.610302988215736919e+00
2.875508335185596920e+01,1.604229235051012115e+00,1.634376767717761414e+00
2.876619470993554373e+01,1.604158690746412042e+00,1.628632374532826610e+00
2.877730606801511470e+01,1.604088154423347179e+00,1.611700747591466421e+00
2.878841742609468923e+01,1.604017626092088200e+00,1.585202083441984211e+00
2.879952878417426376e+01,1.603947105762880465e+00,1.636580933054070819e+00
2.881064014225383474e+01,1.603876593445941801e+00,1.624167726709520032e+00
2.882175150033340927e+01,1.603806089151464942e+00,1.593785814489808716e+00
2.883286285841298380e+01,1.603735592889616424e+00,1.625902635706863775e+00
2.884397421649255477e+01,1.603665104670536579e+00,1.614337148873407290e+00
2.885508557457212930e+01,1.603594624504339539e+00,1.604585617334134184e+00
2.886619693265170383e+01,1.603524152401114344e+00,1.605074715284038556e+00
2.887730829073127481e+01,1.603453688370923391e+00,1.600000266361602197e+00
2.888841964881084934e+01,1.603383232423804206e+00,1.621958676240334851e+00
2.889953100689042031e+01,1.603312784569767224e+00,1.585191494928972489e+00
2.891064236496999484e+01,1.603242344818798681e+00,1.625333469111705842e+00
2.892175372304956937e+01,1.603171913180858166e+00,1.558656152931573224e+00
2.893286508112914035e+01,1.603101489665880397e+00,1.608049269778902168e+00
2.894397643920871488e+01,1.603031074283774338e+00,1.558442010558438229e+00
2.895508779728828941e+01,1.602960667044422749e+00,1.598249695385074887e+00
2.896619915536786039e+01,1.602890267957684411e+00,1.601779573566039838e+00
2.897731051344743491e+01,1.602819877033391904e+00,1.606118500922554482e+00
2.898842187152700944e+01,1.602749494281352938e+00,1.616562071533959477e+00
2.899953322960658042e+01,1.602679119711349021e+00,1.622650306379137986e+00
2.901064458768615495e+01,1.602608753333138125e+00,1.625841483232012274e+00
2.902175594576572593e+01,1.602538395156451578e+00,1.592542121467565464e+00
2.903286730384530046e+01,1.602468045190996726e+00,1.581613871026061213e+00
2.904397866192487498e+01,1.602397703446454935e+00,1.598519773664956789e+00
2.905509002000444596e+01,1.602327369932483370e+00,1.574241741958529062e+00
2.906620137808402049e+01,1.602257044658714102e+00,1.606299141940795483e+00
2.907731273616359502e+01,1.602186727634754337e+00,1.551110337684363571e+00
2.908842409424316600e+01,1.602116418870186410e+00,1.626102427212268831e+00
2.909953545232274053e+01,1.602046118374567563e+00,1.623621010350703386e+00
2.911064681040231505e+01,1.601975826157431282e+00,1.550241548376881218e+00
2.912175816848188603e+01,1.601905542228285961e+00,1.594859447277209741e+00
2.913286952656146056e+01,1.601835266596614682e+00,1.570810352169662583e+00
2.914398088464103154e+01,1.601764999271876988e+00,1.589289162853816384e+00
2.915509224272060607e+01,1.601694740263507555e+00,1.623579622618002150e+00
2.916620360080018060e+01,1.601624489580916411e+00,1.585441810121786199e+00
2.917731495887975157e+01,1.601554247233490269e+00,1.618283681771172766e+00
2.918842631695932610e+01,1.601484013230589643e+00,1.603682958105921763e+00
2.919953767503890063e+01,1.601413787581552395e+00,1.646198273413010948e+00
2.921064903311847161e+01,1.601343570295691521e+00,1.598522946004071965e+00
2.922176039119804614e+01,1.601273361382296034e+00,1.625102809690341266e+00
2.923287174927762067e+01,1.601203160850630525e+00,1.624206013395321113e+00
2.924398310735719164e+01,1.601132968709936044e+00,1.614228037176844044e+00
2.925509446543676617e+01,1.601062784969428776e+00,1.578130409733840223e+00
2.926620582351633715e+01,1.600992609638302255e+00,1.629673402041672103e+00
2.927731718159591168e+01,1.600922442725724926e+00,1.588569959032462453e+00
2.928842853967548621e+01,1.600852284240841694e+00,1.607541828315759425e+00
2.929953989775505718e+01,1.600782134192773709e+00,1.637766791869904814e+00
2.931065125583463171e+01,1.600711992590618804e+00,1.594589456890670887e+00
2.932176261391420624e+01,1.600641859443450166e+00,1.582465414414800486e+00
2.933287397199377722e+01,1.600571734760318332e+00,1.598762787438968491e+00
2.934398533007335175e+01,1.600501618550249860e+00,1.598772437487421705e+00
2.935509668815292628e+01,1.600431510822247105e+00,1.586040328816497480e+00
2.936620804623249725e+01,1.600361411585289773e+00,1.624345915952728481e+00
2.937731940431207178e+01,1.600291320848334031e+00,1.607280072141958227e+00
2.938843076239164276e+01,1.600221238620312070e+00,1.597206176281911194e+00
2.939954212047121729e+01,1.600151164910133428e+00,1.592527439181846916e+00
2.941065347855079182e+01,1.600081099726683664e+00,1.599166528628679584e+00
2.942176483663036279e+01,1.600011043078825690e+00,1.591028082433995960e+00
2.943287619470993732e+01,1.599940994975398656e+00,1.623505050010895179e+00
2.944398755278951185e+01,1.599870955425219288e+00,1.598951242487997693e+00
2.945509891086908283e+01,1.599800924437080329e+00,1.586221332967471032e+00
2.946621026894865736e+01,1.599730902019752321e+00,1.605564158690881538e+00
2.947732162702823189e+01,1.599660888181981822e+00,1.619074742890818319e+00
2.948843298510780286e+01,1.599590882932493630e+00,1.597182300854779635e+00
2.949954434318737739e+01,1.599520886279988119e+00,1.604714181372201010e+00
2.951065570126694837e+01,1.599450898233144791e+00,1.598404903266713140e+00
2.952176705934652290e+01,1.599380918800618279e+00,1.633956252448514501e+00
2.953287841742609743e+01,1.599310947991041898e+00,1.625320231611515620e+00
2.954398977550566840e+01,1.599240985813025429e+00,1.624768094070963453e+00
2.955510113358524293e+01,1.599171032275156445e+00,1.576122708019524143e+00
2.956621249166481746e+01,1.599101087385999875e+00,1.621231401061623556e+00
2.957732384974438844e+01,1.599031151154097774e+00,1.613227844212735684e+00
2.958843520782396297e+01,1.598961223587969993e+00,1.587391856871503082e+00
2.959954656590353750e+01,1.598891304696113735e+00,1.591802983924393011e+00
2.961065792398310847e+01,1.598821394487003555e+00,1.620611832414181608e+00
2.962176928206268300e+01,1.598751492969092247e+00,1.582760179320019001e+00
2.963288064014225398e+01,1.598681600150809956e+00,1.578731868302383434e+00
2.964399199822182851e+01,1.598611716040564179e+00,1.585401466222069233e+00
2.965510335630140304e+01,1.598541840646740653e+00,1.641851280213917352e+00
2.966621471438097402e+01,1.598471973977702465e+00,1.585619161642396469e+00
2.967732607246054854e+01,1.598402116041791388e+00,1.596904425346695966e+00
2.968843743054012307e+01,1.598332266847326544e+00,1.586178177761541574e+00
2.969954878861969405e+01,1.598262426402604408e+00,1.605077633299053730e+00
2.971066014669926858e+01,1.598192594715900805e+00,1.595516248031662032e+00
2.972177150477884311e+01,1.598122771795468466e+00,1.600342891378923715e+00
2.973288286285841409e+01,1.598052957649538808e+00,1.579262257052342688e+00
2.974399422093798862e+01,1.597983152286321262e+00,1.578803140894560197e+00
2.975510557901755959e+01,1.597913355714003281e+00,1.607789724376391227e+00
2.976621693709713412e+01,1.597843567940750553e+00,1.612591377353304489e+00
2.977732829517670865e+01,1.597773788974707232e+00,1.558644981085714809e+00
2.978843965325627963e+01,1.597704018823995931e+00,1.590995577478445000e+00
2.979955101133585416e+01,1.597634257496717058e+00,1.590886601294077662e+00
2.981066236941542869e+01,1.597564505000950152e+00,1.624923970943455309e+00
2.982177372749499966e+01,1.597494761344752767e+00,1.592251141324243502e+00
2.983288508557457419e+01,1.597425026536160697e+00,1.628397465011253598e+00
2.984399644365414872e+01,1.597355300583188864e+00,1.650108136864229413e+00
2.985510780173371970e+01,1.597285583493830874e+00,1.608648980638555770e+00
2.986621915981329423e+01,1.597215875276058350e+00,1.617142327930051859e+00
2.987733051789286876e+01,1.597146175937822044e+00,1.596136293274219131e+00
2.988844187597243973e+01,1.597076485487051167e+00,1.604657569337273326e+00
2.989955323405201426e+01,1.597006803931653840e+00,1.590289686033789174e+00
2.991066459213158524e+01,1.596937131279517086e+00,1.607998298992938890e+00
2.992177595021115977e+01,1.596867467538507057e+00,1.602842921329308279e+00
2.993288730829073430e+01,1.596797812716468146e+00,1.598826397825635404e+00
2.994399866637030527e+01,1.596728166821224093e+00,1.610450345051351206e+00
2.995511002444987980e+01,1.596658529860577325e+00,1.601141219771309521e+00
2.996622138252945433e+01,1.596588901842310504e+00,1.604653702508318958e+00
2.997733274060902531e+01,1.596519282774183424e+00,1.619228126281339941e+00
2.998844409868859984e+01,1.596449672663936559e+00,1.563662437092473878e+00
2.999955545676817437e+01,1.596380071519289068e+00,1.624558932371578557e+00
3.001066681484774534e+01,1.596310479347939459e+00,1.573467814810498577e+00
3.002177817292731987e+01,1.596240896157564926e+00,1.609026543688351740e+00
3.003288953100689085e+01,1.596171321955822675e+00,1.609326139735886896e+00
3.004400088908646538e+01,1.596101756750349043e+00,1.593840187675247932e+00
3.005511224716603991e+01,1.596032200548759938e+00,1.615940914175916454e+00
3.006622360524561088e+01,1.595962653358649952e+00,1.622704685812370151e+00
3.007733496332518541e+01,1.595893115187594358e+00,1.579252207955757381e+00
3.008844632140475994e+01,1.595823586043146669e+00,1.601796858578727445e+00
3.009955767948433092e+01,1.595754065932841304e+00,1.574671570451418701e+00
3.011066903756390545e+01,1.595684554864190918e+00,1.606240569012084007e+00
3.012178039564347998e+01,1.595615052844689075e+00,1.572165791092573706e+00
3.013289175372305095e+01,1.595545559881808018e+00,1.571876095486274716e+00
3.014400311180262548e+01,1.595476075983000896e+00,1.556008588451906594e+00
3.015511446988219646e+01,1.595406601155699100e+00,1.594609589766216251e+00
3.016622582796177099e+01,1.595337135407315365e+00,1.598063392950252792e+00
3.017733718604134552e+01,1.595267678745241113e+00,1.574435938900752063e+00
3.018844854412091649e+01,1.595198231176848447e+00,1.572849021767410482e+00
3.019955990220049102e+01,1.595128792709489041e+00,1.596756691959199559e+00
3.021067126028006555e+01,1.595059363350495030e+00,1.586742731929356554e+00
3.022178261835963653e+01,1.594989943107177899e+00,1.569662293911556317e+00
3.023289397643921106e+01,1.594920531986829815e+00,1.578429032983055258e+00
3.024400533451878559e+01,1.594851129996722738e+00,1.603465192998734024e+00
3.025511669259835656e+01,1.594781737144108646e+00,1.591408880206806264e+00
3.026622805067793109e+01,1.594712353436220198e+00,1.598315287998910206e+00
3.027733940875750207e+01,1.594642978880270290e+00,1.591582600051358654e+00
3.028845076683707660e+01,1.594573613483451169e+00,1.584559356825705700e+00
3.029956212491665113e+01,1.594504257252937096e+00,1.583845866232169719e+00
3.031067348299622211e+01,1.594434910195881017e+00,1.606465133903661302e+00
3.032178484107579663e+01,1.594365572319417446e+00,1.628365846938511829e+00
3.033289619915537116e+01,1.594296243630660470e+00,1.600882669261442182e+00
3.034400755723494214e+01,1.594226924136705748e+00,1.605991602423360254e+00
3.035511891531451667e+01,1.594157613844628063e+00,1.612685920668154971e+00
3.036623027339409120e+01,1.594088312761484438e+00,1.597678429516100396e+00
3.037734163147366218e+01,1.594019020894310801e+00,1.591596158001592709e+00
3.038845298955323670e+01,1.593949738250125314e+00,1.587239047115836188e+00
3.039956434763280768e+01,1.593880464835925936e+00,1.572569210351581148e+00
3.041067570571238221e+01,1.593811200658691307e+00,1.564543325604049295e+00
3.042178706379195674e+01,1.593741945725381415e+00,1.592577396976230908e+00
3.043289842187152772e+01,1.593672700042936263e+00,1.545562266700000631e+00
3.044400977995110225e+01,1.593603463618277871e+00,1.605628665197643024e+00
3.045512113803067678e+01,1.593534236458308273e+00,1.597133212205780195e+00
3.046623249611024775e+01,1.593465018569910185e+00,1.631103210391046332e+00
3.047734385418982228e+01,1.593395809959948561e+00,1.621887629379777929e+00
3.048845521226939681e+01,1.593326610635267926e+00,1.589816080698242429e+00
3.049956657034896779e+01,1.593257420602695262e+00,1.581121528825145894e+00
3.051067792842854232e+01,1.593188239869037348e+00,1.603620008417688148e+00
3.052178928650811329e+01,1.593119068441082753e+00,1.622617066550853471e+00
3.053290064458768782e+01,1.593049906325601617e+00,1.610600052719611153e+00
3.054401200266726235e+01,1.592980753529344540e+00,1.592053272170892209e+00
3.055512336074683333e+01,1.592911610059044136e+00,1.618182234294161415e+00
3.056623471882640786e+01,1.592842475921413037e+00,1.592183292050556753e+00
3.057734607690598239e+01,1.592773351123146996e+00,1.610882279787328786e+00
3.058845743498555336e+01,1.592704235670921564e+00,1.597245345313933473e+00
3.059956879306512789e+01,1.592635129571394970e+00,1.555272894474393652e+00
3.061068015114470242e+01,1.592566032831205902e+00,1.578721011495913373e+00
3.062179150922427340e+01,1.592496945456974622e+00,1.597344121562063846e+00
3.063290286730384793e+01,1.592427867455304291e+00,1.583938103064979508e+00
3.064401422538341890e+01,1.592358798832777644e+00,1.588824367202017696e+00
3.065512558346299343e+01,1.592289739595960540e+00,1.570408164631916126e+00
3.066623694154256796e+01,1.592220689751399521e+00,1.606993628882340985e+00
3.067734829962213894e+01,1.592151649305623362e+00,1.595969663988445530e+00
3.068845965770171347e+01,1.592082618265142857e+00,1.594698981979896235e+00
3.069957101578128800e+01,1.592013596636449702e+00,1.577639379016748222e+00
3.071068237386085897e+01,1.591944584426017606e+00,1.591731985410492545e+00
3.072179373194043350e+01,1.591875581640303405e+00,1.588325379681979399e+00
3.073290509002000803e+01,1.591806588285743507e+00,1.599049602171303430e+00
3.074401644809957901e+01,1.591737604368758330e+00,1.588311703049774204e+00
3.075512780617915354e+01,1.591668629895749199e+00,1.575891640600100452e+00
3.076623916425872451e+01,1.591599664873099451e+00,1.595889830993841629e+00
3.077735052233829904e+01,1.591530709307174885e+00,1.579715796053033916e+00
3.078846188041787357e+01,1.591461763204323088e+00,1.591241665811377493e+00
3.079957323849744455e+01,1.591392826570873886e+00,1.590913441954774799e+00
3.081068459657701908e+01,1.591323899413139120e+00,1.579220095216043562e+00
3.082179595465659361e+01,1.591254981737412644e+00,1.583041741890874654e+00
3.083290731273616458e+01,1.591186073549970992e+00,1.601289361851665705e+00
3.084401867081573911e+01,1.591117174857072936e+00,1.583752148338009924e+00
3.085513002889531364e+01,1.591048285664958595e+00,1.561225028864189790e+00
3.086624138697488462e+01,1.590979405979851879e+00,1.580810272572799047e+00
3.087735274505445915e+01,1.590910535807958048e+00,1.561268381680866790e+00
3.088846410313403013e+01,1.590841675155465040e+00,1.582439307970212594e+00
3.089957546121360465e+01,1.590772824028543031e+00,1.603482021401326119e+00
3.091068681929317918e+01,1.590703982433345098e+00,1.594226693171450604e+00
3.092179817737275016e+01,1.590635150376006557e+00,1.627458201913645430e+00
3.093290953545232469e+01,1.590566327862645624e+00,1.618264785514660353e+00
3.094402089353189922e+01,1.590497514899362308e+00,1.597915838998027471e+00
3.095513225161147020e+01,1.590428711492239966e+00,1.633648702706001155e+00
3.096624360969104472e+01,1.590359917647344634e+00,1.629364657395135474e+00
3.097735496777061925e+01,1.590291133370724364e+00,1.586317091802848411e+00
3.098846632585019023e+01,1.590222358668410330e+00,1.614033233133697287e+00
3.099957768392976476e+01,1.590153593546417277e+00,1.582375687034237366e+00
3.101068904200933574e+01,1.590084838010741297e+00,1.636268786807457687e+00
3.102180040008891027e+01,1.590016092067362052e+00,1.580859840754409884e+00
3.103291175816848479e+01,1.589947355722242328e+00,1.580537236643075660e+00
3.104402311624805577e+01,1.589878628981327813e+00,1.602541974888320064e+00
3.105513447432763030e+01,1.589809911850545987e+00,1.580540072559311282e+00
3.106624583240720483e+01,1.589741204335808789e+00,1.593737596694402736e+00
3.107735719048677581e+01,1.589672506443010613e+00,1.545047882919358573e+00
3.108846854856635034e+01,1.589603818178028538e+00,1.635313840138217456e+00
3.109957990664592486e+01,1.589535139546723208e+00,1.567788528309067564e+00
3.111069126472549584e+01,1.589466470554938615e+00,1.631270126030244016e+00
3.112180262280507037e+01,1.589397811208501210e+00,1.604068473736000700e+00
3.113291398088464135e+01,1.589329161513220789e+00,1.592454767968893847e+00
3.114402533896421588e+01,1.589260521474891164e+00,1.582820343452512768e+00
3.115513669704379041e+01,1.589191891099288156e+00,1.595721473467750728e+00
3.116624805512336138e+01,1.589123270392171605e+00,1.585898444581644195e+00
3.117735941320293591e+01,1.589054659359285360e+00,1.543667080156774896e+00
3.118847077128251044e+01,1.588986058006355062e+00,1.555845478586267427e+00
3.119958212936208142e+01,1.588917466339090812e+00,1.595230791447254326e+00
3.121069348744165595e+01,1.588848884363186054e+00,1.606307400397049889e+00
3.122180484552123048e+01,1.588780312084317803e+00,1.597338100612150313e+00
3.123291620360080145e+01,1.588711749508145754e+00,1.580287896002227965e+00
3.124402756168037598e+01,1.588643196640314059e+00,1.567008530283257262e+00
3.125513891975994696e+01,1.588574653486450217e+00,1.606898185858895545e+00
3.126625027783952149e+01,1.588506120052165294e+00,1.612233286440535318e+00
3.127736163591909602e+01,1.588437596343053482e+00,1.573838598996325278e+00
3.128847299399866699e+01,1.588369082364693652e+00,1.554573862194775780e+00
3.129958435207824152e+01,1.588300578122647577e+00,1.606465457147685516e+00
3.131069571015781605e+01,1.588232083622461266e+00,1.595516305156421621e+00
3.132180706823738703e+01,1.588163598869663851e+00,1.620166193772242691e+00
3.133291842631696156e+01,1.588095123869769143e+00,1.612062839908853018e+00
3.134402978439653609e+01,1.588026658628274523e+00,1.566064222154650798e+00
3.135514114247610706e+01,1.587958203150660719e+00,1.578232465698442555e+00
3.136625250055568159e+01,1.587889757442392691e+00,1.585647437428004736e+00
3.137736385863525257e+01,1.587821321508919414e+00,1.577184956288579354e+00
3.138847521671482710e+01,1.587752895355674543e+00,1.580012013929899206e+00
3.139958657479440163e+01,1.587684478988073966e+00,1.566355915367845020e+00
3.141069793287397260e+01,1.587616072411519585e+00,1.587670341947715169e+00
3.142180929095354713e+01,1.587547675631395983e+00,1.606152488716907634e+00
3.143292064903312166e+01,1.587479288653072418e+00,1.581869868123960909e+00
3.144403200711269264e+01,1.587410911481902387e+00,1.582746985116110672e+00
3.145514336519226717e+01,1.587342544123223398e+00,1.592185270129981456e+00
3.146625472327184170e+01,1.587274186582357194e+00,1.585120079581699315e+00
3.147736608135141267e+01,1.587205838864609531e+00,1.614982358523185280e+00
3.148847743943098720e+01,1.587137500975270843e+00,1.561708083925406054e+00
3.149958879751055818e+01,1.587069172919615800e+00,1.587108878527054401e+00
3.151070015559013271e+01,1.587000854702903307e+00,1.574252094784454048e+00
3.152181151366970724e+01,1.586932546330376503e+00,1.600859485465514931e+00
3.153292287174927822e+01,1.586864247807262984e+00,1.584499011795334367e+00
3.154403422982885274e+01,1.586795959138775025e+00,1.581402501490743795e+00
3.155514558790842727e+01,1.586727680330109358e+00,1.589561507881944058e+00
3.156625694598799825e+01,1.586659411386446727e+00,1.538182453433622143e+00
3.157736830406757278e+01,1.586591152312953001e+00,1.578563913836761090e+00
3.158847966214714731e+01,1.586522903114778726e+00,1.596785585330041002e+00
3.159959102022671829e+01,1.586454663797058018e+00,1.588437434271183779e+00
3.161070237830629281e+01,1.586386434364910780e+00,1.572050337620580773e+00
3.162181373638586379e+01,1.586318214823441153e+00,1.618215743103585957e+00
3.163292509446543832e+01,1.586250005177737510e+00,1.579224614609484822e+00
3.164403645254501285e+01,1.586181805432873793e+00,1.577669385147175918e+00
3.165514781062458383e+01,1.586113615593908399e+00,1.576788898202341915e+00
3.166625916870415836e+01,1.586045435665883740e+00,1.571591610936244887e+00
3.167737052678373288e+01,1.585977265653828239e+00,1.631566772028558265e+00
3.168848188486330386e+01,1.585909105562754551e+00,1.589070833875833477e+00
3.169959324294287839e+01,1.585840955397660235e+00,1.570943366377744121e+00
3.171070460102245292e+01,1.585772815163528193e+00,1.547836406055849379e+00
3.172181595910202390e+01,1.585704684865325564e+00,1.580273533255717400e+00
3.173292731718159843e+01,1.585636564508004387e+00,1.600024593646109272e+00
3.174403867526116940e+01,1.585568454096503155e+00,1.576225236361027626e+00
3.175515003334074393e+01,1.585500353635743709e+00,1.562761914627694537e+00
3.176626139142031846e+01,1.585432263130633679e+00,1.609535547897473107e+00
3.177737274949988944e+01,1.585364182586066262e+00,1.578020104375398747e+00
3.178848410757946397e+01,1.585296112006918667e+00,1.577527207437940504e+00
3.179959546565903850e+01,1.585228051398054339e+00,1.614156615082956270e+00
3.181070682373860947e+01,1.585160000764321175e+00,1.566834603339563703e+00
3.182181818181818400e+01,1.585091960110552645e+00,1.542580921791102178e+00
3.183292953989775853e+01,1.585023929441567558e+00,1.584045509020049147e+00
3.184404089797732951e+01,1.584955908762169852e+00,1.589719585848466954e+00
3.185515225605690404e+01,1.584887898077148805e+00,1.627714214301330564e+00
3.186626361413647501e+01,1.584819897391278820e+00,1.584742920658511744e+00
