t,a,c_productive,maturation_intermediate,c_cleaved_product,da_dt
2.070414082816563361e+00,7.503845487660613933e-02,5.669762941976900367e-02,6.035208211759864223e-03,8.401816485706727761e-03,6.861162146481175617e-02
2.071414282856571365e+00,7.510711191728462743e-02,5.674835747479656939e-02,6.040785080203252798e-03,8.409371221071056113e-03,6.867502003814719702e-02
2.072414482896579369e+00,7.517583240074700301e-02,5.679912995269539161e-02,6.046366662955134433e-03,8.416932547163497036e-03,6.873848323398273896e-02
2.073414682936587372e+00,7.524461639177916494e-02,5.684994689417461472e-02,6.051952964436563796e-03,8.424500469823213017e-03,6.880201112973328981e-02
2.074414882976595376e+00,7.531346395526168636e-02,5.690080834006207289e-02,6.057543989073078082e-03,8.432074994888131420e-03,6.886560380272045701e-02
2.075415083016603379e+00,7.538237515616974527e-02,5.695171433130423455e-02,6.063139741294696142e-03,8.439656128194944484e-03,6.892926133017236723e-02
2.076415283056611383e+00,7.545135005957319396e-02,5.700266490896627875e-02,6.068740225535915883e-03,8.447243875579111064e-03,6.899298378922366637e-02
2.077415483096619386e+00,7.552038873063654512e-02,5.705366011423201184e-02,6.074345446235718607e-03,8.454838242874853152e-03,6.905677125691571383e-02
2.078415683136627390e+00,7.558949123461894404e-02,5.710469998840392303e-02,6.079955407837567272e-03,8.462439235915155886e-03,6.912062381019612456e-02
2.079415883176635393e+00,7.565865763687418255e-02,5.715578457290318437e-02,6.085570114789405627e-03,8.470046860531772748e-03,6.918454152591890782e-02
2.080416083216643397e+00,7.572788800285072675e-02,5.720691390926960218e-02,6.091189571543658213e-03,8.477661122555216894e-03,6.924852448084464762e-02
2.081416283256651401e+00,7.579718239809167535e-02,5.725808803916168643e-02,6.096813782557232095e-03,8.485282027814771560e-03,6.931257275164008635e-02
2.082416483296659404e+00,7.586654088823477360e-02,5.730930700435658831e-02,6.102442752291515130e-03,8.492909582138481392e-03,6.937668641487829135e-02
2.083416683336667408e+00,7.593596353901244100e-02,5.736057084675013490e-02,6.108076485212376831e-03,8.500543791353157644e-03,6.944086554703858549e-02
2.084416883376675411e+00,7.600545041625170195e-02,5.741187960835682225e-02,6.113714985790167505e-03,8.508184661284372979e-03,6.950511022450640841e-02
2.085417083416683415e+00,7.607500158586862071e-02,5.746323333125921001e-02,6.119358258499133646e-03,8.515832197761159100e-03,6.956942052372086516e-02
2.086417283456691418e+00,7.614461711358851137e-02,5.751463205582953847e-02,6.125006307796395690e-03,8.523486406773472801e-03,6.963379652608923942e-02
2.087417483496699422e+00,7.621429706486965161e-02,5.756607582104744658e-02,6.130659138125115620e-03,8.531147294432434372e-03,6.969823831669075265e-02
2.088417683536707425e+00,7.628404150525340544e-02,5.761756466610713778e-02,6.136316753934081998e-03,8.538814866836835424e-03,6.976274598015726192e-02
2.089417883576715429e+00,7.635385050038170918e-02,5.766909863032716743e-02,6.141979159676815708e-03,8.546489130084003460e-03,6.982731960102718516e-02
2.090418083616723433e+00,7.642372411599701598e-02,5.772067775315045668e-02,6.147646359811574299e-03,8.554170090269793206e-03,6.989195926374563994e-02
2.091418283656731436e+00,7.649366241794230969e-02,5.777230207414428553e-02,6.153318358801346775e-03,8.561857753488593542e-03,6.995666505266405488e-02
2.092418483696739440e+00,7.656366547216110485e-02,5.782397163300029286e-02,6.158995161113857073e-03,8.569552125833329245e-03,7.002143705204041946e-02
2.093418683736747443e+00,7.663373334469747444e-02,5.787568646953448331e-02,6.164676771221562317e-03,8.577253213395452311e-03,7.008627534603899256e-02
2.094418883776755447e+00,7.670386610169600827e-02,5.792744662368722042e-02,6.170363193601652828e-03,8.584961022264952363e-03,7.015118001873049680e-02
2.095419083816763450e+00,7.677406380940182684e-02,5.797925213552321266e-02,6.176054432736054721e-03,8.592675558530347979e-03,7.021615115409186869e-02
2.096419283856771454e+00,7.684432653416060910e-02,5.803110304523155516e-02,6.181750493111424702e-03,8.600396828278691896e-03,7.028118883600639744e-02
2.097419483896779457e+00,7.691465434241853694e-02,5.808299939312568105e-02,6.187451379219156139e-03,8.608124837595569276e-03,7.034629314826336410e-02
2.098419683936787461e+00,7.698504730072235069e-02,5.813494121964339623e-02,6.193157095555374726e-03,8.615859592565097702e-03,7.041146417455833306e-02
2.099419883976795465e+00,7.705550547571932141e-02,5.818692856534686542e-02,6.198867646620939351e-03,8.623601099269927184e-03,7.047670199849286055e-02
2.100420084016803468e+00,7.712602893415723693e-02,5.823896147092261222e-02,6.204583036921442959e-03,8.631349363791241888e-03,7.054200670357463343e-02
2.101420284056811472e+00,7.719661774288445744e-02,5.829103997718151214e-02,6.210303270967214295e-03,8.639104392208758407e-03,7.060737837321733046e-02
2.102420484096819475e+00,7.726727196884983218e-02,5.834316412505882038e-02,6.216028353273311824e-03,8.646866190600722285e-03,7.067281709074037244e-02
2.103420684136827479e+00,7.733799167910278272e-02,5.839533395561413015e-02,6.221758288359531541e-03,8.654634765043914962e-03,7.073832293936926918e-02
2.104420884176835482e+00,7.740877694079324745e-02,5.844754951003140742e-02,6.227493080750400901e-03,8.662410121613650302e-03,7.080389600223527258e-02
2.105421084216843486e+00,7.747962782117169545e-02,5.849981082961898393e-02,6.233232734975181419e-03,8.670192266383774590e-03,7.086953636237536269e-02
2.106421284256851489e+00,7.755054438758914037e-02,5.855211795580954337e-02,6.238977255567869536e-03,8.677981205426664804e-03,7.093524410273228942e-02
2.107421484296859493e+00,7.762152670749714045e-02,5.860447093016012132e-02,6.244726647067193152e-03,8.685776944813235548e-03,7.100101930615460022e-02
2.108421684336867497e+00,7.769257484844777073e-02,5.865686979435213999e-02,6.250480914016616832e-03,8.693579490612926911e-03,7.106686205539619605e-02
2.109421884376875500e+00,7.776368887809363695e-02,5.870931459019134574e-02,6.256240060964335728e-03,8.701388848893716610e-03,7.113277243311677545e-02
2.110422084416883504e+00,7.783486886418790329e-02,5.876180535960788542e-02,6.262004092463281657e-03,8.709205025722114787e-03,7.119875052188143205e-02
2.111422284456891507e+00,7.790611487458423690e-02,5.881434214465623006e-02,6.267773013071117026e-03,8.717028027163160539e-03,7.126479640416066852e-02
2.112422484496899511e+00,7.797742697723689109e-02,5.886692498751523728e-02,6.273546827350241772e-03,8.724857859280432323e-03,7.133091016233064630e-02
2.113422684536907514e+00,7.804880524020059440e-02,5.891955393048810274e-02,6.279325539867785556e-03,8.732694528136032350e-03,7.139709187867254725e-02
2.114422884576915518e+00,7.812024973163063379e-02,5.897222901600240874e-02,6.285109155195614701e-03,8.740538039790602190e-03,7.146334163537300388e-02
2.115423084616923521e+00,7.819176051978285469e-02,5.902495028661007559e-02,6.290897677910327855e-03,8.748388400303314105e-03,7.152965951452402993e-02
2.116423284656931525e+00,7.826333767301361932e-02,5.907771778498738940e-02,6.296691112593257728e-03,8.756245615731871046e-03,7.159604559812270119e-02
2.117423484696939529e+00,7.833498125977979287e-02,5.913053155393500904e-02,6.302489463830471088e-03,8.764109692132511856e-03,7.166249996807103062e-02
2.118423684736947532e+00,7.840669134863882672e-02,5.918339163637793138e-02,6.308292736212767031e-03,8.771980635560006068e-03,7.172902270617653731e-02
2.119423884776955536e+00,7.847846800824867519e-02,5.923629807536553299e-02,6.314100934335680447e-03,8.779858452067655639e-03,7.179561389415144157e-02
2.120424084816963539e+00,7.855031130736785105e-02,5.928925091407154235e-02,6.319914062799477684e-03,8.787743147707296684e-03,7.186227361361317845e-02
2.121424284856971543e+00,7.862222131485538390e-02,5.934225019579405375e-02,6.325732126209161754e-03,8.795634728529296009e-03,7.192900194608385644e-02
2.122424484896979546e+00,7.869419809967083401e-02,5.939529596395551336e-02,6.331555129174466258e-03,8.803533200582552842e-03,7.199579897299059061e-02
2.123424684936987550e+00,7.876624173087430625e-02,5.944838826210273319e-02,6.337383076309860593e-03,8.811438569914502306e-03,7.206266477566537765e-02
2.124424884976995553e+00,7.883835227762645004e-02,5.950152713390687714e-02,6.343215972234546481e-03,8.819350842571108476e-03,7.212959943534481833e-02
2.125425085017003557e+00,7.891052980911653081e-02,5.955471262263021398e-02,6.349053821566082861e-03,8.827270024645367252e-03,7.219660303468214413e-02
2.126425285057011560e+00,7.898277439416591383e-02,5.960794476906856876e-02,6.354896628895371179e-03,8.835196122454260295e-03,7.226367566318529778e-02
2.127425485097019564e+00,7.905508610153413884e-02,5.966122361378251721e-02,6.360744398813469869e-03,8.843129142336177487e-03,7.233081741090907624e-02
2.128425685137027568e+00,7.912746500008885353e-02,5.971454919749460272e-02,6.366597135916794194e-03,8.851069090624646279e-03,7.239802836771437600e-02
2.129425885177035571e+00,7.919991115880457844e-02,5.976792156105761866e-02,6.372454844806751083e-03,8.859015973651469811e-03,7.246530862336804379e-02
2.130426085217043575e+00,7.927242464676265143e-02,5.982134074545458757e-02,6.378317530089739132e-03,8.866969797746728638e-03,7.253265826754271006e-02
2.131426285257051578e+00,7.934500553315126936e-02,5.987480679179880971e-02,6.384185196377148604e-03,8.874930569238775532e-03,7.260007738981667791e-02
2.132426485297059582e+00,7.941765388726544639e-02,5.992831974133380063e-02,6.390057848285359693e-03,8.882898294454245891e-03,7.266756607967389536e-02
2.133426685337067585e+00,7.949036977850706953e-02,5.998187963543333973e-02,6.395935490435742526e-03,8.890872979718043856e-03,7.273512442650420518e-02
2.134426885377075589e+00,7.956315327638482926e-02,6.003548651560144250e-02,6.401818127454661500e-03,8.898854631353357927e-03,7.280275251960274807e-02
2.135427085417083592e+00,7.963600445051428889e-02,6.008914042347238138e-02,6.407705763973468339e-03,8.906843255681643617e-03,7.287045044817030970e-02
2.136427285457091596e+00,7.970892337061782906e-02,6.014284140081065794e-02,6.413598404628509907e-03,8.914838859022640796e-03,7.293821830131305695e-02
2.137427485497099600e+00,7.978191010652468940e-02,6.019658948951103761e-02,6.419496054061120394e-03,8.922841447694359815e-03,7.300605616804263509e-02
2.138427685537107603e+00,7.985496472817092684e-02,6.025038473159852193e-02,6.425398716917627394e-03,8.930851028013091913e-03,7.307396413727587636e-02
2.139427885577115607e+00,7.992808730559947117e-02,6.030422716922835547e-02,6.431306397849348433e-03,8.938867606293402282e-03,7.314194229783513301e-02
2.140428085617123610e+00,8.000127790896004176e-02,6.035811684468603278e-02,6.437219101512592703e-03,8.946891188848128326e-03,7.320999073844769445e-02
2.141428285657131614e+00,8.007453660850927246e-02,6.041205380038729839e-02,6.443136832568660197e-03,8.954921781988391810e-03,7.327810954774623131e-02
2.142428485697139617e+00,8.014786347461055893e-02,6.046603807887812598e-02,6.449059595683841704e-03,8.962959392023584979e-03,7.334629881426833753e-02
2.143428685737147621e+00,8.022125857773419744e-02,6.052006972283476005e-02,6.454987395529419685e-03,8.971004025261375761e-03,7.341455862645675234e-02
2.144428885777155624e+00,8.029472198845728770e-02,6.057414877506367423e-02,6.460920236781667395e-03,8.979055688007712976e-03,7.348288907265913827e-02
2.145429085817163628e+00,8.036825377746378840e-02,6.062827527850159215e-02,6.466858124121848024e-03,8.987114386566815924e-03,7.355129024112798397e-02
2.146429285857171632e+00,8.044185401554450332e-02,6.068244927621547352e-02,6.472801062236218164e-03,8.995180127241184792e-03,7.361976222002086789e-02
2.147429485897179635e+00,8.051552277359703969e-02,6.073667081140254886e-02,6.478749055816024338e-03,9.003252916331593719e-03,7.368830509739977830e-02
2.148429685937187639e+00,8.058926012262590532e-02,6.079093992739026397e-02,6.484702109557503001e-03,9.011332760137094264e-03,7.375691896123194591e-02
2.149429885977195642e+00,8.066306613374239765e-02,6.084525666763632851e-02,6.490660228161883143e-03,9.019419664955011934e-03,7.382560389938877532e-02
2.150430086017203646e+00,8.073694087816465914e-02,6.089962107572869515e-02,6.496623416335383684e-03,9.027513637080949657e-03,7.389435999964646951e-02
2.151430286057211649e+00,8.081088442721771903e-02,6.095403319538556658e-02,6.502591678789216081e-03,9.035614682808786047e-03,7.396318734968580777e-02
2.152430486097219653e+00,8.088489685233339610e-02,6.100849307045537462e-02,6.508565020239581722e-03,9.043722808430678869e-03,7.403208603709211799e-02
2.153430686137227656e+00,8.095897822505035424e-02,6.106300074491682189e-02,6.514543445407673661e-03,9.051838020237059843e-03,7.410105614935483254e-02
2.154430886177235660e+00,8.103312861701413017e-02,6.111755626287883325e-02,6.520526959019675751e-03,9.059960324516632899e-03,7.417009777386808500e-02
2.155431086217243664e+00,8.110734809997707795e-02,6.117215966858059045e-02,6.526515565806761780e-03,9.068089727556386329e-03,7.423921099793007183e-02
2.156431286257251667e+00,8.118163674579839673e-02,6.122681100639151830e-02,6.532509270505098935e-03,9.076226235641577170e-03,7.430839590874342704e-02
2.157431486297259671e+00,8.125599462644411686e-02,6.128151032081129157e-02,6.538508077855842600e-03,9.084369855055743348e-03,7.437765259341473645e-02
2.158431686337267674e+00,8.133042181398712767e-02,6.133625765646983502e-02,6.544511992605143297e-03,9.092520592080698474e-03,7.444698113895473202e-02
2.159431886377275678e+00,8.140491838060714969e-02,6.139105305812729563e-02,6.550521019504138009e-03,9.100678452996528375e-03,7.451638163227833345e-02
2.160432086417283681e+00,8.147948439859073466e-02,6.144589657067409810e-02,6.556535163308957123e-03,9.108843444081599766e-03,7.458585416020424574e-02
2.161432286457291685e+00,8.155411994033127943e-02,6.150078823913088938e-02,6.562554428780723557e-03,9.117015571612551578e-03,7.465539880945512574e-02
2.162432486497299244e+00,8.162882507832899814e-02,6.155572810864854555e-02,6.568578820685544960e-03,9.125194841864300160e-03,7.472501566665754047e-02
2.163432686537307248e+00,8.170359988519104721e-02,6.161071622450826901e-02,6.574608343794531053e-03,9.133381261110046223e-03,7.479470481834189777e-02
2.164432886577315251e+00,8.177844443360555993e-02,6.166575263191025752e-02,6.580643002881199355e-03,9.141574835640745370e-03,7.486446635154915541e-02
2.165433086617323255e+00,8.185335879595678765e-02,6.172083737372480866e-02,6.586682802693860118e-03,9.149775571964023635e-03,7.493430035992887372e-02
2.166433286657331259e+00,8.192834304443775972e-02,6.177597049193375017e-02,6.592727747973137035e-03,9.157983476666032782e-03,7.500420693938678052e-02
2.167433486697339262e+00,8.200339725135105673e-02,6.183115202873198935e-02,6.598777843465814669e-03,9.166198556322779911e-03,7.507418618546923827e-02
2.168433686737347266e+00,8.207852148911289059e-02,6.188638202645074110e-02,6.604833093923930323e-03,9.174420817508270251e-03,7.514423819362844870e-02
2.169433886777355269e+00,8.215371583025304902e-02,6.194166052755754881e-02,6.610893504104775782e-03,9.182650266794500221e-03,7.521436305922221677e-02
2.170434086817363273e+00,8.222898034741492335e-02,6.199698757465627041e-02,6.616959078770894703e-03,9.190886910751455696e-03,7.528456087751392301e-02
2.171434286857371276e+00,8.230431511335550843e-02,6.205236321048707149e-02,6.623029822690087824e-03,9.199130755947118945e-03,7.535483174367245407e-02
2.172434486897379280e+00,8.237972020094543046e-02,6.210778747792644605e-02,6.629105740635407758e-03,9.207381808947463428e-03,7.542517575277229991e-02
2.173434686937387283e+00,8.245519568316884984e-02,6.216326041998719576e-02,6.635186837385161594e-03,9.215640076316457263e-03,7.549559299979299865e-02
2.174434886977395287e+00,8.253074163312359990e-02,6.221878207981845765e-02,6.641273117722910034e-03,9.223905564616058025e-03,7.556608357961969169e-02
2.175435087017403291e+00,8.260635812402107592e-02,6.227435250070565559e-02,6.647364586437466520e-03,9.232178280406219684e-03,7.563664758704261026e-02
2.176435287057411294e+00,8.268204522918626287e-02,6.232997172607056269e-02,6.653461248322901575e-03,9.240458230244887397e-03,7.570728511675711703e-02
2.177435487097419298e+00,8.275780302205779093e-02,6.238563979947123889e-02,6.659563108178536729e-03,9.248745420687997515e-03,7.577799626336385874e-02
2.178435687137427301e+00,8.283363157618785222e-02,6.244135676460208645e-02,6.665670170808947123e-03,9.257039858289482781e-03,7.584878112136830830e-02
2.179435887177435305e+00,8.290953096524224242e-02,6.249712266529380833e-02,6.671782441023964977e-03,9.265341549601265395e-03,7.591963978518093126e-02
2.180436087217443308e+00,8.298550126300040242e-02,6.255293754551344287e-02,6.677899923638673518e-03,9.273650501173262214e-03,7.599057234911718584e-02
2.181436287257451312e+00,8.306154254335530729e-02,6.260880144936431524e-02,6.684022623473410453e-03,9.281966719553381290e-03,7.606157890739721761e-02
2.182436487297459315e+00,8.313765488031359119e-02,6.266471442108609291e-02,6.690150545353767096e-03,9.290290211287525329e-03,7.613265955414601216e-02
2.183436687337467319e+00,8.321383834799543633e-02,6.272067650505475100e-02,6.696283694110590108e-03,9.298620982919588232e-03,7.620381438339308977e-02
2.184436887377475323e+00,8.329009302063469788e-02,6.277668774578258615e-02,6.702422074579978892e-03,9.306959040991460291e-03,7.627504348907276910e-02
2.185437087417483326e+00,8.336641897257875133e-02,6.283274818791820260e-02,6.708565691603287327e-03,9.315304392043019521e-03,7.634634696502373696e-02
2.186437287457491330e+00,8.344281627828861736e-02,6.288885787624654000e-02,6.714714550027121170e-03,9.323657042612138596e-03,7.641772490498911774e-02
2.187437487497499333e+00,8.351928501233893409e-02,6.294501685568883176e-02,6.720868654703343256e-03,9.332016999234683113e-03,7.648917740261659826e-02
2.188437687537507337e+00,8.359582524941788773e-02,6.300122517130264665e-02,6.727028010489068295e-03,9.340384268444515067e-03,7.656070455145794207e-02
2.189437887577515340e+00,8.367243706432732353e-02,6.305748286828187499e-02,6.733192622246664608e-03,9.348758856773482437e-03,7.663230644496929478e-02
2.190438087617523344e+00,8.374912053198264872e-02,6.311378999195668693e-02,6.739362494843755859e-03,9.357140770751431330e-03,7.670398317651101749e-02
2.191438287657531347e+00,8.382587572741287407e-02,6.317014658779360192e-02,6.745537633153218457e-03,9.365530016906197311e-03,7.677573483934745091e-02
2.192438487697539351e+00,8.390270272576062782e-02,6.322655270139547479e-02,6.751718042053182420e-03,9.373926601763612337e-03,7.684756152664688755e-02
2.193438687737547355e+00,8.397960160228212789e-02,6.328300837850142635e-02,6.757903726427033110e-03,9.382330531847497823e-03,7.691946333148176607e-02
2.194438887777555358e+00,8.405657243234720966e-02,6.333951366498692670e-02,6.764094691163408633e-03,9.390741813679669842e-03,7.699144034682832427e-02
2.195439087817563362e+00,8.413361529143929818e-02,6.339606860686375356e-02,6.770290941156201572e-03,9.399160453779933921e-03,7.706349266556661304e-02
2.196439287857571365e+00,8.421073025515539434e-02,6.345267325028002003e-02,6.776492481304558120e-03,9.407586458666095455e-03,7.713562038048014935e-02
2.197439487897579369e+00,8.428791739920614423e-02,6.350932764152013299e-02,6.782699316512877212e-03,9.416019834853945822e-03,7.720782358425649916e-02
2.198439687937587372e+00,8.436517679941578363e-02,6.356603182700482080e-02,6.788911451690813996e-03,9.424460588857272794e-03,7.728010236948661127e-02
2.199439887977595376e+00,8.444250853172211024e-02,6.362278585329113334e-02,6.795128891753275495e-03,9.432908727187853601e-03,7.735245682866488670e-02
2.200440088017603379e+00,8.451991267217658088e-02,6.367958976707242813e-02,6.801351641620423209e-03,9.441364256355463599e-03,7.742488705418930361e-02
2.201440288057611383e+00,8.459738929694421428e-02,6.373644361517841195e-02,6.807579706217673984e-03,9.449827182867865868e-03,7.749739313836094545e-02
2.202440488097619387e+00,8.467493848230364661e-02,6.379334744457507145e-02,6.813813090475695673e-03,9.458297513230818146e-03,7.756997517338441728e-02
2.203440688137627390e+00,8.475256030461360279e-02,6.385030130209211341e-02,6.820051799327016620e-03,9.466775253973293974e-03,7.764263325214933176e-02
2.204440888177635394e+00,8.483025483989856119e-02,6.390730523205626068e-02,6.826295837676457298e-03,9.475260411857552509e-03,7.771536747460915107e-02
2.205441088217643397e+00,8.490802216400526736e-02,6.396435927799382082e-02,6.832545210422391949e-03,9.483752993717701682e-03,7.778817794272331609e-02
2.206441288257651401e+00,8.498586235289844193e-02,6.402146348364329276e-02,6.838799922469575125e-03,9.492253006378263344e-03,7.786106475812000494e-02
2.207441488297659404e+00,8.506377548266368105e-02,6.407861789288575582e-02,6.845059978728283874e-03,9.500760456661441755e-03,7.793402802233356796e-02
2.208441688337667408e+00,8.514176162950741478e-02,6.413582254974484198e-02,6.851325384114315131e-03,9.509275351387116645e-03,7.800706783680447232e-02
2.209441888377675411e+00,8.521982086975692094e-02,6.419307749838674970e-02,6.857596143548992662e-03,9.517797697372848420e-03,7.808018430287909373e-02
2.210442088417683415e+00,8.529795327986035292e-02,6.425038278312024398e-02,6.863872261959158387e-03,9.526327501433878159e-03,7.815337752180991082e-02
2.211442288457691419e+00,8.537615893638669795e-02,6.430773844839665632e-02,6.870153744277179321e-03,9.534864770383125882e-03,7.822664759475518592e-02
2.212442488497699422e+00,8.545443791602580497e-02,6.436514453880988473e-02,6.876440595440944104e-03,9.543409511031192283e-03,7.829999462277886790e-02
2.213442688537707426e+00,8.553279029558837065e-02,6.442260109909639376e-02,6.882732820393865601e-03,9.551961730186351793e-03,7.837341870685075873e-02
2.214442888577715429e+00,8.561121615200596724e-02,6.448010817413518669e-02,6.889030424084876571e-03,9.560521434654566456e-03,7.844691994784631917e-02
2.215443088617723433e+00,8.568971556233101472e-02,6.453766580894787497e-02,6.895333411468433996e-03,9.569088631239472051e-03,7.852049844654634958e-02
2.216443288657731436e+00,8.576828860373675312e-02,6.459527404869860878e-02,6.901641787504516484e-03,9.577663326742385033e-03,7.859415430363718424e-02
2.217443488697739440e+00,8.584693535351731186e-02,6.465293293869409097e-02,6.907955557158626872e-03,9.586245527962302532e-03,7.866788761971060806e-02
2.218443688737747443e+00,8.592565588908768204e-02,6.471064252438361863e-02,6.914274725401787884e-03,9.594835241695900616e-03,7.874169849526369003e-02
2.219443888777755447e+00,8.600445028798367475e-02,6.476840285135904152e-02,6.920599297210546473e-03,9.603432474737532559e-03,7.881558703069853344e-02
2.220444088817763451e+00,8.608331862786197664e-02,6.482621396535476199e-02,6.926929277566972083e-03,9.612037233879234047e-03,7.888955332632256734e-02
2.221444288857771454e+00,8.616226098650012211e-02,6.488407591224776283e-02,6.933264671458656651e-03,9.620649525910717967e-03,7.896359748234819953e-02
2.222444488897779458e+00,8.624127744179652111e-02,6.494198873805759331e-02,6.939605483878714606e-03,9.629269357619379618e-03,7.903771959889274723e-02
2.223444688937787461e+00,8.632036807177040361e-02,6.499995248894635536e-02,6.945951719825782002e-03,9.637896735790291505e-03,7.911191977597838154e-02
2.224444888977795465e+00,8.639953295456186122e-02,6.505796721121873127e-02,6.952303384304018251e-03,9.646531667206203337e-03,7.918619811353211357e-02
2.225445089017803468e+00,8.647877216843186110e-02,6.511603295132194213e-02,6.958660482323105259e-03,9.655174158647550700e-03,7.926055471138572506e-02
2.226445289057811472e+00,8.655808579176221818e-02,6.517414975584578940e-02,6.965023018898248292e-03,9.663824216892441185e-03,7.933498966927557405e-02
2.227445489097819475e+00,8.663747390305558127e-02,6.523231767152264104e-02,6.971390999050172503e-03,9.672481848716664790e-03,7.940950308684242842e-02
2.228445689137827479e+00,8.671693658093548862e-02,6.529053674522744544e-02,6.977764427805129011e-03,9.681147060893695658e-03,7.948409506363166011e-02
2.229445889177835483e+00,8.679647390414627073e-02,6.534880702397768970e-02,6.984143310194888821e-03,9.689819860194678197e-03,7.955876569909280105e-02
2.230446089217843486e+00,8.687608595155318914e-02,6.540712855493341360e-02,6.990527651256746300e-03,9.698500253388444431e-03,7.963351509258005667e-02
2.231446289257851490e+00,8.695577280214231153e-02,6.546550138539727892e-02,6.996917456033519174e-03,9.707188247241501852e-03,7.970834334335138993e-02
2.232446489297859493e+00,8.703553453502056725e-02,6.552392556281445846e-02,7.003312729573546794e-03,9.715883848518035160e-03,7.978325055056904869e-02
2.233446689337867497e+00,8.711537122941576117e-02,6.558240113477269151e-02,7.009713476930690135e-03,9.724587063979914930e-03,7.985823681329942691e-02
2.234446889377875500e+00,8.719528296467650430e-02,6.564092814900232553e-02,7.016119703164335267e-03,9.733297900386687213e-03,7.993330223051257899e-02
2.235447089417883504e+00,8.727526982027232483e-02,6.569950665337623286e-02,7.022531413339389017e-03,9.742016364495575259e-03,8.000844690108264989e-02
2.236447289457891507e+00,8.735533187579355707e-02,6.575813669590986621e-02,7.028948612526280705e-03,9.750742463061486467e-03,8.008367092378743113e-02
2.237447489497899511e+00,8.743546921095139701e-02,6.581681832476123095e-02,7.035371305800962143e-03,9.759476202837003705e-03,8.015897439730834684e-02
2.238447689537907515e+00,8.751568190557793003e-02,6.587555158823091284e-02,7.041799498244907633e-03,9.768217590572392250e-03,8.023435742023055095e-02
2.239447889577915518e+00,8.759597003962604767e-02,6.593433653476206413e-02,7.048233194945116575e-03,9.776966633015596320e-03,8.030982009104251085e-02
2.240448089617923522e+00,8.767633369316951697e-02,6.599317321294038974e-02,7.054672400994106522e-03,9.785723336912237336e-03,8.038536250813611839e-02
2.241448289657931525e+00,8.775677294640296666e-02,6.605206167149414720e-02,7.061117121489920989e-03,9.794487709005617396e-03,8.046098476980684255e-02
2.242448489697939529e+00,8.783728787951691763e-02,6.611100195838146010e-02,7.067567361524518081e-03,9.803259756120605295e-03,8.053668697682556110e-02
2.243448689737947532e+00,8.791787857226904257e-02,6.616999411883439652e-02,7.074023126158984764e-03,9.812039485332853597e-03,8.061246923741793857e-02
2.244448889777955536e+00,8.799854510440410782e-02,6.622903819805066317e-02,7.080484420457871381e-03,9.820826903724639775e-03,8.068833165984830302e-02
2.245449089817963539e+00,8.807928755579601254e-02,6.628813424138610411e-02,7.086951249491639342e-03,9.829622018374685119e-03,8.076427435226007923e-02
2.246449289857971543e+00,8.816010600644724748e-02,6.634728229434549984e-02,7.093423618336549240e-03,9.838424836359042913e-03,8.084029742270397445e-02
2.247449489897979547e+00,8.824100053648899211e-02,6.640648240258260893e-02,7.099901532074659113e-03,9.847235364751098438e-03,8.091640097913825602e-02
2.248449689937987550e+00,8.832197122618103136e-02,6.646573461190019572e-02,7.106384995793821845e-03,9.856053610621570704e-03,8.099258512942797417e-02
2.249449889977995554e+00,8.840301815591183887e-02,6.652503896824997487e-02,7.112874014587690363e-03,9.864879581038510717e-03,8.106884998134561426e-02
2.250450090018003557e+00,8.848414140619846602e-02,6.658439551773263909e-02,7.119368593555713311e-03,9.873713283067301477e-03,8.114519564257048623e-02
2.251450290058011561e+00,8.856534105768665288e-02,6.664380430659788690e-02,7.125868737803137641e-03,9.882554723770661451e-03,8.122162222068869675e-02
2.252450490098019564e+00,8.864661719115075889e-02,6.670326538124436710e-02,7.132374452441006887e-03,9.891403910208635894e-03,8.129812982319326031e-02
2.253450690138027568e+00,8.872796988749380442e-02,6.676277878821969269e-02,7.138885742586162028e-03,9.900260849438608998e-03,8.137471855748402982e-02
2.254450890178035571e+00,8.880939922774741535e-02,6.682234457422046858e-02,7.145402613361241488e-03,9.909125548515293480e-03,8.145138853086728026e-02
2.255451090218043575e+00,8.889090529307187849e-02,6.688196278609229162e-02,7.151925069894680270e-03,9.917998014490735786e-03,8.152813985055573642e-02
2.256451290258051579e+00,8.897248816475614164e-02,6.694163347082972282e-02,7.158453117320712558e-03,9.926878254414316094e-03,8.160497262366867011e-02
2.257451490298059582e+00,8.905414792421774417e-02,6.700135667557627350e-02,7.164986760779366512e-03,9.935766275332746575e-03,8.168188695723173354e-02
2.258451690338067586e+00,8.913588465300291419e-02,6.706113244762447467e-02,7.171526005416471207e-03,9.944662084290069662e-03,8.175888295817652918e-02
2.259451890378075589e+00,8.921769843278651302e-02,6.712096083441582151e-02,7.178070856383650562e-03,9.953565688327664987e-03,8.183596073334099830e-02
2.260452090418083593e+00,8.929958934537200743e-02,6.718084188354074560e-02,7.184621318838327678e-03,9.962477094484238974e-03,8.191312038946917118e-02
2.261452290458091596e+00,8.938155747269152518e-02,6.724077564273871210e-02,7.191177397943720496e-03,9.971396309795835244e-03,8.199036203321063976e-02
2.262452490498099600e+00,8.946360289680586886e-02,6.730076215989813648e-02,7.197739098868845276e-03,9.980323341295829417e-03,8.206768577112126539e-02
2.263452690538107603e+00,8.954572569990441877e-02,6.736080148305639836e-02,7.204306426788517452e-03,9.989258196014927371e-03,8.214509170966226292e-02
