t,N,P_agg,dN_dt,dN_dt_noisy
9.129825965193038684e+00,1.404081156509989796e+02,1.374339034020895189e+00,-3.663187119556744875e+01,-2.910275920550889239e+01
9.133826765353070698e+00,1.402616206565068353e+02,1.374449932399331997e+00,-3.660098565200308940e+01,-3.410810036415772117e+01
9.137827565513102712e+00,1.401152491939344031e+02,1.374560755475488616e+00,-3.657011769394851797e+01,-3.029377622681710491e+01
9.141828365673134726e+00,1.399690011929063758e+02,1.374671503276366558e+00,-3.653926731561660546e+01,-4.055171621674951865e+01
9.145829165833166741e+00,1.398228765830701548e+02,1.374782175828980657e+00,-3.650843451123101602e+01,-3.064535955225201036e+01
9.149829965993198755e+00,1.396768752940958507e+02,1.374892773160358850e+00,-3.647761927502612878e+01,-2.797449827609763773e+01
9.153830766153230769e+00,1.395309972556762546e+02,1.375003295297542838e+00,-3.644682160124712311e+01,-3.324592694695816419e+01
9.157831566313262783e+00,1.393852423975268380e+02,1.375113742267587202e+00,-3.641604148414987208e+01,-3.501072055941257588e+01
9.161832366473294798e+00,1.392396106493857815e+02,1.375224114097560513e+00,-3.638527891800101344e+01,-2.996883722374219161e+01
9.165833166633326812e+00,1.390941019410139745e+02,1.375334410814544217e+00,-3.635453389707789285e+01,-3.069479615827578201e+01
9.169833966793358826e+00,1.389487162021949871e+02,1.375444632445633086e+00,-3.632380641566854962e+01,-4.006794336023509118e+01
9.173834766953390840e+00,1.388034533627350982e+02,1.375554779017935658e+00,-3.629309646807175227e+01,-2.949296322488046229e+01
9.177835567113422854e+00,1.386583133524632387e+02,1.375664850558573127e+00,-3.626240404859691324e+01,-3.253930563252064445e+01
9.181836367273454869e+00,1.385132961012311057e+02,1.375774847094681119e+00,-3.623172915156415996e+01,-3.543825519375166522e+01
9.185837167433486883e+00,1.383684015389130195e+02,1.375884768653407475e+00,-3.620107177130424958e+01,-2.968247730870752221e+01
9.189837967593518897e+00,1.382236295954060381e+02,1.375994615261914245e+00,-3.617043190215864001e+01,-3.154316942103197619e+01
9.193838767753550911e+00,1.380789802006298999e+02,1.376104386947376357e+00,-3.613980953847936917e+01,-3.241013696254341170e+01
9.197839567913582925e+00,1.379344532845270237e+02,1.376214083736982507e+00,-3.610920467462915440e+01,-3.864844566338366860e+01
9.201840368073614940e+00,1.377900487770625659e+02,1.376323705657934049e+00,-3.607861730498131436e+01,-3.191124420514673687e+01
9.205841168233646954e+00,1.376457666082243350e+02,1.376433252737446322e+00,-3.604804742391979744e+01,-4.159061948542979081e+01
9.209841968393678968e+00,1.375016067080228481e+02,1.376542725002747991e+00,-3.601749502583911777e+01,-3.664974063969656015e+01
9.213842768553710982e+00,1.373575690064913317e+02,1.376652122481081042e+00,-3.598696010514441213e+01,-4.445326649007265019e+01
9.217843568713742997e+00,1.372136534336856926e+02,1.376761445199700340e+00,-3.595644265625136171e+01,-4.447840215427913790e+01
9.221844368873775011e+00,1.370698599196845464e+02,1.376870693185874517e+00,-3.592594267358623483e+01,-3.371066215696672685e+01
9.225845169033807025e+00,1.369261883945891611e+02,1.376979866466885749e+00,-3.589546015158583714e+01,-3.630549364938109136e+01
9.229845969193839039e+00,1.367826387885235420e+02,1.377088965070029314e+00,-3.586499508469754005e+01,-3.544122307846973996e+01
9.233846769353871053e+00,1.366392110316343746e+02,1.377197989022613811e+00,-3.583454746737922392e+01,-3.287479758363531346e+01
9.237847569513903068e+00,1.364959050540910539e+02,1.377306938351961163e+00,-3.580411729409930643e+01,-3.405419885511200562e+01
9.241848369673935082e+00,1.363527207860856549e+02,1.377415813085407059e+00,-3.577370455933670002e+01,-4.020562631684739330e+01
9.245849169833967096e+00,1.362096581578329335e+02,1.377524613250300067e+00,-3.574330925758082600e+01,-3.537615034377759571e+01
9.249849969993999110e+00,1.360667170995703827e+02,1.377633338874002078e+00,-3.571293138333157913e+01,-3.604828242296032670e+01
9.253850770154031125e+00,1.359238975415581479e+02,1.377741989983888971e+00,-3.568257093109933464e+01,-3.828242297510399794e+01
9.257851570314063139e+00,1.357811994140790830e+02,1.377850566607349281e+00,-3.565222789540494830e+01,-3.627497009420781637e+01
9.261852370474095153e+00,1.356386226474387513e+02,1.377959068771785534e+00,-3.562190227077969240e+01,-3.744898239126112571e+01
9.265853170634127167e+00,1.354961671719653964e+02,1.378067496504612688e+00,-3.559159405176531266e+01,-3.883713823997635473e+01
9.269853970794159181e+00,1.353538329180099709e+02,1.378175849833260136e+00,-3.556130323291396422e+01,-3.723260607539905465e+01
9.273854770954191196e+00,1.352116198159460509e+02,1.378284128785169926e+00,-3.553102980878821171e+01,-3.435611844580701302e+01
9.277855571114223210e+00,1.350695277960808767e+02,1.378392333387772783e+00,-3.550077377394055844e+01,-2.518464709466348950e+01
9.281856371274255224e+00,1.349275567883499889e+02,1.378500463668535625e+00,-3.547053512284542620e+01,-3.955544736283849261e+01
9.285857171434287238e+00,1.347857067232280883e+02,1.378608519655288855e+00,-3.544031385010950430e+01,-3.283072705296522287e+01
9.289857971594319253e+00,1.346439775313018004e+02,1.378716501375911729e+00,-3.541010995037054698e+01,-4.271675371874823668e+01
9.293858771754351267e+00,1.345023691431760540e+02,1.378824408858292383e+00,-3.537992341827560239e+01,-2.742979930576453995e+01
9.297859571914383281e+00,1.343608814894741101e+02,1.378932242130326502e+00,-3.534975424848101255e+01,-3.701663089016487618e+01
9.301860372074415295e+00,1.342195145008375334e+02,1.379040001219918432e+00,-3.531960243565239210e+01,-3.462522414330850751e+01
9.305861172234447309e+00,1.340782681079261920e+02,1.379147686154980734e+00,-3.528946797446461403e+01,-2.890237206219934762e+01
9.309861972394479324e+00,1.339371422414183428e+02,1.379255296963434185e+00,-3.525935085960180970e+01,-3.032096514490108774e+01
9.313862772554511338e+00,1.337961368320104611e+02,1.379362833673207778e+00,-3.522925108575731912e+01,-4.268854798870516731e+01
9.317863572714543352e+00,1.336552518104174396e+02,1.379470296312238720e+00,-3.519916864763374775e+01,-3.242320429824926009e+01
9.321864372874575366e+00,1.335144871073724175e+02,1.379577684908472435e+00,-3.516910353994287419e+01,-3.630606492531891405e+01
9.325865173034607380e+00,1.333738426536268946e+02,1.379684999489862784e+00,-3.513905575740569986e+01,-3.204343801467899056e+01
9.329865973194639395e+00,1.332333183799506457e+02,1.379792240084371846e+00,-3.510902529475238509e+01,-3.434710335624325950e+01
9.333866773354671409e+00,1.330929142171318347e+02,1.379899406719969468e+00,-3.507901214672227752e+01,-3.139881578029040554e+01
9.337867573514703423e+00,1.329526300959768719e+02,1.380006499424634603e+00,-3.504901630806389790e+01,-3.358923811551139949e+01
9.341868373674735437e+00,1.328124659473105567e+02,1.380113518226353531e+00,-3.501903777353488323e+01,-3.571830943166348504e+01
9.345869173834767452e+00,1.326724217019759067e+02,1.380220463153121413e+00,-3.498907653790200101e+01,-2.910418159352329326e+01
9.349869973994799466e+00,1.325324972908343852e+02,1.380327334232941405e+00,-3.495913259594117051e+01,-4.267936549518437772e+01
9.353870774154831480e+00,1.323926926447657024e+02,1.380434131493825101e+00,-3.492920594243740595e+01,-3.709450633448636836e+01
9.357871574314863494e+00,1.322530076946678719e+02,1.380540854963791864e+00,-3.489929657218478098e+01,-3.967729162897133222e+01
9.361872374474895508e+00,1.321134423714572677e+02,1.380647504670870163e+00,-3.486940447998647841e+01,-3.558876219242223016e+01
9.365873174634927523e+00,1.319739966060685674e+02,1.380754080643095572e+00,-3.483952966065474754e+01,-3.698924331263457788e+01
9.369873974794959537e+00,1.318346703294547524e+02,1.380860582908512990e+00,-3.480967210901089004e+01,-3.554991208577946793e+01
9.373874774954991551e+00,1.316954634725871358e+02,1.380967011495175090e+00,-3.477983181988521721e+01,-3.723202281164911653e+01
9.377875575115023565e+00,1.315563759664553913e+02,1.381073366431142313e+00,-3.475000878811711402e+01,-3.709799882413085470e+01
9.381876375275055580e+00,1.314174077420674394e+02,1.381179647744484429e+00,-3.472020300855493247e+01,-4.294046105822646808e+01
9.385877175435087594e+00,1.312785587304495607e+02,1.381285855463278311e+00,-3.469041447605604844e+01,-3.487876197339305406e+01
9.389877975595119608e+00,1.311398288626463682e+02,1.381391989615609939e+00,-3.466064318548682621e+01,-3.311911863786861687e+01
9.393878775755151622e+00,1.310012180697207498e+02,1.381498050229573282e+00,-3.463088913172258287e+01,-3.761265323034965746e+01
9.397879575915183636e+00,1.308627262827539255e+02,1.381604037333270085e+00,-3.460115230964760258e+01,-3.788584011810279151e+01
9.401880376075215651e+00,1.307243534328454757e+02,1.381709950954811195e+00,-3.457143271415512231e+01,-3.779431506037079913e+01
9.405881176235247665e+00,1.305860994511132560e+02,1.381815791122315007e+00,-3.454173034014729637e+01,-2.614652582257104640e+01
9.409881976395279679e+00,1.304479642686934255e+02,1.381921557863908578e+00,-3.451204518253519637e+01,-3.357195616978015806e+01
9.413882776555311693e+00,1.303099478167405607e+02,1.382027251207726737e+00,-3.448237723623882545e+01,-3.254367903600092404e+01
9.417883576715343708e+00,1.301720500264274278e+02,1.382132871181913192e+00,-3.445272649618703298e+01,-3.595475508904642936e+01
9.421884376875375722e+00,1.300342708289452105e+02,1.382238417814619202e+00,-3.442309295731756436e+01,-3.692281834111953032e+01
9.425885177035407736e+00,1.298966101555033390e+02,1.382343891134004910e+00,-3.439347661457702543e+01,-3.878637431350829701e+01
9.429885977195439750e+00,1.297590679373296325e+02,1.382449291168238448e+00,-3.436387746292088963e+01,-2.665323850973834396e+01
9.433886777355471764e+00,1.296216441056701569e+02,1.382554617945495945e+00,-3.433429549731341979e+01,-4.283644661027185663e+01
9.437887577515503779e+00,1.294843385917893670e+02,1.382659871493962189e+00,-3.430473071272773922e+01,-3.280487930723592882e+01
9.441888377675535793e+00,1.293471513269700210e+02,1.382765051841829740e+00,-3.427518310414577485e+01,-3.439539094728661439e+01
9.445889177835567807e+00,1.292100822425131241e+02,1.382870159017300260e+00,-3.424565266655820039e+01,-3.552376414651013192e+01
9.449889977995599821e+00,1.290731312697380986e+02,1.382975193048582296e+00,-3.421613939496452872e+01,-4.204817703553857200e+01
9.453890778155631835e+00,1.289362983399826419e+02,1.383080153963894166e+00,-3.418664328437300526e+01,-4.036177043800108066e+01
9.457891578315663850e+00,1.287995833846027551e+02,1.383185041791461289e+00,-3.415716432980062223e+01,-2.924884071716300582e+01
9.461892378475695864e+00,1.286629863349727714e+02,1.383289856559517750e+00,-3.412770252627311152e+01,-3.759636745481671483e+01
9.465893178635727878e+00,1.285265071224853841e+02,1.383394598296306066e+00,-3.409825786882493048e+01,-2.970276872097903720e+01
9.469893978795759892e+00,1.283901456785515336e+02,1.383499267030076529e+00,-3.406883035249924774e+01,-3.072018687527008396e+01
9.473894778955791907e+00,1.282539019346005205e+02,1.383603862789088090e+00,-3.403941997234790051e+01,-3.114250154178943575e+01
9.477895579115823921e+00,1.281177758220800058e+02,1.383708385601607915e+00,-3.401002672343145150e+01,-3.020256928019135501e+01
9.481896379275855935e+00,1.279817672724558548e+02,1.383812835495910942e+00,-3.398065060081908939e+01,-4.003198351281312029e+01
9.485897179435887949e+00,1.278458762172123642e+02,1.383917212500281213e+00,-3.395129159958865017e+01,-3.632159017372836729e+01
9.489897979595919963e+00,1.277101025878520915e+02,1.384021516643010097e+00,-3.392194971482663135e+01,-3.052894576567812379e+01
9.493898779755951978e+00,1.275744463158959405e+02,1.384125747952397623e+00,-3.389262494162812089e+01,-4.020443634479816808e+01
9.497899579915983992e+00,1.274389073328831046e+02,1.384229906456752479e+00,-3.386331727509686118e+01,-2.554031589010466163e+01
9.501900380076016006e+00,1.273034855703711372e+02,1.384333992184390683e+00,-3.383402671034512110e+01,-3.663221881421815596e+01
9.505901180236048020e+00,1.271681809599358530e+02,1.384438005163637353e+00,-3.380475324249380975e+01,-3.412630993033926075e+01
9.509901980396080035e+00,1.270329934331714554e+02,1.384541945422825382e+00,-3.377549686667235562e+01,-3.890112665606595499e+01
9.513902780556112049e+00,1.268979229216904230e+02,1.384645812990295877e+00,-3.374625757801874926e+01,-3.191721361930678924e+01
9.517903580716144063e+00,1.267629693571235521e+02,1.384749607894398604e+00,-3.371703537167952902e+01,-3.738607036174206399e+01
9.521904380876176077e+00,1.266281326711199711e+02,1.384853330163491103e+00,-3.368783024280973848e+01,-3.490034195449337773e+01
9.525905181036208091e+00,1.264934127953471261e+02,1.384956979825939571e+00,-3.365864218657291929e+01,-3.935225861725445640e+01
9.529905981196240106e+00,1.263588096614907954e+02,1.385060556910117979e+00,-3.362947119814111829e+01,-2.767068756837306154e+01
9.533906781356272120e+00,1.262243232012550465e+02,1.385164061444409178e+00,-3.360031727269485202e+01,-4.176345122369289697e+01
9.537907581516304134e+00,1.260899533463622930e+02,1.385267493457203569e+00,-3.357118040542308535e+01,-3.131558455340667990e+01
9.541908381676336148e+00,1.259557000285532382e+02,1.385370852976899991e+00,-3.354206059152323860e+01,-3.235670981443996652e+01
9.545909181836368163e+00,1.258215631795869456e+02,1.385474140031906165e+00,-3.351295782620117336e+01,-3.132396212556140114e+01
9.549909981996400177e+00,1.256875427312407680e+02,1.385577354650637139e+00,-3.348387210467113562e+01,-3.858713370963184275e+01
9.553910782156432191e+00,1.255536386153103905e+02,1.385680496861516842e+00,-3.345480342215582681e+01,-2.828609952375254721e+01
9.557911582316464205e+00,1.254198507636098014e+02,1.385783566692976976e+00,-3.342575177388626173e+01,-2.860381608562249056e+01
9.561912382476494443e+00,1.252861791079713782e+02,1.385886564173458124e+00,-3.339671715510188221e+01,-3.259880990130130130e+01
9.565913182636526457e+00,1.251526235802456455e+02,1.385989489331408420e+00,-3.336769956105045765e+01,-3.180439082005728224e+01
9.569913982796558471e+00,1.250191841123016161e+02,1.386092342195284433e+00,-3.333869898698809209e+01,-3.412549519129560593e+01
9.573914782956590486e+00,1.248858606360265782e+02,1.386195122793551615e+00,-3.330971542817925979e+01,-3.009446313924688354e+01
9.577915583116622500e+00,1.247526530833261091e+02,1.386297831154682747e+00,-3.328074887989669151e+01,-3.738674461283692807e+01
9.581916383276654514e+00,1.246195613861241327e+02,1.386400467307159268e+00,-3.325179933742143135e+01,-3.047751798173795734e+01
9.585917183436686528e+00,1.244865854763628761e+02,1.386503031279470832e+00,-3.322286679604281545e+01,-3.119123455983106652e+01
9.589917983596718543e+00,1.243537252860028985e+02,1.386605523100115533e+00,-3.319395125105843647e+01,-4.024409340556636749e+01
9.593918783756750557e+00,1.242209807470230629e+02,1.386707942797599458e+00,-3.316505269777412934e+01,-4.628530509403017135e+01
9.597919583916782571e+00,1.240883517914205640e+02,1.386810290400436907e+00,-3.313617113150398552e+01,-3.372232078381642850e+01
9.601920384076814585e+00,1.239558383512109287e+02,1.386912565937150621e+00,-3.310730654757027480e+01,-3.391510680032556024e+01
9.605921184236846599e+00,1.238234403584279590e+02,1.387014769436271555e+00,-3.307845894130350928e+01,-2.698820449205721417e+01
9.609921984396878614e+00,1.236911577451238173e+02,1.387116900926338658e+00,-3.304962830804236518e+01,-3.276164427650684985e+01
9.613922784556910628e+00,1.235589904433689696e+02,1.387218960435899540e+00,-3.302081464313370418e+01,-3.550980272004693461e+01
9.617923584716942642e+00,1.234269383852522139e+02,1.387320947993509579e+00,-3.299201794193254500e+01,-3.979101009128243760e+01
9.621924384876974656e+00,1.232950015028806376e+02,1.387422863627732816e+00,-3.296323819980202785e+01,-3.340455661133221099e+01
9.625925185037006671e+00,1.231631797283796743e+02,1.387524707367141286e+00,-3.293447541211344287e+01,-3.585366482001250432e+01
9.629925985197038685e+00,1.230314729938930753e+02,1.387626479240315458e+00,-3.290572957424616618e+01,-3.841932795624300923e+01
9.633926785357070699e+00,1.228998812315828957e+02,1.387728179275844020e+00,-3.287700068158770961e+01,-3.347908410987394490e+01
9.637927585517102713e+00,1.227684043736295081e+02,1.387829807502323431e+00,-3.284828872953360701e+01,-2.756335256711268045e+01
9.641928385677134727e+00,1.226370423522316315e+02,1.387931363948359254e+00,-3.281959371348749244e+01,-3.235578086486160743e+01
9.645929185837166742e+00,1.225057950996062885e+02,1.388032848642564598e+00,-3.279091562886105748e+01,-3.803622889835773435e+01
9.649929985997198756e+00,1.223746625479888195e+02,1.388134261613561016e+00,-3.276225447107400157e+01,-3.112588950963243661e+01
9.653930786157230770e+00,1.222436446296328683e+02,1.388235602889978493e+00,-3.273361023555403904e+01,-3.822394873614410926e+01
9.657931586317262784e+00,1.221127412768104250e+02,1.388336872500455010e+00,-3.270498291773689914e+01,-4.059337103111504774e+01
9.661932386477294799e+00,1.219819524218117976e+02,1.388438070473636765e+00,-3.267637251306628343e+01,-3.020510057840602514e+01
9.665933186637326813e+00,1.218512779969455835e+02,1.388539196838178613e+00,-3.264777901699386575e+01,-3.539953377977242610e+01
9.669933986797358827e+00,1.217207179345387260e+02,1.388640251622743182e+00,-3.261920242497928513e+01,-2.705134773600352105e+01
9.673934786957390841e+00,1.215902721669364865e+02,1.388741234856001538e+00,-3.259064273249008892e+01,-3.103552995123899549e+01
9.677935587117422855e+00,1.214599406265024442e+02,1.388842146566633184e+00,-3.256209993500178257e+01,-3.659420115654808825e+01
9.681936387277454870e+00,1.213297232456184815e+02,1.388942986783325395e+00,-3.253357402799774434e+01,-3.143704759775118518e+01
9.685937187437486884e+00,1.211996199566848134e+02,1.389043755534774105e+00,-3.250506500696924661e+01,-2.602749003627300439e+01
9.689937987597518898e+00,1.210696306921199721e+02,1.389144452849683242e+00,-3.247657286741545590e+01,-3.342014076562850278e+01
9.693938787757550912e+00,1.209397553843608222e+02,1.389245078756765395e+00,-3.244809760484338312e+01,-3.775375121069382800e+01
9.697939587917582926e+00,1.208099939658625175e+02,1.389345633284740700e+00,-3.241963921476785515e+01,-3.572692787895053357e+01
9.701940388077614941e+00,1.206803463690985581e+02,1.389446116462338177e+00,-3.239119769271155747e+01,-3.645650268429427143e+01
9.705941188237646955e+00,1.205508125265178734e+02,1.389546528318294616e+00,-3.236277303419505813e+01,-3.826771260807616670e+01
9.709941988397678969e+00,1.204213923703231757e+02,1.389646868881474262e+00,-3.233436523468733981e+01,-3.879678867371832496e+01
9.713942788557710983e+00,1.202920858330816287e+02,1.389747138180961183e+00,-3.230597428974831331e+01,-3.019407604077542118e+01
9.717943588717742998e+00,1.201628928474592897e+02,1.389847336245864096e+00,-3.227760019496450639e+01,-2.673032089488659935e+01
9.721944388877775012e+00,1.200338133461373076e+02,1.389947463105295933e+00,-3.224924294592941720e+01,-3.405866069046156497e+01
9.725945189037807026e+00,1.199048472618118950e+02,1.390047518788374958e+00,-3.222090253824347883e+01,-2.828799117714501321e+01
9.729945989197839040e+00,1.197759945271943565e+02,1.390147503324222988e+00,-3.219257896751402370e+01,-2.765159441857065303e+01
9.733946789357871054e+00,1.196472550750110884e+02,1.390247416741966946e+00,-3.216427222935531915e+01,-2.374446726610738523e+01
9.737947589517903069e+00,1.195186288380035649e+02,1.390347259070738861e+00,-3.213598231938848215e+01,-3.306772278136123333e+01
9.741948389677935083e+00,1.193901157489283378e+02,1.390447030339674317e+00,-3.210770923324150772e+01,-3.385479109486603022e+01
9.745949189837967097e+00,1.192617157405570794e+02,1.390546730577914225e+00,-3.207945296654926892e+01,-2.997322242395351921e+01
9.749949989997999111e+00,1.191334287456764969e+02,1.390646359814603938e+00,-3.205121351495342452e+01,-3.156332942798798058e+01
9.753950790158031126e+00,1.190052546970884038e+02,1.390745918078893251e+00,-3.202299087410249001e+01,-3.051280552264980628e+01
9.757951590318063140e+00,1.188771935276097054e+02,1.390845405399936618e+00,-3.199478503965175236e+01,-2.551199275963559998e+01
9.761952390478095154e+00,1.187492451700723706e+02,1.390944821806893161e+00,-3.196659600726329131e+01,-3.411295081055330769e+01
9.765953190638127168e+00,1.186214095573234886e+02,1.391044167328926662e+00,-3.193842377260595455e+01,-3.085573328489184419e+01
9.769953990798159182e+00,1.184936866222251837e+02,1.391143441995205121e+00,-3.191026833135531149e+01,-3.681646490247484138e+01
9.773954790958191197e+00,1.183660762976547005e+02,1.391242645834901648e+00,-3.188212967919371010e+01,-3.267931297979956895e+01
9.777955591118223211e+00,1.182385785165043615e+02,1.391341778877193569e+00,-3.185400781181014551e+01,-3.522055383489973224e+01
9.781956391278255225e+00,1.181111932116815666e+02,1.391440841151263097e+00,-3.182590272490036298e+01,-3.561361499114798335e+01
9.785957191438287239e+00,1.179839203161088079e+02,1.391539832686296441e+00,-3.179781441416674781e+01,-3.289638795598131082e+01
9.789957991598319254e+00,1.178567597627236552e+02,1.391638753511485360e+00,-3.176974287531836083e+01,-3.400250914524369250e+01
9.793958791758351268e+00,1.177297114844787558e+02,1.391737603656025390e+00,-3.174168810407090291e+01,-2.988380656078014397e+01
9.797959591918383282e+00,1.176027754143418491e+02,1.391836383149116951e+00,-3.171365009614669006e+01,-2.769447244974303501e+01
9.801960392078415296e+00,1.174759514852957807e+02,1.391935092019965126e+00,-3.168562884727465701e+01,-3.914744109482457191e+01
9.805961192238447310e+00,1.173492396303384311e+02,1.392033730297779437e+00,-3.165762435319031809e+01,-2.664083155439113426e+01
9.809961992398479325e+00,1.172226397824828155e+02,1.392132298011774072e+00,-3.162963660963575308e+01,-4.276142188637586372e+01
9.813962792558511339e+00,1.170961518747569983e+02,1.392230795191167880e+00,-3.160166561235961424e+01,-3.036440335221823972e+01
9.817963592718543353e+00,1.169697758402041501e+02,1.392329221865184152e+00,-3.157371135711706955e+01,-2.802224147107657259e+01
9.821964392878575367e+00,1.168435116118825050e+02,1.392427578063051063e+00,-3.154577383966980264e+01,-3.479933896591120401e+01
9.825965193038607381e+00,1.167173591228654033e+02,1.392525863814001008e+00,-3.151785305578601637e+01,-3.266335139694057688e+01
9.829965993198639396e+00,1.165913183062412486e+02,1.392624079147271043e+00,-3.148994900124037599e+01,-3.539880894736921846e+01
9.833966793358671410e+00,1.164653890951135509e+02,1.392722224092103334e+00,-3.146206167181403046e+01,-2.698830690782007480e+01
9.837967593518703424e+00,1.163395714226008835e+02,1.392820298677743818e+00,-3.143419106329454138e+01,-4.729502902179946489e+01
9.841968393678735438e+00,1.162138652218369259e+02,1.392918302933443542e+00,-3.140633717147593984e+01,-3.626236685224085932e+01
9.845969193838767453e+00,1.160882704259704212e+02,1.393016236888458215e+00,-3.137849999215864116e+01,-4.106346312467411508e+01
9.849969993998799467e+00,1.159627869681652044e+02,1.393114100572047764e+00,-3.135067952114945200e+01,-3.040869649297810895e+01
9.853970794158831481e+00,1.158374147816001880e+02,1.393211894013476781e+00,-3.132287575426155968e+01,-2.482678297734622319e+01
9.857971594318863495e+00,1.157121537994693909e+02,1.393309617242014964e+00,-3.129508868731450022e+01,-2.533720233036038039e+01
9.861972394478895509e+00,1.155870039549818955e+02,1.393407270286936006e+00,-3.126731831613415835e+01,-2.792656317819178469e+01
9.865973194638927524e+00,1.154619651813618759e+02,1.393504853177518266e+00,-3.123956463655273552e+01,-2.999843271558094315e+01
9.869973994798959538e+00,1.153370374118485699e+02,1.393602365943045207e+00,-3.121182764440872504e+01,-3.504213614329265880e+01
9.873974794958991552e+00,1.152122205796963499e+02,1.393699808612804070e+00,-3.118410733554690495e+01,-2.509204274402691226e+01
9.877975595119023566e+00,1.150875146181746373e+02,1.393797181216087422e+00,-3.115640370581833452e+01,-2.803983306273251230e+01
9.881976395279055581e+00,1.149629194605679174e+02,1.393894483782192273e+00,-3.112871675108030090e+01,-3.535024553443352602e+01
9.885977195439087595e+00,1.148384350401757956e+02,1.393991716340419629e+00,-3.110104646719632626e+01,-3.749886984071557805e+01
9.889977995599119609e+00,1.147140612903129551e+02,1.394088878920075825e+00,-3.107339285003615004e+01,-3.421677242063660884e+01
9.893978795759151623e+00,1.145897981443091567e+02,1.394185971550471637e+00,-3.104575589547568626e+01,-2.563669086641282391e+01
9.897979595919183637e+00,1.144656455355092532e+02,1.394282994260922059e+00,-3.101813559939704490e+01,-2.476383394026172269e+01
9.901980396079215652e+00,1.143416033972731611e+02,1.394379947080746973e+00,-3.099053195768845370e+01,-2.291155438942224265e+01
9.905981196239247666e+00,1.142176716629759170e+02,1.394476830039270920e+00,-3.096294496624432924e+01,-3.484005752490886465e+01
9.909981996399279680e+00,1.140938502660075926e+02,1.394573643165822885e+00,-3.093537462096514901e+01,-3.273465711536466927e+01
9.913982796559311694e+00,1.139701391397733943e+02,1.394670386489736513e+00,-3.090782091775755802e+01,-2.399430028512483304e+01
9.917983596719343709e+00,1.138465382176935776e+02,1.394767060040349893e+00,-3.088028385253420538e+01,-2.978000807782440873e+01
9.921984396879375723e+00,1.137230474332035044e+02,1.394863663847005997e+00,-3.085276342121386151e+01,-2.703165743871970861e+01
9.925985197039407737e+00,1.135996667197535999e+02,1.394960197939052016e+00,-3.082525961972131512e+01,-3.742999609847780107e+01
9.929985997199439751e+00,1.134763960108093954e+02,1.395056662345840026e+00,-3.079777244398738389e+01,-3.264473248136587102e+01
9.933986797359471765e+00,1.133532352398515002e+02,1.395153057096726767e+00,-3.077030188994888604e+01,-3.084924680199056013e+01
9.937987597519503780e+00,1.132301843403755868e+02,1.395249382221073198e+00,-3.074284795354863675e+01,-3.251242880656860024e+01
9.941988397679535794e+00,1.131072432458924339e+02,1.395345637748244938e+00,-3.071541063073541622e+01,-3.278406397896056035e+01
9.945989197839567808e+00,1.129844118899279124e+02,1.395441823707612938e+00,-3.068798991746397320e+01,-3.884969012417398915e+01
9.949989997999599822e+00,1.128616902060229563e+02,1.395537940128551702e+00,-3.066058580969495395e+01,-2.250506495944935281e+01
9.953990798159631836e+00,1.127390781277335776e+02,1.395633987040440616e+00,-3.063319830339493777e+01,-2.988827181201282812e+01
9.957991598319663851e+00,1.126165755886309228e+02,1.395729964472664397e+00,-3.060582739453641210e+01,-3.787235635011101209e+01
9.961992398479695865e+00,1.124941825223011449e+02,1.395825872454611316e+00,-3.057847307909770151e+01,-2.517470506793966578e+01
9.965993198639727879e+00,1.123718988623455601e+02,1.395921711015674749e+00,-3.055113535306301742e+01,-3.018896538732831303e+01
9.969993998799759893e+00,1.122497245423805055e+02,1.396017480185252957e+00,-3.052381421242240478e+01,-2.690470392228890617e+01
9.973994798959791908e+00,1.121276594960374382e+02,1.396113179992747977e+00,-3.049650965317171725e+01,-3.141732038051186393e+01
9.977995599119823922e+00,1.120057036569628934e+02,1.396208810467567174e+00,-3.046922167131261006e+01,-3.433404839922465612e+01
9.981996399279855936e+00,1.118838569588184839e+02,1.396304371639122355e+00,-3.044195026285254357e+01,-3.417870062740383474e+01
9.985997199439887950e+00,1.117621193352809144e+02,1.396399863536829544e+00,-3.041469542380469449e+01,-2.863453896997641479e+01
9.989997999599919964e+00,1.116404907200419672e+02,1.396495286190109653e+00,-3.038745715018801619e+01,-2.644649905761492903e+01
9.993998799759951979e+00,1.115189710468085167e+02,1.396590639628388475e+00,-3.036023543802718194e+01,-2.783961802001529762e+01
9.997999599919983993e+00,1.113975602493025008e+02,1.396685923881095803e+00,-3.033303028335256002e+01,-2.702899674126810226e+01
1.000200040008001601e+01,1.112762582612609776e+02,1.396781138977666314e+00,-3.030584168220020302e+01,-2.420626239099178534e+01
1.000600120024004802e+01,1.111550650164360547e+02,1.396876284947539348e+00,-3.027866963061183725e+01,-2.875052788620568833e+01
1.001000200040008004e+01,1.110339804485949315e+02,1.396971361820158908e+00,-3.025151412463483425e+01,-2.513094696385936899e+01
1.001400280056011205e+01,1.109130044915199278e+02,1.397066369624972992e+00,-3.022437516032219662e+01,-2.457699456605709543e+01
1.001800360072014406e+01,1.107921370790083841e+02,1.397161308391435153e+00,-3.019725273373253671e+01,-2.861413505259299583e+01
1.002200440088017608e+01,1.106713781448727900e+02,1.397256178149002714e+00,-3.017014684093003751e+01,-3.042016939140252774e+01
1.002600520104020809e+01,1.105507276229406699e+02,1.397350978927137888e+00,-3.014305747798447399e+01,-3.217751513172814271e+01
