t,A,S,dA_dt,dA_dt_noisy
1.793158631726345220e+01,6.583234461633017398e-01,8.667832207286916280e-01,-9.919654525764043385e-06,-8.691689279051645345e-03
1.793958791758351623e+01,6.583233672085423427e-01,8.667832054969247801e-01,-9.827342461528332240e-06,-6.679276882708798033e-03
1.794758951790358026e+01,6.583232889869882198e-01,8.667831895007896970e-01,-9.735487638044826308e-06,-6.191858049102986388e-04
1.795559111822364429e+01,6.583232114948240898e-01,8.667831727511897677e-01,-9.644090734242660723e-06,-4.321792913055055689e-03
1.796359271854370832e+01,6.583231347282454404e-01,8.667831552589418953e-01,-9.553152402301534618e-06,-3.553603612220674127e-03
1.797159431886377234e+01,6.583230586834586395e-01,8.667831370347762743e-01,-9.462673267963961354e-06,-9.278081362389997006e-03
1.797959591918383637e+01,6.583229833566808242e-01,8.667831180893363907e-01,-9.372653930739965888e-06,9.439840116100979214e-03
1.798759751950390040e+01,6.583229087441404559e-01,8.667830984331791333e-01,-9.283094963716265191e-06,8.462533692993490231e-03
1.799559911982396443e+01,6.583228348420763210e-01,8.667830780767749044e-01,-9.193996913178098529e-06,9.494821706939783265e-03
1.800360072014402846e+01,6.583227616467384191e-01,8.667830570305072868e-01,-9.105360299223319576e-06,-8.527231796656643999e-04
1.801160232046409249e+01,6.583226891543876302e-01,8.667830353046732661e-01,-9.017185615665251897e-06,4.499767229257863564e-03
1.801960392078415651e+01,6.583226173612953813e-01,8.667830129094832303e-01,-8.929473329092468825e-06,-9.158974920904330505e-03
1.802760552110422054e+01,6.583225462637445347e-01,8.667829898550608592e-01,-8.842223880797805968e-06,-1.016557051317772131e-02
1.803560712142428457e+01,6.583224758580282776e-01,8.667829661514432349e-01,-8.755437684367095574e-06,-5.484654873264834841e-03
1.804360872174434860e+01,6.583224061404511218e-01,8.667829418085808424e-01,-8.669115128111248847e-06,5.803174367501489662e-03
1.805161032206441263e+01,6.583223371073281260e-01,8.667829168363374581e-01,-8.583256572887443259e-06,-1.532673533523532883e-03
1.805961192238447666e+01,6.583222687549853402e-01,8.667828912444902612e-01,-8.497862353632618104e-06,-1.146308512587757185e-02
1.806761352270454069e+01,6.583222010797599166e-01,8.667828650427298331e-01,-8.412932778856935245e-06,8.913431882524233685e-04
1.807561512302460471e+01,6.583221340779994435e-01,8.667828382406598253e-01,-8.328468130210098241e-06,4.190198429577022404e-03
1.808361672334466874e+01,6.583220677460628334e-01,8.667828108477978466e-01,-8.244468663369530770e-06,1.595041293801799679e-03
1.809161832366473277e+01,6.583220020803196570e-01,8.667827828735741313e-01,-8.160934607249342720e-06,-6.698561709208941152e-03
1.809961992398479680e+01,6.583219370771503653e-01,8.667827543273329827e-01,-8.077866164375030467e-06,6.127534967342325835e-04
1.810762152430486083e+01,6.583218727329462894e-01,8.667827252183314402e-01,-7.995263510848782396e-06,-4.246944292663968473e-03
1.811562312462492486e+01,6.583218090441096404e-01,8.667826955557403901e-01,-7.913126796068453706e-06,-3.285819313344786035e-03
1.812362472494498888e+01,6.583217460070537319e-01,8.667826653486437882e-01,-7.831456143556764227e-06,-9.247612961694209833e-04
1.813162632526505291e+01,6.583216836182023135e-01,8.667826346060391041e-01,-7.750251649580458535e-06,7.505965731952936489e-03
1.813962792558511694e+01,6.583216218739903480e-01,8.667826033368372096e-01,-7.669513384680332058e-06,1.822521895162812142e-02
1.814762952590518097e+01,6.583215607708636785e-01,8.667825715498619354e-01,-7.589241392533252473e-06,1.555985232208744774e-02
1.815563112622524500e+01,6.583215003052789172e-01,8.667825392538510698e-01,-7.509435690448290623e-06,6.259922955359979724e-03
1.816363272654530903e+01,6.583214404737035563e-01,8.667825064574553595e-01,-7.430096269214064852e-06,-4.023271437139610239e-03
1.817163432686537305e+01,6.583213812726160796e-01,8.667824731692389539e-01,-7.351223093421399568e-06,-3.107620274011996860e-03
1.817963592718543708e+01,6.583213226985056288e-01,8.667824393976795161e-01,-7.272816100706985809e-06,-2.677452004204252268e-03
1.818763752750550111e+01,6.583212647478724477e-01,8.667824051511680006e-01,-7.194875202690131921e-06,1.150321327872281738e-02
1.819563912782556514e+01,6.583212074172275496e-01,8.667823704380086536e-01,-7.117400284341324213e-06,-2.766031104149737491e-02
1.820364072814562917e+01,6.583211507030929388e-01,8.667823352664191239e-01,-7.040391204304885520e-06,2.570977184175409630e-03
1.821164232846569320e+01,6.583210946020013887e-01,8.667822996445304629e-01,-6.963847794600602770e-06,-1.993185814615553927e-02
1.821964392878575723e+01,6.583210391104965531e-01,8.667822635803871245e-01,-6.887769860880466055e-06,-4.558956828256304953e-05
1.822764552910582125e+01,6.583209842251329658e-01,8.667822270819466324e-01,-6.812157182279482415e-06,1.323863757733294809e-02
1.823564712942588528e+01,6.583209299424761518e-01,8.667821901570803567e-01,-6.737009511467717537e-06,-9.116147109213901603e-03
1.824364872974594931e+01,6.583208762591024055e-01,8.667821528135726261e-01,-6.662326574775195853e-06,-2.283533992789375452e-02
1.825165033006601334e+01,6.583208231715989012e-01,8.667821150591212831e-01,-6.588108071879650307e-06,1.296461877104986178e-02
1.825965193038607737e+01,6.583207706765638045e-01,8.667820769013374615e-01,-6.514353676184692077e-06,1.505170962644092683e-02
1.826765353070614140e+01,6.583207187706060504e-01,8.667820383477458090e-01,-6.441063034556132605e-06,4.979329512656186819e-03
1.827565513102620542e+01,6.583206674503454536e-01,8.667819994057842647e-01,-6.368235767446883688e-06,1.254631469849537724e-02
1.828365673134626945e+01,6.583206167124128205e-01,8.667819600828039484e-01,-6.295871468688790662e-06,-8.031193673734520269e-03
1.829165833166633348e+01,6.583205665534496154e-01,8.667819203860694932e-01,-6.223969705693860321e-06,1.171992594825232124e-02
1.829965993198639751e+01,6.583205169701085158e-01,8.667818803227590463e-01,-6.152530019669366634e-06,1.700008946783731351e-02
1.830766153230646154e+01,6.583204679590527464e-01,8.667818398999638241e-01,-6.081551925097433697e-06,6.395707756652820736e-03
1.831566313262652557e+01,6.583204195169566342e-01,8.667817991246886677e-01,-6.011034909988305364e-06,2.804630814564597861e-03
1.832366473294658960e+01,6.583203716405052752e-01,8.667817580038514880e-01,-5.940978436015653674e-06,1.282694241008162928e-02
1.833166633326665362e+01,6.583203243263946458e-01,8.667817165442838201e-01,-5.871381938419434343e-06,1.131360409566580481e-02
1.833966793358671765e+01,6.583202775713317134e-01,8.667816747527303800e-01,-5.802244825724861554e-06,-7.494076133958803808e-03
1.834766953390678168e+01,6.583202313720342147e-01,8.667816326358495083e-01,-5.733566480446705693e-06,1.359453291990213829e-02
1.835567113422684571e+01,6.583201857252308775e-01,8.667815902002125039e-01,-5.665346258242748290e-06,7.440531485894301585e-03
1.836367273454690974e+01,6.583201406276611989e-01,8.667815474523044017e-01,-5.597583488493179660e-06,1.581350332136491300e-03
1.837167433486697377e+01,6.583200960760754450e-01,8.667815043985233059e-01,-5.530277473769773522e-06,1.303165864771968323e-02
1.837967593518703779e+01,6.583200520672350953e-01,8.667814610451809454e-01,-5.463427490897537764e-06,9.249061534762435116e-03
1.838767753550710182e+01,6.583200085979122873e-01,8.667814173985022297e-01,-5.397032789618977366e-06,7.453948119082295411e-03
1.839567913582716585e+01,6.583199656648900389e-01,8.667813734646254709e-01,-5.331092593340025498e-06,-5.083813070102373086e-03
1.840368073614722988e+01,6.583199232649622479e-01,8.667813292496023836e-01,-5.265606099071062918e-06,8.329480593570080457e-03
1.841168233646729391e+01,6.583198813945929651e-01,8.667812847641839236e-01,-5.200574221712189749e-06,-1.109034469724170212e-02
1.841968393678735794e+01,6.583198400494978397e-01,8.667812400227490333e-01,-5.135998666867813700e-06,-1.269627226381755741e-03
1.842768553710742196e+01,6.583197992256153430e-01,8.667811950315371661e-01,-5.071877787195949727e-06,-1.693768464764366585e-02
1.843568713742748599e+01,6.583197589189129229e-01,8.667811497965912659e-01,-5.008209879912850493e-06,-1.704892720593545810e-02
1.844368873774755002e+01,6.583197191253793434e-01,8.667811043239079805e-01,-4.944993245305229213e-06,4.425616039993712607e-03
1.845169033806761405e+01,6.583196798410245743e-01,8.667810586194377720e-01,-4.882226185574933819e-06,-8.249492217760798739e-04
1.845969193838767808e+01,6.583196410618803451e-01,8.667810126890854727e-01,-4.819907006906737346e-06,8.427241054486980494e-04
1.846769353870774211e+01,6.583196027839993691e-01,8.667809665387092855e-01,-4.758034017445650354e-06,5.914741733470378453e-03
1.847569513902780614e+01,6.583195650034560087e-01,8.667809201741217828e-01,-4.696605528528574602e-06,3.495140272446071224e-03
1.848369673934787016e+01,6.583195277163460535e-01,8.667808736010892412e-01,-4.635619854687772490e-06,-8.868479134876077613e-03
1.849169833966793419e+01,6.583194909187864985e-01,8.667808268253319737e-01,-4.575075312603094080e-06,7.297427522938535350e-04
1.849969993998799822e+01,6.583194546069157660e-01,8.667807798525239971e-01,-4.514970222184444548e-06,-6.752170494796821618e-04
1.850770154030806225e+01,6.583194187768937056e-01,8.667807326882936980e-01,-4.455302906245656169e-06,-5.204159390915575820e-03
1.851570314062812628e+01,6.583193834249015941e-01,8.667806853382229448e-01,-4.396071690240810348e-06,-1.249880469295970662e-03
1.852370474094819031e+01,6.583193485471420248e-01,8.667806378078476426e-01,-4.337274902503629459e-06,-3.658497515865375728e-03
1.853170634126825433e+01,6.583193141398391290e-01,8.667805901026578441e-01,-4.278910874472990900e-06,-6.495367287296559961e-03
1.853970794158831836e+01,6.583192801992381327e-01,8.667805422280973060e-01,-4.220977940054548849e-06,-3.346826662910230409e-03
1.854770954190838239e+01,6.583192467216059107e-01,8.667804941895638215e-01,-4.163474436158498548e-06,2.345659251526239445e-03
1.855571114222844642e+01,6.583192137032307656e-01,8.667804459924089988e-01,-4.106398702782843024e-06,2.062814695985136157e-02
1.856371274254851045e+01,6.583191811404219829e-01,8.667803976419384826e-01,-4.049749082118275778e-06,-8.173874229068255060e-03
1.857171434286857448e+01,6.583191490295107196e-01,8.667803491434118435e-01,-3.993523919897795649e-06,5.215180070368659500e-03
1.857971594318863851e+01,6.583191173668493379e-01,8.667803005020424667e-01,-3.937721564449547795e-06,-1.461722525831983532e-02
1.858771754350870253e+01,6.583190861488114054e-01,8.667802517229977743e-01,-3.882340366568454160e-06,1.589636588465555972e-02
1.859571914382876656e+01,6.583190553717922500e-01,8.667802028113991142e-01,-3.827378680657661514e-06,-3.337580662048391517e-03
1.860372074414883059e+01,6.583190250322081827e-01,8.667801537723217598e-01,-3.772834863205454248e-06,1.384983749824569843e-03
1.861172234446889462e+01,6.583189951264972750e-01,8.667801046107947993e-01,-3.718707273978744121e-06,1.277047311725655783e-02
1.861972394478895865e+01,6.583189656511186927e-01,8.667800553318014689e-01,-3.664994275533878243e-06,9.873106435125914015e-03
1.862772554510902268e+01,6.583189366025532507e-01,8.667800059402785973e-01,-3.611694233223577966e-06,-1.492220550012892701e-02
1.863572714542908670e+01,6.583189079773027474e-01,8.667799564411172719e-01,-3.558805514915913681e-06,5.548369893254058438e-03
1.864372874574915073e+01,6.583188797718908525e-01,8.667799068391622841e-01,-3.506326491896361031e-06,-2.277429097243979447e-03
1.865173034606921476e+01,6.583188519828624408e-01,8.667798571392125728e-01,-3.454255538114930912e-06,6.187781229915298442e-03
1.865973194638927879e+01,6.583188246067834815e-01,8.667798073460207808e-01,-3.402591029946777645e-06,1.520441285988302898e-03
1.866773354670934282e+01,6.583187976402419261e-01,8.667797574642936986e-01,-3.351331347323238674e-06,7.357041401516418999e-03
1.867573514702940685e+01,6.583187710798464876e-01,8.667797074986917094e-01,-3.300474872288544637e-06,2.916255910232702555e-03
1.868373674734947087e+01,6.583187449222277499e-01,8.667796574538294552e-01,-3.250019990259228608e-06,-1.401793336247467939e-03
1.869173834766953490e+01,6.583187191640373914e-01,8.667796073342755037e-01,-3.199965089257378326e-06,1.176658992366816023e-02
1.869973994798959893e+01,6.583186938019486290e-01,8.667795571445520153e-01,-3.150308560146558579e-06,-1.544361610704656114e-02
1.870774154830966296e+01,6.583186688326558844e-01,8.667795068891354093e-01,-3.101048796711608491e-06,-4.333701832894640109e-03
1.871574314862972699e+01,6.583186442528753402e-01,8.667794565724558087e-01,-3.052184195426188573e-06,-9.559042297768534022e-03
1.872374474894979102e+01,6.583186200593442727e-01,8.667794061988975951e-01,-3.003713156108506199e-06,-1.441719138027608817e-03
1.873174634926985505e+01,6.583185962488211640e-01,8.667793557727986320e-01,-2.955634080422514520e-06,-4.302382938040076599e-03
1.873974794958991907e+01,6.583185728180864782e-01,8.667793052984510416e-01,-2.907945374067133493e-06,-1.483387898911229380e-03
1.874774954990998310e+01,6.583185497639414407e-01,8.667792547801007608e-01,-2.860645444573151064e-06,-4.907242628972375079e-03
1.875575115023004713e+01,6.583185270832090374e-01,8.667792042219475412e-01,-2.813732702847127065e-06,-4.698793804730329836e-03
1.876375275055011116e+01,6.583185047727335704e-01,8.667791536281453935e-01,-2.767205562668323404e-06,-1.644328330490573906e-02
1.877175435087017519e+01,6.583184828293806579e-01,8.667791030028019206e-01,-2.721062440355637158e-06,-3.794160571143715419e-04
1.877975595119023922e+01,6.583184612500373456e-01,8.667790523499786515e-01,-2.675301755152709182e-06,3.080373793481261564e-03
1.878775755151030324e+01,6.583184400316122176e-01,8.667790016736914849e-01,-2.629921929488132637e-06,-5.966158119183643908e-03
1.879575915183036727e+01,6.583184191710348410e-01,8.667789509779095791e-01,-2.584921388056049540e-06,-6.571960538298437030e-03
1.880376075215043130e+01,6.583183986652566544e-01,8.667789002665565734e-01,-2.540298558829229281e-06,-6.448304990990178995e-03
1.881176235247049533e+01,6.583183785112500797e-01,8.667788495435098106e-01,-2.496051872444976505e-06,1.678791298328005666e-02
1.881976395279055936e+01,6.583183587060092989e-01,8.667787988126004484e-01,-2.452179762486156323e-06,1.877725845747592413e-03
1.882776555311062339e+01,6.583183392465495887e-01,8.667787480776139031e-01,-2.408680665224455231e-06,3.874987719810571267e-03
1.883576715343068742e+01,6.583183201299077636e-01,8.667786973422891839e-01,-2.365553019943039681e-06,-3.006422738738728957e-03
1.884376875375075144e+01,6.583183013531419547e-01,8.667786466103194476e-01,-2.322795268620836406e-06,-5.001773562872557748e-03
1.885177035407081547e+01,6.583182829133317204e-01,8.667785958853516659e-01,-2.280405856043554724e-06,-8.788075803718591039e-03
1.885977195439087950e+01,6.583182648075779353e-01,8.667785451709866251e-01,-2.238383230001445012e-06,1.541903952313509324e-02
1.886777355471094353e+01,6.583182470330030123e-01,8.667784944707793704e-01,-2.196725841067254104e-06,-1.700649895175794513e-02
1.887577515503100756e+01,6.583182295867506806e-01,8.667784437882386506e-01,-2.155432142700308695e-06,2.997547378840926223e-03
1.888377675535107159e+01,6.583182124659858747e-01,8.667783931268270292e-01,-2.114500590847528949e-06,-2.425301868725299528e-04
1.889177835567113561e+01,6.583181956678951785e-01,8.667783424899613287e-01,-2.073929644779565207e-06,-2.558296889548646817e-03
1.889977995599119964e+01,6.583181791896866031e-01,8.667782918810120751e-01,-2.033717766528747584e-06,-1.566610899891461225e-02
1.890778155631126367e+01,6.583181630285892538e-01,8.667782413033036093e-01,-1.993863420736430303e-06,-1.235224817067688725e-02
1.891578315663132770e+01,6.583181471818537744e-01,8.667781907601145308e-01,-1.954365074826464044e-06,9.814692860200405558e-03
1.892378475695139173e+01,6.583181316467522359e-01,8.667781402546771430e-01,-1.915221199366018423e-06,-6.939245078286569203e-03
1.893178635727145576e+01,6.583181164205781366e-01,8.667780897901776749e-01,-1.876430267628431681e-06,8.789101865424154766e-03
1.893978795759151978e+01,6.583181015006462911e-01,8.667780393697562813e-01,-1.837990755874235882e-06,6.695448963702456055e-03
1.894778955791158381e+01,6.583180868842927191e-01,8.667779889965072648e-01,-1.799901142570531354e-06,5.792036959974357357e-03
1.895579115823164784e+01,6.583180725688753121e-01,8.667779386734785207e-01,-1.762159910101424032e-06,7.613152726570089450e-03
1.896379275855171187e+01,6.583180585517728334e-01,8.667778884036722031e-01,-1.724765542721051759e-06,-1.210439058953077969e-02
1.897179435887177590e+01,6.583180448303856958e-01,8.667778381900439477e-01,-1.687716527847687997e-06,-4.742284864807284200e-03
1.897979595919183993e+01,6.583180314021357393e-01,8.667777880355038711e-01,-1.651011356133130770e-06,6.784356886940884519e-03
1.898779755951190396e+01,6.583180182644660094e-01,8.667777379429155715e-01,-1.614648520272682353e-06,-1.262523745486036561e-02
1.899579915983196798e+01,6.583180054148410898e-01,8.667776879150969060e-01,-1.578626516569869853e-06,1.664442414346782931e-02
1.900380076015203201e+01,6.583179928507468803e-01,8.667776379548193244e-01,-1.542943843784588820e-06,-5.597927151589859526e-03
1.901180236047209604e+01,6.583179805696907083e-01,8.667775880648084241e-01,-1.507599003434945129e-06,-6.446209746943336446e-04
1.901980396079216007e+01,6.583179685692013283e-01,8.667775382477437285e-01,-1.472590500217058063e-06,-1.025273216928741099e-02
1.902780556111222410e+01,6.583179568468288112e-01,8.667774885062586865e-01,-1.437916841349334840e-06,3.656650000582569154e-03
1.903580716143228813e+01,6.583179454001445441e-01,8.667774388429404508e-01,-1.403576536898598626e-06,-7.339473556661973465e-03
1.904380876175235215e+01,6.583179342267414524e-01,8.667773892603304331e-01,-1.369568100081930417e-06,-2.426392991467360340e-03
1.905181036207241618e+01,6.583179233242338890e-01,8.667773397609238595e-01,-1.335890046742782555e-06,-1.138856875140981280e-02
1.905981196239248021e+01,6.583179126902573008e-01,8.667772903471696599e-01,-1.302540895406489874e-06,1.191626471864070357e-02
1.906781356271254424e+01,6.583179023224688953e-01,8.667772410214710233e-01,-1.269519167745175592e-06,-1.632753742116384299e-02
1.907581516303260827e+01,6.583178922185469739e-01,8.667771917861849529e-01,-1.236823388116314870e-06,4.509954880644691765e-03
1.908381676335267230e+01,6.583178823761913767e-01,8.667771426436222670e-01,-1.204452083569673704e-06,2.369497102082972640e-03
1.909181836367273633e+01,6.583178727931233709e-01,8.667770935960477097e-01,-1.172403784291398132e-06,4.376818997495249795e-03
1.909981996399280035e+01,6.583178634670854290e-01,8.667770446456801725e-01,-1.140677023211966734e-06,-1.020766388694462935e-02
1.910782156431286438e+01,6.583178543958416729e-01,8.667769957946923620e-01,-1.109270336054762884e-06,1.033629852647050505e-02
1.911582316463292841e+01,6.583178455771772075e-01,8.667769470452107994e-01,-1.078182261159132960e-06,9.642793194266387896e-03
1.912382476495298889e+01,6.583178370088991205e-01,8.667768983993159315e-01,-1.047411340181214623e-06,1.594767096260984399e-03
1.913182636527305291e+01,6.583178286888352604e-01,8.667768498590424642e-01,-1.016956117153716699e-06,3.125600525869194190e-03
1.913982796559311694e+01,6.583178206148352363e-01,8.667768014263785847e-01,-9.868151392457280568e-07,-1.574579223754272051e-03
1.914782956591318097e+01,6.583178127847700845e-01,8.667767531032666284e-01,-9.569869564990396427e-07,6.429547590908256220e-03
1.915583116623324500e+01,6.583178051965319355e-01,8.667767048916029671e-01,-9.274701214777303360e-07,-8.212918936001950901e-03
1.916383276655330903e+01,6.583177978480345693e-01,8.667766567932376764e-01,-8.982631897226645012e-07,5.547664448177224393e-03
1.917183436687337306e+01,6.583177907372130822e-01,8.667766088099748689e-01,-8.693647199423115701e-07,4.062395107703554303e-03
1.917983596719343709e+01,6.583177838620239974e-01,8.667765609435725827e-01,-8.407732732806927345e-07,-1.410112508228914853e-02
1.918783756751350111e+01,6.583177772204449330e-01,8.667765131957427815e-01,-8.124874136435089600e-07,-2.624131727992572508e-02
1.919583916783356514e+01,6.583177708104753778e-01,8.667764655681513553e-01,-7.845057082012107941e-07,-1.173083810333085900e-03
1.920384076815362917e+01,6.583177646301358044e-01,8.667764180624181192e-01,-7.568267266500061652e-07,-1.616357332237216594e-03
1.921184236847369320e+01,6.583177586774684453e-01,8.667763706801168144e-01,-7.294490418051358116e-07,1.217977944945078383e-02
1.921984396879375723e+01,6.583177529493302593e-01,8.667763234253534899e-01,-7.023710600351229516e-07,5.752656920110005203e-04
1.922784556911382126e+01,6.583177474395114359e-01,8.667762763080956168e-01,-6.755904520747146869e-07,-4.978651744278529169e-03
1.923584716943388528e+01,6.583177421452417466e-01,8.667762293301767285e-01,-6.491050250113927778e-07,-1.359863340372479724e-02
1.924384876975394931e+01,6.583177370640818094e-01,8.667761824927147085e-01,-6.229126280378471936e-07,-8.832597356884037054e-04
1.925185037007401334e+01,6.583177321936078963e-01,8.667761357968154501e-01,-5.970111225453433867e-07,-5.838975826920667078e-03
1.925985197039407737e+01,6.583177275314119337e-01,8.667760892435721898e-01,-5.713983810308465028e-07,-1.102776816237471640e-02
1.926785357071414140e+01,6.583177230751018350e-01,8.667760428340659518e-01,-5.460722879782609063e-07,-1.204712928860446602e-03
1.927585517103420543e+01,6.583177188223011678e-01,8.667759965693652147e-01,-5.210307393518909258e-07,1.056935129410249696e-02
1.928385677135426945e+01,6.583177147706490429e-01,8.667759504505262447e-01,-4.962716423605184612e-07,9.271294256094128996e-04
1.929185837167433348e+01,6.583177109178007802e-01,8.667759044785929845e-01,-4.717929165329315389e-07,-1.049109833190988231e-02
1.929985997199439751e+01,6.583177072614269099e-01,8.667758586545968313e-01,-4.475924924376983860e-07,3.272282330390693158e-03
1.930786157231446154e+01,6.583177037992142822e-01,8.667758129795568589e-01,-4.236683126684903655e-07,-1.098110066949280032e-02
1.931586317263452557e+01,6.583177005288648465e-01,8.667757674544800395e-01,-4.000183309940674725e-07,-1.577717624508729460e-02
1.932386477295458960e+01,6.583176974480969834e-01,8.667757220803605778e-01,-3.766405132291095192e-07,4.942167228807290737e-03
1.933186637327465363e+01,6.583176945546442838e-01,8.667756768581806881e-01,-3.535328365056322752e-07,-5.503863058393628806e-03
1.933986797359471765e+01,6.583176918462564364e-01,8.667756317889098172e-01,-3.306932897309544650e-07,1.113537868466179560e-02
1.934786957391478168e+01,6.583176893206985625e-01,8.667755868735053104e-01,-3.081198731852419215e-07,3.109917442629002264e-03
1.935587117423484571e+01,6.583176869757519922e-01,8.667755421129123006e-01,-2.858105992084580826e-07,-8.064488253691824357e-03
1.936387277455490974e+01,6.583176848092132660e-01,8.667754975080630420e-01,-2.637634911699382467e-07,2.192789097001947816e-03
1.937187437487497377e+01,6.583176828188951335e-01,8.667754530598779095e-01,-2.419765845924903847e-07,1.295490796480789145e-02
1.937987597519503780e+01,6.583176810026257764e-01,8.667754087692647325e-01,-2.204479263058500838e-07,-1.887356244352404603e-03
1.938787757551510182e+01,6.583176793582493636e-01,8.667753646371190168e-01,-1.991755748942392046e-07,-1.061150638727578754e-02
1.939587917583516585e+01,6.583176778836257181e-01,8.667753206643237229e-01,-1.781576004673823821e-07,-6.614755485965829150e-03
1.940388077615522988e+01,6.583176765766303173e-01,8.667752768517495987e-01,-1.573920846917320482e-07,-8.130767375250124926e-03
1.941188237647529391e+01,6.583176754351545146e-01,8.667752332002550686e-01,-1.368771209882269080e-07,-1.181001602488320097e-02
1.941988397679535794e+01,6.583176744571054284e-01,8.667751897106861225e-01,-1.166108143622890392e-07,-1.292496348887632596e-02
1.942788557711542197e+01,6.583176736404057205e-01,8.667751463838763160e-01,-9.659128122688209750e-08,4.223699906664560300e-03
1.943588717743548600e+01,6.583176729829941509e-01,8.667751032206469919e-01,-7.681664997150061680e-08,1.109448178350584333e-02
1.944388877775555002e+01,6.583176724828250226e-01,8.667750602218070588e-01,-5.728506042787517849e-08,-3.618892774124725549e-03
1.945189037807561405e+01,6.583176721378682927e-01,8.667750173881529907e-01,-3.799466380752236638e-08,7.865784727533124687e-03
1.945989197839567808e+01,6.583176719461097948e-01,8.667749747204689381e-01,-1.894362323603959730e-08,9.081950154263501371e-03
1.946789357871574211e+01,6.583176719055512383e-01,8.667749322195267281e-01,-1.301135275910692002e-10,1.683960979638234393e-02
1.947589517903580614e+01,6.583176720142098759e-01,8.667748898860858642e-01,1.844767925571200173e-08,-1.863462476266253406e-03
1.948389677935587017e+01,6.583176722701187256e-01,8.667748477208933044e-01,3.679155724176097486e-08,-3.494126931691805046e-03
1.949189837967593419e+01,6.583176726713266813e-01,8.667748057246836835e-01,5.490331091151379184e-08,4.212515988502411012e-03
1.949989997999599822e+01,6.583176732158984024e-01,8.667747638981794234e-01,7.278471901225880281e-08,9.758409586498984585e-04
1.950790158031606225e+01,6.583176739019139800e-01,8.667747222420906228e-01,9.043754907803180920e-08,3.020461140454441806e-03
1.951590318063612628e+01,6.583176747274698259e-01,8.667746807571146128e-01,1.078635565761321136e-07,1.296569242358888187e-02
1.952390478095619031e+01,6.583176756906774507e-01,8.667746394439367341e-01,1.250644857814231514e-07,-4.292584542094256966e-03
1.953190638127625434e+01,6.583176767896646853e-01,8.667745983032298929e-01,1.420420689714207985e-07,2.165523017497189822e-03
1.953990798159631836e+01,6.583176780225747926e-01,8.667745573356545608e-01,1.587980269709965420e-07,-9.812234344212094131e-03
1.954790958191638239e+01,6.583176793875668009e-01,8.667745165418588860e-01,1.753340691697247156e-07,-1.594191267142545292e-03
1.955591118223644642e+01,6.583176808828156146e-01,8.667744759224785822e-01,1.916518930084043504e-07,-6.732900394286171417e-03
1.956391278255651045e+01,6.583176825065117921e-01,8.667744354781370397e-01,2.077531847458069514e-07,-7.575216779310501615e-03
1.957191438287657448e+01,6.583176842568617682e-01,8.667743952094453252e-01,2.236396183900868362e-07,-2.196923444010733060e-03
1.957991598319663851e+01,6.583176861320875206e-01,8.667743551170020710e-01,2.393128570900293628e-07,-4.465293226993573630e-03
1.958791758351670254e+01,6.583176881304269035e-01,8.667743152013936969e-01,2.547745516709443159e-07,3.716017861133185437e-03
1.959591918383676656e+01,6.583176902501335359e-01,8.667742754631938551e-01,2.700263420640780510e-07,8.038625319149372492e-03
1.960392078415683059e+01,6.583176924894768023e-01,8.667742359029644295e-01,2.850698559014874789e-07,-1.492333942524393282e-02
1.961192238447689462e+01,6.583176948467418521e-01,8.667741965212544253e-01,2.999067095256491289e-07,1.003388550430789512e-02
1.961992398479695865e+01,6.583176973202293780e-01,8.667741573186006354e-01,3.145385079027229747e-07,-2.226325601497231715e-02
1.962792558511702268e+01,6.583176999082560599e-01,8.667741182955276402e-01,3.289668439286630441e-07,2.474853487126680088e-03
1.963592718543708671e+01,6.583177026091543427e-01,8.667740794525475856e-01,3.431932990884123402e-07,7.103282965380081256e-03
1.964392878575715073e+01,6.583177054212721035e-01,8.667740407901600719e-01,3.572194433969222427e-07,-6.506773033039410167e-03
1.965193038607721476e+01,6.583177083429734289e-01,8.667740023088523760e-01,3.710468349446549574e-07,-2.290625635474179914e-03
1.965993198639727879e+01,6.583177113726378371e-01,8.667739640090997844e-01,3.846770205186145208e-07,-7.817335215237159601e-03
1.966793358671734282e+01,6.583177145086607229e-01,8.667739258913647049e-01,3.981115349917241364e-07,8.947907639522904855e-03
1.967593518703740685e+01,6.583177177494531351e-01,8.667738879560974441e-01,4.113519021207989734e-07,-3.172126456510772352e-02
1.968393678735747088e+01,6.583177210934419987e-01,8.667738502037358739e-01,4.243996332906063707e-07,-9.711634961896540089e-03
1.969193838767753491e+01,6.583177245390697818e-01,8.667738126347056538e-01,4.372562291549142444e-07,-1.936948900880179625e-02
1.969993998799759893e+01,6.583177280847950508e-01,8.667737752494197867e-01,4.499231779191148473e-07,1.884415979520606080e-03
1.970794158831766296e+01,6.583177317290918040e-01,8.667737380482791743e-01,4.624019566482062693e-07,1.299264795578732382e-02
1.971594318863772699e+01,6.583177354704499162e-01,8.667737010316721724e-01,4.746940309510727651e-07,1.191624740793919071e-02
1.972394478895779102e+01,6.583177393073750272e-01,8.667736641999749247e-01,4.868008543143509392e-07,6.681997076739058967e-03
1.973194638927785505e+01,6.583177432383885419e-01,8.667736275535511403e-01,4.987238689142803327e-07,2.482762565812498753e-03
1.973994798959791908e+01,6.583177472620275195e-01,8.667735910927519827e-01,5.104645054605783105e-07,-7.660106533262402845e-03
