t,S,E,I,R,dI_dt,dI_dt_noisy
5.633926785357071054e+01,3.590695370678503764e+02,2.058298503426517101e+01,2.354956702896015130e+01,5.967979108689240775e+02,-1.369276776987920385e+00,-1.215124322226099673e+00
5.636327265453090263e+01,3.589704619216438459e+02,2.054541162565960732e+01,2.351671620168032106e+01,5.969674102510160765e+02,-1.367743528782284557e+00,-1.665919938644992326e+00
5.638727745549109471e+01,3.588715491080844799e+02,2.050789990538041252e+01,2.348390217581059503e+01,5.971366488107242958e+02,-1.366210594469688289e+00,-1.694679375315207404e+00
5.641128225645128680e+01,3.587727983656583319e+02,2.047044981995147594e+01,2.345112494427014482e+01,5.973056268701199087e+02,-1.364677979568489352e+00,-1.686966214190056768e+00
5.643528705741147888e+01,3.586742094332546458e+02,2.043306131563890560e+01,2.341838449990245863e+01,5.974743447512038301e+02,-1.363145689601692467e+00,-5.236252378440674482e-01
5.645929185837167097e+01,3.585757820501660262e+02,2.039573433845102812e+01,2.338568083547534471e+01,5.976428027759073984e+02,-1.361613730097097186e+00,-1.267604828821593310e+00
5.648329665933186305e+01,3.584775159560882685e+02,2.035846883413839237e+01,2.335301394368092076e+01,5.978110012660922621e+02,-1.360082106587447548e+00,-1.166212286563657718e+00
5.650730146029205514e+01,3.583794108911205285e+02,2.032126474819377293e+01,2.332038381713563524e+01,5.979789405435499248e+02,-1.358550824610576413e+00,-1.508753683896515652e+00
5.653130626125224723e+01,3.582814665957651528e+02,2.028412202585215596e+01,2.328779044838024248e+01,5.981466209300022001e+02,-1.357019889709561333e+00,-1.606992428089758285e+00
5.655531106221243931e+01,3.581836828105773520e+02,2.024704061280273137e+01,2.325523382940334116e+01,5.983140427472163765e+02,-1.355489307176954039e+00,-1.794779077070081552e+00
5.657931586317263140e+01,3.580860592760122358e+02,2.021002045516751267e+01,2.322271395097814306e+01,5.984812063178419521e+02,-1.353959081877520898e+00,-5.828951865592661985e-01
5.660332066413282348e+01,3.579885957330228621e+02,2.017306149846997698e+01,2.319023080372044276e+01,5.986481119647864944e+02,-1.352429218719843007e+00,-2.202644330015687046e+00
5.662732546509301557e+01,3.578912919229539966e+02,2.013616368802372136e+01,2.315778437818115520e+01,5.988147600108409279e+02,-1.350899722613202680e+00,-1.200914582064021463e+00
5.665133026605320765e+01,3.577941475875421702e+02,2.009932696893246273e+01,2.312537466484631565e+01,5.989811507786788525e+02,-1.349370598467715343e+00,-1.361391382781799386e+00
5.667533506701339974e+01,3.576971624689155078e+02,2.006255128609005567e+01,2.309300165413708683e+01,5.991472845908572253e+02,-1.347841851194470308e+00,-1.475652999189663639e+00
5.669933986797359182e+01,3.576003363095938994e+02,2.002583658418045687e+01,2.306066533640975180e+01,5.993131617698156788e+02,-1.346313485705665780e+00,-2.129517249763069664e+00
5.672334466893378391e+01,3.575036688524890565e+02,1.998918280767776778e+01,2.302836570195571397e+01,5.994787826378773161e+02,-1.344785506914737638e+00,-1.962298222277545134e+00
5.674734946989397599e+01,3.574071598409042281e+02,1.995258990084620265e+01,2.299610274100150775e+01,5.996441475172479159e+02,-1.343257919736504657e+00,-8.524255584727430390e-01
5.677135427085416808e+01,3.573108090185345986e+02,1.991605780774009915e+01,2.296387644370878434e+01,5.998092567300163864e+02,-1.341730729087292406e+00,-1.688597221941652515e+00
5.679535907181436016e+01,3.572146161294668332e+02,1.987958647220392905e+01,2.293168680017431171e+01,5.999741105981547662e+02,-1.340203939885069584e+00,-9.006550251004804553e-01
5.681936387277455225e+01,3.571185809181795321e+02,1.984317583787227690e+01,2.289953380042999243e+01,6.001387094435179961e+02,-1.338677557049589240e+00,-1.003813209326672728e+00
5.684336867373474433e+01,3.570227031295428333e+02,1.980682584816985425e+01,2.286741743444284580e+01,6.003030535878442606e+02,-1.337151585502520890e+00,-1.047459742446674502e+00
5.686737347469493642e+01,3.569269825088186963e+02,1.977053644631150675e+01,2.283533769211501152e+01,6.004671433527545332e+02,-1.335626030167571310e+00,-9.548802858435617713e-01
5.689137827565512850e+01,3.568314188016608455e+02,1.973430757530218571e+01,2.280329456328375670e+01,6.006309790597530309e+02,-1.334100895970637302e+00,-1.939234187170040258e+00
5.691538307661532059e+01,3.567360117541145996e+02,1.969813917793698366e+01,2.277128803772146526e+01,6.007945610302267596e+02,-1.332576187839922488e+00,-1.569606045253894244e+00
5.693938787757551268e+01,3.566407611126170423e+02,1.966203119680110945e+01,2.273931810513565210e+01,6.009578895854459688e+02,-1.331051910706081420e+00,-9.917515157912305535e-01
5.696339267853570476e+01,3.565456666239970218e+02,1.962598357426989537e+01,2.270738475516894894e+01,6.011209650465639243e+02,-1.329528069502345700e+00,-1.960709209819350374e+00
5.698739747949589685e+01,3.564507280354750947e+02,1.958999625250880072e+01,2.267548797739910782e+01,6.012837877346167943e+02,-1.328004669164656759e+00,-4.957045306654367378e-01
5.701140228045608893e+01,3.563559450946634115e+02,1.955406917347340823e+01,2.264362776133901178e+01,6.014463579705239908e+02,-1.326481714631804865e+00,-1.606300925019108483e+00
5.703540708141628102e+01,3.562613175495660016e+02,1.951820227890942050e+01,2.261180409643666067e+01,6.016086760750877147e+02,-1.324959210845550350e+00,-1.357114879630095361e+00
5.705941188237647310e+01,3.561668451485786022e+02,1.948239551035267070e+01,2.258001697207517466e+01,6.017707423689934103e+02,-1.323437162750762841e+00,-1.836000141690122600e+00
5.708341668333666519e+01,3.560725276404885449e+02,1.944664880912911187e+01,2.254826637757280494e+01,6.019325571728094246e+02,-1.321915575295551371e+00,-1.139011179424355369e+00
5.710742148429685727e+01,3.559783647744749260e+02,1.941096211635482760e+01,2.251655230218291592e+01,6.020941208069871209e+02,-1.320394453431390280e+00,-1.687297952437643911e+00
5.713142628525704936e+01,3.558843563001086636e+02,1.937533537293601427e+01,2.248487473509399948e+01,6.022554335918611059e+02,-1.318873802113260885e+00,-1.440124973281624809e+00
5.715543108621724144e+01,3.557905019673523270e+02,1.933976851956899878e+01,2.245323366542967491e+01,6.024164958476488891e+02,-1.317353626299771818e+00,-1.886715269367925440e+00
5.717943588717743353e+01,3.556968015265600798e+02,1.930426149674023506e+01,2.242162908224867479e+01,6.025773078944507688e+02,-1.315833930953295816e+00,-7.199555679764902960e-01
5.720344068813762561e+01,3.556032547284780776e+02,1.926881424472630044e+01,2.239006097454485555e+01,6.027378700522506279e+02,-1.314314721040091172e+00,-2.130628116139896111e+00
5.722744548909781770e+01,3.555098613242439001e+02,1.923342670359388507e+01,2.235852933124720821e+01,6.028981826409147970e+02,-1.312796001530448509e+00,-1.087236416328808186e+00
5.725145029005800978e+01,3.554166210653870621e+02,1.919809881319982381e+01,2.232703414121983343e+01,6.030582459801930781e+02,-1.311277777398802691e+00,-1.192742699690475527e+00
5.727545509101820187e+01,3.553235337038286730e+02,1.916283051319105368e+01,2.229557539326195581e+01,6.032180603897181754e+02,-1.309760053623870713e+00,-1.090860483559893623e+00
5.729945989197839396e+01,3.552305989917297211e+02,1.912762174330692488e+01,2.226415307592167281e+01,6.033776261890415071e+02,-1.308242835084724609e+00,-1.818568995580795544e+00
5.732346469293858604e+01,3.551378166810171706e+02,1.909247244410891753e+01,2.223276717654940526e+01,6.035369436983244213e+02,-1.306726126175049796e+00,-7.898557363347218363e-01
5.734746949389877813e+01,3.550451865240543157e+02,1.905738255565042394e+01,2.220141768212178235e+01,6.036960132381733501e+02,-1.305209931262573786e+00,-8.230163624361964692e-01
5.737147429485897021e+01,3.549527082736009334e+02,1.902235201777818574e+01,2.217010457957009351e+01,6.038548351290506844e+02,-1.303694254724910406e+00,-1.223903529344852137e+00
5.739547909581916230e+01,3.548603816827965716e+02,1.898738077017193859e+01,2.213882785577114731e+01,6.040134096912602217e+02,-1.302179100940179524e+00,-1.145848226840862072e+00
5.741948389677935438e+01,3.547682065051604923e+02,1.895246875234443351e+01,2.210758749754726438e+01,6.041717372449477352e+02,-1.300664474287117400e+00,-1.379344094717868785e+00
5.744348869773954647e+01,3.546761824945916715e+02,1.891761590364141910e+01,2.207638349166628089e+01,6.043298181101005184e+02,-1.299150379145194600e+00,-9.776251502519568426e-01
5.746749349869973855e+01,3.545843094053689697e+02,1.888282216324165219e+01,2.204521582484154152e+01,6.044876526065477265e+02,-1.297636819894738780e+00,-1.708236393188762525e+00
5.749149829965993064e+01,3.544925869921509047e+02,1.884808747015689434e+01,2.201408448373191362e+01,6.046452410539601487e+02,-1.296123800917046376e+00,-1.018695665348698931e+00
5.751550310062012272e+01,3.544010150099758221e+02,1.881341176323191178e+01,2.198298945494177659e+01,6.048025837718503226e+02,-1.294611326594507394e+00,-1.091448102973332501e+00
5.753950790158031481e+01,3.543095932142617812e+02,1.877879498114447188e+01,2.195193072502101828e+01,6.049596810795725332e+02,-1.293099401310709551e+00,-1.998113616761502787e+00
5.756351270254050689e+01,3.542183213608066694e+02,1.874423706240535736e+01,2.192090828046504924e+01,6.051165332963228138e+02,-1.291588029450567943e+00,-2.603613269076172188e+00
5.758751750350069898e+01,3.541271992057880880e+02,1.870973794535834145e+01,2.188992210771478852e+01,6.052731407411387181e+02,-1.290077215400434518e+00,-1.348692180631678728e+00
5.761152230446089106e+01,3.540362265057632953e+02,1.867529756818020914e+01,2.185897219315667073e+01,6.054295037328996614e+02,-1.288566963548215538e+00,-1.369346988823743949e+00
5.763552710542108315e+01,3.539454030176695483e+02,1.864091586888075724e+01,2.182805852312264250e+01,6.055856225903269205e+02,-1.287057278283484818e+00,-6.780318333588554180e-01
5.765953190638127523e+01,3.538547284988237038e+02,1.860659278530277305e+01,2.179718108389017317e+01,6.057414976319831794e+02,-1.285548163997608517e+00,-1.256749760844056762e+00
5.768353670734146732e+01,3.537642027069223900e+02,1.857232825512206276e+01,2.176633986168223345e+01,6.058971291762732108e+02,-1.284039625083845726e+00,-1.532938432775168502e+00
5.770754150830165941e+01,3.536738254000420056e+02,1.853812221584742659e+01,2.173553484266732028e+01,6.060525175414430805e+02,-1.282531665937480803e+00,-1.962430880872469974e+00
5.773154630926185149e+01,3.535835963366387773e+02,1.850397460482067657e+01,2.170476601295943908e+01,6.062076630455809436e+02,-1.281024290955925959e+00,-1.325156132108944229e+00
5.775555111022204358e+01,3.534935152755485888e+02,1.846988535921662589e+01,2.167403335861810731e+01,6.063625660066165892e+02,-1.279517504538838724e+00,-1.571436445328744824e+00
5.777955591118223566e+01,3.534035819759872084e+02,1.843585441604309594e+01,2.164333686564835801e+01,6.065172267423212134e+02,-1.278011311088237623e+00,-1.829371149287921883e+00
5.780356071214242775e+01,3.533137961975500048e+02,1.840188171214090929e+01,2.161267652000074690e+01,6.066716455703082147e+02,-1.276505715008623865e+00,-1.336714057837247172e+00
5.782756551310261983e+01,3.532241577002122312e+02,1.836796718418389318e+01,2.158205230757133108e+01,6.068258228080323988e+02,-1.275000720707079038e+00,-7.465071044649865817e-01
5.785157031406281192e+01,3.531346662443289119e+02,1.833411076867888312e+01,2.155146421420169034e+01,6.069797587727904329e+02,-1.273496332593394120e+00,-1.227115047730805486e+00
5.787557511502300400e+01,3.530453215906347850e+02,1.830031240196571929e+01,2.152091222567891293e+01,6.071334537817205046e+02,-1.271992555080174059e+00,-1.796523882029841479e+00
5.789957991598319609e+01,3.529561235002443027e+02,1.826657202021723947e+01,2.149039632773560982e+01,6.072869081518026633e+02,-1.270489392582959676e+00,-1.106852896438803135e+00
5.792358471694338817e+01,3.528670717346518018e+02,1.823288955943930034e+01,2.145991650604989687e+01,6.074401221998588198e+02,-1.268986849520330695e+00,-1.818020699579337318e+00
5.794758951790357315e+01,3.527781660557313330e+02,1.819926495547075973e+01,2.142947274624541620e+01,6.075930962425524058e+02,-1.267484930314026537e+00,-2.056323741651841619e+00
5.797159431886376524e+01,3.526894062257365476e+02,1.816569814398345883e+01,2.139906503389130066e+01,6.077458305963886005e+02,-1.265983639389053783e+00,-1.018856445923027820e+00
5.799559911982395732e+01,3.526007920073010951e+02,1.813218906048226842e+01,2.136869335450221996e+01,6.078983255777143313e+02,-1.264482981173808307e+00,-1.539658457451664519e+00
5.801960392078414941e+01,3.525123231634383387e+02,1.809873764030506038e+01,2.133835769353835587e+01,6.080505815027181598e+02,-1.262982960100174523e+00,-7.061974912025982265e-01
5.804360872174434149e+01,3.524239994574751336e+02,1.806534381874974571e+01,2.130805803633223050e+01,6.082025986874427872e+02,-1.261483580561380879e+00,-1.105972302436271537e+00
5.806761352270453358e+01,3.523358206525259675e+02,1.803200753194866124e+01,2.127779436720867778e+01,6.083543774483165407e+02,-1.259984846520030066e+00,-1.663194968674660768e+00
5.809161832366472566e+01,3.522477865120264369e+02,1.799872871577332134e+01,2.124756666991375198e+01,6.085059181022863868e+02,-1.258486761818517374e+00,-1.148834118793861547e+00
5.811562312462491775e+01,3.521598967998215244e+02,1.796550730586951516e+01,2.121737492816036763e+01,6.086572209661485431e+02,-1.256989330319717491e+00,-6.092318332500933353e-01
5.813962792558510984e+01,3.520721512801237623e+02,1.793234323775417138e+01,2.118721912561687049e+01,6.088082863565050502e+02,-1.255492555886793538e+00,-1.349849345708098447e+00
5.816363272654530192e+01,3.519845497175132891e+02,1.789923644681534753e+01,2.115709924590704460e+01,6.089591145897642264e+02,-1.253996442383297216e+00,-1.784561802968341881e+00
5.818763752750549401e+01,3.518970918769376794e+02,1.786618686831225489e+01,2.112701527261010526e+01,6.091097059821398716e+02,-1.252500993673271168e+00,-1.583229860091539321e+00
5.821164232846568609e+01,3.518097775237119436e+02,1.783319443737522647e+01,2.109696718926071668e+01,6.092600608496519499e+02,-1.251006213621354668e+00,-1.657536712779626331e+00
5.823564712942587818e+01,3.517226064235187550e+02,1.780025908900574549e+01,2.106695497934896366e+01,6.094101795081263617e+02,-1.249512106092877106e+00,-1.840006063480987830e+00
5.825965193038607026e+01,3.516355783424081665e+02,1.776738075807642758e+01,2.103697862632038351e+01,6.095600622731949443e+02,-1.248018674953966789e+00,-1.894261018857064993e+00
5.828365673134626235e+01,3.515486930467977231e+02,1.773455937933102788e+01,2.100703811357593054e+01,6.097097094602952438e+02,-1.246525924071641978e+00,-1.035336099174352542e+00
5.830766153230645443e+01,3.514619503034726335e+02,1.770179488738443752e+01,2.097713342447201512e+01,6.098591213846708570e+02,-1.245033857313925907e+00,-6.903059273061351586e-01
5.833166633326664652e+01,3.513753498795854284e+02,1.766908721672269422e+01,2.094726454232047175e+01,6.100082983613713168e+02,-1.243542478549930941e+00,-1.424484253003145851e+00
5.835567113422683860e+01,3.512888915426561880e+02,1.763643630170296461e+01,2.091743145038857321e+01,6.101572407052520930e+02,-1.242051791649970705e+00,-8.487606555401241426e-01
5.837967593518703069e+01,3.512025750605726557e+02,1.760384207655355482e+01,2.088763413189902707e+01,6.103059487309747055e+02,-1.240561800485655342e+00,-7.864633455913184745e-01
5.840368073614722277e+01,3.511164002015898404e+02,1.757130447537391404e+01,2.085787257002998629e+01,6.104544227530061562e+02,-1.239072508929990990e+00,-3.970920126051974419e-01
5.842768553710741486e+01,3.510303667343304141e+02,1.753882343213462391e+01,2.082814674791503151e+01,6.106026630856198381e+02,-1.237583920857480813e+00,-1.330757967054756241e+00
5.845169033806760694e+01,3.509444744277845416e+02,1.750639888067740912e+01,2.079845664864318167e+01,6.107506700428947397e+02,-1.236096040144223807e+00,-1.410804226306676235e+00
5.847569513902779903e+01,3.508587230513098234e+02,1.747403075471513034e+01,2.076880225525889045e+01,6.108984439387160137e+02,-1.234608870668012504e+00,-1.023985816408437444e+00
5.849969993998799112e+01,3.507731123746314097e+02,1.744171898783178420e+01,2.073918355076205344e+01,6.110459850867746354e+02,-1.233122416308435554e+00,-1.184334007611891337e+00
5.852370474094818320e+01,3.506876421678419433e+02,1.740946351348250687e+01,2.070960051810799385e+01,6.111932938005674032e+02,-1.231636680946971873e+00,-1.080618145801703678e+00
5.854770954190837529e+01,3.506023122014016167e+02,1.737726426499357757e+01,2.068005314020747676e+01,6.113403703933971656e+02,-1.230151668467091008e+00,-5.818724404654757043e-01
5.857171434286856737e+01,3.505171222461380580e+02,1.734512117556240796e+01,2.065054139992670557e+01,6.114872151783727077e+02,-1.228667382754355275e+00,-1.443302863083357312e+00
5.859571914382875946e+01,3.504320720732464451e+02,1.731303417825754565e+01,2.062106528008731843e+01,6.116338284684085238e+02,-1.227183827696512131e+00,-1.118914778925101272e+00
5.861972394478895154e+01,3.503471614542894486e+02,1.728100320601868845e+01,2.059162476346638471e+01,6.117802105762253859e+02,-1.225701007183593649e+00,-1.716320664295546861e+00
5.864372874574914363e+01,3.502623901611972883e+02,1.724902819165665591e+01,2.056221983279641563e+01,6.119263618143495478e+02,-1.224218925108015554e+00,-1.303937255168601261e+00
5.866773354670933571e+01,3.501777579662676203e+02,1.721710906785341777e+01,2.053285047076535363e+01,6.120722824951135408e+02,-1.222737585364674695e+00,-1.559392187673633634e+00
5.869173834766952780e+01,3.500932646421655932e+02,1.718524576716207974e+01,2.050351666001658657e+01,6.122179729306556055e+02,-1.221256991851045859e+00,-1.600028218475808117e+00
5.871574314862971988e+01,3.500089099619239050e+02,1.715343822200687995e+01,2.047421838314892995e+01,6.123634334329201465e+02,-1.219777148467281025e+00,-1.329634502648737282e+00
5.873974794958991197e+01,3.499246936989428605e+02,1.712168636468320315e+01,2.044495562271664113e+01,6.125086643136571638e+02,-1.218298059116298626e+00,-1.441574686108831882e+00
5.876375275055010405e+01,3.498406156269900293e+02,1.708999012735756651e+01,2.041572836122940870e+01,6.126536658844228214e+02,-1.216819727703889242e+00,-1.031031573374813437e+00
5.878775755151029614e+01,3.497566755201729052e+02,1.705834944211846960e+01,2.038653658112455958e+01,6.127984384565839946e+02,-1.215342158122325156e+00,-8.134243934819597177e-01
5.881176235247048822e+01,3.496728731524480054e+02,1.702676424178997650e+01,2.035738026402888323e+01,6.129429823417331136e+02,-1.213865353908483602e+00,-1.960046578663475314e+00
5.883576715343068031e+01,3.495892082979860334e+02,1.699523445917440512e+01,2.032825939085657296e+01,6.130872978519829530e+02,-1.212389318405393546e+00,-7.107100385254750963e-01
5.885977195439087239e+01,3.495056807313769127e+02,1.696376002684040785e+01,2.029917394248838036e+01,6.132313852992942884e+02,-1.210914054981338417e+00,-2.324092582655349126e+00
5.888377675535106448e+01,3.494222902275655542e+02,1.693234087726144566e+01,2.027012389976988871e+01,6.133752449954030226e+02,-1.209439567004787719e+00,-1.085713340990650089e+00
5.890778155631125657e+01,3.493390365618519695e+02,1.690097694281580232e+01,2.024110924351152008e+01,6.135188772518206406e+02,-1.207965857844477853e+00,-8.528188692404281568e-01
5.893178635727144865e+01,3.492559195098911573e+02,1.686966815578657375e+01,2.021212995448853533e+01,6.136622823798336412e+02,-1.206492930869506042e+00,-1.531849443493646490e+00
5.895579115823164074e+01,3.491729388476931604e+02,1.683841444836167511e+01,2.018318601344103413e+01,6.138054606905041055e+02,-1.205020789449412266e+00,-1.319570623564868539e+00
5.897979595919183282e+01,3.490900943516230086e+02,1.680721575263383016e+01,2.015427740107395493e+01,6.139484124946691281e+02,-1.203549436954269858e+00,-1.594435431567153838e+00
5.900380076015202491e+01,3.490073857984007759e+02,1.677607200060058545e+01,2.012540409805708208e+01,6.140911381029414997e+02,-1.202078876754769654e+00,-7.547034003553740877e-01
5.902780556111221699e+01,3.489248129651016939e+02,1.674498312416429968e+01,2.009656608502502095e+01,6.142336378257089109e+02,-1.200609112222302599e+00,-2.786692908072795127e+00
5.905181036207240908e+01,3.488423756291559243e+02,1.671394905513214724e+01,2.006776334257723704e+01,6.143759119731346345e+02,-1.199140146729053003e+00,-1.684743114805544506e+00
5.907581516303260116e+01,3.487600735683485595e+02,1.668296972521612176e+01,2.003899585127801686e+01,6.145179608551571846e+02,-1.197671983648079586e+00,-2.166168296899627421e+00
5.909981996399279325e+01,3.486779065608199630e+02,1.665204506603302548e+01,2.001026359165649637e+01,6.146597847814904299e+02,-1.196204626353400302e+00,-1.102006323536266041e+00
5.912382476495298533e+01,3.485958743850653718e+02,1.662117500910448697e+01,1.998156654420664324e+01,6.148013840616233665e+02,-1.194738078220079824e+00,-5.451288005285460647e-01
5.914782956591317742e+01,3.485139768199350669e+02,1.659035948585693632e+01,1.995290468938727102e+01,6.149427590048205730e+02,-1.193272342624317695e+00,-5.974837069289057334e-01
5.917183436687336950e+01,3.484322136446344871e+02,1.655959842762163348e+01,1.992427800762202850e+01,6.150839099201217550e+02,-1.191807422943525374e+00,-8.577319091492880965e-01
5.919583916783356159e+01,3.483505846387238876e+02,1.652889176563464702e+01,1.989568647929940326e+01,6.152248371163419733e+02,-1.190343322556417949e+00,-1.066230130459238756e+00
5.921984396879375367e+01,3.482690895821187382e+02,1.649823943103685764e+01,1.986713008477271813e+01,6.153655409020716434e+02,-1.188880044843095174e+00,-1.571910894731488373e+00
5.924384876975394576e+01,3.481877282550894961e+02,1.646764135487396530e+01,1.983860880436013829e+01,6.155060215856763080e+02,-1.187417593185129183e+00,-5.782111340331298477e-01
5.926785357071413785e+01,3.481065004382616053e+02,1.643709746809649275e+01,1.981012261834466770e+01,6.156462794752970922e+02,-1.185955970965643758e+00,-8.742989066570616696e-01
5.929185837167432993e+01,3.480254059126156676e+02,1.640660770155976778e+01,1.978167150697415266e+01,6.157863148788503622e+02,-1.184495181569404920e+00,-1.606648059904727699e+00
5.931586317263452202e+01,3.479444444594871584e+02,1.637617198602393742e+01,1.975325545046126763e+01,6.159261281040276117e+02,-1.183035228382897319e+00,-1.822817565734822232e+00
5.933986797359471410e+01,3.478636158605666537e+02,1.634579025215396442e+01,1.972487442898353649e+01,6.160657194582958027e+02,-1.181576114794415266e+00,-1.495914071854461014e+00
5.936387277455490619e+01,3.477829198978998306e+02,1.631546243051962719e+01,1.969652842268331483e+01,6.162050892488971385e+02,-1.180117844194141119e+00,-6.392113412878549505e-01
5.938787757551509827e+01,3.477023563538872963e+02,1.628518845159552342e+01,1.966821741166779702e+01,6.163442377828492909e+02,-1.178660419974228546e+00,-5.532302540606962582e-01
5.941188237647529036e+01,3.476219250112848158e+02,1.625496824576106292e+01,1.963994137600902690e+01,6.164831653669450588e+02,-1.177203845528890680e+00,-3.693060887022696637e-01
5.943588717743548244e+01,3.475416256532030275e+02,1.622480174330046765e+01,1.961170029574387286e+01,6.166218723077525965e+02,-1.175748124254478721e+00,-1.563459380120931996e+00
5.945989197839567453e+01,3.474614580631077274e+02,1.619468887440278237e+01,1.958349415087404921e+01,6.167603589116154126e+02,-1.174293259549564317e+00,-1.354221508989516209e+00
5.948389677935586661e+01,3.473814220248196420e+02,1.616462956916186400e+01,1.955532292136610906e+01,6.168986254846522570e+02,-1.172839254815024157e+00,-4.814871915517515699e-01
5.950790158031605870e+01,3.473015173225147123e+02,1.613462375757638156e+01,1.952718658715144073e+01,6.170366723327573482e+02,-1.171386113454123912e+00,-1.061358535983144114e+00
5.953190638127625078e+01,3.472217437407139187e+02,1.610467136956680889e+01,1.949908512811736117e+01,6.171744997616018509e+02,-1.169933838867198705e+00,-7.878232406177834157e-01
5.955591118223644287e+01,3.471421010638551934e+02,1.607477233566541130e+01,1.947101852351330109e+01,6.173121080769660693e+02,-1.168482434171263629e+00,-1.828956082046911957e+00
5.957991598319663495e+01,3.470625890765001600e+02,1.604492658658173809e+01,1.944298675179857838e+01,6.174494975851195022e+02,-1.167031902237795293e+00,-1.351727905975644184e+00
5.960392078415682704e+01,3.469832075636349487e+02,1.601513405279670010e+01,1.941498979139068126e+01,6.175866685921776025e+02,-1.165582245963429076e+00,-1.173476737167596484e+00
5.962792558511701912e+01,3.469039563105882280e+02,1.598539466472553450e+01,1.938702762068079366e+01,6.177236214040053710e+02,-1.164133468244984648e+00,-1.341091553546980952e+00
5.965193038607721121e+01,3.468248351030310914e+02,1.595570835271782073e+01,1.935910021803376324e+01,6.178603563262172429e+02,-1.162685571979523491e+00,-1.369550906802038170e+00
5.967593518703740330e+01,3.467458437269768865e+02,1.592607504705747701e+01,1.933120756178812627e+01,6.179968736641774285e+02,-1.161238560064426606e+00,-1.977408580735428245e+00
5.969993998799759538e+01,3.466669819687815561e+02,1.589649467796276205e+01,1.930334963025608985e+01,6.181331737229994587e+02,-1.159792435397470012e+00,-3.442403503729098979e-01
5.972394478895778747e+01,3.465882496151434680e+02,1.586696717558626979e+01,1.927552640172354970e+01,6.182692568075466397e+02,-1.158347200876898242e+00,-1.083854551738687277e+00
5.974794958991797955e+01,3.465096464531033007e+02,1.583749247001493821e+01,1.924773785445007235e+01,6.184051232224315982e+02,-1.156902859401494066e+00,-1.883555754958954109e+00
5.977195439087817164e+01,3.464311722700442715e+02,1.580807049127004049e+01,1.921998396666891296e+01,6.185407732720167360e+02,-1.155459413870654650e+00,-6.150826127548510991e-01
5.979595919183836372e+01,3.463528268536919086e+02,1.577870116930718858e+01,1.919226471658699396e+01,6.186762072604137757e+02,-1.154016867184462836e+00,-1.117799870610992397e+00
5.981996399279855581e+01,3.462746099921142786e+02,1.574938443401633492e+01,1.916458008238492994e+01,6.188114254914843286e+02,-1.152575222243758191e+00,-7.906641932304083742e-01
5.984396879375874789e+01,3.461965214737218162e+02,1.572012021522177250e+01,1.913693004221700278e+01,6.189464282688393268e+02,-1.151134481950210509e+00,-1.243215554684225177e+00
5.986797359471893998e+01,3.461185610872673806e+02,1.569090844268212770e+01,1.910931457421118296e+01,6.190812158958392502e+02,-1.149694649206394859e+00,-1.536177321997599154e+00
5.989197839567913206e+01,3.460407286218461991e+02,1.566174904609036922e+01,1.908173365646911179e+01,6.192157886755942400e+02,-1.148255726915857755e+00,-1.521930763370986650e+00
5.991598319663932415e+01,3.459630238668960942e+02,1.563264195507380805e+01,1.905418726706611920e+01,6.193501469109638720e+02,-1.146817717983192653e+00,-9.688020726003645500e-01
5.993998799759951623e+01,3.458854466121971427e+02,1.560358709919408859e+01,1.902667538405120595e+01,6.194842909045574970e+02,-1.145380625314111223e+00,-7.512848160568024181e-01
5.996399279855970832e+01,3.458079966478719598e+02,1.557458440794719579e+01,1.899919798544705429e+01,6.196182209587337866e+02,-1.143944451815513519e+00,-8.918827100143250641e-01
5.998799759951990040e+01,3.457306737643854149e+02,1.554563381076345330e+01,1.897175504925002798e+01,6.197519373756010737e+02,-1.142509200395563029e+00,-8.121058461871171197e-01
6.001200240048009249e+01,3.456534777525450295e+02,1.551673523700752710e+01,1.894434655343016871e+01,6.198854404570172392e+02,-1.141074873963751513e+00,-5.311169448429097217e-01
6.003600720144028458e+01,3.455764084035006363e+02,1.548788861597841660e+01,1.891697247593119968e+01,6.200187305045897119e+02,-1.139641475430974715e+00,-9.868273009903599791e-01
6.006001200240047666e+01,3.454994655087444357e+02,1.545909387690946346e+01,1.888963279467051848e+01,6.201518078196755823e+02,-1.138209007709603648e+00,-6.261522916320572119e-01
6.008401680336066875e+01,3.454226488601111100e+02,1.543035094896834813e+01,1.886232748753920063e+01,6.202846727033812613e+02,-1.136777473713548536e+00,-5.720394142870381948e-01
6.010802160432086083e+01,3.453459582497778229e+02,1.540165976125708980e+01,1.883505653240201028e+01,6.204173254565630486e+02,-1.135346876358337642e+00,-9.770351082443835544e-01
6.013202640528105292e+01,3.452693934702641059e+02,1.537302024281204460e+01,1.880781990709738238e+01,6.205497663798264512e+02,-1.133917218561183660e+00,-1.158919473608432726e+00
6.015603120624124500e+01,3.451929543144318586e+02,1.534443232260391099e+01,1.878061758943743698e+01,6.206819957735267508e+02,-1.132488503241053213e+00,-1.335934268615419862e+00
6.018003600720143709e+01,3.451166405754855191e+02,1.531589592953772261e+01,1.875344955720796492e+01,6.208140139377686637e+02,-1.131060733318735467e+00,-1.717826954965567365e+00
6.020404080816162917e+01,3.450404520469718932e+02,1.528741099245285717e+01,1.872631578816844566e+01,6.209458211724066814e+02,-1.129633911716917849e+00,-1.892720115786648005e+00
