D,T,s,A,P,P_noisy
4.359155663551936399e+00,1.453992839455549024e+01,1.864427786288524125e+00,2.476721069349938276e+01,8.110678382493581307e-01,7.832000733834518780e-01
5.223964928202258662e+00,4.233203904861598588e+00,1.030954443411488786e+00,6.951261406403907017e+01,2.205728149494902146e-01,2.217947447431295460e-01
9.023260434096091132e+00,1.308265532225675365e+01,9.627993639985524821e-01,3.870828713490581663e+01,7.451080353254865285e-01,7.499286305008007192e-01
5.672429698745980353e+00,7.542371521690398595e+00,1.593272563475027548e+00,6.932033509039180785e+01,6.117334999375884097e-01,6.406779766904507900e-01
2.694499914921867578e+00,2.945787367939693624e+01,1.803548500264809951e+00,2.725146600278889863e+01,6.741979636163930589e-01,6.892733047629383547e-01
5.048431957489680322e+00,1.008609579395715805e+01,9.325511947919836730e-01,2.439524416210186075e+01,3.899883825308906315e-01,3.782262416388781356e-01
3.047083006896363244e+00,4.688842815562342281e+00,1.087473512261178499e+00,4.815169561618365179e+01,1.019836494333000720e-01,1.140468064061410658e-01
6.341953997941414123e+00,1.718217554509100964e+01,1.810155875164781270e+00,7.142779174921210483e+01,9.256443631719217802e-01,9.486972099687309701e-01
5.914968201037608786e+00,1.262992073891812517e+01,1.127458998556112091e+00,4.061318721243566188e+01,6.388292985199538476e-01,6.452845366673394256e-01
7.109479242490942319e+00,3.689825911392513813e+00,8.448053945361129191e-01,3.589447214359400107e+01,2.296519540703441109e-01,2.235868028556186604e-01
9.742897030038538020e+00,2.945122796819525135e+01,1.547133759229303518e+00,5.228560877526456352e+01,9.953891062878384988e-01,1.009653097503278030e+00
5.036551481678007924e+00,3.882273035488637447e+01,1.123974353489187283e+00,4.408631328440399244e+01,8.334557768965008551e-01,8.270860232223526953e-01
4.721063437111140404e-01,1.769095839521602187e+01,6.143137956645803310e-01,2.075207446755926100e+01,2.364563679821518605e-03,-3.425602400327299596e-02
4.999757682758282584e+00,7.990293689389864618e+00,5.343289510787139207e-01,4.381157412520900607e+01,1.249476060812608758e-01,1.522831947312876522e-01
5.128434343461767853e+00,1.366546163393351598e+01,1.698335247746202592e+00,6.441265552182389342e+01,7.818385483299397087e-01,7.567514579048536527e-01
7.928361168720597263e+00,3.635370441622154658e+01,1.436473194225995620e+00,2.319114777849870634e+01,9.968070258185980359e-01,9.908087336424067360e-01
9.284120842460433565e+00,3.620665698853973424e+01,1.115901022151309263e+00,7.862080528131741630e+01,9.416990798582973721e-01,9.360624382047272318e-01
1.696154269338727927e+00,3.244579926575234197e+01,1.334301532055378159e+00,4.597029251073730904e+01,1.357993547575394588e-01,1.297657357268814093e-01
8.870549965895952127e+00,1.139161753385404019e+01,1.659826972217707697e+00,7.023131088842293934e+01,8.981828121523603992e-01,8.931467420494108023e-01
1.809278402530128949e+00,2.643704525544085726e+01,1.371953120767191336e+00,7.946048414188858544e+01,8.160896565729947039e-02,5.344955013216676210e-02
5.943371987343653906e+00,2.119499038900285370e+01,1.862380177220952060e+00,6.733771874637676547e+01,9.498933619261966665e-01,9.610409096366927528e-01
1.462152437438886954e-01,9.674566048016870923e+00,6.714361080322162056e-01,5.529724357918860278e+01,8.845478700825193386e-05,1.254949182808061869e-03
8.465415639152469751e+00,3.071289019139268106e+01,1.946881910554875583e+00,4.966451967937835832e+01,9.989342731110628648e-01,1.000325131901298015e+00
4.180494866339890869e+00,2.723474106668301431e+01,1.046478039520760905e+00,2.581984685552863468e+01,6.447908526769215998e-01,6.668210192351025078e-01
2.245444174959763561e+00,3.867707582940379041e+01,1.533432689745076072e+00,7.247268773478585047e+01,2.179680116849852523e-01,2.405418025989943254e-01
9.467016845178337192e+00,2.419137929845689428e+00,1.425008032009513093e+00,5.373996409511872940e+01,3.719695536741166597e-01,3.993200435107871482e-01
9.496701190633657363e-01,3.966834381545779564e+01,6.453563738882979184e-01,6.353601825355568877e+01,3.586876943928785089e-03,4.116356821087772955e-02
3.584360127108614069e+00,2.826481344122464634e+01,1.255032302369747388e+00,5.568871558229448482e+01,5.361674807000970100e-01,5.457929591530348290e-01
4.715475690828323074e+00,8.404037364825072132e+00,1.150270836772004701e+00,2.190051607628123875e+01,4.118959102946709860e-01,3.816915848612707496e-01
2.715194318967236509e+00,3.261565278383095290e+01,7.353052189692996787e-01,2.991578274522731462e+01,1.955053283156169552e-01,2.003199194730041766e-01
3.641470593056264970e+00,3.362347402284879649e+01,6.549914932527656219e-01,2.739714814432667822e+01,3.062528008361453669e-01,3.070690639422707369e-01
8.455056056239197204e+00,1.604395745431455822e+01,1.359442709041432717e+00,5.258523343411504669e+01,9.095891808597963424e-01,9.115264933401783232e-01
2.047185116446174735e+00,3.264691784156113386e+01,9.879688863653390829e-01,4.673200103090000823e+01,1.235796146802625728e-01,1.121298934323710916e-01
5.612561954255364860e+00,2.153798856918453453e+01,1.274170742731931982e+00,7.724387908923795010e+01,7.441437911220342150e-01,7.269243071063182793e-01
2.202601765961952562e+00,3.457318045567453169e+01,1.452026220092288655e+00,3.812858167094570661e+01,3.495027252788019956e-01,3.659892517613964613e-01
6.231318997688868322e+00,3.647674099328236963e+01,1.579009047261191068e+00,3.924569334370500684e+01,9.895129657383224808e-01,1.009470035601240934e+00
2.579038108427325060e+00,7.263528024096820523e+00,8.285575824504021192e-01,3.051554450823452314e+01,6.886883467386462065e-02,4.707108366458960524e-02
3.222307646590930386e+00,1.808465532728790492e+01,1.219949017118744372e+00,5.504428929247507085e+01,3.551596941129769869e-01,3.665097548865864363e-01
5.315225015438434397e+00,3.778730123843403987e+01,7.777749272805998260e-01,2.761507467593695253e+01,6.983895794407832813e-01,6.955677682758779623e-01
2.592771062257347214e+00,1.249616296423416983e+01,1.704369221661061529e+00,2.857701436769878001e+01,3.525062448795934777e-01,3.453081058669620340e-01
7.323376008622227928e+00,6.915745777446026921e+00,1.938093168883916473e+00,2.896436616950123266e+01,7.961628194268268732e-01,8.104047353513811336e-01
2.323441240153899301e+00,3.498605654465974624e+01,1.903809322191427622e+00,3.997046541995989344e+01,5.686503273605627573e-01,5.681781238687153568e-01
8.389498193207792553e+00,1.150273814552515095e+00,1.122076296692042785e+00,7.102591383190571150e+01,1.382663377493994483e-01,1.277284273468530518e-01
7.037946284972162125e+00,3.591150266086835785e+01,5.853495892610990348e-01,7.661171928644030515e+01,3.603303883094135518e-01,3.619836077756592996e-01
1.379341709531130000e+00,7.929244241887218436e+00,1.498585276059693383e+00,4.892156746278844537e+01,4.100721000446250208e-02,1.600195298586161441e-03
5.249536820203571708e+00,1.706607248227318863e+01,1.163720238460885792e+00,3.404079226063784347e+01,6.988286413292612576e-01,6.874930432546033643e-01
7.553771341278361362e-01,3.468771213894390115e+01,5.459277176491943440e-01,6.670698316123741733e+01,1.483057557354894307e-03,-6.817479057002244491e-03
1.804329275242366304e+00,1.295352193190222545e+00,1.200160694806761130e+00,2.462446256183464754e+01,1.092856174974476957e-02,-1.655891812510528610e-02
3.197632386938478621e+00,3.171989729960617765e+01,1.718735318166965786e+00,4.360425215949425137e+01,7.447951760109213781e-01,7.487882525956057744e-01
7.107739251328976771e+00,4.712276825679822423e+00,7.040823715369224356e-01,6.456183818671027552e+01,2.057564383048936518e-01,2.115620501403682463e-01
6.220981206159763133e+00,2.597830865976030879e+01,1.965224565255381250e+00,2.649096979559764620e+01,9.928976953042317755e-01,9.812503491856753302e-01
5.367119893182027646e+00,1.566557385186667162e+01,1.511727762207737413e+00,2.460536221281807912e+01,8.341617591277981081e-01,8.311269193277104339e-01
1.905400138460360937e+00,1.772243536598209701e+01,9.304571957590025422e-01,6.097824867212894162e+01,5.878699117270613783e-02,7.259682746426991684e-02
3.044914613050474728e+00,3.474349929229074974e+01,6.905793750065525316e-01,3.323075452741177571e+01,2.190574465925592129e-01,2.405809831933510556e-01
6.896949698691626551e+00,2.539971783891039792e+01,5.704000762594902962e-01,6.173878720406269593e+01,3.980533880577040717e-01,3.831613068259306365e-01
4.956801533800272885e+00,8.416578176799468736e+00,1.573993977767704333e+00,4.143641408635808432e+01,5.963521510748200916e-01,6.034236778887503982e-01
3.294138229491898162e+00,7.662395302610942593e+00,8.322231969013835773e-01,6.012950256468072041e+01,1.080137175401082450e-01,1.290290392926555785e-01
7.831818925623682537e-01,1.645208033159987338e+01,1.261956778603098961e+00,6.636152894435988969e+01,8.809433565043489622e-03,8.457361105070672694e-03
5.557795508910806648e-01,1.770425782176463159e+01,7.209504760964557946e-01,4.157214187845736575e+01,2.907181522591173461e-03,-1.229477017391571864e-02
9.251508966273291890e+00,1.335612618195830770e+01,1.895246453194125769e+00,4.701944435258033650e+01,9.659485946007304591e-01,9.508224632001186505e-01
4.218780243192134627e+00,2.019160848680193965e+01,5.545617451818294352e-01,5.945911417384522224e+01,1.531674453226384847e-01,1.469099240184188193e-01
8.937164214406525531e+00,1.317790945125254964e+01,1.091470544304500301e+00,5.860817796180760553e+01,7.831524761801891277e-01,7.626590442229777000e-01
2.503090560570117695e+00,4.865989943129260809e+00,1.027523455445326306e+00,5.354141795371139523e+01,6.042227215879314439e-02,1.008236135549141765e-01
5.943864523980506576e+00,3.129029632995236554e+01,6.389096496715795936e-01,4.754714035846983222e+01,4.865775100043826518e-01,4.753056248683067975e-01
2.629375884706489419e+00,2.557253075026747524e+01,1.466454327905434951e+00,4.314463249403460310e+01,4.192883167935385069e-01,4.269627029493073267e-01
8.836125519062308697e+00,3.547111273882698157e+01,1.859454308599213457e+00,3.185944489951208425e+01,9.997308781107925313e-01,1.003490248765125159e+00
2.315057826067269175e+00,2.529292847688190449e+01,8.532614678137258046e-01,7.409990549711848473e+01,6.676568815566186199e-02,7.958563783151711979e-02
5.502972750354929055e+00,4.830136677964645742e+00,5.840661775405738831e-01,5.944601676421705605e+01,1.071341797333245083e-01,9.949182659164937381e-02
9.667444154623954233e+00,1.302295606584794285e+01,7.242981342805593359e-01,4.037007491607545262e+01,6.084244069211905970e-01,5.824947984828944270e-01
7.327648458743003523e+00,5.759659782896431324e+00,9.867846362959730167e-01,7.241706462815653822e+01,3.897942379127260493e-01,4.225885907225675475e-01
5.589695500749954249e+00,2.965977202241136368e+01,1.682089897743813900e+00,4.452560116398059620e+01,9.709307907565867257e-01,9.693804047109774169e-01
3.705829473850128508e+00,3.981522337323639249e+00,1.434283165485106704e+00,7.079069638706231160e+01,1.975779741295439207e-01,1.999179370069274764e-01
5.346935803107273344e+00,1.662232671571145559e+01,1.471623048480704465e+00,3.050472159774555081e+01,8.310608481265758796e-01,8.350680527376764806e-01
1.392495586801029139e-01,4.634969499187402420e+00,1.957935215627083725e+00,6.040651903576453208e+01,1.640833906353389438e-04,2.539767255427424764e-02
1.393935919906427179e+00,2.938407659566988528e+01,1.889096413418061005e+00,2.100667689036319530e+01,2.101565776691964871e-01,2.255379351429853130e-01
2.863081119764787630e+00,9.325876655701289764e+00,1.685197144646978229e+00,6.997022229924436942e+01,2.917794081969700137e-01,3.152606944685354406e-01
5.637005468831428612e-01,2.150706971517893606e+01,1.245002214316446310e+00,7.175718309038317955e+01,3.119037212916619950e-03,1.957569418130689770e-02
2.458508055316209528e+00,1.123964594924790639e+01,1.065747885111263171e+00,7.940320680315508639e+01,9.549415801575911189e-02,9.857109202566699535e-02
4.268846627336499999e+00,1.443762425792086290e+01,6.920049923876523401e-01,7.922237858227089191e+01,1.646792149680988970e-01,1.697845908468921805e-01
8.595835856686294463e+00,2.124118693572465943e+01,7.022156106983713508e-01,3.478567894725596688e+01,7.079874869310793795e-01,6.931521840519841993e-01
9.198509153105765890e+00,2.131083229834567661e+01,9.592753391310486766e-01,3.849662374926266750e+01,8.825706355563107675e-01,8.438275025733150692e-01
3.044038624634464174e-01,2.422655635800676777e+00,1.133861472929388325e+00,2.321547813986682485e+01,3.120001741786504468e-04,-4.443362478159957121e-03
4.652991944270314484e+00,2.126885163655474997e+01,5.727556990672353354e-01,5.286288862820902779e+01,2.191452835818016309e-01,1.977186470310842437e-01
6.866562162323168295e+00,1.342050889427063431e+01,5.038592821622718265e-01,7.685232393251700955e+01,2.129617278442208494e-01,2.647345184950490316e-01
7.548197458788638237e+00,9.701150792587228011e+00,1.490449739332712964e+00,6.859776062711264899e+01,7.767905197591800093e-01,8.079989534660372286e-01
1.677178942497638436e+00,2.534238979613632203e+00,1.218341406205026844e+00,7.543397370210468011e+01,1.642805834227523132e-02,3.987177175717626643e-02
1.716423409249896448e-01,2.392533346245735615e+01,1.268489543973910338e+00,2.502166025545648864e+01,7.058729075493097582e-04,-1.027775836872822646e-02
2.568870390902850520e+00,1.559131979827826164e+01,1.728607693079929231e+00,3.834533799448585967e+01,3.957860740962940715e-01,4.369924194575067755e-01
3.210581006088635725e+00,2.245797866985591185e+01,1.832808354273676166e+00,6.880358423523627209e+01,6.167628696074175521e-01,5.827102052368454688e-01
1.952912387564873065e+00,9.961894950570126639e+00,1.398836519469743189e+00,6.675087803938595243e+01,9.262383462662182598e-02,6.848603975654696252e-02
2.282756240225753519e+00,7.846345117127609292e+00,5.623667344142867508e-01,4.571713911160492216e+01,2.818358741257687150e-02,1.259712736060538893e-02
6.653803452294524412e+00,2.396313933073849434e+00,6.187895354676904436e-01,2.775275381136160391e+01,8.880426506007588205e-02,6.967520577128033521e-02
2.295116112001967412e+00,1.162932898737276233e+01,1.089838957346804138e+00,2.313231720657139689e+01,1.294597310644959309e-01,1.321411686584033907e-01
1.969583636542102001e+00,9.394715828300407523e+00,1.584592710032039609e+00,7.365092013287002715e+01,1.093515854708569934e-01,1.132597281242624515e-01
2.781355163174255019e+00,2.156823370191899158e+01,9.050037207484090684e-01,5.686062223033393792e+01,1.629943859810037976e-01,2.012253152577820337e-01
4.608439066105420423e+00,3.767987264497270061e+00,1.682427352902401640e+00,7.855423549720944720e+01,3.269896515187754593e-01,3.469684366518318575e-01
2.062015628314110671e+00,3.730259213447564548e+01,1.242750167795032112e+00,3.468841048890621437e+01,2.524554589460936693e-01,2.769043710927887592e-01
5.006619410566378825e+00,3.732828563168013147e+01,1.528782409375775142e+00,4.785752426644543078e+01,9.453830814560810758e-01,9.537836470890730389e-01
9.375992967938396205e+00,2.894414860763788155e+01,5.307850939979033011e-01,4.259186897622220158e+01,6.265455515634180683e-01,6.236323748093437480e-01
8.235446481431885957e+00,3.598591963229091562e+01,1.824999515137631034e+00,3.599880787289981754e+01,9.994728004975519386e-01,9.857763566420413293e-01
7.538466689920815256e+00,3.323650629144936630e+01,1.415967534955231422e+00,2.214546686447292956e+01,9.931077191444193097e-01,9.629565961198535140e-01
9.430659735585971148e+00,2.061997369100899391e+01,1.348528492819389024e+00,2.581774294625395783e+01,9.716181632322800077e-01,9.542553273306281225e-01
9.224524453847399386e+00,2.670127808454715890e+01,1.749159792671491243e+00,6.450375881594391103e+01,9.948487777426211487e-01,9.872632312517606312e-01
5.575075733203290085e+00,1.085090683673590917e+01,7.475114263912995272e-01,2.926021050908804710e+01,3.411202407957681926e-01,3.564082880087818261e-01
6.948085166267002677e+00,2.952884614764436577e+01,9.555492248391166399e-01,6.451112512462110260e+01,7.829818795911808182e-01,7.492845581790048559e-01
3.591519390944768464e+00,1.886323387774874405e+01,1.277597313368504794e+00,2.443888341058478630e+01,5.497568117526355769e-01,5.224625533751369177e-01
5.429429138116085518e+00,2.636292379682650022e+01,5.273001318593917297e-01,6.336074786070470566e+01,2.301723013564574982e-01,2.345935966333883294e-01
9.214484202288794279e+00,9.624293389205979210e+00,1.105915470263107103e+00,4.895718086185408424e+01,7.116426843551830750e-01,6.906949977414307273e-01
5.125436707612982090e+00,3.738335994752695512e+01,1.837250346134141621e+00,3.390706779692268924e+01,9.903826210177811840e-01,9.971216653111011352e-01
4.270542445249750685e+00,1.688909181611861499e+01,1.612138887588341563e+00,2.918251859869661402e+01,7.677755818156446477e-01,7.595720894647315369e-01
6.615608886251932219e+00,3.755857351562590907e+01,1.392322020951664907e+00,2.774111261690669394e+01,9.893645312354765187e-01,9.743588234339074505e-01
4.704183206117982685e+00,1.314527075932375944e+01,1.753212317778924945e+00,6.723718794082378736e+01,7.369197878715703087e-01,7.102883945376354813e-01
1.041243996315496911e+00,2.590293077871690741e+01,1.555408804633308328e+00,2.632520327880882860e+01,6.320777345708517014e-02,6.135821720914502730e-02
3.851508543388693973e+00,3.342789929113928338e+01,1.457303219722135168e+00,4.177821510449162190e+01,7.981574830369420059e-01,7.836126614994638473e-01
1.444944414753322581e+00,1.744768798785388952e+01,1.324016269494376452e+00,7.529670838723225756e+01,4.302445237967678082e-02,3.079375702869086712e-02
9.154774444341210682e+00,2.962388936322291499e+01,6.523054185167500574e-01,2.841483353878545159e+01,8.016687969077902487e-01,7.889507276460074880e-01
7.434734713395187988e+00,7.208012169273064984e+00,1.236832570768941597e+00,5.835997831826100679e+01,5.901794407650073904e-01,5.939330147324868303e-01
4.449173906253541588e+00,2.948651886707995118e+01,1.814876111142446291e+00,3.901452420180947200e+01,9.443599801599050769e-01,9.473445730878047311e-01
8.006912865537633150e-01,3.005236839415529460e+01,1.544250612207011875e+00,3.185656461009414642e+01,3.202981252015613123e-02,-2.228611472609907940e-03
1.218977065582462105e+00,1.037174242281009207e+01,1.079343067567142045e+00,7.937773528967238690e+01,1.534756920176383321e-02,1.213777266684043336e-02
2.697914460904845324e+00,1.204063702008975056e+01,1.775691506308498369e+00,7.386396021096928166e+01,3.214833309513701609e-01,3.294579878428913200e-01
5.290428356427152146e+00,2.719685628062427440e+01,1.322666530593180623e+00,3.151384383076458562e+01,8.973992766822626033e-01,9.181885122456875381e-01
1.151144826832408263e+00,1.917603798396164194e+01,5.149336584880301881e-01,7.476321703993215806e+01,4.459116033838417259e-03,2.012465516509740968e-02
3.692546801100315967e+00,2.057672657147839601e+01,1.939695475125311486e+00,3.882054296775412894e+01,8.188665731848628893e-01,8.230574492860032176e-01
1.892760740916611617e+00,3.085818581610804756e+01,1.184007901558005393e+00,7.170257160864466073e+01,7.843799634902226536e-02,5.558900557204955045e-02
1.130287933270230916e+00,6.795745361162135012e+00,1.748336380512571786e+00,4.134509341275061445e+01,2.924290726936973339e-02,1.384411163682803918e-02
1.295084469896142121e+00,1.801657091209666461e+01,1.865854472651460094e+00,2.787158456800215589e+01,1.117445351437654777e-01,1.300355122380860151e-01
1.293715349610258913e+00,1.473793733120344562e+01,7.049357768685349246e-01,7.578581890289521539e+01,1.000678446574165825e-02,-4.036539339141404642e-03
8.331196730307576459e+00,3.125386081829154605e+01,1.670470453089851981e+00,3.810042157285196396e+01,9.973824309852892256e-01,1.017907723269851017e+00
1.883028180085304815e+00,2.719444211094848640e+01,1.433213530854498652e+00,7.283756758210024884e+01,1.171634244539109249e-01,1.426427745081264853e-01
1.203317141606276230e+00,1.544482933122497403e+00,1.822223235581496681e+00,7.938598742067432568e+01,8.899211151954911081e-03,-1.234430860764607757e-02
8.325195772972714181e+00,2.285769140666388921e+01,9.807458334214196327e-01,6.654242170729116879e+01,8.259438764176747494e-01,8.347561696350439542e-01
9.614009163376016076e+00,1.148345605166693773e+01,7.024882151051208279e-01,4.391813714837921623e+01,5.429979894093426296e-01,5.407565264384119885e-01
7.368855309134660914e+00,1.273979978711600936e+01,1.591183576812442935e+00,2.609504649619297112e+01,8.970888339502167685e-01,9.376429068810426815e-01
8.223276378566953815e-01,2.767410261914665437e+00,5.493671333504697163e-01,4.674632338887509775e+01,1.213160064026386209e-03,1.797407924085616185e-02
1.438753096350733340e+00,1.757563474679136206e+01,1.553361554502189712e+00,6.873257264627122254e+01,6.501120536250759585e-02,5.480201742852587599e-02
1.540685566181870136e+00,1.821133165906541862e+01,1.762110338218832783e+00,4.578982754133987498e+01,1.344697742974303445e-01,1.426159435977622236e-01
1.068401453644989507e+00,4.493721984160043093e+00,8.528594367667521325e-01,5.544442094453185632e+01,5.639540685382526952e-03,-1.271413406740711655e-02
4.857398633147282041e+00,3.298746495538932777e+01,8.277342771625905149e-01,4.457143186478485575e+01,5.591782691459302734e-01,5.561486186768490603e-01
6.535860299723564859e-01,2.141927072309117364e+01,6.733439649878588673e-01,2.068128106190124527e+01,6.240054080575374584e-03,1.033984243297020322e-02
7.969686412084647564e+00,2.767422606877713065e+01,1.721447283202745426e+00,4.066336020740249069e+01,9.949610376772703990e-01,9.979484640870545098e-01
4.166336978371493416e+00,1.109716972404164537e+01,9.940252406542062769e-01,6.118780809376332996e+01,2.983700014124844868e-01,3.045253719985789864e-01
2.033217907961163640e+00,3.111592477987422711e+01,7.232481624836769596e-01,2.431630066824412495e+01,1.078309980845606475e-01,8.969219150326365741e-02
1.020959614812501526e+00,3.190067519384420347e+00,1.403599203953198371e+00,3.375628368612173347e+01,8.258863526073301209e-03,-2.880673173976849855e-02
5.734549640018698824e+00,1.232726118519882696e+01,5.144099098821217630e-01,6.621655034978384435e+01,1.732887997990555373e-01,1.660305040730190584e-01
7.803014261510615057e+00,1.026418948225825289e+01,1.007993236637544809e+00,5.406063898882032248e+01,6.192106465927469383e-01,6.013635030226042177e-01
5.869299427520101808e+00,2.453188328922415096e+01,7.064909486756891788e-01,7.488516380801391392e+01,3.797500837089750059e-01,3.657464010141365796e-01
2.452441422275655203e+00,2.164165489263806208e+01,1.503459423946573281e+00,3.163701837525695382e+01,3.788732234933549492e-01,4.216199438943272204e-01
8.048737922004704615e+00,1.771423951923432583e+01,1.698280282296628529e+00,3.991791002379741826e+01,9.705274199442474048e-01,9.937851796628577317e-01
5.193141857297872477e+00,2.863333585746856258e+01,7.674550856426665124e-01,6.935753479252531406e+01,3.953837959272019642e-01,3.918947727597785202e-01
5.894201244292339048e+00,2.863083282020698306e+01,7.100592939913700219e-01,5.755134015165583605e+01,4.899979377258292246e-01,4.613292283383979009e-01
9.086543206722927479e+00,3.136586091092899409e+01,1.627149927790308093e+00,6.184584706074179650e+01,9.955175653686011428e-01,9.695536496521650616e-01
6.785496334536388119e+00,3.544684658046080727e+01,1.819167168412493041e+00,2.672325323961803534e+01,9.984986555941607334e-01,1.005722577100298221e+00
1.254925416432791430e+00,3.755845948645820442e+01,1.716621494333135711e+00,7.572708845064013872e+01,4.135976110898309521e-02,6.274673743303607609e-02
6.975310579077112827e+00,1.952622894602171311e+00,1.033776757989966377e+00,4.898887217749111755e+01,1.693969541026716374e-01,1.636266554767543402e-01
2.974900257128511694e+00,3.304195550911664725e+01,6.914269963306272082e-01,6.610176102906271467e+01,9.754465574581350218e-02,1.002466491144328037e-01
7.921090520526043122e+00,3.604558032420258229e+01,5.360789371310281659e-01,5.625200170723243787e+01,5.072422405277174917e-01,5.123383551711556683e-01
5.667742294508288481e+00,1.450792360551735882e+01,5.567835188412000313e-01,7.879441085485558460e+01,1.888615109423660288e-01,2.101853747687019713e-01
5.452775474766198727e+00,2.786568496950339835e+01,7.697786732962763612e-01,4.039688297440633136e+01,5.723464696788521655e-01,5.347370426823787604e-01
1.499403269298730912e+00,1.196976109321231974e+01,7.286545938793314026e-01,2.409780161272454535e+01,2.674486460012859279e-02,2.986391028369051251e-02
3.685087357932599339e-01,3.984466992424433585e+00,1.424863495459967044e+00,4.954406652965072055e+01,9.106921307198145854e-04,9.021310924106143436e-03
9.750685239450238129e+00,1.795874495939903426e+01,5.756469319193713297e-01,5.380513108320773341e+01,5.401832375335395842e-01,5.591850794820165671e-01
4.005438499516609241e-01,1.619616889404390747e+00,1.713557392951885694e+00,5.437520510523538775e+01,6.133753701152988569e-04,8.536135230878805907e-03
6.128887700874173783e-01,6.241461199979222663e+00,1.439386447574543926e+00,2.200972279840943813e+01,4.959602109307570394e-03,-1.705433574579198405e-02
4.639334127270580588e+00,3.683703093333721768e+01,1.879445784694327326e+00,2.494678846370382175e+01,9.871179135625544054e-01,9.755068420678466579e-01
9.380131775923304716e+00,3.629994114122479232e+01,1.820583687085171931e+00,2.209316785835283525e+01,9.998582962261447493e-01,9.693746443581550132e-01
5.460254467496770125e+00,3.012997776244933590e+01,1.244703574873657903e+00,4.876512875029838767e+01,8.676179279972549008e-01,8.714819775240164601e-01
9.923126234815224933e+00,3.361405196032035914e+00,1.306524643752396520e+00,5.083597152016268694e+01,4.489612641617686251e-01,4.528084648491816910e-01
7.187815265874133885e+00,1.169388317207515016e+01,1.890852693345224766e+00,6.073386466192579292e+01,9.064502975800894369e-01,9.166869299713390484e-01
8.224625630749375915e+00,3.475078589864372702e+01,7.383364636979231621e-01,3.616374541329440717e+01,8.436679396404326292e-01,8.242704999024480506e-01
8.211164941892649338e+00,2.584082307537513401e+01,9.882412937832583122e-01,7.263560263025775043e+01,8.301457263062280711e-01,8.073411126574814300e-01
9.435762099633544508e+00,3.612253666277270980e+01,5.238714512506870147e-01,5.640534340997551510e+01,5.932738466408891131e-01,6.237858177777940716e-01
9.692372214433232713e+00,2.751598415442643031e+01,1.900945909299507353e+00,2.441544298674038771e+01,9.993044927326525384e-01,1.002948134746064035e+00
3.343729595906608676e+00,1.161720828243256065e+00,1.006770409709777603e+00,7.964486522599918317e+01,2.918671334977029908e-02,6.410678177918760490e-02
7.112624116633223359e+00,2.308202897862636505e+01,9.780831635937263790e-01,7.139726530945836203e+01,7.404637628854886522e-01,7.492526458561526992e-01
5.133206143808223487e+00,2.411011019342125650e+01,1.925108146510484897e+00,5.818417461649835332e+01,9.493074050842293943e-01,9.200732619864564477e-01
9.789747412510351410e+00,2.992916132868511170e+01,5.402021713690150495e-01,2.890286960646324843e+01,7.176315872479328561e-01,7.337399229002246059e-01
5.953862875710047575e+00,1.829753673295426353e+01,9.242277642128293724e-01,6.559033446737208806e+01,5.665098487182194109e-01,5.912124553207777078e-01
4.060298589076982267e+00,2.599201783520801357e+01,1.804588819797557253e+00,2.350272477029202989e+01,9.114409710616506732e-01,9.024265023431500277e-01
4.341799986824551594e-01,2.546976905529541213e+01,1.174787642072669280e+00,5.598569290328168080e+01,2.313064537393660913e-03,-3.618010845348589716e-02
7.316580864368395609e+00,1.159413171275938303e+01,1.838026798113816751e+00,2.269626182477187371e+01,9.168330691299183544e-01,9.301378966331983467e-01
2.254050172112432582e-01,3.036592687684909819e+01,6.730895916720378569e-01,3.876866251244263850e+01,4.451439505943621811e-04,-2.361907487238146426e-03
6.520521394093769629e+00,1.012208859019771268e+01,6.233337956102786848e-01,5.769764765035097298e+01,2.732607008066590959e-01,2.788125609069946331e-01
2.723377640461051907e+00,1.379403022063804940e+01,5.792093772182694833e-01,2.460758483738986158e+01,7.808960187459690339e-02,2.435936328382692917e-02
6.788324291545557720e+00,3.456279141553418199e+00,7.392821421860795716e-01,6.329173878070052695e+01,1.624757304713219108e-01,1.716182317252800682e-01
9.919016839628271853e+00,3.912709594301662719e+01,7.553790273008251788e-01,6.340038922787747566e+01,8.482720435278181537e-01,7.932617273918505241e-01
3.550112952415409140e+00,3.624252313791500058e+01,1.794742692472418355e+00,2.289623057823123631e+01,9.189033984320628123e-01,9.015552717319573750e-01
5.616075829456725010e+00,1.068449185507692967e+01,1.134539388033982910e+00,3.419215033048626395e+01,5.668009947083733069e-01,5.845190229869734466e-01
5.607678482333470882e+00,3.571898306562284375e+01,1.977029141655562761e+00,4.263334099102101504e+01,9.950541598571442936e-01,9.585646167986170418e-01
1.712454464595005943e+00,2.497470830303648626e+01,1.304243551109989241e+00,4.027564669562834609e+01,1.315909370410305312e-01,9.431488289830400329e-02
7.405288818876639922e+00,2.512450319837624590e+01,9.364644685227531129e-01,6.655587246644626020e+01,7.667191387721730145e-01,7.577235589051254383e-01
7.060357291153334991e+00,3.842215354453356468e+01,1.437783191626669010e+00,6.589112325183714347e+01,9.753109221585380961e-01,1.008244123731907083e+00
7.736802568243512646e+00,1.422487653336753155e+01,1.513610906121215294e+00,2.464594000701757892e+01,9.165862322921142225e-01,9.488992777538418633e-01
2.286060012478630998e+00,2.257071891418135579e+01,1.675059843764629353e+00,6.971638606738757460e+01,2.766035767267837064e-01,2.644379262321267521e-01
