t,x,v,Fh,Fh2,dx_dt
8.993798759751950200e+00,-1.069943836567914808e+00,-1.622819823595266983e-02,-5.810902288331872834e-01,-1.055567407367344890e-01,-1.622819823595266983e-02
8.997799559911982215e+00,-1.069999170104895425e+00,-1.143286308480936410e-02,-5.830461760296553608e-01,-1.072819938609691076e-01,-1.143286308480936410e-02
9.001800360072014229e+00,-1.070035316439284401e+00,-6.636530986679068170e-03,-5.849917891186438013e-01,-1.090053974776660356e-01,-6.636530986679068170e-03
9.005801160232046243e+00,-1.070052271766311236e+00,-1.839293758139429365e-03,-5.869270409200536553e-01,-1.107269205588714833e-01,-1.839293758139429365e-03
9.009801960392078257e+00,-1.070050032647883009e+00,2.958756554522434801e-03,-5.888521296076630884e-01,-1.124465322785476035e-01,2.958756554522434801e-03
9.013802760552110271e+00,-1.070028596023030687e+00,7.757523318753824226e-03,-5.907675315014159212e-01,-1.141642027420048389e-01,7.757523318753824226e-03
9.017803560712142286e+00,-1.069987959222604923e+00,1.255690814221801718e-02,-5.926734470852557113e-01,-1.158799026723102144e-01,1.255690814221801718e-02
9.021804360872174300e+00,-1.069928119971178315e+00,1.735681194022497403e-02,-5.945697841896259161e-01,-1.175936032039579943e-01,1.735681194022497403e-02
9.025805161032206314e+00,-1.069849076390788412e+00,2.215713565522403616e-02,-5.964564911735340536e-01,-1.193052752850005255e-01,2.215713565522403616e-02
9.029805961192238328e+00,-1.069750826999539717e+00,2.695778024961865971e-02,-5.983335343762880010e-01,-1.210148898873113360e-01,2.695778024961865971e-02
9.033806761352270343e+00,-1.069633370711847942e+00,3.175864665566217881e-02,-6.002008743893855192e-01,-1.227224180204465193e-01,3.175864665566217881e-02
9.037807561512302357e+00,-1.069496706838623856e+00,3.655963578945652798e-02,-6.020584719884128910e-01,-1.244278307160517905e-01,3.655963578945652798e-02
9.041808361672334371e+00,-1.069340835088974595e+00,4.136064860116075298e-02,-6.039062881492303081e-01,-1.261310990386440845e-01,4.136064860116075298e-02
9.045809161832366385e+00,-1.069165755566514386e+00,4.616158595857846464e-02,-6.057442840103189896e-01,-1.278321940604230378e-01,4.616158595857846464e-02
9.049809961992398399e+00,-1.068971468770347766e+00,5.096234870333091194e-02,-6.075724208894427436e-01,-1.295310868721628872e-01,5.096234870333091194e-02
9.053810762152430414e+00,-1.068757975596309695e+00,5.576283769426293446e-02,-6.093906602973572229e-01,-1.312277485923169784e-01,5.576283769426293446e-02
9.057811562312462428e+00,-1.068525277336967116e+00,6.056295380744296936e-02,-6.111989639378095918e-01,-1.329221503670178495e-01,6.056295380744296936e-02
9.061812362472494442e+00,-1.068273375681617399e+00,6.536259793616305824e-02,-6.129972937075388595e-01,-1.346142633700772029e-01,6.536259793616305824e-02
9.065813162632526456e+00,-1.068002272716289003e+00,7.016167099093884030e-02,-6.147856116962758799e-01,-1.363040588029859057e-01,7.016167099093884030e-02
9.069813962792558470e+00,-1.067711970923741482e+00,7.496007389950956612e-02,-6.165638801867431296e-01,-1.379915078949140450e-01,7.496007389950956612e-02
9.073814762952590485e+00,-1.067402473183465483e+00,7.975770760683803529e-02,-6.183320616546549298e-01,-1.396765819027108446e-01,7.975770760683803529e-02
9.077815563112622499e+00,-1.067073782771682522e+00,8.455447307511068655e-02,-6.200901187687171134e-01,-1.413592521109046929e-01,8.455447307511068655e-02
9.081816363272654513e+00,-1.066725903361345207e+00,8.935027128373757010e-02,-6.218380143906274693e-01,-1.430394898317031982e-01,8.935027128373757010e-02
9.085817163432686527e+00,-1.066358839022137017e+00,9.414500322935231980e-02,-6.235757115750755197e-01,-1.447172664049931057e-01,9.414500322935231980e-02
9.089817963592718542e+00,-1.065972594220245595e+00,9.893856993091013075e-02,-6.253031735710703476e-01,-1.463925531992454065e-01,9.893856993091013075e-02
9.093818763752750556e+00,-1.065567173812463464e+00,1.037308725456761865e-01,-6.270203638504958654e-01,-1.480653216306879183e-01,1.037308725456761865e-01
9.097819563912782570e+00,-1.065142583054247805e+00,1.085218121622965881e-01,-6.287272460512511874e-01,-1.497355431239601742e-01,1.085218121622965881e-01
9.101820364072814584e+00,-1.064698827598190567e+00,1.133112898714229988e-01,-6.304237839989352832e-01,-1.514031891273508734e-01,1.133112898714229988e-01
9.105821164232846598e+00,-1.064235913491200280e+00,1.180992068355865010e-01,-6.321099417256843545e-01,-1.530682311257359207e-01,1.180992068355865010e-01
9.109821964392878613e+00,-1.063753847174500944e+00,1.228854642891975824e-01,-6.337856834701725006e-01,-1.547306406405781487e-01,1.228854642891975824e-01
9.113822764552910627e+00,-1.063252635483632913e+00,1.276699635385460940e-01,-6.354509736776111639e-01,-1.563903892299275400e-01,1.276699635385460940e-01
9.117823564712942641e+00,-1.062732285648452235e+00,1.324526059618013063e-01,-6.371057769997491294e-01,-1.580474484884211162e-01,1.324526059618013063e-01
9.121824364872974655e+00,-1.062192805293131537e+00,1.372332930090118808e-01,-6.387500582948727468e-01,-1.597017900472829655e-01,1.372332930090118808e-01
9.125825165033006670e+00,-1.061634202436158914e+00,1.420119262021058426e-01,-6.403837826278058198e-01,-1.613533855743242429e-01,1.420119262021058426e-01
9.129825965193038684e+00,-1.061056485490338597e+00,1.467884071348906638e-01,-6.420069152699098280e-01,-1.630022067739431424e-01,1.467884071348906638e-01
9.133826765353070698e+00,-1.060459663262791397e+00,1.515626374730531523e-01,-6.436194216990834827e-01,-1.646482253871249801e-01,1.515626374730531523e-01
9.137827565513102712e+00,-1.059843744954953149e+00,1.563345189541595903e-01,-6.452212675997631708e-01,-1.662914131914420834e-01,1.563345189541595903e-01
9.141828365673134726e+00,-1.059208740162576712e+00,1.611039533876555407e-01,-6.468124188629227334e-01,-1.679317420010538464e-01,1.611039533876555407e-01
9.145829165833166741e+00,-1.058554658875730414e+00,1.658708426548660408e-01,-6.483928415860732430e-01,-1.695691836667067576e-01,1.658708426548660408e-01
9.149829965993198755e+00,-1.057881511478798719e+00,1.706350887089955193e-01,-6.499625020732635594e-01,-1.712037100757343722e-01,1.706350887089955193e-01
9.153830766153230769e+00,-1.057189308738051503e+00,1.753965936778050239e-01,-6.515213668582789941e-01,-1.728352931690588512e-01,1.753965936778050239e-01
9.157831566313262783e+00,-1.056478061806475965e+00,1.801552597997904959e-01,-6.530694026846060041e-01,-1.744639049256590246e-01,1.801552597997904959e-01
9.161832366473294798e+00,-1.055747782245523902e+00,1.849109892562494362e-01,-6.546065764694301015e-01,-1.760895173362329869e-01,1.849109892562494362e-01
9.165833166633326812e+00,-1.054998482004681160e+00,1.896636843583686949e-01,-6.561328553498578797e-01,-1.777121024375601932e-01,1.896636843583686949e-01
9.169833966793358826e+00,-1.054230173421238037e+00,1.944132475492277856e-01,-6.576482066833921891e-01,-1.793316323128527623e-01,1.944132475492277856e-01
9.173834766953390840e+00,-1.053442869220288847e+00,1.991595814037990242e-01,-6.591525980479323588e-01,-1.809480790917554205e-01,1.991595814037990242e-01
9.177835567113422854e+00,-1.052636582514731911e+00,2.039025886289474176e-01,-6.606459972417737525e-01,-1.825614149503456962e-01,2.039025886289474176e-01
9.181836367273454869e+00,-1.051811326805270230e+00,2.086421720634307475e-01,-6.621283722836082131e-01,-1.841716121111336701e-01,2.086421720634307475e-01
9.185837167433486883e+00,-1.050967115980410371e+00,2.133782346778994865e-01,-6.635996914125238400e-01,-1.857786428430621140e-01,2.133782346778994865e-01
9.189837967593518897e+00,-1.050103964316464022e+00,2.181106795748968818e-01,-6.650599230880049895e-01,-1.873824794615064904e-01,2.181106795748968818e-01
9.193838767753550911e+00,-1.049221886477545995e+00,2.228394099888588720e-01,-6.665090359899324968e-01,-1.889830943282749254e-01,2.228394099888588720e-01
9.197839567913582925e+00,-1.048320897515576000e+00,2.275643292861140865e-01,-6.679469990185832318e-01,-1.905804598516082082e-01,2.275643292861140865e-01
9.201840368073614940e+00,-1.047401012870277537e+00,2.322853409648840128e-01,-6.693737812946305432e-01,-1.921745484861797637e-01,2.322853409648840128e-01
9.205841168233646954e+00,-1.046462248369179004e+00,2.370023486552827463e-01,-6.707893521591440367e-01,-1.937653327330957909e-01,2.370023486552827463e-01
9.209841968393678968e+00,-1.045504620227611925e+00,2.417152561193172122e-01,-6.721936811735896855e-01,-1.953527851398950133e-01,2.417152561193172122e-01
9.213842768553710982e+00,-1.044528145048713164e+00,2.464239672508869439e-01,-6.735867381198297199e-01,-1.969368783005489287e-01,2.464239672508869439e-01
9.217843568713742997e+00,-1.043532839823422709e+00,2.511283860757843600e-01,-6.749684930001225158e-01,-1.985175848554616707e-01,2.511283860757843600e-01
9.221844368873775011e+00,-1.042518721900386414e+00,2.558284168973418149e-01,-6.763389160665154165e-01,-2.000948775157552484e-01,2.558284168973418149e-01
9.225845169033807025e+00,-1.041485809012208552e+00,2.605239641480711077e-01,-6.776979777838100238e-01,-2.016687290320382797e-01,2.605239641480711077e-01
9.229845969193839039e+00,-1.040434119304090022e+00,2.652149322651999874e-01,-6.790456488082303732e-01,-2.032391121767568309e-01,2.652149322651999874e-01
9.233846769353871053e+00,-1.039363671297723890e+00,2.699012258784387330e-01,-6.803819000293389596e-01,-2.048059997790569464e-01,2.699012258784387330e-01
9.237847569513903068e+00,-1.038274483891273636e+00,2.745827498100976705e-01,-6.817067025700621619e-01,-2.063693647248053264e-01,2.745827498100976705e-01
9.241848369673935082e+00,-1.037166576359372705e+00,2.792594090750871727e-01,-6.830200277866902425e-01,-2.079291799565894661e-01,2.792594090750871727e-01
9.245849169833967096e+00,-1.036039968353123619e+00,2.839311088809176042e-01,-6.843218472688769038e-01,-2.094854184737175995e-01,2.839311088809176042e-01
9.249849969993999110e+00,-1.034894679900099534e+00,2.885977546276994321e-01,-6.856121328396400649e-01,-2.110380533322186725e-01,2.885977546276994321e-01
9.253850770154031125e+00,-1.033730731404342906e+00,2.932592519081431148e-01,-6.868908565553608625e-01,-2.125870576448423976e-01,2.932592519081431148e-01
9.257851570314063139e+00,-1.032548143646365935e+00,2.979155065075590469e-01,-6.881579907057846501e-01,-2.141324045810592547e-01,2.979155065075590469e-01
9.261852370474095153e+00,-1.031346937783151008e+00,3.025664244038578921e-01,-6.894135078140203321e-01,-2.156740673670603792e-01,3.025664244038578921e-01
9.265853170634127167e+00,-1.030127135348149814e+00,3.072119117675500832e-01,-6.906573806365405854e-01,-2.172120192857577570e-01,3.072119117675500832e-01
9.269853970794159181e+00,-1.028888758251284008e+00,3.118518749617462116e-01,-6.918895821631819709e-01,-2.187462336767840299e-01,3.118518749617462116e-01
9.273854770954191196e+00,-1.027631828778945655e+00,3.164862205421569707e-01,-6.931100856171444891e-01,-2.202766839364926343e-01,3.164862205421569707e-01
9.277855571114223210e+00,-1.026356369593995455e+00,3.211148552570929349e-01,-6.943188644549922461e-01,-2.218033435179577184e-01,3.211148552570929349e-01
9.281856371274255224e+00,-1.025062403735764960e+00,3.257376860474647806e-01,-6.955158923666530102e-01,-2.233261859309741693e-01,3.257376860474647806e-01
9.285857171434287238e+00,-1.023749954620054803e+00,3.303546200467831762e-01,-6.967011432754181000e-01,-2.248451847420576410e-01,3.303546200467831762e-01
9.289857971594319253e+00,-1.022419046039135804e+00,3.349655645811588922e-01,-6.978745913379429400e-01,-2.263603135744444994e-01,3.349655645811588922e-01
9.293858771754351267e+00,-1.021069702122025857e+00,3.395704272959390035e-01,-6.990362109669390200e-01,-2.278715461305259871e-01,3.395704272959390035e-01
9.297859571914383281e+00,-1.019701947353159444e+00,3.441691160786951587e-01,-7.001859768104754522e-01,-2.293788561717494956e-01,3.441691160786951587e-01
9.301860372074415295e+00,-1.018315806643270038e+00,3.487615388421017038e-01,-7.013238637158363264e-01,-2.308822174823217666e-01,3.487615388421017038e-01
9.305861172234447309e+00,-1.016911305263825227e+00,3.533476037464309272e-01,-7.024498467743823804e-01,-2.323816039131099687e-01,3.533476037464309272e-01
9.309861972394479324e+00,-1.015488468846309278e+00,3.579272192019141707e-01,-7.035639013220010840e-01,-2.338769893820850376e-01,3.579272192019141707e-01
9.313862772554511338e+00,-1.014047323382222920e+00,3.625002938687413856e-01,-7.046660029391068614e-01,-2.353683478743216484e-01,3.625002938687413856e-01
9.317863572714543352e+00,-1.012587895223082901e+00,3.670667366570615764e-01,-7.057561274506412019e-01,-2.368556534419983817e-01,3.670667366570615764e-01
9.321864372874575366e+00,-1.011110211080422872e+00,3.716264567269824681e-01,-7.068342509260725492e-01,-2.383388802043975019e-01,3.716264567269824681e-01
9.325865173034607380e+00,-1.009614298025792944e+00,3.761793634885707838e-01,-7.079003496793963013e-01,-2.398180023479051237e-01,3.761793634885707838e-01
9.329865973194639395e+00,-1.008100183490759694e+00,3.807253666018519667e-01,-7.089544002691349212e-01,-2.412929941260111844e-01,3.807253666018519667e-01
9.333866773354671409e+00,-1.006567895266905932e+00,3.852643759768102916e-01,-7.099963794983377152e-01,-2.427638298593093602e-01,3.852643759768102916e-01
9.337867573514703423e+00,-1.005017461505831378e+00,3.897963017733889757e-01,-7.110262644145810551e-01,-2.442304839354971502e-01,3.897963017733889757e-01
9.341868373674735437e+00,-1.003448910719151987e+00,3.943210544014900676e-01,-7.120440323099682667e-01,-2.456929308093758202e-01,3.943210544014900676e-01
9.345869173834767452e+00,-1.001862271778499958e+00,3.988385445209744473e-01,-7.130496607211297411e-01,-2.471511450028505141e-01,3.988385445209744473e-01
9.349869973994799466e+00,-1.000257573915524389e+00,4.033486830416617708e-01,-7.140431274292226016e-01,-2.486051011049300596e-01,4.033486830416617708e-01
9.353870774154831480e+00,-9.986348467218905123e-01,4.078513811233306918e-01,-7.150244104599312589e-01,-2.500547737717271346e-01,4.078513811233306918e-01
9.357871574314863494e+00,-9.969941201492803495e-01,4.123465501757186402e-01,-7.159934880834669668e-01,-2.515001377264582949e-01,4.123465501757186402e-01
9.361872374474895508e+00,-9.953354245093921637e-01,4.168341018585218771e-01,-7.169503388145678224e-01,-2.529411677594436969e-01,4.168341018585218771e-01
9.365873174634927523e+00,-9.936587904739409005e-01,4.213139480813954951e-01,-7.178949414124990991e-01,-2.543778387281074860e-01,4.213139480813954951e-01
9.369873974794959537e+00,-9.919642490258427925e-01,4.257860011089877328e-01,-7.188272748969067871e-01,-2.558101255777401328e-01,4.257860011089877328e-01
9.373874774954991551e+00,-9.902518314656079124e-01,4.302501735313233877e-01,-7.197473185367020410e-01,-2.572380033295253998e-01,4.302501735313233877e-01
9.377875575115023565e+00,-9.885215695322020490e-01,4.347063780096797059e-01,-7.206550518137281314e-01,-2.586614470317059600e-01,4.347063780096797059e-01
9.381876375275055580e+00,-9.867734953054797531e-01,4.391545275003899684e-01,-7.215504544621179628e-01,-2.600804318087263645e-01,4.391545275003899684e-01
9.385877175435087594e+00,-9.850076412038258900e-01,4.435945352600818570e-01,-7.224335064691506103e-01,-2.614949328623276670e-01,4.435945352600818570e-01
9.389877975595119608e+00,-9.832240399841548628e-01,4.480263148456771205e-01,-7.233041880752516528e-01,-2.629049254715471462e-01,4.480263148456771205e-01
9.393878775755151622e+00,-9.814227247419106126e-01,4.524497801143915754e-01,-7.241624797739927288e-01,-2.643103849927184168e-01,4.524497801143915754e-01
9.397879575915183636e+00,-9.796037289110673951e-01,4.568648452237352720e-01,-7.250083623120922027e-01,-2.657112868594714294e-01,4.568648452237352720e-01
9.401880376075215651e+00,-9.777670862641290039e-01,4.612714246315125499e-01,-7.258418166894142765e-01,-2.671076065827324153e-01,4.612714246315125499e-01
9.405881176235247665e+00,-9.759128309121288813e-01,4.656694330958216499e-01,-7.266628241589697668e-01,-2.684993197507239415e-01,4.656694330958216499e-01
9.409881976395279679e+00,-9.740409973046304515e-01,4.700587856750551574e-01,-7.274713662269156611e-01,-2.698864020289649668e-01,4.700587856750551574e-01
9.413882776555311693e+00,-9.721516202297270093e-01,4.744393977278997809e-01,-7.282674246525553396e-01,-2.712688291602705637e-01,4.744393977278997809e-01
9.417883576715343708e+00,-9.702447348140414984e-01,4.788111849133362963e-01,-7.290509814483383533e-01,-2.726465769647524184e-01,4.788111849133362963e-01
9.421884376875375722e+00,-9.683203765227266224e-01,4.831740631906397687e-01,-7.298220188798606456e-01,-2.740196213398182201e-01,4.831740631906397687e-01
9.425885177035407736e+00,-9.663785811594650665e-01,4.875279488193793309e-01,-7.305805194658645529e-01,-2.753879382601722159e-01,4.875279488193793309e-01
9.429885977195439750e+00,-9.644193848664692759e-01,4.918727583594183494e-01,-7.313264659782384713e-01,-2.767515037778148779e-01,4.918727583594183494e-01
9.433886777355471764e+00,-9.624428241244812332e-01,4.962084086709142028e-01,-7.320598414420173006e-01,-2.781102940220429587e-01,4.962084086709142028e-01
9.437887577515503779e+00,-9.604489357527731253e-01,5.005348169143186698e-01,-7.327806291353822221e-01,-2.794642851994496024e-01,5.005348169143186698e-01
9.441888377675535793e+00,-9.584377569091465654e-01,5.048519005503774304e-01,-7.334888125896608102e-01,-2.808134535939242338e-01,5.048519005503774304e-01
9.445889177835567807e+00,-9.564093250899332599e-01,5.091595773401305092e-01,-7.341843755893265877e-01,-2.821577755666525578e-01,5.091595773401305092e-01
9.449889977995599821e+00,-9.543636780513816698e-01,5.134577654549481451e-01,-7.348673021836327202e-01,-2.834972275820613064e-01,5.134577654549481451e-01
9.453890778155631835e+00,-9.523008538616178908e-01,5.177463833855716624e-01,-7.355375766694216555e-01,-2.848317861802781015e-01,5.177463833855716624e-01
9.457891578315663850e+00,-9.502208910186434876e-01,5.220253497861944147e-01,-7.361951835783003828e-01,-2.861614279428020824e-01,5.220253497861944147e-01
9.461892378475695864e+00,-9.481238283336126393e-01,5.262945836504189234e-01,-7.368401077003926547e-01,-2.874861295379267934e-01,5.262945836504189234e-01
9.465893178635727878e+00,-9.460097049301334771e-01,5.305540043122725091e-01,-7.374723340844622221e-01,-2.888058677209918157e-01,5.305540043122725091e-01
9.469893978795759892e+00,-9.438785602442681943e-01,5.348035314462072920e-01,-7.380918480379130564e-01,-2.901206193343827677e-01,5.348035314462072920e-01
9.473894778955791907e+00,-9.417304340245329364e-01,5.390430850671003027e-01,-7.386986351267889050e-01,-2.914303613075312493e-01,5.390430850671003027e-01
9.477895579115823921e+00,-9.395653663318980220e-01,5.432725855302533713e-01,-7.392926811757739580e-01,-2.927350706569147865e-01,5.432725855302533713e-01
9.481896379275855935e+00,-9.373833975397879437e-01,5.474919535313931274e-01,-7.398739722681918485e-01,-2.940347244860569975e-01,5.474919535313931274e-01
9.485897179435887949e+00,-9.351845683340808124e-01,5.517011101066713330e-01,-7.404424947460068740e-01,-2.953292999855275935e-01,5.517011101066713330e-01
9.489897979595919963e+00,-9.329689197131093570e-01,5.558999766326641057e-01,-7.409982352098227754e-01,-2.966187744329421005e-01,5.558999766326641057e-01
9.493898779755951978e+00,-9.307364929876598136e-01,5.600884748263729174e-01,-7.415411805188837358e-01,-2.979031251929621371e-01,5.600884748263729174e-01
9.497899579915983992e+00,-9.284873297809729253e-01,5.642665267452238176e-01,-7.420713177910737146e-01,-2.991823297172954144e-01,5.642665267452238176e-01
9.501900380076016006e+00,-9.262214720287431646e-01,5.684340547870676552e-01,-7.425886344029168917e-01,-3.004563655446955139e-01,5.684340547870676552e-01
9.505901180236048020e+00,-9.239389619791191777e-01,5.725909816901804117e-01,-7.430931179895773342e-01,-3.017252103009621100e-01,5.725909816901804117e-01
9.509901980396080035e+00,-9.216398421927036733e-01,5.767372305332627569e-01,-7.435847564448592184e-01,-3.029888416989408584e-01,5.767372305332627569e-01
9.513902780556112049e+00,-9.193241555425533118e-01,5.808727247354399381e-01,-7.440635379212067191e-01,-3.042472375385234518e-01,5.808727247354399381e-01
9.517903580716144063e+00,-9.169919452141790384e-01,5.849973880562625572e-01,-7.445294508297040093e-01,-3.055003757066475645e-01,5.849973880562625572e-01
9.521904380876176077e+00,-9.146432547055455275e-01,5.891111445957057935e-01,-7.449824838400752602e-01,-3.067482341772968524e-01,5.891111445957057935e-01
9.525905181036208091e+00,-9.122781278270716276e-01,5.932139187941696257e-01,-7.454226258806848637e-01,-3.079907910115009528e-01,5.932139187941696257e-01
9.529905981196240106e+00,-9.098966086948003795e-01,5.973056354382727529e-01,-7.458498661387320539e-01,-3.092280243592594458e-01,5.973056354382727529e-01
9.533906781356272120e+00,-9.074987415889111952e-01,6.013862197720861724e-01,-7.462641940604167745e-01,-3.104599124950005451e-01,6.013862197720861724e-01
9.537907581516304134e+00,-9.050845711939944360e-01,6.054555972808680631e-01,-7.466655993386542844e-01,-3.116864337435107379e-01,6.054555972808680631e-01
9.541908381676336148e+00,-9.026541425476858338e-01,6.095136937546291600e-01,-7.470540719234514127e-01,-3.129075665041790022e-01,6.095136937546291600e-01
9.545909181836368163e+00,-9.002075009701857589e-01,6.135604353512992271e-01,-7.474296020254183048e-01,-3.141232892725188131e-01,6.135604353512992271e-01
9.549909981996400177e+00,-8.977446920642595529e-01,6.175957485967271676e-01,-7.477921801157693116e-01,-3.153335806401680874e-01,6.175957485967271676e-01
9.553910782156432191e+00,-8.952657617152370850e-01,6.216195603846806916e-01,-7.481417969263222112e-01,-3.165384192948890174e-01,6.216195603846806916e-01
9.557911582316464205e+00,-8.927707560910133067e-01,6.256317979768466486e-01,-7.484784434494983207e-01,-3.177377840205684589e-01,6.256317979768466486e-01
9.561912382476494443e+00,-8.902597216420489179e-01,6.296323890028291403e-01,-7.488021109383229401e-01,-3.189316536972169325e-01,6.296323890028291403e-01
9.565913182636526457e+00,-8.877327051013662595e-01,6.336212614601566262e-01,-7.491127909064252410e-01,-3.201200073009710101e-01,6.336212614601566262e-01
9.569913982796558471e+00,-8.851897534845555304e-01,6.375983437142711541e-01,-7.494104751280377119e-01,-3.213028239040902623e-01,6.375983437142711541e-01
9.573914782956590486e+00,-8.826309140897709016e-01,6.415635644985357988e-01,-7.496951556379967130e-01,-3.224800826749589788e-01,6.415635644985357988e-01
9.577915583116622500e+00,-8.800562344977310714e-01,6.455168529142326639e-01,-7.499668247317422543e-01,-3.236517628780860023e-01,6.455168529142326639e-01
9.581916383276654514e+00,-8.774657625717198206e-01,6.494581384305624372e-01,-7.502254749653179955e-01,-3.248178438741046170e-01,6.494581384305624372e-01
9.585917183436686528e+00,-8.748595464575854574e-01,6.533873508846453904e-01,-7.504710991553716903e-01,-3.259783051197723824e-01,6.533873508846453904e-01
9.589917983596718543e+00,-8.722376345837411504e-01,6.573044204815204905e-01,-7.507036903791542981e-01,-3.271331261679714664e-01,6.573044204815204905e-01
9.593918783756750557e+00,-8.696000756611651505e-01,6.612092777941458444e-01,-7.509232419745206499e-01,-3.282822866677082563e-01,6.612092777941458444e-01
9.597919583916782571e+00,-8.669469186834001251e-01,6.651018537633985872e-01,-7.511297475399294488e-01,-3.294257663641137479e-01,6.651018537633985872e-01
9.601920384076814585e+00,-8.642782129265538238e-01,6.689820796980749940e-01,-7.513232009344430473e-01,-3.305635450984432677e-01,6.689820796980749940e-01
9.605921184236846599e+00,-8.615940079492985237e-01,6.728498872748899240e-01,-7.515035962777273371e-01,-3.316956028080765284e-01,6.728498872748899240e-01
9.609921984396878614e+00,-8.588943535928714734e-01,6.767052085384779314e-01,-7.516709279500519703e-01,-3.328219195265177399e-01,6.767052085384779314e-01
9.613922784556910628e+00,-8.561792999810748928e-01,6.805479759013919328e-01,-7.518251905922903600e-01,-3.339424753833954984e-01,6.805479759013919328e-01
9.617923584716942642e+00,-8.534488974215498347e-01,6.843781221766584988e-01,-7.519663790962090033e-01,-3.350572506257885053e-01,6.843781221766584988e-01
9.621924384876974656e+00,-8.507031964465037177e-01,6.881955805408189741e-01,-7.520944886002082219e-01,-3.361662255997912019e-01,6.881955805408189741e-01
9.625925185037006671e+00,-8.479422480154698016e-01,6.920002844754077342e-01,-7.522095145125360371e-01,-3.372693807101594388e-01,6.920002844754077342e-01
9.629925985197038685e+00,-8.451661033405037937e-01,6.957921678423562017e-01,-7.523114525004899189e-01,-3.383666964653597731e-01,6.957921678423562017e-01
9.633926785357070699e+00,-8.423748138835844834e-01,6.995711648849823883e-01,-7.524002984902093960e-01,-3.394581534781849763e-01,6.995711648849823883e-01
9.637927585517102713e+00,-8.395684313566137424e-01,7.033372102279907834e-01,-7.524760486666751680e-01,-3.405437324657542564e-01,7.033372102279907834e-01
9.641928385677134727e+00,-8.367470077214164137e-01,7.070902388774727987e-01,-7.525386994737097712e-01,-3.416234142495131465e-01,7.070902388774727987e-01
9.645929185837166742e+00,-8.339105951897406444e-01,7.108301862209059907e-01,-7.525882476139770239e-01,-3.426971797552335608e-01,7.108301862209059907e-01
9.649929985997198756e+00,-8.310592462232575528e-01,7.145569880271547270e-01,-7.526246900489824698e-01,-3.437650100130137942e-01,7.145569880271547270e-01
9.653930786157230770e+00,-8.281930135335612286e-01,7.182705804464701860e-01,-7.526480239990732679e-01,-3.448268861572784116e-01,7.182705804464701860e-01
9.657931586317262784e+00,-8.253119500821689547e-01,7.219709000104896912e-01,-7.526582469434379696e-01,-3.458827894267784697e-01,7.219709000104896912e-01
9.661932386477294799e+00,-8.224161090805210961e-01,7.256578836322373771e-01,-7.526553566201068524e-01,-3.469327011645912395e-01,7.256578836322373771e-01
9.665933186637326813e+00,-8.195055439899809890e-01,7.293314686061239671e-01,-7.526393510259516972e-01,-3.479766028181204840e-01,7.293314686061239671e-01
9.669933986797358827e+00,-8.165803085218350521e-01,7.329915926079467736e-01,-7.526102284166855672e-01,-3.490144759390961804e-01,7.329915926079467736e-01
9.673934786957390841e+00,-8.136404566372928970e-01,7.366381936948898090e-01,-7.525679873068636949e-01,-3.500463021835747424e-01,7.366381936948898090e-01
9.677935587117422855e+00,-8.106860425474871068e-01,7.402712103055232307e-01,-7.525126264698821510e-01,-3.510720633119390199e-01,7.402712103055232307e-01
9.681936387277454870e+00,-8.077171207134734576e-01,7.438905812598044509e-01,-7.524441449379791758e-01,-3.520917411888980220e-01,7.438905812598044509e-01
9.685937187437486884e+00,-8.047337458462305859e-01,7.474962457590768050e-01,-7.523625420022342913e-01,-3.531053177834873602e-01,7.474962457590768050e-01
9.689937987597518898e+00,-8.017359729066605434e-01,7.510881433860706613e-01,-7.522678172125684126e-01,-3.541127751690688052e-01,7.510881433860706613e-01
9.693938787757550912e+00,-7.987238571055880199e-01,7.546662141049028660e-01,-7.521599703777442913e-01,-3.551140955233305085e-01,7.546662141049028660e-01
9.697939587917582926e+00,-7.956974539037612315e-01,7.582303982610767434e-01,-7.520390015653662941e-01,-3.561092611282871134e-01,7.582303982610767434e-01
9.701940388077614941e+00,-7.926568190118510326e-01,7.617806365814823177e-01,-7.519049111018799580e-01,-3.570982543702795331e-01,7.617806365814823177e-01
9.705941188237646955e+00,-7.896020082874610768e-01,7.653168701650302497e-01,-7.517576995519815730e-01,-3.580810577580019194e-01,7.653168701650302497e-01
9.709941988397678969e+00,-7.865330777663720463e-01,7.688390404567680969e-01,-7.515973677169301981e-01,-3.590576539080590490e-01,7.688390404567680969e-01
9.713942788557710983e+00,-7.834500838998802452e-01,7.723470892779236152e-01,-7.514239166848062368e-01,-3.600280255063403323e-01,7.723470892779236152e-01
9.717943588717742998e+00,-7.803530833589206184e-01,7.758409588305986704e-01,-7.512373477977927205e-01,-3.609921553494683244e-01,7.758409588305986704e-01
9.721944388877775012e+00,-7.772421330302308196e-01,7.793205916976407854e-01,-7.510376626514705389e-01,-3.619500263455400213e-01,7.793205916976407854e-01
9.725945189037807026e+00,-7.741172900163509896e-01,7.827859308426426965e-01,-7.508248630948187730e-01,-3.629016215141268042e-01,7.827859308426426965e-01
9.729945989197839040e+00,-7.709786116356238672e-01,7.862369196099425750e-01,-7.505989512302140287e-01,-3.638469239862742177e-01,7.862369196099425750e-01
9.733946789357871054e+00,-7.678261554221950114e-01,7.896735017246240274e-01,-7.503599294134312148e-01,-3.647859170045023025e-01,7.896735017246240274e-01
