t,v,w,q,dv_dt,dv_dt_noisy
5.897179435887177412e+00,8.378751259516302952e+00,3.292214876088599834e-02,1.858234678595293010e-01,4.135868479739546189e-02,3.477255080609885363e-02
5.899179835967193419e+00,8.378833943237516735e+00,3.288350673279280545e-02,1.855799717865736498e-01,4.130851227527432279e-02,3.076632875755693289e-02
5.901180236047209426e+00,8.378916526654617059e+00,3.284491034414288579e-02,1.853368123056595429e-01,4.125840084979226496e-02,1.799368698814702086e-02
5.903180636127225434e+00,8.378999009889772864e+00,3.280635954176008839e-02,1.850939889348794942e-01,4.120835044464055130e-02,5.695917539272293828e-02
5.905181036207241441e+00,8.379081393064996774e+00,3.276785427252809635e-02,1.848515011930232654e-01,4.115836098361835838e-02,7.039100275911722160e-02
5.907181436287257448e+00,8.379163676302153974e+00,3.272939448339038521e-02,1.846093485995779493e-01,4.110843239062678123e-02,3.416340085891096667e-02
5.909181836367273455e+00,8.379245859722953327e+00,3.269098012135025766e-02,1.843675306747278864e-01,4.105856458968193401e-02,5.557935481874298755e-02
5.911182236447289462e+00,8.379327943448956262e+00,3.265261113347080191e-02,1.841260469393546650e-01,4.100875750490007299e-02,3.436841132970439028e-02
5.913182636527305469e+00,8.379409927601569663e+00,3.261428746687493330e-02,1.838848969150371493e-01,4.095901106050869878e-02,4.932995812651372325e-02
5.915183036607321476e+00,8.379491812302047649e+00,3.257600906874535268e-02,1.836440801240515341e-01,4.090932518084211544e-02,5.039634337218679150e-02
5.917183436687337483e+00,8.379573597671493346e+00,3.253777588632460194e-02,1.834035960893712069e-01,4.085969979034120847e-02,1.275922414670240673e-02
5.919183836767353490e+00,8.379655283830860668e+00,3.249958786691499457e-02,1.831634443346668861e-01,4.081013481354944794e-02,2.580137349977173339e-02
5.921184236847369498e+00,8.379736870900945434e+00,3.246144495787867124e-02,1.829236243843065102e-01,4.076063017513109621e-02,5.968893605300196886e-02
5.923184636927385505e+00,8.379818359002396022e+00,3.242334710663758585e-02,1.826841357633553764e-01,4.071118579984323027e-02,3.124407747858187756e-03
5.925185037007401512e+00,8.379899748255709824e+00,3.238529426067348477e-02,1.824449779975759744e-01,4.066180161255195102e-02,4.109766729041063049e-02
5.927185437087417519e+00,8.379981038781227909e+00,3.234728636752793457e-02,1.822061506134280973e-01,4.061247753824126505e-02,3.405453695589309021e-02
5.929185837167433526e+00,8.380062230699142134e+00,3.230932337480230815e-02,1.819676531380688134e-01,4.056321350199065812e-02,2.236309628669494454e-02
5.931186237247449533e+00,8.380143324129491589e+00,3.227140523015777085e-02,1.817294850993524669e-01,4.051400942899041624e-02,4.176635969677826993e-02
5.933186637327465540e+00,8.380224319192164373e+00,3.223353188131532210e-02,1.814916460258306219e-01,4.046486524453918321e-02,4.684310308193113254e-02
5.935187037407481547e+00,8.380305216006895819e+00,3.219570327605574683e-02,1.812541354467522292e-01,4.041578087403685515e-02,5.138951140389323713e-02
5.937187437487497554e+00,8.380386014693268493e+00,3.215791936221965713e-02,1.810169528920633764e-01,4.036675624300301024e-02,-1.178000969274617393e-02
5.939187837567513562e+00,8.380466715370715747e+00,3.212018008770744365e-02,1.807800978924075375e-01,4.031779127704560040e-02,7.399190396418273141e-02
5.941188237647529569e+00,8.380547318158514614e+00,3.208248540047934499e-02,1.805435699791254067e-01,4.026888590189603434e-02,3.098374759900161118e-02
5.943188637727545576e+00,8.380627823175794688e+00,3.204483524855537141e-02,1.803073686842549539e-01,4.022004004337986771e-02,6.120155676432459391e-02
5.945189037807561583e+00,8.380708230541531023e+00,3.200722958001536028e-02,1.800714935405314243e-01,4.017125362743767525e-02,3.795430689715813960e-02
5.947189437887577590e+00,8.380788540374545903e+00,3.196966834299895532e-02,1.798359440813873389e-01,4.012252658011616901e-02,2.873246302813640962e-02
5.949189837967593597e+00,8.380868752793512400e+00,3.193215148570560658e-02,1.796007198409524941e-01,4.007385882756064888e-02,3.898007909740996285e-02
5.951190238047609604e+00,8.380948867916949041e+00,3.189467895639457040e-02,1.793658203540539342e-01,4.002525029603831719e-02,1.034461821429569356e-01
5.953190638127625611e+00,8.381028885863223366e+00,3.185725070338490256e-02,1.791312451562160346e-01,3.997670091190297370e-02,7.138037451448325799e-02
5.955191038207641618e+00,8.381108806750551921e+00,3.181986667505549288e-02,1.788969937836603630e-01,3.992821060162965452e-02,3.317498217367333829e-02
5.957191438287657625e+00,8.381188630696996711e+00,3.178252681984500977e-02,1.786630657733058736e-01,3.987977929179842285e-02,4.457125576371769038e-02
5.959191838367673633e+00,8.381268357820472303e+00,3.174523108625194184e-02,1.784294606627686575e-01,3.983140690908504311e-02,6.238335510279979790e-02
5.961192238447689640e+00,8.381347988238735169e+00,3.170797942283459098e-02,1.781961779903621645e-01,3.978309338028362951e-02,5.152229601152045341e-02
5.963192638527705647e+00,8.381427522069396119e+00,3.167077177821106537e-02,1.779632172950971203e-01,3.973483863228843838e-02,4.155768958875311753e-02
5.965193038607721654e+00,8.381506959429907866e+00,3.163360810105926568e-02,1.777305781166814702e-01,3.968664259210563650e-02,3.606800915050125539e-02
5.967193438687737661e+00,8.381586300437575687e+00,3.159648834011691970e-02,1.774982599955204909e-01,3.963850518683997848e-02,1.827515997843325718e-02
5.969193838767753668e+00,8.381665545209552093e+00,3.155941244418155461e-02,1.772662624727167069e-01,3.959042634370635305e-02,5.471027417411768873e-02
5.971194238847769675e+00,8.381744693862833273e+00,3.152238036211051087e-02,1.770345850900698625e-01,3.954240599002778467e-02,6.167363766935513719e-02
5.973194638927785682e+00,8.381823746514271534e+00,3.148539204282092829e-02,1.768032273900770890e-01,3.949444405323054852e-02,8.416963431602680901e-02
5.975195039007801689e+00,8.381902703280591282e+00,3.144844743528138475e-02,1.765721889158072544e-01,3.944654046082152199e-02,2.864341775136211923e-02
5.977195439087817697e+00,8.381981564279140429e+00,3.141154648830944696e-02,1.763414692079014745e-01,3.939869513970495341e-02,5.249935949812772895e-02
5.979195839167833704e+00,8.382060329626684236e+00,3.137468915093671179e-02,1.761110678101013294e-01,3.935090801714857811e-02,3.880120692764991996e-02
5.981196239247849711e+00,8.382138999439472826e+00,3.133787537235910997e-02,1.758809842684228020e-01,3.930317902082713921e-02,6.450251000639764531e-02
5.983196639327865718e+00,8.382217573833626645e+00,3.130110510182788908e-02,1.756512181295089015e-01,3.925550807849798041e-02,3.737348816650030298e-02
5.985197039407881725e+00,8.382296052925122254e+00,3.126437828864968294e-02,1.754217689406294967e-01,3.920789511801991978e-02,2.634879096931567327e-02
5.987197439487897732e+00,8.382374436829801212e+00,3.122769488218644224e-02,1.751926362496814826e-01,3.916034006735169548e-02,5.469934592410040375e-03
5.989197839567913739e+00,8.382452725663368298e+00,3.119105483185550393e-02,1.749638196051886974e-01,3.911284285453286991e-02,5.348283752684032666e-02
5.991198239647929746e+00,8.382530919541386183e+00,3.115445808712953915e-02,1.747353185563019495e-01,3.906540340772002295e-02,4.235611865351724542e-02
5.993198639727945753e+00,8.382609018579282534e+00,3.111790459753657062e-02,1.745071326527989630e-01,3.901802165515011467e-02,6.156188950302432517e-02
5.995199039807961761e+00,8.382687022892348239e+00,3.108139431265997954e-02,1.742792614450844324e-01,3.897069752515869290e-02,2.804409774168552943e-02
5.997199439887977768e+00,8.382764932595730301e+00,3.104492718213850214e-02,1.740517044841900507e-01,3.892343094618611055e-02,9.084781331233332535e-02
5.999199839967993775e+00,8.382842747804446049e+00,3.100850315566621926e-02,1.738244613217743706e-01,3.887622184675221249e-02,2.479988227748258778e-02
6.001200240048009782e+00,8.382920468633367150e+00,3.097212218299257025e-02,1.735975315101230265e-01,3.882907015548919816e-02,4.916680220418984809e-02
6.003200640128025789e+00,8.382998095197230271e+00,3.093578421392234254e-02,1.733709146021485403e-01,3.878197580112074938e-02,4.715739436713797111e-02
6.005201040208041796e+00,8.383075627610637071e+00,3.089948919831567858e-02,1.731446101513903491e-01,3.873493871245003994e-02,6.088239236390616260e-02
6.007201440288057803e+00,8.383153065988047103e+00,3.086323708608807934e-02,1.729186177120149437e-01,3.868795881839659501e-02,3.546052096379731511e-02
6.009201840368073810e+00,8.383230410443783143e+00,3.082702782721038690e-02,1.726929368388157027e-01,3.864103604796675917e-02,2.038218529810036442e-02
6.011202240448089817e+00,8.383307661092029406e+00,3.079086137170880186e-02,1.724675670872129474e-01,3.859417033026479871e-02,1.890812741483054865e-02
6.013202640528105825e+00,8.383384818046833331e+00,3.075473766966487985e-02,1.722425080132540254e-01,3.854736159448735044e-02,5.489020816357072230e-02
6.015203040608121832e+00,8.383461881422103801e+00,3.071865667121552457e-02,1.720177591736131995e-01,3.850060976992675243e-02,4.064980705328349875e-02
6.017203440688137839e+00,8.383538851331611141e+00,3.068261832655299476e-02,1.717933201255916753e-01,3.845391478597548485e-02,4.537769359193129931e-02
6.019203840768153846e+00,8.383615727888990676e+00,3.064662258592490071e-02,1.715691904271176571e-01,3.840727657210996071e-02,2.215297565727779652e-02
6.021204240848169853e+00,8.383692511207733844e+00,3.061066939963420774e-02,1.713453696367462364e-01,3.836069505792094603e-02,4.118464413171764316e-02
6.023204640928185860e+00,8.383769201401198856e+00,3.057475871803922926e-02,1.711218573136595311e-01,3.831417017307536810e-02,4.269595097564869712e-02
6.025205041008201867e+00,8.383845798582603592e+00,3.053889049155363022e-02,1.708986530176665741e-01,3.826770184734784586e-02,5.060101217702418080e-02
6.027205441088217874e+00,8.383922302865030929e+00,3.050306467064643756e-02,1.706757563092033969e-01,3.822129001060114994e-02,8.989010024680905292e-03
6.029205841168233881e+00,8.383998714361421634e+00,3.046728120584202282e-02,1.704531667493329183e-01,3.817493459279486245e-02,2.283098660171048108e-02
6.031206241248249889e+00,8.384075033184581471e+00,3.043154004772011256e-02,1.702308838997451113e-01,3.812863552398937372e-02,7.271269770248942055e-02
6.033206641328265896e+00,8.384151259447177651e+00,3.039584114691578492e-02,1.700089073227567804e-01,3.808239273433211558e-02,3.022336630137284486e-02
6.035207041408281903e+00,8.384227393261737049e+00,3.036018445411947306e-02,1.697872365813117845e-01,3.803620615407043992e-02,3.635768697295320429e-02
6.037207441488297910e+00,8.384303434740653316e+00,3.032456992007695473e-02,1.695658712389809253e-01,3.799007571354184876e-02,3.002238829780002824e-02
6.039207841568313917e+00,8.384379383996176216e+00,3.028899749558937315e-02,1.693448108599619195e-01,3.794400134318776097e-02,8.009588217267236965e-03
6.041208241648329924e+00,8.384455241140422288e+00,3.025346713151321268e-02,1.691240550090794548e-01,3.789798297353597079e-02,1.638357995258755279e-02
6.043208641728345931e+00,8.384531006285365962e+00,3.021797877876031962e-02,1.689036032517852171e-01,3.785202053521952159e-02,4.526609065921597536e-02
6.045209041808361938e+00,8.384606679542850216e+00,3.018253238829788493e-02,1.686834551541577798e-01,3.780611395894362126e-02,2.436444871423066455e-02
6.047209441888377945e+00,8.384682261024570593e+00,3.014712791114845455e-02,1.684636102829027426e-01,3.776026317554292966e-02,7.830296343365014677e-02
6.049209841968393953e+00,8.384757750842094737e+00,3.011176529838992949e-02,1.682440682053526204e-01,3.771446811591250281e-02,7.750812581890934028e-03
6.051210242048409960e+00,8.384833149106842853e+00,3.007644450115556228e-02,1.680248284894668709e-01,3.766872871106663467e-02,-1.178330084641174280e-03
6.053210642128425967e+00,8.384908455930103699e+00,3.004116547063395704e-02,1.678058907038319503e-01,3.762304489210688274e-02,2.978369695166040859e-02
6.055211042208441974e+00,8.384983671423027474e+00,3.000592815806906941e-02,1.675872544176612300e-01,3.757741659021895941e-02,1.338641041977151405e-02
6.057211442288457981e+00,8.385058795696622269e+00,2.997073251476021355e-02,1.673689192007950799e-01,3.753184373670270801e-02,6.514510378406834779e-02
6.059211842368473988e+00,8.385133828861761174e+00,2.993557849206204477e-02,1.671508846237007850e-01,3.748632626293568748e-02,2.896186034442428670e-02
6.061212242448489995e+00,8.385208771029178720e+00,2.990046604138458033e-02,1.669331502574726289e-01,3.744086410040270430e-02,4.776796353982962207e-02
6.063212642528506002e+00,8.385283622309472662e+00,2.986539511419319254e-02,1.667157156738317825e-01,3.739545718067094349e-02,9.024444462346771501e-03
6.065213042608522009e+00,8.385358382813100420e+00,2.983036566200859482e-02,1.664985804451264428e-01,3.735010543541572581e-02,5.056412215903646756e-02
6.067213442688538017e+00,8.385433052650384411e+00,2.979537763640686260e-02,1.662817441443317779e-01,3.730480879638720104e-02,4.997646964872416026e-02
6.069213842768554024e+00,8.385507631931504946e+00,2.976043098901941936e-02,1.660652063450497873e-01,3.725956719546186235e-02,6.192707764168147583e-02
6.071214242848570031e+00,8.385582120766507330e+00,2.972552567153304709e-02,1.658489666215096081e-01,3.721438056457504473e-02,4.147621685898294358e-02
6.073214642928586038e+00,8.385656519265298314e+00,2.969066163568987241e-02,1.656330245485671537e-01,3.716924883578043293e-02,4.736001523068618380e-02
6.075215043008602045e+00,8.385730827537646093e+00,2.965583883328738041e-02,1.654173797017054193e-01,3.712417194121786501e-02,4.031373540331641137e-02
6.077215443088618052e+00,8.385805045693182080e+00,2.962105721617840082e-02,1.652020316570343150e-01,3.707914981312221414e-02,5.541153734357026628e-02
6.079215843168634059e+00,8.385879173841399137e+00,2.958631673627112879e-02,1.649869799912907220e-01,3.703418238381805949e-02,2.861894304497917402e-02
6.081216243248650066e+00,8.385953212091649789e+00,2.955161734552910410e-02,1.647722242818384086e-01,3.698926958573656165e-02,4.771344085223602066e-02
6.083216643328666073e+00,8.386027160553151560e+00,2.951695899597121808e-02,1.645577641066682251e-01,3.694441135138881727e-02,2.538692972217194282e-02
6.085217043408682080e+00,8.386101019334981643e+00,2.948234163967171362e-02,1.643435990443978256e-01,3.689960761339605710e-02,5.085076967902825429e-02
6.087217443488698088e+00,8.386174788546084002e+00,2.944776522876019209e-02,1.641297286742719741e-01,3.685485830445522915e-02,3.112914176024094565e-02
6.089217843568714095e+00,8.386248468295258718e+00,2.941322971542160644e-02,1.639161525761622940e-01,3.681016335736764233e-02,2.362697662804554011e-02
6.091218243648730102e+00,8.386322058691169090e+00,2.937873505189625770e-02,1.637028703305673516e-01,3.676552270503741227e-02,2.300202162893537350e-02
6.093218643728746109e+00,8.386395559842343417e+00,2.934428119047980191e-02,1.634898815186127674e-01,3.672093628044237335e-02,6.594613155307459118e-02
6.095219043808762116e+00,8.386468971857169663e+00,2.930986808352325015e-02,1.632771857220510214e-01,3.667640401667160432e-02,5.317438701723922745e-03
6.097219443888778123e+00,8.386542294843899015e+00,2.927549568343296160e-02,1.630647825232616199e-01,3.663192584689722864e-02,6.775935611141932491e-03
6.099219843968794130e+00,8.386615528910642325e+00,2.924116394267064697e-02,1.628526715052509288e-01,3.658750170439684091e-02,4.912558172028553410e-02
6.101220244048810137e+00,8.386688674165375446e+00,2.920687281375337896e-02,1.626408522516523958e-01,3.654313152252863794e-02,1.641892069398464757e-02
6.103220644128826144e+00,8.386761730715933894e+00,2.917262224925357139e-02,1.624293243467263281e-01,3.649881523475162481e-02,2.696980308384302333e-02
6.105221044208842152e+00,8.386834698670016408e+00,2.913841220179900354e-02,1.622180873753600316e-01,3.645455277462539279e-02,2.637822045470858065e-02
6.107221444288858159e+00,8.386907578135183172e+00,2.910424262407278889e-02,1.620071409230677828e-01,3.641034407579191168e-02,8.179675408895581423e-02
6.109221844368874166e+00,8.386980369218855813e+00,2.907011346881340982e-02,1.617964845759907455e-01,3.636618907198996276e-02,2.270013007053375484e-02
6.111222244448890173e+00,8.387053072028320955e+00,2.903602468881469681e-02,1.615861179208971377e-01,3.632208769705513873e-02,2.167511550577105872e-02
6.113222644528906180e+00,8.387125686670723113e+00,2.900197623692583188e-02,1.613760405451820368e-01,3.627803988491851150e-02,2.829157838450778450e-02
6.115223044608922187e+00,8.387198213253070023e+00,2.896796806605134514e-02,1.611662520368675466e-01,3.623404556959908263e-02,4.067243803454713424e-02
6.117223444688938194e+00,8.387270651882285932e+00,2.893400012913559943e-02,1.609567519843780325e-01,3.619010468517025458e-02,4.601736785527070495e-02
6.119223844768954201e+00,8.387343002665875957e+00,2.890007237897551651e-02,1.607475399738669819e-01,3.614621716515475924e-02,6.545792200253228860e-03
6.121224244848970208e+00,8.387415265710691514e+00,2.886618476860213639e-02,1.605386155947802485e-01,3.610238294349876753e-02,4.487297535736584769e-02
6.123224644928986216e+00,8.387487441123202103e+00,2.883233725117799115e-02,1.603299784382993809e-01,3.605860195443311156e-02,7.498251920349648103e-02
6.125225045009002223e+00,8.387559529009749326e+00,2.879852977991678720e-02,1.601216280961693383e-01,3.601487413227921763e-02,1.345841415338680513e-04
6.127225445089018230e+00,8.387631529476550440e+00,2.876476230808340181e-02,1.599135641606982960e-01,3.597119941143223087e-02,4.736454500898345382e-02
6.129225845169034237e+00,8.387703442629696582e+00,2.873103478899389010e-02,1.597057862247578119e-01,3.592757772638810465e-02,5.119541427413423773e-02
6.131226245249050244e+00,8.387775268575152765e+00,2.869734717601547108e-02,1.594982938817827989e-01,3.588400901171517887e-02,3.886027823897848787e-02
6.133226645329066251e+00,8.387847007418761436e+00,2.866369942256654507e-02,1.592910867257714413e-01,3.584049320207216560e-02,3.180951511294466405e-02
6.135227045409082258e+00,8.387918659266237142e+00,2.863009148211667632e-02,1.590841643512853065e-01,3.579703023219860114e-02,-1.141994461889034307e-02
6.137227445489098265e+00,8.387990224223166535e+00,2.859652330818661034e-02,1.588775263534492332e-01,3.575362003693260959e-02,5.963971257816227944e-02
6.139227845569114272e+00,8.388061702395015473e+00,2.856299485434825661e-02,1.586711723279514985e-01,3.571026255117715209e-02,2.911025774800023863e-02
6.141228245649130280e+00,8.388133093887121916e+00,2.852950607422470586e-02,1.584651018710435677e-01,3.566695770993311143e-02,3.143118603274542427e-02
6.143228645729146287e+00,8.388204398804695927e+00,2.849605692149021277e-02,1.582593145795403167e-01,3.562370544828996621e-02,6.006093904251078031e-02
6.145229045809161406e+00,8.388275617252826777e+00,2.846264734987022371e-02,1.580538100508200594e-01,3.558050570141224611e-02,-1.134040147437689189e-02
6.147229445889177413e+00,8.388346749336474062e+00,2.842927731314131429e-02,1.578485878828241040e-01,3.553735840455285455e-02,3.406110950387804259e-02
6.149229845969193420e+00,8.388417795160474810e+00,2.839594676513127261e-02,1.576436476740574189e-01,3.549426349305329076e-02,4.730314702659618731e-02
6.151230246049209427e+00,8.388488754829538152e+00,2.836265565971904726e-02,1.574389890235881884e-01,3.545122090233365775e-02,4.974013730482218509e-02
6.153230646129225434e+00,8.388559628448248873e+00,2.832940395083476115e-02,1.572346115310478964e-01,3.540823056790642909e-02,4.748225763374328001e-02
6.155231046209241441e+00,8.388630416121065636e+00,2.829619159245970808e-02,1.570305147966314097e-01,3.536529242536090578e-02,7.605125744230240015e-02
6.157231446289257448e+00,8.388701117952322761e+00,2.826301853862634925e-02,1.568266984210968940e-01,3.532240641037698303e-02,4.089756746376499441e-02
6.159231846369273455e+00,8.388771734046228445e+00,2.822988474341832713e-02,1.566231620057658147e-01,3.527957245871493619e-02,5.555866214462638897e-02
6.161232246449289462e+00,8.388842264506862989e+00,2.819679016097045160e-02,1.564199051525230755e-01,3.523679050622607889e-02,5.060029193401451714e-02
6.163232646529305470e+00,8.388912709438184123e+00,2.816373474546870342e-02,1.562169274638167682e-01,3.519406048884365923e-02,5.501110864757501745e-03
6.165233046609321477e+00,8.388983068944021682e+00,2.813071845115023770e-02,1.560142285426584230e-01,3.515138234258241567e-02,1.972668547711119852e-02
6.167233446689337484e+00,8.389053343128084705e+00,2.809774123230338733e-02,1.558118079926228694e-01,3.510875600354079751e-02,7.672001637560076082e-02
6.169233846769353491e+00,8.389123532093949009e+00,2.806480304326764916e-02,1.556096654178482086e-01,3.506618140791095684e-02,2.958637544896429439e-02
6.171234246849369498e+00,8.389193635945071392e+00,2.803190383843369438e-02,1.554078004230359522e-01,3.502365849195854253e-02,3.365986774678756538e-02
6.173234646929385505e+00,8.389263654784780755e+00,2.799904357224337198e-02,1.552062126134508835e-01,3.498118719204579286e-02,8.611720317369345873e-03
6.175235047009401512e+00,8.389333588716278101e+00,2.796622219918970184e-02,1.550049015949211961e-01,3.493876744461044126e-02,2.805343791491985914e-02
6.177235447089417519e+00,8.389403437842643640e+00,2.793343967381686777e-02,1.548038669738383000e-01,3.489639918617504222e-02,8.609854881919967728e-03
6.179235847169433526e+00,8.389473202266827911e+00,2.790069595072023484e-02,1.546031083571570153e-01,3.485408235334785942e-02,2.265457327258506293e-02
6.181236247249449534e+00,8.389542882091658882e+00,2.786799098454633902e-02,1.544026253523954617e-01,3.481181688282597442e-02,4.586578973435709999e-02
6.183236647329465541e+00,8.389612477419836623e+00,2.783532472999289062e-02,1.542024175676351139e-01,3.476960271138374026e-02,1.812992807595117245e-02
6.185237047409481548e+00,8.389681988353935083e+00,2.780269714180876386e-02,1.540024846115207735e-01,3.472743977589121123e-02,2.241601328668654455e-02
6.187237447489497555e+00,8.389751414996407419e+00,2.777010817479401775e-02,1.538028260932604863e-01,3.468532801328572113e-02,6.142864433564193538e-02
6.189237847569513562e+00,8.389820757449573563e+00,2.773755778379987172e-02,1.536034416226257637e-01,3.464326736060585610e-02,4.403534681862605882e-02
6.191238247649529569e+00,8.389890015815636204e+00,2.770504592372872651e-02,1.534043308099513614e-01,3.460125775496147860e-02,4.490724901538850622e-02
6.193238647729545576e+00,8.389959190196666583e+00,2.767257254953415374e-02,1.532054932661353897e-01,3.455929913355593186e-02,5.443468884099396388e-02
6.195239047809561583e+00,8.390028280694611595e+00,2.764013761622089241e-02,1.530069286026392861e-01,3.451739143367671403e-02,2.347926763386738377e-02
6.197239447889577590e+00,8.390097287411295568e+00,2.760774107884485587e-02,1.528086364314877876e-01,3.447553459268348774e-02,2.665181980059749822e-02
6.199239847969593598e+00,8.390166210448411377e+00,2.757538289251313876e-02,1.526106163652690140e-01,3.443372854803805616e-02,-6.752915572108567077e-03
6.201240248049609605e+00,8.390235049907532883e+00,2.754306301238399271e-02,1.524128680171343841e-01,3.439197323726972400e-02,4.904613398026044097e-02
6.203240648129625612e+00,8.390303805890104272e+00,2.751078139366685410e-02,1.522153910007986721e-01,3.435026859800194288e-02,3.019214548358517894e-02
6.205241048209641619e+00,8.390372478497445385e+00,2.747853799162233018e-02,1.520181849305399235e-01,3.430861456793898867e-02,3.420723920636027648e-02
6.207241448289657626e+00,8.390441067830748167e+00,2.744633276156219215e-02,1.518212494211995667e-01,3.426701108487750780e-02,1.245147863281045528e-02
6.209241848369673633e+00,8.390509573991085546e+00,2.741416565884939593e-02,1.516245840881823570e-01,3.422545808667742939e-02,4.660741469451896990e-02
6.211242248449689640e+00,8.390577997079395445e+00,2.738203663889805795e-02,1.514281885474563494e-01,3.418395551130748444e-02,4.669984295806689500e-02
6.213242648529705647e+00,8.390646337196498550e+00,2.734994565717347587e-02,1.512320624155529536e-01,3.414250329680390550e-02,3.775924757743522042e-02
6.215243048609721654e+00,8.390714594443087648e+00,2.731789266919211479e-02,1.510362053095669066e-01,3.410110138128907842e-02,2.305637824320180829e-03
6.217243448689737662e+00,8.390782768919724077e+00,2.728587763052161760e-02,1.508406168471562447e-01,3.405974970297931392e-02,1.719659935389607208e-02
6.219243848769753669e+00,8.390850860726853711e+00,2.725390049678079463e-02,1.506452966465423871e-01,3.401844820016353133e-02,3.331605824519351389e-02
6.221244248849769676e+00,8.390918869964789195e+00,2.722196122363962703e-02,1.504502443265100520e-01,3.397719681121591506e-02,1.722270808316139767e-02
6.223244648929785683e+00,8.390986796733718833e+00,2.719005976681927728e-02,1.502554595064072851e-01,3.393599547460324217e-02,4.164536646823918664e-02
6.225245049009801690e+00,8.391054641133708358e+00,2.715819608209207175e-02,1.500609418061454592e-01,3.389484412887178166e-02,5.400385433952278186e-02
6.227245449089817697e+00,8.391122403264697382e+00,2.712637012528151120e-02,1.498666908461993019e-01,3.385374271263708046e-02,1.873587603740436286e-02
6.229245849169833704e+00,8.391190083226495844e+00,2.709458185226227417e-02,1.496727062476068404e-01,3.381269116462481961e-02,3.017824090947524018e-02
6.231246249249849711e+00,8.391257681118791112e+00,2.706283121896020313e-02,1.494789876319694288e-01,3.377168942362729354e-02,2.005887982896784397e-02
6.233246649329865718e+00,8.391325197041147987e+00,2.703111818135231839e-02,1.492855346214517764e-01,3.373073742851806500e-02,5.434822380679541626e-02
6.235247049409881726e+00,8.391392631092999821e+00,2.699944269546681458e-02,1.490923468387819473e-01,3.368983511826684207e-02,5.162089357496063569e-02
6.237247449489897733e+00,8.391459983373657394e+00,2.696780471738305027e-02,1.488994239072512493e-01,3.364898243192215865e-02,8.688108286608345332e-02
6.239247849569913740e+00,8.391527253982305368e+00,2.693620420323156531e-02,1.487067654507143732e-01,3.360817930861181857e-02,3.375052418208227684e-02
6.241248249649929747e+00,8.391594443018004057e+00,2.690464110919407043e-02,1.485143710935893924e-01,3.356742568755022305e-02,1.488708975575379900e-02
6.243248649729945754e+00,8.391661550579687656e+00,2.687311539150344375e-02,1.483222404608575684e-01,3.352672150803392981e-02,4.171916730204500851e-02
6.245249049809961761e+00,8.391728576766162462e+00,2.684162700644373775e-02,1.481303731780636568e-01,3.348606670945053487e-02,2.883822950607596233e-02
6.247249449889977768e+00,8.391795521676113978e+00,2.681017591035018618e-02,1.479387688713156290e-01,3.344546123125335946e-02,3.727008702938857526e-02
6.249249849969993775e+00,8.391862385408096259e+00,2.677876205960918327e-02,1.477474271672848116e-01,3.340490501300119597e-02,5.828570760572768239e-02
6.251250250050009782e+00,8.391929168060542565e+00,2.674738541065829756e-02,1.475563476932058860e-01,3.336439799432344699e-02,2.767296450872518479e-02
6.253250650130025790e+00,8.391995869731758262e+00,2.671604591998627889e-02,1.473655300768768328e-01,3.332394011493411412e-02,4.778980143025319399e-02
6.255251050210041797e+00,8.392062490519924367e+00,2.668474354413303759e-02,1.471749739466590157e-01,3.328353131463002157e-02,-9.036413956980057782e-03
6.257251450290057804e+00,8.392129030523094002e+00,2.665347823968966870e-02,1.469846789314770419e-01,3.324317153329969798e-02,5.442727072111333553e-02
6.259251850370073811e+00,8.392195489839203049e+00,2.662224996329692547e-02,1.467946446607978073e-01,3.320286071089939561e-02,3.591804917605668362e-02
6.261252250450089818e+00,8.392261868566633254e+00,2.659105867147507074e-02,1.466048707622685798e-01,3.316259878699256980e-02,2.841232400262252988e-02
6.263252650530105825e+00,8.392328166803455503e+00,2.655990432087702510e-02,1.464153568653151771e-01,3.312238570129011350e-02,2.316332235874958567e-02
6.265253050610121832e+00,8.392394384647230865e+00,2.652878686833351832e-02,1.462261026017141752e-01,3.308222139385130767e-02,6.146895372756953912e-02
6.267253450690137839e+00,8.392460522195397843e+00,2.649770627072254442e-02,1.460371076037479954e-01,3.304210580483180060e-02,2.297779762279210033e-02
6.269253850770153846e+00,8.392526579545290133e+00,2.646666248496935478e-02,1.458483715042049322e-01,3.300203887445563034e-02,5.843843036402990299e-02
6.271254250850169853e+00,8.392592556794117087e+00,2.643565546804646851e-02,1.456598939363790701e-01,3.296202054302521667e-02,2.290906125826499759e-02
6.273254650930185861e+00,8.392658454038981475e+00,2.640468517697366208e-02,1.454716745340703665e-01,3.292205075091558797e-02,3.394494668249285751e-02
6.275255051010201868e+00,8.392724271376868828e+00,2.637375156881796578e-02,1.452837129315846521e-01,3.288212943857860004e-02,4.010254119214274465e-02
6.277255451090217875e+00,8.392790008904647436e+00,2.634285460069368812e-02,1.450960087637335194e-01,3.284225654654826521e-02,7.346410699643965425e-02
6.279255851170233882e+00,8.392855666719075458e+00,2.631199422976238100e-02,1.449085616658344622e-01,3.280243201542698550e-02,3.793397642287609645e-02
6.281256251250249889e+00,8.392921244916793810e+00,2.628117041323286412e-02,1.447213712737107916e-01,3.276265578589865335e-02,3.765668544483271457e-02
6.283256651330265896e+00,8.392986743594333277e+00,2.625038310836122490e-02,1.445344372236916919e-01,3.272292779871777135e-02,3.155977293139307360e-02
