t,N,T,dN_dt,dN_dt_noisy
1.692938587717543442e+01,6.276313936664988660e+02,1.191688470728819880e+02,3.684707403073701926e+00,4.008977339468398959e+00
1.693538707741548066e+01,6.276534687173732436e+02,1.191879012226269765e+02,3.672200912182773891e+00,5.327547559064036875e+00
1.694138827765553046e+01,6.276754688354991458e+02,1.192069114898454671e+02,3.659735003960804534e+00,4.876013007113149555e+00
1.694738947789557670e+01,6.276973942644873432e+02,1.192258779611252208e+02,3.647309554038457691e+00,5.093030939665760926e+00
1.695339067813562650e+01,6.277192452472025934e+02,1.192448007229376543e+02,3.634924438388026147e+00,-7.076241662077835670e-01
1.695939187837567275e+01,6.277410220257638684e+02,1.192636798616377121e+02,3.622579533324028489e+00,4.611676343161933644e+00
1.696539307861572254e+01,6.277627248415438999e+02,1.192825154634639375e+02,3.610274715503834386e+00,4.442783754490156944e+00
1.697139427885576879e+01,6.277843539351695199e+02,1.193013076145384446e+02,3.598009861927550901e+00,4.957057632237458655e+00
1.697739547909581859e+01,6.278059095465216615e+02,1.193200564008669744e+02,3.585784849938249863e+00,2.234787484769824140e+00
1.698339667933586483e+01,6.278273919147351307e+02,1.193387619083387534e+02,3.573599557222820522e+00,4.590646611057011661e+00
1.698939787957591463e+01,6.278488012781986072e+02,1.193574242227266922e+02,3.561453861811713750e+00,5.553136541507446289e+00
1.699539907981596087e+01,6.278701378745552120e+02,1.193760434296872006e+02,3.549347642079510479e+00,6.733678602479937325e+00
1.700140028005601067e+01,6.278914019407015985e+02,1.193946196147603160e+02,3.537280776745319599e+00,4.049554850278826557e+00
1.700740148029605692e+01,6.279125937127886345e+02,1.194131528633696320e+02,3.525253144872635858e+00,9.090453426382683055e-01
1.701340268053610671e+01,6.279337134262212885e+02,1.194316432608223550e+02,3.513264625870107238e+00,3.634641763050323160e+00
1.701940388077615296e+01,6.279547613156582884e+02,1.194500908923091913e+02,3.501315099491790761e+00,4.788887609333006168e+00
1.702540508101620276e+01,6.279757376150124628e+02,1.194684958429045452e+02,3.489404445836981949e+00,4.518076391962964955e+00
1.703140628125624900e+01,6.279966425574508548e+02,1.194868581975662778e+02,3.477532545351095905e+00,7.275961503605008929e+00
1.703740748149629880e+01,6.280174763753941534e+02,1.195051780411359346e+02,3.465699278825411511e+00,3.084262379358476913e+00
1.704340868173634505e+01,6.280382393005173753e+02,1.195234554583385744e+02,3.453904527397952506e+00,1.457558351503270178e+00
1.704940988197639484e+01,6.280589315637491836e+02,1.195416905337828695e+02,3.442148172553373797e+00,2.200928748496446374e+00
1.705541108221644109e+01,6.280795533952725691e+02,1.195598833519610338e+02,3.430430096123075145e+00,4.744951724903472723e+00
1.706141228245649089e+01,6.281001050245245096e+02,1.195780339972489230e+02,3.418750180285854867e+00,1.851709367194618316e+00
1.706741348269653713e+01,6.281205866851536257e+02,1.195961425540599095e+02,3.407108305092521050e+00,1.365067184622484220e+00
1.707341468293658693e+01,6.281409986088749520e+02,1.196142091068242763e+02,3.395504351520060027e+00,1.760236349918699705e+00
1.707941588317663317e+01,6.281613410212394228e+02,1.196322337397662778e+02,3.383938203593004346e+00,5.790609195045512081e+00
1.708541708341668297e+01,6.281816141471869059e+02,1.196502165369899302e+02,3.372409745617630961e+00,3.860581853628042293e+00
1.709141828365672922e+01,6.282018182110456337e+02,1.196681575824788837e+02,3.360918862182614930e+00,2.714721233054158134e+00
1.709741948389677901e+01,6.282219534365324307e+02,1.196860569600965647e+02,3.349465438159228370e+00,5.046888921808140971e+00
1.710342068413682526e+01,6.282420200467530549e+02,1.197039147535860053e+02,3.338049358701482561e+00,4.715362044300577260e+00
1.710942188437687506e+01,6.282620182642016289e+02,1.197217310465700564e+02,3.326670509246469010e+00,1.420366047122403552e+00
1.711542308461692130e+01,6.282819483107610949e+02,1.197395059225511460e+02,3.315328775514444715e+00,4.977778822104447443e+00
1.712142428485697110e+01,6.283018104077029875e+02,1.197572394649115068e+02,3.304024043509400599e+00,3.806051991425002612e+00
1.712742548509701734e+01,6.283216047756874332e+02,1.197749317569130056e+02,3.292756199518834137e+00,-7.606316920217031097e-01
1.713342668533706714e+01,6.283413316347634918e+02,1.197925828816972427e+02,3.281525130114289368e+00,9.589727087464368083e-01
1.713942788557711339e+01,6.283609912043684744e+02,1.198101929222855091e+02,3.270330722151641112e+00,3.808190356402556542e+00
1.714542908581716318e+01,6.283805837033286252e+02,1.198277619615787870e+02,3.259172862771208656e+00,4.242703995712626686e+00
1.715143028605720943e+01,6.284001093498586670e+02,1.198452900823577778e+02,3.248051439397897866e+00,2.704244090081590279e+00
1.715743148629725923e+01,6.284195683615621419e+02,1.198627773672828738e+02,3.236966339741712773e+00,1.288492185844568594e+00
1.716343268653730547e+01,6.284389609554309573e+02,1.198802238988941724e+02,3.225917451797783997e+00,3.741300990759233169e+00
1.716943388677735527e+01,6.284582873478460670e+02,1.198976297596114620e+02,3.214904663846397170e+00,-3.754706638996463397e-01
1.717543508701740151e+01,6.284775477545767899e+02,1.199149950317342501e+02,3.203927864453845586e+00,4.330321161204326863e+00
1.718143628725745131e+01,6.284967423907811508e+02,1.199323197974417354e+02,3.192986942472032297e+00,2.922127730613877983e+00
1.718743748749749756e+01,6.285158714710058803e+02,1.199496041387927932e+02,3.182081787039010123e+00,3.156492200167513307e+00
1.719343868773754735e+01,6.285349352091861874e+02,1.199668481377260463e+02,3.171212287579066924e+00,1.913007658312291026e+00
1.719943988797759360e+01,6.285539338186463283e+02,1.199840518760597803e+02,3.160378333803294026e+00,4.829728120313213857e+00
1.720544108821764340e+01,6.285728675120986964e+02,1.200012154354920000e+02,3.149579815709046215e+00,-1.424046494744994007e+00
1.721144228845768964e+01,6.285917365016446183e+02,1.200183388976004153e+02,3.138816623581249132e+00,1.456385765971999646e+00
1.721744348869773944e+01,6.286105409987742405e+02,1.200354223438424270e+02,3.128088647991432936e+00,4.305080900611358175e+00
1.722344468893778568e+01,6.286292812143659603e+02,1.200524658555551127e+02,3.117395779798926014e+00,1.761649991382172598e+00
1.722944588917783548e+01,6.286479573586869947e+02,1.200694695139553119e+02,3.106737910150798143e+00,6.031906352915162195e+00
1.723544708941788173e+01,6.286665696413933802e+02,1.200864334001395122e+02,3.096114930481462579e+00,3.973652990750661917e+00
1.724144828965793153e+01,6.286851182715296318e+02,1.201033575950839207e+02,3.085526732513784509e+00,1.615884900433895544e+00
1.724744948989797777e+01,6.287036034575288568e+02,1.201202421796444497e+02,3.074973208258967361e+00,5.308840306226267458e+00
1.725345069013802757e+01,6.287220254072128682e+02,1.201370872345567022e+02,3.064454250016495962e+00,2.930322007742294232e+00
1.725945189037807381e+01,6.287403843277922988e+02,1.201538928404359723e+02,3.053969750374648129e+00,4.255743762462070201e+00
1.726545309061812361e+01,6.287586804258662596e+02,1.201706590777773016e+02,3.043519602210636776e+00,1.880624338803206008e+00
1.727145429085816986e+01,6.287769139074224540e+02,1.201873860269553660e+02,3.033103698690666761e+00,1.904719330167298885e+00
1.727745549109821965e+01,6.287950849778374049e+02,1.202040737682246032e+02,3.022721933270588579e+00,4.487135564807752885e+00
1.728345669133826590e+01,6.288131938418761138e+02,1.202207223817190993e+02,3.012374199695472043e+00,3.275645173713429781e+00
1.728945789157831570e+01,6.288312407036924014e+02,1.202373319474527023e+02,3.002060392000231559e+00,1.574775677215647152e+00
1.729545909181836194e+01,6.288492257668286811e+02,1.202539025453188799e+02,2.991780404509938762e+00,1.324063159943770440e+00
1.730146029205841174e+01,6.288671492342158444e+02,1.202704342550908905e+02,2.981534131839595148e+00,4.337240434633803154e+00
1.730746149229845798e+01,6.288850113081737163e+02,1.202869271564216120e+02,2.971321468894615236e+00,6.524446798630287425e+00
1.731346269253850778e+01,6.289028121904106001e+02,1.203033813288436988e+02,2.961142310871053951e+00,1.382458663583125080e+00
1.731946389277855403e+01,6.289205520820233914e+02,1.203197968517694250e+02,2.950996553255635035e+00,4.374185704995418256e+00
1.732546509301860382e+01,6.289382311834979191e+02,1.203361738044908407e+02,2.940884091826035274e+00,-2.720650881702527890e+00
1.733146629325865007e+01,6.289558496947082631e+02,1.203525122661796445e+02,2.930804822651310815e+00,2.757487441831307784e-01
1.733746749349869987e+01,6.289734078149175502e+02,1.203688123158872685e+02,2.920758642091527690e+00,4.342871476163821853e+00
1.734346869373874611e+01,6.289909057427771586e+02,1.203850740325448214e+02,2.910745446798699732e+00,6.137501450278520565e+00
1.734946989397879591e+01,6.290083436763275131e+02,1.204012974949631456e+02,2.900765133716106448e+00,3.114269198278805550e+00
1.735547109421884215e+01,6.290257218129975172e+02,1.204174827818327316e+02,2.890817600079458316e+00,4.059835998112159672e+00
1.736147229445889195e+01,6.290430403496044391e+02,1.204336299717238319e+02,2.880902743416385192e+00,3.485934829835625415e+00
1.736747349469893820e+01,6.290602994823548215e+02,1.204497391430863473e+02,2.871020461546805791e+00,4.957238411121714705e+00
1.737347469493898799e+01,6.290774994068432306e+02,1.204658103742499264e+02,2.861170652583268748e+00,8.152693177850278694e-01
1.737947589517903424e+01,6.290946403180531661e+02,1.204818437434238518e+02,2.851353214930895774e+00,4.203509317418482993e+00
1.738547709541908404e+01,6.291117224103569470e+02,1.204978393286971965e+02,2.841568047287751142e+00,2.080717853229788084e+00
1.739147829565913028e+01,6.291287458775151435e+02,1.205137972080386675e+02,2.831815048645097477e+00,2.259414716230124576e+00
1.739747949589918008e+01,6.291457109126773730e+02,1.205297174592966911e+02,2.822094118287310494e+00,2.910474568859698241e+00
1.740348069613922632e+01,6.291626177083816174e+02,1.205456001601993989e+02,2.812405155792248479e+00,2.504832724821974832e+00
1.740948189637927612e+01,6.291794664565546782e+02,1.205614453883546133e+02,2.802748061031536508e+00,1.384174249383125499e+00
1.741548309661932237e+01,6.291962573485118355e+02,1.205772532212498760e+02,2.793122734170509602e+00,2.387435295612360786e+00
1.742148429685937217e+01,6.292129905749571890e+02,1.205930237362524053e+02,2.783529075668440100e+00,1.014103823803099491e+00
1.742748549709941841e+01,6.292296663259834304e+02,1.206087570106091391e+02,2.773966986278850300e+00,5.799530717083573705e+00
1.743348669733946821e+01,6.292462847910718438e+02,1.206244531214467202e+02,2.764436367049739829e+00,4.247033279956848872e+00
1.743948789757951445e+01,6.292628461590925326e+02,1.206401121457714680e+02,2.754937119323358274e+00,2.038982456580550107e+00
1.744548909781956425e+01,6.292793506183039653e+02,1.206557341604694216e+02,2.745469144737057832e+00,5.988447000181316149e+00
1.745149029805961050e+01,6.292957983563534299e+02,1.206713192423063106e+02,2.736032345222866979e+00,5.378084142027039327e+00
1.745749149829966029e+01,6.293121895602770337e+02,1.206868674679275841e+02,2.726626623007632588e+00,3.792627823964606293e+00
1.746349269853970654e+01,6.293285244164991354e+02,1.207023789138583680e+02,2.717251880614071524e+00,1.763969673529183657e+00
1.746949389877975634e+01,6.293448031108331406e+02,1.207178536565035074e+02,2.707908020859605358e+00,3.320621763570107188e+00
1.747549509901980258e+01,6.293610258284808197e+02,1.207332917721475383e+02,2.698594946857781451e+00,3.932591674291415096e+00
1.748149629925985238e+01,6.293771927540327624e+02,1.207486933369546875e+02,2.689312562017676100e+00,5.538916637223286088e+00
1.748749749949989862e+01,6.293933040714681511e+02,1.207640584269689157e+02,2.680060770044434548e+00,2.428294695016695925e+00
1.749349869973994842e+01,6.294093599641547598e+02,1.207793871181138599e+02,2.670839474938873082e+00,1.656191697999177981e+00
1.749949989997999467e+01,6.294253606178357359e+02,1.207946794864275830e+02,2.661648579489650501e+00,7.296007533844942827e+00
1.750550110022004446e+01,6.294413062203450409e+02,1.208099356081728644e+02,2.652487985405059590e+00,5.499002440618781407e+00
1.751150230046009071e+01,6.294571969519164440e+02,1.208251555590539823e+02,2.643357598212674020e+00,3.366237729968584613e+00
1.751750350070014051e+01,6.294730329920473650e+02,1.208403394146395726e+02,2.634257323800625272e+00,9.212335388629830923e-01
1.752350470094018675e+01,6.294888145197438689e+02,1.208554872503799373e+02,2.625187068293996617e+00,3.693211028903879090e+00
1.752950590118023655e+01,6.295045417135206662e+02,1.208705991416069452e+02,2.616146738055164178e+00,4.930977184461823981e+00
1.753550710142028279e+01,6.295202147514008857e+02,1.208856751635341169e+02,2.607136239683711665e+00,4.204303809243135071e+00
1.754150830166033259e+01,6.295358338109168699e+02,1.209007153912566110e+02,2.598155480016714591e+00,4.332129208610353110e+00
1.754750950190037884e+01,6.295513990691090385e+02,1.209157198997511813e+02,2.589204366129024493e+00,2.780098087213621394e+00
1.755351070214042863e+01,6.295669107025269113e+02,1.209306887638762333e+02,2.580282805332984708e+00,4.933852865830774093e+00
1.755951190238047488e+01,6.295823688872284265e+02,1.209456220583717538e+02,2.571390705179084080e+00,1.483451056765251908e+00
1.756551310262052112e+01,6.295977737987803948e+02,1.209605198578593956e+02,2.562527973455644315e+00,1.797169098999585435e+00
1.757151430286057092e+01,6.296131256122580453e+02,1.209753822368424494e+02,2.553694518189303153e+00,1.668705771224645362e+00
1.757751550310061717e+01,6.296284245022454797e+02,1.209902092697057441e+02,2.544890247645071213e+00,1.372209042601945761e+00
1.758351670334066696e+01,6.296436706428355592e+02,1.210050010307158459e+02,2.536115070325962506e+00,6.493221039141573669e+00
1.758951790358071321e+01,6.296588642076293354e+02,1.210197575940208452e+02,2.527368894974301838e+00,-7.212018996320663788e-01
1.759551910382076301e+01,6.296740053697370740e+02,1.210344790336505270e+02,2.518651630570616362e+00,3.086568524290226989e+00
1.760152030406080925e+01,6.296890943017774589e+02,1.210491654235162429e+02,2.509963186334459806e+00,6.599268220208138747e-01
1.760752150430085905e+01,6.297041311758779329e+02,1.210638168374110393e+02,2.501303471724213523e+00,1.388037236783143946e-01
1.761352270454090529e+01,6.297191161636743573e+02,1.210784333490095008e+02,2.492672396437910720e+00,2.787691052139911196e+00
1.761952390478095509e+01,6.297340494363116932e+02,1.210930150318679068e+02,2.484069870412184855e+00,-5.205502020088754733e-01
1.762552510502100134e+01,6.297489311644430927e+02,1.211075619594241317e+02,2.475495803823577035e+00,2.388512005660371695e+00
1.763152630526105114e+01,6.297637615182308082e+02,1.211220742049976735e+02,2.466950107087939159e+00,7.098921425104200544e+00
1.763752750550109738e+01,6.297785406673455100e+02,1.211365518417896396e+02,2.458432690860661296e+00,2.327653398978768884e+00
1.764352870574114718e+01,6.297932687809665140e+02,1.211509949428827895e+02,2.449943466037325379e+00,3.444234024977512743e+00
1.764952990598119342e+01,6.298079460277820090e+02,1.211654035812415060e+02,2.441482343753023088e+00,8.461618088532922854e-01
1.765553110622124322e+01,6.298225725759886018e+02,1.211797778297117674e+02,2.433049235383180076e+00,3.473663308904748170e+00
1.766153230646128947e+01,6.298371485932918858e+02,1.211941177610211895e+02,2.424644052543243333e+00,-4.452277048513759716e-01
1.766753350670133926e+01,6.298516742469057590e+02,1.212084234477790403e+02,2.416266707089050669e+00,2.875615283346710349e+00
1.767353470694138551e+01,6.298661497035529919e+02,1.212226949624761687e+02,2.407917111116915976e+00,2.233555933719381326e+00
1.767953590718143531e+01,6.298805751294651145e+02,1.212369323774850614e+02,2.399595176963543963e+00,6.772727435935633977e+00
1.768553710742148155e+01,6.298949506903820748e+02,1.212511357650598285e+02,2.391300817206683860e+00,2.285364222826685054e+00
1.769153830766153135e+01,6.299092765515528072e+02,1.212653051973362324e+02,2.383033944664305182e+00,1.724420545534644189e+00
1.769753950790157759e+01,6.299235528777344371e+02,1.212794407463316020e+02,2.374794472396047240e+00,1.320576120624308292e+00
1.770354070814162739e+01,6.299377798331933036e+02,1.212935424839449468e+02,2.366582313701968587e+00,4.011092753744405215e-02
1.770954190838167364e+01,6.299519575817041641e+02,1.213076104819568712e+02,2.358397382123627040e+00,3.933479876931865959e+00
1.771554310862172343e+01,6.299660862865503077e+02,1.213216448120296036e+02,2.350239591444022835e+00,5.273503768993908380e+00
1.772154430886176968e+01,6.299801661105237827e+02,1.213356455457069956e+02,2.342108855687285995e+00,1.647605702515704484e+00
1.772754550910181948e+01,6.299941972159256238e+02,1.213496127544145509e+02,2.334005089119102649e+00,3.786084112025208448e+00
1.773354670934186572e+01,6.300081797645650568e+02,1.213635465094593400e+02,2.325928206247226626e+00,1.661893588727658688e+00
1.773954790958191552e+01,6.300221139177602936e+02,1.213774468820301138e+02,2.317878121820513115e+00,3.154972828421015674e+00
1.774554910982196176e+01,6.300359998363379646e+02,1.213913139431972184e+02,2.309854750830481862e+00,3.258556569964949468e+00
1.775155031006201156e+01,6.300498376806336864e+02,1.214051477639126375e+02,2.301858008510123454e+00,-5.081895558537565805e-01
1.775755151030205781e+01,6.300636276104914941e+02,1.214189484150099503e+02,2.293887810334837241e+00,7.930116789570658131e-01
1.776355271054210760e+01,6.300773697852640680e+02,1.214327159672044019e+02,2.285944072022203954e+00,4.178774659809291414e+00
1.776955391078215385e+01,6.300910643638130750e+02,1.214464504910928326e+02,2.278026709532070981e+00,-1.480651095666432937e+00
1.777555511102220365e+01,6.301047115045084865e+02,1.214601520571537066e+02,2.270135639066978683e+00,2.313722206852846686e+00
1.778155631126224989e+01,6.301183113652290331e+02,1.214738207357471254e+02,2.262270777071961447e+00,1.606476718837143824e+00
1.778755751150229969e+01,6.301318641033623180e+02,1.214874565971148002e+02,2.254432040234775059e+00,4.344203187052038118e-01
1.779355871174234593e+01,6.301453698758044766e+02,1.215010597113800799e+02,2.246619345485839858e+00,2.371854372264625255e+00
1.779955991198239573e+01,6.301588288389601757e+02,1.215146301485479370e+02,2.238832609998951284e+00,2.876656393738146189e+00
1.780556111222244198e+01,6.301722411487430691e+02,1.215281679785049391e+02,2.231071751190427221e+00,3.328444804176065475e+00
1.781156231246249178e+01,6.301856069605750008e+02,1.215416732710193202e+02,2.223336686720131183e+00,-2.991339906854786790e+00
1.781756351270253802e+01,6.301989264293870292e+02,1.215551460957409091e+02,2.215627334491017564e+00,5.583038603204730776e+00
1.782356471294258782e+01,6.302121997096186305e+02,1.215685865222011728e+02,2.207943612649501119e+00,1.279429782360058887e+00
1.782956591318263406e+01,6.302254269552178130e+02,1.215819946198131873e+02,2.200285439585428549e+00,4.298437111679900724e+00
1.783556711342268386e+01,6.302386083196413438e+02,1.215953704578716810e+02,2.192652733932334286e+00,1.970958060904380638e+00
1.784156831366273011e+01,6.302517439558548631e+02,1.216087141055529628e+02,2.185045414567298394e+00,1.046039059369322732e+00
1.784756951390277990e+01,6.302648340163325429e+02,1.216220256319149939e+02,2.177463400611287625e+00,2.068085427596218828e+00
1.785357071414282615e+01,6.302778786530569732e+02,1.216353051058973733e+02,2.169906611429411214e+00,8.511999796121273221e+00
1.785957191438287595e+01,6.302908780175198444e+02,1.216485525963212808e+02,2.162374966630466133e+00,5.302742326888494340e+00
1.786557311462292219e+01,6.303038322607213786e+02,1.216617681718895483e+02,2.154868386067477104e+00,1.479545543271845620e+00
1.787157431486297199e+01,6.303167415331701022e+02,1.216749519011866454e+02,2.147386789837781862e+00,2.616534437029709004e+00
1.787757551510301823e+01,6.303296059848837558e+02,1.216881038526786227e+02,2.139930098283059579e+00,4.395124917654534613e+00
1.788357671534306803e+01,6.303424257653884979e+02,1.217012240947132113e+02,2.132498231989245596e+00,3.306418495112927847e+00
1.788957791558311428e+01,6.303552010237190188e+02,1.217143126955196948e+02,2.125091111787128284e+00,2.307376207433596171e+00
1.789557911582316407e+01,6.303679319084189956e+02,1.217273697232090512e+02,2.117708658751865869e+00,1.755845314591427675e+00
1.790158031606321032e+01,6.303806185675405231e+02,1.217403952457738399e+02,2.110350794203441183e+00,-2.598372663723091947e-02
1.790758151630326012e+01,6.303932611486443420e+02,1.217533893310882434e+02,2.103017439706832192e+00,3.615002222747965455e+00
1.791358271654330636e+01,6.304058597988000656e+02,1.217663520469080964e+02,2.095708517071727783e+00,4.308831685004463452e+00
1.791958391678335616e+01,6.304184146645859528e+02,1.217792834608708432e+02,2.088423948352897241e+00,6.555942974632522180e+00
1.792558511702340240e+01,6.304309258920886805e+02,1.217921836404955371e+02,2.081163655850502892e+00,1.000851384904562602e+00
1.793158631726345220e+01,6.304433936269039123e+02,1.218050526531828837e+02,2.073927562109588507e+00,3.383993997951866284e+00
1.793758751750349845e+01,6.304558180141357298e+02,1.218178905662151692e+02,2.066715589920875118e+00,2.011745480971009581e+00
1.794358871774354824e+01,6.304681991983970875e+02,1.218306974467563606e+02,2.059527662320249419e+00,4.579460760877300807e+00
1.794958991798359449e+01,6.304805373238094717e+02,1.218434733618519914e+02,2.052363702589275363e+00,1.864161711389507481e+00
1.795559111822364429e+01,6.304928325362247961e+02,1.218562183787204276e+02,2.045223633119803708e+00,7.593132182493789184e-01
1.796159231846369053e+01,6.305050849845772518e+02,1.218689325650468902e+02,2.038107374713831632e+00,-1.330933172780333518e+00
1.796759351870374033e+01,6.305172948105533806e+02,1.218816159876313918e+02,2.031014851862721571e+00,3.468014319093467357e+00
1.797359471894378657e+01,6.305294621550106058e+02,1.218942687131077918e+02,2.023945989476658269e+00,2.353017514056380488e+00
1.797959591918383637e+01,6.305415871584185652e+02,1.219068908079980105e+02,2.016900712659520423e+00,4.271287497446941472e+00
1.798559711942388262e+01,6.305536699608594517e+02,1.219194823387119158e+02,2.009878946708909098e+00,9.172189683615925571e-01
1.799159831966393241e+01,6.305657107020281273e+02,1.219320433715474508e+02,2.002880617116119311e+00,7.195318853730841013e+00
1.799759951990397866e+01,6.305777095212316681e+02,1.219445739726905202e+02,1.995905649566424245e+00,5.882716926394615520e-01
1.800360072014402846e+01,6.305896665573897053e+02,1.219570742082150616e+02,1.988953969939046829e+00,3.022727174809111794e+00
1.800960192038407470e+01,6.306015819490344256e+02,1.219695441440830024e+02,1.982025504307017627e+00,2.819567360908739939e+00
1.801560312062412450e+01,6.306134558343104572e+02,1.219819838461443311e+02,1.975120178937686433e+00,4.189865544083298587e+00
1.802160432086417075e+01,6.306252883509749836e+02,1.219943933801369838e+02,1.968237920292466470e+00,1.645494134832538702e+00
1.802760552110422054e+01,6.306370796363974023e+02,1.220067728116869716e+02,1.961378655027175455e+00,1.354935800405359103e-01
1.803360672134426679e+01,6.306488298275600073e+02,1.220191222063082535e+02,1.954542309991751381e+00,-1.406198155167359687e-02
1.803960792158431659e+01,6.306605390610570794e+02,1.220314416294028348e+02,1.947728812230707263e+00,3.582013469139043949e+00
1.804560912182436283e+01,6.306722074730959093e+02,1.220437311462607255e+02,1.940938088983017451e+00,2.155857817318691971e+00
1.805161032206441263e+01,6.306838351994957748e+02,1.220559908220599681e+02,1.934170067682117633e+00,2.626547948277698996e+00
1.805761152230445887e+01,6.306954223756887359e+02,1.220682207218665667e+02,1.927424675956245892e+00,3.019945844730294038e-01
1.806361272254450867e+01,6.307069691367192945e+02,1.220804209106345724e+02,1.920701841628300599e+00,2.203096749007970256e+00
1.806961392278455492e+01,6.307184756172443940e+02,1.220925914532060403e+02,1.914001492715783570e+00,2.352179572973116528e+00
1.807561512302460471e+01,6.307299419515334193e+02,1.221047324143110302e+02,1.907323557431368499e+00,3.140654590399001744e+00
1.808161632326465096e+01,6.307413682734681970e+02,1.221168438585676341e+02,1.900667964182503056e+00,-1.022560034409521368e+00
1.808761752350470076e+01,6.307527547165433361e+02,1.221289258504819202e+02,1.894034641571579414e+00,3.596398424631412905e-01
1.809361872374474700e+01,6.307641014138654327e+02,1.221409784544479891e+02,1.887423518396303734e+00,5.345829736246308528e+00
1.809961992398479680e+01,6.307754084981538654e+02,1.221530017347479600e+02,1.880834523649298262e+00,1.094931880353371190e+00
1.810562112422484304e+01,6.307866761017405679e+02,1.221649957555519421e+02,1.874267586518584494e+00,1.706415668406861208e+00
1.811162232446489284e+01,6.307979043565698021e+02,1.221769605809180774e+02,1.867722636387355806e+00,1.070953894813173823e+00
1.811762352470493909e+01,6.308090933941983849e+02,1.221888962747924836e+02,1.861199602834290090e+00,-1.132241709757762393e+00
1.812362472494498888e+01,6.308202433457954612e+02,1.222008029010093253e+02,1.854698415633606601e+00,-2.967418864612350049e-01
1.812962592518503513e+01,6.308313543421428449e+02,1.222126805232907714e+02,1.848219004754753314e+00,2.589626017154398330e+00
1.813562712542508493e+01,6.308424265136347913e+02,1.222245292052469949e+02,1.841761300362918519e+00,4.975947758916228203e-01
1.814162832566513117e+01,6.308534599902777700e+02,1.222363490103761592e+02,1.835325232819059238e+00,5.889595258629780616e+00
1.814762952590518097e+01,6.308644549016912606e+02,1.222481400020644884e+02,1.828910732679673856e+00,-1.167454820722483078e+00
1.815363072614522721e+01,6.308754113771067296e+02,1.222599022435861826e+02,1.822517730697143179e+00,-2.062188148873637328e+00
1.815963192638527701e+01,6.308863295453684259e+02,1.222716357981034463e+02,1.816146157819758855e+00,1.032211363775111357e+00
1.816563312662532326e+01,6.308972095349328129e+02,1.222833407286665022e+02,1.809795945191638111e+00,-6.093046718531063277e-01
1.817163432686537305e+01,6.309080514738691363e+02,1.222950170982136200e+02,1.803467024152922704e+00,4.564793028889486237e+00
1.817763552710541930e+01,6.309188554898589700e+02,1.223066649695710169e+02,1.797159326239921029e+00,9.447127343887811168e-01
1.818363672734546910e+01,6.309296217101962156e+02,1.223182844054529852e+02,1.790872783184966011e+00,2.823582727127658121e+00
1.818963792758551534e+01,6.309403502617874437e+02,1.223298754684617649e+02,1.784607326916699321e+00,-1.052493944915717794e+00
1.819563912782556514e+01,6.309510412711517802e+02,1.223414382210876568e+02,1.778362889559872428e+00,3.099764561921946715e+00
1.820164032806561139e+01,6.309616948644206786e+02,1.223529727257089377e+02,1.772139403435687655e+00,3.039305488669383770e+00
1.820764152830566118e+01,6.309723111673380345e+02,1.223644790445919455e+02,1.765936801061712913e+00,4.232687845683674510e+00
1.821364272854570743e+01,6.309828903052604119e+02,1.223759572398909654e+02,1.759755015151910129e+00,2.185938644592700264e+00
1.821964392878575723e+01,6.309934324031565893e+02,1.223874073736483297e+02,1.753593978616976301e+00,2.772670618107551554e+00
1.822564512902580347e+01,6.310039375856081278e+02,1.223988295077943889e+02,1.747453624564030861e+00,2.066409970773885885e+00
1.823164632926585327e+01,6.310144059768088027e+02,1.224102237041474694e+02,1.741333886296814626e+00,3.574572639341619951e+00
1.823764752950589951e+01,6.310248377005651719e+02,1.224215900244139448e+02,1.735234697315803487e+00,8.937107634319150229e-01
1.824364872974594931e+01,6.310352328802957800e+02,1.224329285301881924e+02,1.729155991318464203e+00,2.801573117968410020e+00
1.824964992998599556e+01,6.310455916390321818e+02,1.224442392829525659e+02,1.723097702198799652e+00,5.673495392771124024e-01
1.825565113022604535e+01,6.310559140994182599e+02,1.224555223440774796e+02,1.717059764047860426e+00,3.112175970611080533e+00
1.826165233046609160e+01,6.310662003837099974e+02,1.224667777748213382e+02,1.711042111153858514e+00,1.138470456732429970e+00
1.826765353070614140e+01,6.310764506137763874e+02,1.224780056363305363e+02,1.705044678001542025e+00,3.867260050693317464e-01
1.827365473094618764e+01,6.310866649110986373e+02,1.224892059896395153e+02,1.699067399273303636e+00,3.227172916630998145e-01
1.827965593118623744e+01,6.310968433967705096e+02,1.225003788956707069e+02,1.693110209848242675e+00,4.615629737111464514e+00
1.828565713142628368e+01,6.311069861914980947e+02,1.225115244152345468e+02,1.687173044802960931e+00,-1.448723486691807061e+00
1.829165833166633348e+01,6.311170934156002659e+02,1.225226426090295035e+02,1.681255839411051056e+00,-1.304343184164478586e+00
1.829765953190637973e+01,6.311271651890078829e+02,1.225337335376420356e+02,1.675358529143949227e+00,2.929166530732818519e+00
1.830366073214642952e+01,6.311372016312649293e+02,1.225447972615466341e+02,1.669481049669798267e+00,-3.429400331846008676e-01
1.830966193238647577e+01,6.311472028615273757e+02,1.225558338411057662e+02,1.663623336854755053e+00,7.107221217638950428e-01
1.831566313262652557e+01,6.311571689985637477e+02,1.225668433365699599e+02,1.657785326761995748e+00,6.501520947703145481e-01
