c,r,N_eq,N_eq_noisy
6.575517562490226453e+00,1.408222605033298214e+00,7.485544904566148716e+01,7.391486498098396396e+01
9.484047842837705744e+00,1.284434005892840069e+00,7.307911245485213669e+01,7.229115971859495460e+01
7.239537603238433761e+00,1.194858158704067641e+00,7.232593562967541345e+01,7.204586252118834011e+01
8.326625702980699373e+00,2.722256061533065541e+00,8.318060377762229507e+01,8.430824462623506577e+01
4.205108516182325396e+00,5.236653764056072857e-01,6.024251673913985883e+01,6.021897680995898838e+01
9.847277394398396666e+00,2.996226694839585480e+00,8.412117082966717874e+01,8.438723791630313542e+01
6.092211596977109345e+00,2.906674800918326973e+00,8.426770318139350024e+01,8.505085005435354617e+01
3.312534453249722066e+00,1.507199483564494402e+00,7.724287919455970552e+01,7.651316294611250157e+01
4.475761571758527957e+00,2.969989451956477566e+00,8.494121114687636975e+01,8.470202254069195646e+01
8.774622618781908745e-01,1.427964752181070995e+00,8.407270190596968007e+01,8.412560251678252143e+01
6.673842453302744282e+00,1.742937488768274257e+00,7.780871580770570972e+01,7.814642311027938604e+01
9.999692882637086555e+00,3.546063440966885638e-01,5.179925545191426295e+01,5.190244303141252402e+01
6.725996954531279215e+00,2.512325670728582927e-01,4.608230333144048529e+01,4.574942554706550624e+01
7.332793848303844619e+00,1.494221218668440265e+00,7.555685052237758725e+01,7.548213725540651353e+01
8.420626841477275804e+00,3.734880423622476964e-01,5.296811034203728497e+01,5.313793380600454697e+01
5.565354226980497643e+00,4.680138912834821974e-01,5.764122441800633112e+01,5.737291844501363158e+01
4.200310895266714972e+00,9.070039499637533309e-01,6.911779584517998387e+01,6.914555835678125106e+01
6.075450436267762377e+00,1.042459654349071618e+00,7.051813969393028003e+01,7.029785881411636694e+01
6.602597693533055256e+00,1.448872346481810958e+00,7.525616043469659644e+01,7.500057191889699482e+01
5.316085474504499864e+00,2.791018017388707584e+00,8.398922454812523597e+01,8.312498353777306193e+01
5.166640735134712337e+00,9.251969795631680427e-01,6.896180410273332484e+01,6.907235234431223603e+01
1.701576613226723378e+00,3.101495332763802293e-01,5.708601508828694193e+01,5.664745301093341112e+01
6.123460419804284349e+00,1.922663472298710596e+00,7.923197618974211309e+01,7.920932383804537835e+01
5.837792140131525365e+00,4.024259762914739746e-01,5.491460875031123123e+01,5.452345512324006194e+01
8.877011938538968749e+00,4.251161281064030906e-01,5.520257601037112494e+01,5.455803918895020388e+01
9.037761619621475617e+00,1.002699921846575415e-01,2.850987965013878878e+01,2.807876963184392594e+01
3.846907751379093021e+00,1.570754426775810453e+00,7.738800716598613860e+01,7.708740823476453841e+01
8.063945974631815394e-01,2.807813722526327105e+00,9.060332194468850275e+01,9.059287040867610585e+01
1.476626147864992245e-01,2.259294376521715719e+00,9.658457927033222745e+01,9.653443500023364265e+01
9.760042646453836568e+00,2.073605985829102050e+00,7.968342828475823580e+01,7.941192676107182535e+01
5.619994520532213933e+00,2.519876237871069513e+00,8.272875921679828082e+01,8.273652946473093550e+01
5.413335675369519429e+00,2.222718311138998537e+00,8.126064208798642596e+01,8.131117743557730648e+01
1.197710417535476912e+00,2.142417226140883368e+00,8.619979655016878439e+01,8.624291199691387533e+01
5.442183044864306929e+00,1.333838139737146378e+00,7.436244070488876901e+01,7.492018829050972784e+01
5.563735105739416653e+00,1.029474974398453924e+00,7.047147111277408271e+01,7.044320525278841671e+01
2.283011260766786954e+00,1.467025333419140098e+00,7.833052740177033968e+01,7.845653365659217116e+01
9.989927565806917542e+00,2.502845115637154283e+00,8.201361158283030761e+01,8.205805116579219316e+01
2.919716336767477216e-01,3.297374064734602261e-01,8.149752886449137179e+01,8.147904796750408707e+01
1.784523892622193353e+00,1.181335084146409642e+00,7.678376442711709160e+01,7.656928051917275013e+01
7.785266205646819593e+00,2.777345854669817982e+00,8.347949855743675585e+01,8.310793678717678290e+01
4.320866124417494625e+00,2.618569702973972291e+00,8.359360957352839705e+01,8.293764671395571497e+01
8.992706691288841370e+00,2.032516963206567606e-01,4.158129011284394494e+01,4.175114858203776436e+01
5.277781283427932735e+00,1.614239838833888552e+00,7.710820774476781025e+01,7.696076092307677641e+01
6.270641851601151728e+00,2.915473108826136528e+00,8.426688440372889488e+01,8.415307158554068678e+01
1.165953840544129871e+00,1.985505110173934051e-01,5.451320374048302142e+01,5.487548651561687052e+01
8.214113857240223027e+00,2.806769691500474284e+00,8.354687399888915422e+01,8.392847594254175192e+01
1.462395926198351015e+00,1.425115870301537413e+00,8.047183923985488718e+01,8.081807850264070225e+01
3.703897206462321012e+00,2.748183062955150913e+00,8.444358396508243914e+01,8.508472123062573189e+01
4.550930312800661959e+00,2.472677821441865431e-01,4.678491511331931463e+01,4.695422005308019919e+01
3.185336267933001952e+00,3.238712600641372452e-01,5.309169165167222815e+01,5.272034418386861887e+01
4.339826295864756212e+00,1.102059660443190370e-01,3.207571164775879424e+01,3.244058869003238499e+01
4.150752499339903423e+00,1.650446065975783139e+00,7.788002793574743521e+01,7.820575370190424280e+01
8.202409443952038970e+00,1.895973597268444166e+00,7.869004725147092927e+01,7.928828003224420229e+01
8.322472558501226914e+00,8.172676876026992998e-01,6.628305774482076629e+01,6.619546034435580850e+01
2.468344636927466418e+00,1.598422866131389730e+00,7.910997789009971370e+01,7.944202290624849638e+01
2.964473373387788602e+00,5.562943164963245479e-01,6.258088934054210739e+01,6.197908109080750449e+01
3.882287771767560791e-01,6.364904904024041299e-01,8.356492129522715118e+01,8.386096299024478640e+01
5.443616751384622532e+00,1.745000646143340051e+00,7.811794688165333866e+01,7.844823295674892449e+01
4.161989318014149841e-01,5.456222196480702280e-01,8.144257531739404499e+01,8.218935655963313991e+01
8.319565824313272628e+00,1.146222161387563165e+00,7.153259875402929424e+01,7.226841086347046428e+01
4.355053518207261831e+00,2.785015556257202984e+00,8.427825738287378954e+01,8.447207234766113970e+01
4.178850051734309012e+00,2.444034088640680391e+00,8.285314831995179929e+01,8.346186232975719577e+01
8.710881027564205681e+00,6.194872468721273062e-01,6.169893141303629136e+01,6.197511404829576520e+01
3.320750172922072530e+00,6.059898316879601676e-01,6.347263757615726121e+01,6.361990750831645158e+01
8.249031783504922055e-01,4.234227622192341389e-01,7.022447040253622674e+01,7.100435938649494005e+01
5.177984540959642779e+00,2.870432992171936259e+00,8.434159150059103638e+01,8.454823618080202152e+01
3.281691065866312318e+00,1.671765413418967672e+00,7.867023949538534566e+01,7.906918681376338043e+01
2.253429705236386305e+00,1.760745935622674008e+00,8.074015697124549718e+01,8.065862436257069135e+01
8.939612431741798204e+00,1.392054474606659042e-01,3.446599635900633274e+01,3.429330646470269528e+01
9.980658288163917202e-01,7.310149588532075526e-01,7.512702227650966336e+01,7.543910536109727616e+01
8.348106604515789897e+00,6.486899906337246779e-01,6.251860865938290601e+01,6.211004968548515137e+01
6.238616293739566387e+00,1.731330017382490150e+00,7.780899157038729186e+01,7.877709272980983712e+01
1.306003947923522590e+00,1.758784461557664214e-01,5.090501034476611864e+01,5.165735486135537258e+01
8.151883760609216267e+00,1.951511477419778151e+00,7.907761497928120775e+01,7.841790849632192817e+01
8.492906146686772573e+00,2.152747149755505962e+00,8.030232681218141977e+01,8.090331141898482770e+01
3.962817702594979785e+00,5.318556854143807744e-01,6.068534463606607687e+01,6.004144034029800991e+01
8.762486822086437144e+00,8.484774451833781983e-01,6.681846204935241929e+01,6.674602779205309844e+01
7.355428632670699685e+00,2.635167716824933226e+00,8.292864730521434069e+01,8.326699918193723704e+01
5.798102972354490348e+00,2.487704597843996446e+00,8.253359010426839859e+01,8.237740505802187840e+01
3.598392825935717187e+00,7.836482476592745439e-01,6.729082524752401184e+01,6.778987957083116100e+01
6.391167531446386718e-01,1.321758920306631335e+00,8.570151962895185704e+01,8.560386553967617829e+01
2.886846732255441417e+00,2.110481368715222406e+00,8.203169362249727214e+01,8.112408479753702295e+01
8.959747469655559016e-01,1.322066488564019204e+00,8.310089619930245419e+01,8.358860250964411875e+01
7.352801954105680160e+00,2.231363649206917543e+00,8.091147803199839927e+01,8.081764884957301831e+01
8.763164555980306858e+00,1.507116955109355949e+00,7.547088733745974309e+01,7.618949482099363024e+01
5.754169558736066392e-01,5.851347712252669142e-01,7.843180331806573236e+01,7.825877193063725201e+01
7.389952595251391365e+00,1.346545943900556930e+00,7.405631571169863037e+01,7.351352642245591085e+01
6.097000172255342854e+00,1.473787464415386772e+00,7.561084566975289079e+01,7.547285291560943676e+01
7.462492502069189015e+00,1.771473939004850173e+00,7.788930445558496274e+01,7.813651808018583722e+01
6.847014184729843578e+00,2.503338085263380641e+00,8.240090060409082184e+01,8.133241933755006414e+01
9.649097603546584523e+00,2.424856790595463440e+00,8.166087098551611234e+01,8.256933920153673512e+01
1.489539329822467395e-01,2.039885780380057856e+00,9.626988961240077458e+01,9.608633593216876534e+01
5.706378425232973228e+00,4.459790570288511558e-01,5.675661185019617250e+01,5.696957965370607724e+01
8.020629883167602614e+00,2.142225631593903667e+00,8.030063905819091019e+01,8.041005868840711912e+01
9.224315262820878658e+00,1.473260559170157968e+00,7.509324841061911116e+01,7.588974415424115705e+01
1.815337442905054388e+00,2.683845240142650024e+00,8.642762817309778711e+01,8.650365288079828474e+01
7.685785876578949960e+00,1.830587891421582847e-01,3.987688078210747022e+01,3.880880045280007096e+01
9.247187870643076124e+00,2.045488448924570601e+00,7.955957754347609523e+01,7.995669075494942035e+01
8.941365538437597849e+00,1.735549477665627505e+00,7.740926795905407687e+01,7.754183652259112591e+01
3.222095576800489525e+00,1.266970917906683258e+00,7.490129408090174934e+01,7.497340532835880822e+01
6.429702833362473946e+00,2.582720055936287729e+00,8.284590006413556296e+01,8.223393047821170398e+01
3.065334896554404165e-01,1.953407674246558035e+00,9.318705439495714415e+01,9.360044493086559214e+01
4.797018098705444267e+00,1.754547667701154889e+00,7.840817213787897799e+01,7.794666679267055542e+01
6.325202702946724820e+00,2.451156478309737707e+00,8.224368291650147000e+01,8.280526512328800948e+01
6.876781150044414259e-01,2.305219068947532257e+00,8.995021478820628147e+01,9.069613027257608451e+01
1.315032391698979009e+00,1.184303840967100285e-01,4.401941243461123321e+01,4.419237856345553439e+01
5.512362304686628356e+00,1.784083684649916401e+00,7.839544945146865018e+01,7.856561230542781971e+01
5.409729677548323901e-01,3.300593679892833143e-01,7.299182599561632401e+01,7.304547227130129272e+01
5.925659856097739819e+00,2.733576891663123121e+00,8.360713738118820970e+01,8.465397144267045348e+01
8.923195036164713656e+00,1.012257472644777501e+00,6.955964132265495437e+01,6.932338654791716692e+01
7.073461960089643341e+00,7.955664978472403170e-01,6.606509924944917600e+01,6.674590018547611692e+01
1.431145461065862490e-01,9.595890661446276892e-01,9.382857806479441365e+01,9.320764746907782694e+01
6.893750306306186459e+00,1.487510381065654697e+00,7.557190277315351068e+01,7.517176607148923040e+01
1.307929136108409551e+00,1.792197484002924224e+00,8.382989839249763975e+01,8.292377022219527305e+01
9.454399238753691037e+00,1.787739270776187439e+00,7.775377214339347631e+01,7.777229400035285778e+01
9.281130511977501385e+00,1.243966534787167122e+00,7.263013596417054885e+01,7.184361620705787743e+01
6.304650118845232853e+00,2.678427821328015490e+00,8.329500462059250765e+01,8.358214808317320887e+01
2.632568439851324715e+00,1.750705641330992268e+00,8.002721042087884484e+01,8.024111529327754511e+01
7.198780071994765883e+00,2.446556733773196157e+00,8.206790921866823396e+01,8.154297309608050170e+01
1.350423343845324586e+00,4.874561677166004414e-01,6.646828250966039775e+01,6.619157180597291301e+01
6.417506908758080719e+00,2.839498681388665235e-01,4.844195783744052619e+01,4.792439277049068380e+01
7.580104053120954255e+00,1.263479762875205026e+00,7.309416358712179829e+01,7.285294547622518735e+01
6.021347651722520844e+00,3.456461101901496247e-01,5.214667073936625030e+01,5.245463426052661049e+01
5.092511393180150669e+00,1.794788485177646886e-01,4.048812753169821121e+01,4.032220143676167368e+01
6.416015766092659334e+00,2.679069018729534513e+00,8.327667612023599020e+01,8.288138858934657094e+01
6.352649361902269476e+00,9.069001208507285750e-01,6.829617070354895247e+01,6.830301142854136742e+01
1.307371126902122926e-01,8.741694768070741306e-01,9.393705874035678960e+01,9.321159486981379416e+01
4.174118162068916504e+00,3.824671921466631375e-01,5.488668865247081641e+01,5.478074732749718834e+01
7.235120103542707959e+00,9.905685938548441927e-01,6.948299433040341455e+01,6.939428070282114902e+01
8.211113875544956642e+00,7.524123891146964338e-01,6.496970982119744065e+01,6.425484723378995966e+01
1.617474612746697238e+00,8.649211276829811279e-01,7.315787095265960716e+01,7.326714275021109302e+01
6.599705634599471793e+00,2.806094867552526573e+00,8.377600418104113089e+01,8.371175005189067519e+01
6.496538387059058728e+00,5.400512811110689260e-01,5.980457625787322939e+01,6.027887608854010892e+01
4.343614156683143435e+00,2.726043347199456512e+00,8.404235203440191526e+01,8.375004088847050809e+01
6.968085564829336498e+00,1.312697080695130136e+00,7.376184437404727134e+01,7.328155331238217229e+01
6.763767486505973814e+00,1.044199635379529312e+00,7.038477951309278069e+01,7.082933578074089098e+01
5.865794161051500311e+00,3.871208978927537792e-01,5.422055727786402457e+01,5.459802441583088495e+01
4.036571329618608317e+00,1.962896959178384693e+00,8.022699435021837644e+01,8.029662179030796665e+01
9.313896854815023829e+00,1.232577515034870425e-01,3.215534024227859078e+01,3.170430515430104990e+01
9.726876745554315917e+00,1.675139792569535269e+00,7.683731420695976055e+01,7.646935565390633371e+01
7.277509416359376537e+00,1.243357989860852886e+00,7.290901567771497582e+01,7.317235709764412377e+01
9.639521820160283028e+00,1.079921558165040762e+00,7.046576280962602823e+01,7.012922886255587684e+01
5.185182509027877806e+00,2.454999564755318886e+00,8.253534465464595371e+01,8.308827386398019144e+01
3.351541761134684716e+00,1.534575214830797618e+00,7.745301153437510777e+01,7.746304763001673166e+01
1.837558342161037972e+00,9.864414471836321363e-01,7.410971480239317088e+01,7.358000642168063621e+01
3.707995284014866666e+00,2.031833788798070195e+00,8.086140292300038368e+01,8.154112341679096687e+01
8.251228835989058652e+00,7.471842341091236017e-01,6.485065349877187657e+01,6.565449407035818297e+01
4.935646828877378489e+00,4.270890131097461739e-01,5.632977945202263470e+01,5.654757101978130152e+01
5.614767431823416644e+00,1.815699337988762263e+00,7.860147161540805882e+01,7.849085419550566201e+01
8.968880580350814924e+00,1.069367872076379955e+00,7.039520658884454463e+01,7.030426224120186873e+01
9.606972393334118010e+00,2.966548992639485682e+00,8.403076452918384120e+01,8.385101505777812747e+01
5.611153558529323071e+00,2.908320107832988999e+00,8.437773657109320879e+01,8.439643161119442993e+01
6.485793374196074268e+00,1.656712183607931710e+00,7.715490341301784838e+01,7.740620052829299880e+01
8.438202899809827073e+00,2.427329517519376090e+00,8.180307870205847109e+01,8.194902843417179383e+01
3.536386763763331720e-01,1.165633069047221637e+00,8.916156871819883634e+01,8.891875400708238431e+01
4.368320065907981053e+00,4.363919084614557020e-01,5.703201376373233700e+01,5.771659027826145660e+01
2.741612381316778979e+00,2.613092959764057532e+00,8.465922513982188491e+01,8.455045971333123589e+01
9.809069196331773099e+00,5.874125499329990729e-01,6.066524824762745283e+01,6.170097295116538305e+01
3.469199603517937547e+00,1.072799509007998253e+00,7.222646204198676401e+01,7.172919405554134187e+01
5.528397884033336318e+00,2.357094400596290384e+00,8.195081076938281228e+01,8.243168495776274085e+01
2.569328682575254152e+00,8.210205984033972504e-01,6.943350073540302958e+01,6.944076620000043931e+01
1.048820004421870955e+00,1.891738869526428113e+00,8.574047129458236327e+01,8.621416861255028152e+01
7.389687197765433702e+00,1.184812006033643561e+00,7.217366990540187999e+01,7.188645894738404252e+01
1.141747813169791126e+00,2.152838621966614685e+00,8.651429351439374216e+01,8.599043492705652625e+01
8.646394232360529841e+00,2.145673911863895444e+00,8.024193139263645946e+01,7.937394704890006381e+01
5.279071486588928330e+00,2.406300954615957277e+00,8.226832878109992464e+01,8.197546987117576123e+01
7.461653771993631779e+00,1.969412974956658680e+00,7.929688020924143643e+01,7.936447100030821389e+01
1.520383256556942619e+00,1.769427035585758867e-01,4.897861056401648483e+01,4.852898227224471128e+01
8.629500197953095864e+00,1.344948204500891142e+00,7.385510951470672580e+01,7.407940481923827747e+01
3.697894173791687056e+00,1.908752807230128745e+00,8.007406069761167089e+01,8.061559537274591491e+01
1.661543225611199048e+00,1.658300850015071548e+00,8.153930063565464081e+01,8.195657775204175266e+01
3.622200121301411002e+00,1.650808097698160282e+00,7.821927999331106207e+01,7.818721682145292107e+01
1.985760851344918310e+00,1.097704253109271333e+00,7.512180867560367403e+01,7.448449271246182946e+01
6.439424721443814725e+00,1.090923162149519676e+00,7.112082406034792825e+01,7.144225904891746382e+01
4.418611506240552878e+00,2.831567992366657904e+00,8.443797278797973149e+01,8.417970876854285223e+01
5.313601660849753827e+00,2.908147263898596790e+00,8.445044983286210538e+01,8.405397981147577013e+01
3.026017931776744163e+00,2.756470850917341675e+00,8.496105134249025070e+01,8.483793397210364162e+01
2.745925637514345041e+00,2.140646149643706586e+00,8.236607608080726095e+01,8.252233518444174365e+01
8.030182544238018139e+00,8.027855253579041506e-01,6.604139609386764675e+01,6.622882997322878396e+01
2.374872030042453286e+00,1.205038251929444471e+00,7.545511576627829697e+01,7.539512152420662972e+01
5.014837518134322103e+00,2.135011387449382014e-01,4.376937450365274174e+01,4.326948629146036751e+01
4.613248676694846395e+00,9.383505330012661405e-01,6.941703089743219834e+01,6.888882468983787533e+01
6.738440532196693589e+00,9.255949524551888574e-01,6.852801731360027304e+01,6.882602469658374389e+01
3.577714661430400067e-01,2.017930618664790288e+00,9.258495709081114455e+01,9.271674053347966549e+01
7.220148412431411700e+00,2.701550072986508511e+00,8.323913623368679282e+01,8.303144624053619793e+01
8.898089767012368867e+00,1.519229768664950075e+00,7.556740810230787986e+01,7.499772184319239443e+01
8.599938928569221375e+00,4.105114102221780747e-01,5.462630052513178924e+01,5.380739336012111806e+01
5.584697867286078754e+00,2.024601156381015787e+00,8.003456712272526374e+01,8.010995438033275207e+01
2.753498539319444216e+00,2.909793124381768736e-01,5.204642553479055778e+01,5.254934343730628399e+01
8.946410383821364221e+00,2.827682825829341606e+00,8.355056452563523806e+01,8.361845997653298923e+01
7.378945348280319116e+00,1.870873784743809276e+00,7.863376262139601636e+01,7.810753238425337486e+01
3.183621331205318317e+00,2.289114248494149351e+00,8.271332076929999744e+01,8.347375704147600572e+01
3.036291019211387887e+00,2.900228594174948160e+00,8.549754257374996769e+01,8.452202976098274689e+01
8.399172049596799638e+00,2.139130370627426170e-01,4.265960727447403400e+01,4.228822978790616105e+01
3.359934756881141293e+00,8.964010842740235963e-02,2.963535954873198364e+01,2.925352410513639967e+01
4.232499163667525544e+00,2.333111619264093939e+00,8.227461791172311223e+01,8.236973183676997223e+01
2.898873402235312646e+00,6.096072232414455616e-01,6.416910198728909620e+01,6.380616217931748935e+01
6.407816735467147140e+00,1.101719697670675346e+00,7.127696152466117496e+01,7.019285185588657328e+01
2.329841286237626985e+00,2.002083361656957772e-01,4.666610981245818834e+01,4.712535947145732251e+01
4.158854461375836031e+00,2.422531297505704284e+00,8.275805976288864940e+01,8.228728794344071673e+01
4.605797467226577346e+00,2.734088137564239851e+00,8.397505207585146536e+01,8.411321640165353131e+01
7.405708831365314104e+00,2.026609729822373307e+00,7.967793414916658890e+01,7.928766593557570275e+01
7.991255868899260761e+00,7.881677624048367692e-01,6.575271785572728334e+01,6.645824979277539057e+01
1.081559188365179169e+00,1.027405495232343036e+00,7.867854182025592991e+01,7.787982090743111030e+01
7.564218397790082093e+00,1.672455792970934940e+00,7.708990651360103641e+01,7.807738551773577740e+01
4.880628171904979773e+00,1.518455064674400834e+00,7.639944644427092157e+01,7.585660695654304675e+01
7.439523889561074022e+00,9.163982053946287953e-01,6.823615151027888714e+01,6.931500322404124859e+01
9.438968689483553831e+00,3.702254478739713806e-01,5.265355204642021647e+01,5.320646992551288434e+01
8.251547118850273144e-01,1.795815334974389721e+00,8.675484948498517213e+01,8.784099261007867199e+01
8.097070800894559994e+00,9.849280133499372925e-01,6.925137467409254555e+01,7.018441391109003291e+01
1.202628972519964590e+00,1.470070235460498309e-01,4.910127544264931743e+01,4.898032438217159523e+01
9.255430675547451358e+00,3.608688528003787810e-01,5.221742236141282945e+01,5.176722857868512051e+01
2.861945970775478632e+00,1.999195781339387357e-01,4.511196628893119964e+01,4.588148947016625812e+01
4.278359748238143023e-01,1.147956682601298350e+00,8.760669289391293546e+01,8.784473710559382198e+01
6.852427232331739226e+00,2.746890834899352818e+00,8.348923895451271449e+01,8.288177199661818406e+01
1.090144661174887175e-01,2.674939419722782485e+00,9.771294529324562461e+01,9.684896060281774055e+01
6.975199967838474180e+00,1.842314573019713686e+00,7.849738202817849242e+01,7.827493457998765791e+01
4.055031943850116782e+00,1.323054872108313074e+00,7.484948919443898774e+01,7.512822769262398026e+01
6.515724105235368491e+00,6.325177035391901237e-01,6.244940530234899256e+01,6.182511576522165342e+01
9.837641691725476534e+00,2.234658443393487737e+00,8.062977066604098297e+01,8.026695565171323210e+01
2.686448029262578530e+00,1.841104743850534575e+00,8.059082195613656552e+01,8.093814468706855791e+01
1.421074877980711415e+00,2.996260732831378171e+00,8.850240026418164518e+01,8.800775214576297856e+01
4.448391275411098356e+00,1.191629735025405035e+00,7.310875930333541817e+01,7.297904263090700283e+01
4.089594937209474423e+00,6.052145325922457797e-01,6.272846954410758968e+01,6.339780641733264588e+01
8.656472761296770457e+00,3.240506953868105833e-01,5.035352228034217603e+01,4.963951130013722945e+01
9.325655800071993795e+00,1.209521782615204710e+00,7.220820789485817670e+01,7.280037409825239081e+01
1.262081515303087320e+00,1.636791960171115834e+00,8.304466745133831296e+01,8.320251000591450463e+01
2.680618747918968481e+00,1.507238361663060022e+00,7.799263071566289796e+01,7.850322559343418050e+01
6.940356070640504527e+00,1.822426206272485194e+00,7.835873931047778740e+01,7.680934193774295693e+01
5.912033461754592212e-01,8.068720652796044224e-01,8.151909488906109402e+01,8.228178043088962568e+01
7.042041995128213827e+00,6.859710973471345730e-01,6.366931414917696230e+01,6.328572361284824410e+01
6.782967895537356462e+00,7.500500077428677859e-01,6.517744520386972340e+01,6.468778777933363244e+01
3.365221657641789488e+00,8.232675412232607348e-01,6.829711826934834562e+01,6.841956144931810968e+01
2.631773238765899414e+00,1.399130571615549323e+00,7.705872113387952993e+01,7.770408370451782787e+01
8.713018782350902214e+00,2.209013470887099650e+00,8.060276926888553817e+01,8.063284722101670354e+01
3.208331688804681114e+00,5.653729260173290250e-01,6.248524346665512752e+01,6.163622634049279725e+01
7.460950673995605520e+00,2.696648274154533897e-01,4.720421658066425863e+01,4.791109204720245884e+01
6.480638428710895127e+00,1.897615942739198758e+00,7.898331902104565927e+01,7.905878954959581506e+01
1.522311135278467065e+00,1.435124421423796814e+00,8.030133748355893886e+01,8.082476859903789546e+01
7.704262929632837986e-01,2.900404739164018419e+00,9.105464132028932056e+01,9.157427274625483449e+01
2.523462787867844614e+00,9.886112493950354185e-01,7.230793755963431124e+01,7.214634027068382238e+01
3.002234926139669913e+00,9.493518298506777864e-01,7.092139617009965491e+01,7.031309476319621865e+01
7.548051655559246065e+00,2.107646478165296600e+00,8.016033405177059024e+01,8.031028285770686637e+01
6.662233423279266376e+00,2.485625854074564600e+00,8.234805821766694578e+01,8.263842437604738222e+01
6.705684127991855981e+00,1.173453727666178059e+00,7.215940323322759298e+01,7.240970607492076283e+01
1.728921706915201195e+00,2.077379260849677500e+00,8.393848797719971344e+01,8.374289667894298361e+01
3.520684367670184667e+00,1.415728812398715952e+00,7.619135790924048024e+01,7.685009173081094502e+01
5.665275675733638217e+00,1.070469515130706872e+00,7.103472864967287137e+01,7.121808780181299880e+01
8.714070160577367830e+00,2.539263517148809157e+00,8.231528174491766947e+01,8.240486373984178670e+01
8.124159492784496450e+00,1.243431628646996190e+00,7.277424003488533799e+01,7.353586480018435623e+01
3.471633863645615659e+00,1.333205754891397588e+00,7.538666961365353814e+01,7.572352765877663217e+01
1.361886136075783904e+00,1.170035557666876169e+00,7.849890981889051034e+01,7.894634706301839344e+01
5.867281290860476339e+00,2.768912561343554568e+00,8.376661810523012264e+01,8.359877308218972303e+01
1.927822788586444513e+00,1.334397956541869767e+00,7.795110308187501857e+01,7.774279920889537721e+01
8.221314578283116958e+00,1.474570179891243393e+00,7.523275068100193153e+01,7.446499570391959821e+01
5.963389109227276386e+00,2.852376318829254576e+00,8.408250589715001411e+01,8.490067370173504457e+01
1.875389801350735963e+00,1.127462646825662551e+00,7.583952981786590897e+01,7.500998541064871006e+01
3.937893478348342580e+00,2.033774639779214688e+00,8.073290996449216550e+01,8.127792499017131433e+01
2.352757087091878585e+00,1.670582280768450945e+00,7.988668367843904150e+01,7.918767671470361336e+01
5.999563732858424814e+00,1.541925488727294402e+00,7.627024063976128332e+01,7.664400723175262442e+01
9.977042546010640223e+00,2.777878771080975806e+00,8.324796386015295013e+01,8.362208374290071333e+01
2.483769991692267087e+00,5.754748579672774866e-01,6.407581507248404762e+01,6.443989962504974756e+01
3.778111246465555517e+00,2.058755521737573257e+00,8.098177789587698783e+01,8.067807272532365914e+01
9.692408578233033367e+00,1.419945053728106199e+00,7.451427037250188334e+01,7.437432641592367588e+01
3.915339234581798777e+00,1.438788771164055680e+00,7.612730115862278524e+01,7.661670381361294346e+01
5.659117869825896818e+00,2.240359275673704964e+00,8.129381623262183609e+01,8.100760065640982077e+01
4.671728279653630800e-01,1.505706517389476140e+00,8.907506776166924567e+01,8.947714705396472823e+01
6.711290208591052853e+00,1.133644861491942102e+00,7.164122218077638138e+01,7.113105674098693498e+01
6.959010276486644386e+00,2.630775310027376190e-01,4.687237725452085613e+01,4.637957273494043164e+01
4.000868434269548857e+00,2.338273555217710964e+00,8.241488860085509316e+01,8.319954011277455663e+01
6.440357621219903628e+00,1.312942540562656690e+00,7.387248282573366964e+01,7.494710441491936592e+01
4.765441562037826539e-01,2.382993907139152046e-01,7.137952792637524624e+01,7.214239203744905637e+01
1.486708365294958201e+00,2.197016868683561164e+00,8.529976045744673741e+01,8.510323777643563403e+01
1.984866191603478436e+00,2.484840328232973850e+00,8.526633616792825876e+01,8.500084863285177050e+01
4.934203173941671849e+00,2.596263411008423283e+00,8.327056753436424685e+01,8.373621281009121731e+01
5.570195469168648827e+00,2.729794935315629001e+00,8.367250730207577192e+01,8.394810641997064238e+01
3.127484950772260852e+00,2.253763208573535071e+00,8.257842118549400823e+01,8.263698978993276967e+01
9.212619299155271335e+00,6.359599003498139780e-01,6.206891179961188953e+01,6.207038192932115805e+01
9.082498696136783067e+00,2.627149313697713318e+00,8.268030907699110799e+01,8.337716893800869400e+01
7.688294412786167875e+00,2.938746902745401623e+00,8.413377185760886334e+01,8.438012796457826425e+01
7.313424975262724281e+00,1.605008208493143851e+00,7.656237752076556546e+01,7.654833722028197940e+01
2.214563281997290467e+00,1.032039435575525133e+00,7.361899739175709101e+01,7.351489753475183875e+01
7.706645968044638195e+00,1.233137208046890532e-01,3.250462222598913087e+01,3.237946772432434983e+01
4.357283513399578645e+00,1.402731600585138905e+00,7.551520095505159702e+01,7.489447050436363895e+01
2.635944229243694092e-01,6.984951684752915835e-01,8.797681694809719488e+01,8.859010197705838152e+01
3.763223667144790063e+00,1.862921554921683098e+00,7.971707289701255661e+01,7.972102028989222333e+01
3.652599627241468028e+00,2.954168063778052744e+00,8.526228486813322149e+01,8.442726503729693377e+01
9.529488286290254351e+00,1.708151618250857595e+00,7.712606289260901349e+01,7.672690416082481590e+01
4.853896022494801343e+00,4.429149139985035788e-01,5.700120835303471978e+01,5.677201141042916532e+01
3.329428620292184338e+00,2.757913583868681684e+00,8.472431879222001783e+01,8.475112329899734220e+01
3.057941590918675345e+00,2.906715465270146126e+00,8.550288888280246624e+01,8.628835840727694517e+01
