T,n_imp,B_field,rho,rho_noisy
4.696669980337721029e+01,3.330116090163456888e-01,3.293501604361375179e+00,4.936729702787522456e+01,4.952118129252758649e+01
2.757470825419239802e+01,7.949828795355591282e-01,1.488321083224513064e+00,1.641381007831504490e+01,1.596033991378262051e+01
1.837236013465910389e+01,1.505400196781020161e-01,6.023994693021323066e+00,3.869907379965145111e+01,3.777243391800540451e+01
6.122317854562453476e+01,3.613983350430498565e-01,9.606606588081212372e-02,4.190297781376814612e+01,4.172152042061723165e+01
8.002740237736922779e+01,3.137889880521135266e-01,3.386621577583631471e+00,1.182174690282837588e+02,1.177712904390301958e+02
6.244817661381911478e+01,6.430434605205572751e-01,1.376606324504594525e+00,5.144630678974329641e+01,5.109621472237233775e+01
3.138583111159686467e+01,5.763458821378014685e-01,6.689729492977155800e+00,6.267392949951391756e+01,6.374259750953822135e+01
8.226125383640641076e+01,4.857132196746383190e-01,7.988535215310856863e+00,2.871470010589656567e+02,2.877284450519309189e+02
5.630128961179884328e+01,7.376923659415822732e-01,1.783033904284443416e+00,4.686189247829591409e+01,4.677466689911032915e+01
6.267455676629399619e+01,7.376346035432380654e-01,1.400395293275800146e+00,5.245247440407284500e+01,5.173575666938706519e+01
9.169584733384479591e+01,8.007506364060537063e-01,7.514332851935386692e+00,3.256831468706321857e+02,3.250340489777212838e+02
7.077723940487625498e+01,8.949272287798647474e-01,8.794447789416619088e+00,2.517742985045263708e+02,2.519548965421797959e+02
2.049932196757082892e+01,9.436567573798047004e-01,8.110809962220903557e+00,5.616030474621399549e+01,5.669497915431531965e+01
7.250282344615557406e+01,1.219836052600501153e-01,3.558511719933108441e+00,1.016130060801386605e+02,1.014687486144907353e+02
3.613545688298646752e+01,8.394297425180765604e-01,1.276179975537514721e+00,2.143920788998827121e+01,2.150675772420375509e+01
8.110082291387311670e+01,9.087441613277519314e-01,2.405262475401881428e-01,7.836731874248715712e+01,7.849472160857311565e+01
6.061583904098444719e+01,4.117213139734775540e-01,3.785567922746668756e-01,4.177940638848951949e+01,4.231250298414791899e+01
5.866159522514726632e+01,7.199773454500784098e-01,1.798524488641842778e+00,5.032144017515224732e+01,4.938120450024041475e+01
2.272184790271573362e+01,3.531483329202843580e-01,1.524363959195542684e+00,1.178168234098025025e+01,1.185965848306929793e+01
1.244098850721145411e+01,1.688723152097946212e-01,6.165756636399780888e+00,3.496700933568256886e+01,3.516977480551722834e+01
9.773350217682033758e+01,4.913556529092084624e-01,5.043128794624751610e-01,1.165674824630762743e+02,1.170425285117882055e+02
1.273221681774237268e+01,1.142988512939474843e-01,8.090382619679237663e+00,4.266111965636404335e+01,4.285918865288313384e+01
1.466262518261288506e+01,2.209567969225974537e-01,6.262576317163626172e+00,3.723394796767342996e+01,3.668359952129593893e+01
5.126667388427800631e+01,9.270084061539357601e-01,9.196305231295514915e+00,1.595822129819103736e+02,1.592919361945426715e+02
9.436483432657550452e+01,9.146140263359566758e-01,8.803891247234478357e+00,4.221499903943496292e+02,4.213878990976498926e+02
5.872958606815245730e+01,7.722302560565230678e-01,4.964690499157720538e+00,9.930196106815192536e+01,9.939856230632096867e+01
9.930114758922931628e+01,1.544939660622777766e-01,5.376830958349310130e+00,2.585021651356348116e+02,2.585983451528201158e+02
7.443468423521940736e+01,3.467819193555803925e-01,9.272351288968165406e+00,2.920129976901774285e+02,2.922689134999586713e+02
8.386023300681250703e+01,8.788642899687013621e-01,1.588909757986154414e+00,9.536483762971431588e+01,9.487990163626470519e+01
8.373786310811500755e+01,6.732497632778876584e-01,3.254941958555055415e+00,1.270672548502092383e+02,1.264971395089905712e+02
9.487056454212313383e+01,9.105200768332163408e-01,1.591430083379130611e-01,1.096813270302183838e+02,1.104441263086410032e+02
9.720338376757484866e+01,7.119073266406098499e-01,9.339639395330049609e+00,4.832617626256388803e+02,4.833528536759741883e+02
3.948845087187825698e+01,1.037320191133059150e-01,3.378469398065183427e+00,3.937220666399563385e+01,4.024520837473106383e+01
7.375112833302929971e+01,6.095852841221468532e-01,3.187221090624841935e+00,9.935459148370807725e+01,9.957431355797467631e+01
5.575641948916567259e+01,6.333102352327982798e-01,9.500720976736566570e+00,1.874197174021840340e+02,1.866888638247397125e+02
9.808861284100319722e+01,7.675960306619641349e-01,2.680144757934332933e-01,1.177827374093777166e+02,1.181854458006850166e+02
6.321693523372771040e+01,4.991739246066367874e-01,2.828185094752195816e+00,7.028404220108048150e+01,7.090160736614443238e+01
4.600271444615438554e+01,6.767388731201848806e-01,8.697258798650381095e+00,1.269884493049714820e+02,1.267630875870089682e+02
1.303799998802231919e+01,6.646869781991249226e-01,4.498584280484462461e+00,2.880904848615134028e+01,2.784671916137935099e+01
7.560528058516723604e+01,3.444799626021396444e-01,8.920178654092111969e+00,2.848216055821142163e+02,2.851542262696962098e+02
1.114004561101130264e+01,7.776752356195946181e-01,1.153930611146919416e+00,7.726129805549364349e+00,7.655953519603551527e+00
6.836837630994335768e+01,3.105097366968703199e-01,8.222253040685245651e-01,5.485738426475273144e+01,5.499618076726112292e+01
3.384888764055502008e+01,3.952468512454935246e-01,5.280625147884632220e-01,1.442206605580418355e+01,1.307881009103493497e+01
7.080294810495962565e+01,1.566833648050788841e-01,1.595214281240530108e+00,6.518886407393999605e+01,6.541742660528895215e+01
9.926378945116610453e+01,9.798560602234606121e-01,1.702526848672167858e+00,1.381536430635979684e+02,1.367783851601987806e+02
4.136466320377644479e+01,9.132889954903462559e-01,8.631617949816121182e+00,1.105660562396609237e+02,1.101323530721582813e+02
6.014614390415204070e+01,3.234882735786983599e-01,4.230262586893219989e+00,8.695393373524204605e+01,8.739688444220705321e+01
6.006980438484973206e+01,9.012073015143732269e-01,9.846860944370417812e+00,2.225530088076575339e+02,2.216407702311943524e+02
2.465867695086368983e+01,6.532624993008420144e-01,5.361623674066594347e+00,4.318410769092430712e+01,4.225220633735614228e+01
7.641171653524217788e+01,6.567193045779133875e-01,2.909763123485020753e+00,1.002762326856233557e+02,1.000513431889471718e+02
7.327597537412123074e+01,9.635881587200052500e-01,6.251887944177792811e+00,1.780421876432662600e+02,1.788655176826004833e+02
7.942547789312284579e+01,4.051894584623276785e-01,6.757406040808101366e+00,2.199178207415733368e+02,2.207256468781165211e+02
2.987327284071482580e+01,5.977858210964928087e-01,7.833732291764194500e+00,6.953853094098582233e+01,6.923438967861939375e+01
1.609610540875712204e+01,9.836409627909701303e-01,3.888922042286143466e+00,2.783320422169059682e+01,2.833296558555300848e+01
4.543536906386688656e+01,6.233350661935190828e-01,8.517815537148237581e+00,1.216645386047899535e+02,1.219539966706622636e+02
2.055125865501194582e+01,3.269925753091817988e-01,5.074022844529151755e+00,3.568002168934432916e+01,3.581051251563622628e+01
3.490868762494226019e+01,7.151286953225406418e-01,1.024319831683829785e+00,1.857145972275239743e+01,1.874865384446477634e+01
1.152726782849908993e+01,9.463739516309582767e-01,8.782942158993153114e+00,4.784677408643729279e+01,4.748371967227319601e+01
4.620240297484743053e+01,5.700711110401979198e-01,4.028393586742904375e+00,5.860524491821963977e+01,5.900526694778604764e+01
4.246097309944651244e+01,6.629869112688869803e-01,6.522474450659927925e+00,8.413439375558601796e+01,8.466437782676304380e+01
3.936075025145972006e+01,3.715736624574911273e-01,8.230256126269173578e+00,9.635292330218030088e+01,9.770287881824924625e+01
4.470038364953327203e+01,4.753460694563717004e-01,5.387928555637252259e+00,7.320866390174391825e+01,7.366626195778921726e+01
1.362220079917930171e+01,7.575457288334578321e-01,5.596145632786305946e+00,3.578431875255650851e+01,3.455695888549506378e+01
4.914781737351934510e+01,7.688996648128425537e-01,8.860333703219732016e+00,1.428168538907866036e+02,1.422133029921326681e+02
6.883431540168382412e+01,6.051649329617208029e-01,5.938413861741612010e+00,1.505699963916789557e+02,1.507350487268307120e+02
3.917893895261724424e+01,5.525967082454810164e-01,5.280410965948717283e+00,6.207699907637453407e+01,6.210953363682071426e+01
6.099948501563007852e+01,7.056836362957467079e-01,1.207806032669270779e+00,4.815761938886824112e+01,4.722541464467467875e+01
8.219248406229455384e+01,6.712861942287509098e-01,2.897076296772831405e+00,1.144806404476486961e+02,1.144086571269329795e+02
5.725923382979621579e+01,4.885615141218923041e-01,9.235935429195984980e+00,1.877520258428276065e+02,1.875706678666224150e+02
9.341758006244459978e+01,1.218170074795945912e-01,2.058348262371318960e+00,1.240546827847033882e+02,1.240275434302546387e+02
7.936737698128055740e+01,3.721692194172989687e-01,7.953713508842468194e+00,2.673416103202309841e+02,2.672779775488615428e+02
6.016209782941235318e+01,8.248962293615904606e-01,7.424669954975238184e-01,4.450989085484406615e+01,4.496774815127452030e+01
1.753391411804376787e+01,7.470247793083256704e-01,3.590922167459116299e+00,2.543445199503843313e+01,2.616420393197075711e+01
5.218354907282103028e+01,3.342257180111837256e-01,7.452711022173580169e+00,1.252792905273271060e+02,1.256186093771818264e+02
1.310151122619768671e+01,2.945377050492180571e-01,3.131728388986021461e+00,1.802919500478948933e+01,1.747154661915441665e+01
9.600906137687431396e+01,9.470175452071946109e-01,7.260236129352836798e+00,3.409141197790344791e+02,3.404800312978081820e+02
1.415397082653593053e+01,6.891831610355584337e-01,5.753581258892113581e+00,3.662486928899335936e+01,3.629139681198099510e+01
2.872380469321887375e+01,3.355252001426733410e-01,9.593230379083262704e+00,7.981348858716133066e+01,7.978301607129772322e+01
2.645996843472328663e+01,1.026532315074448198e-01,4.994338574157032085e+00,3.959105626099535868e+01,3.937544881987931689e+01
8.751295492415486876e+01,4.180122960118451969e-01,1.685184482672041906e-01,8.963603151551536996e+01,8.945882899252444531e+01
9.169041858602709283e+01,6.494790127557775739e-01,6.984168425934678126e-01,1.029994111804314656e+02,1.025359802459753666e+02
7.534450709699069648e+01,8.881193521431967053e-01,5.843364696039982320e+00,1.733576066821281358e+02,1.738300673206297233e+02
8.680923549406453787e+01,4.076448716228056046e-01,4.447495325490651297e+00,1.695702697799779912e+02,1.699938606193758517e+02
3.343925677056587631e+01,6.431044295256980181e-01,8.108902696631899332e+00,8.029743046020735164e+01,8.077263124540000661e+01
9.058415679982898894e+01,9.186364420396206931e-01,7.355771815413440606e+00,3.107712134733217226e+02,3.107290325823533976e+02
1.910272032036483125e+01,9.147502893484169562e-01,8.114683959204970876e+00,5.403378634669963532e+01,5.425922556744330905e+01
3.784544083320982111e+01,8.675944157928721090e-01,5.972257749187397380e+00,6.881616986824063531e+01,6.835866759586187413e+01
8.732985739985147688e+01,6.788670231054468873e-01,8.353976221386050227e+00,3.400506449967174945e+02,3.395428085822526327e+02
7.217984092873689406e+01,6.422824713530653762e-01,4.966729270224470305e+00,1.364642581637506851e+02,1.361904631919716735e+02
9.401053472176812420e+01,7.442190452450989646e-01,2.624484778505161486e+00,1.417423697096580781e+02,1.420329618837895680e+02
8.638202532730872463e+01,4.685270932426162105e-01,3.677227557084155940e+00,1.451215250443701166e+02,1.450453205305225879e+02
2.899881542562478387e+01,7.747776773666217309e-01,2.005387236269917661e-01,1.250008724879381461e+01,1.192735788561761723e+01
4.766161543305359771e+01,1.214200997305804330e-01,4.219934938114170642e+00,6.126441023635587158e+01,6.130939804240743740e+01
9.900190170005188861e+01,9.401185420190566466e-01,5.971298135716578415e+00,2.898215058404463207e+02,2.900314321853317097e+02
7.326894370565513270e+01,7.454706100311516703e-01,8.373561111917483757e+00,2.500188772696286605e+02,2.500990415577519173e+02
8.145150062031933658e+01,1.104800896659775544e-01,2.583092822890760143e+00,1.031563865422054249e+02,1.028218665034753343e+02
1.745516063539789187e+01,7.385926211777336103e-01,3.443817956616952447e+00,2.430104365008499911e+01,2.433208521822993120e+01
9.583762580883546889e+01,6.213146149912220917e-01,4.004870000063381674e+00,1.891682873116126871e+02,1.889563398601550261e+02
5.954006965554788877e+01,6.546021795470986504e-01,1.283752340579544793e+00,4.643074971515342497e+01,4.626685440582598829e+01
2.382395775684531003e+01,6.844872727141395607e-01,7.538287062493634672e+00,5.680836759094832189e+01,5.676252109894702613e+01
6.163050877672129246e+01,2.116129936182215010e-01,3.872028897367393085e+00,8.319752087441355570e+01,8.357320667359368827e+01
9.238487506190428178e+01,1.361541186331592379e-01,9.152493423499574732e+00,4.240264165341756666e+02,4.249380609574263303e+02
5.900343398599764555e+01,2.900861848662557030e-01,1.285574255533232790e+00,4.389812914926285004e+01,4.467650122743685159e+01
9.938091504215061889e+01,1.728852683904389398e-01,5.771399166605521103e+00,2.781290378974026680e+02,2.784424095169551947e+02
9.347785726436477205e+01,2.946883950498890847e-01,8.539508547739749211e-01,1.070328467267057846e+02,1.068320546596622620e+02
5.474546420568061933e+01,7.518455619224257980e-01,9.053867148026306211e+00,1.719235815684469912e+02,1.717685681159010755e+02
9.703746726726414806e+01,4.003098824794428801e-01,4.806286313468910443e-01,1.141098359765960311e+02,1.139763270171908545e+02
7.905982946250560417e+01,6.166957789956613034e-01,7.358193357244303456e+00,2.422729344401909088e+02,2.428484548478871830e+02
3.292811394700920857e+01,3.310550092040198678e-01,1.043190970634477743e-01,1.280743677734757568e+01,1.142477709528692387e+01
1.886411895410575212e+01,8.813467140446811232e-01,4.276673463366252648e+00,3.166771360832370519e+01,3.179661448709268967e+01
1.245092219792180899e+01,1.627886976454643864e-01,2.104045200488372735e+00,1.021659146341392876e+01,9.220346748495881428e+00
5.693053852046714525e+01,5.961307061422768117e-01,1.966973486129606208e+00,4.903290906768827995e+01,4.903097397776719646e+01
7.794648565605257318e+01,5.889585494264087950e-01,6.271973160685324622e+00,1.965922382807103759e+02,1.972545107674361304e+02
2.176856805247567195e+01,8.033361897988436917e-01,5.308478237095089369e+00,4.061744174800612939e+01,4.016197124302100718e+01
2.817273133618481396e+01,8.921301823770586559e-01,5.688342154225397351e+00,5.093495821568795634e+01,4.979352433562200986e+01
9.764431421579814696e+01,7.678556403698659771e-01,6.912915163302880472e+00,3.312473317973352778e+02,3.318958921412913696e+02
8.263044840206957531e+01,2.018034355286295323e-01,2.843031007679938327e+00,1.121076931768223943e+02,1.128606043758282453e+02
3.909390177463278349e+01,7.884878710868489238e-01,4.568275473034864476e+00,5.514250201316632172e+01,5.539179054195086138e+01
9.483996590401078208e+01,5.291991240374164240e-01,4.345314322048640321e+00,1.971292923402197914e+02,1.977569264869329402e+02
5.296413394726619117e+01,3.333067441275965326e-01,7.682096644296874111e+00,1.325365146948932704e+02,1.321352698047799663e+02
3.285405137087900584e+01,7.857041572200640367e-01,4.004483120642669647e+00,4.138600911546069483e+01,4.197231661135859326e+01
4.105074968908843402e+01,8.192233576086158653e-01,1.450375679370893289e+00,2.673402121160435740e+01,2.758433331149720757e+01
3.449539160913845137e+01,5.377998410971713827e-01,3.149822312869058116e+00,3.383117757414192539e+01,3.415126703957081844e+01
7.255928731091131567e+01,8.522756360624769156e-01,5.741011681624263119e+00,1.596948713895279752e+02,1.598354034820017091e+02
4.364758546762826086e+01,8.406311841837186272e-01,8.355490612887328084e+00,1.138914719719412716e+02,1.145331161413671595e+02
6.200304822897347634e+01,7.950414982301571287e-01,7.764105370229712477e-01,4.714991277017867333e+01,4.771588654405888263e+01
6.583294620366025640e+01,7.136211849655034190e-01,3.985962047024436128e+00,9.725549180206718347e+01,9.688107810761053429e+01
5.540593310954586315e+01,6.136038343478084078e-01,1.893074626595214749e-01,3.560980817213972216e+01,3.628982149645884903e+01
5.074208691133145521e+01,5.540425299462665709e-01,2.348676743920834475e+00,4.448010610757363992e+01,4.485241594918126395e+01
4.170488879588600639e+01,5.237379804010052764e-01,2.729254365118846337e+00,3.727741067085322157e+01,3.735675806663446963e+01
3.102544361309102072e+01,4.456277012443696783e-01,8.675742606111269239e+00,7.860567413008416793e+01,7.925753357634384599e+01
1.849185972276375978e+01,3.751758337602233428e-01,3.203959044298144931e+00,2.134969166313731748e+01,2.181241791124998386e+01
7.293024467875503092e+01,2.653791322073498771e-01,6.625303346263876847e+00,1.849071285754805274e+02,1.852800958330741139e+02
1.143222692632328119e+01,1.949903451240870278e-01,2.567247816849222986e+00,1.311997639903476376e+01,1.286605230015931234e+01
7.600776800124457111e+01,2.093753702724802934e-01,6.147111693380646891e+00,1.823033170928349591e+02,1.827200544028184197e+02
7.786268513979874228e+01,9.144454310451172185e-01,9.321780373245114326e-01,7.555656275761100460e+01,7.500230555146001166e+01
8.254399270368350017e+01,9.153493615547347861e-01,1.969381736269367744e+00,9.836749305111754893e+01,9.830426848973181109e+01
6.774787922870874013e+01,5.311797518542071828e-01,5.335023005389995632e+00,1.312590554724953051e+02,1.304124248340024792e+02
9.571198367524469575e+01,9.295641534020234742e-01,8.756885186408428723e+00,4.304942027559029043e+02,4.296420068061001416e+02
4.441974070286212140e+01,8.396631571786146164e-01,8.742713398864381702e+00,1.225990640170851123e+02,1.228205920687470609e+02
5.129473521106301348e+01,5.231497005904003350e-01,9.063745267059029942e+00,1.550225983185696350e+02,1.549815949687901195e+02
3.601005109211369160e+01,9.489820877834197477e-01,1.123416494668091348e+00,2.098696696367860071e+01,2.102934416430138143e+01
1.092242571465087586e+01,3.989076280390623230e-01,1.794116083644866633e+00,9.124679190765650816e+00,9.420654179140042217e+00
4.940476381972832343e+01,6.300517600950925612e-01,3.064232594521298925e-01,2.894453470298203968e+01,2.911952654688077047e+01
5.490904195927276987e+01,9.659313303045068411e-01,1.570177688343838973e+00,4.396989622423258481e+01,4.352670404848151264e+01
5.175098203809321262e+01,3.099569842696197064e-01,5.242321526892554928e+00,8.530597864838541966e+01,8.534269453976574482e+01
1.327062026063727096e+01,8.505500032120908438e-01,1.732702656987439305e-01,6.049423980709063287e+00,6.015888876746187997e+00
2.439937587824780252e+01,4.347089197113002124e-01,4.255653536895183109e+00,3.357997422124135767e+01,3.331998901684089276e+01
3.458358468165928912e+01,4.320703742036157147e-01,6.940827593202504531e+00,7.041468676028603113e+01,7.035241254040575143e+01
4.684542986246440677e+01,8.541498499087191165e-01,1.814073064219597908e+00,3.574513173538669975e+01,3.556242372333855428e+01
2.847756917840201396e+01,3.771824991866034038e-01,9.159720423454620342e-01,1.208259360383284609e+01,1.175803918501174117e+01
4.277460682700006345e+01,4.583142192991500607e-01,3.550449329685634314e-01,2.160186641574535926e+01,2.143473613149685164e+01
3.585758824785834520e+01,5.003940230882242268e-01,8.870195843420271231e+00,9.413227639008167102e+01,9.424976752637978450e+01
1.975552870468900579e+01,3.451254055125264064e-01,9.728636782640963432e+00,6.005749484692535134e+01,6.108910751485306179e+01
8.886606784101107337e+01,1.150627215849450574e-01,4.917523728876052935e+00,1.920060026057872449e+02,1.915975113817879389e+02
6.470541117565647937e+01,9.821569211022327384e-01,5.628755858570125170e+00,1.308150488080029277e+02,1.310760074877173622e+02
9.850454849811848135e+01,1.108922285012684250e-01,5.209645190224910571e+00,2.466088747418304479e+02,2.458782103649926682e+02
6.430198593393038209e+01,5.192118054065905097e-01,1.478900298089310672e+00,5.470117241846519107e+01,5.549618482971629874e+01
6.536570032299492539e+01,6.202138809426163135e-01,2.284578363829138148e+00,6.669106372146063677e+01,6.652437605729224401e+01
4.275035818919989339e+01,5.560467947881130302e-01,7.315297719442249935e+00,9.491246904286310837e+01,9.498190687209749683e+01
8.245096311052570570e+01,4.762391950112776495e-01,6.228118619510566667e+00,2.147125840087429083e+02,2.153512935999694378e+02
5.163203016510669840e+01,1.272757214910945067e-01,5.706298508275801318e+00,9.160959317500409327e+01,9.210343174647417186e+01
8.410111825203057379e+01,6.900567551172034353e-01,7.982932085409597533e+00,2.995278925178885174e+02,2.987819628275937589e+02
5.204690922910996420e+01,1.537502914970538259e-01,4.751552110736652956e+00,7.740429408702927105e+01,7.768189052196771627e+01
7.652488794526327354e+01,4.111168908680847833e-01,8.949664650982458447e-02,6.690760027132625964e+01,6.679390413278865424e+01
6.962411863141167601e+01,1.785759276985066091e-01,5.673664331788229376e+00,1.441903605850472729e+02,1.444999223593199531e+02
4.569628340553522605e+01,5.182542495049177189e-01,3.479090660162848181e+00,5.073836126870168073e+01,5.081455346255259542e+01
1.819614838000038404e+01,9.720145546392765512e-01,5.590171688152874907e+00,4.001151180656700035e+01,4.037953144321019039e+01
3.094218240576034162e+01,3.017339914107538545e-01,3.269557984773051373e+00,3.038743378730484324e+01,3.053341160656009379e+01
4.965008527832441843e+01,5.448194661404741623e-01,1.731666309175484697e+00,3.683333662108163509e+01,3.676340945526877135e+01
5.273618510000908799e+01,5.570354340766905388e-01,3.380072011481910721e+00,6.042746190397772210e+01,6.101595139841559501e+01
2.934337598202408515e+01,9.821674101907509336e-01,2.462521261353745050e-01,1.369292457293299670e+01,1.292090128300867669e+01
3.350071901419673281e+01,8.363471644423541296e-01,9.459148640552950127e-01,1.773103332716709701e+01,1.751450328796219935e+01
3.916600033047760121e+01,5.849023433917290848e-01,9.086719422222593323e+00,1.077817544880231679e+02,1.073039549823445071e+02
5.929037996793152843e+01,5.210360633287699494e-01,7.456287447807366853e+00,1.526940070447919879e+02,1.526220712735484142e+02
1.804699530896894544e+01,9.750642479320864586e-01,8.562089314277592678e+00,5.488947171367375688e+01,5.467450034847577456e+01
4.662229147306284460e+01,9.970510587577096073e-01,1.935710971194410934e+00,3.723055344158120761e+01,3.715652944390434698e+01
7.137300776712632455e+01,8.889241569368449003e-01,4.532197030147705696e+00,1.243946426479777045e+02,1.241494235488013089e+02
8.527585131486644343e+01,8.170806169175122147e-01,2.043313361187859556e+00,1.057352097480047917e+02,1.055004107444034105e+02
5.644130290517958315e+01,8.439541530166276839e-01,3.646164575017630582e+00,7.215313535155867442e+01,7.133110954659152014e+01
9.549814619561733764e+01,9.847393220711102568e-01,8.566241187629534792e+00,4.164705519879896087e+02,4.164517172382559238e+02
7.619516919415033840e+01,8.106133821048961963e-01,2.184817827025610448e+00,8.726904676537807859e+01,8.742319922013989242e+01
8.109176734895214622e+01,1.678018843245678293e-01,1.908944532455270071e-01,7.465772337251229374e+01,7.435954696264958841e+01
2.216227359577632328e+01,1.517638578929827453e-01,7.550066954907724615e+00,5.171530814110286656e+01,5.138683936025734766e+01
5.549019530943085954e+01,9.127851364602648232e-01,3.495832673507029753e+00,6.845076261392523520e+01,6.812847437930366823e+01
1.319642805823950837e+01,8.663646118675141228e-01,7.192854928261360747e-01,7.089184253511626288e+00,7.928704705269251640e+00
7.017453553312833492e+01,6.236792245737503571e-01,6.539463721526207252e+00,1.725443558693902162e+02,1.726383647706657314e+02
3.926200932455652293e+01,8.503278293900394802e-01,7.066018588080319240e+00,8.416130408346350578e+01,8.435517390348729805e+01
8.918225349178048589e+01,9.481198654089501021e-01,3.920293301479575998e+00,1.637424468567734266e+02,1.635922439974874862e+02
2.177113077051137680e+01,5.944688205258260583e-01,3.858948752328697829e+00,2.929172512660729666e+01,2.904175258822710148e+01
1.669856967987317020e+01,8.371163906829672818e-01,1.217669591906374027e+00,9.925311867960349588e+00,9.486022098067222075e+00
4.559249697025430237e+01,5.356320713402479283e-01,6.979786843412881581e+00,9.785033550644247669e+01,9.862139940176072628e+01
2.424119526903086452e+01,4.330754972736581276e-01,5.295236854845381202e+00,4.119931516137991423e+01,4.034910005008406841e+01
5.949487991266286713e+01,4.561287225209456064e-01,2.968009290420141610e+00,6.548350919871451481e+01,6.563349433926369159e+01
4.902252751203594983e+01,3.105660277271720116e-01,6.666507905541614321e+00,1.014093217354187004e+02,1.013973009511046115e+02
1.209886075840507758e+01,2.178307889204593173e-01,9.910875607155333000e+00,4.822723121221633136e+01,4.809942006422113536e+01
3.190851871886010471e+01,9.605780175053505454e-01,8.238750039175851470e+00,7.926456418091521527e+01,7.848136041685781095e+01
2.376523481045494890e+01,2.811302931363027224e-01,1.829189020085131290e+00,1.383678243891107229e+01,1.321926972354826546e+01
2.607019284130876358e+01,9.013770837448652484e-01,9.951664606124399626e-02,1.134894487979387812e+01,1.183977724105763940e+01
9.878288557751116628e+01,2.687808695979985174e-01,2.420506949446843414e-02,1.168293073919281397e+02,1.164824408990737794e+02
6.222402911332988396e+01,2.478608062460413708e-01,5.662144186120031009e+00,1.204432050382234820e+02,1.208827539530080770e+02
8.007838487802602856e+01,4.770708918559951606e-01,4.351242008721486698e+00,1.441390462507825418e+02,1.444739105985054550e+02
4.467937308326857249e+01,8.108693991114185318e-01,2.632243529379456604e+00,4.109521425343726975e+01,4.138490609649311835e+01
2.627984529498316135e+01,2.992948058577629133e-01,3.255610032818542443e+00,2.637271096713142171e+01,2.675345671145543136e+01
4.020980164067275098e+01,1.504812397095544874e-01,6.722436720260713372e+00,7.885253604604965005e+01,7.824740275485024199e+01
7.262397498729063727e+01,9.380491087380911086e-01,8.350512765256725700e+00,2.462662301813509487e+02,2.460292003239369762e+02
4.714793694363555687e+01,9.596849676565132325e-01,3.624024317447887000e+00,5.671986066634333667e+01,5.705916106125818743e+01
1.091660170875693581e+01,4.765133045471032780e-01,1.430213532943699350e+00,7.529126584538506251e+00,6.897945444221501354e+00
5.999504390189570557e+01,5.341319158227060271e-01,6.462098731978358046e+00,1.324368165770538610e+02,1.332691167155530820e+02
5.604620888473323959e+01,7.357225956853237214e-01,2.352805886007364400e+00,5.288158457353065955e+01,5.260176536314335749e+01
7.132503326821048972e+01,7.647916716799284531e-01,6.318276115992894404e+00,1.713199605113153723e+02,1.712878048425308180e+02
1.251275961347827703e+01,6.807823043600149671e-01,8.272412824142509891e+00,4.591331660849510143e+01,4.540075362955574434e+01
8.997918998295160975e+01,6.766339061406948518e-01,9.716189873414366573e+00,4.416957853480533913e+02,4.418786897439246104e+02
5.155981858498602577e+01,5.790416120791848087e-01,7.898732837711359700e+00,1.328350577845733369e+02,1.324681542855670955e+02
4.248791447657646358e+01,3.691977433446451684e-01,6.601713947554854744e-01,2.172721016591741972e+01,2.160595899474905579e+01
3.601073157123358470e+01,2.985342464054655531e-01,7.774848372433494248e+00,8.155843952753765791e+01,8.098907788446950917e+01
8.648001027584909650e+01,8.098548191316240485e-01,6.289209609170715254e+00,2.380107821744327055e+02,2.386066605374095104e+02
3.385199797674735578e+01,6.528820537778200483e-01,8.026063385796977201e+00,8.054470304900827671e+01,7.972838965390846511e+01
3.700546075980282978e+01,7.184897411639747933e-01,3.113045181664753969e+00,3.691574130881005544e+01,3.714130089401169244e+01
9.014946579259093085e+01,3.332106378125825885e-01,2.382974341794933615e+00,1.228779492935035904e+02,1.229964843712119205e+02
5.228172458760556651e+01,9.904355811500019646e-01,8.521178428924754300e+00,1.500952580037071584e+02,1.503141575737711264e+02
1.433699495086463571e+01,6.653445594166406130e-01,9.463050170376281045e+00,5.187605357013812579e+01,5.136572740964205508e+01
2.095551903207522315e+01,1.007691232765003525e-01,9.855324981428344344e+00,6.178697549860748950e+01,6.230384588844781746e+01
7.784017187563890161e+01,6.610705873960642798e-01,8.429631385111720832e+00,2.797679967955751863e+02,2.802501903644015897e+02
3.930854218995062865e+01,2.629006858443570516e-01,4.332710432629110819e+00,5.030626048613548562e+01,5.038605121151554300e+01
3.740547740287463085e+01,3.886837750988376694e-01,5.351574534135952632e+00,5.908474000900150713e+01,5.924107088310082503e+01
3.657259306475225458e+01,4.673930671072118459e-01,6.424977007895911640e+00,6.933000814225970032e+01,6.925132852182895249e+01
9.754487920495283504e+01,1.364091061630159085e-01,9.311180634426332148e+00,4.815670288270164292e+02,4.818885540559096512e+02
5.372024367872692352e+01,1.357671713342127329e-01,1.297388315500542788e+00,3.616233113119683651e+01,3.575173155790281498e+01
9.062914164262167560e+01,5.223976770109323153e-01,9.492078103857991778e+00,4.323973610763263196e+02,4.326747892118946766e+02
8.150693107693213335e+01,7.501247771449287560e-01,4.043491904145858129e+00,1.414161928747689672e+02,1.416193560983901421e+02
8.089601121749922186e+01,5.660306414250827478e-01,8.024957165755878918e+00,2.806881766892196879e+02,2.799831624737689140e+02
