t,N1,N2,R,dN1_dt
2.451490298059611916e+01,1.819803817209479178e+02,-1.235057618699840693e-11,8.525970720053801699e+01,7.856895720692591567e-06
2.452490498099620098e+01,1.819803818055091540e+02,-1.263708771827159751e-11,8.525970714984968879e+01,7.779201723678852431e-06
2.453490698139627924e+01,1.819803818892592631e+02,-1.291616318455006834e-11,8.525970709963442573e+01,7.702252915464669059e-06
2.454490898179636105e+01,1.819803819721999218e+02,-1.318742971338092869e-11,8.525970704989086357e+01,7.626047789699441637e-06
2.455491098219643931e+01,1.819803820543330346e+02,-1.345052522838417169e-11,8.525970700061762386e+01,7.550584570026330766e-06
2.456491298259652112e+01,1.819803821356604203e+02,-1.370509844925347732e-11,8.525970695181329972e+01,7.475861551142770622e-06
2.457491498299659938e+01,1.819803822161841254e+02,-1.395080889175541912e-11,8.525970690347642744e+01,7.401876928270212375e-06
2.458491698339668119e+01,1.819803822959061392e+02,-1.418732686773024292e-11,8.525970685560551487e+01,7.328628825575833616e-06
2.459491898379675945e+01,1.819803823748286504e+02,-1.441433348509112690e-11,8.525970680819902725e+01,7.256115225118264789e-06
2.460492098419684126e+01,1.819803824529538190e+02,-1.463152064782486659e-11,8.525970676125540137e+01,7.184334108956136333e-06
2.461492298459691952e+01,1.819803825302839186e+02,-1.483859105599121090e-11,8.525970671477304563e+01,7.113283459148078691e-06
2.462492498499700133e+01,1.819803826068213652e+02,-1.503525820572353091e-11,8.525970666875031156e+01,7.042961016168192145e-06
2.463492698539707959e+01,1.819803826825685462e+02,-1.522124638922818177e-11,8.525970662318553650e+01,6.973364563123141124e-06
2.464492898579716140e+01,1.819803827575279911e+02,-1.539629069478507943e-11,8.525970657807700093e+01,6.904491812065316481e-06
2.465493098619723966e+01,1.819803828317022862e+02,-1.556013700674717075e-11,8.525970653342297112e+01,6.836340347149416630e-06
2.466493298659732147e+01,1.819803829050940749e+02,-1.571254200554091816e-11,8.525970648922165651e+01,6.768907752530139987e-06
2.467493498699739973e+01,1.819803829777061424e+02,-1.585327316766588931e-11,8.525970644547123811e+01,6.702191498675347248e-06
2.468493698739748154e+01,1.819803830495412740e+02,-1.598210876569509633e-11,8.525970640216985430e+01,6.636188970787770813e-06
2.469493898779755980e+01,1.819803831206023688e+02,-1.609883786827467273e-11,8.525970635931564345e+01,6.570897525648433657e-06
2.470494098819764162e+01,1.819803831908923826e+02,-1.620326034012422237e-11,8.525970631690665869e+01,6.506314463194939890e-06
2.471494298859771988e+01,1.819803832604144134e+02,-1.629518684203646078e-11,8.525970627494093890e+01,6.442436884412927611e-06
2.472494498899780169e+01,1.819803833291715591e+02,-1.637443883087753505e-11,8.525970623341649457e+01,6.379261989764017926e-06
2.473494698939787995e+01,1.819803833971670031e+02,-1.644084855958677504e-11,8.525970619233127934e+01,6.316786837601284788e-06
2.474494898979796176e+01,1.819803834644040421e+02,-1.649425907717689048e-11,8.525970615168323263e+01,6.255008401012673858e-06
2.475495099019804002e+01,1.819803835308860585e+02,-1.653452422873379001e-11,8.525970611147025124e+01,6.193923567821002507e-06
2.476495299059812183e+01,1.819803835966164058e+02,-1.656150865541671692e-11,8.525970607169018933e+01,6.133529268481652252e-06
2.477495499099820009e+01,1.819803836615986654e+02,-1.657508779445820711e-11,8.525970603234085843e+01,6.073822206076329167e-06
2.478495699139828190e+01,1.819803837258363899e+02,-1.657514787916406325e-11,8.525970599342004164e+01,6.014799083686739323e-06
2.479495899179836016e+01,1.819803837893332457e+02,-1.656158593891339357e-11,8.525970595492550785e+01,5.956456533340315218e-06
2.480496099219844197e+01,1.819803838520929844e+02,-1.653430979915857308e-11,8.525970591685495492e+01,5.898791158642779919e-06
2.481496299259852023e+01,1.819803839141193862e+02,-1.649323808142531787e-11,8.525970587920606647e+01,5.841799435302164056e-06
2.482496499299860204e+01,1.819803839754163732e+02,-1.643830020331253004e-11,8.525970584197648350e+01,5.785477796393934113e-06
2.483496699339868030e+01,1.819803840359878961e+02,-1.636943637849252063e-11,8.525970580516380437e+01,5.729822589728428284e-06
2.484496899379876211e+01,1.819803840958380192e+02,-1.628659761671077374e-11,8.525970576876559903e+01,5.674830092061711184e-06
2.485497099419884037e+01,1.819803841549708636e+02,-1.618974572378615982e-11,8.525970573277940900e+01,5.620496509095573856e-06
2.486497299459892218e+01,1.819803842133905789e+02,-1.607885330161075146e-11,8.525970569720271897e+01,5.566818018110097910e-06
2.487497499499900044e+01,1.819803842711014852e+02,-1.595390374815000112e-11,8.525970566203299938e+01,5.513790640065963089e-06
2.488497699539908226e+01,1.819803843281079310e+02,-1.581489125744254079e-11,8.525970562726766389e+01,5.461410410134703852e-06
2.489497899579916051e+01,1.819803843844143501e+02,-1.566182081960043726e-11,8.525970559290411188e+01,5.409673264011871652e-06
2.490498099619924233e+01,1.819803844400252046e+02,-1.549470822080881731e-11,8.525970555893967173e+01,5.358575052127889649e-06
2.491498299659932059e+01,1.819803844949450990e+02,-1.531358004332638143e-11,8.525970552537168601e+01,5.308111582280616858e-06
2.492498499699940240e+01,1.819803845491787229e+02,-1.511847366548486104e-11,8.525970549219742622e+01,5.258278562791929289e-06
2.493498699739948066e+01,1.819803846027307372e+02,-1.490943726168947404e-11,8.525970545941413548e+01,5.209071616718574660e-06
2.494498899779956247e+01,1.819803846556060307e+02,-1.468652980241853385e-11,8.525970542701902843e+01,5.160486395539010118e-06
2.495499099819964073e+01,1.819803847078094634e+02,-1.444982105422387756e-11,8.525970539500924872e+01,5.112518309147162654e-06
2.496499299859972254e+01,1.819803847593459523e+02,-1.419939157973031174e-11,8.525970536338196837e+01,5.065162923756361124e-06
2.497499499899980080e+01,1.819803848102206132e+02,-1.393533273763632659e-11,8.525970533213425995e+01,5.018415478730275936e-06
2.498499699939988261e+01,1.819803848604385053e+02,-1.365774668271331395e-11,8.525970530126319602e+01,4.972271369751979364e-06
2.499499899979996087e+01,1.819803849100048581e+02,-1.336674636580629593e-11,8.525970527076579231e+01,4.926725793552577670e-06
2.500500100020004268e+01,1.819803849589249296e+02,-1.306245553383320438e-11,8.525970524063906453e+01,4.881773875808903540e-06
2.501500300060012094e+01,1.819803850072040632e+02,-1.274500872978570645e-11,8.525970521087994314e+01,4.837410756408644374e-06
2.502500500100020275e+01,1.819803850548476873e+02,-1.241455129272827724e-11,8.525970518148535859e+01,4.793631418920085707e-06
2.503500700140028101e+01,1.819803851018612875e+02,-1.207123935779920306e-11,8.525970515245219872e+01,4.750430846911513072e-06
2.504500900180036282e+01,1.819803851482504626e+02,-1.171523985620942957e-11,8.525970512377729449e+01,4.707803867631810135e-06
2.505501100220044108e+01,1.819803851940208688e+02,-1.134673051524393333e-11,8.525970509545746268e+01,4.665745336751569994e-06
2.506501300260052290e+01,1.819803852391782186e+02,-1.096589985826022748e-11,8.525970506748947741e+01,4.624249939411129162e-06
2.507501500300060115e+01,1.819803852837283102e+02,-1.057294720468971229e-11,8.525970503987008442e+01,4.583312403383388300e-06
2.508501700340068297e+01,1.819803853276770553e+02,-1.016808267003661699e-11,8.525970501259597256e+01,4.542927243278427341e-06
2.509501900380076123e+01,1.819803853710303940e+02,-9.751527165878982041e-12,8.525970498566381650e+01,4.503089115814873367e-06
2.510502100420084304e+01,1.819803854137943517e+02,-9.323512399867461972e-12,8.525970495907024826e+01,4.463792350861695013e-06
2.511502300460092130e+01,1.819803854559750675e+02,-8.884280875726713191e-12,8.525970493281184304e+01,4.425031377763843921e-06
2.512502500500100311e+01,1.819803854975787374e+02,-8.434085893254028800e-12,8.525970490688517600e+01,4.386800512179434008e-06
2.513502700540108137e+01,1.819803855386115856e+02,-7.973191548320564825e-12,8.525970488128676550e+01,4.349094055555724481e-06
2.514502900580115963e+01,1.819803855790800071e+02,-7.501872732870357946e-12,8.525970485601310145e+01,4.311906053544589668e-06
2.515503100620124144e+01,1.819803856189903968e+02,-7.020415134920730195e-12,8.525970483106061693e+01,4.275230736539015197e-06
2.516503300660131970e+01,1.819803856583492347e+02,-6.529115238562712243e-12,8.525970480642574501e+01,4.239062079136601824e-06
2.517503500700140151e+01,1.819803856971631149e+02,-6.028280323959995694e-12,8.525970478210483350e+01,4.203394013302386156e-06
2.518503700740147977e+01,1.819803857354386878e+02,-5.518228467350303097e-12,8.525970475809425864e+01,4.168220471001404803e-06
2.519503900780156158e+01,1.819803857731826611e+02,-4.999288541043871723e-12,8.525970473439029718e+01,4.133535341566130228e-06
2.520504100820163984e+01,1.819803858104018559e+02,-4.471800213424967367e-12,8.525970471098924008e+01,4.099332258533650020e-06
2.521504300860172165e+01,1.819803858471031504e+02,-3.936113948950345502e-12,8.525970468788729306e+01,4.065604969127889490e-06
2.522504500900179991e+01,1.819803858832935077e+02,-3.392591008150940375e-12,8.525970466508067602e+01,4.032347064253372082e-06
2.523504700940188172e+01,1.819803859189799198e+02,-2.841603447630025663e-12,8.525970464256553782e+01,3.999552134814621240e-06
2.524504900980195998e+01,1.819803859541695488e+02,-2.283534120065105112e-12,8.525970462033799890e+01,3.967213572764194396e-06
2.525505101020204179e+01,1.819803859888695570e+02,-1.718776674206120649e-12,8.525970459839416549e+01,3.935324826898067840e-06
2.526505301060212005e+01,1.819803860230871919e+02,-1.147735554877144508e-12,8.525970457673007274e+01,3.903879218114525429e-06
2.527505501100220187e+01,1.819803860568298148e+02,-5.708260029746372218e-13,8.525970455534174164e+01,3.872870024679286871e-06
2.528505701140228012e+01,1.819803860901048438e+02,1.152594453085999610e-14,8.525970453422515050e+01,3.842290396960379439e-06
2.529505901180236194e+01,1.819803861229197537e+02,5.988834545962179070e-13,8.525970451337623501e+01,3.812133499536685122e-06
2.530506101220244020e+01,1.819803861552821331e+02,1.190798898104127993e-12,8.525970449279091667e+01,3.782392354878538754e-06
2.531506301260252201e+01,1.819803861871995991e+02,1.786813849865190702e-12,8.525970447246506012e+01,3.753059999667129887e-06
2.532506501300260027e+01,1.819803862186799108e+02,2.386459088615429418e-12,8.525970445239450157e+01,3.724129186366553768e-06
2.533506701340268208e+01,1.819803862497308273e+02,2.989254597018677333e-12,8.525970443257504883e+01,3.695592937447145232e-06
2.534506901380276034e+01,1.819803862803602783e+02,3.594709561664687216e-12,8.525970441300245284e+01,3.667443934318725951e-06
2.535507101420284215e+01,1.819803863105761366e+02,4.202322373070474770e-12,8.525970439367243614e+01,3.639674886812827026e-06
2.536507301460292041e+01,1.819803863403865307e+02,4.811580625679324036e-12,8.525970437458069284e+01,3.612278376863287122e-06
2.537507501500300222e+01,1.819803863697994757e+02,5.421961117861731303e-12,8.525970435572288864e+01,3.585247100090782624e-06
2.538507701540308048e+01,1.819803863988232138e+02,6.032929851914312968e-12,8.525970433709463236e+01,3.558573368422912608e-06
2.539507901580316229e+01,1.819803864274659588e+02,6.643942034060997033e-12,8.525970431869151867e+01,3.532249721160951594e-06
2.540508101620324055e+01,1.819803864557360669e+02,7.254442074451681360e-12,8.525970430050907112e+01,3.506268456021643942e-06
2.541508301660332236e+01,1.819803864836419791e+02,7.863863587164022932e-12,8.525970428254281330e+01,3.480621856510879297e-06
2.542508501700340062e+01,1.819803865111921368e+02,8.471629390201253581e-12,8.525970426478822617e+01,3.455302135080273729e-06
2.543508701740348243e+01,1.819803865383951234e+02,9.077151505494361030e-12,8.525970424724073382e+01,3.430301390494605585e-06
2.544508901780356069e+01,1.819803865652596073e+02,9.679831158899957935e-12,8.525970422989574615e+01,3.405611764151217358e-06
2.545509101820364251e+01,1.819803865917942574e+02,1.027905878020261317e-11,8.525970421274863043e+01,3.381225170073776098e-06
2.546509301860372076e+01,1.819803866180079126e+02,1.087421400311227176e-11,8.525970419579471127e+01,3.357133593340222433e-06
2.547509501900380258e+01,1.819803866439094122e+02,1.146466566526683492e-11,8.525970417902928489e+01,3.333328862709095119e-06
2.548509701940388084e+01,1.819803866695077090e+02,1.204977180822992575e-11,8.525970416244760486e+01,3.309802806938932918e-06
2.549509901980396265e+01,1.819803866948118412e+02,1.262887967749273101e-11,8.525970414604489633e+01,3.286547055836308573e-06
2.550510102020404091e+01,1.819803867198309320e+02,1.320132572247220290e-11,8.525970412981634183e+01,3.263553281840358977e-06
2.551510302060412272e+01,1.819803867445741048e+02,1.376643559651310610e-11,8.525970411375708125e+01,3.240813100546802161e-06
2.552510502100420098e+01,1.819803867690506536e+02,1.432352415688578010e-11,8.525970409786225446e+01,3.218317999653663719e-06
2.553510702140428279e+01,1.819803867932699006e+02,1.487189546478827347e-11,8.525970408212691609e+01,3.196059338961276808e-06
2.554510902180436105e+01,1.819803868172412535e+02,1.541084278534439861e-11,8.525970406654610656e+01,3.174028591956812306e-06
2.555511102220444286e+01,1.819803868409742051e+02,1.593964858760583533e-11,8.525970405111485206e+01,3.152217033175475080e-06
2.556511302260452112e+01,1.819803868644783051e+02,1.645758454454973324e-11,8.525970403582809354e+01,3.130615766622213414e-06
2.557511502300460293e+01,1.819803868877631885e+02,1.696391153308110286e-11,8.525970402068077192e+01,3.109216095253941603e-06
2.558511702340468119e+01,1.819803869108385754e+02,1.745787963403052473e-11,8.525970400566779972e+01,3.088009009388770210e-06
2.559511902380476300e+01,1.819803869337142430e+02,1.793872813215643705e-11,8.525970399078401840e+01,3.066985541977373941e-06
2.560512102420484126e+01,1.819803869564001104e+02,1.840568551614295788e-11,8.525970397602425521e+01,3.046136654916153930e-06
2.561512302460492307e+01,1.819803869789060684e+02,1.885796947860175277e-11,8.525970396138329477e+01,3.025453196414673585e-06
2.562512502500500133e+01,1.819803870012421498e+02,1.929478691607047085e-11,8.525970394685590747e+01,3.004925986260786885e-06
2.563512702540508315e+01,1.819803870234184728e+02,1.971533392901431196e-11,8.525970393243677847e+01,2.984545687922945945e-06
2.564512902580516140e+01,1.819803870454451840e+02,2.011879582182424953e-11,8.525970391812062132e+01,2.964303064345585881e-06
2.565513102620524322e+01,1.819803870673325434e+02,2.050434710281882707e-11,8.525970390390206433e+01,2.944188636888611654e-06
2.566513302660532148e+01,1.819803870890908968e+02,2.087115148424253935e-11,8.525970388977570735e+01,2.924192941122782941e-06
2.567513502700540329e+01,1.819803871107306179e+02,2.121836188226746098e-11,8.525970387573612186e+01,2.904306441564585839e-06
2.568513702740548155e+01,1.819803871322622228e+02,2.154512041699123007e-11,8.525970386177785088e+01,2.884519460621959297e-06
2.569513902780556336e+01,1.819803871536962561e+02,2.185055841243943935e-11,8.525970384789539480e+01,2.864822377546261123e-06
2.570514102820564162e+01,1.819803871750433188e+02,2.213379639656345835e-11,8.525970383408322562e+01,2.845205401058592543e-06
2.571514302860572343e+01,1.819803871963141830e+02,2.239394410124192298e-11,8.525970382033574424e+01,2.825658654614926490e-06
2.572514502900580169e+01,1.819803872175195920e+02,2.263010046227972412e-11,8.525970380664735160e+01,2.806172304303800047e-06
2.573514702940588350e+01,1.819803872386704029e+02,2.284135361940893183e-11,8.525970379301240598e+01,2.786736359894348425e-06
2.574514902980596176e+01,1.819803872597775865e+02,2.302678091628806824e-11,8.525970377942523726e+01,2.767340774312287976e-06
2.575515103020604357e+01,1.819803872808521419e+02,2.318544890050253413e-11,8.525970376588010424e+01,2.747975401007352048e-06
2.576515303060612183e+01,1.819803873019051821e+02,2.331641332356398528e-11,8.525970375237127996e+01,2.728630093429273984e-06
2.577515503100620364e+01,1.819803873229478484e+02,2.341871914091125337e-11,8.525970373889293796e+01,2.709294577130094694e-06
2.578515703140628190e+01,1.819803873439914241e+02,2.349140051190982576e-11,8.525970372543929443e+01,2.689958549240145658e-06
2.579515903180636371e+01,1.819803873650471928e+02,2.353348079985186163e-11,8.525970371200445186e+01,2.670611593202920631e-06
2.580516103220644197e+01,1.819803873861265799e+02,2.354397257195608537e-11,8.525970369858252695e+01,2.651243249829349224e-06
2.581516303260652379e+01,1.819803874072410679e+02,2.352187759936818402e-11,8.525970368516759379e+01,2.631842974665232759e-06
2.582516503300660204e+01,1.819803874284021958e+02,2.346618685716031287e-11,8.525970367175366960e+01,2.612400180623808410e-06
2.583516703340668386e+01,1.819803874496215883e+02,2.337588052433158985e-11,8.525970365833475739e+01,2.592904223774894490e-06
2.584516903380676212e+01,1.819803874709109550e+02,2.324992798380740407e-11,8.525970364490480335e+01,2.573344289658052730e-06
2.585517103420684393e+01,1.819803874922821194e+02,2.308728782244030759e-11,8.525970363145772524e+01,2.553709578023699578e-06
2.586517303460692219e+01,1.819803875137468765e+02,2.288690783100961803e-11,8.525970361798742658e+01,2.533989203357123188e-06
2.587517503500700400e+01,1.819803875353171918e+02,2.264772500422091446e-11,8.525970360448775409e+01,2.514172265932757000e-06
2.588517703540708226e+01,1.819803875570051162e+02,2.236866554070675153e-11,8.525970359095249762e+01,2.494247638651359011e-06
2.589517903580716407e+01,1.819803875788226719e+02,2.204864484302623939e-11,8.525970357737546124e+01,2.474204322311379656e-06
2.590518103620724233e+01,1.819803876007820804e+02,2.168656751766576103e-11,8.525970356375036374e+01,2.454031061915884493e-06
2.591518303660732414e+01,1.819803876228955630e+02,2.128132737503775734e-11,8.525970355007092394e+01,2.433716687733067374e-06
2.592518503700740240e+01,1.819803876451754263e+02,2.083180742948144766e-11,8.525970353633080379e+01,2.413249887922574999e-06
2.593518703740748421e+01,1.819803876676340906e+02,2.033687989926320141e-11,8.525970352252365103e+01,2.392619180113797484e-06
2.594518903780756247e+01,1.819803876902840329e+02,1.979540620657576900e-11,8.525970350864302816e+01,2.371813238255526812e-06
2.595519103820764428e+01,1.819803877131377874e+02,1.920623697753845315e-11,8.525970349468252607e+01,2.350820494712024811e-06
2.596519303860772254e+01,1.819803877362079731e+02,1.856821204219812987e-11,8.525970348063566462e+01,2.329629339214989159e-06
2.597519503900780435e+01,1.819803877593879804e+02,1.785384181239258044e-11,8.525970346655506660e+01,2.308338054035630194e-06
2.598519703940788261e+01,1.819803877823765674e+02,1.700013475853551649e-11,8.525970345258983230e+01,2.287224035057988658e-06
2.599519903980796443e+01,1.819803878051597223e+02,1.601453728294353597e-11,8.525970343874682555e+01,2.266300043629598804e-06
2.600520104020804268e+01,1.819803878277389515e+02,1.490786505275231458e-11,8.525970342502513688e+01,2.245564672875843826e-06
2.601520304060812450e+01,1.819803878501158181e+02,1.369068335333109863e-11,8.525970341142387099e+01,2.225016245915867330e-06
2.602520504100820276e+01,1.819803878722918853e+02,1.237330708828583758e-11,8.525970339794214681e+01,2.204653341664197796e-06
2.603520704140828457e+01,1.819803878942686595e+02,1.096580077945574451e-11,8.525970338457905484e+01,2.184474467981090129e-06
2.604520904180836283e+01,1.819803879160476754e+02,9.477978566917020018e-12,8.525970337133374244e+01,2.164478061672525655e-06
2.605521104220844464e+01,1.819803879376304678e+02,7.919404208978866585e-12,8.525970335820531432e+01,2.144662659020468709e-06
2.606521304260852290e+01,1.819803879590185716e+02,6.299391082187700402e-12,8.525970334519288940e+01,2.125026767885174195e-06
2.607521504300860116e+01,1.819803879802134361e+02,4.627002181323354746e-12,8.525970333229560083e+01,2.105568924548606446e-06
2.608521704340868297e+01,1.819803880012166530e+02,2.911050119400640629e-12,8.525970331951256753e+01,2.086287594238456222e-06
2.609521904380876123e+01,1.819803880220296435e+02,1.160097127671253198e-12,8.525970330684292264e+01,2.067181412712670863e-06
2.610522104420884304e+01,1.819803880426539422e+02,-6.175449443805031126e-13,8.525970329428581351e+01,2.048248816777231696e-06
2.611522304460892130e+01,1.819803880630910555e+02,-2.413814629032769266e-12,8.525970328184037328e+01,2.029488427979231346e-06
2.612522504500900311e+01,1.819803880833424046e+02,-4.220900840331151255e-12,8.525970326950573508e+01,2.010898853654907725e-06
2.613522704540908137e+01,1.819803881034095241e+02,-6.031242874083669775e-12,8.525970325728104626e+01,1.992478559031951590e-06
2.614522904580916318e+01,1.819803881232938636e+02,-7.837530407865826705e-12,8.525970324516546839e+01,1.974226194079164998e-06
2.615523104620924144e+01,1.819803881429968726e+02,-9.632703501015516008e-12,8.525970323315812038e+01,1.956140309289366996e-06
2.616523304660932325e+01,1.819803881625200006e+02,-1.140995259463812899e-11,8.525970322125819223e+01,1.938219540420504927e-06
2.617523504700940151e+01,1.819803881818647540e+02,-1.316271851160145550e-11,8.525970320946483127e+01,1.920462423754543124e-06
2.618523704740948332e+01,1.819803882010325253e+02,-1.488469245654074395e-11,8.525970319777718487e+01,1.902867580838574213e-06
2.619523904780956158e+01,1.819803882200247642e+02,-1.656981601585371887e-11,8.525970318619441457e+01,1.885433690063109680e-06
2.620524104820964340e+01,1.819803882388429201e+02,-1.821228115770546315e-11,8.525970317471571036e+01,1.868159344553532719e-06
2.621524304860972165e+01,1.819803882574884142e+02,-1.980653023202365535e-11,8.525970316334021959e+01,1.851043109013517096e-06
2.622524504900980347e+01,1.819803882759626674e+02,-2.134725597050317735e-11,8.525970315206713224e+01,1.834083775520412019e-06
2.623524704940988173e+01,1.819803882942670725e+02,-2.282940148660166175e-11,8.525970314089562407e+01,1.817279880356181820e-06
2.624524904980996354e+01,1.819803883124030790e+02,-2.424816027554381522e-11,8.525970312982485666e+01,1.800630087700483273e-06
2.625525105021004180e+01,1.819803883303720795e+02,-2.559897621431725025e-11,8.525970311885401998e+01,1.784133033311263716e-06
2.626525305061012361e+01,1.819803883481754667e+02,-2.687754356167645308e-11,8.525970310798230400e+01,1.767787495055017644e-06
2.627525505101020187e+01,1.819803883658146049e+02,-2.807980695813902257e-11,8.525970309720889873e+01,1.751592108689692395e-06
2.628525705141028368e+01,1.819803883832909150e+02,-2.920196142598921483e-11,8.525970308653299412e+01,1.735545524184090027e-06
2.629525905181036194e+01,1.819803884006057615e+02,-3.024045236927465385e-11,8.525970307595379438e+01,1.719646490982995601e-06
2.630526105221044375e+01,1.819803884177605369e+02,-3.119197557380936884e-11,8.525970306547047528e+01,1.703893659055211174e-06
2.631526305261052201e+01,1.819803884347565770e+02,-3.205347720717095722e-11,8.525970305508225522e+01,1.688285806267231237e-06
2.632526505301060382e+01,1.819803884515952745e+02,-3.282215381870319223e-11,8.525970304478833839e+01,1.672821568377003132e-06
2.633526705341068208e+01,1.819803884682779653e+02,-3.349545233951374813e-11,8.525970303458794319e+01,1.657499751672730781e-06
2.634526905381076389e+01,1.819803884848060136e+02,-3.407107008247613894e-11,8.525970302448024540e+01,1.642319062966635101e-06
2.635527105421084215e+01,1.819803885011807267e+02,-3.454695474222798650e-11,8.525970301446449184e+01,1.627278322757774731e-06
2.636527305461092396e+01,1.819803885174034974e+02,-3.492130439517267488e-11,8.525970300453990092e+01,1.612376124171532865e-06
2.637527505501100222e+01,1.819803885334756330e+02,-3.519256749947776058e-11,8.525970299470566260e+01,1.597611372972096433e-06
2.638527705541108404e+01,1.819803885493984410e+02,-3.535944289507640722e-11,8.525970298496103794e+01,1.582982747549976921e-06
2.639527905581116229e+01,1.819803885651732287e+02,-3.542087980366618353e-11,8.525970297530523112e+01,1.568489125247651828e-06
2.640528105621124411e+01,1.819803885808013604e+02,-3.537607782870996806e-11,8.525970296573747476e+01,1.554129170244777924e-06
2.641528305661132237e+01,1.819803885962841434e+02,-3.522448695543549685e-11,8.525970295625700146e+01,1.539901759883832710e-06
2.642528505701140418e+01,1.819803886116228284e+02,-3.496580755083519536e-11,8.525970294686305806e+01,1.525805657820455963e-06
2.643528705741148244e+01,1.819803886268187227e+02,-3.459999036366694109e-11,8.525970293755487717e+01,1.511839698764561035e-06
2.644528905781156425e+01,1.819803886418731622e+02,-3.412723652445292616e-11,8.525970292833169140e+01,1.498002660582642420e-06
2.645529105821164251e+01,1.819803886567873690e+02,-3.354799754548100147e-11,8.525970291919276178e+01,1.484293434828032332e-06
2.646529305861172432e+01,1.819803886715626504e+02,-3.286297532080309995e-11,8.525970291013734936e+01,1.470710799367225263e-06
2.647529505901180258e+01,1.819803886862002855e+02,-3.207312212623714935e-11,8.525970290116467254e+01,1.457253631542698713e-06
2.648529705941188439e+01,1.819803887007015533e+02,-3.117964061936479751e-11,8.525970289227400656e+01,1.443920709220947174e-06
2.649529905981196265e+01,1.819803887150676474e+02,-3.018398383953390686e-11,8.525970288346461246e+01,1.430710966587867006e-06
2.650530106021204446e+01,1.819803887292999036e+02,-2.908785520785603081e-11,8.525970287473573705e+01,1.417623238353371562e-06
2.651530306061212272e+01,1.819803887433995158e+02,-2.789320852720900522e-11,8.525970286608666981e+01,1.404656416070793057e-06
2.652530506101220453e+01,1.819803887573677343e+02,-2.660224798223411785e-11,8.525970285751665756e+01,1.391809362871754274e-06
2.653530706141228279e+01,1.819803887712058099e+02,-2.521742813933933308e-11,8.525970284902497554e+01,1.379080956098732713e-06
2.654530906181236460e+01,1.819803887849149362e+02,-2.374145394669543066e-11,8.525970284061091320e+01,1.366470115726770018e-06
2.655531106221244286e+01,1.819803887984963922e+02,-2.217728073424045825e-11,8.525970283227373159e+01,1.353975733309198404e-06
2.656531306261252467e+01,1.819803888119513431e+02,-2.052811421367517552e-11,8.525970282401270595e+01,1.341596743031914230e-06
2.657531506301260293e+01,1.819803888252810395e+02,-1.879741047846750664e-11,8.525970281582713994e+01,1.329332050659104425e-06
2.658531706341268475e+01,1.819803888384866468e+02,-1.698887600384802312e-11,8.525970280771632304e+01,1.317180590376665350e-06
2.659531906381276301e+01,1.819803888515693870e+02,-1.510646764681456443e-11,8.525970279967951626e+01,1.305141296370493365e-06
2.660532106421284482e+01,1.819803888645304824e+02,-1.315439264612737177e-11,8.525970279171603750e+01,1.293213060193920683e-06
2.661532306461292308e+01,1.819803888773710696e+02,-1.113710862231458763e-11,8.525970278382517620e+01,1.281394943930536101e-06
2.662532506501300489e+01,1.819803888900923425e+02,-9.059323577665996913e-12,8.525970277600623604e+01,1.269685839133671834e-06
2.663532706541308315e+01,1.819803889026954948e+02,-6.925995896239770452e-12,8.525970276825852068e+01,1.258084751043497818e-06
2.664532906581316496e+01,1.819803889151816918e+02,-4.742334343855673062e-12,8.525970276058131958e+01,1.246590599635055696e-06
2.665533106621324322e+01,1.819803889275520703e+02,-2.513798068101590514e-12,8.525970275297396483e+01,1.235202418570224836e-06
2.666533306661332503e+01,1.819803889398078240e+02,-2.460965983272093562e-13,8.525970274543576011e+01,1.223919198878320458e-06
2.667533506701340329e+01,1.819803889519500899e+02,2.054810154349556274e-12,8.525970273796602328e+01,1.212739888956093637e-06
2.668533706741348510e+01,1.819803889639800047e+02,4.382711897049408282e-12,8.525970273056407223e+01,1.201663593519697315e-06
2.669533906781356336e+01,1.819803889758987054e+02,6.731147955124404168e-12,8.525970272322921062e+01,1.190689246755027852e-06
2.670534106821364517e+01,1.819803889877073289e+02,9.093407272165322486e-12,8.525970271596079897e+01,1.179815910745674046e-06
2.671534306861372343e+01,1.819803889994070403e+02,1.146252840999440401e-11,8.525970270875814094e+01,1.169042562310096400e-06
2.672534506901380524e+01,1.819803890109988913e+02,1.383129954867228746e-11,8.525970270162056863e+01,1.158368377218721434e-06
2.673534706941388350e+01,1.819803890224840472e+02,1.619225848649160690e-11,8.525970269454742834e+01,1.147792232814026647e-06
2.674534906981396531e+01,1.819803890338635881e+02,1.853769263998308094e-11,8.525970268753805215e+01,1.137313319077293272e-06
2.675535107021404357e+01,1.819803890451386508e+02,2.085963904390941383e-11,8.525970268059178636e+01,1.126930627037836530e-06
2.676535307061412539e+01,1.819803890563103153e+02,2.314988435127140406e-11,8.525970267370796307e+01,1.116643261411809362e-06
2.677535507101420365e+01,1.819803890673796332e+02,2.539996483330193915e-11,8.525970266688592858e+01,1.106450312704509997e-06
2.678535707141428546e+01,1.819803890783477698e+02,2.760116637947199602e-11,8.525970266012505761e+01,1.096350828788672516e-06
2.679535907181436372e+01,1.819803890892157483e+02,2.974452449748453400e-11,8.525970265342468224e+01,1.086343928591304575e-06
2.680536107221444553e+01,1.819803890999846487e+02,3.182082431328039824e-11,8.525970264678416299e+01,1.076428731039413833e-06
