t,S,X,I,active_first_fraction,dX_dt
1.657131426285257021e+02,1.814209479899090982e-01,9.680843465630390998e-01,5.049470544705226410e-02,9.998959940751650510e-01,-7.159073378110840594e-10
1.657931586317263566e+02,1.814209481830615645e-01,9.680843464823221112e-01,5.049470533461675181e-02,9.998959940723686213e-01,-6.084424368027841146e-10
1.658731746349269827e+02,1.814209484151620422e-01,9.680843463853291420e-01,5.049470519950932657e-02,9.998959940690084203e-01,-4.793079211916768302e-10
1.659531906381276372e+02,1.814209486734725818e-01,9.680843462773830455e-01,5.049470504914482100e-02,9.998959940652687450e-01,-3.355907456963661200e-10
1.660332066413282632e+02,1.814209489462861591e-01,9.680843461633763525e-01,5.049470489033799914e-02,9.998959940613191266e-01,-1.838045464532744530e-10
1.661132226445289177e+02,1.814209492229265364e-01,9.680843460477703832e-01,5.049470472930354253e-02,9.998959940573141081e-01,-2.988920802515279950e-11
1.661932386477295438e+02,1.814209494937484568e-01,9.680843459345959134e-01,5.049470457165606413e-02,9.998959940533933555e-01,1.207889669406552537e-10
1.662732546509301983e+02,1.814209497501374779e-01,9.680843458274529523e-01,5.049470442241008744e-02,9.998959940496815468e-01,2.634369763421091668e-10
1.663532706541308244e+02,1.814209499845100548e-01,9.680843457295104093e-01,5.049470428598005350e-02,9.998959940462883722e-01,3.938356390398848171e-10
1.664332866573314789e+02,1.814209501903134847e-01,9.680843456435066496e-01,5.049470416618032087e-02,9.998959940433088667e-01,5.083392385384068577e-10
1.665133026605321049e+02,1.814209503620259900e-01,9.680843455717492718e-01,5.049470406622518642e-02,9.998959940408229663e-01,6.038755007899856090e-10
1.665933186637327594e+02,1.814209504951566077e-01,9.680843455161149969e-01,5.049470398872885762e-02,9.998959940388956191e-01,6.779458582178454546e-10
1.666733346669333855e+02,1.814209505862452720e-01,9.680843454780497792e-01,5.049470393570545251e-02,9.998959940375768962e-01,7.286251655660054323e-10
1.667533506701340400e+02,1.814209506328628152e-01,9.680843454585686958e-01,5.049470390856902746e-02,9.998959940369019916e-01,7.545619670468533528e-10
1.668333666733346661e+02,1.814209506336109390e-01,9.680843454582560570e-01,5.049470390813354248e-02,9.998959940368911115e-01,7.549781872152011503e-10
1.669133826765353206e+02,1.814209505881221873e-01,9.680843454772654066e-01,5.049470393461288203e-02,9.998959940375496958e-01,7.296694369700014457e-10
1.669933986797359466e+02,1.814209504970599740e-01,9.680843455153196331e-01,5.049470398762086892e-02,9.998959940388680856e-01,6.790048529246605557e-10
1.670734146829366011e+02,1.814209503621186659e-01,9.680843455717106361e-01,5.049470406617122958e-02,9.998959940408216340e-01,6.039270595880761893e-10
1.671534306861372272e+02,1.814209501860233886e-01,9.680843456452994378e-01,5.049470416867760103e-02,9.998959940433710392e-01,5.059523404021358986e-10
1.672334466893378817e+02,1.814209499725302488e-01,9.680843457345166270e-01,5.049470429295356555e-02,9.998959940464619001e-01,3.871704073789309748e-10
1.673134626925385078e+02,1.814209497264261672e-01,9.680843458373616928e-01,5.049470443621260907e-02,9.998959940500248278e-01,2.502446616540202539e-10
1.673934786957391623e+02,1.814209494535289069e-01,9.680843459514034688e-01,5.049470459506814196e-02,9.998959940539756674e-01,9.841186804811321079e-11
1.674734946989397883e+02,1.814209491606872116e-01,9.680843460737798001e-01,5.049470476553349213e-02,9.998959940582151651e-01,-6.451748861454473512e-11
1.675535107021404428e+02,1.814209488557806116e-01,9.680843462011979872e-01,5.049470494302192580e-02,9.998959940626294118e-01,-2.341594068238845324e-10
1.676335267053410689e+02,1.814209485477195072e-01,9.680843463299343421e-01,5.049470512234659897e-02,9.998959940670893998e-01,-4.055564356832163766e-10
1.677135427085417234e+02,1.814209482464452516e-01,9.680843464558346323e-01,5.049470529772061289e-02,9.998959940714510219e-01,-5.731774459252544258e-10
1.677935587117423495e+02,1.814209479629299848e-01,9.680843465743135257e-01,5.049470546275697941e-02,9.998959940755556275e-01,-7.309177877830704212e-10
1.678735747149430040e+02,1.814209477091767719e-01,9.680843466803550346e-01,5.049470561046863482e-02,9.998959940792292445e-01,-8.720993697313881954e-10
1.679535907181436301e+02,1.814209474982195480e-01,9.680843467685125159e-01,5.049470573326842598e-02,9.998959940822833570e-01,-9.894703715781544096e-10
1.680336067213442846e+02,1.814209473441230902e-01,9.680843468329082269e-01,5.049470582296913118e-02,9.998959940845143501e-01,-1.075205520275195081e-09
1.681136227245449106e+02,1.814209472619831010e-01,9.680843468672339913e-01,5.049470587078345313e-02,9.998959940857035100e-01,-1.120906037876087786e-09
1.681936387277455651e+02,1.814209472679260693e-01,9.680843468647504224e-01,5.049470586732399818e-02,9.998959940856174677e-01,-1.117599543012942066e-09
1.682736547309461912e+02,1.814209473791094929e-01,9.680843468182876999e-01,5.049470580260330410e-02,9.998959940840077554e-01,-1.055740024519528754e-09
1.683536707341468457e+02,1.814209475871322585e-01,9.680843467313565709e-01,5.049470568151169514e-02,9.998959940809961644e-01,-9.400016752780755575e-10
1.684336867373474718e+02,1.814209478343793980e-01,9.680843466280338871e-01,5.049470553758728802e-02,9.998959940774166943e-01,-8.024399547880455954e-10
1.685137027405481263e+02,1.814209481059961271e-01,9.680843465145272386e-01,5.049470537947715193e-02,9.998959940734843954e-01,-6.513195790268153622e-10
1.685937187437487523e+02,1.814209483901565445e-01,9.680843463957787831e-01,5.049470521406523166e-02,9.998959940693704640e-01,-4.932202962287634097e-10
1.686737347469494068e+02,1.814209486761445556e-01,9.680843462762664942e-01,5.049470504758946793e-02,9.998959940652301093e-01,-3.341041551908503319e-10
1.687537507501500329e+02,1.814209489543537057e-01,9.680843461600049382e-01,5.049470488564183207e-02,9.998959940612024422e-01,-1.793159635849411678e-10
1.688337667533506874e+02,1.814209492162873472e-01,9.680843460505448306e-01,5.049470473316830521e-02,9.998959940574103644e-01,-3.358302462405006613e-11
1.689137827565513135e+02,1.814209494545584722e-01,9.680843459509731463e-01,5.049470459446887827e-02,9.998959940539607905e-01,9.898468668492646670e-11
1.689937987597519680e+02,1.814209496628899354e-01,9.680843458639130095e-01,5.049470447319757971e-02,9.998959940509447586e-01,2.148947979727376372e-10
1.690738147629525940e+02,1.814209498361142037e-01,9.680843457915239147e-01,5.049470437236242004e-02,9.998959940484369868e-01,3.112721634279555800e-10
1.691538307661532485e+02,1.814209499701735784e-01,9.680843457355015058e-01,5.049470429432546814e-02,9.998959940464960949e-01,3.858592391873133237e-10
1.692338467693538746e+02,1.814209500621199733e-01,9.680843456970777972e-01,5.049470424080276104e-02,9.998959940451649375e-01,4.370157582413891395e-10
1.693138627725545291e+02,1.814209501101151922e-01,9.680843456770209521e-01,5.049470421286440108e-02,9.998959940444701600e-01,4.637190725314674822e-10
1.693938787757551552e+02,1.814209501134306235e-01,9.680843456756353937e-01,5.049470421093445877e-02,9.998959940444220873e-01,4.655636495343003327e-10
1.694738947789558097e+02,1.814209500724474622e-01,9.680843456927620272e-01,5.049470423479105602e-02,9.998959940450153905e-01,4.427617335260648620e-10
1.695539107821564357e+02,1.814209499886566546e-01,9.680843457277775732e-01,5.049470428356631763e-02,9.998959940462284202e-01,3.961427190132458636e-10
1.696339267853570902e+02,1.814209498646588148e-01,9.680843457795953455e-01,5.049470435574638510e-02,9.998959940480236508e-01,3.271536343645199555e-10
1.697139427885577163e+02,1.814209497041643637e-01,9.680843458466646956e-01,5.049470444917140977e-02,9.998959940503471255e-01,2.378587688567490684e-10
1.697939587917583708e+02,1.814209495119933901e-01,9.680843459269715678e-01,5.049470456103557353e-02,9.998959940531292334e-01,1.309399387654574474e-10
1.698739747949589969e+02,1.814209492940757618e-01,9.680843460180377225e-01,5.049470468788705424e-02,9.998959940562840432e-01,9.696349988634282290e-12
1.699539907981596514e+02,1.814209490574510419e-01,9.680843461169214015e-01,5.049470482562806728e-02,9.998959940597097473e-01,-1.219553554720156742e-10
1.700340068013602774e+02,1.814209488102686008e-01,9.680843462202171068e-01,5.049470496951483089e-02,9.998959940632882182e-01,-2.594811008898299864e-10
1.701140228045609319e+02,1.814209485617874207e-01,9.680843463240554891e-01,5.049470511415758006e-02,9.998959940668855628e-01,-3.977294424783096481e-10
1.701940388077615580e+02,1.814209483223763464e-01,9.680843464241035701e-01,5.049470525352056649e-02,9.998959940703515681e-01,-5.309314253982709060e-10
1.702740548109622125e+02,1.814209481035138627e-01,9.680843465155646310e-01,5.049470538092205862e-02,9.998959940735200336e-01,-6.527006868068677715e-10
1.703540708141628386e+02,1.814209479177882334e-01,9.680843465931779912e-01,5.049470548903434164e-02,9.998959940762088827e-01,-7.560335006158717448e-10
1.704340868173634931e+02,1.814209477788974179e-01,9.680843466512193407e-01,5.049470556988372438e-02,9.998959940782196076e-01,-8.333086855398926428e-10
1.705141028205641192e+02,1.814209477016491823e-01,9.680843466835008515e-01,5.049470561485051162e-02,9.998959940793379353e-01,-8.762875405784084028e-10
1.705941188237647737e+02,1.814209477019609329e-01,9.680843466833705113e-01,5.049470561466903873e-02,9.998959940793333834e-01,-8.761140927252565513e-10
1.706741348269653997e+02,1.814209477968598550e-01,9.680843466437130118e-01,5.049470555942765781e-02,9.998959940779595934e-01,-8.233148183781743623e-10
1.707541508301660542e+02,1.814209479637851896e-01,9.680843465739561449e-01,5.049470546225918316e-02,9.998959940755428599e-01,-7.304420308100781967e-10
1.708341668333666803e+02,1.814209481505377475e-01,9.680843464959136835e-01,5.049470535354912137e-02,9.998959940728392448e-01,-6.265378517181620035e-10
1.709141828365673348e+02,1.814209483485368091e-01,9.680843464131713150e-01,5.049470523829237972e-02,9.998959940699727600e-01,-5.163764218844961123e-10
1.709941988397679609e+02,1.814209485502041863e-01,9.680843463288960615e-01,5.049470512090030450e-02,9.998959940670532065e-01,-4.041740563394740710e-10
1.710742148429686154e+02,1.814209487487346284e-01,9.680843462459316484e-01,5.049470500533423389e-02,9.998959940641789501e-01,-2.937169877552867205e-10
1.711542308461692414e+02,1.814209489380960438e-01,9.680843461667989480e-01,5.049470489510554660e-02,9.998959940614375874e-01,-1.883613158045751357e-10
1.712342468493698959e+02,1.814209491130292506e-01,9.680843460936956468e-01,5.049470479327560629e-02,9.998959940589049467e-01,-9.103314210214942477e-11
1.713142628525705220e+02,1.814209492690481984e-01,9.680843460284965785e-01,5.049470470245580322e-02,9.998959940566463089e-01,-4.228330490694189335e-12
1.713942788557711481e+02,1.814209494024398295e-01,9.680843459727531686e-01,5.049470462480754041e-02,9.998959940547150760e-01,6.998722167501313966e-11
1.714742948589718026e+02,1.814209495102641068e-01,9.680843459276942120e-01,5.049470456204221275e-02,9.998959940531541024e-01,1.299777854235933570e-10
1.715543108621724286e+02,1.814209495903540692e-01,9.680843458942252067e-01,5.049470451542125565e-02,9.998959940519945855e-01,1.745377377388314463e-10
1.716343268653730831e+02,1.814209496413157208e-01,9.680843458729286866e-01,5.049470448575608256e-02,9.998959940512568423e-01,2.028914390729949347e-10
1.717143428685737092e+02,1.814209496625281970e-01,9.680843458640642218e-01,5.049470447340814738e-02,9.998959940509497546e-01,2.146935091788780016e-10
1.717943588717743637e+02,1.814209496541435707e-01,9.680843458675680857e-01,5.049470447828889597e-02,9.998959940510711020e-01,2.100285263018262498e-10
1.718743748749749898e+02,1.814209496170870184e-01,9.680843458830536985e-01,5.049470449985979381e-02,9.998959940516076728e-01,1.894112391611667005e-10
1.719543908781756443e+02,1.814209495530567096e-01,9.680843459098115167e-01,5.049470453713231916e-02,9.998959940525345980e-01,1.537864330425574041e-10
1.720344068813762703e+02,1.814209494645238618e-01,9.680843459468086998e-01,5.049470458866794909e-02,9.998959940538163504e-01,1.045291514758800382e-10
1.721144228845769248e+02,1.814209493547327134e-01,9.680843459926896655e-01,5.049470465257818730e-02,9.998959940554057457e-01,4.344426292081854241e-11
1.721944388877775509e+02,1.814209492277005786e-01,9.680843460457754235e-01,5.049470472652454328e-02,9.998959940572448302e-01,-2.723305075204599670e-11
1.722744548909782054e+02,1.814209490882177922e-01,9.680843461040642417e-01,5.049470480771852537e-02,9.998959940592642148e-01,-1.048375530690289453e-10
1.723544708941788315e+02,1.814209489418476540e-01,9.680843461652312021e-01,5.049470489292167547e-02,9.998959940613832975e-01,-1.862740320612960169e-10
1.724344868973794860e+02,1.814209487949265953e-01,9.680843462266284227e-01,5.049470497844552735e-02,9.998959940635102628e-01,-2.680169914840845481e-10
1.725145029005801121e+02,1.814209486545640126e-01,9.680843462852849468e-01,5.049470506015163451e-02,9.998959940655423040e-01,-3.461110282965658659e-10
1.725945189037807665e+02,1.814209485286423784e-01,9.680843463379066316e-01,5.049470513345155620e-02,9.998959940673654012e-01,-4.161704517125359689e-10
1.726745349069813926e+02,1.814209484258171579e-01,9.680843463808764815e-01,5.049470519330687829e-02,9.998959940688539882e-01,-4.733796901597243757e-10
1.727545509101820471e+02,1.814209483555169200e-01,9.680843464102544260e-01,5.049470523422917856e-02,9.998959940698717297e-01,-5.124928655943338182e-10
1.728345669133826732e+02,1.814209483279431989e-01,9.680843464217773198e-01,5.049470525028004753e-02,9.998959940702709659e-01,-5.278341595163116672e-10
1.729145829165833277e+02,1.814209483540705770e-01,9.680843464108588314e-01,5.049470523507110231e-02,9.998959940698927129e-01,-5.132976117416384773e-10
1.729945989197839538e+02,1.814209484402395101e-01,9.680843463748495248e-01,5.049470518491153137e-02,9.998959940686451553e-01,-4.653554743538444925e-10
1.730746149229846083e+02,1.814209485536609212e-01,9.680843463274515504e-01,5.049470511888808077e-02,9.998959940670031354e-01,-4.022508227492930307e-10
1.731546309261852343e+02,1.814209486813144756e-01,9.680843462741061112e-01,5.049470504457998637e-02,9.998959940651550582e-01,-3.312277648819292462e-10
1.732346469293858888e+02,1.814209488172448259e-01,9.680843462173017722e-01,5.049470496545390569e-02,9.998959940631870769e-01,-2.555997411049659632e-10
1.733146629325865149e+02,1.814209489560340560e-01,9.680843461593028332e-01,5.049470488466367007e-02,9.998959940611777952e-01,-1.783810759448109583e-10
1.733946789357871694e+02,1.814209490928016255e-01,9.680843461021486629e-01,5.049470480505024311e-02,9.998959940591977125e-01,-1.022872296250654272e-10
1.734746949389877955e+02,1.814209492232044807e-01,9.680843460476542539e-01,5.049470472914174835e-02,9.998959940573098892e-01,-2.973453578981282954e-11
1.735547109421884500e+02,1.814209493434370268e-01,9.680843459974100007e-01,5.049470465915349010e-02,9.998959940555691706e-01,3.715962955015406744e-11
1.736347269453890760e+02,1.814209494502310449e-01,9.680843459527815886e-01,5.049470459698788410e-02,9.998959940540230740e-01,9.657698608365065181e-11
1.737147429485897305e+02,1.814209495408558026e-01,9.680843459149102159e-01,5.049470454423453381e-02,9.998959940527111234e-01,1.469981979441623779e-10
1.737947589517903566e+02,1.814209496131179711e-01,9.680843458847123717e-01,5.049470450217018180e-02,9.998959940516649603e-01,1.872029399741322023e-10
1.738747749549910111e+02,1.814209496653616804e-01,9.680843458628801690e-01,5.049470447175873067e-02,9.998959940509085653e-01,2.162699816814898877e-10
1.739547909581916372e+02,1.814209496964684643e-01,9.680843458498807896e-01,5.049470445365124294e-02,9.998959940504582589e-01,2.335769513167828134e-10
1.740348069613922917e+02,1.814209497058573151e-01,9.680843458459572615e-01,5.049470444818592030e-02,9.998959940503222565e-01,2.388006432755144571e-10
1.741148229645929177e+02,1.814209496934846566e-01,9.680843458511276811e-01,5.049470445538813829e-02,9.998959940505014465e-01,2.319168296912295082e-10
1.741948389677935722e+02,1.814209496598443716e-01,9.680843458651857691e-01,5.049470447497040465e-02,9.998959940509885014e-01,2.132002646170508311e-10
1.742748549709941983e+02,1.814209496059677462e-01,9.680843458877004259e-01,5.049470450633239405e-02,9.998959940517684331e-01,1.832247447290367833e-10
1.743548709741948528e+02,1.814209495334234978e-01,9.680843459180160648e-01,5.049470454856094803e-02,9.998959940528187040e-01,1.428630576306487146e-10
1.744348869773954789e+02,1.814209494443178028e-01,9.680843459552527230e-01,5.049470460043004039e-02,9.998959940541087832e-01,9.328702904450340830e-11
1.745149029805961334e+02,1.814209493412942686e-01,9.680843459983055066e-01,5.049470466040081179e-02,9.998959940556002568e-01,3.596744336110614573e-11
1.745949189837967594e+02,1.814209492275339342e-01,9.680843460458450345e-01,5.049470472662156290e-02,9.998959940572471616e-01,-2.732577144702770522e-11
1.746749349869974139e+02,1.814209491067552693e-01,9.680843460963175495e-01,5.049470479692771963e-02,9.998959940589957629e-01,-9.452379084537933956e-11
1.747549509901980400e+02,1.814209489832142030e-01,9.680843461479444745e-01,5.049470486884190951e-02,9.998959940607843322e-01,-1.632587868740028842e-10
1.748349669933986945e+02,1.814209488617040678e-01,9.680843461987226339e-01,5.049470493957387146e-02,9.998959940625434806e-01,-2.308637744574205250e-10
1.749149829965993206e+02,1.814209487475556548e-01,9.680843462464243654e-01,5.049470500602051826e-02,9.998959940641960475e-01,-2.943729274695140005e-10
1.749949989997999751e+02,1.814209486466371868e-01,9.680843462885974082e-01,5.049470506476592957e-02,9.998959940656571010e-01,-3.505212907692158309e-10
1.750750150030006012e+02,1.814209485653542897e-01,9.680843463225649037e-01,5.049470511208130341e-02,9.998959940668339375e-01,-3.957449397946985317e-10
1.751550310062012557e+02,1.814209485106500763e-01,9.680843463454253950e-01,5.049470514392503939e-02,9.998959940676259706e-01,-4.261809045810781731e-10
1.752350470094018817e+02,1.814209484900050906e-01,9.680843463540528271e-01,5.049470515594264158e-02,9.998959940679248426e-01,-4.376672075786355303e-10
1.753150630126025362e+02,1.814209485114372522e-01,9.680843463450964359e-01,5.049470514346681566e-02,9.998959940676145353e-01,-4.257429049422841301e-10
1.753950790158031623e+02,1.814209485815749812e-01,9.680843463157864370e-01,5.049470510263913414e-02,9.998959940665991253e-01,-3.867201568975858800e-10
1.754750950190038168e+02,1.814209486855525300e-01,9.680843462723349724e-01,5.049470504211301530e-02,9.998959940650937739e-01,-3.288698165306857559e-10
1.755551110222044429e+02,1.814209488121659719e-01,9.680843462194241855e-01,5.049470496841038103e-02,9.998959940632607957e-01,-2.584254573249809751e-10
1.756351270254050974e+02,1.814209489542739639e-01,9.680843461600383559e-01,5.049470488568824633e-02,9.998959940612034414e-01,-1.793603520683975853e-10
1.757151430286057234e+02,1.814209491053037637e-01,9.680843460969240644e-01,5.049470479777267568e-02,9.998959940590168571e-01,-9.533138853418312786e-11
1.757951590318063779e+02,1.814209492592510631e-01,9.680843460325906369e-01,5.049470470815879686e-02,9.998959940567880844e-01,-9.679201319890811664e-12
1.758751750350070040e+02,1.814209494106801546e-01,9.680843459693095898e-01,5.049470462001078019e-02,9.998959940545958380e-01,7.457192807725609291e-11
1.759551910382076585e+02,1.814209495547239037e-01,9.680843459091147407e-01,5.049470453616184545e-02,9.998959940525103951e-01,1.547140535683870847e-10
1.760352070414082846e+02,1.814209496870836102e-01,9.680843458538026525e-01,5.049470445911426880e-02,9.998959940505941502e-01,2.283554794599932853e-10
1.761152230446089391e+02,1.814209498040291746e-01,9.680843458049319672e-01,5.049470439103936892e-02,9.998959940489010600e-01,2.934208766924176087e-10
1.761952390478095651e+02,1.814209499023990702e-01,9.680843457638239613e-01,5.049470433377752088e-02,9.998959940474769770e-01,3.481512665258943191e-10
1.762752550510102196e+02,1.814209499796002045e-01,9.680843457315622125e-01,5.049470428883815615e-02,9.998959940463592044e-01,3.911039254868293263e-10
1.763552710542108457e+02,1.814209500336081415e-01,9.680843457089927107e-01,5.049470425739973484e-02,9.998959940455773854e-01,4.211525234346470452e-10
1.764352870574115002e+02,1.814209500629668514e-01,9.680843456967238581e-01,5.049470424030980120e-02,9.998959940451522810e-01,4.374869185407477647e-10
1.765153030606121263e+02,1.814209500667889607e-01,9.680843456951266912e-01,5.049470423808492120e-02,9.998959940450969919e-01,4.396134351678303904e-10
1.765953190638127808e+02,1.814209500447555579e-01,9.680843457043342148e-01,5.049470425091073106e-02,9.998959940454159590e-01,4.273546421917351481e-10
1.766753350670134068e+02,1.814209499971163042e-01,9.680843457242422900e-01,5.049470427864189565e-02,9.998959940461056295e-01,4.008494313976251051e-10
1.767553510702140613e+02,1.814209499246893786e-01,9.680843457545089681e-01,5.049470432080215010e-02,9.998959940471542351e-01,3.605530202600541818e-10
1.768353670734146874e+02,1.814209498288615052e-01,9.680843457945547126e-01,5.049470437658427902e-02,9.998959940485415698e-01,3.072369373758533440e-10
1.769153830766153419e+02,1.814209497115879255e-01,9.680843458435625104e-01,5.049470444485010256e-02,9.998959940502394339e-01,2.419890307817294468e-10
1.769953990798159680e+02,1.814209495753924539e-01,9.680843459004775386e-01,5.049470452413050425e-02,9.998959940522111900e-01,1.662134804530834044e-10
1.770754150830166225e+02,1.814209494233674225e-01,9.680843459640077198e-01,5.049470461262542398e-02,9.998959940544120961e-01,8.163078199132029608e-11
1.771554310862172485e+02,1.814209492591736805e-01,9.680843460326230554e-01,5.049470470820383028e-02,9.998959940567891946e-01,-9.722271068392500398e-12
1.772354470894179030e+02,1.814209490870406227e-01,9.680843461045561815e-01,5.049470480840376196e-02,9.998959940592813123e-01,-1.054925317461858363e-10
1.773154630926185291e+02,1.814209489117662166e-01,9.680843461778020353e-01,5.049470491043230730e-02,9.998959940618188380e-01,-2.030105141840202647e-10
1.773954790958191836e+02,1.814209487387169473e-01,9.680843462501179664e-01,5.049470501116559012e-02,9.998959940643241673e-01,-2.992905483926762733e-10
1.774754950990198097e+02,1.814209485738277894e-01,9.680843463190239584e-01,5.049470510714879762e-02,9.998959940667113688e-01,-3.910304794436202368e-10
1.775555111022204642e+02,1.814209484236023184e-01,9.680843463818020744e-01,5.049470519459617335e-02,9.998959940688862957e-01,-4.746119446801240434e-10
1.776355271054210903e+02,1.814209482951126273e-01,9.680843464354969008e-01,5.049470526939098952e-02,9.998959940707464744e-01,-5.461002005895010870e-10
1.777155431086217448e+02,1.814209481959992987e-01,9.680843464769156581e-01,5.049470532708559556e-02,9.998959940721814377e-01,-6.012442085054763549e-10
1.777955591118223708e+02,1.814209481344715436e-01,9.680843465026276462e-01,5.049470536290136258e-02,9.998959940730721696e-01,-6.354766224536342109e-10
1.778755751150230253e+02,1.814209481193070350e-01,9.680843465089647992e-01,5.049470537172874585e-02,9.998959940732917717e-01,-6.439137523888649960e-10
1.779555911182236514e+02,1.814209481598519913e-01,9.680843464920213526e-01,5.049470534812722233e-02,9.998959940727046858e-01,-6.213556290581835133e-10
1.780356071214243059e+02,1.814209482644510429e-01,9.680843464483100957e-01,5.049470528723933038e-02,9.998959940711904526e-01,-5.631594851713376720e-10
1.781156231246249320e+02,1.814209484212468693e-01,9.680843463827862871e-01,5.049470519596730572e-02,9.998959940689204906e-01,-4.759224328599802929e-10
1.781956391278255865e+02,1.814209486158190887e-01,9.680843463014761063e-01,5.049470508270535729e-02,9.998959940661035217e-01,-3.676676405012777228e-10
1.782756551310262125e+02,1.814209488368159762e-01,9.680843462091230922e-01,5.049470495406140763e-02,9.998959940629040810e-01,-2.447108450884707056e-10
1.783556711342268670e+02,1.814209490737653530e-01,9.680843461101037439e-01,5.049470481613139994e-02,9.998959940594737139e-01,-1.128784826065275651e-10
1.784356871374274931e+02,1.814209493170744758e-01,9.680843460084267438e-01,5.049470467449932581e-02,9.998959940559511983e-01,2.249223632961355038e-11
1.785157031406281476e+02,1.814209495580301756e-01,9.680843459077330682e-01,5.049470453423721833e-02,9.998959940524627665e-01,1.565535734949983778e-10
1.785957191438287737e+02,1.814209497887986633e-01,9.680843458112966537e-01,5.049470439990514509e-02,9.998959940491218834e-01,2.849470437904372639e-10
1.786757351470294282e+02,1.814209500024257515e-01,9.680843457220235093e-01,5.049470427555120822e-02,9.998959940460291351e-01,4.038034877554605322e-10
1.787557511502300542e+02,1.814209501928367163e-01,9.680843456424522708e-01,5.049470416471155826e-02,9.998959940432724514e-01,5.097431104225668066e-10
1.788357671534306803e+02,1.814209503548363245e-01,9.680843455747537574e-01,5.049470407041037334e-02,9.998959940409271052e-01,5.998753807024673115e-10
1.789157831566313348e+02,1.814209504841088338e-01,9.680843455207317483e-01,5.049470399515988001e-02,9.998959940390556023e-01,6.717991906346973452e-10
1.789957991598319609e+02,1.814209505772179931e-01,9.680843454818222060e-01,5.049470394096033932e-02,9.998959940377075695e-01,7.236026295279220213e-10
1.790758151630326154e+02,1.814209506316070697e-01,9.680843454590933872e-01,5.049470390930004687e-02,9.998959940369201993e-01,7.538632524871682398e-10
1.791558311662332414e+02,1.814209506455987941e-01,9.680843454532463976e-01,5.049470390115534668e-02,9.998959940367175836e-01,7.616478840557056459e-10
1.792358471694338959e+02,1.814209506183954712e-01,9.680843454646144153e-01,5.049470391699061034e-02,9.998959940371114907e-01,7.465126900176060525e-10
1.793158631726345220e+02,1.814209505500787856e-01,9.680843454931634673e-01,5.049470395675825785e-02,9.998959940381004774e-01,7.085030740256307987e-10
1.793958791758351765e+02,1.814209504416100238e-01,9.680843455384917640e-01,5.049470401989874374e-02,9.998959940396707768e-01,6.481539509761381579e-10
1.794758951790358026e+02,1.814209502948298802e-01,9.680843455998300318e-01,5.049470410534056403e-02,9.998959940417957437e-01,5.664893775237826246e-10
1.795559111822364571e+02,1.814209501124586232e-01,9.680843456760416244e-01,5.049470421150024230e-02,9.998959940444360761e-01,4.650228650215959862e-10
1.796359271854370832e+02,1.814209498980959845e-01,9.680843457656221895e-01,5.049470433628235055e-02,9.998959940475394825e-01,3.457571876666483414e-10
1.797159431886377376e+02,1.814209496562211310e-01,9.680843458666998913e-01,5.049470447707950921e-02,9.998959940510411259e-01,2.111844220436224243e-10
1.797959591918383637e+02,1.814209493921928595e-01,9.680843459770352988e-01,5.049470463077235238e-02,9.998959940548635128e-01,6.428611331288961348e-11
1.798759751950390182e+02,1.814209491122493467e-01,9.680843460940216083e-01,5.049470479372957649e-02,9.998959940589163820e-01,-9.146704779237549223e-11
1.799559911982396443e+02,1.814209488235083156e-01,9.680843462146843104e-01,5.049470496180790552e-02,9.998959940630965937e-01,-2.521148783665599257e-10
1.800360072014402988e+02,1.814209485339669525e-01,9.680843463356814116e-01,5.049470513035209801e-02,9.998959940672883517e-01,-4.132079975449596296e-10
1.801160232046409249e+02,1.814209482525019901e-01,9.680843464533035458e-01,5.049470529419496090e-02,9.998959940713632033e-01,-5.698076356839324011e-10
1.801960392078415794e+02,1.814209479888696519e-01,9.680843465634735301e-01,5.049470544765733565e-02,9.998959940751798170e-01,-7.164857148483508204e-10
1.802760552110422054e+02,1.814209477537055970e-01,9.680843466617468085e-01,5.049470558454809826e-02,9.998959940785844269e-01,-8.473247225317482487e-10
1.803560712142428599e+02,1.814209475585250309e-01,9.680843467433113414e-01,5.049470569816417315e-02,9.998959940814100555e-01,-9.559180124424829584e-10
1.804360872174434860e+02,1.814209474157226498e-01,9.680843468029873833e-01,5.049470578129051229e-02,9.998959940834775129e-01,-1.035369461395149277e-09
1.805161032206441405e+02,1.814209473385726412e-01,9.680843468352277048e-01,5.049470582620011611e-02,9.998959940845943972e-01,-1.078293666702394461e-09
1.805961192238447666e+02,1.814209473412286555e-01,9.680843468341178149e-01,5.049470582465401952e-02,9.998959940845559835e-01,-1.076815953824579123e-09
1.806761352270454211e+02,1.814209474387239451e-01,9.680843467933752944e-01,5.049470576790129894e-02,9.998959940831444460e-01,-1.022572146331192986e-09
1.807561512302460471e+02,1.814209476333242255e-01,9.680843467120532342e-01,5.049470565462302329e-02,9.998959940803272550e-01,-9.143017109212748925e-10
1.808361672334467016e+02,1.814209478804442166e-01,9.680843466087836191e-01,5.049470551077261948e-02,9.998959940767495613e-01,-7.768107269585161073e-10
1.809161832366473277e+02,1.814209481620550624e-01,9.680843464911006446e-01,5.049470534684482453e-02,9.998959940726726003e-01,-6.201299172271032957e-10
1.809961992398479822e+02,1.814209484645122328e-01,9.680843463647059721e-01,5.049470517078223641e-02,9.998959940682938807e-01,-4.518507468242063812e-10
