t,v,I,T_c,dv_dt,dv_dt_noisy
1.524304860972194531e+00,9.821329859140998819e-11,1.713030112866989187e-10,1.565023130114830130e-01,-4.196495859301290358e-09,-3.764415091474489911e-02
1.524904980996199200e+00,9.612470441635810556e-11,1.676595892830264199e-10,1.565013738125827780e-01,-4.107252579864869059e-09,-3.392329028128912571e-02
1.525505101020204091e+00,9.413511137815882538e-11,1.641888134151931597e-10,1.565004346193188123e-01,-4.022239397310224308e-09,2.373856089231309030e-02
1.526105221044208760e+00,9.224038960076382525e-11,1.608834832258131133e-10,1.564994954316911435e-01,-3.941279854386450502e-09,3.512294115714326148e-02
1.526705341068213651e+00,9.043626054566653135e-11,1.577361391729735379e-10,1.564985562496997162e-01,-3.864191142158720317e-09,-1.564394392121878918e-01
1.527305461092218541e+00,8.871829701190677137e-11,1.547390626302432438e-10,1.564976170733444749e-01,-3.790784100008496466e-09,1.363255749916153503e-01
1.527905581116223210e+00,8.708192313606865481e-11,1.518842758866689242e-10,1.564966779026253918e-01,-3.720863215633430783e-09,3.628305580856226731e-02
1.528505701140228101e+00,8.552241439227902206e-11,1.491635421467725702e-10,1.564957387375424669e-01,-3.654226625047305492e-09,-3.127478202891235438e-03
1.529105821164232770e+00,8.403489759221116672e-11,1.465683655305582951e-10,1.564947995780956447e-01,-3.590666112580189133e-09,7.563478831701210547e-02
1.529705941188237661e+00,8.261435088508064794e-11,1.440899910735043725e-10,1.564938604242848696e-01,-3.529967110878255821e-09,-2.605744356255379826e-02
1.530306061212242552e+00,8.125560375764932300e-11,1.417194047265704226e-10,1.564929212761101418e-01,-3.471908700903960610e-09,1.343586624734304791e-01
1.530906181236247221e+00,7.995333703422291740e-11,1.394473333561933800e-10,1.564919821335714056e-01,-3.416263611935933611e-09,2.014182784029340187e-02
1.531506301260252112e+00,7.870208287665040451e-11,1.372642447442867175e-10,1.564910429966686334e-01,-3.362798221568954765e-09,8.579524172582313202e-02
1.532106421284256781e+00,7.749622478432679732e-11,1.351603475882444795e-10,1.564901038654017973e-01,-3.311272555714073373e-09,-7.495510217255094143e-02
1.532706541308261672e+00,7.632999759419009817e-11,1.331255915009360079e-10,1.564891647397708418e-01,-3.261440288598474500e-09,-1.415564496026158921e-02
1.533306661332266563e+00,7.519748748072352182e-11,1.311496670107113710e-10,1.564882256197757671e-01,-3.213048742765579484e-09,5.075471361611041954e-02
1.533906781356271232e+00,7.409263195595487507e-11,1.292220055613985198e-10,1.564872865054165452e-01,-3.165838889075015740e-09,-8.107190340768002934e-02
1.534506901380276123e+00,7.300921986945510918e-11,1.273317795123012204e-10,1.564863473966930929e-01,-3.119545346702554310e-09,-5.261436959870582908e-02
1.535107021404280792e+00,7.194089140834116331e-11,1.254679021382047403e-10,1.564854082936054103e-01,-3.073896383140234350e-09,8.020814915720098082e-03
1.535707141428285682e+00,7.088113809727286260e-11,1.236190276293687661e-10,1.564844691961534418e-01,-3.028613914196227477e-09,1.244083044939229832e-01
1.536307261452290351e+00,6.982330279845586500e-11,1.217735510915349516e-10,1.564835301043371873e-01,-2.983413503994965981e-09,8.918531045958368042e-02
1.536907381476295242e+00,6.876057971163861100e-11,1.199196085459196794e-10,1.564825910181565916e-01,-2.938004364977011713e-09,1.034174980428172047e-01
1.537507501500300133e+00,6.768601437411532225e-11,1.180450769292195932e-10,1.564816519376115989e-01,-2.892089357899183064e-09,4.328516169433103966e-02
1.538107621524304802e+00,6.659250366072434709e-11,1.161375740936098402e-10,1.564807128627022370e-01,-2.845364991834486714e-09,1.030587077920327999e-01
1.538707741548309693e+00,6.547279578384733345e-11,1.141844588067414336e-10,1.564797737934283950e-01,-2.797521424172080831e-09,1.668701660950828447e-01
1.539307861572314362e+00,6.431949029341207226e-11,1.121728307517459581e-10,1.564788347297901006e-01,-2.748242460617395421e-09,2.956408664193272209e-02
1.539907981596319253e+00,6.312503807688877513e-11,1.100895305272306065e-10,1.564778956717872982e-01,-2.697205555191975163e-09,5.622171511821803802e-02
1.540508101620324144e+00,6.188174135929364156e-11,1.079211396472830390e-10,1.564769566194199601e-01,-2.644081810233631613e-09,7.100760123753029063e-02
1.541108221644328813e+00,6.058175370318689440e-11,1.056539805414690574e-10,1.564760175726880587e-01,-2.588535976396358832e-09,-1.876023988799613573e-01
1.541708341668333704e+00,5.921708000867210777e-11,1.032741165548297095e-10,1.564750785315915105e-01,-2.530226452650304016e-09,2.516711974917868692e-03
1.542308461692338373e+00,5.777957651339915388e-11,1.007673519478885790e-10,1.564741394961303433e-01,-2.468805286281894063e-09,5.416650124538278238e-02
1.542908581716343264e+00,5.629655113956334258e-11,9.818183888175880854e-11,1.564732004663045017e-01,-2.405440344480300314e-09,8.767859059556151746e-02
1.543508701740348155e+00,5.480824447832543861e-11,9.558830885429478717e-11,1.564722614421139302e-01,-2.341852131038380410e-09,-1.990332263548739294e-02
1.544108821764352824e+00,5.331698099873782441e-11,9.299072299773365833e-11,1.564713224235586286e-01,-2.278139780386223455e-09,1.096260206477169541e-01
1.544708941788357714e+00,5.182496223187379921e-11,9.039282932625465999e-11,1.564703834106385416e-01,-2.214397176631505453e-09,-5.198991336002957431e-02
1.545309061812362383e+00,5.033432943226011549e-11,8.779827300647867381e-11,1.564694444033536413e-01,-2.150715632935098167e-09,-5.724494403845939439e-03
1.545909181836367274e+00,4.884716357787255238e-11,8.521059635746056081e-11,1.564685054017039001e-01,-2.087183891510878872e-09,1.800700387881330466e-01
1.546509301860372165e+00,4.736548537013979299e-11,8.263323885069583050e-11,1.564675664056892901e-01,-2.023888123625901576e-09,-1.233798439221132359e-01
1.547109421884376834e+00,4.589125523394174422e-11,8.006953711011787501e-11,1.564666274153097558e-01,-1.960911929600320513e-09,3.555953714984395626e-03
1.547709541908381725e+00,4.442637331760792121e-11,7.752272491209494473e-11,1.564656884305652695e-01,-1.898336338807321893e-09,-3.532270613256511659e-03
1.548309661932386394e+00,4.297267949292126653e-11,7.499593318543698543e-11,1.564647494514558035e-01,-1.836239809673289136e-09,1.980999818707309627e-03
1.548909781956391285e+00,4.153195335511377521e-11,7.249219001138794808e-11,1.564638104779813299e-01,-1.774698229677613033e-09,-4.253627171056169332e-02
1.549509901980396176e+00,4.010591422287033336e-11,7.001442062363238047e-11,1.564628715101417933e-01,-1.713784915352857595e-09,7.554419813055542055e-02
1.550110022004400845e+00,3.869622113832701858e-11,6.756544740829266129e-11,1.564619325479371936e-01,-1.653570612284687262e-09,-9.658053706834698882e-02
1.550710142028405736e+00,3.730447286706960068e-11,6.514798990392622137e-11,1.564609935913674477e-01,-1.594123495111803003e-09,-1.218733794862276731e-01
1.551310262052410405e+00,3.593220789813716707e-11,6.276466480153192840e-11,1.564600546404325832e-01,-1.535509167526095551e-09,5.796923571095801558e-02
1.551910382076415296e+00,3.458090444401798041e-11,6.041798594454288796e-11,1.564591156951325168e-01,-1.477790662272470868e-09,-1.094170611059197135e-01
1.552510502100420187e+00,3.325198044065309748e-11,5.811036432883269902e-11,1.564581767554672209e-01,-1.421028441149003587e-09,4.697948420898884203e-02
1.553110622124424856e+00,3.194679354743475364e-11,5.584410810271268161e-11,1.564572378214366954e-01,-1.365280395006867322e-09,1.147539015248008609e-02
1.553710742148429746e+00,3.066664114720502510e-11,5.362142256692947282e-11,1.564562988930408849e-01,-1.310601843750278213e-09,-5.939253580060210175e-02
1.554310862172434415e+00,2.941276034625907949e-11,5.144441017467086230e-11,1.564553599702797337e-01,-1.257045536336634514e-09,-2.551427880741325219e-02
1.554910982196439306e+00,2.818632797434150522e-11,4.931507053155914898e-11,1.564544210531532420e-01,-1.204661650776358391e-09,-1.138562909683937417e-03
1.555511102220444197e+00,2.698846058464949101e-11,4.723530039565688608e-11,1.564534821416613541e-01,-1.153497794133032825e-09,5.340321639582769342e-02
1.556111222244448866e+00,2.582021445383145581e-11,4.520689367746441898e-11,1.564525432358040702e-01,-1.103599002523341844e-09,-5.485733084640295742e-02
1.556711342268453757e+00,2.468258558198573699e-11,4.323154143991758459e-11,1.564516043355813069e-01,-1.055007741117016348e-09,-1.290196872282745218e-02
1.557311462292458426e+00,2.357650969266364054e-11,4.131083189839302341e-11,1.564506654409930642e-01,-1.007763904136962934e-09,-1.352843016061633930e-01
1.557911582316463317e+00,2.250286223286604836e-11,3.944625042070229882e-11,1.564497265520392866e-01,-9.619048148591191496e-10,-1.981047887170596031e-02
1.558511702340468208e+00,2.146245837304631338e-11,3.763917952709694415e-11,1.564487876687199741e-01,-9.174652256125773550e-10,-1.843318033729354488e-01
1.559111822364472877e+00,2.045605300710896061e-11,3.589089889026622024e-11,1.564478487910350435e-01,-8.744773177795300299e-10,2.513629986299129038e-03
1.559711942388477768e+00,1.948434075240868551e-11,3.420258533533522846e-11,1.564469099189845225e-01,-8.329707017952253115e-10,-3.866994414290320786e-02
1.560312062412482437e+00,1.854795594975285490e-11,3.257531283986948601e-11,1.564459710525683278e-01,-7.929724171480754583e-10,2.157192315024332174e-01
1.560912182436487328e+00,1.764747266339868938e-11,3.101005253386978195e-11,1.564450321917864317e-01,-7.545069323795352549e-10,1.347227800347813309e-01
1.561512302460491997e+00,1.678340468105597751e-11,2.950767269977720484e-11,1.564440933366388342e-01,-7.175961450842190579e-10,-8.893461094437520378e-03
1.562112422484496888e+00,1.595620551388448442e-11,2.806893877246824435e-11,1.564431544871254520e-01,-6.822593819097891267e-10,1.006261021496379637e-01
1.562712542508501778e+00,1.516626839649614254e-11,2.669451333925900465e-11,1.564422156432462852e-01,-6.485133985570497151e-10,3.399701073704838872e-02
1.563312662532506447e+00,1.441392628695408870e-11,2.538495613990317526e-11,1.564412768050013058e-01,-6.163723797799056088e-10,-1.092537399805120768e-01
1.563912782556511338e+00,1.369945186677186928e-11,2.414072406659094539e-11,1.564403379723904586e-01,-5.858479393853289352e-10,-2.370676503145166258e-01
1.564512902580516007e+00,1.302305754091535306e-11,2.296217116395211875e-11,1.564393991454136879e-01,-5.569491202334397094e-10,1.157479971514221301e-01
1.565113022604520898e+00,1.238489543780062447e-11,2.184954862905253346e-11,1.564384603240710214e-01,-5.296823942374168098e-10,4.367339223647564994e-02
1.565713142628525789e+00,1.178505740929577372e-11,2.080300481139722856e-11,1.564375215083624038e-01,-5.040516623635744914e-10,-1.908348015316463087e-01
1.566313262652530458e+00,1.122357503072006307e-11,1.982258521292882844e-11,1.564365826982877516e-01,-4.800582546313255769e-10,6.802401789134797372e-02
1.566913382676535349e+00,1.070041960084338407e-11,1.890823248802680613e-11,1.564356438938470928e-01,-4.577009301131594846e-10,9.549724106998862261e-02
1.567513502700540018e+00,1.021550214188765987e-11,1.805978644350979683e-11,1.564347050950403717e-01,-4.369758769347018367e-10,-6.423270485777489436e-02
1.568113622724544909e+00,9.768673399525332987e-12,1.727698403863293539e-11,1.564337663018675606e-01,-4.178767122746495260e-10,8.287113204335558314e-02
1.568713742748549800e+00,9.359723842880612602e-12,1.655945938509015696e-11,1.564328275143286040e-01,-4.003944823648243278e-10,-1.681020964908710447e-01
1.569313862772554469e+00,8.988383664528886442e-12,1.590674374701305957e-11,1.564318887324234741e-01,-3.845176624901477734e-10,-1.819891274950150017e-02
1.569913982796559360e+00,8.654322780496423531e-12,1.531826554097041300e-11,1.564309499561521710e-01,-3.702321569886280197e-10,7.097716356499320957e-03
1.570514102820564029e+00,8.357150830261169054e-12,1.479335033596961930e-11,1.564300111855146114e-01,-3.575212992513944864e-10,8.165647993442470831e-02
1.571114222844568920e+00,8.096417176751930099e-12,1.433122085345517470e-11,1.564290724205107952e-01,-3.463658517226627016e-10,4.321668139600587377e-02
1.571714342868573810e+00,7.871610906349054209e-12,1.393099696730987167e-11,1.564281336611406670e-01,-3.367440058997628390e-10,2.554072512117196159e-02
1.572314462892578479e+00,7.682160828884054562e-12,1.359169570385433356e-11,1.564271949074042267e-01,-3.286313823331249324e-10,5.878191402520097780e-02
1.572914582916583370e+00,7.527435477639506572e-12,1.331223124184654939e-11,1.564262561593014189e-01,-3.220010306262730334e-10,-6.219975061516962861e-02
1.573514702940588039e+00,7.406743109349500259e-12,1.309141491248277851e-11,1.564253174168321880e-01,-3.168234294358454777e-10,1.508829764837058551e-01
1.574114822964592930e+00,7.319331704199116793e-12,1.292795519939680099e-11,1.564243786799965341e-01,-3.130664864715723958e-10,-3.099382883414678394e-02
1.574714942988597821e+00,7.264388965824848549e-12,1.282045773866030538e-11,1.564234399487944016e-01,-3.106955384962929806e-10,8.233683679333109184e-02
1.575315063012602490e+00,7.241042321314353539e-12,1.276742531878290161e-11,1.564225012232257905e-01,-3.096733513259462851e-10,2.535002752526465796e-03
1.575915183036607381e+00,7.248358921206565271e-12,1.276725788071183667e-11,1.564215625032906176e-01,-3.099601198295745823e-10,-2.174407362150335837e-02
1.576515303060612050e+00,7.285345639491621661e-12,1.281825251783227893e-11,1.564206237889888829e-01,-3.115134679293211429e-10,6.135103173141848859e-02
1.577115423084616941e+00,7.350949073610929659e-12,1.291860347596716305e-11,1.564196850803205585e-01,-3.142884486004326645e-10,4.738649193542562171e-02
1.577715543108621832e+00,7.444055544457113550e-12,1.306640215337718999e-11,1.564187463772855613e-01,-3.182375438712571007e-10,1.370143186363231014e-01
1.578315663132626501e+00,7.563491096374034342e-12,1.325963710076094333e-11,1.564178076798839190e-01,-3.233106648232447465e-10,1.100914345531171928e-01
1.578915783156631392e+00,7.708021497156873772e-12,1.349619402125486341e-11,1.564168689881155760e-01,-3.294551515909514437e-10,-5.402453492925670536e-02
1.579515903180636061e+00,7.876352238051882279e-12,1.377385577043300177e-11,1.564159303019804770e-01,-3.366157733620280861e-10,5.280085685256154931e-02
1.580116023204640952e+00,8.067128533756786133e-12,1.409030235630751227e-11,1.564149916214785940e-01,-3.447347283772378352e-10,1.292345156373910474e-02
1.580716143228645842e+00,8.278935322420373837e-12,1.444311093932816000e-11,1.564140529466099272e-01,-3.537516439304386976e-10,-7.683157068299617531e-02
1.581316263252650511e+00,8.510297265642657695e-12,1.482975583238238585e-11,1.564131142773744210e-01,-3.636035763685899357e-10,-1.073152274323133371e-01
1.581916383276655402e+00,8.759678748475054752e-12,1.524760850079591399e-11,1.564121756137720198e-01,-3.742250110917606499e-10,2.812575686754014218e-02
1.582516503300660071e+00,9.025483879420018444e-12,1.569393756233165327e-11,1.564112369558027238e-01,-3.855478625531130793e-10,-5.083956350814627240e-02
1.583116623324664962e+00,9.306056490431510343e-12,1.616590878719100264e-11,1.564102983034664773e-01,-3.975014742589231788e-10,-1.360205050336854016e-01
1.583716743348669631e+00,9.599680136914399166e-12,1.666058509801248108e-11,1.564093596567632527e-01,-4.100126187685552338e-10,-6.889564332985065667e-03
1.584316863372674522e+00,9.904578097725139319e-12,1.717492656987311058e-11,1.564084210156930221e-01,-4.230054976944905542e-10,2.464066238966446803e-02
1.584916983396679413e+00,1.021891337517116990e-11,1.770579043028720122e-11,1.564074823802557579e-01,-4.364017417023015724e-10,1.244628314817743109e-02
1.585517103420684082e+00,1.054078869501113440e-11,1.824993105920681644e-11,1.564065437504514045e-01,-4.501204105106617183e-10,-1.179731003772021281e-01
1.586117223444688973e+00,1.086824650645526203e-11,1.880399998902249684e-11,1.564056051262799618e-01,-4.640779928913612906e-10,-5.554064986493285200e-02
1.586717343468693642e+00,1.119926898216455340e-11,1.936454590456172213e-11,1.564046665077413467e-01,-4.781884066692730253e-10,1.391988209426065215e-01
1.587317463492698533e+00,1.153177801825182101e-11,1.992801464309072057e-11,1.564037278948355592e-01,-4.923629987223963503e-10,-7.464037624704332463e-02
1.587917583516703424e+00,1.186363523428054540e-11,2.049074919431268542e-11,1.564027892875625436e-01,-5.065105449818080126e-10,-3.040710071284956698e-02
1.588517703540708093e+00,1.219264197326565708e-11,2.104898970036886054e-11,1.564018506859223001e-01,-5.205372504316969752e-10,2.326277462918339978e-01
1.589117823564712983e+00,1.251653930167353006e-11,2.159887345583877311e-11,1.564009120899147731e-01,-5.343467491093626594e-10,3.696343991885153724e-02
1.589717943588717652e+00,1.283300800942143907e-11,2.213643490773899278e-11,1.563999734995399349e-01,-5.478401041051916800e-10,-4.812817689706814367e-02
1.590318063612722543e+00,1.313966860987831557e-11,2.265760565552472148e-11,1.563990349147977577e-01,-5.609158075626918637e-10,-1.924067745173997646e-01
1.590918183636727434e+00,1.343408133986394649e-11,2.315821445108834580e-11,1.563980963356881859e-01,-5.734697806784560592e-10,3.274093730819149090e-02
1.591518303660732103e+00,1.371374615964938133e-11,2.363398719876003157e-11,1.563971577622111919e-01,-5.853953737021806460e-10,-1.370925749474198041e-01
1.592118423684736994e+00,1.397610275295725527e-11,2.408054695530848638e-11,1.563962191943667757e-01,-5.965833659366792862e-10,-8.423342917304145949e-04
1.592718543708741663e+00,1.421853052696102662e-11,2.449341392993922769e-11,1.563952806321548539e-01,-6.069219657378494231e-10,-8.505656693409745228e-02
1.593318663732746554e+00,1.443834861228573939e-11,2.486800548429657324e-11,1.563943420755753988e-01,-6.162968105147065066e-10,-1.658240829717022857e-01
1.593918783756751445e+00,1.463281586300748690e-11,2.519963613246187032e-11,1.563934035246284104e-01,-6.245909667293588670e-10,1.666287919562977060e-01
1.594518903780756114e+00,1.479913085665354747e-11,2.548351754095450398e-11,1.563924649793138610e-01,-6.316849298970160905e-10,-9.336597213061102046e-03
1.595119023804761005e+00,1.493443189420264944e-11,2.571475852873205206e-11,1.563915264396316673e-01,-6.374566245859985317e-10,9.308778750742387198e-02
1.595719143828765674e+00,1.503579700008456397e-11,2.588836506718932876e-11,1.563905879055818016e-01,-6.417814044177195293e-10,7.498761432191487775e-02
1.596319263852770565e+00,1.510024392218047989e-11,2.599924028015931526e-11,1.563896493771642915e-01,-6.445320520667035003e-10,-7.201141042084882593e-02
1.596919383876775456e+00,1.512473013182268060e-11,2.604218444391274612e-11,1.563887108543790261e-01,-6.455787792605704310e-10,9.833442496631332810e-03
1.597519503900780125e+00,1.510615282379468619e-11,2.601189498715805755e-11,1.563877723372260331e-01,-6.447892267800424938e-10,-3.481633632618053031e-02
1.598119623924785015e+00,1.504134891633140215e-11,2.590296649104177517e-11,1.563868338257052570e-01,-6.420284644589503550e-10,9.722111740080965903e-02
1.598719743948789684e+00,1.492709505111887371e-11,2.570989068914779024e-11,1.563858953198166424e-01,-6.371589911842224209e-10,4.379618152038825679e-02
1.599319863972794575e+00,1.476010759329429883e-11,2.542705646749805758e-11,1.563849568195601614e-01,-6.300407348958862860e-10,-3.475058392613517011e-02
1.599919983996799466e+00,1.453704263144631901e-11,2.504874986455244047e-11,1.563840183249358140e-01,-6.205310525870795893e-10,1.664859162457575648e-01
1.600520104020804135e+00,1.425449597761478011e-11,2.456915407120869774e-11,1.563830798359435448e-01,-6.084847303040417424e-10,5.246642094087462099e-02
1.601120224044809026e+00,1.391066616817236838e-11,2.399217506703778121e-11,1.563821413525832982e-01,-5.938388905731785788e-10,4.673726103944913363e-02
1.601720344068813695e+00,1.353150238284404672e-11,2.347728957879383094e-11,1.563812028748550742e-01,-5.779307326604063419e-10,-7.775465180787673181e-02
1.602320464092818586e+00,1.312823171829275135e-11,2.307732921679819861e-11,1.563802644027588173e-01,-5.613064710594211752e-10,4.122517634711542200e-02
1.602920584116823477e+00,1.270245848473850914e-11,2.278592571540958960e-11,1.563793259362945276e-01,-5.440163223719744187e-10,-1.459948640759028138e-01
1.603520704140828146e+00,1.225575876825459088e-11,2.259682632672233287e-11,1.563783874754621217e-01,-5.261096267197698499e-10,4.664293183947122723e-02
1.604120824164833037e+00,1.178968043076696363e-11,2.250389382056635830e-11,1.563774490202615997e-01,-5.076348477444422812e-10,-9.310777557271238125e-02
1.604720944188837706e+00,1.130574311005546846e-11,2.250110648450759096e-11,1.563765105706929059e-01,-4.886395726076046050e-10,1.872718564182893064e-02
1.605321064212842597e+00,1.080543821975245044e-11,2.258255812384768286e-11,1.563755721267560406e-01,-4.691705119907932005e-10,-2.737446554564013437e-02
1.605921184236847266e+00,1.029022894934418034e-11,2.274245806162400331e-11,1.563746336884509203e-01,-4.492735000955242333e-10,2.318108572752346566e-02
1.606521304260852157e+00,9.761550264169377999e-12,2.297513113860989737e-11,1.563736952557775728e-01,-4.289934946432357008e-10,3.605016153362979037e-02
1.607121424284857047e+00,9.220808905420537109e-12,2.327501771331433367e-11,1.563727568287359149e-01,-4.083745768753390284e-10,-5.524509488548820686e-03
1.607721544308861716e+00,8.669383390143367828e-12,2.363667366198195935e-11,1.563718184073259188e-01,-3.874599515531972001e-10,-5.426219063897895142e-03
1.608321664332866607e+00,8.108624011236168322e-12,2.405477037859362994e-11,1.563708799915475844e-01,-3.662919469581010809e-10,-1.486801886640289339e-01
1.608921784356871276e+00,7.539852837451259402e-12,2.452409477486542391e-11,1.563699415814008287e-01,-3.449120148913239588e-10,-1.897916919192108864e-01
1.609521904380876167e+00,6.964363713393329359e-12,2.503954928024984782e-11,1.563690031768856514e-01,-3.233607306740587827e-10,1.261589060470865997e-01
1.610122024404881058e+00,6.383422259520896877e-12,2.559615184193469257e-11,1.563680647780020250e-01,-3.016777931474734799e-10,5.739836905971205244e-02
1.610722144428885727e+00,5.798265872145689030e-12,2.618903592484346952e-11,1.563671263847498660e-01,-2.799020246726871230e-10,-1.479149412876885894e-01
1.611322264452890618e+00,5.210103723431983742e-12,2.681345051163615375e-11,1.563661879971292024e-01,-2.580713711307460968e-10,1.909203876964005453e-01
1.611922384476895287e+00,4.620116761398129242e-12,2.746476010270760070e-11,1.563652496151399784e-01,-2.362229019226799331e-10,-7.143957480939430726e-02
1.612522504500900178e+00,4.029457709914800042e-12,2.813844471618940092e-11,1.563643112387821388e-01,-2.143928099694371780e-10,5.109625624029331264e-02
1.613122624524905069e+00,3.439251068706531742e-12,2.883009988794821602e-11,1.563633728680556834e-01,-1.926164117119419251e-10,4.252309080618171117e-02
1.613722744548909738e+00,2.850593113351053793e-12,2.953543667158647008e-11,1.563624345029605567e-01,-1.709281471110691027e-10,1.085560155350277084e-02
1.614322864572914629e+00,2.264551895278654573e-12,3.025028163844315428e-11,1.563614961434967310e-01,-1.493615796476212362e-10,6.084699091154154721e-02
1.614922984596919298e+00,1.682167241773677416e-12,3.097057687759199156e-11,1.563605577896641508e-01,-1.279493963223833768e-10,-1.373920604766163955e-01
1.615523104620924189e+00,1.104450755972816176e-12,3.169237999584358535e-11,1.563596194414628437e-01,-1.067234076560605991e-10,-3.614062457722773229e-03
1.616123224644929079e+00,5.323858168666015570e-13,3.241186411774350996e-11,1.563586810988926989e-01,-8.571454768933249021e-11,-2.540547031738953423e-02
1.616723344668933748e+00,-3.307242070123542025e-14,3.312531788557311189e-11,1.563577427619537441e-01,-6.495287398282974428e-11,8.756322173262810760e-03
1.617323464692938639e+00,-5.909970260343902700e-13,3.382914545935034352e-11,1.563568044306458960e-01,-4.446756761711123985e-11,-2.741770324863625555e-02
1.617923584716943308e+00,-1.140489292582526166e-12,3.451986651682788249e-11,1.563558661049691545e-01,-2.428693319271756128e-11,-6.420632656660447968e-02
1.618523704740948199e+00,-1.680678737942925069e-12,3.519411625349524496e-11,1.563549277849234920e-01,-4.438398830110386729e-12,-7.311651634107584063e-02
1.619123824764953090e+00,-2.210723103859061168e-12,3.584864538257695672e-11,1.563539894705088251e-01,1.505148383027516198e-11,8.846755940201070367e-02
1.619723944788957759e+00,-2.729808356221213183e-12,3.648032013503333517e-11,1.563530511617251817e-01,3.415703962805300834e-11,-8.480016020083111505e-02
1.620324064812962650e+00,-3.237148685067039518e-12,3.708612225956122600e-11,1.563521128585725062e-01,5.285346988290713347e-11,3.624603047858273447e-02
1.620924184836967319e+00,-3.731986504580240550e-12,3.766314902259232297e-11,1.563511745610507431e-01,7.111685239454261251e-11,3.498815728544053122e-02
1.621524304860972210e+00,-4.213592453092044975e-12,3.820861320829500326e-11,1.563502362691598646e-01,8.892414144274009387e-11,-9.789948846682923131e-03
1.622124424884977101e+00,-4.681265393079943184e-12,3.871984311857275062e-11,1.563492979828998708e-01,1.062531677873092864e-10,4.233702568565899521e-02
1.622724544908981770e+00,-5.134332411168230100e-12,3.919428257306490502e-11,1.563483597022706784e-01,1.230826386681089089e-10,5.420875714224972913e-02
1.623324664932986661e+00,-5.572148818128518936e-12,3.962949090914714084e-11,1.563474214272722873e-01,1.393921378050657148e-10,-5.321553515924278693e-02
1.623924784956991330e+00,-5.994098148878548893e-12,4.002314298193020676e-11,1.563464831579046699e-01,1.551621253981302902e-10,3.361653670154007151e-02
1.624524904980996221e+00,-6.399592162483487320e-12,4.037302916426128926e-11,1.563455448941677706e-01,1.703739381273253661e-10,1.905553194092827196e-01
1.625125025005001111e+00,-6.788070842154853735e-12,4.067705534672288822e-11,1.563446066360615616e-01,1.850097891527060880e-10,-1.070909254792471454e-01
1.625725145029005780e+00,-7.159002395250965728e-12,4.093324293763338555e-11,1.563436683835860153e-01,1.990527681143760423e-10,-3.024089336140985823e-02
1.626325265053010671e+00,-7.511883253277368705e-12,4.113972886304720036e-11,1.563427301367410760e-01,2.124868411325039555e-10,-7.669296266117255068e-02
1.626925385077015340e+00,-7.846238071885853610e-12,4.129476556675422019e-11,1.563417918955267438e-01,2.252968508072863154e-10,1.985011322837778591e-01
1.627525505101020231e+00,-8.161619730875532912e-12,4.139672101028037625e-11,1.563408536599429632e-01,2.374685162189885237e-10,-1.402787475391839844e-01
1.628125625125024900e+00,-8.457609334191826009e-12,4.144407867288718451e-11,1.563399154299897065e-01,2.489884329279057340e-10,7.083644368245440486e-04
1.628725745149029791e+00,-8.733816209927415660e-12,4.143543755157212056e-11,1.563389772056669458e-01,2.598440729743998683e-10,9.291393035281710067e-02
1.629325865173034682e+00,-8.989877910321449883e-12,4.136951216106832881e-11,1.563380389869746256e-01,2.700237848788689854e-10,-8.681995173181951408e-02
1.629925985197039351e+00,-9.225460211759897386e-12,4.124513253384480986e-11,1.563371007739127461e-01,2.795167936417602570e-10,-1.360122737889702706e-02
1.630526105221044242e+00,-9.440257114775767285e-12,4.106124422010627191e-11,1.563361625664812238e-01,2.883132007435796876e-10,-7.119688569158469371e-02
1.631126225245048911e+00,-9.633990844048585656e-12,4.081690828779336985e-11,1.563352243646800865e-01,2.964039841448704524e-10,-1.340429461899299290e-01
1.631726345269053802e+00,-9.806411848404922212e-12,4.051130132258229810e-11,1.563342861685092511e-01,3.037809982862349726e-10,-7.104147126317921293e-03
1.632326465293058693e+00,-9.957298800817967025e-12,4.014371542788524950e-11,1.563333479779687174e-01,3.104369740883166660e-10,4.931950732944784255e-02
1.632926585317063362e+00,-1.008645859840771470e-11,3.971355822485030540e-11,1.563324097930584022e-01,3.163655189518079601e-10,-3.984163307121194042e-02
1.633526705341068253e+00,-1.019372636244112593e-11,3.922035285236086053e-11,1.563314716137783333e-01,3.215611167574576850e-10,1.631185408549269342e-02
1.634126825365072921e+00,-1.027896543833175592e-11,3.866373796703676682e-11,1.563305334401284552e-01,3.260191278660540647e-10,6.822976852711269691e-02
1.634726945389077812e+00,-1.034206739564011627e-11,3.804346774323289879e-11,1.563295952721087123e-01,3.297357891184417260e-10,1.192387546591410497e-01
1.635327065413082703e+00,-1.038295202807342618e-11,3.735941187304052355e-11,1.563286571097191047e-01,3.327082138355093937e-10,-1.234560862890555222e-01
1.635927185437087372e+00,-1.040156735348571584e-11,3.661155556628678379e-11,1.563277189529595490e-01,3.349343918181951648e-10,6.112541823872635199e-02
1.636527305461092263e+00,-1.039788961387783936e-11,3.579999955053375431e-11,1.563267808018300731e-01,3.364131893474881101e-10,-6.212530768246169594e-02
1.637127425485096932e+00,-1.037192327539746833e-11,3.492496007108053583e-11,1.563258426563305936e-01,3.371443491844248112e-10,-1.884089518385126671e-01
1.637727545509101823e+00,-1.032370102833899806e-11,3.398676889096068291e-11,1.563249045164611106e-01,3.371284905700902907e-10,-7.779816267173027267e-02
