t,theta,omega,psi,chi,dtheta_dt
9.177835567113422854e+00,1.003498146469527841e+00,4.497655786850685899e+00,8.433192144559556458e-02,2.760939902937392665e-01,4.497655786850685899e+00
9.181836367273454869e+00,1.021424696938070253e+00,4.463743856735186810e+00,8.541781487527169703e-02,2.667458010871552876e-01,4.463743856735186810e+00
9.185837167433486883e+00,1.039214583102386236e+00,4.429338796407460421e+00,8.646633412759578696e-02,2.574121562632717408e-01,4.429338796407460421e+00
9.189837967593518897e+00,1.056865850021849074e+00,4.394449597967671650e+00,8.747755548463476138e-02,2.481020669700945702e-01,4.394449597967671650e+00
9.193838767753550911e+00,1.074376578783093894e+00,4.359085273439984753e+00,8.845159090480428365e-02,2.388243699730042968e-01,4.359085273439984753e+00
9.197839567913582925e+00,1.091744886548066784e+00,4.323254847430978209e+00,8.938858740138976022e-02,2.295877324882310000e-01,4.323254847430978209e+00
9.201840368073614940e+00,1.108968926602412530e+00,4.286967349166856067e+00,9.028872624169310968e-02,2.204006309691199927e-01,4.286967349166856067e+00
9.205841168233646954e+00,1.126046888348388508e+00,4.250231805397609364e+00,9.115222228206019961e-02,2.112713546961780542e-01,4.250231805397609364e+00
9.209841968393678968e+00,1.142976997288481344e+00,4.213057232685233799e+00,9.197932308009006130e-02,2.022079871830122222e-01,4.213057232685233799e+00
9.213842768553710982e+00,1.159757514963835723e+00,4.175452630561935941e+00,9.277030819020763708e-02,1.932184096780085736e-01,4.175452630561935941e+00
9.217843568713742997e+00,1.176386738876936899e+00,4.137426974156237058e+00,9.352548819699238458e-02,1.843102840521234353e-01,4.137426974156237058e+00
9.221844368873775011e+00,1.192863002376101544e+00,4.098989207620779673e+00,9.424520398158556245e-02,1.754910572088719256e-01,4.098989207620779673e+00
9.225845169033807025e+00,1.209184674521819991e+00,4.060148237170455587e+00,9.492982567902320812e-02,1.667679445301429031e-01,4.060148237170455587e+00
9.229845969193839039e+00,1.225350159917932391e+00,4.020912924797631405e+00,9.557975192874193504e-02,1.581479359032837984e-01,4.020912924797631405e+00
9.233846769353871053e+00,1.241357898526787240e+00,3.981292081785959613e+00,9.619540875744414521e-02,1.496377791446722727e-01,3.981292081785959613e+00
9.237847569513903068e+00,1.257206365447938623e+00,3.941294462732337411e+00,9.677724882541760554e-02,1.412439879267725629e-01,3.941294462732337411e+00
9.241848369673935082e+00,1.272894070687511370e+00,3.900928759586032690e+00,9.732575024024055221e-02,1.329728251069048905e-01,3.900928759586032690e+00
9.245849169833967096e+00,1.288419558885969929e+00,3.860203596005043813e+00,9.784141580311832287e-02,1.248303122158332251e-01,3.860203596005043813e+00
9.249849969993999110e+00,1.303781409046307793e+00,3.819127521943983972e+00,9.832477176934506513e-02,1.168222133667902035e-01,3.819127521943983972e+00
9.253850770154031125e+00,1.318978234214261747e+00,3.777709008391713308e+00,9.877636708267775734e-02,1.089540450931568566e-01,3.777709008391713308e+00
9.257851570314063139e+00,1.334008681168852295e+00,3.735956442511056075e+00,9.919677212188829363e-02,1.012310624339256976e-01,3.735956442511056075e+00
9.261852370474095153e+00,1.348871430059107368e+00,3.693878122795403396e+00,9.958657787996913480e-02,9.365826707751843949e-02,3.693878122795403396e+00
9.265853170634127167e+00,1.363565194060293306e+00,3.651482254763827928e+00,9.994639476475589146e-02,8.624039774390501734e-02,3.651482254763827928e+00
9.269853970794159181e+00,1.378088718972700022e+00,3.608776946578227118e+00,1.002768516632734780e-01,7.898193454897631249e-02,3.608776946578227118e+00
9.273854770954191196e+00,1.392440782844064140e+00,3.565770205262895676e+00,1.005785948619452030e-01,7.188709533661039042e-02,3.565770205262895676e+00
9.277855571114223210e+00,1.406620195540533524e+00,3.522469932856334918e+00,1.008522869584238119e-01,6.495983513117170594e-02,3.522469932856334918e+00
9.281856371274255224e+00,1.420625798331291545e+00,3.478883923088213592e+00,1.010986059244848717e-01,5.820384862126448677e-02,3.478883923088213592e+00
9.285857171434287238e+00,1.434456463444186314e+00,3.435019858136725723e+00,1.013182438877473363e-01,5.162256556281448472e-02,3.435019858136725723e+00
9.289857971594319253e+00,1.448111093610510824e+00,3.390885305724414156e+00,1.015119062827479490e-01,4.521915711542044691e-02,3.390885305724414156e+00
9.293858771754351267e+00,1.461588621611217720e+00,3.346487716483518060e+00,1.016803106173682636e-01,3.899653087197607615e-02,3.346487716483518060e+00
9.297859571914383281e+00,1.474888009790138677e+00,3.301834421501408379e+00,1.018241855652301658e-01,3.295733623246710486e-02,3.301834421501408379e+00
9.301860372074415295e+00,1.488008249585246245e+00,3.256932630225924274e+00,1.019442698792176472e-01,2.710396370803935459e-02,3.256932630225924274e+00
9.305861172234447309e+00,1.500948361027797828e+00,3.211789428522947798e+00,1.020413113171344532e-01,2.143854612904245657e-02,3.211789428522947798e+00
9.309861972394479324e+00,1.513707392247638062e+00,3.166411777044719322e+00,1.021160657272353750e-01,1.596296285241590243e-02,3.166411777044719322e+00
9.313862772554511338e+00,1.526284418973583801e+00,3.120806509827832365e+00,1.021692959143828405e-01,1.067883914953244098e-02,3.120806509827832365e+00
9.317863572714543352e+00,1.538678544016760075e+00,3.074980333111370090e+00,1.022017707019213933e-01,5.587550470707886019e-03,3.074980333111370090e+00
9.321864372874575366e+00,1.550888896763397584e+00,3.028939824417244076e+00,1.022142639396955988e-01,6.902248963562298244e-04,3.028939824417244076e+00
9.325865173034607380e+00,1.562914632656943636e+00,2.982691431843513818e+00,1.022075534692665072e-01,-4.012254789453646373e-03,2.982691431843513818e+00
9.329865973194639395e+00,1.574754932677237873e+00,2.936241473584456418e+00,1.021824201915516317e-01,-8.519247091801927796e-03,2.936241473584456418e+00
9.333866773354671409e+00,1.586409002821764558e+00,2.889596137670908504e+00,1.021396471037724768e-01,-1.283034855617938910e-02,2.889596137670908504e+00
9.337867573514703423e+00,1.597876073585841938e+00,2.842761481918869571e+00,1.020800183491586827e-01,-1.694539027001890075e-02,2.842761481918869571e+00
9.341868373674735437e+00,1.609155399440018730e+00,2.795743434085269818e+00,1.020043182551179234e-01,-2.086443440919028697e-02,2.795743434085269818e+00
9.345869173834767452e+00,1.620246258308972731e+00,2.748547792217834740e+00,1.019133304824896141e-01,-2.458776919488640800e-02,2.748547792217834740e+00
9.349869973994799466e+00,1.631147951059885637e+00,2.701180225190064288e+00,1.018078370847754210e-01,-2.811590546869660590e-02,2.701180225190064288e+00
9.353870774154831480e+00,1.641859800979000417e+00,2.653646273436687242e+00,1.016886175912790069e-01,-3.144957247426361652e-02,2.653646273436687242e+00
9.357871574314863494e+00,1.652381153264037783e+00,2.605951349834169317e+00,1.015564482730962753e-01,-3.458971161310619991e-02,2.605951349834169317e+00
9.361872374474895508e+00,1.662711374517943375e+00,2.558100740773450177e+00,1.014121011042992959e-01,-3.753747425355171558e-02,2.558100740773450177e+00
9.365873174634927523e+00,1.672849852236089729e+00,2.510099607383731612e+00,1.012563431579263373e-01,-4.029421366522165093e-02,2.510099607383731612e+00
9.369873974794959537e+00,1.682795994323929900e+00,2.461952986878208183e+00,1.010899355965804297e-01,-4.286148283420133931e-02,2.461952986878208183e+00
9.373874774954991551e+00,1.692549228581877063e+00,2.413665794116327312e+00,1.009136330561829498e-01,-4.524102655227232178e-02,2.413665794116327312e+00
9.377875575115023565e+00,1.702109002246427583e+00,2.365242823171936237e+00,1.007281827614392861e-01,-4.743477807072435382e-02,2.365242823171936237e+00
9.381876375275055580e+00,1.711474781478887763e+00,2.316688749206143871e+00,1.005343238787760607e-01,-4.944485165904503876e-02,2.316688749206143871e+00
9.385877175435087594e+00,1.720646050928565485e+00,2.268008130227661567e+00,1.003327867174295257e-01,-5.127353858466004305e-02,2.268008130227661567e+00
9.389877975595119608e+00,1.729622313229468356e+00,2.219205409235676107e+00,1.001242921424454063e-01,-5.292329923755355325e-02,2.219205409235676107e+00
9.393878775755151622e+00,1.738403088585528611e+00,2.170284916155222454e+00,9.990955073569772471e-02,-5.439675968694857727e-02,2.170284916155222454e+00
9.397879575915183636e+00,1.746987914280481835e+00,2.121250870185030113e+00,9.968926243249030816e-02,-5.569670207480831997e-02,2.121250870185030113e+00
9.401880376075215651e+00,1.755376344278821499e+00,2.072107381939257031e+00,9.946411546203363929e-02,-5.682606299824766172e-02,2.072107381939257031e+00
9.405881176235247665e+00,1.763567948764684701e+00,2.022858455865215621e+00,9.923478637294279314e-02,-5.778792149117084609e-02,2.022858455865215621e+00
9.409881976395279679e+00,1.771562313738985317e+00,1.973507992694850000e+00,9.900193869722336004e-02,-5.858549888660295746e-02,1.973507992694850000e+00
9.413882776555311693e+00,1.779359040614933107e+00,1.924059791753546023e+00,9.876622320737753202e-02,-5.922214654826650493e-02,1.924059791753546023e+00
9.417883576715343708e+00,1.786957745781135865e+00,1.874517553837476758e+00,9.852827677240159898e-02,-5.970134300355460499e-02,1.874517553837476758e+00
9.421884376875375722e+00,1.794358060275035083e+00,1.824884883359519705e+00,9.828872203758526327e-02,-6.002668727421901079e-02,1.824884883359519705e+00
9.425885177035407736e+00,1.801559629337701418e+00,1.775165291321879391e+00,9.804816744389195649e-02,-6.020188829535275121e-02,1.775165291321879391e+00
9.429885977195439750e+00,1.808562112078628825e+00,1.725362197950212728e+00,9.780720575549993467e-02,-6.023076451923866509e-02,1.725362197950212728e+00
9.433886777355471764e+00,1.815365181144444673e+00,1.675478934968337663e+00,9.756641468265658812e-02,-6.011723214157769363e-02,1.675478934968337663e+00
9.437887577515503779e+00,1.821968522290254189e+00,1.625518748982248018e+00,9.732635630322424014e-02,-5.986529824719082071e-02,1.625518748982248018e+00
9.441888377675535793e+00,1.828371834116626626e+00,1.575484803836915582e+00,9.708757574328165385e-02,-5.947905956290958779e-02,1.575484803836915582e+00
9.445889177835567807e+00,1.834574827748446602e+00,1.525380183054464434e+00,9.685060204521064864e-02,-5.896269033335551496e-02,1.525380183054464434e+00
9.449889977995599821e+00,1.840577226447639214e+00,1.475207893235472856e+00,9.661594774061615931e-02,-5.832043575508921024e-02,1.475207893235472856e+00
9.453890778155631835e+00,1.846378765365023655e+00,1.424970866575178130e+00,9.638410753094918404e-02,-5.755660898912140500e-02,1.424970866575178130e+00
9.457891578315663850e+00,1.851979191269258473e+00,1.374671963181298251e+00,9.615555904842140733e-02,-5.667558205556642859e-02,1.374671963181298251e+00
9.461892378475695864e+00,1.857378262194940399e+00,1.324313974492955071e+00,9.593076259047164656e-02,-5.568177864950047545e-02,1.324313974492955071e+00
9.465893178635727878e+00,1.862575747228877310e+00,1.273899625663773572e+00,9.571016018477217224e-02,-5.457966909874916589e-02,1.273899625663773572e+00
9.469893978795759892e+00,1.867571426239401422e+00,1.223431578173187484e+00,9.549417626847107876e-02,-5.337376367485042322e-02,1.223431578173187484e+00
9.473894778955791907e+00,1.872365089596612187e+00,1.172912433012680777e+00,9.528321707349543535e-02,-5.206860544925974443e-02,1.172912433012680777e+00
9.477895579115823921e+00,1.876956537985325246e+00,1.122344732856452199e+00,9.507767038238516821e-02,-5.066876464365557831e-02,1.122344732856452199e+00
9.481896379275855935e+00,1.881345582138154393e+00,1.071730965027069660e+00,9.487790600270573638e-02,-4.917883308738319609e-02,1.071730965027069660e+00
9.485897179435887949e+00,1.885532042630622129e+00,1.021073564224540098e+00,9.468427504845619569e-02,-4.760341647574959506e-02,1.021073564224540098e+00
9.489897979595919963e+00,1.889515749689482327e+00,9.703749148439918537e-01,9.449711032689786516e-02,-4.594713045357597808e-02,9.703749148439918537e-01
9.493898779755951978e+00,1.893296542970048346e+00,9.196373539966495869e-01,9.431672617934434844e-02,-4.421459366318074985e-02,9.196373539966495869e-01
9.497899579915983992e+00,1.896874271400915468e+00,8.688631737342583650e-01,9.414341835541877035e-02,-4.241042213658987453e-02,8.688631737342583650e-01
9.501900380076016006e+00,1.900248792985784085e+00,8.180546238472858889e-01,9.397746431893684582e-02,-4.053922524733758609e-02,8.180546238472858889e-01
9.505901180236048020e+00,1.903419974653879132e+00,7.672139143132925554e-01,9.381912294271849140e-02,-3.860559817392154869e-02,7.672139143132925554e-01
9.509901980396080035e+00,1.906387692099311915e+00,7.163432177740592932e-01,9.366863489858118230e-02,-3.661411960091841972e-02,7.163432177740592932e-01
9.513902780556112049e+00,1.909151829636226205e+00,6.654446721493387784e-01,9.352622247516591270e-02,-3.456934419218790633e-02,6.654446721493387784e-01
9.517903580716144063e+00,1.911712280070646530e+00,6.145203828951891767e-01,9.339208985766810078e-02,-3.247580025342223370e-02,6.145203828951891767e-01
9.521904380876176077e+00,1.914068944566359898e+00,5.635724256775771490e-01,9.326642314739776174e-02,-3.033798360558848800e-02,5.635724256775771490e-01
9.525905181036208091e+00,1.916221732540995371e+00,5.126028485289382264e-01,9.314939053122232859e-02,-2.816035445142936813e-02,5.126028485289382264e-01
9.529905981196240106e+00,1.918170561549886743e+00,4.616136744778088219e-01,9.304114244657576971e-02,-2.594733297135681793e-02,4.616136744778088219e-01
9.533906781356272120e+00,1.919915357200208117e+00,4.106069036887083912e-01,9.294181170619451871e-02,-2.370329550443780672e-02,4.106069036887083912e-01
9.537907581516304134e+00,1.921456053056041835e+00,3.595845160026608367e-01,9.285151373817172871e-02,-2.143257157662439155e-02,3.595845160026608367e-01
9.541908381676336148e+00,1.922792590568526139e+00,3.085484730869990644e-01,9.277034671753721373e-02,-1.913943986329793429e-02,3.085484730869990644e-01
9.545909181836368163e+00,1.923924919002200973e+00,2.575007208931817670e-01,9.269839183596602361e-02,-1.682812619211054503e-02,2.575007208931817670e-01
9.549909981996400177e+00,1.924852995381198806e+00,2.064431918098774688e-01,9.263571346451048016e-02,-1.450279977072025002e-02,2.064431918098774688e-01
9.553910782156432191e+00,1.925576784435983901e+00,1.553778070649874943e-01,9.258235943144452196e-02,-1.216757176139096792e-02,1.553778070649874943e-01
9.557911582316464205e+00,1.926096258565981989e+00,1.043064788688810307e-01,9.253836122100292383e-02,-9.826492155560041450e-03,1.043064788688810307e-01
9.561912382476494443e+00,1.926411397805993353e+00,5.323111278720078082e-02,9.250373425225502655e-02,-7.483548611700001872e-03,5.323111278720078082e-02
9.565913182636526457e+00,1.926522189805448981e+00,2.153609869759251505e-03,9.247847810815375269e-02,-5.142664260678548108e-03,2.153609869759251505e-03
9.569913982796558471e+00,1.926428629814117555e+00,-4.892413099249350028e-02,9.246257681557917829e-02,-2.807696575967457472e-03,-4.892413099249350028e-02
9.573914782956590486e+00,1.926130720678105979e+00,-1.000002109370339703e-01,9.245599909416316042e-02,-4.824362934093447131e-04,-1.000002109370339703e-01
9.577915583116622500e+00,1.925628472844455263e+00,-1.510727287995362045e-01,9.245869864020694884e-02,1.829393792378064543e-03,-1.510727287995362045e-01
9.581916383276654514e+00,1.924921904374452097e+00,-2.021397789414389468e-01,9.247061438470655093e-02,4.124138827051933298e-03,-2.021397789414389468e-01
9.585917183436686528e+00,1.924011040966246533e+00,-2.531994489699711526e-01,9.249167078128496533e-02,6.398212966763809108e-03,-2.531994489699711526e-01
9.589917983596718543e+00,1.922895915986591708e+00,-3.042498174905267083e-01,9.252177806836464624e-02,8.648098715268916908e-03,-3.042498174905267083e-01
9.593918783756750557e+00,1.921576570510404203e+00,-3.552889518829544513e-01,9.256083255110424124e-02,1.087034735097850389e-02,-3.552889518829544513e-01
9.597919583916782571e+00,1.920053053372112295e+00,-4.063149059605235536e-01,9.260871687681861142e-02,1.306157816383521700e-02,-4.063149059605235536e-01
9.601920384076814585e+00,1.918325421221661164e+00,-4.573257177888607194e-01,9.266530029262362578e-02,1.521847787076212148e-02,-4.573257177888607194e-01
9.605921184236846599e+00,1.916393738595802310e+00,-5.083194072648505868e-01,9.273043893997316711e-02,1.733779991286316796e-02,-5.083194072648505868e-01
9.609921984396878614e+00,1.914258077990828477e+00,-5.592939739441659119e-01,9.280397608002191601e-02,1.941636297774591152e-02,-5.592939739441659119e-01
9.613922784556910628e+00,1.911918519954291629e+00,-6.102473945462132399e-01,9.288574240258956616e-02,2.145105015843479235e-02,-6.102473945462132399e-01
9.617923584716942642e+00,1.909375153173849426e+00,-6.611776207864591415e-01,9.297555622364275796e-02,2.343880697465568208e-02,-6.611776207864591415e-01
9.621924384876974656e+00,1.906628074591398381e+00,-7.120825767839376041e-01,9.307322378726935741e-02,2.537663997927196158e-02,-7.120825767839376041e-01
9.625925185037006671e+00,1.903677389506298834e+00,-7.629601569074762057e-01,9.317853946661232289e-02,2.726161486554947236e-02,-7.629601569074762057e-01
9.629925985197038685e+00,1.900523211713793348e+00,-8.138082230878782575e-01,9.329128599802490041e-02,2.909085397598158707e-02,-8.138082230878782575e-01
9.633926785357070699e+00,1.897165663623891385e+00,-8.646246026122289541e-01,9.341123476850651808e-02,3.086153510493199609e-02,-8.646246026122289541e-01
9.637927585517102713e+00,1.893604876419167526e+00,-9.154070854716452876e-01,9.353814587619074805e-02,3.257088762071291138e-02,-9.154070854716452876e-01
9.641928385677134727e+00,1.889840990200099213e+00,-9.661534219060982087e-01,9.367176858296072384e-02,3.421619189579030301e-02,-9.661534219060982087e-01
9.645929185837166742e+00,1.885874154146829351e+00,-1.016861320005117308e+00,9.381184120595774389e-02,3.579477495617201799e-02,-1.016861320005117308e+00
9.649929985997198756e+00,1.881704526712317360e+00,-1.067528442794173582e+00,9.395809156192751199e-02,3.730400891446247064e-02,-1.067528442794173582e+00
9.653930786157230770e+00,1.877332275773919923e+00,-1.118152406116380781e+00,9.411023707878886368e-02,3.874130832428927806e-02,-1.118152406116380781e+00
9.657931586317262784e+00,1.872757578859848726e+00,-1.168730775674057032e+00,9.426798470720043621e-02,4.010412629773837251e-02,-1.168730775674057032e+00
9.661932386477294799e+00,1.867980623347221814e+00,-1.219261064330498856e+00,9.443103157311935614e-02,4.138995309620186608e-02,-1.219261064330498856e+00
9.665933186637326813e+00,1.863001606646301767e+00,-1.269740729942490542e+00,9.459906469831895481e-02,4.259631254320392357e-02,-1.269740729942490542e+00
9.669933986797358827e+00,1.857820736482086010e+00,-1.320167172057941984e+00,9.477176101895189164e-02,4.372075891951998639e-02,-1.320167172057941984e+00
9.673934786957390841e+00,1.852438231108915145e+00,-1.370537729268114902e+00,9.494878816537498378e-02,4.476087491600957285e-02,-1.370537729268114902e+00
9.677935587117422855e+00,1.846854319515559562e+00,-1.420849677077643536e+00,9.512980408386667586e-02,4.571426843725456129e-02,-1.420849677077643536e+00
9.681936387277454870e+00,1.841069241746231544e+00,-1.471100224576927795e+00,9.531445673888476466e-02,4.657857023476912744e-02,-1.471100224576927795e+00
9.685937187437486884e+00,1.835083249181662213e+00,-1.521286511334977165e+00,9.550238509410503840e-02,4.735143046792190946e-02,-1.521286511334977165e+00
9.689937987597518898e+00,1.828896604725476216e+00,-1.571405605632004931e+00,9.569321886165382818e-02,4.803051676252293595e-02,-1.571405605632004931e+00
9.693938787757550912e+00,1.822509583194452665e+00,-1.621454500844195845e+00,9.588657797913084646e-02,4.861351257689122685e-02,-1.621454500844195845e+00
9.697939587917582926e+00,1.815922471600677213e+00,-1.671430112639100907e+00,9.608207349133673913e-02,4.909811312965123298e-02,-1.671430112639100907e+00
9.701940388077614941e+00,1.809135569419262346e+00,-1.721329276667091568e+00,9.627930721178598605e-02,4.948202445125932103e-02,-1.721329276667091568e+00
9.705941188237646955e+00,1.802149188984107031e+00,-1.771148745190288087e+00,9.647787154401990528e-02,4.976296251108172641e-02,-1.771148745190288087e+00
9.709941988397678969e+00,1.794963655780578149e+00,-1.820885184481996655e+00,9.667735014538034188e-02,4.993864833874561704e-02,-1.820885184481996655e+00
9.713942788557710983e+00,1.787579308795190114e+00,-1.870535172164507820e+00,9.687731728200225934e-02,5.000681006399601558e-02,-1.870535172164507820e+00
9.717943588717742998e+00,1.779996500921309677e+00,-1.920095193970782432e+00,9.707733820286951198e-02,4.996517973030783349e-02,-1.920095193970782432e+00
9.721944388877775012e+00,1.772215599265447805e+00,-1.969561641426186949e+00,9.727696923931938855e-02,4.981149151712938039e-02,-1.969561641426186949e+00
9.725945189037807026e+00,1.764236985588187645e+00,-2.018930808757445128e+00,9.747575739222177904e-02,4.954348422224894716e-02,-2.018930808757445128e+00
9.729945989197839040e+00,1.756061056665261022e+00,-2.068198890256007783e+00,9.767324091340376380e-02,4.915889627959741520e-02,-2.068198890256007783e+00
9.733946789357871054e+00,1.747688224699994741e+00,-2.117361977646656790e+00,9.786894875965973517e-02,4.865547021778226372e-02,-2.117361977646656790e+00
9.737947589517903069e+00,1.739118917755730243e+00,-2.166416057226849379e+00,9.806240103354393889e-02,4.803094913269816829e-02,-2.166416057226849379e+00
9.741948389677935083e+00,1.730353580147087733e+00,-2.215357007524672461e+00,9.825310872536063833e-02,4.728307951756144378e-02,-2.215357007524672461e+00
9.745949189837967097e+00,1.721392672923178324e+00,-2.264180596448921001e+00,9.844057382999547856e-02,4.640961136669299880e-02,-2.264180596448921001e+00
9.749949989997999111e+00,1.712236674264523861e+00,-2.312882479068886887e+00,9.862428939349647539e-02,4.540829879244353412e-02,-2.312882479068886887e+00
9.753950790158031126e+00,1.702886079988853663e+00,-2.361458194959563883e+00,9.880373940427024382e-02,4.427690340832525495e-02,-2.361458194959563883e+00
9.757951590318063140e+00,1.693341403972165260e+00,-2.409903166050062939e+00,9.897839902086531805e-02,4.301319372420533971e-02,-2.409903166050062939e+00
9.761952390478095154e+00,1.683603178665201483e+00,-2.458212694222016381e+00,9.914773437255453015e-02,4.161495072140193596e-02,-2.458212694222016381e+00
9.765953190638127168e+00,1.673671955540855683e+00,-2.506381959273739746e+00,9.931120286224501270e-02,4.007996716844465512e-02,-2.506381959273739746e+00
9.769953990798159182e+00,1.663548305620883960e+00,-2.554406016775235599e+00,9.946825297359637719e-02,3.840605444296212728e-02,-2.554406016775235599e+00
9.773954790958191197e+00,1.653232819944679521e+00,-2.602279796219365338e+00,9.961832458429982495e-02,3.659104263084038411e-02,-2.602279796219365338e+00
9.777955591118223211e+00,1.642726110108374771e+00,-2.649998099138804353e+00,9.976084884331000435e-02,3.463278788403605785e-02,-2.649998099138804353e+00
9.781956391278255225e+00,1.632028808749751203e+00,-2.697555597504663005e+00,9.989524845276601117e-02,3.252917400858202496e-02,-2.697555597504663005e+00
9.785957191438287239e+00,1.621141570099377649e+00,-2.744946832129754988e+00,1.000209376664881744e-01,3.027811965476634795e-02,-2.744946832129754988e+00
9.789957991598319254e+00,1.610065070480173777e+00,-2.792166211356648997e+00,1.001373225054396215e-01,2.787758216048255924e-02,-2.792166211356648997e+00
9.793958791758351268e+00,1.598800008864250000e+00,-2.839208009791506448e+00,1.002438009210864789e-01,2.532556377103148404e-02,-2.839208009791506448e+00
9.797959591918383282e+00,1.587347107391819501e+00,-2.886066367308632419e+00,1.003397629270927349e-01,2.262011843778553161e-02,-2.886066367308632419e+00
9.801960392078415296e+00,1.575707111921917258e+00,-2.932735288166938403e+00,1.004245909324982672e-01,1.975935665655989548e-02,-2.932735288166938403e+00
9.805961192238447310e+00,1.563880792575895518e+00,-2.979208640362540628e+00,1.004976598392677833e-01,1.674145491267645808e-02,-2.979208640362540628e+00
9.809961992398479325e+00,1.551868944276068474e+00,-3.025480155163733365e+00,1.005583374534074342e-01,1.356466045940405395e-02,-3.025480155163733365e+00
9.813962792558511339e+00,1.539672387304544587e+00,-3.071543426863470039e+00,1.006059847003617780e-01,1.022730086789504396e-02,-3.071543426863470039e+00
9.817963592718543353e+00,1.527291967841479137e+00,-3.117391912752899952e+00,1.006399559773969443e-01,6.727791546931601030e-03,-3.117391912752899952e+00
9.821964392878575367e+00,1.514728558517610901e+00,-3.163018933323436421e+00,1.006595995608816907e-01,3.064643523448539429e-03,-3.163018933323436421e+00
9.825965193038607381e+00,1.501983058961738449e+00,-3.208417672712164936e+00,1.006642579540429489e-01,-7.635267180494385332e-04,-3.208417672712164936e+00
9.829965993198639396e+00,1.489056396341519983e+00,-3.253581179387525335e+00,1.006532683524411914e-01,-4.757988846790253690e-03,-3.253581179387525335e+00
9.833966793358671410e+00,1.475949525906255166e+00,-3.298502367096357357e+00,1.006259631231266050e-01,-8.919889420856478429e-03,-3.298502367096357357e+00
9.837967593518703424e+00,1.462663431523896218e+00,-3.343174016074041965e+00,1.005816703077856283e-01,-1.325024212430566534e-02,-3.343174016074041965e+00
9.841968393678735438e+00,1.449199126212396660e+00,-3.387588774523885959e+00,1.005197141701207608e-01,-1.774991786909512967e-02,-3.387588774523885959e+00
9.845969193838767453e+00,1.435557652663407735e+00,-3.431739160369521979e+00,1.004394157855491854e-01,-2.241963485807289130e-02,-3.431739160369521979e+00
9.849969993998799467e+00,1.421740083759237550e+00,-3.475617563294850054e+00,1.003400936923760089e-01,-2.725994892834005326e-02,-3.475617563294850054e+00
9.853970794158831481e+00,1.407747523083982877e+00,-3.519216247083413407e+00,1.002210645469034794e-01,-3.227124276188371443e-02,-3.519216247083413407e+00
9.857971594318863495e+00,1.393581105420087951e+00,-3.562527352226588562e+00,1.000816438150622933e-01,-3.745371517101739323e-02,-3.562527352226588562e+00
9.861972394478895509e+00,1.379241997233787043e+00,-3.605542898842135635e+00,9.992114658163590846e-02,-4.280737208989872367e-02,-3.605542898842135635e+00
9.865973194638927524e+00,1.364731397156235815e+00,-3.648254789924099128e+00,9.973888830260750626e-02,-4.833201476203510816e-02,-3.648254789924099128e+00
9.869973994798959538e+00,1.350050536439456383e+00,-3.690654814822118102e+00,9.953418562904922662e-02,-5.402722945222393491e-02,-3.690654814822118102e+00
9.873974794958991552e+00,1.335200679404406676e+00,-3.732734653107642409e+00,9.930635736754823972e-02,-5.989237899469104787e-02,-3.732734653107642409e+00
9.877975595119023566e+00,1.320183123877727960e+00,-3.774485878717979137e+00,9.905472528661181386e-02,-6.592658946879093040e-02,-3.774485878717979137e+00
9.881976395279055581e+00,1.304999201595278491e+00,-3.815899964335009553e+00,9.877861516094742222e-02,-7.212874309034833509e-02,-3.815899964335009553e+00
9.885977195439087595e+00,1.289650278607603173e+00,-3.856968286238245724e+00,9.847735776620064607e-02,-7.849746738859970929e-02,-3.856968286238245724e+00
9.889977995599119609e+00,1.274137755651340242e+00,-3.897682129254590677e+00,9.815028983187971956e-02,-8.503112409611202072e-02,-3.897682129254590677e+00
9.893978795759151623e+00,1.258463068501019855e+00,-3.938032692170746696e+00,9.779675527275485947e-02,-9.172780402946173473e-02,-3.938032692170746696e+00
9.897979595919183637e+00,1.242627688312673673e+00,-3.978011093392786357e+00,9.741610611705565914e-02,-9.858531264177988751e-02,-3.978011093392786357e+00
9.901980396079215652e+00,1.226633121918837332e+00,-4.017608376788725622e+00,9.700770381312072421e-02,-1.056011673316024635e-01,-4.017608376788725622e+00
9.905981196239247666e+00,1.210480912129366260e+00,-4.056815518088344064e+00,9.657092031572446500e-02,-1.127725852079614899e-01,-4.056815518088344064e+00
9.909981996399279680e+00,1.194172637979805662e+00,-4.095623431160821504e+00,9.610513929898241436e-02,-1.200964775598302309e-01,-4.095623431160821504e+00
9.913982796559311694e+00,1.177709914970269445e+00,-4.134022975019224333e+00,9.560975748419053843e-02,-1.275694441798236878e-01,-4.134022975019224333e+00
9.917983596719343709e+00,1.161094395274057334e+00,-4.172004960658313166e+00,9.508418573389978978e-02,-1.351877629473585141e-01,-4.172004960658313166e+00
9.921984396879375723e+00,1.144327767904272486e+00,-4.209560158457072987e+00,9.452785056875735725e-02,-1.429473913272417962e-01,-4.209560158457072987e+00
9.925985197039407737e+00,1.127411758878764436e+00,-4.246679305671622551e+00,9.394019521331346823e-02,-1.508439524891882488e-01,-4.246679305671622551e+00
9.929985997199439751e+00,1.110348131315839426e+00,-4.283353114114787807e+00,9.332068119034078735e-02,-1.588727416873237097e-01,-4.283353114114787807e+00
9.933986797359471765e+00,1.093138685542825561e+00,-4.319572278271254007e+00,9.266878941085268662e-02,-1.670287124523192057e-01,-4.319572278271254007e+00
