t,S,I,R,dI_dt,dI_dt_noisy
5.845169033806761405e+01,4.038092908449089080e-01,4.226063127430616101e-02,9.226695133645707037e-02,-5.093334945519521761e-06,1.592074234613904005e-03
5.847169433886777767e+01,4.038091653372359868e-01,4.226052948846627244e-02,9.226628860299745938e-02,-5.083330485635513193e-06,1.728890398108002798e-03
5.849169833966793419e+01,4.038090401058110901e-01,4.226042790262987681e-02,9.226562711524097238e-02,-5.073343359526544943e-06,1.858203777250703309e-04
5.851170234046809782e+01,4.038089151498982510e-01,4.226032651644470034e-02,9.226496687092586302e-02,-5.063373560555131311e-06,2.348506686937234730e-03
5.853170634126825433e+01,4.038087904687636676e-01,4.226022532955882316e-02,9.226430786779377113e-02,-5.053421081964307518e-06,-1.092993069495796490e-03
5.855171034206841796e+01,4.038086660616753143e-01,4.226012434162062376e-02,9.226365010358975050e-02,-5.043485916888471726e-06,-7.704023603729474130e-04
5.857171434286857448e+01,4.038085419279032195e-01,4.226002355227882756e-02,9.226299357606221330e-02,-5.033568058326496827e-06,-8.900223150229843398e-04
5.859171834366873810e+01,4.038084180667194101e-01,4.225992296118245145e-02,9.226233828296299955e-02,-5.023667499143682005e-06,-1.177704872542269243e-03
5.861172234446889462e+01,4.038082944773977445e-01,4.225982256798087311e-02,9.226168422204730768e-02,-5.013784232110350333e-06,3.952092184583500326e-03
5.863172634526905824e+01,4.038081711592141909e-01,4.225972237232376860e-02,9.226103139107377782e-02,-5.003918249837664006e-06,-3.253574712856205885e-03
5.865173034606921476e+01,4.038080481114465492e-01,4.225962237386114012e-02,9.226037978780439464e-02,-4.994069544823160831e-06,5.629228241747873248e-04
5.867173434686937838e+01,4.038079253333745622e-01,4.225952257224332292e-02,9.225972941000457062e-02,-4.984238109458343641e-06,-1.855020602423104216e-03
5.869173834766953490e+01,4.038078028242800821e-01,4.225942296712096452e-02,9.225908025544309055e-02,-4.974423935975771233e-06,-2.367474171981874976e-03
5.871174234846969853e+01,4.038076805834467931e-01,4.225932355814504549e-02,9.225843232189213927e-02,-4.964627016520615707e-06,2.900540286854797574e-04
5.873174634926985505e+01,4.038075586101604331e-01,4.225922434496685864e-02,9.225778560712728782e-02,-4.954847343079538807e-06,-3.009574919764139954e-03
5.875175035007001867e+01,4.038074369037085165e-01,4.225912532723803683e-02,9.225714010892752115e-02,-4.945084907543575645e-06,-9.192888307074878625e-05
5.877175435087017519e+01,4.038073154633807227e-01,4.225902650461051818e-02,9.225649582507521040e-02,-4.935339701652840388e-06,4.627035978314607972e-03
5.879175835167033881e+01,4.038071942884686183e-01,4.225892787673658085e-02,9.225585275335608515e-02,-4.925611717040111193e-06,-1.357049035989323592e-04
5.881176235247049533e+01,4.038070733782656574e-01,4.225882944326880830e-02,9.225521089155933052e-02,-4.915900945217169249e-06,9.893746579949702549e-04
5.883176635327065895e+01,4.038069527320673480e-01,4.225873120386012399e-02,9.225457023747747620e-02,-4.906207377547910573e-06,-1.600226742277278654e-03
5.885177035407081547e+01,4.038068323491710854e-01,4.225863315816376364e-02,9.225393078890645193e-02,-4.896531005307109760e-06,1.035717542516261316e-03
5.887177435487097910e+01,4.038067122288762634e-01,4.225853530583329604e-02,9.225329254364561526e-02,-4.886871819600405870e-06,-2.874758629214219617e-03
5.889177835567113561e+01,4.038065923704842741e-01,4.225843764652259527e-02,9.225265549949766830e-02,-4.877229811449520711e-06,4.544713464462103898e-04
5.891178235647129924e+01,4.038064727732983972e-01,4.225834017988588237e-02,9.225201965426872708e-02,-4.867604971715714171e-06,-1.792287823692504658e-04
5.893178635727145576e+01,4.038063534366237994e-01,4.225824290557769064e-02,9.225138500576832157e-02,-4.857997291188905636e-06,4.368274261680901022e-03
5.895179035807161938e+01,4.038062343597678683e-01,4.225814582325287255e-02,9.225075155180935405e-02,-4.848406760451281355e-06,-1.107850011404500567e-04
5.897179435887177590e+01,4.038061155420396564e-01,4.225804893256660671e-02,9.225011929020812684e-02,-4.838833370046429980e-06,-6.634522324997074510e-04
5.899179835967193952e+01,4.038059969827503259e-01,4.225795223317440480e-02,9.224948821878431460e-02,-4.829277110340347845e-06,-1.059047628882079251e-03
5.901180236047209604e+01,4.038058786812129264e-01,4.225785572473208379e-02,9.224885833536100588e-02,-4.819737971602970975e-06,-2.331291124136127685e-03
5.903180636127225966e+01,4.038057606367426167e-01,4.225775940689579374e-02,9.224822963776470319e-02,-4.810215943950495524e-06,1.570272278864288159e-03
5.905181036207241618e+01,4.038056428486563321e-01,4.225766327932201777e-02,9.224760212382525359e-02,-4.800711017387878504e-06,2.918463466532497576e-03
5.907181436287257981e+01,4.038055253162730618e-01,4.225756734166754430e-02,9.224697579137593195e-02,-4.791223181812957754e-06,-6.992943763533944566e-04
5.909181836367273633e+01,4.038054080389136824e-01,4.225747159358949484e-02,9.224635063825338543e-02,-4.781752426974384892e-06,1.447297270479131230e-03
5.911182236447289995e+01,4.038052910159011799e-01,4.225737603474531701e-02,9.224572666229768902e-02,-4.772298742506970309e-06,-6.688069162620748727e-04
5.913182636527305647e+01,4.038051742465603167e-01,4.225728066479277761e-02,9.224510386135227613e-02,-4.762862117921708507e-06,8.323318444825807171e-04
5.915183036607322009e+01,4.038050577302178534e-01,4.225718548338996267e-02,9.224448223326398022e-02,-4.753442542598622367e-06,9.439483765918690265e-04
5.917183436687337661e+01,4.038049414662026604e-01,4.225709049019528429e-02,9.224386177588304869e-02,-4.744040005797388326e-06,-2.814791604369677649e-03
5.919183836767354023e+01,4.038048254538453841e-01,4.225699568486748769e-02,9.224324248706308738e-02,-4.734654496653866937e-06,-1.505610785874425322e-03
5.921184236847369675e+01,4.038047096924787249e-01,4.225690106706562338e-02,9.224262436466112991e-02,-4.725286004173380808e-06,1.888105301782913928e-03
5.923184636927386038e+01,4.038045941814372708e-01,4.225680663644908186e-02,9.224200740653758224e-02,-4.715934517248929203e-06,-3.763393739715752920e-03
5.925185037007401689e+01,4.038044789200576634e-01,4.225671239267757284e-02,9.224139161055625036e-02,-4.706600024636685073e-06,3.887996776123112889e-05
5.927185437087418052e+01,4.038043639076784319e-01,4.225661833541111828e-02,9.224077697458434033e-02,-4.697282514972691767e-06,-6.604913407497901758e-04
5.929185837167433704e+01,4.038042491436401038e-01,4.225652446431008014e-02,9.224016349649243052e-02,-4.687981976762237851e-06,-1.824699703506333422e-03
5.931186237247450066e+01,4.038041346272850940e-01,4.225643077903512568e-02,9.223955117415452709e-02,-4.678698398407612688e-06,1.205563283803775935e-04
5.933186637327465718e+01,4.038040203579578713e-01,4.225633727924726912e-02,9.223894000544798077e-02,-4.669431768158883653e-06,6.331543519710360057e-04
5.935187037407482080e+01,4.038039063350047919e-01,4.225624396460782306e-02,9.223832998825359786e-02,-4.660182074152276893e-06,1.092712870911485747e-03
5.937187437487497732e+01,4.038037925577742659e-01,4.225615083477844008e-02,9.223772112045551530e-02,-4.650949304401720552e-06,-5.219327542879319791e-03
5.939187837567514094e+01,4.038036790256164243e-01,4.225605788942109198e-02,9.223711339994129788e-02,-4.641733446806217342e-06,3.362769535266907014e-03
5.941188237647529746e+01,4.038035657378837295e-01,4.225596512819806971e-02,9.223650682460191041e-02,-4.632534489107777501e-06,-9.331463647785501799e-04
5.943188637727546109e+01,4.038034526939302538e-01,4.225587255077199039e-02,9.223590139233169005e-02,-4.623352418964494018e-06,2.093528319675507302e-03
5.945189037807561760e+01,4.038033398931121787e-01,4.225578015680579724e-02,9.223529710102837398e-02,-4.614187223880936856e-06,-2.263088602518345451e-04
5.947189437887578123e+01,4.038032273347876844e-01,4.225568794596275962e-02,9.223469394859309944e-02,-4.605038891254123121e-06,-1.143611394089229889e-03
5.949189837967593775e+01,4.038031150183168938e-01,4.225559591790645220e-02,9.223409193293038988e-02,-4.595907408331666860e-06,-1.139738804234005404e-04
5.951190238047610137e+01,4.038030029430617618e-01,4.225550407230079658e-02,9.223349105194816877e-02,-4.586792762278132235e-06,6.337506391929583968e-03
5.953190638127625789e+01,4.038028911083862971e-01,4.225541240881001970e-02,9.223289130355774579e-02,-4.577694940093935197e-06,3.135789665317934363e-03
5.955191038207642151e+01,4.038027795136565623e-01,4.225532092709868154e-02,9.223229268567381678e-02,-4.568613928663048385e-06,-6.798914567242945193e-04
5.957191438287657803e+01,4.038026681582403965e-01,4.225522962683166822e-02,9.223169519621450541e-02,-4.559549714764059986e-06,4.645880974771628884e-04
5.959191838367673455e+01,4.038025570415076926e-01,4.225513850767417812e-02,9.223109883310126600e-02,-4.550502285041550798e-06,2.250644317086433494e-03
5.961192238447689817e+01,4.038024461628302864e-01,4.225504756929174266e-02,9.223050359425902234e-02,-4.541471626003925829e-06,1.169378791497678377e-03
5.963192638527705469e+01,4.038023355215819565e-01,4.225495681135021248e-02,9.222990947761604275e-02,-4.532457724037942601e-06,1.777526379224297394e-04
5.965193038607721832e+01,4.038022251171385357e-01,4.225486623351576432e-02,9.222931648110398173e-02,-4.523460565426708907e-06,-3.663868047258649497e-04
5.967193438687737483e+01,4.038021149488776329e-01,4.225477583545489413e-02,9.222872460265792161e-02,-4.514480136308699973e-06,-2.140849000976980873e-03
5.969193838767753846e+01,4.038020050161790220e-01,4.225468561683441704e-02,9.222813384021633087e-02,-4.505516422690335199e-06,1.507479266618443189e-03
5.971194238847769498e+01,4.038018953184242532e-01,4.225459557732148125e-02,9.222754419172103646e-02,-4.496569410477636863e-06,2.208626598522257789e-03
5.973194638927785860e+01,4.038017858549969308e-01,4.225450571658356108e-02,9.222695565511729310e-02,-4.487639085429609431e-06,4.463031387194195225e-03
5.975195039007801512e+01,4.038016766252826018e-01,4.225441603428844312e-02,9.222636822835375559e-02,-4.478725433213317023e-06,-1.084790996379153636e-03
5.977195439087817874e+01,4.038015676286687561e-01,4.225432653010424006e-02,9.222578190938245102e-02,-4.469828439322134570e-06,1.305596607402955420e-03
5.979195839167833526e+01,4.038014588645448821e-01,4.225423720369939767e-02,9.222519669615879268e-02,-4.460948089163568192e-06,-5.943105703902928254e-05
5.981196239247849888e+01,4.038013503323024112e-01,4.225414805474266705e-02,9.222461258664159389e-02,-4.452084368002226164e-06,2.515481014189049208e-03
5.983196639327865540e+01,4.038012420313346618e-01,4.225405908290313928e-02,9.222402957879309582e-02,-4.443237260997765989e-06,-1.926452284607656825e-04
5.985197039407881903e+01,4.038011339610370620e-01,4.225397028785022463e-02,9.222344767057888415e-02,-4.434406753153503217e-06,-1.290344821623578327e-03
5.987197439487897554e+01,4.038010261208068163e-01,4.225388166925364564e-02,9.222286685996797240e-02,-4.425592829384716181e-06,-3.373466140323549967e-03
5.989197839567913917e+01,4.038009185100431830e-01,4.225379322678346483e-02,9.222228714493273249e-02,-4.416795474450124423e-06,1.432582671756295507e-03
5.991198239647929569e+01,4.038008111281474188e-01,4.225370496011006394e-02,9.222170852344896419e-02,-4.408014672995039934e-06,3.246635099067270765e-04
5.993198639727945931e+01,4.038007039745226678e-01,4.225361686890413693e-02,9.222113099349583953e-02,-4.399250409558306055e-06,2.249987534377863307e-03
5.995199039807961583e+01,4.038005970485740725e-01,4.225352895283671084e-02,9.222055455305594451e-02,-4.390502668526544139e-06,-1.097050481015843064e-03
5.997199439887977945e+01,4.038004903497087184e-01,4.225344121157913191e-02,9.221997920011522354e-02,-4.381771434165161738e-06,5.188056465180556319e-03
5.999199839967993597e+01,4.038003838773355780e-01,4.225335364480307943e-02,9.221940493266306271e-02,-4.373056690649794465e-06,-1.412007013617612525e-03
6.001200240048009960e+01,4.038002776308657893e-01,4.225326625218054494e-02,9.221883174869219268e-02,-4.364358421976750890e-06,1.029408846448087939e-03
6.003200640128025611e+01,4.038001716097121552e-01,4.225317903338384612e-02,9.221825964619877192e-02,-4.355676612067312797e-06,8.331861799896548822e-04
6.005201040208041974e+01,4.038000658132896992e-01,4.225309198808561983e-02,9.221768862318234505e-02,-4.347011244680131642e-06,2.210398353900932134e-03
6.007201440288057626e+01,4.037999602410152766e-01,4.225300511595884295e-02,9.221711867764582904e-02,-4.338362303480183813e-06,-3.270821477634079243e-04
6.009201840368073988e+01,4.037998548923077413e-01,4.225291841667679765e-02,9.221654980759555476e-02,-4.329729771982392117e-06,-1.830214804758621867e-03
6.011202240448089640e+01,4.037997497665877789e-01,4.225283188991309224e-02,9.221598201104123926e-02,-4.321113633594560188e-06,-1.972925405177019479e-03
6.013202640528106002e+01,4.037996448632782398e-01,4.225274553534166810e-02,9.221541528599599968e-02,-4.312513871590917952e-06,1.629972143036746007e-03
6.015203040608121654e+01,4.037995401818038621e-01,4.225265935263677886e-02,9.221484963047635319e-02,-4.303930469126649935e-06,2.106157978665477212e-04
6.017203440688138016e+01,4.037994357215912156e-01,4.225257334147301119e-02,9.221428504250217539e-02,-4.295363409219463829e-06,6.880825171863617874e-04
6.019203840768153668e+01,4.037993314820689239e-01,4.225248750152527100e-02,9.221372152009678358e-02,-4.286812674799246950e-06,-1.629716904158015839e-03
6.021204240848170031e+01,4.037992274626676648e-01,4.225240183246878334e-02,9.221315906128683959e-02,-4.278278248604850190e-06,2.781166291310648627e-04
6.023204640928185682e+01,4.037991236628199476e-01,4.225231633397910636e-02,9.221259766410244696e-02,-4.269760113320263811e-06,4.339083201440124761e-04
6.025205041008202045e+01,4.037990200819601694e-01,4.225223100573211044e-02,9.221203732657705376e-02,-4.261258251469016156e-06,1.229069774716164219e-03
6.027205441088217697e+01,4.037989167195249474e-01,4.225214584740399210e-02,9.221147804674754977e-02,-4.252772645440845017e-06,-2.927480771237465484e-03
6.029205841168234059e+01,4.037988135749525642e-01,4.225206085867128092e-02,9.221091982265418319e-02,-4.244303277539619376e-06,-1.538639102385977800e-03
6.031206241248249711e+01,4.037987106476834676e-01,4.225197603921081874e-02,9.221036265234061613e-02,-4.235850129905276845e-06,3.454170367720099492e-03
6.033206641328266073e+01,4.037986079371599368e-01,4.225189138869977351e-02,9.220980653385386916e-02,-4.227413184574755831e-06,-7.901300564805018066e-04
6.035207041408281725e+01,4.037985054428263609e-01,4.225180690681564627e-02,9.220925146524441840e-02,-4.218992423445566339e-06,-1.720709105351688807e-04
6.037207441488298088e+01,4.037984031641288496e-01,4.225172259323623641e-02,9.220869744456605677e-02,-4.210587828307015001e-06,-8.009793294024890667e-04
6.039207841568313739e+01,4.037983011005157330e-01,4.225163844763969723e-02,9.220814446987604662e-02,-4.202199380815485261e-06,-2.997643511972868102e-03
6.041208241648330102e+01,4.037981992514370622e-01,4.225155446970448730e-02,9.220759253923499488e-02,-4.193827062507881481e-06,-2.155634129157349334e-03
6.043208641728345754e+01,4.037980976163450531e-01,4.225147065910939137e-02,9.220704165070690850e-02,-4.185470854785582756e-06,7.372215415448595552e-04
6.045209041808362116e+01,4.037979961946937535e-01,4.225138701553352027e-02,9.220649180235919451e-02,-4.177130738932006981e-06,-1.348343655210227764e-03
6.047209441888377768e+01,4.037978949859391542e-01,4.225130353865630406e-02,9.220594299226266000e-02,-4.168806696113911900e-06,4.050101219114607062e-03
6.049209841968394130e+01,4.037977939895393553e-01,4.225122022815749889e-02,9.220539521849148434e-02,-4.160498707350820599e-06,-3.000526052109507569e-03
6.051210242048409782e+01,4.037976932049542333e-01,4.225113708371719401e-02,9.220484847912327475e-02,-4.152206753568797939e-06,-3.888858086324348956e-03
6.053210642128426144e+01,4.037975926316457187e-01,4.225105410501577702e-02,9.220430277223898297e-02,-4.143930815539518392e-06,-7.880787248601870635e-04
6.055211042208441796e+01,4.037974922690776847e-01,4.225097129173398247e-02,9.220375809592301630e-02,-4.135670873931006700e-06,-2.423236287918675499e-03
6.057211442288458159e+01,4.037973921167159475e-01,4.225088864355285717e-02,9.220321444826311275e-02,-4.127426909275762335e-06,2.757198577827287955e-03
6.059211842368473810e+01,4.037972921740283216e-01,4.225080616015378099e-02,9.220267182735045197e-02,-4.119198901990708817e-06,-8.565657907531306139e-04
6.061212242448490173e+01,4.037971924404845092e-01,4.225072384121843910e-02,9.220213023127957208e-02,-4.110986832364183288e-06,1.028598957110327984e-03
6.063212642528505825e+01,4.037970929155563216e-01,4.225064168642886364e-02,9.220158965814841123e-02,-4.102790680539022961e-06,-2.841204062512956135e-03
6.065213042608522187e+01,4.037969935987172909e-01,4.225055969546738510e-02,9.220105010605833540e-02,-4.094610426576749881e-06,1.317307061935497729e-03
6.067213442688537839e+01,4.037968944894430590e-01,4.225047786801667399e-02,9.220051157311406897e-02,-4.086446050381026263e-06,1.263079639183315069e-03
6.069213842768554201e+01,4.037967955872112658e-01,4.225039620375972693e-02,9.219997405742373642e-02,-4.078297531738420481e-06,2.462672747090222970e-03
6.071214242848569853e+01,4.037966968915014387e-01,4.225031470237984588e-02,9.219943755709884836e-02,-4.070164850311251345e-06,4.221134645904787747e-04
6.073214642928586215e+01,4.037965984017950483e-01,4.225023336356067971e-02,9.219890207025432938e-02,-4.062047985640190179e-06,1.015014591504934940e-03
6.075215043008601867e+01,4.037965001175755630e-01,4.225015218698617570e-02,9.219836759500847634e-02,-4.053946917141441897e-06,3.149023992927135187e-04
6.077215443088618230e+01,4.037964020383283392e-01,4.225007117234062803e-02,9.219783412948300005e-02,-4.045861624111515495e-06,1.829192891420693872e-03
6.079215843168633882e+01,4.037963041635408423e-01,4.224999031930863624e-02,9.219730167180298364e-02,-4.037792085705323164e-06,-8.455617259695937839e-04
6.081216243248650244e+01,4.037962064927023143e-01,4.224990962757513291e-02,9.219677022009692413e-02,-4.029738280972826325e-06,1.068387388368973118e-03
6.083216643328665896e+01,4.037961090253040508e-01,4.224982909682536980e-02,9.219623977249669089e-02,-4.021700188819570670e-06,-1.159769863110506841e-03
6.085217043408682258e+01,4.037960117608393462e-01,4.224974872674492482e-02,9.219571032713756720e-02,-4.013677788046151121e-06,1.391102528775174001e-03
6.087217443488697910e+01,4.037959146988033821e-01,4.224966851701970200e-02,9.219518188215820864e-02,-4.005671057322624656e-06,-5.765773254787510396e-04
6.089217843568714272e+01,4.037958178386932828e-01,4.224958846733591761e-02,9.219465443570067087e-02,-3.997679975184607187e-06,-1.322316352907394960e-03
6.091218243648729924e+01,4.037957211800082269e-01,4.224950857738012100e-02,9.219412798591043734e-02,-3.989704520041730332e-06,-1.380339812130245607e-03
6.093218643728746287e+01,4.037956247222492800e-01,4.224942884683918071e-02,9.219360253093632218e-02,-3.981744670209733800e-06,2.918537782593012223e-03
6.095219043808761938e+01,4.037955284649193954e-01,4.224934927540029833e-02,9.219307806893058121e-02,-3.973800403844112220e-06,-3.139870331898612227e-03
6.097219443888778301e+01,4.037954324075236356e-01,4.224926986275098079e-02,9.219255459804884256e-02,-3.965871698996927333e-06,-2.989564895274526499e-03
6.099219843968793953e+01,4.037953365495690061e-01,4.224919060857907499e-02,9.219203211645013440e-02,-3.957958533574090429e-06,1.249850043055295273e-03
6.101220244048810315e+01,4.037952408905642887e-01,4.224911151257274011e-02,9.219151062229687110e-02,-3.950060885378079908e-06,-2.016371143739777334e-03
6.103220644128825967e+01,4.037951454298571163e-01,4.224903257445499632e-02,9.219099011372902663e-02,-3.942178756792405828e-06,-9.568433938476524894e-04
6.105221044208842329e+01,4.037950501665312220e-01,4.224895379399814382e-02,9.219047058887315516e-02,-3.934312188142883790e-06,-1.011567544179824141e-03
6.107221444288857981e+01,4.037949551000465931e-01,4.224887517088897482e-02,9.218995204594208903e-02,-3.926461161085680399e-06,4.534714540155304618e-03
6.109221844368874343e+01,4.037948602298842005e-01,4.224879670481049981e-02,9.218943448315485012e-02,-3.918625654231438354e-06,-1.370524525799852143e-03
6.111222244448889995e+01,4.037947655555264026e-01,4.224871839544627056e-02,9.218891789873299991e-02,-3.910805646205762348e-06,-1.468608024774613720e-03
6.113222644528906358e+01,4.037946710764571123e-01,4.224864024248035921e-02,9.218840229090065341e-02,-3.903001115580480643e-06,-8.025491511566531155e-04
6.115223044608922010e+01,4.037945767921617413e-01,4.224856224559738610e-02,9.218788765788443751e-02,-3.895212040929373065e-06,4.399440344538755178e-04
6.117223444688938372e+01,4.037944827021271998e-01,4.224848440448248504e-02,9.218737399791356035e-02,-3.887438400797379665e-06,9.788388786092479601e-04
6.119223844768954024e+01,4.037943888058418973e-01,4.224840671882132415e-02,9.218686130921972810e-02,-3.879680173713394298e-06,-2.963922176663866606e-03
6.121224244848970386e+01,4.037942951027955751e-01,4.224832918830010581e-02,9.218634959003722817e-02,-3.871937338202407694e-06,8.731873040485057602e-04
6.123224644928986038e+01,4.037942015924796402e-01,4.224825181260557366e-02,9.218583883860285988e-02,-3.864209872747777219e-06,3.888527515033589257e-03
6.125225045009002400e+01,4.037941082743869425e-01,4.224817459142497095e-02,9.218532905315596215e-02,-3.856497755828957111e-06,-3.591885496830363698e-03
6.127225445089018052e+01,4.037940151480117201e-01,4.224809752444610988e-02,9.218482023193845520e-02,-3.848800965905885968e-06,1.135485758789216235e-03
6.129225845169034415e+01,4.037939222128498762e-01,4.224802061135730230e-02,9.218431237319472948e-02,-3.841119481405108962e-06,1.522942535293207982e-03
6.131226245249050066e+01,4.037938294683986462e-01,4.224794385184740819e-02,9.218380547517178447e-02,-3.833453280752303904e-06,2.937934694455783145e-04
6.133226645329066429e+01,4.037937369141567645e-01,4.224786724560580797e-02,9.218329953611913152e-02,-3.825802342361005540e-06,-4.069236112551109872e-04
6.135227045409082081e+01,4.037936445496245752e-01,4.224779079232242329e-02,9.218279455428882163e-02,-3.818166644582515409e-06,-4.725515651753477153e-03
6.137227445489098443e+01,4.037935523743037547e-01,4.224771449168769621e-02,9.218229052793544542e-02,-3.810546165810418939e-06,2.384798707957156046e-03
6.139227845569114095e+01,4.037934603876975892e-01,4.224763834339260310e-02,9.218178745531613316e-02,-3.802940884367177893e-06,-6.638034212020583937e-04
6.141228245649130457e+01,4.037933685893108082e-01,4.224756234712864766e-02,9.218128533469058250e-02,-3.795350778585879215e-06,-4.273725184973543997e-04
6.143228645729146109e+01,4.037932769786495291e-01,4.224748650258788180e-02,9.218078416432097522e-02,-3.787775826779660529e-06,2.439935583595301272e-03
6.145229045809162471e+01,4.037931855552215343e-01,4.224741080946286392e-02,9.218028394247210211e-02,-3.780216007228482875e-06,-4.695870933586142847e-03
6.147229445889178123e+01,4.037930943185359389e-01,4.224733526744668677e-02,9.217978466741125199e-02,-3.772671298198646342e-06,-1.513975613656796363e-04
6.149229845969193775e+01,4.037930032681034676e-01,4.224725987623299817e-02,9.217928633740825328e-02,-3.765141677950596330e-06,1.177123211676339406e-03
6.151230246049210137e+01,4.037929124034362327e-01,4.224718463551593861e-02,9.217878895073548795e-02,-3.757627124710734290e-06,1.425134013124141740e-03
6.153230646129225789e+01,4.037928217240478457e-01,4.224710954499021065e-02,9.217829250566789145e-02,-3.750127616691800725e-06,1.203652578966993639e-03
6.155231046209242152e+01,4.037927312294534721e-01,4.224703460435103725e-02,9.217779700048291114e-02,-3.742643132093525712e-06,4.064853858562055000e-03
6.157231446289257804e+01,4.037926409191697208e-01,4.224695981329416872e-02,9.217730243346054786e-02,-3.735173649083546946e-06,5.537809316897176993e-04
6.159231846369274166e+01,4.037925507927146440e-01,4.224688517151587580e-02,9.217680880288335599e-02,-3.727719145829285277e-06,2.024181249445316730e-03
6.161232246449289818e+01,4.037924608496079038e-01,4.224681067871299128e-02,9.217631610703641565e-02,-3.720279600461081845e-06,1.532629863178382916e-03
6.163232646529306180e+01,4.037923710893704943e-01,4.224673633458284755e-02,9.217582434420736048e-02,-3.712854991096701043e-06,-2.973007817399712753e-03
6.165233046609321832e+01,4.037922815115250197e-01,4.224666213882331822e-02,9.217533351268633601e-02,-3.705445295843932604e-06,-1.546175131842965475e-03
6.167233446689338194e+01,4.037921921155954719e-01,4.224658809113281122e-02,9.217484361076605515e-02,-3.698050492780208601e-06,4.157427986713216339e-03
6.169233846769353846e+01,4.037921029011074525e-01,4.224651419121026180e-02,9.217435463674177043e-02,-3.690670559968866477e-06,-5.516712664546351546e-04
6.171234246849370209e+01,4.037920138675878401e-01,4.224644043875513261e-02,9.217386658891127404e-02,-3.683305475459365888e-06,-1.400623799925568584e-04
6.173234646929385860e+01,4.037919250145652894e-01,4.224636683346742749e-02,9.217337946557488393e-02,-3.675955217274711959e-06,-2.640622642684919627e-03
6.175235047009402223e+01,4.037918363415697320e-01,4.224629337504767074e-02,9.217289326503548541e-02,-3.668619763430754077e-06,-6.922015727324888580e-04
6.177235447089417875e+01,4.037917478481325428e-01,4.224622006319692091e-02,9.217240798559846182e-02,-3.661299091903226152e-06,-2.632315729517410545e-03
6.179235847169434237e+01,4.037916595337868175e-01,4.224614689761676395e-02,9.217192362557179164e-02,-3.653993180658537954e-06,-1.223604901256938101e-03
6.181236247249449889e+01,4.037915713980669286e-01,4.224607387800932007e-02,9.217144018326595134e-02,-3.646702007668086581e-06,1.101750583145444558e-03
6.183236647329466251e+01,4.037914834405088582e-01,4.224600100407724379e-02,9.217095765699398480e-02,-3.639425550846890622e-06,-1.667606889094103758e-03
6.185237047409481903e+01,4.037913956606499766e-01,4.224592827552370311e-02,9.217047604507144776e-02,-3.632163788114739153e-06,-1.234774812708581320e-03
6.187237447489498265e+01,4.037913080580291525e-01,4.224585569205242114e-02,9.216999534581647724e-02,-3.624916697368219323e-06,2.670706715538253770e-03
6.189237847569513917e+01,4.037912206321868647e-01,4.224578325336763446e-02,9.216951555754970826e-02,-3.617684256482667920e-06,9.355902615455376475e-04
6.191238247649530280e+01,4.037911333826649796e-01,4.224571095917411395e-02,9.216903667859435711e-02,-3.610466443308268242e-06,1.026988659599394581e-03
6.193238647729545931e+01,4.037910463090067514e-01,4.224563880917717174e-02,9.216855870727613809e-02,-3.603263235702359318e-06,1.983935707508100322e-03
6.195239047809562294e+01,4.037909594107571554e-01,4.224556680308262646e-02,9.216808164192334674e-02,-3.596074611470021637e-06,-1.107408454592403047e-03
6.197239447889577946e+01,4.037908726874624432e-01,4.224549494059684496e-02,9.216760548086680438e-02,-3.588900548413950439e-06,-7.859603797570130978e-04
6.199239847969594308e+01,4.037907861386704766e-01,4.224542322142672834e-02,9.216713022243984421e-02,-3.581741024325998946e-06,-4.122246153038988149e-03
6.201240248049609960e+01,4.037906997639305606e-01,4.224535164527970510e-02,9.216665586497839457e-02,-3.574596016964626949e-06,1.461841478282107244e-03
6.203240648129626322e+01,4.037906135627934989e-01,4.224528021186371718e-02,9.216618240682088181e-02,-3.567465504061189188e-06,-4.193797769457376697e-04
6.205241048209641974e+01,4.037905275348115386e-01,4.224520892088725471e-02,9.216570984630828578e-02,-3.560349463369158127e-06,-1.369788562124067933e-05
6.207241448289658337e+01,4.037904416795384810e-01,4.224513777205934212e-02,9.216523818178413985e-02,-3.553247872573050969e-06,-2.185106493079278390e-03
6.209241848369673988e+01,4.037903559965295153e-01,4.224506676508952424e-02,9.216476741159448927e-02,-3.546160709377767922e-06,1.234649500074776283e-03
6.211242248449690351e+01,4.037902704853414404e-01,4.224499589968787328e-02,9.216429753408796055e-02,-3.539087951454382083e-06,1.248049656724486197e-03
6.213242648529706003e+01,4.037901851455324986e-01,4.224492517556500265e-02,9.216382854761569210e-02,-3.532029576433851070e-06,3.581423984866979448e-04
6.215243048609722365e+01,4.037900999766623200e-01,4.224485459243205315e-02,9.216336045053136194e-02,-3.524985561981393289e-06,-3.183071341258871412e-03
6.217243448689738017e+01,4.037900149782921444e-01,4.224478415000068598e-02,9.216289324119118775e-02,-3.517955885688067719e-06,-1.689832990794012208e-03
6.219243848769754379e+01,4.037899301499847105e-01,4.224471384798311052e-02,9.216242691795396846e-02,-3.510940525141897570e-06,-7.374993602214354382e-05
6.221244248849770031e+01,4.037898454913040891e-01,4.224464368609204962e-02,9.216196147918097326e-02,-3.503939457940013352e-06,-1.678952812263391796e-03
6.223244648929786393e+01,4.037897610018160166e-01,4.224457366404076736e-02,9.216149692323609421e-02,-3.496952661637261692e-06,7.674401467019570985e-04
