t,A,A_amb,dA_dt,dA_dt_noisy
2.761752350470093731e+01,6.638840234452125788e-01,1.133561817641066671e+00,-6.924865762526277724e-02,-1.246743782403627321e-01
2.762952590518103335e+01,6.630533920163403927e-01,1.133040965087624530e+00,-6.916225428939476449e-02,-7.548471042796919828e-02
2.764152830566112939e+01,6.622237969779581901e-01,1.132520225808589576e+00,-6.907595958025450344e-02,-1.537390234295368530e-01
2.765353070614122544e+01,6.613952370270296255e-01,1.131999599984629068e+00,-6.898977335554887236e-02,-1.542093683358266021e-01
2.766553310662132148e+01,6.605677108622726168e-01,1.131479087795977945e+00,-6.890369547320170096e-02,-4.675089030700661091e-02
2.767753550710141752e+01,6.597412171841597894e-01,1.130958689422440600e+00,-6.881772579135346513e-02,-7.291806076930598679e-02
2.768953790758151356e+01,6.589157546949182542e-01,1.130438405043388661e+00,-6.873186416836124524e-02,-6.449414410608321491e-02
2.770154030806160961e+01,6.580913220985297185e-01,1.129918234837763213e+00,-6.864611046279842088e-02,-3.904861162535930297e-02
2.771354270854170565e+01,6.572679181007301530e-01,1.129398178984073020e+00,-6.856046453345469860e-02,-5.106128014358170264e-02
2.772554510902180169e+01,6.564455414090103469e-01,1.128878237660395856e+00,-6.847492623933576494e-02,-1.127941438144427211e-01
2.773754750950189774e+01,6.556241907326153529e-01,1.128358411044377618e+00,-6.838949543966325872e-02,-6.471790630163097580e-02
2.774954990998199378e+01,6.548038647825450420e-01,1.127838699313232551e+00,-6.830417199387456284e-02,-7.165768239016205576e-02
2.776155231046208982e+01,6.539845622715535489e-01,1.127319102643743909e+00,-6.821895576162262387e-02,-9.421747620166927295e-02
2.777355471094218586e+01,6.531662819141496046e-01,1.126799621212262847e+00,-6.813384660277577165e-02,-7.436126859080442741e-02
2.778555711142228191e+01,6.523490224265965365e-01,1.126280255194708868e+00,-6.804884437741771930e-02,-8.631964558223208239e-02
2.779755951190237795e+01,6.515327825269121576e-01,1.125761004766570483e+00,-6.796394894584720237e-02,-1.004193908279576442e-01
2.780956191238247399e+01,6.507175609348686551e-01,1.125241870102904107e+00,-6.787916016857790946e-02,-8.459218859342879093e-02
2.782156431286257003e+01,6.499033563685108206e-01,1.124722851379217570e+00,-6.779447790599071877e-02,-5.604536427617872602e-02
2.783356671334266608e+01,6.490901675364098011e-01,1.124203948773373485e+00,-6.770990201755984483e-02,3.545136477521086682e-02
2.784556911382276212e+01,6.482779931629963910e-01,1.123685162459147735e+00,-6.762543236438195438e-02,-1.084745547643126418e-01
2.785757151430285816e+01,6.474668319760902291e-01,1.123166492609468881e+00,-6.754106880793117607e-02,-4.144520083648838699e-02
2.786957391478295420e+01,6.466566827050657107e-01,1.122647939396884897e+00,-6.745681120987598312e-02,-1.405232488936529189e-01
2.788157631526305025e+01,6.458475440808517654e-01,1.122129502993564953e+00,-6.737265943207883245e-02,1.212858169303181188e-02
2.789357871574314629e+01,6.450394148359324120e-01,1.121611183571298076e+00,-6.728861333659612309e-02,-8.395737975343478543e-02
2.790558111622324233e+01,6.442322937043463149e-01,1.121092981301494484e+00,-6.720467278567811287e-02,-6.026088986223923638e-02
2.791758351670333838e+01,6.434261794216867836e-01,1.120574896355184480e+00,-6.712083764176859924e-02,-3.249878519115914632e-03
2.792958591718343442e+01,6.426210707251022169e-01,1.120056928903018889e+00,-6.703710776750496092e-02,-1.765325062049771798e-02
2.794158831766353046e+01,6.418169663532955482e-01,1.119539079115269065e+00,-6.695348302571789423e-02,-1.415464520551964200e-01
2.795359071814362650e+01,6.410138650465245780e-01,1.119021347161827107e+00,-6.686996327943123264e-02,-3.911031978558636435e-02
2.796559311862372255e+01,6.402117655466017521e-01,1.118503733212205420e+00,-6.678654839186191905e-02,-7.815616224562232928e-02
2.797759551910381859e+01,6.394106665968946057e-01,1.117986237435536712e+00,-6.670323822641975597e-02,-3.574706079915268564e-02
2.798959791958391463e+01,6.386105669423252085e-01,1.117468860000574438e+00,-6.662003264670735003e-02,-5.900081326161610296e-02
2.800160032006401067e+01,6.378114653293703862e-01,1.116951601075692579e+00,-6.653693151651983440e-02,-2.973496785220112321e-02
2.801360272054410672e+01,6.370133605060619431e-01,1.116434460828885644e+00,-6.645393469984485491e-02,-5.185615277431990244e-02
2.802560512102420276e+01,6.362162512219863286e-01,1.115917439427768221e+00,-6.637104206086241742e-02,-7.336375864214846054e-02
2.803760752150429880e+01,6.354201362282847487e-01,1.115400537039576090e+00,-6.628825346394458251e-02,-7.439304020157487540e-03
2.804960992198439484e+01,6.346250142776532766e-01,1.114883753831165114e+00,-6.620556877365557646e-02,-1.434078977660876442e-01
2.806161232246449089e+01,6.338308841243426306e-01,1.114367089969011460e+00,-6.612298785475141660e-02,-8.777599177524106344e-02
2.807361472294458693e+01,6.330377445241586187e-01,1.113850545619212262e+00,-6.604051057217992515e-02,-1.138204611400454591e-01
2.808561712342468297e+01,6.322455942344613611e-01,1.113334120947484740e+00,-6.595813679108046557e-02,-7.315171391543796864e-02
2.809761952390477902e+01,6.314544320141661782e-01,1.112817816119167080e+00,-6.587586637678392865e-02,-8.737300289658220254e-02
2.810962192438487506e+01,6.306642566237430358e-01,1.112301631299217552e+00,-6.579369919481251050e-02,-7.319609896249831826e-02
2.812162432486497110e+01,6.298750668252165452e-01,1.111785566652215174e+00,-6.571163511087958764e-02,-9.023354502851860248e-02
2.813362672534506714e+01,6.290868613821661848e-01,1.111269622342359265e+00,-6.562967399088952269e-02,-8.910957435102694058e-02
2.814562912582516319e+01,6.282996390597263003e-01,1.110753798533469672e+00,-6.554781570093765053e-02,-1.477503961976530111e-01
2.815763152630525923e+01,6.275133986245858830e-01,1.110238095388987212e+00,-6.546606010731004233e-02,-6.734953508068011740e-02
2.816963392678535527e+01,6.267281388449889024e-01,1.109722513071972338e+00,-6.538440707648346395e-02,-4.996916160030138998e-02
2.818163632726545131e+01,6.259438584907339731e-01,1.109207051745106698e+00,-6.530285647512508451e-02,-9.512049746139586426e-02
2.819363872774554736e+01,6.251605563331743554e-01,1.108691711570692462e+00,-6.522140817009244862e-02,-9.806828625464436566e-02
2.820564112822564340e+01,6.243782311452182876e-01,1.108176492710651662e+00,-6.514006202843329596e-02,-9.736888549059004305e-02
2.821764352870573944e+01,6.235968817013287646e-01,1.107661395326527520e+00,-6.505881791738553355e-02,1.889322725837697114e-02
2.822964592918583548e+01,6.228165067775235375e-01,1.107146419579483343e+00,-6.497767570437695817e-02,-5.557678557682656229e-02
2.824164832966593153e+01,6.220371051513750027e-01,1.106631565630303182e+00,-6.489663525702513147e-02,-4.550965325464614852e-02
2.825365073014602757e+01,6.212586756020106460e-01,1.106116833639391395e+00,-6.481569644313739387e-02,-7.983598237173132606e-02
2.826565313062612361e+01,6.204812169101124875e-01,1.105602223766772862e+00,-6.473485913071054532e-02,-8.973211296873023768e-02
2.827765553110621966e+01,6.197047278579174145e-01,1.105087736172093216e+00,-6.465412318793083146e-02,-1.085831001772435689e-01
2.828965793158631570e+01,6.189292072292169600e-01,1.104573371014618388e+00,-6.457348848317379097e-02,1.253290104865167898e-02
2.830166033206641174e+01,6.181546538093576348e-01,1.104059128453234617e+00,-6.449295488500407514e-02,-1.495144660145884541e-01
2.831366273254650778e+01,6.173810663852407066e-01,1.103545008646449110e+00,-6.441252226217536458e-02,-4.941400820725723453e-02
2.832566513302660383e+01,6.166084437453220879e-01,1.103031011752389157e+00,-6.433219048363021664e-02,-6.553426891503863483e-02
2.833766753350669987e+01,6.158367846796125589e-01,1.102517137928802793e+00,-6.425195941849998205e-02,-7.703307421801931787e-02
2.834966993398679591e+01,6.150660879796776559e-01,1.102003387333058582e+00,-6.417182893610455519e-02,-1.424922053418449797e-01
2.836167233446689195e+01,6.142963524386376717e-01,1.101489760122145167e+00,-6.409179890595241569e-02,-1.258430704422331681e-01
2.837367473494698800e+01,6.135275768511678773e-01,1.100976256452672386e+00,-6.401186919774030926e-02,-1.492863307136414741e-02
2.838567713542708404e+01,6.127597600134979672e-01,1.100462876480869934e+00,-6.393203968135331705e-02,-9.861868896678932517e-02
2.839767953590718008e+01,6.119929007234127250e-01,1.099949620362588254e+00,-6.385231022686452262e-02,-1.989741874840560837e-02
2.840968193638727612e+01,6.112269977802515797e-01,1.099436488253298538e+00,-6.377268070453509519e-02,-3.028624593224344547e-02
2.842168433686737217e+01,6.104620499849088278e-01,1.098923480308092282e+00,-6.369315098481401205e-02,-3.472396667922937608e-02
2.843368673734746821e+01,6.096980561398334109e-01,1.098410596681681062e+00,-6.361372093833790597e-02,-2.553914650593695074e-02
2.844568913782756425e+01,6.089350150490291380e-01,1.097897837528397869e+00,-6.353439043593113456e-02,-1.240477195558714330e-01
2.845769153830766030e+01,6.081729255180545746e-01,1.097385203002195331e+00,-6.345515934860544716e-02,-8.715814509000263666e-02
2.846969393878775634e+01,6.074117863540230422e-01,1.096872693256647047e+00,-6.337602754755995715e-02,-2.944598805607486630e-02
2.848169633926785238e+01,6.066515963656027299e-01,1.096360308444946918e+00,-6.329699490418103092e-02,-1.264151089358814817e-01
2.849369873974794842e+01,6.058923543630165831e-01,1.095848048719909595e+00,-6.321806129004212127e-02,2.001195255987989197e-02
2.850570114022804447e+01,6.051340591580423034e-01,1.095335914233969810e+00,-6.313922657690361484e-02,-9.112114761563398779e-02
2.851770354070814051e+01,6.043767095640123488e-01,1.094823905139183262e+00,-6.306049063671281818e-02,-6.627605751516731092e-02
2.852970594118823655e+01,6.036203043958139336e-01,1.094312021587225736e+00,-6.298185334160372184e-02,-1.142381512355396811e-01
2.854170834166833259e+01,6.028648424698890285e-01,1.093800263729393984e+00,-6.290331456389694487e-02,-4.461287497677735026e-02
2.855371074214842864e+01,6.021103226042346934e-01,1.093288631716604842e+00,-6.282487417609960989e-02,-9.951522407672498682e-02
2.856571314262852468e+01,6.013567436184023007e-01,1.092777125699395668e+00,-6.274653205090514885e-02,-7.487164916774154133e-02
2.857771554310862072e+01,6.006041043334984231e-01,1.092265745827924794e+00,-6.266828806119330297e-02,-1.196044523680086513e-01
2.858971794358871676e+01,5.998524035721840564e-01,1.091754492251970410e+00,-6.259014208002988688e-02,-3.002305782349334873e-03
2.860172034406881281e+01,5.991016401586752860e-01,1.091243365120931674e+00,-6.251209398066677470e-02,-1.441434334906472603e-01
2.861372274454890885e+01,5.983518129187427315e-01,1.090732364583828051e+00,-6.243414363654167104e-02,-3.987818511637762631e-02
2.862572514502900489e+01,5.976029206797118798e-01,1.090221490789299530e+00,-6.235629092127806944e-02,-5.050278315044536004e-02
2.863772754550910093e+01,5.968549622704630853e-01,1.089710743885606403e+00,-6.227853570868509964e-02,-4.038857870228738933e-02
2.864972994598919698e+01,5.961079365214314585e-01,1.089200124020630156e+00,-6.220087787275746516e-02,-1.132334939223645504e-01
2.866173234646929302e+01,5.953618422646067554e-01,1.088689631341871911e+00,-6.212331728767521433e-02,-1.043627830364241699e-02
2.867373474694938906e+01,5.946166783335335992e-01,1.088179265996453760e+00,-6.204585382780374025e-02,-1.382649694516600858e-02
2.868573714742948511e+01,5.938724435633113696e-01,1.087669028131118321e+00,-6.196848736769358656e-02,-5.398941482968775546e-02
2.869773954790958115e+01,5.931291367905944245e-01,1.087158917892228516e+00,-6.189121778208038493e-02,-4.625813037214863976e-02
2.870974194838967719e+01,5.923867568535916561e-01,1.086648935425767792e+00,-6.181404494588470938e-02,-6.968200698895983536e-02
2.872174434886977323e+01,5.916453025920667130e-01,1.086139080877340124e+00,-6.173696873421192360e-02,-2.958444584488814644e-02
2.873374674934986928e+01,5.909047728473382222e-01,1.085629354392170454e+00,-6.165998902235215323e-02,-1.027199463517545208e-01
2.874574914982996532e+01,5.901651664622795668e-01,1.085119756115103140e+00,-6.158310568578011235e-02,-3.384029212894537619e-02
2.875775155031006136e+01,5.894264822813186644e-01,1.084610286190604178e+00,-6.150631860015499941e-02,-4.118999623803751287e-02
2.876975395079015740e+01,5.886887191504384109e-01,1.084100944762759644e+00,-6.142962764132036541e-02,-1.319310491863996959e-01
2.878175635127025345e+01,5.879518759171766806e-01,1.083591731975275696e+00,-6.135303268530409998e-02,-1.925555566478645009e-01
2.879375875175034949e+01,5.872159514305482775e-01,1.083082647971500112e+00,-6.127653360831043089e-02,-6.713803013143485043e-02
2.880576115223044553e+01,5.864809445310293912e-01,1.082573692897033091e+00,-6.120013028572144492e-02,-6.927813281327427353e-02
2.881776355271054157e+01,5.857468540645215382e-01,1.082064866896003785e+00,-6.112382259348875246e-02,-2.212781010258110803e-04
2.882976595319063762e+01,5.850136788858270043e-01,1.081556170110214765e+00,-6.104761040847984238e-02,-5.816777009312466135e-02
2.884176835367073366e+01,5.842814178511314127e-01,1.081047602681135311e+00,-6.097149360772886884e-02,-8.586137437686114371e-02
2.885377075415082970e+01,5.835500698180035029e-01,1.080539164749901193e+00,-6.089547206843649169e-02,-1.288853935619354296e-01
2.886577315463092575e+01,5.828196336453954629e-01,1.080030856457315336e+00,-6.081954566796973771e-02,-6.523272978327156191e-02
2.887777555511102179e+01,5.820901081936428190e-01,1.079522677943846487e+00,-6.074371428386192429e-02,-8.993560836285253990e-02
2.888977795559111783e+01,5.813614923244642130e-01,1.079014629349630550e+00,-6.066797779381254835e-02,-1.158039616137809813e-01
2.890178035607121387e+01,5.806337849009619578e-01,1.078506710814469916e+00,-6.059233607568718927e-02,-6.661317035854953661e-02
2.891378275655130992e+01,5.799069847876212602e-01,1.077998922477833466e+00,-6.051678900751735618e-02,-7.667427383308104971e-03
2.892578515703140596e+01,5.791810908503108868e-01,1.077491264478857014e+00,-6.044133646750044636e-02,-5.580320798124158155e-02
2.893778755751150200e+01,5.784561019562828310e-01,1.076983736956342641e+00,-6.036597833399957869e-02,-1.128191110289663290e-01
2.894978995799159804e+01,5.777320169741723133e-01,1.076476340048759139e+00,-6.029071448554351731e-02,-4.392706487112786606e-02
2.896179235847169409e+01,5.770088347739980028e-01,1.075969073894242456e+00,-6.021554480082656757e-02,-1.151189298067272354e-01
2.897379475895178658e+01,5.762865542271621289e-01,1.075461938630594361e+00,-6.014046915870852050e-02,-1.390243502924900232e-01
2.898579715943188262e+01,5.755651742064492593e-01,1.074954934395283335e+00,-6.006548743821434055e-02,-3.535276809161173872e-02
2.899779955991197866e+01,5.748446935860282991e-01,1.074448061325445014e+00,-5.999059951853436684e-02,-8.750814714631999225e-02
2.900980196039207470e+01,5.741251112414510471e-01,1.073941319557881524e+00,-5.991580527902401476e-02,-4.237258389266383707e-03
2.902180436087217075e+01,5.734064260496526400e-01,1.073434709229061257e+00,-5.984110459920367886e-02,-4.428997678669274046e-02
2.903380676135226679e+01,5.726886368889514412e-01,1.072928230475119316e+00,-5.976649735875866343e-02,-1.000875095742217447e-01
2.904580916183236283e+01,5.719717426390492632e-01,1.072421883431857736e+00,-5.969198343753914088e-02,-4.872671913507355124e-02
2.905781156231245888e+01,5.712557421810311453e-01,1.071915668234744823e+00,-5.961756271555992970e-02,5.158186991402483046e-03
2.906981396279255492e+01,5.705406343973654648e-01,1.071409585018915811e+00,-5.954323507300048751e-02,-6.897891405513098539e-02
2.908181636327265096e+01,5.698264181719038257e-01,1.070903633919172426e+00,-5.946900039020475842e-02,-1.125255364487092180e-01
2.909381876375274700e+01,5.691130923898812810e-01,1.070397815069982883e+00,-5.939485854768108281e-02,-9.246774518950789945e-02
2.910582116423284305e+01,5.684006559379159995e-01,1.069892128605482107e+00,-5.932080942610210711e-02,-9.997385934192927481e-02
2.911782356471293909e+01,5.676891077040095990e-01,1.069386574659471734e+00,-5.924685290630467283e-02,-1.182962486451157313e-01
2.912982596519303513e+01,5.669784465775470350e-01,1.068881153365419889e+00,-5.917298886928972629e-02,-1.237972232595995481e-01
2.914182836567313117e+01,5.662686714492963791e-01,1.068375864856461188e+00,-5.909921719622220765e-02,-3.798023470649326827e-02
2.915383076615322722e+01,5.655597812114092626e-01,1.067870709265397622e+00,-5.902553776843098149e-02,-3.552744767651903890e-03
2.916583316663332326e+01,5.648517747574203218e-01,1.067365686724696561e+00,-5.895195046740867029e-02,-7.704612791273016126e-02
2.917783556711341930e+01,5.641446509822476418e-01,1.066860797366493196e+00,-5.887845517481162666e-02,-1.954934156382696908e-02
2.918983796759351534e+01,5.634384087821928677e-01,1.066356041322588766e+00,-5.880505177245980153e-02,-1.339520628302610927e-02
2.920184036807361139e+01,5.627330470549404273e-01,1.065851418724450772e+00,-5.873174014233666779e-02,2.546630949014268980e-02
2.921384276855370743e+01,5.620285646995586415e-01,1.065346929703214096e+00,-5.865852016658908846e-02,-6.797592478631662993e-02
2.922584516903380347e+01,5.613249606164985028e-01,1.064842574389679886e+00,-5.858539172752723345e-02,-7.605621034377246792e-02
2.923784756951389951e+01,5.606222337075948969e-01,1.064338352914315777e+00,-5.851235470762451013e-02,-3.745004928166700831e-02
2.924984996999399556e+01,5.599203828760657142e-01,1.063834265407256341e+00,-5.843940898951743845e-02,-5.356056811986301125e-02
2.926185237047409160e+01,5.592194070265120720e-01,1.063330311998302413e+00,-5.836655445600554687e-02,-4.326470094147872453e-02
2.927385477095418764e+01,5.585193050649186475e-01,1.062826492816921986e+00,-5.829379099005132375e-02,6.534131810110206662e-03
2.928585717143428369e+01,5.578200758986532337e-01,1.062322807992248874e+00,-5.822111847478004393e-02,-7.968466650768024628e-02
2.929785957191437973e+01,5.571217184364669617e-01,1.061819257653084048e+00,-5.814853679347975479e-02,-4.732163191633866062e-02
2.930986197239447577e+01,5.564242315884944112e-01,1.061315841927895187e+00,-5.807604582960116529e-02,-1.071380115407964961e-01
2.932186437287457181e+01,5.557276142662531671e-01,1.060812560944816463e+00,-5.800364546675745164e-02,-6.597547847281602651e-02
2.933386677335466786e+01,5.550318653826444848e-01,1.060309414831648311e+00,-5.793133558872435446e-02,-9.159679581962025530e-02
2.934586917383476390e+01,5.543369838519525139e-01,1.059806403715858325e+00,-5.785911607943988733e-02,-9.573623874191612704e-02
2.935787157431485994e+01,5.536429685898451858e-01,1.059303527724580585e+00,-5.778698682300441314e-02,-6.877272224115002497e-02
2.936987397479495598e+01,5.529498185133733257e-01,1.058800786984615661e+00,-5.771494770368035265e-02,-8.004261040293367269e-02
2.938187637527505203e+01,5.522575325409713187e-01,1.058298181622430612e+00,-5.764299860589236491e-02,-3.906418317298479548e-02
2.939387877575514807e+01,5.515661095924566659e-01,1.057795711764159208e+00,-5.757113941422695863e-02,-1.737936295019041483e-02
2.940588117623524411e+01,5.508755485890304282e-01,1.057293377535602374e+00,-5.749937001343264492e-02,-1.321174924889318147e-01
2.941788357671534015e+01,5.501858484532765603e-01,1.056791179062226860e+00,-5.742769028841970130e-02,-7.259762300427852200e-03
2.942988597719543620e+01,5.494970081091629099e-01,1.056289116469166345e+00,-5.735610012426012316e-02,-1.686739528916612052e-01
2.944188837767553224e+01,5.488090264820399966e-01,1.055787189881221444e+00,-5.728459940618753354e-02,-4.491197680477377469e-02
2.945389077815562828e+01,5.481219024986421218e-01,1.055285399422859038e+00,-5.721318801959712069e-02,-2.169848915919215387e-02
2.946589317863572433e+01,5.474356350870865917e-01,1.054783745218212498e+00,-5.714186585004546459e-02,-8.967751711245949831e-02
2.947789557911582037e+01,5.467502231768742726e-01,1.054282227391082127e+00,-5.707063278325057859e-02,-6.852561619479620447e-02
2.948989797959591641e+01,5.460656656988891466e-01,1.053780846064934940e+00,-5.699948870509169430e-02,-9.608808816638009231e-02
2.950190038007601245e+01,5.453819615853985336e-01,1.053279601362904216e+00,-5.692843350160922689e-02,-1.219088586166966470e-02
2.951390278055610850e+01,5.446991097700530915e-01,1.052778493407789950e+00,-5.685746705900469183e-02,-2.154658466440539377e-01
2.952590518103620454e+01,5.440171091878868159e-01,1.052277522322059067e+00,-5.678658926364061471e-02,-1.053468860712897803e-01
2.953790758151630058e+01,5.433359587753169295e-01,1.051776688227844536e+00,-5.671580000204045485e-02,-1.535654313271952176e-01
2.954990998199639662e+01,5.426556574701439928e-01,1.051275991246946706e+00,-5.664509916088843883e-02,-4.722526887917500443e-02
2.956191238247649267e+01,5.419762042115519041e-01,1.050775431500831747e+00,-5.657448662702960207e-02,8.386441142123779446e-03
2.957391478295658871e+01,5.412975979401078996e-01,1.050275009110633206e+00,-5.650396228746961541e-02,3.074901282071586250e-03
2.958591718343668475e+01,5.406198375977623316e-01,1.049774724197150455e+00,-5.643352602937468099e-02,-2.302597464995095877e-02
2.959791958391678079e+01,5.399429221278491120e-01,1.049274576880850240e+00,-5.636317774007156695e-02,-4.395185853035364631e-02
2.960992198439687684e+01,5.392668504750852687e-01,1.048774567281865577e+00,-5.629291730704732294e-02,-9.459600229588663312e-02
2.962192438487697288e+01,5.385916215855712785e-01,1.048274695519995969e+00,-5.622274461794941891e-02,4.697901297250520192e-03
2.963392678535706892e+01,5.379172344067906231e-01,1.047774961714707631e+00,-5.615265956058547447e-02,-2.498695312972726290e-02
2.964592918583716497e+01,5.372436878876105659e-01,1.047275365985133710e+00,-5.608266202292332137e-02,-9.829794985645559646e-02
2.965793158631726101e+01,5.365709809782812645e-01,1.046775908450073622e+00,-5.601275189309076058e-02,-1.199909856282832532e-01
2.966993398679735705e+01,5.358991126304365471e-01,1.046276589227993714e+00,-5.594292905937567340e-02,-8.737672476538024813e-02
2.968193638727745309e+01,5.352280817970930249e-01,1.045777408437026379e+00,-5.587319341022571606e-02,-1.782543119597093662e-03
2.969393878775754914e+01,5.345578874326512020e-01,1.045278366194971165e+00,-5.580354483424843776e-02,6.739471757104799343e-03
2.970594118823764518e+01,5.338885284928944763e-01,1.044779462619294108e+00,-5.573398322021105161e-02,2.505579246245105002e-02
2.971794358871774122e+01,5.332200039349896947e-01,1.044280697827127735e+00,-5.566450845704049022e-02,-9.443563404368582326e-02
2.972994598919783726e+01,5.325523127174870419e-01,1.043782071935271505e+00,-5.559512043382314889e-02,-7.358794537781833400e-02
2.974194838967793331e+01,5.318854538003199295e-01,1.043283585060191365e+00,-5.552581903980494116e-02,1.360938728652232033e-02
2.975395079015802935e+01,5.312194261448052179e-01,1.042785237318019309e+00,-5.545660416439120860e-02,-4.445384641729323988e-02
2.976595319063812539e+01,5.305542287136428836e-01,1.042287028824554929e+00,-5.538747569714654040e-02,-1.717641587220501698e-02
2.977795559111822143e+01,5.298898604690454039e-01,1.041788959695767014e+00,-5.531843352760853344e-02,-1.213657983151733566e-01
2.978995799159831748e+01,5.292263203654375969e-01,1.041291030049724453e+00,-5.524947754456074889e-02,-7.371907791834564350e-02
2.980196039207841352e+01,5.285636073687216552e-01,1.040793240001396835e+00,-5.518060763795055307e-02,-5.597005675836729671e-02
2.981396279255850956e+01,5.279017204480357384e-01,1.040295589664918863e+00,-5.511182369806880144e-02,-7.280763222826842906e-02
2.982596519303860561e+01,5.272406585737531293e-01,1.039798079154132360e+00,-5.504312561535040782e-02,-7.572965909760187575e-02
2.983796759351870165e+01,5.265804207174816787e-01,1.039300708582587607e+00,-5.497451328037441382e-02,-1.365915153474746013e-01
2.984996999399879769e+01,5.259210058520643605e-01,1.038803478063541563e+00,-5.490598658386378755e-02,2.664922191859222383e-02
2.986197239447889373e+01,5.252624129515784945e-01,1.038306387709959200e+00,-5.483754541668535432e-02,-4.738828050286425508e-02
2.987397479495898978e+01,5.246046409913365238e-01,1.037809437634512832e+00,-5.476918966984982429e-02,-1.274344792255958370e-01
2.988597719543908582e+01,5.239476889478855703e-01,1.037312627949582344e+00,-5.470091923451157051e-02,-6.632391229312098457e-04
2.989797959591918186e+01,5.232915557990076572e-01,1.036815958767255408e+00,-5.463273400196869134e-02,-5.101103434462164743e-02
2.990998199639927790e+01,5.226362405237193753e-01,1.036319430199326819e+00,-5.456463386366280227e-02,-1.837353096232782063e-02
2.992198439687937395e+01,5.219817421022723281e-01,1.035823042357299384e+00,-5.449661871117904982e-02,-6.370472598458050417e-02
2.993398679735946999e+01,5.213280595161529085e-01,1.035326795352383034e+00,-5.442868843624601438e-02,-9.307695571536644952e-02
2.994598919783956603e+01,5.206751917480820779e-01,1.034830689295495487e+00,-5.436084293073560614e-02,-9.172834657624850951e-02
2.995799159831966207e+01,5.200231377820158096e-01,1.034334724297261587e+00,-5.429308208666300956e-02,-3.649151754838020345e-02
2.996999399879975812e+01,5.193718966031448669e-01,1.033838900468014410e+00,-5.422540579618662093e-02,-1.481582487045573354e-02
2.998199639927985416e+01,5.187214671978948033e-01,1.033343217917794155e+00,-5.415781395160797901e-02,-2.895163977148913076e-02
2.999399879975995020e+01,5.180718485539258511e-01,1.032847676756348587e+00,-5.409030644537159843e-02,-2.104997102452701302e-02
3.000600120024004624e+01,5.174230396601330328e-01,1.032352277093133042e+00,-5.402288317006501833e-02,6.972909742019160750e-03
3.001800360072014229e+01,5.167750395066462721e-01,1.031857019037310419e+00,-5.395554401841869130e-02,-3.867412657435721768e-02
3.003000600120023833e+01,5.161278470848303934e-01,1.031361902697750965e+00,-5.388828888330585848e-02,-2.682617275551212044e-03
3.004200840168033437e+01,5.154814613872847895e-01,1.030866928183032716e+00,-5.382111765774254264e-02,2.652688284908492899e-03
3.005401080216043042e+01,5.148358814078437540e-01,1.030372095601441274e+00,-5.375403023488738163e-02,-3.792285342349197008e-02
3.006601320264052646e+01,5.141911061415762596e-01,1.029877405060969808e+00,-5.368702650804169085e-02,-5.618725201276660725e-02
3.007801560312062250e+01,5.135471345847862912e-01,1.029382856669318613e+00,-5.362010637064926893e-02,-7.396468290808594359e-02
3.009001800360071854e+01,5.129039657350125125e-01,1.028888450533895771e+00,-5.355326971629640470e-02,-1.122298918809795931e-01
3.010202040408081459e+01,5.122615985910283776e-01,1.028394186761817153e+00,-5.348651643871173145e-02,-1.297951368456847498e-01
3.011402280456091063e+01,5.116200321528421302e-01,1.027900065459905976e+00,-5.341984643176621306e-02,1.386005060983089288e-02
3.012602520504100667e+01,5.109792654216968044e-01,1.027406086734692803e+00,-5.335325958947306074e-02,-5.230518807450642432e-02
3.013802760552110271e+01,5.103392974000703353e-01,1.026912250692415984e+00,-5.328675580598764283e-02,-7.894565737012940176e-02
3.015003000600119876e+01,5.097001270916752258e-01,1.026418557439021439e+00,-5.322033497560743620e-02,2.749472683714140886e-02
3.016203240648129480e+01,5.090617535014589912e-01,1.025925007080162432e+00,-5.315399699277192913e-02,-2.686403405793291732e-03
3.017403480696139084e+01,5.084241756356039366e-01,1.025431599721200016e+00,-5.308774175206259355e-02,-4.813513221901611489e-02
3.018603720744148688e+01,5.077873925015270462e-01,1.024938335467202366e+00,-5.302156914820273237e-02,-6.983767382214289832e-04
3.019803960792158293e+01,5.071514031078800944e-01,1.024445214422945671e+00,-5.295547907605752114e-02,-6.034757000287121337e-02
3.021004200840167897e+01,5.065162064645497564e-01,1.023952236692913464e+00,-5.288947143063382067e-02,-3.270837559811544393e-02
3.022204440888177501e+01,5.058818015826574976e-01,1.023459402381296846e+00,-5.282354610708021869e-02,4.053326903424216143e-02
3.023404680936187106e+01,5.052481874745593515e-01,1.022966711591994260e+00,-5.275770300068686330e-02,2.569645949238100191e-03
3.024604920984196710e+01,5.046153631538465856e-01,1.022474164428611720e+00,-5.269194200688550461e-02,-6.390880887023234203e-02
3.025805161032206314e+01,5.039833276353448133e-01,1.021981760994463473e+00,-5.262626302124926575e-02,-1.539948616055629438e-02
3.027005401080215918e+01,5.033520799351146602e-01,1.021489501392570221e+00,-5.256066593949271920e-02,9.151502455252764900e-03
3.028205641128225523e+01,5.027216190704516530e-01,1.020997385725660900e+00,-5.249515065747179660e-02,-5.565701259133740836e-02
3.029405881176235127e+01,5.020919440598858863e-01,1.020505414096171792e+00,-5.242971707118361524e-02,-7.049467086717114972e-02
3.030606121224244731e+01,5.014630539231822448e-01,1.020013586606246747e+00,-5.236436507676654750e-02,4.435721443074694403e-02
