t,I,M,dI_dt
2.427485497099420020e-01,2.038489661705490175e+00,8.995566727393298212e-01,4.687117845071533395e+00
2.428485697139427801e-01,2.038958424794442781e+00,8.998395168882173945e-01,4.686278730109432189e+00
2.429485897179435860e-01,2.039427103953152187e+00,9.001222814448422982e-01,4.685439372730684227e+00
2.430486097219443919e-01,2.039895699161410114e+00,9.004049664145971077e-01,4.684599772612818569e+00
2.431486297259451979e-01,2.040364210398730282e+00,9.006875718028968247e-01,4.683759929455488802e+00
2.432486497299459760e-01,2.040832637644348413e+00,9.009700976151789886e-01,4.682919842980517444e+00
2.433486697339467819e-01,2.041300980877222226e+00,9.012525438569038982e-01,4.682079512931958121e+00
2.434486897379475878e-01,2.041769240076031444e+00,9.015349105335543900e-01,4.681238939075749173e+00
2.435487097419483937e-01,2.042237415219177343e+00,9.018171976506356158e-01,4.680398121200024519e+00
2.436487297459491996e-01,2.042705506284783645e+00,9.020994052136755981e-01,4.679557059114856088e+00
2.437487497499499778e-01,2.043173513250695184e+00,9.023815332282248969e-01,4.678715752652298221e+00
2.438487697539507837e-01,2.043641436094479680e+00,9.026635816998568318e-01,4.677874201666272214e+00
2.439487897579515896e-01,2.044109274793426856e+00,9.029455506341668158e-01,4.677032406032575196e+00
2.440488097619523955e-01,2.044577029324547102e+00,9.032274400367733547e-01,4.676190365648880132e+00
2.441488297659532014e-01,2.045044699664574583e+00,9.035092499133171584e-01,4.675348080434575948e+00
2.442488497699539796e-01,2.045512285789963247e+00,9.037909802694616967e-01,4.674505550330900761e+00
2.443488697739547855e-01,2.045979787676890815e+00,9.040726311108931990e-01,4.673662775300648775e+00
2.444488897779555914e-01,2.046447205301255678e+00,9.043542024433202098e-01,4.672819755328454505e+00
2.445489097819563973e-01,2.046914538638679559e+00,9.046356942724739225e-01,4.671976490420375328e+00
2.446489297859572032e-01,2.047381787664504849e+00,9.049171066041081790e-01,4.671132980604193463e+00
2.447489497899579813e-01,2.047848952353796381e+00,9.051984394439992476e-01,4.670289225929185051e+00
2.448489697939587872e-01,2.048316032681340548e+00,9.054796927979462673e-01,4.669445226466129029e+00
2.449489897979595932e-01,2.048783028621646629e+00,9.057608666717706924e-01,4.668600982307191671e+00
2.450490098019603991e-01,2.049249940148945015e+00,9.060419610713167371e-01,4.667756493566006526e+00
2.451490298059612050e-01,2.049716767237187653e+00,9.063229760024511528e-01,4.666911760377656648e+00
2.452490498099619831e-01,2.050183509860049380e+00,9.066039114710631175e-01,4.666066782898390386e+00
2.453490698139627890e-01,2.050650167990927031e+00,9.068847674830646799e-01,4.665221561305870068e+00
2.454490898179635949e-01,2.051116741602938554e+00,9.071655440443903151e-01,4.664376095798923316e+00
2.455491098219644008e-01,2.051583230668923896e+00,9.074462411609970358e-01,4.663530386597658506e+00
2.456491298259652067e-01,2.052049635161445895e+00,9.077268588388645032e-01,4.662684433943260487e+00
2.457491498299659849e-01,2.052515955052788055e+00,9.080073970839949160e-01,4.661838238098097165e+00
2.458491698339667908e-01,2.052982190314957212e+00,9.082878559024132326e-01,4.660991799345568509e+00
2.459491898379675967e-01,2.053448340919680870e+00,9.085682353001668377e-01,4.660145117990222019e+00
2.460492098419684026e-01,2.053914406838408979e+00,9.088485352833256536e-01,4.659298194357477385e+00
2.461492298459691808e-01,2.054380388042313488e+00,9.091287558579822514e-01,4.658451028793759718e+00
2.462492498499699867e-01,2.054846284502288345e+00,9.094088970302518504e-01,4.657603621666384086e+00
2.463492698539707926e-01,2.055312096188949500e+00,9.096889588062722076e-01,4.656755973363555512e+00
2.464492898579715985e-01,2.055777823072634458e+00,9.099689411922037285e-01,4.655908084294368976e+00
2.465493098619724044e-01,2.056243465123402725e+00,9.102488441942292452e-01,4.655059954888667306e+00
2.466493298659731825e-01,2.056709022311035806e+00,9.105286678185541271e-01,4.654211585596979006e+00
2.467493498699739884e-01,2.057174494605037651e+00,9.108084120714068366e-01,4.653362976890624836e+00
2.468493698739747944e-01,2.057639881974633322e+00,9.110880769590377071e-01,4.652514129261540177e+00
2.469493898779756003e-01,2.058105184388770770e+00,9.113676624877202759e-01,4.651665043222337204e+00
2.470494098819764062e-01,2.058570401816118611e+00,9.116471686637501737e-01,4.650815719306198304e+00
2.471494298859771843e-01,2.059035534225068353e+00,9.119265954934459018e-01,4.649966158066822786e+00
2.472494498899779902e-01,2.059500581583733503e+00,9.122059429831486099e-01,4.649116360078444643e+00
2.473494698939787961e-01,2.059965543859949122e+00,9.124852111392216525e-01,4.648266325935734855e+00
2.474494898979796020e-01,2.060430421021271830e+00,9.127643999680514764e-01,4.647416056253810268e+00
2.475495099019804079e-01,2.060895213040599305e+00,9.130435094757042291e-01,4.646565551240984249e+00
2.476495299059811861e-01,2.061359919906120108e+00,9.133225396672790541e-01,4.645714809938841228e+00
2.477495499099819920e-01,2.061824541601509964e+00,9.136014905481200099e-01,4.644863831729564296e+00
2.478495699139827979e-01,2.062289078109873941e+00,9.138803621236114560e-01,4.644012616039825403e+00
2.479495899179836038e-01,2.062753529414062648e+00,9.141591543991591795e-01,4.643161162316884472e+00
2.480496099219844097e-01,2.063217895496669119e+00,9.144378673801905055e-01,4.642309470028660456e+00
2.481496299259851879e-01,2.063682176340031926e+00,9.147165010721546308e-01,4.641457538663518179e+00
2.482496499299859938e-01,2.064146371926233403e+00,9.149950554805220682e-01,4.640605367730410435e+00
2.483496699339867997e-01,2.064610482237098754e+00,9.152735306107852020e-01,4.639752956758815827e+00
2.484496899379876056e-01,2.065074507254198277e+00,9.155519264684578440e-01,4.638900305298552240e+00
2.485497099419884115e-01,2.065538446958846919e+00,9.158302430590753440e-01,4.638047412919874546e+00
2.486497299459891897e-01,2.066002301332102054e+00,9.161084803881947014e-01,4.637194279213385784e+00
2.487497499499899956e-01,2.066466070354766593e+00,9.163866384613948979e-01,4.636340903790072687e+00
2.488497699539908015e-01,2.066929754007386766e+00,9.166647172842758984e-01,4.635487286281119168e+00
2.489497899579916074e-01,2.067393352270253448e+00,9.169427168624596503e-01,4.634633426337959605e+00
2.490498099619923855e-01,2.067856865123400389e+00,9.172206372015894171e-01,4.633779323632314373e+00
2.491498299659931914e-01,2.068320292546606876e+00,9.174984783073306671e-01,4.632924977856056614e+00
2.492498499699939973e-01,2.068783634519395065e+00,9.177762401853697405e-01,4.632070388721114540e+00
2.493498699739948032e-01,2.069246891021032209e+00,9.180539228414149600e-01,4.631215555959515839e+00
2.494498899779956091e-01,2.069710062030529318e+00,9.183315262811961865e-01,4.630360479323414324e+00
2.495499099819963873e-01,2.070173147526640278e+00,9.186090505104649306e-01,4.629505158584947822e+00
2.496499299859971932e-01,2.070636147487864953e+00,9.188864955349942409e-01,4.628649593536220408e+00
2.497499499899979991e-01,2.071099061892445636e+00,9.191638613605788155e-01,4.627793783989337939e+00
2.498499699939988050e-01,2.071561890718370158e+00,9.194411479930347797e-01,4.626937729776123831e+00
2.499499899979996109e-01,2.072024633943369665e+00,9.197183554382002413e-01,4.626081430748456569e+00
2.500500100020003891e-01,2.072487291544918175e+00,9.199954837019344023e-01,4.625224886778003253e+00
2.501500300060012227e-01,2.072949863500236578e+00,9.202725327901186692e-01,4.624368097756121898e+00
2.502500500100020009e-01,2.073412349786287301e+00,9.205495027086553206e-01,4.623511063594030190e+00
2.503500700140027790e-01,2.073874750379777865e+00,9.208263934634688397e-01,4.622653784222565676e+00
2.504500900180036127e-01,2.074337065257160440e+00,9.211032050605052479e-01,4.621796259592274581e+00
2.505501100220043909e-01,2.074799294394629179e+00,9.213799375057317720e-01,4.620938489673420690e+00
2.506501300260052245e-01,2.075261437768125106e+00,9.216565908051377320e-01,4.620080474455674491e+00
2.507501500300060027e-01,2.075723495353331227e+00,9.219331649647335425e-01,4.619222213948424027e+00
2.508501700340067808e-01,2.076185467125675199e+00,9.222096599905516001e-01,4.618363708180552862e+00
2.509501900380076145e-01,2.076647353060329770e+00,9.224860758886459511e-01,4.617504957200333493e+00
2.510502100420083926e-01,2.077109153132209229e+00,9.227624126650918468e-01,4.616645961075640514e+00
2.511502300460092263e-01,2.077570867315975178e+00,9.230386703259865211e-01,4.615786719893568701e+00
2.512502500500100044e-01,2.078032495586030759e+00,9.233148488774485241e-01,4.614927233760708347e+00
2.513502700540107826e-01,2.078494037916523762e+00,9.235909483256182773e-01,4.614067502802976506e+00
2.514502900580116163e-01,2.078955494281347516e+00,9.238669686766577405e-01,4.613207527165483768e+00
2.515503100620123944e-01,2.079416864654136887e+00,9.241429099367500788e-01,4.612347307012720776e+00
2.516503300660132281e-01,2.079878149008273613e+00,9.244187721121008838e-01,4.611486842528309538e+00
2.517503500700140062e-01,2.080339347316880527e+00,9.246945552089363973e-01,4.610626133915127767e+00
2.518503700740147844e-01,2.080800459552827331e+00,9.249702592335050655e-01,4.609765181395042433e+00
2.519503900780156180e-01,2.081261485688725710e+00,9.252458841920770949e-01,4.608903985209256149e+00
2.520504100820163962e-01,2.081722425696932444e+00,9.255214300909434533e-01,4.608042545617809793e+00
2.521504300860172298e-01,2.082183279549548960e+00,9.257968969364177569e-01,4.607180862899857843e+00
2.522504500900180080e-01,2.082644047218418670e+00,9.260722847348342723e-01,4.606318937353623966e+00
2.523504700940187861e-01,2.083104728675130968e+00,9.263475934925494704e-01,4.605456769296178976e+00
2.524504900980196198e-01,2.083565323891019005e+00,9.266228232159414713e-01,4.604594359063538533e+00
2.525505101020203980e-01,2.084025832837158809e+00,9.268979739114094896e-01,4.603731707010663143e+00
2.526505301060212316e-01,2.084486255484372386e+00,9.271730455853748332e-01,4.602868813511209467e+00
2.527505501100220098e-01,2.084946591803223725e+00,9.274480382442800153e-01,4.602005678957805657e+00
2.528505701140227879e-01,2.085406841764022801e+00,9.277229518945895315e-01,4.601142303761669439e+00
2.529505901180236216e-01,2.085867005336822899e+00,9.279977865427893047e-01,4.600278688352856804e+00
2.530506101220243997e-01,2.086327082491420182e+00,9.282725421953866851e-01,4.599414833180146545e+00
2.531506301260252334e-01,2.086787073197356790e+00,9.285472188589111164e-01,4.598550738710898145e+00
2.532506501300260116e-01,2.087246977423918182e+00,9.288218165399128035e-01,4.597686405431007373e+00
2.533506701340267897e-01,2.087706795140133131e+00,9.290963352449644885e-01,4.596821833845154970e+00
2.534506901380276234e-01,2.088166526314775506e+00,9.293707749806600082e-01,4.595957024476433617e+00
2.535507101420284015e-01,2.088626170916363378e+00,9.296451357536148485e-01,4.595091977866392341e+00
2.536507301460291797e-01,2.089085728913157247e+00,9.299194175704660337e-01,4.594226694575196390e+00
2.537507501500300133e-01,2.089545200273164482e+00,9.301936204378725703e-01,4.593361175181209788e+00
2.538507701540307915e-01,2.090004584968268908e+00,9.304677443622594302e-01,4.592495419974635951e+00
2.539507901580316251e-01,2.090463882985862387e+00,9.307417893490644856e-01,4.591629428091454912e+00
2.540508101620324033e-01,2.090923094309472763e+00,9.310157554039285577e-01,4.590763198951322011e+00
2.541508301660331814e-01,2.091382218921806757e+00,9.312896425325486449e-01,4.589896732036002902e+00
2.542508501700340151e-01,2.091841256805335725e+00,9.315634507406421738e-01,4.589030026845906107e+00
2.543508701740347933e-01,2.092300207942297430e+00,9.318371800339469990e-01,4.588163082899932022e+00
2.544508901780356269e-01,2.092759072314693825e+00,9.321108304182219584e-01,4.587295899735615023e+00
2.545509101820364051e-01,2.093217849904294159e+00,9.323844018992462068e-01,4.586428476908910312e+00
2.546509301860371832e-01,2.093676540692631871e+00,9.326578944828195494e-01,4.585560813994238316e+00
2.547509501900380169e-01,2.094135144661006809e+00,9.329313081747627745e-01,4.584692910584475811e+00
2.548509701940387950e-01,2.094593661790483896e+00,9.332046429809166543e-01,4.583824766290867103e+00
2.549509901980396287e-01,2.095052092061893578e+00,9.334778989071433886e-01,4.582956380743086200e+00
2.550510102020404068e-01,2.095510435455832710e+00,9.337510759593249388e-01,4.582087753588908186e+00
2.551510302060411850e-01,2.095968691952662333e+00,9.340241741433644718e-01,4.581218884494724364e+00
2.552510502100420187e-01,2.096426861532510788e+00,9.342971934651858046e-01,4.580349773144858361e+00
2.553510702140427968e-01,2.096884944175270160e+00,9.345701339307328492e-01,4.579480419242036859e+00
2.554510902180436305e-01,2.097342939860599831e+00,9.348429955459707230e-01,4.578610822507140909e+00
2.555511102220444086e-01,2.097800848567922927e+00,9.351157783168847493e-01,4.577740982679161519e+00
2.556511302260451868e-01,2.098258670276429871e+00,9.353884822494811235e-01,4.576870899515199653e+00
2.557511502300460204e-01,2.098716404965076165e+00,9.356611073497866915e-01,4.576000572790448473e+00
2.558511702340467986e-01,2.099174052612581498e+00,9.359336536238486159e-01,4.575130002298184451e+00
2.559511902380476323e-01,2.099631613197433300e+00,9.362061210777350428e-01,4.574259187849607500e+00
2.560512102420484104e-01,2.100089086697883189e+00,9.364785097175343243e-01,4.573388129273956437e+00
2.561512302460491886e-01,2.100546473091948307e+00,9.367508195493559064e-01,4.572516826418402403e+00
2.562512502500500222e-01,2.101003772357413091e+00,9.370230505793297748e-01,4.571645279147924512e+00
2.563512702540508004e-01,2.101460984471824389e+00,9.372952028136060099e-01,4.570773487345558550e+00
2.564512902580516340e-01,2.101918109412498126e+00,9.375672762583561193e-01,4.569901450911979524e+00
2.565513102620524122e-01,2.102375147156513080e+00,9.378392709197713728e-01,4.569029169765750353e+00
2.566513302660531903e-01,2.102832097680714885e+00,9.381111868040642454e-01,4.568156643843215292e+00
2.567513502700540240e-01,2.103288960961715137e+00,9.383830239174680843e-01,4.567283873098419988e+00
2.568513702740548021e-01,2.103745736975889180e+00,9.386547822662358875e-01,4.566410857503129250e+00
2.569513902780556358e-01,2.104202425699380541e+00,9.389264618566423026e-01,4.565537597046720464e+00
2.570514102820564140e-01,2.104659027108096048e+00,9.391980626949818500e-01,4.564664091736192475e+00
2.571514302860571921e-01,2.105115541177708938e+00,9.394695847875701444e-01,4.563790341596289935e+00
2.572514502900580258e-01,2.105571967883658413e+00,9.397410281407433397e-01,4.562916346669103618e+00
2.573514702940588039e-01,2.106028307201148753e+00,9.400123927608577956e-01,4.562042107014327996e+00
2.574514902980596376e-01,2.106484559105150201e+00,9.402836786542911884e-01,4.561167622709216829e+00
2.575515103020604157e-01,2.106940723570397633e+00,9.405548858274411783e-01,4.560292893848396645e+00
2.576515303060611939e-01,2.107396800571392337e+00,9.408260142867264086e-01,4.559417920543955560e+00
2.577515503100620275e-01,2.107852790082402006e+00,9.410970640385861730e-01,4.558542702925256762e+00
2.578515703140628057e-01,2.108308692077457636e+00,9.413680350894800819e-01,4.557667241139240488e+00
2.579515903180636394e-01,2.108764506530358407e+00,9.416389274458888403e-01,4.556791535349926647e+00
2.580516103220644175e-01,2.109220233414666357e+00,9.419097411143130261e-01,4.555915585738761209e+00
2.581516303260651957e-01,2.109675872703710819e+00,9.421804761012746443e-01,4.555039392504394158e+00
2.582516503300660293e-01,2.110131424370587094e+00,9.424511324133161283e-01,4.554162955862715023e+00
2.583516703340668075e-01,2.110586888388154669e+00,9.427217100569998953e-01,4.553286276046701886e+00
2.584516903380676411e-01,2.111042264729039886e+00,9.429922090389100120e-01,4.552409353306599016e+00
2.585517103420684193e-01,2.111497553365633273e+00,9.432626293656501959e-01,4.551532187909712590e+00
2.586517303460691974e-01,2.111952754270091770e+00,9.435329710438453699e-01,4.550654780140366285e+00
2.587517503500700311e-01,2.112407867414338281e+00,9.438032340801412179e-01,4.549777130300087791e+00
2.588517703540708093e-01,2.112862892770060341e+00,9.440734184812032970e-01,4.548899238707218018e+00
2.589517903580715874e-01,2.113317830308711898e+00,9.443435242537184804e-01,4.548021105697195310e+00
2.590518103620724211e-01,2.113772680001511972e+00,9.446135514043940695e-01,4.547142731622351164e+00
2.591518303660731992e-01,2.114227441819445108e+00,9.448834999399577939e-01,4.546264116851936876e+00
2.592518503700740329e-01,2.114682115733262258e+00,9.451533698671584771e-01,4.545385261772070251e+00
2.593518703740748110e-01,2.115136701713478118e+00,9.454231611927648160e-01,4.544506166785780010e+00
2.594518903780755892e-01,2.115591199730375127e+00,9.456928739235668235e-01,4.543626832312757102e+00
2.595519103820764228e-01,2.116045609753999912e+00,9.459625080663750518e-01,4.542747258789612275e+00
2.596519303860772010e-01,2.116499931754164621e+00,9.462320636280200370e-01,4.541867446669591857e+00
2.597519503900780347e-01,2.116954165700448698e+00,9.465015406153537425e-01,4.540987396422586642e+00
2.598519703940788128e-01,2.117408311562194445e+00,9.467709390352482268e-01,4.540107108535362812e+00
2.599519903980795910e-01,2.117862369308511461e+00,9.470402588945964206e-01,4.539226583511180024e+00
2.600520104020804246e-01,2.118316338908275753e+00,9.473095002003120157e-01,4.538345821869871344e+00
2.601520304060812028e-01,2.118770220330126186e+00,9.475786629593286881e-01,4.537464824147914300e+00
2.602520504100820364e-01,2.119224013542599039e+00,9.478477471785936581e-01,4.536583590888971784e+00
2.603520704140828146e-01,2.119677718525745380e+00,9.481167528643310582e-01,4.535702121802422937e+00
2.604520904180835927e-01,2.120131335265704742e+00,9.483856800223346983e-01,4.534820416152482991e+00
2.605521104220844264e-01,2.120584863744964021e+00,9.486545286586181014e-01,4.533938473467458152e+00
2.606521304260852046e-01,2.121038303945796955e+00,9.489232987792136642e-01,4.533056293292156980e+00
2.607521504300860382e-01,2.121491655850262337e+00,9.491919903901742117e-01,4.532173875188370005e+00
2.608521704340868164e-01,2.121944919440206689e+00,9.494606034975713316e-01,4.531291218734221360e+00
2.609521904380875945e-01,2.122398094697261595e+00,9.497291381074972616e-01,4.530408323524728331e+00
2.610522104420884282e-01,2.122851181602846804e+00,9.499975942260632245e-01,4.529525189171188515e+00
2.611522304460892063e-01,2.123304180138166686e+00,9.502659718594002047e-01,4.528641815301766016e+00
2.612522504500900400e-01,2.123757090284213778e+00,9.505342710136590600e-01,4.527758201560834195e+00
2.613522704540908181e-01,2.124209912021764790e+00,9.508024916950098548e-01,4.526874347609481930e+00
2.614522904580915963e-01,2.124662645331385491e+00,9.510706339096427486e-01,4.525990253125122820e+00
2.615523104620924300e-01,2.125115290193426265e+00,9.513386976637675518e-01,4.525105917801619526e+00
2.616523304660932081e-01,2.125567846588023890e+00,9.516066829636131708e-01,4.524221341349292658e+00
2.617523504700940418e-01,2.126020314495103314e+00,9.518745898154289398e-01,4.523336523494636552e+00
2.618523704740948199e-01,2.126472693894373212e+00,9.521424182254829560e-01,4.522451463980710074e+00
2.619523904780955981e-01,2.126924984765330429e+00,9.524101682000637448e-01,4.521566162566719171e+00
2.620524104820964317e-01,2.127377187087259092e+00,9.526778397454792602e-01,4.520680619028105696e+00
2.621524304860972099e-01,2.127829300839227056e+00,9.529454328680567743e-01,4.519794833156662861e+00
2.622524504900980435e-01,2.128281326000091234e+00,9.532129475741437652e-01,4.518908804760268794e+00
2.623524704940988217e-01,2.128733262548492711e+00,9.534803838701065848e-01,4.518022533663073048e+00
2.624524904980995998e-01,2.129185110462860742e+00,9.537477417623320131e-01,4.517136019705265682e+00
2.625525105021004335e-01,2.129636869721410974e+00,9.540150212572262589e-01,4.516249262743201598e+00
2.626525305061012117e-01,2.130088540302143674e+00,9.542822223612147381e-01,4.515362262649302849e+00
2.627525505101020453e-01,2.130540122182847274e+00,9.545493450807430724e-01,4.514475019312005344e+00
2.628525705141028235e-01,2.130991615341095713e+00,9.548163894222762016e-01,4.513587532635821020e+00
2.629525905181036016e-01,2.131443019754250212e+00,9.550833553922989383e-01,4.512699802541106919e+00
2.630526105221044353e-01,2.131894335399457496e+00,9.553502429973155241e-01,4.511811828964376048e+00
2.631526305261052134e-01,2.132345562253651128e+00,9.556170522438499626e-01,4.510923611857862170e+00
2.632526505301060471e-01,2.132796700293551506e+00,9.558837831384460193e-01,4.510035151189768499e+00
2.633526705341068253e-01,2.133247749495664092e+00,9.561504356876667776e-01,4.509146446944214404e+00
2.634526905381076034e-01,2.133698709836282070e+00,9.564170098980951940e-01,4.508257499121040013e+00
2.635527105421084371e-01,2.134149581291485021e+00,9.566835057763340977e-01,4.507368307735912794e+00
2.636527305461092152e-01,2.134600363837137582e+00,9.569499233290053031e-01,4.506478872820309789e+00
2.637527505501100489e-01,2.135051057448893008e+00,9.572162625627510524e-01,4.505589194421339982e+00
2.638527705541108270e-01,2.135501662102188281e+00,9.574825234842326838e-01,4.504699272601948579e+00
2.639527905581116052e-01,2.135952177772249438e+00,9.577487061001312973e-01,4.503809107440579496e+00
2.640528105621124388e-01,2.136402604434087582e+00,9.580148104171479773e-01,4.502918699031486227e+00
2.641528305661132170e-01,2.136852942062499761e+00,9.582808364420027925e-01,4.502028047484420981e+00
2.642528505701140507e-01,2.137303190632070748e+00,9.585467841814362400e-01,4.501137152924705731e+00
2.643528705741148288e-01,2.137753350117170381e+00,9.588126536422078017e-01,4.500246015493303275e+00
2.644528905781156070e-01,2.138203420491955775e+00,9.590784448310969434e-01,4.499354635346639597e+00
2.645529105821164406e-01,2.138653401730370884e+00,9.593441577549028931e-01,4.498463012656506166e+00
2.646529305861172188e-01,2.139103293806144723e+00,9.596097924204440854e-01,4.497571147610353037e+00
2.647529505901179969e-01,2.139553096692793588e+00,9.598753488345589391e-01,4.496679040410915817e+00
2.648529705941188306e-01,2.140002810363620167e+00,9.601408270041057458e-01,4.495786691276402181e+00
2.649529905981196087e-01,2.140452434791713543e+00,9.604062269359615600e-01,4.494894100440234297e+00
2.650530106021204424e-01,2.140901969949949191e+00,9.606715486370243084e-01,4.494001268151333051e+00
2.651530306061212205e-01,2.141351415810988534e+00,9.609367921142103475e-01,4.493108194673816058e+00
2.652530506101219987e-01,2.141800772347280279e+00,9.612019573744565726e-01,4.492214880287104251e+00
2.653530706141228324e-01,2.142250039531059080e+00,9.614670444247191972e-01,4.491321325285850818e+00
2.654530906181236105e-01,2.142699217334345541e+00,9.617320532719739745e-01,4.490427529979852395e+00
2.655531106221244442e-01,2.143148305728947545e+00,9.619969839232167530e-01,4.489533494694244453e+00
2.656531306261252223e-01,2.143597304686458482e+00,9.622618363854621437e-01,4.488639219769119393e+00
2.657531506301260005e-01,2.144046214178259468e+00,9.625266106657452969e-01,4.487744705559713054e+00
2.658531706341268341e-01,2.144495034175517123e+00,9.627913067711209028e-01,4.486849952436493538e+00
2.659531906381276123e-01,2.144943764649183571e+00,9.630559247086625252e-01,4.485954960784832579e+00
2.660532106421284460e-01,2.145392405569999550e+00,9.633204644854644894e-01,4.485059731005165418e+00
2.661532306461292241e-01,2.145840956908490416e+00,9.635849261086396611e-01,4.484164263512901982e+00
2.662532506501300023e-01,2.146289418634968804e+00,9.638493095853214454e-01,4.483268558738435772e+00
2.663532706541308359e-01,2.146737790719533745e+00,9.641136149226624541e-01,4.482372617127081682e+00
2.664532906581316141e-01,2.147186073132070216e+00,9.643778421278350610e-01,4.481476439139067125e+00
2.665533106621324477e-01,2.147634265842249590e+00,9.646419912080312908e-01,4.480580025249443210e+00
2.666533306661332259e-01,2.148082368819530075e+00,9.649060621704624863e-01,4.479683375948155799e+00
2.667533506701340040e-01,2.148530382033156716e+00,9.651700550223603070e-01,4.478786491739867870e+00
2.668533706741348377e-01,2.148978305452162285e+00,9.654339697709753976e-01,4.477889373143941754e+00
2.669533906781356158e-01,2.149426139054615437e+00,9.656978064229865266e-01,4.476992020042258602e+00
2.670534106821364495e-01,2.149873882827074922e+00,9.659615649844863761e-01,4.476094431713804056e+00
2.671534306861372277e-01,2.150321536751791829e+00,9.662252454618263098e-01,4.475196607740450361e+00
2.672534506901380058e-01,2.150769100810824064e+00,9.664888478613763434e-01,4.474298547719035568e+00
2.673534706941388395e-01,2.151216574986037244e+00,9.667523721895255884e-01,4.473400251261123728e+00
2.674534906981396176e-01,2.151663959259101588e+00,9.670158184526811418e-01,4.472501717993280224e+00
2.675535107021404513e-01,2.152111253611495023e+00,9.672791866572694186e-01,4.471602947556831964e+00
2.676535307061412294e-01,2.152558458024501853e+00,9.675424768097348194e-01,4.470703939607938437e+00
2.677535507101420076e-01,2.153005572479213203e+00,9.678056889165410626e-01,4.469804693817502894e+00
2.678535707141428412e-01,2.153452596956526577e+00,9.680688229841704073e-01,4.468905209871181228e+00
2.679535907181436194e-01,2.153899531437144965e+00,9.683318790191234315e-01,4.468005487469310921e+00
2.680536107221444531e-01,2.154346375901579957e+00,9.685948570279200309e-01,4.467105526327008747e+00
2.681536307261452312e-01,2.154793130330148188e+00,9.688577570170978648e-01,4.466205326173895429e+00
2.682536507301460094e-01,2.155239794702973111e+00,9.691205789932140213e-01,4.465304886754388747e+00
2.683536707341468430e-01,2.155686368999985891e+00,9.693833229628443515e-01,4.464404207827312732e+00
2.684536907381476212e-01,2.156132853200921851e+00,9.696459889325825809e-01,4.463503289166341759e+00
2.685537107421484548e-01,2.156579247285325796e+00,9.699085769090419751e-01,4.462602130559325531e+00
2.686537307461492330e-01,2.157025551232546690e+00,9.701710868988537850e-01,4.461700731808981857e+00
2.687537507501500111e-01,2.157471765021741206e+00,9.704335189086684688e-01,4.460799092732301574e+00
2.688537707541508448e-01,2.157917888631872838e+00,9.706958729451550250e-01,4.459897213160761709e+00
2.689537907581516230e-01,2.158363922041710570e+00,9.709581490150007710e-01,4.458995092940334359e+00
2.690538107621524566e-01,2.158809865229830649e+00,9.712203471249123421e-01,4.458092731931397878e+00
2.691538307661532348e-01,2.159255718174615701e+00,9.714824672816143591e-01,4.457190130008621409e+00
2.692538507701540129e-01,2.159701480854255617e+00,9.717445094918505388e-01,4.456287287061053703e+00
2.693538707741548466e-01,2.160147153246745777e+00,9.720064737623834716e-01,4.455384202992105358e+00
2.694538907781556247e-01,2.160592735329888381e+00,9.722683600999937337e-01,4.454480877719433352e+00
2.695539107821564584e-01,2.161038227081292895e+00,9.725301685114813299e-01,4.453577311174958808e+00
2.696539307861572365e-01,2.161483628478374275e+00,9.727918990036643621e-01,4.452673503304840352e+00
2.697539507901580147e-01,2.161928939498355184e+00,9.730535515833799165e-01,4.451769454069465226e+00
2.698539707941588484e-01,2.162374160118264221e+00,9.733151262574838425e-01,4.450865163443333827e+00
2.699539907981596265e-01,2.162819290314935916e+00,9.735766230328501969e-01,4.449960631415201817e+00
2.700540108021604602e-01,2.163264330065012953e+00,9.738380419163724655e-01,4.449055857987866958e+00
2.701540308061612383e-01,2.163709279344942615e+00,9.740993829149618977e-01,4.448150843178213520e+00
2.702540508101620165e-01,2.164154138130980343e+00,9.743606460355492827e-01,4.447245587017265578e+00
2.703540708141628501e-01,2.164598906399188394e+00,9.746218312850836174e-01,4.446340089549920549e+00
2.704540908181636283e-01,2.165043584125433629e+00,9.748829386705324396e-01,4.445434350835313353e+00
2.705541108221644064e-01,2.165488171285390617e+00,9.751439681988822716e-01,4.444528370946416729e+00
2.706541308261652401e-01,2.165932667854541638e+00,9.754049198771386209e-01,4.443622149970174462e+00
2.707541508301660182e-01,2.166377073808173126e+00,9.756657937123246471e-01,4.442715688007430330e+00
2.708541708341668519e-01,2.166821389121380115e+00,9.759265897114833832e-01,4.441808985173052449e+00
2.709541908381676301e-01,2.167265613769062682e+00,9.761873078816755145e-01,4.440902041595649052e+00
2.710542108421684082e-01,2.167709747725929059e+00,9.764479482299811552e-01,4.439994857417675078e+00
2.711542308461692419e-01,2.168153790966493411e+00,9.767085107634988494e-01,4.439087432795476573e+00
2.712542508501700200e-01,2.168597743465074945e+00,9.769689954893454598e-01,4.438179767899121941e+00
2.713542708541708537e-01,2.169041605195801914e+00,9.772294024146571667e-01,4.437271862912490761e+00
2.714542908581716318e-01,2.169485376132607168e+00,9.774897315465882475e-01,4.436363718033131676e+00
2.715543108621724100e-01,2.169929056249231270e+00,9.777499828923120750e-01,4.435455333472342332e+00
2.716543308661732437e-01,2.170372645519221155e+00,9.780101564590205632e-01,4.434546709455080560e+00
2.717543508701740218e-01,2.170816143915930141e+00,9.782702522539241663e-01,4.433637846219973255e+00
