t,V,P_pol,dV_dt,dV_dt_noisy
1.303460692138427746e+00,1.197054539785118221e+00,1.103088117337547525e+00,-1.965539857021964210e+00,-1.858673056019533476e+00
1.304060812162432414e+00,1.195875580399686777e+00,1.102433721891353136e+00,-1.963539350548868745e+00,-1.905394951252342928e+00
1.304660932186437305e+00,1.194697820938589672e+00,1.101779520037375670e+00,-1.961540896675720624e+00,-1.970263454594279207e+00
1.305261052210442196e+00,1.193521260170210541e+00,1.101125512005494356e+00,-1.959544493459884684e+00,-2.031216266928463021e+00
1.305861172234446865e+00,1.192345896864099197e+00,1.100471698025115241e+00,-1.957550138959875063e+00,-2.022459928250964989e+00
1.306461292258451756e+00,1.191171729790971634e+00,1.099818078325170090e+00,-1.955557831235357646e+00,-1.937498027470013762e+00
1.307061412282456425e+00,1.189998757722711575e+00,1.099164653134119263e+00,-1.953567568347155836e+00,-1.900100127537023287e+00
1.307661532306461316e+00,1.188826979432368036e+00,1.098511422679948613e+00,-1.951579348357249888e+00,-1.966005094922043117e+00
1.308261652330466207e+00,1.187656393694158430e+00,1.097858387190172369e+00,-1.949593169328783127e+00,-1.942838185907234783e+00
1.308861772354470876e+00,1.186486999283466570e+00,1.097205546891830696e+00,-1.947609029326063279e+00,-1.934868742717467782e+00
1.309461892378475767e+00,1.185318794976841783e+00,1.096552902011491026e+00,-1.945626926414562474e+00,-1.892317266848722701e+00
1.310062012402480436e+00,1.184151779552002015e+00,1.095900452775247613e+00,-1.943646858660925014e+00,-2.037670426152108583e+00
1.310662132426485327e+00,1.182985951787830059e+00,1.095248199408721756e+00,-1.941668824132964932e+00,-1.933871209924060031e+00
1.311262252450489996e+00,1.181821310462306540e+00,1.094596142137503669e+00,-1.939692820895856817e+00,-1.919416273912391002e+00
1.311862372474494887e+00,1.180657854354573821e+00,1.093944281185550871e+00,-1.937718847016163481e+00,-1.890214242144971024e+00
1.312462492498499778e+00,1.179495582248470953e+00,1.093292616774849790e+00,-1.935746900568275031e+00,-1.915940000916366293e+00
1.313062612522504446e+00,1.178334492928974075e+00,1.092641149126936551e+00,-1.933776979627707560e+00,-1.988811824265456440e+00
1.313662732546509337e+00,1.177174585182168665e+00,1.091989878462904517e+00,-1.931809082271054079e+00,-1.960836761007823448e+00
1.314262852570514006e+00,1.176015857795251751e+00,1.091338805003406076e+00,-1.929843206575990733e+00,-2.006052336245965240e+00
1.314862972594518897e+00,1.174858309556530367e+00,1.090687928968651077e+00,-1.927879350621277244e+00,-1.918219226804373179e+00
1.315463092618523788e+00,1.173701939255422655e+00,1.090037250578407946e+00,-1.925917512486761574e+00,-1.916299510768229020e+00
1.316063212642528457e+00,1.172546745682457203e+00,1.089386770052003239e+00,-1.923957690253380370e+00,-1.898366109275256397e+00
1.316663332666533348e+00,1.171392727629272157e+00,1.088736487608321424e+00,-1.921999882003161186e+00,-1.970493481348122744e+00
1.317263452690538017e+00,1.170239883888617882e+00,1.088086403465805541e+00,-1.920044085819229362e+00,-1.977055619941095799e+00
1.317863572714542908e+00,1.169088213254353414e+00,1.087436517842455874e+00,-1.918090299785804032e+00,-1.841810371943541691e+00
1.318463692738547799e+00,1.167937714521449788e+00,1.086786830955831951e+00,-1.916138521988207888e+00,-1.907029416954679313e+00
1.319063812762552468e+00,1.166788386485988482e+00,1.086137343023050983e+00,-1.914188750512864967e+00,-1.826888579439321703e+00
1.319663932786557359e+00,1.165640227945160090e+00,1.085488054260788093e+00,-1.912240983447303311e+00,-1.890268776020643138e+00
1.320264052810562028e+00,1.164493237697268091e+00,1.084838964885276980e+00,-1.910295218880162071e+00,-1.983380576624594438e+00
1.320864172834566919e+00,1.163347414541723746e+00,1.084190075112309026e+00,-1.908351454901186406e+00,-1.868080615770457031e+00
1.321464292858571810e+00,1.162202757279050980e+00,1.083541385157234194e+00,-1.906409689601238355e+00,-1.844653173094842558e+00
1.322064412882576478e+00,1.161059264710884165e+00,1.082892895234960351e+00,-1.904469921072295957e+00,-1.927006092868547737e+00
1.322664532906581369e+00,1.159916935639966340e+00,1.082244605559953499e+00,-1.902532147407451912e+00,-1.998765079884650797e+00
1.323264652930586038e+00,1.158775768870153433e+00,1.081596516346238213e+00,-1.900596366700923578e+00,-1.867334297942723653e+00
1.323864772954590929e+00,1.157635763206410262e+00,1.080948627807396312e+00,-1.898662577048049638e+00,-1.905680205642630964e+00
1.324464892978595820e+00,1.156496917454812756e+00,1.080300940156568634e+00,-1.896730776545295427e+00,-1.882851126294456501e+00
1.325065013002600489e+00,1.155359230422547956e+00,1.079653453606453928e+00,-1.894800963290256046e+00,-2.029126559767180815e+00
1.325665133026605380e+00,1.154222700917912015e+00,1.079006168369308849e+00,-1.892873135381655025e+00,-1.870016882246759549e+00
1.326265253050610049e+00,1.153087327750313307e+00,1.078359084656948408e+00,-1.890947290919353208e+00,-2.028473081259272170e+00
1.326865373074614940e+00,1.151953109730269320e+00,1.077712202680745524e+00,-1.889023428004345417e+00,-1.932393744754609122e+00
1.327465493098619831e+00,1.150820045669408653e+00,1.077065522651631690e+00,-1.887101544738765346e+00,-1.842806474042264941e+00
1.328065613122624500e+00,1.149688134380471460e+00,1.076419044780096312e+00,-1.885181639225891104e+00,-1.976405496872209122e+00
1.328665733146629391e+00,1.148557374677306120e+00,1.075772769276186702e+00,-1.883263709570139888e+00,-1.976453844926956194e+00
1.329265853170634060e+00,1.147427765374874120e+00,1.075126696349508970e+00,-1.881347753877080198e+00,-1.903836703544699027e+00
1.329865973194638951e+00,1.146299305289244952e+00,1.074480826209226469e+00,-1.879433770253425395e+00,-1.797100766320002929e+00
1.330466093218643842e+00,1.145171993237600772e+00,1.073835159064061351e+00,-1.877521756807044362e+00,-1.796739143152725093e+00
1.331066213242648510e+00,1.144045828038233736e+00,1.073189695122294118e+00,-1.875611711646958835e+00,-1.906025837883601248e+00
1.331666333266653401e+00,1.142920808510545561e+00,1.072544434591762519e+00,-1.873703632883345183e+00,-1.823727496497104195e+00
1.332266453290658070e+00,1.141796933475049736e+00,1.071899377679863541e+00,-1.871797518627541956e+00,-1.842851712040311396e+00
1.332866573314662961e+00,1.140674201753369088e+00,1.071254524593551194e+00,-1.869893366992047001e+00,-1.856844284362857644e+00
1.333466693338667630e+00,1.139552612168238666e+00,1.070609875539338507e+00,-1.867991176090524785e+00,-1.850271763919286716e+00
1.334066813362672521e+00,1.138432163543501741e+00,1.069965430723296196e+00,-1.866090944037803734e+00,-1.902396385454213412e+00
1.334666933386677412e+00,1.137312854704114473e+00,1.069321190351053552e+00,-1.864192668949883558e+00,-1.824190465993242860e+00
1.335267053410682081e+00,1.136194684476142358e+00,1.068677154627797554e+00,-1.862296348943936364e+00,-1.809297941826234046e+00
1.335867173434686972e+00,1.135077651686761113e+00,1.068033323758273312e+00,-1.860401982138305765e+00,-1.725406430531411184e+00
1.336467293458691641e+00,1.133961755164258234e+00,1.067389697946784954e+00,-1.858509566652514877e+00,-1.812749761047985686e+00
1.337067413482696532e+00,1.132846993738030106e+00,1.066746277397193410e+00,-1.856619100607263206e+00,-1.979355087313407369e+00
1.337667533506701423e+00,1.131733366238584892e+00,1.066103062312918626e+00,-1.854730582124434424e+00,-1.915085671989828153e+00
1.338267653530706092e+00,1.130620871497541646e+00,1.065460052896938681e+00,-1.852844009327096364e+00,-1.836338775811921398e+00
1.338867773554710983e+00,1.129509508347628088e+00,1.064817249351789341e+00,-1.850959380339500804e+00,-1.847705924294883006e+00
1.339467893578715652e+00,1.128399275622684605e+00,1.064174651879565392e+00,-1.849076693287092343e+00,-1.942297167706448668e+00
1.340068013602720542e+00,1.127290172157660475e+00,1.063532260681918418e+00,-1.847195946296503521e+00,-1.854394278368074467e+00
1.340668133626725433e+00,1.126182196788616530e+00,1.062890075960059022e+00,-1.845317137495563475e+00,-1.863452935116083564e+00
1.341268253650730102e+00,1.125075348352724491e+00,1.062248097914756606e+00,-1.843440265013298163e+00,-1.846154200458173245e+00
1.341868373674734993e+00,1.123969625688264529e+00,1.061606326746337148e+00,-1.841565326979928585e+00,-1.847928604116872764e+00
1.342468493698739662e+00,1.122865027634630142e+00,1.060964762654686089e+00,-1.839692321526882335e+00,-1.793906591883837276e+00
1.343068613722744553e+00,1.121761553032323055e+00,1.060323405839246114e+00,-1.837821246786786711e+00,-1.764846053093554357e+00
1.343668733746749444e+00,1.120659200722956994e+00,1.059682256499018482e+00,-1.835952100893477823e+00,-1.802020215908005207e+00
1.344268853770754113e+00,1.119557969549255905e+00,1.059041314832563030e+00,-1.834084881981999260e+00,-1.889849720545506484e+00
1.344868973794759004e+00,1.118457858355053292e+00,1.058400581037996835e+00,-1.832219588188605197e+00,-1.875628436311234548e+00
1.345469093818763673e+00,1.117358865985294880e+00,1.057760055312995773e+00,-1.830356217650765283e+00,-1.863703465352001709e+00
1.346069213842768564e+00,1.116260991286035287e+00,1.057119737854793629e+00,-1.828494768507162860e+00,-1.831542020093524181e+00
1.346669333866773455e+00,1.115164233104440905e+00,1.056479628860182096e+00,-1.826635238897701186e+00,-1.848195983009305321e+00
1.347269453890778124e+00,1.114068590288788352e+00,1.055839728525511889e+00,-1.824777626963504318e+00,-1.842497879262596117e+00
1.347869573914783015e+00,1.112974061688464023e+00,1.055200037046690520e+00,-1.822921930846917338e+00,-1.869265024292527499e+00
1.348469693938787684e+00,1.111880646153966090e+00,1.054560554619185186e+00,-1.821068148691514343e+00,-1.773822084841355728e+00
1.349069813962792574e+00,1.110788342536902062e+00,1.053921281438019886e+00,-1.819216278642094009e+00,-1.776857194702307963e+00
1.349669933986797465e+00,1.109697149689991003e+00,1.053282217697777190e+00,-1.817366318844688022e+00,-1.769846240325423148e+00
1.350270054010802134e+00,1.108607066467062197e+00,1.052643363592598691e+00,-1.815518267446559530e+00,-1.819736356543391720e+00
1.350870174034807025e+00,1.107518091723054710e+00,1.052004719316182779e+00,-1.813672122596205805e+00,-1.791128200521838076e+00
1.351470294058811694e+00,1.106430224314019384e+00,1.051366285061786865e+00,-1.811827882443364013e+00,-1.857578109681240264e+00
1.352070414082816585e+00,1.105343463097116619e+00,1.050728061022225823e+00,-1.809985545139009222e+00,-1.860769186585493840e+00
1.352670534106821476e+00,1.104257806930617702e+00,1.050090047389873549e+00,-1.808145108835359061e+00,-1.835524606013261506e+00
1.353270654130826145e+00,1.103173254673905035e+00,1.049452244356661623e+00,-1.806306571685877271e+00,-1.777247354272729174e+00
1.353870774154831036e+00,1.102089805187470573e+00,1.048814652114079538e+00,-1.804469931845272601e+00,-1.812090383230025914e+00
1.354470894178835705e+00,1.101007457332917383e+00,1.048177270853175358e+00,-1.802635187469503908e+00,-1.859908123787123557e+00
1.355071014202840596e+00,1.099926209972958979e+00,1.047540100764554838e+00,-1.800802336715781493e+00,-1.796303556110625088e+00
1.355671134226845265e+00,1.098846061971419319e+00,1.046903142038382528e+00,-1.798971377742570210e+00,-1.777978743254034155e+00
1.356271254250850156e+00,1.097767012193232805e+00,1.046266394864380445e+00,-1.797142308709590353e+00,-1.789125879897264459e+00
1.356871374274855047e+00,1.096689059504444730e+00,1.045629859431829178e+00,-1.795315127777821429e+00,-1.828767131650829825e+00
1.357471494298859715e+00,1.095612202772211052e+00,1.044993535929567674e+00,-1.793489833109504605e+00,-1.790385676295011663e+00
1.358071614322864606e+00,1.094536440864797289e+00,1.044357424545991897e+00,-1.791666422868142483e+00,-1.812861168013908175e+00
1.358671734346869275e+00,1.093461772651580954e+00,1.043721525469057720e+00,-1.789844895218505982e+00,-1.806234426151249517e+00
1.359271854370874166e+00,1.092388197003048456e+00,1.043085838886277372e+00,-1.788025248326631012e+00,-1.792609897526760365e+00
1.359871974394879057e+00,1.091315712790797976e+00,1.042450364984722322e+00,-1.786207480359825350e+00,-1.748638900441812805e+00
1.360472094418883726e+00,1.090244318887502839e+00,1.041815103951033050e+00,-1.784391589486604035e+00,-1.693227147161540103e+00
1.361072214442888617e+00,1.089174014163585946e+00,1.041180055972083185e+00,-1.782577573870550935e+00,-1.704740366053151046e+00
1.361672334466893286e+00,1.088104797492726927e+00,1.040545221232589190e+00,-1.780765431680733757e+00,-1.749428269725481710e+00
1.362272454490898177e+00,1.087036667752318664e+00,1.039910599915839340e+00,-1.778955161092395265e+00,-1.799034367796747302e+00
1.362872574514903068e+00,1.085969623820804975e+00,1.039276192204712235e+00,-1.777146760281945514e+00,-1.792648105536538417e+00
1.363472694538907737e+00,1.084903664577678173e+00,1.038641998281675027e+00,-1.775340227426962514e+00,-1.788691123367480262e+00
1.364072814562912628e+00,1.083838788903479067e+00,1.038008018328783422e+00,-1.773535560706191117e+00,-1.715983519936563617e+00
1.364672934586917297e+00,1.082774995679799623e+00,1.037374252527683893e+00,-1.771732758299553012e+00,-1.909998726505618194e+00
1.365273054610922188e+00,1.081712283789279194e+00,1.036740701059610359e+00,-1.769931818388140732e+00,-1.757041730511242239e+00
1.365873174634927079e+00,1.080650652115607624e+00,1.036107364105387063e+00,-1.768132739154225863e+00,-1.867757210646030508e+00
1.366473294658931747e+00,1.079590099543524140e+00,1.035474241845427468e+00,-1.766335518781258607e+00,-1.766529027773366956e+00
1.367073414682936638e+00,1.078530624958816242e+00,1.034841334459733364e+00,-1.764540155453869774e+00,-1.698312906781293652e+00
1.367673534706941307e+00,1.077472227248322145e+00,1.034208642127896649e+00,-1.762746647357875007e+00,-1.808293697856387272e+00
1.368273654730946198e+00,1.076414905299927671e+00,1.033576165029097549e+00,-1.760954992680273445e+00,-1.875098380686868405e+00
1.368873774754951089e+00,1.075358658002569578e+00,1.032943903342106173e+00,-1.759165189609254609e+00,-1.694309155213646001e+00
1.369473894778955758e+00,1.074303484246233342e+00,1.032311857245282072e+00,-1.757377236334197734e+00,-1.682086116433612055e+00
1.370074014802960649e+00,1.073249382921953154e+00,1.031680026916572679e+00,-1.755591131045673103e+00,-1.730662278167219403e+00
1.370674134826965318e+00,1.072196352921813700e+00,1.031048412533516201e+00,-1.753806871935447376e+00,-1.691043457264133298e+00
1.371274254850970209e+00,1.071144393138947715e+00,1.030417014273238729e+00,-1.752024457196482476e+00,-1.792148946207811733e+00
1.371874374874975100e+00,1.070093502467537760e+00,1.029785832312456240e+00,-1.750243885022939816e+00,-1.691613135433149839e+00
1.372474494898979769e+00,1.069043679802816449e+00,1.029154866827474146e+00,-1.748465153610183620e+00,-1.663433943620898692e+00
1.373074614922984660e+00,1.067994924041064442e+00,1.028524117994186193e+00,-1.746688261154779376e+00,-1.714679314611889716e+00
1.373674734946989329e+00,1.066947234079612672e+00,1.027893585988076008e+00,-1.744913205854498939e+00,-1.730859996607126083e+00
1.374274854970994220e+00,1.065900608816840345e+00,1.027263270984215993e+00,-1.743139985908321865e+00,-1.678975568965733745e+00
1.374874974994999111e+00,1.064855047152177159e+00,1.026633173157267986e+00,-1.741368599516437854e+00,-1.684771222128416790e+00
1.375475095019003779e+00,1.063810547986101973e+00,1.026003292681483270e+00,-1.739599044880249856e+00,-1.777040414325915307e+00
1.376075215043008670e+00,1.062767110220141697e+00,1.025373629730701674e+00,-1.737831320202372076e+00,-1.669829987770459212e+00
1.376675335067013339e+00,1.061724732756874179e+00,1.024744184478352693e+00,-1.736065423686638631e+00,-1.698834439525875872e+00
1.377275455091018230e+00,1.060683414499925092e+00,1.024114957097454814e+00,-1.734301353538099555e+00,-1.726366613959974705e+00
1.377875575115022899e+00,1.059643154353971051e+00,1.023485947760615966e+00,-1.732539107963028346e+00,-1.667353163337061073e+00
1.378475695139027790e+00,1.058603951224736051e+00,1.022857156640032628e+00,-1.730778685168917530e+00,-1.684506060357650936e+00
1.379075815163032681e+00,1.057565804018995248e+00,1.022228583907491162e+00,-1.729020083364489313e+00,-1.691723357605129818e+00
1.379675935187037350e+00,1.056528711644572072e+00,1.021600229734367149e+00,-1.727263300759690257e+00,-1.752655710647235354e+00
1.380276055211042241e+00,1.055492673010339111e+00,1.020972094291624721e+00,-1.725508335565696161e+00,-1.683834604567350457e+00
1.380876175235046910e+00,1.054457687026219448e+00,1.020344177749817893e+00,-1.723755185994916506e+00,-1.779180906610016377e+00
1.381476295259051801e+00,1.053423752603183772e+00,1.019716480279089010e+00,-1.722003850260991786e+00,-1.728326306399566192e+00
1.382076415283056692e+00,1.052390868653253042e+00,1.019089002049170745e+00,-1.720254326578799287e+00,-1.804917390428081525e+00
1.382676535307061361e+00,1.051359034089498268e+00,1.018461743229384098e+00,-1.718506613164455521e+00,-1.803726208144733167e+00
1.383276655331066252e+00,1.050328247826038064e+00,1.017834703988639289e+00,-1.716760708235314903e+00,-1.694607903069119903e+00
1.383876775355070921e+00,1.049298508778041761e+00,1.017207884495436421e+00,-1.715016610009975295e+00,-1.719116944987927775e+00
1.384476895379075811e+00,1.048269815861727183e+00,1.016581284917863925e+00,-1.713274316708277789e+00,-1.709036596645999717e+00
1.385077015403080702e+00,1.047242167994361539e+00,1.015954905423599897e+00,-1.711533826551309811e+00,-1.681936327713870583e+00
1.385677135427085371e+00,1.046215564094262529e+00,1.015328746179911867e+00,-1.709795137761410011e+00,-1.692295953371536932e+00
1.386277255451090262e+00,1.045190003080794794e+00,1.014702807353655922e+00,-1.708058248562161818e+00,-1.752377466137268858e+00
1.386877375475094931e+00,1.044165483874375022e+00,1.014077089111277807e+00,-1.706323157178407657e+00,-1.702651568040375318e+00
1.387477495499099822e+00,1.043142005396466843e+00,1.013451591618812042e+00,-1.704589861836239617e+00,-1.707943372232527013e+00
1.388077615523104713e+00,1.042119566569584821e+00,1.012826315041882808e+00,-1.702858360763009227e+00,-1.728856881203055806e+00
1.388677735547109382e+00,1.041098166317292240e+00,1.012201259545703280e+00,-1.701128652187327006e+00,-1.707356074175355731e+00
1.389277855571114273e+00,1.040077803564201098e+00,1.011576425295075854e+00,-1.699400734339061803e+00,-1.717671535543876082e+00
1.389877975595118942e+00,1.039058477235974109e+00,1.010951812454391918e+00,-1.697674605449348340e+00,-1.730130047331458698e+00
1.390478095619123833e+00,1.038040186259321818e+00,1.010327421187632080e+00,-1.695950263750584774e+00,-1.712663292175435670e+00
1.391078215643128724e+00,1.037022929562004814e+00,1.009703251658366607e+00,-1.694227707476436695e+00,-1.682478593846624682e+00
1.391678335667133393e+00,1.036006706072833516e+00,1.009079304029754542e+00,-1.692506934861839785e+00,-1.589345668069069184e+00
1.392278455691138284e+00,1.034991514721666173e+00,1.008455578464543922e+00,-1.690787944142998711e+00,-1.731637066542929482e+00
1.392878575715142953e+00,1.033977354439411966e+00,1.007832075125072668e+00,-1.689070733557393789e+00,-1.662974865585951090e+00
1.393478695739147843e+00,1.032964224158028133e+00,1.007208794173267030e+00,-1.687355301343778979e+00,-1.760421739027555832e+00
1.394078815763152734e+00,1.031952122810521733e+00,1.006585735770643142e+00,-1.685641645742186334e+00,-1.606140404617075745e+00
1.394678935787157403e+00,1.030941049330949877e+00,1.005962900078305911e+00,-1.683929764993927769e+00,-1.700598531410766334e+00
1.395279055811162294e+00,1.029931002654417282e+00,1.005340287256949683e+00,-1.682219657341594621e+00,-1.675275874418155730e+00
1.395879175835166963e+00,1.028921981717079603e+00,1.004717897466858023e+00,-1.680511321029064309e+00,-1.616640361906411583e+00
1.396479295859171854e+00,1.027913985456140544e+00,1.004095730867903269e+00,-1.678804754301497226e+00,-1.629420897154489900e+00
1.397079415883176745e+00,1.026907012809854081e+00,1.003473787619547419e+00,-1.677099955405342513e+00,-1.751692924434820942e+00
1.397679535907181414e+00,1.025901062717523349e+00,1.002852067880841691e+00,-1.675396922588339610e+00,-1.647637279094494644e+00
1.398279655931186305e+00,1.024896134119499758e+00,1.002230571810425852e+00,-1.673695654099516705e+00,-1.685065267953277157e+00
1.398879775955190974e+00,1.023892225957185875e+00,1.001609299566529554e+00,-1.671996148189198728e+00,-1.641039970761931643e+00
1.399479895979195865e+00,1.022889337173031654e+00,1.000988251306971444e+00,-1.670298403109003127e+00,-1.662679183723911880e+00
1.400080016003200534e+00,1.021887466710537984e+00,1.000367427189159164e+00,-1.668602417111847647e+00,-1.631800453447528998e+00
1.400680136027205425e+00,1.020886613514253360e+00,9.997468273700895747e-01,-1.666908188451945882e+00,-1.652310406526420916e+00
1.401280256051210316e+00,1.019886776529777217e+00,9.991264520063489751e-01,-1.665215715384816608e+00,-1.672208431966102582e+00
1.401880376075214985e+00,1.018887954703757925e+00,9.985063012541129934e-01,-1.663524996167280445e+00,-1.604676046723493288e+00
1.402480496099219875e+00,1.017890146983892130e+00,9.978863752691455868e-01,-1.661836029057462527e+00,-1.739038358049894484e+00
1.403080616123224544e+00,1.016893352318926969e+00,9.972666742068010404e-01,-1.660148812314796718e+00,-1.681801816235286351e+00
1.403680736147229435e+00,1.015897569658658073e+00,9.966471982220217463e-01,-1.658463344200025169e+00,-1.706243294767890717e+00
1.404280856171234326e+00,1.014902797953931124e+00,9.960279474693402024e-01,-1.656779622975202759e+00,-1.663973200099560179e+00
1.404880976195238995e+00,1.013909036156640742e+00,9.954089221028776802e-01,-1.655097646903695985e+00,-1.676594783423494217e+00
1.405481096219243886e+00,1.012916283219730484e+00,9.947901222763443352e-01,-1.653417414250187178e+00,-1.660819814017872931e+00
1.406081216243248555e+00,1.011924538097193960e+00,9.941715481430403178e-01,-1.651738923280676730e+00,-1.676260833198315758e+00
1.406681336267253446e+00,1.010933799744073269e+00,9.935531998558541078e-01,-1.650062172262482196e+00,-1.673542072622619559e+00
1.407281456291258337e+00,1.009944067116460564e+00,9.929350775672638463e-01,-1.648387159464244300e+00,-1.730589739960959772e+00
1.407881576315263006e+00,1.008955339171497156e+00,9.923171814293370030e-01,-1.646713883155925817e+00,-1.648597358129295865e+00
1.408481696339267897e+00,1.007967614867373074e+00,9.916995115937297101e-01,-1.645042341608813574e+00,-1.629627096132631570e+00
1.409081816363272566e+00,1.006980893163328838e+00,9.910820682116879832e-01,-1.643372533095523558e+00,-1.673190174081794268e+00
1.409681936387277457e+00,1.005995173019652578e+00,9.904648514340461674e-01,-1.641704455889997583e+00,-1.674551333974549472e+00
1.410282056411282348e+00,1.005010453397683134e+00,9.898478614112284912e-01,-1.640038108267510175e+00,-1.672266931729667006e+00
1.410882176435287017e+00,1.004026733258261306e+00,9.892310982936601826e-01,-1.638373488501784880e+00,-1.554421443326022390e+00
1.411482296459291907e+00,1.003044011560859206e+00,9.886145622312775272e-01,-1.636710594863510781e+00,-1.627309704735960372e+00
1.412082416483296576e+00,1.002062287270910401e+00,9.879982533715448989e-01,-1.635049425634014231e+00,-1.615662443631635359e+00
1.412682536507301467e+00,1.001081559355155859e+00,9.873821718614359533e-01,-1.633389979096443012e+00,-1.648410265025036958e+00
1.413282656531306358e+00,1.000101826781322645e+00,9.867663178475458707e-01,-1.631732253535164823e+00,-1.656729507373184473e+00
1.413882776555311027e+00,9.991230885181229260e-01,9.861506914760901354e-01,-1.630076247235767495e+00,-1.674005224225080246e+00
1.414482896579315918e+00,9.981453435352525272e-01,9.855352928929043133e-01,-1.628421958485058330e+00,-1.551315568953232749e+00
1.415083016603320587e+00,9.971685908033935952e-01,9.849201222434453840e-01,-1.626769385571070092e+00,-1.711790896700654541e+00
1.415683136627325478e+00,9.961928292942118235e-01,9.843051796727901870e-01,-1.625118526783059014e+00,-1.610120012728140981e+00
1.416283256651330369e+00,9.952180579803591165e-01,9.836904653256363096e-01,-1.623469380411510121e+00,-1.624671458842918526e+00
1.416883376675335038e+00,9.942442758354720356e-01,9.830759793463023088e-01,-1.621821944748137678e+00,-1.634603059547657056e+00
1.417483496699339929e+00,9.932714818341710217e-01,9.824617218787266015e-01,-1.620176218085884523e+00,-1.698496594491624823e+00
1.418083616723344598e+00,9.922996749520629489e-01,9.818476930664687963e-01,-1.618532198718928949e+00,-1.680283470255209632e+00
1.418683736747349489e+00,9.913288541657383490e-01,9.812338930527085834e-01,-1.616889884942681821e+00,-1.567806648816305604e+00
1.419283856771354380e+00,9.903590184527735207e-01,9.806203219802464011e-01,-1.615249275053791678e+00,-1.649935924339227755e+00
1.419883976795359048e+00,9.893901667917298637e-01,9.800069799915037683e-01,-1.613610367350144958e+00,-1.569655475871686079e+00
1.420484096819363939e+00,9.884222981621523241e-01,9.793938672285216196e-01,-1.611973160130867555e+00,-1.578486725358575926e+00
1.421084216843368608e+00,9.874554115445726143e-01,9.787809838329626366e-01,-1.610337651696328365e+00,-1.581368467390743771e+00
1.421684336867373499e+00,9.864895059205057715e-01,9.781683299461090275e-01,-1.608703840348138847e+00,-1.570629265915737927e+00
1.422284456891378390e+00,9.855245802724527104e-01,9.775559057088644144e-01,-1.607071724389156575e+00,-1.667585053509096804e+00
1.422884576915383059e+00,9.845606335838994472e-01,9.769437112617527230e-01,-1.605441302123487457e+00,-1.629144287864884744e+00
1.423484696939387950e+00,9.835976648393158772e-01,9.763317467449180720e-01,-1.603812571856484182e+00,-1.569882532364999195e+00
1.424084816963392619e+00,9.826356730241582182e-01,9.757200122981258827e-01,-1.602185531894753545e+00,-1.665303645926454079e+00
1.424684936987397510e+00,9.816746571248660125e-01,9.751085080607609923e-01,-1.600560180546151567e+00,-1.517330166696229554e+00
1.425285057011402179e+00,9.807146161288653463e-01,9.744972341718302067e-01,-1.598936516119792373e+00,-1.626918437158522801e+00
1.425885177035407070e+00,9.797555490245657417e-01,9.738861907699595255e-01,-1.597314536926043083e+00,-1.600530103804497672e+00
1.426485297059411961e+00,9.787974548013628207e-01,9.732753779933965843e-01,-1.595694241276531589e+00,-1.646950539170467520e+00
1.427085417083416630e+00,9.778403324496370841e-01,9.726647959800092114e-01,-1.594075627484145441e+00,-1.575785187897025930e+00
1.427685537107421521e+00,9.768841809607528015e-01,9.720544448672854276e-01,-1.592458693863032071e+00,-1.629149043763657545e+00
1.428285657131426190e+00,9.759289993270607866e-01,9.714443247923345570e-01,-1.590843438728604564e+00,-1.602968555845440957e+00
1.428885777155431080e+00,9.749747865418950665e-01,9.708344358918856720e-01,-1.589229860397538996e+00,-1.646166024704354358e+00
1.429485897179435971e+00,9.740215415995759907e-01,9.702247783022888150e-01,-1.587617957187780870e+00,-1.528030120890100374e+00
1.430086017203440640e+00,9.730692634954085651e-01,9.696153521595151092e-01,-1.586007727418544011e+00,-1.667639066928524594e+00
1.430686137227445531e+00,9.721179512256818978e-01,9.690061575991549825e-01,-1.584399169410310559e+00,-1.561843210890146549e+00
1.431286257251450200e+00,9.711676037876713075e-01,9.683971947564207206e-01,-1.582792281484838748e+00,-1.570938773714006143e+00
1.431886377275455091e+00,9.702182201796355487e-01,9.677884637661442468e-01,-1.581187061965156460e+00,-1.559297104958758728e+00
1.432486497299459982e+00,9.692697994008196982e-01,9.671799647627784546e-01,-1.579583509175571443e+00,-1.630616125225178514e+00
1.433086617323464651e+00,9.683223404514533783e-01,9.665716978803970960e-01,-1.577981621441667315e+00,-1.526294582457634608e+00
1.433686737347469542e+00,9.673758423327503131e-01,9.659636632526936717e-01,-1.576381397090306002e+00,-1.528162040207668326e+00
1.434286857371474211e+00,9.664303040469104378e-01,9.653558610129830964e-01,-1.574782834449632851e+00,-1.566803761911627069e+00
1.434886977395479102e+00,9.654857245971172341e-01,9.647482912942001443e-01,-1.573185931849073071e+00,-1.557552844439141326e+00
1.435487097419483993e+00,9.645421029875403951e-01,9.641409542289005596e-01,-1.571590687619339288e+00,-1.579458649662414338e+00
1.436087217443488662e+00,9.635994382233341593e-01,9.635338499492608344e-01,-1.569997100092428877e+00,-1.537844577203105079e+00
1.436687337467493553e+00,9.626577293106369781e-01,9.629269785870773202e-01,-1.568405167601626626e+00,-1.609465124931029001e+00
1.437287457491498222e+00,9.617169752565734031e-01,9.623203402737677825e-01,-1.566814888481508738e+00,-1.539072074924674016e+00
1.437887577515503112e+00,9.607771750692516433e-01,9.617139351403696246e-01,-1.565226261067941049e+00,-1.544909938705823604e+00
