C,Na,R,R_noisy
4.221682162149004114e+01,1.047874587682973697e+02,4.542847981605007135e+00,4.684985545950257624e+00
4.716597634861938815e+01,9.198877754953498709e+01,4.108473938159789896e+00,4.021926464347280294e+00
3.470231063155343065e+01,1.077742120913958814e+02,5.372311846890985620e+00,5.232973022561454357e+00
4.164699109010904721e+01,8.663221313817763303e+01,4.590136250047589073e+00,4.596245899015785952e+00
7.215648530410497585e+01,1.047849339943728353e+02,2.776000652241441990e+00,2.800103628118012722e+00
4.524829909599045408e+01,9.342024927526236411e+01,4.266246189324780502e+00,4.410968573089093070e+00
2.133462052891802685e+01,1.383751254961988479e+02,7.433615376001256436e+00,7.508992081733983248e+00
4.023740814347773664e+01,9.863814521837366556e+01,4.737066901894846360e+00,4.678256197434784269e+00
2.416596960083442980e+01,8.756685705756378013e+01,6.788395324024151023e+00,6.848711108888355881e+00
5.062478210468105289e+01,1.131942062463405279e+02,3.841590455056167919e+00,3.956854689040213646e+00
4.719595676590807187e+01,1.038562476695756374e+02,4.104311161023170840e+00,4.136587351760098841e+00
5.678824240182120775e+01,8.551759161311284174e+01,3.468235862639119205e+00,3.437910106565492008e+00
7.793538524121856881e+01,1.383614932680928291e+02,2.562141913064967191e+00,2.633461869142165401e+00
4.014200432256582474e+01,1.575850879074592399e+02,4.762732767809626289e+00,4.730883999438884935e+00
3.488126699498340422e+00,1.142378633748020889e+02,6.257947229635957953e+00,6.074844291220485637e+00
3.984653896760438840e+01,9.433906397823561463e+01,4.774573663286195924e+00,4.911251606536329639e+00
4.087985154598086268e+01,1.059804341208892708e+02,4.675091018231041673e+00,4.549655566105611726e+00
6.336411241548358220e+01,1.525204193153262509e+02,3.082946597059838645e+00,3.052955136178881812e+00
7.425127343187924112e+01,1.522187835662353450e+02,2.662480281766657519e+00,2.634297073498807151e+00
1.331760246590190455e+01,1.445042036220560817e+02,8.598300351532770947e+00,8.568132256379481504e+00
7.093017396855840673e+01,1.013161385309826414e+02,2.822274516799123223e+00,2.797094166284375572e+00
1.422602353546921528e+01,1.321785543701350889e+02,8.435327271784933245e+00,8.294530194159269954e+00
4.742404777715358222e+01,1.214256213107750852e+02,4.082286490940081336e+00,4.138024229492561545e+00
8.711224118827424201e-01,9.779398163695768176e+01,2.332853556974721077e+00,2.338686028953719909e+00
6.767682255683044446e+01,1.409495183413183099e+02,2.905937229967396007e+00,2.912891523918571313e+00
3.326761029030518557e+01,1.338148534701190044e+02,5.583386226956669418e+00,5.693537059747574069e+00
1.772856685952537248e+01,1.572863093936487928e+02,8.078251971148777244e+00,8.191120925718822221e+00
7.571998375673513237e+01,8.291105216378602449e+01,2.694268603214221347e+00,2.831021052397574067e+00
7.323108531872482452e+00,1.593196796214518827e+02,8.637256972790533283e+00,8.825140429125278629e+00
2.848046768738735324e+01,1.359278224435377354e+02,6.273255183945763314e+00,6.321382576210452520e+00
3.756366842634865577e+01,9.518776895348733547e+01,5.020656379002222280e+00,4.869634751835221209e+00
2.150080286443386868e+01,1.448526210950378754e+02,7.424129009756223141e+00,7.448201965543159275e+00
2.893908203514878963e+01,1.469199467135359782e+02,6.217770423311721473e+00,6.221851738842348212e+00
6.759363196676930841e+01,1.108593999062862849e+02,2.935360679495534253e+00,2.945047241897444490e+00
1.613648654115867487e+01,1.449167545467920775e+02,8.267613544374164292e+00,8.210364938134706136e+00
4.476754296599005301e+01,1.221292073214041807e+02,4.307672368567648569e+00,4.221574948489069001e+00
1.738452933272476741e+01,1.488680624731785258e+02,8.102092640833518544e+00,8.184525273246491039e+00
4.973634952689545230e+01,1.527728020375022879e+02,3.893034321807995912e+00,3.992819671122588510e+00
2.040742723434064132e+01,9.284826261353194354e+01,7.373997941898908337e+00,7.265009186852533496e+00
2.557307655595746709e+01,1.150454468252059570e+02,6.681217019636139121e+00,6.737967323504186368e+00
4.237983724518743145e+01,1.554611307455057272e+02,4.531160991456331999e+00,4.517051935631805293e+00
2.051770701509687811e+01,1.035818727471470169e+02,7.422879956474872643e+00,7.386889261411715424e+00
5.850589825105728181e+01,9.213486313322262333e+01,3.369116965521070206e+00,3.440326545143841397e+00
1.835490692850858352e+01,1.497149877839174223e+02,7.954403038830338168e+00,7.952042021371100944e+00
6.706718246060802358e+01,8.030825397856926884e+01,2.992929796601083048e+00,2.940240244588351093e+00
5.621381107629160567e+01,1.516133387915248250e+02,3.458795716757650851e+00,3.467061814088879590e+00
1.077350160684088998e+01,9.421383434233275977e+01,8.224027593465061514e+00,8.026992519935680193e+00
4.185234113193777006e+01,1.129560461174834529e+02,4.580155437522599016e+00,4.523477447149309327e+00
5.762876986178078198e+00,1.491029992593720976e+02,8.126644897710880500e+00,8.085142214639095215e+00
1.418628054361294133e+01,8.060585065269789595e+01,7.951997543047374606e+00,7.814560143673124237e+00
2.537492674359686973e+01,1.430151739479101138e+02,6.776593976243962203e+00,6.796559359167384073e+00
5.677426974552057004e+01,8.761492682190733206e+01,3.467259900762915237e+00,3.496287959940288292e+00
4.965333392825264269e+01,1.312375562251493477e+02,3.906050572160762790e+00,3.847813841567980564e+00
4.279656883918900689e+01,1.100832284140854824e+02,4.488513282847488739e+00,4.473339083847050368e+00
1.499791020278774489e+01,1.143024315199632781e+02,8.232694060934054647e+00,8.301743242391873778e+00
2.414855674116290274e+01,1.492174344457246207e+02,6.990741910795548186e+00,7.098359593799507650e+00
5.508156576222064160e+01,1.300507032593033614e+02,3.538089935130630970e+00,3.463629528971763794e+00
3.950158807445673403e+01,9.521349369599890622e+01,4.811065558984767065e+00,4.846423193054418377e+00
2.614989790349554610e+01,9.366645190279167821e+01,6.522078611118912406e+00,6.627155219881649018e+00
5.986157622091744734e+00,1.116965750391792227e+02,7.680867535119112688e+00,7.679107172819248817e+00
4.160047908670799544e+00,1.142651442497735985e+02,6.774899442810650818e+00,6.698889684328116267e+00
7.398939018370975873e+01,1.053458998604272949e+02,2.715340268719088179e+00,2.639709611716028803e+00
3.357505346805805146e+01,1.193674020242090990e+02,5.529021753392968641e+00,5.497734146871870564e+00
7.146510657023421231e+01,1.049803270794924117e+02,2.799326297180677159e+00,2.696859137394620021e+00
1.979754541063882201e+01,8.793023578077796287e+01,7.424433509916099183e+00,7.626440216896704705e+00
4.742800299560104094e+01,1.421339411896458671e+02,4.077233783997916916e+00,4.020874358317537478e+00
2.081165483173392872e+01,1.304051912825999580e+02,7.493645688455298881e+00,7.532017619234142813e+00
7.065373522883369617e+01,1.507099748488758451e+02,2.786128255446782553e+00,2.804925108718446136e+00
1.828758557296443499e+01,1.298316481577064678e+02,7.888354411992956727e+00,7.952454160372233183e+00
4.388750844981989019e+01,8.785669062146594399e+01,4.383724312092654785e+00,4.345512546384279418e+00
7.732947578713175574e+01,1.046624739812265545e+02,2.615450443899802746e+00,2.485802401708321785e+00
5.854020732020897100e+01,8.976340468286447560e+01,3.369453761401460579e+00,3.533425525450668125e+00
4.458391841511327414e+01,1.387892759434079153e+02,4.322816709859199413e+00,4.315064779631152980e+00
2.945590335061466547e+01,8.611594325604849587e+01,6.019576765486166714e+00,6.031276579873084742e+00
4.263448447949780729e+01,1.120457983912029931e+02,4.504216412186160312e+00,4.524252435241662873e+00
8.151858500068870361e-01,8.745634769064082548e+01,2.028018587133882722e+00,2.154186532952077293e+00
1.089069753864252021e+01,1.382237468629125772e+02,8.697405392833804427e+00,8.774312180202748834e+00
2.268837868902026145e+01,9.707872134502828487e+01,7.059819769684075652e+00,7.177226201041903231e+00
4.223655906788874148e+00,1.220657840311362747e+02,6.963718907936019775e+00,7.046002192777971018e+00
1.943953438359986308e+01,1.010044019471751966e+02,7.566737544219513723e+00,7.582122214269053195e+00
3.397710170436887012e+01,1.075643574521453587e+02,5.463436781891999772e+00,5.488963661285966467e+00
6.872413642490509744e+01,1.215203834578967417e+02,2.881329441393755797e+00,2.807152926998279785e+00
7.356378562342509042e+01,1.216632457401962597e+02,2.710972569152068079e+00,2.517256904237089365e+00
2.141424956145857372e+00,8.291826797087318823e+01,4.051971297528803362e+00,4.028194484267110020e+00
3.706190500701919888e+01,1.215771315621636006e+02,5.098604699172871513e+00,4.991471516419284882e+00
5.483754463683756342e+01,1.054779669626064305e+02,3.567398265631239962e+00,3.826262218885380761e+00
6.031128262360573444e+01,9.784851444633277140e+01,3.271121884971226024e+00,3.427164053505511898e+00
1.316522484126891435e+01,8.314715688125873783e+01,8.041379088420942622e+00,8.158597655495448464e+00
1.075309707427947181e+00,1.270263250511945756e+02,3.289173662322271596e+00,3.234255505940883957e+00
2.032577738149258550e+01,1.099309124067246444e+02,7.485041682963110787e+00,7.691073409769174418e+00
2.547890807919661782e+01,1.240163665022685393e+02,6.719479570501088794e+00,6.549216248648228600e+00
1.537944796074822129e+01,9.838337425757974586e+01,8.060278567155783946e+00,7.939589592805409879e+00
1.802819405029771360e+01,9.404378485564637913e+01,7.711373092695131604e+00,7.633440792435274069e+00
5.312902772297118048e+01,8.286423370886943474e+01,3.687877696073609712e+00,3.592232399629632145e+00
1.812744756607640539e+01,1.018037517689697609e+02,7.756275912487697433e+00,7.769683100457235092e+00
1.551332314192899986e+01,9.721992990420596925e+01,8.035685932539585963e+00,8.055226645806612851e+00
2.203209449215689730e+01,1.221912486193210157e+02,7.268111099014952003e+00,7.459265745398843350e+00
3.670413189448292002e+01,8.567792259384054887e+01,5.105357593808440342e+00,5.205251519473722333e+00
1.625558004555270486e+01,1.544668556604628691e+02,8.290153894938272927e+00,8.412398455671748820e+00
3.990164072121486072e+01,1.545195602701130895e+02,4.788375697648110219e+00,4.830378525813070034e+00
7.498903443950530345e+01,1.373213304772059189e+02,2.650984240816223192e+00,2.636418357045851479e+00
6.583010053271060258e+01,1.517659889893147067e+02,2.974258422834048954e+00,2.905776203556496018e+00
6.023314160087927860e+01,1.461261667516910165e+02,3.239342016821735726e+00,3.088586401698906858e+00
7.542802514940248670e+01,1.202460998789928084e+02,2.653634764494784193e+00,2.566820584986524878e+00
7.377269637180486939e+01,1.327205704298403361e+02,2.693735654235068999e+00,2.655807921780766634e+00
4.446651725148096546e+01,1.002069883830480137e+02,4.334568320880121561e+00,4.411008556945189341e+00
5.549219906244714196e+01,1.385207100464499774e+02,3.508603887237335073e+00,3.340117280176455150e+00
2.853795874546556277e+01,1.166425310312794750e+02,6.231306212739792905e+00,6.094834920852299831e+00
4.329693095759886745e+01,1.320265103524646122e+02,4.442419965517860447e+00,4.464526441902514797e+00
7.369207010928879242e+01,9.769085823426867421e+01,2.734574138396827170e+00,2.629835705328065654e+00
4.085577962174061639e+01,1.546325332256963065e+02,4.686601869940092868e+00,4.720297091406692402e+00
3.399071963609647895e+01,1.125930088535766345e+02,5.467763103904775157e+00,5.426745642150209825e+00
5.282231378353824169e+01,1.549919456730787886e+02,3.672143005389165271e+00,3.597114466381319708e+00
3.747298635215955898e+01,1.049133759165615629e+02,5.039728808606497523e+00,4.906571841936822942e+00
8.058474515866869581e+00,1.310829349307013558e+02,8.474889528766983204e+00,8.465641747527282490e+00
3.062575042418193405e+01,1.465187677766959666e+02,5.965079120511358468e+00,5.892355012823967897e+00
1.130031120938274114e+01,1.137388471545720847e+02,8.470965487925649740e+00,8.409812011170719970e+00
7.321258265910365992e+01,1.387156704886623970e+02,2.706917685829168363e+00,2.643327339520254338e+00
5.940014239544620267e+01,9.273438393697038862e+01,3.321989876850844681e+00,3.340757746688241436e+00
3.542518439870268310e+01,1.384338848555486265e+02,5.306766523410198388e+00,5.321689488049696770e+00
6.126763361719613776e+00,1.395946018341647061e+02,8.137158821762632499e+00,7.965866701798802296e+00
9.485724920586438458e+00,9.922408702114890389e+01,8.224887144388555171e+00,8.208838161713938320e+00
2.136204036787224325e+01,1.026474605540302605e+02,7.290134672160362150e+00,7.330007956617968112e+00
4.218071255918773232e+01,1.337371410884600493e+02,4.550384809683822418e+00,4.654330987500947536e+00
8.941011488199640311e+00,1.172841804799213179e+02,8.420268450385771430e+00,8.498596146042066479e+00
2.934923946338132339e+01,1.201573878389300489e+02,6.117790626191399461e+00,6.138745006697100770e+00
1.489641201039096963e+01,1.412475606484267701e+02,8.411128597191360967e+00,8.296883643306497191e+00
8.773524312624580546e+00,9.188870843315309855e+01,8.021475689009548660e+00,7.944481710846840627e+00
1.009689044007508052e+01,1.149057864863521274e+02,8.469600133119650209e+00,8.561055018591252619e+00
1.008589598929450304e+01,1.081803842691352742e+02,8.388574438053900906e+00,8.318357819029484901e+00
6.659900404640931981e+01,1.420592016785467422e+02,2.948716520239003103e+00,3.051342981661811837e+00
1.481825659765471848e+01,1.337321889455353698e+02,8.379481349519373623e+00,8.506878099790451841e+00
9.359970985626155482e+00,8.111688806794359152e+01,7.889859593833270068e+00,7.783641995035265104e+00
6.655081454053845391e+01,1.248362900649515694e+02,2.964176711370929862e+00,3.008238177457775997e+00
7.690037661498922716e+01,1.015045252341885913e+02,2.631936642188812847e+00,2.620729327334159642e+00
5.887111081577834426e+01,1.040816405889559206e+02,3.339574583995318591e+00,3.542344948649447822e+00
6.300509819152250834e+00,8.362545694751726444e+01,7.219709682979420506e+00,7.303514278863569409e+00
1.125059304645285785e+01,1.140013020447002248e+02,8.474262993960447687e+00,8.423217054290539352e+00
1.206914166782410724e+01,1.153052957109034224e+02,8.466298202580404109e+00,8.507029049082063921e+00
8.276557127755218346e+00,8.716660919827701548e+01,7.849330182624325580e+00,7.757561808860377717e+00
3.870335266012211406e+01,1.456153127290037617e+02,4.919309848191726786e+00,4.904161595846320942e+00
4.945463574020438458e+00,1.218856835345459899e+02,7.387452103638378453e+00,7.407951045400352541e+00
6.369596664249792184e+01,1.347163611667223222e+02,3.079500178599618998e+00,3.094437310648539441e+00
3.315391815964986932e+01,1.007121430236751678e+02,5.559182998228958894e+00,5.589959851159431281e+00
1.602432562453661546e+01,1.417762559587163764e+02,8.268857489485396783e+00,8.178163456578911195e+00
7.895584785615542778e+00,8.449244619360906938e+01,7.715457338481699345e+00,7.530129362152490735e+00
4.574714104863500808e+01,1.032354075593822103e+02,4.223842416921642418e+00,4.187550938291460412e+00
6.235753876667615714e+01,9.900346560463231071e+01,3.171391107043453061e+00,3.082155389192739570e+00
4.682922267554021545e+01,1.282705298240495324e+02,4.129528095264689114e+00,4.059509681790497204e+00
1.939081748191056320e+01,1.223418561900267889e+02,7.686783286198305198e+00,7.900516888203166666e+00
6.433077422215899333e+01,1.142856195266345196e+02,3.067635840396630176e+00,3.183924638989681810e+00
4.139947249042231192e+01,1.366837658614739723e+02,4.628919064313561371e+00,4.611473948476444207e+00
4.702919181022635797e+01,1.366786314260656070e+02,4.111234862486926822e+00,3.967891315549770148e+00
7.266466514489623307e+01,1.422889454583158795e+02,2.722309965203390192e+00,2.592490386621209897e+00
5.418656147430736070e+01,1.506601981137657731e+02,3.584306787501864378e+00,3.620426395032552147e+00
9.774401071354233750e+00,1.549917117670937614e+02,8.822399409182446917e+00,8.929334290802712459e+00
5.571082737743742541e+01,8.195409824533778931e+01,3.532310022703778696e+00,3.503458529574192237e+00
2.358632024663804572e+01,1.457270882238290142e+02,7.077442859865961111e+00,7.090952826709057355e+00
6.330572690725458784e+01,1.518883698958001673e+02,3.086027423399120728e+00,3.111507996616311722e+00
4.521065781953625873e+01,1.077085612420868870e+02,4.269551228282391975e+00,4.376170547414071521e+00
4.348440911554674670e+01,1.351090973733403189e+02,4.424669423501390142e+00,4.236622288519022561e+00
1.173763231406556429e+01,1.025020740373585966e+02,8.339581844948448008e+00,8.355177073366258256e+00
2.656206514703450594e+00,8.612198357420396633e+01,4.758314194830005839e+00,4.798867288796937913e+00
7.799792692285797102e+01,1.147871691474852014e+02,2.584145225098255061e+00,2.679154434840639976e+00
2.913458189005762033e+00,8.127100900390644256e+01,4.894762057530744670e+00,4.934375856834562590e+00
4.618652244641381799e+00,9.075171528200866078e+01,6.557875500489423359e+00,6.447805811213925153e+00
3.695222859777890534e+01,1.535118583247942752e+02,5.125526472953190193e+00,5.067471115479651900e+00
7.502227032180836375e+01,1.524101356743072415e+02,2.637862087951508450e+00,2.485443828611559880e+00
4.354446769353467062e+01,1.397538005383576092e+02,4.418863550106276961e+00,4.438183797740085090e+00
7.938268037048590031e+01,8.484390809442469106e+01,2.588369183642443616e+00,2.607605187079508724e+00
5.741730440777713795e+01,1.019361706093849307e+02,3.419901884196984376e+00,3.471085046153232323e+00
6.574320582268438784e+01,1.492323813305512203e+02,2.979597335507268241e+00,2.882610136817345126e+00
6.563511241216825454e+01,1.309555345135900097e+02,2.997319973932621728e+00,2.883296905688888856e+00
7.546899867887543678e+01,1.520462290518414648e+02,2.624223380093984481e+00,2.776783235778509162e+00
7.752965566135777919e+01,1.343917623680542306e+02,2.577346613856082325e+00,2.595564823923139475e+00
2.654813160349246104e+01,8.033173503229386370e+01,6.403872814830604554e+00,6.578473156977691083e+00
5.681349669417588188e+01,1.252964696997463818e+02,3.437905695159438224e+00,3.481850110012758570e+00
4.091817054876300830e+01,1.274053542429153936e+02,4.676880838518670203e+00,4.530710123029805025e+00
7.831160800955282753e+01,1.393418693921746012e+02,2.550616093986591171e+00,2.631157772248049920e+00
4.750829278979281156e+01,1.154821266317010497e+02,4.076853921541898629e+00,4.200366954554690224e+00
3.230239776076970770e+01,1.312656776106830989e+02,5.712031905007250110e+00,5.666959561414746993e+00
3.183566656086382451e+00,1.301943980621444439e+02,6.293955690566646055e+00,6.101489825612247841e+00
5.845133118356439184e+01,1.017315522313012934e+02,3.363786624581474705e+00,3.430310762097874555e+00
1.507040289726650162e+00,1.402377987217417399e+02,4.355178350651453201e+00,4.341143093462290992e+00
5.205873240711663641e+01,9.871197659527736334e+01,3.748937485780625245e+00,3.776696786282303098e+00
2.156651741582359705e+01,1.062441645551549811e+02,7.276575423896422201e+00,7.007924230942572663e+00
5.420927082604766412e+01,8.503852131600700659e+01,3.619273432474061192e+00,3.664985938743852145e+00
7.934968068186338996e+01,1.582094275754187152e+02,2.506575583682212560e+00,2.231524003002374634e+00
2.820545249666919219e+01,1.522923551546974466e+02,6.337568693662478658e+00,6.250828060161951250e+00
4.479576044866763596e+01,9.986562431810652640e+01,4.305635311560010337e+00,4.394225452953010702e+00
4.472832720661726569e+01,1.512184268012776158e+02,4.308440433293951877e+00,4.125992718001315396e+00
1.344849797326292595e+01,1.291788888267415132e+02,8.490115438661323566e+00,8.303735167947690954e+00
5.916368293946392498e+01,1.294861604069256487e+02,3.305463495852090983e+00,3.260485596516853324e+00
5.639377824714041765e+01,1.567633918862226778e+02,3.445714335356855340e+00,3.610380343223700272e+00
6.182583880559185019e+01,1.071279518633180174e+02,3.188747362455914391e+00,3.350312589764552929e+00
1.805472434263143100e+01,1.242476285419104727e+02,7.897194405181810595e+00,7.836366152708525767e+00
5.884893111068790539e+00,1.585458633591973694e+02,8.272401345134634099e+00,8.372353617907116075e+00
3.180124267308241670e+01,1.265186725505350296e+02,5.776144377702710386e+00,5.834035990877171507e+00
9.820278478593884586e+00,1.001771178052605933e+02,8.265190724233647757e+00,8.291288889492026470e+00
2.250267406869900100e+01,1.346781062508925118e+02,7.230319760575963706e+00,7.265758584918439844e+00
1.849086581840863275e+00,1.552332401449740473e+02,5.159456726309463725e+00,5.086845843476644369e+00
3.247878929444856055e+01,1.217840987591287103e+02,5.677671401419162933e+00,5.757675807332444329e+00
2.917385957117775419e+01,1.300432810016788494e+02,6.159724865249015302e+00,6.265721679484419937e+00
2.643532938878941607e+01,1.041398811073325419e+02,6.516179588737975870e+00,6.786170691951765477e+00
3.115200555708772256e+01,1.133640950627885928e+02,5.848420428528413595e+00,5.939940039737471977e+00
3.699610705941716482e+00,1.384485092296407061e+02,6.866770471041578894e+00,6.621298497629290125e+00
3.508057201327542174e+01,1.394577479833637881e+02,5.350855271573403016e+00,5.230145091842615557e+00
5.247031193815404038e+01,1.249035495965974008e+02,3.708510435472231137e+00,3.741520902502581070e+00
2.627472940814523028e+01,1.202308185107094118e+02,6.584937647816532014e+00,6.591444559905768052e+00
4.554954509713990518e+01,1.338385454485108141e+02,4.237480794800571715e+00,4.051039845961859065e+00
6.427002758836019325e+01,1.307809950425556167e+02,3.056656391933553873e+00,3.042259727790411983e+00
4.224565654965332584e+01,1.145388012552793100e+02,4.542027810101857632e+00,4.505756214860817011e+00
7.418552905515939244e+01,8.193928955374174450e+01,2.742401725402508816e+00,2.736973854512758653e+00
6.177451633346449000e+01,1.041928195037599068e+02,3.193867980177048871e+00,3.181141425903160513e+00
4.480985308264757805e+01,1.444352203876969156e+02,4.301810978555678844e+00,4.393382437841768962e+00
7.154957470938663633e+00,1.375133137162956132e+02,8.386347041159554649e+00,8.532297428546019802e+00
3.776213501432524566e+01,1.008200638232163300e+02,5.003752332139312031e+00,5.071616102110257707e+00
3.239668249807956091e+00,9.729224044881938482e+01,5.652578241923758462e+00,5.541048564796744458e+00
7.647467088290564163e+01,1.552904484628617467e+02,2.591199571230047294e+00,2.504381874984788592e+00
4.169340896773405802e+00,1.323718365364940723e+02,7.102837906257312817e+00,7.036143410854839964e+00
1.703936081234333955e+01,1.009355733460154170e+02,7.892405236430382942e+00,7.886310733257660743e+00
1.503963878400556986e+01,8.023584280066175722e+01,7.886593404929094220e+00,7.843471916705886393e+00
6.896977684967014000e+01,1.082677596454973497e+02,2.885289056782274209e+00,2.849848552184090611e+00
7.265986975099059464e+01,1.288425789116246847e+02,2.733941168500376939e+00,2.641254981609156616e+00
5.822098126900844761e+01,1.500550535238397174e+02,3.344457409344812504e+00,3.438949537045129734e+00
6.834815801975700822e+01,1.073462108109160482e+02,2.909800339090331978e+00,2.994518506969904070e+00
2.120467681399985693e+01,1.282759492911731627e+02,7.422724833347935203e+00,7.517764990386464952e+00
7.168267183984895041e+01,1.527676837368551901e+02,2.748141869893667710e+00,2.739705691700003332e+00
8.540736282988934391e+00,1.524222479420815262e+02,8.737463918517239136e+00,8.782551762665974593e+00
2.509680606933534008e+01,1.482306147371442080e+02,6.831667389015160019e+00,6.740166934539407961e+00
6.880804070320213839e+01,1.314548464982619294e+02,2.869408145475807359e+00,2.767840862582838124e+00
5.542552615371758407e+01,1.282028863424947076e+02,3.518126932030650522e+00,3.463367937674845631e+00
7.470930567089517638e+01,1.372639151328976936e+02,2.659812083604135680e+00,2.717930518430431874e+00
6.797078903912270675e+01,1.127579638437881044e+02,2.918718798964738514e+00,2.903477896195231889e+00
1.728228695930189218e+01,1.399802379881441539e+02,8.082250389899238385e+00,7.967704517263999087e+00
3.376776029919734867e+01,8.190400886494047938e+01,5.444393539422375028e+00,5.453391100632687838e+00
7.911834650171250871e+01,1.546772037350272626e+02,2.515583352062935596e+00,2.557568621040007706e+00
5.638756693999536651e+01,1.373751653361023841e+02,3.455729532275509719e+00,3.471762389900161505e+00
6.361549221461541492e+01,8.093156352586467506e+01,3.134866401601324348e+00,3.067962393855307557e+00
7.085391894601470675e+00,1.367637885491318741e+02,8.362624046515955811e+00,8.368832360144942584e+00
7.632323613113800320e+01,1.263390768881086359e+02,2.620392290396168278e+00,2.578002800104636894e+00
4.426039486240063070e+01,1.292979715152976610e+02,4.352956414825767339e+00,4.320177352960279826e+00
1.271116268521335968e+01,1.319544242412568451e+02,8.567681392485759773e+00,8.558512094085500621e+00
4.610694941943714298e+01,8.992115498828636078e+01,4.194193304838208292e+00,4.269330464674233383e+00
7.327330630468212291e+01,8.321369943405859715e+01,2.769079747494700428e+00,2.951408632144828292e+00
4.378636668763125073e+01,9.689654976588940372e+01,4.394877714494173304e+00,4.550552130128973083e+00
7.945314162056638452e+01,8.647869052359456532e+01,2.583729435675798491e+00,2.646403759586302584e+00
7.423877391685554983e+01,9.730563511554569800e+01,2.717787922487928665e+00,2.677629509079224590e+00
4.002516004835121777e+01,1.379418277264378503e+02,4.772508894454448480e+00,4.741506203945262676e+00
7.738309608608334145e+01,1.066942117759504782e+02,2.611330321330112891e+00,2.584628529449077394e+00
6.150284935854661228e+01,1.259285136885032301e+02,3.189024072439999635e+00,3.304128153979254634e+00
2.075316731985812879e+01,1.005382230403573232e+02,7.370669170620971933e+00,7.094137234208841569e+00
8.329971742793414791e+00,1.494530412484160991e+02,8.691273379929143061e+00,8.717053555682939603e+00
2.664981274830932279e+00,8.558121756848572659e+01,4.752900136161290590e+00,4.553651193177681300e+00
4.195530902641264248e+01,1.241005072126468178e+02,4.571795195128886213e+00,4.571408177144669516e+00
6.051939566284644201e+01,1.234629821712363338e+02,3.239561013462537886e+00,3.372015510807690131e+00
1.089556844635351140e+01,1.425187724265638849e+02,8.729931846367582793e+00,8.638837745370558707e+00
1.655257934696325250e+01,1.504115717668496472e+02,8.231509789832614388e+00,8.003223013819424025e+00
7.791914422395502982e+01,1.393649458106547456e+02,2.561722338000711474e+00,2.691434406791928691e+00
6.465689608849478986e+01,8.904919426921151171e+01,3.079819290755551719e+00,3.230401530556722633e+00
2.619961323425895827e+01,1.411989218743865706e+02,6.639705218914975227e+00,6.689562924671882627e+00
7.544196988187619013e+01,1.181510332477703429e+02,2.655424964465135318e+00,2.780951793807763472e+00
3.845165165341846603e+01,1.007383772557863608e+02,4.927465113667512497e+00,4.847216135644853985e+00
2.068774537760978305e+01,1.409514806417834620e+02,7.547947451194100488e+00,7.665208950373680885e+00
2.792816222536145077e+01,1.439309651207658476e+02,6.370014406116101924e+00,6.540076826094671780e+00
2.213759592140562660e+01,1.189155414308596761e+02,7.239514201165947682e+00,7.303532094251727003e+00
5.576070379130499077e+01,1.468689454277757136e+02,3.488209885574983904e+00,3.516316304069729615e+00
3.022203382973829733e+01,1.458338830385527558e+02,6.023728069369548521e+00,6.152056903254725206e+00
4.643602593559324276e+01,1.417814665093472968e+02,4.159929653794316451e+00,4.273124408570359023e+00
4.981910247989988960e+01,1.345441053302669729e+02,3.892567518673418103e+00,3.817684779782087201e+00
4.060857424676551375e+01,1.256536741642496366e+02,4.708535109550449071e+00,4.844537774414274800e+00
3.648884343834278354e+01,1.203593359952236881e+02,5.165573630687148921e+00,5.240035599008674438e+00
2.850598510303263922e+01,1.176655982578671455e+02,6.238120958546607753e+00,6.253990437702857896e+00
1.907247519156373627e+01,1.107224623328328619e+02,7.677346424030292660e+00,7.807718313282227207e+00
8.001142755107988336e+00,1.044600741120198535e+02,8.110067735580450687e+00,8.202612985202984319e+00
5.608838279956694350e+01,9.470036730731999342e+01,3.500646166306603746e+00,3.575239617825322735e+00
1.765133784918898385e+00,8.844358623325217650e+01,3.685647753737008703e+00,3.634862933961918507e+00
5.880686173443270093e+01,8.972225513533157937e+01,3.355502593210015760e+00,3.438850055206707168e+00
6.044537187348889518e+01,1.523951494262326491e+02,3.224889354204932168e+00,3.114037912974732425e+00
6.458052688825375753e+01,1.524754988048653104e+02,3.027967280445957865e+00,3.015322368168809053e+00
5.151062665202604762e+01,1.183270890537073115e+02,3.777055093826081844e+00,3.607728966127517367e+00
7.621225224646615004e+01,1.537390358579576457e+02,2.600243640145532886e+00,2.429804450184977593e+00
3.090410428752820593e+01,1.457478361936546207e+02,5.923798473994583702e+00,5.968104084326974146e+00
3.697701610310566167e+01,1.176133067191466921e+02,5.106092816275063839e+00,5.097892146319158435e+00
2.347554513136709531e+01,1.554650744696373295e+02,7.115702417928995160e+00,7.124177858053551304e+00
1.314809381274940847e+00,1.065695669368055434e+02,3.373685704177341815e+00,3.432880701852219829e+00
3.530754137409335414e+01,1.271157120084526753e+02,5.314348719276713595e+00,5.349347088056459754e+00
4.016965373069094625e+01,1.569716738048450679e+02,4.759692145242523154e+00,4.671053710092309075e+00
3.738003413364900496e+01,9.866284304618841361e+01,5.044739238526654290e+00,5.052082416802718967e+00
3.389047896896256518e+00,1.467155558410747460e+02,6.747533290618841662e+00,6.740826269826266426e+00
1.321944869245222698e+01,1.097519039743377931e+02,8.351789907663478729e+00,8.299792866783384682e+00
