t,E,M,L,dM_dt,dM_dt_noisy
2.536507301460292041e+01,2.118366959915811378e+02,1.035634661530866367e+02,3.733685639838777774e+02,-4.159446465023121098e-01,-1.295817062464963421e-01
2.537507501500300222e+01,2.118314945064267363e+02,1.035593083840891921e+02,3.735198917758654034e+02,-4.154411621661657783e-01,-2.963159016013631186e-01
2.538507701540308048e+01,2.118262999063143752e+02,1.035551556489413372e+02,3.736712171084324154e+02,-4.149381810683578919e-01,-3.111549066782564044e-01
2.539507901580316229e+01,2.118211121816449349e+02,1.035510079426470611e+02,3.738225399846214714e+02,-4.144357031001471015e-01,-5.331558426751975555e-02
2.540508101620324055e+01,2.118159313228329381e+02,1.035468652602118453e+02,3.739738604074722161e+02,-4.139337281512690536e-01,-4.892220215877671197e-01
2.541508301660332236e+01,2.118107573203065783e+02,1.035427275966425498e+02,3.741251783800219641e+02,-4.134322561100227666e-01,-4.812788284580958864e-01
2.542508501700340062e+01,2.118055901645077768e+02,1.035385949469474696e+02,3.742764939053049602e+02,-4.129312868631972444e-01,-3.654541570340922862e-01
2.543508701740348243e+01,2.118004298458920687e+02,1.035344673061363494e+02,3.744278069863532892e+02,-4.124308202961010084e-01,-3.421849300992547693e-01
2.544508901780356069e+01,2.117952763549287738e+02,1.035303446692203551e+02,3.745791176261959095e+02,-4.119308562925552142e-01,-7.248097269885487304e-01
2.545509101820364251e+01,2.117901296821007406e+02,1.035262270312120592e+02,3.747304258278595057e+02,-4.114313947349275136e-01,-1.387802371701286064e-01
2.546509301860372076e+01,2.117849898179046590e+02,1.035221143871255123e+02,3.748817315943676931e+02,-4.109324355040576693e-01,-3.383663164452067051e-01
2.547509501900380258e+01,2.117798567528507476e+02,1.035180067319761434e+02,3.750330349287419267e+02,-4.104339784793599177e-01,-4.166889275766891276e-01
2.548509701940388084e+01,2.117747304774630095e+02,1.035139040607808454e+02,3.751843358340004784e+02,-4.099360235387026208e-01,-2.586664397233461865e-01
2.549509901980396265e+01,2.117696109822488779e+02,1.035098063685663305e+02,3.753356343131613926e+02,-4.094385705654767227e-01,-4.615534506306501195e-01
2.550510102020404091e+01,2.117644982574356050e+02,1.035057136504159274e+02,3.754869303692640869e+02,-4.089416195014534683e-01,-1.402242876107751002e-01
2.551510302060412272e+01,2.117593922935388093e+02,1.035016259012838304e+02,3.756382240053371788e+02,-4.084451702077389612e-01,-3.681615076946249121e-01
2.552510502100420098e+01,2.117542930811844428e+02,1.034975431160937092e+02,3.757895152244006454e+02,-4.079492225202516753e-01,-2.363587323430089704e-01
2.553510702140428279e+01,2.117492006110100817e+02,1.034934652897721463e+02,3.759408040294721900e+02,-4.074537762741282654e-01,-5.573639739966850248e-01
2.554510902180436105e+01,2.117441148736648984e+02,1.034893924172486095e+02,3.760920904235664466e+02,-4.069588313037663108e-01,-4.352701147014089167e-01
2.555511102220444286e+01,2.117390358598098317e+02,1.034853244934554937e+02,3.762433744096954342e+02,-4.064643874428127690e-01,-3.049549537844944425e-01
2.556511302260452112e+01,2.117339635601174734e+02,1.034812615133281213e+02,3.763946559908683298e+02,-4.059704445241490989e-01,-5.681142450078313644e-01
2.557511502300460293e+01,2.117288979652720116e+02,1.034772034718046996e+02,3.765459351700917523e+02,-4.054770023799256773e-01,-5.107057353382467024e-01
2.558511702340468119e+01,2.117238390659694005e+02,1.034731503638263348e+02,3.766972119503693079e+02,-4.049840608415101739e-01,-3.889424248622772029e-01
2.559511902380476300e+01,2.117187868529171908e+02,1.034691021843370891e+02,3.768484863347021587e+02,-4.044916197395512780e-01,-1.556750046944774812e-01
2.560512102420484126e+01,2.117137413168346711e+02,1.034650589282838808e+02,3.769997583260884539e+02,-4.039996789039125291e-01,-2.256290520179181636e-01
2.561512302460492307e+01,2.117087024484526978e+02,1.034610205906165703e+02,3.771510279275237849e+02,-4.035082381637141724e-01,-1.966732362020710279e-01
2.562512502500500133e+01,2.117036702385138938e+02,1.034569871662879308e+02,3.773022951420008440e+02,-4.030172973473409304e-01,-3.164469681745001317e-01
2.563512702540508315e+01,2.116986446777725348e+02,1.034529586502536063e+02,3.774535599725097654e+02,-4.025268562823810514e-01,-1.964094350075854811e-01
2.564512902580516140e+01,2.116936257569944928e+02,1.034489350374721965e+02,3.776048224220377847e+02,-4.020369147957116862e-01,-6.829657701050312335e-02
2.565513102620524322e+01,2.116886134669573778e+02,1.034449163229051862e+02,3.777560824935694086e+02,-4.015474727134352717e-01,-3.424192939330849006e-01
2.566513302660532148e+01,2.116836077984504527e+02,1.034409025015169732e+02,3.779073401900864724e+02,-4.010585298608826399e-01,-2.886150942300354516e-01
2.567513502700540329e+01,2.116786087422746618e+02,1.034368935682748827e+02,3.780585955145680259e+02,-4.005700860626608684e-01,-2.585548782994366857e-01
2.568513702740548155e+01,2.116736162892426023e+02,1.034328895181491106e+02,3.782098484699902770e+02,-4.000821411425918850e-01,-7.752869337254426618e-01
2.569513902780556336e+01,2.116686304301785242e+02,1.034288903461127944e+02,3.783610990593269321e+02,-3.995946949237594303e-01,-3.945612659134707934e-01
2.570514102820564162e+01,2.116636511559183589e+02,1.034248960471419707e+02,3.785123472855486852e+02,-3.991077472284886296e-01,-2.907747398001124806e-01
2.571514302860572343e+01,2.116586784573097475e+02,1.034209066162155892e+02,3.786635931516236724e+02,-3.986212978783447713e-01,-2.232641118763410426e-01
2.572514502900580169e+01,2.116537123252119272e+02,1.034169220483155129e+02,3.788148366605171304e+02,-3.981353466941208730e-01,-4.379419872813913872e-01
2.573514702940588350e+01,2.116487527504958734e+02,1.034129423384265039e+02,3.789660778151917384e+02,-3.976498934958835330e-01,-1.783978476441700767e-01
2.574514902980596176e+01,2.116437997240441860e+02,1.034089674815362230e+02,3.791173166186072763e+02,-3.971649381029073167e-01,-5.011447603941721063e-01
2.575515103020604357e+01,2.116388532367511459e+02,1.034049974726352730e+02,3.792685530737208524e+02,-3.966804803337409258e-01,-4.081294648400015657e-01
2.576515303060612183e+01,2.116339132795227158e+02,1.034010323067171555e+02,3.794197871834866760e+02,-3.961965200061440262e-01,-3.605643825551013704e-02
2.577515503100620364e+01,2.116289798432764826e+02,1.033970719787782571e+02,3.795710189508565691e+02,-3.957130569371506423e-01,-6.424727407336008334e-01
2.578515703140628190e+01,2.116240529189417714e+02,1.033931164838178915e+02,3.797222483787791703e+02,-3.952300909430054299e-01,-3.881181795912127530e-01
2.579515903180636371e+01,2.116191324974595034e+02,1.033891658168383003e+02,3.798734754702007308e+02,-3.947476218392069747e-01,-4.018121592690473420e-01
2.580516103220644197e+01,2.116142185697823379e+02,1.033852199728446095e+02,3.800247002280644892e+02,-3.942656494404985779e-01,-3.903036461306043647e-01
2.581516303260652379e+01,2.116093111268745588e+02,1.033812789468448585e+02,3.801759226553111830e+02,-3.937841735608462734e-01,-4.788567134325731889e-01
2.582516503300660204e+01,2.116044101597121312e+02,1.033773427338499999e+02,3.803271427548785937e+02,-3.933031940134824600e-01,-2.422147943248017798e-01
2.583516703340668386e+01,2.115995156592827016e+02,1.033734113288738854e+02,3.804783605297018312e+02,-3.928227106108544975e-01,-5.859837814404071921e-01
2.584516903380676212e+01,2.115946276165855693e+02,1.033694847269333081e+02,3.806295759827133338e+02,-3.923427231646623436e-01,-6.360894789488706902e-01
2.585517103420684393e+01,2.115897460226316582e+02,1.033655629230479462e+02,3.807807891168426977e+02,-3.918632314858538912e-01,-2.759247569929195176e-01
2.586517303460692219e+01,2.115848708684436872e+02,1.033616459122403626e+02,3.809319999350167905e+02,-3.913842353845844446e-01,-6.102183546408425086e-01
2.587517503500700400e+01,2.115800021450558859e+02,1.033577336895360901e+02,3.810832084401598081e+02,-3.909057346702798919e-01,-2.969467634102453402e-01
2.588517703540708226e+01,2.115751398435143074e+02,1.033538262499635323e+02,3.812344146351930476e+02,-3.904277291515884096e-01,-3.674769461160674600e-01
2.589517903580716407e+01,2.115702839548765439e+02,1.033499235885539917e+02,3.813856185230353049e+02,-3.899502186363966727e-01,-5.087352876163971915e-01
2.590518103620724233e+01,2.115654344702119545e+02,1.033460257003417126e+02,3.815368201066023630e+02,-3.894732029318364042e-01,-4.405017580325718551e-01
2.591518303660732414e+01,2.115605913806014939e+02,1.033421325803638382e+02,3.816880193888074473e+02,-3.889966818442734953e-01,-3.912738052543180411e-01
2.592518503700740240e+01,2.115557546771378270e+02,1.033382442236603964e+02,3.818392163725609407e+02,-3.885206551792996787e-01,-2.817142200806487251e-01
2.593518703740748421e+01,2.115509243509252713e+02,1.033343606252743569e+02,3.819904110607704979e+02,-3.880451227417722748e-01,-4.977597822273801542e-01
2.594518903780756247e+01,2.115461003930798256e+02,1.033304817802515885e+02,3.821416034563410449e+02,-3.875700843357436920e-01,-4.133740196713830972e-01
2.595519103820764428e+01,2.115412827947291419e+02,1.033266076836408587e+02,3.822927935621748361e+02,-3.870955397645471363e-01,-6.576641409613461775e-01
2.596519303860772254e+01,2.115364715470125532e+02,1.033227383304938627e+02,3.824439813811711701e+02,-3.866214888307177855e-01,-4.262424446503200737e-01
2.597519503900780435e+01,2.115316666410810740e+02,1.033188737158651946e+02,3.825951669162269013e+02,-3.861479313360381971e-01,-7.548115362469787204e-01
2.598519703940788261e+01,2.115268680680973716e+02,1.033150138348123477e+02,3.827463501702358144e+02,-3.856748670815316471e-01,-3.806476053599787690e-01
2.599519903980796443e+01,2.115220758192357380e+02,1.033111586823957566e+02,3.828975311460891930e+02,-3.852022958674655717e-01,-4.625421824873305887e-01
2.600520104020804268e+01,2.115172898856822599e+02,1.033073082536787410e+02,3.830487098466754219e+02,-3.847302174933121544e-01,4.670824709749910042e-02
2.601520304060812450e+01,2.115125102586345349e+02,1.033034625437275196e+02,3.831998862748803276e+02,-3.842586317577938448e-01,-1.148130701792173247e-01
2.602520504100820276e+01,2.115077369293019558e+02,1.032996215476112667e+02,3.833510604335867242e+02,-3.837875384588829153e-01,-4.015744592125656820e-01
2.603520704140828457e+01,2.115029698889055112e+02,1.032957852604019990e+02,3.835022323256749246e+02,-3.833169373937689306e-01,-1.820647317299742274e-01
2.604520904180836283e+01,2.114982091286778996e+02,1.032919536771746891e+02,3.836534019540223426e+02,-3.828468283588680743e-01,-3.148528055877445331e-01
2.605521104220844464e+01,2.114934546398634438e+02,1.032881267930072227e+02,3.838045693215037772e+02,-3.823772111498537907e-01,-6.008846898781331491e-01
2.606521304260852290e+01,2.114887064137182051e+02,1.032843046029803844e+02,3.839557344309911286e+02,-3.819080855616235892e-01,-8.560433850189610450e-01
2.607521504300860116e+01,2.114839644415098405e+02,1.032804871021778439e+02,3.841068972853536820e+02,-3.814394513882932713e-01,-1.499434559715507598e-01
2.608521704340868297e+01,2.114792287145177170e+02,1.032766742856862123e+02,3.842580578874579373e+02,-3.809713084232339009e-01,-2.936245228909177829e-01
2.609521904380876123e+01,2.114744992240328827e+02,1.032728661485950141e+02,3.844092162401675523e+02,-3.805036564590293935e-01,-7.621732585142186878e-01
2.610522104420884304e+01,2.114697759613579819e+02,1.032690626859966443e+02,3.845603723463436268e+02,-3.800364952875089353e-01,-2.439884585446964738e-01
2.611522304460892130e+01,2.114650589178074256e+02,1.032652638929864395e+02,3.847115262088443046e+02,-3.795698246997319947e-01,-1.885753416443528840e-01
2.612522504500900311e+01,2.114603480847072490e+02,1.032614697646626496e+02,3.848626778305252287e+02,-3.791036444859856580e-01,-5.075690533275837302e-01
2.613522704540908137e+01,2.114556434533951119e+02,1.032576802961264235e+02,3.850138272142390292e+02,-3.786379544358042804e-01,-2.128956895133397031e-01
2.614522904580916318e+01,2.114509450152204408e+02,1.032538954824818092e+02,3.851649743628358920e+02,-3.781727543379207468e-01,-7.143769465188738454e-01
2.615523104620924144e+01,2.114462527615442298e+02,1.032501153188357677e+02,3.853161192791628764e+02,-3.777080439803287559e-01,-4.141058687102964209e-01
2.616523304660932325e+01,2.114415666837392109e+02,1.032463398002982018e+02,3.854672619660646546e+02,-3.772438231502597272e-01,-3.630483896967967583e-01
2.617523504700940151e+01,2.114368867731897694e+02,1.032425689219818707e+02,3.856184024263829428e+02,-3.767800916341365047e-01,-2.134671310502444797e-01
2.618523704740948332e+01,2.114322130212919149e+02,1.032388026790024895e+02,3.857695406629568424e+02,-3.763168492176480751e-01,-2.898834857329046222e-01
2.619523904780956158e+01,2.114275454194534234e+02,1.032350410664786580e+02,3.859206766786224989e+02,-3.758540956856858406e-01,-3.247726447698539021e-01
2.620524104820964340e+01,2.114228839590936389e+02,1.032312840795318891e+02,3.860718104762136704e+02,-3.753918308224082345e-01,-2.578280021147435486e-01
2.621524304860972165e+01,2.114182286316436148e+02,1.032275317132866093e+02,3.862229420585609887e+02,-3.749300544111593414e-01,-4.993295549974965386e-01
2.622524504900980347e+01,2.114135794285461145e+02,1.032237839628701579e+02,3.863740714284925843e+02,-3.744687662345549395e-01,-7.270281263349637202e-02
2.623524704940988173e+01,2.114089363412554690e+02,1.032200408234127593e+02,3.865251985888336890e+02,-3.740079660744053403e-01,-4.359956231165659224e-01
2.624524904980996354e+01,2.114042993612377757e+02,1.032163022900475937e+02,3.866763235424070331e+02,-3.735476537117771167e-01,-2.088739795037238556e-01
2.625525105021004180e+01,2.113996684799707850e+02,1.032125683579107260e+02,3.868274462920322208e+02,-3.730878289269392578e-01,-3.680178228025396403e-01
2.626525305061012361e+01,2.113950436889438436e+02,1.032088390221410918e+02,3.869785668405264687e+02,-3.726284914994107966e-01,-4.161166381224972732e-01
2.627525505101020187e+01,2.113904249796580928e+02,1.032051142778806110e+02,3.871296851907040377e+02,-3.721696412079199545e-01,-2.494675771220560279e-01
2.628525705141028368e+01,2.113858123436261849e+02,1.032013941202740597e+02,3.872808013453765739e+02,-3.717112778304534348e-01,-2.769382933310252648e-01
2.629525905181036194e+01,2.113812057723725957e+02,1.031976785444691416e+02,3.874319153073528241e+02,-3.712534011441899207e-01,-9.722476323506862306e-02
2.630526105221044375e+01,2.113766052574333401e+02,1.031939675456164736e+02,3.875830270794390344e+02,-3.707960109255591385e-01,-1.506131411727034131e-01
2.631526305261052201e+01,2.113720107903562280e+02,1.031902611188695715e+02,3.877341366644383243e+02,-3.703391069502115496e-01,-4.783881761498146590e-01
2.632526505301060382e+01,2.113674223627006086e+02,1.031865592593848504e+02,3.878852440651515394e+02,-3.698826889930112438e-01,-2.642809746146566052e-01
2.633526705341068208e+01,2.113628399660376260e+02,1.031828619623216667e+02,3.880363492843763424e+02,-3.694267568280652503e-01,-3.435798530111175975e-01
2.634526905381076389e+01,2.113582635919499921e+02,1.031791692228422761e+02,3.881874523249079516e+02,-3.689713102287215385e-01,-5.226344508872106109e-01
2.635527105421084215e+01,2.113536932320321284e+02,1.031754810361118189e+02,3.883385531895386293e+02,-3.685163489675167270e-01,-5.831468031049362732e-01
2.636527305461092396e+01,2.113491288778901094e+02,1.031717973972983771e+02,3.884896518810581370e+02,-3.680618728162413644e-01,-3.118103583327110351e-01
2.637527505501100222e+01,2.113445705211417476e+02,1.031681183015729175e+02,3.886407484022532230e+02,-3.676078815458925231e-01,-4.692870077910893389e-01
2.638527705541108404e+01,2.113400181534164233e+02,1.031644437441093345e+02,3.887918427559080783e+02,-3.671543749267202061e-01,-6.391953841990880569e-01
2.639527905581116229e+01,2.113354717663552549e+02,1.031607737200844355e+02,3.889429349448041080e+02,-3.667013527281637320e-01,-3.804804805741086038e-01
2.640528105621124411e+01,2.113309313516109853e+02,1.031571082246778985e+02,3.890940249717199322e+02,-3.662488147189200127e-01,-3.169674890935800793e-01
2.641528305661132237e+01,2.113263969008480672e+02,1.031534472530723718e+02,3.892451128394313287e+02,-3.657967606668928173e-01,-3.409041934977344868e-01
2.642528505701140418e+01,2.113218684057426060e+02,1.031497908004533599e+02,3.893961985507116879e+02,-3.653451903392122002e-01,-6.012913901933756300e-01
2.643528705741148244e+01,2.113173458579823603e+02,1.031461388620092947e+02,3.895472821083311601e+02,-3.648941035022380541e-01,-4.759754023039477477e-01
2.644528905781156425e+01,2.113128292492667697e+02,1.031424914329315357e+02,3.896983635150575651e+02,-3.644434999215498960e-01,-8.604585707996004196e-02
2.645529105821164251e+01,2.113083185713069554e+02,1.031388485084143412e+02,3.898494427736557100e+02,-3.639933793619641866e-01,-5.132741308713248962e-01
2.646529305861172432e+01,2.113038138158256913e+02,1.031352100836548544e+02,3.900005198868879006e+02,-3.635437415874949174e-01,-4.243579420001729607e-01
2.647529505901180258e+01,2.112993149745574328e+02,1.031315761538531603e+02,3.901515948575133734e+02,-3.630945863613926905e-01,1.021609072633498094e-01
2.648529705941188439e+01,2.112948220392482881e+02,1.031279467142122428e+02,3.903026676882889774e+02,-3.626459134461403888e-01,-2.887190325397438473e-01
2.649529905981196265e+01,2.112903350016560182e+02,1.031243217599379847e+02,3.904537383819685488e+02,-3.621977226034434061e-01,-4.584540753018994663e-01
2.650530106021204446e+01,2.112858538535501225e+02,1.031207012862392105e+02,3.906048069413033090e+02,-3.617500135942098849e-01,-7.465635615071777309e-01
2.651530306061212272e+01,2.112813785867117247e+02,1.031170852883276012e+02,3.907558733690416375e+02,-3.613027861785846895e-01,-2.958209104152621505e-01
2.652530506101220453e+01,2.112769091929335730e+02,1.031134737614178079e+02,3.909069376679292986e+02,-3.608560401159358610e-01,-6.350411888399847271e-01
2.653530706141228279e+01,2.112724456640201538e+02,1.031098667007273377e+02,3.910579998407092148e+02,-3.604097751648543957e-01,-3.620944425551484991e-01
2.654530906181236460e+01,2.112679879917876065e+02,1.031062641014766399e+02,3.912090598901215799e+02,-3.599639910831439193e-01,-5.300771237374948264e-01
2.655531106221244286e+01,2.112635361680637232e+02,1.031026659588890624e+02,3.913601178189038592e+02,-3.595186876278327892e-01,-6.911668523386437224e-01
2.656531306261252467e+01,2.112590901846879490e+02,1.030990722681908665e+02,3.915111736297907896e+02,-3.590738645551849739e-01,-2.581627939340763733e-02
2.657531506301260293e+01,2.112546500335114672e+02,1.030954830246112124e+02,3.916622273255142659e+02,-3.586295216206553116e-01,-3.773027147834076556e-01
2.658531706341268475e+01,2.112502157063970571e+02,1.030918982233822021e+02,3.918132789088036247e+02,-3.581856585789586767e-01,-1.720100822891976744e-01
2.659531906381276301e+01,2.112457871952192079e+02,1.030883178597388081e+02,3.919643283823852471e+02,-3.577422751840014792e-01,-2.077670452566089121e-01
2.660532106421284482e+01,2.112413644918640330e+02,1.030847419289189162e+02,3.921153757489829559e+02,-3.572993711889064228e-01,-5.013221907415399414e-01
2.661532306461292308e+01,2.112369475882293841e+02,1.030811704261633537e+02,3.922664210113176182e+02,-3.568569463460441460e-01,-3.371900600616239418e-01
2.662532506501300489e+01,2.112325364762247091e+02,1.030776033467158186e+02,3.924174641721075432e+02,-3.564150004069821520e-01,-4.260476717697647686e-01
2.663532706541308315e+01,2.112281311477711938e+02,1.030740406858229647e+02,3.925685052340682546e+02,-3.559735331225208910e-01,-1.615312970368446566e-01
2.664532906581316496e+01,2.112237315948016203e+02,1.030704824387342882e+02,3.927195441999124341e+02,-3.555325442426702232e-01,-2.679401799275757390e-01
2.665533106621324322e+01,2.112193378092605087e+02,1.030669286007022691e+02,3.928705810723501486e+02,-3.550920335166555253e-01,-4.245932001088443819e-01
2.666533306661332503e+01,2.112149497831040037e+02,1.030633791669822443e+02,3.930216158540886227e+02,-3.546520006929514413e-01,-2.168016696037422530e-02
2.667533506701340329e+01,2.112105675082999312e+02,1.030598341328324921e+02,3.931726485478323525e+02,-3.542124455192134924e-01,-2.492796024204947947e-01
2.668533706741348510e+01,2.112061909768277985e+02,1.030562934935141755e+02,3.933236791562832195e+02,-3.537733677423339218e-01,-2.602988444757579067e-01
2.669533906781356336e+01,2.112018201806787658e+02,1.030527572442913709e+02,3.934747076821400924e+02,-3.533347671084102748e-01,-5.088440695683023041e-01
2.670534106821364517e+01,2.111974551118556747e+02,1.030492253804310820e+02,3.936257341280993387e+02,-3.528966433627807042e-01,-2.704462895459369132e-01
2.671534306861372343e+01,2.111930957622946039e+02,1.030456978972036808e+02,3.937767584968654546e+02,-3.524589962617952210e-01,-6.444487233255682401e-01
2.672534506901380524e+01,2.111887421236876037e+02,1.030421747898486871e+02,3.939277807911828972e+02,-3.520218255891209846e-01,-2.587359608579592463e-01
2.673534706941388350e+01,2.111843941880758564e+02,1.030386560535595351e+02,3.940788010137543438e+02,-3.515851310630897508e-01,-5.378006811932447562e-01
2.674534906981396531e+01,2.111800519475550288e+02,1.030351416835304548e+02,3.942298191672742860e+02,-3.511489123942518331e-01,-3.136945401333148253e-01
2.675535107021404357e+01,2.111757153942306502e+02,1.030316316749594705e+02,3.943808352544344302e+02,-3.507131692929068567e-01,-4.054620994458461025e-01
2.676535307061412539e+01,2.111713845202180551e+02,1.030281260230482587e+02,3.945318492779237545e+02,-3.502779014690784454e-01,-3.039157291154845342e-01
2.677535507101420365e+01,2.111670593176423267e+02,1.030246247230022760e+02,3.946828612404286787e+02,-3.498431086325307637e-01,-2.777427847072841960e-01
2.678535707141428546e+01,2.111627397786385245e+02,1.030211277700306454e+02,3.948338711446328375e+02,-3.494087904927184463e-01,-3.604578086530669245e-01
2.679535907181436372e+01,2.111584258953513711e+02,1.030176351593462414e+02,3.949848789932171940e+02,-3.489749467588846299e-01,-3.598273841117605176e-01
2.680536107221444553e+01,2.111541176599355367e+02,1.030141468861656335e+02,3.951358847888602099e+02,-3.485415771399251739e-01,-6.459019537353991591e-01
2.681536307261452379e+01,2.111498150645554404e+02,1.030106629457091572e+02,3.952868885342374483e+02,-3.481086813445424255e-01,-7.276920644931401672e-01
2.682536507301460560e+01,2.111455181013853633e+02,1.030071833332008140e+02,3.954378902320218572e+02,-3.476762590811152132e-01,-9.535844634022055955e-02
2.683536707341468386e+01,2.111412267626093637e+02,1.030037080438683574e+02,3.955888898848837698e+02,-3.472443100577620179e-01,-2.324475713349823391e-01
2.684536907381476567e+01,2.111369410404213909e+02,1.030002370729432499e+02,3.957398874954909047e+02,-3.468128339823152162e-01,-6.426427159978883585e-01
2.685537107421484393e+01,2.111326609270251708e+02,1.029967704156606771e+02,3.958908830665080245e+02,-3.463818305623831417e-01,3.545894534656068853e-02
2.686537307461492574e+01,2.111283864146342637e+02,1.029933080672595338e+02,3.960418766005975613e+02,-3.459512995052359541e-01,-4.888304486515787639e-01
2.687537507501500400e+01,2.111241174954720350e+02,1.029898500229824521e+02,3.961928681004190480e+02,-3.455212405179176605e-01,-2.433287276085454032e-01
2.688537707541508581e+01,2.111198541617717410e+02,1.029863962780757731e+02,3.963438575686294598e+02,-3.450916533071753944e-01,-2.600454713095791681e-01
2.689537907581516407e+01,2.111155964057763583e+02,1.029829468277895472e+02,3.964948450078828728e+02,-3.446625375795003832e-01,-3.229513341306385343e-01
2.690538107621524588e+01,2.111113442197387542e+02,1.029795016673775763e+02,3.966458304208311461e+02,-3.442338930410978604e-01,-2.225399109192915947e-01
2.691538307661532414e+01,2.111070975959216298e+02,1.029760607920973428e+02,3.967968138101228988e+02,-3.438057193978886206e-01,-6.185898400952225540e-01
2.692538507701540595e+01,2.111028565265974919e+02,1.029726241972100809e+02,3.969477951784045331e+02,-3.433780163555351095e-01,-3.506061410575338488e-01
2.693538707741548421e+01,2.110986210040486242e+02,1.029691918779807196e+02,3.970987745283194386e+02,-3.429507836194218839e-01,-3.937617240827718801e-01
2.694538907781556603e+01,2.110943910205672012e+02,1.029657638296779254e+02,3.972497518625086741e+02,-3.425240208946654930e-01,-3.250113764182341325e-01
2.695539107821564428e+01,2.110901665684552029e+02,1.029623400475740738e+02,3.974007271836102291e+02,-3.420977278860953819e-01,-3.969331342944327767e-01
2.696539307861572610e+01,2.110859476400243864e+02,1.029589205269452776e+02,3.975517004942598192e+02,-3.416719042982687693e-01,-4.700845573829038893e-01
2.697539507901580436e+01,2.110817342275964279e+02,1.029555052630713448e+02,3.977026717970900904e+02,-3.412465498354635418e-01,-4.874795825087384626e-01
2.698539707941588617e+01,2.110775263235027239e+02,1.029520942512358062e+02,3.978536410947313584e+02,-3.408216642016993481e-01,-1.638865454277809164e-01
2.699539907981596443e+01,2.110733239200845333e+02,1.029486874867259303e+02,3.980046083898110396e+02,-3.403972471006969647e-01,-5.099975675706732714e-01
2.700540108021604269e+01,2.110691270096930054e+02,1.029452849648327089e+02,3.981555736849539358e+02,-3.399732982359155997e-01,-2.674812373844570601e-01
2.701540308061612450e+01,2.110649355846889819e+02,1.029418866808508142e+02,3.983065369827822337e+02,-3.395498173105415685e-01,-2.695735028818941892e-01
2.702540508101620276e+01,2.110607496374432515e+02,1.029384926300786702e+02,3.984574982859153920e+02,-3.391268040274593165e-01,-3.587067018986734301e-01
2.703540708141628457e+01,2.110565691603363518e+02,1.029351028078184243e+02,3.986084575969701405e+02,-3.387042580893172561e-01,-2.540302069305055976e-01
2.704540908181636283e+01,2.110523941457586830e+02,1.029317172093759183e+02,3.987594149185606511e+02,-3.382821791984502724e-01,-2.298646651601161106e-01
2.705541108221644464e+01,2.110482245861104218e+02,1.029283358300607460e+02,3.989103702532983675e+02,-3.378605670569415631e-01,-4.442916376542114243e-01
2.706541308261652290e+01,2.110440604738016077e+02,1.029249586651861819e+02,3.990613236037919478e+02,-3.374394213665746767e-01,-2.702063482738187861e-01
2.707541508301660471e+01,2.110399018012521140e+02,1.029215857100692517e+02,3.992122749726476059e+02,-3.370187418288775882e-01,4.409189664893997662e-02
2.708541708341668297e+01,2.110357485608915908e+02,1.029182169600307049e+02,3.993632243624686566e+02,-3.365985281450935007e-01,-5.507803794736073622e-01
2.709541908381676478e+01,2.110316007451595510e+02,1.029148524103949569e+02,3.995141717758558570e+02,-3.361787800161668560e-01,-3.966605671370920794e-01
2.710542108421684304e+01,2.110274583465053126e+02,1.029114920564902320e+02,3.996651172154072924e+02,-3.357594971428046193e-01,-4.891454228901234158e-01
2.711542308461692485e+01,2.110233213573880562e+02,1.029081358936483781e+02,3.998160606837183195e+02,-3.353406792253957880e-01,6.166158489156620126e-02
2.712542508501700311e+01,2.110191897702767108e+02,1.029047839172050374e+02,3.999670021833815667e+02,-3.349223259640776718e-01,-6.154798215173826748e-01
2.713542708541708492e+01,2.110150635776500962e+02,1.029014361224995326e+02,4.001179417169872181e+02,-3.345044370586904847e-01,-3.330877086830182354e-01
2.714542908581716318e+01,2.110109427719968096e+02,1.028980925048749242e+02,4.002688792871225019e+02,-3.340870122088224203e-01,-1.482591520228763726e-01
2.715543108621724500e+01,2.110068273458152817e+02,1.028947530596779671e+02,4.004198148963721451e+02,-3.336700511137448144e-01,-5.073099551174313770e-01
2.716543308661732326e+01,2.110027172916138340e+02,1.028914177822591824e+02,4.005707485473181464e+02,-3.332535534724788695e-01,-3.604560087893065035e-01
2.717543508701740507e+01,2.109986126019105086e+02,1.028880866679727433e+02,4.007216802425398328e+02,-3.328375189837581294e-01,-4.752312909435539301e-01
2.718543708741748333e+01,2.109945132692332095e+02,1.028847597121766029e+02,4.008726099846138595e+02,-3.324219473460341412e-01,-6.005078403187019687e-01
2.719543908781756514e+01,2.109904192861197316e+02,1.028814369102324235e+02,4.010235377761141535e+02,-3.320068382574787869e-01,-3.462151331176765989e-01
2.720544108821764340e+01,2.109863306451175617e+02,1.028781182575055482e+02,4.011744636196120837e+02,-3.315921914159845052e-01,-2.329531773779627835e-01
2.721544308861772521e+01,2.109822473387841058e+02,1.028748037493650855e+02,4.013253875176762335e+02,-3.311780065191779476e-01,-4.108612732943328627e-01
2.722544508901780347e+01,2.109781693596866035e+02,1.028714933811838392e+02,4.014763094728725150e+02,-3.307642832643676867e-01,-2.981405757365045428e-01
2.723544708941788528e+01,2.109740967004020433e+02,1.028681871483383361e+02,4.016272294877642821e+02,-3.303510213486224867e-01,-1.938914849464353496e-01
