T,Td,C,C_noisy
7.336376418742131023e+01,1.790881535123786534e+02,1.817324237597375358e+01,1.811945636842138185e+01
5.719755801176393106e+02,1.136165938299997293e+02,6.543484727617416752e+01,6.545338245148415979e+01
4.924161870648984518e+02,2.245925912179701243e+02,3.233535211135254173e+01,3.230174794824075946e+01
4.471456795643554756e+02,2.691379943827945453e+02,2.985460436198953360e+01,2.995596111263480310e+01
1.546280198785679829e+02,4.213123770511857629e+02,1.601901532630704494e+01,1.594410618747199138e+01
4.929650909013951718e+02,2.765244566257113092e+02,3.037728942181486858e+01,3.028017177482560029e+01
1.217588666090988028e+02,1.952428138919861169e+02,2.330158928643306027e+01,2.328199091658194320e+01
3.829990505176876923e+02,1.938778951700620041e+02,3.125564179630685402e+01,3.119516428088073567e+01
1.014689705913118161e+02,2.017803471135108566e+02,2.092028674547959355e+01,2.098931989559800826e+01
2.743605909924039565e+02,4.135773901627862301e+02,2.378081680089664118e+01,2.375950563610036426e+01
3.685860739638942505e+02,4.719254113836173019e+02,2.513739267316091031e+01,2.516321042175947653e+01
4.328964989985474290e+02,3.347259615842085623e+02,2.828890001920919772e+01,2.821797248741338748e+01
5.508720616194863169e+02,3.016370447060268134e+02,3.056922647211997557e+01,3.060226151392902594e+01
5.749111666138774126e+02,1.898234361904867455e+02,3.789401062047478064e+01,3.792568977260562235e+01
4.575247292983182774e+02,4.319448772535788521e+02,2.714147345921326959e+01,2.720314223532881925e+01
3.175557622605702335e+01,3.295471898053450559e+02,2.409849890181589682e+00,2.420504480917609502e+00
2.352944325579599081e+02,1.405240086036682214e+02,2.992240131215605103e+01,2.994787822814331690e+01
4.371821304198994085e+02,3.353309783810022395e+02,2.833513363382807881e+01,2.834310754248332387e+01
5.216118357765572000e+02,2.634423776425606434e+02,3.127515026544899968e+01,3.132098123427511993e+01
1.831337079872892915e+01,2.854723167500009140e+02,4.582299968582968397e+00,4.561261870235870930e+00
2.426982073829477144e+02,2.396620183952530851e+02,2.689482906606903256e+01,2.692163949423528280e+01
5.614954856672009100e+02,1.733413930433354153e+02,3.973435054861516846e+01,3.970545684454212676e+01
5.569322590269472357e+02,3.821369769312761377e+02,2.899359930674456010e+01,2.902847721190864050e+01
5.310663188594156736e+02,4.944509797988206401e+02,2.722094313801137844e+01,2.720662884665084391e+01
9.611378060462655526e+01,1.127388994588966113e+02,2.596141011429175194e+01,2.592845214746844817e+01
1.966002591044519932e+02,3.455424357259954036e+02,2.224634468792260833e+01,2.221193593523235421e+01
5.571417451120526039e+02,2.809828108204939099e+02,3.128839053593133812e+01,3.136145352411291753e+01
5.523153908980530105e+02,3.489010614971498967e+02,2.952157368410583871e+01,2.944317627081846922e+01
5.784019081152189301e+02,3.752656244666139855e+02,2.934603847181916692e+01,2.927139849622977863e+01
4.214645863560799626e+02,1.032541780435197012e+02,4.934090341891456433e+01,4.937224861895428774e+01
4.275141345380285429e+02,4.383876758871757033e+02,2.664589136823407500e+01,2.659558084116271459e+01
1.550814298480330820e+02,1.776921177418276443e+02,2.599633844804995775e+01,2.597251591767268764e+01
4.276372294112363193e+02,4.272468586682345517e+02,2.680501288978200591e+01,2.677982205898221224e+01
1.615974202562862843e+02,4.572858844243309591e+02,1.534855610038520446e+01,1.546202212541811427e+01
5.060093929312770911e+02,4.541566767597066701e+02,2.743423560800349392e+01,2.740007046049985462e+01
3.649171217785325325e+02,3.743586629252731086e+02,2.664675022656630787e+01,2.661013279608809867e+01
1.736858797839429371e+02,3.798991081753738399e+02,1.948249921141375296e+01,1.946253305766272490e+01
9.338822884438349092e+01,4.982518911527698720e+02,4.461351569487827184e+00,4.472447550650197279e+00
7.899975651976924951e+01,1.114865145026826525e+02,2.466147908912799380e+01,2.468604724705324571e+01
9.609036809611716023e+01,4.374667831322056486e+02,6.832845965843618252e+00,6.758844903431364237e+00
5.501067096652582222e+02,3.474447822710701530e+02,2.952277115607355995e+01,2.954469763710822861e+01
2.244108231661404318e+02,4.801168476205097022e+02,1.976502065338574710e+01,1.986233044650840540e+01
3.423409303669808992e+02,4.662325285624579578e+02,2.465315171156961682e+01,2.456345098659275195e+01
9.247610248507272956e+01,1.362313820623391507e+02,2.420206327197512763e+01,2.423054663596900582e+01
5.385432289163776431e+02,3.395055419322536636e+02,2.953539638020324531e+01,2.957356597157260936e+01
5.952412551240190624e+02,2.773244669606550588e+02,3.209525643428418817e+01,3.210269710735234838e+01
3.112756713718233073e+02,2.105897755510480067e+02,2.908902636891778926e+01,2.907894892369496986e+01
5.702431932219527653e+02,1.696200304777236738e+02,4.090184926648635155e+01,4.078380682935863177e+01
5.822176291961827701e+02,1.354133646418283661e+02,5.249134685258619726e+01,5.255106208393927147e+01
4.070148253891073864e+02,1.419202980559317950e+02,3.661927761166736417e+01,3.660277759965941868e+01
9.004485690502114892e+01,2.893350762903510827e+02,1.323516317488052074e+01,1.322457374568755206e+01
3.977743501755918487e+02,1.918551379221341904e+02,3.172851018295598635e+01,3.178960326694153693e+01
1.135457128081906291e+02,1.746846605198060729e+02,2.372364269201545284e+01,2.360634042407598088e+01
5.376505451049854400e+02,4.019943280124815033e+02,2.848089490138243463e+01,2.847720427913074914e+01
5.355268322060217088e+02,1.142237815661583795e+02,5.887215552417613651e+01,5.890167773300999698e+01
1.124251621496470506e+02,4.762870337001748453e+02,7.996580486296275048e+00,8.032302777302495755e+00
2.154652815384047244e+02,2.107416410423911657e+02,2.695980630383866838e+01,2.698999137150326177e+01
4.116974647899711499e+02,1.057100626275172317e+02,4.686648352326025702e+01,4.696819843580261278e+01
1.478505709927197813e+02,1.684951323468590942e+02,2.604027308522068651e+01,2.605421098785415523e+01
5.064023276664576656e+02,3.275038581601133956e+02,2.936774028050076168e+01,2.941843800471554005e+01
3.069339320384759162e+02,4.120015911492970986e+02,2.477454961132755784e+01,2.481295836489702822e+01
3.900591980723755228e+02,2.865915534419780215e+02,2.858716617687298722e+01,2.851293380281277123e+01
2.757378238574377747e+02,3.886013899812090244e+02,2.437709513574172249e+01,2.433853339357804302e+01
4.858716162609037497e+02,4.739055907887703825e+02,2.694750157228313725e+01,2.705152972321328875e+01
4.759045139446712369e+02,3.277483977249569307e+02,2.897233271534620513e+01,2.895863320044883693e+01
4.835215366272694837e+02,3.758307251036899288e+02,2.825736740752575216e+01,2.825395793066282479e+01
2.222733367780440972e+02,3.065985310976082587e+02,2.457153644778055224e+01,2.450561278059386083e+01
2.178198450376417270e+02,1.005528181708312871e+02,3.220522268130142152e+01,3.218800935747719194e+01
1.493744047535614357e+02,4.161143972172819758e+02,1.564053107963153622e+01,1.557481471887089874e+01
5.402149111152104979e+02,2.849840627047748853e+02,3.088215860403420621e+01,3.085165983133229872e+01
7.491016285502509220e+01,1.486334117437296243e+02,2.112648435232834032e+01,2.115411928445716683e+01
2.164171685992694449e+02,4.060532696498468681e+02,2.147802734036285699e+01,2.143642815377427624e+01
2.528750869532532164e+01,1.363865113966311071e+02,7.036535925156646165e+00,7.005757358933634826e+00
3.952204068574638995e+02,3.322696620036080049e+02,2.781224491829460987e+01,2.787910320910049933e+01
5.760242214201844035e+02,3.602486713519933232e+02,2.958845682216866280e+01,2.961193702081371271e+01
3.237643881322156858e+02,3.114530591614961850e+02,2.703855559666348540e+01,2.706432057481455189e+01
2.573964717242347078e+01,1.063481446866044564e+02,1.114036069003494589e+01,1.119004916430354157e+01
2.148411847304201103e+02,4.732909210471663641e+02,1.935350070261559807e+01,1.932590539311607358e+01
3.987218371751881705e+02,1.740136061821427234e+02,3.286913137107265470e+01,3.284957208409243634e+01
1.010731763414746069e+02,3.291733257623022837e+02,1.292313636434398383e+01,1.282016975404361681e+01
3.142287432597433963e+02,4.397018005249976795e+02,2.443139848049006702e+01,2.446803388234754451e+01
2.059051940940473173e+02,2.379618081106103489e+02,2.590494666142368629e+01,2.589455135363764526e+01
3.177278642081833127e+01,2.819749734878413392e+02,2.645074787573773900e+00,2.644821349169827140e+00
4.710277448407695147e+02,3.509741973731295275e+02,2.850229690018013073e+01,2.844775806904996429e+01
1.775352734700162500e+02,3.737392555134740064e+02,2.001606593060819606e+01,2.004702082212779857e+01
1.128697664145341406e+02,2.524977801166282916e+02,1.926009972760486377e+01,1.929138944622176055e+01
3.961697024981405661e+02,3.913184450282042803e+02,2.687541952879255192e+01,2.688446138949413111e+01
2.668383532051982456e+02,2.456821016325856704e+02,2.730275453758809689e+01,2.722326587869567405e+01
1.980803671740081313e+02,2.287050783407297843e+02,2.591480951168243152e+01,2.587265163580972427e+01
6.617836590255720353e+01,3.534804129061367348e+02,4.723601546389193828e+00,4.721845571501768646e+00
5.926783689051463853e+02,1.774797826201767919e+02,4.068268578700520521e+01,4.064079956518506975e+01
3.580653668015984294e+02,3.932961676268017186e+02,2.621475168071157569e+01,2.623402510819566658e+01
2.687616150948881568e+02,1.235793239306744340e+02,3.224667402527056481e+01,3.229694655079719467e+01
3.541868878689730877e+02,1.035662192345916850e+02,4.147489759249734220e+01,4.143710292580926335e+01
2.747223085140987564e+02,1.646256046088038261e+02,2.989381999497897269e+01,2.988473386934109755e+01
4.746143415629808828e+02,3.663606967710872482e+02,2.829745796969810456e+01,2.826317594571145619e+01
5.203452482372432542e+02,3.116785112102695621e+02,2.988781848531316498e+01,2.993936220125885939e+01
1.847645640921352594e+02,2.577836166888066600e+02,2.449454654033974066e+01,2.453937418648147428e+01
5.587238398322406283e+02,1.468694912515120450e+02,4.574921050310814508e+01,4.588229075419354785e+01
1.806630330629080561e+02,4.772857571790006546e+02,1.652056663995482566e+01,1.652092250213850022e+01
3.834940985845862542e+02,1.876940521177880328e+02,3.158078676297670739e+01,3.153408592314721659e+01
5.661867534440692680e+02,2.857315664891191318e+02,3.128216857194303557e+01,3.130264968642806167e+01
4.200554682979411041e+02,1.842687726975704265e+02,3.280416091320024918e+01,3.279254132019181611e+01
3.699912248696837480e+01,2.857589720452789948e+02,2.618702953582698889e+00,2.628264518078037071e+00
3.749418022052101378e+02,2.472543615153516896e+02,2.924612286381039894e+01,2.930832487029221411e+01
5.143765740342596473e+02,2.379827817154544221e+02,3.217311872745109014e+01,3.215889014373709642e+01
3.628606273653431913e+01,2.839423613219282743e+02,2.618737934024601532e+00,2.654902587312899076e+00
1.244536073534696214e+02,1.444526766803815576e+02,2.595147612943782534e+01,2.584567626625879910e+01
2.490115788970010726e+02,1.840186424267396035e+02,2.856572602137462979e+01,2.861868626934416326e+01
2.367808876877452349e+02,1.427470680082537910e+02,2.985573393115725338e+01,2.986252190232014669e+01
5.885390395877643641e+02,1.788979774442714188e+02,4.020705896621038278e+01,4.019518327924945567e+01
5.607448408401705109e+01,3.068082207550872909e+02,4.622335507665463084e+00,4.597437849309112146e+00
1.103111293944091784e+02,2.159435656031351414e+02,2.108780999769589215e+01,2.115877682853018626e+01
3.817599152741966577e+02,4.891183430228487055e+02,2.513136138438342471e+01,2.510620061392832625e+01
7.177394929774857246e+01,1.700283078269607131e+02,1.866046684549827006e+01,1.872405782422220710e+01
3.724744587094340318e+02,3.255261221715177840e+02,2.759216586232838608e+01,2.756703346411648425e+01
3.804506193448281124e+02,4.723121741663585453e+02,2.536730135313304757e+01,2.536985859296198953e+01
3.335466507339579039e+02,3.662250435167385945e+02,2.621936533527599522e+01,2.623741636465990723e+01
2.560501673547368000e+02,1.855687307939188884e+02,2.867903226079691237e+01,2.878058688692163969e+01
2.839760535346624692e+02,4.979026813849585551e+02,2.224425246638661946e+01,2.225708132740524192e+01
2.253315168567398814e+02,1.603803069145656934e+02,2.879191468278937194e+01,2.880414975693670598e+01
2.355535975399146764e+02,3.160606953084227939e+02,2.479236315213411856e+01,2.478945526496580598e+01
2.120474957415714243e+02,4.576133149570162004e+02,1.964870136326823769e+01,1.963410327289643931e+01
1.870217920812885666e+02,3.083616265462328556e+02,2.293767316237664744e+01,2.290785791117580672e+01
1.076101036697716182e+02,4.833686952405034276e+02,7.003399944962924728e+00,7.094351145658223778e+00
3.395325150043723283e+02,4.137294984747745730e+02,2.550630321482255880e+01,2.558035458376120985e+01
3.658480454620257092e+02,3.514578683986652550e+02,2.704321303988901093e+01,2.700942384878731772e+01
3.292965036482913206e+02,3.377602216905806927e+02,2.665071736447612238e+01,2.665936788104744437e+01
3.072922268603248313e+02,4.382342286424092777e+02,2.427039158613962400e+01,2.421218366519602938e+01
4.874894158180142085e+02,2.093114068289353611e+02,3.307941475985191460e+01,3.312713120594667515e+01
5.482259446202251638e+02,2.143622063252886960e+02,3.445392568468808747e+01,3.448895759369226965e+01
4.212448369843151852e+01,1.806530397034473765e+02,8.881474716935192859e+00,8.887804660213543428e+00
2.461883572084844616e+02,4.060552162163735943e+02,2.290844584772400339e+01,2.286880304795605667e+01
2.847893879172984839e+02,1.574240816098651976e+02,3.049993108539990772e+01,3.053895574399830082e+01
6.389876775249079088e+01,4.764602800383109411e+02,1.727348267604030152e+00,1.758942230104766802e+00
2.031006493764159018e+02,4.258234016594251443e+02,2.005490412203289452e+01,2.004669348405979790e+01
2.535552896274981549e+02,1.946673910855600980e+02,2.834371127349851349e+01,2.838133580078101659e+01
2.912255377063638662e+01,2.761453861126403808e+02,2.836010915683283784e+00,2.769567924755487631e+00
2.623962168882069363e+02,4.047448052948338386e+02,2.356792961803326847e+01,2.353875233802287781e+01
6.567681621522331170e+01,1.634988841496733016e+02,1.796301810625511663e+01,1.791620430011030152e+01
2.463898744774507747e+02,1.996969318129178532e+02,2.803532335146892862e+01,2.804176080550405459e+01
1.234026112182399118e+02,2.641055287998842118e+02,1.986398989029607165e+01,1.994811617105292356e+01
6.553686897327730776e+01,4.411052711884722726e+02,2.341304509310814019e+00,2.344452345662547899e+00
4.316646875047106136e+01,2.094593432033511249e+02,6.790842541061547166e+00,6.848409676455765371e+00
3.112414421271221840e+02,3.932873487325115889e+02,2.524256078740938136e+01,2.524168388998341328e+01
6.751469546139468036e+00,4.056259786814314339e+02,2.828380892145890169e+00,2.808748815615373040e+00
2.413527100126101175e+02,4.048097316053951431e+02,2.273499991513497775e+01,2.278631175596800418e+01
4.090245153940741574e+01,1.175893647894347822e+02,1.629410580753962634e+01,1.632187215933394597e+01
4.146754012267347207e+02,2.960156828887087386e+02,2.875700398661279067e+01,2.882856853474578429e+01
3.913089814367410781e+02,2.270735642428017229e+02,3.012081537089272842e+01,3.017011192476249803e+01
9.632772539775156417e+01,2.089804592462977268e+02,1.976762745671805277e+01,1.972756864375856267e+01
2.214488901897424569e+02,4.251190901330169254e+02,2.119574902474790434e+01,2.106890999660964425e+01
4.357050748857797089e+02,3.340964697881573784e+02,2.833693595804392018e+01,2.834432005963196133e+01
8.117901364069066972e+01,1.845307231943464501e+02,1.918986608944665306e+01,1.913153871768730241e+01
4.886297831134512535e+02,3.870785513870392833e+02,2.814836360886408784e+01,2.807837329313989727e+01
3.985837315991394121e+02,3.884403413997118832e+02,2.695594344423235356e+01,2.688235404561738662e+01
5.650961383721360107e+02,4.741328473335244666e+02,2.781888609831357329e+01,2.778726150670772554e+01
3.631003324036424829e+02,4.932957990963403176e+02,2.467123726435714204e+01,2.466165973710084103e+01
3.153119930116764280e+01,2.998488224893839060e+02,2.540137533525663294e+00,2.540806144455284521e+00
2.484290447283948424e+02,4.614076486998787345e+02,2.158850498389861627e+01,2.169112308231505537e+01
4.147240149362252168e+02,4.265353498926092470e+02,2.662816857741666254e+01,2.656792714996664273e+01
2.841536480471961568e+02,4.179197103932804680e+02,2.400300397730736179e+01,2.400283878108529123e+01
2.261904193971271866e+02,1.513372496206204687e+02,2.916891861971122069e+01,2.910706141057071861e+01
1.541025291690692143e+02,3.015595686994010407e+02,2.100368936536053255e+01,2.095426062498539466e+01
4.154833357896077359e+02,3.217627867583452144e+02,2.828055214394445827e+01,2.828420715430841170e+01
9.757493379323258864e+01,4.220850637099018172e+02,7.694791606782621862e+00,7.716027148331400021e+00
4.593075621042024181e+02,2.348067453195437508e+02,3.116322422844132589e+01,3.109924816116006951e+01
1.721816019455312698e+02,2.145482339124772579e+02,2.539130831971430169e+01,2.544879268393729177e+01
3.485958561787842314e+02,1.838625509445110993e+02,3.088714140358067795e+01,3.084091010537133570e+01
5.534563720053979523e+02,3.738923754908601040e+02,2.908986576394569923e+01,2.913804619032411480e+01
3.579331195037776752e+02,3.196312919124645759e+02,2.746947614349173961e+01,2.746712267393189677e+01
5.220308891016094321e+02,4.205807440192568265e+02,2.805108928306729865e+01,2.809663959989237014e+01
5.817853774709013948e+01,1.257571419906437171e+02,2.023003400854632972e+01,2.025860446132536552e+01
3.086357109816912612e+02,4.802649909156970693e+02,2.347570663752839693e+01,2.346161038620601147e+01
3.943428303226022535e+02,3.342595729938769296e+02,2.776559197556684921e+01,2.778971739607562697e+01
1.015939786748875520e+02,1.599430952754926238e+02,2.354338860137817946e+01,2.347647003328286175e+01
4.192089263697454840e+02,4.779329823071735177e+02,2.596420156635634413e+01,2.589939425528426042e+01
3.972360337070031164e+02,4.895986275581817040e+02,2.541914848041215791e+01,2.540153624194904225e+01
2.780530331381514202e+02,3.781320079619794114e+02,2.467367910651328344e+01,2.474248938295876243e+01
4.775558717854773931e+02,1.265216368620489362e+02,4.538885285316987250e+01,4.535168109893833588e+01
6.903724753027418615e+00,4.196019121834592625e+02,2.976360553426745881e+00,2.946598094667544299e+00
5.574221065520254115e+02,4.178712910185692522e+02,2.846530187157640768e+01,2.854870940306231120e+01
5.912639660615121073e+01,2.640490615296193369e+02,7.579836508602091349e+00,7.582157249726261483e+00
4.633041406046006045e+02,3.573232166497468825e+02,2.830270391531881913e+01,2.830289092641584148e+01
9.796971461858102259e+01,1.997324236690741373e+02,2.061097064288890834e+01,2.055861529497012086e+01
1.201167655690679403e+01,3.386275087244830502e+02,5.470464653430827440e+00,5.473638191643355633e+00
3.603870288752459601e+02,4.829632619073872206e+02,2.478190017064967776e+01,2.481170553733564432e+01
3.317731258439782778e+02,3.417218509567777005e+02,2.662474650268489995e+01,2.662208422383911355e+01
4.476642525839286009e+02,3.733470548203486601e+02,2.785596528411161188e+01,2.789431817508606315e+01
5.176166337413794736e+02,1.496616463501459862e+02,4.187368072956228104e+01,4.189024841596769733e+01
2.823029142891225547e+02,3.807009550536963616e+02,2.474102599595418539e+01,2.479366289614409169e+01
3.175641612380262018e+02,2.673537425857491598e+02,2.780953480105714348e+01,2.785098849609712701e+01
3.548904137766165263e+02,3.811001956349844022e+02,2.636070695903416095e+01,2.635415849571077729e+01
2.034606120425284530e+02,2.911469425591291724e+02,2.426842818177790662e+01,2.431202564865368387e+01
4.815965820750869852e+02,4.389373501101182455e+02,2.734610330304090908e+01,2.743647335294795298e+01
4.588927456666923490e+02,4.777094014938328996e+02,2.655118288416146655e+01,2.656649130069002851e+01
9.947087325762988996e+01,2.894567272699033538e+02,1.499956482202944485e+01,1.493865047574613847e+01
4.158836487393874677e+02,4.333039286414621074e+02,2.654768297446023695e+01,2.655734628037028600e+01
1.326209048101857775e+02,2.753400154174229328e+02,2.026192558616615713e+01,2.025206485934680600e+01
1.740681336895663094e+02,4.702095705582338496e+02,1.614667454562041371e+01,1.627633101872830679e+01
3.466948261455329998e+02,1.914019100697822751e+02,3.050683932978934010e+01,3.054463909390340604e+01
2.668952469377384773e+02,1.356042867169497583e+02,3.122582171231022841e+01,3.117050763109006084e+01
3.488475482327064014e+02,4.559126434234513567e+02,2.498115437363127000e+01,2.497172366537503763e+01
1.456569569767863754e+02,2.829280214244680565e+02,2.110828232811618932e+01,2.118131466367970361e+01
4.563043241327737292e+02,2.873353102870710813e+02,2.954435959793909205e+01,2.948618017852884776e+01
7.133890036933800616e+01,3.498625814613469629e+02,5.863295703565434280e+00,5.838563624697810539e+00
9.593897252769762574e+00,1.022135799853302274e+02,5.000528768717378725e+00,5.000404843814071576e+00
1.275781102308163213e+02,3.932291984468719761e+02,1.385876453199714575e+01,1.385111641504071756e+01
3.041667005900492882e+02,4.664458877424995080e+02,2.361546241485676489e+01,2.358553160302661666e+01
5.111598888646469163e+02,4.699824789625218955e+02,2.729449491520939830e+01,2.730072582500620371e+01
2.072062655352237641e+02,4.115532821447266656e+02,2.077170636447976548e+01,2.070078809652492069e+01
5.705956526009251917e+01,1.557354595012939171e+02,1.659566423692634629e+01,1.656630516026720557e+01
5.920006808843899080e+02,1.748332804737214019e+02,4.114109749604509148e+01,4.111069543912645230e+01
4.110595057774780230e+02,4.551602212350226182e+02,2.615867487537032687e+01,2.614309684905039077e+01
1.734298799589641931e+02,4.386491789720475367e+02,1.725183102889364051e+01,1.723631011916134881e+01
1.405624348647584441e+02,1.546926030066432531e+02,2.627919272425486952e+01,2.627842316263951616e+01
9.427063548416410299e+01,2.822320047059094463e+02,1.451312051560203287e+01,1.449503384272802364e+01
7.137597836183553568e+01,2.232578164685760385e+02,1.390539304052087743e+01,1.388376775819464370e+01
4.327877874719469560e+02,2.371403929392611758e+02,3.056524215811505130e+01,3.058250361333945477e+01
7.384629956862225697e+01,4.060165697851529103e+02,4.241844122876513801e+00,4.286001916729066608e+00
4.093647554325959277e+02,1.289455403865318317e+02,3.914671959722033279e+01,3.919394356554319359e+01
2.442661885132851864e+02,4.898691854156362524e+02,2.063190546113094470e+01,2.057339495295720866e+01
3.783495130008014371e+02,2.749383346424353931e+02,2.865267769460139391e+01,2.866410692248070546e+01
2.238436385371831534e+02,2.723592947310843897e+02,2.553818281257987977e+01,2.557457354274721339e+01
7.463725235695119409e+01,3.635549639968929796e+02,5.926233673832567383e+00,5.911924788027699051e+00
5.224183828550891917e+00,4.799591641351764792e+02,1.310621674009995630e+00,1.332990315266737058e+00
5.013071603154402283e+02,2.937275198527094062e+02,3.004726875515338946e+01,3.003526768511505196e+01
4.968976816128259202e+02,3.894290224211779332e+02,2.820964117796494364e+01,2.822745375158542913e+01
8.244850799304136046e+01,3.654461947998397022e+02,7.378207209816759260e+00,7.301026842351995505e+00
1.687669991248465351e+02,4.610009499913730906e+02,1.595933379337831326e+01,1.598133407322530886e+01
2.759677995875692886e+02,4.209913437663907416e+02,2.366953282799809344e+01,2.364435269556174646e+01
5.624135801225373825e+02,3.151989664582560522e+02,3.038351810221199401e+01,3.034566349788529038e+01
2.234254820534234511e+02,3.522277728302972264e+02,2.336952342489398049e+01,2.335344757257723813e+01
3.370634618885526379e+02,4.045928445533227205e+02,2.561398354758774687e+01,2.566216470012007989e+01
9.825700727934492562e+00,4.895622980693923978e+02,5.006475555329559235e+00,5.052490152836537796e+00
4.029777151514950617e+01,3.463476106450018506e+02,2.009014911617488686e+00,2.020287411409624756e+00
4.441118537365367160e+02,1.217748052351884382e+02,4.390471517827877079e+01,4.394675065611131970e+01
3.101731021274187015e+02,1.758559071963369433e+02,3.029975421646422973e+01,3.027822555222724787e+01
4.405390569418042190e+01,1.481492432520805096e+02,1.325558513865564514e+01,1.319215600980806791e+01
4.350900840144149129e+02,4.506514124756383808e+02,2.658351018437181423e+01,2.648902850132223108e+01
1.258661831362100827e+02,4.669076979340441653e+02,1.038951927433229372e+01,1.038672497883855428e+01
5.416131030386900420e+02,2.066159290551802030e+02,3.487009954536376455e+01,3.486152416699226819e+01
5.928842213422368559e+02,1.503430823274167665e+02,4.749822633577742437e+01,4.749876616198324797e+01
5.700089616443276554e+02,4.587308574680808988e+02,2.805652288402939121e+01,2.805862090787556085e+01
1.134206084666809176e+02,3.263386709249793967e+02,1.514679536319921382e+01,1.520641566335362960e+01
3.574064729687212889e+02,4.677025898058072357e+02,2.497032495040738098e+01,2.492301918154603868e+01
5.271857966786535599e+02,3.296181700533154526e+02,2.959082332496320333e+01,2.955081736491095512e+01
3.771568456076093980e+02,3.550141867988888862e+02,2.716255961650468720e+01,2.725706379084872211e+01
4.521550019383931840e+01,3.642694590772092624e+02,1.946521762104551190e+00,1.983629305273725496e+00
1.602572206259365259e+02,4.802756777648053799e+02,1.431917628906891515e+01,1.430275023740751017e+01
4.041647459344414415e+02,2.656643456811826809e+02,2.926563464362632416e+01,2.916237422807144952e+01
2.310348362869841026e+02,3.150365042801553273e+02,2.466324886494385993e+01,2.461933903763756604e+01
1.022536947858843632e+02,2.709546349148766353e+02,1.662213776758292738e+01,1.660272033829269844e+01
3.414899003774619359e+02,2.501098032677198546e+02,2.860841951856091825e+01,2.860276794731560202e+01
5.127472500160140498e+02,3.708123710566264890e+02,2.867714938365863020e+01,2.868515706509153418e+01
4.098482443463489631e+02,1.566827038155314824e+02,3.483296003511615879e+01,3.482008364591615646e+01
1.620834818123288130e+02,3.913579247851059790e+02,1.800821178159029756e+01,1.806400345353853609e+01
1.196374722371481027e+02,1.535840668924055592e+02,2.523860302081599372e+01,2.517771879925520295e+01
7.074824925783681806e+01,3.316163209089839938e+02,6.578843254880293756e+00,6.563062536520674506e+00
1.685161331119322767e+02,3.429092715082999803e+02,2.048206056059451896e+01,2.044648253345362221e+01
3.568607170478437070e+02,3.025665771511637558e+02,2.776623625908188941e+01,2.780327302753450880e+01
5.469358544354104197e+02,1.174646062544362195e+02,5.830468672143262410e+01,5.831185160046246096e+01
1.648566841676405090e+02,2.223890139205184369e+02,2.478643033324088663e+01,2.482416686126616767e+01
4.494817218815421143e+02,1.589072213126719930e+02,3.632457500820530782e+01,3.632673154413481598e+01
5.700256642480816254e+02,1.987232626166176033e+02,3.662444640478541658e+01,3.681032842764616220e+01
2.228853094681767004e+02,1.853205644678012618e+02,2.789551578497503215e+01,2.792983948301366226e+01
4.655826739637232663e+02,1.989515324609766935e+02,3.314277405314504676e+01,3.310343355056438952e+01
5.954541612223309812e+02,4.325549559667749122e+02,2.864942469472086373e+01,2.864744058317785402e+01
1.500177071270566955e+02,2.125742732931203989e+02,2.439381255189004349e+01,2.437204798491398350e+01
3.309395066010717414e+02,4.407892904048827631e+02,2.483367674196108510e+01,2.486987999563390872e+01
5.257529060955519071e+02,1.481170595876912728e+02,4.283236723472907670e+01,4.287924415700222625e+01
8.719619765831103564e+01,1.605328430795888437e+02,2.194383173174372104e+01,2.196137498716383973e+01
5.010891589227406939e+01,3.836138182029674226e+02,1.956806999456633722e+00,1.946287193780895652e+00
3.848043676854715613e+02,1.688447481163552766e+02,3.280149476295747490e+01,3.276664017494452708e+01
3.584235457682979131e+02,4.221613947303313807e+02,2.574508015476085632e+01,2.582389211603497259e+01
5.444140874083392418e+02,1.259540089808878349e+02,5.283663395996354240e+01,5.289116924102279427e+01
3.966679988524836631e+02,4.742258305610720299e+02,2.563789728869710061e+01,2.549018745228320526e+01
5.446480240297008777e+02,2.328410637309822562e+02,3.313661981920008515e+01,3.313880411081542121e+01
3.156628723388213302e+02,3.631181663117674816e+02,2.591157994797159958e+01,2.586847665253713657e+01
3.775918524568653538e+02,2.347258847490658127e+02,2.963334561594493977e+01,2.961346910640746088e+01
4.948616990937995865e+02,3.330480716801268954e+02,2.911436225539348044e+01,2.919798549985721792e+01
2.504450127960362238e+02,3.965900992388832833e+02,2.331727206305885147e+01,2.325962375558504291e+01
2.465388179352803206e+02,1.485791848497554213e+02,2.985677346181625680e+01,2.980380468035709285e+01
4.210146781257547559e+02,4.133310943191274873e+02,2.691082691090452172e+01,2.703266177062817732e+01
4.095390559919424334e+01,2.936945358119839966e+02,2.731893132567276172e+00,2.707331656725443736e+00
2.798978748321235344e+02,2.748153043609598853e+02,2.692216162916184174e+01,2.690966771609311081e+01
9.383176493253321837e+01,4.474613409623652274e+02,6.094730836123643414e+00,6.151287881474223340e+00
2.820804953658266641e+02,4.710018660881900132e+02,2.277235894683241924e+01,2.274634099825478373e+01
1.301287638916611122e+01,1.670177438863512407e+02,5.494448643700801327e+00,5.495793240619876840e+00
3.535594624092985327e+01,3.897994505834073493e+02,2.011858214500823472e+00,2.023762664041397930e+00
3.241510944198665811e+02,4.888529714829165300e+02,2.376888378463922891e+01,2.383899671048857982e+01
