t,omega1,omega2,omega3,domega1_dt
1.078415683136627301e+01,1.265752954583745371e+00,-1.558839806106621984e+00,1.015783179813460890e+00,1.468479212715126270e+00
1.079015803160632103e+01,1.274555981605426602e+00,-1.550623234476373957e+00,1.019489096089255975e+00,1.465255269208497690e+00
1.079615923184636905e+01,1.283339264628781562e+00,-1.542326367883422034e+00,1.023200297524069713e+00,1.461898743327875394e+00
1.080216043208641707e+01,1.292102002080098622e+00,-1.533948925170428801e+00,1.026916223503247849e+00,1.458407538713468954e+00
1.080816163232646510e+01,1.300843379696884794e+00,-1.525490634340450624e+00,1.030636307080555980e+00,1.454779572221885253e+00
1.081416283256651312e+01,1.309562570527865288e+00,-1.516951232556937201e+00,1.034359974978179109e+00,1.451012774812887818e+00
1.082016403280656114e+01,1.318258734932983955e+00,-1.508330466143731563e+00,1.038086647586722089e+00,1.447105092447415808e+00
1.082616523304660916e+01,1.326931020583402843e+00,-1.499628090585069851e+00,1.041815738965209626e+00,1.443054486996722341e+00
1.083216643328665718e+01,1.335578567390874882e+00,-1.490843882009480259e+00,1.045546659497730291e+00,1.438858952330229091e+00
1.083816763352670520e+01,1.344200501480399490e+00,-1.481977628841561589e+00,1.049278812575365594e+00,1.434516502487421130e+00
1.084416883376675322e+01,1.352795930976867567e+00,-1.473029119647485174e+00,1.053011592350443948e+00,1.430025157348255860e+00
1.085017003400680125e+01,1.361363953531403270e+00,-1.463998157500599362e+00,1.056744387830234500e+00,1.425382963585476004e+00
1.085617123424684927e+01,1.369903656332466024e+00,-1.454884560004606975e+00,1.060476582882960539e+00,1.420587995703139539e+00
1.086217243448689729e+01,1.378414116105849629e+00,-1.445688159293565533e+00,1.064207556237801722e+00,1.415638357052455998e+00
1.086817363472694531e+01,1.386894399114682708e+00,-1.436408802031887921e+00,1.067936681484891848e+00,1.410532180856050921e+00
1.087417483496699333e+01,1.395343561159428480e+00,-1.427046349414341053e+00,1.071663327075320860e+00,1.405267631240390447e+00
1.088017603520704135e+01,1.403760647577884990e+00,-1.417600677166047429e+00,1.075386856321132845e+00,1.399842904276051403e+00
1.088617723544708937e+01,1.412144693245185101e+00,-1.408071675542484025e+00,1.079106627395328255e+00,1.394256229025538030e+00
1.089217843568713739e+01,1.420494722573796276e+00,-1.398459249329482512e+00,1.082821993331861687e+00,1.388505868598332249e+00
1.089817963592718542e+01,1.428809749513520799e+00,-1.388763317843229705e+00,1.086532302025643437e+00,1.382590121212864398e+00
1.090418083616723344e+01,1.437088777551495333e+00,-1.378983814930266893e+00,1.090236896232539054e+00,1.376507321265077355e+00
1.091018203640728146e+01,1.445330799712192027e+00,-1.369120688967490729e+00,1.093935113569369122e+00,1.370255840403262537e+00
1.091618323664732948e+01,1.453534798557416741e+00,-1.359173902862151673e+00,1.097626286513909255e+00,1.363834088608829154e+00
1.092218443688737750e+01,1.461699746186310822e+00,-1.349143434051856216e+00,1.101309742404890768e+00,1.357240515282674531e+00
1.092818563712742552e+01,1.469824604235350218e+00,-1.339029274504564881e+00,1.104984803441999341e+00,1.350473610336800911e+00
1.093418683736747354e+01,1.477908327429961144e+00,-1.328831435032575392e+00,1.108650788671113663e+00,1.343531912230842673e+00
1.094018803760752157e+01,1.485949868646951000e+00,-1.318549953718594736e+00,1.112307016792092096e+00,1.336414021375518901e+00
1.094618923784756959e+01,1.493948162478462516e+00,-1.308184875894529364e+00,1.115952796969078564e+00,1.329118569080617540e+00
1.095219043808761761e+01,1.501902136406223276e+00,-1.297736264987664034e+00,1.119587435100766193e+00,1.321644237595480442e+00
1.095819163832766563e+01,1.509810711757089363e+00,-1.287204203580897266e+00,1.123210234355434212e+00,1.313989762934348438e+00
1.096419283856771365e+01,1.517672803703045359e+00,-1.276588793412741119e+00,1.126820495170947733e+00,1.306153935939547095e+00
1.097019403880776167e+01,1.525487321261204565e+00,-1.265890155377321413e+00,1.130417515254758198e+00,1.298135603343485434e+00
1.097619523904780792e+01,1.533253167293807007e+00,-1.255108429524380620e+00,1.134000589583901375e+00,1.289933668828980862e+00
1.098219643928785594e+01,1.540969238508227424e+00,-1.244243775059264978e+00,1.137569010405002690e+00,1.281547094087408745e+00
1.098819763952790396e+01,1.548634425456962838e+00,-1.233296370342944481e+00,1.141122067234270121e+00,1.272974899874222521e+00
1.099419883976795198e+01,1.556247612537641212e+00,-1.222266412891998888e+00,1.144659046857498419e+00,1.264216167061288587e+00
1.100020004000800000e+01,1.563807677993018785e+00,-1.211154119378622163e+00,1.148179233330068438e+00,1.255270037685586537e+00
1.100620124024804802e+01,1.571313493910980519e+00,-1.199959725630621366e+00,1.151681907976947583e+00,1.246135715993737625e+00
1.101220244048809604e+01,1.578763926224540093e+00,-1.188683486631417541e+00,1.155166349392688252e+00,1.236812469481866072e+00
1.101820364072814407e+01,1.586157838176894153e+00,-1.177325678505185991e+00,1.158631835405382393e+00,1.227299634124808803e+00
1.102420484096819209e+01,1.593494094843493913e+00,-1.165886602366443370e+00,1.162077645632076273e+00,1.217596622199148992e+00
1.103020604120824011e+01,1.600771549519685477e+00,-1.154366576453250026e+00,1.165503053762128927e+00,1.207702906708661761e+00
1.103620724144828813e+01,1.607989053952798120e+00,-1.142765940570571681e+00,1.168907333364132883e+00,1.197618033177370256e+00
1.104220844168833615e+01,1.615145459082283130e+00,-1.131085056468305483e+00,1.172289758305671059e+00,1.187341621369312428e+00
1.104820964192838417e+01,1.622239615039712479e+00,-1.119324307841278898e+00,1.175649602753316758e+00,1.176873366148389222e+00
1.105421084216843219e+01,1.629270371148779040e+00,-1.107484100329249488e+00,1.178986141172633673e+00,1.166213038325441653e+00
1.106021204240848022e+01,1.636236575925297254e+00,-1.095564861516906463e+00,1.182298648328176105e+00,1.155360485492012312e+00
1.106621324264852824e+01,1.643137077077202246e+00,-1.083567040933868908e+00,1.185586399283488301e+00,1.144315632840216646e+00
1.107221444288857626e+01,1.649970721504550708e+00,-1.071491110054686668e+00,1.188848669401105562e+00,1.133078483968187777e+00
1.107821564312862428e+01,1.656736355299520236e+00,-1.059337562298840130e+00,1.192084734342553354e+00,1.121649121670517557e+00
1.108421684336867230e+01,1.663432823746409550e+00,-1.047106913030740660e+00,1.195293870068347308e+00,1.110027708713153816e+00
1.109021804360872032e+01,1.670058972971815381e+00,-1.034799699824636043e+00,1.198475353778663433e+00,1.098214489698594587e+00
1.109621924384876834e+01,1.676613658147680930e+00,-1.022416484584952379e+00,1.201628468587945253e+00,1.086209798141869243e+00
1.110222044408881636e+01,1.683095727816005027e+00,-1.009957851577361954e+00,1.204752494587737033e+00,1.074014047220706480e+00
1.110822164432886439e+01,1.689504033574608766e+00,-9.974244077766096783e-01,1.207846714369639196e+00,1.061627735568305031e+00
1.111422284456891241e+01,1.695837432357507391e+00,-9.848167831272560679e-01,1.210910414325382600e+00,1.049051449171890082e+00
1.112022404480896043e+01,1.702094786434909413e+00,-9.721356305436781309e-01,1.213942884646827425e+00,1.036285861827247912e+00
1.112622524504900845e+01,1.708274963413218384e+00,-9.593816259100687027e-01,1.216943419325963838e+00,1.023331735569769085e+00
1.113222644528905647e+01,1.714376836235030677e+00,-9.465554680804370014e-01,1.219911316154911773e+00,1.010189921081519726e+00
1.113822764552910449e+01,1.720399283179137928e+00,-9.336578788786082939e-01,1.222845876725920711e+00,9.968613580738580060e-01
1.114422884576915251e+01,1.726341187860524817e+00,-9.206896030982238965e-01,1.225746406431370117e+00,9.833470756451270223e-01
1.115023004600920054e+01,1.732201439230370177e+00,-9.076514085027413969e-01,1.228612214463769003e+00,9.696481926129567608e-01
1.115623124624924856e+01,1.737978931576047215e+00,-8.945440858254343208e-01,1.231442613815756149e+00,9.557659178207087436e-01
1.116223244648929658e+01,1.743672564946092018e+00,-8.813684487129130884e-01,1.234236921523303110e+00,9.417015505170251988e-01
1.116823364672934460e+01,1.749281254339462688e+00,-8.681253330243230426e-01,1.236994463925410903e+00,9.274564832995081387e-01
1.117423484696939262e+01,1.754803918473289537e+00,-8.548155990814433336e-01,1.239714570235759261e+00,9.130322004332046548e-01
1.118023604720944064e+01,1.760239483700226870e+00,-8.414401300170835096e-01,1.242396574780802343e+00,8.984302775687988962e-01
1.118623724744948866e+01,1.765586888040371338e+00,-8.279998310478277057e-01,1.245039819306692941e+00,8.836523823958261081e-01
1.119223844768953668e+01,1.770845081181263714e+00,-8.144956294740350877e-01,1.247643652979283369e+00,8.687002745206344745e-01
1.119823964792958471e+01,1.776013024477886892e+00,-8.009284746798391863e-01,1.250207432384125017e+00,8.535758053128966738e-01
1.120424084816963273e+01,1.781089690952667892e+00,-7.872993381331484519e-01,1.252730521526468355e+00,8.382809177204166851e-01
1.121024204840968075e+01,1.786074065295476299e+00,-7.736092133856459219e-01,1.255212291831262927e+00,8.228176460519771585e-01
1.121624324864972877e+01,1.790965143863625153e+00,-7.598591160727894422e-01,1.257652122143157358e+00,8.071881157279936492e-01
1.122224444888977679e+01,1.795761934681870731e+00,-7.460500839138114459e-01,1.260049398726499792e+00,7.913945429987432334e-01
1.122824564912982481e+01,1.800463457709263304e+00,-7.321831765902311329e-01,1.262403515418347721e+00,7.754392345617202587e-01
1.123424684936987283e+01,1.805068751645116709e+00,-7.182594730747179357e-01,1.264713877532588127e+00,7.593245859314947666e-01
1.124024804960992086e+01,1.809576866711868126e+00,-7.042800755802390844e-01,1.266979897722512405e+00,7.430530835436301995e-01
1.124624924984996888e+01,1.813986867350276588e+00,-6.902461073901206001e-01,1.269200997520501639e+00,7.266273024160347926e-01
1.125225045009001690e+01,1.818297835263831486e+00,-6.761587113038424190e-01,1.271376609082838671e+00,7.100499044837860207e-01
1.125825165033006492e+01,1.822508869418751898e+00,-6.620190496370380595e-01,1.273506175189707212e+00,6.933236378591640658e-01
1.126425285057011294e+01,1.826619086043987039e+00,-6.478283042214951770e-01,1.275589149245191845e+00,6.764513360576902556e-01
1.127025405081016096e+01,1.830627618631215592e+00,-6.335876764051550092e-01,1.277624995277278686e+00,6.594359171902233197e-01
1.127625525105020898e+01,1.834533617934846372e+00,-6.192983870521129308e-01,1.279613187937854724e+00,6.422803831211820746e-01
1.128225645129025700e+01,1.838336251972018109e+00,-6.049616765426177878e-01,1.281553212502708039e+00,6.249878185929722552e-01
1.128825765153030503e+01,1.842034706167176683e+00,-5.905788046507494116e-01,1.283444564954498768e+00,6.075613901950881468e-01
1.129425885177035305e+01,1.845628188012083726e+00,-5.761510469837043402e-01,1.285286754658892194e+00,5.900043419310763149e-01
1.130026005201040107e+01,1.849115922921101385e+00,-5.616796991391546090e-01,1.287079301987494429e+00,5.723199984000921781e-01
1.130626125225044909e+01,1.852497155899403003e+00,-5.471660744386723785e-01,1.288821739268871891e+00,5.545117612228046555e-01
1.131226245249049711e+01,1.855771153722840738e+00,-5.326115019188165656e-01,1.290513612038527658e+00,5.365831057540020321e-01
1.131826365273054513e+01,1.858937204937946452e+00,-5.180173263311318443e-01,1.292154479038900572e+00,5.185375797837985523e-01
1.132426485297059315e+01,1.861994619861930822e+00,-5.033849081421493121e-01,1.293743912219365244e+00,5.003788022077837461e-01
1.133026605321064118e+01,1.864942730582684227e+00,-4.887156235333861565e-01,1.295281496736233162e+00,4.821104616664954601e-01
1.133626725345068920e+01,1.867780890958775863e+00,-4.740108644013458772e-01,1.296766830952750693e+00,4.637363151546048945e-01
1.134226845369073722e+01,1.870508476619453964e+00,-4.592720383575180643e-01,1.298199526439101525e+00,4.452601866002241504e-01
1.134826965393078524e+01,1.873124887044469444e+00,-4.445005659674532983e-01,1.299579209166844773e+00,4.266859621763284260e-01
1.135427085417083326e+01,1.875629545615653759e+00,-4.296978815772945492e-01,1.300905519541842859e+00,4.080175897801949780e-01
1.136027205441088128e+01,1.878021898416492697e+00,-4.148654343301076408e-01,1.302178111709566100e+00,3.892590785727826908e-01
1.136627325465092930e+01,1.880301416561122707e+00,-4.000046844997813822e-01,1.303396654889339645e+00,3.704144929597490421e-01
1.137227445489097732e+01,1.882467596197986426e+00,-3.851171034857254205e-01,1.304560833376439355e+00,3.514879508538369945e-01
1.137827565513102535e+01,1.884519958509833781e+00,-3.702041738128704629e-01,1.305670346542094018e+00,3.324836219196190545e-01
1.138427685537107337e+01,1.886458049713720664e+00,-3.552673891316682209e-01,1.306724908833483800e+00,3.134057257950201292e-01
1.139027805561112139e+01,1.888281441061010923e+00,-3.403082542180910774e-01,1.307724249773740466e+00,2.942585302902804845e-01
1.139627925585116941e+01,1.889989728981568140e+00,-3.253282846160374109e-01,1.308668114044587494e+00,2.750463491139635841e-01
1.140228045609121743e+01,1.891582536837248529e+00,-3.103290028864394423e-01,1.309556262493510870e+00,2.557735352887569036e-01
1.140828165633126545e+01,1.893059513593571053e+00,-2.953119425087909478e-01,1.310388471372924579e+00,2.364444841549471765e-01
1.141428285657131347e+01,1.894420334804124417e+00,-2.802786443536751659e-01,1.311164532898333901e+00,2.170636269428364296e-01
1.142028405681136149e+01,1.895664703049842581e+00,-2.652306554596678967e-01,1.311884255499455865e+00,1.976354272211021945e-01
1.142628525705140952e+01,1.896792347939005641e+00,-2.501695290333372235e-01,1.312547463820219917e+00,1.781643788727328981e-01
1.143228645729145754e+01,1.897803026107238500e+00,-2.350968244492438741e-01,1.313153998718767923e+00,1.586550040575144260e-01
1.143828765753150556e+01,1.898696521217512645e+00,-2.200141072499410266e-01,1.313703717267453941e+00,1.391118511619047760e-01
1.144428885777155358e+01,1.899472644007228483e+00,-2.049229488570563362e-01,1.314196492779621028e+00,1.195394923622275785e-01
1.145029005801160160e+01,1.900131233009358933e+00,-1.898249231881034282e-01,1.314632215222192091e+00,9.994251715162638661e-02
1.145629125825164962e+01,1.900672154265878433e+00,-1.747216095367289390e-01,1.315010791053684569e+00,8.032553396066233198e-02
1.146229245849169764e+01,1.901095301517003566e+00,-1.596145895035283035e-01,1.315332143325406156e+00,6.069316404943009280e-02
1.146829365873174567e+01,1.901400596338512328e+00,-1.445054459090142074e-01,1.315596211758832679e+00,4.105003795459791216e-02
1.147429485897179369e+01,1.901587988141743679e+00,-1.293957627936168642e-01,1.315802952745607213e+00,2.140079334225521157e-02
1.148029605921184171e+01,1.901657454173598216e+00,-1.142871254176836965e-01,1.315952339347540967e+00,1.750072858497472850e-03
1.148629725945188973e+01,1.901608999516537279e+00,-9.918112026147977989e-02,1.316044361296612175e+00,-1.789747802133695442e-02
1.149229845969193775e+01,1.901442657072461184e+00,-8.407933353686458666e-02,1.316079024984282420e+00,-3.753721508051269251e-02
1.149829965993198577e+01,1.901158487693715538e+00,-6.898334989698637343e-02,1.316056353535059342e+00,-5.716449920167178400e-02
1.150430086017203379e+01,1.900756580056630618e+00,-5.389475275676999105e-02,1.315976386730799863e+00,-7.677469809426340497e-02
1.151030206041208181e+01,1.900237050520116266e+00,-3.881512245261548033e-02,1.315839180926570817e+00,-9.636319082284096338e-02
1.151630326065212984e+01,1.899600043125243776e+00,-2.374603623261448138e-02,1.315644809050397379e+00,-1.159253699526125447e-01
1.152230446089217786e+01,1.898845729594760501e+00,-8.689068254397080970e-03,1.315393360602977957e+00,-1.354566436772460802e-01
1.152830566113222588e+01,1.897974309093620970e+00,6.354211659269491663e-03,1.315084941517194794e+00,-1.549524395279094913e-01
1.153430686137227390e+01,1.896986008311429384e+00,2.138223822404837493e-02,1.314719674205337752e+00,-1.744082067437732475e-01
1.154030806161232192e+01,1.895881081128226286e+00,3.639345179806659919e-02,1.314297697363037809e+00,-1.938194197518759987e-01
1.154630926185236994e+01,1.894659808318101657e+00,5.138629956176238300e-02,1.313819165795698574e+00,-2.131815817192158624e-01
1.155231046209241796e+01,1.893322497549194239e+00,6.635923551788504293e-02,1.313284250418495169e+00,-2.324902265822034186e-01
1.155831166233246599e+01,1.891869483372806249e+00,8.131072051895568698e-02,1.312693138250035529e+00,-2.517409210940885211e-01
1.156431286257251401e+01,1.890301126734980297e+00,9.623922361812897730e-02,1.312046032127792028e+00,-2.709292684959329067e-01
1.157031406281256203e+01,1.888617815082218820e+00,1.111432220616126454e-01,1.311343150768887522e+00,-2.900509104792658444e-01
1.157631526305261005e+01,1.886819961734845341e+00,1.260212026382385442e-01,1.310584728404597277e+00,-3.091015307631089781e-01
1.158231646329265807e+01,1.884908005569711831e+00,1.408716624255564875e-01,1.309771014595531913e+00,-3.280768578896470777e-01
1.158831766353270609e+01,1.882882411020199598e+00,1.556931087898343335e-01,1.308902274231636520e+00,-3.469726670741987706e-01
1.159431886377275411e+01,1.880743667920334872e+00,1.704840596483741533e-01,1.307978787441485657e+00,-3.657847823396231934e-01
1.160032006401280213e+01,1.878492290814697263e+00,1.852430447799309210e-01,1.307000849190815828e+00,-3.845090798600797055e-01
1.160632126425285016e+01,1.876128819448262153e+00,1.999686051036509427e-01,1.305968769567374066e+00,-4.031414888736714608e-01
1.161232246449289818e+01,1.873653817340710015e+00,2.146592948811356649e-01,1.304882872951023343e+00,-4.216779959322559113e-01
1.161832366473294620e+01,1.871067871598067978e+00,2.293136820177148483e-01,1.303743497904123361e+00,-4.401146468823969871e-01
1.162432486497299422e+01,1.868371592912709822e+00,2.439303480624466502e-01,1.302550997171530778e+00,-4.584475484646873822e-01
1.163032606521304224e+01,1.865565615563355761e+00,2.585078882081176532e-01,1.301305737680598318e+00,-4.766728698840697054e-01
1.163632726545309026e+01,1.862650596363052413e+00,2.730449125320391079e-01,1.300008099930087813e+00,-4.947868456702488871e-01
1.164232846569313828e+01,1.859627214925140715e+00,2.875400459294668587e-01,1.298658478145331863e+00,-5.127857771255773800e-01
1.164832966593318631e+01,1.856496173189323029e+00,3.019919285336721826e-01,1.297257280001755442e+00,-5.306660341715347950e-01
1.165433086617323433e+01,1.853258193892103112e+00,3.163992173780446615e-01,1.295804925735728252e+00,-5.484240584268699203e-01
1.166033206641328235e+01,1.849914020566038042e+00,3.307605863969343973e-01,1.294301848144128408e+00,-5.660563644895751922e-01
1.166633326665333037e+01,1.846464417539736891e+00,3.450747264256520674e-01,1.292748492584343323e+00,-5.835595411848802927e-01
1.167233446689337839e+01,1.842910169937861165e+00,3.593403452004689247e-01,1.291145316974268820e+00,-6.009302527798390248e-01
1.167833566713342641e+01,1.839252082668058064e+00,3.735561681529900313e-01,1.289492791204245314e+00,-6.181652408530304843e-01
1.168433686737347443e+01,1.835490979606303030e+00,3.877209392500565732e-01,1.287791396665169286e+00,-6.352613261988662163e-01
1.169033806761352245e+01,1.831627704819763558e+00,4.018334200210948448e-01,1.286041626957293849e+00,-6.522154090272826998e-01
1.169633926785357048e+01,1.827663119682288562e+00,4.158923916490570027e-01,1.284243986214431921e+00,-6.690244716747340004e-01
1.170234046809361850e+01,1.823598102782479247e+00,4.298966550393150121e-01,1.282398989050572480e+00,-6.856855795407261756e-01
1.170834166833366652e+01,1.819433549923689331e+00,4.438450308196611460e-01,1.280507160559878566e+00,-7.021958819300241350e-01
1.171434286857371454e+01,1.815170374124024155e+00,4.577363593403075415e-01,1.278569036316688834e+00,-7.185526128597082840e-01
1.172034406881376256e+01,1.810809505616341575e+00,4.715695006738863659e-01,1.276585162375516891e+00,-7.347530918310090087e-01
1.172634526905381058e+01,1.806351889634921326e+00,4.853433357031915474e-01,1.274556093986676908e+00,-7.507947250860650401e-01
1.173234646929385860e+01,1.801798487199842036e+00,4.990567659758161634e-01,1.272482396052668552e+00,-7.666750063401032156e-01
1.173834766953390663e+01,1.797150275290668064e+00,5.127087135119337002e-01,1.270364643227084089e+00,-7.823915172096164161e-01
1.174434886977395465e+01,1.792408243845859728e+00,5.262981221481590755e-01,1.268203418172244801e+00,-7.979419282492646870e-01
1.175035007001400267e+01,1.787573395760429618e+00,5.398239575386410971e-01,1.265999311557841400e+00,-8.133239993643140986e-01
1.175635127025405069e+01,1.782646746885942379e+00,5.532852071550620199e-01,1.263752922060933148e+00,-8.285355801885251337e-01
1.176235247049409871e+01,1.777629326030514934e+00,5.666808802866382111e-01,1.261464856365948961e+00,-8.435746104281482971e-01
1.176835367073414673e+01,1.772522174958815810e+00,5.800100080401193736e-01,1.259135729164686079e+00,-8.584391201721911502e-01
1.177435487097419475e+01,1.767326347419972299e+00,5.932716435602738425e-01,1.256766162592138469e+00,-8.731272300085735072e-01
1.178035607121424277e+01,1.762042906165210754e+00,6.064648628655426865e-01,1.254356784496322819e+00,-8.876371509118785585e-01
1.178635727145429080e+01,1.756672927611374613e+00,6.195887638774308925e-01,1.251908231144197581e+00,-9.019671852482589181e-01
1.179235847169433882e+01,1.751217496994212919e+00,6.326424673381371155e-01,1.249421144407185214e+00,-9.161157258366746658e-01
1.179835967193438684e+01,1.745677707769461851e+00,6.456251169351884256e-01,1.246896171413501175e+00,-9.300812557999417196e-01
1.180436087217443486e+01,1.740054661612846054e+00,6.585358793014407519e-01,1.244333964548154370e+00,-9.438623484940911190e-01
1.181036207241448288e+01,1.734349468420077978e+00,6.713739440150786608e-01,1.241735181452947145e+00,-9.574576674081383132e-01
1.181636327265453090e+01,1.728563246306856982e+00,6.841385235996154668e-01,1.239100485026475296e+00,-9.708659660346253828e-01
1.182236447289457892e+01,1.722697121608871340e+00,6.968288535238933434e-01,1.236430543424127837e+00,-9.840860877113051242e-01
1.182836567313462695e+01,1.716752227812053277e+00,7.094441921858165578e-01,1.233726029437088867e+00,-9.971169648640204608e-01
1.183436687337467497e+01,1.710729701815657533e+00,7.219838210216245056e-01,1.230987618322975319e+00,-1.009957616939709979e+00
1.184036807361472299e+01,1.704630690100068735e+00,7.344470447048290218e-01,1.228215991385391614e+00,-1.022607153497489652e+00
1.184636927385477101e+01,1.698456343227814358e+00,7.468331908667894536e-01,1.225411832781002408e+00,-1.035064770698608916e+00
1.185237047409481725e+01,1.692207815040150276e+00,7.591416100710112191e-01,1.222575829053115015e+00,-1.047329750401668980e+00
1.185837167433486528e+01,1.685886262657051882e+00,7.713716758131596851e-01,1.219708669131675194e+00,-1.059401459674233825e+00
1.186437287457491330e+01,1.679492846477226520e+00,7.835227845210388509e-01,1.216811044333272029e+00,-1.071279350281957532e+00
1.187037407481496132e+01,1.673028730178105050e+00,7.955943555546056700e-01,1.213883648361135270e+00,-1.082962958155783362e+00
1.187637527505500934e+01,1.666495080715844734e+00,8.075858312059664978e-01,1.210927177305135993e+00,-1.094451902837652035e+00
1.188237647529505736e+01,1.659893068325327903e+00,8.194966766993772023e-01,1.207942329641785939e+00,-1.105745886905233455e+00
1.188837767553510538e+01,1.653223863731287269e+00,8.313263794474926582e-01,1.204929804614367272e+00,-1.116844692856185484e+00
1.189437887577515340e+01,1.646488637358714424e+00,8.430744491112053263e-01,1.201890301772243763e+00,-1.127748182016181433e+00
1.190038007601520142e+01,1.639688564120992842e+00,8.547404188512108814e-01,1.198824523751281346e+00,-1.138456298149348456e+00
1.190638127625524945e+01,1.632824817530845740e+00,8.663238435585374209e-01,1.195733172854370308e+00,-1.148969061179145434e+00
1.191238247649529747e+01,1.625898569565203733e+00,8.778242998160188382e-01,1.192616950972950063e+00,-1.159286566258137308e+00
1.191838367673534549e+01,1.618910990665204608e+00,8.892413858982950448e-01,1.189476559587010707e+00,-1.169408982948210385e+00
1.192438487697539351e+01,1.611863249736194659e+00,9.005747217718119702e-01,1.186312699765092571e+00,-1.179336554387448111e+00
1.193038607721544153e+01,1.604756514147726909e+00,9.118239490948212289e-01,1.183126072164285336e+00,-1.189069596444181087e+00
1.193638727745548955e+01,1.597591949733562222e+00,9.229887312173806757e-01,1.179917377030229142e+00,-1.198608496858741823e+00
1.194238847769553757e+01,1.590370720791669523e+00,9.340687531813539612e-01,1.176687314197114809e+00,-1.207953714373435572e+00
1.194838967793558560e+01,1.583093989731126028e+00,9.450637215115973433e-01,1.173436582882455781e+00,-1.217105777378178377e+00
1.195439087817563362e+01,1.575762911435411473e+00,9.559733610565304129e-01,1.170165878408448767e+00,-1.226065275636405438e+00
1.196039207841568164e+01,1.568378640928294931e+00,9.667974197996154206e-01,1.166875896653069011e+00,-1.234832869910309938e+00
1.196639327865572966e+01,1.560942329768213899e+00,9.775356664317175204e-01,1.163567331958127005e+00,-1.243409285864312874e+00
1.197239447889577768e+01,1.553455123654176484e+00,9.881878888856271415e-01,1.160240875738449251e+00,-1.251795309801567946e+00
1.197839567913582570e+01,1.545918162425758968e+00,9.987538943360600996e-01,1.156897216481877821e+00,-1.259991787650818207e+00
1.198439687937587372e+01,1.538332580063107580e+00,1.009233509199657819e+00,1.153537039749270132e+00,-1.267999623949044752e+00
1.199039807961592174e+01,1.530699504686938051e+00,1.019626579134986555e+00,1.150161028174499167e+00,-1.275819780820357519e+00
1.199639927985596977e+01,1.523020058558534950e+00,1.029932969042538726e+00,1.146769861464453699e+00,-1.283453276951599831e+00
1.200240048009601779e+01,1.515295358079752353e+00,1.040152563064731472e+00,1.143364216399037625e+00,-1.290901186565112546e+00
1.200840168033606581e+01,1.507526513793014056e+00,1.050285264585907319e+00,1.139944766831170853e+00,-1.298164638389115444e+00
1.201440288057611383e+01,1.499714630381312697e+00,1.060330996232334844e+00,1.136512183686788857e+00,-1.305244814626157268e+00
1.202040408081616185e+01,1.491860804337297619e+00,1.070289697443807642e+00,1.133067133607340793e+00,-1.312142945497410285e+00
1.202640528105620987e+01,1.483966121956547868e+00,1.080161322881458608e+00,1.129610277771775806e+00,-1.318860304926930294e+00
1.203240648129625789e+01,1.476031666503129891e+00,1.089945849926093446e+00,1.126142276068333725e+00,-1.325398223117764562e+00
1.203840768153630592e+01,1.468058512218119560e+00,1.099643271994992455e+00,1.122663783612968924e+00,-1.331758073649041307e+00
1.204440888177635394e+01,1.460047724016957371e+00,1.109253598215580228e+00,1.119175450573291819e+00,-1.337941271825545675e+00
1.205041008201640196e+01,1.452000357489450000e+00,1.118776853425425655e+00,1.115677922168570202e+00,-1.343949273617123907e+00
1.205641128225644998e+01,1.443917458899768969e+00,1.128213078172241257e+00,1.112171838669728352e+00,-1.349783574602311242e+00
1.206241248249649800e+01,1.435800065186451091e+00,1.137562328713884297e+00,1.108657835399347036e+00,-1.355445708916517056e+00
1.206841368273654602e+01,1.427649203962399360e+00,1.146824677018356331e+00,1.105136542731663951e+00,-1.360937248205092542e+00
1.207441488297659404e+01,1.419465893514880950e+00,1.156000210763802771e+00,1.101608586092573949e+00,-1.366259800581602013e+00
1.208041608321664206e+01,1.411251142805529657e+00,1.165089033338513325e+00,1.098074585959627925e+00,-1.371415009591615553e+00
1.208641728345669009e+01,1.403005951470343904e+00,1.174091263840921995e+00,1.094535157862033703e+00,-1.376404553182334567e+00
1.209241848369673811e+01,1.394731309819687848e+00,1.183007037079606638e+00,1.090990912380656264e+00,-1.381230142678358197e+00
1.209841968393678613e+01,1.386428196233604693e+00,1.191836498396493971e+00,1.087442453624182015e+00,-1.385893514081770084e+00
1.210442088417683415e+01,1.378097577089033576e+00,1.200579804697017305e+00,1.083890379168184870e+00,-1.390396428125425521e+00
1.211042208441688217e+01,1.369740411751248610e+00,1.209237134147723047e+00,1.080335282976960132e+00,-1.394740683739578380e+00
1.211642328465693019e+01,1.361357648073574733e+00,1.217808676401689549e+00,1.076777752782808184e+00,-1.398928102892255554e+00
1.212242448489697821e+01,1.352950222318603846e+00,1.226294632434562715e+00,1.073218370040051273e+00,-1.402960529385239186e+00
1.212842568513702624e+01,1.344519059158193031e+00,1.234695214544555775e+00,1.069657709925035727e+00,-1.406839827900232542e+00
1.213442688537707426e+01,1.336065071673466553e+00,1.243010646352448401e+00,1.066096341336129516e+00,-1.410567883054928418e+00
1.214042808561712228e+01,1.327589161354814085e+00,1.251241162801588036e+00,1.062534826893724249e+00,-1.414146598469157468e+00
1.214642928585717030e+01,1.319092218101891811e+00,1.259387010157889009e+00,1.058973722940234286e+00,-1.417577895841263702e+00
1.215243048609721832e+01,1.310575120223622658e+00,1.267448446009832530e+00,1.055413579540096070e+00,-1.420863714034872327e+00
