t,N,P_mate,Q_env,dN_dt,dN_dt_noisy
4.026805361072214851e+01,8.728792325608594638e+01,1.623927480811023543e+02,4.286053956771827700e+01,-1.882659895073857115e-03,5.522742580900349418e-01
4.028805761152230502e+01,8.728788558768019357e+01,1.623927903154109345e+02,4.286210514036504549e+01,-1.878901314157133129e-03,6.725276181364109318e-01
4.030806161232246865e+01,8.728784803702035333e+01,1.623928320268489358e+02,4.286366754643303523e+01,-1.875398970852870661e-03,-2.353515582390874883e-01
4.032806561312262517e+01,8.728781060127471392e+01,1.623928732184315038e+02,4.286522679235028477e+01,-1.872135731005641901e-03,3.838554827267213199e-01
4.034806961392278879e+01,8.728777327618686854e+01,1.623929138932678882e+02,4.286678288454314867e+01,-1.869085288646488152e-03,1.537222538330602628e+00
4.036807361472294531e+01,8.728773605607568697e+01,1.623929540545613861e+02,4.286833582943633303e+01,-1.866212166234504366e-03,-3.580320936697776752e-03
4.038807761552310893e+01,8.728769893383531553e+01,1.623929937056094275e+02,4.286988563345287417e+01,-1.863471714131037515e-03,2.215398341560716189e-01
4.040808161632326545e+01,8.728766190093523392e+01,1.623930328498035180e+02,4.287143230301413155e+01,-1.860810111622868135e-03,-1.426588233320633670e-01
4.042808561712342907e+01,8.728762494742014155e+01,1.623930714906292678e+02,4.287297584453979482e+01,-1.858164365899028780e-03,8.538012110567410468e-03
4.044808961792358559e+01,8.728758806191008546e+01,1.623931096316663343e+02,4.287451626444789810e+01,-1.855462312946087877e-03,2.021572690289931695e-01
4.046809361872374922e+01,8.728755123160036078e+01,1.623931472765885076e+02,4.287605356915480570e+01,-1.852622617221300061e-03,7.088351991090314774e-01
4.048809761952390573e+01,8.728751444226155343e+01,1.623931844291636537e+02,4.287758776507519798e+01,-1.849554771737871306e-03,-4.345869238342877083e-01
4.050810162032406936e+01,8.728747767823955428e+01,1.623932210932537430e+02,4.287911885862211392e+01,-1.846159098434441148e-03,-6.985402807460906471e-01
4.052810562112422588e+01,8.728744092245554498e+01,1.623932572728147647e+02,4.288064685620690142e+01,-1.842326747890865590e-03,2.870591809309275613e-02
4.054810962192438950e+01,8.728740415666970875e+01,1.623932929718771732e+02,4.288217176423720645e+01,-1.837941396743758560e-03,1.186769379861108559e-01
4.056811362272454602e+01,8.728736740288640306e+01,1.623933281914497115e+02,4.288369358879366899e+01,-1.833145727147211801e-03,7.217787730944135172e-01
4.058811762352470964e+01,8.728733069520974652e+01,1.623933629316173324e+02,4.288521233584644676e+01,-1.828160289804259264e-03,3.750553683738277466e-01
4.060812162432486616e+01,8.728729404691155480e+01,1.623933971940087133e+02,4.288672801151478353e+01,-1.823071557666366971e-03,-2.958765938579785981e-01
4.062812562512502979e+01,8.728725746984495970e+01,1.623934309803475458e+02,4.288824062191689279e+01,-1.817956870098669242e-03,2.997609674509261191e-01
4.064812962592518630e+01,8.728722097444438077e+01,1.623934642924524780e+02,4.288975017316989380e+01,-1.812884433306294341e-03,5.745082854869227873e-01
4.066813362672534993e+01,8.728718456972556794e+01,1.623934971322370586e+02,4.289125667138985420e+01,-1.807913320376997035e-03,1.595730403642638129e-01
4.068813762752550645e+01,8.728714826328560150e+01,1.623935295017097928e+02,4.289276012269177585e+01,-1.803093471153260907e-03,-1.534318738392897730e-01
4.070814162832567007e+01,8.728711206130283529e+01,1.623935614029741998e+02,4.289426053318958765e+01,-1.798465692672834848e-03,3.548013146933176598e-01
4.072814562912582659e+01,8.728707596853701034e+01,1.623935928382286704e+02,4.289575790899614560e+01,-1.794061658941359383e-03,-1.610379035126463521e-01
4.074814962992599021e+01,8.728703998832911282e+01,1.623936238097666092e+02,4.289725225622324700e+01,-1.789903911003420944e-03,-9.173045959883662226e-01
4.076815363072614673e+01,8.728700412260147345e+01,1.623936543199762923e+02,4.289874358098162332e+01,-1.786005857056238710e-03,6.816037103936134489e-01
4.078815763152631035e+01,8.728696837185775337e+01,1.623936843713410667e+02,4.290023188938093313e+01,-1.782371772719670844e-03,-6.289596323998705163e-01
4.080816163232646687e+01,8.728693273518291562e+01,1.623937139664391225e+02,4.290171718752976915e+01,-1.778996800865684236e-03,-1.517363012056495708e-01
4.082816563312663050e+01,8.728689721024322523e+01,1.623937431079436351e+02,4.290319948153565832e+01,-1.775866951490456813e-03,-1.426919082907431580e-01
4.084816963392678701e+01,8.728686179328629180e+01,1.623937717986227369e+02,4.290467877750506887e+01,-1.772959102368076856e-03,-1.526134348688192588e-01
4.086817363472695064e+01,8.728682647914102688e+01,1.623938000413395457e+02,4.290615508154338187e+01,-1.770240998467897953e-03,-1.276719935722064603e-01
4.088817763552710716e+01,8.728679126121765819e+01,1.623938278390520793e+02,4.290762839975493392e+01,-1.767671252650870883e-03,-7.057530593809684394e-01
4.090818163632727078e+01,8.728675613150771539e+01,1.623938551948132840e+02,4.290909873824298160e+01,-1.765199344987422592e-03,2.769234934174147345e-01
4.092818563712742730e+01,8.728672108058408696e+01,1.623938821117711484e+02,4.291056610310971564e+01,-1.762765623624318323e-03,2.739959427137092854e-02
4.094818963792759092e+01,8.728668609760092068e+01,1.623939085931685327e+02,4.291203050045626100e+01,-1.760301304130962308e-03,3.301116845174598829e-02
4.096819363872774744e+01,8.728665117029372311e+01,1.623939346423432823e+02,4.291349193638267678e+01,-1.757728470124675368e-03,5.489964354843992478e-01
4.098819763952790396e+01,8.728661628497931702e+01,1.623939602627281715e+02,4.291495041698794921e+01,-1.754960072844369279e-03,5.625898127773822921e-01
4.100820164032806758e+01,8.728658142655579866e+01,1.623939854578509596e+02,4.291640594837000577e+01,-1.751899931662137533e-03,6.820103459851005745e-01
4.102820564112822410e+01,8.728654657850263732e+01,1.623940102313343061e+02,4.291785853662570815e+01,-1.748442733841670815e-03,9.376688389398818435e-01
4.104820964192838773e+01,8.728651172288056159e+01,1.623940345868959128e+02,4.291930818785083801e+01,-1.744474034651943839e-03,2.388924872887931705e-01
4.106821364272854424e+01,8.728647685849587390e+01,1.623940585269900510e+02,4.292075490799839343e+01,-1.739987156440747640e-03,-7.568481229914473252e-01
4.108821764352870787e+01,8.728644202914911432e+01,1.623940820506909404e+02,4.292219870265577697e+01,-1.735264986663764830e-03,1.186295139480168653e-01
4.110822164432886439e+01,8.728640725050615856e+01,1.623941051591617679e+02,4.292363957761590854e+01,-1.730409343622341112e-03,1.867616830951138521e-02
4.112822564512902801e+01,8.728637253490617809e+01,1.623941278538044060e+02,4.292507753868607523e+01,-1.725500633213528090e-03,4.670731137633721969e-02
4.114822964592918453e+01,8.728633789327508907e+01,1.623941501361164228e+02,4.292651259167306677e+01,-1.720610163758351518e-03,-2.879636413610453527e-01
4.116823364672934815e+01,8.728630333512560924e+01,1.623941720076911679e+02,4.292794474238318969e+01,-1.715800145930757026e-03,-4.322029005388302592e-01
4.118823764752950467e+01,8.728626886855721523e+01,1.623941934702176866e+02,4.292937399662224607e+01,-1.711123692842875244e-03,4.104520383720192678e-01
4.120824164832966829e+01,8.728623450025612840e+01,1.623942145254807201e+02,4.293080036019554768e+01,-1.706624820144497789e-03,4.972201217528192108e-01
4.122824564912982481e+01,8.728620023549537166e+01,1.623942351753608193e+02,4.293222383890792315e+01,-1.702338446037288122e-03,-5.466461136779127150e-01
4.124824964992998844e+01,8.728616607813472683e+01,1.623942554218341456e+02,4.293364443856368950e+01,-1.698290391516366071e-03,2.820532289487197586e-01
4.126825365073014495e+01,8.728613203062073467e+01,1.623942752669726985e+02,4.293506216496668770e+01,-1.694497380100301598e-03,-7.223977650273388784e-02
4.128825765153030858e+01,8.728609809398670905e+01,1.623942947129441166e+02,4.293647702392024001e+01,-1.690967038186386162e-03,-1.816444423539731179e-01
4.130826165233046510e+01,8.728606426785275119e+01,1.623943137620118478e+02,4.293788902122720685e+01,-1.687697895008000160e-03,3.543602002188477318e-01
4.132826565313062872e+01,8.728603055042570702e+01,1.623943324165349509e+02,4.293929816268993704e+01,-1.684679382620402066e-03,-1.348976667880543226e-02
4.134826965393078524e+01,8.728599693849919561e+01,1.623943506789683511e+02,4.294070445411028203e+01,-1.681891836113891259e-03,-2.651296518997740548e-01
4.136827365473094886e+01,8.728596342745360914e+01,1.623943685518625557e+02,4.294210790128960298e+01,-1.679306493386434340e-03,3.965118016275694796e-02
4.138827765553110538e+01,8.728593001125611295e+01,1.623943860378639101e+02,4.294350851002877789e+01,-1.676885495712099328e-03,-9.868522531426205946e-01
4.140828165633126901e+01,8.728589668246063127e+01,1.623944031397144272e+02,4.294490628612817318e+01,-1.674581887357362575e-03,-2.850645337538038615e-01
4.142828565713142552e+01,8.728586343220786148e+01,1.623944198602518725e+02,4.294630123538767918e+01,-1.672339615652163047e-03,-2.091857549745806122e-01
4.144828965793158915e+01,8.728583025022528830e+01,1.623944362024096790e+02,4.294769336360668177e+01,-1.670093531402017106e-03,-6.888570904026534159e-01
4.146829365873174567e+01,8.728579712482714115e+01,1.623944521692171179e+02,4.294908267658406942e+01,-1.667769388433271160e-03,9.815914522867609515e-02
4.148829765953190929e+01,8.728576404291440838e+01,1.623944677637990424e+02,4.295046918011825454e+01,-1.665283844161535853e-03,1.434750120427030762e-01
4.150830166033206581e+01,8.728573098997487989e+01,1.623944829893761721e+02,4.295185288000713086e+01,-1.662544459350101533e-03,-2.928461974232617337e-01
4.152830566113222943e+01,8.728569795008309029e+01,1.623944978492648659e+02,4.295323378204811604e+01,-1.659449698237835946e-03,-7.753044470042848302e-02
4.154830966193238595e+01,8.728566490590036153e+01,1.623945123468772067e+02,4.295461189203813746e+01,-1.655888928567605944e-03,3.435900183605268277e-01
4.156831366273254957e+01,8.728563184241204453e+01,1.623945264854416166e+02,4.295598721574446444e+01,-1.651766472761551086e-03,5.364366485470343227e-01
4.158831766353270609e+01,8.728559879554569534e+01,1.623945402643644513e+02,4.295735975852416999e+01,-1.647314487456696952e-03,-3.739493452817918562e-01
4.160832166433286972e+01,8.728556579033661933e+01,1.623945536838515693e+02,4.295872952580490534e+01,-1.642695028991170147e-03,1.751454753192663305e-01
4.162832566513302623e+01,8.728553283965365495e+01,1.623945667450089445e+02,4.296009652309790283e+01,-1.637991854096298994e-03,5.237450519595872045e-01
4.164832966593318986e+01,8.728549995495740177e+01,1.623945794490389858e+02,4.296146075591443747e+01,-1.633279654328134711e-03,-1.043509115364855099e-02
4.166833366673334638e+01,8.728546714630012104e+01,1.623945917972405653e+02,4.296282222976584819e+01,-1.628624055769023471e-03,-3.816774164684413329e-01
4.168833766753351000e+01,8.728543442232579253e+01,1.623946037910089046e+02,4.296418095016350946e+01,-1.624081618999184684e-03,-3.797773666342953436e-01
4.170834166833366652e+01,8.728540179027007184e+01,1.623946154318357173e+02,4.296553692261887392e+01,-1.619699839309873823e-03,-1.580577324448017018e-01
4.172834566913383014e+01,8.728536925596033313e+01,1.623946267213090380e+02,4.296689015264342970e+01,-1.615517146774436696e-03,-5.139513160770599054e-01
4.174834966993398666e+01,8.728533682381566905e+01,1.623946376611134781e+02,4.296824064574871471e+01,-1.611562906376207138e-03,1.008421971996649402e+00
4.176835367073415028e+01,8.728530449684683390e+01,1.623946482530299136e+02,4.296958840744633790e+01,-1.607857417653235643e-03,-2.834049858195492599e-01
4.178835767153430680e+01,8.728527227665631472e+01,1.623946584989357120e+02,4.297093344324795083e+01,-1.604411915366199537e-03,1.902552419788548221e-01
4.180836167233447043e+01,8.728524016343826020e+01,1.623946684008046759e+02,4.297227575866525484e+01,-1.601228569072077335e-03,9.238303778924548959e-02
4.182836567313462695e+01,8.728520815597856597e+01,1.623946779607070141e+02,4.297361535921001519e+01,-1.598300483450998399e-03,3.189004414129305021e-01
4.184836967393479057e+01,8.728517625165478933e+01,1.623946871808093420e+02,4.297495225039403977e+01,-1.595611698235188669e-03,-1.926544402401134393e-01
4.186837367473494709e+01,8.728514444643622028e+01,1.623946960633747096e+02,4.297628643772919332e+01,-1.593137188280024930e-03,-6.498333481456852745e-01
4.188837767553511071e+01,8.728511273488379629e+01,1.623947046107625738e+02,4.297761792672739034e+01,-1.590842863464558832e-03,8.182679773825731750e-01
4.190838167633526723e+01,8.728508111015023019e+01,1.623947128254288543e+02,4.297894672290061635e+01,-1.588685569487324756e-03,-4.034833670971987862e-02
4.192838567713543085e+01,8.728504956397986803e+01,1.623947207099257923e+02,4.298027283176088531e+01,-1.586613086701049724e-03,5.691245884788800197e-02
4.194838967793558737e+01,8.728501808670877438e+01,1.623947282669022059e+02,4.298159625882027512e+01,-1.584564131164256651e-03,9.859555114635056017e-02
4.196839367873575100e+01,8.728498666726476074e+01,1.623947354991031773e+02,4.298291700959092765e+01,-1.582468354456523230e-03,6.292572607365162218e-01
4.198839767953590751e+01,8.728495529316725765e+01,1.623947424093703091e+02,4.298423508958501316e+01,-1.580246343181102020e-03,3.829536905015394344e-01
4.200840168033607114e+01,8.728492395052745678e+01,1.623947490006415819e+02,4.298555050431478008e+01,-1.577809620044945405e-03,5.854543471690910605e-01
4.202840568113622766e+01,8.728489262404822568e+01,1.623947552759514394e+02,4.298686325929251950e+01,-1.575060642764469776e-03,4.098413635669924671e-01
4.204840968193639128e+01,8.728486129702413621e+01,1.623947612384306751e+02,4.298817336003057221e+01,-1.571892805202423915e-03,7.535145744249481525e-02
4.206841368273654780e+01,8.728482995134146449e+01,1.623947668913065741e+02,4.298948081204133587e+01,-1.568190436557870271e-03,1.260662065332738835e-01
4.208841768353671142e+01,8.728479859723839240e+01,1.623947722356761858e+02,4.299078562060468300e+01,-1.564020316337177974e-03,-3.724465922937179041e-01
4.210842168433686794e+01,8.728476727519985445e+01,1.623947772703603789e+02,4.299208779075060249e+01,-1.559643866585247451e-03,-9.701379684414780380e-01
4.212842568513703156e+01,8.728473599881499467e+01,1.623947819961812513e+02,4.299338732770721094e+01,-1.555149424717683360e-03,-1.204392157331828778e-01
4.214842968593718808e+01,8.728470478011803380e+01,1.623947864140693582e+02,4.299468423670438710e+01,-1.550615319715120677e-03,-5.372165290876494970e-01
4.216843368673735171e+01,8.728467362973931643e+01,1.623947905250522012e+02,4.299597852297255685e+01,-1.546110843960946113e-03,1.292773655426743051e+00
4.218843768753750822e+01,8.728464255690532525e+01,1.623947943302543990e+02,4.299727019174275000e+01,-1.541696253354984947e-03,7.786691464180747202e-01
4.220844168833767185e+01,8.728461156943875210e+01,1.623947978308975735e+02,4.299855924824655773e+01,-1.537422768052465472e-03,5.845554126044734122e-01
4.222844568913782837e+01,8.728458067375838425e+01,1.623948010283004351e+02,4.299984569771613963e+01,-1.533332571412415746e-03,-2.761241144783508350e-01
4.224844968993799199e+01,8.728454987487924654e+01,1.623948039238786976e+02,4.300112954538424503e+01,-1.529458811347694791e-03,1.028629175218969349e+00
4.226845369073814851e+01,8.728451917641244506e+01,1.623948065191451349e+02,4.300241079648418463e+01,-1.525825599102859087e-03,-8.528424348634048302e-01
4.228845769153831213e+01,8.728448858056529502e+01,1.623948088157095526e+02,4.300368945624985173e+01,-1.522448010405241803e-03,-6.049673197622769116e-01
4.230846169233846865e+01,8.728445808814124973e+01,1.623948108152788450e+02,4.300496552991571519e+01,-1.519332084583879805e-03,-3.911808333838709406e-01
4.232846569313863228e+01,8.728442769853991479e+01,1.623948125196569094e+02,4.300623902271681942e+01,-1.516474825464797505e-03,-4.797429570453533576e-01
4.234846969393878879e+01,8.728439740975707650e+01,1.623948139307447036e+02,4.300750993988877013e+01,-1.513864200859416087e-03,6.552207564682677177e-02
4.236847369473895242e+01,8.728436721838467349e+01,1.623948150505402452e+02,4.300877828666777702e+01,-1.511479142848770607e-03,9.619208719228783400e-02
4.238847769553910894e+01,8.728433711961078245e+01,1.623948158811385269e+02,4.301004406829058979e+01,-1.509289547598768877e-03,9.542639423718570768e-01
4.240848169633927256e+01,8.728430710721964658e+01,1.623948164247317152e+02,4.301130728999456210e+01,-1.507256275800727963e-03,4.979623720506098361e-01
4.242848569713942908e+01,8.728427717359170401e+01,1.623948166836088944e+02,4.301256795701760893e+01,-1.505331152515054782e-03,6.097174725148624130e-01
4.244848969793959270e+01,8.728424730970348833e+01,1.623948166601562662e+02,4.301382607459822083e+01,-1.503456966958083285e-03,2.085106838578416888e-01
4.246849369873974922e+01,8.728421750512774224e+01,1.623948163568570635e+02,4.301508164797546385e+01,-1.501567473127352059e-03,-7.433098632498566505e-02
4.248849769953991284e+01,8.728418774803334657e+01,1.623948157762915514e+02,4.301633468238897251e+01,-1.499587389517387237e-03,-3.439106837772823999e-01
4.250850170034006936e+01,8.728415802518534861e+01,1.623948149211370264e+02,4.301758518307898527e+01,-1.497432398906539674e-03,-7.552755080130514331e-01
4.252850570114023299e+01,8.728412832194494797e+01,1.623948137941679022e+02,4.301883315528627350e+01,-1.495009149024895123e-03,-4.355659066903221355e-01
4.254850970194038950e+01,8.728409862226949656e+01,1.623948123982555671e+02,4.302007860425221253e+01,-1.492215252170581152e-03,-1.911308775236831847e-01
4.256851370274055313e+01,8.728406890871251278e+01,1.623948107363684699e+02,4.302132153521873903e+01,-1.488939285081869457e-03,3.807122410402589141e-01
4.258851770354070965e+01,8.728403916984231614e+01,1.623948088110170431e+02,4.302256195337044176e+01,-1.485108529280410039e-03,-8.439181438336796903e-01
4.260852170434087327e+01,8.728400944635464498e+01,1.623948066208012335e+02,4.302379986347281715e+01,-1.480985706749038400e-03,-6.838374451442157387e-01
4.262852570514102979e+01,8.728397975926579022e+01,1.623948041657815509e+02,4.302503527043239728e+01,-1.476706898003499191e-03,1.090556750252675705e-01
4.264852970594119341e+01,8.728395012121877983e+01,1.623948014466375014e+02,4.302626817921105840e+01,-1.472354298684308560e-03,-5.251645196424926665e-01
4.266853370674134993e+01,8.728392054345685835e+01,1.623947984641462483e+02,4.302749859477174255e+01,-1.468001094650617233e-03,1.670081062383483583e-01
4.268853770754151356e+01,8.728389103582344433e+01,1.623947952191825266e+02,4.302872652207847182e+01,-1.463711461624939147e-03,-2.065510202344522095e-01
4.270854170834167007e+01,8.728386160676215866e+01,1.623947917127186997e+02,4.302995196609632700e+01,-1.459540565448946836e-03,-3.766022356046765385e-01
4.272854570914183370e+01,8.728383226331681044e+01,1.623947879458247030e+02,4.303117493179146891e+01,-1.455534562211369121e-03,-6.672403679105823882e-01
4.274854970994199022e+01,8.728380301113138273e+01,1.623947839196680718e+02,4.303239542413113838e+01,-1.451730598105882564e-03,-4.769063679660943966e-02
4.276855371074215384e+01,8.728377385445006098e+01,1.623947796355140269e+02,4.303361344808363498e+01,-1.448156809601641726e-03,-3.650686952465559409e-01
4.278855771154231036e+01,8.728374479611723302e+01,1.623947750947253041e+02,4.303482900861834537e+01,-1.444832323429068310e-03,-3.072122160980768624e-01
4.280856171234247398e+01,8.728371583757743224e+01,1.623947702987622961e+02,4.303604211070571495e+01,-1.441767256579851164e-03,-3.193934988011499221e-01
4.282856571314263050e+01,8.728368697887542282e+01,1.623947652491829956e+02,4.303725275931726912e+01,-1.438962716562741662e-03,9.240038647042195241e-02
4.284856971394278702e+01,8.728365821865615715e+01,1.623947599476429389e+02,4.303846095942560623e+01,-1.436410801559873107e-03,7.317841239593170233e-02
4.286857371474295064e+01,8.728362955416474733e+01,1.623947543958953474e+02,4.303966671600438332e+01,-1.434094599787272273e-03,-8.578946944189381751e-01
4.288857771554310716e+01,8.728360098124650790e+01,1.623947485957910430e+02,4.304087003402835876e+01,-1.431988190390143245e-03,-8.167690156347515162e-02
4.290858171634327078e+01,8.728357249434696996e+01,1.623947425492783907e+02,4.304207091847334254e+01,-1.430056642902854946e-03,1.979363656451257336e-01
4.292858571714342730e+01,8.728354408651179597e+01,1.623947362584034408e+02,4.304326937431621758e+01,-1.428256017518947374e-03,5.183026330681056448e-01
4.294858971794359093e+01,8.728351574938689339e+01,1.623947297253097872e+02,4.304446540653493969e+01,-1.426533365275872711e-03,3.902119449161989273e-01
4.296859371874374744e+01,8.728348747321834367e+01,1.623947229522386237e+02,4.304565902010855183e+01,-1.424826727955519345e-03,1.033470758005520934e-01
4.298859771954391107e+01,8.728345924685238799e+01,1.623947159415288013e+02,4.304685022001714145e+01,-1.423065137885259901e-03,-5.726478345622031396e-01
4.300860172034406759e+01,8.728343105773549837e+01,1.623947086956167709e+02,4.304803901124190446e+01,-1.421168618534807138e-03,-3.863910594320771330e-01
4.302860572114423121e+01,8.728340289191429235e+01,1.623947012170365554e+02,4.304922539876508125e+01,-1.419048184118310019e-03,4.558553791738947925e-01
4.304860972194438773e+01,8.728337473403563251e+01,1.623946935084197776e+02,4.305040938756998514e+01,-1.416605839835938241e-03,-3.524997009619125210e-01
4.306861372274455135e+01,8.728334656734651276e+01,1.623946855724956890e+02,4.305159098264103079e+01,-1.413734581717562833e-03,5.117185725323251111e-01
4.308861772354470787e+01,8.728331837369880475e+01,1.623946774120908287e+02,4.305277018896362762e+01,-1.410318427090828663e-03,6.355734329282979322e-01
4.310862172434487150e+01,8.728329016949113850e+01,1.623946690274387379e+02,4.305394701124302514e+01,-1.406463695786897006e-03,-5.324944576858116063e-01
4.312862572514502801e+01,8.728326199201900693e+01,1.623946604171980255e+02,4.305512145400864910e+01,-1.402411173756945573e-03,2.189049192604730354e-01
4.314862972594519164e+01,8.728323385456623384e+01,1.623946515818161060e+02,4.305629352196712034e+01,-1.398247131803032062e-03,-5.743482140506891986e-02
4.316863372674534816e+01,8.728320576902042660e+01,1.623946425218384491e+02,4.305746321982664426e+01,-1.394048854550078431e-03,1.012457774416096523e+00
4.318863772754551178e+01,8.728317774587303290e+01,1.623946332379086925e+02,4.305863055229694680e+01,-1.389884640332184063e-03,4.176330947804121618e-01
4.320864172834566830e+01,8.728314979421934083e+01,1.623946237307685578e+02,4.305979552408930999e+01,-1.385813801505264564e-03,-2.566155121510481640e-01
4.322864572914583192e+01,8.728312192175846462e+01,1.623946140012579065e+02,4.306095813991655774e+01,-1.381886664262310660e-03,2.022723458440346123e-01
4.324864972994598844e+01,8.728309413479335888e+01,1.623946040503146548e+02,4.306211840449307005e+01,-1.378144568747075027e-03,-4.602200133884881694e-01
4.326865373074615206e+01,8.728306643823081856e+01,1.623945938789748595e+02,4.306327632253476168e+01,-1.374619869380921955e-03,-7.711588159641012685e-02
4.328865773154630858e+01,8.728303883558145060e+01,1.623945834883726889e+02,4.306443189875909638e+01,-1.371335934422290848e-03,1.011233728754484112e-01
4.330866173234647221e+01,8.728301132895970227e+01,1.623945728797403945e+02,4.306558513788510112e+01,-1.368307146293545884e-03,7.331735309830808567e-02
4.332866573314662872e+01,8.728298391908386122e+01,1.623945620544083965e+02,4.306673604463333049e+01,-1.365538901708873709e-03,1.525187257506531446e-01
4.334866973394679235e+01,8.728295660527604127e+01,1.623945510138051134e+02,4.306788462372589521e+01,-1.363027611660072580e-03,-4.548331921440849079e-01
4.336867373474694887e+01,8.728292938546216817e+01,1.623945397594571602e+02,4.306903087988644785e+01,-1.360760701018648433e-03,-9.280006423470635868e-01
4.338867773554711249e+01,8.728290225617205067e+01,1.623945282929892642e+02,4.307017481784018287e+01,-1.358716609502153005e-03,-1.828161097604141527e-01
4.340868173634726901e+01,8.728287521253928105e+01,1.623945166161242071e+02,4.307131644231386502e+01,-1.356864790949430244e-03,-4.475354540445161677e-01
4.342868573714743263e+01,8.728284824830132038e+01,1.623945047306829110e+02,4.307245575803577964e+01,-1.355165713775363656e-03,-3.514472330847357995e-01
4.344868973794758915e+01,8.728282135579942747e+01,1.623944926385843814e+02,4.307359276973577522e+01,-1.353570860473496396e-03,1.067314439163832951e+00
4.346869373874775277e+01,8.728279452597871568e+01,1.623944803418457639e+02,4.307472748214523506e+01,-1.352022728511315108e-03,5.800919702367466346e-01
4.348869773954790929e+01,8.728276774838813878e+01,1.623944678425823156e+02,4.307585989999709852e+01,-1.350454829662339762e-03,-8.857603401524802300e-02
4.350870174034807292e+01,8.728274101118046246e+01,1.623944551430073204e+02,4.307699002802584687e+01,-1.348791690475081850e-03,-7.180665263762576744e-01
4.352870574114822944e+01,8.728271430111229279e+01,1.623944422454323160e+02,4.307811787096751033e+01,-1.346948851960405591e-03,-6.504448417628616586e-01
4.354870974194839306e+01,8.728268760354407618e+01,1.623944291522668095e+02,4.307924343355966812e+01,-1.344832869861534164e-03,1.792532047835765918e-01
4.356871374274854958e+01,8.728266090244008524e+01,1.623944158660184769e+02,4.308036672054144134e+01,-1.342341314853001677e-03,5.333320667864713815e-01
4.358871774354871320e+01,8.728263418036840449e+01,1.623944023892931057e+02,4.308148773665350006e+01,-1.339362771986429834e-03,-1.455968284199185281e-01
4.360872174434886972e+01,8.728260742724400245e+01,1.623943887241402138e+02,4.308260648656970204e+01,-1.335833100469585588e-03,6.621400111501306307e-02
4.362872574514903334e+01,8.728258068475660991e+01,1.623943748687255493e+02,4.308372297454821620e+01,-1.332021312308029337e-03,1.260708447736474114e-01
4.364872974594918986e+01,8.728255397286199013e+01,1.623943608228323114e+02,4.308483720500583303e+01,-1.328056565398583189e-03,5.317685390929997036e-01
4.366873374674935349e+01,8.728252730412066285e+01,1.623943465867913289e+02,4.308594918240808624e+01,-1.324020429152028555e-03,-9.415596953409879344e-01
4.368873774754951000e+01,8.728250068970025666e+01,1.623943321610319117e+02,4.308705891122253462e+01,-1.319985508317245149e-03,7.665615658073071659e-02
4.370874174834967363e+01,8.728247413937553745e+01,1.623943175460819646e+02,4.308816639591872644e+01,-1.316015442967000126e-03,2.014494543916912073e-01
4.372874574914983015e+01,8.728244766152839418e+01,1.623943027425679304e+02,4.308927164096821372e+01,-1.312164908981117151e-03,4.737338838029436228e-01
4.374874974994999377e+01,8.728242126314783889e+01,1.623942877512148755e+02,4.309037465084453089e+01,-1.308479617293301089e-03,1.967605169017943578e-01
4.376875375075015029e+01,8.728239494983000668e+01,1.623942725728463188e+02,4.309147543002323033e+01,-1.304996314715367589e-03,-5.516534426922041767e-01
4.378875775155031391e+01,8.728236872577815575e+01,1.623942572083844311e+02,4.309257398298185393e+01,-1.301742783383019741e-03,-2.915785301510757099e-01
4.380876175235047043e+01,8.728234259380268156e+01,1.623942416588498929e+02,4.309367031419995442e+01,-1.298737841295860562e-03,-7.633900345410395971e-01
4.382876575315063405e+01,8.728231655532110267e+01,1.623942259253619511e+02,4.309476442815905983e+01,-1.295991342118441025e-03,9.530524682692177729e-02
4.384876975395079057e+01,8.728229061035806069e+01,1.623942100091384191e+02,4.309585632934271615e+01,-1.293504175251314336e-03,9.488651301007514083e-02
4.386877375475095420e+01,8.728226475754530611e+01,1.623941939114956483e+02,4.309694602223646598e+01,-1.291268265688927386e-03,2.546245415155500846e-01
4.388877775555111072e+01,8.728223899412174092e+01,1.623941776338485852e+02,4.309803351132784144e+01,-1.289266574588054937e-03,-4.862252600242038536e-01
4.390878175635127434e+01,8.728221331593339016e+01,1.623941611777107141e+02,4.309911880110638549e+01,-1.287473098756208856e-03,-5.714028143174214591e-01
4.392878575715143086e+01,8.728218771743338777e+01,1.623941445446940577e+02,4.310020189606363061e+01,-1.285852870964276917e-03,7.615134255516587958e-01
4.394878975795159448e+01,8.728216219168200496e+01,1.623941277365092049e+02,4.310128280069312012e+01,-1.284361959903890238e-03,8.980668837538166582e-02
4.396879375875175100e+01,8.728213673034663600e+01,1.623941107549653395e+02,4.310236151949037264e+01,-1.282947470471640372e-03,8.717187632649610052e-01
4.398879775955191462e+01,8.728211132370179826e+01,1.623940936019701837e+02,4.310343805695293895e+01,-1.281547543214855978e-03,2.184405267233857639e-01
4.400880176035207114e+01,8.728208596062913216e+01,1.623940762795299690e+02,4.310451241758033802e+01,-1.280091355212675808e-03,-7.321336687995368964e-01
4.402880576115223477e+01,8.728206062861742964e+01,1.623940587897495504e+02,4.310558460587409968e+01,-1.278499119536036233e-03,4.014298921877570980e-01
4.404880976195239128e+01,8.728203531376256308e+01,1.623940411348323209e+02,4.310665462633776457e+01,-1.276682085205038675e-03,6.162884829787518282e-01
