t,v,brake_temperature,cart_position,dv_dt
1.361672334466893197e+01,9.663075521053917427e+00,6.121561020671190789e+01,1.846849685149695972e+02,-4.811788068399147633e-01
1.362272454490897999e+01,9.660183620736724208e+00,6.121986531851683822e+01,1.847429499188140198e+02,-4.825988444052792259e-01
1.362872574514902801e+01,9.657283198665190582e+00,6.122410918894084375e+01,1.848009139403488916e+02,-4.840185829011897090e-01
1.363472694538907604e+01,9.654374256444237190e+00,6.122834179882050165e+01,1.848588605277523413e+02,-4.854379748823179908e-01
1.364072814562912406e+01,9.651456795938614164e+00,6.123256312898149645e+01,1.849167896291583020e+02,-4.868569728341807235e-01
1.364672934586917208e+01,9.648530819272899350e+00,6.123677316023864137e+01,1.849747011926565392e+02,-4.882755291763395400e-01
1.365273054610922010e+01,9.645596328831492983e+00,6.124097187339588544e+01,1.850325951662925945e+02,-4.896935962656154828e-01
1.365873174634926812e+01,9.642653327258619456e+00,6.124515924924631349e+01,1.850904714980678420e+02,-4.911111263993243048e-01
1.366473294658931614e+01,9.639701818320217441e+00,6.124933527182090387e+01,1.851483301425367074e+02,-4.925280720618564478e-01
1.367073414682936416e+01,9.636741806518877240e+00,6.125349992525923426e+01,1.852061710544193147e+02,-4.939443857216767597e-01
1.367673534706941219e+01,9.633773295982704710e+00,6.125765319043897961e+01,1.852639941817731994e+02,-4.953600195686265750e-01
1.368273654730946021e+01,9.630796291119281705e+00,6.126179504829197953e+01,1.853217994727436633e+02,-4.967749257514022521e-01
1.368873774754950823e+01,9.627810796615682065e+00,6.126592547980428094e+01,1.853795868755642289e+02,-4.981890563809006078e-01
1.369473894778955625e+01,9.624816817438478722e+00,6.127004446601618781e+01,1.854373563385564410e+02,-4.996023635335749558e-01
1.370074014802960427e+01,9.621814358833745473e+00,6.127415198802223273e+01,1.854951078101299515e+02,-5.010147992547975271e-01
1.370674134826965229e+01,9.618803426327046324e+00,6.127824802697118400e+01,1.855528412387825767e+02,-5.024263155622451515e-01
1.371274254850970031e+01,9.615784025723446149e+00,6.128233256406604568e+01,1.856105565731001548e+02,-5.038368644492884352e-01
1.371874374874974833e+01,9.612756163107508911e+00,6.128640558056405752e+01,1.856682537617566879e+02,-5.052463978884047524e-01
1.372474494898979636e+01,9.609719844843292336e+00,6.129046705777670212e+01,1.857259327535141722e+02,-5.066548678345966783e-01
1.373074614922984438e+01,9.606675077574353239e+00,6.129451697706969071e+01,1.857835934972228529e+02,-5.080622262288237989e-01
1.373674734946989240e+01,9.603621868223745750e+00,6.129855531986297734e+01,1.858412359418209405e+02,-5.094684250014459570e-01
1.374274854970994042e+01,9.600560223994017761e+00,6.130258206763075179e+01,1.858988600363348098e+02,-5.108734160756809306e-01
1.374874974994998844e+01,9.597490152367219807e+00,6.130659720190142536e+01,1.859564657298789427e+02,-5.122771513710703273e-01
1.375475095019003646e+01,9.594411661104894407e+00,6.131060070425767350e+01,1.860140529716559001e+02,-5.136795828069506964e-01
1.376075215043008448e+01,9.591324758248084947e+00,6.131459255633637895e+01,1.860716217109563217e+02,-5.150806623059445144e-01
1.376675335067013251e+01,9.588229452117330354e+00,6.131857273982868151e+01,1.861291718971589830e+02,-5.164803417974511701e-01
1.377275455091018053e+01,9.585125751312666864e+00,6.132254123647994959e+01,1.861867034797307383e+02,-5.178785732211561577e-01
1.377875575115022855e+01,9.582013664713626255e+00,6.132649802808978023e+01,1.862442164082265492e+02,-5.192753085305332750e-01
1.378475695139027657e+01,9.578893201479241171e+00,6.133044309651202752e+01,1.863017106322894847e+02,-5.206704996963730236e-01
1.379075815163032459e+01,9.575764371048039791e+00,6.133437642365475995e+01,1.863591861016506925e+02,-5.220640987103044584e-01
1.379675935187037261e+01,9.572627183138045837e+00,6.133829799148029593e+01,1.864166427661294279e+02,-5.234560575883282496e-01
1.380276055211042063e+01,9.569481647746780340e+00,6.134220778200518964e+01,1.864740805756330531e+02,-5.248463283743600716e-01
1.380876175235046865e+01,9.566327775151263424e+00,6.134610577730021674e+01,1.865314994801570379e+02,-5.262348631437698820e-01
1.381476295259051668e+01,9.563165575908012528e+00,6.134999195949040995e+01,1.865888994297849024e+02,-5.276216140069356353e-01
1.382076415283056470e+01,9.559995060853040627e+00,6.135386631075502351e+01,1.866462803746883026e+02,-5.290065331128003256e-01
1.382676535307061272e+01,9.556816241101856235e+00,6.135772881332755446e+01,1.867036422651270300e+02,-5.303895726524280319e-01
1.383276655331066074e+01,9.553629128049470509e+00,6.136157944949573562e+01,1.867609850514488983e+02,-5.317706848625668448e-01
1.383876775355070876e+01,9.550433733370386591e+00,6.136541820160153549e+01,1.868183086840898852e+02,-5.331498220292187895e-01
1.384476895379075678e+01,9.547230069018606713e+00,6.136924505204115832e+01,1.868756131135740191e+02,-5.345269364912021981e-01
1.385077015403080480e+01,9.544018147227628646e+00,6.137305998326504408e+01,1.869328982905134637e+02,-5.359019806437320677e-01
1.385677135427085283e+01,9.540797980510452803e+00,6.137686297777786848e+01,1.869901641656084621e+02,-5.372749069419844314e-01
1.386277255451090085e+01,9.537569581659569806e+00,6.138065401813855004e+01,1.870474106896473927e+02,-5.386456679046762730e-01
1.386877375475094887e+01,9.534332963746969369e+00,6.138443308696023593e+01,1.871046378135066277e+02,-5.400142161176368916e-01
1.387477495499099689e+01,9.531088140124142072e+00,6.138820016691031611e+01,1.871618454881507887e+02,-5.413805042373858178e-01
1.388077615523104491e+01,9.527835124422072255e+00,6.139195524071040921e+01,1.872190336646324909e+02,-5.427444849947067329e-01
1.388677735547109293e+01,9.524573930551239798e+00,6.139569829113637667e+01,1.872762022940924851e+02,-5.441061111982216092e-01
1.389277855571114095e+01,9.521304572701627222e+00,6.139942930101831564e+01,1.873333513277596012e+02,-5.454653357379608547e-01
1.389877975595118897e+01,9.518027065342710813e+00,6.140314825324055192e+01,1.873904807169507762e+02,-5.468221115889413397e-01
1.390478095619123700e+01,9.514741423223462391e+00,6.140685513074165414e+01,1.874475904130710830e+02,-5.481763918147301018e-01
1.391078215643128502e+01,9.511447661372352869e+00,6.141054991651442663e+01,1.875046803676136449e+02,-5.495281295710103819e-01
1.391678335667133304e+01,9.508145795097350472e+00,6.141423259360591658e+01,1.875617505321597207e+02,-5.508772781091479942e-01
1.392278455691138106e+01,9.504835839985920742e+00,6.141790314511739979e+01,1.876188008583786200e+02,-5.522237907797475920e-01
1.392878575715142908e+01,9.501517811905026534e+00,6.142156155420438779e+01,1.876758312980278163e+02,-5.535676210362114880e-01
1.393478695739147710e+01,9.498191727001126239e+00,6.142520780407662073e+01,1.877328418029528052e+02,-5.549087224382832639e-01
1.394078815763152512e+01,9.494857601700177341e+00,6.142884187799810292e+01,1.877898323250872465e+02,-5.562470486556031490e-01
1.394678935787157315e+01,9.491515452707632861e+00,6.143246375928703884e+01,1.878468028164528789e+02,-5.575825534712390841e-01
1.395279055811162117e+01,9.488165297008443133e+00,6.143607343131589715e+01,1.879037532291595483e+02,-5.589151907852240031e-01
1.395879175835166919e+01,9.484807151867057584e+00,6.143967087751137512e+01,1.879606835154051794e+02,-5.602449146180823458e-01
1.396479295859171721e+01,9.481441034827419401e+00,6.144325608135439865e+01,1.880175936274758044e+02,-5.615716791143491315e-01
1.397079415883176523e+01,9.478066963712974413e+00,6.144682902638012933e+01,1.880744835177455627e+02,-5.628954385460838150e-01
1.397679535907181325e+01,9.474684956626656884e+00,6.145038969617798585e+01,1.881313531386766726e+02,-5.642161473163721519e-01
1.398279655931186127e+01,9.471295031950909049e+00,6.145393807439160128e+01,1.881882024428194882e+02,-5.655337599628235123e-01
1.398879775955190929e+01,9.467897208347661575e+00,6.145747414471885151e+01,1.882450313828124138e+02,-5.668482311610579805e-01
1.399479895979195732e+01,9.464491504758344220e+00,6.146099789091184817e+01,1.883018399113819896e+02,-5.681595157281817965e-01
1.400080016003200534e+01,9.461077940403889386e+00,6.146450929677694575e+01,1.883586279813428632e+02,-5.694675686262562486e-01
1.400680136027205336e+01,9.457656534784717905e+00,6.146800834617472020e+01,1.884153955455977325e+02,-5.707723449657520209e-01
1.401280256051210138e+01,9.454227307680755032e+00,6.147149502302000457e+01,1.884721425571374311e+02,-5.720738000089989894e-01
1.401880376075214940e+01,9.450790279151418005e+00,6.147496931128185338e+01,1.885288689690409285e+02,-5.733718891736171441e-01
1.402480496099219742e+01,9.447345469535626705e+00,6.147843119498355691e+01,1.885855747344751876e+02,-5.746665680359419603e-01
1.403080616123224544e+01,9.443892899451791223e+00,6.148188065820265535e+01,1.886422598066953924e+02,-5.759577923344341155e-01
1.403680736147229346e+01,9.440432589797826068e+00,6.148531768507091044e+01,1.886989241390447205e+02,-5.772455179730747732e-01
1.404280856171234149e+01,9.436964561751137737e+00,6.148874225977431962e+01,1.887555676849545137e+02,-5.785297010247558713e-01
1.404880976195238951e+01,9.433488836768631813e+00,6.149215436655313027e+01,1.888121903979441925e+02,-5.798102977346452080e-01
1.405481096219243753e+01,9.430005436586709422e+00,6.149555398970181841e+01,1.888687922316212848e+02,-5.810872645235489742e-01
1.406081216243248555e+01,9.426514383221272553e+00,6.149894111356909576e+01,1.889253731396813976e+02,-5.823605579912497499e-01
1.406681336267253357e+01,9.423015698967716958e+00,6.150231572255791690e+01,1.889819330759082732e+02,-5.836301349198358412e-01
1.407281456291258159e+01,9.419509406400935703e+00,6.150567780112545080e+01,1.890384719941737330e+02,-5.848959522770155184e-01
1.407881576315262961e+01,9.415995528375320944e+00,6.150902733378313769e+01,1.890949898484376490e+02,-5.861579672194076052e-01
1.408481696339267764e+01,9.412474088024760377e+00,6.151236430509662512e+01,1.891514865927480855e+02,-5.874161370958295159e-01
1.409081816363272566e+01,9.408945108762640785e+00,6.151568869968581055e+01,1.892079621812411574e+02,-5.886704194505546495e-01
1.409681936387277368e+01,9.405408614281842716e+00,6.151900050222482008e+01,1.892644165681410584e+02,-5.899207720265596810e-01
1.410282056411282170e+01,9.401864628554747583e+00,6.152229969744202265e+01,1.893208497077601180e+02,-5.911671527687579752e-01
1.410882176435286972e+01,9.398313175833232336e+00,6.152558627012003001e+01,1.893772615544987445e+02,-5.924095198272029128e-01
1.411482296459291774e+01,9.394754280648667688e+00,6.152886020509566833e+01,1.894336520628454821e+02,-5.936478315602877753e-01
1.412082416483296576e+01,9.391187967811928772e+00,6.153212148726002795e+01,1.894900211873768967e+02,-5.948820465379143219e-01
1.412682536507301378e+01,9.387614262413382704e+00,6.153537010155840647e+01,1.895463688827577187e+02,-5.961121235446498190e-01
1.413282656531306181e+01,9.384033189822893917e+00,6.153860603299035859e+01,1.896026951037407571e+02,-5.973380215828629769e-01
1.413882776555310983e+01,9.380444775629397824e+00,6.154182926663956721e+01,1.896589998052311898e+02,-5.985596998733386798e-01
1.414482896579315785e+01,9.376849039420568133e+00,6.154503979086337750e+01,1.897152829491283228e+02,-5.997771176065355148e-01
1.415083016603320587e+01,9.373246003539739135e+00,6.154823759321524790e+01,1.897715444955263990e+02,-6.009902343197411900e-01
1.415683136627325389e+01,9.369635694946717663e+00,6.155142265923207390e+01,1.898277844001465837e+02,-6.021990099632056337e-01
1.416283256651330191e+01,9.366018140776919410e+00,6.155459497455730400e+01,1.898840026189106425e+02,-6.034034047160097280e-01
1.416883376675334993e+01,9.362393368341372479e+00,6.155775452494092548e+01,1.899401991079410550e+02,-6.046033789890106203e-01
1.417483496699339796e+01,9.358761405126720945e+00,6.156090129623949991e+01,1.899963738235609014e+02,-6.057988934277577231e-01
1.418083616723344598e+01,9.355122278795217738e+00,6.156403527441611345e+01,1.900525267222939476e+02,-6.069899089153806271e-01
1.418683736747349400e+01,9.351476017184731759e+00,6.156715644554040523e+01,1.901086577608645882e+02,-6.081763865754623577e-01
1.419283856771354202e+01,9.347822648308740767e+00,6.157026479578858158e+01,1.901647668961978752e+02,-6.093582877748859872e-01
1.419883976795359004e+01,9.344162200356338488e+00,6.157336031144337340e+01,1.902208540854195746e+02,-6.105355741266510483e-01
1.420484096819363806e+01,9.340494701692232837e+00,6.157644297889407170e+01,1.902769192858560245e+02,-6.117082074926745161e-01
1.421084216843368608e+01,9.336820180856738816e+00,6.157951278463651335e+01,1.903329624550342487e+02,-6.128761499865591489e-01
1.421684336867373410e+01,9.333138666565789165e+00,6.158256971527309531e+01,1.903889835506819281e+02,-6.140393639763427336e-01
1.422284456891378213e+01,9.329450187710925491e+00,6.158561375751275335e+01,1.904449825307274295e+02,-6.151978120872164668e-01
1.422884576915383015e+01,9.325754773359307137e+00,6.158864489817096910e+01,1.905009593532997201e+02,-6.163514572042236850e-01
1.423484696939387817e+01,9.322052452753700535e+00,6.159166312416977718e+01,1.905569139767284241e+02,-6.175002624749201807e-01
1.424084816963392619e+01,9.318343255312488083e+00,6.159466842253776520e+01,1.906128463595438518e+02,-6.186441913120289682e-01
1.424684936987397421e+01,9.314627210629666365e+00,6.159766078041006665e+01,1.906687564604769989e+02,-6.197832073960458654e-01
1.425285057011402223e+01,9.310904348474839054e+00,6.160064018502836092e+01,1.907246442384594047e+02,-6.209172746778286456e-01
1.425885177035407025e+01,9.307174698793227563e+00,6.160360662374088037e+01,1.907805096526233797e+02,-6.220463573811663149e-01
1.426485297059411828e+01,9.303438291705665719e+00,6.160656008400240324e+01,1.908363526623018060e+02,-6.231704200053015397e-01
1.427085417083416630e+01,9.299695157508597987e+00,6.160950055337425368e+01,1.908921732270282803e+02,-6.242894273274429695e-01
1.427685537107421432e+01,9.295945326674081244e+00,6.161242801952431591e+01,1.909479713065370277e+02,-6.254033444052402579e-01
1.428285657131426234e+01,9.292188829849786558e+00,6.161534247022702004e+01,1.910037468607629023e+02,-6.265121365792325481e-01
1.428885777155431036e+01,9.288425697858997410e+00,6.161824389336332786e+01,1.910594998498414441e+02,-6.276157694752692029e-01
1.429485897179435838e+01,9.284655961700611471e+00,6.162113227692077544e+01,1.911152302341088500e+02,-6.287142090068982281e-01
1.430086017203440640e+01,9.280879652549137049e+00,6.162400760899343055e+01,1.911709379741019461e+02,-6.298074213777310471e-01
1.430686137227445442e+01,9.277096801754693089e+00,6.162686987778192105e+01,1.912266230305582440e+02,-6.308953730837729701e-01
1.431286257251450245e+01,9.273307440843016280e+00,6.162971907159341356e+01,1.912822853644159125e+02,-6.319780309157243536e-01
1.431886377275455047e+01,9.269511601515453947e+00,6.163255517884162771e+01,1.913379249368137209e+02,-6.330553619612526717e-01
1.432486497299459849e+01,9.265709315648964051e+00,6.163537818804682900e+01,1.913935417090911244e+02,-6.341273336072359434e-01
1.433086617323464651e+01,9.261900615296120520e+00,6.163818808783584302e+01,1.914491356427882636e+02,-6.351939135419748528e-01
1.433686737347469453e+01,9.258085532685107921e+00,6.164098486694203416e+01,1.915047066996459080e+02,-6.362550697573690073e-01
1.434286857371474255e+01,9.254264100219723232e+00,6.164376851420531978e+01,1.915602548416054560e+02,-6.373107705510703269e-01
1.434886977395479057e+01,9.250436350479377623e+00,6.164653901857215601e+01,1.916157800308089918e+02,-6.383609845285992401e-01
1.435487097419483860e+01,9.246602316219092899e+00,6.164929636909555910e+01,1.916712822295992567e+02,-6.394056806054342346e-01
1.436087217443488662e+01,9.242762030369508608e+00,6.165204055493509827e+01,1.917267614005196208e+02,-6.404448280090642154e-01
1.436687337467493464e+01,9.238915526036869608e+00,6.165477156535688152e+01,1.917822175063141401e+02,-6.414783962810156615e-01
1.437287457491498266e+01,9.235062836503038497e+00,6.165748938973356985e+01,1.918376505099274993e+02,-6.425063552788395915e-01
1.437887577515503068e+01,9.231203995225488512e+00,6.166019401754437013e+01,1.918930603745050121e+02,-6.435286751780751047e-01
1.438487697539507870e+01,9.227339035837308856e+00,6.166288543837504221e+01,1.919484470633927629e+02,-6.445453264741759503e-01
1.439087817563512672e+01,9.223467992147197592e+00,6.166556364191789186e+01,1.920038105401373230e+02,-6.455562799844005717e-01
1.439687937587517474e+01,9.219590898139466972e+00,6.166822861797177779e+01,1.920591507684860630e+02,-6.465615068496828322e-01
1.440288057611522277e+01,9.215707787974039888e+00,6.167088035644210464e+01,1.921144677123868973e+02,-6.475609785364491167e-01
1.440888177635527079e+01,9.211818695986456973e+00,6.167351884734081580e+01,1.921697613359884826e+02,-6.485546668384254421e-01
1.441488297659531881e+01,9.207923656687865943e+00,6.167614408078642896e+01,1.922250316036401045e+02,-6.495425438783948291e-01
1.442088417683536683e+01,9.204022704765032259e+00,6.167875604700398640e+01,1.922802784798916491e+02,-6.505245821099233661e-01
1.442688537707541485e+01,9.200115875080330241e+00,6.168135473632509758e+01,1.923355019294937165e+02,-6.515007543190627359e-01
1.443288657731546287e+01,9.196203202671748400e+00,6.168394013918790364e+01,1.923907019173975641e+02,-6.524710336260090005e-01
1.443888777755551089e+01,9.192284722752887660e+00,6.168651224613710582e+01,1.924458784087550498e+02,-6.534353934867307423e-01
1.444488897779555892e+01,9.188360470712963135e+00,6.168907104782394413e+01,1.925010313689187456e+02,-6.543938076945630122e-01
1.445089017803560694e+01,9.184430482116798800e+00,6.169161653500623288e+01,1.925561607634418522e+02,-6.553462503817687468e-01
1.445689137827565496e+01,9.180494792704836371e+00,6.169414869854829675e+01,1.926112665580781993e+02,-6.562926960210659910e-01
1.446289257851570298e+01,9.176553438393126427e+00,6.169666752942104893e+01,1.926663487187823023e+02,-6.572331194271165966e-01
1.446889377875575100e+01,9.172606455273333736e+00,6.169917301870192006e+01,1.927214072117093338e+02,-6.581674957579871643e-01
1.447489497899579902e+01,9.168653879612735480e+00,6.170166515757490089e+01,1.927764420032151236e+02,-6.590958005165705735e-01
1.448089617923584704e+01,9.164695747854223029e+00,6.170414393733054226e+01,1.928314530598561021e+02,-6.600180095519724288e-01
1.448689737947589329e+01,9.160732096616300169e+00,6.170660934936591957e+01,1.928864403483894137e+02,-6.609340990608678634e-01
1.449289857971594131e+01,9.156762962693077768e+00,6.170906138518468964e+01,1.929414038357728600e+02,-6.618440455888208174e-01
1.449889977995598933e+01,9.152788383054287991e+00,6.171150003639702675e+01,1.929963434891648717e+02,-6.627478260315650127e-01
1.450490098019603735e+01,9.148808394845270087e+00,6.171392529471967237e+01,1.930512592759245365e+02,-6.636454176362549529e-01
1.451090218043608537e+01,9.144823035386977494e+00,6.171633715197590675e+01,1.931061511636115711e+02,-6.645367980026780641e-01
1.451690338067613339e+01,9.140832342175979619e+00,6.171873560009557735e+01,1.931610191199864062e+02,-6.654219450844385264e-01
1.452290458091618142e+01,9.136836352884451173e+00,6.172112063111505620e+01,1.932158631130100446e+02,-6.663008371900942528e-01
1.452890578115622944e+01,9.132835105360184613e+00,6.172349223717727540e+01,1.932706831108442600e+02,-6.671734529842749950e-01
1.453490698139627746e+01,9.128828637626588360e+00,6.172585041053172006e+01,1.933254790818513698e+02,-6.680397714887440497e-01
1.454090818163632548e+01,9.124816987882674368e+00,6.172819514353441406e+01,1.933802509945944053e+02,-6.688997720834466421e-01
1.454690938187637350e+01,9.120800194503075886e+00,6.173052642864794848e+01,1.934349988178369983e+02,-6.697534345075049078e-01
1.455291058211642152e+01,9.116778296038035023e+00,6.173284425844144607e+01,1.934897225205435234e+02,-6.706007388601938901e-01
1.455891178235646954e+01,9.112751331213406303e+00,6.173514862559057548e+01,1.935444220718789268e+02,-6.714416656018646901e-01
1.456491298259651757e+01,9.108719338930656662e+00,6.173743952287757253e+01,1.935990974412088690e+02,-6.722761955548459678e-01
1.457091418283656559e+01,9.104682358266869002e+00,6.173971694319121184e+01,1.936537485980996109e+02,-6.731043099043050315e-01
1.457691538307661361e+01,9.100640428474736865e+00,6.174198087952680680e+01,1.937083755123180993e+02,-6.739259901990719559e-01
1.458291658331666163e+01,9.096593588982564427e+00,6.174423132498623801e+01,1.937629781538319378e+02,-6.747412183524299500e-01
1.458891778355670965e+01,9.092541879394270055e+00,6.174646827277793193e+01,1.938175564928093593e+02,-6.755499766428700870e-01
1.459491898379675767e+01,9.088485339489388082e+00,6.174869171621684671e+01,1.938721104996192821e+02,-6.763522477148141698e-01
1.460092018403680569e+01,9.084424009223061702e+00,6.175090164872451481e+01,1.939266401448312820e+02,-6.771480145792916350e-01
1.460692138427685371e+01,9.080357928726046524e+00,6.175309806382899325e+01,1.939811453992155350e+02,-6.779372606145919189e-01
1.461292258451690174e+01,9.076287137428087348e+00,6.175528095526379246e+01,1.940356262339990110e+02,-6.787199695076454597e-01
1.461892378475694976e+01,9.072211663685610716e+00,6.175745031822791731e+01,1.940900826240737445e+02,-6.794961245566282226e-01
1.462492498499699778e+01,9.068131544272672429e+00,6.175960614729147835e+01,1.941445145425090573e+02,-6.802657099917379657e-01
1.463092618523704580e+01,9.064046819874480576e+00,6.176174843673176440e+01,1.941989219615273328e+02,-6.810287106655467104e-01
1.463692738547709382e+01,9.059957531185645507e+00,6.176387718094965606e+01,1.942533048535969158e+02,-6.817851117890252333e-01
1.464292858571714184e+01,9.055863718910174498e+00,6.176599237446962576e+01,1.943076631914321126e+02,-6.825348989319306447e-01
1.464892978595718986e+01,9.051765423761475304e+00,6.176809401193974480e+01,1.943619969479932479e+02,-6.832780580231715417e-01
1.465493098619723789e+01,9.047662686462357939e+00,6.177018208813168343e+01,1.944163060964866077e+02,-6.840145753511283067e-01
1.466093218643728591e+01,9.043555547745025791e+00,6.177225659794071078e+01,1.944705906103644963e+02,-6.847444375639476499e-01
1.466693338667733393e+01,9.039444048351088057e+00,6.177431753638569489e+01,1.945248504633251230e+02,-6.854676316697954075e-01
1.467293458691738195e+01,9.035328229031550862e+00,6.177636489860908853e+01,1.945790856293127433e+02,-6.861841450370852469e-01
1.467893578715742997e+01,9.031208130546820811e+00,6.177839867987695754e+01,1.946332960825176031e+02,-6.868939653946637414e-01
1.468493698739747799e+01,9.027083793666703215e+00,6.178041887557895961e+01,1.946874817973758809e+02,-6.875970808319689098e-01
1.469093818763752601e+01,9.022955259170403863e+00,6.178242548122833711e+01,1.947416427485698023e+02,-6.882934797991538955e-01
1.469693938787757403e+01,9.018822567846527249e+00,6.178441849246195261e+01,1.947957789110274973e+02,-6.889831511071706771e-01
1.470294058811762206e+01,9.014685760493078348e+00,6.178639790504025342e+01,1.948498902599231712e+02,-6.896660839278343502e-01
1.470894178835767008e+01,9.010544877917462614e+00,6.178836371484727863e+01,1.949039767706769055e+02,-6.903422677938351182e-01
1.471494298859771810e+01,9.006399960936485982e+00,6.179031591789067335e+01,1.949580384189548568e+02,-6.910116925987395131e-01
1.472094418883776612e+01,9.002251050376347763e+00,6.179225451030167449e+01,1.950120751806691146e+02,-6.916743485969363281e-01
1.472694538907781414e+01,8.998098187072654852e+00,6.179417948833512497e+01,1.950660870319777587e+02,-6.923302264035658959e-01
1.473294658931786216e+01,8.993941411870409297e+00,6.179609084836945243e+01,1.951200739492848868e+02,-6.929793169944098441e-01
1.473894778955791018e+01,8.989780765624015402e+00,6.179798858690668339e+01,1.951740359092405583e+02,-6.936216117057492081e-01
1.474494898979795821e+01,8.985616289197272621e+00,6.179987270057246462e+01,1.952279728887407373e+02,-6.942571022341852416e-01
1.475095019003800623e+01,8.981448023463386221e+00,6.180174318611599915e+01,1.952818848649275196e+02,-6.948857806364416856e-01
1.475695139027805425e+01,8.977276009304956617e+00,6.180360004041012445e+01,1.953357718151888776e+02,-6.955076393291177439e-01
1.476295259051810227e+01,8.973100287613984705e+00,6.180544326045126269e+01,1.953896337171588016e+02,-6.961226710884175217e-01
1.476895379075815029e+01,8.968920899291873639e+00,6.180727284335942073e+01,1.954434705487172437e+02,-6.967308690498512647e-01
1.477495499099819831e+01,8.964737885249423499e+00,6.180908878637821147e+01,1.954972822879901457e+02,-6.973322267078949643e-01
1.478095619123824633e+01,8.960551286406833071e+00,6.181089108687486089e+01,1.955510689133494679e+02,-6.979267379156264273e-01
1.478695739147829435e+01,8.956361143693705174e+00,6.181267974234016549e+01,1.956048304034131036e+02,-6.985143968843249285e-01
1.479295859171834238e+01,8.952167498049037775e+00,6.181445475038853488e+01,1.956585667370449642e+02,-6.990951981830435535e-01
1.479895979195839040e+01,8.947970390421231102e+00,6.181621610875797757e+01,1.957122778933549512e+02,-6.996691367381443483e-01
1.480496099219843842e+01,8.943769861768084084e+00,6.181796381531007967e+01,1.957659638516988707e+02,-7.002362078328094874e-01
1.481096219243848644e+01,8.939565953056796133e+00,6.181969786803005462e+01,1.958196245916786324e+02,-7.007964071065164724e-01
1.481696339267853446e+01,8.935358705263963586e+00,6.182141826502669346e+01,1.958732600931420222e+02,-7.013497305544831306e-01
1.482296459291858248e+01,8.931148159375588591e+00,6.182312500453237902e+01,1.959268703361828727e+02,-7.018961745270861918e-01
1.482896579315863050e+01,8.926934356387064895e+00,6.182481808490311437e+01,1.959804553011409780e+02,-7.024357357292423387e-01
1.483496699339867853e+01,8.922717337303192053e+00,6.182649750461848015e+01,1.960340149686020936e+02,-7.029684112197667201e-01
1.484096819363872655e+01,8.918497143138168326e+00,6.182816326228164883e+01,1.960875493193980219e+02,-7.034941984106956037e-01
1.484696939387877457e+01,8.914273814915587124e+00,6.182981535661942019e+01,1.961410583346064698e+02,-7.040130950665813847e-01
1.485297059411882259e+01,8.910047393668447668e+00,6.183145378648216450e+01,1.961945419955511909e+02,-7.045250993037590614e-01
1.485897179435887061e+01,8.905817920439146107e+00,6.183307855084385807e+01,1.962480002838018720e+02,-7.050302095895797372e-01
1.486497299459891863e+01,8.901585436279475516e+00,6.183468964880206897e+01,1.963014331811742181e+02,-7.055284247416202525e-01
1.487097419483896665e+01,8.897349982250634781e+00,6.183628707957797133e+01,1.963548406697299242e+02,-7.060197439268588449e-01
1.487697539507901467e+01,8.893111599423217939e+00,6.183787084251633104e+01,1.964082227317766183e+02,-7.065041666608233850e-01
1.488297659531906270e+01,8.888870328877219507e+00,6.183944093708551293e+01,1.964615793498679466e+02,-7.069816928067124140e-01
1.488897779555911072e+01,8.884626211702032705e+00,6.184099736287747362e+01,1.965149105068035453e+02,-7.074523225744850929e-01
1.489497899579915874e+01,8.880379288996453013e+00,6.184254011960778286e+01,1.965682161856290122e+02,-7.079160565199269506e-01
1.490098019603920676e+01,8.876129601868674612e+00,6.184406920711558797e+01,1.966214963696359348e+02,-7.083728955436828789e-01
1.490698139627925478e+01,8.871877191436290389e+00,6.184558462536364232e+01,1.966747510423618905e+02,-7.088228408902645938e-01
1.491298259651930280e+01,8.867622098826291932e+00,6.184708637443830526e+01,1.967279801875904468e+02,-7.092658941470322276e-01
1.491898379675935082e+01,8.863364365175074866e+00,6.184857445454951375e+01,1.967811837893511040e+02,-7.097020572431442798e-01
1.492498499699939885e+01,8.859104031628429965e+00,6.185004886603081076e+01,1.968343618319194377e+02,-7.101313324484854750e-01
1.493098619723944687e+01,8.854841139341550260e+00,6.185150960933935238e+01,1.968875142998168997e+02,-7.105537223725626461e-01
1.493698739747949489e+01,8.850575729479025711e+00,6.185295668505586519e+01,1.969406411778110169e+02,-7.109692299633770807e-01
1.494298859771954291e+01,8.846307843214850308e+00,6.185439009388468889e+01,1.969937424509152493e+02,-7.113778585062717763e-01
1.494898979795959093e+01,8.842037521732413197e+00,6.185580983665376209e+01,1.970468181043890468e+02,-7.117796116227471659e-01
1.495499099819963895e+01,8.837764806224505776e+00,6.185721591431460809e+01,1.970998681237378207e+02,-7.121744932692557484e-01
1.496099219843968697e+01,8.833489737893318150e+00,6.185860832794236330e+01,1.971528924947130292e+02,-7.125625077359689641e-01
1.496699339867973499e+01,8.829212357950440904e+00,6.185998707873574176e+01,1.972058912033120635e+02,-7.129436596455198671e-01
1.497299459891978302e+01,8.824932707616863325e+00,6.186135216801707770e+01,1.972588642357783044e+02,-7.133179539517180423e-01
1.497899579915983104e+01,8.820650828122975184e+00,6.186270359723228296e+01,1.973118115786010947e+02,-7.136853959382398749e-01
1.498499699939987906e+01,8.816366760708564954e+00,6.186404136795088249e+01,1.973647332185158234e+02,-7.140459912172998358e-01
