t,h,v,m,dv_dt
2.467693538707741396e+01,5.342093318780434856e+03,4.663787510029840178e+02,7.532306461292259883e+02,2.338036490147128177e+01
2.468893778755751001e+01,5.347692666879327589e+03,4.666594032099035871e+02,7.531106221244250492e+02,2.338565448363790011e+01
2.470094018803760605e+01,5.353295383870029582e+03,4.669401189150179334e+02,7.529905981196241100e+02,2.339094575208542892e+01
2.471294258851770209e+01,5.358901470515071196e+03,4.672208981385871311e+02,7.528705741148230572e+02,2.339623870762035551e+01
2.472494498899779813e+01,5.364510927577218354e+03,4.675017409008808045e+02,7.527505501100221181e+02,2.340153335104968590e+01
2.473694738947789418e+01,5.370123755819480721e+03,4.677826472221779568e+02,7.526305261052211790e+02,2.340682968318093771e+01
2.474894978995799022e+01,5.375739956005103522e+03,4.680636171227672548e+02,7.525105021004202399e+02,2.341212770482214722e+01
2.476095219043808626e+01,5.381359528897573909e+03,4.683446506229470288e+02,7.523904780956193008e+02,2.341742741678186945e+01
2.477295459091818230e+01,5.386982475260619140e+03,4.686257477430248741e+02,7.522704540908182480e+02,2.342272881986916389e+01
2.478495699139827835e+01,5.392608795858203848e+03,4.689069085033181068e+02,7.521504300860173089e+02,2.342803191489360870e+01
2.479695939187837439e+01,5.398238491454533687e+03,4.691881329241535354e+02,7.520304060812163698e+02,2.343333670266530788e+01
2.480896179235847043e+01,5.403871562814053505e+03,4.694694210258673479e+02,7.519103820764154307e+02,2.343864318399488411e+01
2.482096419283856648e+01,5.409508010701447347e+03,4.697507728288055660e+02,7.517903580716144916e+02,2.344395135969345745e+01
2.483296659331866252e+01,5.415147835881641186e+03,4.700321883533234200e+02,7.516703340668135525e+02,2.344926123057269507e+01
2.484496899379875856e+01,5.420791039119795641e+03,4.703136676197859742e+02,7.515503100620124997e+02,2.345457279744476153e+01
2.485697139427885460e+01,5.426437621181315990e+03,4.705952106485675586e+02,7.514302860572115605e+02,2.345988606112234720e+01
2.486897379475895065e+01,5.432087582831843974e+03,4.708768174600522229e+02,7.513102620524106214e+02,2.346520102241865402e+01
2.488097619523904669e+01,5.437740924837262355e+03,4.711584880746333965e+02,7.511902380476096823e+02,2.347051768214740974e+01
2.489297859571914273e+01,5.443397647963693089e+03,4.714402225127142856e+02,7.510702140428087432e+02,2.347583604112288214e+01
2.490498099619923877e+01,5.449057752977498239e+03,4.717220207947073050e+02,7.509501900380076904e+02,2.348115610015982213e+01
2.491698339667933482e+01,5.454721240645276339e+03,4.720038829410347034e+02,7.508301660332067513e+02,2.348647786007352778e+01
2.492898579715943086e+01,5.460388111733870574e+03,4.722858089721279953e+02,7.507101420284058122e+02,2.349180132167980162e+01
2.494098819763952690e+01,5.466058367010359689e+03,4.725677989084284718e+02,7.505901180236048731e+02,2.349712648579499330e+01
2.495299059811962294e+01,5.471732007242064356e+03,4.728498527703868035e+02,7.504700940188039340e+02,2.350245335323594276e+01
2.496499299859971899e+01,5.477409033196543533e+03,4.731319705784632106e+02,7.503500700140029949e+02,2.350778192482003703e+01
2.497699539907981503e+01,5.483089445641594466e+03,4.734141523531275197e+02,7.502300460092019421e+02,2.351311220136518187e+01
2.498899779955991107e+01,5.488773245345257237e+03,4.736963981148589369e+02,7.501100220044010030e+02,2.351844418368978751e+01
2.500100020004000712e+01,5.494460433075810215e+03,4.739787078841464449e+02,7.499899979996000638e+02,2.352377787261281838e+01
2.501300260052010316e+01,5.500151009601769147e+03,4.742610816814883492e+02,7.498699739947991247e+02,2.352911326895373634e+01
2.502500500100019920e+01,5.505844975691892614e+03,4.745435195273925046e+02,7.497499499899981856e+02,2.353445037353254321e+01
2.503700740148029524e+01,5.511542332115177487e+03,4.748260214423764296e+02,7.496299259851971328e+02,2.353978918716976665e+01
2.504900980196039129e+01,5.517243079640857104e+03,4.751085874469670216e+02,7.495099019803961937e+02,2.354512971068644589e+01
2.506101220244048733e+01,5.522947219038411276e+03,4.753912175617008984e+02,7.493898779755952546e+02,2.355047194490416018e+01
2.507301460292058337e+01,5.528654751077552646e+03,4.756739118071240000e+02,7.492698539707943155e+02,2.355581589064501458e+01
2.508501700340067941e+01,5.534365676528237600e+03,4.759566702037919299e+02,7.491498299659933764e+02,2.356116154873163282e+01
2.509701940388077546e+01,5.540079996160658993e+03,4.762394927722697844e+02,7.490298059611923236e+02,2.356650891998717157e+01
2.510902180436087150e+01,5.545797710745253426e+03,4.765223795331321526e+02,7.489097819563913845e+02,2.357185800523531327e+01
2.512102420484096754e+01,5.551518821052691237e+03,4.768053305069632870e+02,7.487897579515904454e+02,2.357720880530027330e+01
2.513302660532106358e+01,5.557243327853888331e+03,4.770883457143568762e+02,7.486697339467895063e+02,2.358256132100677860e+01
2.514502900580115963e+01,5.562971231919997081e+03,4.773714251759161016e+02,7.485497099419885672e+02,2.358791555318011035e+01
2.515703140628125567e+01,5.568702534022408145e+03,4.776545689122537510e+02,7.484296859371875144e+02,2.359327150264606132e+01
2.516903380676135171e+01,5.574437234932754109e+03,4.779377769439921622e+02,7.483096619323865752e+02,2.359862917023095719e+01
2.518103620724144776e+01,5.580175335422907665e+03,4.782210492917630518e+02,7.481896379275856361e+02,2.360398855676166363e+01
2.519303860772154380e+01,5.585916836264978883e+03,4.785043859762079137e+02,7.480696139227846970e+02,2.360934966306555793e+01
2.520504100820163984e+01,5.591661738231317941e+03,4.787877870179776210e+02,7.479495899179837579e+02,2.361471248997057160e+01
2.521704340868173588e+01,5.597410042094516029e+03,4.790712524377324826e+02,7.478295659131828188e+02,2.362007703830514771e+01
2.522904580916183193e+01,5.603161748627402631e+03,4.793547822561425846e+02,7.477095419083817660e+02,2.362544330889827648e+01
2.524104820964192797e+01,5.608916858603045512e+03,4.796383764938874492e+02,7.475895179035808269e+02,2.363081130257946683e+01
2.525305061012202401e+01,5.614675372794755276e+03,4.799220351716559207e+02,7.474694938987798878e+02,2.363618102017876055e+01
2.526505301060212005e+01,5.620437291976079905e+03,4.802057583101467344e+02,7.473494698939789487e+02,2.364155246252676079e+01
2.527705541108221610e+01,5.626202616920807486e+03,4.804895459300679477e+02,7.472294458891780096e+02,2.364692563045456097e+01
2.528905781156231214e+01,5.631971348402964395e+03,4.807733980521371677e+02,7.471094218843769568e+02,2.365230052479382294e+01
2.530106021204240818e+01,5.637743487196818933e+03,4.810573146970814946e+02,7.469893978795760177e+02,2.365767714637672725e+01
2.531306261252250422e+01,5.643519034076877688e+03,4.813412958856376918e+02,7.468693738747750785e+02,2.366305549603598735e+01
2.532506501300260027e+01,5.649297989817887355e+03,4.816253416385519586e+02,7.467493498699741394e+02,2.366843557460486380e+01
2.533706741348269631e+01,5.655080355194832009e+03,4.819094519765800442e+02,7.466293258651732003e+02,2.367381738291715010e+01
2.534906981396279235e+01,5.660866130982938557e+03,4.821936269204872474e+02,7.465093018603722612e+02,2.367920092180715841e+01
2.536107221444288840e+01,5.666655317957672196e+03,4.824778664910483599e+02,7.463892778555712084e+02,2.368458619210976934e+01
2.537307461492298444e+01,5.672447916894736409e+03,4.827621707090477798e+02,7.462692538507702693e+02,2.368997319466036799e+01
2.538507701540308048e+01,5.678243928570074786e+03,4.830465395952793415e+02,7.461492298459693302e+02,2.369536193029490079e+01
2.539707941588317652e+01,5.684043353759872844e+03,4.833309731705464856e+02,7.460292058411683911e+02,2.370075239984983284e+01
2.540908181636327257e+01,5.689846193240551656e+03,4.836154714556622025e+02,7.459091818363674520e+02,2.370614460416218350e+01
2.542108421684336861e+01,5.695652447788776044e+03,4.839000344714488620e+02,7.457891578315663992e+02,2.371153854406951922e+01
2.543308661732346465e+01,5.701462118181447295e+03,4.841846622387386105e+02,7.456691338267654601e+02,2.371693422040991095e+01
2.544508901780356069e+01,5.707275205195707713e+03,4.844693547783729741e+02,7.455491098219645210e+02,2.372233163402199096e+01
2.545709141828365674e+01,5.713091709608937890e+03,4.847541121112029714e+02,7.454290858171635819e+02,2.372773078574494576e+01
2.546909381876374923e+01,5.718911632198757616e+03,4.850389342580891707e+02,7.453090618123626427e+02,2.373313167641848054e+01
2.548109621924384527e+01,5.724734973743031333e+03,4.853238212399018039e+02,7.451890378075617036e+02,2.373853430688284050e+01
2.549309861972394131e+01,5.730561735019857224e+03,4.856087730775205955e+02,7.450690138027607645e+02,2.374393867797883217e+01
2.550510102020403735e+01,5.736391916807575399e+03,4.858937897918347062e+02,7.449489897979597117e+02,2.374934479054778791e+01
2.551710342068413340e+01,5.742225519884764253e+03,4.861788714037429031e+02,7.448289657931587726e+02,2.375475264543158715e+01
2.552910582116422944e+01,5.748062545030243200e+03,4.864640179341533894e+02,7.447089417883578335e+02,2.376016224347264227e+01
2.554110822164432548e+01,5.753902993023070849e+03,4.867492294039840317e+02,7.445889177835568944e+02,2.376557358551393406e+01
2.555311062212442152e+01,5.759746864642545916e+03,4.870345058341621893e+02,7.444688937787559553e+02,2.377098667239895491e+01
2.556511302260451757e+01,5.765594160668203585e+03,4.873198472456246577e+02,7.443488697739549025e+02,2.377640150497177274e+01
2.557711542308461361e+01,5.771444881879823697e+03,4.876052536593178957e+02,7.442288457691539634e+02,2.378181808407697417e+01
2.558911782356470965e+01,5.777299029057420739e+03,4.878907250961978548e+02,7.441088217643530243e+02,2.378723641055970006e+01
2.560112022404480570e+01,5.783156602981252945e+03,4.881762615772299796e+02,7.439887977595520852e+02,2.379265648526563837e+01
2.561312262452490174e+01,5.789017604431814107e+03,4.884618631233893211e+02,7.438687737547511460e+02,2.379807830904102417e+01
2.562512502500499778e+01,5.794882034189841761e+03,4.887475297556603664e+02,7.437487497499500932e+02,2.380350188273264678e+01
2.563712742548509382e+01,5.800749893036309004e+03,4.890332614950372090e+02,7.436287257451491541e+02,2.380892720718781419e+01
2.564912982596518987e+01,5.806621181752431767e+03,4.893190583625234353e+02,7.435087017403482150e+02,2.381435428325440284e+01
2.566113222644528591e+01,5.812495901119663358e+03,4.896049203791321816e+02,7.433886777355472759e+02,2.381978311178084340e+01
2.567313462692538195e+01,5.818374051919698104e+03,4.898908475658861335e+02,7.432686537307463368e+02,2.382521369361609231e+01
2.568513702740547799e+01,5.824255634934468617e+03,4.901768399438175265e+02,7.431486297259453977e+02,2.383064602960968159e+01
2.569713942788557404e+01,5.830140650946147616e+03,4.904628975339680323e+02,7.430286057211443449e+02,2.383608012061166903e+01
2.570914182836567008e+01,5.836029100737147928e+03,4.907490203573888721e+02,7.429085817163434058e+02,2.384151596747265955e+01
2.572114422884576612e+01,5.841920985090121576e+03,4.910352084351409871e+02,7.427885577115424667e+02,2.384695357104383362e+01
2.573314662932586216e+01,5.847816304787958870e+03,4.913214617882945845e+02,7.426685337067415276e+02,2.385239293217689749e+01
2.574514902980595821e+01,5.853715060613792957e+03,4.916077804379295912e+02,7.425485097019405885e+02,2.385783405172412586e+01
2.575715143028605425e+01,5.859617253350992542e+03,4.918941644051353705e+02,7.424284856971395357e+02,2.386327693053833343e+01
2.576915383076615029e+01,5.865522883783168254e+03,4.921806137110108921e+02,7.423084616923385965e+02,2.386872156947288204e+01
2.578115623124624634e+01,5.871431952694170832e+03,4.924671283766646184e+02,7.421884376875376574e+02,2.387416796938169483e+01
2.579315863172634238e+01,5.877344460868088390e+03,4.927537084232144480e+02,7.420684136827367183e+02,2.387961613111924919e+01
2.580516103220643842e+01,5.883260409089250970e+03,4.930403538717879997e+02,7.419483896779357792e+02,2.388506605554056250e+01
2.581716343268653446e+01,5.889179798142225991e+03,4.933270647435223282e+02,7.418283656731348401e+02,2.389051774350122770e+01
2.582916583316663051e+01,5.895102628811821887e+03,4.936138410595640380e+02,7.417083416683337873e+02,2.389597119585737062e+01
2.584116823364672655e+01,5.901028901883086291e+03,4.939006828410691696e+02,7.415883176635328482e+02,2.390142641346567842e+01
2.585317063412682259e+01,5.906958618141306943e+03,4.941875901092034269e+02,7.414682936587319091e+02,2.390688339718339250e+01
2.586517303460691863e+01,5.912891778372008957e+03,4.944745628851420634e+02,7.413482696539309700e+02,2.391234214786830847e+01
2.587717543508701468e+01,5.918828383360960288e+03,4.947616011900697117e+02,7.412282456491300309e+02,2.391780266637879038e+01
2.588917783556711072e+01,5.924768433894167174e+03,4.950487050451806681e+02,7.411082216443289781e+02,2.392326495357373517e+01
2.590118023604720676e+01,5.930711930757872324e+03,4.953358744716787214e+02,7.409881976395280390e+02,2.392872901031260824e+01
2.591318263652730280e+01,5.936658874738563100e+03,4.956231094907771535e+02,7.408681736347270999e+02,2.393419483745543630e+01
2.592518503700739885e+01,5.942609266622963332e+03,4.959104101236988527e+02,7.407481496299261607e+02,2.393966243586280029e+01
2.593718743748749489e+01,5.948563107198036960e+03,4.961977763916762001e+02,7.406281256251252216e+02,2.394513180639584249e+01
2.594918983796759093e+01,5.954520397250988026e+03,4.964852083159511267e+02,7.405081016203241688e+02,2.395060294991625227e+01
2.596119223844768698e+01,5.960481137569260682e+03,4.967727059177751130e+02,7.403880776155232297e+02,2.395607586728628036e+01
2.597319463892778302e+01,5.966445328940535546e+03,4.970602692184090188e+02,7.402680536107222906e+02,2.396155055936873879e+01
2.598519703940787906e+01,5.972412972152736984e+03,4.973478982391235377e+02,7.401480296059213515e+02,2.396702702702701515e+01
2.599719943988797510e+01,5.978384067994025827e+03,4.976355930011985720e+02,7.400280056011204124e+02,2.397250527112503704e+01
2.600920184036807115e+01,5.984358617252803015e+03,4.979233535259237442e+02,7.399079815963193596e+02,2.397798529252730049e+01
2.602120424084816719e+01,5.990336620717711412e+03,4.982111798345981697e+02,7.397879575915184205e+02,2.398346709209884864e+01
2.603320664132826323e+01,5.996318079177631262e+03,4.984990719485305135e+02,7.396679335867174814e+02,2.398895067070531439e+01
2.604520904180835927e+01,6.002302993421682004e+03,4.987870298890389904e+02,7.395479095819165423e+02,2.399443602921286356e+01
2.605721144228845532e+01,6.008291364239224094e+03,4.990750536774511943e+02,7.394278855771156032e+02,2.399992316848825169e+01
2.606921384276855136e+01,6.014283192419856277e+03,4.993631433351044961e+02,7.393078615723146640e+02,2.400541208939876725e+01
2.608121624324864740e+01,6.020278478753417403e+03,4.996512988833455893e+02,7.391878375675136112e+02,2.401090279281228845e+01
2.609321864372874344e+01,6.026277224029986428e+03,4.999395203435308304e+02,7.390678135627126721e+02,2.401639527959724063e+01
2.610522104420883949e+01,6.032279429039881506e+03,5.002278077370260689e+02,7.389477895579117330e+02,2.402188955062262465e+01
2.611722344468893553e+01,6.038285094573659080e+03,5.005161610852065905e+02,7.388277655531107939e+02,2.402738560675798851e+01
2.612922584516903157e+01,6.044294221422118426e+03,5.008045804094574578e+02,7.387077415483098548e+02,2.403288344887346994e+01
2.614122824564912762e+01,6.050306810376294379e+03,5.010930657311729419e+02,7.385877175435088020e+02,2.403838307783976092e+01
2.615323064612922366e+01,6.056322862227465521e+03,5.013816170717570913e+02,7.384676935387078629e+02,2.404388449452810761e+01
2.616523304660931970e+01,6.062342377767145081e+03,5.016702344526235038e+02,7.383476695339069238e+02,2.404938769981033886e+01
2.617723544708941574e+01,6.068365357787089124e+03,5.019589178951950430e+02,7.382276455291059847e+02,2.405489269455884482e+01
2.618923784756951179e+01,6.074391803079293823e+03,5.022476674209044063e+02,7.381076215243050456e+02,2.406039947964658410e+01
2.620124024804960783e+01,6.080421714435993636e+03,5.025364830511936134e+02,7.379875975195041065e+02,2.406590805594707660e+01
2.621324264852970387e+01,6.086455092649661310e+03,5.028253648075144042e+02,7.378675735147030537e+02,2.407141842433442491e+01
2.622524504900979991e+01,6.092491938513011519e+03,5.031143127113278410e+02,7.377475495099021146e+02,2.407693058568328581e+01
2.623724744948989596e+01,6.098532252818998131e+03,5.034033267841047063e+02,7.376275255051011754e+02,2.408244454086889874e+01
2.624924984996999200e+01,6.104576036360813305e+03,5.036924070473251618e+02,7.375075015003002363e+02,2.408796029076705025e+01
2.626125225045008804e+01,6.110623289931889303e+03,5.039815535224790324e+02,7.373874774954992972e+02,2.409347783625412376e+01
2.627325465093018408e+01,6.116674014325897588e+03,5.042707662310656360e+02,7.372674534906982444e+02,2.409899717820707110e+01
2.628525705141028013e+01,6.122728210336750635e+03,5.045600451945937266e+02,7.371474294858973053e+02,2.410451831750338414e+01
2.629725945189037617e+01,6.128785878758600120e+03,5.048493904345816645e+02,7.370274054810963662e+02,2.411004125502115869e+01
2.630926185237047221e+01,6.134847020385836004e+03,5.051388019725574168e+02,7.369073814762954271e+02,2.411556599163905901e+01
2.632126425285056825e+01,6.140911636013087445e+03,5.054282798300583863e+02,7.367873574714944880e+02,2.412109252823630356e+01
2.633326665333066430e+01,6.146979726435225530e+03,5.057178240286315258e+02,7.366673334666934352e+02,2.412662086569270770e+01
2.634526905381076034e+01,6.153051292447359629e+03,5.060074345898333377e+02,7.365473094618924961e+02,2.413215100488864095e+01
2.635727145429085638e+01,6.159126334844839221e+03,5.062971115352298739e+02,7.364272854570915570e+02,2.413768294670504844e+01
2.636927385477095243e+01,6.165204854423251163e+03,5.065868548863966225e+02,7.363072614522906179e+02,2.414321669202346499e+01
2.638127625525104847e+01,6.171286851978424238e+03,5.068766646649187919e+02,7.361872374474896787e+02,2.414875224172597967e+01
2.639327865573114451e+01,6.177372328306426425e+03,5.071665408923909126e+02,7.360672134426886259e+02,2.415428959669528552e+01
2.640528105621124055e+01,6.183461284203563991e+03,5.074564835904171787e+02,7.359471894378876868e+02,2.415982875781461559e+01
2.641728345669133660e+01,6.189553720500573945e+03,5.077464927825205336e+02,7.358271654330867477e+02,2.416536972596780686e+01
2.642928585717143264e+01,6.195649638047218104e+03,5.080365684932731938e+02,7.357071414282858086e+02,2.417091250203925057e+01
2.644128825765152868e+01,6.201749037640983261e+03,5.083267107443174950e+02,7.355871174234848695e+02,2.417645708691394901e+01
2.645329065813162472e+01,6.207851920079030606e+03,5.086169195572734907e+02,7.354670934186838167e+02,2.418200348147744450e+01
2.646529305861172077e+01,6.213958286158800547e+03,5.089071949537731712e+02,7.353470694138828776e+02,2.418755168661588328e+01
2.647729545909181681e+01,6.220068136678019982e+03,5.091975369554605777e+02,7.352270454090819385e+02,2.419310170321596587e+01
2.648929785957191285e+01,6.226181472434700481e+03,5.094879455839915181e+02,7.351070214042809994e+02,2.419865353216500381e+01
2.650130026005200889e+01,6.232298294227134647e+03,5.097784208610339078e+02,7.349869973994800603e+02,2.420420717435086999e+01
2.651330266053210494e+01,6.238418602853900666e+03,5.100689628082675995e+02,7.348669733946791212e+02,2.420976263066201284e+01
2.652530506101220098e+01,6.244542399113861393e+03,5.103595714473842690e+02,7.347469493898780684e+02,2.421531990198747053e+01
2.653730746149229702e+01,6.250669683806160720e+03,5.106502468000877570e+02,7.346269253850771292e+02,2.422087898921685678e+01
2.654930986197239307e+01,6.256800457730228118e+03,5.109409888880936137e+02,7.345069013802761901e+02,2.422643989324036085e+01
2.656131226245248911e+01,6.262934721685776822e+03,5.112317977331295538e+02,7.343868773754752510e+02,2.423200261494878305e+01
2.657331466293258515e+01,6.269072476472804738e+03,5.115226733569351154e+02,7.342668533706743119e+02,2.423756715523346372e+01
2.658531706341268119e+01,6.275213722891590805e+03,5.118136157812618308e+02,7.341468293658732591e+02,2.424313351498636848e+01
2.659731946389277724e+01,6.281358461742700456e+03,5.121046250278731122e+02,7.340268053610723200e+02,2.424870169510001006e+01
2.660932186437287328e+01,6.287506693826981973e+03,5.123957011185445936e+02,7.339067813562713809e+02,2.425427169646750514e+01
2.662132426485296932e+01,6.293658419945566493e+03,5.126868440750633908e+02,7.337867573514704418e+02,2.425984351998254596e+01
2.663332666533306536e+01,6.299813640899869824e+03,5.129780539192289552e+02,7.336667333466695027e+02,2.426541716653941450e+01
2.664532906581316141e+01,6.305972357491592447e+03,5.132693306728526750e+02,7.335467093418684499e+02,2.427099263703298959e+01
2.665733146629325745e+01,6.312134570522716785e+03,5.135606743577576481e+02,7.334266853370675108e+02,2.427656993235871141e+01
2.666933386677335349e+01,6.318300280795510844e+03,5.138520849957791370e+02,7.333066613322665717e+02,2.428214905341261698e+01
2.668133626725344953e+01,6.324469489112524570e+03,5.141435626087642277e+02,7.331866373274656326e+02,2.428773000109134017e+01
2.669333866773354558e+01,6.330642196276593495e+03,5.144351072185719431e+02,7.330666133226646934e+02,2.429331277629208330e+01
2.670534106821364162e+01,6.336818403090836000e+03,5.147267188470735846e+02,7.329465893178637543e+02,2.429889737991265264e+01
2.671734346869373766e+01,6.342998110358654230e+03,5.150183975161519356e+02,7.328265653130627015e+02,2.430448381285144421e+01
2.672934586917383371e+01,6.349181318883734093e+03,5.153101432477019443e+02,7.327065413082617624e+02,2.431007207600741538e+01
2.674134826965392975e+01,6.355368029470046167e+03,5.156019560636306096e+02,7.325865173034608233e+02,2.431566217028014876e+01
2.675335067013402579e+01,6.361558242921842975e+03,5.158938359858567537e+02,7.324664932986598842e+02,2.432125409656979542e+01
2.676535307061412183e+01,6.367751960043662621e+03,5.161857830363111361e+02,7.323464692938589451e+02,2.432684785577709619e+01
2.677735547109421788e+01,6.373949181640326060e+03,5.164777972369364534e+02,7.322264452890578923e+02,2.433244344880340293e+01
2.678935787157431392e+01,6.380149908516939831e+03,5.167698786096875665e+02,7.321064212842569532e+02,2.433804087655062176e+01
2.680136027205440996e+01,6.386354141478890597e+03,5.170620271765311600e+02,7.319863972794560141e+02,2.434364013992128406e+01
2.681336267253450600e+01,6.392561881331852419e+03,5.173542429594456280e+02,7.318663732746550750e+02,2.434924123981850386e+01
2.682536507301460205e+01,6.398773128881780394e+03,5.176465259804216430e+02,7.317463492698541359e+02,2.435484417714597072e+01
2.683736747349469809e+01,6.404987884934917020e+03,5.179388762614618145e+02,7.316263252650530831e+02,2.436044895280799949e+01
2.684936987397479413e+01,6.411206150297784006e+03,5.182312938245804617e+02,7.315063012602521439e+02,2.436605556770946635e+01
2.686137227445489017e+01,6.417427925777189557e+03,5.185237786918039546e+02,7.313862772554512048e+02,2.437166402275585853e+01
2.687337467493498622e+01,6.423653212180226546e+03,5.188163308851709417e+02,7.312662532506502657e+02,2.437727431885326013e+01
2.688537707541508226e+01,6.429882010314268882e+03,5.191089504267314396e+02,7.311462292458493266e+02,2.438288645690833789e+01
2.689737947589517830e+01,6.436114320986976963e+03,5.194016373385478573e+02,7.310262052410483875e+02,2.438850043782836252e+01
2.690938187637527435e+01,6.442350145006293133e+03,5.196943916426944270e+02,7.309061812362473347e+02,2.439411626252120158e+01
2.692138427685537039e+01,6.448589483180444404e+03,5.199872133612573180e+02,7.307861572314463956e+02,2.439973393189531947e+01
2.693338667733546643e+01,6.454832336317940644e+03,5.202801025163346367e+02,7.306661332266454565e+02,2.440535344685976327e+01
2.694538907781556247e+01,6.461078705227576393e+03,5.205730591300364267e+02,7.305461092218445174e+02,2.441097480832419819e+01
2.695739147829565852e+01,6.467328590718429950e+03,5.208660832244847825e+02,7.304260852170435783e+02,2.441659801719887213e+01
2.696939387877575456e+01,6.473581993599863381e+03,5.211591748218137354e+02,7.303060612122425255e+02,2.442222307439464402e+01
2.698139627925585060e+01,6.479838914681522510e+03,5.214523339441690268e+02,7.301860372074415864e+02,2.442784998082296255e+01
2.699339867973594664e+01,6.486099354773336017e+03,5.217455606137087898e+02,7.300660132026406473e+02,2.443347873739587328e+01
2.700540108021604269e+01,6.492363314685518162e+03,5.220388548526026398e+02,7.299459891978397081e+02,2.443910934502602572e+01
2.701740348069613873e+01,6.498630795228565148e+03,5.223322166830324704e+02,7.298259651930387690e+02,2.444474180462667334e+01
2.702940588117623477e+01,6.504901797213258760e+03,5.226256461271919989e+02,7.297059411882377162e+02,2.445037611711168068e+01
2.704140828165633081e+01,6.511176321450662726e+03,5.229191432072868793e+02,7.295859171834367771e+02,2.445601228339547362e+01
2.705341068213642686e+01,6.517454368752126356e+03,5.232127079455349303e+02,7.294658931786358380e+02,2.446165030439312460e+01
2.706541308261652290e+01,6.523735939929280903e+03,5.235063403641655668e+02,7.293458691738348989e+02,2.446729018102028874e+01
2.707741548309661894e+01,6.530021035794043200e+03,5.238000404854203680e+02,7.292258451690339598e+02,2.447293191419321801e+01
2.708941788357671498e+01,6.536309657158612936e+03,5.240938083315528502e+02,7.291058211642329070e+02,2.447857550482878963e+01
2.710142028405681103e+01,6.542601804835473558e+03,5.243876439248284669e+02,7.289857971594319679e+02,2.448422095384445640e+01
2.711342268453690707e+01,6.548897479637392280e+03,5.246815472875246087e+02,7.288657731546310288e+02,2.448986826215829637e+01
2.712542508501700311e+01,6.555196682377420984e+03,5.249755184419307170e+02,7.287457491498300897e+02,2.449551743068898446e+01
2.713742748549709916e+01,6.561499413868893498e+03,5.252695574103480567e+02,7.286257251450291506e+02,2.450116846035579954e+01
2.714942988597719520e+01,6.567805674925429230e+03,5.255636642150897160e+02,7.285057011402282114e+02,2.450682135207863155e+01
2.716143228645729124e+01,6.574115466360930441e+03,5.258578388784811750e+02,7.283856771354271586e+02,2.451247610677798150e+01
2.717343468693738728e+01,6.580428788989584973e+03,5.261520814228593963e+02,7.282656531306262195e+02,2.451813272537493305e+01
2.718543708741748333e+01,6.586745643625860794e+03,5.264463918705735068e+02,7.281456291258252804e+02,2.452379120879120222e+01
2.719743948789757937e+01,6.593066031084513270e+03,5.267407702439846844e+02,7.280256051210243413e+02,2.452945155794910193e+01
2.720944188837767541e+01,6.599389952180579712e+03,5.270352165654659302e+02,7.279055811162234022e+02,2.453511377377156322e+01
2.722144428885776790e+01,6.605717407729379374e+03,5.273297308574020690e+02,7.277855571114224631e+02,2.454077785718211402e+01
2.723344668933786394e+01,6.612048398546521639e+03,5.276243131421900898e+02,7.276655331066215240e+02,2.454644380910489332e+01
2.724544908981795999e+01,6.618382925447893285e+03,5.279189634422390327e+02,7.275455091018204712e+02,2.455211163046465828e+01
2.725745149029805603e+01,6.624720989249668492e+03,5.282136817799695336e+02,7.274254850970195321e+02,2.455778132218677001e+01
2.726945389077815207e+01,6.631062590768302471e+03,5.285084681778143931e+02,7.273054610922185930e+02,2.456345288519719361e+01
2.728145629125824811e+01,6.637407730820536926e+03,5.288033226582183488e+02,7.271854370874176539e+02,2.456912632042252653e+01
2.729345869173834416e+01,6.643756410223394596e+03,5.290982452436380754e+02,7.270654130826167147e+02,2.457480162878994889e+01
2.730546109221844020e+01,6.650108629794185617e+03,5.293932359565422985e+02,7.269453890778156619e+02,2.458047881122728739e+01
2.731746349269853624e+01,6.656464390350499343e+03,5.296882948194114533e+02,7.268253650730147228e+02,2.458615786866295139e+01
2.732946589317863229e+01,6.662823692710213436e+03,5.299834218547382534e+02,7.267053410682137837e+02,2.459183880202597550e+01
2.734146829365872833e+01,6.669186537691486592e+03,5.302786170850268945e+02,7.265853170634128446e+02,2.459752161224601252e+01
2.735347069413882437e+01,6.675552926112761270e+03,5.305738805327940781e+02,7.264652930586119055e+02,2.460320630025331923e+01
2.736547309461892041e+01,6.681922858792766419e+03,5.308692122205681017e+02,7.263452690538108527e+02,2.460889286697878475e+01
2.737747549509901646e+01,6.688296336550510205e+03,5.311646121708893133e+02,7.262252450490099136e+02,2.461458131335389510e+01
2.738947789557911250e+01,6.694673360205289100e+03,5.314600804063099986e+02,7.261052210442089745e+02,2.462027164031075444e+01
2.740148029605920854e+01,6.701053930576681523e+03,5.317556169493943798e+02,7.259851970394080354e+02,2.462596384878209221e+01
2.741348269653930458e+01,6.707438048484548744e+03,5.320512218227187304e+02,7.258651730346070963e+02,2.463165793970124895e+01
2.742548509701940063e+01,6.713825714749036706e+03,5.323468950488710334e+02,7.257451490298061572e+02,2.463735391400219044e+01
2.743748749749949667e+01,6.720216930190576022e+03,5.326426366504515499e+02,7.256251250250051044e+02,2.464305177261950064e+01
2.744948989797959271e+01,6.726611695629879250e+03,5.329384466500723647e+02,7.255051010202041653e+02,2.464875151648835327e+01
2.746149229845968875e+01,6.733010011887944529e+03,5.332343250703572721e+02,7.253850770154032261e+02,2.465445314654458286e+01
