t,N,P_pred,dN_dt
2.325465093018603824e+01,1.992666969359066229e+02,1.973304932209642315e+00,4.832106273688907550e-05
2.326465293058612005e+01,1.992666977903301699e+02,1.973313396378308715e+00,4.542456245459902675e-05
2.327465493098619831e+01,1.992666986026130758e+02,1.973321859283354129e+00,4.300058496120584550e-05
2.328465693138627657e+01,1.992666993663853248e+02,1.973330320925049008e+00,4.112071043849141461e-05
2.329465893178635838e+01,1.992667000766820422e+02,1.973338781303643374e+00,3.984072945328875903e-05
2.330466093218643664e+01,1.992667007299435227e+02,1.973347240419367932e+00,3.920064245654941715e-05
2.331466293258651845e+01,1.992667013240152301e+02,1.973355698272432956e+00,3.922466053474238379e-05
2.332466493298659671e+01,1.992667018581477691e+02,1.973364154863028963e+00,3.992120463180981460e-05
2.333466693338667852e+01,1.992667023329969709e+02,1.973372610191326038e+00,4.128290533778056215e-05
2.334466893378675678e+01,1.992667027506238071e+02,1.973381064257474948e+00,4.328660361885283692e-05
2.335467093418683859e+01,1.992667031144943905e+02,1.973389517061605591e+00,4.589335105542602378e-05
2.336467293458691685e+01,1.992667034294800033e+02,1.973397968603828767e+00,4.904840886510442033e-05
2.337467493498699866e+01,1.992667037018571818e+02,1.973406418884234625e+00,5.268124787605188430e-05
2.338467693538707692e+01,1.992667039393074901e+02,1.973414867902893777e+00,5.670554980241604426e-05
2.339467893578715874e+01,1.992667041509178034e+02,1.973423315659856181e+00,6.101920598133858675e-05
2.340468093618723699e+01,1.992667043471800525e+02,1.973431762155152480e+00,6.550431812968326994e-05
2.341468293658731881e+01,1.992667045399913945e+02,1.973440207388793111e+00,7.002719782533972648e-05
2.342468493698739707e+01,1.992667047426541274e+02,1.973448651360768302e+00,7.443836703480144479e-05
2.343468693738747888e+01,1.992667049698757751e+02,1.973457094071048523e+00,7.857255709353694328e-05
2.344468893778755714e+01,1.992667052377689174e+02,1.973465535519584035e+00,8.224871046635939820e-05
2.345469093818763895e+01,1.992667055638514455e+02,1.973473975706305339e+00,8.526997872415620350e-05
2.346469293858771721e+01,1.992667059670462777e+02,1.973482414631122950e+00,8.742372432379852398e-05
2.347469493898779902e+01,1.992667064676816153e+02,1.973490852293926956e+00,8.848151908225077023e-05
2.348469693938787728e+01,1.992667070874907154e+02,1.973499288694587905e+00,8.819914566515762999e-05
2.349469893978795909e+01,1.992667078496121462e+02,1.973507723832955918e+00,8.631659586555429087e-05
2.350470094018803735e+01,1.992667087483564785e+02,1.973516157709291452e+00,8.289780197223706182e-05
2.351470294058811916e+01,1.992667097316475520e+02,1.973524590324513550e+00,7.852794500173843062e-05
2.352470494098819742e+01,1.992667107729769782e+02,1.973533021679178878e+00,7.350490056978742359e-05
2.353470694138827923e+01,1.992667118483718411e+02,1.973541451773807021e+00,6.809805302232518898e-05
2.354470894178835749e+01,1.992667129360297054e+02,1.973549880608887586e+00,6.255239692620762071e-05
2.355471094218843930e+01,1.992667140163187867e+02,1.973558308184878873e+00,5.708853555930204493e-05
2.356471294258851756e+01,1.992667150717778100e+02,1.973566734502208320e+00,5.190268191945790477e-05
2.357471494298859938e+01,1.992667160871160661e+02,1.973575159561272496e+00,4.716665795889696255e-05
2.358471694338867763e+01,1.992667170492134119e+02,1.973583583362437111e+00,4.302789533738859973e-05
2.359471894378875945e+01,1.992667179471203269e+02,1.973592005906036784e+00,3.960943466019273274e-05
2.360472094418883771e+01,1.992667187720577999e+02,1.973600427192375939e+00,3.700992574096062526e-05
2.361472294458891952e+01,1.992667195174173855e+02,1.973608847221727025e+00,3.530362807246945067e-05
2.362472494498899778e+01,1.992667201787612328e+02,1.973617265994332515e+00,3.454041034878230221e-05
2.363472694538907959e+01,1.992667207538220566e+02,1.973625683510403572e+00,3.474575020057102392e-05
2.364472894578915785e+01,1.992667212425031380e+02,1.973634099770120720e+00,3.592073468006162784e-05
2.365473094618923966e+01,1.992667216468782669e+02,1.973642514773633394e+00,3.804206053459324721e-05
2.366473294658931792e+01,1.992667219711919131e+02,1.973650928521059944e+00,4.106203294718113739e-05
2.367473494698939973e+01,1.992667222218589700e+02,1.973659341012488300e+00,4.490856751182548123e-05
2.368473694738947799e+01,1.992667224074650392e+02,1.973667752247975082e+00,4.948518803260526511e-05
2.369473894778955980e+01,1.992667225387662029e+02,1.973676162227546493e+00,5.467102796430367562e-05
2.370474094818963806e+01,1.992667226286891093e+02,1.973684570951197426e+00,6.032083046569880480e-05
2.371474294858971987e+01,1.992667226923310295e+02,1.973692978418892130e+00,6.626494738171118115e-05
2.372474494898979813e+01,1.992667227469597435e+02,1.973701384630563771e+00,7.230934022750545864e-05
2.373474694938987994e+01,1.992667228120136258e+02,1.973709789586114871e+00,7.823557920438872770e-05
2.374474894978995820e+01,1.992667229091016452e+02,1.973718193285416644e+00,8.380084446102387119e-05
2.375475095019004002e+01,1.992667230620032228e+02,1.973726595728309885e+00,8.873792556407522625e-05
2.376475295059011827e+01,1.992667232966685162e+02,1.973734996914604523e+00,9.275522001495062341e-05
2.377475495099020009e+01,1.992667236412181069e+02,1.973743396844078957e+00,9.553673650053440269e-05
2.378475695139027835e+01,1.992667241259431989e+02,1.973751795516481389e+00,9.674209185384086140e-05
2.379475895179036016e+01,1.992667247833055910e+02,1.973760192931528934e+00,9.600651184094033397e-05
2.380476095219043842e+01,1.992667256452721460e+02,1.973768589088945369e+00,9.297078379155720995e-05
2.381476295259052023e+01,1.992667266276469888e+02,1.973776983990106704e+00,8.858101953279629015e-05
2.382476495299059849e+01,1.992667276582103284e+02,1.973785377636218197e+00,8.364875531263749053e-05
2.383476695339068030e+01,1.992667287150018183e+02,1.973793770027770567e+00,7.842075980590834661e-05
2.384476895379075856e+01,1.992667297782000446e+02,1.973802161165224778e+00,7.311976745327797289e-05
2.385477095419084037e+01,1.992667308301225546e+02,1.973810551049010265e+00,6.794447619462573584e-05
2.386477295459091863e+01,1.992667318552259417e+02,1.973818939679526929e+00,6.306954849399915020e-05
2.387477495499100044e+01,1.992667328401058171e+02,1.973827327057143810e+00,5.864560980661792655e-05
2.388477695539107870e+01,1.992667337734967248e+02,1.973835713182199525e+00,5.479925033746724239e-05
2.389477895579116051e+01,1.992667346462722264e+02,1.973844098055002272e+00,5.163302479260778455e-05
2.390478095619123877e+01,1.992667354514449016e+02,1.973852481675830051e+00,4.922545087104879258e-05
2.391478295659132058e+01,1.992667361841662910e+02,1.973860864044929997e+00,4.763101150473403322e-05
2.392478495699139884e+01,1.992667368417269529e+02,1.973869245162519048e+00,4.688015236453679790e-05
2.393478695739148066e+01,1.992667374235564353e+02,1.973877625028783500e+00,4.697928435781761891e-05
2.394478895779155891e+01,1.992667379312233038e+02,1.973886003643879894e+00,4.791078111665569850e-05
2.395479095819164073e+01,1.992667383684350568e+02,1.973894381007933241e+00,4.963298226634549337e-05
2.396479295859171899e+01,1.992667387410382389e+02,1.973902757121038798e+00,5.208018938596126191e-05
2.397479495899180080e+01,1.992667390570183841e+02,1.973911131983261402e+00,5.516266931238078541e-05
2.398479695939187906e+01,1.992667393265000442e+02,1.973919505594635027e+00,5.876665234083588985e-05
2.399479895979196087e+01,1.992667395617466752e+02,1.973927877955163668e+00,6.275433375613204134e-05
2.400480096019203913e+01,1.992667397771608648e+02,1.973936249064820680e+00,6.696387106686074731e-05
2.401480296059212094e+01,1.992667399892840763e+02,1.973944618923548777e+00,7.120938776772334222e-05
2.402480496099219920e+01,1.992667402167968191e+02,1.973952987531260472e+00,7.528097032150071755e-05
2.403480696139228101e+01,1.992667404805185924e+02,1.973961354887838082e+00,7.894466942381939134e-05
2.404480896179235927e+01,1.992667408034079415e+02,1.973969720993132615e+00,8.194249950754795009e-05
2.405481096219244108e+01,1.992667412105622873e+02,1.973978085846965547e+00,8.399243970380609881e-05
2.406481296259251934e+01,1.992667417292181540e+02,1.973986449449127489e+00,8.478843288273196777e-05
2.407481496299260115e+01,1.992667423887509983e+02,1.973994811799378857e+00,8.400038561795497571e-05
2.408481696339267941e+01,1.992667432008494472e+02,1.974003172897730751e+00,8.149695270454060392e-05
2.409481896379276122e+01,1.992667440643716930e+02,1.974011532745800324e+00,7.841466820579512387e-05
2.410482096419283948e+01,1.992667449483107873e+02,1.974019891344205968e+00,7.510195869109281830e-05
2.411482296459292129e+01,1.992667458398867382e+02,1.974028248693307397e+00,7.170243309495560879e-05
2.412482496499299955e+01,1.992667467276719151e+02,1.974036604793445449e+00,6.834450431725258568e-05
2.413482696539308137e+01,1.992667476015910495e+02,1.974044959644940977e+00,6.514138872049102247e-05
2.414482896579315963e+01,1.992667484529212345e+02,1.974053313248096186e+00,6.219110611915823483e-05
2.415483096619324144e+01,1.992667492742920103e+02,1.974061665603193516e+00,5.957647856114078877e-05
2.416483296659331970e+01,1.992667500596852506e+02,1.974070016710496533e+00,5.736513253395969514e-05
2.417483496699340151e+01,1.992667508044352758e+02,1.974078366570249266e+00,5.560949647609447766e-05
2.418483696739347977e+01,1.992667515052286831e+02,1.974086715182676866e+00,5.434680329763352802e-05
2.419483896779356158e+01,1.992667521601045735e+02,1.974095062547984725e+00,5.359908784541289606e-05
2.420484096819363984e+01,1.992667527684543245e+02,1.974103408666359361e+00,5.337318942189028803e-05
2.421484296859371810e+01,1.992667533310218175e+02,1.974111753537967973e+00,5.366074903534467921e-05
2.422484496899379991e+01,1.992667538499031821e+02,1.974120097162958221e+00,5.443821288508843281e-05
2.423484696939387817e+01,1.992667543285470515e+02,1.974128439541458668e+00,5.566682836999348183e-05
2.424484896979395998e+01,1.992667547717543926e+02,1.974136780673579006e+00,5.729264734455341568e-05
2.425485097019403824e+01,1.992667551856785622e+02,1.974145120559408939e+00,5.924652434430299763e-05
2.426485297059412005e+01,1.992667555778252506e+02,1.974153459199019300e+00,6.144411761610513167e-05
2.427485497099419831e+01,1.992667559570526521e+02,1.974161796592462048e+00,6.378588759581305112e-05
2.428485697139428012e+01,1.992667563335712089e+02,1.974170132739769157e+00,6.615709941470981903e-05
2.429485897179435838e+01,1.992667567189438387e+02,1.974178467640953727e+00,6.842781989746526961e-05
2.430486097219444019e+01,1.992667571260858494e+02,1.974186801296009541e+00,7.045291982521462160e-05
2.431486297259451845e+01,1.992667575692648541e+02,1.974195133704911065e+00,7.207207340620414016e-05
2.432486497299460027e+01,1.992667580641009124e+02,1.974203464867613667e+00,7.310975779439843336e-05
2.433486697339467852e+01,1.992667586275664746e+02,1.974211794784053176e+00,7.337525258854782351e-05
2.434486897379476034e+01,1.992667592779863526e+02,1.974220123454146547e+00,7.266264132432809220e-05
2.435487097419483860e+01,1.992667600104390146e+02,1.974228450878141139e+00,7.102722802443395267e-05
2.436487297459492041e+01,1.992667607750869649e+02,1.974236777056922909e+00,6.902903835559470735e-05
2.437487497499499867e+01,1.992667615596293444e+02,1.974245101990844242e+00,6.680629758193390444e-05
2.438487697539508048e+01,1.992667623543133573e+02,1.974253425680221330e+00,6.446859867281773404e-05
2.439487897579515874e+01,1.992667631503350947e+02,1.974261748125356819e+00,6.211487142948612927e-05
2.440488097619524055e+01,1.992667639398397057e+02,1.974270069326539589e+00,5.983338127002468809e-05
2.441488297659531881e+01,1.992667647159212549e+02,1.974278389284044977e+00,5.770173069663542265e-05
2.442488497699540062e+01,1.992667654726228079e+02,1.974286707998135215e+00,5.578685830442964289e-05
2.443488697739547888e+01,1.992667662049363457e+02,1.974295025469058773e+00,5.414503928058422844e-05
2.444488897779556069e+01,1.992667669088029072e+02,1.974303341697050573e+00,5.282188466360082657e-05
2.445489097819563895e+01,1.992667675811123900e+02,1.974311656682331773e+00,5.185234306104291591e-05
2.446489297859572076e+01,1.992667682197037493e+02,1.974319970425110649e+00,5.126069819461065435e-05
2.447489497899579902e+01,1.992667688233648562e+02,1.974328282925581046e+00,5.106057110459971682e-05
2.448489697939588083e+01,1.992667693918326108e+02,1.974336594183924376e+00,5.125491817103977610e-05
2.449489897979595909e+01,1.992667699257927723e+02,1.974344904200307393e+00,5.183603387237667448e-05
2.450490098019604090e+01,1.992667704268801572e+02,1.974353212974884419e+00,5.278554800902668376e-05
2.451490298059611916e+01,1.992667708976785548e+02,1.974361520507795342e+00,5.407442622207270233e-05
2.452490498099620098e+01,1.992667713417206699e+02,1.974369826799166949e+00,5.566297173587031466e-05
2.453490698139627924e+01,1.992667717634882081e+02,1.974378131849112483e+00,5.750082336319906062e-05
2.454490898179636105e+01,1.992667721684117907e+02,1.974386435657731864e+00,5.952695748767666828e-05
2.455491098219643931e+01,1.992667725628711253e+02,1.974394738225111023e+00,6.166968509901948892e-05
2.456491298259652112e+01,1.992667729541947494e+02,1.974403039551322570e+00,6.384665524983290652e-05
2.457491498299659938e+01,1.992667733506602872e+02,1.974411339636425788e+00,6.596485182797096058e-05
2.458491698339668119e+01,1.992667737614942212e+02,1.974419638480465977e+00,6.792059706306474709e-05
2.459491898379675945e+01,1.992667741968720634e+02,1.974427936083475554e+00,6.959954801111223333e-05
2.460492098419684126e+01,1.992667746679183267e+02,1.974436232445472950e+00,7.087669830951881522e-05
2.461492298459691952e+01,1.992667751867064112e+02,1.974444527566463048e+00,7.161637891961447622e-05
2.462492498499700133e+01,1.992667757662587178e+02,1.974452821446437634e+00,7.167225663096132848e-05
2.463492698539707959e+01,1.992667764205466767e+02,1.974461114085374280e+00,7.088733357107912525e-05
2.464492898579716140e+01,1.992667771496927855e+02,1.974469405483448181e+00,6.926023402975545196e-05
2.465493098619723966e+01,1.992667779281498497e+02,1.974477695641199348e+00,6.707803271233103715e-05
2.466493298659732147e+01,1.992667787416486362e+02,1.974485984559007701e+00,6.450107345479239029e-05
2.467493498699739973e+01,1.992667795772347006e+02,1.974494272237233838e+00,6.167492647257688532e-05
2.468493698739748154e+01,1.992667804230669049e+02,1.974502558676223041e+00,5.873265116917991691e-05
2.469493898779755980e+01,1.992667812684176170e+02,1.974510843876304822e+00,5.579479466533143750e-05
2.470494098819764162e+01,1.992667821036725684e+02,1.974519127837792487e+00,5.296939278842671683e-05
2.471494298859771988e+01,1.992667829203308543e+02,1.974527410560983354e+00,5.035197080438535977e-05
2.472494498899780169e+01,1.992667837110051039e+02,1.974535692046159419e+00,4.802554143878978721e-05
2.473494698939787995e+01,1.992667844694212818e+02,1.974543972293586247e+00,4.606060612033502366e-05
2.474494898979796176e+01,1.992667851904187160e+02,1.974552251303513861e+00,4.451515571268771509e-05
2.475495099019804002e+01,1.992667858699502688e+02,1.974560529076176518e+00,4.343466853917732351e-05
2.476495299059812183e+01,1.992667865050820808e+02,1.974568805611792044e+00,4.285211235099950500e-05
2.477495499099820009e+01,1.992667870939938268e+02,1.974577080910563165e+00,4.278794236078908853e-05
2.478495699139828190e+01,1.992667876359785168e+02,1.974585354972676177e+00,4.325010371353243954e-05
2.479495899179836016e+01,1.992667881314426097e+02,1.974593627798301609e+00,4.423402873854342943e-05
2.480496099219844197e+01,1.992667885819059279e+02,1.974601899387594450e+00,4.572263947189014743e-05
2.481496299259852023e+01,1.992667889900017428e+02,1.974610169740693255e+00,4.768634563134810378e-05
2.482496499299860204e+01,1.992667893594767463e+02,1.974618438857721481e+00,5.008304586695544458e-05
2.483496699339868030e+01,1.992667896951910507e+02,1.974626706738785709e+00,5.285812703803571821e-05
2.484496899379876211e+01,1.992667900031181034e+02,1.974634973383977643e+00,5.594446515999607072e-05
2.485497099419884037e+01,1.992667902903448578e+02,1.974643238793372335e+00,5.926242422304994761e-05
2.486497299459892218e+01,1.992667905650716023e+02,1.974651502967029737e+00,6.271985738592888993e-05
2.487497499499900044e+01,1.992667908366121026e+02,1.974659765904993369e+00,6.621210524393461583e-05
2.488497699539908226e+01,1.992667911153934881e+02,1.974668027607290766e+00,6.962199784332767649e-05
2.489497899579916051e+01,1.992667914129563371e+02,1.974676288073934138e+00,7.281985365459320292e-05
2.490498099619924233e+01,1.992667917419546200e+02,1.974684547304919713e+00,7.566347909637727298e-05
2.491498299659932059e+01,1.992667921161556990e+02,1.974692805300227283e+00,7.799817027098754352e-05
2.492498499699940240e+01,1.992667925504403854e+02,1.974701062059821544e+00,7.965671070131463694e-05
2.493498699739948066e+01,1.992667930608028826e+02,1.974709317583650536e+00,8.045937260980906558e-05
2.494498899779956247e+01,1.992667936643507858e+02,1.974717571871647426e+00,8.021391763612939485e-05
2.495499099819964073e+01,1.992667943793051393e+02,1.974725824923728501e+00,7.871559484939893991e-05
2.496499299859972254e+01,1.992667952074370135e+02,1.974734076740044753e+00,7.594450295655974514e-05
2.497499499899980080e+01,1.992667961179869565e+02,1.974742327321209467e+00,7.224628735080784736e-05
2.498499699939988261e+01,1.992667970872264505e+02,1.974750576667736457e+00,6.788758676989914420e-05
2.499499899979996087e+01,1.992667980933556464e+02,1.974758824780111777e+00,6.311336705699943650e-05
2.500500100020004268e+01,1.992667991164473165e+02,1.974767071658795281e+00,5.814755193789267196e-05
2.501500300060012094e+01,1.992668001384469108e+02,1.974775317304219513e+00,5.319302100481593243e-05
2.502500500100020275e+01,1.992668011431725006e+02,1.974783561716791036e+00,4.843161172196630559e-05
2.503500700140028101e+01,1.992668021163148069e+02,1.974791804896889102e+00,4.402411842718834123e-05
2.504500900180036282e+01,1.992668030454371717e+02,1.974800046844866763e+00,4.011029230888141228e-05
2.505501100220044108e+01,1.992668039199756151e+02,1.974808287561049980e+00,3.680884194423583722e-05
2.506501300260052290e+01,1.992668047312387785e+02,1.974816527045738290e+00,3.421743249454323177e-05
2.507501500300060115e+01,1.992668054724079241e+02,1.974824765299204810e+00,3.241268698772614698e-05
2.508501700340068297e+01,1.992668061385369924e+02,1.974833002321695119e+00,3.145018404993038530e-05
2.509501900380076123e+01,1.992668067265525451e+02,1.974841238113429265e+00,3.136446091467348651e-05
2.510502100420084304e+01,1.992668072352537649e+02,1.974849472674599538e+00,3.216901114910797332e-05
2.511502300460092130e+01,1.992668076653125411e+02,1.974857706005372471e+00,3.385628468244306077e-05
2.512502500500100311e+01,1.992668080192733271e+02,1.974865938105887286e+00,3.639769002994341918e-05
2.513502700540108137e+01,1.992668083015532829e+02,1.974874168976256783e+00,3.974359104930158537e-05
2.514502900580115963e+01,1.992668085184421614e+02,1.974882398616567114e+00,4.382330969932013431e-05
2.515503100620124144e+01,1.992668086781023646e+02,1.974890627026877565e+00,4.854512502561192377e-05
2.516503300660131970e+01,1.992668087905689731e+02,1.974898854207220777e+00,5.379627216939297796e-05
2.517503500700140151e+01,1.992668088677496314e+02,1.974907080157603190e+00,5.944294463056110089e-05
2.518503700740147977e+01,1.992668089234247475e+02,1.974915304878003708e+00,6.533029148769742278e-05
2.519503900780156158e+01,1.992668089732472367e+02,1.974923528368375258e+00,7.128241991694039825e-05
2.520504100820163984e+01,1.992668090347427778e+02,1.974931750628643901e+00,7.710239346003788796e-05
2.521504300860172165e+01,1.992668091273095570e+02,1.974939971658709048e+00,8.257223372787336757e-05
2.522504500900179991e+01,1.992668092722185236e+02,1.974948191458443025e+00,8.745291819955980372e-05
2.523504700940188172e+01,1.992668094926132198e+02,1.974956410027692177e+00,9.148438143391501853e-05
2.524504900980195998e+01,1.992668098135098376e+02,1.974964627366275760e+00,9.438551558460517299e-05
2.525505101020204179e+01,1.992668102617971613e+02,1.974972843473986162e+00,9.585417012658581370e-05
2.526505301060212005e+01,1.992668108662366819e+02,1.974981058350589791e+00,9.556715062863929688e-05
2.527505501100220187e+01,1.992668116574625117e+02,1.974989271995825524e+00,9.318021995952108227e-05
2.528505701140228012e+01,1.992668126163434010e+02,1.974997484410141002e+00,8.890835728969648244e-05
2.529505901180236194e+01,1.992668136533087306e+02,1.975005695594986177e+00,8.375807220595277158e-05
2.530506101220244020e+01,1.992668147398703695e+02,1.975013905550941695e+00,7.804948760536944974e-05
2.531506301260252201e+01,1.992668158511651768e+02,1.975022114278536911e+00,7.206199221165832114e-05
2.532506501300260027e+01,1.992668169647616594e+02,1.975030321778266318e+00,6.604764964102116664e-05
2.533506701340268208e+01,1.992668180606600004e+02,1.975038528050589992e+00,6.023119914644325945e-05
2.534506901380276034e+01,1.992668191212919737e+02,1.975046733095932927e+00,5.481005611329692329e-05
2.535507101420284215e+01,1.992668201315210013e+02,1.975054936914685921e+00,4.995431155307983317e-05
2.536507301460292041e+01,1.992668210786421241e+02,1.975063139507204912e+00,4.580673135201607238e-05
2.537507501500300222e+01,1.992668219523820028e+02,1.975071340873811199e+00,4.248275826945757672e-05
2.538507701540308048e+01,1.992668227448989455e+02,1.975079541014791662e+00,4.007050991639005133e-05
2.539507901580316229e+01,1.992668234507828799e+02,1.975087739930398101e+00,3.863077977506179650e-05
2.540508101620324055e+01,1.992668240670553814e+02,1.975095937620848341e+00,3.819703668028751053e-05
2.541508301660332236e+01,1.992668245931696163e+02,1.975104134086324681e+00,3.877542556551816233e-05
2.542508501700340062e+01,1.992668250310103986e+02,1.975112329326975669e+00,4.034476697967193104e-05
2.543508701740348243e+01,1.992668253848941902e+02,1.975120523342914547e+00,4.285655680646982546e-05
2.544508901780356069e+01,1.992668256615690439e+02,1.975128716134220364e+00,4.623496703182183865e-05
2.545509101820364251e+01,1.992668258702146886e+02,1.975136907700937527e+00,5.037684424813448913e-05
2.546509301860372076e+01,1.992668260224424444e+02,1.975145098043075143e+00,5.515171215009218031e-05
2.547509501900380258e+01,1.992668261322952503e+02,1.975153287160608340e+00,6.040176901578320212e-05
2.548509701940388084e+01,1.992668262162477504e+02,1.975161475053477611e+00,6.594188874409212531e-05
2.549509901980396265e+01,1.992668262932061225e+02,1.975169661721588588e+00,7.155962208393873425e-05
2.550510102020404091e+01,1.992668263845082208e+02,1.975177847164812261e+00,7.701519387204314171e-05
2.551510302060412272e+01,1.992668265139235473e+02,1.975186031382984986e+00,8.204150506152529942e-05
2.552510502100420098e+01,1.992668267076531947e+02,1.975194214375908475e+00,8.634413320329770158e-05
2.553510702140428279e+01,1.992668269943298753e+02,1.975202396143349803e+00,8.960133043522944263e-05
2.554510902180436105e+01,1.992668274050179775e+02,1.975210576685041852e+00,9.146402475224135742e-05
2.555511102220444286e+01,1.992668279732135090e+02,1.975218756000681974e+00,9.155581971320714274e-05
2.556511302260452112e+01,1.992668287348440685e+02,1.975226934089933328e+00,8.947299495787319756e-05
2.557511502300460293e+01,1.992668296448714784e+02,1.975235110953612150e+00,8.572164706066587314e-05
2.558511702340468119e+01,1.992668305905851867e+02,1.975243286593497238e+00,8.156831105132766879e-05
2.559511902380476300e+01,1.992668315540290394e+02,1.975251461010018472e+00,7.721476132438453988e-05
2.560512102420484126e+01,1.992668325197113575e+02,1.975259634203571757e+00,7.283507910216258097e-05
2.561512302460492307e+01,1.992668334738772558e+02,1.975267806174526797e+00,6.858382874952440034e-05
2.562512502500500133e+01,1.992668344045086997e+02,1.975275976923229759e+00,6.459605798525558384e-05
2.563512702540508315e+01,1.992668353013245337e+02,1.975284146450001277e+00,6.098729664749669155e-05
2.564512902580516140e+01,1.992668361557803394e+02,1.975292314755137779e+00,5.785355943466186091e-05
2.565513102620524322e+01,1.992668369610686341e+02,1.975300481838910160e+00,5.527134217153673035e-05
2.566513302660532148e+01,1.992668377121186722e+02,1.975308647701565556e+00,5.329762552719330415e-05
2.567513502700540329e+01,1.992668384055965589e+02,1.975316812343325790e+00,5.196987303612843334e-05
2.568513702740548155e+01,1.992668390399052782e+02,1.975324975764387814e+00,5.130603033265401791e-05
2.569513902780556336e+01,1.992668396151846082e+02,1.975333137964923935e+00,5.130452690238485047e-05
2.570514102820564162e+01,1.992668401333111206e+02,1.975341298945082258e+00,5.194427584243044294e-05
2.571514302860572343e+01,1.992668405978982946e+02,1.975349458704985128e+00,5.318467258774717266e-05
2.572514502900580169e+01,1.992668410142963751e+02,1.975357617244731134e+00,5.496559618300977945e-05
2.573514702940588350e+01,1.992668413895924573e+02,1.975365774564393329e+00,5.720740851522521098e-05
2.574514902980596176e+01,1.992668417326104588e+02,1.975373930664020339e+00,5.981095481644160827e-05
2.575515103020604357e+01,1.992668420539111764e+02,1.975382085543636146e+00,6.265756318590831597e-05
2.576515303060612183e+01,1.992668423657921437e+02,1.975390239203240084e+00,6.560904554575586189e-05
2.577515503100620364e+01,1.992668426822878018e+02,1.975398391642806173e+00,6.850769618793606242e-05
2.578515703140628190e+01,1.992668430191694142e+02,1.975406542862284232e+00,7.117629249364654243e-05
2.579515903180636371e+01,1.992668433939450097e+02,1.975414692861598986e+00,7.341809593341963591e-05
2.580516103220644197e+01,1.992668438258594961e+02,1.975422841640650518e+00,7.501685032629268335e-05
2.581516303260652379e+01,1.992668443358946320e+02,1.975430989199314480e+00,7.573678233541158988e-05
2.582516503300660204e+01,1.992668449467689697e+02,1.975439135537441215e+00,7.532260270970425609e-05
2.583516703340668386e+01,1.992668456728021056e+02,1.975447280655000970e+00,7.361340092870705121e-05
2.584516903380676212e+01,1.992668464450779027e+02,1.975455424553148820e+00,7.138359224434509542e-05
2.585517103420684393e+01,1.992668472365947707e+02,1.975463567232443429e+00,6.893659519668915436e-05
2.586517303460692219e+01,1.992668480371875717e+02,1.975471708693203654e+00,6.638663642988262836e-05
2.587517503500700400e+01,1.992668488377202323e+02,1.975479848935733251e+00,6.383637841445022332e-05
2.588517703540708226e+01,1.992668496300857726e+02,1.975487987960321767e+00,6.137692020757867795e-05
2.589517903580716407e+01,1.992668504072063342e+02,1.975496125767243871e+00,5.908779594498980714e-05
2.590518103620724233e+01,1.992668511630331238e+02,1.975504262356759799e+00,5.703697659242834561e-05
2.591518303660732414e+01,1.992668518925464411e+02,1.975512397729114911e+00,5.528086919781571851e-05
2.592518503700740240e+01,1.992668525917557076e+02,1.975520531884539910e+00,5.386431612919295731e-05
2.593518703740748421e+01,1.992668532576994096e+02,1.975528664823250402e+00,5.282059633415769895e-05
2.594518903780756247e+01,1.992668538884451266e+02,1.975536796545448226e+00,5.217142483537884345e-05
2.595519103820764428e+01,1.992668544830895598e+02,1.975544927051319899e+00,5.192695172873129650e-05
2.596519303860772254e+01,1.992668550417584186e+02,1.975553056341037284e+00,5.208576492954364312e-05
2.597519503900780435e+01,1.992668555656066474e+02,1.975561184414758031e+00,5.263488668205695831e-05
2.598519703940788261e+01,1.992668560568181420e+02,1.975569311272624251e+00,5.354977604277166847e-05
2.599519903980796443e+01,1.992668565186059482e+02,1.975577436914764284e+00,5.479432814503581994e-05
2.600520104020804268e+01,1.992668569552122619e+02,1.975585561341291152e+00,5.632087318652168051e-05
2.601520304060812450e+01,1.992668573719082303e+02,1.975593684552303664e+00,5.807017944547965271e-05
2.602520504100820276e+01,1.992668577749942642e+02,1.975601806547885531e+00,5.997144875813376075e-05
2.603520704140828457e+01,1.992668581717997256e+02,1.975609927328106252e+00,6.194232079259620605e-05
2.604520904180836283e+01,1.992668585706831266e+02,1.975618046893020230e+00,6.388887026353984311e-05
2.605521104220844464e+01,1.992668589810320725e+02,1.975626165242667431e+00,6.570560872631858729e-05
2.606521304260852290e+01,1.992668594132632620e+02,1.975634282377072948e+00,6.727548279350514804e-05
2.607521504300860116e+01,1.992668598788224870e+02,1.975642398296247215e+00,6.846987539255167121e-05
2.608521704340868297e+01,1.992668603901846041e+02,1.975650513000186459e+00,6.914860627205143828e-05
2.609521904380876123e+01,1.992668609608536201e+02,1.975658626488871361e+00,6.915992974043660979e-05
2.610522104420884304e+01,1.992668616053443316e+02,1.975666738762269281e+00,6.834074251571564673e-05
2.611522304460892130e+01,1.992668623118255766e+02,1.975674849820721501e+00,6.682399196122901230e-05
2.612522504500900311e+01,1.992668630528757205e+02,1.975682959664792016e+00,6.491781700113108400e-05
2.613522704540908137e+01,1.992668638174530713e+02,1.975691068294811670e+00,6.274629434521727944e-05
2.614522904580916318e+01,1.992668645954395288e+02,1.975699175711097988e+00,6.042312145382311428e-05
2.615523104620924144e+01,1.992668653776405279e+02,1.975707281913955171e+00,5.805161830174654369e-05
