t,w,Omega_th,dw_dt,dw_dt_noisy
2.891578315663132770e+01,6.625890560722709488e-02,1.904024453662325755e-02,-4.423073059082283792e-03,9.145285549851962098e-04
2.892578515703140596e+01,6.621468390259958869e-02,1.902577751761200947e-02,-4.419499229014520365e-03,2.480596072180300468e-02
2.893578715743148777e+01,6.617049792511361939e-02,1.901132454965070995e-02,-4.415928991902261236e-03,1.070987316857873947e-02
2.894578915783156603e+01,6.612634763885991140e-02,1.899688561546894125e-02,-4.412362343312671228e-03,4.774308639606006377e-02
2.895579115823164784e+01,6.608223300797531896e-02,1.898246069782077300e-02,-4.408799278819943400e-03,-5.555633264877597038e-02
2.896579315863172610e+01,6.603815399664307584e-02,1.896804977948479687e-02,-4.405239794005317254e-03,2.939866276818437624e-02
2.897579515903180791e+01,6.599411056909254558e-02,1.895365284326407107e-02,-4.401683884457044046e-03,-2.342293873590612502e-02
2.898579715943188617e+01,6.595010268959947131e-02,1.893926987198617934e-02,-4.398131545770396326e-03,-1.870813985614471972e-02
2.899579915983196798e+01,6.590613032248572589e-02,1.892490084850317889e-02,-4.394582773547642783e-03,-2.185071509237945450e-03
2.900580116023204624e+01,6.586219343211953403e-02,1.891054575569164897e-02,-4.391037563398036969e-03,-1.208034833765487745e-02
2.901580316063212805e+01,6.581829198291527794e-02,1.889620457645264581e-02,-4.387495910937814700e-03,-3.985184120214809583e-02
2.902580516103220631e+01,6.577442593933370552e-02,1.888187729371174073e-02,-4.383957811790180174e-03,-1.452614377574390492e-02
2.903580716143228813e+01,6.573059526588170831e-02,1.886756389041898199e-02,-4.380423261585285159e-03,-4.861605455821880334e-02
2.904580916183236639e+01,6.568679992711251581e-02,1.885326434954893993e-02,-4.376892255960238530e-03,7.126220101415785269e-02
2.905581116223244820e+01,6.564303988762554276e-02,1.883897865410065833e-02,-4.373364790559061167e-03,3.269155803211867134e-02
2.906581316263252646e+01,6.559931511206650023e-02,1.882470678709770306e-02,-4.369840861032716316e-03,-2.226870742960291791e-02
2.907581516303260827e+01,6.555562556512732619e-02,1.881044873158811345e-02,-4.366320463039065347e-03,7.670812592306738842e-02
2.908581716343268653e+01,6.551197121154624103e-02,1.879620447064444741e-02,-4.362803592242878170e-03,6.168849132786143052e-02
2.909581916383276834e+01,6.546835201610769206e-02,1.878197398736374674e-02,-4.359290244315805474e-03,2.229073977960853437e-02
2.910582116423284660e+01,6.542476794364238124e-02,1.876775726486756488e-02,-4.355780414936374391e-03,-2.818783559205857020e-02
2.911582316463292841e+01,6.538121895902726521e-02,1.875355428630192875e-02,-4.352274099789988498e-03,1.096556946797256141e-02
2.912582516503300667e+01,6.533770502718556916e-02,1.873936503483739427e-02,-4.348771294568892255e-03,2.650114689127195527e-02
2.913582716543308848e+01,6.529422611308674518e-02,1.872518949366898736e-02,-4.345271994972189217e-03,6.689482988516808060e-02
2.914582916583316674e+01,6.525078218174652778e-02,1.871102764601624904e-02,-4.341776196705803004e-03,-1.063592807239926996e-02
2.915583116623324855e+01,6.520737319822685063e-02,1.869687947512321119e-02,-4.338283895482485109e-03,-2.970447831897486332e-02
2.916583316663332681e+01,6.516399912763598534e-02,1.868274496425841036e-02,-4.334795087021801885e-03,1.115241787718605215e-01
2.917583516703340862e+01,6.512065993512836104e-02,1.866862409671486353e-02,-4.331309767050113731e-03,6.683155161329294713e-02
2.918583716743348688e+01,6.507735558590474478e-02,1.865451685581010974e-02,-4.327827931300570752e-03,1.374417536259719616e-02
2.919583916783356869e+01,6.503408604521208891e-02,1.864042322488616149e-02,-4.324349575513105823e-03,-4.714994419895416483e-02
2.920584116823364695e+01,6.499085127834364206e-02,1.862634318730955335e-02,-4.320874695434412036e-03,2.237972431981264526e-02
2.921584316863372877e+01,6.494765125063887978e-02,1.861227672647129336e-02,-4.317403286817947036e-03,5.355335787334854908e-02
2.922584516903380703e+01,6.490448592732835087e-02,1.859822382573351682e-02,-4.313935345412099609e-03,3.561525389357348553e-02
2.923584716943388884e+01,6.486135527334911666e-02,1.858418446841996613e-02,-4.310470866933772439e-03,3.903887234790719141e-02
2.924584916983396710e+01,6.481825925405625133e-02,1.857015863806252276e-02,-4.307009847122116909e-03,4.653331799928054485e-04
2.925585117023404891e+01,6.477519783487321881e-02,1.855614631822566016e-02,-4.303552281724589389e-03,5.453569923072015824e-02
2.926585317063412717e+01,6.473217098126467228e-02,1.854214749249541785e-02,-4.300098166495260749e-03,-3.149858937684106575e-02
2.927585517103420898e+01,6.468917865873638484e-02,1.852816214447935636e-02,-4.296647497194792942e-03,-2.343061935859626702e-02
2.928585717143428724e+01,6.464622083283537435e-02,1.851419025780661615e-02,-4.293200269590449411e-03,-2.641791894370689592e-02
2.929585917183436905e+01,6.460329746914976468e-02,1.850023181612785173e-02,-4.289756479456065599e-03,-3.360678660553420571e-02
2.930586117223444731e+01,6.456040853330889673e-02,1.848628680311528716e-02,-4.286316122572049817e-03,9.464133309781823378e-02
2.931586317263452912e+01,6.451755399098323129e-02,1.847235520246267443e-02,-4.282879194725370230e-03,-8.549714905988457792e-02
2.932586517303460738e+01,6.447473380788446007e-02,1.845843699788533507e-02,-4.279445691709542719e-03,9.918476651280719314e-03
2.933586717343468919e+01,6.443194794976539463e-02,1.844453217312011159e-02,-4.276015609324621339e-03,-5.052692471716577205e-02
2.934586917383476745e+01,6.438919638242006360e-02,1.843064071192540912e-02,-4.272588943377202651e-03,-6.333508264452468450e-02
2.935587117423484926e+01,6.434647907168360159e-02,1.841676259808117458e-02,-4.269165689680378892e-03,3.106300702869630760e-03
2.936587317463492752e+01,6.430379598343238801e-02,1.840289781538890709e-02,-4.265745844053766590e-03,-7.938124765458028087e-02
2.937587517503500933e+01,6.426114708358389438e-02,1.838904634767163371e-02,-4.262329402323475347e-03,-6.436924356403606398e-03
2.938587717543508759e+01,6.421853233809685091e-02,1.837520817877395449e-02,-4.258916360322110434e-03,1.115403665900844277e-01
2.939587917583516941e+01,6.417595171297107992e-02,1.836138329256199395e-02,-4.255506713888745039e-03,-7.524989010936051700e-03
2.940588117623524766e+01,6.413340517424763465e-02,1.834757167292343921e-02,-4.252100458868928942e-03,2.060516351463576035e-02
2.941588317663532948e+01,6.409089268800866046e-02,1.833377330376750533e-02,-4.248697591114659888e-03,-4.413171096360793411e-02
2.942588517703540774e+01,6.404841422037757526e-02,1.831998816902497690e-02,-4.245298106484400938e-03,2.177005373155480733e-02
2.943588717743548955e+01,6.400596973751888907e-02,1.830621625264816296e-02,-4.241902000843032761e-03,-7.598869593570850567e-02
2.944588917783556781e+01,6.396355920563831510e-02,1.829245753861093865e-02,-4.238509270061878789e-03,7.245205136379618757e-03
2.945589117823564962e+01,6.392118259098272803e-02,1.827871201090870007e-02,-4.235119910018673994e-03,-8.594149344957044412e-03
2.946589317863572788e+01,6.387883985984019186e-02,1.826497965355842329e-02,-4.231733916597563150e-03,1.050965725577046872e-01
2.947589517903580969e+01,6.383653097853987657e-02,1.825126045059859842e-02,-4.228351285689086088e-03,-6.876766145189055525e-03
2.948589717943588795e+01,6.379425591345223856e-02,1.823755438608928858e-02,-4.224972013190177698e-03,-2.069030699143170268e-02
2.949589917983596976e+01,6.375201463098877086e-02,1.822386144411207790e-02,-4.221596095004139307e-03,-3.057705488929761406e-02
2.950590118023604802e+01,6.370980709760225291e-02,1.821018160877012348e-02,-4.218223527040650817e-03,-6.238000818115377322e-02
2.951590318063612983e+01,6.366763327978655629e-02,1.819651486418810346e-02,-4.214854305215744688e-03,3.516220806499022189e-02
2.952590518103620809e+01,6.362549314407676959e-02,1.818286119451226895e-02,-4.211488425451799869e-03,6.887011601329534605e-02
2.953590718143628990e+01,6.358338665704910131e-02,1.816922058391038514e-02,-4.208125883677537454e-03,-2.157070471296707731e-02
2.954590918183636816e+01,6.354131378532101859e-02,1.815559301657180061e-02,-4.204766675828012015e-03,3.209720889682463052e-02
2.955591118223644997e+01,6.349927449555103909e-02,1.814197847670737454e-02,-4.201410797844574302e-03,-2.080227623583377414e-02
2.956591318263652823e+01,6.345726875443896686e-02,1.812837694854954260e-02,-4.198058245674912876e-03,1.672930941933764917e-02
2.957591518303661005e+01,6.341529652872568423e-02,1.811478841635226489e-02,-4.194709015272992531e-03,1.952283646308869761e-02
2.958591718343668830e+01,6.337335778519331830e-02,1.810121286439106414e-02,-4.191363102599079439e-03,-7.444255221169608638e-02
2.959591918383677012e+01,6.333145249066510218e-02,1.808765027696299099e-02,-4.188020503619709067e-03,-4.170992378806399892e-02
2.960592118423684838e+01,6.328958061200549989e-02,1.807410063838666564e-02,-4.184681214307695712e-03,4.313608348036948592e-02
2.961592318463693019e+01,6.324774211612008146e-02,1.806056393300223620e-02,-4.181345230642100411e-03,-9.814829036060471190e-02
2.962592518503700845e+01,6.320593696995566169e-02,1.804704014517140645e-02,-4.178012548608245683e-03,-3.088348353961550483e-03
2.963592718543709026e+01,6.316416514050013364e-02,1.803352925927741851e-02,-4.174683164197688645e-03,-2.056953462006812575e-02
2.964592918583716852e+01,6.312242659478267681e-02,1.802003125972507711e-02,-4.171357073408215807e-03,-4.967165011164750149e-02
2.965593118623725033e+01,6.308072129987352117e-02,1.800654613094071141e-02,-4.168034272243829191e-03,-1.037158602774198874e-03
2.966593318663732859e+01,6.303904922288416923e-02,1.799307385737221668e-02,-4.164714756714753274e-03,1.178087983676512004e-02
2.967593518703741040e+01,6.299741033096720177e-02,1.797961442348901956e-02,-4.161398522837395086e-03,2.327292780180355639e-02
2.968593718743748866e+01,6.295580459131645823e-02,1.796616781378210931e-02,-4.158085566634371101e-03,-1.345250004060073445e-01
2.969593918783757047e+01,6.291423197116687016e-02,1.795273401276399616e-02,-4.154775884134466468e-03,8.003050583370838189e-02
2.970594118823764873e+01,6.287269243779461392e-02,1.793931300496877032e-02,-4.151469471372641953e-03,-2.736431522860870158e-02
2.971594318863773054e+01,6.283118595851697186e-02,1.792590477495203602e-02,-4.148166324390020060e-03,4.830562547797179196e-02
2.972594518903780880e+01,6.278971250069242949e-02,1.791250930729097399e-02,-4.144866439233868549e-03,-9.687233264932707671e-03
2.973594718943789061e+01,6.274827203172063383e-02,1.789912658658427899e-02,-4.141569811957609114e-03,-3.261672869190700152e-02
2.974594918983796887e+01,6.270686451904240732e-02,1.788575659745222576e-02,-4.138276438620788755e-03,-6.872725763997510756e-03
2.975595119023805069e+01,6.266548993013974778e-02,1.787239932453660307e-02,-4.134986315289077181e-03,1.544173433020074870e-01
2.976595319063812894e+01,6.262414823253581453e-02,1.785905475250077964e-02,-4.131699438034259868e-03,7.437748456841644651e-02
2.977595519103821076e+01,6.258283939379491456e-02,1.784572286602963478e-02,-4.128415802934221578e-03,-2.101148687282500954e-02
2.978595719143828902e+01,6.254156338152258576e-02,1.783240364982963122e-02,-4.125135406072947229e-03,7.603555773725226806e-03
2.979595919183836727e+01,6.250032016336549978e-02,1.781909708862874919e-02,-4.121858243540506284e-03,5.225801224074637374e-02
2.980596119223844909e+01,6.245910970701145509e-02,1.780580316717651768e-02,-4.118584311433032795e-03,2.522942226665902260e-02
2.981596319263852735e+01,6.241793198018951577e-02,1.779252187024403867e-02,-4.115313605852737554e-03,4.418137853089542516e-04
2.982596519303860916e+01,6.237678695066983109e-02,1.777925318262392473e-02,-4.112046122907882933e-03,-1.315862972691883917e-02
2.983596719343868742e+01,6.233567458626378122e-02,1.776599708913036840e-02,-4.108781858712776819e-03,-5.751714487972958700e-02
2.984596919383876923e+01,6.229459485482387315e-02,1.775275357459907624e-02,-4.105520809387769136e-03,3.369409876664057613e-02
2.985597119423884749e+01,6.225354772424381011e-02,1.773952262388733131e-02,-4.102262971059221497e-03,5.122581622725916328e-02
2.986597319463892930e+01,6.221253316245844989e-02,1.772630422187393417e-02,-4.099008339859534084e-03,1.075889673171310928e-01
2.987597519503900756e+01,6.217155113744384648e-02,1.771309835345926537e-02,-4.095756911927104019e-03,-3.110356368557561091e-02
2.988597719543908937e+01,6.213060161721718072e-02,1.769990500356521598e-02,-4.092508683406322761e-03,2.865915221265061610e-02
2.989597919583916763e+01,6.208968456983685741e-02,1.768672415713525709e-02,-4.089263650447576975e-03,-5.463516374194219739e-03
2.990598119623924944e+01,6.204879996340240123e-02,1.767355579913437377e-02,-4.086021809207241590e-03,5.891230565471905489e-02
2.991598319663932770e+01,6.200794776605454695e-02,1.766039991454912764e-02,-4.082783155847646839e-03,-8.787832935841843884e-03
2.992598519703940951e+01,6.196712794597516311e-02,1.764725648838760125e-02,-4.079547686537086937e-03,-3.622730805829770667e-02
2.993598719743948777e+01,6.192634047138733527e-02,1.763412550567945020e-02,-4.076315397449816608e-03,-8.830232908480395437e-02
2.994598919783956958e+01,6.188558531055526196e-02,1.762100695147584412e-02,-4.073086284766019860e-03,3.185190039600262202e-02
2.995599119823964784e+01,6.184486243178437259e-02,1.760790081084952913e-02,-4.069860344671830804e-03,4.156927769821221891e-03
2.996599319863972966e+01,6.180417180342121647e-02,1.759480706889477927e-02,-4.066637573359285947e-03,5.229303204632625157e-02
2.997599519903980791e+01,6.176351339385355299e-02,1.758172571072742427e-02,-4.063417967026354549e-03,-3.137991742570926668e-02
2.998599719943988973e+01,6.172288717151026838e-02,1.756865672148483215e-02,-4.060201521876895259e-03,1.257507543934911487e-01
2.999599919983996799e+01,6.168229310486146588e-02,1.755560008632593011e-02,-4.056988234120670854e-03,-3.924783715729474043e-02
3.000600120024004980e+01,6.164173116241838946e-02,1.754255579043117672e-02,-4.053778099973332633e-03,2.179055202177828873e-02
3.001600320064012806e+01,6.160120131272510402e-02,1.752952381899945331e-02,-4.050571115655840146e-03,1.688797529938721592e-02
3.002600520104020987e+01,6.156070352399187900e-02,1.751650415713464082e-02,-4.047367277364453952e-03,5.132126685127585269e-02
3.003600720144028813e+01,6.152023776458398485e-02,1.750349679007348960e-02,-4.044166581293280084e-03,-1.211276121779147202e-02
3.004600920184036994e+01,6.147980400308878518e-02,1.749050170315325642e-02,-4.040969023651858408e-03,-4.968809589831784529e-02
3.005601120224044820e+01,6.143940220813035730e-02,1.747751888173013773e-02,-4.037774600655503685e-03,-5.325288188924113403e-02
3.006601320264053001e+01,6.139903234836939505e-02,1.746454831117923850e-02,-4.034583308525283886e-03,3.682253311418313968e-02
3.007601520304060827e+01,6.135869439250331986e-02,1.745158997689460340e-02,-4.031395143488025398e-03,1.341598064903833445e-03
3.008601720344069008e+01,6.131838830926614886e-02,1.743864386428918556e-02,-4.028210101776285267e-03,1.328123691311324656e-02
3.009601920384076834e+01,6.127811406742864758e-02,1.742570995879487439e-02,-4.025028179628362471e-03,-4.466078046670877294e-02
3.010602120424085015e+01,6.123787163579819115e-02,1.741278824586247123e-02,-4.021849373288276241e-03,3.038023311203466581e-03
3.011602320464092841e+01,6.119766098321886144e-02,1.739987871096171715e-02,-4.018673679005762590e-03,6.935778327427556504e-03
3.012602520504101022e+01,6.115748207857137075e-02,1.738698133958125822e-02,-4.015501093036262167e-03,2.681777473115457000e-02
3.013602720544108848e+01,6.111733489077315201e-02,1.737409611722868369e-02,-4.012331611640918526e-03,-7.709303157644152582e-02
3.014602920584117030e+01,6.107721938877824774e-02,1.736122302943048437e-02,-4.009165231086558173e-03,-4.236903520879752028e-02
3.015603120624124855e+01,6.103713554157742111e-02,1.734836206173209425e-02,-4.006001947645695775e-03,8.245415349860443777e-02
3.016603320664133037e+01,6.099708331819806567e-02,1.733551319969786272e-02,-4.002841757596508135e-03,-2.365040783999468321e-02
3.017603520704140863e+01,6.095706268770428177e-02,1.732267642891106504e-02,-3.999684657222845469e-03,-8.195982610015927622e-03
3.018603720744149044e+01,6.091707361919680014e-02,1.730985173497389187e-02,-3.996530642814206252e-03,-2.391574918216875581e-02
3.019603920784156870e+01,6.087711608181305134e-02,1.729703910350747359e-02,-3.993379710665738089e-03,-7.882941252546706024e-02
3.020604120824165051e+01,6.083719004472709635e-02,1.728423852015184559e-02,-3.990231857078224698e-03,-5.777623940944926623e-02
3.021604320864172877e+01,6.079729547714972371e-02,1.727144997056598991e-02,-3.987087078358077241e-03,1.454808823163305023e-02
3.022604520904181058e+01,6.075743234832833156e-02,1.725867344042778667e-02,-3.983945370817330855e-03,-3.758810848259972609e-02
3.023604720944188884e+01,6.071760062754703868e-02,1.724590891543405918e-02,-3.980806730773633374e-03,9.737594391449440334e-02
3.024604920984197065e+01,6.067780028412657345e-02,1.723315638130054270e-02,-3.977671154550223645e-03,-7.888680998960415081e-02
3.025605121024204891e+01,6.063803128742439874e-02,1.722041582376190871e-02,-3.974538638475948876e-03,-1.010921856277454678e-01
3.026605321064213072e+01,6.059829360683458704e-02,1.720768722857173721e-02,-3.971409178885235147e-03,-2.356977903000142399e-02
3.027605521104220898e+01,6.055858721178793147e-02,1.719497058150254443e-02,-3.968282772118091745e-03,-6.444579819823670341e-02
3.028605721144229079e+01,6.051891207175184861e-02,1.718226586834575506e-02,-3.965159414520089479e-03,6.506799070389399087e-02
3.029605921184236905e+01,6.047926815623046876e-02,1.716957307491174395e-02,-3.962039102442364152e-03,-2.527320389872086265e-02
3.030606121224245086e+01,6.043965543476453872e-02,1.715689218702978053e-02,-3.958921832241597480e-03,2.185882676632570909e-02
3.031606321264252912e+01,6.040007387693153984e-02,1.714422319054808089e-02,-3.955807600280027495e-03,-7.488333939609045919e-02
3.032606521304261094e+01,6.036052345234554223e-02,1.713156607133376266e-02,-3.952696402925410385e-03,2.908234540612645094e-02
3.033606721344268919e+01,6.032100413065736438e-02,1.711892081527289361e-02,-3.949588236551039577e-03,2.772956389429136193e-02
3.034606921384277101e+01,6.028151588155443441e-02,1.710628740827043609e-02,-3.946483097535723183e-03,5.772229301801330703e-02
3.035607121424284927e+01,6.024205867476088716e-02,1.709366583625030606e-02,-3.943380982263780532e-03,6.711209753755970064e-03
3.036607321464293108e+01,6.020263248003750178e-02,1.708105608515531754e-02,-3.940281887125025688e-03,2.153663410013935062e-02
3.037607521504300934e+01,6.016323726718175030e-02,1.706845814094722427e-02,-3.937185808514776127e-03,4.036722846731598431e-03
3.038607721544309115e+01,6.012387300602773516e-02,1.705587198960669543e-02,-3.934092742833818906e-03,4.189687608328632185e-02
3.039607921584316941e+01,6.008453966644628635e-02,1.704329761713333294e-02,-3.931002686488431486e-03,-2.496910103358564517e-02
3.040608121624325122e+01,6.004523721834482963e-02,1.703073500954564723e-02,-3.927915635890347895e-03,2.288251253035829963e-02
3.041608321664332948e+01,6.000596563166753911e-02,1.701818415288108843e-02,-3.924831587456767412e-03,-3.281853566049895005e-02
3.042608521704341129e+01,5.996672487639518462e-02,1.700564503319602211e-02,-3.921750537610335478e-03,3.095615462647017049e-02
3.043608721744348955e+01,5.992751492254526358e-02,1.699311763656573965e-02,-3.918672482779141965e-03,-1.823296384331485331e-02
3.044608921784357136e+01,5.988833574017188993e-02,1.698060194908445480e-02,-3.915597419396706427e-03,-3.687356424270196026e-02
3.045609121824364962e+01,5.984918729936590520e-02,1.696809795686530717e-02,-3.912525343901985045e-03,-3.832127803415708023e-02
3.046609321864373143e+01,5.981006957025476051e-02,1.695560564604035522e-02,-3.909456252739335058e-03,6.915353192884121647e-02
3.047609521904380969e+01,5.977098252300262066e-02,1.694312500276059022e-02,-3.906390142358534719e-03,-8.230380342972774821e-02
3.048609721944389150e+01,5.973192612781028782e-02,1.693065601319591537e-02,-3.903327009214757701e-03,-7.854330259860299590e-02
3.049609921984396976e+01,5.969290035491526397e-02,1.691819866353517360e-02,-3.900266849768571804e-03,2.744493318995316553e-02
3.050610122024405158e+01,5.965390517459168152e-02,1.690575293998610937e-02,-3.897209660485923335e-03,-5.420773673184590274e-02
3.051610322064412983e+01,5.961494055715039347e-02,1.689331882877541727e-02,-3.894155437838142751e-03,-2.771668581510964430e-02
3.052610522104421165e+01,5.957600647293886248e-02,1.688089631614868649e-02,-3.891104178301919500e-03,-2.908193497809394984e-02
3.053610722144428991e+01,5.953710289234127873e-02,1.686848538837045983e-02,-3.888055878359308534e-03,1.095779691545504531e-01
3.054610922184437172e+01,5.949822978577844201e-02,1.685608603172417813e-02,-3.885010534497711221e-03,-3.805015803813822928e-02
3.055611122224444998e+01,5.945938712370787971e-02,1.684369823251222545e-02,-3.881968143209873177e-03,-4.049939862142007407e-02
3.056611322264453179e+01,5.942057487662372878e-02,1.683132197705589431e-02,-3.878928700993872127e-03,-2.384508245202068832e-02
3.057611522304461005e+01,5.938179301505686070e-02,1.681895725169541347e-02,-3.875892204353115298e-03,7.220088958017007244e-03
3.058611722344469186e+01,5.934304150957474960e-02,1.680660404278992021e-02,-3.872858649796325978e-03,2.069529927545480513e-02
3.059611922384477012e+01,5.930432033078160414e-02,1.679426233671750188e-02,-3.869828033837537443e-03,-7.787089044609137034e-02
3.060612122424485193e+01,5.926562944931822868e-02,1.678193211987513353e-02,-3.866800352996083850e-03,1.805968068167162002e-02
3.061612322464493019e+01,5.922696883586217598e-02,1.676961337867875074e-02,-3.863775603796592434e-03,9.344601751886183472e-02
3.062612522504501200e+01,5.918833846112759450e-02,1.675730609956318021e-02,-3.860753782768978730e-03,-9.356147875963236049e-02
3.063612722544509026e+01,5.914973829586536030e-02,1.674501026898220224e-02,-3.857734886448427498e-03,2.462562910742962727e-02
3.064612922584517207e+01,5.911116831086296597e-02,1.673272587340848827e-02,-3.854718911375401395e-03,3.431487245798992697e-02
3.065613122624525033e+01,5.907262847694463165e-02,1.672045289933367027e-02,-3.851705854095618421e-03,3.588967214062647147e-03
3.066613322664533214e+01,5.903411876497118710e-02,1.670819133326826786e-02,-3.848695711160049319e-03,-1.392614093397880060e-02
3.067613522704541040e+01,5.899563914584018270e-02,1.669594116174175774e-02,-3.845688479124913239e-03,-1.218881256068472807e-01
3.068613722744549221e+01,5.895718959048578539e-02,1.668370237130250774e-02,-3.842684154551660822e-03,5.587254719852249862e-02
3.069613922784557047e+01,5.891877006987888965e-02,1.667147494851783929e-02,-3.839682734006974636e-03,-2.033969474194925395e-02
3.070614122824565229e+01,5.888038055502700652e-02,1.665925887997397534e-02,-3.836684214062754429e-03,-1.442611340703196798e-02
3.071614322864573055e+01,5.884202101697435378e-02,1.664705415227607857e-02,-3.833688591296112794e-03,5.725939539425592417e-02
3.072614522904581236e+01,5.880369142680178657e-02,1.663486075204821668e-02,-3.830695862289370396e-03,-1.211329638017622223e-01
3.073614722944589062e+01,5.876539175562686679e-02,1.662267866593340401e-02,-3.827706023630038194e-03,-7.518328275317062888e-03
3.074614922984596888e+01,5.872712197460378675e-02,1.661050788059356687e-02,-3.824719071910819609e-03,2.569748976194643347e-02
3.075615123024605069e+01,5.868888205492341775e-02,1.659834838270954349e-02,-3.821735003729593173e-03,3.190055600249171869e-02
3.076615323064612895e+01,5.865067196781333092e-02,1.658620015898111880e-02,-3.818753815689415135e-03,2.636631384890272128e-02
3.077615523104621076e+01,5.861249168453770697e-02,1.657406319612698617e-02,-3.815775504398497778e-03,9.789913703795521949e-02
3.078615723144628902e+01,5.857434117639747501e-02,1.656193748088477177e-02,-3.812800066470221558e-03,1.012510256699981036e-02
3.079615923184637083e+01,5.853622041473014598e-02,1.654982300001101025e-02,-3.809827498523104747e-03,4.688789671625553240e-02
3.080616123224644909e+01,5.849812937090997922e-02,1.653771974028118291e-02,-3.806857797180809074e-03,3.460189577229028784e-02
3.081616323264653090e+01,5.846006801634782979e-02,1.652562768848967259e-02,-3.803890959072126713e-03,-7.803626501928752346e-02
3.082616523304660916e+01,5.842203632247799233e-02,1.651354683144489952e-02,-3.800926980830091235e-03,-4.236266914450813326e-02
3.083616723344669097e+01,5.838403426041269273e-02,1.650147715586573749e-02,-3.797965859063676466e-03,1.002301850710862197e-01
3.084616923384676923e+01,5.834606180144706611e-02,1.648941864860545628e-02,-3.795007590382722291e-03,-1.749452248774938101e-02
3.085617123424685104e+01,5.830811891705871275e-02,1.647737129659871541e-02,-3.792052171409881697e-03,-7.201529034337319363e-03
3.086617323464692930e+01,5.827020557875795675e-02,1.646533508679680000e-02,-3.789099598772847043e-03,-6.971276678546395322e-02
3.087617523504701111e+01,5.823232175808772809e-02,1.645331000616757564e-02,-3.786149869104332710e-03,-2.099947369333078628e-02
3.088617723544708937e+01,5.819446742662370137e-02,1.644129604169551964e-02,-3.783202979042075108e-03,-6.949956373967974832e-02
3.089617923584717119e+01,5.815664255597415705e-02,1.642929318038169328e-02,-3.780258925228824427e-03,-3.427903162713581697e-02
3.090618123624724944e+01,5.811884711778012025e-02,1.641730140924376954e-02,-3.777317704312332068e-03,2.385761442451548447e-02
3.091618323664733126e+01,5.808108108371521500e-02,1.640532071531600189e-02,-3.774379312945348904e-03,-4.537356590152677449e-02
3.092618523704740952e+01,5.804334442548580997e-02,1.639335108564926591e-02,-3.771443747785620075e-03,-3.455000997079728936e-02
3.093618723744749133e+01,5.800563711483088664e-02,1.638139250731100727e-02,-3.768511005495867212e-03,6.308977980039467970e-02
3.094618923784756959e+01,5.796795912352214336e-02,1.636944496738529722e-02,-3.765581082743784530e-03,1.971461756230672227e-02
3.095619123824765140e+01,5.793031042336391906e-02,1.635750845297278058e-02,-3.762653976202044032e-03,2.200232417486552502e-02
3.096619323864772966e+01,5.789269098619326953e-02,1.634558295119071733e-02,-3.759729682548270356e-03,4.592874458604680188e-02
3.097619523904781147e+01,5.785510078387986338e-02,1.633366844917295488e-02,-3.756808198465041645e-03,-3.135211769798836728e-02
3.098619723944788973e+01,5.781753978832609997e-02,1.632176493406995235e-02,-3.753889520639883473e-03,-2.331317650085486248e-02
3.099619923984797154e+01,5.778000797146701228e-02,1.630987239304874242e-02,-3.750973645765257568e-03,-1.067175839461318165e-01
3.100620124024804980e+01,5.774250530527034325e-02,1.629799081329298682e-02,-3.748060570538559212e-03,3.288734128693823755e-02
3.101620324064813161e+01,5.770503176173646248e-02,1.628612018200291389e-02,-3.745150291662102497e-03,-1.414045807770401494e-02
3.102620524104820987e+01,5.766758731289846340e-02,1.627426048639537756e-02,-3.742242805843121623e-03,-3.995681209789909462e-03
3.103620724144829168e+01,5.763017193082206613e-02,1.626241171370380878e-02,-3.739338109793758757e-03,-5.827816923996139570e-02
3.104620924184836994e+01,5.759278558760571459e-02,1.625057385117825368e-02,-3.736436200231054924e-03,2.721845531937279461e-02
3.105621124224845175e+01,5.755542825538046553e-02,1.623874688608533887e-02,-3.733537073876944373e-03,2.755618154302157466e-02
3.106621324264853001e+01,5.751809990631011338e-02,1.622693080570830268e-02,-3.730640727458251534e-03,5.311219974120042278e-03
3.107621524304861182e+01,5.748080051259106538e-02,1.621512559734697087e-02,-3.727747157706680619e-03,-8.321640605012893543e-02
3.108621724344869008e+01,5.744353004645245953e-02,1.620333124831778437e-02,-3.724856361358800001e-03,-4.588273223406690721e-02
3.109621924384877190e+01,5.740628848015605357e-02,1.619154774595375421e-02,-3.721968335156053496e-03,-5.477943222581094923e-03
3.110622124424885016e+01,5.736907578599632906e-02,1.617977507760452044e-02,-3.719083075844733903e-03,-4.560530489598102477e-02
3.111622324464893197e+01,5.733189193630038732e-02,1.616801323063629670e-02,-3.716200580175987346e-03,1.555722690391387469e-02
3.112622524504901023e+01,5.729473690342806735e-02,1.615626219243191178e-02,-3.713320844905804163e-03,4.655920468172169979e-02
3.113622724544909204e+01,5.725761065977180708e-02,1.614452195039077498e-02,-3.710443866795005464e-03,-4.150511055487680206e-02
3.114622924584917030e+01,5.722051317775679602e-02,1.613279249192891424e-02,-3.707569642609247901e-03,-1.279369528048319299e-02
3.115623124624925211e+01,5.718344442984082954e-02,1.612107380447893104e-02,-3.704698169118999379e-03,-3.798672215576762157e-02
3.116623324664933037e+01,5.714640438851442683e-02,1.610936587549005594e-02,-3.701829443099552940e-03,4.784188650259382780e-02
3.117623524704941218e+01,5.710939302630073378e-02,1.609766869242808263e-02,-3.698963461331000301e-03,4.112868268040349023e-02
