n1,n2,sv,R,R_noisy
1.737312546151081438e+00,9.480957493198631791e-01,2.411947412944567271e-01,3.730722492816986313e-01,4.414112209067656001e-01
1.769806652389335433e+00,1.311888566277789492e+00,1.638002297295443110e+00,2.196378248576531078e+00,2.133660522513816105e+00
2.476858880990049805e+00,2.766263103603945339e+00,1.323767833071194833e+00,1.799697502927405157e+00,1.784701772486926741e+00
2.819222434964756108e+00,2.756836986444854531e+00,9.390812265815713378e-01,1.980751821068826857e+00,1.966660216934901673e+00
9.030692599340222060e-01,2.515756363189252554e+00,1.201161838466453746e+00,1.890543591110120714e+00,1.875459543533475548e+00
2.714785344923220212e+00,1.166129329093207767e+00,1.591792366661249236e+00,2.271337860813350762e+00,2.258747685555976936e+00
9.316359602348809332e-01,2.130579824066721528e+00,1.246343744920629604e+00,1.811215354779180053e+00,1.740816815966348408e+00
1.975598986702942872e+00,1.794550665961721414e+00,1.834856212665142428e+00,2.217718894473504232e+00,2.245587763749744337e+00
5.116705160969415855e-01,1.056061926154927555e+00,4.057233296386594246e-01,2.333367071378430468e-01,2.362529431273425740e-01
2.612478696755674346e+00,2.404672448166197629e+00,1.936258292665850700e+00,1.353304666528668987e+00,1.356781813504256640e+00
1.530427996550477676e+00,2.181714170941218889e+00,8.557736474249131309e-01,1.853156254518653068e+00,1.908231670914105393e+00
1.041778832060546334e+00,2.915197168551524776e+00,1.440119227694091286e+00,2.228571671201988291e+00,2.285006148487010780e+00
2.865408294236953424e+00,5.909703801183134875e-01,1.310009638411415711e+00,1.718822359808845457e+00,1.787198584400521817e+00
7.145631613796378234e-01,2.978739988170371777e+00,3.744276486659575687e-01,7.075447828555995189e-01,8.014865110229718592e-01
1.379888920987023759e+00,2.247744451360554230e+00,1.106038762843696954e+00,2.046300301307162783e+00,2.070363997439507386e+00
1.665524164350586700e+00,9.746177797964790113e-01,9.803250041264055525e-01,1.356427714556953434e+00,1.280916900973452677e+00
1.160402605799807141e+00,2.526644409219933163e+00,4.823662627631595812e-01,1.141431745929558206e+00,1.153468223823026273e+00
1.394310755822289138e+00,2.591248334797999764e+00,3.859897919033187241e-01,1.100770942888336323e+00,1.102811600653649693e+00
2.609862640464443828e+00,1.464356247071446182e+00,1.231331250849719172e+00,2.205163722094719336e+00,2.210007003295674455e+00
9.917134132439835437e-01,2.528648579587252421e+00,7.855626636384067663e-01,1.509891059573350791e+00,1.481266756453622158e+00
1.892061099559435799e+00,1.816537728793880424e+00,1.129004891278318379e+00,2.120895010703538031e+00,2.077846300664248247e+00
1.030960041909583902e+00,2.652126952286828931e+00,1.342431464110746209e+00,2.134025818870402880e+00,2.175242135076889127e+00
2.048312878204259668e+00,2.774150063671946942e+00,1.494810856713429281e+00,1.913863308669812024e+00,1.963755983327108323e+00
1.126019724350334705e+00,9.015082066728731247e-01,5.942690989404826318e-01,6.013826920922487052e-01,5.468883145690611736e-01
1.288461526916901523e+00,1.595170213287686156e+00,1.063938820542493335e+00,1.666932459874278738e+00,1.695307611808302362e+00
1.816976013999604733e+00,2.858160335797053975e+00,5.333299127367199244e-01,1.723977666191682134e+00,1.716923138279418781e+00
1.129487641984178614e+00,1.236933523348344277e+00,1.645243065993273968e+00,1.798902277586833964e+00,1.780906930055255355e+00
2.324084850662178958e+00,8.792144729132068681e-01,1.925711802660699856e+00,2.248465525911690133e+00,2.284070315723075506e+00
1.061475060644923918e+00,2.678593368247419892e+00,1.884571186629713235e+00,2.303340134232181313e+00,2.302159625502562701e+00
2.593307624547422030e+00,5.096329368302894292e-01,9.464915560304514308e-01,1.133336679798105484e+00,1.106991903791739507e+00
2.252006637619232698e+00,2.737916837235151224e+00,3.024195071133188861e-01,1.303593995317220644e+00,1.307727043982835013e+00
8.230660882654368127e-01,9.441823231978986319e-01,1.398302331271632060e+00,1.081795410139248181e+00,9.832778733745572985e-01
1.800388085909992775e+00,1.529876441171358126e+00,9.964642861530628171e-01,1.854731228661898434e+00,1.826392233475253812e+00
6.654992762949081264e-01,2.659468726855378495e+00,2.551132611790331572e-01,4.159691946929485185e-01,3.952178531570556541e-01
9.303861806167591508e-01,5.189328328968091375e-01,1.040192833768113445e+00,5.562522325267040824e-01,4.875335328395789536e-01
1.282230400742039977e+00,2.469224185872191057e+00,1.662482381800358899e+00,2.277397502130369844e+00,2.287380193592080779e+00
2.269631124072974071e+00,7.379664631846040157e-01,4.448988458443068339e-01,6.848725097700770759e-01,6.993865393587634927e-01
2.045702324787819215e+00,2.101173632035917116e+00,1.958269478306457589e+00,1.973818072485405528e+00,1.944699707189014415e+00
1.830080781106572685e+00,1.440100887940171326e+00,1.414073314649284763e+00,2.152909389996993550e+00,2.145322290496774364e+00
9.559091258738284802e-01,1.571950984998852441e+00,7.165486349108030062e-01,9.833432325175037736e-01,1.017867823246413117e+00
1.243665306325877573e+00,2.663044826428893952e+00,4.286952500078630157e-01,1.128397215667187758e+00,1.182206057169167268e+00
2.216401439063542256e+00,2.064084476853230488e+00,2.844800915113883666e-01,1.013617895277320713e+00,9.763876921978872359e-01
1.726465033787947689e+00,9.754216779999659304e-01,1.488792773321245155e+00,1.859725606473875859e+00,1.877404423508701514e+00
1.306600563003004645e+00,9.270766219622399440e-01,5.986678362816604260e-01,7.012621733659643031e-01,7.538004777473326090e-01
6.725206799399919833e-01,1.490517969974350709e+00,1.114348134323718931e+00,1.069231481413761342e+00,1.068351300263829406e+00
6.150958461846163239e-01,1.570785757805424954e+00,4.651405713157469313e-01,4.481842889168458077e-01,4.101794096755785879e-01
2.810987112695275680e+00,1.292059370638352966e+00,1.874295743832950834e+00,2.192808629960302458e+00,2.154993301458772770e+00
1.540096021008114713e+00,1.730231313256534564e+00,2.654740942181953445e-01,6.216355628847805015e-01,6.059917596242313520e-01
2.731607124850132795e+00,1.280635221234137866e+00,9.097646531654004498e-01,1.949462166828492826e+00,1.898228586935464257e+00
1.106841050649019609e+00,7.478198681493115618e-01,8.330281465343916114e-01,7.044161068033013562e-01,8.054194602936038949e-01
1.975723364641542190e+00,2.441685662176433347e+00,3.666915796058956012e-01,1.287043973503618766e+00,1.258864260663429269e+00
1.138731284016790246e+00,2.075162227581248686e+00,1.359745193486521897e+00,2.048287978087591554e+00,2.067473943477013520e+00
2.706092302793512427e+00,2.709686714027370602e+00,1.831345170319055971e+00,1.156059453052905805e+00,1.165457879688737597e+00
1.059358036885674093e+00,2.057239004928327120e+00,6.239137613764710322e-01,1.147048724253432184e+00,1.179098598443070411e+00
1.864387058170436706e+00,7.455215819208106387e-01,3.008794130486887042e-01,3.983833569819071885e-01,3.792774741277193384e-01
2.916021251167665085e+00,1.270702311913329607e+00,4.691577611366712364e-01,1.309195415753806602e+00,1.244371394658066121e+00
2.325163752207829226e+00,8.051063963395148626e-01,7.841415635551676200e-01,1.245162321306640063e+00,1.327148203331243836e+00
1.886286742613624945e+00,2.337164873231497797e+00,1.618507877292576724e+00,2.121811871247776260e+00,2.117935906133753043e+00
1.410562998447002059e+00,6.911232267515152738e-01,1.321139798582127822e+00,1.213395705172022776e+00,1.219245612365481790e+00
1.824983788663453010e+00,1.501431199725093313e+00,1.365947658176845270e+00,2.147354671727167652e+00,2.157372683254918933e+00
5.099115047171977055e-01,7.330108653325257961e-01,1.949522258752500514e+00,8.230688454481838168e-01,8.861528183572811024e-01
8.267514949258654156e-01,2.319492089466018037e+00,1.866915696101673294e+00,2.189526899851283570e+00,2.227980293535755774e+00
1.197747757516360423e+00,1.033710042032133902e+00,1.622236573576373742e+00,1.666295003708844202e+00,1.724998219387757770e+00
6.170960976977633017e-01,1.814555750973008807e+00,1.094002657179735438e+00,1.139972806918663650e+00,1.181114449339639272e+00
1.095582842251567879e+00,1.156387560849224894e+00,8.788974621335159387e-01,1.038113716410024034e+00,1.045806051434793771e+00
1.552739047307197140e+00,1.361386170379542460e+00,4.304059908651827193e-01,8.073113096468867989e-01,8.200747493438699243e-01
2.645413095122801650e+00,1.797511983059272955e+00,4.426587328380456321e-01,1.462835692793107212e+00,1.425747435595369206e+00
2.797603321491354933e+00,1.801976429381133116e+00,7.511304069572584119e-01,2.008807823593160347e+00,1.911949991135670990e+00
5.516171369857187923e-01,5.911958740897869102e-01,9.606337675152660793e-01,3.670933701601380439e-01,3.552049635292915397e-01
1.649745440472301761e+00,1.799285361317612297e+00,2.873068388806823692e-01,7.312228200050736593e-01,6.776562286282802328e-01
2.208727818768476681e+00,1.296186467581450952e+00,2.046311385947262584e-01,5.158632935360418781e-01,6.452952701631122778e-01
2.380857944138544902e+00,1.057766076447899106e+00,1.388539687199255468e+00,2.111530996920226944e+00,2.189552081187370103e+00
8.982775107317269025e-01,5.983486525393353350e-01,1.062009687446032302e+00,6.228693276824941449e-01,6.814786112197467327e-01
5.180915002335833019e-01,1.969572657849830488e+00,1.122187452768692362e+00,1.084951997906714150e+00,1.057492919716020330e+00
1.123452118914861186e+00,1.435341012710144915e+00,1.674329231695915299e+00,1.950334375321874258e+00,2.053350238724906074e+00
1.285500254062786674e+00,1.875511453195891853e+00,1.799370025128411266e+00,2.272059406400205095e+00,2.186927745473774998e+00
9.679071685769881084e-01,1.074480445549367058e+00,1.278603823363691827e+00,1.240115981330135453e+00,1.179771494154948197e+00
1.051201070764079093e+00,9.388682767389493478e-01,2.748400812971441010e-01,2.704685234134900917e-01,2.315023732835613801e-01
2.155000871791546757e+00,5.895073034021698355e-01,3.425474425612284879e-01,4.164587267116691138e-01,3.686360784896802745e-01
1.054322250505547398e+00,1.181367242780305249e+00,9.078067488161649656e-01,1.054606193336721454e+00,1.061309787321490061e+00
9.721170799348741731e-01,1.038122809506436317e+00,1.501511252038447486e+00,1.383334144469312355e+00,1.393104501102826021e+00
1.177109889690468369e+00,1.818476519353781518e+00,6.860044648980909709e-01,1.226896937506576135e+00,1.322474260698521809e+00
1.638494713662985047e+00,6.774350810575173742e-01,1.618912823482882013e+00,1.553266990339387865e+00,1.603213953172028861e+00
9.954584919985127733e-01,2.827089239389464659e+00,1.091300201354038490e+00,1.966033593856750361e+00,2.027155874223488308e+00
1.739045305698580623e+00,2.828736258441034046e+00,1.434538891250930259e+00,2.107204637940029102e+00,2.128206052022509009e+00
2.842422466651110202e+00,2.291291577412684966e+00,2.369421127974839780e-01,1.124287646230470727e+00,1.117004704345284871e+00
2.554405677129264252e+00,2.742687155916084585e+00,1.789999418165157286e+00,1.285602608281493309e+00,1.251361498642716841e+00
2.378400679272933083e+00,2.566442710990343823e+00,1.299161041946277795e+00,1.969376658215336695e+00,1.893998850653922261e+00
2.856227205956053172e+00,1.757690621218525262e+00,1.218234191383266829e+00,2.163478887321746313e+00,2.120071797567616656e+00
2.804172841880656630e+00,2.147517825932510060e+00,1.698991751205789491e+00,1.652517695345115722e+00,1.633553829117964540e+00
1.882594882122043067e+00,1.131468386970250650e+00,4.970137116695594326e-01,9.249253215963940677e-01,9.631454396289281794e-01
2.229314435926010418e+00,2.328772188951561795e+00,7.466590698069399679e-01,2.018081599487016931e+00,1.933838295956576969e+00
1.381696815895143482e+00,1.645079094727483593e+00,1.133116776042205842e+00,1.828353788900644705e+00,1.760118142956897946e+00
1.845815438918203322e+00,2.125828448514519131e+00,2.327601582312700812e-01,7.567987969997360675e-01,7.678520351920631315e-01
2.801637424820402344e+00,1.052839319820896069e+00,9.270985643157285683e-01,1.835889902614752378e+00,1.783520686080371620e+00
1.769049673639641940e+00,2.832266663303010024e+00,1.804700415360970034e+00,1.860737536425039584e+00,1.877585147158339574e+00
1.553167284153977423e+00,1.518531526674270049e+00,1.534566665106009919e+00,2.154312905300066916e+00,2.133804174422784250e+00
2.145355779356548531e+00,2.843498302283712142e+00,1.270786425141998022e+00,1.990130776659957856e+00,1.952616507156035075e+00
1.662672526797470463e+00,1.278542997392548619e+00,1.703854781334710022e+00,2.177231897817933692e+00,2.110653414483096402e+00
7.376878778574487150e-01,2.096341716584417370e+00,1.466490565559969816e+00,1.761166066769196403e+00,1.756542176149346046e+00
1.447350642269872090e+00,2.578711493021748957e+00,1.348763863666562202e+00,2.231930810521423503e+00,2.195568756677728217e+00
8.396324279680107416e-01,1.554338973580377647e+00,1.188819523393251698e+00,1.365151830860547033e+00,1.334575092483082148e+00
2.786559203116467653e+00,2.334864702770699907e+00,3.827665022201000022e-01,1.575813198440904062e+00,1.544018025286447049e+00
2.352205735705855449e+00,8.979494980303246443e-01,1.084199084922730094e+00,1.711789879683777826e+00,1.721173814602476204e+00
1.598276238952914596e+00,2.326058901735894580e+00,1.777851333370935594e+00,2.201461440185554341e+00,2.208922922505303532e+00
6.769422440792332019e-01,2.362331307317647067e+00,1.453100734648414161e+00,1.782238019122504014e+00,1.696591959140588912e+00
7.825699660561773463e-01,1.100752719410903246e+00,8.952116810805705871e-01,7.798916430586786408e-01,7.718671517213701039e-01
1.156039005279001275e+00,1.207733142313445640e+00,1.730829807570197998e+00,1.855684202357402723e+00,1.875620844586205482e+00
1.810714231420997855e+00,2.179285659014376542e+00,1.187199836711816836e+00,2.194548021121495385e+00,2.246521110030057944e+00
7.654406128364666939e-01,1.665130639997541184e+00,2.179203901856363035e-01,2.675434155678959036e-01,3.067072633960433725e-01
1.407208788156645518e+00,1.754918369966564029e+00,1.927634570150373872e+00,2.306140917168170379e+00,2.316618107421021033e+00
9.527173588173261098e-01,2.413986270263336564e+00,1.020809481869606739e+00,1.722434338865842962e+00,1.665311861923411074e+00
7.601737205227855343e-01,8.715221385360343298e-01,1.698003656615086232e+00,1.135666959055843472e+00,1.097169969974489234e+00
8.017890075495308633e-01,1.590805827698504205e+00,1.839025367181752246e+00,1.836310999216502982e+00,1.882038441952304186e+00
8.014432701036007245e-01,1.380637008410477318e+00,4.459229322422419983e-01,4.858264255479406435e-01,4.507181160357329741e-01
2.578585032905953422e+00,2.439350052454586137e+00,1.604564543707822200e+00,1.666271905963765176e+00,1.717585136675169544e+00
9.502596414356829779e-01,2.179130904547979863e+00,1.319856237025398338e+00,1.911677677235437800e+00,1.975376052370976687e+00
7.786154397995646015e-01,5.349027521232370130e-01,1.786667882697795973e+00,8.285866560380997781e-01,7.754778566390972960e-01
2.577069639639574028e+00,1.901134064529736545e+00,7.768950001057035593e-01,2.019454652659506078e+00,2.041485385702928923e+00
2.902527566509094825e+00,1.172016413568393478e+00,4.429858581261451045e-01,1.180888468437392591e+00,1.175284811010065988e+00
2.335569522508753160e+00,1.252551268404872520e+00,1.509420292174931566e+00,2.239583699751581225e+00,2.340968882078645841e+00
6.824059691557311513e-01,6.132955296099145137e-01,2.592405600205637262e-01,1.167004852036029883e-01,1.586027831456774395e-01
8.380689637249325585e-01,1.562540688896882246e+00,1.464033865402627477e+00,1.601054728034388752e+00,1.575531758199434362e+00
8.638094864095631209e-01,1.603290490965731951e+00,1.714532405862599251e+00,1.835685940180473930e+00,1.856051363431303614e+00
7.445458216275225860e-01,7.239565374461566227e-01,6.234313241201026035e-01,3.659383560581683792e-01,3.200541691761942809e-01
1.701363291198808803e+00,2.550478522781367552e+00,5.932811325951086179e-01,1.687986037974910758e+00,1.680411911802207836e+00
6.397944520132212709e-01,1.808927610454562407e+00,4.080127579854306852e-01,4.591699105679665771e-01,4.694193814489536765e-01
2.487294548506223890e+00,2.209886286460072569e+00,1.665736739843294512e+00,1.827438976388944702e+00,1.834907542413404924e+00
1.526852772316033668e+00,1.147254469489848994e+00,7.928302887850475766e-01,1.202883410400760633e+00,1.218271836865996827e+00
9.881863403942332535e-01,2.430507998709886319e+00,4.678977949804123959e-01,9.592068601779925041e-01,9.138598437247500428e-01
7.325655592960862439e-01,6.403889435502834182e-01,1.284319044743838178e+00,6.699534191994888088e-01,5.772894310348842817e-01
1.922866070711792608e+00,1.226106486230694070e+00,2.172918918585461934e-01,4.621201785224965941e-01,4.439744392074053692e-01
2.445205621593589562e+00,1.093858300144759710e+00,8.095918839650537713e-01,1.601956269423802093e+00,1.557338410498445347e+00
1.956893794828308719e+00,2.008454057001547888e+00,4.477891384108270145e-01,1.313047306815834148e+00,1.278038100078738193e+00
1.094050864211024043e+00,1.823183005938337375e+00,1.404151308735887893e+00,1.946006933614610857e+00,2.052873734617041368e+00
2.507257051011289040e+00,1.571425610207328516e+00,1.637936338755954235e+00,2.200689195204401649e+00,2.258833594500927244e+00
1.786146933661078906e+00,2.271367683171061636e+00,5.209461027711999037e-01,1.495476956080066255e+00,1.486754398161507673e+00
1.963182132397055302e+00,2.271207232064550219e+00,4.520711527896440485e-01,1.429781963591363780e+00,1.358110190122785443e+00
2.769329092606799936e+00,2.446529545572371234e+00,1.552579913348369534e+00,1.590556296456193897e+00,1.525646507165103749e+00
2.188256650135451231e+00,2.708131191055179965e+00,1.783000602094991560e+00,1.603643535381705565e+00,1.621703339147049450e+00
7.916478324325231242e-01,2.843490992721680044e+00,1.659945793199762765e+00,2.192802475452273026e+00,2.246269916262405353e+00
2.236189540170988366e+00,5.610655701668059159e-01,8.405321095879596527e-01,9.818746086933664019e-01,9.674488621285731726e-01
1.225984913416290789e+00,2.553971506994657137e+00,4.297123955967526721e-01,1.086116882223081559e+00,1.092871865644629903e+00
2.475022858718697982e+00,2.746511559243755229e+00,2.432947245572338879e-01,1.181176963493103527e+00,1.193917250101699024e+00
1.905995528916234694e+00,1.365892538815215218e+00,2.681402226094400376e-01,6.150591830368210555e-01,6.683688426026608287e-01
1.851710978476312830e+00,2.222159292916884521e+00,5.237344079555317222e-01,1.513227014233119672e+00,1.419203446741936103e+00
8.533846639643258847e-01,1.203189813667456365e+00,4.743855126551976831e-01,4.853590280236470544e-01,4.931566422325518451e-01
5.678052363114292067e-01,6.913119866938739477e-01,1.309836194551960542e+00,5.880713994188743188e-01,6.083479464023401340e-01
2.937041727133898661e+00,1.587099035858912544e+00,2.907763183032455734e-01,1.045750348735201118e+00,1.093254953606393576e+00
5.758949116039547844e-01,5.397190313720763299e-01,1.656268871542262877e+00,6.072907331699705091e-01,6.270976328218792473e-01
6.295173661836912515e-01,8.359911025627706493e-01,1.327263737089452666e+00,7.592977396225670805e-01,7.042628949848181996e-01
1.646296496785500274e+00,2.797245572649821543e+00,1.855334941633192791e+00,1.946221988613016762e+00,1.917194309876247393e+00
2.843467620182652755e+00,2.762816739822101741e+00,1.784700424502206229e+00,1.070438831677649416e+00,9.942297020076750202e-01
1.853599613004234925e+00,2.367306266823675287e+00,1.093644289848389572e+00,2.177470959565217967e+00,2.187131083382122032e+00
2.980587433034147526e+00,6.513721279507715956e-01,1.167829572502875779e+00,1.717590541269581106e+00,1.727208542988113660e+00
2.289852339867205711e+00,1.185505331543278862e+00,1.869023232014269675e+00,2.304287326562593829e+00,2.329878907540717581e+00
2.551673139078125541e+00,2.663511916579726080e+00,4.860037564375078167e-01,1.828192386598594066e+00,1.779698787253632508e+00
2.548273975225416876e+00,2.092360453549687804e+00,7.858895525399101079e-01,2.062734150778851472e+00,2.005722616656985036e+00
2.857515681725642409e+00,2.751444657870045329e+00,2.286457415008243677e-01,1.240504441234726363e+00,1.316784369076988703e+00
2.922316215765968117e+00,2.199742574001694262e+00,1.881135091159408912e+00,1.361531018276092464e+00,1.370640123309621039e+00
1.319123635329951583e+00,5.103667197591830185e-01,8.081244916517331678e-01,5.710635197268126850e-01,6.583636908003559496e-01
2.270864675917480646e+00,1.915514678117074654e+00,7.736997963124716549e-01,1.947983104074010541e+00,1.969955311500670714e+00
1.771011652476824239e+00,1.981417320091106271e+00,1.910129775812581920e+00,2.204917708032646750e+00,2.131832350288214162e+00
2.946905912250088910e+00,2.354433418505455844e+00,2.482426056428179983e-01,1.215502711926668589e+00,1.255773551057397963e+00
1.978248200936880696e+00,1.608816457240657805e+00,7.090733170553953357e-01,1.612642006319883858e+00,1.674398522826279656e+00
1.500075401282066068e+00,2.102052425333846841e+00,1.765506583757068704e+00,2.279258288593688064e+00,2.256722116797436506e+00
5.843888885561755453e-01,2.068574939442013871e+00,1.009745170487203136e+00,1.124097822782945233e+00,1.027864890305746348e+00
2.322368905143534334e+00,1.179111007228165642e+00,1.805632157736579924e+00,2.296962627727192618e+00,2.330224696485392766e+00
5.316679336392028388e-01,2.382431210054429371e+00,4.077075100064455060e-01,4.929874606375486135e-01,4.859698320429673424e-01
2.121343786387315689e+00,1.084749268602417605e+00,3.480005547323344328e-01,7.081078810117155120e-01,7.219875312625543273e-01
1.162469101126528237e+00,1.320130142348592939e+00,2.950512526619233911e-01,4.292145155286658520e-01,2.948889190517409165e-01
2.188970780693322737e+00,6.574537911252191780e-01,4.871385706232954638e-01,6.578538208828048628e-01,6.807100740177002285e-01
2.979549706976836188e+00,2.944044611731835293e+00,5.064548327609902367e-01,1.971072835804209333e+00,1.833547045464290370e+00
1.371240644549345689e+00,2.759136098584295205e+00,1.753691230966901937e+00,2.197898365030263257e+00,2.154528048279999553e+00
1.892948441782001279e+00,1.120800759940828950e+00,9.614472656407795359e-01,1.581806843840189991e+00,1.626101914536690396e+00
1.890827899579159199e+00,2.725575837539925494e+00,1.972434969986675224e+00,1.686045170930736914e+00,1.594821313284418896e+00
9.071854708573247050e-01,2.036840275835672287e+00,1.165092261331986956e+00,1.668722267048681207e+00,1.575532131691864901e+00
2.344769903756727114e+00,2.046442512716426076e+00,7.237573622273036911e-01,1.951479142715897952e+00,1.928990193048279123e+00
2.257665982614478484e+00,2.898855996444459127e+00,1.325339829952002724e+00,1.862510702160587339e+00,1.944843706094009805e+00
2.428485497031190210e+00,1.347748495728688045e+00,1.416333087345458264e+00,2.235905069380800914e+00,2.316687683035119960e+00
1.052035356686523038e+00,1.882738391934702271e+00,1.610071812517555045e+00,2.078870267975796882e+00,2.048456141739154468e+00
6.693362613543645256e-01,2.954558229974917349e+00,9.000059676115059748e-01,1.440788057692802937e+00,1.490764194079043925e+00
1.484315807329635639e+00,1.953708517204219675e+00,1.733206796686682871e+00,2.287350598273846902e+00,2.316296404861077463e+00
7.930905181947762728e-01,1.130534931414393762e+00,1.113324112015247280e+00,9.847123073118365655e-01,9.977613899410259224e-01
1.191907989581729499e+00,2.208690820340390992e+00,3.843775697030893390e-01,8.646905983278081465e-01,8.824100104990461046e-01
5.424241063471969548e-01,2.851038754530439423e+00,1.780929588618767490e+00,1.979357541564528811e+00,1.943052100148119132e+00
1.505622304856872873e+00,1.805753086222771975e+00,9.251108456137229208e-01,1.763872065836538106e+00,1.803874268793178803e+00
1.401693697206847666e+00,2.063852531302463600e+00,1.374045401118787035e+00,2.178962597298292891e+00,2.231961004415995209e+00
1.315576395873880866e+00,1.254371284604141934e+00,1.681446102728451297e+00,1.975279482980208057e+00,2.110275034587102638e+00
1.463899545820368520e+00,1.542627970712143526e+00,1.169827140014705558e+00,1.857410444745330347e+00,1.903170250349859538e+00
6.006166888660917635e-01,2.326515913426272064e+00,1.207306213901534919e+00,1.441070738594669942e+00,1.318334751888525780e+00
1.587439371486648376e+00,2.358054624480118378e+00,1.794860066579551772e+00,2.191802927346826468e+00,2.131447837481432739e+00
2.134286538935661781e+00,1.903235924893668995e+00,1.268914495113490082e+00,2.215538060523802422e+00,2.232043294038977166e+00
1.310526082017145599e+00,1.757213078459669342e+00,1.150473973870769218e+00,1.856173353615377941e+00,1.859426809659995738e+00
1.916652361545279959e+00,2.182454545265962942e+00,4.174050858804687625e-01,1.295428777855653690e+00,1.202208303436297365e+00
2.505346779508182298e+00,2.086906095079863466e+00,7.214737334191096974e-01,1.996521803279081242e+00,1.989323471207510297e+00
1.812756495272117130e+00,1.579337539227478437e+00,1.862468377255277252e+00,2.298195573585542384e+00,2.280059775965022073e+00
2.817155001734572117e+00,5.606027985544294046e-01,5.705026872268375016e-01,8.229879082012588887e-01,8.202739727563836958e-01
2.426871582813348915e+00,1.256025609492497086e+00,1.631668431591644319e+00,2.275422384318507962e+00,2.269059107181563562e+00
1.893391606372565317e+00,2.513600637115529057e+00,3.336440591895543095e-01,1.185959762781973126e+00,1.231745492425018185e+00
7.092753921678824902e-01,2.297291053634237912e+00,8.463659901426410226e-01,1.202438795743345556e+00,1.275413989436577911e+00
1.671765252022806347e+00,1.150626994475510312e+00,1.541487983991244537e+00,2.013082294050740906e+00,2.047014179036213744e+00
5.861530896166023963e-01,1.040382514025605776e+00,7.637111100174838185e-01,4.988448168653024095e-01,4.430799783017952409e-01
2.889140593802064227e+00,2.852826514464429586e+00,1.506842503283510659e+00,1.283073169327269225e+00,1.239664321204639874e+00
6.153880785148869714e-01,2.136619891765440205e+00,1.235644626600580276e+00,1.409885769387719145e+00,1.376538521686482719e+00
1.020105685922746641e+00,1.154236667062981558e+00,1.926781468234987083e+00,1.814777994549560791e+00,1.811730742963199470e+00
9.572213454089801843e-01,5.073700875206800243e-01,1.098980943348265793e+00,5.898067185900163212e-01,5.682459744784122968e-01
2.653137636782079589e+00,1.383367488921792177e+00,2.303333206880967543e-01,7.091866593081938008e-01,6.914664070091018910e-01
2.769178294056307887e+00,2.026330590988270952e+00,3.257150316668242507e-01,1.297220444919757965e+00,1.250877351474147803e+00
2.315125197138630408e+00,2.689220422619991169e+00,1.251805645287196844e+00,1.980852023044854526e+00,2.028098086895012919e+00
2.633589874835126299e+00,1.354569087841126507e+00,1.000549158588317278e+00,2.047421910893404196e+00,2.089780994833190242e+00
1.151090465849052169e+00,2.008623415349161334e+00,1.659602485393741889e+00,2.204055694102577512e+00,2.251575772621842386e+00
2.738448799995250038e+00,2.773990116776724246e+00,1.524038926774419433e+00,1.415792798713353173e+00,1.411574709616520984e+00
7.528533422323564483e-01,2.763195248190047248e+00,1.660643112656894571e+00,2.144120774756672620e+00,2.166664696831040349e+00
1.273484467589161673e+00,2.632206710535756056e+00,1.275006394853731573e+00,2.191038134573108920e+00,2.145287907335232891e+00
2.648051594440318901e+00,2.107963953070685736e+00,1.703715719849488996e+00,1.773076417674165350e+00,1.722292776227680733e+00
2.227217803576024835e+00,2.006340198202959613e+00,1.094011268640404655e+00,2.178911317462149277e+00,2.151531820284247054e+00
2.833625964493559302e+00,2.289497347903052926e+00,6.724072601309291075e-01,2.035945959955474116e+00,2.065005177368622213e+00
2.621722925758575684e+00,1.523686370118378264e+00,8.619009602751481758e-01,1.988995079304723079e+00,1.981374627919969766e+00
1.027744872934021725e+00,2.374382437129504808e+00,2.360969702528585290e-01,5.141212987662389100e-01,4.568483624486192052e-01
1.546155984251488924e+00,5.595002770293900918e-01,9.595882888605506977e-01,8.297030528040590935e-01,8.342018334092154985e-01
2.972275047223663869e+00,2.833662616719601957e+00,1.274833664428984159e+00,1.523458068789270037e+00,1.544450703277806092e+00
2.257470658490420501e+00,2.292973916753199060e+00,1.707241000145147014e+00,1.883360587530733543e+00,1.891377016343059436e+00
2.484763906119981769e+00,5.291113601832709845e-01,6.649567081203369145e-01,8.194705606477611370e-01,7.860185567747526303e-01
7.070877954277192678e-01,2.273868392160371066e+00,8.198872321910515293e-01,1.159286993835081825e+00,1.162391150649574767e+00
2.884378494689874284e+00,1.948096152753394872e+00,9.208766000114088079e-01,2.136322478301709182e+00,2.115127733155943712e+00
1.876113045987441330e+00,2.040561609853051905e+00,4.310754213043180849e-01,1.253235794822407323e+00,1.236846263889663788e+00
8.839988265790363897e-01,2.123575757539276410e+00,1.556891671248854303e+00,2.002668328505497364e+00,1.998083679305368010e+00
1.934180799353369284e+00,8.100360933839485522e-01,8.969652015261309064e-01,1.229576733260969945e+00,1.267145313178982491e+00
2.788468751719563432e+00,6.004281073143311609e-01,1.847448816229923407e+00,2.084594964552017871e+00,2.175759406877082025e+00
1.861206499611045562e+00,1.028017180184043644e+00,4.314033659959819467e-01,7.453437156412677789e-01,8.231809234586676682e-01
2.982803195615294722e+00,7.024590788623303883e-01,1.238851849988993781e+00,1.854173190879371935e+00,1.885510352834623982e+00
2.818829368454577100e+00,1.040801097360803062e+00,3.537111538593155080e-01,8.720249982154547608e-01,8.519457915111028345e-01
