t,v,T_local,dv_dt,dv_dt_noisy
7.011802360472094264e+00,6.035417125545771144e-01,3.551094440131654095e-01,2.619814505109106620e-06,1.157677204653840934e-02
7.014202840568113828e+00,6.035417188407954381e-01,3.551094514161728388e-01,2.607690652028499279e-06,7.988445538449144914e-03
7.016603320664132504e+00,6.035417250982192394e-01,3.551094587852700046e-01,2.595622333229479639e-06,8.672464265301420977e-03
7.019003800760152068e+00,6.035417313269630935e-01,3.551094661205916325e-01,2.583609327705200859e-06,9.570522147506895731e-04
7.021404280856171631e+00,6.035417375271410201e-01,3.551094734222721705e-01,2.571651415551742359e-06,1.177042195390450019e-02
7.023804760952190307e+00,6.035417436988672613e-01,3.551094806904459000e-01,2.559748376704756790e-06,-5.437138493692456921e-03
7.026205241048209871e+00,6.035417498422552818e-01,3.551094879252467695e-01,2.547899991861917287e-06,-3.824246472288432650e-03
7.028605721144228546e+00,6.035417559574188795e-01,3.551094951268084499e-01,2.536106041981588315e-06,-4.422407628781307130e-03
7.031006201240248110e+00,6.035417620444712972e-01,3.551095022952644453e-01,2.524366308603677092e-06,-5.860881658907023638e-03
7.033406681336267674e+00,6.035417681035254445e-01,3.551095094307478717e-01,2.512680573649099809e-06,1.978804252465170624e-02
7.035807161432286350e+00,6.035417741346944531e-01,3.551095165333916781e-01,2.501048619259358245e-06,-1.624035292441258077e-02
7.038207641528305913e+00,6.035417801380908998e-01,3.551095236033284808e-01,2.489470228358027324e-06,2.842073938826410791e-03
7.040608121624324589e+00,6.035417861138271389e-01,3.551095306406907293e-01,2.477945184029107894e-06,-9.247703876384200800e-03
7.043008601720344153e+00,6.035417920620154142e-01,3.551095376456105401e-01,2.466473269797769864e-06,-1.181003226695969723e-02
7.045409081816363717e+00,6.035417979827676360e-01,3.551095446182198079e-01,2.455054269971258831e-06,1.477548332779973035e-03
7.047809561912382392e+00,6.035418038761957149e-01,3.551095515586500939e-01,2.443687968736498087e-06,-1.502065667413656457e-02
7.050210042008401956e+00,6.035418097424111172e-01,3.551095584670327376e-01,2.432374150962222051e-06,-4.324866166650638403e-04
7.052610522104420632e+00,6.035418155815250874e-01,3.551095653434988009e-01,2.421112602279183933e-06,2.316227770268358688e-02
7.055011002200440196e+00,6.035418213936487586e-01,3.551095721881792344e-01,2.409903108157712292e-06,-6.514865563013035824e-04
7.057411482296458871e+00,6.035418271788930422e-01,3.551095790012044340e-01,2.398745454850209674e-06,4.973851540155787773e-03
7.059811962392478435e+00,6.035418329373686275e-01,3.551095857827048508e-01,2.387639428849715184e-06,-7.974215035069804475e-03
7.062212442488497999e+00,6.035418386691857595e-01,3.551095925328103808e-01,2.376584817511557204e-06,5.205446952425352852e-03
7.064612922584516674e+00,6.035418443744547945e-01,3.551095992516509203e-01,2.365581408070743937e-06,-1.434699320556502740e-02
7.067013402680536238e+00,6.035418500532857555e-01,3.551096059393558657e-01,2.354628988223504033e-06,2.299097510276523239e-03
7.069413882776554914e+00,6.035418557057882216e-01,3.551096125960545580e-01,2.343727346708837396e-06,-8.694621596409650433e-04
7.071814362872574478e+00,6.035418613320717718e-01,3.551096192218759495e-01,2.332876272125366003e-06,2.186799417113257510e-02
7.074214842968594041e+00,6.035418669322458740e-01,3.551096258169488262e-01,2.322075553392565374e-06,-5.273608963466013726e-04
7.076615323064612717e+00,6.035418725064194412e-01,3.551096323814015299e-01,2.311324980532836014e-06,-3.290755670667771995e-03
7.079015803160632281e+00,6.035418780547013862e-01,3.551096389153624022e-01,2.300624343287833172e-06,-5.268791134515406725e-03
7.081416283256650956e+00,6.035418835772003998e-01,3.551096454189592300e-01,2.289973432321660199e-06,-1.163006695739030039e-02
7.083816763352670520e+00,6.035418890740249509e-01,3.551096518923198553e-01,2.279372038378629382e-06,7.877691846079571888e-03
7.086217243448690084e+00,6.035418945452830641e-01,3.551096583355716207e-01,2.268819952884865827e-06,1.461858970770231296e-02
7.088617723544708760e+00,6.035418999910828752e-01,3.551096647488416469e-01,2.258316967386810590e-06,-3.470257448890520704e-03
7.091018203640728323e+00,6.035419054115319648e-01,3.551096711322568877e-01,2.247862874473673009e-06,7.262642977405001261e-03
7.093418683736746999e+00,6.035419108067381355e-01,3.551096774859439087e-01,2.237457466373701876e-06,-3.317935630131465825e-03
7.095819163832766563e+00,6.035419161768084129e-01,3.551096838100291642e-01,2.227100536337861607e-06,4.187700633538849783e-03
7.098219643928786127e+00,6.035419215218500444e-01,3.551096901046387200e-01,2.216791877777540001e-06,4.745725887550115984e-03
7.100620124024804802e+00,6.035419268419698335e-01,3.551096963698984199e-01,2.206531284705721963e-06,-1.404803129053469601e-02
7.103020604120824366e+00,6.035419321372744728e-01,3.551097026059338302e-01,2.196318551155443781e-06,-7.502184338337701888e-03
7.105421084216843042e+00,6.035419374078704324e-01,3.551097088128703505e-01,2.186153472022031029e-06,9.466339092407459119e-03
7.107821564312862606e+00,6.035419426538637389e-01,3.551097149908329365e-01,2.176035842682085351e-06,-1.879121299014983870e-02
7.110222044408882169e+00,6.035419478753604183e-01,3.551097211399464881e-01,2.165965458512206276e-06,2.200988043878512824e-04
7.112622524504900845e+00,6.035419530724663861e-01,3.551097272603354615e-01,2.155942115691124639e-06,-3.276814349058396192e-03
7.115023004600920409e+00,6.035419582452868914e-01,3.551097333521241461e-01,2.145965610798632481e-06,-9.097912642037058600e-03
7.117423484696939084e+00,6.035419633939275164e-01,3.551097394154366094e-01,2.136035740334308671e-06,6.283111696342603015e-04
7.119823964792958648e+00,6.035419685184931771e-01,3.551097454503965301e-01,2.126152301960819700e-06,3.191245070997935501e-03
7.122224444888978212e+00,6.035419736190887896e-01,3.551097514571274760e-01,2.116315093461149699e-06,5.488981580021650916e-03
7.124624924984996888e+00,6.035419786958189370e-01,3.551097574357525710e-01,2.106523913019346973e-06,-2.607127644396157323e-02
7.127025405081016451e+00,6.035419837487882022e-01,3.551097633863948833e-01,2.096778558899671727e-06,1.683915312212746346e-02
7.129425885177035127e+00,6.035419887781005022e-01,3.551097693091770924e-01,2.087078830689897287e-06,-4.640482072616521764e-03
7.131826365273054691e+00,6.035419937838600868e-01,3.551097752042216005e-01,2.077424527436358274e-06,1.049283578499979851e-02
7.134226845369074255e+00,6.035419987661705399e-01,3.551097810716506431e-01,2.067815449308369920e-06,-1.106405549690459575e-03
7.136627325465092930e+00,6.035420037251354453e-01,3.551097869115860672e-01,2.058251396495300537e-06,-5.692973524593383100e-03
7.139027805561112494e+00,6.035420086608580537e-01,3.551097927241496088e-01,2.048732169768059495e-06,-5.448411329055762031e-04
7.141428285657131170e+00,6.035420135734415048e-01,3.551097985094625598e-01,2.039257570438995297e-06,3.171250518102974869e-02
7.143828765753150734e+00,6.035420184629886053e-01,3.551098042676461564e-01,2.029827400101199583e-06,1.570386662869024258e-02
7.146229245849170297e+00,6.035420233296020509e-01,3.551098099988212464e-01,2.020441460728774661e-06,-3.374593772517428883e-03
7.148629725945188973e+00,6.035420281733842041e-01,3.551098157031084002e-01,2.011099554857312088e-06,2.347749335514492160e-03
7.151030206041208537e+00,6.035420329944372053e-01,3.551098213806280213e-01,2.001801485363310462e-06,1.127797589834273959e-02
7.153430686137227212e+00,6.035420377928631952e-01,3.551098270315001248e-01,1.992547055664700737e-06,5.871593862674075875e-03
7.155831166233246776e+00,6.035420425687637591e-01,3.551098326558446150e-01,1.983336069379949762e-06,9.134088143017182792e-04
7.158231646329265452e+00,6.035420473222405935e-01,3.551098382537809517e-01,1.974168330749171186e-06,-1.807342552471442052e-03
7.160632126425285016e+00,6.035420520533947286e-01,3.551098438254285394e-01,1.965043644573969598e-06,-1.067970756055878698e-02
7.163032606521304579e+00,6.035420567623275279e-01,3.551098493709063386e-01,1.955961815676001820e-06,7.561879877021344086e-03
7.165433086617323255e+00,6.035420614491396885e-01,3.551098548903331431e-01,1.946922649739214382e-06,1.106756276231341506e-02
7.167833566713342819e+00,6.035420661139317966e-01,3.551098603838275247e-01,1.937925952567869757e-06,2.233953305735069533e-02
7.170234046809361494e+00,6.035420707568044385e-01,3.551098658515076667e-01,1.928971530427457227e-06,-5.399632383199274091e-03
7.172634526905381058e+00,6.035420753778576453e-01,3.551098712934915858e-01,1.920059190225167221e-06,6.552252238401613284e-03
7.175035007001400622e+00,6.035420799771914480e-01,3.551098767098970210e-01,1.911188739229148599e-06,-2.729393560100994219e-04
7.177435487097419298e+00,6.035420845549055446e-01,3.551098821008414341e-01,1.902359985028401221e-06,1.260156785277028423e-02
7.179835967193438861e+00,6.035420891110996333e-01,3.551098874664419536e-01,1.893572735252029627e-06,-9.391163832635875727e-04
7.182236447289457537e+00,6.035420936458727459e-01,3.551098928068156524e-01,1.884826799073239398e-06,-6.427667247553050731e-03
7.184636927385477101e+00,6.035420981593241363e-01,3.551098981220791595e-01,1.876121985023529247e-06,-1.684332661548580343e-02
7.187037407481496665e+00,6.035421026515525034e-01,3.551099034123488818e-01,1.867458102657114785e-06,7.186864794256385761e-03
7.189437887577515340e+00,6.035421071226566569e-01,3.551099086777409486e-01,1.858834961468049415e-06,1.647216457860078585e-03
7.191838367673534904e+00,6.035421115727349628e-01,3.551099139183712672e-01,1.850252371732463495e-06,1.127378417630883929e-02
7.194238847769553580e+00,6.035421160018855646e-01,3.551099191343555228e-01,1.841710144287976205e-06,-5.461458181592294785e-03
7.196639327865573144e+00,6.035421204102063841e-01,3.551099243258090676e-01,1.833208089992261079e-06,2.596402439116360025e-02
7.199039807961592707e+00,6.035421247977952319e-01,3.551099294928469763e-01,1.824746020404853102e-06,-7.036345038614407951e-03
7.201440288057611383e+00,6.035421291647495856e-01,3.551099346355841568e-01,1.816323747526458017e-06,5.170682348097850253e-03
7.203840768153630947e+00,6.035421335111668117e-01,3.551099397541351288e-01,1.807941083638527250e-06,4.189517224092249338e-03
7.206241248249649622e+00,6.035421378371439438e-01,3.551099448486142451e-01,1.799597841423575552e-06,1.107552642356948551e-02
7.208641728345669186e+00,6.035421421427776822e-01,3.551099499191355258e-01,1.791293834366246650e-06,-1.611927633465272403e-03
7.211042208441688750e+00,6.035421464281649495e-01,3.551099549658128796e-01,1.783028875710546023e-06,-9.127642346057486533e-03
7.213442688537707426e+00,6.035421506934018909e-01,3.551099599887597158e-01,1.774802779843511996e-06,-9.841246654937281166e-03
7.215843168633726989e+00,6.035421549385848738e-01,3.551099649880894438e-01,1.766615360991756549e-06,8.173189899902675790e-03
7.218243648729745665e+00,6.035421591638097105e-01,3.551099699639149732e-01,1.758466434444714086e-06,1.076357108112816667e-03
7.220644128825765229e+00,6.035421633691722132e-01,3.551099749163491026e-01,1.750355815351444688e-06,3.463639758793257955e-03
7.223044608921784793e+00,6.035421675547678610e-01,3.551099798455042977e-01,1.742283319402445236e-06,-8.125408174096680411e-03
7.225445089017803468e+00,6.035421717206920222e-01,3.551099847514928021e-01,1.734248762929916303e-06,1.413708785661278505e-03
7.227845569113823032e+00,6.035421758670397319e-01,3.551099896344265816e-01,1.726251962647070186e-06,2.192616653249310644e-03
7.230246049209841708e+00,6.035421799939058030e-01,3.551099944944173803e-01,1.718292735407489907e-06,6.168373457573574081e-03
7.232646529305861272e+00,6.035421841013848265e-01,3.551099993315765535e-01,1.710370899007261363e-06,-1.461442962206111439e-02
7.235047009401880835e+00,6.035421881895713936e-01,3.551100041460154011e-01,1.702486270901564256e-06,-7.670271509271289409e-03
7.237447489497899511e+00,6.035421922585594290e-01,3.551100089378447233e-01,1.694638669949305428e-06,1.729372572791997367e-02
7.239847969593919075e+00,6.035421963084430796e-01,3.551100137071752649e-01,1.686827914628379149e-06,-3.927826388565007140e-03
7.242248449689937750e+00,6.035422003393159374e-01,3.551100184541173266e-01,1.679053824339128426e-06,-8.375805367342774527e-04
7.244648929785957314e+00,6.035422043512717050e-01,3.551100231787811534e-01,1.671316218602215602e-06,-3.982172391652307776e-03
7.247049409881975990e+00,6.035422083444034191e-01,3.551100278812766020e-01,1.663614917600058735e-06,-1.496554294804266182e-02
7.249449889977995554e+00,6.035422123188044496e-01,3.551100325617131959e-01,1.655949741675501803e-06,-1.075554556073253336e-02
7.251850370074015117e+00,6.035422162745673891e-01,3.551100372202003475e-01,1.648320511833145769e-06,3.708683382510058728e-03
7.254250850170033793e+00,6.035422202117849411e-01,3.551100418568471362e-01,1.640727049558868730e-06,-6.719191895306919106e-03
7.256651330266053357e+00,6.035422241305494762e-01,3.551100464717624194e-01,1.633169176498974067e-06,2.027298329823010864e-02
7.259051810362072032e+00,6.035422280309532539e-01,3.551100510650546660e-01,1.625646714961521514e-06,-1.498020212029582340e-02
7.261452290458091596e+00,6.035422319130882007e-01,3.551100556368322891e-01,1.618159487515263401e-06,-1.942191123836638916e-02
7.263852770554111160e+00,6.035422357770460211e-01,3.551100601872032581e-01,1.610707317250334933e-06,-3.918063262905987186e-03
7.266253250650129836e+00,6.035422396229181974e-01,3.551100647162753754e-01,1.603290027758203223e-06,-1.209389979519596460e-02
7.268653730746149400e+00,6.035422434507961009e-01,3.551100692241561108e-01,1.595907442830865775e-06,1.380822593112564917e-02
7.271054210842168075e+00,6.035422472607707700e-01,3.551100737109527672e-01,1.588559386902025054e-06,-4.260644399868797859e-03
7.273454690938187639e+00,6.035422510529330209e-01,3.551100781767723702e-01,1.581245684726234100e-06,5.165130965398187154e-03
7.275855171034207203e+00,6.035422548273734478e-01,3.551100826217215567e-01,1.573966161699749855e-06,-1.418393239300038550e-02
7.278255651130225878e+00,6.035422585841825338e-01,3.551100870459068526e-01,1.566720643319094880e-06,6.608575082453691657e-03
7.280656131226245442e+00,6.035422623234503181e-01,3.551100914494345062e-01,1.559508955622228538e-06,6.337389935124102848e-03
7.283056611322264118e+00,6.035422660452669508e-01,3.551100958324103218e-01,1.552330925188548262e-06,1.233530755403499518e-02
7.285457091418283682e+00,6.035422697497219158e-01,3.551101001949401592e-01,1.545186379038622454e-06,2.132463333582988729e-03
7.287857571514303245e+00,6.035422734369049191e-01,3.551101045371292675e-01,1.538075144433656920e-06,5.096921272597309226e-03
7.290258051610321921e+00,6.035422771069052228e-01,3.551101088590829513e-01,1.530997049116135867e-06,1.596312728098390945e-03
7.292658531706341485e+00,6.035422807598117556e-01,3.551101131609060158e-01,1.523951921510353780e-06,9.167717717145536238e-03
7.295059011802360160e+00,6.035422843957135575e-01,3.551101174427030993e-01,1.516939590000497498e-06,-4.206102729829442298e-03
7.297459491898379724e+00,6.035422880146990021e-01,3.551101217045786740e-01,1.509959884033576497e-06,5.363595593133763106e-03
7.299859971994399288e+00,6.035422916168566854e-01,3.551101259466367122e-01,1.503012632795906596e-06,-5.777237801975640581e-03
7.302260452090417964e+00,6.035422952022746479e-01,3.551101301689811307e-01,1.496097666416306701e-06,6.977077130482516217e-03
7.304660932186437527e+00,6.035422987710410414e-01,3.551101343717155134e-01,1.489214815083754117e-06,-2.861369057292058576e-03
7.307061412282456203e+00,6.035423023232433515e-01,3.551101385549432221e-01,1.482363909789357242e-06,-6.590111000751261959e-03
7.309461892378475767e+00,6.035423058589691747e-01,3.551101427187672854e-01,1.475544781764861879e-06,-6.880274993269254631e-03
7.311862372474495331e+00,6.035423093783057746e-01,3.551101468632904545e-01,1.468757262542812169e-06,1.461406639357865252e-02
7.314262852570514006e+00,6.035423128813403038e-01,3.551101509886153695e-01,1.462001184177136608e-06,-1.567802065628966235e-02
7.316663332666533570e+00,6.035423163681595815e-01,3.551101550948442265e-01,1.455276379243148470e-06,-1.492653984149840476e-02
7.319063812762552246e+00,6.035423198388500943e-01,3.551101591820791104e-01,1.448582680817490819e-06,6.270488590625164504e-03
7.321464292858571810e+00,6.035423232934983284e-01,3.551101632504216621e-01,1.441919922197392947e-06,-1.006066349434979815e-02
7.323864772954591373e+00,6.035423267321904373e-01,3.551101672999735226e-01,1.435287937101201608e-06,-4.763070787517198479e-03
7.326265253050610049e+00,6.035423301550123520e-01,3.551101713308358332e-01,1.428686559848860237e-06,-5.036737473398556798e-03
7.328665733146629613e+00,6.035423335620497820e-01,3.551101753431095687e-01,1.422115625121271550e-06,2.269462712220706932e-02
7.331066213242648288e+00,6.035423369533883253e-01,3.551101793368954818e-01,1.415574967920188835e-06,-6.831613925760184058e-03
7.333466693338667852e+00,6.035423403291131361e-01,3.551101833122939366e-01,1.409064423808856957e-06,-7.322077031218230878e-03
7.335867173434686528e+00,6.035423436893093685e-01,3.551101872694051864e-01,1.402583828751584953e-06,-3.991828166376611489e-03
7.338267653530706092e+00,6.035423470340618435e-01,3.551101912083291512e-01,1.396133019013479776e-06,2.220592365493038144e-03
7.340668133626725655e+00,6.035423503634551601e-01,3.551101951291654180e-01,1.389711831541459928e-06,4.915021296881768621e-03
7.343068613722744331e+00,6.035423536775735842e-01,3.551101990320134627e-01,1.383320103743667324e-06,-1.479882916234702070e-02
7.345469093818763895e+00,6.035423569765014928e-01,3.551102029169723728e-01,1.376957672887870830e-06,4.386673164606428969e-03
7.347869573914782571e+00,6.035423602603227078e-01,3.551102067841410692e-01,1.370624377224448560e-06,1.946332924890890881e-02
7.350270054010802134e+00,6.035423635291210509e-01,3.551102106336181397e-01,1.364320055264470597e-06,-1.793878067531741102e-02
7.352670534106821698e+00,6.035423667829797889e-01,3.551102144655018944e-01,1.358044546260977180e-06,5.698030843321871299e-03
7.355071014202840374e+00,6.035423700219825216e-01,3.551102182798904772e-01,1.351797689085995764e-06,7.635270071562150727e-03
7.357471494298859938e+00,6.035423732462120716e-01,3.551102220768816986e-01,1.345579323935069252e-06,1.489480192955588197e-03
7.359871974394878613e+00,6.035423764557512616e-01,3.551102258565731473e-01,1.339389290823259429e-06,-2.014149655272926866e-03
7.362272454490898177e+00,6.035423796506828031e-01,3.551102296190620233e-01,1.333227430768292529e-06,-2.360715419811370425e-02
7.364672934586917741e+00,6.035423828310890748e-01,3.551102333644455267e-01,1.327093584366773721e-06,1.194437336419919976e-02
7.367073414682936416e+00,6.035423859970522331e-01,3.551102370928203023e-01,1.320987593538824262e-06,-3.298681413994917263e-03
7.369473894778955980e+00,6.035423891486542125e-01,3.551102408042829395e-01,1.314909299943872383e-06,-2.116570929293898687e-03
7.371874374874974656e+00,6.035423922859767254e-01,3.551102444989296392e-01,1.308858546244008436e-06,1.221992565565665177e-02
7.374274854970994220e+00,6.035423954091012622e-01,3.551102481768564356e-01,1.302835175141429361e-06,-2.345915075271942651e-02
7.376675335067013783e+00,6.035423985181090911e-01,3.551102518381590856e-01,1.296839029859716031e-06,-7.368276113075451772e-04
7.379075815163032459e+00,6.035424016130812586e-01,3.551102554829329572e-01,1.290869954143834092e-06,5.905732636725593600e-03
7.381476295259052023e+00,6.035424046940985887e-01,3.551102591112733631e-01,1.284927791959333938e-06,7.145743129036222219e-03
7.383876775355070698e+00,6.035424077612417948e-01,3.551102627232752273e-01,1.279012387813204032e-06,6.038292545306240058e-03
7.386277255451090262e+00,6.035424108145911459e-01,3.551102663190331965e-01,1.273123586834083871e-06,2.034425563205757848e-02
7.388677735547109826e+00,6.035424138542268002e-01,3.551102698986416950e-01,1.267261234431357573e-06,2.788847787928437454e-03
7.391078215643128502e+00,6.035424168802286937e-01,3.551102734621949253e-01,1.261425176415474489e-06,1.014080626813214370e-02
7.393478695739148066e+00,6.035424198926766515e-01,3.551102770097867567e-01,1.255615258837521793e-06,7.683006329153057277e-03
7.395879175835166741e+00,6.035424228916500544e-01,3.551102805415108365e-01,1.249831328490558300e-06,-1.484522498071458828e-02
7.398279655931186305e+00,6.035424258772282835e-01,3.551102840574605346e-01,1.244073232368173849e-06,-7.711104359503239553e-03
7.400680136027205869e+00,6.035424288494902756e-01,3.551102875577289431e-01,1.238340818165822488e-06,2.080686852684814764e-02
7.403080616123224544e+00,6.035424318085148565e-01,3.551102910424089321e-01,1.232633933980023704e-06,-2.738670345539351812e-03
7.405481096219244108e+00,6.035424347543807411e-01,3.551102945115930942e-01,1.226952427786975745e-06,-6.806684201577005650e-04
7.407881576315262784e+00,6.035424376871662000e-01,3.551102979653737446e-01,1.221296148806179768e-06,-1.318351214118941746e-02
7.410282056411282348e+00,6.035424406069493930e-01,3.551103014038429762e-01,1.215664946196976416e-06,-3.441449099899093842e-03
7.412682536507301911e+00,6.035424435138083687e-01,3.551103048270925489e-01,1.210058669459611261e-06,-1.314206209345807758e-02
7.415083016603320587e+00,6.035424464078206208e-01,3.551103082352140561e-01,1.204477168916512989e-06,-6.098550063212481581e-03
7.417483496699340151e+00,6.035424492890639758e-01,3.551103116282987027e-01,1.198920294809897540e-06,5.528185346060373630e-03
7.419883976795358826e+00,6.035424521576153722e-01,3.551103150064375824e-01,1.193387898525016239e-06,-8.318643929817758076e-03
7.422284456891378390e+00,6.035424550135520816e-01,3.551103183697214005e-01,1.187879831066107628e-06,-6.154525364771267111e-03
7.424684936987397066e+00,6.035424578569508203e-01,3.551103217182406402e-01,1.182395944560392978e-06,1.337284055712266960e-02
7.427085417083416630e+00,6.035424606878881937e-01,3.551103250520856180e-01,1.176936091155146006e-06,4.697216665101256773e-03
7.429485897179436193e+00,6.035424635064325916e-01,3.551103283713368253e-01,1.171500138839724958e-06,5.154167130352353340e-03
7.431886377275454869e+00,6.035424663125353861e-01,3.551103316759362527e-01,1.166088181884602194e-06,9.938860941900898305e-03
7.434286857371474433e+00,6.035424691062035718e-01,3.551103349658923380e-01,1.160700206573382294e-06,-5.517901199698091799e-03
7.436687337467493109e+00,6.035424718874796701e-01,3.551103382412550413e-01,1.155336131168974247e-06,-3.910702059911826643e-03
7.439087817563512672e+00,6.035424746564062026e-01,3.551103415020743781e-01,1.149995873513167035e-06,-2.059217206419979712e-02
7.441488297659532236e+00,6.035424774130255798e-01,3.551103447484002529e-01,1.144679351908975387e-06,7.328225050847268079e-03
7.443888777755550912e+00,6.035424801573801012e-01,3.551103479802825147e-01,1.139386484599253091e-06,-2.077922170723783043e-03
7.446289257851570476e+00,6.035424828895119553e-01,3.551103511977710125e-01,1.134117190408398806e-06,-4.955356359894920595e-05
7.448689737947589151e+00,6.035424856094636636e-01,3.551103544009154289e-01,1.128871387338626168e-06,-1.090663735464618769e-02
7.451090218043608715e+00,6.035424883172771926e-01,3.551103575897655018e-01,1.123648994274493292e-06,6.192101952915044817e-03
7.453490698139628279e+00,6.035424910129947307e-01,3.551103607643708582e-01,1.118449930020344061e-06,6.259062173309723476e-03
7.455891178235646954e+00,6.035424936966584664e-01,3.551103639247811250e-01,1.113274113059669878e-06,1.809485414428718556e-03
7.458291658331666518e+00,6.035424963683103661e-01,3.551103670710457627e-01,1.108121462678092817e-06,-1.589662365702177241e-02
7.460692138427685194e+00,6.035424990279926183e-01,3.551103702032142873e-01,1.102991897258837180e-06,-8.430472182644362794e-03
7.463092618523704758e+00,6.035425016757469674e-01,3.551103733213360480e-01,1.097885336528696222e-06,-3.500970921484795537e-04
7.465493098619724321e+00,6.035425043116153798e-01,3.551103764254605055e-01,1.092801699392278600e-06,-8.376151562327866645e-03
7.467893578715742997e+00,6.035425069356399330e-01,3.551103795156368981e-01,1.087740904673979373e-06,3.855773237722645661e-03
7.470294058811762561e+00,6.035425095478621493e-01,3.551103825919145196e-01,1.082702872521709684e-06,1.005558780819802191e-02
7.472694538907781237e+00,6.035425121483239952e-01,3.551103856543425530e-01,1.077687521639543986e-06,-7.557855650094719852e-03
7.475095019003800800e+00,6.035425147370672150e-01,3.551103887029700701e-01,1.072694771854540519e-06,-1.816152432802934247e-03
7.477495499099820364e+00,6.035425173141333310e-01,3.551103917378461983e-01,1.067724542893489998e-06,-6.855337072786831659e-03
7.479895979195839040e+00,6.035425198795641988e-01,3.551103947590200094e-01,1.062776754222490961e-06,1.030980596589289866e-02
7.482296459291858604e+00,6.035425224334012295e-01,3.551103977665404088e-01,1.057851325728759621e-06,8.966587079672627691e-03
7.484696939387877279e+00,6.035425249756859456e-01,3.551104007604563573e-01,1.052948177379725578e-06,2.661710316525802214e-02
7.487097419483896843e+00,6.035425275064599804e-01,3.551104037408166492e-01,1.048067229162870877e-06,7.222050396439337941e-05
7.489497899579916407e+00,6.035425300257646342e-01,3.551104067076701343e-01,1.043208401085730645e-06,-9.339124757497126519e-03
7.491898379675935082e+00,6.035425325336414293e-01,3.551104096610655514e-01,1.038371613276159344e-06,4.097261268618816038e-03
7.494298859771954646e+00,6.035425350301316660e-01,3.551104126010515838e-01,1.033556785922171317e-06,-2.322885044901363671e-03
7.496699339867973322e+00,6.035425375152766447e-01,3.551104155276769148e-01,1.028763839472472236e-06,1.913341662907081485e-03
7.499099819963992886e+00,6.035425399891176657e-01,3.551104184409900610e-01,1.023992694335661400e-06,1.244142528905757723e-02
7.501500300060012449e+00,6.035425424516958071e-01,3.551104213410395949e-01,1.019243271201083789e-06,-2.844697499527930502e-03
7.503900780156031125e+00,6.035425449030522582e-01,3.551104242278739220e-01,1.014515490637764200e-06,7.233945173150177661e-03
7.506301260252050689e+00,6.035425473432283194e-01,3.551104271015415037e-01,1.009809273054300871e-06,-2.115896282653198512e-02
7.508701740348069364e+00,6.035425497722648469e-01,3.551104299620906901e-01,1.005124539561156248e-06,1.059305471844637810e-02
7.511102220444088928e+00,6.035425521902029189e-01,3.551104328095697760e-01,1.000461210927886790e-06,1.358594693789572094e-03
7.513502700540107604e+00,6.035425545970835026e-01,3.551104356440270005e-01,9.958192082850078114e-07,-2.374141572976735254e-03
7.515903180636127168e+00,6.035425569929475653e-01,3.551104384655105473e-01,9.911984524221286411e-07,-4.978540472817842219e-03
7.518303660732146732e+00,6.035425593778359632e-01,3.551104412740686000e-01,9.865988647304561356e-07,1.419435276572384406e-02
7.520704140828165407e+00,6.035425617517895525e-01,3.551104440697491760e-01,9.820203663405041271e-07,-5.031172070653509507e-03
7.523104620924184971e+00,6.035425641148489673e-01,3.551104468526003477e-01,9.774628789041724962e-07,1.271917320766604263e-02
7.525505101020203647e+00,6.035425664670550638e-01,3.551104496226700213e-01,9.729263235519740163e-07,-5.025506716056557695e-03
7.527905581116223210e+00,6.035425688084485873e-01,3.551104523800061585e-01,9.684106217954344565e-07,5.124163764104302989e-04
7.530306061212242774e+00,6.035425711390700609e-01,3.551104551246566099e-01,9.639156953466116714e-07,3.611169792477419201e-03
7.532706541308261450e+00,6.035425734589601188e-01,3.551104578566691150e-01,9.594414661381493181e-07,2.031188466641183424e-02
7.535107021404281014e+00,6.035425757681592840e-01,3.551104605760914690e-01,9.549878556214120152e-07,2.566727191580176620e-03
7.537507501500299689e+00,6.035425780667080797e-01,3.551104632829713559e-01,9.505547859696818804e-07,2.447965384253001676e-03
7.539907981596319253e+00,6.035425803546469181e-01,3.551104659773564598e-01,9.461421789351221900e-07,-5.806312914834140838e-04
7.542308461692338817e+00,6.035425826320163223e-01,3.551104686592942428e-01,9.417499567511746238e-07,-2.918676324403120075e-03
7.544708941788357492e+00,6.035425848988564823e-01,3.551104713288322778e-01,9.373780416713336254e-07,-5.962112862126479895e-03
7.547109421884377056e+00,6.035425871552076993e-01,3.551104739860180270e-01,9.330263558488265366e-07,1.819117316541560975e-02
7.549509901980395732e+00,6.035425894011103853e-01,3.551104766308989524e-01,9.286948215371476952e-07,1.481120248255192451e-02
7.551910382076415296e+00,6.035425916366047305e-01,3.551104792635223495e-01,9.243833612504830866e-07,-6.756913836977536565e-03
7.554310862172434859e+00,6.035425938617308139e-01,3.551104818839355137e-01,9.200918976433914315e-07,1.731023406162238544e-03
7.556711342268453535e+00,6.035425960765287146e-01,3.551104844921856851e-01,9.158203532902180660e-07,-1.164066836836577523e-02
7.559111822364473099e+00,6.035425982810386225e-01,3.551104870883200482e-01,9.115686508254679938e-07,9.544200787602619487e-03
7.561512302460491775e+00,6.035426004753005058e-01,3.551104896723857873e-01,9.073367132446048625e-07,7.007289137549528070e-03
7.563912782556511338e+00,6.035426026593542215e-01,3.551104922444299206e-01,9.031244633826655500e-07,1.266891780133553918e-03
