E_T,substrate_bound_fraction,v_dim
1.759693711913880909e+00,4.873063649007360332e-01,7.808246490269755979e-02
2.041389702463982658e-01,6.683365756842056804e-01,2.572750271356725234e-03
2.554384902016507475e+00,1.767271998362729968e-01,3.888115716716208231e-02
4.358758247086982784e+00,4.552005854708228716e-01,2.218327700992276663e-01
5.125943398839437615e-01,8.522150349944165870e-02,1.753386607490818507e-03
2.093087011136308462e+00,5.607012344767091649e-01,1.188226126602490856e-01
4.574015330853796968e+00,5.096278356242032181e-01,2.744240309228460628e-01
4.168488136069320227e+00,8.731316101676174224e-01,5.800735685288673782e-01
3.717711136126206739e+00,1.193881052713227919e-01,3.826952581704400752e-02
3.582064265210929133e+00,9.196491261222193847e-01,5.094348118738196707e-01
1.378127763368194592e-01,9.019565749934526089e-01,1.624292082550670997e-03
2.235208707176504994e+00,8.077063160169435374e-01,2.119468042461251367e-01
4.458426694990643924e+00,8.080016645949308352e-01,5.558528723072018174e-01
3.638845696499443338e+00,1.888207645625360476e-01,6.199573143206479897e-02
1.824503849499507169e+00,9.208144971027986125e-01,1.824084041402761758e-01
2.846921233560750775e+00,5.331668954375536895e-01,1.673061055044547385e-01
3.133975272060324446e+00,6.188061682511546424e-01,2.328732839494813134e-01
4.331877751441097324e+00,3.124481881971855612e-01,1.347435263200853772e-01
2.788376996258439267e+00,6.152988332159137208e-01,1.985217019559446516e-01
4.286361420237297715e+00,1.913269743608141116e-01,7.455784358499020770e-02
3.710437032265454071e+00,4.231562596485645145e-01,1.681566327052496923e-01
4.983895435872774726e+00,7.346288920852439563e-01,5.408557256338676344e-01
1.771908075716444930e+00,6.607930125291868739e-01,1.151368030308671520e-01
2.626864973712706330e+00,9.119333826491677897e-01,3.184408051662384054e-01
3.191983684291463952e+00,1.923152844630702796e-01,5.495761756476668508e-02
1.729144049157087526e-01,3.285355861256397114e-01,9.148806123150068264e-04
2.741890619698539311e+00,7.739164390691304352e-01,2.692785029075969727e-01
2.403311529733043184e+00,2.977271294318531991e-01,6.531671865506351315e-02
1.465691838796884916e+00,5.745454723901133320e-01,7.272712215528014112e-02
3.116518579212999462e+00,9.039303093971254865e-01,4.058040313823500500e-01
3.634312997226560871e+00,2.949780561444702576e-01,1.041546046874089054e-01
3.384090058662371447e+00,3.674273143597668878e-01,1.262523020758359593e-01
4.541144884707604135e+00,3.279054215921203830e-01,1.503234209016174883e-01
2.378642238926381491e+00,1.217764181568537357e-01,2.389921265819665644e-02
3.589166649749011562e+00,5.961480436955358675e-01,2.611268521138048748e-01
9.795157824370994692e-01,6.300263041490108407e-01,4.235420787063248760e-02
3.299121045796293394e+00,6.254926186734278692e-01,2.524837549725364449e-01
7.468064675741195035e-01,4.717291624212361922e-01,1.952429346083687373e-02
4.000299226541677911e+00,3.771413420259102645e-01,1.571541978593185840e-01
4.078680606876809556e+00,1.884208416043085810e-01,6.965401052364199319e-02
7.824303778445961255e-01,5.693871009855598908e-01,2.589189507299971202e-02
4.632230449710680098e+00,8.482881811359181679e-02,3.312327933088547727e-02
2.496772183593980898e+00,6.376472068200302878e-01,1.798431948641343592e-01
4.574836666184454614e+00,5.485598384477691214e-01,3.059648925024086030e-01
4.338742054682215077e+00,7.929947047102273161e-02,2.893052950145911725e-02
1.831677889761213818e+00,2.019610427995935931e-01,2.991809289585515078e-02
3.672021954772504593e+00,7.709804246979337083e-01,3.994598361065203607e-01
4.419482199555732294e+00,1.824270853081113031e-01,7.284882917408885827e-02
4.994816498702873808e+00,1.204288908460478813e-01,5.186587153485096996e-02
1.341590696292306761e+00,2.499358458774739999e-01,2.469281369584419225e-02
3.966025310979230944e+00,2.668141340991026511e-01,1.013560888049295228e-01
1.996449580931295875e+00,9.169874386528727994e-01,2.095590971529416313e-01
4.334313500462189106e-01,4.433150403511620374e-01,6.986073331420922586e-03
1.475898714227559028e+00,2.867164782913416143e-01,3.290541017888515968e-02
8.801700073994677131e-01,7.352544981996934625e-01,4.187722577193949552e-02
3.638585520225724235e+00,4.648776032347988196e-01,1.865946757666713252e-01
2.771977490014915890e+00,5.516303391368480025e-01,1.693801657356985568e-01
8.447323058688592790e-01,6.310265723030272778e-01,3.301668075203325475e-02
3.062882855817452565e+00,1.347703061301512018e-01,3.549623024028302626e-02
8.880719337364998411e-01,7.713068373497902197e-01,4.480999220272730704e-02
2.903110348464608137e+00,9.025101581488765845e-01,3.646994566659182979e-01
1.785161870926511352e+00,1.757777350508683001e-01,2.487800272392754614e-02
3.816900033368749057e+00,6.866392796120670550e-01,3.493001640154883014e-01
2.518525631342562576e+00,9.244454602203249216e-01,3.041000548009961113e-01
4.137101986510942631e+00,6.396741890464224811e-01,3.448450077975341865e-01
1.824029639627553712e+00,5.110448485782697059e-01,8.710826873033830631e-02
2.084284182190576207e+00,2.777902454483093253e-01,5.044915657175366025e-02
1.437903150405754005e+00,9.438541366774790831e-01,1.270851947826365791e-01
3.499097335144944587e+00,8.495996361656665830e-01,4.362907201891793596e-01
4.645953091817663250e+00,7.538800286629682157e-01,5.194853452991343712e-01
4.457191321270095319e-01,1.385935000862112965e-01,2.243208160801026581e-03
2.961191012388907584e+00,2.273109200274567310e-01,6.109967769663523368e-02
2.716554908657421219e+00,4.756803476981291134e-01,1.354682146880456239e-01
4.226507606213500523e+00,2.095970852157538200e-01,8.158491612747822974e-02
2.436325112396300785e+00,5.982491448322151406e-01,1.594668600328603136e-01
3.190950184149891733e+00,1.890461726587863989e-01,5.389054303525889211e-02
1.560458950537531919e+00,6.460859014219887397e-01,9.227940288759287069e-02
3.122308143454964213e+00,2.573373423653269598e-01,7.486456372103265922e-02
4.121287385636077438e+00,1.191082761597157952e-01,4.241051559598606885e-02
6.816976957886818900e-01,4.657853545229961867e-01,1.646646798298437644e-02
3.391218198098320258e+00,7.836768964558410433e-01,3.684822643639543704e-01
6.746861023325502194e-01,6.975254262864100108e-01,2.484307539727028877e-02
3.925892965795909184e+00,6.520697413345336590e-01,3.335759934911933788e-01
2.656935114290447153e+00,2.435806155071265355e-01,5.837154063732506032e-02
3.078579488460996050e+00,6.508710716119117112e-01,2.449106381661184106e-01
2.053953742787251180e+00,6.710527044926622997e-02,1.074523419804530519e-02
2.459444689861591815e+00,8.969004653613483757e-01,2.817909381495964372e-01
9.692036210327578116e-01,8.517714234191037237e-01,5.808049127277789547e-02
4.116713639806966363e+00,1.655213977096397227e-01,6.078604725261570196e-02
1.308259102000842944e+00,8.709200816605711104e-01,9.911992146470066656e-02
3.051773335859815806e+00,2.324027237302111470e-01,6.483683599536238518e-02
3.457774634936911617e+00,5.151414804997985764e-01,2.025180084146346038e-01
1.549359295930799130e+00,1.730443840728457527e-01,2.027712553999460460e-02
6.907840195312255904e-01,6.916867403833707462e-01,2.567254985199143164e-02
8.788667600890227583e-01,7.439639940554343411e-01,4.231073394201171484e-02
7.984309464356178498e-01,6.808978290856328996e-01,3.253962984572868200e-02
2.439884485686651505e+00,1.893019499705592135e-01,3.974707312767478129e-02
1.783555046038684644e+00,4.042117582806410980e-01,6.355628035853125302e-02
8.243432902486408365e-01,7.381353408430527674e-01,3.753930192743617361e-02
4.475502279655525051e+00,3.853927423694911147e-01,1.822936878946898598e-01
1.358596646737698421e+00,1.544754246898851491e-01,1.499865720210645341e-02
1.016140101538212381e-01,5.358893326053271178e-01,5.313865013781049517e-04
1.643660370202003396e+00,6.066826864316662293e-01,9.244746097982384225e-02
1.363078018318742757e+00,8.790746567732313776e-01,1.072684233132541465e-01
2.040548461331676222e+00,2.002619508796094072e-01,3.401583926011852305e-02
1.259476272141450304e+00,9.331065298165945876e-01,1.004590519148180622e-01
1.756541329653307448e+00,1.141622575414439483e-01,1.538239707636810880e-02
2.825948063418675105e+00,5.584069717332830196e-01,1.765468088987491579e-01
4.301717873091640554e-01,5.968476073333381926e-01,9.357088935617114550e-03
4.345157875316784102e-01,3.679443835052037537e-01,5.795470799553096956e-03
1.348845311009035042e+00,6.963600002101901776e-01,8.029219309639289148e-02
2.259618130975197925e+00,2.770582133310122153e-01,5.567293284018737243e-02
2.682408395833067782e+00,9.259850330203910351e-01,3.355090045227896445e-01
1.590198123805999897e+00,1.334170937645179633e-01,1.592083419625553095e-02
2.412356184185694696e-01,3.692012972208704169e-01,1.945830786217563882e-03
4.439077248791559072e+00,1.621726597752026211e-01,6.410872855149345184e-02
1.497090297680839788e+00,4.465341709601667319e-01,5.568645636515144604e-02
2.553118904935748557e+00,8.995271634381390990e-01,2.994324636278703489e-01
5.734070886922840726e-01,9.125834578523245311e-01,2.455329721426426429e-02
7.998278154510468640e-01,2.703490173325562851e-01,1.211642479588673910e-02
3.403307629921280331e+00,1.708069684959892531e-01,5.159978119856754863e-02
1.268011127360075374e+00,3.449211454148532474e-01,3.243609909076868025e-02
3.096722590360463823e+00,2.526931490328620522e-01,7.261526142945340379e-02
2.673173463184258303e+00,5.503828574238778248e-02,1.189754009182353474e-02
2.705312953525618180e+00,2.464810337813248264e-01,6.043315356299133745e-02
4.509664303726847123e+00,3.192215400001359171e-01,1.442958717254665679e-01
2.417439282288397440e+00,9.050971754706566008e-01,2.777841000809860850e-01
4.577493847764373847e+00,5.228752749477642014e-01,2.851453231334007965e-01
3.046551483924552883e+00,7.441132043482001635e-01,2.943618160714649434e-01
3.737207189688342091e+00,1.535877979617629174e-01,5.063976825730032161e-02
2.407860735654864026e+00,6.837878909938592820e-01,1.882500948448653788e-01
3.208152459142495694e+00,7.438708487349382503e-02,1.984804368564139360e-02
4.505370342568686404e+00,4.455887642361135992e-01,2.232295040236117467e-01
2.990842655193213684e+00,4.265904948828570520e-01,1.323005520982000194e-01
3.518712096887121721e+00,8.909713946353359226e-01,4.732734042454564971e-01
1.050381335784778658e+00,8.341772194757905989e-01,6.518198881206618833e-02
4.851158386536416067e-01,4.745977237152058659e-01,9.195506149770098225e-03
4.769106949737895285e+00,5.554769357987172640e-01,3.265061516837136635e-01
9.974791236067158673e-01,1.797861285277380650e-01,1.119271176406769208e-02
1.635647338562558506e+00,9.349638717428716550e-01,1.555370879907144455e-01
2.097164305986909394e+00,2.932874740066522268e-01,5.412288993892729050e-02
4.103474540070557453e+00,4.633747019167833159e-01,2.127735907695957884e-01
1.553611368245333413e+00,6.621879087994432256e-01,9.445407357898442935e-02
8.701906168524805585e-01,2.303523231938870985e-01,1.173137473833148897e-02
2.194581335982488834e+00,2.118856286593641391e-01,3.963527407040558226e-02
4.143354919973532446e+00,3.672510881782795611e-01,1.577168945938711431e-01
3.157872505078844760e-01,5.418100609799538780e-01,4.770768799649678822e-03
2.714677922114096198e+00,8.127730762708036405e-01,2.847994016193484690e-01
3.549797854597717794e+00,6.814083818220416644e-01,3.150267628896148420e-01
2.385907290416734661e+00,4.159643361484288704e-01,9.688733678161699781e-02
4.375416449633005911e+00,2.903068266769813777e-01,1.243566028570223664e-01
1.968075829793278331e+00,5.842962047559787653e-01,1.148500738983231628e-01
3.564128611354104414e+00,7.004268359447712866e-02,2.081827143192351015e-02
9.269729942128537292e-01,4.525668088997089056e-01,2.680734921299092813e-02
7.679783884606778965e-01,5.848487363838281716e-01,2.580993370517086979e-02
3.206724107919596722e+00,2.721896376256246475e-01,8.239862029823211143e-02
2.207279613927250139e+00,6.497097739532312066e-02,1.132800357391631520e-02
2.745729358320978086e+00,3.198993147166893647e-01,8.353240755833631070e-02
3.121393686359649866e+00,7.094426245344209736e-02,1.834370242654623229e-02
1.478284293897823121e+00,7.073197981004762935e-01,9.467108717991298827e-02
2.494656744532758541e+00,8.343367736470782559e-01,2.610088011873117342e-01
4.221004325786190670e+00,5.833511311623690299e-01,3.063747222684599092e-01
5.435958493473749265e-01,1.701385074787731821e-01,3.914948449003495534e-03
2.899008969936140545e+00,6.620190415941757944e-01,2.319309322736997914e-01
4.158327733103368118e+00,3.677448433110461212e-01,1.586020752211028673e-01
2.015701371533701880e-01,6.023334054321644038e-01,2.261222961715129206e-03
3.605756578709631288e+00,5.100316080152288434e-01,2.098382067468211043e-01
1.089008596637929482e+00,3.056504413142502874e-01,2.254931958284221369e-02
1.728387705804840691e+00,4.466328649591888578e-01,6.851369902698428715e-02
1.184339390801528030e-01,4.530511171315469987e-01,6.059647308744297309e-04
1.771555074262788132e+00,6.109474753783077361e-01,1.042863883916001488e-01
4.192672805258726321e+00,4.879203288756348011e-01,2.342074726849963651e-01
4.929002694074328117e-01,6.680098282780517760e-01,1.348978009904665265e-02
4.592577892881663182e+00,8.098947925852324481e-01,5.797142971115200050e-01
2.207361199743679947e+00,7.597609120646826586e-01,1.916210146895847011e-01
2.522870156455290669e+00,1.152540818979359699e-01,2.413475114167736371e-02
1.496853068772103779e+00,7.930886242367026773e-01,1.108439762386593253e-01
4.683303970251373016e+00,3.006933532014671173e-01,1.392345077058170788e-01
1.069978520088139762e+00,2.751514634261770231e-01,1.958601298468485782e-02
3.917531760080873671e+00,9.257511581921856747e-01,5.847867880229732362e-01
2.679132861010894207e+00,8.414177446989277165e-01,2.934612565371492177e-01
1.644657574071849870e+00,6.491769449578778106e-01,1.006020503664765836e-01
3.423935577700547572e+00,9.423803782856732258e-01,4.946073584724979821e-01
3.985224366260312845e+00,7.310327676151181509e-01,4.075583729100593633e-01
4.405325741651239468e+00,9.399831815119970013e-01,7.067234419588247496e-01
4.040079893273345601e-01,6.706047004388807076e-02,9.052499323177361484e-04
1.904701352869013486e-01,4.076508913139499368e-01,1.368921425483953132e-03
1.430424863278436876e+00,3.116469562366862567e-01,3.454344143387608201e-02
1.712171565263734818e+00,8.222040613030908718e-01,1.435775598608408365e-01
1.414187534370565436e+00,9.108324241645210373e-01,1.187450945912692096e-01
1.025438403775942087e+00,3.521820699614589545e-01,2.396405846584566401e-02
1.477266486851767979e+00,6.572797414363775736e-01,8.654946082568236443e-02
3.681886462329750920e+00,7.927115564872938558e-01,4.190991063739877842e-01
1.859804289721304071e+00,3.309867960806376352e-01,5.321479889448126055e-02
2.975693053905835495e+00,2.828954326193293123e-01,7.924017517133762067e-02
2.801471198281952013e+00,8.364992212355482071e-01,3.106395450403725000e-01
4.098313714617352943e+00,6.549086255157393621e-01,3.538038108151652650e-01
3.365538943978568565e+00,9.905072163500114324e-02,2.823711890659172732e-02
4.126739585313989878e+00,9.275650789020861708e-02,3.248767335062918010e-02
2.808722195553719825e+00,1.961406347733934963e-01,4.869780550061555968e-02
3.430198539732458030e-01,8.034497119934550513e-01,8.319923734232480272e-03
1.877972988079263272e+00,3.547394113951277683e-01,5.845045281677344051e-02
1.451013946879643246e+00,5.426388604798826343e-01,6.689980747333465483e-02
1.119734801835728488e+00,7.090675839989630802e-01,6.048561202521013369e-02
3.284545658479441688e+00,4.702799578774095046e-01,1.681983217684576148e-01
4.159192001931131699e+00,7.719863542500375875e-01,4.706770456203831499e-01
3.894599941192679271e+00,6.538198793464127245e-01,3.317149383511387994e-01
1.600294283337477586e+00,4.336779120697407675e-01,5.928016307291113923e-02
2.324312087513930702e+00,2.584864040781615357e-01,5.322788882291404344e-02
1.543046399328297236e+00,3.332773217482805639e-01,4.149970519366248667e-02
1.897017441488430434e+00,3.672884064925006076e-01,6.172096326398111843e-02
2.302193218405139241e+00,4.781730115023114513e-01,1.102373427919496884e-01
4.947168147222725132e+00,2.746788554530485427e-01,1.316692516236807053e-01
4.955505196329971773e-01,1.417032220051753777e-01,2.766180163812032976e-03
2.102601623850281598e+00,7.478583974246832966e-01,1.745465374719211704e-01
4.587586111257974331e+00,2.570795594039413379e-01,1.126787697310710351e-01
2.934141618338987012e+00,8.158507006227282421e-01,3.201856320913331611e-01
1.858280640700128661e+00,2.820150362906757580e-01,4.423378209989621557e-02
3.809197806377357054e+00,4.251570133080584402e-01,1.742732838989410338e-01
4.907267000431303039e+00,3.231842427366676818e-01,1.597800335755004131e-01
3.775412988814145887e+00,6.735078148519592078e-01,3.343216611342720301e-01
4.565258778570479237e+00,7.604577945071764322e-01,5.160013962037008906e-01
2.864170018547188779e+00,2.050946566742554156e-01,5.235278865466923282e-02
1.574714677065240043e+00,5.692536566392287778e-01,8.018613702446687752e-02
7.614557506516171914e-01,6.741013865080563994e-01,2.963814477381137430e-02
4.718856967618397569e+00,2.463828709369537961e-01,1.101965935179062273e-01
1.052255930429165875e+00,5.695745224079733493e-01,4.258822242302524180e-02
3.997750971772297657e+00,6.740710205544615530e-01,3.592700885792963206e-01
3.010039477215844972e+00,9.310235637127941555e-01,4.019378073518522498e-01
2.093307026906489288e+00,8.722416280539214695e-01,2.120223635789955652e-01
1.604687721779208376e+00,6.545849590344789970e-01,9.788574411999950708e-02
1.796725796357816762e-01,6.399261502858659689e-01,1.925609769705830107e-03
4.538396004998126010e+00,1.537442172238269178e-01,6.175652830694399603e-02
2.858772307842527116e+00,2.790045416523090349e-01,7.443373748552442604e-02
3.865206183028027098e+00,9.273409806188831483e-01,5.752496977491652341e-01
3.330963751014018204e+00,6.716138380519355300e-01,2.840947627431081313e-01
4.471067346626496075e+00,8.976329106521917511e-01,6.683227763005951116e-01
6.064286761832653472e-01,6.055149413366682776e-01,1.769627326852688670e-02
3.491891095642239318e+00,8.819725629650815302e-01,4.609351399650118419e-01
3.546740199747000055e+00,2.328148133989505764e-01,7.664607306543524956e-02
2.407264526702841412e+00,9.375646627746347939e-01,2.888708199779071450e-01
1.045390262856564556e+00,8.027225465717934272e-01,6.195715465472996508e-02
2.256727638158101179e+00,6.273722357042115227e-01,1.529445234019665700e-01
1.940888646967282027e-01,4.703912289816077341e-01,1.639267856077733683e-03
3.623421350224631521e+00,7.248531404765194974e-01,3.560207122353837295e-01
4.938065259327231615e+00,3.406097976825678275e-01,1.719111961895448681e-01
4.262921712112542671e+00,1.055719338628228199e-01,3.852863358227798241e-02
2.526140539015936604e+00,5.796685962262211333e-01,1.604396357784377003e-01
3.598667595181561651e+00,7.156008191895304460e-01,3.458539686763066334e-01
1.672523522943581309e+00,4.772093331938959127e-01,7.078729379593307058e-02
1.790449877327252137e+00,9.471265959707554360e-01,1.829372221188077796e-01
1.974647634159143017e+00,4.071746302260878525e-01,7.366197763548081034e-02
3.917250041361751478e+00,7.381815979152969165e-01,4.050887624610241544e-01
1.834869016133095831e+00,5.461373695423428487e-02,7.566914688157668108e-03
3.051434340685663216e+00,6.681334317685355684e-01,2.515322769793996716e-01
3.990378240731474513e+00,4.213725148532260767e-01,1.813209136330186655e-01
4.657835592376664557e+00,5.197145254959175675e-01,2.880683276937415216e-01
3.524184075293577134e+00,6.497510842929430375e-01,2.903343553029779089e-01
2.736563721071798128e+00,5.756795518619934882e-01,1.766074644960707873e-01
4.096628147674692855e+00,2.474921395355067777e-01,9.589431755187420581e-02
2.010413292296665766e+00,3.307111089887558864e-01,5.892637399201879067e-02
2.386848956136834676e+00,8.508936064240596453e-01,2.509359801235086507e-01
4.289853312878682878e+00,2.870024923492357494e-01,1.201482951190482040e-01
3.839501705242150953e-01,9.454859207685871736e-01,1.212549142990525936e-02
4.204617475378999991e+00,8.893318620599981461e-01,6.051034671362228723e-01
3.928226306068268503e+00,3.310237871316370484e-01,1.305536714224674322e-01
4.858006120052269949e+00,3.774149247167014609e-01,1.931760986008710101e-01
1.516842057972326074e+00,7.660931205600070015e-01,1.086110144528856652e-01
3.000290241865622765e+00,1.291697311478649246e-01,3.314476103342987867e-02
4.477927139318621741e+00,5.668394456355925204e-01,3.138198213712491413e-01
2.131293969979425329e-01,2.543290802910503356e-01,1.056145688082233856e-03
4.133753115825954616e+00,4.587312428517779650e-01,2.115516085722522199e-01
4.096900877488375059e+00,5.280174392911692882e-01,2.554687255449659689e-01
3.288180881424953128e+00,7.167704976831168473e-01,3.082348255905525414e-01
2.933330634858859032e+00,7.562191266971463044e-01,2.861942869324560768e-01
4.788987129805588161e+00,8.399067804062918530e-01,6.521206810295904210e-01
2.037048004665657164e+00,2.709388166860267622e-01,4.761662325936246581e-02
2.016213606905977507e+00,5.317414463414126269e-01,1.054005565162140362e-01
1.881725789514372860e+00,7.244866063884953800e-01,1.417423069964192928e-01
2.568282570101143580e+00,2.413413908538241115e-01,5.549380104127746294e-02
3.553319798944901020e+00,8.734805568921466534e-01,4.654298869088421831e-01
2.252886356196583950e+00,3.161765184775574555e-01,6.468633609645559057e-02
2.222364250852618905e+00,1.512773184301401674e-01,2.782068231035025874e-02
1.022407557809980050e+00,7.688869426861029144e-01,5.686640250528964685e-02
2.792707954747181809e+00,2.771039273970451466e-01,7.185743634832446325e-02
1.145025114275235456e+00,2.755538639234006992e-01,2.174680779242446974e-02
3.148777114798972043e+00,8.237513625778309923e-01,3.589658546684180163e-01
4.901231237325559320e+00,7.574076796445969872e-01,5.591077555251396936e-01
2.282815596269056169e+00,1.230739112218940390e-01,2.302459896973113249e-02
8.460045440555605811e-01,2.330621370244866652e-01,1.135234398680788799e-02
4.963497641459685639e+00,4.089102670611523549e-01,2.198313581092194990e-01
2.011531280946152300e+00,4.318799224435869721e-01,8.111614124390428837e-02
2.549091411829598641e+00,8.006803933708840360e-01,2.544514168098606088e-01
4.380280463071970054e+00,8.363476055461187553e-01,5.763641181029262039e-01
3.571270703818558712e+00,9.476949082293539828e-01,5.303051957959338258e-01
2.380167986284831727e+00,2.071078807844317360e-01,4.264558383842376177e-02
4.328441747744229851e+00,8.615401749726697700e-02,3.150322283550067298e-02
1.317265550172825206e+00,5.441350351096083671e-01,5.784448723620130156e-02
9.902907569278359690e-01,2.105135501681779098e-01,1.306866986276106549e-02
3.294423157061812990e+00,5.079351394370597017e-01,1.874484250297977217e-01
1.972167956299037517e+00,3.463027403508202040e-01,6.064759989739314239e-02
2.720751811782787577e+00,7.532572403135172623e-01,2.561732184971228787e-01
3.781159277535064422e+00,1.135998971998045254e-01,3.691465253446168243e-02
2.413185870985577797e+00,3.956388444900059698e-01,9.238154434659474890e-02
4.704891200283717545e+00,5.898075278065666449e-01,3.526211860088749872e-01
8.206137167571505575e-01,6.694543770046159636e-01,3.350043772609630904e-02
4.211146394340759436e+00,4.151077986718513246e-01,1.884967017553302315e-01
3.965900753895124087e+00,8.810768418100036747e-01,5.499163602992287458e-01
6.783881155859621259e-01,8.220270559930422660e-01,2.984395328103409128e-02
2.801068208018105743e+00,9.203000580108690043e-01,3.551996968445999547e-01
3.941350822101435281e+00,2.303414226649890817e-01,8.466753630538295661e-02
2.132520777522150190e+00,8.237212493832932192e-02,1.390704980496532649e-02
2.477500233917790062e+00,4.909723596467559514e-01,1.255215075838856942e-01
3.752917227325463845e+00,3.577581798536345614e-01,1.369962571117291916e-01
4.321625595123827601e+00,6.849729992756107277e-01,4.052476278873352600e-01
2.028659657281338902e+00,3.519656184708470081e-01,6.415871980380553896e-02
4.201870911987679591e+00,1.891122065454422241e-01,7.210437993451052074e-02
4.080436073698910704e+00,7.217650523661756079e-01,4.112197769072146736e-01
6.812521797939286028e-01,5.896010665222957137e-01,2.113384107593106048e-02
3.377305599118292534e+00,5.359478540702483640e-01,2.081141283850441448e-01
4.136497519591527450e+00,5.842850286509412294e-01,3.000017137310976301e-01
4.201516197789952223e+00,1.693154995898440707e-01,6.365061938203732395e-02
2.148960612902758971e+00,9.330078485564994306e-01,2.404800812700185753e-01
1.156033755376041361e+00,5.296084766193245308e-01,4.565139445517609612e-02
9.368795376024666721e-01,6.375074939711745658e-01,3.981919609903158269e-02
4.277653341175702728e+00,2.739408721519460133e-01,1.132155342228416128e-01
1.734262317204799508e+00,4.888280447554863017e-01,7.676687687639145719e-02
4.048507137221952767e+00,6.962001484435763610e-01,3.841624658908990853e-01
3.080347911057105481e+00,7.501736079888098319e-01,3.024722510481723248e-01
1.164698202726045961e+00,4.551176216609529313e-01,3.889155770112653204e-02
2.156502175067485982e+00,5.363204842580895360e-01,1.169408788424871615e-01
4.053080870009111436e+00,6.944844738967463904e-01,3.831780784348409186e-01
4.363595855088011177e+00,3.710698912006980543e-01,1.689052659650001620e-01
1.828551944783789018e+00,5.701230766114554482e-01,1.001602920939346636e-01
3.924316860440639321e+00,9.472713166188551082e-01,6.073016258959459401e-01
3.805346631550655667e-01,4.318706647913313490e-01,5.357213004290152861e-03
2.690952785774238354e+00,3.624083132709500221e-01,9.488221538146178469e-02
7.782001131734547217e-01,8.630063980463386075e-01,4.011348491011384326e-02
4.816040967959231089e+00,3.021580659690057957e-01,1.441055456605831731e-01
3.522014749249580134e+00,6.338796561928143891e-01,2.795113520025004905e-01
1.837029452038514643e+00,4.924449473478857420e-01,8.406238383259155567e-02
4.810800634022991851e+00,5.797692574995830794e-01,3.520148203221363237e-01
5.909459810843920025e-01,3.385950725369279990e-01,9.192999563872933030e-03
2.300940648447389325e+00,6.332651294263030861e-01,1.591322106257780644e-01
1.611975936352063821e+00,7.522687561175251947e-01,1.169949635148183481e-01
4.962912147356944637e+00,1.195517620014554389e-01,5.113910201648422943e-02
5.334783841793897530e-01,9.193450324673183571e-01,2.168217178719576352e-02
2.685223987774578713e+00,3.774932357606328726e-01,9.951898136587192245e-02
1.191889735718190568e+00,3.621367067919782357e-01,3.119286834756646726e-02
3.507808089342370206e+00,2.822163306760374635e-01,9.500681536831276364e-02
2.406151178756269271e+00,9.167352241798996104e-01,2.804336862742117242e-01
4.279390373227409228e+00,1.049816534472212126e-01,3.844518779399515307e-02
3.608986814183657188e+00,8.857587211533596294e-02,2.698700895879780487e-02
3.830294072209970757e+00,5.193100276054073428e-01,2.309189825313960054e-01
1.642104905213472410e+00,1.695973814167627824e-01,2.145153376514853660e-02
8.659478607186341659e-01,8.915011464675638431e-01,5.012946961266223633e-02
1.992950176766085546e+00,9.411124336474196994e-01,2.156815388375230846e-01
2.834703727810422569e-01,6.794451442036503197e-01,4.896824552689538375e-03
1.293046777101190870e+00,1.502429335670595889e-01,1.358561327033035344e-02
3.110014831453646433e+00,3.051492817340951125e-01,9.122894772387775408e-02
1.088896725695257528e+00,4.623175916645690386e-01,3.559824699533521708e-02
2.894473879801934824e-01,9.439384323871807814e-01,7.102999399374399468e-03
2.860534481914365657e+00,5.997844293959342377e-02,1.401517345753939582e-02
3.924490726961721965e+00,6.396535593024364752e-02,2.089816939312366326e-02
1.026818513326245519e+00,9.482195887060794748e-01,7.206404921010312048e-02
4.623366068291480779e+00,3.544998700827188820e-01,1.691508478439241736e-01
1.774477662864888616e+00,4.576654509928800296e-01,7.322373931634419686e-02
2.698777867313593593e+00,8.144524336399329156e-01,2.832189710712235686e-01
3.201614531530067698e+00,1.610173361470164932e-01,4.524872386674903824e-02
2.787222330764310474e+00,8.296704045542803163e-01,3.047410540865631012e-01
2.954566360791528457e+00,6.834391900902406780e-01,2.491131115348413638e-01
6.069488664788011967e-01,8.485951145243538773e-01,2.525264614592778734e-02
2.551378295871638890e+00,7.917196306431263375e-01,2.507948153103000122e-01
3.774202200445200717e+00,1.645273196890505996e-01,5.521253840760782794e-02
7.932051057954037088e-01,3.083590457662679918e-01,1.373353367306617487e-02
4.650762623698401654e+00,6.950606324082296839e-01,4.532558967150430718e-01
4.108791321440832811e-01,6.275939011424320757e-01,9.053422758674628534e-03
3.921960672909814871e+00,5.740581373463650161e-01,2.745544165094752076e-01
1.996084371967866478e+00,1.231368198683071569e-01,1.957573261986084862e-02
1.538859179244838282e+00,6.368845381203005473e-01,8.875327810425018282e-02
4.262735140528917555e+00,4.216655993724547358e-01,1.950584495245706873e-01
4.122412282168261832e+00,2.095268134006953997e-01,7.949503543762900803e-02
3.074420405541756995e+00,8.096541418656434397e-01,3.382207908902781224e-01
1.967985207263319047e+00,1.938753936086305973e-01,3.136174433417630164e-02
3.969060842251435073e+00,9.193174964350516731e-01,5.892277705077896277e-01
8.383607392115349777e-01,7.729867982777681723e-01,4.063749892790877172e-02
2.059882129272195161e+00,6.710276250924573915e-01,1.467617756077664870e-01
2.164236858971739785e+00,8.113964583155381938e-01,2.030963142342424588e-01
