T,C_S,k
3.545266099279892273e+02,5.398369470444474016e-01,2.934321059738093318e+00
3.422403516981077587e+02,5.158852009665614302e-01,1.345835391048523011e+00
3.358802474119547128e+02,5.481477946284838421e-01,7.527851504326869003e-01
3.386369946178161854e+02,4.276040816002689149e-01,1.444893375185712259e+00
3.407992139835921535e+02,1.784787261731516361e-01,7.274733442979061770e+00
3.426214105303143924e+02,2.929088944434890540e-01,3.719277855097758767e+00
3.327133242192186913e+02,9.287047276209514646e-01,2.223341953832003171e-01
3.759685172049572088e+02,7.973020448377934333e-01,5.661704486638950762e+00
3.529172072406169605e+02,4.068374212998767669e-01,4.346668622613020005e+00
3.011292205339423731e+02,2.501684395446877596e-01,1.602835133745145746e-01
3.410656284980673831e+02,1.949161959522187626e-01,6.462559201455096769e+00
3.225000993386556729e+02,4.435351426406804465e-01,3.849777485935008681e-01
3.595445582126830573e+02,8.990311202542480840e-02,6.682344408001614511e+01
3.839379395302000830e+02,7.800895454809615437e-01,9.426502800682822425e+00
3.743366878496844947e+02,8.860408445241091391e-01,4.218647918825644716e+00
3.123007145991123821e+02,3.019322130448090502e-01,3.194909641938760148e-01
3.500501988882846263e+02,8.206819786728407617e-01,1.000661186021938764e+00
3.465514603440909127e+02,7.646500349363085647e-01,8.923190744301389143e-01
3.439586913448258656e+02,5.238589900180083969e-01,1.482285709896734360e+00
3.369059104207115070e+02,9.015668501736077145e-01,3.237275785163912789e-01
3.686696349179063645e+02,5.128849833763432509e-01,8.054078518236108764e+00
3.121688042007526747e+02,5.095763439477765111e-01,1.249096058237020163e-01
3.049889835985634363e+02,4.968260013883255000e-01,6.871310159961090125e-02
3.643474957224138961e+02,9.377299804708754127e-01,2.031358946548252220e+00
3.200535771991703768e+02,2.371365144117722201e-01,9.285123337786121978e-01
3.358641245205707833e+02,5.832199576090403292e-01,6.715487121174684715e-01
3.922059561794888509e+02,1.518731109638559451e-01,2.147828426704451772e+02
3.141897904801807044e+02,5.468034978560579740e-01,1.309656199945466448e-01
3.849790313212195088e+02,1.606658004502790615e-01,1.356723979998566278e+02
3.405753569154156253e+02,1.570400333738762866e-01,8.704248529907522069e+00
3.191743341896367383e+02,1.933895891820246460e-01,1.204191536647340799e+00
3.984884196418810802e+02,1.772007939240201058e-01,2.394111494205012605e+02
3.607663910670861469e+02,4.122855771665212554e-01,7.154561312497893510e+00
3.222237235329314444e+02,6.127241517083769073e-01,2.092712368334968542e-01
3.763415327286184606e+02,3.213490542622299828e-01,2.867887010519515556e+01
3.370533584100944040e+02,8.538739624839032649e-02,1.589060664776403620e+01
3.532258348316074148e+02,2.442074819659690033e-01,1.050203219179123693e+01
3.356564830116352596e+02,5.369638576938097208e-01,7.683806347919085455e-01
3.163512918135489826e+02,7.704577167406552185e-01,8.360375378420582815e-02
3.827947750279766410e+02,9.194640629499203355e-01,6.513256593631268743e+00
3.706651380447797806e+02,5.918663376551013267e-01,7.054134576245083998e+00
3.260595674525518461e+02,6.354485556427673654e-01,2.672695500360982024e-01
3.527687577751327126e+02,3.473123210467533029e-01,5.658163274647813878e+00
3.012733848321837513e+02,5.751264667601055924e-01,3.722424315220537738e-02
3.844828653433607428e+02,3.718700473943275520e-01,3.595644940828972835e+01
3.222332901864170367e+02,6.188921748613949170e-01,2.056086795913108223e-01
3.307688087930645224e+02,5.037076837974004129e-02,1.898351244455397335e+01
3.890645742087228314e+02,6.424491751454078914e-01,1.794071608544122043e+01
3.196540505369924858e+02,4.607978415194766142e-01,2.841217232815131388e-01
3.676391625221868367e+02,9.581900578725377482e-01,2.406366866883938638e+00
3.055200868076807978e+02,8.247273200392125636e-01,2.822168200629257898e-02
3.572204110100739740e+02,4.869054468869644103e-01,4.228346071884411472e+00
3.770138242084273656e+02,2.850454054372996704e-01,3.631450469398534864e+01
3.566606156068048676e+02,9.176390343949540895e-01,1.276414654437566520e+00
3.994612791195495447e+02,9.414107000784402990e-01,1.576934431229785716e+01
3.590829220434014815e+02,9.062247142423763835e-01,1.535804925556796263e+00
3.420432829311557157e+02,9.383008293212417028e-01,4.396041400469755667e-01
3.296009348630954037e+02,1.253742306557145136e-01,5.379180405833088763e+00
3.633511773293137139e+02,7.907407843641859335e-01,2.617126451382193242e+00
3.720248514469026873e+02,4.993578088256781511e-01,1.038715396103920874e+01
3.407960533834935859e+02,4.137517039422135556e-01,1.795287473348439189e+00
3.950516697334864489e+02,7.210095908852819369e-01,2.026212133911847957e+01
3.687817863316991520e+02,3.086456925418911146e-01,1.944524222519092405e+01
3.609623596881154981e+02,2.640793372227265290e-01,1.537118617990645042e+01
3.289682008353116203e+02,2.252106917891905369e-01,2.068650543177810164e+00
3.983551357125189725e+02,4.304778352051581991e-01,5.980705964990703905e+01
3.242526633759378569e+02,9.237143284594072634e-01,1.148456801005801331e-01
3.493578712775567396e+02,8.168043349121912877e-01,9.618969749335042341e-01
3.459604347025351672e+02,4.681425059436534752e-01,2.092316755829064956e+00
3.470159940918206871e+02,7.564089559179670852e-01,9.409797806242201634e-01
3.360736979070701409e+02,7.281274818027249074e-01,4.533293899119025805e-01
3.712853303159117786e+02,7.569359643181296227e-02,1.635695700376234925e+02
3.814949538794967339e+02,7.361717542969936634e-01,9.096254850122750923e+00
3.135569348189798120e+02,2.725014290342959722e-01,4.245800903961683415e-01
3.040805337445732448e+02,6.673130720891562451e-01,3.673919424451957405e-02
3.444540501058143036e+02,3.257066161670365556e-01,3.542065991621121679e+00
3.999557248991827691e+02,6.411987570733991282e-01,3.251810839795670205e+01
3.666971027889262587e+02,9.956749073003812178e-01,2.109489020074018839e+00
3.609696248618828349e+02,2.725122758698663161e-01,1.460836864585112949e+01
3.446941458465306596e+02,5.119622081342161124e-01,1.628646639211716485e+00
3.797222679665667329e+02,7.714220395393566188e-01,7.524574523526547765e+00
3.065472204803368754e+02,3.921486709960373962e-01,1.211980586106105040e-01
3.617485596489801196e+02,7.168936747997795011e-01,2.826829515513423541e+00
3.814485644825396662e+02,9.065289869439517867e-01,6.181680190768453542e+00
3.363158643233748535e+02,5.627298063566698039e-01,7.416648643584901057e-01
3.450449983502336977e+02,8.647871457867054579e-01,6.368776576003046808e-01
3.302695971405631781e+02,8.748713316235091630e-01,2.057181792512819962e-01
3.456191783598688403e+02,6.381731530853451684e-01,1.165884782280400378e+00
3.657978934870340595e+02,8.091421211627776167e-01,2.934098478001996302e+00
3.000378084882150347e+02,1.630286862763532796e-01,2.913799116336407979e-01
3.041926908915284002e+02,3.541027045941667062e-01,1.170510734102100936e-01
3.522103428194513981e+02,8.243675635549155833e-01,1.152466750515644067e+00
3.199040206807773643e+02,4.502787806936119352e-01,3.023884962920639907e-01
3.222977607600166152e+02,7.551353342558199122e-01,1.429047985915804508e-01
3.438250425237266654e+02,4.956774018805370496e-01,1.621667653697726363e+00
3.554095744449891185e+02,6.728726779764074850e-01,2.086682823032470324e+00
3.742423335806678892e+02,5.991823721035641759e-01,8.586672876320236014e+00
3.200056059236127339e+02,9.112734874993266843e-02,3.957315080414950170e+00
3.867641449474491537e+02,3.287533385555344023e-01,5.015557968001581912e+01
3.847610816906491209e+02,2.007121784539303566e-01,9.729939108112333201e+01
3.578808224420614010e+02,5.935840914564356474e-01,3.094757322731352289e+00
3.130949691868464697e+02,5.162597332307489184e-01,1.322593988783843377e-01
3.433464707221853018e+02,5.155425690001333994e-01,1.459827422424889942e+00
3.065544581518209384e+02,1.523832823584329588e-01,5.899866029984823790e-01
3.966762092578926513e+02,6.057924554581594068e-01,3.022154608627881700e+01
3.153155614343107231e+02,2.243298090487828578e-01,6.837495267016079348e-01
3.878307057661410227e+02,9.613952237829593850e-01,8.004554598259124631e+00
3.525298329320650623e+02,7.905696196843896573e-01,1.273546086679893108e+00
3.316163993839002160e+02,6.852073668555577202e-01,3.605952802054617767e-01
3.080158227101322268e+02,2.410391723038603495e-01,3.207067024795453580e-01
3.564918359756661630e+02,6.433100542760507301e-02,8.183998872557897641e+01
3.393368814903905673e+02,5.390463954842901195e-01,1.004799343622828411e+00
3.118524255505802785e+02,1.505114284693261917e-01,9.602631350559618362e-01
3.081101772890328334e+02,6.668964119489300124e-01,5.312155229144107510e-02
3.469790003108459473e+02,9.535464465103442588e-01,6.085502540824877515e-01
3.135944136223206442e+02,8.077774219987748916e-01,6.032833082827879223e-02
3.267125377472673904e+02,8.809842987136546899e-01,1.531647066186868633e-01
3.980715577854979301e+02,4.891933188859398651e-01,4.734036084308348080e+01
3.706857655835302126e+02,2.648418721169329415e-01,2.806019467463311656e+01
3.723315426944488991e+02,8.700545965121880831e-02,1.480604516568718623e+02
3.976446952648856268e+02,3.356116133962937509e-01,8.714507290740651513e+01
3.184651319647263108e+02,9.779348570801221774e-01,6.382657136458456948e-02
3.898923545235044799e+02,2.579753764316828346e-01,8.781393387628909863e+01
3.081991782106136384e+02,9.947292246125736259e-01,2.525310088402320241e-02
3.677884663130802778e+02,9.092298498651989469e-01,2.679524737735739404e+00
3.276205508868630432e+02,5.674075432259622076e-01,3.727278207398265764e-01
3.840838123494211231e+02,2.691818657140940818e-01,5.967013594503962537e+01
3.904608787251399917e+02,7.012990171548201257e-01,1.655740921321443437e+01
3.525250932105091692e+02,4.934210171270841938e-01,3.009146869006791736e+00
3.390929990683603137e+02,3.135930788100965150e-01,2.562819393180860494e+00
3.356899010957840801e+02,8.574297082684789739e-01,3.245118038934502458e-01
3.940573980795029456e+02,4.930848500683981950e-01,3.767984055627555762e+01
3.859142569581838984e+02,7.873899818086981250e-01,1.037926064231547585e+01
3.872726361080570996e+02,9.765714394010481803e-01,7.532260911752602262e+00
3.675670059548675113e+02,6.026027097581209552e-02,1.689189312675599410e+02
3.018656226755092575e+02,6.799197051010037463e-01,2.886979233693270919e-02
3.434529399691219851e+02,7.925564537660477471e-02,2.738822500493870749e+01
3.921566680951420949e+02,5.590061612496517451e-01,2.727620093396906853e+01
3.090940363083821012e+02,2.382887109001197989e-01,3.599225824702957932e-01
3.362941577326468519e+02,9.450340406324222453e-01,2.828716695710389861e-01
3.907714026026329179e+02,2.658314336045687343e-01,8.785364618804781855e+01
3.281272414678903715e+02,2.811475077666960587e-01,1.339121820630262416e+00
3.779695001348094365e+02,8.655072109563858307e-01,5.484318236179225536e+00
3.290951092738028478e+02,8.992393268027314424e-01,1.781055406139382125e-01
3.421586547113145116e+02,7.195805099217643663e-01,7.280051087244011621e-01
3.179343898139432554e+02,8.867180713276602289e-01,7.344520051475852962e-02
3.881395374887217145e+02,9.474463929415658514e-01,8.370026311460364354e+00
3.933582129995101582e+02,1.222870382898910008e-01,3.013962508255457919e+02
3.641763268120490693e+02,3.605262337284747542e-01,1.122409672778955425e+01
3.888274877748328890e+02,3.176056644847556898e-01,5.946960440650203594e+01
3.369590596473453274e+02,7.400416816171659917e-01,4.702336798195487222e-01
3.996839155943683295e+02,7.667400311751427777e-01,2.323709215935138772e+01
3.835597999189077996e+02,1.947439627382916427e-01,9.522187712080102528e+01
3.724920790954267318e+02,9.280968621398659746e-01,3.456590501122208448e+00
3.068395147598304220e+02,2.030175758931198893e-01,3.832224433382634965e-01
3.901079099665480499e+02,1.096210884176015560e-01,2.921646999267251203e+02
3.833629699239211845e+02,5.299323401533992950e-01,1.830387099542076257e+01
3.343261027079711880e+02,6.769567918569634468e-01,4.543354810879594585e-01
3.479542539610462768e+02,1.175877154715351258e-01,2.215538654991152256e+01
3.076294840905052297e+02,1.040815210989676498e-01,1.148874080568667022e+00
3.299015168178502790e+02,2.124329173055228559e-01,2.445906026344122353e+00
3.395944599186777850e+02,7.479507786750265730e-01,5.612380743228343460e-01
3.378568197388048020e+02,6.599962940985673043e-01,6.216962432531212279e-01
3.771234817885219286e+02,8.482512317132063773e-01,5.412098193547851821e+00
3.894670805784931531e+02,3.038554334082992359e-01,6.616968768085220631e+01
3.420692555670672732e+02,9.058172847595541421e-02,2.099551301036177975e+01
3.163283429321639915e+02,1.807562242300638777e-01,1.057168507855913653e+00
3.905922556844032556e+02,5.355802123165218642e-01,2.698883540307964424e+01
3.143600891515902163e+02,2.545564627006076663e-01,5.104874690538059312e-01
3.608256431787481233e+02,7.050414425200099977e-01,2.744452530794397660e+00
3.517699781310221852e+02,8.178167758110026497e-01,1.134770537319981676e+00
3.399907411894803317e+02,9.965198315170341603e-01,3.374096276080333356e-01
3.145231643376235411e+02,5.818473482119912443e-01,1.202915961438968950e-01
3.611674569723592185e+02,3.495820576451665884e-01,9.756852420128153014e+00
3.924668790569380121e+02,1.007080985533646555e-01,3.634279192841387953e+02
3.241536273347715564e+02,9.674009691792931909e-01,1.043898390461231451e-01
3.947173931288136259e+02,2.846145730769864546e-01,9.735172149634878735e+01
3.523191633710505357e+02,2.168383394246461704e-01,1.195623272063881615e+01
3.711054733324264134e+02,7.827542548710825221e-02,1.559692415221366275e+02
3.517123005477398578e+02,5.454699544849623827e-01,2.377112594625135245e+00
3.163924540745246645e+02,1.844215666516312579e-01,1.029458590844385402e+00
3.081721432951404154e+02,1.454125379931167639e-01,7.329916040449748760e-01
3.034151831478312715e+02,4.581327624073278648e-01,6.882854211219535667e-02
3.046146706503778887e+02,4.332618884341459253e-01,8.501585549848038326e-02
3.448377400996516826e+02,9.167409588151519406e-01,5.623795773337203485e-01
3.348147831461305941e+02,1.242584121375657213e-01,8.073417226535919866e+00
3.716327354200407171e+02,3.676928424972963350e-01,1.725133435382834790e+01
3.401782341389562703e+02,5.935917838193235374e-01,8.972136501773970707e-01
3.488097178810269838e+02,5.933343534119815965e-01,1.668765146510283737e+00
3.135121991982460941e+02,6.223750328830560674e-01,9.735397149962773944e-02
3.719172532275026128e+02,7.197290449534204937e-01,5.340497916398295963e+00
3.305702793205039711e+02,9.627479341412891189e-01,1.758307324549434891e-01
3.763600176046952015e+02,1.926200644527246153e-01,6.441316145943036986e+01
3.683897497012900430e+02,1.366858656718718257e-01,6.605416806015071529e+01
3.643158881411392258e+02,3.341405033347701337e-01,1.288299324196784212e+01
3.013949826634577676e+02,8.773998053178863055e-01,1.711893443595147862e-02
3.816474409431880872e+02,1.673476057844935916e-01,1.067002431265385667e+02
3.618736224744902756e+02,5.473207402298757573e-01,4.655951332907582341e+00
3.606563499121618293e+02,3.016795302769225695e-01,1.210178004026470511e+01
3.835742304204745210e+02,6.360458500499143186e-01,1.337848097087536914e+01
3.210222358744766211e+02,7.797526159602324869e-01,1.211253755164289625e-01
3.593553805330097930e+02,5.195869863632517349e-01,4.336233349781511315e+00
3.973924273794776241e+02,7.488854395068836878e-01,2.146240655503035200e+01
3.829785295204520139e+02,8.708988549181601035e-01,7.280063334579789824e+00
3.919885126473230912e+02,3.079226215207492290e-01,7.423908264736969898e+01
3.523595239473065135e+02,4.674025579628653948e-01,3.276688567070859204e+00
3.075988481160071615e+02,6.022963286104325853e-01,6.125502027252889559e-02
3.662570718562839147e+02,3.309676481950349358e-01,1.479362845128942361e+01
3.828170233168710865e+02,6.043041243983295896e-01,1.404071533405134353e+01
3.286491107069642794e+02,6.763096833845082534e-01,2.927915270809501314e-01
3.460463140768598578e+02,9.532763473681135080e-01,5.697524819364759852e-01
3.283455498590686261e+02,7.232014578309414743e-01,2.524077588385635895e-01
3.180040774049468268e+02,4.508364966032978871e-01,2.573131261208493892e-01
3.852757917083673647e+02,1.357612674294106092e-01,1.733018568107651731e+02
3.678527419208909350e+02,1.747680986643943835e-01,4.497346008798179184e+01
3.537233389461101183e+02,8.762630843236178801e-01,1.140639922664149486e+00
3.828542905952664910e+02,9.266825006657846142e-01,6.441538233319269224e+00
3.245967453442474948e+02,9.012655052698854696e-01,1.237164956240407454e-01
3.674159322361041973e+02,2.535113002357719525e-01,2.465035293660185900e+01
3.949715531006665401e+02,5.376273460693669071e-01,3.404189802509780804e+01
3.807734878789322579e+02,4.666568716774515679e-01,1.970157382143009883e+01
3.701418172649972576e+02,6.198376150861026890e-01,6.283021334768696953e+00
3.857800571808779750e+02,4.041086848741646254e-01,3.360908220123462087e+01
3.337097140845707486e+02,9.707146255920838795e-01,2.208262547847328339e-01
3.359380026461003581e+02,4.635599245025309734e-01,1.022821081671473120e+00
3.009670767623561574e+02,8.664054501270946895e-01,1.683837972776606670e-02
3.694013435253754096e+02,3.245514510224495885e-01,1.857813154677288381e+01
3.862207471911722223e+02,6.192649670493549641e-02,4.416277184711804011e+02
3.420150997826630146e+02,6.428112452101971686e-01,8.871215044094843405e-01
3.884168807197715410e+02,6.521008769283079820e-01,1.684394026589052018e+01
3.824811887932802392e+02,3.602981190541070244e-01,3.384131266251574743e+01
3.767167318389775232e+02,1.521667907168909872e-01,9.247611772460361124e+01
3.363519974476039920e+02,2.431294887410170025e-01,3.204394321486211616e+00
3.787984302212437342e+02,3.290675640871169594e-01,3.183886017712022465e+01
3.613793952442663340e+02,6.269156247835325768e-01,3.527276718054273896e+00
3.953077823819977539e+02,4.607320078817054854e-01,4.531169291451603698e+01
3.143317021696320239e+02,7.592258712327878412e-01,7.223650331079323195e-02
3.795698448898659763e+02,6.165256967853983694e-01,1.120939850508350233e+01
3.438966529701625063e+02,3.923572790534759491e-01,2.466829085639171470e+00
3.253547003246069949e+02,7.519134019507596189e-01,1.848055294132744109e-01
3.031304145377360442e+02,9.684906784637740129e-01,1.670235343080118603e-02
3.928915238393157097e+02,5.672237242466420248e-01,2.767205567120914722e+01
3.042042740349919541e+02,8.100437341028863258e-01,2.586327368933772838e-02
3.862985361949744174e+02,7.123415433480394521e-01,1.273744957645172349e+01
3.381511167365565029e+02,9.754346871711432332e-01,3.063910107644908232e-01
3.895247684627740909e+02,1.986285432357408898e-01,1.279110771757061400e+02
3.313686227532059547e+02,4.625337630136990841e-01,7.240810453840708094e-01
3.664688376209673493e+02,9.124743214513445499e-01,2.448366075728240610e+00
3.365010261460196261e+02,4.504981909204198165e-01,1.122967187641248143e+00
3.335073919706348988e+02,5.871314619895805498e-01,5.544366814686079170e-01
3.646723460536811103e+02,3.007335620830990375e-01,1.571689793238178723e+01
3.775534491169642592e+02,3.334310055561585662e-01,2.896506322296646374e+01
3.141266843936275563e+02,6.057996860483780832e-01,1.079249885242571788e-01
3.084440281747188806e+02,2.881995854949324087e-01,2.461983485594089194e-01
3.237565145103934583e+02,1.221826398399891433e-01,3.536015322357475732e+00
3.146241649921819317e+02,6.557778399922478130e-01,9.731596827441815756e-02
3.243001808439321394e+02,3.849623347326876499e-01,5.732395134113216217e-01
3.923389246280981979e+02,3.952049655456669752e-01,5.012873220137682750e+01
3.906432206273088923e+02,3.374439881033482469e-01,5.946962448772993071e+01
3.617920834834739594e+02,1.085318059719500849e-01,6.039348989707406901e+01
3.906421751642990898e+02,4.259200310295231384e-01,4.025539135727240136e+01
3.292654265437394656e+02,1.857326029411898449e-01,2.885792855444594185e+00
3.094174212515041518e+02,6.519031037409410700e-01,6.229944166455749638e-02
3.365726470588038524e+02,3.530857959106745159e-01,1.733220018557759756e+00
3.879603733714366740e+02,8.505624034372138986e-01,1.011618556109000622e+01
3.028219850982729895e+02,5.002642424252046194e-01,5.553888849566317176e-02
3.874976243451060895e+02,8.180839280870195740e-01,1.058683633331350649e+01
3.457707049713299625e+02,2.322156415756285452e-01,6.828413635389500413e+00
3.744445881270938230e+02,7.951664356826557700e-01,5.188821933888401183e+00
3.527138647119448365e+02,2.159269256774431489e-01,1.236008247042603969e+01
3.090271151455096970e+02,6.299950101268986247e-02,2.561561253129430948e+00
3.733769078718401602e+02,5.517206513396993861e-01,9.447119784044499369e+00
3.127595217600086812e+02,4.416187337823999082e-01,1.703357680181225020e-01
3.945027190582891876e+02,2.570204113289376591e-01,1.129060003742688849e+02
3.511677165314745253e+02,9.510454323493815476e-01,8.204822495414609840e-01
3.645327459345713805e+02,5.980288405202185409e-01,4.709573512905981474e+00
3.014502442902499979e+02,8.633533411972627025e-01,1.774089775667921434e-02
3.137236332135192356e+02,9.982035409868689202e-02,2.069629655682391878e+00
3.817406101834109222e+02,2.068546888991833754e-01,7.864447018310454496e+01
3.058152578981267311e+02,2.817689615799022218e-01,2.018839354665739882e-01
3.041978368526638974e+02,1.394939330147338952e-01,5.461454630969566626e-01
3.086603381389404603e+02,9.929849507744119563e-01,2.641047646422444578e-02
3.174333421406499838e+02,4.377291735836361664e-01,2.585253410952947917e-01
3.750609701039696233e+02,1.427106452485290833e-01,9.196931464016599023e+01
3.665149735077533251e+02,4.746165690715682950e-01,8.073130472006809555e+00
3.790777989427484727e+02,9.672667922224946757e-01,4.763724101289570356e+00
3.761815155968850490e+02,6.122207826985487378e-01,9.283444962049047788e+00
3.064763675184594263e+02,9.427770082992800171e-01,2.392000639424348221e-02
3.247233161024983019e+02,1.848867526209743706e-01,2.032597242805294524e+00
3.928706750937791981e+02,7.314820279669056458e-01,1.752406861649803460e+01
3.535447004549778853e+02,7.278862157907648456e-01,1.591009541538820571e+00
3.703987358937457657e+02,5.610416176810997246e-01,7.639045210846632017e+00
3.977033459732612641e+02,2.843283084199181854e-01,1.139783998159961840e+02
3.926904040293140383e+02,4.503864436996871667e-01,4.091159509325075305e+01
3.926838477159463423e+02,5.433877337732669899e-01,2.951154882360631859e+01
3.410369317852304789e+02,8.691516875204372550e-01,4.715658346318861160e-01
3.535719124568451548e+02,5.637722554861470670e-01,2.543233632343845585e+00
3.067185951007242579e+02,8.207567143897519513e-01,3.177080561289882810e-02
3.047723875201410237e+02,3.550891398343934413e-01,1.228553075683088136e-01
3.534506061209111749e+02,3.573160577028521301e-01,5.643851397360288402e+00
3.230039568156740302e+02,6.784757695347625184e-01,1.848123683941416129e-01
3.352345640139391776e+02,9.952437484500993303e-01,2.366929670497610882e-01
3.249396612999632907e+02,1.490421462111955753e-01,2.889944848897068930e+00
3.466857643973440872e+02,8.827482613041038872e-01,6.890050370093854237e-01
3.927313876759557729e+02,1.316533765799152433e-01,2.660985981026379363e+02
3.230314806484014412e+02,9.347466554339403100e-01,1.016388351934715550e-01
3.081548618623275502e+02,4.636483011072871085e-01,1.038151319500128233e-01
3.953261415249169204e+02,4.609650653214700244e-01,4.531688715273376289e+01
3.637125273373376899e+02,4.616575020025794340e-01,7.095589307141652036e+00
3.370303667397503204e+02,3.763811562273944866e-01,1.604782066446697186e+00
3.502909042567699771e+02,4.546038897154807135e-01,2.985821361163544019e+00
3.096891740670528179e+02,8.333415669425899841e-01,4.034033392317769307e-02
3.311090619882243118e+02,6.726776258362947569e-01,3.586880148760749898e-01
3.038629931093184950e+02,1.324910138909022872e-01,5.729409756417281896e-01
3.150082847932565642e+02,3.986156488767916839e-01,2.484381127343313622e-01
3.474333532973394085e+02,9.210874377034635740e-01,6.707980788539680272e-01
3.082502765757651559e+02,7.667280649565870743e-01,4.146869517841884206e-02
3.323431940417758028e+02,8.485762273955547164e-01,2.560492255941048678e-01
3.592179622793534008e+02,9.779454191041160316e-01,1.343245365313857187e+00
3.862171465443576039e+02,9.566497650706273781e-01,7.369947938961095346e+00
3.228532429016991046e+02,5.302383098551068930e-01,2.871130104739189615e-01
3.362843539581942878e+02,7.315119337069203587e-01,4.566526133758009309e-01
3.277266536939705475e+02,2.596647005075998216e-01,1.483126904152877623e+00
3.286337180927992563e+02,5.133912676335955494e-01,4.844699030215666724e-01
3.960148495804961044e+02,7.445215447374602391e-01,2.014092041437947600e+01
3.433084628245301815e+02,1.644948098172614726e-01,9.859964108607076838e+00
3.809425296683565421e+02,6.123661754125974133e-01,1.229692224473683737e+01
3.149761414746424180e+02,7.471306881424633062e-01,7.869783274915322091e-02
3.461393126548972532e+02,1.136399569075189353e-01,2.052405550949698920e+01
3.467575701201407128e+02,2.449283424709018109e-01,6.710077410293242117e+00
3.622329033921910764e+02,1.580901112210649495e-01,3.685945082310740162e+01
3.672737081863426738e+02,5.758206463481849724e-01,5.999796328599505735e+00
3.392346445591832662e+02,4.533173172464229905e-01,1.361398062005584109e+00
3.198286390324766444e+02,4.861810034957452231e-01,2.617302043415077328e-01
3.944739357890834981e+02,9.622147863388758049e-01,1.156866459247439671e+01
3.370430187455736473e+02,5.676692260677385082e-01,7.709786822842281673e-01
3.124948478752607457e+02,9.825804711560743865e-01,3.786020346434290640e-02
3.541713520241359561e+02,1.546500807122801746e-01,2.268932352572360500e+01
3.206897359293835166e+02,2.478532737703930400e-01,9.092175888041463816e-01
3.800754314547315289e+02,2.513703045149283111e-01,5.300241593305744203e+01
3.690716585003959267e+02,1.527806355285377116e-01,5.884378754196712435e+01
3.599931585063090438e+02,9.684745726018163525e-01,1.439946148446985763e+00
3.015462253165475204e+02,7.825331357011743316e-01,2.154148719016673458e-02
3.422552839427382310e+02,7.195691620045683301e-01,7.331719325255744435e-01
3.552162453922408645e+02,5.905487379743552534e-01,2.613599075741189548e+00
3.763825739786335589e+02,1.430378057537365633e-01,9.886917671304810540e+01
3.340911298177587128e+02,8.911425587029945250e-01,2.671927717927897183e-01
3.935629635145857037e+02,9.633178243229713333e-02,4.034587357124044615e+02
3.446445180044218546e+02,2.048544337451946307e-01,7.710402952001540022e+00
3.086180084503385501e+02,5.713533256803885463e-01,7.398105563776326277e-02
3.435999708961214196e+02,5.546767229039466507e-01,1.302594687209460700e+00
3.841130317424875784e+02,9.867589537104550779e-01,6.164152494333229093e+00
3.188094542611954125e+02,4.002446397666099553e-01,3.404906107712422081e-01
3.322490300820231255e+02,7.828837904056389352e-01,2.955865446709198818e-01
3.977536203465153335e+02,1.094875071025072921e-01,4.275308586346453126e+02
3.073433878286142544e+02,8.336928627996857688e-02,1.528572729685909737e+00
3.338889884106958448e+02,9.355211993225461820e-01,2.400610242130880034e-01
3.439381076949983367e+02,8.897423532280426262e-01,5.575264826497778881e-01
3.481309490250431509e+02,9.050538511612633563e-01,7.283273707788305851e-01
3.548428384772676054e+02,1.927028869178634418e-01,1.701941729025116246e+01
3.685045577737558915e+02,4.509082602605024026e-01,1.000582576900905707e+01
3.390980130126980043e+02,6.689206733944577099e-01,6.652287374140758436e-01
3.034485627026586485e+02,6.658855340066438533e-01,3.478856472732579086e-02
3.338713002431404107e+02,5.116011629507769554e-01,7.322742296322214406e-01
3.021252851070693737e+02,7.026886076666615244e-01,2.781994500398082479e-02
3.500894877962552414e+02,1.837675998271770528e-01,1.331841965200378475e+01
3.869134336140200503e+02,4.777117291080907879e-01,2.685901528406060379e+01
3.084202926506927156e+02,8.717825369385509560e-02,1.580919042079603987e+00
3.406752451252307878e+02,5.890735252809707889e-01,9.436898533894916286e-01
3.913064353235468502e+02,5.351627153811033821e-01,2.811033516149711176e+01
3.830303701238636904e+02,9.188611440658185359e-01,6.611106355141549429e+00
3.738308395127797326e+02,1.232430000086185140e-01,1.044782571830370017e+02
3.710625360247128128e+02,9.679629664623426999e-01,2.925242041533483661e+00
3.007716893129963296e+02,9.492874958264222451e-01,1.390498161490558854e-02
3.435756879015613094e+02,8.498011113512181636e-01,5.919474850578432257e-01
3.889474835712376262e+02,8.501128681835381506e-01,1.070540193825039132e+01
3.722213407448866178e+02,1.965330292604547113e-01,4.904299542613215124e+01
3.351939561122348437e+02,9.691930802751763663e-01,2.481022791782332981e-01
3.560596170114438905e+02,5.600095007396400648e-01,3.045163386884757628e+00
3.619178626951086812e+02,6.504065109317743731e-01,3.416152723907357469e+00
3.863648520702264477e+02,3.270286430970291702e-01,4.947997894055298218e+01
3.548648366583354914e+02,6.467043239501312213e-01,2.162934970478536112e+00
3.854359473517815786e+02,1.991784729364149131e-01,1.021246881642719444e+02
3.736823884135806679e+02,4.438871629623736270e-01,1.412464754669821154e+01
3.996713354259749735e+02,7.726638305344242230e-01,2.289937414121823167e+01
3.341205729738049968e+02,6.947259576696972472e-01,4.263184937069218750e-01
3.515686729329123636e+02,9.598185705741215656e-01,8.291259878582517562e-01
3.631017078426829130e+02,2.002216891554630673e-01,2.731317208797672080e+01
