t,p,q,dp_dt,dp_dt_noisy
2.890578115623124589e+01,4.052496363924076306e-01,1.852193873021703019e-01,4.647892513972434747e-07,1.613424480665050231e-02
2.891578315663132770e+01,4.052496410386684511e-01,1.852193896113074612e-01,4.624436327847064598e-07,1.067982766446280663e-03
2.892578515703140596e+01,4.052496456611736075e-01,1.852193919086562723e-01,4.601100039528654984e-07,5.845552100167457181e-03
2.893578715743148777e+01,4.052496502600360095e-01,1.852193941942726352e-01,4.577883079420752566e-07,3.025618220404142304e-03
2.894578915783156603e+01,4.052496548353680117e-01,1.852193964682123106e-01,4.554784880667767100e-07,1.043154522636261308e-02
2.895579115823164784e+01,4.052496593872819686e-01,1.852193987305309486e-01,4.531804876136552584e-07,-1.022905349350359053e-02
2.896579315863172610e+01,4.052496639158899572e-01,1.852194009812841158e-01,4.508942501122575885e-07,6.761231406688050782e-03
2.897579515903180791e+01,4.052496684213036660e-01,1.852194032205271845e-01,4.486197191025387276e-07,-3.803802350570712875e-03
2.898579715943188617e+01,4.052496729036347278e-01,1.852194054483154440e-01,4.463568383013954977e-07,-2.861555305236563023e-03
2.899579915983196798e+01,4.052496773629944427e-01,1.852194076647040721e-01,4.441055516408304316e-07,4.423463584135802645e-04
2.900580116023204624e+01,4.052496817994938327e-01,1.852194098697481361e-01,4.418658028082500522e-07,-1.537420289048559673e-03
2.901580316063212805e+01,4.052496862132438094e-01,1.852194120635025643e-01,4.396375361346432920e-07,-7.092429420705920542e-03
2.902580516103220631e+01,4.052496906043548397e-01,1.852194142460221460e-01,4.374206957150766906e-07,-2.027999772095029785e-03
2.903580716143228813e+01,4.052496949729373910e-01,1.852194164173615876e-01,4.352152259169683735e-07,-8.846691044100785800e-03
2.904580916183236639e+01,4.052496993191014862e-01,1.852194185775754287e-01,4.330210711112059130e-07,1.512825167509472893e-02
2.905581116223244820e+01,4.052497036429570376e-01,1.852194207267181536e-01,4.308381759653145959e-07,7.413415402711512163e-03
2.906581316263252646e+01,4.052497079446136241e-01,1.852194228648440799e-01,4.286664850479404709e-07,-3.579344647228991684e-03
2.907581516303260827e+01,4.052497122241806027e-01,1.852194249920074143e-01,4.265059432000811723e-07,1.621531578316449257e-02
2.908581716343268653e+01,4.052497164817672193e-01,1.852194271082622523e-01,4.243564953286538266e-07,1.321068334051619074e-02
2.909581916383276834e+01,4.052497207174822202e-01,1.852194292136625231e-01,4.222180866042535285e-07,5.330428222871472048e-03
2.910582116423284660e+01,4.052497249314343519e-01,1.852194313082621280e-01,4.200906621367600513e-07,-4.765990944762302575e-03
2.911582316463292841e+01,4.052497291237320276e-01,1.852194333921147462e-01,4.179741671193198949e-07,3.063986687719628954e-03
2.912582516503300667e+01,4.052497332944833830e-01,1.852194354652740294e-01,4.158685470937589779e-07,6.170399505715263092e-03
2.913582716543308848e+01,4.052497374437963318e-01,1.852194375277934346e-01,4.137737476019032190e-07,1.424843414977565448e-02
2.914582916583316674e+01,4.052497415717786211e-01,1.852194395797263360e-01,4.116897142324160708e-07,-1.258418685424460759e-03
2.915583116623324855e+01,4.052497456785376095e-01,1.852194416211259687e-01,4.096163927613111211e-07,-5.072829268305714505e-03
2.916583316663332681e+01,4.052497497641806001e-01,1.852194436520454845e-01,4.075537291502173698e-07,2.317220232550561143e-02
2.917583516703340862e+01,4.052497538288144519e-01,1.852194456725378691e-01,4.055016694232138619e-07,1.423297777773803452e-02
2.918583716743348688e+01,4.052497578725459682e-01,1.852194476826559966e-01,4.034601597292797326e-07,3.614804118939283009e-03
2.919583916783356869e+01,4.052497618954816194e-01,1.852194496824526582e-01,4.014291462867830562e-07,-8.564717495541924672e-03
2.920584116823364695e+01,4.052497658977275985e-01,1.852194516719804784e-01,3.994085754736864669e-07,5.340519211624885319e-03
2.921584316863372877e+01,4.052497698793898762e-01,1.852194536512919987e-01,3.973983940339792520e-07,1.157454963042733355e-02
2.922584516903380703e+01,4.052497738405743122e-01,1.852194556204395937e-01,3.953985482953170649e-07,7.986233246345411652e-03
2.923584716943388884e+01,4.052497777813862667e-01,1.852194575794755826e-01,3.934089851439365182e-07,8.670262051953335491e-03
2.924584916983396710e+01,4.052497817019311555e-01,1.852194595284521184e-01,3.914296515510756747e-07,9.548600350745354822e-04
2.925585117023404891e+01,4.052497856023139500e-01,1.852194614674212148e-01,3.894604943908280825e-07,1.176823976298333949e-02
2.926585317063412717e+01,4.052497894826393998e-01,1.852194633964348303e-01,3.875014608877014322e-07,-5.439310740608273645e-03
2.927585517103420898e+01,4.052497933430121435e-01,1.852194653155447845e-01,3.855524981499769410e-07,-3.826408819782144404e-03
2.928585717143428724e+01,4.052497971835363755e-01,1.852194672248027030e-01,3.836135537439028242e-07,-4.424560121269544878e-03
2.929585917183436905e+01,4.052498010043161791e-01,1.852194691242601554e-01,3.816845749824576695e-07,-5.863024340640644698e-03
2.930586117223444731e+01,4.052498048054554158e-01,1.852194710139686284e-01,3.797655096036273159e-07,1.978590960958766243e-02
2.931586317263452912e+01,4.052498085870576694e-01,1.852194728939794144e-01,3.778563052465183647e-07,-1.624247611672659242e-02
2.932586517303460738e+01,4.052498123492262461e-01,1.852194747643437223e-01,3.759569097722820219e-07,2.839960425507825036e-03
2.933586717343468919e+01,4.052498160920642856e-01,1.852194766251126223e-01,3.740672712155418411e-07,-9.249807754297014253e-03
2.934586917383476745e+01,4.052498198156745390e-01,1.852194784763371016e-01,3.721873377618423184e-07,-1.181212655289173331e-02
2.935587117423484926e+01,4.052498235201597021e-01,1.852194803180679528e-01,3.703170574423375605e-07,1.475463595567444094e-03
2.936587317463492752e+01,4.052498272056221373e-01,1.852194821503559408e-01,3.684563787895167586e-07,-1.502273190572651212e-02
2.937587517503500933e+01,4.052498308721639853e-01,1.852194839732516363e-01,3.666052500843341999e-07,-4.345523855659417459e-04
2.938587717543508759e+01,4.052498345198871088e-01,1.852194857868055267e-01,3.647636200154041886e-07,2.316022135370131990e-02
2.939587917583516941e+01,4.052498381488930934e-01,1.852194875910679883e-01,3.629314372782799225e-07,-6.535335279721829873e-04
2.940588117623524766e+01,4.052498417592834690e-01,1.852194893860892588e-01,3.611086508027022690e-07,4.971813903351740040e-03
2.941588317663532948e+01,4.052498453511592658e-01,1.852194911719194370e-01,3.592952094507578797e-07,-7.976243379289203392e-03
2.942588517703540774e+01,4.052498489246215141e-01,1.852194929486085107e-01,3.574910622580057540e-07,5.203427858670099486e-03
2.943588717743548955e+01,4.052498524797708557e-01,1.852194947162063843e-01,3.556961584265383447e-07,-1.434900309081467082e-02
2.944588917783556781e+01,4.052498560167077102e-01,1.852194964747628236e-01,3.539104473544718577e-07,2.297096791735654241e-03
2.945589117823564962e+01,4.052498595355322197e-01,1.852194982243274279e-01,3.521338785891087175e-07,-8.714537531090847580e-04
2.946589317863572788e+01,4.052498630363444709e-01,1.852194999649497409e-01,3.503664014869317667e-07,2.186601166126193874e-02
2.947589517903580969e+01,4.052498665192441063e-01,1.852195016966791674e-01,3.486079657374907548e-07,-5.293343639342564400e-04
2.948589717943588795e+01,4.052498699843305463e-01,1.852195034195649459e-01,3.468585212731967182e-07,-3.292720137127031800e-03
2.949589917983596976e+01,4.052498734317031004e-01,1.852195051336562870e-01,3.451180179969703943e-07,-5.270746640840697980e-03
2.950590118023604802e+01,4.052498768614606894e-01,1.852195068390021793e-01,3.433864059990826556e-07,-1.163201354441662297e-02
2.951590318063612983e+01,4.052498802737021233e-01,1.852195085356515836e-01,3.416636353056196063e-07,7.875754137676499109e-03
2.952590518103620809e+01,4.052498836685258787e-01,1.852195102236532387e-01,3.399496563954301775e-07,1.461666083740582357e-02
2.953590718143628990e+01,4.052498870460301550e-01,1.852195119030558834e-01,3.382444196502187861e-07,-3.472177521438257492e-03
2.954590918183636816e+01,4.052498904063130958e-01,1.852195135739080067e-01,3.365478754204648260e-07,7.260731662405948104e-03
2.955591118223644997e+01,4.052498937494723452e-01,1.852195152362580977e-01,3.348599746013508627e-07,-3.319838227623238269e-03
2.956591318263652823e+01,4.052498970756055474e-01,1.852195168901544509e-01,3.331806678972398794e-07,4.185806713670409476e-03
2.957591518303661005e+01,4.052499003848099579e-01,1.852195185356452500e-01,3.315099061807630365e-07,4.743840605578518790e-03
2.958591718343668830e+01,4.052499036771826657e-01,1.852195201727785678e-01,3.298476405812905687e-07,-1.404990797417881958e-02
2.959591918383677012e+01,4.052499069528204267e-01,1.852195218016023937e-01,3.281938221327829197e-07,-7.504052463066724493e-03
2.960592118423684838e+01,4.052499102118198304e-01,1.852195234221645226e-01,3.265484021398173953e-07,9.464479487337576144e-03
2.961592318463693019e+01,4.052499134542771886e-01,1.852195250345126665e-01,3.249113320648311376e-07,-1.879306411466045643e-02
2.962592518503700845e+01,4.052499166802885910e-01,1.852195266386944539e-01,3.232825633633223950e-07,2.182561214927024058e-04
2.963592718543709026e+01,4.052499198899499611e-01,1.852195282347573191e-01,3.216620477110992971e-07,-3.278648629126376321e-03
2.964592918583716852e+01,4.052499230833567778e-01,1.852195298227486409e-01,3.200497368637672535e-07,-9.099738557910993023e-03
2.965593118623725033e+01,4.052499262606045205e-01,1.852195314027156314e-01,3.184455826723414651e-07,6.264935794765983182e-04
2.966593318663732859e+01,4.052499294217882242e-01,1.852195329747054198e-01,3.168495371526358628e-07,3.189435768233127300e-03
2.967593518703741040e+01,4.052499325670028130e-01,1.852195345387649961e-01,3.152615524054658280e-07,5.487180526480595587e-03
2.968593718743748866e+01,4.052499356963429333e-01,1.852195360949412117e-01,3.136815808560400320e-07,-2.607306928629373605e-02
2.969593918783757047e+01,4.052499388099028987e-01,1.852195376432808349e-01,3.121095747144614352e-07,1.683736845314327824e-02
2.970594118823764873e+01,4.052499419077769671e-01,1.852195391838304950e-01,3.105454864545109661e-07,-4.642258605960757067e-03
2.971594318863773054e+01,4.052499449900590078e-01,1.852195407166367103e-01,3.089892687112988368e-07,1.049106734974107266e-02
2.972594518903780880e+01,4.052499480568426682e-01,1.852195422417458326e-01,3.074408743055506710e-07,-1.108165924265462491e-03
2.973594718943789061e+01,4.052499511082214290e-01,1.852195437592041860e-01,3.059002560597268161e-07,-5.694725875733819102e-03
2.974594918983796887e+01,4.052499541442884379e-01,1.852195452690578725e-01,3.043673668743501759e-07,-5.465854977084699633e-04
2.975595119023805069e+01,4.052499571651366761e-01,1.852195467713529387e-01,3.028421599951536258e-07,3.171076876561930435e-02
2.976595319063812894e+01,4.052499601708587917e-01,1.852195482661352921e-01,3.013245885065407581e-07,1.570213812587864868e-02
2.977595519103821076e+01,4.052499631615472664e-01,1.852195497534507573e-01,2.998146058537376479e-07,-3.376314399372303942e-03
2.978595719143828902e+01,4.052499661372943596e-01,1.852195512333449368e-01,2.983121654680925827e-07,2.346036548125102726e-03
2.979595919183836727e+01,4.052499690981919978e-01,1.852195527058634328e-01,2.968172209700387087e-07,1.127627091407834570e-02
2.980596119223844909e+01,4.052499720443319964e-01,1.852195541710516535e-01,2.953297261257259443e-07,5.869896645344536805e-03
2.981596319263852735e+01,4.052499749758057268e-01,1.852195556289548961e-01,2.938496346058944164e-07,9.117193278669442772e-04
2.982596519303860916e+01,4.052499778927045604e-01,1.852195570796183466e-01,2.923769005843540603e-07,-1.809024343901606850e-03
2.983596719343868742e+01,4.052499807951194799e-01,1.852195585230870800e-01,2.909114778827659453e-07,-1.068138169272547788e-02
2.984596919383876923e+01,4.052499836831412461e-01,1.852195599594060604e-01,2.894533209004540586e-07,7.560213368526568292e-03
2.985597119423884749e+01,4.052499865568603421e-01,1.852195613886201131e-01,2.880023839638840011e-07,1.106590384204764015e-02
2.986597319463892930e+01,4.052499894163671401e-01,1.852195628107738967e-01,2.865586214064602677e-07,2.233788169001953150e-02
2.987597519503900756e+01,4.052499922617516237e-01,1.852195642259120423e-01,2.851219878859806434e-07,-5.401276232741815397e-03
2.988597719543908937e+01,4.052499950931036099e-01,1.852195656340790142e-01,2.836924379787109096e-07,6.550615871649366484e-03
2.989597919583916763e+01,4.052499979105126382e-01,1.852195670353191381e-01,2.822699266633726944e-07,-2.745682748226652126e-04
2.990598119623924944e+01,4.052500007140681371e-01,1.852195684296766565e-01,2.808544087851139182e-07,1.259994634719404163e-02
2.991598319663932770e+01,4.052500035038590354e-01,1.852195698171956451e-01,2.794458393799020834e-07,-9.407305101594596805e-04
2.992598519703940951e+01,4.052500062799743175e-01,1.852195711979201243e-01,2.780441736589117641e-07,-6.429274030178465209e-03
2.993598719743948777e+01,4.052500090425024681e-01,1.852195725718939201e-01,2.766493669131148136e-07,-1.684492608810391617e-02
2.994598919783956958e+01,4.052500117915318611e-01,1.852195739391608309e-01,2.752613745635873466e-07,7.185272597528291963e-03
2.995599119823964784e+01,4.052500145271506482e-01,1.852195752997644329e-01,2.738801522100819952e-07,1.645631503050820664e-03
2.996599319863972966e+01,4.052500172494467034e-01,1.852195766537482191e-01,2.725056554714333501e-07,1.127220642959257842e-02
2.997599519903980791e+01,4.052500199585076235e-01,1.852195780011556270e-01,2.711378400358649410e-07,-5.463028753896546734e-03
2.998599719943988973e+01,4.052500226544207829e-01,1.852195793420298997e-01,2.697766620096686552e-07,2.596246095973561707e-02
2.999599919983996799e+01,4.052500253372733896e-01,1.852195806764141417e-01,2.684220773378070968e-07,-7.037901362557475414e-03
3.000600120024004980e+01,4.052500280071523187e-01,1.852195820043514018e-01,2.670740421126943653e-07,5.169133098392436794e-03
3.001600320064012806e+01,4.052500306641441674e-01,1.852195833258846180e-01,2.657325126054210784e-07,4.187975015521216288e-03
3.002600520104020987e+01,4.052500333083354778e-01,1.852195846410565061e-01,2.643974453871850150e-07,1.107399122317344851e-02
3.003600720144028813e+01,4.052500359398122920e-01,1.852195859499097541e-01,2.630687968574463298e-07,-1.613455858502781202e-03
3.004600920184036994e+01,4.052500385586607079e-01,1.852195872524869391e-01,2.617465236810778695e-07,-9.129163628409516298e-03
3.005601120224044820e+01,4.052500411649662682e-01,1.852195885488304161e-01,2.604305826200969953e-07,-9.842761027134504931e-03
3.006601320264053001e+01,4.052500437588145710e-01,1.852195898389825401e-01,2.591209304764197086e-07,8.171682405472160612e-03
3.007601520304060827e+01,4.052500463402907149e-01,1.852195911229854719e-01,2.578175243277830431e-07,1.074856459202699639e-03
3.008601720344069008e+01,4.052500489094796876e-01,1.852195924008812611e-01,2.565203213664157822e-07,3.462145923299272780e-03
3.009601920384076834e+01,4.052500514664662545e-01,1.852195936727118464e-01,2.552292787637300275e-07,-8.126895228137318364e-03
3.010602120424085015e+01,4.052500540113349037e-01,1.852195949385190832e-01,2.539443539808367012e-07,1.412228481252329401e-03
3.011602320464092841e+01,4.052500565441699010e-01,1.852195961983446049e-01,2.526655044562953201e-07,2.191143066791119941e-03
3.012602520504101022e+01,4.052500590650148782e-01,1.852195974522104494e-01,2.513927080238093081e-07,6.166906557546190416e-03
3.013602720544108848e+01,4.052500615737788525e-01,1.852195987000729294e-01,2.501260104800784312e-07,-1.461588986694964225e-02
3.014602920584117030e+01,4.052500640704904122e-01,1.852195999419463945e-01,2.488653973471005587e-07,-7.671725130144843585e-03
3.015603120624124855e+01,4.052500665551928005e-01,1.852196011778523832e-01,2.476108467309307004e-07,1.729227870009675261e-02
3.016603320664133037e+01,4.052500690279293161e-01,1.852196024078124059e-01,2.463623368399725511e-07,-3.929266854142795390e-03
3.017603520704140863e+01,4.052500714887432576e-01,1.852196036318479733e-01,2.451198457490560978e-07,-8.390144707128675697e-04
3.018603720744149044e+01,4.052500739376778127e-01,1.852196048499805681e-01,2.438833517116878458e-07,-3.983599824519198571e-03
3.019603920784156870e+01,4.052500763747761137e-01,1.852196060622316176e-01,2.426528329518840010e-07,-1.496696391012731012e-02
3.020604120824165051e+01,4.052500788000812926e-01,1.852196072686226047e-01,2.414282676346801715e-07,-1.075696008220657432e-02
3.021604320864172877e+01,4.052500812136364261e-01,1.852196084691749289e-01,2.402096340916454187e-07,3.707275271632317227e-03
3.022604520904181058e+01,4.052500836154845909e-01,1.852196096639099621e-01,2.389969105173056496e-07,-6.720593625445961047e-03
3.023604720944188884e+01,4.052500860056688081e-01,1.852196108528491314e-01,2.377900751738409868e-07,2.027158791912878066e-02
3.024604920984197065e+01,4.052500883842319324e-01,1.852196120360137255e-01,2.365891065368025403e-07,-1.498159117790424759e-02
3.025605121024204891e+01,4.052500907512169848e-01,1.852196132134251438e-01,2.353939826827550208e-07,-1.942329400387122346e-02
3.026605321064213072e+01,4.052500931066667644e-01,1.852196143851046750e-01,2.342046822988858024e-07,-3.919439765540939057e-03
3.027605521104220898e+01,4.052500954506241815e-01,1.852196155510735798e-01,2.330211834981887886e-07,-1.209527006404022449e-02
3.028605721144229079e+01,4.052500977831319795e-01,1.852196167113531744e-01,2.318434647614192601e-07,1.380686186714757957e-02
3.029605921184236905e+01,4.052501001042329576e-01,1.852196178659646919e-01,2.306715044600449183e-07,-4.262002287751239481e-03
3.030606121224245086e+01,4.052501024139697483e-01,1.852196190149293931e-01,2.295052811181891306e-07,5.163779224994578809e-03
3.031606321264252912e+01,4.052501047123851508e-01,1.852196201582684276e-01,2.283447730327264891e-07,-1.418527801438905327e-02
3.032606521304261094e+01,4.052501069995217420e-01,1.852196212960030564e-01,2.271899587590053837e-07,6.607235551769131618e-03
3.033606721344268919e+01,4.052501092754220435e-01,1.852196224281544013e-01,2.260408169321714844e-07,6.336056466985412645e-03
3.034606921384277101e+01,4.052501115401286880e-01,1.852196235547436121e-01,2.248973258681813414e-07,1.233398012043567492e-02
3.035607121424284927e+01,4.052501137936841968e-01,1.852196246757918385e-01,2.237594643253459914e-07,2.131141906668275639e-03
3.036607321464293108e+01,4.052501160361310362e-01,1.852196257913202027e-01,2.226272105641108334e-07,5.095605824663439545e-03
3.037607521504300934e+01,4.052501182675115610e-01,1.852196269013497432e-01,2.215005434486050362e-07,1.595003231592723517e-03
3.038607721544309115e+01,4.052501204878682373e-01,1.852196280059015820e-01,2.203794414751963915e-07,9.166414144665501265e-03
3.039607921584316941e+01,4.052501226972433646e-01,1.852196291049967025e-01,2.192638831124971155e-07,-4.207400405536330240e-03
3.040608121624325122e+01,4.052501248956792423e-01,1.852196301986561988e-01,2.181538473044336568e-07,5.362303787097033939e-03
3.041608321664332948e+01,4.052501270832182256e-01,1.852196312869010264e-01,2.170493124328820578e-07,-5.778523765296003471e-03
3.042608521704341129e+01,4.052501292599024474e-01,1.852196323697521962e-01,2.159502574070742975e-07,6.975796983073507401e-03
3.043608721744348955e+01,4.052501314257741516e-01,1.852196334472306638e-01,2.148566606990920391e-07,-2.862643415446443091e-03
3.044608921784357136e+01,4.052501335808754157e-01,1.852196345193573568e-01,2.137685012736784129e-07,-6.591379596159777435e-03
3.045609121824364962e+01,4.052501357252483727e-01,1.852196355861532306e-01,2.126857575907720177e-07,-6.881537852293428612e-03
3.046609321864373143e+01,4.052501378589351555e-01,1.852196366476391853e-01,2.116084087105257749e-07,1.461280924472481944e-02
3.047609521904380969e+01,4.052501399819776751e-01,1.852196377038360653e-01,2.105364333027798240e-07,-1.567927212104053974e-02
3.048609721944389150e+01,4.052501420944180088e-01,1.852196387547647427e-01,2.094698100980896260e-07,-1.492778564806754998e-02
3.049609921984396976e+01,4.052501441962980122e-01,1.852196398004460898e-01,2.084085180126260539e-07,6.269248416462359225e-03
3.050610122024405158e+01,4.052501462876596516e-01,1.852196408409009232e-01,2.073525358931710416e-07,-1.006189806173610202e-02
3.051610322064412983e+01,4.052501483685447270e-01,1.852196418761500041e-01,2.063018426333440569e-07,-4.764299773611666532e-03
3.052610522104421165e+01,4.052501504389950937e-01,1.852196429062141214e-01,2.052564169446186026e-07,-5.037960903541461449e-03
3.053610722144428991e+01,4.052501524990524961e-01,1.852196439311140641e-01,2.042162380224560314e-07,2.269340922281996853e-02
3.054610922184437172e+01,4.052501545487587342e-01,1.852196449508705378e-01,2.031812845384312061e-07,-6.832826319443565527e-03
3.055611122224444998e+01,4.052501565881554413e-01,1.852196459655043037e-01,2.021515355440234307e-07,-7.323283944106495982e-03
3.056611322264453179e+01,4.052501586172843062e-01,1.852196469750359842e-01,2.011269700837731156e-07,-3.993029623235279726e-03
3.057611522304461005e+01,4.052501606361869069e-01,1.852196479794863127e-01,2.001075670669122397e-07,2.219396340041091421e-03
3.058611722344469186e+01,4.052501626449048766e-01,1.852196489788759393e-01,1.990933055067561908e-07,4.913830678355733672e-03
3.059611922384477012e+01,4.052501646434796823e-01,1.852196499732254864e-01,1.980841644756009545e-07,-1.480001439828628959e-02
3.060612122424485193e+01,4.052501666319528462e-01,1.852196509625555765e-01,1.970801230006397065e-07,4.385493287056541588e-03
3.061612322464493019e+01,4.052501686103657796e-01,1.852196519468868041e-01,1.960811601350864741e-07,1.946215470569181982e-02
3.062612522504501200e+01,4.052501705787600050e-01,1.852196529262397084e-01,1.950872550258303528e-07,-1.793994990811764723e-02
3.063612722544509026e+01,4.052501725371767671e-01,1.852196539006348841e-01,1.940983867573103927e-07,5.696866897162367917e-03
3.064612922584517207e+01,4.052501744856574217e-01,1.852196548700928702e-01,1.931145345752949272e-07,7.634111388407640100e-03
3.065613122624525033e+01,4.052501764242433246e-01,1.852196558346341226e-01,1.921356773699339771e-07,1.488326749309023134e-03
3.066613322664533214e+01,4.052501783529756096e-01,1.852196567942791805e-01,1.911617945691418408e-07,-2.015297882769180766e-03
3.067613522704541040e+01,4.052501802718956325e-01,1.852196577490484997e-01,1.901928653007256553e-07,-2.360829723267917138e-02
3.068613722744549221e+01,4.052501821810444160e-01,1.852196586989625360e-01,1.892288688035148603e-07,1.194323549948363671e-02
3.069613922784557047e+01,4.052501840804631494e-01,1.852196596440417176e-01,1.882697841897040814e-07,-3.299814131804266592e-03
3.070614122824565229e+01,4.052501859701928555e-01,1.852196605843064170e-01,1.873155909427187682e-07,-2.117698523002899992e-03
3.071614322864573055e+01,4.052501878502747235e-01,1.852196615197770901e-01,1.863662681140382249e-07,1.221880316337852108e-02
3.072614522904581236e+01,4.052501897207496095e-01,1.852196624504740263e-01,1.854217951645364959e-07,-2.346026816609940446e-02
3.073614722944589062e+01,4.052501915816584810e-01,1.852196633764176259e-01,1.844821514631472814e-07,-7.379399681859417481e-04
3.074614922984596888e+01,4.052501934330423605e-01,1.852196642976282337e-01,1.835473160752276733e-07,5.904625314087525237e-03
3.075615123024605069e+01,4.052501952749420489e-01,1.852196652141260835e-01,1.826172686663490863e-07,7.144640818512929155e-03
3.076615323064612895e+01,4.052501971073984022e-01,1.852196661259315202e-01,1.816919884146256381e-07,6.037195224906841823e-03
3.077615523104621076e+01,4.052501989304522212e-01,1.852196670330647776e-01,1.807714549491995504e-07,2.034316327992569118e-02
3.078615723144628902e+01,4.052502007441442511e-01,1.852196679355460895e-01,1.798556474568585584e-07,2.787760382341462981e-03
3.079615923184637083e+01,4.052502025485152370e-01,1.852196688333957175e-01,1.789445455927657358e-07,1.013972378750132089e-02
3.080616123224644909e+01,4.052502043436058132e-01,1.852196697266338676e-01,1.780381286321797152e-07,7.681928752022852171e-03
3.081616323264653090e+01,4.052502061294566693e-01,1.852196706152806627e-01,1.771363761591399077e-07,-1.484629767566691960e-02
3.082616523304660916e+01,4.052502079061083284e-01,1.852196714993563087e-01,1.762392676362550814e-07,-7.712172193467971455e-03
3.083616723344669097e+01,4.052502096736014248e-01,1.852196723788809563e-01,1.753467827360355447e-07,2.080580553281271769e-02
3.084616923384676923e+01,4.052502114319763704e-01,1.852196732538747004e-01,1.744589008343538916e-07,-2.739728520572497304e-03
3.085617123424685104e+01,4.052502131812737440e-01,1.852196741243576361e-01,1.735756015898426430e-07,-6.817217969838976471e-04
3.086617323464692930e+01,4.052502149215339022e-01,1.852196749903498585e-01,1.726968645796023161e-07,-1.318456074047364389e-02
3.087617523504701111e+01,4.052502166527972571e-01,1.852196758518714348e-01,1.718226694223667916e-07,-3.442492942175868261e-03
3.088617723544708937e+01,4.052502183751041653e-01,1.852196767089423768e-01,1.709529957108490983e-07,-1.314310119913182640e-02
3.089617923584717119e+01,4.052502200884949279e-01,1.852196775615827240e-01,1.700878231522540140e-07,-6.099584452558245995e-03
3.090618123624724944e+01,4.052502217930098460e-01,1.852196784098124605e-01,1.692271313271515032e-07,5.527155652896890807e-03
3.091618323664733126e+01,4.052502234886890542e-01,1.852196792536515424e-01,1.683709001092797974e-07,-8.319668946816174623e-03
3.092618523704740952e+01,4.052502251755727980e-01,1.852196800931199816e-01,1.675191090896172019e-07,-6.155545725493243719e-03
3.093618723744749133e+01,4.052502268537012675e-01,1.852196809282376788e-01,1.666717379892462825e-07,1.337182483291609811e-02
3.094618923784756959e+01,4.052502285231144863e-01,1.852196817590245348e-01,1.658287665327190519e-07,4.696205557776634079e-03
3.095619123824765140e+01,4.052502301838525889e-01,1.852196825855004780e-01,1.649901746596932339e-07,5.153160620388173505e-03
3.096619323864772966e+01,4.052502318359555433e-01,1.852196834076853260e-01,1.641559419403304521e-07,9.937859009660954604e-03
3.097619523904781147e+01,4.052502334794633176e-01,1.852196842255990072e-01,1.633260484964343950e-07,-5.518898573856168693e-03
3.098619723944788973e+01,4.052502351144159354e-01,1.852196850392612837e-01,1.625004738669416637e-07,-3.911694895569128687e-03
3.099619923984797154e+01,4.052502367408531980e-01,1.852196858486920283e-01,1.616791980955933905e-07,-2.059316038087521603e-02
3.100620124024804980e+01,4.052502383588150181e-01,1.852196866539109754e-01,1.608622010196986141e-07,7.327241233696379051e-03
3.101620324064813161e+01,4.052502399683412526e-01,1.852196874549379424e-01,1.600494624384024567e-07,-2.078901507745944000e-03
3.102620524104820987e+01,4.052502415694715920e-01,1.852196882517926357e-01,1.592409623590168577e-07,-5.052843982699858747e-05
3.103620724144829168e+01,4.052502431622458379e-01,1.852196890444948174e-01,1.584366808356912903e-07,-1.090760778935269057e-02
3.104620924184836994e+01,4.052502447467036806e-01,1.852196898330641939e-01,1.576365976484889186e-07,6.191135940518418743e-03
3.105621124224845175e+01,4.052502463228847551e-01,1.852196906175204438e-01,1.568406928810495149e-07,6.258100564072584596e-03
3.106621324264853001e+01,4.052502478908286410e-01,1.852196913978832182e-01,1.560489465285419541e-07,1.808528189262187521e-03
3.107621524304861182e+01,4.052502494505749731e-01,1.852196921741721958e-01,1.552613385063378315e-07,-1.589757651714594072e-02
3.108621724344869008e+01,4.052502510021632753e-01,1.852196929464069719e-01,1.544778490247117331e-07,-8.431420696692596209e-03
3.109621924384877190e+01,4.052502525456330718e-01,1.852196937146071698e-01,1.536984580701589165e-07,-3.510412790269380723e-04
3.110622124424885016e+01,4.052502540810237197e-01,1.852196944787923849e-01,1.529231457089719193e-07,-8.377091440881549722e-03
3.111622324464893197e+01,4.052502556083746876e-01,1.852196952389821571e-01,1.521518920195863434e-07,3.854837648709991387e-03
3.112622524504901023e+01,4.052502571277253329e-01,1.852196959951960542e-01,1.513846773146254598e-07,1.005465649000281472e-02
3.113622724544909204e+01,4.052502586391150130e-01,1.852196967474535882e-01,1.506214815632372916e-07,-7.558782716134796430e-03
3.114622924584917030e+01,4.052502601425829742e-01,1.852196974957742714e-01,1.498622849375325083e-07,-1.817075265289851312e-03
3.115623124624925211e+01,4.052502616381685185e-01,1.852196982401775605e-01,1.491070676824801655e-07,-6.856255690262042304e-03
3.116623324664933037e+01,4.052502631259107813e-01,1.852196989806829397e-01,1.483558100898868526e-07,1.030889154494876551e-02
3.117623524704941218e+01,4.052502646058490088e-01,1.852196997173098381e-01,1.476084921878811906e-07,8.965676836839086422e-03
3.118623724744949044e+01,4.052502660780222254e-01,1.852197004500776845e-01,1.468650944157212646e-07,2.661619708217505959e-02
3.119623924784957225e+01,4.052502675424696221e-01,1.852197011790058800e-01,1.461255969576608083e-07,7.131856233218816278e-05
3.120624124824965051e+01,4.052502689992301677e-01,1.852197019041137982e-01,1.453899801714259032e-07,-9.340022575918040595e-03
