theta,a
4.034406881376275678e-01,8.499546606288488348e-02
4.035807161432286572e-01,8.532211637289810469e-02
4.037207441488297466e-01,8.564885316820980421e-02
4.038607721544309470e-01,8.597567646482540127e-02
4.040008001600320364e-01,8.630258627875031507e-02
4.041408281656331258e-01,8.662958262598907666e-02
4.042808561712342152e-01,8.695666552254621706e-02
4.044208841768354157e-01,8.728383498442449095e-02
4.045609121824365051e-01,8.761109102762665302e-02
4.047009401880375945e-01,8.793843366815456974e-02
4.048409681936387949e-01,8.826586292201055173e-02
4.049809961992398843e-01,8.859337880519380093e-02
4.051210242048409738e-01,8.892098133370440749e-02
4.052610522104420632e-01,8.924867052354157337e-02
4.054010802160432636e-01,8.957644639070405645e-02
4.055411082216443530e-01,8.990430895118972643e-02
4.056811362272454424e-01,9.023225822099512072e-02
4.058211642328466429e-01,9.056029421611810903e-02
4.059611922384477323e-01,9.088841695255256425e-02
4.061012202440488217e-01,9.121662644629413563e-02
4.062412482496499111e-01,9.154492271333758424e-02
4.063812762552511115e-01,9.187330576967589479e-02
4.065213042608522009e-01,9.220177563130249609e-02
4.066613322664532904e-01,9.253033231420859650e-02
4.068013602720543798e-01,9.285897583438673664e-02
4.069413882776555802e-01,9.318770620782768077e-02
4.070814162832566696e-01,9.351652345052086091e-02
4.072214442888577590e-01,9.384542757845526495e-02
4.073614722944589595e-01,9.417441860761988082e-02
4.075015003000600489e-01,9.450349655400325233e-02
4.076415283056611383e-01,9.483266143359125877e-02
4.077815563112622277e-01,9.516191326237155579e-02
4.079215843168634281e-01,9.549125205633046676e-02
4.080616123224645175e-01,9.582067783145031825e-02
4.082016403280656069e-01,9.615019060371654547e-02
4.083416683336666964e-01,9.647979038911413951e-02
4.084816963392678968e-01,9.680947720362453879e-02
4.086217243448689862e-01,9.713925106323006986e-02
4.087617523504700756e-01,9.746911198391217113e-02
4.089017803560712760e-01,9.779905998165139280e-02
4.090418083616723655e-01,9.812909507242739693e-02
4.091818363672734549e-01,9.845921727221984554e-02
4.093218643728745443e-01,9.878942659700662432e-02
4.094618923784757447e-01,9.911972306276517486e-02
4.096019203840768341e-01,9.945010668547249466e-02
4.097419483896779235e-01,9.978057748110558123e-02
4.098819763952791240e-01,1.001111354656396557e-01
4.100220044008802134e-01,1.004417806550481629e-01
4.101620324064813028e-01,1.007725130653054357e-01
4.103020604120823922e-01,1.011033327123849190e-01
4.104420884176835926e-01,1.014342396122600576e-01
4.105821164232846820e-01,1.017652337809011875e-01
4.107221444288857715e-01,1.020963152342790892e-01
4.108621724344868609e-01,1.024274839883636545e-01
4.110022004400880613e-01,1.027587400591261080e-01
4.111422284456891507e-01,1.030900834625327889e-01
4.112822564512902401e-01,1.034215142145522570e-01
4.114222844568914406e-01,1.037530323311526281e-01
4.115623124624925300e-01,1.040846378282989093e-01
4.117023404680936194e-01,1.044163307219574399e-01
4.118423684736947088e-01,1.047481110280918948e-01
4.119823964792959092e-01,1.050799787626677251e-01
4.121224244848969986e-01,1.054119339416468293e-01
4.122624524904980881e-01,1.057439765809924381e-01
4.124024804960992885e-01,1.060761066966664501e-01
4.125425085017003779e-01,1.064083243046280991e-01
4.126825365073014673e-01,1.067406294208383954e-01
4.128225645129025567e-01,1.070730220612579053e-01
4.129625925185037572e-01,1.074055022418431982e-01
4.131026205241048466e-01,1.077380699785526197e-01
4.132426485297059360e-01,1.080707252873445157e-01
4.133826765353070254e-01,1.084034681841727910e-01
4.135227045409082258e-01,1.087362986849940150e-01
4.136627325465093152e-01,1.090692168057629807e-01
4.138027605521104046e-01,1.094022225624318168e-01
4.139427885577116051e-01,1.097353159709562043e-01
4.140828165633126945e-01,1.100684970472856072e-01
4.142228445689137839e-01,1.104017658073730423e-01
4.143628725745148733e-01,1.107351222671688618e-01
4.145029005801160737e-01,1.110685664426216412e-01
4.146429285857171632e-01,1.114020983496808448e-01
4.147829565913182526e-01,1.117357180042968245e-01
4.149229845969194530e-01,1.120694254224141595e-01
4.150630126025205424e-01,1.124032206199796491e-01
4.152030406081216318e-01,1.127371036129400927e-01
4.153430686137227212e-01,1.130710744172400695e-01
4.154830966193239217e-01,1.134051330488232701e-01
4.156231246249250111e-01,1.137392795236329412e-01
4.157631526305261005e-01,1.140735138576123298e-01
4.159031806361271899e-01,1.144078360667024619e-01
4.160432086417283903e-01,1.147422461668425875e-01
4.161832366473294798e-01,1.150767441739763974e-01
4.163232646529305692e-01,1.154113301040395889e-01
4.164632926585317696e-01,1.157460039729705237e-01
4.166033206641328590e-01,1.160807657967102280e-01
4.167433486697339484e-01,1.164156155911912904e-01
4.168833766753350378e-01,1.167505533723511846e-01
4.170234046809362383e-01,1.170855791561260517e-01
4.171634326865373277e-01,1.174206929584480363e-01
4.173034606921384171e-01,1.177558947952510593e-01
4.174434886977396175e-01,1.180911846824685973e-01
4.175835167033407069e-01,1.184265626360305745e-01
4.177235447089417963e-01,1.187620286718682472e-01
4.178635727145428858e-01,1.190975828059128716e-01
4.180036007201440862e-01,1.194332250540921514e-01
4.181436287257451756e-01,1.197689554323346783e-01
4.182836567313462650e-01,1.201047739565677119e-01
4.184236847369473544e-01,1.204406806427185117e-01
4.185637127425485549e-01,1.207766755067116726e-01
4.187037407481496443e-01,1.211127585644717897e-01
4.188437687537507337e-01,1.214489298319247901e-01
4.189837967593519341e-01,1.217851893249912720e-01
4.191238247649530235e-01,1.221215370595953864e-01
4.192638527705541129e-01,1.224579730516563991e-01
4.194038807761552023e-01,1.227944973170975729e-01
4.195439087817564028e-01,1.231311098718372854e-01
4.196839367873574922e-01,1.234678107317930262e-01
4.198239647929585816e-01,1.238045999128840613e-01
4.199639927985597820e-01,1.241414774310269920e-01
4.201040208041608714e-01,1.244784433021384196e-01
4.202440488097619609e-01,1.248154975421327251e-01
4.203840768153630503e-01,1.251526401669251776e-01
4.205241048209642507e-01,1.254898711924292698e-01
4.206641328265653401e-01,1.258271906345576063e-01
4.208041608321664295e-01,1.261645985092201272e-01
4.209441888377675189e-01,1.265020948323303251e-01
4.210842168433687194e-01,1.268396796197976961e-01
4.212242448489698088e-01,1.271773528875290715e-01
4.213642728545708982e-01,1.275151146514343914e-01
4.215043008601720986e-01,1.278529649274227076e-01
4.216443288657731880e-01,1.281909037313964106e-01
4.217843568713742775e-01,1.285289310792645523e-01
4.219243848769753669e-01,1.288670469869295232e-01
4.220644128825765673e-01,1.292052514702963784e-01
4.222044408881776567e-01,1.295435445452675083e-01
4.223444688937787461e-01,1.298819262277444153e-01
4.224844968993799466e-01,1.302203965336290459e-01
4.226245249049810360e-01,1.305589554788206819e-01
4.227645529105821254e-01,1.308976030792172729e-01
4.229045809161832148e-01,1.312363393507207654e-01
4.230446089217844152e-01,1.315751643092251122e-01
4.231846369273855046e-01,1.319140779706287070e-01
4.233246649329865940e-01,1.322530803508263908e-01
4.234646929385876835e-01,1.325921714657125605e-01
4.236047209441888839e-01,1.329313513311811690e-01
4.237447489497899733e-01,1.332706199631248367e-01
4.238847769553910627e-01,1.336099773774366284e-01
4.240248049609922631e-01,1.339494235900065000e-01
4.241648329665933526e-01,1.342889586167239635e-01
4.243048609721944420e-01,1.346285824734789749e-01
4.244448889777955314e-01,1.349682951761597138e-01
4.245849169833967318e-01,1.353080967406525836e-01
4.247249449889978212e-01,1.356479871828444317e-01
4.248649729945989106e-01,1.359879665186216613e-01
4.250050010002001111e-01,1.363280347638671230e-01
4.251450290058012005e-01,1.366681919344649998e-01
4.252850570114022899e-01,1.370084380462990303e-01
4.254250850170033793e-01,1.373487731152480684e-01
4.255651130226045797e-01,1.376891971571945206e-01
4.257051410282056692e-01,1.380297101880194610e-01
4.258451690338067586e-01,1.383703122235986349e-01
4.259851970394078480e-01,1.387110032798122283e-01
4.261252250450090484e-01,1.390517833725364305e-01
4.262652530506101378e-01,1.393926525176465425e-01
4.264052810562112272e-01,1.397336107310191977e-01
4.265453090618124277e-01,1.400746580285274767e-01
4.266853370674135171e-01,1.404157944260435720e-01
4.268253650730146065e-01,1.407570199394410082e-01
4.269653930786156959e-01,1.410983345845902015e-01
4.271054210842168963e-01,1.414397383773615680e-01
4.272454490898179857e-01,1.417812313336250796e-01
4.273854770954190752e-01,1.421228134692475997e-01
4.275255051010202756e-01,1.424644848000973241e-01
4.276655331066213650e-01,1.428062453420402278e-01
4.278055611122224544e-01,1.431480951109413979e-01
4.279455891178235438e-01,1.434900341226663656e-01
4.280856171234247443e-01,1.438320623930788855e-01
4.282256451290258337e-01,1.441741799380391598e-01
4.283656731346269231e-01,1.445163867734100549e-01
4.285057011402280125e-01,1.448586829150517730e-01
4.286457291458292129e-01,1.452010683788245160e-01
4.287857571514303023e-01,1.455435431805867097e-01
4.289257851570313917e-01,1.458861073361954475e-01
4.290658131626325922e-01,1.462287608615060464e-01
4.292058411682336816e-01,1.465715037723769321e-01
4.293458691738347710e-01,1.469143360846607571e-01
4.294858971794358604e-01,1.472572578142106181e-01
4.296259251850370608e-01,1.476002689768800558e-01
4.297659531906381503e-01,1.479433695885217226e-01
4.299059811962392397e-01,1.482865596649847184e-01
4.300460092018404401e-01,1.486298392221194753e-01
4.301860372074415295e-01,1.489732082757728726e-01
4.303260652130426189e-01,1.493166668417948983e-01
4.304660932186437083e-01,1.496602149360302114e-01
4.306061212242449088e-01,1.500038525743256912e-01
4.307461492298459982e-01,1.503475797725259966e-01
4.308861772354470876e-01,1.506913965464735661e-01
4.310262052410481770e-01,1.510353029120117263e-01
4.311662332466493774e-01,1.513792988849820276e-01
4.313062612522504669e-01,1.517233844812246879e-01
4.314462892578515563e-01,1.520675597165803694e-01
4.315863172634527567e-01,1.524118246068861815e-01
4.317263452690538461e-01,1.527561791679792336e-01
4.318663732746549355e-01,1.531006234156979673e-01
4.320064012802560249e-01,1.534451573658754953e-01
4.321464292858572254e-01,1.537897810343480387e-01
4.322864572914583148e-01,1.541344944369495984e-01
4.324264852970594042e-01,1.544792975895092901e-01
4.325665133026606046e-01,1.548241905078624470e-01
4.327065413082616940e-01,1.551691732078355201e-01
4.328465693138627834e-01,1.555142457052602900e-01
4.329865973194638729e-01,1.558594080159636519e-01
4.331266253250650733e-01,1.562046601557756098e-01
4.332666533306661627e-01,1.565500021405181741e-01
4.334066813362672521e-01,1.568954339860195724e-01
4.335467093418683415e-01,1.572409557081022591e-01
4.336867373474695420e-01,1.575865673225904651e-01
4.338267653530706314e-01,1.579322688453044243e-01
4.339667933586717208e-01,1.582780602920670354e-01
4.341068213642729212e-01,1.586239416786963119e-01
4.342468493698740106e-01,1.589699130210124878e-01
4.343868773754751000e-01,1.593159743348322444e-01
4.345269053810761894e-01,1.596621256359740393e-01
4.346669333866773899e-01,1.600083669402527775e-01
4.348069613922784793e-01,1.603546982634815876e-01
4.349469893978795687e-01,1.607011196214749305e-01
4.350870174034807691e-01,1.610476310300454905e-01
4.352270454090818586e-01,1.613942325050055082e-01
4.353670734146829480e-01,1.617409240621636712e-01
4.355071014202840374e-01,1.620877057173308877e-01
4.356471294258852378e-01,1.624345774863140690e-01
4.357871574314863272e-01,1.627815393849205705e-01
4.359271854370874166e-01,1.631285914289559713e-01
4.360672134426885060e-01,1.634757336342276268e-01
4.362072414482897065e-01,1.638229660165366752e-01
4.363472694538907959e-01,1.641702885916878074e-01
4.364872974594918853e-01,1.645177013754817175e-01
4.366273254650930857e-01,1.648652043837204317e-01
4.367673534706941751e-01,1.652127976322010916e-01
4.369073814762952646e-01,1.655604811367230589e-01
4.370474094818963540e-01,1.659082549130856954e-01
4.371874374874975544e-01,1.662561189770839221e-01
4.373274654930986438e-01,1.666040733445135480e-01
4.374674934986997332e-01,1.669521180311668296e-01
4.376075215043009337e-01,1.673002530528386878e-01
4.377475495099020231e-01,1.676484784253204907e-01
4.378875775155031125e-01,1.679967941644031626e-01
4.380276055211042019e-01,1.683452002858767393e-01
4.381676335267054023e-01,1.686936968055294805e-01
4.383076615323064917e-01,1.690422837391483135e-01
4.384476895379075811e-01,1.693909611025223860e-01
4.385877175435086706e-01,1.697397289114328522e-01
4.387277455491098710e-01,1.700885871816670836e-01
4.388677735547109604e-01,1.704375359290075664e-01
4.390078015603120498e-01,1.707865751692350109e-01
4.391478295659132502e-01,1.711357049181323475e-01
4.392878575715143397e-01,1.714849251914776218e-01
4.394278855771154291e-01,1.718342360050506556e-01
4.395679135827165185e-01,1.721836373746272741e-01
4.397079415883177189e-01,1.725331293159868551e-01
4.398479695939188083e-01,1.728827118449021150e-01
4.399879975995198977e-01,1.732323849771479907e-01
4.401280256051210982e-01,1.735821487284980869e-01
4.402680536107221876e-01,1.739320031147228995e-01
4.404080816163232770e-01,1.742819481515947011e-01
4.405481096219243664e-01,1.746319838548822112e-01
4.406881376275255668e-01,1.749821102403554818e-01
4.408281656331266563e-01,1.753323273237783475e-01
4.409681936387277457e-01,1.756826351209208603e-01
4.411082216443288351e-01,1.760330336475468549e-01
4.412482496499300355e-01,1.763835229194197218e-01
4.413882776555311249e-01,1.767341029523024076e-01
4.415283056611322143e-01,1.770847737619578588e-01
4.416683336667334148e-01,1.774355353641459132e-01
4.418083616723345042e-01,1.777863877746233001e-01
4.419483896779355936e-01,1.781373310091520779e-01
4.420884176835366830e-01,1.784883650834871993e-01
4.422284456891378834e-01,1.788394900133862819e-01
4.423684736947389728e-01,1.791907058146025022e-01
4.425085017003400623e-01,1.795420125028890368e-01
4.426485297059412627e-01,1.798934100940003944e-01
4.427885577115423521e-01,1.802448986036866430e-01
4.429285857171434415e-01,1.805964780476982945e-01
4.430686137227445309e-01,1.809481484417827524e-01
4.432086417283457314e-01,1.812999098016909727e-01
4.433486697339468208e-01,1.816517621431668061e-01
4.434886977395479102e-01,1.820037054819563238e-01
4.436287257451489996e-01,1.823557398338047086e-01
4.437687537507502000e-01,1.827078652144540349e-01
4.439087817563512894e-01,1.830600816396459329e-01
4.440488097619523788e-01,1.834123891251229210e-01
4.441888377675535793e-01,1.837647876866244090e-01
4.443288657731546687e-01,1.841172773398871421e-01
4.444688937787557581e-01,1.844698581006483096e-01
4.446089217843568475e-01,1.848225299846455449e-01
4.447489497899580480e-01,1.851752930076129289e-01
4.448889777955591374e-01,1.855281471852849862e-01
4.450290058011602268e-01,1.858810925333922448e-01
4.451690338067614272e-01,1.862341290676674532e-01
4.453090618123625166e-01,1.865872568038406953e-01
4.454490898179636060e-01,1.869404757576407228e-01
4.455891178235646954e-01,1.872937859447936226e-01
4.457291458291658959e-01,1.876471873810294788e-01
4.458691738347669853e-01,1.880006800820694934e-01
4.460092018403680747e-01,1.883542640636406418e-01
4.461492298459691641e-01,1.887079393414645700e-01
4.462892578515703645e-01,1.890617059312638126e-01
4.464292858571714540e-01,1.894155638487573512e-01
4.465693138627725434e-01,1.897695131096668320e-01
4.467093418683737438e-01,1.901235537297076839e-01
4.468493698739748332e-01,1.904776857245984445e-01
4.469893978795759226e-01,1.908319091100540987e-01
4.471294258851770120e-01,1.911862239017891874e-01
4.472694538907782125e-01,1.915406301155169189e-01
4.474094818963793019e-01,1.918951277669496136e-01
4.475495099019803913e-01,1.922497168717969274e-01
4.476895379075815917e-01,1.926043974457702923e-01
4.478295659131826811e-01,1.929591695045758115e-01
4.479695939187837705e-01,1.933140330639226967e-01
4.481096219243848600e-01,1.936689881395143864e-01
4.482496499299860604e-01,1.940240347470574278e-01
4.483896779355871498e-01,1.943791729022557035e-01
4.485297059411882392e-01,1.947344026208086554e-01
4.486697339467893286e-01,1.950897239184197218e-01
4.488097619523905291e-01,1.954451368107879006e-01
4.489497899579916185e-01,1.958006413136099688e-01
4.490898179635927079e-01,1.961562374425858124e-01
4.492298459691939083e-01,1.965119252134095440e-01
4.493698739747949977e-01,1.968677046417766086e-01
4.495099019803960871e-01,1.972235757433802306e-01
4.496499299859971766e-01,1.975795385339131904e-01
4.497899579915983770e-01,1.979355930290647159e-01
4.499299859971994664e-01,1.982917392445266991e-01
4.500700140028005558e-01,1.986479771959857032e-01
4.502100420084016452e-01,1.990043068991305120e-01
4.503500700140028457e-01,1.993607283696468002e-01
4.504900980196039351e-01,1.997172416232180225e-01
4.506301260252050245e-01,2.000738466755285216e-01
4.507701540308062249e-01,2.004305435422604198e-01
4.509101820364073143e-01,2.007873322390936188e-01
4.510502100420084037e-01,2.011442127817089087e-01
4.511902380476094931e-01,2.015011851857853031e-01
4.513302660532106936e-01,2.018582494669978189e-01
4.514702940588117830e-01,2.022154056410236933e-01
4.516103220644128724e-01,2.025726537235361668e-01
4.517503500700140728e-01,2.029299937302111445e-01
4.518903780756151622e-01,2.032874256767174259e-01
4.520304060812162517e-01,2.036449495787278074e-01
4.521704340868173411e-01,2.040025654519097564e-01
4.523104620924185415e-01,2.043602733119342929e-01
4.524504900980196309e-01,2.047180731744657756e-01
4.525905181036207203e-01,2.050759650551698954e-01
4.527305461092218097e-01,2.054339489697127874e-01
4.528705741148230102e-01,2.057920249337557017e-01
4.530106021204240996e-01,2.061501929629612206e-01
4.531506301260251890e-01,2.065084530729883738e-01
4.532906581316263894e-01,2.068668052794984114e-01
4.534306861372274788e-01,2.072252495981476983e-01
4.535707141428285682e-01,2.075837860445921557e-01
4.537107421484296577e-01,2.079424146344885926e-01
4.538507701540308581e-01,2.083011353834898216e-01
4.539907981596319475e-01,2.086599483072477668e-01
4.541308261652330369e-01,2.090188534214165728e-01
4.542708541708342374e-01,2.093778507416432788e-01
4.544108821764353268e-01,2.097369402835771446e-01
4.545509101820364162e-01,2.100961220628656534e-01
4.546909381876375056e-01,2.104553960951549563e-01
4.548309661932387060e-01,2.108147623960912043e-01
4.549709941988397954e-01,2.111742209813161075e-01
4.551110222044408848e-01,2.115337718664713762e-01
4.552510502100419743e-01,2.118934150671987204e-01
4.553910782156431747e-01,2.122531505991371858e-01
4.555311062212442641e-01,2.126129784779249299e-01
4.556711342268453535e-01,2.129728987191978895e-01
4.558111622324465539e-01,2.133329113385937781e-01
4.559511902380476434e-01,2.136930163517454240e-01
4.560912182436487328e-01,2.140532137742847674e-01
4.562312462492498222e-01,2.144135036218441925e-01
4.563712742548510226e-01,2.147738859100538633e-01
4.565113022604521120e-01,2.151343606545417231e-01
4.566513302660532014e-01,2.154949278709357152e-01
4.567913582716544019e-01,2.158555875748620068e-01
4.569313862772554913e-01,2.162163397819463206e-01
4.570714142828565807e-01,2.165771845078090507e-01
4.572114422884576701e-01,2.169381217680763640e-01
4.573514702940588705e-01,2.172991515783655458e-01
4.574914982996599599e-01,2.176602739542978782e-01
4.576315263052610494e-01,2.180214889114893140e-01
4.577715543108621388e-01,2.183827964655598031e-01
4.579115823164633392e-01,2.187441966321208575e-01
4.580516103220644286e-01,2.191056894267893185e-01
4.581916383276655180e-01,2.194672748651766980e-01
4.583316663332667185e-01,2.198289529628940642e-01
4.584716943388678079e-01,2.201907237355511526e-01
4.586117223444688973e-01,2.205525871987568109e-01
4.587517503500699867e-01,2.209145433681176662e-01
4.588917783556711871e-01,2.212765922592407897e-01
4.590318063612722765e-01,2.216387338877292557e-01
4.591718343668733660e-01,2.220009682691856945e-01
4.593118623724745664e-01,2.223632954192122924e-01
4.594518903780756558e-01,2.227257153534099032e-01
4.595919183836767452e-01,2.230882280873771606e-01
4.597319463892778346e-01,2.234508336367104775e-01
4.598719743948790351e-01,2.238135320170075993e-01
4.600120024004801245e-01,2.241763232438609421e-01
4.601520304060812139e-01,2.245392073328660310e-01
4.602920584116823033e-01,2.249021842996143938e-01
4.604320864172835037e-01,2.252652541596962266e-01
4.605721144228845931e-01,2.256284169287003927e-01
4.607121424284856825e-01,2.259916726222153116e-01
4.608521704340868830e-01,2.263550212558267383e-01
4.609921984396879724e-01,2.267184628451208717e-01
4.611322264452890618e-01,2.270819974056785817e-01
4.612722544508901512e-01,2.274456249530847352e-01
4.614122824564913516e-01,2.278093455029193137e-01
4.615523104620924411e-01,2.281731590707614110e-01
4.616923384676935305e-01,2.285370656721887883e-01
4.618323664732947309e-01,2.289010653227787628e-01
4.619723944788958203e-01,2.292651580381055432e-01
4.621124224844969097e-01,2.296293438337437820e-01
4.622524504900979991e-01,2.299936227252654675e-01
4.623924784956991996e-01,2.303579947282421436e-01
4.625325065013002890e-01,2.307224598582418018e-01
4.626725345069013784e-01,2.310870181308337656e-01
4.628125625125024678e-01,2.314516695615838060e-01
4.629525905181036682e-01,2.318164141660572497e-01
4.630926185237047576e-01,2.321812519598194235e-01
4.632326465293058471e-01,2.325461829584303253e-01
4.633726745349070475e-01,2.329112071774530612e-01
4.635127025405081369e-01,2.332763246324449646e-01
4.636527305461092263e-01,2.336415353389664773e-01
4.637927585517103157e-01,2.340068393125722679e-01
4.639327865573115162e-01,2.343722365688196696e-01
4.640728145629126056e-01,2.347377271232597984e-01
4.642128425685136950e-01,2.351033109914482111e-01
4.643528705741148954e-01,2.354689881889329151e-01
4.644928985797159848e-01,2.358347587312632498e-01
4.646329265853170742e-01,2.362006226339898873e-01
4.647729545909181637e-01,2.365665799126572821e-01
4.649129825965193641e-01,2.369326305828116652e-01
4.650530106021204535e-01,2.372987746599966030e-01
4.651930386077215429e-01,2.376650121597538856e-01
4.653330666133226323e-01,2.380313430976244149e-01
4.654730946189238328e-01,2.383977674891464282e-01
4.656131226245249222e-01,2.387642853498603834e-01
4.657531506301260116e-01,2.391308966952996329e-01
4.658931786357272120e-01,2.394976015410015258e-01
4.660332066413283014e-01,2.398643999024980822e-01
4.661732346469293908e-01,2.402312917953217664e-01
4.663132626525304802e-01,2.405982772350032661e-01
4.664532906581316807e-01,2.409653562370719371e-01
4.665933186637327701e-01,2.413325288170540261e-01
4.667333466693338595e-01,2.416997949904780008e-01
4.668733746749350599e-01,2.420671547728661110e-01
4.670134026805361493e-01,2.424346081797419394e-01
4.671534306861372388e-01,2.428021552266286243e-01
4.672934586917383282e-01,2.431697959290457511e-01
4.674334866973395286e-01,2.435375303025111293e-01
4.675735147029406180e-01,2.439053583625430122e-01
4.677135427085417074e-01,2.442732801246569885e-01
4.678535707141427968e-01,2.446412956043668707e-01
4.679935987197439973e-01,2.450094048171864713e-01
4.681336267253450867e-01,2.453776077786260501e-01
4.682736547309461761e-01,2.457459045041954226e-01
4.684136827365473765e-01,2.461142950094035164e-01
4.685537107421484659e-01,2.464827793097570385e-01
4.686937387477495554e-01,2.468513574207609196e-01
4.688337667533506448e-01,2.472200293579196462e-01
4.689737947589518452e-01,2.475887951367350404e-01
4.691138227645529346e-01,2.479576547727075919e-01
4.692538507701540240e-01,2.483266082813364584e-01
4.693938787757552245e-01,2.486956556781221295e-01
4.695339067813563139e-01,2.490647969785566573e-01
4.696739347869574033e-01,2.494340321981369790e-01
4.698139627925584927e-01,2.498033613523573671e-01
4.699539907981596931e-01,2.501727844567080972e-01
4.700940188037607825e-01,2.505423015266798892e-01
4.702340468093618719e-01,2.509119125777616865e-01
4.703740748149629614e-01,2.512816176254397682e-01
4.705141028205641618e-01,2.516514166852008572e-01
4.706541308261652512e-01,2.520213097725281237e-01
4.707941588317663406e-01,2.523912969029051823e-01
4.709341868373675410e-01,2.527613780918125386e-01
4.710742148429686305e-01,2.531315533547306984e-01
4.712142428485697199e-01,2.535018227071352825e-01
4.713542708541708093e-01,2.538721861645054645e-01
4.714942988597720097e-01,2.542426437423150887e-01
4.716343268653730991e-01,2.546131954560379995e-01
4.717743548709741885e-01,2.549838413211453769e-01
4.719143828765753890e-01,2.553545813531079567e-01
4.720544108821764784e-01,2.557254155673951423e-01
4.721944388877775678e-01,2.560963439794732288e-01
4.723344668933786572e-01,2.564673666048080669e-01
4.724744948989798576e-01,2.568384834588650634e-01
4.726145229045809470e-01,2.572096945571047399e-01
4.727545509101820365e-01,2.575809999149893947e-01
4.728945789157831259e-01,2.579523995479786613e-01
4.730346069213843263e-01,2.583238934715299528e-01
4.731746349269854157e-01,2.586954817011011265e-01
4.733146629325865051e-01,2.590671642521451545e-01
4.734546909381877056e-01,2.594389411401158974e-01
4.735947189437887950e-01,2.598108123804654390e-01
4.737347469493898844e-01,2.601827779886436431e-01
4.738747749549909738e-01,2.605548379800990411e-01
4.740148029605921742e-01,2.609269923702792759e-01
4.741548309661932636e-01,2.612992411746293264e-01
4.742948589717943531e-01,2.616715844085932829e-01
4.744348869773955535e-01,2.620440220876130155e-01
4.745749149829966429e-01,2.624165542271281737e-01
4.747149429885977323e-01,2.627891808425806275e-01
4.748549709941988217e-01,2.631619019494060296e-01
4.749949989998000222e-01,2.635347175630418093e-01
4.751350270054011116e-01,2.639076276989205105e-01
4.752750550110022010e-01,2.642806323724760098e-01
4.754150830166032904e-01,2.646537315991390749e-01
4.755551110222044908e-01,2.650269253943409176e-01
4.756951390278055802e-01,2.654002137735069766e-01
4.758351670334066696e-01,2.657735967520657994e-01
4.759751950390078701e-01,2.661470743454419363e-01
4.761152230446089595e-01,2.665206465690577176e-01
4.762552510502100489e-01,2.668943134383345850e-01
4.763952790558111383e-01,2.672680749686944246e-01
4.765353070614123387e-01,2.676419311755551256e-01
4.766753350670134282e-01,2.680158820743323567e-01
4.768153630726145176e-01,2.683899276804417866e-01
4.769553910782157180e-01,2.687640680092981960e-01
4.770954190838168074e-01,2.691383030763128126e-01
4.772354470894178968e-01,2.695126328968959761e-01
4.773754750950189862e-01,2.698870574864566940e-01
4.775155031006201867e-01,2.702615768604008650e-01
4.776555311062212761e-01,2.706361910341366084e-01
4.777955591118223655e-01,2.710109000230662701e-01
4.779355871174234549e-01,2.713857038425926405e-01
4.780756151230246553e-01,2.717606025081167331e-01
4.782156431286257448e-01,2.721355960350364533e-01
4.783556711342268342e-01,2.725106844387505944e-01
4.784956991398280346e-01,2.728858677346548411e-01
4.786357271454291240e-01,2.732611459381417696e-01
4.787757551510302134e-01,2.736365190646066203e-01
4.789157831566313028e-01,2.740119871294384168e-01
4.790558111622325033e-01,2.743875501480279588e-01
4.791958391678335927e-01,2.747632081357602729e-01
4.793358671734346821e-01,2.751389611080234943e-01
4.794758951790358825e-01,2.755148090802026495e-01
4.796159231846369719e-01,2.758907520676787684e-01
4.797559511902380613e-01,2.762667900858342129e-01
4.798959791958391508e-01,2.766429231500477925e-01
4.800360072014403512e-01,2.770191512756974284e-01
4.801760352070414406e-01,2.773954744781588211e-01
4.803160632126425300e-01,2.777718927728081155e-01
4.804560912182436194e-01,2.781484061750165715e-01
4.805961192238448199e-01,2.785250147001554488e-01
4.807361472294459093e-01,2.789017183635955632e-01
4.808761752350469987e-01,2.792785171807024014e-01
4.810162032406481991e-01,2.796554111668454468e-01
4.811562312462492885e-01,2.800324003373866333e-01
4.812962592518503779e-01,2.804094847076901154e-01
4.814362872574514673e-01,2.807866642931173828e-01
4.815763152630526678e-01,2.811639391090263729e-01
4.817163432686537572e-01,2.815413091707754667e-01
4.818563712742548466e-01,2.819187744937230455e-01
4.819963992798560470e-01,2.822963350932221616e-01
4.821364272854571364e-01,2.826739909846240906e-01
4.822764552910582259e-01,2.830517421832818847e-01
4.824164832966593153e-01,2.834295887045454876e-01
4.825565113022605157e-01,2.838075305637612900e-01
4.826965393078616051e-01,2.841855677762761268e-01
4.828365673134626945e-01,2.845637003574332802e-01
4.829765953190637839e-01,2.849419283225773647e-01
4.831166233246649844e-01,2.853202516870489980e-01
4.832566513302660738e-01,2.856986704661865772e-01
4.833966793358671632e-01,2.860771846753284997e-01
4.835367073414683636e-01,2.864557943298118303e-01
4.836767353470694530e-01,2.868344994449691931e-01
4.838167633526705425e-01,2.872133000361332122e-01
4.839567913582716319e-01,2.875921961186356235e-01
4.840968193638728323e-01,2.879711877078054982e-01
4.842368473694739217e-01,2.883502748189701315e-01
4.843768753750750111e-01,2.887294574674559300e-01
4.845169033806762116e-01,2.891087356685853038e-01
4.846569313862773010e-01,2.894881094376815511e-01
4.847969593918783904e-01,2.898675787900666379e-01
4.849369873974794798e-01,2.902471437410580890e-01
