d,I1,I2,theta_tilt,F
2.241637370243027005e-02,9.669874386528728394e+01,4.693967389307776727e+01,1.137873547679867925e-01,2.665252917111668798e-02
8.062124643281601971e-03,4.933150403511620397e+01,3.646989559930413094e+01,4.783761261681797050e-01,3.984498113290653454e-02
1.763580451841635990e-02,3.367164782913416587e+01,7.196115718395157046e+01,1.725799700432451567e-01,2.162790276198808120e-02
1.216482659856654019e-02,7.852544981996935292e+01,6.345920309868652254e+01,8.858547891960166787e-03,7.874382920362475724e-02
3.749721396125665213e-02,5.148776032347988263e+01,6.562520191633126387e+01,3.211692109622882318e-02,8.723832101908170211e-03
2.953856878585126716e-02,6.016303391368479936e+01,6.979273231262766330e+01,4.241359793704625458e-01,1.501036218024402909e-02
1.183937831920381031e-02,6.810265723030273932e+01,2.765372796638564168e+01,7.828848845579106097e-04,2.638903476612277504e-02
3.221014867587456559e-02,1.847703061301512051e+01,2.776378679407750028e+01,1.992235928982409310e-01,1.650783981936800602e-03
1.223739530982499886e-02,8.213068373497902996e+01,9.307994198001763664e+01,3.816276139524483191e-01,1.336813818222039596e-01
3.074285013896068883e-02,9.525101581488766556e+01,6.745217739506765042e+01,7.461832348251468128e-02,2.343057657054919279e-02
2.047597636565163734e-02,2.257777350508683156e+01,2.862784279542141874e+01,3.360053550049371118e-01,4.028886398310742648e-03
3.913479622481504105e-02,7.366392796120670994e+01,6.218155918725530285e+01,1.348939361946257520e-01,1.082597615388627282e-02
2.721094967559496355e-02,9.744454602203249749e+01,8.636058329666664690e+01,4.728606862012958434e-01,3.457585535882510414e-02
4.207542640673315321e-02,6.896741890464225833e+01,8.460733639191803945e+01,4.451273901373832276e-01,1.114644670505276006e-02
2.083292526188569929e-02,5.610448485782697503e+01,2.383164853518851345e+01,2.277449208151146043e-01,8.349099998965667582e-03
2.322301799970937289e-02,3.277902454483093919e+01,3.609675745505893474e+01,4.801077758487362623e-01,5.800671533699413955e-03
1.728686566699162014e-02,9.938541366774791186e+01,6.025345040597233037e+01,4.209245408077959549e-01,4.926434722403060656e-02
3.621620001663725108e-02,8.995996361656666807e+01,7.125440279160014256e+01,1.246817093970233326e-01,1.756344608115661607e-02
4.674854880240711386e-02,8.038800286629683001e+01,1.212677027599791479e+01,2.239314804109775459e-01,1.598073560540761795e-03
8.174971621574577893e-03,1.885935000862112787e+01,2.311465410902610529e+01,4.599957544150508615e-01,8.763144987005051095e-03
3.127624399132670346e-02,2.773109200274567598e+01,4.852436733935228830e+01,2.015518776743395746e-01,4.601781161837585968e-03
2.902958589583346308e-02,5.256803476981291112e+01,8.258747254400860527e+01,4.062075385056036492e-01,1.638998283467947570e-02
4.289649842440970001e-02,2.595970852157538289e+01,7.104491187802474883e+01,2.017756882885251013e-01,3.652651256305537372e-03
2.645604695057827277e-02,6.482491448322151939e+01,5.148447375169733675e+01,2.861212314310414562e-01,1.471249836129850941e-02
3.338627720137656019e-02,2.390461726587864177e+01,8.078796986011332137e+01,4.131691738244475665e-01,5.693742839339558694e-03
1.841237811718141743e-02,6.960859014219889218e+01,5.662344726133661510e+01,4.750942537894695672e-01,2.842032148046892345e-02
3.275589111336191933e-02,3.073373423653269754e+01,2.058712977941549838e+01,2.331341754329585569e-02,2.014162272346447808e-03
4.193019027624968892e-02,1.691082761597158068e+01,5.277516743107690189e+01,3.357466204397070442e-01,1.760600113235403445e-03
1.034212169601850771e-02,5.157853545229962577e+01,1.018543565471870238e+01,2.710529578608398826e-01,8.096247969391186239e-03
3.522547324784171957e-02,8.336768964558410744e+01,9.556989619634290989e+01,4.958689129083483360e-01,2.084443851276278348e-02
1.027772951121729873e-02,7.475254262864100951e+01,2.831741299173306459e+01,3.576596671758078827e-01,3.363931990701181374e-02
4.013575172669712338e-02,7.020697413345337168e+01,4.165263397339199969e+01,6.617828649058521417e-03,6.590107895285974259e-03
2.848205717205512522e-02,2.935806155071265522e+01,5.650686711950940833e+01,1.052159615133925752e-01,6.768403400355219555e-03
3.235430142464180286e-02,7.008710716119118445e+01,1.263436017258121957e+01,3.247461749771588524e-01,2.722030929120211173e-03
2.294447314804618290e-02,1.171052704492662322e+01,8.016453132008619775e+01,2.014965358642545334e-01,5.572256986040116135e-03
2.666836960076972296e-02,9.469004653613484379e+01,8.303890453923426662e+01,1.449781892293171004e-01,3.693635446217335278e-02
1.298248223397430699e-02,9.017714234191038258e+01,5.749749640038681520e+01,4.464518703591476290e-01,6.467316107373501100e-02
4.188818648802316441e-02,2.155213977096397215e+01,3.076687259888534953e+01,7.164933178281962523e-02,1.373023923836794733e-03
1.609625705919141489e-02,9.209200816605712703e+01,1.025729740603856044e+01,2.814139228512975710e-01,8.230053751208849661e-03
3.210812247218198384e-02,2.824027237302111715e+01,7.908630995679980913e+01,4.132925315097664698e-01,7.035650897492835322e-03
3.583670583105327129e-02,5.651414804997985897e+01,7.979466447660526285e+01,1.448278709224009586e-01,1.265374411054040991e-02
1.831044251365019498e-02,2.230443840728457516e+01,5.710588803539764058e+01,2.776861687291629632e-01,1.002845368947986524e-02
1.042556752630717336e-02,7.416867403833707328e+01,1.214582507613963358e+01,4.246560918578916599e-01,1.304050349885262257e-02
1.215285800081755685e-02,7.939639940554343411e+01,5.655388056354932047e+01,9.655947554537175348e-02,6.813144007536688085e-02
1.141416175298016339e-02,7.308978290856329352e+01,2.808414995873591380e+01,2.571726031310613281e-01,2.924823310774040883e-02
2.648873507263251395e-02,2.393019499705592423e+01,2.202119586983248922e+01,2.939891163225582527e-01,2.257595433991825377e-03
2.046121981055935152e-02,4.542117582806411491e+01,4.995297068100293103e+01,1.775148747700274199e-01,1.522582209375851134e-02
1.165213225738547832e-02,7.881353408430527452e+01,2.816439997634613590e+01,1.660977178869602611e-01,3.138511122143659154e-02
4.518318420091808896e-02,4.353927423694911880e+01,4.610458776750729015e+01,2.984102939279612010e-01,3.470618431414084978e-03
1.655854063330539430e-02,2.044754246898851591e+01,4.545749037394786995e+01,5.509551361315828677e-02,8.565954256498248612e-03
5.014822542228970434e-03,5.858893326053271977e+01,3.365152013487222149e+01,3.706637804920662194e-01,9.376533281803840769e-02
1.917647278756941936e-02,6.566826864316662693e+01,9.937443263632064827e+01,2.433292667447816693e-01,5.483235200192262265e-02
1.659969608660069942e-02,9.290746567732314531e+01,6.271606922997606404e+01,2.168062837241149787e-01,5.500759772049504392e-02
2.282136342039294344e-02,2.502619508796094294e+01,9.073607894750736591e+01,1.926550149318015381e-01,1.396624956411200366e-02
1.564825147885005180e-02,9.831065298165945876e+01,9.919472279569379225e+01,4.845470401964198093e-01,1.070157647573732607e-01
2.021313466008139645e-02,1.641622575414439567e+01,7.696958898289602757e+01,1.756974713299496726e-01,9.191955154182160012e-03
3.003421690894701734e-02,6.084069717332830862e+01,2.160621077785408417e+01,4.511089705096123503e-01,4.343234879922324744e-03
8.032189883451506737e-03,6.468476073333383169e+01,3.131943424440167334e+01,4.713441778940427596e-01,4.359466316960990129e-02
8.072083763046026400e-03,4.179443835052038025e+01,7.844247098194978207e+01,4.595052406068828033e-02,1.230699149260153086e-01
1.646898755008297660e-02,7.463600002101901509e+01,7.677748372941779564e+01,3.001461665943420121e-01,5.634461450894572704e-02
2.483322773344569592e-02,3.270582133310122686e+01,1.834215498354984675e+01,3.590826957862622848e-01,2.769148581291039964e-03
2.871599547193633487e-02,9.759850330203910573e+01,1.219413207454931225e+01,2.370497192913751383e-01,4.548943372692499862e-03
1.868549297372857146e-02,1.834170937645179578e+01,7.598849313964093710e+01,2.557516142482468280e-01,1.127866098861985897e-02
6.297061801803188578e-03,4.192012972208704724e+01,3.756789302325618252e+01,4.032826727882272699e-01,5.342572530456503321e-02
4.484866861135104743e-02,2.121726597752026322e+01,2.866530900317026820e+01,1.421319811122597199e-01,1.099024181394986800e-03
1.783042110115056963e-02,4.965341709601667475e+01,9.607374190623293941e+01,3.848741661816617032e-01,4.291638968221465206e-02
2.752864300451197607e-02,9.495271634381391834e+01,3.225091935473446370e+01,3.273062979069328304e-01,1.229727092537805620e-02
9.347616120643425369e-03,9.625834578523246421e+01,3.648377036772189541e+01,2.240447963900235595e-01,6.895505692067413483e-02
1.142699014189737031e-02,3.203490173325563006e+01,6.334911416047405197e+01,8.408367998302590518e-02,3.535557126611041379e-02
3.533649864213420783e-02,2.208069684959892598e+01,2.790879040531581978e+01,1.411261358183829584e-02,1.730205235774901406e-03
1.572663280228640825e-02,3.949211454148532852e+01,3.394446265769602888e+01,5.319853945796271244e-02,1.294503008898372810e-02
3.252092174820834375e-02,3.026931490328620811e+01,9.635439209876173550e+01,2.719963391062835689e-01,9.658008940314264865e-03
2.863118486597788365e-02,1.050382857423877780e+01,4.553008253742130762e+01,3.809451724636842562e-01,1.786783608728934568e-03
2.892634345074547586e-02,2.964810337813248609e+01,7.295640082448882424e+01,4.179122692356823099e-01,8.063775917588346040e-03
4.549691707504247701e-02,3.692215400001359171e+01,4.266934735934980694e+01,2.243262063595509170e-01,2.738448634052907931e-03
2.628260565366895979e-02,9.550971754706567651e+01,3.376747104956222501e+01,2.784633979691147898e-02,1.471557339841166913e-02
4.611984145906057597e-02,5.728752749477642681e+01,5.616317928708481588e+01,2.264782780527085371e-01,5.472095567141572157e-03
3.206016668910303957e-02,7.941132043482002700e+01,5.547371084290391252e+01,6.064602700327775819e-02,1.480694118228077782e-02
3.840292317060722826e-02,2.035877979617629308e+01,7.104496528395993948e+01,1.296504456983983422e-01,3.562478094599992335e-03
2.619463940907528279e-02,7.337878909938594063e+01,7.851805787576790863e+01,1.769330203305413685e-02,2.796046032132636430e-02
3.354425727783924560e-02,1.243870848734938228e+01,8.630324496105123444e+01,1.262151481841489731e-01,3.421209959661223026e-03
4.545748273787569155e-02,4.955887642361136614e+01,8.540759879376427932e+01,2.852415916119719896e-01,7.406211478736608733e-03
3.154855499667237606e-02,4.765904948828571008e+01,5.250031038967805586e+01,3.237438426367550415e-02,8.630886051672902876e-03
3.639633558365724247e-02,9.409713946353359404e+01,5.646604820792691015e+01,1.670397474857295839e-01,1.418159213104946449e-02
1.372799185924796807e-02,8.841772194757906789e+01,5.600812152481736916e+01,3.012306599715731115e-01,5.964228380456568224e-02
8.536778110084464188e-03,5.245977237152059303e+01,5.880205708982660440e+01,1.893867244220515111e-02,8.519002190608053471e-02
4.787955362004189808e-02,6.054769357987173350e+01,5.052189042725841972e+01,2.259521066714663129e-01,4.824355740068967703e-03
1.324215521679636930e-02,2.297861285277380716e+01,4.907518168482686605e+01,3.732585375316259113e-01,1.358305571852200418e-02
1.910288372149288386e-02,9.849638717428716461e+01,9.719834740089278569e+01,4.523037633372027910e-01,7.447234456647074119e-02
2.334130485090018733e-02,3.432874740066522179e+01,4.592157640859279155e+01,4.122361543707849796e-01,8.014624491810428894e-03
4.176660291901532207e-02,5.133747019167833514e+01,6.999464624881809982e+01,2.680879167231282056e-01,7.362432802952041146e-03
1.834949215735510314e-02,7.121879087994432211e+01,8.998008973182663794e+01,2.868754634339195642e-01,5.550633228543112169e-02
1.207317913435951469e-02,2.803523231938871163e+01,8.694934859719344900e+01,4.003882724805667981e-01,4.161359085352470816e-02
2.423595104473714318e-02,2.618856286593641514e+01,7.938599649861026819e+01,3.811656332837803918e-01,1.066775711734817451e-02
4.213285130587937632e-02,4.172510881782795877e+01,2.934893202703887027e+01,4.949539065470461296e-01,2.212293908723229636e-03
6.981719647521388017e-03,5.918100609799539313e+01,9.419347919162638050e+01,2.096649126001021157e-01,3.404761469408802421e-01
2.901234826431313071e-02,8.627730762708037560e+01,3.773684428460820328e+01,2.263757776732804872e-01,1.242342384784790935e-02
3.668181703201985749e-02,7.314083818220416333e+01,9.575773932154802992e+01,5.399649295070790833e-02,1.932154151824995447e-02
2.599302613648021842e-02,4.659643361484289414e+01,3.973113430543445190e+01,3.435520769083720838e-01,8.136151793501800178e-03
4.426402861907862557e-02,3.403068266769814443e+01,5.767237273013635246e+01,1.382942456584045909e-01,3.675011596423942081e-03
2.215579843687704581e-02,6.342962047559788630e+01,4.386452611172210680e+01,3.443093931677917996e-01,1.568666118232873996e-02
3.681342602263973363e-02,1.200426835944771220e+01,6.801842550502587414e+01,6.402274031766003182e-02,2.179516152056376437e-03
1.259464994685273800e-02,5.025668088997089455e+01,9.425401568129002783e+01,1.956316690868309394e-01,8.357717954272961269e-02
1.113449540423071607e-02,6.348487363838282249e+01,6.860480907675092510e+01,4.629958157252554440e-01,7.362535658863808563e-02
3.353113976660854201e-02,3.221896376256246697e+01,2.955577373056530988e+01,1.439303514927378069e-01,2.895015437145845045e-03
2.435256788300535838e-02,1.149709773953231284e+01,2.647337446185730769e+01,7.429296349148162282e-02,1.548736966606143210e-03
2.929751451519265609e-02,3.698993147166893891e+01,9.377396839404310924e+01,4.643465285922621089e-01,1.276436916497038394e-02
3.274749303799678185e-02,1.209442624534420929e+01,3.603135117527207143e+01,1.886922838703208871e-01,1.372427754942719081e-03
1.765771290314327446e-02,7.573197981004763335e+01,5.869000588951333697e+01,4.341215262910002037e-01,3.503152429654676075e-02
2.699174561305594730e-02,8.843367736470783314e+01,4.416611340312746847e+01,3.590795462543898142e-01,1.615238199224683022e-02
4.284595809395481264e-02,6.333511311623690432e+01,4.308378669593077603e+01,6.090120041095481440e-02,5.443181460409072039e-03
9.073839432782015296e-03,2.201385074787731710e+01,8.593305760893539968e+01,2.313914743999372914e-01,5.884254835713127046e-02
3.070518441778088276e-02,7.120190415941758033e+01,7.709913720630241585e+01,4.804619425687985945e-01,1.804286045141732103e-02
4.227035673258195542e-02,4.177448433110461679e+01,7.105924123229418399e+01,3.158796127798265685e-01,5.865230198759513111e-03
5.932786973857481425e-03,6.523334054321644260e+01,1.406705543351111665e+01,2.414393592412110712e-01,2.866832222648089609e-02
3.719572368202722634e-02,5.600316080152289544e+01,2.496676835459770061e+01,3.615710408815608345e-01,3.356454615911486777e-03
1.408273200994016906e-02,3.556504413142503296e+01,4.237287514983825076e+01,1.203486098796665016e-01,1.727953571385449846e-02
1.995458097167710984e-02,4.966328649591888933e+01,4.244420134214956875e+01,1.758278355237616331e-01,1.449774313846793894e-02
5.169291277266709062e-03,5.030511171315470165e+01,4.490687581960169439e+01,2.475442377836284402e-02,1.310938111667008799e-01
2.035101598812764576e-02,6.609474753783078427e+01,6.616710155063664445e+01,2.058107075720419510e-01,3.044573636696547292e-02
4.258577066053931964e-02,5.379203288756347945e+01,9.439338186923482965e+01,4.313654139424161205e-02,1.057079816721635812e-02
8.608267780272342573e-03,7.180098282780518559e+01,8.251616115252461725e+01,6.030894512011997222e-02,2.034064577837870480e-01
4.625836840401527372e-02,8.598947925852326080e+01,1.280482942754351150e+01,1.044869793258266788e-01,1.879133909177269557e-03
2.435331714050318133e-02,8.097609120646828273e+01,5.328146356388906213e+01,4.395776005722514257e-01,2.049000788608435972e-02
2.725084837560981174e-02,1.652540818979359827e+01,3.810305663901655038e+01,4.451894924378103080e-01,2.459516535240314442e-03
1.782824246831523837e-02,8.430886242367027705e+01,1.320595528334764879e+01,2.140162254950094267e-01,8.609023519465639276e-03
4.709156707373710060e-02,3.506933532014671329e+01,6.868354732329419221e+01,4.811224588729177132e-01,3.597711995965404731e-03
1.390796600080944877e-02,3.251514634261770453e+01,1.984282157171386984e+01,3.460665169450088396e-01,6.750948894790615405e-03
4.005896514359986310e-02,9.757511581921858124e+01,7.646948970591000716e+01,1.825634340792475774e-01,1.693097105450352621e-02
2.868591402969188769e-02,8.914177446989278053e+01,1.622990982959541384e+01,2.512142120599105688e-01,5.525654561656183870e-03
1.918563078229250027e-02,6.991769449578778506e+01,5.561539103890348912e+01,1.193967768758691927e-01,2.934423938642619079e-02
3.552593897888257912e-02,9.923803782856732880e+01,6.294454023002941767e+01,2.433519606177206862e-01,1.720576272748895047e-02
4.068063193504369013e-02,7.810327676151182175e+01,6.406818861949943766e+01,4.069876602123858045e-01,1.021868135964524964e-02
4.453870579067464863e-02,9.899831815119971168e+01,7.740544264161032117e+01,3.911584523490241327e-01,1.337560528603438936e-02
7.791910106067358004e-03,1.170604700438880741e+01,5.792948626524812994e+01,3.195947809948216367e-01,2.072829636171832218e-02
5.830848181206237102e-03,4.576508913139499413e+01,7.661974364808629900e+01,7.972525680943015614e-02,2.615536045816762578e-01
1.721818751990401158e-02,3.616469562366862789e+01,7.871269091816242280e+01,2.231563783050283245e-02,2.743543822402975604e-02
1.980565723201389156e-02,8.722040613030908673e+01,9.726619205203913054e+01,4.137264086103583094e-01,6.313017963197553595e-02
1.706906919319907054e-02,9.608324241645210861e+01,3.977907441585981729e+01,3.569627556776385768e-01,3.122798029291275895e-02
1.349892411630967265e-02,4.021820699614589500e+01,5.644828508611762885e+01,2.357649138357948426e-01,2.861613940511135989e-02
1.764836569557746287e-02,7.072797414363775204e+01,1.761553806836077385e+01,1.128164858978334406e-01,9.967611179792910947e-03
3.789487567445689459e-02,8.427115564872939046e+01,4.255086255846825338e+01,3.299458423986969535e-01,8.481363808642779917e-03
2.116146796682830469e-02,3.809867960806376885e+01,4.176898629038279864e+01,3.817657466341035088e-01,9.446954176523135113e-03
3.140942600525767348e-02,3.328954326193293412e+01,1.527043910420847617e+01,1.959900897806324815e-01,1.698931793754110712e-03
2.980942937197711071e-02,8.864992212355483048e+01,4.259206276995683282e+01,1.609921469559189577e-01,1.401630114696227232e-02
4.171920758322059108e-02,7.049086255157394021e+01,1.987309857289920600e+01,4.839512757118031305e-01,2.586928817137380821e-03
3.498964336306849277e-02,1.490507216350011532e+01,6.611474957753989656e+01,1.985503225943318073e-01,2.823417243937051055e-03
4.198026149778154303e-02,1.427565078902086171e+01,3.893747641550665861e+01,2.777064771531671528e-01,1.108080621895669296e-03
2.987602016324844567e-02,2.461406347733935007e+01,8.734174534394105649e+01,1.516822761134533071e-01,8.371566871500365353e-03
7.231814985468583944e-03,8.534497119934550824e+01,5.277039338110341760e+01,2.898864561117527883e-01,1.500935834473223485e-01
2.132832335991160372e-02,4.047394113951277461e+01,9.597255406294105740e+01,1.546338134913564089e-01,2.735777684680079994e-02
1.740727094073141884e-02,5.926388604798827231e+01,9.655713527813672670e+01,2.070738932584718639e-01,5.679346863207798690e-02
1.436491144543016081e-02,7.590675839989631868e+01,8.136576747467525195e+01,1.085108534758048582e-01,8.099059324899313128e-02
3.424582747583160974e-02,5.202799578774095579e+01,5.109686538229747299e+01,2.574222017714172805e-01,7.710521531806674780e-03
4.227829389528590248e-02,8.219863542500377207e+01,8.760565024111255639e+01,2.969698797228356169e-01,1.447291806517899716e-02
3.984836680687154492e-02,7.038198793464127334e+01,5.406773500255933129e+01,1.842317011410250505e-01,8.592339027208462099e-03
1.877821280616050886e-02,4.836779120697407564e+01,6.925327038077909947e+01,2.116431020727914669e-01,2.664115292294422579e-02
2.542735590574017948e-02,3.084864040781615557e+01,3.652369423903740397e+01,3.101925713308908983e-01,5.166823981329972219e-03
1.825246693260681313e-02,3.832773217482806416e+01,8.371289159067767116e+01,2.365676297225183244e-02,2.858919208205467147e-02
2.150322140142436195e-02,4.172884064925006697e+01,4.822502688231367785e+01,2.213842464849563596e-01,1.238227896556131843e-02
2.522422343433291039e-02,5.281730115023115246e+01,9.978831239734086012e+01,3.643336619750591754e-01,2.657057484587051904e-02
4.951480951531074537e-02,3.246788554530485982e+01,2.349318763250428077e+01,2.295402874849052921e-01,1.116930347015848051e-03
8.632606812956097539e-03,1.917032220051753910e+01,2.820330939724727060e+01,3.484541382764569373e-01,1.089664514137398017e-02
2.339123940270667126e-02,7.978583974246832611e+01,4.269460657341362264e+01,3.958869511414762621e-01,1.731240607123965200e-02
4.621252551155282523e-02,3.070795594039413601e+01,5.972330186951290187e+01,8.324682286208695547e-03,3.193161013146328126e-03
3.102783118882743510e-02,8.658507006227283398e+01,3.276928773145697704e+01,4.181207815412457673e-02,9.922326703811100088e-03
2.114747527173587577e-02,3.320150362906757380e+01,3.527159589278866036e+01,3.651949585165116252e-01,6.943379804174845162e-03
3.906406148713899296e-02,4.751570133080584668e+01,1.031329785351354644e+01,1.366308479030151068e-01,1.139308672126404130e-03
4.914837041212422042e-02,3.731842427366677128e+01,1.089255416374379237e+01,3.568080247184138853e-01,5.804625313668671871e-04
3.875379275441562937e-02,7.235078148519592389e+01,7.042888392101343698e+01,2.720946996221567660e-01,1.198490571138845912e-02
4.600747857870848834e-02,8.104577945071764589e+01,7.677714179140023987e+01,3.954498763213614154e-01,1.017281621713604818e-02
3.038523486420887862e-02,2.550946566742554467e+01,3.129522881542563795e+01,3.717441980647534505e-01,2.691771024171506731e-03
1.854329805468077699e-02,6.192536566392288222e+01,7.861947063044506478e+01,4.522906189536450294e-01,3.739094048015545457e-02
1.107459362843321929e-02,7.241013865080564926e+01,1.191976918218978376e+01,6.925321659571159749e-03,1.270864741097455126e-02
4.741807419241386018e-02,2.963828709369538217e+01,2.650239998276983044e+01,2.984805570139612563e-01,1.230249633579038942e-03
1.374520752434948284e-02,6.195745224079734470e+01,6.793909996394033612e+01,1.322192971847666043e-01,5.542657432315843680e-02
4.079567218974559234e-02,7.240710205544615974e+01,8.510190529409202043e+01,3.334391511496193616e-01,1.307098939990874835e-02
3.172485234177817304e-02,9.810235637127942709e+01,4.118190111660900499e+01,1.391061777556408252e-01,1.356715445336260234e-02
2.330588085934531123e-02,9.222416280539215450e+01,6.661735244947877277e+01,3.102151656881875774e-01,3.362172156326496270e-02
1.881856071021721991e-02,7.045849590344791125e+01,2.824600913861013751e+01,2.688848394818136311e-01,1.428788498012630893e-02
5.731686955838811472e-03,6.899261502858661288e+01,3.917447694122992630e+01,3.284257732565906140e-01,1.126754495259137540e-01
4.576077963773789170e-02,2.037442172238269222e+01,3.505194077079119097e+01,2.140892297654474752e-01,1.227643299281040322e-03
3.033566405161504734e-02,3.290045416523090438e+01,7.356603632773274626e+01,2.259463563009531661e-01,8.886285082961960929e-03
3.957842412984922953e-02,9.773409806188831794e+01,8.401335430382448521e+01,3.574039718534561261e-01,1.825994298898318130e-02
3.467211608074098617e-02,7.216138380519356588e+01,9.324634341255139702e+01,9.011026837110480692e-02,2.045750383517277310e-02
4.514245522412087958e-02,9.476329106521917822e+01,7.924775978827874212e+01,3.494037759170790514e-01,1.299248995520418948e-02
9.650875597601417735e-03,6.555149413366683575e+01,2.177978688460969892e+01,1.278072253152572335e-01,2.545061253204128002e-02
3.615002026610220076e-02,9.319725629650815790e+01,5.337345891600867986e+01,2.515662873674763822e-01,1.317060488026218501e-02
3.665373652828878004e-02,2.828148133989505908e+01,4.662818876458830175e+01,2.392648115079503146e-01,3.404474859653655767e-03
2.618916402074038252e-02,9.875646627746348827e+01,7.618458689585209243e+01,4.156188203880232246e-01,3.328925803925339433e-02
1.368215547521334750e-02,8.527225465717934583e+01,1.012993865745499811e+01,4.427429611636662377e-01,8.762519600192905656e-03
2.480668239124786748e-02,6.773722357042115050e+01,1.240084789917590591e+01,1.642645066156347422e-01,4.082805888457582792e-03
5.864081410480156964e-03,5.203912289816077674e+01,1.354884988254681133e+01,4.943285278628555823e-01,2.020056792474899179e-02
3.735795117553233208e-02,7.748531404765195418e+01,2.664281655028242213e+01,3.667892880141455647e-01,4.910669858347200059e-03
4.943121156525008553e-02,3.906097976825678586e+01,9.177757491460546646e+01,4.487705514922996075e-02,5.542546872753326831e-03
4.323091368266621104e-02,1.555719338628228243e+01,5.872931946375708634e+01,7.845471930152547735e-02,1.802114493728912631e-03
2.728088250116676369e-02,6.296685962262210978e+01,8.779809238996229226e+01,2.725046170277750091e-01,2.452655724486311334e-02
3.713062077207556627e-02,7.656008191895304549e+01,3.035071959377703976e+01,4.177429243807607162e-01,5.476918710293321446e-03
1.944154255764513409e-02,5.272093331938959437e+01,5.134647583631397083e+01,3.017734880242620710e-01,1.907977500072868468e-02
2.052453968974007198e-02,9.971265959707554316e+01,9.644247343798258498e+01,2.319141661006228761e-01,7.134901268966044319e-02
2.221615174227784678e-02,4.571746302260878991e+01,4.119680295628552358e+01,2.153686913831282523e-01,1.093587715478199114e-02
4.005637793087322984e-02,7.881815979152969476e+01,8.616660798510028485e+01,3.153226577028158673e-01,1.501403626807192027e-02
2.093247055632434933e-02,1.046137369542342910e+01,9.493229440844852718e+01,2.993768465339454177e-01,6.962741535206630472e-03
3.210500925119486731e-02,7.181334317685356439e+01,3.996183775598372279e+01,2.684964134586427242e-01,9.191200162596625464e-03
4.072796343528905377e-02,4.713725148532261500e+01,1.910154132521633130e+01,2.298923884549129437e-01,1.910987275463493871e-03
4.685767380754079364e-02,5.697145254959175986e+01,2.977183981946306091e+01,2.475681936391928017e-01,2.759704260622602469e-03
3.644658844657366892e-02,6.997510842929430908e+01,2.589569630615460127e+01,4.021074696334280274e-01,4.435583490728803834e-03
2.921334029555733292e-02,6.256795518619934882e+01,8.651784006504253455e+01,2.476155254259633787e-01,2.146202652836222413e-02
4.170372788680840048e-02,2.974921395355067943e+01,3.798000132886675573e+01,4.497182002749091634e-01,2.134472859330852242e-03
2.254461186803060485e-02,3.807111089887558819e+01,4.005850426856144253e+01,1.811142192544334950e-01,8.709273926684982237e-03
2.600167408697093285e-02,9.008936064240596409e+01,9.109967595988152311e+01,2.482368602047337336e-01,4.001058112982158743e-02
4.347824471011035863e-02,3.370024923492357516e+01,7.171366468493347668e+01,4.071486457706980922e-01,4.374102683319731899e-03
7.607705647671362918e-03,9.954859207685872491e+01,2.904790402745724265e+01,1.285476821591726715e-01,7.355250668617420440e-02
4.269546661062347676e-02,9.393318620599981728e+01,5.039292083648336984e+01,1.228092653207850660e-01,9.478876313585429120e-03
4.015718036185144529e-02,3.810237871316370928e+01,5.005453032650212464e+01,2.828328888964536936e-01,4.138930942397962484e-03
4.869597457190859985e-02,4.274149247167014920e+01,5.366173933679797159e+01,2.559184939504204892e-01,3.476045208351541405e-03
1.801181481811319970e-02,8.160931205600070371e+01,1.220957887284035515e+01,9.106921949338847577e-02,7.737327886142002231e-03
3.163531854774551816e-02,1.791697311478649368e+01,8.003710450389203857e+01,2.611777240863879523e-01,4.895204810002324117e-03
4.520545332027305768e-02,6.168394456355925826e+01,5.699998781154874194e+01,4.360042126882350821e-01,5.784690215813059581e-03
6.038943441817839868e-03,3.043290802910503956e+01,5.185077817325408489e+01,2.875712122193420095e-01,7.254119187204557950e-02
4.204467147187102016e-02,5.087312428517780205e+01,5.243973888372631365e+01,2.808750518996114276e-01,5.327562369099189676e-03
4.170623254836262894e-02,5.780174392911693104e+01,1.475622642485289049e+01,4.359311658416847868e-02,1.777301425020287422e-03
3.427921217635161028e-02,7.667704976831169006e+01,1.324960053767292223e+01,1.745858037349812264e-01,2.946846294149933505e-03
3.102038338135686829e-02,8.062191266971463222e+01,5.054040924447703276e+01,2.427033336941279984e-01,1.401824524335226405e-02
4.806212670229621786e-02,8.899067804062919151e+01,2.291217100362746351e+01,2.656057501614004779e-01,3.137976902960372492e-03
2.278921636937848369e-02,3.209388166860267688e+01,7.986770332562942087e+01,1.124843010677502031e-01,1.559324207479628743e-02
2.259788006342224390e-02,5.817414463414126402e+01,6.298711731260181779e+01,4.074939813075528772e-01,2.016488595348716467e-02
2.136278786288709972e-02,7.744866063884954599e+01,1.929732707434730088e+01,1.586563427979459928e-01,9.091082792929206999e-03
2.766790115399009667e-02,2.913413908538241159e+01,6.417140670580147344e+01,2.451129730462470180e-02,8.113579706416117546e-03
3.671416141888174389e-02,9.234805568921467511e+01,7.047236957385339906e+01,4.743720933448861143e-01,1.559088612342696654e-02
2.477140531200944587e-02,3.661765184775574511e+01,3.759668736697599201e+01,4.738746649156306279e-01,6.147395338406909208e-03
2.449110026293221595e-02,2.012773184301401841e+01,5.555498075435070149e+01,1.263507225550790092e-01,5.788676694705104618e-03
1.347108981662226493e-02,8.188869426861030831e+01,6.910368665035558422e+01,2.919088934883636299e-01,7.480477354964791548e-02
