t,N,reproductive_adult_abundance,dN_dt
3.285457091418283682e+00,1.923933823061585144e+02,1.249411535808391136e+02,8.911159241746258886e+01
3.287057411482296576e+00,1.925346666952252406e+02,1.250014853591999895e+02,8.745549757124197754e+01
3.288657731546309471e+00,1.926732782080860602e+02,1.250618542595647682e+02,8.577120779070634171e+01
3.290258051610321921e+00,1.928091733105462708e+02,1.251222515465762797e+02,8.406043801310050867e+01
3.291858371674334816e+00,1.929423111401513893e+02,1.251826684190560002e+02,8.232492534580738663e+01
3.293458691738347710e+00,1.930726535061870095e+02,1.252430960100039528e+02,8.056642521135722745e+01
3.295059011802360605e+00,1.932001648896788595e+02,1.253035253865987357e+02,7.878670749544288299e+01
3.296659331866373499e+00,1.933248124433927444e+02,1.253639475501975795e+02,7.698755271069799733e+01
3.298259651930385949e+00,1.934465659905812629e+02,1.254243534383348617e+02,7.517074819366538918e+01
3.299859971994398844e+00,1.935653981996193238e+02,1.254847341844628517e+02,7.333808455587708863e+01
3.301460292058411738e+00,1.936812855551192172e+02,1.255450808446130395e+02,7.149135028635863875e+01
3.303060612122424633e+00,1.937942075348890967e+02,1.256053843357381794e+02,6.963232905350463398e+01
3.304660932186437083e+00,1.939041462705888250e+02,1.256656356156343861e+02,6.776279685551904208e+01
3.306261252250449978e+00,1.940110865477298034e+02,1.257258256829411067e+02,6.588451851698630435e+01
3.307861572314462872e+00,1.941150158056750286e+02,1.257859455771410779e+02,6.399924427918419667e+01
3.309461892378475767e+00,1.942159241376390355e+02,1.258459863785603972e+02,6.210870649326583504e+01
3.311062212442488661e+00,1.943138042906880401e+02,1.259059392083684230e+02,6.021461642486370636e+01
3.312662532506501112e+00,1.944086516657397397e+02,1.259657952285778748e+02,5.831866117798565341e+01
3.314262852570514006e+00,1.945004643175635408e+02,1.260255456420448184e+02,5.642250074542080540e+01
3.315863172634526901e+00,1.945892429547803317e+02,1.260851816924685949e+02,5.452776519220471130e+01
3.317463492698539795e+00,1.946749909398626244e+02,1.261446946643918636e+02,5.263605197796533020e+01
3.319063812762552690e+00,1.947577142891345545e+02,1.262040758832006588e+02,5.074892342331416017e+01
3.320664132826565140e+00,1.948374216727717680e+02,1.262633167151242617e+02,4.886790432471011769e+01
3.322264452890578035e+00,1.949141244148015915e+02,1.263224085672353425e+02,4.699447972152825770e+01
3.323864772954590929e+00,1.949878364931028614e+02,1.263813428874498612e+02,4.513009281837722853e+01
3.325465093018603824e+00,1.950585731265360891e+02,1.264401112546567703e+02,4.327614481829238002e+01
3.327065413082616718e+00,1.951263494690344942e+02,1.264987055377041116e+02,4.143399482726930927e+01
3.328665733146629169e+00,1.951911872123643263e+02,1.265571174835025801e+02,3.960495006464797285e+01
3.330266053210642063e+00,1.952531098331203054e+02,1.266153389398126592e+02,3.779027024336139817e+01
3.331866373274654958e+00,1.953121422268173717e+02,1.266733618756681068e+02,3.599116669933845003e+01
3.333466693338667852e+00,1.953683107078906289e+02,1.267311783813760542e+02,3.420880122887039221e+01
3.335067013402680747e+00,1.954216430096954866e+02,1.267887806685169636e+02,3.244428508520327625e+01
3.336667333466693197e+00,1.954721682845074895e+02,1.268461610699446567e+02,3.069867813248024646e+01
3.338267653530706092e+00,1.955199171035224879e+02,1.269033120397863286e+02,2.897298815458822219e+01
3.339867973594718986e+00,1.955649214568564958e+02,1.269602261534424770e+02,2.726817031597081353e+01
3.341468293658731881e+00,1.956072147535457475e+02,1.270168961075869873e+02,2.558512677096479848e+01
3.343068613722744775e+00,1.956468318215467264e+02,1.270733147201670334e+02,2.392470641777521223e+01
3.344668933786757226e+00,1.956838089077360792e+02,1.271294749304031910e+02,2.228770479279583583e+01
3.346269253850770120e+00,1.957181836779107300e+02,1.271853697987893952e+02,2.067486410057939850e+01
3.347869573914783015e+00,1.957499952167877950e+02,1.272409925070928693e+02,1.908687337444190746e+01
3.349469893978795909e+00,1.957792840280046391e+02,1.272963363583542105e+02,1.752436876234911267e+01
3.351070214042808360e+00,1.958060920341187909e+02,1.273513947768873891e+02,1.598793393248695338e+01
3.352670534106821254e+00,1.958304625766080278e+02,1.274061613082796924e+02,1.447810059265245286e+01
3.354270854170834149e+00,1.958524404154394176e+02,1.274606296193991426e+02,1.299534911789715608e+01
3.355871174234847043e+00,1.958720674714879522e+02,1.275147935875623233e+02,1.154011382614707060e+01
3.357471494298859938e+00,1.958893862241461363e+02,1.275686472882014186e+02,1.011278014751287913e+01
3.359071814362872388e+00,1.959044430885434167e+02,1.276221848866496629e+02,8.713681902288811898e+00
3.360672134426885282e+00,1.959172844812398466e+02,1.276754006896851621e+02,7.343106470815087050e+00
3.362272454490898177e+00,1.959279568202258019e+02,1.277282891455307521e+02,6.001295833618627285e+00
3.363872774554911071e+00,1.959365065249222084e+02,1.277808448438540978e+02,4.688447682832460828e+00
3.365473094618923966e+00,1.959429800161803428e+02,1.278330625157676508e+02,3.404716598408398909e+00
3.367073414682936416e+00,1.959474237162820600e+02,1.278849370338286349e+02,2.150215282665953964e+00
3.368673734746949311e+00,1.959498840489395377e+02,1.279364634120391173e+02,9.250158467844684651e-01
3.370274054810962205e+00,1.959504074392955033e+02,1.279876368058459235e+02,-2.708488570397946660e-01
3.371874374874975100e+00,1.959490403139230921e+02,1.280384525121406796e+02,-1.437383863960484121e+00
3.373474694938987994e+00,1.959458291008259039e+02,1.280889059692598266e+02,-2.574630691397803872e+00
3.375075015003000445e+00,1.959408202294379748e+02,1.281389927569845497e+02,-3.682665906383537191e+00
3.376675335067013339e+00,1.959340601306238057e+02,1.281887085965409199e+02,-4.761599671032303860e+00
3.378275655131026234e+00,1.959255952366783617e+02,1.282380493505997094e+02,-5.811574271642601985e+00
3.379875975195039128e+00,1.959154719813270162e+02,1.282870110232765342e+02,-6.832762636724321936e+00
3.381476295259052023e+00,1.959037367997256638e+02,1.283355897601317963e+02,-7.825366849026352156e+00
3.383076615323064473e+00,1.958904361284605784e+02,1.283837818481706847e+02,-8.789616656407542195e+00
3.384676935387077368e+00,1.958756163298678246e+02,1.284315837133591458e+02,-9.725767914877845755e+00
3.386277255451090262e+00,1.958593208087070252e+02,1.284789918441357486e+02,-1.063409838801957008e+01
3.387877575515103157e+00,1.958415932404516013e+02,1.285260029281899676e+02,-1.151490931704313780e+01
3.389477895579116051e+00,1.958224778755983380e+02,1.285726138186347498e+02,-1.236852428973033469e+01
3.391078215643128502e+00,1.958020182626612780e+02,1.286188214834936048e+02,-1.319528661883796161e+01
3.392678535707141396e+00,1.957802572481718357e+02,1.286646230057007187e+02,-1.399555794076497506e+01
3.394278855771154291e+00,1.957572369766786267e+02,1.287100155831008976e+02,-1.476971683915066791e+01
3.395879175835167185e+00,1.957329988907476377e+02,1.287549965284496523e+02,-1.551815749622593010e+01
3.397479495899179636e+00,1.957075837309620852e+02,1.287995632694130848e+02,-1.624128837448333229e+01
3.399079815963192530e+00,1.956810315359225285e+02,1.288437133485679738e+02,-1.693953093097725571e+01
3.400680136027205425e+00,1.956533816422467567e+02,1.288874444234017460e+02,-1.761331836631640613e+01
3.402280456091218319e+00,1.956246726845699584e+02,1.289307542663124195e+02,-1.826309441016857349e+01
3.403880776155231214e+00,1.955949425955445236e+02,1.289736407646087173e+02,-1.888931214485943855e+01
3.405481096219243664e+00,1.955642286058401282e+02,1.290161019205100104e+02,-1.949243286841686285e+01
3.407081416283256559e+00,1.955325672441438201e+02,1.290581358511463179e+02,-2.007292499819369169e+01
3.408681736347269453e+00,1.954999943371598761e+02,1.290997407885582504e+02,-2.063126301597888101e+01
3.410282056411282348e+00,1.954665450096098596e+02,1.291409150796970948e+02,-2.116792645531855754e+01
3.411882376475295242e+00,1.954322536842326770e+02,1.291816571864248147e+02,-2.168339893155362219e+01
3.413482696539307693e+00,1.953971540817845209e+02,1.292219656855139931e+02,-2.217816721491155008e+01
3.415083016603320587e+00,1.953612792210388420e+02,1.292618392686478614e+02,-2.265272034680598523e+01
3.416683336667333482e+00,1.953246612895064800e+02,1.293012766314568012e+02,-2.310754876791642332e+01
3.418283656731346376e+00,1.952873312803119461e+02,1.293402765288394960e+02,-2.354314314041940293e+01
3.419883976795359271e+00,1.952493193592150078e+02,1.293788379461697957e+02,-2.395999379970204757e+01
3.421484296859371721e+00,1.952106549594747946e+02,1.294169599442820129e+02,-2.435859025352275609e+01
3.423084616923384615e+00,1.951713667815834015e+02,1.294546416585003783e+02,-2.473942051088714322e+01
3.424684936987397510e+00,1.951314827932659739e+02,1.294918822986388705e+02,-2.510297045151968831e+01
3.426285257051410404e+00,1.950910302294807082e+02,1.295286811490012724e+02,-2.544972323567849060e+01
3.427885577115423299e+00,1.950500355924187943e+02,1.295650375683812285e+02,-2.578015875343208663e+01
3.429485897179435749e+00,1.950085246515045583e+02,1.296009509900621026e+02,-2.609475311243897266e+01
3.431086217243448644e+00,1.949665224433952346e+02,1.296364209218171482e+02,-2.639397816319573309e+01
3.432686537307461538e+00,1.949240532719811938e+02,1.296714469459094232e+02,-2.667830106065527573e+01
3.434286857371474433e+00,1.948811407083857432e+02,1.297060287190917336e+02,-2.694818386106220132e+01
3.435887177435487327e+00,1.948378075909653262e+02,1.297401659726067749e+02,-2.720408315280562306e+01
3.437487497499499778e+00,1.947940760253094084e+02,1.297738585121870187e+02,-2.744644972004996930e+01
3.439087817563512672e+00,1.947499673842403638e+02,1.298071062180547131e+02,-2.767572823787479308e+01
3.440688137627525567e+00,1.947055023078137594e+02,1.298399090449219671e+02,-2.789235699763109722e+01
3.442288457691538461e+00,1.946607007033181276e+02,1.298722670219906661e+02,-2.809676766120368541e+01
3.443888777755550912e+00,1.946155817452750512e+02,1.299041802529525285e+02,-2.828938504286253064e+01
3.445489097819563806e+00,1.945701638754391070e+02,1.299356489159890771e+02,-2.847062691737736628e+01
3.447089417883576701e+00,1.945244648027979792e+02,1.299666732637716393e+02,-2.864090385307475373e+01
3.448689737947589595e+00,1.944785015035722893e+02,1.299972536234613756e+02,-2.880061906852430553e+01
3.450290058011602490e+00,1.944322905756467037e+02,1.300273903493028058e+02,-2.895016866605702432e+01
3.451890378075614940e+00,1.943858490343044991e+02,1.300570836940966046e+02,-2.908994234171614224e+01
3.453490698139627835e+00,1.943391918669260292e+02,1.300863341293000701e+02,-2.922032086372698245e+01
3.455091018203640729e+00,1.942923333924216820e+02,1.301151421911661998e+02,-2.934167735226825613e+01
3.456691338267653624e+00,1.942452874506356579e+02,1.301435084569559706e+02,-2.945437742272254411e+01
3.458291658331666518e+00,1.941980674023460836e+02,1.301714335449385374e+02,-2.955877915672055067e+01
3.459891978395678969e+00,1.941506861292649546e+02,1.301989181143910912e+02,-2.965523308828839077e+01
3.461492298459691863e+00,1.941031560340381361e+02,1.302259628655989445e+02,-2.974408220396957248e+01
3.463092618523704758e+00,1.940554890402453054e+02,1.302525685398554174e+02,-2.982566195582358404e+01
3.464692938587717652e+00,1.940076965924001229e+02,1.302787359194620080e+02,-2.990030028624916270e+01
3.466293258651730547e+00,1.939597896559500327e+02,1.303044658277281940e+02,-2.996831766361459159e+01
3.467893578715742997e+00,1.939117787172763769e+02,1.303297591289716308e+02,-3.003002712771981209e+01
3.469493898779755892e+00,1.938636737836943382e+02,1.303546167285179820e+02,-3.008573434415948711e+01
3.471094218843768786e+00,1.938154843834530539e+02,1.303790395727010321e+02,-3.013573766669259868e+01
3.472694538907781681e+00,1.937672195657354450e+02,1.304030286488626587e+02,-3.018032820677153438e+01
3.474294858971794575e+00,1.937188879006583875e+02,1.304265849853527470e+02,-3.021978990942367460e+01
3.475895179035807026e+00,1.936704974792725125e+02,1.304497096515293606e+02,-3.025439963472017268e+01
3.477495499099819920e+00,1.936220559135624342e+02,1.304724037577585989e+02,-3.028442724411051046e+01
3.479095819163832815e+00,1.935735703364466076e+02,1.304946684554146543e+02,-3.031013569093995130e+01
3.480696139227845709e+00,1.935250474017773001e+02,1.305165049368797554e+02,-3.033178111450983039e+01
3.482296459291858604e+00,1.934764932843407337e+02,1.305379144355442804e+02,-3.034961293708174068e+01
3.483896779355871054e+00,1.934279136798569994e+02,1.305588982258066437e+02,-3.036387396326054144e+01
3.485497099419883948e+00,1.933793138049799438e+02,1.305794576230733526e+02,-3.037480048123632770e+01
3.487097419483896843e+00,1.933306983972974251e+02,1.305995939837590356e+02,-3.038262236539798877e+01
3.488697739547909737e+00,1.932820725481994657e+02,1.306193086339808644e+02,-3.038756397491321692e+01
3.490298059611922188e+00,1.932334417553365711e+02,1.306386028533893011e+02,-3.038984431533959096e+01
3.491898379675935082e+00,1.931848097133534452e+02,1.306574780670420068e+02,-3.038967503200113640e+01
3.493498699739947977e+00,1.931361798369522944e+02,1.306759357244960995e+02,-3.038726196154544823e+01
3.495099019803960871e+00,1.930875553011800321e+02,1.306939772964765893e+02,-3.038280527354864446e+01
3.496699339867973766e+00,1.930389390414284208e+02,1.307116042748763789e+02,-3.037649957292920178e+01
3.498299659931986216e+00,1.929903337534340437e+02,1.307288181727562062e+02,-3.036853400128788039e+01
3.499899979995999111e+00,1.929417418932781914e+02,1.307456205243447300e+02,-3.035909233693313425e+01
3.501500300060012005e+00,1.928931656773870600e+02,1.307620128850383878e+02,-3.034835309338064491e+01
3.503100620124024900e+00,1.928446070825315815e+02,1.307779968314015662e+02,-3.033648961613706518e+01
3.504700940188037794e+00,1.927960678458275652e+02,1.307935739611664587e+02,-3.032367017760425654e+01
3.506301260252050245e+00,1.927475494647355276e+02,1.308087458932331515e+02,-3.031005806995972662e+01
3.507901580316063139e+00,1.926990531970608345e+02,1.308235142676695659e+02,-3.029581169589248191e+01
3.509501900380076034e+00,1.926505800609536720e+02,1.308378807457115727e+02,-3.028108465708976738e+01
3.511102220444088928e+00,1.926021308349090191e+02,1.308518470097627926e+02,-3.026602584039198618e+01
3.512702540508101823e+00,1.925537060577666182e+02,1.308654147633947957e+02,-3.025077950154616957e+01
3.514302860572114273e+00,1.925053060287110611e+02,1.308785857313469876e+02,-3.023548534650777242e+01
3.515903180636127168e+00,1.924569308072717035e+02,1.308913616595266376e+02,-3.022027861025306450e+01
3.517503500700140062e+00,1.924085802133227503e+02,1.309037443150089075e+02,-3.020529013307822552e+01
3.519103820764152957e+00,1.923602538270831417e+02,1.309157354860367661e+02,-3.019064643437542372e+01
3.520704140828165851e+00,1.923119509891166956e+02,1.309273369820211315e+02,-3.017646978388490098e+01
3.522304460892178302e+00,1.922636708003319939e+02,1.309385506335407001e+02,-3.016287827043545988e+01
3.523904780956191196e+00,1.922154121219824106e+02,1.309493782923420611e+02,-3.014998586819350024e+01
3.525505101020204091e+00,1.921671735756661121e+02,1.309598218313397524e+02,-3.013790250045032337e+01
3.527105421084216985e+00,1.921189535433261426e+02,1.309698831446160341e+02,-3.012673410098531690e+01
3.528705741148229436e+00,1.920707501672502531e+02,1.309795641474211720e+02,-3.011658267304883196e+01
3.530306061212242330e+00,1.920225616406252982e+02,1.309888667601196914e+02,-3.010754661621696471e+01
3.531906381276255225e+00,1.919743873264134777e+02,1.309977928397043456e+02,-3.009972182563423360e+01
3.533506701340268119e+00,1.919262250835827786e+02,1.310063443240996719e+02,-3.009319925986922328e+01
3.535107021404281014e+00,1.918780724341512780e+02,1.310145231771878684e+02,-3.008806606985110221e+01
3.536707341468293464e+00,1.918299268288794792e+02,1.310223313748288660e+02,-3.008440589330458081e+01
3.538307661532306359e+00,1.917817856472703113e+02,1.310297709048602428e+02,-3.008229890054644784e+01
3.539907981596319253e+00,1.917336461975692146e+02,1.310368437670972526e+02,-3.008182183833793388e+01
3.541508301660332148e+00,1.916855057167641121e+02,1.310435519733328817e+02,-3.008304807186786789e+01
3.543108621724345042e+00,1.916373613705853529e+02,1.310498975473378209e+02,-3.008604762494512030e+01
3.544708941788357492e+00,1.915892102535058257e+02,1.310558825248604080e+02,-3.009088721847999892e+01
3.546309261852370387e+00,1.915410493887408165e+02,1.310615089536267135e+02,-3.009763030733236988e+01
3.547909581916383281e+00,1.914928757282480660e+02,1.310667788933405120e+02,-3.010633711561099446e+01
3.549509901980396176e+00,1.914446861527278827e+02,1.310716944156831971e+02,-3.011706467050226266e+01
3.551110222044409070e+00,1.913964774716229158e+02,1.310762576043139518e+02,-3.012986683471093841e+01
3.552710542108421521e+00,1.913482464231184395e+02,1.310804705548696063e+02,-3.014479433759436233e+01
3.554310862172434415e+00,1.912999896741420116e+02,1.310843353749646951e+02,-3.016189480506929854e+01
3.555911182236447310e+00,1.912517038203638151e+02,1.310878541841914000e+02,-3.018121278837282162e+01
3.557511502300460204e+00,1.912033853861964019e+02,1.310910291141196637e+02,-3.020278979175457579e+01
3.559111822364473099e+00,1.911550308247948351e+02,1.310938623082971048e+02,-3.022666429917981645e+01
3.560712142428485549e+00,1.911066365180566891e+02,1.310963559222490176e+02,-3.025287180011888921e+01
3.562312462492498444e+00,1.910581987766219072e+02,1.310985121234784287e+02,-3.028144481449761827e+01
3.563912782556511338e+00,1.910097138398729726e+02,1.311003330914659557e+02,-3.031241291688380102e+01
3.565513102620524233e+00,1.909611778759347942e+02,1.311018210176700904e+02,-3.034580275998013121e+01
3.567113422684537127e+00,1.909125869816747922e+02,1.311029781055268018e+02,-3.038163809749492472e+01
3.568713742748549578e+00,1.908639371827028697e+02,1.311038065704499616e+02,-3.041993980645704454e+01
3.570314062812562472e+00,1.908152244333712986e+02,1.311043086398309754e+02,-3.046072590904451616e+01
3.571914382876575367e+00,1.907664446167749190e+02,1.311044865530390382e+02,-3.050401159398701623e+01
3.573514702940588261e+00,1.907175935447509971e+02,1.311043425614209923e+02,-3.054980923760847844e+01
3.575115023004600712e+00,1.906686669578792817e+02,1.311038789283014125e+02,-3.059812842456710413e+01
3.576715343068613606e+00,1.906196605254819758e+02,1.311030979289824927e+02,-3.064897596835259819e+01
3.578315663132626501e+00,1.905705702501684016e+02,1.311020018380786496e+02,-3.070235629836970048e+01
3.579915983196639395e+00,1.905213932690018339e+02,1.311005929009161832e+02,-3.075827220791279615e+01
3.581516303260652290e+00,1.904721253397330827e+02,1.310988734116786247e+02,-3.081672259514055767e+01
3.583116623324664740e+00,1.904227621216984971e+02,1.310968456777083873e+02,-3.087770364228149234e+01
3.584716943388677635e+00,1.903732993352891754e+02,1.310945120147216016e+02,-3.094120897993941099e+01
3.586317263452690529e+00,1.903237327619507369e+02,1.310918747468081449e+02,-3.100722970694950220e+01
3.587917583516703424e+00,1.902740582441835500e+02,1.310889362064316117e+02,-3.107575441031986330e+01
3.589517903580716318e+00,1.902242716855425613e+02,1.310856987344293145e+02,-3.114676918529903205e+01
3.591118223644728769e+00,1.901743690506373810e+02,1.310821646800123688e+02,-3.122025765560954724e+01
3.592718543708741663e+00,1.901243463651322259e+02,1.310783364007654939e+02,-3.129620099388385057e+01
3.594318863772754558e+00,1.900741997157459480e+02,1.310742162626472691e+02,-3.137457794233893793e+01
3.595919183836767452e+00,1.900239252502520628e+02,1.310698066399899346e+02,-3.145536483372254466e+01
3.597519503900780347e+00,1.899735191774787495e+02,1.310651099154994483e+02,-3.153853561256246607e+01
3.599119823964792797e+00,1.899229777673087938e+02,1.310601284802555142e+02,-3.162406185674884185e+01
3.600720144028805692e+00,1.898722973506795597e+02,1.310548647337116108e+02,-3.171191279947739972e+01
3.602320464092818586e+00,1.898214743195831318e+02,1.310493210836948492e+02,-3.180205535157993424e+01
3.603920784156831481e+00,1.897705051270662295e+02,1.310434999464062003e+02,-3.189445412426592341e+01
3.605521104220844375e+00,1.897193862872301509e+02,1.310374037464202388e+02,-3.198907145229865634e+01
3.607121424284856825e+00,1.896681143752308856e+02,1.310310349166853428e+02,-3.208586741762653816e+01
3.608721744348869720e+00,1.896166860272790586e+02,1.310243958985236077e+02,-3.218479987348973737e+01
3.610322064412882614e+00,1.895650979406398733e+02,1.310174891416308469e+02,-3.228582446901916114e+01
3.611922384476895509e+00,1.895133468736332532e+02,1.310103171040765915e+02,-3.238889467434530189e+01
3.613522704540908403e+00,1.894614296456337001e+02,1.310028822523041470e+02,-3.249396180623050867e+01
3.615123024604920854e+00,1.894093431370703797e+02,1.309951870611305083e+02,-3.260097505424030828e+01
3.616723344668933748e+00,1.893570842894270640e+02,1.309872340137464164e+02,-3.270988150746386225e+01
3.618323664732946643e+00,1.893046501052422173e+02,1.309790256017163301e+02,-3.282062618179521252e+01
3.619923984796959537e+00,1.892520376481088817e+02,1.309705643249784259e+02,-3.293315204778547667e+01
3.621524304860971988e+00,1.891992440426747919e+02,1.309618526918447117e+02,-3.304740005907286360e+01
3.623124624924984882e+00,1.891462664746422604e+02,1.309528932190007424e+02,-3.316330918139886563e+01
3.624724944988997777e+00,1.890931021907683203e+02,1.309436884315059899e+02,-3.328081642221519587e+01
3.626325265053010671e+00,1.890397484988645260e+02,1.309342408627935015e+02,-3.339985686088689221e+01
3.627925585117023566e+00,1.889862027677972094e+02,1.309245530546701843e+02,-3.352036367949546758e+01
3.629525905181036016e+00,1.889324624343490484e+02,1.309146275570688545e+02,-3.364226820037931276e+01
3.631126225245048911e+00,1.888785259053993002e+02,1.309044668969305860e+02,-3.376550072335582087e+01
3.632726545309061805e+00,1.888243915174728045e+02,1.308940736193055727e+02,-3.388998962411823612e+01
3.634326865373074700e+00,1.887700571547441086e+02,1.308834502975904002e+02,-3.401566104928808443e+01
3.635927185437087594e+00,1.887155208514166986e+02,1.308725995108252107e+02,-3.414243948959961017e+01
3.637527505501100045e+00,1.886607807917227433e+02,1.308615238436936750e+02,-3.427024781403029152e+01
3.639127825565112939e+00,1.886058353099233784e+02,1.308502258865230203e+02,-3.439900730452367839e+01
3.640728145629125834e+00,1.885506828903085079e+02,1.308387082352840309e+02,-3.452863769130202343e+01
3.642328465693138728e+00,1.884953221671968606e+02,1.308269734915910760e+02,-3.465905718876339847e+01
3.643928785757151623e+00,1.884397519249360471e+02,1.308150242627020816e+02,-3.479018253196069566e+01
3.645529105821164073e+00,1.883839710979024744e+02,1.308028631615185020e+02,-3.492192901365478974e+01
3.647129425885176968e+00,1.883279787705013462e+02,1.307904928065853483e+02,-3.505421052193808151e+01
3.648729745949189862e+00,1.882717741771668045e+02,1.307779158220912166e+02,-3.518693957841976783e+01
3.650330066013202757e+00,1.882153567023617597e+02,1.307651348378682314e+02,-3.532002737696689820e+01
3.651930386077215651e+00,1.881587258805778902e+02,1.307521524893921026e+02,-3.545338382299273405e+01
3.653530706141228102e+00,1.881018813963358696e+02,1.307389714177820679e+02,-3.558691757328430327e+01
3.655131026205240996e+00,1.880448230841850545e+02,1.307255942698009505e+02,-3.572053607635923811e+01
3.656731346269253891e+00,1.879875509287036834e+02,1.307120236978551304e+02,-3.585414561334280137e+01
3.658331666333266785e+00,1.879300650644988764e+02,1.306982623599945157e+02,-3.598765133935547311e+01
3.659931986397279680e+00,1.878723657762064931e+02,1.306843129199125997e+02,-3.612095732539922466e+01
3.661532306461292130e+00,1.878144534984913321e+02,1.306701780469464040e+02,-3.625396660073280231e+01
3.663132626525305025e+00,1.877563288160469313e+02,1.306558604160765356e+02,-3.638658119572311023e+01
3.664732946589317919e+00,1.876979924635957104e+02,1.306413627079271293e+02,-3.651870218516162225e+01
3.666333266653330814e+00,1.876394453258888859e+02,1.306266876087659341e+02,-3.665022973203303991e+01
3.667933586717343264e+00,1.875806884377066126e+02,1.306118378105041984e+02,-3.678106313172349218e+01
3.669533906781356158e+00,1.875217229838577282e+02,1.305968160106967275e+02,-3.691110085665491880e+01
3.671134226845369053e+00,1.874625502991800090e+02,1.305816249125419404e+02,-3.704024060133195917e+01
3.672734546909381947e+00,1.874031718685399994e+02,1.305662672248817557e+02,-3.716837932778810938e+01
3.674334866973394842e+00,1.873435893268331256e+02,1.305507456622016775e+02,-3.729541331141599159e+01
3.675935187037407292e+00,1.872838044589836670e+02,1.305350629446307380e+02,-3.742123818716763139e+01
3.677535507101420187e+00,1.872238191999446144e+02,1.305192217979415830e+02,-3.754574899611002792e+01
3.679135827165433081e+00,1.871636356346979255e+02,1.305032249535503865e+02,-3.766884023232059064e+01
3.680736147229445976e+00,1.871032560180967153e+02,1.304870751442885819e+02,-3.779040590957765033e+01
3.682336467293458870e+00,1.870426830170957544e+02,1.304707750656034477e+02,-3.791033983849489175e+01
3.683936787357471321e+00,1.869819194061919347e+02,1.304543274538288244e+02,-3.802853536686325242e+01
3.685537107421484215e+00,1.869209680766054475e+02,1.304377350611690645e+02,-3.814488545107118256e+01
3.687137427485497110e+00,1.868598320890396849e+02,1.304210006415873693e+02,-3.825928275796712796e+01
3.688737747549510004e+00,1.867985146736809554e+02,1.304041269508057894e+02,-3.837161971340011490e+01
3.690338067613522899e+00,1.867370192301986833e+02,1.303871167463052529e+02,-3.848178855099182272e+01
3.691938387677535349e+00,1.866753493277452947e+02,1.303699727873255085e+02,-3.858968136112402192e+01
3.693538707741548244e+00,1.866135087049562173e+02,1.303526978348652108e+02,-3.869519014012399083e+01
3.695139027805561138e+00,1.865515012699499664e+02,1.303352946516817781e+02,-3.879820683963174588e+01
3.696739347869574033e+00,1.864893311003280587e+02,1.303177660022915347e+02,-3.889862341613115859e+01
3.698339667933586927e+00,1.864270024431750699e+02,1.303001146529696825e+02,-3.899633188062851019e+01
3.699939987997599378e+00,1.863645197150585773e+02,1.302823433717502439e+02,-3.909122434846081262e+01
3.701540308061612272e+00,1.863018875020291887e+02,1.302644549284260620e+02,-3.918319308921604716e+01
3.703140628125625167e+00,1.862391105596205705e+02,1.302464520945488857e+02,-3.927213057674897811e+01
3.704740948189638061e+00,1.861761938128494478e+02,1.302283376434293132e+02,-3.935792953927315807e+01
3.706341268253650956e+00,1.861131423562154907e+02,1.302101143501367346e+02,-3.944048300951270392e+01
3.707941588317663406e+00,1.860499614537015134e+02,1.301917849914994747e+02,-3.951968437489551889e+01
3.709541908381676301e+00,1.859866565387732464e+02,1.301733523461046786e+02,-3.959542742776981328e+01
3.711142228445689195e+00,1.859232332143795361e+02,1.301548191942983124e+02,-3.966760641562628109e+01
3.712742548509702090e+00,1.858596972529522589e+02,1.301361883181851908e+02,-3.973611609130753664e+01
3.714342868573714540e+00,1.857960545964062931e+02,1.301174625016290634e+02,-3.980085176318687701e+01
3.715943188637727435e+00,1.857323113561395473e+02,1.300986445302524714e+02,-3.986170934529815923e+01
3.717543508701740329e+00,1.856684738130330174e+02,1.300797371914367773e+02,-3.991858540739854533e+01
3.719143828765753224e+00,1.856045484174506441e+02,1.300607432743222489e+02,-3.997137722494571932e+01
3.720744148829766118e+00,1.855405417892394837e+02,1.300416655698080035e+02,-4.001998282897186243e+01
3.722344468893778568e+00,1.854764607177295943e+02,1.300225068705519789e+02,-4.006430105583500278e+01
3.723944788957791463e+00,1.854123121617340644e+02,1.300032699709709902e+02,-4.010423159683100636e+01
3.725545109021804357e+00,1.853481032495489842e+02,1.299839576672407020e+02,-4.013967504764567451e+01
3.727145429085817252e+00,1.852838412789535312e+02,1.299645727572956275e+02,-4.017053295763154352e+01
3.728745749149830147e+00,1.852195337172099130e+02,1.299451180408291293e+02,-4.019670787888822616e+01
3.730346069213842597e+00,1.851551882010633676e+02,1.299255963192934189e+02,-4.021810341512966858e+01
3.731946389277855491e+00,1.850908122731860317e+02,1.299060103796123542e+02,-4.023462405901693728e+01
3.733546709341868386e+00,1.850264132001541384e+02,1.298863629776390951e+02,-4.024617509795417192e+01
3.735147029405881280e+00,1.849619992166214786e+02,1.298666569145557617e+02,-4.025266365987644690e+01
3.736747349469894175e+00,1.848975787235017378e+02,1.298468949927473091e+02,-4.025399811476875556e+01
3.738347669533906625e+00,1.848331602302226884e+02,1.298270800124122957e+02,-4.025008807584757164e+01
3.739947989597919520e+00,1.847687523547259048e+02,1.298072147715630820e+02,-4.024084444681867723e+01
3.741548309661932414e+00,1.847043638234671619e+02,1.297873020660257453e+02,-4.022617946878174422e+01
