s1,s2,p_eq,p_eq_noisy
6.757275694160759516e-02,9.292696248839131534e-02,3.300678898228497360e-01,3.273484534838572158e-01
7.812099755696914893e-02,5.644495197834375338e-02,2.826811096555156277e-01,2.785052257443068058e-01
4.839048154352931091e-02,1.015582485941671567e-02,1.853168938956487877e-01,1.831450580548681095e-01
1.891269316961146155e-02,6.336709028730594384e-02,2.961974827538454980e-01,2.870537294513414994e-01
9.021503160122858189e-02,6.806604160223138356e-02,2.998899867810004283e-01,2.908334271229593981e-01
8.271123553783162052e-02,6.249977570591563197e-02,2.919994616106955654e-01,2.977971631124821106e-01
6.233255693884734439e-02,9.175790118272604892e-03,1.771819354736332841e-01,1.823760358062412046e-01
2.558358095834363868e-02,8.799381682924631298e-02,3.346477936531575548e-01,3.315304798355563354e-01
1.365893094934872432e-02,5.450307030297563138e-02,2.821237134059633167e-01,2.781088598272198897e-01
4.706913860577207481e-02,1.224398637268158709e-02,1.911445590979302112e-01,1.991211439163011188e-01
2.420980190530486534e-02,2.607605932566915696e-02,2.282685509592784212e-01,2.324560222584906022e-01
8.052072252563274857e-02,3.300335819775938179e-02,2.372404123760349648e-01,2.411580902194637166e-01
3.122145899530574462e-02,6.467174903631216741e-03,1.908513350901775985e-01,1.886262234211259770e-01
4.870665795768533424e-02,8.458255902595611386e-02,3.222107575246158095e-01,3.293764806145368373e-01
5.195175785631656051e-02,8.578579628696335335e-02,3.232699460673915670e-01,3.196844274610266545e-01
3.882784082359277966e-02,6.961159997491969675e-02,3.022066245989916689e-01,3.067560045366490296e-01
2.685902237254534503e-02,2.221834158679367177e-02,2.203067176909184743e-01,2.213530811386987540e-01
9.353457203287807165e-02,1.684961139680306308e-02,1.903340422448982772e-01,1.828655178391833114e-01
6.400482613315211511e-02,7.621453668235023127e-02,3.100764873157979551e-01,3.103177990135783104e-01
3.032549782275717129e-02,1.378516248200905084e-02,2.033684755231847385e-01,2.072417508719548718e-01
2.206170724684298340e-02,3.228217937100733709e-02,2.399956020225276210e-01,2.374965622895478801e-01
3.749688666816804183e-02,9.581999277418273842e-02,3.410863684249280103e-01,3.415540217969143533e-01
3.179481246299951241e-02,3.694518884618444576e-02,2.469174803218333880e-01,2.483312835888466796e-01
2.900218680520570344e-02,6.891065895273000563e-02,3.028418437096564997e-01,3.014526647239010870e-01
5.426861080794030678e-02,4.856551920637024178e-02,2.685568080019980486e-01,2.563754037365144067e-01
7.136442811688098464e-02,2.667505278639626179e-02,2.233284165794162390e-01,2.323639662897406533e-01
7.135877587787053944e-02,7.155655353600155755e-02,3.041884664826153828e-01,3.026824236473923957e-01
4.629954884444223429e-02,7.548338773167783192e-03,1.797830285435790543e-01,1.870032534310689387e-01
4.889419042445275476e-02,7.338214320797606383e-02,3.067631297436521631e-01,3.131834897972831655e-01
9.300368049733692688e-02,6.065741839260165719e-02,2.888995283581947682e-01,2.830665199251085618e-01
6.737795840199301001e-02,9.054775072290392746e-02,3.273541093246892797e-01,3.227078795711371129e-01
9.972876422633250582e-02,1.924325185967108026e-02,1.951743480496418437e-01,1.887249224727653441e-01
5.711865076529831775e-02,9.669601502038681351e-03,1.805107137745740054e-01,1.852853845729837134e-01
6.706901610627484522e-02,6.522912980077145984e-02,2.954074639356923382e-01,3.020017717495632192e-01
7.772201971236551710e-02,1.056011351828536893e-02,1.762137225194853329e-01,1.904286667554046242e-01
5.061106296454388059e-02,1.367718605410338240e-02,1.935649721844255322e-01,1.874393223109433460e-01
8.083276136568846859e-02,4.993541943705495645e-02,2.716912071436452525e-01,2.667754551302868316e-01
5.641366891014095060e-03,2.410608692616027227e-02,2.417294228795851541e-01,2.407625347621987766e-01
2.436915288596567739e-02,6.834576247118253137e-03,2.018122914822718106e-01,2.041291229044713829e-01
7.579568511858321422e-02,1.184428551605496219e-02,1.809145296704033068e-01,1.768042808502282570e-01
7.836431590681072756e-02,4.822429516618349093e-02,2.687028027508344685e-01,2.696248519764301577e-01
7.968408075669976276e-02,5.827679200938783166e-02,2.855824326258634693e-01,2.828829515826261076e-01
4.648589383747617210e-02,6.493450851613136177e-02,2.945460472433981680e-01,2.967498200008666376e-01
1.540029546791987433e-02,3.149230238508048119e-02,2.413227963911885599e-01,2.388218135199687564e-01
8.207249043888109608e-02,9.417104097168244037e-02,3.305811799425492636e-01,3.292654877089870591e-01
5.647732989584951929e-02,4.222407806115479473e-02,2.572386913713759493e-01,2.575048334383265858e-01
4.467308628959767297e-02,8.480941597034491464e-02,3.233137536047718252e-01,3.284560664885467496e-01
9.773582117730524044e-02,8.955422733875331720e-02,3.256656806021474004e-01,3.204756627384874879e-01
6.491016250111222852e-02,6.112501841901854527e-02,2.893556453179222943e-01,2.825047103339434762e-01
5.708999014971249952e-02,4.241542054123410149e-02,2.576270923243181299e-01,2.676393677806312432e-01
1.869464103710823458e-02,3.835292175964284678e-02,2.517442696037492378e-01,2.531840371636648879e-01
8.238091465138376590e-02,7.914931946452612166e-02,3.139536285599796028e-01,3.155150520309546458e-01
4.437468890705308783e-02,9.050822700414151711e-02,3.312392422234655687e-01,3.300291099911152881e-01
2.153331082803439447e-02,1.256702147519322098e-02,2.107617597778777552e-01,2.120745288350637803e-01
4.617369356279749787e-02,9.362284789704100607e-02,3.349421810105071007e-01,3.350571720548259358e-01
6.324465428200885808e-02,5.137707663944900832e-02,2.738776986380190293e-01,2.723854367429988099e-01
1.369850034239314743e-02,8.392199949677384141e-02,3.343206437345261350e-01,3.283131223083285422e-01
5.563442975209961783e-02,3.955973816548397082e-02,2.521056046651084515e-01,2.579828375135750362e-01
1.434317393268477736e-02,7.673045123757700481e-02,3.214352812355668054e-01,3.134375427835070504e-01
8.571668019903634639e-02,2.082491364141554613e-02,2.047084265300379291e-01,2.004567173734308483e-01
2.323008916602260082e-02,1.470166708807901790e-02,2.110748340022493008e-01,2.094579738821996939e-01
4.509303276935447413e-02,4.136058449902148271e-02,2.550997528031460071e-01,2.537027927248569625e-01
3.500797770366543410e-02,6.007992633821730710e-02,2.875213561994440226e-01,2.935471628121315568e-01
6.353881271280206744e-02,1.150924956524124187e-02,1.837037330663840451e-01,1.912130655991484685e-01
9.915739002119629275e-02,9.564266143408899079e-02,3.318281511534695860e-01,3.360883993244089263e-01
8.366728317124721981e-02,9.813570409869368238e-02,3.345885129754717635e-01,3.293225621596701513e-01
5.177403263466478361e-02,4.818772626383573815e-02,2.677547733211623204e-01,2.852090046953502100e-01
6.784761777109298009e-02,7.435986374182607106e-02,3.077294859637649815e-01,3.045052151909661831e-01
8.695365270618399256e-02,7.342000249563276904e-02,3.069947814575735290e-01,3.050816835561395157e-01
8.238638425103698981e-02,1.454159067580284431e-02,1.871448260669268948e-01,1.852174910202204206e-01
7.064059498919803004e-02,1.325458535628188869e-02,1.868006561732417081e-01,1.883839294163712763e-01
3.074481307795898233e-02,3.910497791005486390e-02,2.510428112334198714e-01,2.473249572686114228e-01
5.187821021034776797e-02,2.269383649706890535e-02,2.157128638284727951e-01,2.154742395832097979e-01
5.303765748370219829e-02,3.556756565031689993e-02,2.440792231180105576e-01,2.369748916756257984e-01
6.251093387386319478e-02,7.133272356304257156e-02,3.036510043664509273e-01,2.998685629021682897e-01
6.882386259043564436e-02,2.971563682012684157e-02,2.309315711786940617e-01,2.323208828025191963e-01
4.238219908980341705e-02,5.937360458942011338e-02,2.860018981553572592e-01,2.778535881666802654e-01
3.134571528944572749e-02,8.978905078598062306e-02,3.348077420002569249e-01,3.338847036975308158e-01
6.684805648629181529e-02,7.322888220753551169e-02,3.062451961421689406e-01,3.069231741401011182e-01
7.496196166200584654e-02,8.797411949320832480e-02,3.240618354325739969e-01,3.146431162891362709e-01
2.707689933111741623e-02,3.672975142265339638e-02,2.470315109652894969e-01,2.490010444559752623e-01
8.276341281197316380e-02,9.376783833082737163e-02,3.301430738315425106e-01,3.350139723101203670e-01
3.633884430797045678e-02,5.206563628855881420e-02,2.740367146607647908e-01,2.811235450700770855e-01
8.177287735579313876e-02,3.316536285195455930e-02,2.374236167834932743e-01,2.458808552482880383e-01
1.196463384833543545e-02,6.062786499486838565e-02,2.938101982904669507e-01,2.946932942362907593e-01
8.275854645310840030e-02,5.958728427560134461e-02,2.876135327988444956e-01,2.818010426366061028e-01
2.630328492199147591e-02,5.210075992226093078e-02,2.748887229168029411e-01,2.833972054518288930e-01
4.053699281758187806e-02,9.698395927546447914e-03,1.883394895236223665e-01,1.889598818832843030e-01
1.052958435725476552e-02,1.671227561161781755e-02,2.309997730115175008e-01,2.292522605796732948e-01
7.529262712824071058e-02,9.752639509031701959e-02,3.344607087120017863e-01,3.333215217646497419e-01
6.296974935158303199e-02,4.184415005258916576e-02,2.567691349306770454e-01,2.526794636532009863e-01
7.105556896395309741e-02,1.157277990953251012e-02,1.815817834384684526e-01,1.886199802204247544e-01
4.951079589237006306e-02,5.982603770252193504e-02,2.867319958540839875e-01,2.822138585394798893e-01
9.045162695728611868e-02,5.779580926324839885e-02,2.845254377511304278e-01,2.846516849419065687e-01
3.170511417924692932e-02,9.263770228800685680e-02,3.389523281724996506e-01,3.340060664417588421e-01
2.442133685950762662e-02,2.944904412181631112e-02,2.342117208104710635e-01,2.264853439890533449e-01
6.558173559168906097e-02,7.879697324227394328e-02,3.133398850391089230e-01,3.019465956890840519e-01
1.470194985396706261e-02,5.414821126381506172e-02,2.811378116597403332e-01,2.771199193245769687e-01
2.073985390364839129e-02,7.466418495867122029e-02,3.149614292222520096e-01,3.136998784899855397e-01
2.072671252253573126e-02,1.364907222993170730e-02,2.128663745835429610e-01,2.163508007825847290e-01
3.708002226435185011e-02,5.467008853782733685e-02,2.784312635151016679e-01,2.698567632954232409e-01
8.902712906130183512e-02,2.670438204580795685e-02,2.198513240531927704e-01,2.121020880602891290e-01
3.514034091070932647e-02,9.662188944239068211e-02,3.432801193876601764e-01,3.427584785659111843e-01
6.331097394563428571e-02,8.321535808047214600e-02,3.188806792052499839e-01,3.213877533467754954e-01
4.978418704141929219e-02,8.018919239113513064e-02,3.161074990101636062e-01,3.112598803552865667e-01
1.403080253734911506e-02,4.682401860999475807e-02,2.682113982517014827e-01,2.665798067896462675e-01
5.895288776837443595e-02,8.497396746302844639e-02,3.213671021997696609e-01,3.156207607282277006e-01
8.154268261235367299e-02,9.518072260007034990e-02,3.316478283377885528e-01,3.297300461663085214e-01
3.079156016547592717e-02,8.078747138167523267e-03,1.936927969466226140e-01,1.972361186016965695e-01
8.269524571782068192e-03,3.182453854808848376e-02,2.464470197197486667e-01,2.507576511589348356e-01
7.649106408397855772e-02,2.046092965185200910e-02,2.061001971012288991e-01,2.066198330052399224e-01
7.749044449167850901e-02,6.561478298904108164e-02,2.963732100765986144e-01,2.941442712948279525e-01
3.582579085800353252e-02,7.742451881354497911e-02,3.146211158824885334e-01,3.143413588174823747e-01
8.495343304157261521e-02,8.994460547560718944e-02,3.260933146200883925e-01,3.231927715919850064e-01
4.764462103936298321e-02,1.835851223942120553e-02,2.059848574165089041e-01,1.939811655686385639e-01
7.436005385069888174e-02,4.843947040761063111e-02,2.691467823159091610e-01,2.714680817047892547e-01
5.365655413770564069e-02,1.022260748190467056e-02,1.833473927521738767e-01,1.867921542828036574e-01
4.305090108725834891e-02,4.434418446046527879e-02,2.605198302593449977e-01,2.572376671159976036e-01
3.440646844142088157e-02,1.664829981842906245e-02,2.063268490469193917e-01,2.091106868372040739e-01
5.070716289948538208e-02,7.114031882069465906e-02,3.034870720801480237e-01,2.987394382898457823e-01
2.629985313817185047e-02,4.822954985974507031e-02,2.680411649825046871e-01,2.656295491127944053e-01
6.931818628495968471e-02,5.362779233192244838e-02,2.779008748130512019e-01,2.765174535214919294e-01
7.497493994584419896e-02,2.276710613698851651e-02,2.126919754847513000e-01,2.155109261174122659e-01
3.295178329898791614e-02,5.841880905051555217e-02,2.849633794828252409e-01,2.890522603269639057e-01
8.476020770738876275e-03,2.959686254895895971e-02,2.433890720082577119e-01,2.460706764041294126e-01
7.424791141465329758e-02,5.575618011351146652e-02,2.815120120142897142e-01,2.800596665746029057e-01
9.132254554725983964e-02,8.886070114121651098e-02,3.249444701230669863e-01,3.276308635968422367e-01
4.397840404540259707e-02,8.098487831043123253e-02,3.181050489202907339e-01,3.165494715082832755e-01
5.325659507649654206e-02,7.677595793418880155e-02,3.111542244589329265e-01,3.059463180272925520e-01
2.578092026957336941e-02,2.379651465755696499e-02,2.235922297292307903e-01,2.251793584733572662e-01
7.466195305036399388e-02,5.971551724100719605e-02,2.876880103570638725e-01,2.851740855045359901e-01
1.892354491689206969e-02,3.944611979803961527e-02,2.536226793119435996e-01,2.577668392228540384e-01
9.577387777925377987e-02,1.242980389594765603e-02,1.754706185042599342e-01,1.788384480478803218e-01
5.422183587727537335e-02,6.757665087729473365e-03,1.734695139284065102e-01,1.812952553650777343e-01
7.771901560867701397e-02,3.324313936506190226e-02,2.381762709172328407e-01,2.350670076635778816e-01
1.578810295621343660e-02,6.344297636546084029e-02,2.973904333675933542e-01,2.999278283755116847e-01
5.518960732495348243e-02,6.194733895608756785e-02,2.901300060679810056e-01,2.877659357973846310e-01
1.176557334491205170e-02,3.053477313529119608e-02,2.420404415317721769e-01,2.457149037450552520e-01
7.380936360184335576e-02,9.977127580365777182e-02,3.369864644304744195e-01,3.325914490796663681e-01
7.568169450725889535e-02,4.183469172759225752e-02,2.566811737416876404e-01,2.594156213099024222e-01
1.901787798126702497e-02,8.171581134147927472e-02,3.276159171840155593e-01,3.250394003963527623e-01
8.681105728750815320e-02,2.872267964376414712e-02,2.256306494612998204e-01,2.258049435253060566e-01
3.877147785512356781e-02,7.879047644807762873e-02,3.159908550113839087e-01,3.176557779804164983e-01
6.546842681386746965e-02,1.955346763929257520e-02,2.058595895557310262e-01,2.080055386838836617e-01
5.959925247828897626e-02,1.372877486299475466e-02,1.911831502299964347e-01,1.893162610160900872e-01
1.945027143043621606e-02,9.610424729693237481e-03,2.123645434046849412e-01,2.093312738997781808e-01
3.659000792457323820e-02,5.115557358219153389e-02,2.724670622769683748e-01,2.714865210253072370e-01
9.595625684308786707e-02,3.446816885297596111e-02,2.374053374948428274e-01,2.367013406127247421e-01
8.730735056385213744e-02,5.836461453953032535e-02,2.856022955397072294e-01,2.814489935021249334e-01
6.517430692235653966e-02,4.459206358188833041e-02,2.620087279354311738e-01,2.586226898408043873e-01
7.296446643998931447e-02,3.318228033843947239e-02,2.385387087285018304e-01,2.393537404902283672e-01
8.409866346350172717e-02,3.888336659336023154e-02,2.498447861857740482e-01,2.493282981669142362e-01
3.689971918501185055e-02,7.150193250555055002e-02,3.053849936008536936e-01,3.009726582019920937e-01
8.126489004292312968e-02,5.657806577181354740e-02,2.828956168097038759e-01,2.757229020330903002e-01
7.862883510914779606e-02,6.359264497909022928e-02,2.935309412691945452e-01,2.984553700899697515e-01
8.857897235972958180e-03,8.575377596400700353e-02,3.406732256044218143e-01,3.400581251102272606e-01
9.808536207914035632e-02,6.870390042056239224e-03,1.556665986989615447e-01,1.562068532304887458e-01
9.420340866943861802e-02,1.583466132713411828e-02,1.869459150603367537e-01,1.855887560900454369e-01
7.713423494525135926e-02,6.751114811500689983e-02,2.989867705616809923e-01,3.047133991954171783e-01
6.912832494961483609e-02,7.408698703805036145e-02,3.074057408340321595e-01,3.155309124083223726e-01
6.824026610747226107e-02,4.268716198987707738e-02,2.584793519256646244e-01,2.630569419503158701e-01
5.714322672355666433e-02,3.877175074213509709e-02,2.506148217239559384e-01,2.557524878436474580e-01
7.584232913294375322e-02,5.237577697925516890e-02,2.759839724817940154e-01,2.795437250022798081e-01
9.927792320789215197e-02,1.618992803167906488e-02,1.860177501263051980e-01,1.847015370803692380e-01
5.073020047340145305e-02,9.597164247310366672e-03,1.828399428733034904e-01,1.813920774654361745e-01
1.065508337414527995e-02,6.617362226369398470e-02,3.044212218214668031e-01,3.043356389785654148e-01
9.247784537509279312e-02,6.416760570669345631e-02,2.942545587067506574e-01,2.943129712868957637e-01
8.912115576141203810e-02,7.046259422216560875e-02,3.031514693348126288e-01,3.079055686908874767e-01
4.291577697951325793e-02,9.954908787672868409e-02,3.440858592952443784e-01,3.367228462479546769e-01
5.286457191295271946e-02,5.705702347853488371e-02,2.825118829345883431e-01,2.822126854116667194e-01
8.714873798465329335e-02,4.551084032477245578e-02,2.629965729882483561e-01,2.734926090933674225e-01
5.221766064487300824e-02,9.755952381840918286e-02,3.383639843558772231e-01,3.443404217120885624e-01
9.045489591340379054e-02,4.880968575121944625e-02,2.688946909424207443e-01,2.675353041393842002e-01
4.532918801676426995e-02,2.657355868167108823e-02,2.251568634433812888e-01,2.279692815934296624e-01
3.165807494186821669e-02,9.721384931989177081e-02,3.458373716095252681e-01,3.485927705267272136e-01
5.696310338442131527e-02,8.257382296514242936e-02,3.185043046001643785e-01,3.186611568873832234e-01
7.552472292634328233e-02,7.702921415875868538e-02,3.112477551070373938e-01,3.147706665918233448e-01
4.440546654953460293e-02,5.022630582783501468e-02,2.709244224314447669e-01,2.652821443801390844e-01
6.770393249213360609e-02,5.525543257244645845e-02,2.804628937474816786e-01,2.909439242188952557e-01
2.270999635994187804e-02,5.908279216640305309e-02,2.877109897236618252e-01,2.799548879931670342e-01
9.771837583553818346e-03,4.897110319341840823e-02,2.736328975091856242e-01,2.709047677033564749e-01
4.808097188112144676e-02,6.384436245043886501e-03,1.757728473013797921e-01,1.775658580467572023e-01
7.882254476959721368e-02,9.690053065760440010e-02,3.335610956172663233e-01,3.316908638860044389e-01
4.714367268918568527e-02,1.116765620153586241e-02,1.884224181619115479e-01,1.873096931820891486e-01
1.917861195403755895e-02,3.824225217053200954e-02,2.514112297139292074e-01,2.554617276013673721e-01
2.514935138734345280e-02,7.736608930471544632e-02,3.177481867881221667e-01,3.161790064296481351e-01
9.439583981050121697e-02,3.976531257469618358e-02,2.499089630712879040e-01,2.487836979283654382e-01
2.217924929279865495e-02,2.035173117160100215e-02,2.199119339540214213e-01,2.253053012724105519e-01
8.126660083372682850e-03,6.765689845145905768e-02,3.083785813324219638e-01,3.152396460949227208e-01
3.496588705895055382e-02,9.626711110035628127e-02,3.428426218821782334e-01,3.418311159924240505e-01
8.342728925796834283e-02,8.504298165018783773e-02,3.207511999959206106e-01,3.140715975456809250e-01
7.005379808901684990e-02,7.602724678484958087e-02,3.098905756747492024e-01,3.143161433185668874e-01
3.173859964475172352e-02,7.602432838168150797e-02,3.135044000075576376e-01,3.095565175323228835e-01
9.429504529685414638e-02,4.176510511607996190e-02,2.542372648899511867e-01,2.591780650103988060e-01
9.898024528483542750e-02,4.906896721029135183e-02,2.680271142490668335e-01,2.636977341026777721e-01
7.244416266896276657e-02,3.849646540851794224e-02,2.500565761594428227e-01,2.449879143792991487e-01
7.996837014485466688e-02,8.434553667246087738e-02,3.199419317572630983e-01,3.190947888021702372e-01
9.394953133678383972e-02,1.428639907014267116e-02,1.821810538951706693e-01,1.892226596214873768e-01
1.879817764216265910e-02,8.179575705057549884e-02,3.278611917094814143e-01,3.246794105630891325e-01
2.686855882720058999e-02,3.540961039519534975e-02,2.446163146590452364e-01,2.472444376928102650e-01
4.307993482292910015e-02,4.505517506865978211e-02,2.618043062046989111e-01,2.696181240437414139e-01
7.980677237437646190e-03,9.397144655209330177e-02,3.558769365037081078e-01,3.592638911982837802e-01
7.474749079925948822e-03,9.380202014770297470e-02,3.559794923500861907e-01,3.604469893257820634e-01
2.550715967506436352e-02,1.114278381623964691e-02,2.040864309829256151e-01,2.019164473223360179e-01
5.371851645684548593e-02,8.694356450793695734e-02,3.245008693148115908e-01,3.243318501910741891e-01
6.635499003405773144e-02,9.620647198294392244e-02,3.339404175899675087e-01,3.311759940897980870e-01
5.639873479407853801e-02,3.897957547077466472e-02,2.509993564940216082e-01,2.573726558495842420e-01
9.270992225151840349e-02,1.294063053687968812e-02,1.783658372848729301e-01,1.809513993933410947e-01
6.884476653704529360e-03,4.101400361276682366e-02,2.612717795168570944e-01,2.656316200385009374e-01
7.740076745610270648e-02,6.891081743611421340e-02,3.008923753413967339e-01,3.002927990422926130e-01
8.083652524972868847e-02,5.921295160623673420e-02,2.870390301641184139e-01,2.807396116375370787e-01
8.512454480765403730e-02,9.358038607237019468e-02,3.299006099723189034e-01,3.320811495019933002e-01
9.516383573747832017e-03,6.159181705661528894e-02,2.966125483785335692e-01,3.029249374558107832e-01
7.725896065704954130e-02,7.979794918818866600e-02,3.146295582168431304e-01,3.249542447852197258e-01
1.765804629562735956e-02,5.252169491262560080e-02,2.773516657466438828e-01,2.764158254547053883e-01
4.613844528811436585e-02,7.318973435742517908e-02,3.067151276413548344e-01,3.066801874030091191e-01
2.686857035200894417e-02,8.961704587163717151e-02,3.365870254012926499e-01,3.259079757403889333e-01
3.884713284493952062e-02,9.156234551043085368e-02,3.344752380674285708e-01,3.391270900084207840e-01
3.353488327597959479e-02,2.478120129491749937e-02,2.229944469263786255e-01,2.220877338682025193e-01
8.224579914803298308e-02,7.586041406797086606e-02,3.099707039590003932e-01,3.091354991397544660e-01
4.861369916825767495e-02,6.568857936630989602e-02,2.956303499889025299e-01,2.922930615167896318e-01
9.007414382484214832e-02,2.200307118288543154e-02,2.067165090149707674e-01,2.126545420808199083e-01
8.959578101281513718e-02,8.093254208298988894e-02,3.161487641402410120e-01,3.090924443482584438e-01
1.698369054869490816e-02,2.390037321194857581e-02,2.288936138641702311e-01,2.291637284947111997e-01
2.889547978948786219e-02,9.243387802391184183e-02,3.399724424644578469e-01,3.495357524540515515e-01
6.403606794263430602e-02,6.506330869311108267e-02,2.950367249679962112e-01,2.925461162388001690e-01
7.176528067271212286e-02,1.108927203245069909e-02,1.798671952451619815e-01,1.750241458833765862e-01
5.333189314622206051e-02,4.573624818837344203e-02,2.635164117296930342e-01,2.615037597807274850e-01
2.617473869461919497e-02,1.867726385865951452e-02,2.145472982544210094e-01,2.158019013927500729e-01
7.296352832305398606e-02,9.563169518773063926e-02,3.326096896676775105e-01,3.311282312598919919e-01
5.760787133393373283e-02,5.431768839820261263e-02,2.783897058349003584e-01,2.715748012390252764e-01
3.457147465728265673e-02,3.854521636658334721e-02,2.497721892991108805e-01,2.536851559441428150e-01
5.632718990157725009e-02,8.070907866815152376e-02,3.161488783718404139e-01,3.206687089033978810e-01
2.902372376793571282e-02,2.374829967689941201e-02,2.222544045929135403e-01,2.171652599766311365e-01
8.518491309638599740e-02,8.832677650939254471e-03,1.678069866598673465e-01,1.647159545940677094e-01
2.626017000835429230e-02,3.765349257604160005e-02,2.488571597871602481e-01,2.567349525099561491e-01
2.706544064600203622e-02,2.206658084608634912e-02,2.199413622566527560e-01,2.219736397829593089e-01
3.483379407245568854e-02,9.795076996419564697e-02,3.453597669429965267e-01,3.361535357320369344e-01
8.196917679774499976e-02,1.309575179152113952e-02,1.827932510031363145e-01,1.885942245888712621e-01
9.211993955112021681e-02,5.524290600819498076e-02,2.801650283509264927e-01,2.947391132069853148e-01
3.890225951487324973e-02,5.808737018081096964e-02,2.840241398352786883e-01,2.857957669069355333e-01
9.252144239790385805e-02,4.160556700526374385e-02,2.542546799031754623e-01,2.494615411363488022e-01
9.331370804713201572e-02,8.217886603073817908e-02,3.175998861053736522e-01,3.244104997706686033e-01
1.870627708910237511e-02,6.870981590676500383e-02,3.055621177839910052e-01,3.048369157670131613e-01
8.969461774363651774e-02,1.058135780216483066e-02,1.718545363790962288e-01,1.706734543487069822e-01
9.441920955337756993e-02,9.574965363142948216e-02,3.319767120617473366e-01,3.298458558494734572e-01
5.128532502003263494e-02,2.156758827428452430e-02,2.130942121253913413e-01,2.142522414963823341e-01
7.766694092205073119e-02,8.740314397115463152e-02,3.233787847594999931e-01,3.281575117447574907e-01
1.404462886994668411e-02,3.958314369538138561e-02,2.554537016075466016e-01,2.567086206041948593e-01
5.993090194835618001e-02,1.049921242068301182e-02,1.819075906628548345e-01,1.864799125050792816e-01
9.149436605864119665e-03,7.950150970926984917e-02,3.293001507647233539e-01,3.336002393594853510e-01
6.191926317930768198e-02,6.239932304930438656e-02,2.910869960064208506e-01,2.993453417885464374e-01
6.251018143587344644e-02,9.485198876334721696e-02,3.329113614121270159e-01,3.367520795173968851e-01
4.548660855406156528e-02,5.679476025455116456e-02,2.818618297504251191e-01,2.855952016202990551e-01
3.015254158117475908e-02,5.913825384504976107e-02,2.864859273076715840e-01,2.898993581212408466e-01
3.696774958337872841e-02,7.766326121990378695e-02,3.147157943679395609e-01,3.133367074688961362e-01
2.093335594720899251e-02,8.098877810150642564e-02,3.254719881682339722e-01,3.322013451826013597e-01
5.536620318422480480e-02,6.718182672209882002e-03,1.728091951276349847e-01,1.715223127084940791e-01
9.561962585864057507e-02,5.933057772734002394e-02,2.865793709316616922e-01,2.867176149113362382e-01
1.214629636815881160e-02,1.573497576852563029e-02,2.277626117897558200e-01,2.365713503543677709e-01
2.612235193628766050e-02,8.977611114077628518e-02,3.372032177155446231e-01,3.403683474545145526e-01
8.902461240573008097e-03,3.409830504882898489e-02,2.492003197922405267e-01,2.511687137951322812e-01
2.901733492748627408e-02,8.546873614779622319e-02,3.291459422512610922e-01,3.302898875943278689e-01
6.937201834344459972e-02,8.953864942895484180e-02,3.260572117381608237e-01,3.189325651871990908e-01
8.651429426908352482e-02,8.949371954165795395e-02,3.256102357029957428e-01,3.332687688654069058e-01
3.337622824670571919e-02,4.434466614164890574e-02,2.605192764362079250e-01,2.593448715488137490e-01
9.777017910074785323e-02,6.240291200688813031e-03,1.535903620126531366e-01,1.520424017878441725e-01
3.299138986224799119e-02,7.419247668275184837e-02,3.103280513888535541e-01,3.118451024083153111e-01
4.635523046737350522e-02,8.747563044840353519e-02,3.265979245346972148e-01,3.197609416512631197e-01
3.056257610175402983e-02,5.009172907095699873e-02,2.709112121077630886e-01,2.686182042443695517e-01
9.892824749994616473e-02,7.488982415603467890e-02,3.086971722491134162e-01,3.145787299790543390e-01
3.743657300790384501e-02,9.788471049001754021e-02,3.440655242331010499e-01,3.436978752569546103e-01
7.778507604815716736e-02,8.669789900337385169e-02,3.225903497423271427e-01,3.172883765641825171e-01
7.641289608513980591e-02,3.561456850548673503e-02,2.436372405088221282e-01,2.426124915818314853e-01
2.869866157760734421e-02,2.580043371680685454e-02,2.262207720053213689e-01,2.264257432055482855e-01
5.326226304547436452e-02,5.368011930953746347e-02,2.771044370759636610e-01,2.798902966986794860e-01
1.106216883517471827e-02,7.803490908074581234e-02,3.255298150226240139e-01,3.251992479394860691e-01
3.005858342642638015e-02,5.150487603470792902e-02,2.734258388952424124e-01,2.778864442124551748e-01
7.026667685967715252e-03,1.758559609173336938e-02,2.383138335420462162e-01,2.329462120402287506e-01
1.115951845457466979e-02,4.410195119258163848e-02,2.644502570206985204e-01,2.647368225659553209e-01
2.415751983183613699e-02,9.951819933855063360e-02,3.536445816478593351e-01,3.519450265665885480e-01
2.312706788104536282e-02,3.344589416964649509e-02,2.417855264561296347e-01,2.484648252510447686e-01
3.099171630163771382e-02,4.539427130077698658e-02,2.625340576794764069e-01,2.656446975387201648e-01
9.635148383373560999e-02,3.207796344671250827e-02,2.314781253084456925e-01,2.273284897961787565e-01
9.242077360024511523e-03,1.818542993931726581e-02,2.336290663625868458e-01,2.347539305772111951e-01
9.730725232444985273e-02,6.783229173031575174e-03,1.557062213802578310e-01,1.578950867255286550e-01
8.975398798790618082e-02,8.745297211304500773e-02,3.234348717708548926e-01,3.165998476702650555e-01
1.932113337042105916e-02,8.747236295910476578e-02,3.370734724015191364e-01,3.349265014872985224e-01
9.037673684493263693e-02,9.663732366109700767e-02,3.329041664258543531e-01,3.350930748299482120e-01
4.977481164840898142e-02,9.940735353709428956e-02,3.414489052214563225e-01,3.436901773413722494e-01
1.055173858652026266e-02,6.674760951593186609e-02,3.055100666063405579e-01,3.012872787440420419e-01
