s,P_fix,P_fix_noisy
1.695739147829565807e+00,4.298370149328841205e-01,4.329636324148704585e-01
1.696239247849569809e+00,4.298753503247852992e-01,4.283017579161702559e-01
1.696739347869573811e+00,4.299136621171191774e-01,4.363441666949839370e-01
1.697239447889577812e+00,4.299519503260627040e-01,4.217399588601822291e-01
1.697739547909581814e+00,4.299902149677815588e-01,4.355387776791485033e-01
1.698239647929585816e+00,4.300284560584293758e-01,4.340917205308528759e-01
1.698739747949589818e+00,4.300666736141488533e-01,4.159663893051329664e-01
1.699239847969593820e+00,4.301048676510706992e-01,4.038643628585586454e-01
1.699739947989597821e+00,4.301430381853141860e-01,4.289707388806893174e-01
1.700240048009601823e+00,4.301811852329870955e-01,4.285655847274765229e-01
1.700740148029605825e+00,4.302193088101857743e-01,4.423998177086783667e-01
1.701240248049609827e+00,4.302574089329948559e-01,4.308333769960658866e-01
1.701740348069613828e+00,4.302954856174877052e-01,4.253175094636612585e-01
1.702240448089617830e+00,4.303335388797258632e-01,4.167355545810260686e-01
1.702740548109621832e+00,4.303715687357598241e-01,4.294889319126994343e-01
1.703240648129625834e+00,4.304095752016280363e-01,4.245711963858299076e-01
1.703740748149629836e+00,4.304475582933580680e-01,4.194203615293644050e-01
1.704240848169633837e+00,4.304855180269654413e-01,4.292813511703929552e-01
1.704740948189637839e+00,4.305234544184547429e-01,4.410933267432965987e-01
1.705241048209641841e+00,4.305613674838186244e-01,4.314889931810704238e-01
1.705741148229645843e+00,4.305992572390386908e-01,4.201086307000453379e-01
1.706241248249649844e+00,4.306371237000847785e-01,4.339098536229679115e-01
1.706741348269653846e+00,4.306749668829155664e-01,4.196942898817354606e-01
1.707241448289657848e+00,4.307127868034779095e-01,4.149360105767215812e-01
1.707741548309661850e+00,4.307505834777078935e-01,4.356931273470284194e-01
1.708241648329665852e+00,4.307883569215292807e-01,4.252848473959721654e-01
1.708741748349669853e+00,4.308261071508553419e-01,4.419618165288068945e-01
1.709241848369673855e+00,4.308638341815873019e-01,4.339740597440894798e-01
1.709741948389677857e+00,4.309015380296152831e-01,4.228373355865226446e-01
1.710242048409681859e+00,4.309392187108179173e-01,4.331322715713110116e-01
1.710742148429685860e+00,4.309768762410625120e-01,4.439320261824549751e-01
1.711242248449689862e+00,4.310145106362048284e-01,4.291273748397787524e-01
1.711742348469693864e+00,4.310521219120896919e-01,4.204408147003887986e-01
1.712242448489697866e+00,4.310897100845499930e-01,4.244751327561846477e-01
1.712742548509701868e+00,4.311272751694077421e-01,4.229966651862422933e-01
1.713242648529705869e+00,4.311648171824731812e-01,4.193549380347109667e-01
1.713742748549709871e+00,4.312023361395456722e-01,4.182774892614837259e-01
1.714242848569713873e+00,4.312398320564127530e-01,4.354636285543585505e-01
1.714742948589717875e+00,4.312773049488511923e-01,4.423718635490069828e-01
1.715243048609721876e+00,4.313147548326258240e-01,4.276959193435615481e-01
1.715743148629725878e+00,4.313521817234907130e-01,4.392180044456876487e-01
1.716243248649729880e+00,4.313895856371882109e-01,4.404715547350749327e-01
1.716743348669733882e+00,4.314269665894497341e-01,4.482665765159455917e-01
1.717243448689737884e+00,4.314643245959949858e-01,4.296008436720494816e-01
1.717743548709741885e+00,4.315016596725327336e-01,4.280074959492836673e-01
1.718243648729745887e+00,4.315389718347601988e-01,4.357514329199517200e-01
1.718743748749749889e+00,4.315762610983637226e-01,4.325520292722946358e-01
1.719243848769753891e+00,4.316135274790178777e-01,4.346338981819232172e-01
1.719743948789757892e+00,4.316507709923865233e-01,4.446163555524188515e-01
1.720244048809761894e+00,4.316879916541216389e-01,4.273952820475416248e-01
1.720744148829765896e+00,4.317251894798644907e-01,4.338905704552927234e-01
1.721244248849769898e+00,4.317623644852448539e-01,4.219499713430057697e-01
1.721744348869773900e+00,4.317995166858814016e-01,4.302051500846696963e-01
1.722244448889777901e+00,4.318366460973813714e-01,4.251035540512022037e-01
1.722744548909781903e+00,4.318737527353411765e-01,4.242983282028459091e-01
1.723244648929785905e+00,4.319108366153454615e-01,4.297136895317163474e-01
1.723744748949789907e+00,4.319478977529682129e-01,4.274823652131175544e-01
1.724244848969793908e+00,4.319849361637718155e-01,4.357006992503533183e-01
1.724744948989797910e+00,4.320219518633078293e-01,4.400603071561151602e-01
1.725245049009801912e+00,4.320589448671162680e-01,4.171353203720164493e-01
1.725745149029805914e+00,4.320959151907262097e-01,4.421295007883245809e-01
1.726245249049809916e+00,4.321328628496554081e-01,4.098692922961751917e-01
1.726745349069813917e+00,4.321697878594107367e-01,4.346443123796934760e-01
1.727245449089817919e+00,4.322066902354875784e-01,4.393096300075685634e-01
1.727745549109821921e+00,4.322435699933703801e-01,4.257364397408875956e-01
1.728245649129825923e+00,4.322804271485323202e-01,4.299894304662231770e-01
1.728745749149829924e+00,4.323172617164355302e-01,4.244995418241778729e-01
1.729245849169833926e+00,4.323540737125309841e-01,4.413015832405188799e-01
1.729745949189837928e+00,4.323908631522586088e-01,4.006691872352487471e-01
1.730246049209841930e+00,4.324276300510470072e-01,4.227155706895171505e-01
1.730746149229845932e+00,4.324643744243139576e-01,4.130944481592829787e-01
1.731246249249849933e+00,4.325010962874659692e-01,4.343850623438086367e-01
1.731746349269853935e+00,4.325377956558985049e-01,4.455299812097291978e-01
1.732246449289857937e+00,4.325744725449958139e-01,4.444902452589040709e-01
1.732746549309861939e+00,4.326111269701314321e-01,4.392926372460161932e-01
1.733246649329865940e+00,4.326477589466672935e-01,4.351300227886109040e-01
1.733746749349869942e+00,4.326843684899548403e-01,4.250237514921869630e-01
1.734246849369873944e+00,4.327209556153339132e-01,4.449050847983738732e-01
1.734746949389877946e+00,4.327575203381337499e-01,4.389906616243053894e-01
1.735247049409881948e+00,4.327940626736722640e-01,4.243510051069658284e-01
1.735747149429885949e+00,4.328305826372564891e-01,4.200349358902180086e-01
1.736247249449889951e+00,4.328670802441822452e-01,4.265803211029813302e-01
1.736747349469893953e+00,4.329035555097345833e-01,4.437216855678602911e-01
1.737247449489897955e+00,4.329400084491873413e-01,4.454486117674579804e-01
1.737747549509901956e+00,4.329764390778034766e-01,4.491343942143358747e-01
1.738247649529905958e+00,4.330128474108348446e-01,4.252586222935057503e-01
1.738747749549909960e+00,4.330492334635223095e-01,4.294506684747232961e-01
1.739247849569913962e+00,4.330855972510957996e-01,4.469126385163612603e-01
1.739747949589917964e+00,4.331219387887744188e-01,4.353224903381940347e-01
1.740248049609921965e+00,4.331582580917658354e-01,4.408004700567541567e-01
1.740748149629925967e+00,4.331945551752672818e-01,4.199850822177543241e-01
1.741248249649929969e+00,4.332308300544646662e-01,4.295369099797076706e-01
1.741748349669933971e+00,4.332670827445331274e-01,4.331091929204498037e-01
1.742248449689937972e+00,4.333033132606367577e-01,4.297641515545968516e-01
1.742748549709941974e+00,4.333395216179288245e-01,4.292022149214785309e-01
1.743248649729945976e+00,4.333757078315514932e-01,4.170523074181314849e-01
1.743748749749949978e+00,4.334118719166362710e-01,4.497229136171274622e-01
1.744248849769953980e+00,4.334480138883033407e-01,4.349378668710675577e-01
1.744748949789957981e+00,4.334841337616623935e-01,4.189510758505131660e-01
1.745249049809961983e+00,4.335202315518120186e-01,4.443277675741280630e-01
1.745749149829965985e+00,4.335563072738399804e-01,4.342806472053094002e-01
1.746249249849969987e+00,4.335923609428228853e-01,4.408305815230899039e-01
1.746749349869973988e+00,4.336283925738268485e-01,4.317867711191465396e-01
1.747249449889977990e+00,4.336644021819068828e-01,4.259347487260827791e-01
1.747749549909981992e+00,4.337003897821072873e-01,4.262268890530047094e-01
1.748249649929985994e+00,4.337363553894612034e-01,4.372966682971177743e-01
1.748749749949989996e+00,4.337722990189912253e-01,4.416542152041373903e-01
1.749249849969993997e+00,4.338082206857089562e-01,4.388494555217327120e-01
1.749749949989997999e+00,4.338441204046152300e-01,4.404521874887841193e-01
1.750250050010002001e+00,4.338799981906998338e-01,4.460791567731166585e-01
1.750750150030006003e+00,4.339158540589421187e-01,4.369721375477544356e-01
1.751250250050010004e+00,4.339516880243102226e-01,4.441928223458611602e-01
1.751750350070014006e+00,4.339875001017616252e-01,4.452822612902918586e-01
1.752250450090018008e+00,4.340232903062431480e-01,4.371895256685222053e-01
1.752750550110022010e+00,4.340590586526905659e-01,4.335590135517455868e-01
1.753250650130026012e+00,4.340948051560289955e-01,4.300258898485416759e-01
1.753750750150030013e+00,4.341305298311727845e-01,4.223952053982361621e-01
1.754250850170034015e+00,4.341662326930253446e-01,4.189045086116307548e-01
1.754750950190038017e+00,4.342019137564795961e-01,4.476578931647990367e-01
1.755251050210042019e+00,4.342375730364173014e-01,4.344471873394106232e-01
1.755751150230046020e+00,4.342732105477098981e-01,4.291414302348815490e-01
1.756251250250050022e+00,4.343088263052176656e-01,4.504518386677674457e-01
1.756751350270054024e+00,4.343444203237905032e-01,4.444379390411862252e-01
1.757251450290058026e+00,4.343799926182673188e-01,4.353705145248766284e-01
1.757751550310062028e+00,4.344155432034764730e-01,4.448801816854727198e-01
1.758251650330066029e+00,4.344510720942353355e-01,4.329726539088725734e-01
1.758751750350070031e+00,4.344865793053509506e-01,4.385227984718546024e-01
1.759251850370074033e+00,4.345220648516192052e-01,4.531934278798837035e-01
1.759751950390078035e+00,4.345575287478257165e-01,4.456229985378107328e-01
1.760252050410082036e+00,4.345929710087449993e-01,4.323495976360756110e-01
1.760752150430086038e+00,4.346283916491412436e-01,4.420737470212798281e-01
1.761252250450090040e+00,4.346637906837677034e-01,4.470062243627168086e-01
1.761752350470094042e+00,4.346991681273670860e-01,4.340667957405939803e-01
1.762252450490098044e+00,4.347345239946712736e-01,4.311215332354737528e-01
1.762752550510102045e+00,4.347698583004018791e-01,4.541141742019045857e-01
1.763252650530106047e+00,4.348051710592693020e-01,4.324622071337617113e-01
1.763752750550110049e+00,4.348404622859737279e-01,4.222931348287009001e-01
1.764252850570114051e+00,4.348757319952045175e-01,4.369969953508673899e-01
1.764752950590118052e+00,4.349109802016404291e-01,4.585377281049323739e-01
1.765253050610122054e+00,4.349462069199495629e-01,4.420466115205037294e-01
1.765753150630126056e+00,4.349814121647895271e-01,4.454215855335748042e-01
1.766253250650130058e+00,4.350165959508071056e-01,4.142614179841039301e-01
1.766753350670134060e+00,4.350517582926386462e-01,4.305149934086915930e-01
1.767253450690138061e+00,4.350868992049098938e-01,4.482053153236352228e-01
1.767753550710142063e+00,4.351220187022359354e-01,4.321948929011576457e-01
1.768253650730146065e+00,4.351571167992211997e-01,4.494752638120119714e-01
1.768753750750150067e+00,4.351921935104597350e-01,4.411484565386998846e-01
1.769253850770154068e+00,4.352272488505349313e-01,4.404164125700399945e-01
1.769753950790158070e+00,4.352622828340194649e-01,4.533182887756508350e-01
1.770254050810162072e+00,4.352972954754756318e-01,4.315328808036507091e-01
1.770754150830166074e+00,4.353322867894552362e-01,4.319399581720516079e-01
1.771254250850170076e+00,4.353672567904992574e-01,4.377411132819545303e-01
1.771754350870174077e+00,4.354022054931383501e-01,4.389145000029806565e-01
1.772254450890178079e+00,4.354371329118927325e-01,4.197931893770930345e-01
1.772754550910182081e+00,4.354720390612718539e-01,4.491045969395118242e-01
1.773254650930186083e+00,4.355069239557747829e-01,4.391352299087173394e-01
1.773754750950190084e+00,4.355417876098900409e-01,4.352290401550235610e-01
1.774254850970194086e+00,4.355766300380956579e-01,4.431401092288634880e-01
1.774754950990198088e+00,4.356114512548592832e-01,4.330057072516005912e-01
1.775255051010202090e+00,4.356462512746377413e-01,4.490821178691716820e-01
1.775755151030206092e+00,4.356810301118778095e-01,4.376952132375335203e-01
1.776255251050210093e+00,4.357157877810154400e-01,4.442953122898775642e-01
1.776755351070214095e+00,4.357505242964763714e-01,4.282550144103485223e-01
1.777255451090218097e+00,4.357852396726756283e-01,4.343696755027934842e-01
1.777755551110222099e+00,4.358199339240181325e-01,4.408954056069340766e-01
1.778255651130226100e+00,4.358546070648979254e-01,4.277474170407137843e-01
1.778755751150230102e+00,4.358892591096988900e-01,4.306278224617828276e-01
1.779255851170234104e+00,4.359238900727944177e-01,4.367259718717560468e-01
1.779755951190238106e+00,4.359584999685475748e-01,4.483993307208012924e-01
1.780256051210242108e+00,4.359930888113107694e-01,4.449116201556104766e-01
1.780756151230246109e+00,4.360276566154261957e-01,4.463694067135083321e-01
1.781256251250250111e+00,4.360622033952255006e-01,4.403907198538675183e-01
1.781756351270254113e+00,4.360967291650301170e-01,4.464026002287698747e-01
1.782256451290258115e+00,4.361312339391508197e-01,4.528182508284112617e-01
1.782756551310262116e+00,4.361657177318883361e-01,4.391221266709058324e-01
1.783256651330266118e+00,4.362001805575326796e-01,4.418223523390750196e-01
1.783756751350270120e+00,4.362346224303637610e-01,4.433353828185249701e-01
1.784256851370274122e+00,4.362690433646508881e-01,4.175088037355083603e-01
1.784756951390278124e+00,4.363034433746533214e-01,4.365551148251677338e-01
1.785257051410282125e+00,4.363378224746194967e-01,4.417544728460383041e-01
1.785757151430286127e+00,4.363721806787880242e-01,4.451400399788882356e-01
1.786257251450290129e+00,4.364065180013868006e-01,4.344161859720232499e-01
1.786757351470294131e+00,4.364408344566336750e-01,4.474034367492193409e-01
1.787257451490298132e+00,4.364751300587358940e-01,4.312761389441726601e-01
1.787757551510302134e+00,4.365094048218906009e-01,4.359369555965775800e-01
1.788257651530306136e+00,4.365436587602845031e-01,4.545506628478162003e-01
1.788757751550310138e+00,4.365778918880940940e-01,4.242399076982715789e-01
1.789257851570314140e+00,4.366121042194855417e-01,4.369676997870751700e-01
1.789757951590318141e+00,4.366462957686146895e-01,4.362930688971226600e-01
1.790258051610322143e+00,4.366804665496270554e-01,4.368785667151217633e-01
1.790758151630326145e+00,4.367146165766579990e-01,4.324609895830716644e-01
1.791258251650330147e+00,4.367487458638326658e-01,4.443031658482666790e-01
1.791758351670334148e+00,4.367828544252657652e-01,4.271248008837881249e-01
1.792258451690338150e+00,4.368169422750616260e-01,4.246296044858511864e-01
1.792758551710342152e+00,4.368510094273148625e-01,4.426479331519616034e-01
1.793258651730346154e+00,4.368850558961092090e-01,4.259433499332963002e-01
1.793758751750350156e+00,4.369190816955186851e-01,4.416170302585203933e-01
1.794258851770354157e+00,4.369530868396067080e-01,4.381006259913827749e-01
1.794758951790358159e+00,4.369870713424267028e-01,4.310478178934266658e-01
1.795259051810362161e+00,4.370210352180218250e-01,4.344696074629850746e-01
1.795759151830366163e+00,4.370549784804249605e-01,4.369411223099227137e-01
1.796259251850370164e+00,4.370889011436588367e-01,4.424292228985913789e-01
1.796759351870374166e+00,4.371228032217359671e-01,4.316370702474555676e-01
1.797259451890378168e+00,4.371566847286587065e-01,4.358664879618767141e-01
1.797759551910382170e+00,4.371905456784193622e-01,4.236621156185794157e-01
1.798259651930386172e+00,4.372243860849996389e-01,4.352433382940195106e-01
1.798759751950390173e+00,4.372582059623716932e-01,4.188250257168246726e-01
1.799259851970394175e+00,4.372920053244969685e-01,4.375433684105746179e-01
1.799759951990398177e+00,4.373257841853270267e-01,4.334587898543337814e-01
1.800260052010402179e+00,4.373595425588032715e-01,4.589314657883438175e-01
1.800760152030406180e+00,4.373932804588568923e-01,4.508655585377857045e-01
1.801260252050410182e+00,4.374269978994090868e-01,4.365376518617249402e-01
1.801760352070414184e+00,4.374606948943707274e-01,4.475233051775604487e-01
1.802260452090418186e+00,4.374943714576426945e-01,4.408940725961988938e-01
1.802760552110422188e+00,4.375280276031157101e-01,4.266026536667017477e-01
1.803260652130426189e+00,4.375616633446704484e-01,4.138548983718035590e-01
1.803760752150430191e+00,4.375952786961774810e-01,4.491700784670146218e-01
1.804260852170434193e+00,4.376288736714971095e-01,4.419962129481129209e-01
1.804760952190438195e+00,4.376624482844798658e-01,4.185789681817204122e-01
1.805261052210442196e+00,4.376960025489659567e-01,4.444984043861066048e-01
1.805761152230446198e+00,4.377295364787857079e-01,4.472792606315546537e-01
1.806261252250450200e+00,4.377630500877590647e-01,4.313397796456791555e-01
1.806761352270454202e+00,4.377965433896962577e-01,4.460836566358195032e-01
1.807261452290458204e+00,4.378300163983973037e-01,4.210198067893496376e-01
1.807761552310462205e+00,4.378634691276522828e-01,4.360435778911538884e-01
1.808261652330466207e+00,4.378969015912409501e-01,4.386066732639141152e-01
1.808761752350469987e+00,4.379303138029334574e-01,4.460959618321280740e-01
1.809261852370473989e+00,4.379637057764895203e-01,4.422853739507267012e-01
1.809761952390477990e+00,4.379970775256592508e-01,4.405511500714508477e-01
1.810262052410481992e+00,4.380304290641823250e-01,4.439086204995655871e-01
1.810762152430485994e+00,4.380637604057888157e-01,4.318437853764719447e-01
1.811262252450489996e+00,4.380970715641984148e-01,4.531853692442513459e-01
1.811762352470493997e+00,4.381303625531211554e-01,4.350309797010131208e-01
1.812262452490497999e+00,4.381636333862569122e-01,4.463973170966595849e-01
1.812762552510502001e+00,4.381968840772955676e-01,4.384503843835155235e-01
1.813262652530506003e+00,4.382301146399171232e-01,4.360557073087628077e-01
1.813762752550510005e+00,4.382633250877916997e-01,4.443984282920848683e-01
1.814262852570514006e+00,4.382965154345790926e-01,4.430351646595505066e-01
1.814762952590518008e+00,4.383296856939296604e-01,4.520311175893857447e-01
1.815263052610522010e+00,4.383628358794833813e-01,4.493719793671261398e-01
1.815763152630526012e+00,4.383959660048705742e-01,4.329935125448904354e-01
1.816263252650530013e+00,4.384290760837115108e-01,4.437091618026292594e-01
1.816763352670534015e+00,4.384621661296165818e-01,4.397545113204639478e-01
1.817263452690538017e+00,4.384952361561861300e-01,4.308120791232616931e-01
1.817763552710542019e+00,4.385282861770108953e-01,4.277967634701398958e-01
1.818263652730546021e+00,4.385613162056713477e-01,4.413738919298478836e-01
1.818763752750550022e+00,4.385943262557383537e-01,4.335103699434785240e-01
1.819263852770554024e+00,4.386273163407728437e-01,4.250252658771544456e-01
1.819763952790558026e+00,4.386602864743255892e-01,4.379713300820283206e-01
1.820264052810562028e+00,4.386932366699378694e-01,4.411573029512048660e-01
1.820764152830566029e+00,4.387261669411408604e-01,4.399707952995987603e-01
1.821264252850570031e+00,4.387590773014559131e-01,4.269617673087477416e-01
1.821764352870574033e+00,4.387919677643947192e-01,4.332379028243092400e-01
1.822264452890578035e+00,4.388248383434587008e-01,4.527447204855382101e-01
1.822764552910582037e+00,4.388576890521399543e-01,4.313936514766719132e-01
1.823264652930586038e+00,4.388905199039203064e-01,4.358498098832864209e-01
1.823764752950590040e+00,4.389233309122719806e-01,4.621861055935090890e-01
1.824264852970594042e+00,4.389561220906573746e-01,4.426524661359771962e-01
1.824764952990598044e+00,4.389888934525290054e-01,4.341760758176061996e-01
1.825265053010602045e+00,4.390216450113296198e-01,4.197809676156812331e-01
1.825765153030606047e+00,4.390543767804921393e-01,4.423284705686582607e-01
1.826265253050610049e+00,4.390870887734397154e-01,4.253778313372372777e-01
1.826765353070614051e+00,4.391197810035856741e-01,4.390355476340709884e-01
1.827265453090618053e+00,4.391524534843336269e-01,4.306467968516160538e-01
1.827765553110622054e+00,4.391851062290774155e-01,4.226026979935368910e-01
1.828265653130626056e+00,4.392177392512010004e-01,4.558806185092898478e-01
1.828765753150630058e+00,4.392503525640786832e-01,4.383166929059410521e-01
1.829265853170634060e+00,4.392829461810749403e-01,4.485917249955629904e-01
1.829765953190638061e+00,4.393155201155446443e-01,4.468142816119142768e-01
1.830266053210642063e+00,4.393480743808327871e-01,4.321469334032010945e-01
1.830766153230646065e+00,4.393806089902747014e-01,4.403639533044957366e-01
1.831266253250650067e+00,4.394131239571958947e-01,4.359314903890567638e-01
1.831766353270654069e+00,4.394456192949121598e-01,4.491677310991959438e-01
1.832266453290658070e+00,4.394780950167298528e-01,4.438577132324845742e-01
1.832766553310662072e+00,4.395105511359452821e-01,4.360354928063358559e-01
1.833266653330666074e+00,4.395429876658451529e-01,4.561915793524740081e-01
1.833766753350670076e+00,4.395754046197066223e-01,4.448220467746425433e-01
1.834266853370674077e+00,4.396078020107969109e-01,4.442815281741256950e-01
1.834766953390678079e+00,4.396401798523738025e-01,4.318647147293792066e-01
1.835267053410682081e+00,4.396725381576852554e-01,4.437950558485274644e-01
1.835767153430686083e+00,4.397048769399696244e-01,4.251053905867809846e-01
1.836267253450690085e+00,4.397371962124555500e-01,4.444014894490136425e-01
1.836767353470694086e+00,4.397694959883620691e-01,4.304587184818542966e-01
1.837267453490698088e+00,4.398017762808987263e-01,4.416744948939455573e-01
1.837767553510702090e+00,4.398340371032650187e-01,4.370965905956180619e-01
1.838267653530706092e+00,4.398662784686511729e-01,4.421843870863308434e-01
1.838767753550710093e+00,4.398985003902376456e-01,4.435035165865000018e-01
1.839267853570714095e+00,4.399307028811952902e-01,4.393782519731778691e-01
1.839767953590718097e+00,4.399628859546854120e-01,4.394202640870416010e-01
1.840268053610722099e+00,4.399950496238596021e-01,4.251270307940859250e-01
1.840768153630726101e+00,4.400271939018599587e-01,4.210480247444300939e-01
1.841268253650730102e+00,4.400593188018188107e-01,4.526752094388635239e-01
1.841768353670734104e+00,4.400914243368591050e-01,4.458312612729981028e-01
1.842268453690738106e+00,4.401235105200941855e-01,4.253320164193155062e-01
1.842768553710742108e+00,4.401555773646276815e-01,4.592476161600748674e-01
1.843268653730746109e+00,4.401876248835537297e-01,4.330436674262365671e-01
1.843768753750750111e+00,4.402196530899569749e-01,4.453292787354256044e-01
1.844268853770754113e+00,4.402516619969124578e-01,4.445039710967922941e-01
1.844768953790758115e+00,4.402836516174855608e-01,4.413692117899286615e-01
1.845269053810762117e+00,4.403156219647323399e-01,4.464003210708226699e-01
1.845769153830766118e+00,4.403475730516991371e-01,4.266083670168324127e-01
1.846269253850770120e+00,4.403795048914229127e-01,4.400180986563229646e-01
1.846769353870774122e+00,4.404114174969309681e-01,4.378708704737634960e-01
1.847269453890778124e+00,4.404433108812411679e-01,4.413189431050627554e-01
1.847769553910782125e+00,4.404751850573618843e-01,4.377334147369449924e-01
1.848269653930786127e+00,4.405070400382919416e-01,4.340864073840601800e-01
1.848769753950790129e+00,4.405388758370207269e-01,4.332272242033569642e-01
1.849269853970794131e+00,4.405706924665280799e-01,4.494174484052240182e-01
1.849769953990798133e+00,4.406024899397843475e-01,4.321224739162855544e-01
1.850270054010802134e+00,4.406342682697505508e-01,4.442588713123235000e-01
1.850770154030806136e+00,4.406660274693780521e-01,4.441648431908103989e-01
1.851270254050810138e+00,4.406977675516088877e-01,4.397187726580482070e-01
1.851770354070814140e+00,4.407294885293755460e-01,4.449631910873161345e-01
1.852270454090818141e+00,4.407611904156011340e-01,4.461820661175178171e-01
1.852770554110822143e+00,4.407928732231993219e-01,4.354713196933358565e-01
1.853270654130826145e+00,4.408245369650742873e-01,4.441861906197120957e-01
1.853770754150830147e+00,4.408561816541208267e-01,4.599117135780116938e-01
1.854270854170834149e+00,4.408878073032242995e-01,4.301787147367985842e-01
1.854770954190838150e+00,4.409194139252606282e-01,4.378953245692143725e-01
1.855271054210842152e+00,4.409510015330964094e-01,4.332817052457304530e-01
1.855771154230846154e+00,4.409825701395888031e-01,4.608326833454369220e-01
1.856271254250850156e+00,4.410141197575854211e-01,4.269862449799201598e-01
1.856771354270854157e+00,4.410456503999248268e-01,4.411164868187084642e-01
1.857271454290858159e+00,4.410771620794358139e-01,4.503685550887331357e-01
1.857771554310862161e+00,4.411086548089380721e-01,4.324266596087537606e-01
1.858271654330866163e+00,4.411401286012418543e-01,4.397800058354004449e-01
1.858771754350870165e+00,4.411715834691480320e-01,4.340518948711582503e-01
1.859271854370874166e+00,4.412030194254480397e-01,4.277987247768146317e-01
1.859771954390878168e+00,4.412344364829240972e-01,4.405240217399142288e-01
1.860272054410882170e+00,4.412658346543491539e-01,4.461977853562502649e-01
1.860772154430886172e+00,4.412972139524865001e-01,4.373130506137287710e-01
1.861272254450890173e+00,4.413285743900904334e-01,4.429597597664836073e-01
1.861772354470894175e+00,4.413599159799057592e-01,4.481828928000151091e-01
1.862272454490898177e+00,4.413912387346680677e-01,4.533151141676086127e-01
1.862772554510902179e+00,4.414225426671034569e-01,4.290769340049270797e-01
1.863272654530906181e+00,4.414538277899289764e-01,4.475663695803081543e-01
1.863772754550910182e+00,4.414850941158521280e-01,4.352725633139646333e-01
1.864272854570914184e+00,4.415163416575713096e-01,4.226754464400055977e-01
1.864772954590918186e+00,4.415475704277755931e-01,4.337677541268897263e-01
1.865273054610922188e+00,4.415787804391446691e-01,4.479779867899339463e-01
1.865773154630926189e+00,4.416099717043491246e-01,4.446725644839685243e-01
1.866273254650930191e+00,4.416411442360501649e-01,4.306753105996108388e-01
1.866773354670934193e+00,4.416722980468997806e-01,4.577143220297743564e-01
1.867273454690938195e+00,4.417034331495407473e-01,4.457229605099438663e-01
1.867773554710942197e+00,4.417345495566064595e-01,4.410431044495420339e-01
1.868273654730946198e+00,4.417656472807212076e-01,4.363460545504294075e-01
1.868773754750950200e+00,4.417967263345000672e-01,4.459616090895107132e-01
1.869273854770954202e+00,4.418277867305487883e-01,4.379502128718788523e-01
1.869773954790958204e+00,4.418588284814639611e-01,4.531825368614556537e-01
1.870274054810962205e+00,4.418898515998329612e-01,4.450159290823902380e-01
1.870774154830966207e+00,4.419208560982338940e-01,4.480572205524857576e-01
1.871274254850970209e+00,4.419518419892358718e-01,4.388939263580978745e-01
1.871774354870974211e+00,4.419828092853985146e-01,4.272329665784255215e-01
1.872274454890978213e+00,4.420137579992725607e-01,4.472736446191874493e-01
1.872774554910982214e+00,4.420446881433993114e-01,4.319728583954808854e-01
1.873274654930986216e+00,4.420755997303110196e-01,4.410136387250627177e-01
1.873774754950990218e+00,4.421064927725308347e-01,4.419648026952334163e-01
1.874274854970994220e+00,4.421373672825726353e-01,4.343466178105129805e-01
1.874774954990998221e+00,4.421682232729411965e-01,4.510345053320878317e-01
1.875275055011002223e+00,4.421990607561320230e-01,4.279542067968439278e-01
1.875775155031006225e+00,4.422298797446317375e-01,4.570954746729860574e-01
1.876275255051010227e+00,4.422606802509176371e-01,4.363707636351048524e-01
1.876775355071014229e+00,4.422914622874579704e-01,4.518945154111949081e-01
1.877275455091018230e+00,4.423222258667117712e-01,4.552064417440258026e-01
1.877775555111022232e+00,4.423529710011290805e-01,4.337594092046879179e-01
1.878275655131026234e+00,4.423836977031507800e-01,4.350516219052983358e-01
1.878775755151030236e+00,4.424144059852086475e-01,4.517772793578639923e-01
1.879275855171034237e+00,4.424450958597253014e-01,4.443037175143263462e-01
1.879775955191038239e+00,4.424757673391144230e-01,4.432961115406877650e-01
1.880276055211042241e+00,4.425064204357804232e-01,4.242871091199812983e-01
1.880776155231046243e+00,4.425370551621188864e-01,4.261816435789209656e-01
1.881276255251050245e+00,4.425676715305161268e-01,4.479154362701662229e-01
1.881776355271054246e+00,4.425982695533493549e-01,4.568806154763888627e-01
1.882276455291058248e+00,4.426288492429869548e-01,4.355711732069620368e-01
1.882776555311062250e+00,4.426594106117880956e-01,4.340496213269657289e-01
1.883276655331066252e+00,4.426899536721029538e-01,4.447719977172098771e-01
1.883776755351070253e+00,4.427204784362725465e-01,4.473393026083675172e-01
1.884276855371074255e+00,4.427509849166291200e-01,4.483473544328946403e-01
1.884776955391078257e+00,4.427814731254956504e-01,4.384016711477682349e-01
1.885277055411082259e+00,4.428119430751862873e-01,4.234626881023049738e-01
1.885777155431086261e+00,4.428423947780059655e-01,4.573451992679001821e-01
1.886277255451090262e+00,4.428728282462507937e-01,4.379347677675758388e-01
1.886777355471094264e+00,4.429032434922078321e-01,4.553979072765749758e-01
1.887277455491098266e+00,4.429336405281550926e-01,4.231452812019774190e-01
1.887777555511102268e+00,4.429640193663617054e-01,4.466547992779098530e-01
1.888277655531106269e+00,4.429943800190876413e-01,4.380253442471666592e-01
1.888777755551110271e+00,4.430247224985841559e-01,4.322382399266797570e-01
1.889277855571114273e+00,4.430550468170933454e-01,4.527030296268313991e-01
