E,sigma,sigma_noisy
1.076095219043808804e+01,2.736239697852047126e+00,2.734516810075558801e+00
1.076295259051810405e+01,2.729819809355494176e+00,2.724718467879056139e+00
1.076495299059812005e+01,2.723423094344074258e+00,2.713585625501730547e+00
1.076695339067813606e+01,2.717049482543815841e+00,2.699426487302572841e+00
1.076895379075815207e+01,2.710698903458865772e+00,2.704550878808128722e+00
1.077095419083816807e+01,2.704371286382033723e+00,2.710432362495280412e+00
1.077295459091818408e+01,2.698066560405152359e+00,2.695248476737481802e+00
1.077495499099820009e+01,2.691784654429230983e+00,2.707044382963694762e+00
1.077695539107821610e+01,2.685525497174427123e+00,2.676253545267955669e+00
1.077895579115823210e+01,2.679289017189822708e+00,2.675766272872408091e+00
1.078095619123824633e+01,2.673075142863028830e+00,2.657659867401399367e+00
1.078295659131826412e+01,2.666883802429568906e+00,2.678145706547436777e+00
1.078495699139827835e+01,2.660714923982171687e+00,2.647520540436395731e+00
1.078695739147829613e+01,2.654568435479748079e+00,2.658905997771795260e+00
1.078895779155831036e+01,2.648444264756357303e+00,2.651237169223188417e+00
1.079095819163832815e+01,2.642342339529833772e+00,2.667864699430469333e+00
1.079295859171834238e+01,2.636262587410414859e+00,2.649327964856812656e+00
1.079495899179836016e+01,2.630204935909029373e+00,2.637949427922509749e+00
1.079695939187837439e+01,2.624169312445598479e+00,2.625576502809888080e+00
1.079895979195839217e+01,2.618155644357001766e+00,2.636676542024514180e+00
1.080096019203840640e+01,2.612163858905051761e+00,2.608706257143422302e+00
1.080296059211842419e+01,2.606193883284149138e+00,2.594156099887475975e+00
1.080496099219843842e+01,2.600245644628950359e+00,2.609022515185652313e+00
1.080696139227845620e+01,2.594319070021714246e+00,2.593876767020058427e+00
1.080896179235847043e+01,2.588414086499672084e+00,2.581700489921712638e+00
1.081096219243848822e+01,2.582530621062077092e+00,2.586075230709949491e+00
1.081296259251850245e+01,2.576668600677284093e+00,2.581869107189323831e+00
1.081496299259852023e+01,2.570827952289516105e+00,2.555773997875165904e+00
1.081696339267853446e+01,2.565008602825659789e+00,2.574776582965278671e+00
1.081896379275855224e+01,2.559210479201751376e+00,2.579013413361585183e+00
1.082096419283856648e+01,2.553433508329508772e+00,2.549822210953014423e+00
1.082296459291858426e+01,2.547677617122547034e+00,2.533123551097247628e+00
1.082496499299859849e+01,2.541942732502635138e+00,2.544784079768187990e+00
1.082696539307861627e+01,2.536228781405667210e+00,2.535289588383094816e+00
1.082896579315863050e+01,2.530535690787659053e+00,2.538486351849258860e+00
1.083096619323864829e+01,2.524863387630462697e+00,2.534255361782084215e+00
1.083296659331866252e+01,2.519211798947520897e+00,2.518305818747229363e+00
1.083496699339868030e+01,2.513580851789337878e+00,2.528906909348510368e+00
1.083696739347869453e+01,2.507970473248994470e+00,2.489285018649499026e+00
1.083896779355871232e+01,2.502380590467383481e+00,2.495761521130732685e+00
1.084096819363872655e+01,2.496811130638492582e+00,2.498946576360117522e+00
1.084296859371874433e+01,2.491262021014410522e+00,2.495516573365196056e+00
1.084496899379875856e+01,2.485733188910393299e+00,2.485165202263844186e+00
1.084696939387877634e+01,2.480224561709643005e+00,2.485053597884111287e+00
1.084896979395879058e+01,2.474736066868155060e+00,2.462324006208634675e+00
1.085097019403880836e+01,2.469267631919295436e+00,2.446829751223758453e+00
1.085297059411882259e+01,2.463819184478426294e+00,2.472386127901313291e+00
1.085497099419884037e+01,2.458390652247286923e+00,2.472048286628083069e+00
1.085697139427885460e+01,2.452981963018408873e+00,2.453475145458998252e+00
1.085897179435887239e+01,2.447593044679301055e+00,2.436542634464706314e+00
1.086097219443888662e+01,2.442223825216674360e+00,2.435782651921063469e+00
1.086297259451890440e+01,2.436874232720422917e+00,2.443387199581581015e+00
1.086497299459891863e+01,2.431544195387668417e+00,2.434196887476979043e+00
1.086697339467893642e+01,2.426233641526553964e+00,2.439828005892132889e+00
1.086897379475895065e+01,2.420942499560100103e+00,2.437863421685209975e+00
1.087097419483896843e+01,2.415670698029824148e+00,2.428515200202827629e+00
1.087297459491898266e+01,2.410418165599420792e+00,2.408775637499777744e+00
1.087497499499900044e+01,2.405184831058201578e+00,2.416191967829416143e+00
1.087697539507901467e+01,2.399970623324607200e+00,2.405614884865265424e+00
1.087897579515903246e+01,2.394775471449482662e+00,2.397489891405144569e+00
1.088097619523904669e+01,2.389599304619418163e+00,2.391979359409264205e+00
1.088297659531906447e+01,2.384442052159866599e+00,2.384131629829504107e+00
1.088497699539907870e+01,2.379303643538323687e+00,2.369778913615667726e+00
1.088697739547909649e+01,2.374184008367290044e+00,2.378345321154616610e+00
1.088897779555911072e+01,2.369083076407293653e+00,2.361928474225861940e+00
1.089097819563912850e+01,2.364000777569702727e+00,2.363956395950774780e+00
1.089297859571914273e+01,2.358937041919602073e+00,2.367265319467263041e+00
1.089497899579916051e+01,2.353891799678455410e+00,2.361992136718577662e+00
1.089697939587917475e+01,2.348864981226841842e+00,2.330901171204325717e+00
1.089897979595919253e+01,2.343856517106973847e+00,2.337458818668233462e+00
1.090098019603920676e+01,2.338866338025293423e+00,2.328300704379114183e+00
1.090298059611922454e+01,2.333894374854864395e+00,2.336859782166668342e+00
1.090498099619923877e+01,2.328940558637822900e+00,2.321844216686387963e+00
1.090698139627925656e+01,2.324004820587641351e+00,2.333487152070525372e+00
1.090898179635927079e+01,2.319087092091455027e+00,2.314762848122589478e+00
1.091098219643928857e+01,2.314187304712189697e+00,2.318934173800093035e+00
1.091298259651930280e+01,2.309305390190775409e+00,2.299776891036160897e+00
1.091498299659932059e+01,2.304441280448141338e+00,2.297207273928351778e+00
1.091698339667933482e+01,2.299594907587313664e+00,2.296906811927286185e+00
1.091898379675935260e+01,2.294766203895294954e+00,2.299121388320806592e+00
1.092098419683936683e+01,2.289955101845037255e+00,2.269571431786280069e+00
1.092298459691938461e+01,2.285161534097219782e+00,2.285901875640646619e+00
1.092498499699939885e+01,2.280385433502099879e+00,2.265942904627964882e+00
1.092698539707941663e+01,2.275626733101184573e+00,2.277225945192602463e+00
1.092898579715943086e+01,2.270885366128976290e+00,2.252992702105949707e+00
1.093098619723944864e+01,2.266161266014533382e+00,2.261706357128161038e+00
1.093298659731946287e+01,2.261454366383114145e+00,2.273098382435791542e+00
1.093498699739948066e+01,2.256764601057637432e+00,2.270885467599896845e+00
1.093698739747949489e+01,2.252091904060222305e+00,2.241789297908721501e+00
1.093898779755951267e+01,2.247436209613551839e+00,2.263934933962155949e+00
1.094098819763952690e+01,2.242797452142319514e+00,2.238232865042177444e+00
1.094298859771954469e+01,2.238175566274489992e+00,2.238149329109621277e+00
1.094498899779955892e+01,2.233570486842657576e+00,2.238188622996102328e+00
1.094698939787957670e+01,2.228982148885221282e+00,2.229610199987286379e+00
1.094898979795959093e+01,2.224410487647639822e+00,2.227493167622009551e+00
1.095099019803960871e+01,2.219855438583528962e+00,2.221262702602508465e+00
1.095299059811962294e+01,2.215316937355828131e+00,2.223377532638455278e+00
1.095499099819964073e+01,2.210794919837807182e+00,2.212447636250696181e+00
1.095699139827965496e+01,2.206289322114159734e+00,2.201421358929855465e+00
1.095899179835967274e+01,2.201800080481918442e+00,2.191271744804700106e+00
1.096099219843968697e+01,2.197327131451472848e+00,2.186388165604451039e+00
1.096299259851970476e+01,2.192870411747405601e+00,2.191382982832371873e+00
1.096499299859971899e+01,2.188429858309429932e+00,2.194796949851868018e+00
1.096699339867973677e+01,2.184005408293156147e+00,2.186446245640035979e+00
1.096899379875975100e+01,2.179596999070948282e+00,2.175853786037313053e+00
1.097099419883976879e+01,2.175204568232619540e+00,2.178712277656068785e+00
1.097299459891978302e+01,2.170828053586219220e+00,2.164476853668526157e+00
1.097499499899980080e+01,2.166467393158654442e+00,2.166870226851036918e+00
1.097699539907981503e+01,2.162122525196412237e+00,2.165840422229329487e+00
1.097899579915983281e+01,2.157793388166108439e+00,2.153321674915035899e+00
1.098099619923984704e+01,2.153479920755146715e+00,2.165852464482892703e+00
1.098299659931986483e+01,2.149182061872204397e+00,2.159444131474353767e+00
1.098499699939987906e+01,2.144899750647820458e+00,2.141245935890216501e+00
1.098699739947989684e+01,2.140632926434824945e+00,2.146003741613782712e+00
1.098899779955991107e+01,2.136381528808861230e+00,2.137518004330690502e+00
1.099099819963992886e+01,2.132145497568760817e+00,2.134610630993003522e+00
1.099299859971994309e+01,2.127924772737000758e+00,2.130370229146044014e+00
1.099499899979996087e+01,2.123719294560020288e+00,2.135997946299832861e+00
1.099699939987997510e+01,2.119529003508627163e+00,2.122130969530105382e+00
1.099899979995999288e+01,2.115353840278251685e+00,2.117770788149824668e+00
1.100100020004000712e+01,2.111193745789300191e+00,2.119899826424229250e+00
1.100300060012002490e+01,2.107048661187360228e+00,2.115438075992055911e+00
1.100500100020003913e+01,2.102918527843493202e+00,2.119453739102986845e+00
1.100700140028005691e+01,2.098803287354393809e+00,2.090534959318333108e+00
1.100900180036007114e+01,2.094702881542632511e+00,2.101045967028797978e+00
1.101100220044008893e+01,2.090617252456759001e+00,2.072445343421118302e+00
1.101300260052010316e+01,2.086546342371501161e+00,2.086710659223041997e+00
1.101500300060012094e+01,2.082490093787820129e+00,2.069792039605358180e+00
1.101700340068013517e+01,2.078448449433062173e+00,2.065448301105894391e+00
1.101900380076015296e+01,2.074421352260966245e+00,2.073126639025090867e+00
1.102100420084016719e+01,2.070408745451771892e+00,2.059815725893566984e+00
1.102300460092018497e+01,2.066410572412185509e+00,2.063456776750451027e+00
1.102500500100019920e+01,2.062426776775439841e+00,2.035707742390369113e+00
1.102700540108021698e+01,2.058457302401218936e+00,2.071783827212338114e+00
1.102900580116023121e+01,2.054502093375679461e+00,2.028173157782663605e+00
1.103100620124024900e+01,2.050561094011333463e+00,2.043885986425059809e+00
1.103300660132026323e+01,2.046634248847027493e+00,2.063106951302760894e+00
1.103500700140028101e+01,2.042721502647787624e+00,2.029220485971390708e+00
1.103700740148029524e+01,2.038822800404759494e+00,2.055396500441094787e+00
1.103900780156031303e+01,2.034938087335019130e+00,2.045678784905947456e+00
1.104100820164032726e+01,2.031067308881470357e+00,2.030210716962710382e+00
1.104300860172034504e+01,2.027210410712624089e+00,2.023610986643071818e+00
1.104500900180035927e+01,2.023367338722457998e+00,2.020525624204922099e+00
1.104700940188037706e+01,2.019538039030161158e+00,2.022231212653298638e+00
1.104900980196039129e+01,2.015722457979960858e+00,2.025281499683705189e+00
1.105101020204040907e+01,2.011920542140833046e+00,2.024921158034179935e+00
1.105301060212042330e+01,2.008132238306296724e+00,1.987471448784053685e+00
1.105501100220044108e+01,2.004357493494089759e+00,2.012930899364307358e+00
1.105701140228045531e+01,2.000596254945936625e+00,2.006704083036908504e+00
1.105901180236047310e+01,1.996848470127190689e+00,1.984850971733680414e+00
1.106101220244048733e+01,1.993114086726571088e+00,2.001928967936799086e+00
1.106301260252050511e+01,1.989393052655774596e+00,1.998575445408903084e+00
1.106501300260051934e+01,1.985685316049187632e+00,1.994716852698649401e+00
1.106701340268053713e+01,1.981990825263467926e+00,1.981406595619164213e+00
1.106901380276055136e+01,1.978309528877223444e+00,1.986133270501183823e+00
1.107101420284056914e+01,1.974641375690574296e+00,1.986643228685723850e+00
1.107301460292058337e+01,1.970986314724801680e+00,1.964624516228488327e+00
1.107501500300060115e+01,1.967344295221881589e+00,1.962524323464479803e+00
1.107701540308061539e+01,1.963715266644112001e+00,1.958027664257022238e+00
1.107901580316063317e+01,1.960099178673617937e+00,1.971756341060518114e+00
1.108101620324064740e+01,1.956495981211953339e+00,1.956774184410303041e+00
1.108301660332066518e+01,1.952905624379588145e+00,1.945801310757818037e+00
1.108501700340067941e+01,1.949328058515477746e+00,1.939294875845407828e+00
1.108701740348069720e+01,1.945763234176532297e+00,1.933282649435018152e+00
1.108901780356071143e+01,1.942211102137162415e+00,1.944441644961873106e+00
1.109101820364072921e+01,1.938671613388724069e+00,1.946956397526984794e+00
1.109301860372074344e+01,1.935144719139045844e+00,1.947654240512682877e+00
1.109501900380076123e+01,1.931630370811846298e+00,1.921827758346481785e+00
1.109701940388077546e+01,1.928128520046247463e+00,1.918620736834991014e+00
1.109901980396079324e+01,1.924639118696166662e+00,1.915253552145907090e+00
1.110102020404080747e+01,1.921162118829808696e+00,1.912640017634339662e+00
1.110302060412082525e+01,1.917697472729042785e+00,1.902770996317977970e+00
1.110502100420083949e+01,1.914245132888870993e+00,1.929136552115934267e+00
1.110702140428085727e+01,1.910805052016785410e+00,1.915178394921458471e+00
1.110902180436087150e+01,1.907377183032220369e+00,1.902161035446533255e+00
1.111102220444088928e+01,1.903961479065890749e+00,1.878591337295069108e+00
1.111302260452090351e+01,1.900557893459224212e+00,1.913622388925648288e+00
1.111502300460092130e+01,1.897166379763682631e+00,1.904420828014968370e+00
1.111702340468093553e+01,1.893786891740177003e+00,1.894640753176665138e+00
1.111902380476095331e+01,1.890419383358371341e+00,1.897050087143497432e+00
1.112102420484096754e+01,1.887063808796079600e+00,1.879950538556118822e+00
1.112302460492098533e+01,1.883720122438557132e+00,1.889641524477655210e+00
1.112502500500099956e+01,1.880388278877874741e+00,1.874601634325553157e+00
1.112702540508101734e+01,1.877068232912198376e+00,1.881130706018226517e+00
1.112902580516103157e+01,1.873759939545148745e+00,1.871831047922774216e+00
1.113102620524104935e+01,1.870463353985060362e+00,1.857158524416948397e+00
1.113302660532106358e+01,1.867178431644329173e+00,1.856183066482427479e+00
1.113502700540108137e+01,1.863905128138657830e+00,1.874046256963779244e+00
1.113702740548109560e+01,1.860643399286386446e+00,1.869994900745147515e+00
1.113902780556111338e+01,1.857393201107721881e+00,1.855130621276556591e+00
1.114102820564112761e+01,1.854154489824058727e+00,1.846765251811674835e+00
1.114302860572114540e+01,1.850927221857190608e+00,1.845987733277530962e+00
1.114502900580115963e+01,1.847711353828617620e+00,1.850959831953602031e+00
1.114702940588117741e+01,1.844506842558746973e+00,1.830485742514340375e+00
1.114902980596119164e+01,1.841313645066182669e+00,1.850309295482375660e+00
1.115103020604120942e+01,1.838131718566917705e+00,1.829609392561976300e+00
1.115303060612122366e+01,1.834961020473605320e+00,1.823372231049590342e+00
1.115503100620124144e+01,1.831801508394741651e+00,1.830994099461156210e+00
1.115703140628125567e+01,1.828653140133925659e+00,1.846965588967506733e+00
1.115903180636127345e+01,1.825515873689024016e+00,1.818117334708232224e+00
1.116103220644128768e+01,1.822389667251423706e+00,1.818170470588633458e+00
1.116303260652130547e+01,1.819274479205182482e+00,1.807306964191283338e+00
1.116503300660131970e+01,1.816170268126269027e+00,1.818133632779666664e+00
1.116703340668133748e+01,1.813076992781701202e+00,1.815264731855677383e+00
1.116903380676135171e+01,1.809994612128776437e+00,1.809383773743310941e+00
1.117103420684136950e+01,1.806923085314197763e+00,1.802586513077517161e+00
1.117303460692138373e+01,1.803862371673288223e+00,1.806974021873195557e+00
1.117503500700140151e+01,1.800812430729111790e+00,1.808190183095978343e+00
1.117703540708141574e+01,1.797773222191673126e+00,1.792838431858152060e+00
1.117903580716143352e+01,1.794744705957027175e+00,1.791753822617512037e+00
1.118103620724144776e+01,1.791726842106468043e+00,1.784855075331287955e+00
1.118303660732146554e+01,1.788719590905628820e+00,1.782646736290173450e+00
1.118503700740147977e+01,1.785722912803656470e+00,1.796899529287419695e+00
1.118703740748149755e+01,1.782736768432303887e+00,1.772229801167249930e+00
1.118903780756151178e+01,1.779761118605093229e+00,1.780851168643081017e+00
1.119103820764152957e+01,1.776795924316394659e+00,1.786331185922148679e+00
1.119303860772154380e+01,1.773841146740582797e+00,1.768171578535526978e+00
1.119503900780156158e+01,1.770896747231101465e+00,1.775876608724436867e+00
1.119703940788157581e+01,1.767962687319611703e+00,1.774499956040386461e+00
1.119903980796159360e+01,1.765038928715045863e+00,1.749969019576030460e+00
1.120104020804160783e+01,1.762125433302742739e+00,1.770956874532795045e+00
1.120304060812162561e+01,1.759222163143494777e+00,1.748478000218281148e+00
1.120504100820163984e+01,1.756329080472670556e+00,1.756755395512448414e+00
1.120704140828165762e+01,1.753446147699250002e+00,1.737588521768048677e+00
1.120904180836167185e+01,1.750573327404941759e+00,1.733802656217327653e+00
1.121104220844168964e+01,1.747710582343202201e+00,1.744398670917413074e+00
1.121304260852170387e+01,1.744857875438344141e+00,1.759953533073931542e+00
1.121504300860172165e+01,1.742015169784549622e+00,1.766454759914620753e+00
1.121704340868173588e+01,1.739182428644960865e+00,1.765527194921894472e+00
1.121904380876175367e+01,1.736359615450689731e+00,1.749097612708738536e+00
1.122104420884176790e+01,1.733546693799894678e+00,1.744640979793950830e+00
1.122304460892178568e+01,1.730743627456778677e+00,1.737770936921304132e+00
1.122504500900179991e+01,1.727950380350659065e+00,1.734038181884508756e+00
1.122704540908181770e+01,1.725166916574952358e+00,1.721127978501155953e+00
1.122904580916183193e+01,1.722393200386235446e+00,1.717465003232270471e+00
1.123104620924184971e+01,1.719629196203219523e+00,1.723400795094124582e+00
1.123304660932186394e+01,1.716874868605799298e+00,1.721094406505338847e+00
1.123504700940187995e+01,1.714130182334019814e+00,1.707618128350557374e+00
1.123704740948189595e+01,1.711395102287103898e+00,1.699231471242149016e+00
1.123904780956191196e+01,1.708669593522431418e+00,1.701036671257883715e+00
1.124104820964192797e+01,1.705953621254530983e+00,1.738682724380444355e+00
1.124304860972194398e+01,1.703247150854062753e+00,1.695925277226884020e+00
1.124504900980195998e+01,1.700550147846794813e+00,1.714518588865133086e+00
1.124704940988197599e+01,1.697862577912574666e+00,1.709619857092216311e+00
1.124904980996199200e+01,1.695184406884297834e+00,1.705526457527247963e+00
1.125105021004200800e+01,1.692515600746866244e+00,1.686136784628606167e+00
1.125305061012202401e+01,1.689856125636144180e+00,1.709574303573694554e+00
1.125505101020204002e+01,1.687205947837908004e+00,1.689827312550568950e+00
1.125705141028205603e+01,1.684565033786787902e+00,1.678339350482351611e+00
1.125905181036207203e+01,1.681933350065210497e+00,1.674544022156240874e+00
1.126105221044208804e+01,1.679310863402325937e+00,1.677617497334719543e+00
1.126305261052210405e+01,1.676697540672936748e+00,1.697405598486487532e+00
1.126505301060212005e+01,1.674093348896420030e+00,1.660955732527598316e+00
1.126705341068213606e+01,1.671498255235638331e+00,1.664495433351280251e+00
1.126905381076215207e+01,1.668912226995851400e+00,1.668709135359110141e+00
1.127105421084216808e+01,1.666335231623617075e+00,1.670888091770517558e+00
1.127305461092218408e+01,1.663767236705688823e+00,1.652849598604514414e+00
1.127505501100220009e+01,1.661208209967903970e+00,1.650984233038021110e+00
1.127705541108221610e+01,1.658658119274070364e+00,1.652763678667938052e+00
1.127905581116223210e+01,1.656116932624842386e+00,1.662373973218850942e+00
1.128105621124224811e+01,1.653584618156592523e+00,1.651493434812234540e+00
1.128305661132226412e+01,1.651061144140276937e+00,1.648381229828516759e+00
1.128505701140228012e+01,1.648546478980292385e+00,1.650074979343232329e+00
1.128705741148229613e+01,1.646040591213329352e+00,1.646710931009337076e+00
1.128905781156231214e+01,1.643543449507216758e+00,1.652497752427930511e+00
1.129105821164232815e+01,1.641055022659759333e+00,1.633362144111174752e+00
1.129305861172234415e+01,1.638575279597571432e+00,1.638169326797887626e+00
1.129505901180236016e+01,1.636104189374898654e+00,1.629267595972784699e+00
1.129705941188237617e+01,1.633641721172437222e+00,1.640421521174383335e+00
1.129905981196239217e+01,1.631187844296145162e+00,1.638959170232342499e+00
1.130106021204240818e+01,1.628742528176043924e+00,1.625916925832892046e+00
1.130306061212242419e+01,1.626305742365016016e+00,1.637638890659055990e+00
1.130506101220244020e+01,1.623877456537593744e+00,1.621593505045697103e+00
1.130706141228245620e+01,1.621457640488738861e+00,1.634961163405198814e+00
1.130906181236247221e+01,1.619046264132619095e+00,1.614840941083155013e+00
1.131106221244248822e+01,1.616643297501373144e+00,1.611909220281065425e+00
1.131306261252250422e+01,1.614248710743869220e+00,1.599123221472855017e+00
1.131506301260252023e+01,1.611862474124456712e+00,1.601431407728616252e+00
1.131706341268253624e+01,1.609484558021708311e+00,1.605264261484496524e+00
1.131906381276255225e+01,1.607114932927156348e+00,1.585695126772013186e+00
1.132106421284256825e+01,1.604753569444018035e+00,1.604130703540431746e+00
1.132306461292258426e+01,1.602400438285916939e+00,1.610473348726729315e+00
1.132506501300260027e+01,1.600055510275590676e+00,1.604994796287760650e+00
1.132706541308261627e+01,1.597718756343594393e+00,1.599242529725483974e+00
1.132906581316263228e+01,1.595390147526996705e+00,1.601649398207018127e+00
1.133106621324264829e+01,1.593069654968059856e+00,1.587019693740495674e+00
1.133306661332266430e+01,1.590757249912921445e+00,1.585595198660939342e+00
1.133506701340268030e+01,1.588452903710259934e+00,1.596342196902338806e+00
1.133706741348269631e+01,1.586156587809953500e+00,1.584387944297083184e+00
1.133906781356271232e+01,1.583868273761729784e+00,1.593304644076278587e+00
1.134106821364272832e+01,1.581587933213808750e+00,1.576441682990824988e+00
1.134306861372274433e+01,1.579315537911531342e+00,1.585666216266234052e+00
1.134506901380276034e+01,1.577051059695985469e+00,1.588996452798253189e+00
1.134706941388277635e+01,1.574794470502615340e+00,1.573568452969888343e+00
1.134906981396279235e+01,1.572545742359827692e+00,1.589052737375997060e+00
1.135107021404280836e+01,1.570304847387585134e+00,1.585458469600487863e+00
1.135307061412282437e+01,1.568071757795989285e+00,1.543621643659013332e+00
1.135507101420284037e+01,1.565846445883856131e+00,1.591869507756659807e+00
1.135707141428285638e+01,1.563628884037281397e+00,1.547204763239878655e+00
1.135907181436287239e+01,1.561419044728191707e+00,1.585576249830292772e+00
1.136107221444288840e+01,1.559216900512893300e+00,1.549961729142482536e+00
1.136307261452290440e+01,1.557022424030601426e+00,1.535612049836716730e+00
1.136507301460292041e+01,1.554835588001968194e+00,1.540969205941860265e+00
1.136707341468293642e+01,1.552656365227593316e+00,1.556865987416460539e+00
1.136907381476295242e+01,1.550484728586526861e+00,1.539966559503016530e+00
1.137107421484296843e+01,1.548320651034761353e+00,1.542255109756744513e+00
1.137307461492298444e+01,1.546164105603713423e+00,1.557838621789480626e+00
1.137507501500300044e+01,1.544015065398693265e+00,1.533551021681608173e+00
1.137707541508301645e+01,1.541873503597365191e+00,1.546386799981776194e+00
1.137907581516303246e+01,1.539739393448193550e+00,1.552019405401665164e+00
1.138107621524304847e+01,1.537612708268881967e+00,1.518715806424224768e+00
1.138307661532306447e+01,1.535493421444796391e+00,1.523380024808603350e+00
1.138507701540308048e+01,1.533381506427381469e+00,1.535144991955623484e+00
1.138707741548309649e+01,1.531276936732563154e+00,1.530822253065822203e+00
1.138907781556311249e+01,1.529179685939136890e+00,1.531652959302158834e+00
1.139107821564312850e+01,1.527089727687151566e+00,1.506685813275448149e+00
1.139307861572314451e+01,1.525007035676272160e+00,1.516182702776881719e+00
1.139507901580316052e+01,1.522931583664139055e+00,1.526521264100224595e+00
1.139707941588317652e+01,1.520863345464709582e+00,1.526408131986153327e+00
1.139907981596319253e+01,1.518802294946590692e+00,1.531153456196344020e+00
1.140108021604320854e+01,1.516748406031356966e+00,1.512590311864057124e+00
1.140308061612322454e+01,1.514701652691859746e+00,1.507141152710406606e+00
1.140508101620324055e+01,1.512662008950519610e+00,1.502594747431322153e+00
1.140708141628325656e+01,1.510629448877610415e+00,1.501032443659816140e+00
1.140908181636327257e+01,1.508603946589528899e+00,1.487813526757018057e+00
1.141108221644328857e+01,1.506585476247049638e+00,1.523150724464771066e+00
1.141308261652330458e+01,1.504574012053573773e+00,1.499734427035096518e+00
1.141508301660332059e+01,1.502569528253357101e+00,1.495075588884418494e+00
1.141708341668333659e+01,1.500571999129730605e+00,1.493753716380757268e+00
1.141908381676335260e+01,1.498581399003307446e+00,1.503661994953724212e+00
1.142108421684336861e+01,1.496597702230173521e+00,1.497098443506492460e+00
1.142308461692338462e+01,1.494620883200071804e+00,1.486254439345595646e+00
1.142508501700340062e+01,1.492650916334565814e+00,1.502129500862507960e+00
1.142708541708341663e+01,1.490687776085195315e+00,1.492749330293811738e+00
1.142908581716343264e+01,1.488731436931618246e+00,1.486204599912983815e+00
1.143108621724344864e+01,1.486781873379736219e+00,1.486092023924342920e+00
1.143308661732346465e+01,1.484839059959811580e+00,1.495996561018121174e+00
1.143508701740348066e+01,1.482902971224567601e+00,1.489241879552920089e+00
1.143708741748349667e+01,1.480973581747276890e+00,1.479335927763732350e+00
1.143908781756351267e+01,1.479050866119835383e+00,1.488754450493610548e+00
1.144108821764352868e+01,1.477134798950826111e+00,1.454813399595269896e+00
1.144308861772354469e+01,1.475225354863564098e+00,1.481706258363245654e+00
1.144508901780356069e+01,1.473322508494135263e+00,1.464187266873522741e+00
1.144708941788357670e+01,1.471426234489414231e+00,1.464456703096598922e+00
1.144908981796359271e+01,1.469536507505074585e+00,1.466440576726909084e+00
1.145109021804360871e+01,1.467653302203583809e+00,1.485725320725232335e+00
1.145309061812362472e+01,1.465776593252185345e+00,1.463453833638592938e+00
1.145509101820364073e+01,1.463906355320865549e+00,1.461786560802383672e+00
1.145709141828365674e+01,1.462042563080309554e+00,1.467333996128859619e+00
1.145909181836367274e+01,1.460185191199844468e+00,1.439390351124889333e+00
1.146109221844368875e+01,1.458334214345366364e+00,1.455332158278735966e+00
1.146309261852370476e+01,1.456489607177257950e+00,1.462662205163593576e+00
1.146509301860372076e+01,1.454651344348290243e+00,1.444000224077589989e+00
1.146709341868373677e+01,1.452819400501513591e+00,1.457956328079903496e+00
1.146909381876375278e+01,1.450993750268132709e+00,1.442718148914110543e+00
1.147109421884376879e+01,1.449174368265373714e+00,1.433441656977519463e+00
1.147309461892378479e+01,1.447361229094332957e+00,1.455543067259922330e+00
1.147509501900380080e+01,1.445554307337819200e+00,1.445727690823907841e+00
1.147709541908381681e+01,1.443753577558177570e+00,1.450749139778337415e+00
1.147909581916383281e+01,1.441959014295106867e+00,1.443129995008774813e+00
1.148109621924384882e+01,1.440170592063457322e+00,1.428881229594729962e+00
1.148309661932386483e+01,1.438388285351025919e+00,1.448054184128657385e+00
1.148509701940388084e+01,1.436612068616332172e+00,1.440397865646390274e+00
1.148709741948389684e+01,1.434841916286385688e+00,1.438587284033658209e+00
1.148909781956391285e+01,1.433077802754440189e+00,1.428857685887506168e+00
1.149109821964392886e+01,1.431319702377738867e+00,1.420013302832389357e+00
1.149309861972394486e+01,1.429567589475247535e+00,1.443698034759039350e+00
1.149509901980396087e+01,1.427821438325376002e+00,1.435549649452128040e+00
1.149709941988397688e+01,1.426081223163689904e+00,1.427831985790711133e+00
1.149909981996399289e+01,1.424346918180611876e+00,1.418358369359263627e+00
1.150110022004400889e+01,1.422618497519112513e+00,1.435960348799953046e+00
1.150310062012402490e+01,1.420895935272392663e+00,1.412429633954961128e+00
1.150510102020404091e+01,1.419179205481553518e+00,1.411526179458709729e+00
1.150710142028405691e+01,1.417468282133260926e+00,1.438809108509192969e+00
1.150910182036407292e+01,1.415763139157397932e+00,1.421864216851477236e+00
1.151110222044408893e+01,1.414063750424710220e+00,1.423281983504314452e+00
1.151310262052410494e+01,1.412370089744443780e+00,1.419604800866783423e+00
1.151510302060412094e+01,1.410682130861973471e+00,1.431865063001363847e+00
1.151710342068413695e+01,1.408999847456424703e+00,1.413165866001914406e+00
1.151910382076415296e+01,1.407323213138288898e+00,1.412462353478574961e+00
1.152110422084416896e+01,1.405652201447029626e+00,1.397091652877765489e+00
1.152310462092418497e+01,1.403986785848688745e+00,1.404577535669951915e+00
1.152510502100420098e+01,1.402326939733477440e+00,1.387219742754488339e+00
1.152710542108421699e+01,1.400672636413371919e+00,1.397013300524801549e+00
1.152910582116423299e+01,1.399023849119696683e+00,1.398964104682747012e+00
1.153110622124424900e+01,1.397380551000707793e+00,1.404683640944425438e+00
1.153310662132426501e+01,1.395742715119172139e+00,1.409374813115185088e+00
1.153510702140428101e+01,1.394110314449942045e+00,1.387395534753141924e+00
