t,N,dN_dt
1.592318463692738639e+01,4.975979979808244735e+01,-3.678817092289676793e-06
1.593118623724745042e+01,4.975979977840409418e+01,-3.437039032494482171e-06
1.593918783756751267e+01,4.975979974729570188e+01,-3.054825801207528002e-06
1.594718943788757670e+01,4.975979970547346198e+01,-2.540976912435155555e-06
1.595519103820764073e+01,4.975979965390366999e+01,-1.907364734154981534e-06
1.596319263852770476e+01,4.975979959380270401e+01,-1.168934349760064606e-06
1.597119423884776879e+01,4.975979952663703898e+01,-3.437034914455239232e-07
1.597919583916783282e+01,4.975979945412324668e+01,5.472370525616554460e-07
1.598719743948789684e+01,4.975979937822799570e+01,1.479723914510344684e-06
1.599519903980796087e+01,4.975979930116804439e+01,2.426520876230853219e-06
1.600320064012802490e+01,4.975979922541025502e+01,3.357318797192476723e-06
1.601120224044808893e+01,4.975979915367156536e+01,4.238736096340289805e-06
1.601920384076815296e+01,4.975979908891902426e+01,5.034317997143489265e-06
1.602720544108821699e+01,4.975979903436977736e+01,5.704537218154115408e-06
1.603520704140828101e+01,4.975979899349103874e+01,6.206793754515160799e-06
1.604320864172834504e+01,4.975979897000015484e+01,6.495414415219613602e-06
1.605121024204840907e+01,4.975979896786454049e+01,6.521653699298468609e-06
1.605921184236847310e+01,4.975979899130170736e+01,6.233692977364313492e-06
1.606721344268853713e+01,4.975979903922767278e+01,5.644850740171847292e-06
1.607521504300860116e+01,4.975979909418786207e+01,4.969582462877042417e-06
1.608321664332866519e+01,4.975979915262757203e+01,4.251563110013734104e-06
1.609121824364872921e+01,4.975979921260766758e+01,3.514617752831128428e-06
1.609921984396879324e+01,4.975979927236822675e+01,2.780369784183278625e-06
1.610722144428885727e+01,4.975979933032860458e+01,2.068239746133571089e-06
1.611522304460892130e+01,4.975979938508740474e+01,1.395445817564677782e-06
1.612322464492898533e+01,4.975979943542249373e+01,7.770038772392240389e-07
1.613122624524904936e+01,4.975979948029097955e+01,2.257272968542167746e-07
1.613922784556911338e+01,4.975979951882922592e+01,-2.477728480165808378e-07
1.614722944588917741e+01,4.975979955035285940e+01,-6.350878507532797812e-07
1.615523104620924144e+01,4.975979957435675516e+01,-9.300117129740215205e-07
1.616323264652930547e+01,4.975979959051503698e+01,-1.128540396688748615e-06
1.617123424684936950e+01,4.975979959868109859e+01,-1.228872707148553900e-06
1.617923584716943353e+01,4.975979959888756810e+01,-1.231409477941980413e-06
1.618723744748949755e+01,4.975979959134633646e+01,-1.138754183394041775e-06
1.619523904780956158e+01,4.975979957644855745e+01,-9.557126658954473442e-07
1.620324064812962561e+01,4.975979955476463346e+01,-6.892931350144237967e-07
1.621124224844968964e+01,4.975979952704420128e+01,-3.487061013274228571e-07
1.621924384876975367e+01,4.975979949421618898e+01,5.463521679516247787e-08
1.622724544908981770e+01,4.975979945738873766e+01,5.071156414793165368e-07
1.623524704940988173e+01,4.975979941784928684e+01,9.929170152744859479e-07
1.624324864972994575e+01,4.975979937706448908e+01,1.494019356229614459e-06
1.625125025005000978e+01,4.975979933668027400e+01,1.990199976376061386e-06
1.625925185037007381e+01,4.975979929852182693e+01,2.459033612289829307e-06
1.626725345069013784e+01,4.975979926459357472e+01,2.875893044596011805e-06
1.627525505101020187e+01,4.975979923707919994e+01,3.213948347013939610e-06
1.628325665133026590e+01,4.975979921834164799e+01,3.444167220312266409e-06
1.629125825165032992e+01,4.975979921092311287e+01,3.535315072245026613e-06
1.629925985197039395e+01,4.975979921754504431e+01,3.453954734222719480e-06
1.630726145229045798e+01,4.975979924023759082e+01,3.175142791356222460e-06
1.631526305261052201e+01,4.975979927009059622e+01,2.808353857020051692e-06
1.632326465293058604e+01,4.975979930294418097e+01,2.404698399960381039e-06
1.633126625325065007e+01,4.975979933755301232e+01,1.979477047164834858e-06
1.633926785357071410e+01,4.975979937277853082e+01,1.546678801034317985e-06
1.634726945389077812e+01,4.975979940758893605e+01,1.118980831549265531e-06
1.635527105421084215e+01,4.975979944105915109e+01,7.077490917772877310e-07
1.636327265453090618e+01,4.975979947237087941e+01,3.230375651419592486e-07
1.637127425485097021e+01,4.975979950081257641e+01,-2.641125007585287676e-08
1.637927585517103424e+01,4.975979952577944232e+01,-3.331666231787266952e-07
1.638727745549109827e+01,4.975979954677342931e+01,-5.911092437749232431e-07
1.639527905581116229e+01,4.975979956340325572e+01,-7.954315637270781281e-07
1.640328065613122632e+01,4.975979957538438470e+01,-9.426376630372601539e-07
1.641128225645129035e+01,4.975979958253903135e+01,-1.030543246294257642e-06
1.641928385677135438e+01,4.975979958479617693e+01,-1.058275648890827370e-06
1.642728545709141841e+01,4.975979958219154042e+01,-1.026273758863993635e-06
1.643528705741148244e+01,4.975979957486759986e+01,-9.362882327224042456e-07
1.644328865773154646e+01,4.975979956307360652e+01,-7.913813515614265270e-07
1.645129025805161049e+01,4.975979954716552811e+01,-5.959267488364616838e-07
1.645929185837167452e+01,4.975979952760612690e+01,-3.556101644264231254e-07
1.646729345869173855e+01,4.975979950496488158e+01,-7.742855379078150690e-08
1.647529505901180258e+01,4.975979947991805830e+01,2.303091579669569455e-07
1.648329665933186661e+01,4.975979945324864673e+01,5.579828288304611306e-07
1.649129825965193064e+01,4.975979942584641691e+01,8.946602827464289476e-07
1.649929985997199466e+01,4.975979939870786950e+01,1.228097989525167577e-06
1.650730146029205869e+01,4.975979937293628552e+01,1.544740519054954575e-06
1.651530306061212272e+01,4.975979934974166952e+01,1.829721154145147466e-06
1.652330466093218675e+01,4.975979933044079928e+01,2.066861211957871092e-06
1.653130626125225078e+01,4.975979931645721166e+01,2.238670589349567308e-06
1.653930786157231481e+01,4.975979930932117412e+01,2.326347483094792779e-06
1.654730946189237883e+01,4.975979931066973450e+01,2.309778401876627640e-06
1.655531106221244286e+01,4.975979932224667124e+01,2.167538358577303370e-06
1.656331266253250689e+01,4.975979934250440806e+01,1.918641745035642998e-06
1.657131426285257092e+01,4.975979936770482936e+01,1.609016838433063867e-06
1.657931586317263495e+01,4.975979939651335116e+01,1.255060984917122369e-06
1.658731746349269898e+01,4.975979942769131981e+01,8.719928983325075933e-07
1.659531906381276301e+01,4.975979946009603339e+01,4.738524599368076906e-07
1.660332066413282703e+01,4.975979949268070612e+01,7.350092445790323836e-08
1.661132226445289106e+01,4.975979952449445420e+01,-3.173786105037379457e-07
1.661932386477295509e+01,4.975979955468233840e+01,-6.882820140496903605e-07
1.662732546509301912e+01,4.975979958248534274e+01,-1.029883580194734805e-06
1.663532706541308315e+01,4.975979960724035323e+01,-1.334035957700763220e-06
1.664332866573314718e+01,4.975979962838020043e+01,-1.593770702523755745e-06
1.665133026605321120e+01,4.975979964543362399e+01,-1.803297516200785822e-06
1.665933186637327523e+01,4.975979965802530103e+01,-1.958005145130670144e-06
1.666733346669333926e+01,4.975979966587581771e+01,-2.054460549238967815e-06
1.667533506701340329e+01,4.975979966880167638e+01,-2.090409048971508810e-06
1.668333666733346732e+01,4.975979966671532395e+01,-2.064775140642183260e-06
1.669133826765353135e+01,4.975979965962511642e+01,-1.977661264973562538e-06
1.669933986797359537e+01,4.975979964763534014e+01,-1.830348903997247589e-06
1.670734146829365940e+01,4.975979963094618341e+01,-1.625297620932997233e-06
1.671534306861372343e+01,4.975979960985379336e+01,-1.366146018533243023e-06
1.672334466893378746e+01,4.975979958475019771e+01,-1.057710716789728167e-06
1.673134626925385149e+01,4.975979955612338301e+01,-7.059874396198040358e-07
1.673934786957391552e+01,4.975979952455724487e+01,-3.181501324611701875e-07
1.674734946989397955e+01,4.975979949073158792e+01,9.744876727779683279e-08
1.675535107021404357e+01,4.975979945542216143e+01,5.312779856048166494e-07
1.676335267053410760e+01,4.975979941950063079e+01,9.726277587773779487e-07
1.677135427085417163e+01,4.975979938393457047e+01,1.409610102864888859e-06
1.677935587117423566e+01,4.975979934978749952e+01,1.829158063682001512e-06
1.678735747149429969e+01,4.975979931821884605e+01,2.217026260797894111e-06
1.679535907181436372e+01,4.975979929048395434e+01,2.557790958590544506e-06
1.680336067213442774e+01,4.975979926793411323e+01,2.834849519572912868e-06
1.681136227245449177e+01,4.975979925201651355e+01,3.030421086513968021e-06
1.681936387277455580e+01,4.975979924427428358e+01,3.125545968263310215e-06
1.682736547309461983e+01,4.975979924634646778e+01,3.100086048313244191e-06
1.683536707341468386e+01,4.975979925996801967e+01,2.932724922910523446e-06
1.684336867373474789e+01,4.975979928604093772e+01,2.612380023414573316e-06
1.685137027405481192e+01,4.975979932213851953e+01,2.168867172969157764e-06
1.685937187437487594e+01,4.975979936592707276e+01,1.630859230772330193e-06
1.686737347469493997e+01,4.975979941526280470e+01,1.024695809093145726e-06
1.687537507501500400e+01,4.975979946815274957e+01,3.748636294709228878e-07
1.688337667533506803e+01,4.975979952275475426e+01,-2.960038236743400830e-07
1.689137827565513206e+01,4.975979957737748549e+01,-9.671258833776619213e-07
1.689937987597519609e+01,4.975979963048042265e+01,-1.619575052291821748e-06
1.690738147629526011e+01,4.975979968067386494e+01,-2.236276718470264768e-06
1.691538307661532414e+01,4.975979972671893847e+01,-2.802009440472374990e-06
1.692338467693538817e+01,4.975979976752756073e+01,-3.303404525478725873e-06
1.693138627725545220e+01,4.975979980216249743e+01,-3.728946588843484733e-06
1.693938787757551623e+01,4.975979982983731276e+01,-4.068973200599401707e-06
1.694738947789558026e+01,4.975979984991639071e+01,-4.315674755339671265e-06
1.695539107821564428e+01,4.975979986191493509e+01,-4.463094811502088533e-06
1.696339267853570831e+01,4.975979986549896950e+01,-4.507130098030387444e-06
1.697139427885577234e+01,4.975979986048533021e+01,-4.445530023211574644e-06
1.697939587917583637e+01,4.975979984684167334e+01,-4.277897232896066271e-06
1.698739747949590040e+01,4.975979982468646057e+01,-4.005687264996282693e-06
1.699539907981596443e+01,4.975979979428900180e+01,-3.632208888326715623e-06
1.700340068013602846e+01,4.975979975606938410e+01,-3.162623628316652002e-06
1.701140228045609248e+01,4.975979971059854279e+01,-2.603946177348603896e-06
1.701940388077615651e+01,4.975979965859821874e+01,-1.965044319263142825e-06
1.702740548109622054e+01,4.975979960094096555e+01,-1.256638596736081581e-06
1.703540708141628457e+01,4.975979953865016370e+01,-4.913027167319228283e-07
1.704340868173634860e+01,4.975979947290000638e+01,3.165364503843193233e-07
1.705141028205641263e+01,4.975979940501549947e+01,1.150599347354841484e-06
1.705941188237647665e+01,4.975979933647246867e+01,1.992753114521406133e-06
1.706741348269654068e+01,4.975979926889757365e+01,2.823011936659014509e-06
1.707541508301660471e+01,4.975979920406825840e+01,3.619537241039694209e-06
1.708341668333666874e+01,4.975979914391281511e+01,4.358636949142180583e-06
1.709141828365673277e+01,4.975979909051033445e+01,5.014766366162604072e-06
1.709941988397679680e+01,4.975979904609073401e+01,5.560527698733608304e-06
1.710742148429686083e+01,4.975979901303473696e+01,5.966670129087248142e-06
1.711542308461692485e+01,4.975979899387390759e+01,6.202089672946442533e-06
1.712342468493698888e+01,4.975979899129059447e+01,6.233829521917755301e-06
1.713142628525705291e+01,4.975979900811799439e+01,6.027079702874971190e-06
1.713942788557711694e+01,4.975979904684988497e+01,5.551200425557567542e-06
1.714742948589718097e+01,4.975979909730769890e+01,4.931250584316870800e-06
1.715543108621724500e+01,4.975979915269213905e+01,4.250769762847994571e-06
1.716343268653730902e+01,4.975979921093390601e+01,3.535182415692617042e-06
1.717143428685737305e+01,4.975979927014235926e+01,2.807717925712438500e-06
1.717943588717743708e+01,4.975979932860553134e+01,2.089410263916846588e-06
1.718743748749750111e+01,4.975979938479010656e+01,1.399098607191007204e-06
1.719543908781756514e+01,4.975979943734144939e+01,7.534265855646538057e-07
1.720344068813762917e+01,4.975979948508356898e+01,1.668431659496150132e-07
1.721144228845769319e+01,4.975979952701914044e+01,-3.483981618757070464e-07
1.721944388877775722e+01,4.975979956232951906e+01,-7.822391143719187312e-07
1.722744548909782125e+01,4.975979959037471190e+01,-1.126816273622210929e-06
1.723544708941788528e+01,4.975979961069338486e+01,-1.376461634006176382e-06
1.724344868973794931e+01,4.975979962300287696e+01,-1.527702190085022949e-06
1.725145029005801334e+01,4.975979962719917893e+01,-1.579260077821942332e-06
1.725945189037807737e+01,4.975979962335696172e+01,-1.532052635422331832e-06
1.726745349069814139e+01,4.975979961172954802e+01,-1.389192480605316860e-06
1.727545509101820542e+01,4.975979959274892650e+01,-1.155987092715804465e-06
1.728345669133826945e+01,4.975979956702575180e+01,-8.399393642832819751e-07
1.729145829165833348e+01,4.975979953534933031e+01,-4.507470521275536157e-07
1.729945989197839396e+01,4.975979949868765573e+01,-3.034630324805220880e-10
1.730746149229845798e+01,4.975979945818735928e+01,4.973033704835927438e-07
1.731546309261852201e+01,4.975979941517374527e+01,1.025790071107479662e-06
1.732346469293858604e+01,4.975979937115079821e+01,1.566677918507508593e-06
1.733146629325865007e+01,4.975979932780114012e+01,2.099293397783696946e-06
1.733946789357871410e+01,4.975979928698606614e+01,2.600767718519136906e-06
1.734746949389877813e+01,4.975979925074554444e+01,3.046036815224084648e-06
1.735547109421884215e+01,4.975979922129819499e+01,3.407841623559448863e-06
1.736347269453890618e+01,4.975979920104130372e+01,3.656727866285791606e-06
1.737147429485897021e+01,4.975979919255082251e+01,3.761046138528456595e-06
1.737947589517903424e+01,4.975979919858136924e+01,3.686951887793554761e-06
1.738747749549909827e+01,4.975979922154217405e+01,3.404843998744411238e-06
1.739547909581916230e+01,4.975979925265878734e+01,3.022529774021620597e-06
1.740348069613922632e+01,4.975979928677271147e+01,2.603389130495514792e-06
1.741148229645929035e+01,4.975979932261415684e+01,2.163023269829977835e-06
1.741948389677935438e+01,4.975979935902321927e+01,1.715683366487752437e-06
1.742748549709941841e+01,4.975979939494983029e+01,1.274271120621506270e-06
1.743548709741948244e+01,4.975979942945380685e+01,8.503381350166705488e-07
1.744348869773954647e+01,4.975979946170482293e+01,4.540860545354519218e-07
1.745149029805961050e+01,4.975979949098240240e+01,9.436711589927426758e-08
1.745949189837967452e+01,4.975979951667595458e+01,-2.213166756526163681e-07
1.746749349869973855e+01,4.975979953828473867e+01,-4.868129304114177103e-07
1.747549509901980258e+01,4.975979955541786381e+01,-6.973190824766106743e-07
1.748349669933986661e+01,4.975979956779433167e+01,-8.493825167654733832e-07
1.749149829965993064e+01,4.975979957524298669e+01,-9.409003767224533021e-07
1.749949989997999467e+01,4.975979957770253037e+01,-9.711195554373830419e-07
1.750750150030005869e+01,4.975979957522154962e+01,-9.406369732012365148e-07
1.751550310062012272e+01,4.975979956795847414e+01,-8.513992333369913013e-07
1.752350470094018675e+01,4.975979955618160488e+01,-7.067027603113729128e-07
1.753150630126025078e+01,4.975979954026911400e+01,-5.111939360702422164e-07
1.753950790158031481e+01,4.975979952070900936e+01,-2.708687580899038494e-07
1.754750950190037884e+01,4.975979949809919134e+01,6.926750284463878415e-09
1.755551110222044287e+01,4.975979947314741025e+01,3.134967450080239360e-07
1.756351270254050689e+01,4.975979944667127342e+01,6.387957656173171017e-07
1.757151430286057092e+01,4.975979941959826647e+01,9.714281916650691073e-07
1.757951590318063495e+01,4.975979939296572496e+01,1.298648851566497342e-06
1.758751750350069898e+01,4.975979936792084857e+01,1.606362689088314255e-06
1.759551910382076301e+01,4.975979934572070817e+01,1.879124687409472472e-06
1.760352070414082704e+01,4.975979932773223169e+01,2.100140080507628682e-06
1.761152230446089106e+01,4.975979931543220403e+01,2.251264346497805491e-06
1.761952390478095509e+01,4.975979931040728133e+01,2.313003007792246990e-06
1.762752550510101912e+01,4.975979931435397674e+01,2.264511972160931919e-06
1.763552710542108315e+01,4.975979932881487855e+01,2.086838094772502927e-06
1.764352870574114718e+01,4.975979935021926082e+01,1.823853243099193833e-06
1.765153030606121121e+01,4.975979937585813673e+01,1.508841193764709487e-06
1.765953190638127523e+01,4.975979940448534933e+01,1.157113011629462562e-06
1.766753350670133926e+01,4.975979943494733249e+01,7.828419144040310584e-07
1.767553510702140329e+01,4.975979946618316063e+01,3.990629386940724999e-07
1.768353670734146732e+01,4.975979949722453455e+01,1.767320911838510256e-08
1.769153830766153135e+01,4.975979952719576715e+01,-3.505683379145807521e-07
1.769953990798159538e+01,4.975979955531381194e+01,-6.960406011558006867e-07
1.770754150830165941e+01,4.975979958088823452e+01,-1.010260742173585413e-06
1.771554310862172343e+01,4.975979960332122687e+01,-1.285883621360284224e-06
1.772354470894178746e+01,4.975979962210760732e+01,-1.516702491599630775e-06
1.773154630926185149e+01,4.975979963683482055e+01,-1.697648381426830611e-06
1.773954790958191552e+01,4.975979964718293758e+01,-1.824790501370188167e-06
1.774754950990197955e+01,4.975979965292464158e+01,-1.895335908219664134e-06
1.775555111022204358e+01,4.975979965392524917e+01,-1.907629910924413252e-06
1.776355271054210760e+01,4.975979965014271045e+01,-1.861155727311825103e-06
1.777155431086217163e+01,4.975979964162758051e+01,-1.756534558694511361e-06
1.777955591118223566e+01,4.975979962852304794e+01,-1.595525790154539436e-06
1.778755751150229969e+01,4.975979961106493477e+01,-1.381026717428568418e-06
1.779555911182236372e+01,4.975979958958167515e+01,-1.117072683243236497e-06
1.780356071214242775e+01,4.975979956449432962e+01,-8.088370138104039597e-07
1.781156231246249178e+01,4.975979953631658503e+01,-4.626312177791191971e-07
1.781956391278255580e+01,4.975979950565475463e+01,-8.590471400893306964e-08
1.782756551310261983e+01,4.975979947320777796e+01,3.127550289860892008e-07
1.783556711342268386e+01,4.975979943976720676e+01,7.236225627593739773e-07
1.784356871374274789e+01,4.975979940621722619e+01,1.135834323484630204e-06
1.785157031406281192e+01,4.975979937353465488e+01,1.537388699013320092e-06
1.785957191438287595e+01,4.975979934278891648e+01,1.915146097264397440e-06
1.786757351470293997e+01,4.975979931514207522e+01,2.254829015058135155e-06
1.787557511502300400e+01,4.975979929184881456e+01,2.541021561164313880e-06
1.788357671534306803e+01,4.975979927425643012e+01,2.757170410205844746e-06
1.789157831566313206e+01,4.975979926380486518e+01,2.885583503697830565e-06
1.789957991598319609e+01,4.975979926202666803e+01,2.907431352561218318e-06
1.790758151630326012e+01,4.975979927054702756e+01,2.802745938446093987e-06
1.791558311662332414e+01,4.975979929086771136e+01,2.553075894695666648e-06
1.792358471694338817e+01,4.975979932162261576e+01,2.175205825682979821e-06
1.793158631726345220e+01,4.975979936043334106e+01,1.698357904533764895e-06
1.793958791758351623e+01,4.975979940522707068e+01,1.147999828088330787e-06
1.794758951790358026e+01,4.975979945407269867e+01,5.478581162066120669e-07
1.795559111822364429e+01,4.975979950518087236e+01,-8.008236296319637404e-08
1.796359271854370832e+01,4.975979955690394263e+01,-7.155777752565484207e-07
1.797159431886377234e+01,4.975979960773600652e+01,-1.340125804105696261e-06
1.797959591918383637e+01,4.975979965631288593e+01,-1.936965577709059971e-06
1.798759751950390040e+01,4.975979970141213471e+01,-2.491077398580898716e-06
1.799559911982396443e+01,4.975979974195303868e+01,-2.989183152113383812e-06
1.800360072014402846e+01,4.975979977699659429e+01,-3.419745762567316660e-06
1.801160232046409249e+01,4.975979980574555128e+01,-3.772969801918435451e-06
1.801960392078415651e+01,4.975979982754438424e+01,-4.040801087956680249e-06
1.802760552110422054e+01,4.975979984187927840e+01,-4.216926747790950003e-06
1.803560712142428457e+01,4.975979984837816517e+01,-4.296775354184489970e-06
1.804360872174434860e+01,4.975979984681070789e+01,-4.277516791884039549e-06
1.805161032206441263e+01,4.975979983708829479e+01,-4.158062326453659807e-06
1.805961192238447666e+01,4.975979981926403184e+01,-3.939064596725216916e-06
1.806761352270454069e+01,4.975979979353277116e+01,-3.622917489565224969e-06
1.807561512302460471e+01,4.975979976023108975e+01,-3.213756402331569006e-06
1.808361672334466874e+01,4.975979971983729655e+01,-2.717458115863990997e-06
1.809161832366473277e+01,4.975979967297141116e+01,-2.141640513375620003e-06
1.809961992398479680e+01,4.975979962039520643e+01,-1.495663062289764866e-06
1.810762152430486083e+01,4.975979956301217300e+01,-7.906265406809609431e-07
1.811562312462492486e+01,4.975979950186753342e+01,-3.937303505452405261e-08
1.812362472494498888e+01,4.975979943814824225e+01,7.435139175449023696e-07
1.813162632526505291e+01,4.975979937318297885e+01,1.541709544028435630e-06
1.813962792558511694e+01,4.975979930844215460e+01,2.337147549269502633e-06
1.814762952590518097e+01,4.975979924553790568e+01,3.110020472707475392e-06
1.815563112622524500e+01,4.975979918622410025e+01,3.838779401021952253e-06
1.816363272654530903e+01,4.975979913239634556e+01,4.500134047180637253e-06
1.817163432686537305e+01,4.975979908609195945e+01,5.069052742445734339e-06
1.817963592718543708e+01,4.975979904949000598e+01,5.518762578482494519e-06
1.818763752750550111e+01,4.975979902491127405e+01,5.820749132467994968e-06
1.819563912782556514e+01,4.975979901481827028e+01,5.944756806819384565e-06
1.820364072814562917e+01,4.975979902181525460e+01,5.858788349133448037e-06
1.821164232846569320e+01,4.975979904864819048e+01,5.529105543633505704e-06
1.821964392878575723e+01,4.975979909330354900e+01,4.980447596114601083e-06
1.822764552910582125e+01,4.975979914442684304e+01,4.352321349099241843e-06
1.823564712942588528e+01,4.975979919945829266e+01,3.676177534384095225e-06
1.824364872974594931e+01,4.975979925645808777e+01,2.975849685782350207e-06
1.825165033006601334e+01,4.975979931365988307e+01,2.273039966471657181e-06
1.825965193038607737e+01,4.975979936947080517e+01,1.587319174767287677e-06
1.826765353070614140e+01,4.975979942247143839e+01,9.361269448504572210e-07
1.827565513102620542e+01,4.975979947141583182e+01,3.347717498769497979e-07
1.828365673134626945e+01,4.975979951523149936e+01,-2.035693738022814614e-07
1.829165833166633348e+01,4.975979955301941260e+01,-6.678504846924226968e-07
1.829965993198639751e+01,4.975979958405402925e+01,-1.049157282384527434e-06
1.830766153230646154e+01,4.975979960778323630e+01,-1.340706081265352623e-06
1.831566313262652557e+01,4.975979962382842103e+01,-1.537845250698666177e-06
1.832366473294658960e+01,4.975979963198440714e+01,-1.638053771291225758e-06
1.833166633326665362e+01,4.975979963221950442e+01,-1.640942268288370087e-06
1.833966793358671765e+01,4.975979962467545903e+01,-1.548252394734106474e-06
1.834766953390678168e+01,4.975979960966751037e+01,-1.363857236924559402e-06
1.835567113422684571e+01,4.975979958768434841e+01,-1.093761181625296786e-06
1.836367273454690974e+01,4.975979955938812793e+01,-7.460997117902934406e-07
1.837167433486697377e+01,4.975979952561446140e+01,-3.311396086225215640e-07
1.837967593518703779e+01,4.975979948737244740e+01,1.387208437009235240e-07
1.838767753550710182e+01,4.975979944584462089e+01,6.489523980413025583e-07
1.839567913582716585e+01,4.975979940238699584e+01,1.182894443729765044e-06
1.840368073614722988e+01,4.975979935852905101e+01,1.721755002570546367e-06
1.841168233646729391e+01,4.975979931597372996e+01,2.244610863844087589e-06
1.841968393678735794e+01,4.975979927659742685e+01,2.728407722862868923e-06
1.842768553710742196e+01,4.975979924245002195e+01,3.147959771965247455e-06
1.843568713742748599e+01,4.975979921575484610e+01,3.475949969633518322e-06
1.844368873774755002e+01,4.975979919890868786e+01,3.682930253656735431e-06
1.845169033806761405e+01,4.975979919448181477e+01,3.737321050412134582e-06
1.845969193838767808e+01,4.975979920521795208e+01,3.605411490692489451e-06
1.846769353870774211e+01,4.975979923175478348e+01,3.279366805664096773e-06
1.847569513902780614e+01,4.975979926388728103e+01,2.884570882155657046e-06
1.848369673934787016e+01,4.975979929880952568e+01,2.455498814502021787e-06
1.849169833966793419e+01,4.975979933525182730e+01,2.007750577792677404e-06
1.849969993998799822e+01,4.975979937205592307e+01,1.555557090693326927e-06
1.850770154030806225e+01,4.975979940817494906e+01,1.111780764784242592e-06
1.851570314062812628e+01,4.975979944267347577e+01,6.879146856597628812e-07
1.852370474094819031e+01,4.975979947472750098e+01,2.940829526565380547e-07
1.853170634126825433e+01,4.975979950362442139e+01,-6.095898141822431171e-08
1.853970794158831836e+01,4.975979952876308232e+01,-3.698251247463701930e-07
1.854770954190838239e+01,4.975979954965372798e+01,-6.264979957038008251e-07
1.855571114222844642e+01,4.975979956591803699e+01,-8.263294390964404101e-07
1.856371274254851045e+01,4.975979957728908687e+01,-9.660398072597331520e-07
1.857171434286857448e+01,4.975979958361141087e+01,-1.043718986348807221e-06
1.857971594318863851e+01,4.975979958484092691e+01,-1.058825438882138315e-06
1.858771754350870253e+01,4.975979958104500156e+01,-1.012186817472837674e-06
1.859571914382876656e+01,4.975979957240240026e+01,-9.059995544902221809e-07
1.860372074414883059e+01,4.975979955920332287e+01,-7.438290707817429848e-07
1.861172234446889462e+01,4.975979954184939658e+01,-5.306101162894094614e-07
1.861972394478895865e+01,4.975979952085364033e+01,-2.726458077084714660e-07
1.862772554510902268e+01,4.975979949684052883e+01,2.239127150360786800e-08
1.863572714542908670e+01,4.975979947054592856e+01,3.454598265228980836e-07
1.864372874574915073e+01,4.975979944281714040e+01,6.861495038812392977e-07
1.865173034606921476e+01,4.975979941461289258e+01,1.032680970070032345e-06
1.865973194638927879e+01,4.975979938700331928e+01,1.371905971048192896e-06
1.866773354670934282e+01,4.975979936116998203e+01,1.689307197683120876e-06
1.867573514702940685e+01,4.975979933840586966e+01,1.968998426526979983e-06
1.868373674734947087e+01,4.975979932011537699e+01,2.193724511823091916e-06
1.869173834766953490e+01,4.975979930781432614e+01,2.344861326886160668e-06
1.869973994798959893e+01,4.975979930312996657e+01,2.402415756996845175e-06
1.870774154830966296e+01,4.975979930780095373e+01,2.345025630123842575e-06
1.871574314862972699e+01,4.975979932330742628e+01,2.154505437612641572e-06
1.872374474894979102e+01,4.975979934576398733e+01,1.878592903015174898e-06
1.873174634926985505e+01,4.975979937255333141e+01,1.549445691750861442e-06
1.873974794958991907e+01,4.975979940238635635e+01,1.182902287233389416e-06
1.874774954990998310e+01,4.975979943407011774e+01,7.936198138658312473e-07
1.875575115023004713e+01,4.975979946650778629e+01,3.950744513758763787e-07
1.876375275055011116e+01,4.975979949869872598e+01,-4.394609121050052636e-10
1.877175435087017519e+01,4.975979952973840881e+01,-3.818084577389413425e-07
1.877975595119023922e+01,4.975979955881848582e+01,-7.391007765811252739e-07
1.878775755151030324e+01,4.975979958522674451e+01,-1.063565805203836589e-06
1.879575915183036727e+01,4.975979960834712301e+01,-1.347634288606514019e-06
1.880376075215043130e+01,4.975979962765969589e+01,-1.584918194463824648e-06
1.881176235247049533e+01,4.975979964274070966e+01,-1.770211051077552611e-06
1.881976395279055936e+01,4.975979965326254728e+01,-1.899487608092442770e-06
1.882776555311062339e+01,4.975979965899373525e+01,-1.969903836940289921e-06
1.883576715343068742e+01,4.975979965979895780e+01,-1.979797202622535224e-06
1.884376875375075144e+01,4.975979965563905694e+01,-1.928686596208706305e-06
1.885177035407081547e+01,4.975979964657099686e+01,-1.817271855220070620e-06
1.885977195439087950e+01,4.975979963274791373e+01,-1.647434585194673673e-06
1.886777355471094353e+01,4.975979961441908017e+01,-1.422237410952931214e-06
1.887577515503100756e+01,4.975979959192992652e+01,-1.145924445555834836e-06
1.888377675535107159e+01,4.975979956572203378e+01,-8.239212321292654906e-07
1.889177835567113561e+01,4.975979953633311226e+01,-4.628342593626655344e-07
1.889977995599119964e+01,4.975979950439704425e+01,-7.045185546061816240e-08
1.890778155631126367e+01,4.975979947064385556e+01,3.442566431921534331e-07
1.891578315663132770e+01,4.975979943589970844e+01,7.711405349830613432e-07
1.892378475695139173e+01,4.975979940108693000e+01,1.198867697560501711e-06
1.893178635727145576e+01,4.975979936722397667e+01,1.614924784565374694e-06
1.893978795759151978e+01,4.975979933542548395e+01,2.005616890343731029e-06
1.894778955791158381e+01,4.975979930690220954e+01,2.356068092623786470e-06
1.895579115823164784e+01,4.975979928296106891e+01,2.650220836564187721e-06
1.896379275855171187e+01,4.975979926500512107e+01,2.870836553370281763e-06
1.897179435887177590e+01,4.975979925453358987e+01,2.999495044342381789e-06
1.897979595919183993e+01,4.975979925314183561e+01,3.016594819271745109e-06
