t,S,I,R,C,dI_dt,dI_dt_noisy
4.966593318663732326e+00,4.468706325048257821e-01,3.750034251773164129e-02,3.179766281687150253e-01,1.561557653521044309e-01,1.184814151050964104e-02,5.937089304628190289e-03
4.968993798759751890e+00,4.468173181929486759e-01,3.752881045942493138e-02,3.179226449179060054e-01,1.561297144462016340e-01,1.187071930540958831e-02,1.017037959421090987e-02
4.971394278855771454e+00,4.467637877557541493e-01,3.755732850897236519e-02,3.178687694345550541e-01,1.561038203893705678e-01,1.188989453877772537e-02,1.064481404662415490e-02
4.973794758951790129e+00,4.467100490658369449e-01,3.758588853348750203e-02,3.178150017937414473e-01,1.560780831756139186e-01,1.190565708762819294e-02,7.782535106400684417e-03
4.976195239047809693e+00,4.466561100656300520e-01,3.761448237531468675e-02,3.177613420467794159e-01,1.560525027640131401e-01,1.191799756831491558e-02,1.251695905601757190e-02
4.978595719143828369e+00,4.466019787674043173e-01,3.764310185202902198e-02,3.177077902212184779e-01,1.560270790787288142e-01,1.192690734794368823e-02,1.279774912326487636e-02
4.980996199239847932e+00,4.465476632532687784e-01,3.767173875643643755e-02,3.176543463208432172e-01,1.560018120090003180e-01,1.193237855566673875e-02,1.018527663788326883e-02
4.983396679335867496e+00,4.464931716751705526e-01,3.770038485657362104e-02,3.176010103256732275e-01,1.559767014091460735e-01,1.193440409385215784e-02,1.147917812383901330e-02
4.985797159431886172e+00,4.464385122548948370e-01,3.772903189570802479e-02,3.175477821919633903e-01,1.559517470985634091e-01,1.193297764912154210e-02,1.400445309285610826e-02
4.988197639527905736e+00,4.463836932840647975e-01,3.775767159233794218e-02,3.174946618522037078e-01,1.559269488617285870e-01,1.192809370324919224e-02,1.515662419336796796e-02
4.990598119623924411e+00,4.463287231241418462e-01,3.778629564019238274e-02,3.174416492151191371e-01,1.559023064481968590e-01,1.191974754391562571e-02,9.685935359149614246e-03
4.992998599719943975e+00,4.462736102064253640e-01,3.781489570823121094e-02,3.173887441656699226e-01,1.558778195726023830e-01,1.190793527530889517e-02,1.296866429739844048e-02
4.995399079815963539e+00,4.462183630320527561e-01,3.784346344064502821e-02,3.173359465650514299e-01,1.558534879146582786e-01,1.189265382856679806e-02,1.504495209144889913e-02
4.997799559911982215e+00,4.461629901719996183e-01,3.787199045685521459e-02,3.172832562506940346e-01,1.558293111191565994e-01,1.187390097205313216e-02,1.182109010305720971e-02
5.000200040008001778e+00,4.461075002670795708e-01,3.790046835151398424e-02,3.172306730362633442e-01,1.558052887959683608e-01,1.185167532146141900e-02,9.571382566985385532e-03
5.002600520104020454e+00,4.460519020279442581e-01,3.792888869450427441e-02,3.171781967116600320e-01,1.557814205200434843e-01,1.182597634973895154e-02,9.557056639647175042e-03
5.005001000200040018e+00,4.459962042350834599e-01,3.795724303093986340e-02,3.171258270430198922e-01,1.557577058314108809e-01,1.179680439682508422e-02,1.085817620119213303e-02
5.007401480296059582e+00,4.459404157388250356e-01,3.798552288116528036e-02,3.170735637727139511e-01,1.557341442351784233e-01,1.176416067919636155e-02,8.690145885614649138e-03
5.009801960392078257e+00,4.458845452209760363e-01,3.801371998322847223e-02,3.170214066192047486e-01,1.557107352034294290e-01,1.172804711770074337e-02,1.778824832711889750e-02
5.012202440488097821e+00,4.458286009956625717e-01,3.804182650778731301e-02,3.169693552707570361e-01,1.556874781680613606e-01,1.168846618829018705e-02,9.997683417878811679e-03
5.014602920584116497e+00,4.457725920167638911e-01,3.806983403240569996e-02,3.169174093864986497e-01,1.556643725134254364e-01,1.164542169810088915e-02,1.279657962146621593e-02
5.017003400680136060e+00,4.457165272838648495e-01,3.809773413299372136e-02,3.168655686025158014e-01,1.556414175902086916e-01,1.159891834833367066e-02,1.216282394648357523e-02
5.019403880776155624e+00,4.456604158034419005e-01,3.812551842293204762e-02,3.168138325320100646e-01,1.556186127159982224e-01,1.154896171303491925e-02,1.347195416441320827e-02
5.021804360872174300e+00,4.456042665888635401e-01,3.815317855307195222e-02,3.167622007652985405e-01,1.555959571752812409e-01,1.149555824693368825e-02,1.034920527568241808e-02
5.024204840968193864e+00,4.455480886603898627e-01,3.818070621173538098e-02,3.167106728698133034e-01,1.555734502194449920e-01,1.143871529296532075e-02,7.549274027220888653e-03
5.026605321064212539e+00,4.454918910451729497e-01,3.820809312471484115e-02,3.166592483901019550e-01,1.555510910667768087e-01,1.137844108947540928e-02,1.629759401095163401e-02
5.029005801160232103e+00,4.454356827772566474e-01,3.823533105527351234e-02,3.166079268478272923e-01,1.555288789024640572e-01,1.131474477709935172e-02,1.108218687025795679e-02
5.031406281256251667e+00,4.453794728975766226e-01,3.826241180414514942e-02,3.165567077417675290e-01,1.555068128785941917e-01,1.124763640531210168e-02,1.159863083691963642e-02
5.033806761352270343e+00,4.453232704539603626e-01,3.828932720953412416e-02,3.165055905478161846e-01,1.554848921141548101e-01,1.117712693864312060e-02,1.177820763030820901e-02
5.036207241448289906e+00,4.452670845011271750e-01,3.831606914711547379e-02,3.164545747189819180e-01,1.554631156950334325e-01,1.110322826255162598e-02,1.488826663709746229e-02
5.038607721544308582e+00,4.452109241006881879e-01,3.834262953003479690e-02,3.164036596853888605e-01,1.554414826740178057e-01,1.102595318895789947e-02,1.333315681002622197e-02
5.041008201640328146e+00,4.451547983211463499e-01,3.836900030890836449e-02,3.163528448542764493e-01,1.554199920707956262e-01,1.094531546142544012e-02,1.446750840216025694e-02
5.043408681736347710e+00,4.450987162378963746e-01,3.839517347182301588e-02,3.163021296099992608e-01,1.553986428719547064e-01,1.086132975999017439e-02,1.332982830524871709e-02
5.045809161832366385e+00,4.450426869332248514e-01,3.842114104433623500e-02,3.162515133140274548e-01,1.553774340309829749e-01,1.077401170563234423e-02,1.123555180711852813e-02
5.048209641928385949e+00,4.449867194963102457e-01,3.844689508947612966e-02,3.162009953049462196e-01,1.553563644682683653e-01,1.068337786438681297e-02,1.144918424620580341e-02
5.050610122024404625e+00,4.449308230232227879e-01,3.847242770774140369e-02,3.161505748984562714e-01,1.553354330710988995e-01,1.058944575108842698e-02,8.364150319224142663e-03
5.053010602120424188e+00,4.448750066169244177e-01,3.849773103710140559e-02,3.161002513873734654e-01,1.553146386936626600e-01,1.049223383274826629e-02,4.680763885298909813e-03
5.055411082216442864e+00,4.448192793872690620e-01,3.852279725299607299e-02,3.160500240416291295e-01,1.552939801570478728e-01,1.039176153155774857e-02,9.678457133706956650e-03
5.057811562312462428e+00,4.447636504510024125e-01,3.854761856833600203e-02,3.159998921082697310e-01,1.552734562492426862e-01,1.028804922751648879e-02,7.074053744908882259e-03
5.060212042408481992e+00,4.447081289317619257e-01,3.857218723350236411e-02,3.159498548114571537e-01,1.552530657251354751e-01,1.018111826068184705e-02,1.794703685830607159e-02
5.062612522504500667e+00,4.446527239600769343e-01,3.859649553634696834e-02,3.158999113524685876e-01,1.552328073065146197e-01,1.007099093303600104e-02,1.475225598906457908e-02
5.065013002600520231e+00,4.445974446733686469e-01,3.862053580219224763e-02,3.158500609096964729e-01,1.552126796820685328e-01,9.957690509968718240e-03,1.347424752220387385e-02
5.067413482696538907e+00,4.445423002159499259e-01,3.864430039383124488e-02,3.158003026386486112e-01,1.551926815073857435e-01,9.841241221372663828e-03,8.193696529931033395e-03
5.069813962792558470e+00,4.444872997390255653e-01,3.866778171152762678e-02,3.157506356719481100e-01,1.551728114049548413e-01,9.721668262348687195e-03,1.590262006653058932e-02
5.072214442888578034e+00,4.444324524006922350e-01,3.869097219301568386e-02,3.157010591193333271e-01,1.551530679641645039e-01,9.598997793519369742e-03,4.491098137933557596e-03
5.074614922984596710e+00,4.443777673659382588e-01,3.871386431350028884e-02,3.156515720676579817e-01,1.551334497413034696e-01,9.473256940948356769e-03,5.852587710437126903e-03
5.077015403080616274e+00,4.443232535191014021e-01,3.873645083371696218e-02,3.156021736031316416e-01,1.551139552945236533e-01,9.344473586109403040e-03,7.006504578313680134e-03
5.079415883176634949e+00,4.442689194142698250e-01,3.875872485193082584e-02,3.155528628106504807e-01,1.550945831834478483e-01,9.212676320428977994e-03,6.343317427109646488e-03
5.081816363272654513e+00,4.442147741414227968e-01,3.878067905499912871e-02,3.155036387076581850e-01,1.550753318650780754e-01,9.077895075908521544e-03,9.480110714994638074e-03
5.084216843368674077e+00,4.441608267454104642e-01,3.880230621165915716e-02,3.154545002929817210e-01,1.550561997700010131e-01,8.940160706158096354e-03,9.526382104168916454e-03
5.086617323464692753e+00,4.441070862061350932e-01,3.882359918949965238e-02,3.154054465484257275e-01,1.550371853048856663e-01,8.799504969025911255e-03,1.453414436054264666e-02
5.089017803560712316e+00,4.440535614385509589e-01,3.884455095496083810e-02,3.153564764387725705e-01,1.550182868524833668e-01,8.655960523095924952e-03,1.165277829305438884e-02
5.091418283656730992e+00,4.440002612926646774e-01,3.886515457333435813e-02,3.153075889117823438e-01,1.549995027716278007e-01,8.509560923725192905e-03,1.217689774572945811e-02
5.093818763752750556e+00,4.439471945535349851e-01,3.888540320876334583e-02,3.152587828981927576e-01,1.549808313972349527e-01,8.360340618619430814e-03,9.620425463568229099e-03
5.096219243848770120e+00,4.438943699412726263e-01,3.890529012424236155e-02,3.152100573117193050e-01,1.549622710403031622e-01,8.208334942950631929e-03,7.771358429839482496e-03
5.098619723944788795e+00,4.438417961110407428e-01,3.892480868161742047e-02,3.151614110490553178e-01,1.549438199879130951e-01,8.053580114017012265e-03,5.999113535690422071e-03
5.101020204040808359e+00,4.437894816530544295e-01,3.894395234158602032e-02,3.151128429898715777e-01,1.549254765032277714e-01,7.896113225446900474e-03,3.373444771762030767e-03
5.103420684136827035e+00,4.437374350925810673e-01,3.896271466369707892e-02,3.150643519968168160e-01,1.549072388254925103e-01,7.735972240950246548e-03,5.131546855702462731e-03
5.105821164232846598e+00,4.436856648899400457e-01,3.898108930635099667e-02,3.150159369155173250e-01,1.548891051700349297e-01,7.573195987618026870e-03,6.435364013988951332e-03
5.108221644328866162e+00,4.436341794405030403e-01,3.899907002679961487e-02,3.149675965745771800e-01,1.548710737282651129e-01,7.407824148774114909e-03,9.701031230726159249e-03
5.110622124424884838e+00,4.435829870746939019e-01,3.901665068114622270e-02,3.149193297855782392e-01,1.548531426676753309e-01,7.239897256380641022e-03,2.185299044554245632e-03
5.113022604520904402e+00,4.435320960579884897e-01,3.903382522434559881e-02,3.148711353430798665e-01,1.548353101318402369e-01,7.069456683001257985e-03,2.975317926376458075e-03
5.115423084616923077e+00,4.434815145909149492e-01,3.905058771020392117e-02,3.148230120246193753e-01,1.548175742404168664e-01,6.896544633325129431e-03,7.559738924864755835e-03
5.117823564712942641e+00,4.434312508090535454e-01,3.906693229137887802e-02,3.147749585907115843e-01,1.547999330891444980e-01,6.721204135254517376e-03,3.579051143191667051e-03
5.120224044808962205e+00,4.433813127830366629e-01,3.908285321937958467e-02,3.147269737848492066e-01,1.547823847498448202e-01,6.543479030560919729e-03,7.554335674558913631e-03
5.122624524904980881e+00,4.433317085185489170e-01,3.909834484456659737e-02,3.146790563335025714e-01,1.547649272704218204e-01,6.363413965112658249e-03,5.132890112475694752e-03
5.125025005001000444e+00,4.432824459563269870e-01,3.911340161615196181e-02,3.146312049461196803e-01,1.547475586748618126e-01,6.181054378678437627e-03,3.930198208443072029e-03
5.127425485097019120e+00,4.432335329721597272e-01,3.912801808219915772e-02,3.145834183151264285e-01,1.547302769632334651e-01,5.996446494311857833e-03,2.001737494221631462e-03
5.129825965193038684e+00,4.431849773768882228e-01,3.914218888962312654e-02,3.145356951159262171e-01,1.547130801116877452e-01,5.809637307319977934e-03,5.532203870128956161e-03
5.132226445289058248e+00,4.431367869164056228e-01,3.915590878419025062e-02,3.144880340069002300e-01,1.546959660724579744e-01,5.620674573822943138e-03,3.438951343201217432e-03
5.134626925385076923e+00,4.430889692716573625e-01,3.916917261051838794e-02,3.144404336294074342e-01,1.546789327738598285e-01,5.429606798907304910e-03,3.595002496259418028e-03
5.137027405481096487e+00,4.430415320586408301e-01,3.918197531207683743e-02,3.143928926077844688e-01,1.546619781202912824e-01,5.236483224380208967e-03,3.328772835112788625e-03
5.139427885577115163e+00,4.429944828284057001e-01,3.919431193118635970e-02,3.143454095493456446e-01,1.546450999922326097e-01,5.041353816129141852e-03,5.604389911251049863e-03
5.141828365673134726e+00,4.429478290670538776e-01,3.920617760901917020e-02,3.142979830443830003e-01,1.546282962462465216e-01,4.844269251092065548e-03,5.291958190277014883e-03
5.144228845769153402e+00,4.429015779124511054e-01,3.921756778681802919e-02,3.142506117098439744e-01,1.546115647816986849e-01,4.645280699704216337e-03,-4.934828992106893644e-04
5.146629325865172966e+00,4.428557362088455518e-01,3.922847817878847426e-02,3.142032941751451425e-01,1.545949035195941790e-01,4.444439839870792386e-03,3.962970359632281975e-03
5.149029805961192530e+00,4.428103111042079321e-01,3.923890434383369569e-02,3.141560289920366511e-01,1.545783102647156348e-01,4.241799275585687173e-03,5.437997809313858955e-03
5.151430286057211205e+00,4.427653096273149735e-01,3.924884197748378795e-02,3.141088147039854395e-01,1.545617828112446912e-01,4.037412224604668837e-03,7.155797559118416695e-03
5.153830766153230769e+00,4.427207386818171053e-01,3.925828691605339621e-02,3.140616498471174300e-01,1.545453189441984843e-01,3.831332498375219359e-03,6.181163368064068742e-03
5.156231246249249445e+00,4.426766050462388469e-01,3.926723513664169551e-02,3.140145329502175842e-01,1.545289164394298975e-01,3.623614485816183117e-03,4.252245900987229252e-03
5.158631726345269009e+00,4.426329153739784750e-01,3.927568275713241852e-02,3.139674625347298464e-01,1.545125730636273953e-01,3.414313136733376775e-03,-1.303547981253063565e-05
5.161032206441288572e+00,4.425896761933083012e-01,3.928362603619382776e-02,3.139204371147571448e-01,1.544962865743151059e-01,3.203483944879178397e-03,8.936645999979243513e-04
5.163432686537307248e+00,4.425468939073743946e-01,3.929106137327872950e-02,3.138734551970614461e-01,1.544800547198527940e-01,2.991182930667059259e-03,5.734829494815137964e-03
5.165833166633326812e+00,4.425045747941968033e-01,3.929798530862445988e-02,3.138265152810637004e-01,1.544638752394358328e-01,2.777466623547476809e-03,6.709680528150172019e-04
5.168233646729345487e+00,4.424627250066696105e-01,3.930439452325291960e-02,3.137796158588438966e-01,1.544477458630952871e-01,2.562392044056879814e-03,5.641185886741135330e-03
5.170634126825365051e+00,4.424213505725604900e-01,3.931028583897053924e-02,3.137327554151408959e-01,1.544316643116978027e-01,2.346016685546892938e-03,6.167919193679225441e-03
5.173034606921384615e+00,4.423804573945113172e-01,3.931565621836827923e-02,3.136859324273527094e-01,1.544156282969456895e-01,2.128398495605723223e-03,-1.058129468334425161e-03
5.175435087017403291e+00,4.423400512500377801e-01,3.932050276482165069e-02,3.136391453655363315e-01,1.543996355213768934e-01,1.909595857179216538e-03,3.231439839784596476e-03
5.177835567113422854e+00,4.423001377915293797e-01,3.932482272249071542e-02,3.135923926924076288e-01,1.543836836783649968e-01,1.689667569402603792e-03,1.353448123763008456e-03
5.180236047209441530e+00,4.422607225462496516e-01,3.932861347632006510e-02,3.135456728633416179e-01,1.543677704521192184e-01,1.468672828153414628e-03,7.551783767777294279e-03
5.182636527305461094e+00,4.422218109163359445e-01,3.933187255203883514e-02,3.134989843263721876e-01,1.543518935176844131e-01,1.246671206334492438e-03,3.760809082858958350e-03
5.185037007401480658e+00,4.421834081787995308e-01,3.933459761616069084e-02,3.134523255221924321e-01,1.543360505409410721e-01,1.023722633898885986e-03,-5.076555561983715163e-04
5.187437487497499333e+00,4.421455194855256066e-01,3.933678647598386896e-02,3.134056948841541512e-01,1.543202391786053229e-01,7.998873776254612766e-04,2.021812772675242800e-03
5.189837967593518897e+00,4.421081498632732365e-01,3.933843707959111535e-02,3.133590908382684059e-01,1.543044570782289016e-01,5.752260206568944600e-04,-2.177825192261552151e-03
5.192238447689537573e+00,4.420713042136754645e-01,3.933954751584972653e-02,3.133125118032051848e-01,1.542887018781992914e-01,3.497994418113041515e-04,-1.046481285508711113e-04
5.194638927785557136e+00,4.420349873132391472e-01,3.934011601441155664e-02,3.132659561902932932e-01,1.542729712077394455e-01,1.236687946762106416e-04,7.386370475354348940e-04
5.197039407881576700e+00,4.419992038133451207e-01,3.934014094571298276e-02,3.132194224035208530e-01,1.542572626869081198e-01,-1.031045135015500047e-04,3.450094479660597712e-04
5.199439887977595376e+00,4.419639582402480893e-01,3.933962082097492569e-02,3.131729088395348026e-01,1.542415739265995678e-01,-3.304588431210231381e-04,5.928467447931489841e-04
5.201840368073614940e+00,4.419292549950765703e-01,3.933855429220284999e-02,3.131264138876410086e-01,1.542259025285437901e-01,-5.583323437157658442e-04,-3.279153330910314704e-03
5.204240848169633615e+00,4.418950983538332267e-01,3.933694015218676399e-02,3.130799359298045426e-01,1.542102460853063406e-01,-7.866629756134793650e-04,-6.346502265489749502e-03
5.206641328265653179e+00,4.418614924346107031e-01,3.933477734299253153e-02,3.130334733532270097e-01,1.541946021990996674e-01,-1.015388546948502863e-03,-2.104132905853975041e-03
5.209041808361672743e+00,4.418284409872185736e-01,3.933206502773404362e-02,3.129870246223157570e-01,1.541789685897761719e-01,-1.244446846804119627e-03,-3.921518382325519907e-03
5.211442288457691419e+00,4.417959477658431333e-01,3.932880250643239900e-02,3.129405881294458069e-01,1.541633428718807985e-01,-1.473775505212909787e-03,-3.574327909438672346e-03
5.213842768553710982e+00,4.417640164175357098e-01,3.932498921758238036e-02,3.128941622515560295e-01,1.541477226387332478e-01,-1.703312046240582772e-03,4.708696013905256349e-03
5.216243248649729658e+00,4.417326504353989436e-01,3.932062474773936195e-02,3.128477453693935817e-01,1.541321054911574673e-01,-1.932993930192816040e-03,1.555670027598731776e-03
5.218643728745749222e+00,4.417018531585865659e-01,3.931570883151934426e-02,3.128013358675135192e-01,1.541164890374814578e-01,-2.162758576205649902e-03,-2.686112051319164244e-03
5.221044208841768786e+00,4.416716277723037876e-01,3.931024135159893323e-02,3.127549321342792399e-01,1.541008708935374116e-01,-2.392543384922736494e-03,-6.692849793037432445e-03
5.223444688937787461e+00,4.416419773078069100e-01,3.930422233871535415e-02,3.127085325618622069e-01,1.540852486826616297e-01,-2.622285761250991304e-03,-6.516873118716398974e-03
5.225845169033807025e+00,4.416129046424035476e-01,3.929765197166643076e-02,3.126621355462420038e-01,1.540696200356945211e-01,-2.851923137179843137e-03,-1.768334911259214449e-03
5.228245649129825701e+00,4.415844124994526831e-01,3.929053057731062004e-02,3.126157394872063344e-01,1.540539825909806593e-01,-3.081392994653098238e-03,1.266534539548481129e-04
5.230646129225845264e+00,4.415565034483644458e-01,3.928285863056697053e-02,3.125693427883510234e-01,1.540383339943687258e-01,-3.310632888482746561e-03,-4.176177682370338720e-03
5.233046609321864828e+00,4.415291799046001664e-01,3.927463675441516394e-02,3.125229438570800711e-01,1.540226718992115662e-01,-3.539580469289475839e-03,-3.134281463996579919e-03
5.235447089417883504e+00,4.415024441296726554e-01,3.926586571989547358e-02,3.124765411046056540e-01,1.540069939663661625e-01,-3.768173506460876371e-03,-3.003756309945143557e-03
5.237847569513903068e+00,4.414762982311457584e-01,3.925654644610880595e-02,3.124301329459479026e-01,1.539912978641935493e-01,-3.996349911114076281e-03,-7.977703371636864563e-04
5.240248049609921743e+00,4.414507441626347450e-01,3.924668000021666603e-02,3.123837177999352899e-01,1.539755812685590086e-01,-4.224047759049252143e-03,-9.865461808520267079e-03
5.242648529705941307e+00,4.414257837238060866e-01,3.923626759744117121e-02,3.123372940892041871e-01,1.539598418628318477e-01,-4.451205313685206028e-03,-3.983348461150918070e-03
5.245049009801959983e+00,4.414014185603775120e-01,3.922531060106506512e-02,3.122908602401993639e-01,1.539440773378856209e-01,-4.677761048961070339e-03,-3.461168229953121359e-03
5.247449489897979547e+00,4.413776501641179517e-01,3.921381052243168297e-02,3.122444146831734879e-01,1.539282853920979077e-01,-4.903653672195702751e-03,-2.053377379924154096e-03
5.249849969993999110e+00,4.413544798728477603e-01,3.920176902094499316e-02,3.121979558521875142e-01,1.539124637313504518e-01,-5.128822146889946282e-03,-3.940408167775420571e-03
5.252250450090017786e+00,4.413319088704383830e-01,3.918918790406956953e-02,3.121514821851104626e-01,1.538966100690291605e-01,-5.353205715460836178e-03,-8.655296393725768825e-03
5.254650930186037350e+00,4.413099381868126891e-01,3.917606912733058444e-02,3.121049921236194735e-01,1.538807221260240776e-01,-5.576743921896783196e-03,-7.318404646102939087e-03
5.257051410282056025e+00,4.412885686979446942e-01,3.916241479431385036e-02,3.120584841131998632e-01,1.538647976307293275e-01,-5.799376634319185903e-03,-1.037192441451764875e-02
5.259451890378075589e+00,4.412678011258596156e-01,3.914822715666576441e-02,3.120119566031449576e-01,1.538488343190431706e-01,-6.021044067442006542e-03,-5.441436638427765531e-03
5.261852370474095153e+00,4.412476360386342056e-01,3.913350861409335690e-02,3.119654080465564250e-01,1.538328299343680872e-01,-6.241686804913944286e-03,-5.664606701801985431e-03
5.264252850570113829e+00,4.412280738503961408e-01,3.911826171436426358e-02,3.119188369003438877e-01,1.538167822276105823e-01,-6.461245821534077755e-03,-4.925750962846644002e-03
5.266653330666133392e+00,4.412091148213245773e-01,3.910248915330671871e-02,3.118722416252251439e-01,1.538006889571813529e-01,-6.679662505328622102e-03,-9.589278466026317921e-03
5.269053810762152068e+00,4.411907590600841478e-01,3.908619376806381912e-02,3.118256206879254644e-01,1.537845478921945619e-01,-6.896878672683928041e-03,-1.031757071999591865e-02
5.271454290858171632e+00,4.411730065876808826e-01,3.906937832028774954e-02,3.117789726393105365e-01,1.537683569265017591e-01,-7.112836374016655305e-03,-2.536040703480916571e-03
5.273854770954191196e+00,4.411558571749298885e-01,3.905204587441312575e-02,3.117322960045465496e-01,1.537521139195809627e-01,-7.327478300678296613e-03,-6.780931998666583048e-03
5.276255251050209871e+00,4.411393103937667481e-01,3.903419974580153023e-02,3.116855892831116304e-01,1.537358166957037975e-01,-7.540747749371832370e-03,-2.302737484959235977e-03
5.278655731146229435e+00,4.411233656718419605e-01,3.901584336778361056e-02,3.116388509887146885e-01,1.537194631018332924e-01,-7.752588507714035237e-03,-6.434256062114430963e-03
5.281056211242248111e+00,4.411080222925210514e-01,3.899698029165912100e-02,3.115920796492954170e-01,1.537030510076237699e-01,-7.962944874382763688e-03,-1.234806633904870880e-02
5.283456691338267674e+00,4.410932793948842967e-01,3.897761418669684619e-02,3.115452738070241812e-01,1.536865783054210122e-01,-8.171761679055158933e-03,-5.755511331211399934e-03
5.285857171434287238e+00,4.410791359737269990e-01,3.895774884013468442e-02,3.114984320183022959e-01,1.536700429102621501e-01,-8.378984302124029698e-03,-4.673593311740288289e-03
5.288257651530305914e+00,4.410655908795592661e-01,3.893738815717961987e-02,3.114515528537616929e-01,1.536534427598756913e-01,-8.584558694185399214e-03,-9.936729001960502988e-03
5.290658131626325478e+00,4.410526428186061776e-01,3.891653616100767404e-02,3.114046348982651424e-01,1.536367758146815476e-01,-8.788431395286736697e-03,-1.456240734391867075e-02
5.293058611722344153e+00,4.410402903528078400e-01,3.889519699276398207e-02,3.113576767509061982e-01,1.536200400577909797e-01,-8.990549553926394794e-03,-6.994825428434393519e-03
5.295459091818363717e+00,4.410285318998189985e-01,3.887337491156273028e-02,3.113106770250090305e-01,1.536032334950066802e-01,-9.190860945795797932e-03,-9.611918661470673919e-03
5.297859571914383281e+00,4.410173657330095365e-01,3.885107429448719785e-02,3.112636343481288148e-01,1.535863541548226352e-01,-9.389313992254674085e-03,-8.556534977204342807e-03
5.300260052010401957e+00,4.410067899814641978e-01,3.882829963658974981e-02,3.112165473620513434e-01,1.535694000884243182e-01,-9.585857778531194084e-03,-1.764539356714668952e-02
5.302660532106421520e+00,4.409968026299825872e-01,3.880505555089180242e-02,3.111694147227931917e-01,1.535523693696884961e-01,-9.780442071638185270e-03,-8.409066883544461316e-03
5.305061012202440196e+00,4.409874015190792806e-01,3.878134676838387862e-02,3.111222351006017184e-01,1.535352600951833402e-01,-9.973017337995347675e-03,-1.822456475839048448e-02
5.307461492298459760e+00,4.409785843449836595e-01,3.875717813802554562e-02,3.110750071799550653e-01,1.535180703841684258e-01,-1.016353476075185919e-02,-1.276575376576768138e-02
5.309861972394479324e+00,4.409703486596401323e-01,3.873255462674548427e-02,3.110277296595621022e-01,1.535007983785947050e-01,-1.035194625679787539e-02,-7.694242015007852174e-03
5.312262452490497999e+00,4.409626918707079679e-01,3.870748131944142661e-02,3.109804012523625372e-01,1.534834422431045065e-01,-1.053820449345981361e-02,-1.601163595223889513e-02
5.314662932586517563e+00,4.409556112415613516e-01,3.868196341898019058e-02,3.109330206855266954e-01,1.534660001650314798e-01,-1.072226290486846118e-02,-1.631367102627744037e-02
5.317063412682536239e+00,4.409491038912893845e-01,3.865600624619767306e-02,3.108855867004559070e-01,1.534484703544007622e-01,-1.090407570799519985e-02,-1.225341268805232864e-02
5.319463892778555802e+00,4.409431667946960842e-01,3.862961523989884294e-02,3.108380980527820636e-01,1.534308510439287843e-01,-1.108359791834590338e-02,-6.143617682340551771e-03
5.321864372874575366e+00,4.409377967823003841e-01,3.860279595685775500e-02,3.107905535123679508e-01,1.534131404890233807e-01,-1.126078536530660673e-02,-6.413828546047452804e-03
5.324264852970594042e+00,4.409329905403360228e-01,3.857555407181754298e-02,3.107429518633070264e-01,1.533953369677838185e-01,-1.143559470713343545e-02,-1.326044228133198104e-02
5.326665333066613606e+00,4.409287446107518216e-01,3.854789537749039874e-02,3.106952919039235317e-01,1.533774387810006856e-01,-1.160798344557977327e-02,-8.609415262405308022e-03
5.329065813162632281e+00,4.409250553912114068e-01,3.851982578455761391e-02,3.106475724467726018e-01,1.533594442521559464e-01,-1.177790994015248324e-02,-1.004116154491865170e-02
5.331466293258651845e+00,4.409219191350933209e-01,3.849135132166954520e-02,3.105997923186399334e-01,1.533413517274229698e-01,-1.194533342199292220e-02,-1.116238846424155891e-02
5.333866773354670521e+00,4.409193319514910225e-01,3.846247813544562827e-02,3.105519503605421727e-01,1.533231595756665289e-01,-1.211021400737311710e-02,-1.104704927709883842e-02
5.336267253450690085e+00,4.409172898938114593e-01,3.843321237801521767e-02,3.105040454397953176e-01,1.533048662049404931e-01,-1.227251256961095147e-02,-1.445083905459552953e-02
5.338667733546709648e+00,4.409157893158683339e-01,3.840355973527770361e-02,3.104560765086649687e-01,1.532864701438795274e-01,-1.243219015845488037e-02,-1.003205798105643275e-02
5.341068213642728324e+00,4.409148259240047718e-01,3.837352661718457236e-02,3.104080424818560502e-01,1.532679698750153696e-01,-1.258920950678985018e-02,-9.409305079727706828e-03
5.343468693738747888e+00,4.409143952210897166e-01,3.834311962272308333e-02,3.103599422823201115e-01,1.532493638956273219e-01,-1.274353437210045195e-02,-4.643801275686771507e-03
5.345869173834766563e+00,4.409144926138947596e-01,3.831234540598843497e-02,3.103117748546661558e-01,1.532306507359283698e-01,-1.289512937859057726e-02,-1.014954104231882183e-02
5.348269653930786127e+00,4.409151134130939176e-01,3.828121067618363293e-02,3.102635391651604735e-01,1.532118289590651272e-01,-1.304396002690439219e-02,-2.040811922927304387e-02
5.350670134026805691e+00,4.409162528332639108e-01,3.824972219761959419e-02,3.102152342017268638e-01,1.531928971611178081e-01,-1.318999270347098046e-02,-1.681129809539459730e-02
5.353070614122824367e+00,4.409179059928837185e-01,3.821788678971510533e-02,3.101668589739465798e-01,1.531738539711003932e-01,-1.333319468947257239e-02,-1.234288067856207510e-02
5.355471094218843930e+00,4.409200679143349677e-01,3.818571132699679488e-02,3.101184125130580505e-01,1.531546980509604083e-01,-1.347353416943264381e-02,-1.327832680675557382e-02
5.357871574314862606e+00,4.409227335239018775e-01,3.815320273909920956e-02,3.100698938719574360e-01,1.531354280955790903e-01,-1.361098023942083901e-02,-1.920420870458221588e-02
