S,pH,v0
6.979184632725302651e-01,6.822058956136793029e+00,1.050430425936775686e-01
3.690079387199097738e+01,9.606715666131844245e+00,9.424352544983966018e-01
1.910483961052859891e+00,5.181914827863824513e+00,2.719659703337827875e-02
5.497152842301655795e+00,7.367704995425517822e+00,8.373870093038170426e-01
2.375701574928275761e+02,4.643409121876985068e+00,6.714442955488563181e-01
1.290958825690082135e+00,7.137706302248787438e+00,2.059872927232565820e-01
1.465506515686096236e+02,4.698941897580709792e+00,5.356530153217765600e-01
7.531979479516798470e+00,4.676042316045534442e+00,2.012794895643872303e-02
1.801433273994172080e+00,4.905618457991734793e+00,1.072470702401195214e-02
3.615575653665012510e+02,4.803373435309600481e+00,1.529770359471416041e+00
2.904510955058527344e+01,6.288119434735923718e+00,2.851553246889766413e+00
2.208740512103094300e+00,7.554047273947643859e+00,3.550378833294144387e-01
8.226846552396963830e+01,5.713783500603557997e+00,3.758549803526286315e+00
5.951992046260020430e+00,4.223499344726675986e+00,2.562024563075035802e-03
1.754542472937187014e+01,5.226573570311383143e+00,3.042821956445816989e-01
5.421379289367393106e+00,7.075561206487219756e+00,8.041577360137488473e-01
1.491635530799400033e+00,8.550259263625191508e+00,1.907003081410116596e-01
1.266417280505179406e+02,9.491351976525812972e+00,2.157489344966854627e+00
5.629146497071471344e+01,7.422313711505903910e+00,5.984666893636967799e+00
2.854320243895676068e+00,7.697569825112215547e+00,4.511951256272074273e-01
1.701745173641828401e+01,5.877762027663704814e+00,1.119426935119640865e+00
5.444243131613004660e-01,7.316588211116456186e+00,8.975443859458953622e-02
1.417697615321034448e+02,6.032863457227332304e+00,6.816948105018423298e+00
2.210153439345698967e+00,7.593003209650915686e+00,3.549802523216251116e-01
3.910355225902147680e+00,4.002341695029937085e+00,6.431236474851547954e-04
1.925727091327249525e+02,7.741784264076260413e+00,9.261962726469269214e+00
1.860136340899655405e+00,6.594512683280904675e+00,2.505945710790973835e-01
4.598283661942070921e+01,9.735937207616027322e+00,8.595403780914315783e-01
7.231411769195712491e-01,8.893014652879237758e+00,7.152641915453943067e-02
2.291553636572425035e+01,6.759402822443985492e+00,2.834662312263485529e+00
8.604995024113738111e+01,5.484497297498735158e+00,2.725016688008857102e+00
2.207387925357867076e+01,9.479825480389184378e+00,7.793142072578106427e-01
3.858517189850192040e+02,9.629962316284887081e+00,2.075345698516462001e+00
2.595376680661905056e+01,9.407735037320271942e+00,1.011029943439714085e+00
8.308532850158785621e+00,9.610321027292053842e+00,2.568381753034537085e-01
3.616694122621797458e+00,4.476047772562407268e+00,4.366059831533593109e-03
3.452325133631549647e+01,8.678362848615911673e+00,3.058130571202444248e+00
6.164761150855520810e+01,6.838049318899019902e+00,6.080160570784467922e+00
7.643920212044064577e+00,6.297379182792927743e+00,8.026259610242393316e-01
2.873462348302416558e+02,8.237955310854411906e+00,8.965661384977034132e+00
4.963261484870620421e+01,5.633551742369839133e+00,2.234423451817878270e+00
2.942809601032823963e+01,5.352080024564588534e+00,7.470471523904298472e-01
3.466912990031406849e+00,5.106593842879098233e+00,3.948318895160782965e-02
3.583505710680457810e+02,6.403017906558893912e+00,9.956164008425568923e+00
2.529569676011734103e+00,9.518195758690993102e+00,1.002598846300302160e-01
1.354794494688349715e+01,8.842974746813840881e+00,1.195032458370982376e+00
1.079550050759417346e+01,6.640900037538864709e+00,1.359061187604519993e+00
1.158474879934377988e+01,8.461530247902949498e+00,1.362859033454912216e+00
5.574705329975874868e+00,8.282910411385630667e+00,7.555106236702476830e-01
5.867421540943727365e+01,4.162275345885134925e+00,2.623974487794309210e-02
1.161025745718916937e+02,8.333716342928381593e+00,7.071913961651068448e+00
1.237485222854673772e+00,5.405272183374500550e+00,3.215427200552532089e-02
6.567976207628373198e-01,7.898819402668355139e+00,1.060955203253353962e-01
9.761376899436546850e+00,5.741304944212862083e+00,5.125883889182256681e-01
3.988179027087549571e+02,7.733886886779362868e+00,1.036541917269512858e+01
4.317644856500486128e+01,9.972683625055040579e+00,5.112435420051072432e-01
2.944239119659198067e+01,5.405340689704418722e+00,8.461815543717146060e-01
9.919305753070586817e+00,6.917656051373996640e+00,1.365810711473408379e+00
1.031286144750877867e+02,8.556349723406462715e+00,6.076519729917827739e+00
7.745361751298496245e-01,6.160938974711815064e+00,7.602336449620594738e-02
3.101603346731108957e+01,8.211960051367029223e+00,3.563330487949995629e+00
1.157431038077923517e+02,9.409656759646011892e+00,2.410551253656966875e+00
5.665682393317068133e+00,7.238293513831598247e+00,8.540786018624736409e-01
1.015469400252545817e+01,9.146024078652876810e+00,6.516214835992970578e-01
3.782018492435681889e+00,9.209713673411636492e+00,2.405286742522118326e-01
1.055202480498046924e+01,7.714777808960074701e+00,1.513595117315321037e+00
4.065763023481345328e+01,8.794581817870174234e+00,3.137058038570467389e+00
5.012652735400875414e-01,4.713865387008547181e+00,1.508923975643729123e-03
6.617403149327635292e-01,5.920648660594737045e+00,4.782167254872866230e-02
1.639393613523002102e+01,8.890742506662624223e+00,1.353751367244413029e+00
1.891479486895494722e+00,6.528076509643865322e+00,2.458331875497648811e-01
2.219698887029345258e+00,8.453486321615704568e+00,2.951269352310497696e-01
9.359452092373413024e+00,6.814804643456023214e+00,1.261991352009740108e+00
2.030298117223658494e+01,7.933932703008888865e+00,2.657481541081519794e+00
7.149764820117377440e+01,7.468520244864615520e+00,6.791546036655642382e+00
1.904367436681280390e+00,4.259751676315364222e+00,9.408104685193767643e-04
1.651243832866130958e+02,5.760547401403375289e+00,5.882541538488691657e+00
1.444310204764135506e+02,4.951866390235349691e+00,1.180095954118318247e+00
2.394982613837990471e+01,7.433162682882751504e+00,3.183280300603380741e+00
1.199854939141927535e+00,6.944798315141571976e+00,1.850877045908790874e-01
9.064775559348582590e+00,6.940268856842948253e+00,1.262987476402779530e+00
7.749109943235439335e-01,4.646631257000628956e+00,1.812376248716496491e-03
3.203076824052553206e+02,7.510268139735743809e+00,1.028197115318359778e+01
1.391856733440034688e+00,5.101030372939681534e+00,1.557909397447713139e-02
1.773268212237925354e+02,9.756180360734481027e+00,1.439607212774024037e+00
1.674782153400069973e+01,8.677281808532987029e+00,1.661065788012785482e+00
4.138305317865622612e+00,8.011836001192996548e+00,6.162528334977176447e-01
8.544301225455227522e-01,5.206563193498065623e+00,1.307792597768453816e-02
2.182623555954309325e+01,4.090511613226979648e+00,6.097186235115163548e-03
6.933540745759857238e+00,7.088714076742885339e+00,1.012172498358520745e+00
1.104222478361331028e+00,4.634809021911533655e+00,2.469043050154876538e-03
8.598362469720363110e-01,7.896187864940610979e+00,1.383674194659708645e-01
1.155613637496371560e+01,9.706609135854806780e+00,2.887946545518437214e-01
1.240589396870971139e+00,8.785962665255420134e+00,1.342430818092643918e-01
2.981666136404248046e+00,9.248321886612556497e+00,1.817511526887001239e-01
3.516216264788355943e+02,6.773852540332251593e+00,1.037184427765486738e+01
5.636913716990260781e+01,5.356896034422734765e+00,1.471222557592742453e+00
6.292450064018964184e+01,4.233718692534013783e+00,3.825829611801587898e-02
3.417302115248790528e+02,5.803862821450276321e+00,7.857961981991480549e+00
1.718024692512893248e+00,9.860641202611297729e+00,3.599556508731700105e-02
2.035288354108344606e+02,5.313528693252733248e+00,3.542657185843900436e+00
8.649669746963792871e-01,9.966710892289938784e+00,1.482811724974952665e-02
4.644406050940419561e+01,9.426714841253888366e+00,1.518450584084682253e+00
3.168250057946516041e+00,7.267837115111340118e+00,4.963267083592768913e-01
1.380380263996256076e+02,5.384306520299541710e+00,3.173194332685946417e+00
2.114125267124071854e+02,8.113467476767285191e+00,8.838934386187379033e+00
1.674251612899882247e+01,6.800553792381584195e+00,2.152578509472114376e+00
6.821422445715851879e+00,5.664798392484819978e+00,3.109897281054423979e-01
5.433503478316731083e+00,9.099556052221972280e+00,3.911912213443891062e-01
2.688691102538273867e+02,6.798430632010935781e+00,9.970877163244525221e+00
1.560048842112002490e+02,8.657199885107566217e+00,6.435833198149081724e+00
1.708335495093422765e+02,9.852030143585567501e+00,1.179661280857451144e+00
4.576157767008223942e+01,4.064801711426181186e+00,1.308411292822699544e-02
5.664097354823023345e-01,7.978440242743181976e+00,9.053727166092147283e-02
9.129520194821779455e+00,4.184772497115398338e+00,3.406984608271156588e-03
2.367887190565876665e+02,7.214775755260959045e+00,9.892309080409617650e+00
9.182862085151066722e-01,5.189191858316545947e+00,1.336857563448120255e-02
5.657467442139034297e+00,9.652846572415299420e+00,1.668806710911856783e-01
2.158467452618548634e+02,5.363145896449907468e+00,3.995496539427468186e+00
3.277397627629120791e+00,5.459878996421238639e+00,9.672157237647401040e-02
9.172648588496116417e+01,9.150571858671909808e+00,3.278992316841561561e+00
3.496449084242240879e+00,9.363616800859356104e+00,1.769200113876387703e-01
8.372857269007541348e+00,8.228929536347985518e+00,1.116985534354576926e+00
1.658141081102705749e+00,9.284535187332590311e+00,9.810742532077403044e-02
1.810256400781119055e+02,9.668082481736206546e+00,1.713893953785714741e+00
2.565918972554678135e+02,4.456549715515101262e+00,3.678710030017391941e-01
3.648098215326786686e+01,5.961218318285103734e+00,2.642955359011977201e+00
1.895448144884582860e+02,5.690141038851088240e+00,5.827418233106929080e+00
5.914591628490529551e+00,8.358157989161048462e+00,7.749364237812921274e-01
3.916370554163548263e+02,8.526779144264059696e+00,8.186359699134952095e+00
1.332865076903752879e+02,4.914172396241841767e+00,9.875122496116015558e-01
6.360339441858392462e+01,9.545874918778102014e+00,1.484522628074607775e+00
7.898184462478129442e-01,4.966426795114441184e+00,5.766442752558674327e-03
2.064827216741829261e+02,4.376554242637483938e+00,2.231769218980081404e-01
1.315443008539494087e+02,7.031151622021469372e+00,8.564984298902801996e+00
4.960068279689100024e+00,7.959727106465033231e+00,7.364355728032551118e-01
1.233460224774129088e+01,4.426869781925485192e+00,1.293923118513669659e-02
8.326467534143724425e-01,4.341567501677690899e+00,5.781605769713131547e-04
3.690098381671720329e+00,5.025892109298038868e+00,3.271237118961520945e-02
7.053956962667912833e+00,8.408110181105431735e+00,8.911602097560080704e-01
6.280403508879791374e+00,7.852608173254109758e+00,9.301094256386959191e-01
8.668302962237709153e+01,9.041586726609724067e+00,3.684157846446776130e+00
1.978244023116100720e+02,5.603297474157679758e+00,5.392324368572129600e+00
8.322970403921278404e+00,4.256305653532350242e+00,4.178517929073092413e-03
1.489349051063559415e+00,4.825828784610929567e+00,6.723292138692365388e-03
2.132773363303354301e+02,7.066822393578033434e+00,9.679161374449297028e+00
1.305738815824575516e+00,5.291935553898574618e+00,2.530891279397631463e-02
2.916037878081858992e+01,8.137103847494799425e+00,3.465045768784149605e+00
1.591838688554444481e+01,8.849369110385280734e+00,1.372985640719888378e+00
7.243312250723584533e+00,9.978019988528636475e+00,1.095304736809522145e-01
1.320050463750212622e+00,7.359035883444155601e+00,2.149043880674627593e-01
2.983433232274326485e+01,5.892097206179998992e+00,2.014675792572694579e+00
2.417501273431143716e+02,4.320261675073881591e+00,2.068001020552006353e-01
2.512878791775670972e+00,9.794111384290273392e+00,5.927260319809042610e-02
2.809966615533374465e+02,5.481776251012545842e+00,5.407690155466176485e+00
1.651362421109404721e+01,5.053715827945133299e+00,1.721936519032173651e-01
5.797301414048444457e+01,4.178581634655420984e+00,2.774539564959923807e-02
1.585713134873265417e+01,7.129283923062920358e+00,2.170880877097822736e+00
1.495745473374211043e+00,4.848978315694512986e+00,7.324381338370014767e-03
8.634052360271248228e-01,4.602605503114421737e+00,1.706192237707018170e-03
6.282259103536723677e-01,6.577680604677860643e+00,8.554259127595455203e-02
6.806722507795971433e-01,6.420601400636710920e+00,8.411530530293044594e-02
1.001497679972708177e+01,9.474153424095696607e+00,3.881547865209684089e-01
5.124771284369077584e+00,4.469000497710941211e+00,6.050524598340121206e-03
6.005273255643931662e+01,6.006481110509239940e+00,4.150447538776824707e+00
7.334665231400904872e+00,7.433211266227306879e+00,1.094627380299115771e+00
1.306050701613083476e+01,7.431585389970409850e+00,1.852241036455841039e+00
1.233790171487747278e+00,7.615000207682459887e+00,2.016929236967005268e-01
6.120580040596192362e+01,8.229867652337393480e+00,5.597556139747249304e+00
3.858804019965045295e+00,9.764723794576562810e+00,9.426574235647197653e-02
8.237018274131335716e+01,4.900758301806681594e+00,6.140416598338868104e-01
4.834883123003965011e+01,4.547489677927611496e+00,1.012896097861173544e-01
3.682291055456371964e+01,5.794571600009074785e+00,2.167125033056350958e+00
5.488676145308032384e-01,9.225682980955070889e+00,3.622939575820684210e-02
1.172920797502650458e+02,4.741142773375749186e+00,5.057464796416685227e-01
3.127641326629672491e+01,7.140973096188688807e+00,3.934021565175620072e+00
2.883224270354409668e+01,5.589554928064774053e+00,1.212461745566342675e+00
1.334151409526223517e+02,7.701342210841564118e+00,8.492899902550073321e+00
2.038282749972269770e+00,8.608963890275152409e+00,2.485492636971176339e-01
2.643078812621191176e+01,6.965812545452116034e+00,3.351453029582224019e+00
3.360158871093998414e+02,8.414013302148738660e+00,8.531348947334677746e+00
1.282068961562916911e+02,9.184624346851538945e+00,3.509005297175657123e+00
2.341419894770164660e+02,5.628984978025784791e+00,5.970823811857668417e+00
1.655823726221227332e+01,6.636226681870729394e+00,2.023121750343444436e+00
8.309433243232114963e-01,7.488187338592205755e+00,1.371183246215951224e-01
4.192493742469097384e+01,5.774532514916010051e+00,2.377493140109229408e+00
1.268302112362719356e+02,7.500868154094713525e+00,8.481688337918582121e+00
3.393747043808322150e+00,7.955640105586367916e+00,5.166014148171240716e-01
1.085765249415674027e+01,9.704903246535453221e+00,2.738687330090278649e-01
3.325575592297411731e+00,8.251798681037525895e+00,4.714688380248257538e-01
1.665883293065889337e+00,6.531598925915565346e+00,2.176560443781671850e-01
1.494868445801195378e+02,4.541650110080487579e+00,3.106776277837304812e-01
4.664404019642172017e+01,4.788009044196175346e+00,2.353107306557992717e-01
1.813873007102722923e+01,9.218503690464954659e+00,9.928396626844403494e-01
1.271465610940974926e+02,9.536942109468114381e+00,1.993260787961926184e+00
2.588425416000382118e+00,9.376413717494013866e+00,1.303253778855028855e-01
4.530177124298957381e+01,5.285334527804876004e+00,1.004771350342802405e+00
2.858114695155528011e+02,7.079751659385475016e+00,1.019558818763863606e+01
1.106361471048859499e+02,6.631517084278641505e+00,7.722684771877220911e+00
5.435632392343763541e+01,7.598974411070122059e+00,5.828338815285173169e+00
1.546116643297592077e+02,6.236475904468408160e+00,7.790117454344390957e+00
4.759850787083366619e+00,9.815039740581582350e+00,1.037879433061731499e-01
5.524367487837409385e+00,6.611957417910722334e+00,7.166318690739732489e-01
5.333902993271228965e-01,9.156244948171124776e+00,3.881153823474566000e-02
5.173130795169825547e+01,5.734009164352313448e+00,2.702661711416510126e+00
1.592340285692820316e+02,4.075325242346961474e+00,5.086566220726549542e-02
8.292894857320858293e+00,7.744071022380192737e+00,1.212962073043365230e+00
1.844130349866725851e+02,7.802742380599839933e+00,9.111406816132305408e+00
1.240146915260462492e+02,5.959777594025939429e+00,6.115489487936443425e+00
8.435790093177841698e+01,4.645263941369838001e+00,2.628639930419466308e-01
5.679383590610173727e+00,5.219765192048528846e+00,9.042118235012987226e-02
9.695257362415334512e+01,5.762531983708107042e+00,4.443315802651181201e+00
3.026001101312062858e+01,7.643677630211784368e+00,3.847138348660438023e+00
2.923079932895847151e+02,6.594096891884455580e+00,9.914476247208403592e+00
1.303263448018946891e+00,8.479321291996555487e+00,1.740185393287256854e-01
1.020831832142252154e+02,7.578057032328832321e+00,7.858225266396445363e+00
9.404362072813530204e+00,6.162256499285111211e+00,8.688022239941097791e-01
2.722950651959749724e+00,8.433137275478481243e+00,3.623737521259456917e-01
6.163803077463396729e-01,9.800993758718572479e+00,1.488131485708345594e-02
2.487107354176931153e+02,7.266676153136686800e+00,9.975013149183979522e+00
6.622528910430439675e-01,8.800276215386650946e+00,7.160615295278743853e-02
1.600641849508433552e+02,8.183209747461301475e+00,8.160798233996302997e+00
6.405178751309528629e+00,9.844850655817747764e+00,1.285919261684505821e-01
1.985887277162166811e+02,4.938706588857311175e+00,1.460876785009802337e+00
4.070327466464905619e+00,6.605476397981257186e+00,5.351040263006375808e-01
4.252263550622779320e+01,9.447206240745334327e+00,1.383151504633139961e+00
5.736244304991383380e+00,6.529462258444756806e+00,7.127708319213045263e-01
4.695909791734774075e+00,7.392409233618403519e+00,7.239522274584764272e-01
3.771085742322973289e+01,5.583580392103783652e+00,1.579072117381786322e+00
8.921059176739244378e+01,5.790090561407317260e+00,4.353174462272268563e+00
1.285524519119495945e+00,7.510313806621335075e+00,2.102749391780750210e-01
8.792406138127455417e-01,5.504418434704835938e+00,2.896254608155734642e-02
2.447050873723469966e+00,4.455890356884141923e+00,2.715988381677578774e-03
1.328992940171197512e+00,7.825965305214197087e+00,2.137044039522791039e-01
2.537617269745470860e+00,6.115551587785395427e+00,2.325272384198026066e-01
2.396911942769656036e+02,6.180241887656844568e+00,8.674582575634401493e+00
2.140051704752034993e+02,5.815435714336936179e+00,6.856996643465909536e+00
3.110640289138893522e+01,4.369674564033369180e+00,3.006938216353667592e-02
2.139902152158518334e+02,6.374231774923304172e+00,8.939982866693881647e+00
3.536483791695336443e+00,4.857258544891725371e+00,1.787115451282302730e-02
9.383529371403594999e-01,7.801493286784891623e+00,1.524470694272463123e-01
5.763772878171359082e+00,5.914226079435839445e+00,3.997087226809686866e-01
1.788705309803994510e+02,9.056183600656087407e+00,4.521727606434048141e+00
6.038023113397443797e-01,6.843774162685503093e+00,9.164550783955922875e-02
1.734222336457457061e+02,8.851056387918019297e+00,5.614985677627606364e+00
1.065944903137516597e+01,5.150835631003969795e+00,1.426174078011615276e-01
7.247085550446134050e+01,8.706314330627300535e+00,4.737478278125760944e+00
1.695512252582013346e+01,5.047959530594377853e+00,1.742693031901831613e-01
9.141875031646555794e-01,4.082102111659093424e+00,2.111993779077991245e-04
6.747884952732192687e+01,7.168762008461259327e+00,6.583475207840880472e+00
1.173249567905652269e+00,6.473381476520420286e+00,1.491036451502192606e-01
2.769931178510240102e+02,5.307497334709079695e+00,4.140492007098750982e+00
1.529025961939993294e+01,9.690813256943462406e+00,3.830596973735529431e-01
3.736058689314558734e+01,7.461234782232959439e+00,4.559948833889302833e+00
5.508988948127461205e-01,9.136968470719553537e+00,4.112091951118485023e-02
1.251351809652773595e+00,4.314654867991706944e+00,7.772610092368017641e-04
1.180248545455267504e+02,4.990661193047474242e+00,1.114789192098943671e+00
7.375512002518245236e-01,5.463803967873066547e+00,2.211958825423008049e-02
6.619679844991173123e-01,4.565224840093056180e+00,1.131509457804887476e-03
8.920463359057200226e-01,9.955694425943654835e+00,1.563729974621479168e-02
1.603524553857659019e+00,6.448815833159807553e+00,1.993260361961755323e-01
7.551922275775426385e+01,4.585540917359130830e+00,1.884836565871169101e-01
4.265397794870445836e+01,6.681788857294115758e+00,4.639080219211510148e+00
9.878014683027734577e+01,9.793263950878912993e+00,1.129238140336330742e+00
8.139316857483611045e+01,7.550868101253992215e+00,7.187757701152102108e+00
7.708764552409679283e-01,9.638591631363873091e+00,2.538992910922231033e-02
2.610418379366660435e+00,4.851916332342995908e+00,1.292604269974428378e-02
2.483643592098862882e+02,8.304097018738351821e+00,8.560081205771620461e+00
1.792341835187534826e+01,8.281386626046936428e+00,2.180547427469210930e+00
5.529790232249336412e+01,7.227631269564840366e+00,5.909607930675737641e+00
3.430726192519753113e+02,5.479968263704746434e+00,5.835601261092174141e+00
2.453894247957421726e+02,6.528756486524340374e+00,9.508001929633701721e+00
2.452819029854239261e+02,7.116133055410108099e+00,9.947535930031660811e+00
7.767997228701503332e+00,9.173589605392235669e+00,4.920877443668680296e-01
1.795605101929264791e+01,7.244877403070402622e+00,2.453097791458037413e+00
7.834600681095903463e-01,8.867937143514222242e+00,7.934270213405944516e-02
6.878863767922382966e-01,5.926878777901432471e+00,5.016143954068955774e-02
1.781103670408147011e+01,5.940943522333802740e+00,1.275970287060565811e+00
2.326995649091423868e+00,7.969320649693237613e+00,3.600016019846660198e-01
5.270612700282137020e+00,9.969960516526944261e+00,8.316388787261012883e-02
2.648444121306560373e+00,4.625529344491761563e+00,5.726037135570237122e-03
1.133182231028517073e+01,9.259462702973287662e+00,6.129688401205199977e-01
2.460626148010399845e+02,4.515705536294201572e+00,4.410344284921249303e-01
2.331280939409912989e+00,9.587873613266991057e+00,8.181344418052315104e-02
8.624084090375414569e-01,6.612515585940760943e+00,1.190669107717413494e-01
2.926669448116298327e+02,6.595568833609284809e+00,9.918358862228672024e+00
3.536730811324436274e+01,6.599942117911028028e+00,3.921553978412075203e+00
5.942851432439443471e+00,6.061354670909859799e+00,4.993772671783105466e-01
1.441983231773882679e+01,6.555392987676720296e+00,1.718752555036581420e+00
9.555544657614863935e-01,8.947420422795305583e+00,8.887493290638898147e-02
4.000313869723597371e+00,7.932700794755545459e+00,6.052168687975852945e-01
6.473157446604849152e-01,4.520995877205698399e+00,9.299218012711870989e-04
1.363559261108996390e+00,6.201783045537632155e+00,1.386701233384116938e-01
1.191250056941569646e+01,9.501604869706085310e+00,4.329459322554986000e-01
8.679265176320745123e-01,8.526703568146865919e+00,1.139118444120238299e-01
4.344322244777774067e+00,9.043639330919294395e+00,3.407263104400646836e-01
2.618910987810336621e+01,9.860707910131258913e+00,4.389657317356569499e-01
1.591957072608477972e+02,9.726209042551332118e+00,1.488260261831984455e+00
2.303669703266060687e+00,7.033084062242780377e+00,3.551070331009413827e-01
5.653761067950904717e+00,8.304285897096338687e+00,7.594152244192098333e-01
3.190800940974220623e+00,5.324198108469051505e+00,6.722426518823104713e-02
3.390256889512926364e+00,6.926681690317446183e+00,5.024734814195928045e-01
3.064555482872930838e+02,8.386451861499748972e+00,8.537232918800532033e+00
9.041774093957654301e+00,4.723125114635335464e+00,2.906064012551995424e-02
1.118934020115001573e+02,7.551786371026930844e+00,8.127296071556175505e+00
1.360632586593300442e+00,8.402930661952400015e+00,1.883896384686066794e-01
1.092536034798211020e+01,4.401936569942225042e+00,1.023326584001509401e-02
1.138634505493705618e+01,5.231126373500432081e+00,1.920805122675329213e-01
3.203665698825105324e+01,4.682674386659357424e+00,1.053506992915922980e-01
4.487312245550091916e+01,7.320972503251693908e+00,5.189944850094900808e+00
6.886317493481055152e+00,6.547267266819513765e+00,8.547018578168966707e-01
1.881972350760097168e+00,6.754827390499443140e+00,2.713883274662233225e-01
2.764606816821926145e+02,9.761356545298163212e+00,1.546018377125989440e+00
5.947879650521571193e+00,7.269489848848874836e+00,8.956656053882218194e-01
1.152674490154272258e+00,9.889981923090996219e+00,2.300755070724356741e-02
1.869016350857761211e+01,4.660947878182822635e+00,5.169157393466420475e-02
1.993478960632039110e+00,5.249599623813008265e+00,3.438021417138686919e-02
1.055921996342271427e+02,5.271812449567968351e+00,2.082793430603153695e+00
5.060371558100906242e+01,4.649140855969712050e+00,1.563286744923303162e-01
2.758197635393539215e+01,9.800892037485155583e+00,5.167062719154186246e-01
5.544448025374676403e-01,8.626525067586364059e+00,6.881629932189194110e-02
8.427115017920547402e+00,8.228857865292010132e+00,1.123596960331832539e+00
2.004228786273894869e+01,7.413992029311717857e+00,2.723073528139921873e+00
8.249447467904101927e+01,4.587607194234125885e+00,2.077883746201991955e-01
4.882769021266168075e+00,9.312479318124175620e+00,2.620650700315302895e-01
2.601279567473646352e+02,4.292621783782928802e+00,1.982102396428789270e-01
9.886453687251151479e+00,4.978028002601229574e+00,7.729302656787177817e-02
8.895257913188183707e-01,7.292757846402453836e+00,1.453975459870905373e-01
9.219691592963355831e+00,7.187431934130189326e+00,1.330988469493330051e+00
1.383079061627242368e+02,9.916372339223926247e+00,9.810308474944721135e-01
1.758026380097702068e+00,6.212071409052273729e+00,1.798031607424331046e-01
4.317062811895157282e+00,8.628739728877718562e+00,4.996983009485276295e-01
3.442275045946061027e+02,4.375710571173730301e+00,3.501996819688351081e-01
8.168741651896238576e-01,4.210753387031380690e+00,3.276571992272933240e-04
4.817235005396142355e+00,9.592765469405554413e+00,1.608029226053122596e-01
9.430458523113106395e+00,9.303635915124479183e+00,4.855692891811267398e-01
1.248115469883054907e+01,9.400340112597453057e+00,5.363486049701332581e-01
1.954820823949365050e+01,4.901281391060190451e+00,1.278513878386434988e-01
4.872131053544201507e+01,6.532052170066330987e+00,4.875401774825819601e+00
6.823709115338904674e+00,7.908972674070259501e+00,9.962095195739992803e-01
6.296292318587628500e-01,7.889803372673540593e+00,1.018887258937431622e-01
4.811542543434113917e+00,6.915375766004907554e+00,6.974102515618911813e-01
5.763269700263385920e-01,8.122243837894703944e+00,8.935013429199394064e-02
1.422698616180643327e+01,4.844847998908486275e+00,7.353378896839216083e-02
1.667804698304084638e+02,6.701337236472152625e+00,8.906334238685499116e+00
8.778466924773608016e-01,4.234810023329611539e+00,3.899107971664547397e-04
7.582439831268610320e+00,7.404674896511394877e+00,1.127756293021257905e+00
2.237061819672074705e+02,7.064185570828021454e+00,9.769762221711722816e+00
1.286519477163305112e+02,9.487544067784117630e+00,2.181988792465862304e+00
6.955778014355614403e+01,4.462587368475485761e+00,1.078901918830706547e-01
5.780685900394949783e+01,9.797660840814796046e+00,8.747265239337140841e-01
5.264690433239493927e-01,9.679710499956350134e+00,1.612694145438895582e-02
9.204738108908525618e+00,9.051375440112957804e+00,6.728818293228533420e-01
1.910713154559649354e+02,9.053344430632872530e+00,4.602123014065240270e+00
6.246266590570704835e+01,4.925471763750239873e+00,5.059895730251564583e-01
5.256325125015274047e+00,9.805429980685325120e+00,1.159880049859488976e-01
2.120465117523737320e+01,7.221112636250358818e+00,2.841590992580654174e+00
3.136904349547565474e+01,7.792041121674364135e+00,3.910351320219943361e+00
1.607753179310348344e+02,5.749654587981236631e+00,5.749556031793451538e+00
1.957697488810086384e+01,7.768658888106092064e+00,2.628310977351582700e+00
1.510958155674843226e+02,4.942179829072093966e+00,1.190535671730670764e+00
6.887094538521947129e+01,6.487708397657097059e+00,5.967350409305827164e+00
3.913078523865320903e+02,8.564192613901626672e+00,8.004754059521086873e+00
4.892388558467901660e+00,8.071953416861246566e+00,7.113836848676760027e-01
1.570561635679230861e+01,9.746222550994453115e+00,3.525319643092099664e-01
3.395231303274512413e+01,4.948768563087135419e+00,2.825285508692577663e-01
5.522928338569688123e-01,5.856903907504264595e+00,3.618963526605722264e-02
1.837400895394323896e+01,8.826109593794203789e+00,1.594760003677317517e+00
1.157728886248113476e+01,5.651514196212355401e+00,5.186399738885050237e-01
3.221794391645244282e+00,7.496969815934089176e+00,5.090843124360182603e-01
3.063082936193966788e+01,9.692868729314170650e+00,6.946572568631538269e-01
6.207761736437792166e+01,5.633187040963134606e+00,2.705521738044954994e+00
4.412514238319799631e+01,6.116182095731779178e+00,3.602751256087115550e+00
2.138963234403532852e+02,5.852702810614135664e+00,7.053577468027421027e+00
1.119414995136019719e+01,4.478509454379024923e+00,1.430868284183412636e-02
5.836967874907394105e+01,7.640986957970238969e+00,6.056996361948252527e+00
1.659794741020612197e+00,7.866842027660072567e+00,2.639390340162133808e-01
3.929567510237228589e+01,7.836617457822852018e+00,4.613339946873484365e+00
1.208319305824979262e+00,6.811527749474907800e+00,1.796296780152768502e-01
1.022751038136683661e+02,6.180942280172734726e+00,6.424110918682291782e+00
1.138173152750627111e+02,4.922805610695390577e+00,8.842980262828527005e-01
1.268491957226241640e+00,7.462580673237066087e+00,2.074607268327867959e-01
2.421968790705944912e+02,4.232192120757279241e+00,1.457360032744042244e-01
1.315162008586187170e+01,7.917648045466869178e+00,1.806364167155094069e+00
2.239569787303195483e+02,7.323732256318461253e+00,9.781664464257611158e+00
1.622879418690917817e+02,4.195329803140151803e+00,8.570675495133843469e-02
5.308020663319992671e+00,5.013073618663957731e+00,4.536427257559987741e-02
6.535463080200553065e+01,8.806536164652891685e+00,4.140606763632597165e+00
