C,Cin,Vm,J,J_noisy
1.311753556421897038e+01,1.482662795601118866e+01,-4.678117598994811777e-02,4.861091864380641780e+00,4.856196889912838266e+00
1.446635895998329424e+01,1.022883072616933831e+01,2.978528402285113286e-02,3.498988839053443822e+00,3.520157351843146820e+00
1.325059870048260890e+01,8.750754316285586754e+00,2.511613377122756674e-02,3.955698433754522902e+00,3.982802812264106596e+00
1.574494956602179485e+01,1.797658170116675080e+01,-3.805322004250609458e-02,4.345467655027739795e+00,4.318859887378422080e+00
2.297914142610223642e+00,6.206770908639764883e+00,-9.678005597590175202e-02,5.350808297841547656e+00,5.367616566114736365e+00
1.037831744761411557e+01,1.432426798082405917e+01,1.905116235026076132e-02,2.878560816465070449e+00,2.973838476084524896e+00
9.060675849727180875e+00,1.210826031401696312e+01,3.814033615988920989e-02,2.685204006349717787e+00,2.631658543517589433e+00
1.004785965615831422e+01,1.151206244672838785e+01,2.833755692811604221e-02,3.091931357829275751e+00,3.076810911049044250e+00
9.345891662508815756e+00,7.566285951954496269e+00,-5.725510577796909251e-02,6.276209228967966069e+00,6.237862747531136343e+00
1.211333647653770029e+01,5.283291791333353693e+00,2.484880368079471491e-02,5.075975669938832091e+00,5.175226235968072963e+00
2.176814345028298625e+00,5.645768864712858104e+00,-3.990410644019601327e-03,3.912214372452310407e+00,3.842074998563984156e+00
2.624167223624350731e-01,5.659599392279097696e-01,-7.599125851949398158e-03,1.488748991460779436e+00,1.489103173554697568e+00
8.761873570842208636e+00,1.637337656178606693e+01,-7.335439080014694024e-02,4.807715579035462206e+00,4.854172544081948537e+00
1.179199410572724638e+01,2.511582053501449696e+00,-2.357493530447919705e-02,7.715790861636756759e+00,7.672380885635835313e+00
8.512397583224498021e+00,1.567854760537623626e+01,-3.966292398453602486e-02,4.411566958599712152e+00,4.404766344770504993e+00
1.031883489921686170e+01,1.971347107881516791e+01,1.441867457646432704e-02,2.343440020910794619e+00,2.307841577920845655e+00
8.047722747925943665e+00,4.128147199389119448e-01,-6.496029317733752195e-02,8.818202120251028120e+00,8.751180647007860358e+00
1.626445573683615820e+01,7.337551462546915815e+00,-3.022143276102962073e-02,6.132805157257934070e+00,6.129253083542884895e+00
1.621269972611403531e+01,3.443445031215288665e+00,2.075145371180323051e-02,6.213358386654672216e+00,6.238018140164177439e+00
3.063654559535497146e+00,8.103530490971481370e+00,4.438105447970674966e-02,2.452360397571315520e+00,2.432439580877526986e+00
1.249468663680653258e+01,5.897347743224981009e+00,-3.958789495784792445e-03,5.718093644694687505e+00,5.726249571576653707e+00
1.048849210520374164e+01,3.193479004905734442e+00,-8.104458961840815823e-02,8.046305743095260254e+00,8.080420627195806560e+00
1.167626521322377764e+00,2.307895755125614734e+00,2.412589939814406559e-02,3.095669977579567966e+00,3.155289354744270636e+00
1.807076013710448237e+00,3.486815581096885719e+00,1.924227333169445386e-02,3.622080997264709445e+00,3.560352953953827448e+00
1.629128543944639418e+01,1.527469783352517574e+01,4.956047616957573454e-03,3.376572225244567793e+00,3.407134934196463849e+00
1.433255672109471135e+01,1.511894895277184503e+01,-9.587355946732967205e-02,5.305836354304084068e+00,5.274773700294646872e+00
3.198510131033879933e+00,1.830572159291344292e+01,4.111598859919873838e-02,9.729179009246571308e-01,8.787134248368286826e-01
1.175668248315879616e+01,2.604609655298819049e-01,4.065570211163149761e-02,8.522001249564482350e+00,8.483102168060053572e+00
1.787703439304459963e+01,1.250755243977962650e+01,-7.148523782850221830e-02,5.644686651904620156e+00,5.676682683658566653e+00
1.048791336212901193e+01,9.822566648600124850e+00,3.626101871865750059e-02,3.292794910379641227e+00,3.308107874277738336e+00
1.204501978202835666e+01,6.293971209738146833e+00,-3.652678173880695434e-02,6.456721218479522406e+00,6.401892050297325554e+00
1.355578254916232694e+01,1.462788473610239670e+01,-8.865239869194335709e-02,5.324959582516755496e+00,5.405169702431128265e+00
1.061313286230608810e+01,1.070680927953878658e+01,-6.496836262540471585e-02,5.710485894596094347e+00,5.730583531398109720e+00
1.759215148784622684e+01,4.298559090513009551e+00,-3.521242638716448603e-03,6.514158109822020926e+00,6.510700884286698908e+00
5.143216012287568084e+00,1.178586655130586891e+01,4.540752513588983130e-02,2.205579278524374409e+00,2.178481314872915409e+00
4.552198540820122652e+00,1.408920522656088359e+01,4.441327728250238360e-02,1.740220994077386063e+00,1.761045407852439348e+00
2.062328340947206851e+00,1.905058287394262351e+01,-2.889785736033970154e-02,2.604974959178544935e+00,2.585587089885195144e+00
8.915905287727548867e+00,7.729795029237689796e+00,-4.801401915214534299e-02,6.070627183468785937e+00,6.127245725368744012e+00
6.566042276891513652e+00,1.226567242149630133e+01,-3.062169227946304195e-04,3.597307926392500299e+00,3.612938313805286850e+00
1.002122143414150734e+01,1.575459274174706614e+01,-6.139819547032633607e-02,4.834230268455435464e+00,4.864912090726694949e+00
3.534310933991418047e+00,1.630882311662799822e+01,-4.466834847610755277e-02,3.790124494999907334e+00,3.774834916844217236e+00
9.638259654242055774e+00,5.426892896169317915e+00,-1.215993560261945106e-02,5.987472896079991003e+00,5.913723682545126259e+00
9.947245779819954947e+00,3.825158987413586065e+00,9.687907963531861011e-03,6.025915689801891517e+00,6.052215122901466238e+00
6.148033083884579142e+00,1.671057726664999299e+00,-1.474888832670744054e-02,7.406761595940642096e+00,7.356402447201049632e+00
1.609593703330354941e+01,1.084251646089031063e+01,-9.843127997249843941e-02,6.068087352105157706e+00,6.062777547078916029e+00
1.013119381746890824e+01,1.561395839860050927e+01,-1.051218930307790123e-02,3.686142886448924738e+00,3.685434436062437591e+00
1.191244481013766077e+01,4.363375649857813343e+00,4.455360564297025650e-02,5.069949864628946479e+00,5.030996117268648149e+00
1.904719977063923153e+01,7.862355078517271334e-01,-9.540208325857475746e-02,9.432617221403095442e+00,9.476948631698828507e+00
1.754525044922318955e+01,4.800492528537939840e+00,-3.723508587912374712e-02,7.181403848625405928e+00,7.110179578828965674e+00
1.291721348110857193e+01,7.112303721586638261e+00,-9.730485529725479976e-02,6.863001199563626642e+00,6.937329174205398630e+00
1.558068705688458178e-01,1.102504737751612751e+01,-4.048674541192170268e-02,2.261208519814894569e-01,1.966712689024254501e-01
1.290363186810177432e+01,1.088434909686164298e+00,-6.702154373388799491e-02,9.027790875265450765e+00,9.075806140884134621e+00
6.133215592846809727e+00,1.552308884658874888e+01,-8.776757321990470706e-02,4.791818890446813306e+00,4.856239969833383796e+00
4.977935848148201892e+00,3.629262057162355504e+00,1.459675450451156098e-02,5.329351637448967338e+00,5.286383828466761692e+00
1.212491325546856302e+01,1.986934982971573760e+01,-9.497089621825265116e-02,4.690021114410175329e+00,4.653360735420912775e+00
3.563606827298676283e+00,1.206922087698273138e+00,1.995429690654575150e-02,6.230446495911094118e+00,6.277260862774371120e+00
1.473204439775718555e+01,1.609514829428855975e+01,2.975193867412836979e-03,3.298121260760387585e+00,3.307414369033392809e+00
1.553819483049146477e+01,1.742651782133266281e+01,3.006202231963245319e-02,2.283486235576003498e+00,2.287587956583870152e+00
2.799765346702136615e+00,3.387557042874750346e-01,-9.385342558306944416e-02,7.366940535612123142e+00,7.275843979033127518e+00
3.081728754802051551e+00,4.683186034135711218e+00,-6.034542886741429968e-02,5.998084570081837263e+00,5.916307512165848159e+00
1.850943730438034862e+01,1.432082547091402169e+01,-2.199329510363914886e-02,4.461364672413441923e+00,4.488103496111692792e+00
6.593811495951904522e-01,1.991671124371709922e+01,-2.810074839955559178e-02,1.088620755486003677e+00,1.160032485101201161e+00
1.597246811386404097e+01,1.224493338122838715e+01,-9.665780496952890155e-02,5.795841593629548427e+00,5.760553213449424170e+00
1.495095742466833855e+01,1.774020040582427526e+01,-2.872051826432978072e-02,4.127913634885654659e+00,4.084864688461542492e+00
1.408059344861561080e+01,1.362664875074116111e+01,-4.861997384091622937e-02,5.099570735910331720e+00,5.109980956135866670e+00
7.243576757742529182e-01,1.050877303067407631e+01,3.418984166420455106e-02,-5.945811078601770383e-02,-3.636398992554296106e-02
1.883947625426439387e+01,1.442529671923625223e+01,-6.065446205411924308e-02,5.241299553120480681e+00,5.269281400701808060e+00
4.149094585646249556e+00,1.358745794311492006e+01,-9.255157285828777280e-02,4.750097296714175243e+00,4.728198286825538332e+00
1.746251554105472081e+01,5.253527623764413512e+00,-7.357530766448019954e-02,7.473737612821251375e+00,7.376991337956845030e+00
1.003975564265899934e+01,7.167951334757068693e+00,-5.463582869637528816e-02,6.396705097669283191e+00,6.469219120118753885e+00
6.546636250627163811e+00,1.748492885326040991e+01,-5.996412938782311186e-02,4.381074556221003391e+00,4.356384253827628505e+00
3.537941674701424066e+00,5.180090804014001016e+00,-1.501624690524594463e-02,5.146799694366337441e+00,5.209273013288172827e+00
2.789604289327521358e-01,4.420126231973149800e+00,-6.018266122861716527e-02,1.551559981380972619e+00,1.452618184750084085e+00
4.724098521311862697e+00,1.091648878763358788e+01,-7.665561321422359464e-02,5.197029935755672625e+00,5.215483835313412975e+00
2.369383469672867282e+00,1.632240102486715827e+01,-7.415408580223817325e-02,3.738707877632670318e+00,3.713862698773065407e+00
1.827935850226467540e-01,7.625806325415119602e+00,-7.863684937638723560e-02,9.704437572758702890e-01,9.165113444163481837e-01
1.331278788977313354e+01,4.126178806526142218e+00,4.028678224288689824e-02,5.325325661219578066e+00,5.373565575268268724e+00
1.954453706809535163e+01,1.967926637282524993e+01,1.092026770314238893e-02,2.669151531593283000e+00,2.733317398534834908e+00
1.031258429529210652e+01,6.310541032091595781e+00,2.480487479198863199e-02,4.587814374106519821e+00,4.558695373520318839e+00
1.641734218282660152e+01,3.454858569947786950e+00,-9.151618189594033781e-02,8.240225618463236756e+00,8.272364955559474708e+00
1.940923296468663750e+01,1.116278331338130592e+01,-3.437792713440046555e-02,5.361191105176401628e+00,5.307814825745273524e+00
1.660895376824660374e+00,5.975671557024352154e+00,-1.440416076975215010e-02,3.666110316016821358e+00,3.635400172049986889e+00
8.537366814226878375e+00,3.028115851478433651e+00,-2.861924524492356903e-02,7.328705934701304159e+00,7.316525126413337077e+00
8.464678790437762501e+00,1.389190128026833726e+01,-8.822697905887438852e-02,5.213725617357054531e+00,5.196475149459290677e+00
5.012936838318078792e+00,1.601346907116209906e+01,-6.036027022841229661e-02,4.365804476304469439e+00,4.397518243089822754e+00
1.436540876266377609e+01,1.714137267765482875e+01,-2.134754264155191983e-02,3.975746085033584620e+00,3.915829712852063160e+00
1.109736800417951130e+01,6.435705262176671049e+00,7.965731631650596611e-03,5.081518778522862156e+00,5.129597685265602003e+00
3.400093255177023543e+00,2.253748892775425450e+00,-4.101427041146078062e-02,6.789626209884216834e+00,6.837618137697462295e+00
1.891836483746585884e+01,1.798263102447658213e+01,-1.323698675039909622e-02,3.695893510580943619e+00,3.685087171523309113e+00
2.429707124996927980e+00,1.529212412011602318e+01,9.417028473770502894e-03,1.886999633995556591e+00,1.828219058481068693e+00
1.041176852722721202e+00,9.952490794589937906e+00,3.771900208232856211e-02,5.350273880492202316e-01,4.170049353031543005e-01
1.512889652851409572e+01,1.032190325581241019e+00,8.615338976041081454e-03,8.120426131501037759e+00,8.117297890898424129e+00
8.576028014229754248e+00,5.336570851098907831e+00,-4.976341724570335773e-02,6.792554363632383740e+00,6.757013787625249179e+00
1.306934884763114368e+01,1.654727322378511900e+01,-7.735700853818676392e-02,4.989790987648215825e+00,4.994874170699432625e+00
6.350941534436782554e-01,9.497489694780849590e+00,-6.055301328583353321e-02,2.339756992657343382e+00,2.287392232957990323e+00
1.646358206484712428e+00,5.397029639448746030e-01,-4.661806537870433198e-03,5.626220953234717825e+00,5.626353224793991359e+00
5.725609460788606775e+00,9.782112099762677815e+00,-8.274419490080006656e-02,5.619331809968073799e+00,5.616278864369791179e+00
6.587925766681951956e+00,5.436979301557641975e+00,3.847200537243641860e-02,4.263345816711020753e+00,4.263903784448603851e+00
1.057985955187637828e+01,8.783862985774145926e+00,-8.056475119496900317e-02,6.249481223295938470e+00,6.263645102907203110e+00
6.396824540987234187e+00,6.423746948205066865e+00,-6.379908431212689968e-02,6.381732430078846718e+00,6.396204635900022417e+00
4.670011348470506363e+00,2.961817417200158786e+00,-7.102331196039640693e-02,7.287099412494930206e+00,7.335195050582185239e+00
1.902600666093658077e+01,4.179724821751781505e+00,-5.971232234531499705e-02,7.796658227826823939e+00,7.757845925932883802e+00
2.697320564046263414e+00,8.008175638948323183e+00,-2.861551051224772713e-02,4.382603571882662585e+00,4.418305088263006830e+00
1.007542940967105238e+01,7.984318065167336442e+00,4.635532587812829508e-02,3.562969607254053539e+00,3.570944321744078831e+00
4.512175899944007362e+00,1.642491175645026402e+01,2.823036038491041899e-02,1.793098415981775329e+00,1.772431220961210308e+00
1.624658043525203865e+01,1.123619652412772929e+01,-3.331959414728175028e-02,5.264251807611927347e+00,5.214959938110355075e+00
1.240139203202017271e+01,1.195209103812192275e+01,-4.029443539537940627e-02,5.178005360801012813e+00,5.250283220353284541e+00
1.242889083585316179e+01,1.343664698474619712e+01,3.984236079263431263e-04,3.724817466728516990e+00,3.736731870007676815e+00
8.737041473009719894e+00,6.669259337027217960e+00,-5.001964005303366489e-03,5.271803536496435960e+00,5.246309634460323501e+00
9.192893768466152693e+00,9.456409723867764683e+00,1.390864423346395429e-02,3.915340260173752807e+00,3.919030004967362757e+00
1.984409417567613687e+01,6.421489695515790963e+00,-4.452225978341477208e-02,6.786779120991075942e+00,6.787116910146401061e+00
8.525313344884144939e+00,8.041677428570890740e+00,-7.354239266951874410e-02,6.252508846633951123e+00,6.226736231407242528e+00
1.316647079869463433e+01,8.803292838763926653e+00,3.897862431677079353e-02,3.607252875968566919e+00,3.539118074030350947e+00
1.809018999439065523e+00,6.167353279293238622e+00,-9.797990179224201623e-02,4.955329743821233812e+00,4.963026096481032212e+00
1.051543914704298999e+01,1.173500748969564889e+01,-9.775810098722002850e-02,5.716391466609636929e+00,5.708458906398550248e+00
1.512864006574135800e+01,1.596189948185551977e+01,-3.634163139029956968e-02,4.543343591199075604e+00,4.529526982434827431e+00
9.403543684467113195e+00,6.995622669030398200e+00,-2.456151110517243441e-02,5.807889477328650685e+00,5.856745885004908558e+00
1.455997140149553815e+01,1.981933927385283623e+00,-8.980975497189187806e-02,8.820859509911196383e+00,8.756089368227991443e+00
1.330200040109797399e+01,3.575441203236297660e+00,-1.163220402838387180e-02,6.951811034519110422e+00,6.904771740493057308e+00
2.242302653427613812e+00,1.763439070809852893e+01,-6.041706068898283072e-02,3.420275349316559854e+00,3.428382097726427435e+00
9.568778406512365109e+00,1.793044556282554325e+01,-6.165198034514887682e-02,4.556278528253885796e+00,4.597662194425917725e+00
6.724682432258488607e-01,9.361309867780382987e+00,-1.197754204479921369e-02,1.378195904955096696e+00,1.408602855033905366e+00
1.864311083654090373e+00,2.505038657287603776e+00,1.638059745888546803e-02,4.213958097112698198e+00,4.250101131753380557e+00
1.348087824079067687e+01,1.574210050042890963e+01,-4.426725651128102235e-02,4.698696627462584985e+00,4.590132912347689498e+00
4.436371171723517470e+00,1.213539157963890602e+01,1.474215638101521175e-02,2.790246969084643869e+00,2.814974389330591631e+00
1.060265988865528364e+00,1.394451331604370559e+01,8.665179558299859752e-03,9.214997961829229922e-01,9.423125221575811006e-01
9.394574530204579332e+00,1.208697649923685624e+01,-9.545423619484477706e-02,5.587969485393999847e+00,5.621945679651747518e+00
1.397933880026812759e+01,9.326816466724627830e+00,-8.926254654460413773e-02,6.302556842843675788e+00,6.268781908714465168e+00
5.639798822438507386e+00,1.465015046849814162e+01,-4.279340950707755109e-04,3.121262523147262602e+00,3.146688699493117358e+00
3.852481077149040534e+00,1.980357556673600072e+01,-9.763911203923177073e-02,4.037747251772080048e+00,4.087539318764473073e+00
4.654413060546819914e+00,1.959321672408100667e+01,-8.871114470188491696e-02,4.170176391711418518e+00,4.249784665721429100e+00
5.106242346968102863e-01,2.587226286125326347e+00,-5.778713103784602345e-02,2.857570716469012950e+00,2.870377568307350469e+00
8.827024761085036086e-01,7.995942500399308983e-01,-4.876081680157683812e-02,4.470998104177393628e+00,4.405592909121534007e+00
9.275514304971300916e+00,3.266880952608510302e+00,2.892018225943851495e-02,5.777904032824046077e+00,5.780938461253551708e+00
4.347189804914284750e+00,4.392099939352835491e+00,1.804271104366171607e-02,4.723618902988671486e+00,4.755808215734702138e+00
8.588199821555512870e+00,1.877096014141619662e+01,-2.876427355766472682e-02,3.794213813488916287e+00,3.819930612142065751e+00
1.826948605818252958e+01,7.376255834799264832e+00,-7.302926187350093634e-02,6.809738634525817957e+00,6.904699358482165650e+00
1.609455473681883930e+01,1.174914310686965990e+01,-9.291435095281530554e-02,5.873866330793648949e+00,5.864330408306975606e+00
1.654321064245856832e+01,1.928076907589878886e+01,6.750895326235725746e-03,2.813545165089166744e+00,2.763636510691799497e+00
1.858402114821941353e+01,1.157703340134072789e+01,-4.988547838634686121e-02,5.570212668263085476e+00,5.539182182661662068e+00
1.335619027172061202e+01,6.762399926357179680e+00,-8.366415753784763043e-02,6.924101845418419110e+00,6.956964886137929405e+00
8.782205584599257264e+00,1.635343167370303163e+01,2.737527082417118285e-02,2.264644123885246163e+00,2.225468103557965094e+00
1.513049705214281726e+00,8.166746888098916912e+00,4.768762032695286757e-02,1.295839423489357767e+00,1.244788395477606890e+00
1.444804218499844950e+01,3.139653908565924745e+00,-1.320854983648675485e-02,7.256573034959637347e+00,7.215691334919603683e+00
2.268021933915393529e+00,1.469234440335213598e+01,-9.534418599874974753e-02,3.969056934014790095e+00,4.029223708801103143e+00
6.102563625160264849e+00,1.475835516205209608e+01,-5.502799680564102874e-02,4.597622736689370271e+00,4.609827039389630343e+00
5.648141951260196691e+00,8.468062065713045428e+00,-5.113350329699498792e-02,5.583382295287922403e+00,5.567227354559711294e+00
1.876017901322533987e+01,1.054177158983500640e+01,2.758703182894603478e-03,4.348959293445854968e+00,4.391394880537077938e+00
1.733905920894692443e+01,1.431317574827364325e+01,2.030969400550650117e-02,3.036321406057854944e+00,3.070754223197832200e+00
5.129134386552638425e+00,1.617307360838966801e+01,-8.271318757516740727e-02,4.558004692364271193e+00,4.510347080811169640e+00
7.526362851057328385e+00,6.672327012204718244e+00,2.833112392434045113e-02,4.154025470646081963e+00,4.195586721810832032e+00
9.573102516294419218e+00,1.881656385155975286e+01,-4.031816974233348727e-02,4.117988951099727402e+00,4.130539649797617230e+00
1.001970713496742382e+00,1.808608073495907931e+01,-9.671281873821091501e-02,2.614052944001249212e+00,2.512718246712735581e+00
4.336487501494923902e-01,1.466359659363441459e+01,-4.737333863678926116e-02,1.241988983652503098e+00,1.183925173118306695e+00
1.140352294063106697e+01,5.319688789480539803e+00,-8.103758935794058704e-02,7.286089562285082977e+00,7.299536053141356007e+00
1.002973106425278793e+01,1.627946242049698400e+00,-3.283954034281033607e-02,8.246474732792709261e+00,8.271063011116245534e+00
1.260779999283705166e+01,7.707119681106290088e+00,-6.017945763546962007e-02,6.440725406084045090e+00,6.427130222351137512e+00
1.757439246157255397e+01,1.402198284424576435e+01,-7.881680366413346128e-04,3.792618658367799878e+00,3.743906804520371168e+00
2.809694361206427349e+00,1.808904518317665966e+00,-2.207987926256613220e-02,6.320463335184525633e+00,6.333347923658561918e+00
1.792481618086121031e+01,1.557204170027153900e+01,2.553492372421767298e-02,2.700162062409811270e+00,2.610402679216160315e+00
4.231664297686982934e+00,1.091243972497741765e+01,-5.280776742226043347e-02,4.842412765347139825e+00,4.870572597765901790e+00
1.845744573466950555e+01,1.426513990198312953e+01,-3.222137620751058806e-02,4.748369266091931884e+00,4.741597785795478082e+00
3.214090134797556786e+00,1.146397008461129907e+01,-7.984343452495337723e-02,4.726709052057307403e+00,4.726069312385519972e+00
8.019688692420352538e+00,6.534870358538548807e+00,3.949484526552227148e-02,4.000528972680288398e+00,3.969073856948619028e+00
1.474200283063665573e+01,1.666700027986220078e+01,-8.010720375560581585e-03,3.608131124312464522e+00,3.649864868975212673e+00
4.044068988313728852e+00,3.740554597914761192e+00,-7.714361899247382248e-02,6.841556809892387570e+00,6.727216152131036964e+00
2.387586689939780626e+00,3.347360441584973589e+00,4.613539583772890973e-03,4.619839089084621264e+00,4.577778317644390249e+00
5.411234834478793054e+00,1.758119459919205951e+01,-8.532149195993234125e-02,4.457467368173020361e+00,4.486892174488518847e+00
6.761842847739240270e+00,1.517050912702258536e+01,-8.765797080975001876e-02,4.900483543433042044e+00,4.866589898722622820e+00
1.772417542013716485e+01,1.790815511135758697e+01,-7.945666606830287249e-02,4.937775681752885504e+00,5.010904892821995027e+00
5.052276138911017789e+00,1.430596008170716615e+01,-9.865551127567183387e-02,4.847708466712169262e+00,4.869646918218899501e+00
1.365335913657554023e+01,8.945324745971584557e-01,-5.266301767925801042e-02,9.045087327782651343e+00,9.008346281980653458e+00
1.670548232425829482e+01,1.233167882467309084e+01,4.750760793171210361e-02,2.726918488344367120e+00,2.782765165793549489e+00
3.163443859424335258e-01,2.332747906340583821e+00,-7.477141983598267760e-02,2.115111547042777040e+00,2.111758240985921908e+00
5.511568542716431374e+00,6.591746056848069912e+00,3.528293402345991647e-02,3.745034156515900214e+00,3.775078506818085877e+00
1.805939679636706430e+01,3.026222400545471647e+00,-3.293108657702702169e-02,7.884595956088109148e+00,7.855523574502923267e+00
1.165509011179489107e+01,1.332004973347022414e+01,3.569549466573634922e-02,2.644887351320939217e+00,2.616677742107854865e+00
3.427788221113106548e+00,1.566721101876941269e+01,-5.679761656604954273e-02,4.024841004509720932e+00,4.061451345298149995e+00
9.888752173435609194e+00,5.209533329078029240e+00,3.175247010981391282e-02,4.816045531598881269e+00,4.822627305949330534e+00
8.034184983193526364e+00,4.779411495043611069e+00,-9.891811841562954399e-02,7.303362812851548647e+00,7.267680694981933698e+00
1.671666876537336677e+01,7.458856438659529964e+00,-6.255350970483875006e-02,6.658960808066442638e+00,6.617267876952288574e+00
1.586256615601837083e+01,1.322360784832303082e+01,1.643319212788557637e-02,3.310979878650994301e+00,3.344872536220849568e+00
6.517349913712768839e+00,1.476289225761775548e+01,-8.788809337205436001e-02,4.930849832432874003e+00,5.019677965676265785e+00
1.966214069483016047e+01,4.654812598570178928e+00,-5.065587505794004464e-02,7.509048109622971978e+00,7.469581018440774045e+00
1.003380311298582850e+00,2.501533889528789967e+00,-5.252256549677335185e-02,4.331238691476903213e+00,4.366818420270397461e+00
1.819755248571924611e+01,5.995643104092592601e+00,-5.314111909100196346e-02,7.028124668315157919e+00,6.886586293976943551e+00
1.990477304846121509e+00,6.357594530970383850e+00,3.515576447083917921e-02,2.440482791052401623e+00,2.374106389090697267e+00
1.110778462615955142e+01,1.944084641371140521e+01,-1.495367449923133696e-02,3.421796812282673628e+00,3.457349633134481071e+00
8.407097521698126741e+00,1.283450527217510206e+01,-9.334210732133917110e-02,5.393898866588955343e+00,5.474567766675950686e+00
1.647724753990346258e+01,6.052809884750421254e+00,-9.668089004653662721e-02,7.292932851570932407e+00,7.298270453185000228e+00
9.636097915782649181e+00,1.708048815969272738e+01,-5.379587512295862239e-02,4.552758720889364952e+00,4.581984180840182219e+00
5.664167902024105139e+00,1.461475704871309667e+01,-5.815977075650732159e-02,4.605128869298257932e+00,4.620254671458739359e+00
1.427065830309619088e+01,1.367622165511569499e+01,1.757717395886015943e-02,3.160622443902706635e+00,3.212777892642079358e+00
7.671237143417226179e+00,1.332265507190647824e+01,-3.341094117877141390e-05,3.513876581056779358e+00,3.462729047686823325e+00
8.532283690958935907e+00,1.275538354599741808e+01,-5.573738475553539212e-02,5.114881649011703502e+00,5.148685551573893626e+00
1.633418466871144759e+01,1.829962981665655075e+00,-8.916830855744899142e-02,8.948097236835824475e+00,8.929075981984375687e+00
7.156292890184087874e+00,9.386466038540682177e+00,-1.058194989415484066e-02,4.579558264540086299e+00,4.565248256229711643e+00
1.062447401366754995e+01,7.204673289009178028e+00,2.907637246943847731e-02,4.194476043201583515e+00,4.196685554465893198e+00
1.618442411198208220e+01,1.737145889356112471e+00,-7.629905567673084255e-02,8.933273217487464279e+00,8.925583906713207227e+00
1.654286396069172582e+01,1.384409393276224165e+01,-5.902693282255375845e-02,5.271699770521052208e+00,5.236235425229842200e+00
1.368858104810231069e+01,1.975637940924836045e+01,-3.678378525173442437e-02,4.081457131147948836e+00,4.071314945183995171e+00
1.421105504544657983e+01,1.510017345062771632e+01,-2.046914667343102678e-02,4.215997909734131355e+00,4.171762278437498139e+00
1.948964310841024616e+00,1.306356931351678874e+01,4.826999312627580641e-02,8.642848965460456778e-01,9.399239898161637630e-01
1.092734613064708959e+01,1.660249532645877224e+01,4.313202449002148664e-02,1.963429197640239154e+00,2.000494120462916747e+00
1.197949403168044213e+01,2.530621349115439234e+00,1.647510495538286046e-02,6.693084706337988798e+00,6.675185839769418372e+00
2.865033079370689961e+00,8.683813285398430892e+00,-1.766588799729088000e-03,3.504743700990252897e+00,3.585818147376359288e+00
1.777235661608415995e+01,1.657170953701023741e+00,-9.287726610395011240e-02,9.076618995858845906e+00,9.142670290778950104e+00
1.352978253069457715e+01,4.209446396042385352e+00,1.582663265685699261e-02,5.856957667158250835e+00,5.883607697182175578e+00
2.107786516433534096e+00,4.826174093827336087e+00,2.722559197466090097e-02,3.202159305846492998e+00,3.178327250669370940e+00
2.478516839327823185e+00,7.722900533018790536e-01,-2.661687832403740461e-02,6.672429863542784112e+00,6.687747707110546891e+00
2.116138650362815010e+00,5.991545917917182607e+00,3.175097584430144892e-03,3.537890915976115824e+00,3.568740834161956865e+00
2.939154848789158780e+00,3.770380695387178793e-01,-6.940688020223659271e-02,7.417312159388556481e+00,7.488552261268696775e+00
1.181539586804107422e+01,5.540651287587670559e+00,-9.314670575003418385e-02,7.286650765231671656e+00,7.280356613355977835e+00
1.996046719057076535e+00,1.460191004018731853e+01,-9.094118594254978205e-02,3.799089727896167279e+00,3.773723533472674863e+00
8.205157465558224672e+00,1.858460641282990977e+01,4.248707277381047476e-02,1.602318966582608084e+00,1.718177940441490303e+00
5.808793023582539128e+00,1.854505578535068722e+01,3.607182740662115417e-02,1.543309117019603161e+00,1.614471978399946162e+00
1.308848804854160086e+01,1.079515490230074271e+01,1.902503952738704429e-02,3.630453113243447660e+00,3.648525116537345347e+00
1.426106642606975150e+01,1.697907306339330447e+01,-7.715929375083169228e-02,4.965983175345667355e+00,4.923157580722226534e+00
1.278528419419670570e+01,9.047716975869123601e+00,-6.593370708470197572e-02,6.169417456290355872e+00,6.196118055305603001e+00
1.192840629948823761e+01,1.120669332254039574e+01,-6.554770162123178812e-02,5.675359633588726638e+00,5.733230394748892955e+00
1.114619121956408598e+01,1.880787388675562610e+01,-8.878554152690282253e-02,4.738714683350286450e+00,4.778643872589271702e+00
1.536354476366222777e+01,4.081994712803929559e+00,3.101919518116222352e-02,5.605879585189480707e+00,5.649228928404321337e+00
1.005047140523240401e+01,2.418976978322893601e+00,-5.370730430499686542e-02,8.145441103718983555e+00,8.150213446746098711e+00
4.321207948067275595e+00,9.955704983729930291e+00,-3.948237440625283062e-02,4.805163003606715222e+00,4.864002255119159734e+00
2.232744604550773726e+00,1.658125637532479502e+01,-3.922006128453517371e-03,2.117658940431534020e+00,2.090460449221188011e+00
1.202096198960365214e+01,9.445387767421577152e+00,-9.564997505971400971e-02,6.233199213690098439e+00,6.214065241828697239e+00
1.611014539137437396e+01,1.451479655773809663e+00,-4.341749925770196222e-02,8.795605872183889673e+00,8.773481153509774089e+00
1.436718888434328356e+01,3.498619952609979045e+00,-8.632008345497180213e-02,8.134952501097494348e+00,8.105635470971416012e+00
1.417056650686252439e+01,1.033506840944581562e+01,-3.083987748383108796e-02,5.338486841323422105e+00,5.437414490543812207e+00
1.555484966613635400e+01,3.496493898565053549e+00,1.176213960785431334e-02,6.402442038361109589e+00,6.321227768495950805e+00
