k,m,level_index,dE,dE_noisy
3.415059457349530092e+00,1.203740651624192415e+00,3.017733372922561941e+00,1.329285704140930280e+00,1.324860760406106897e+00
3.152960734487711747e+00,1.512354766725122479e+00,7.295955490681711453e-01,1.397160221098769695e+00,1.391296815073554072e+00
3.123393459678575290e+00,2.542975137102384764e+00,3.688539867529008198e+00,9.526860930230410807e-01,9.724716228671191898e-01
3.331556340772384051e+00,1.512034256065083460e+00,5.960647445752229601e+00,8.894320783967278876e-01,8.731892244236960643e-01
1.241960198291052198e+00,1.132623624488858560e+00,7.251037598166472975e+00,7.363863245659958423e-01,7.392259090345938422e-01
3.552236250138412821e+00,2.112145648197508052e+00,5.128748282957517723e+00,9.547411398284386674e-01,9.454909580068704411e-01
1.093808837783803112e+00,1.611263593810547068e+00,1.269716392085045165e+00,8.019594347681150426e-01,7.901469360278855492e-01
2.678686734262647917e+00,3.933628914090987028e+00,1.279401906993232529e+00,8.029513283149729563e-01,8.044264215934829876e-01
2.246431222596203980e+00,2.231153462464382731e+00,7.387270606324189970e-01,9.868498870550588276e-01,9.718267866929535259e-01
1.395300135795668472e+00,2.214600639644551894e+00,1.623952690751210071e+00,7.661236773177760861e-01,7.656887583269600395e-01
2.719369726803178899e+00,1.842160945114533543e+00,3.763451836356034974e+00,1.016092940555608948e+00,1.039252797145690188e+00
1.344965099456948421e+00,1.274965594240403011e+00,6.314971624567245811e+00,7.780334552449379437e-01,7.773795587855284461e-01
1.151728721249845711e+00,3.247442644251834043e+00,5.028964610924345990e+00,5.388946625676485080e-01,5.438661153623494116e-01
3.132589846879347384e+00,2.537245171981786118e+00,3.311135724339050235e+00,9.734013093398787841e-01,9.654247066653801612e-01
3.674603537578962520e+00,3.984379886623204303e+00,1.413740582090379228e+00,9.248021742995079508e-01,9.300052446671157602e-01
2.321639122089325546e+00,3.837951214783546394e+00,7.335676661843574919e+00,6.205645465366286251e-01,6.062151877496555485e-01
3.419386340361896259e+00,1.778751308694505706e+00,2.630799799395711958e+00,1.205274780752332298e+00,1.207571523633620636e+00
3.861778882287853598e+00,3.946193185693025018e+00,1.867202198631242815e+00,9.358253963423395216e-01,9.349535904553518684e-01
3.191719380263058792e+00,3.300219635504524351e+00,2.738220320939375618e+00,9.004309940315511351e-01,9.222966553264115852e-01
2.265041152149847026e+00,3.864394051003623431e+00,7.844724753331816736e+00,6.011003113174461232e-01,6.005706283455460870e-01
3.830210328719705792e+00,1.575653989842106473e+00,1.221895496956448390e+00,1.454622968768708891e+00,1.451329901773060538e+00
1.741791087128590210e+00,3.864974618345848878e+00,5.113386791071202531e+00,5.967669279576715002e-01,5.914958361988128521e-01
1.715676421152829700e+00,1.375383936726860767e+00,1.368171360968324812e+00,1.068009407157505475e+00,1.056377050226682934e+00
3.009658969442266852e+00,1.643966397182671013e+00,3.006758978825429196e+00,1.153902425983057478e+00,1.161777838457098699e+00
3.475709175724122524e+00,1.157555180610926104e+00,1.430136633622158371e+00,1.565350979963530786e+00,1.579967300851280232e+00
1.782863784051995193e+00,3.707047853866866749e+00,6.505111791195803406e-01,6.878997882986387369e-01,6.844272725327807949e-01
1.941034639614708901e+00,2.586347716752533721e+00,7.040082976388141844e+00,6.753301463838771168e-01,6.825905414984076991e-01
1.083356163684068285e+00,1.578780307927492244e+00,3.190628072512313729e+00,7.605333100070656993e-01,7.572131369194678996e-01
1.284620124708936384e+00,3.157618032472184755e+00,2.388450546366256866e+00,6.101821456484163297e-01,6.143676191814188003e-01
1.989188358878156038e+00,1.821359891709736001e+00,7.591120195783351399e+00,7.170173435799258588e-01,7.217608526755981968e-01
1.284271825699289771e+00,1.658954662790257828e+00,5.109119431330436889e+00,7.452045322772330449e-01,7.311542944554136891e-01
1.066835450000525709e+00,1.086101724056171003e+00,5.776299478845441371e-01,9.801983873224476840e-01,9.726940066655588302e-01
3.311711065382120012e+00,2.823081797250485803e+00,1.389411683157508293e+00,1.036890747181683947e+00,1.046354900120619380e+00
3.650076828680179908e+00,3.136085092130966423e+00,3.244372732420104377e+00,9.533941857580867651e-01,9.346007967320942855e-01
1.409598501682940874e+00,1.982747736123335436e+00,5.112524389213182197e+00,7.206525452200961412e-01,7.208704780590254879e-01
2.028923990677881317e+00,1.022165910255632415e+00,3.707015708235802620e+00,1.125448732843153277e+00,1.122169762551979089e+00
1.047634568865317473e+00,2.005247065138685780e+00,4.182099935728578188e+00,6.535864254692402842e-01,6.444863668615924412e-01
2.261717023767993329e+00,2.640747748714195264e+00,4.938996219391195375e+00,7.804683056527123020e-01,7.810944807866062600e-01
1.358342860185220768e+00,3.263348455943397841e+00,3.096374890993442541e+00,6.067932108553221182e-01,6.099823297740181172e-01
2.704259565275593413e+00,3.383047296848389340e+00,3.022217937273785182e+00,8.187846131655132087e-01,8.242714784304413511e-01
3.032156639091826644e+00,3.125852095468182323e+00,1.128659367563537685e+00,9.565757870731073087e-01,9.305024041052327721e-01
3.148475980669918073e+00,1.494655518808365002e+00,3.697221432861812040e+00,1.146255581794803913e+00,1.163092638138372381e+00
1.312920328858019126e+00,2.385111475498182809e+00,7.375513405234152664e+00,5.995106226474876676e-01,5.948680534960404387e-01
3.397591594156101902e+00,2.455655795717188727e+00,4.927933120526066801e+00,9.215052310213489584e-01,9.319959893818212660e-01
3.514996976687914110e+00,3.201154950331333016e+00,2.830142005581735454e+00,9.480736833791071350e-01,9.469652100139673845e-01
1.813577997891124838e+00,2.842092551006249135e+00,1.343737504529677551e+00,7.767430443911382820e-01,7.710480126151484370e-01
3.920642658910439948e+00,2.454144311873672990e+00,7.104032427966283869e+00,7.741456635482955040e-01,7.735987736832201644e-01
2.012544775169569533e+00,2.659891532237378620e+00,4.548145678715123985e+00,7.554432078812596263e-01,7.871536738047189008e-01
1.772658225017354372e+00,1.087139456226220435e+00,2.056078884941836549e+00,1.166499332431655045e+00,1.182201169232945270e+00
1.474980680020715917e+00,2.273310695940436332e+00,4.453287621809833396e+00,7.113108432663910463e-01,7.079342290524128778e-01
3.886710317641764334e+00,3.364031687560670836e+00,7.583712457776500493e+00,7.234092255001328686e-01,7.257549637360924955e-01
3.953520681069953469e+00,3.126342213155302474e+00,7.543440933377172364e+00,7.331693965569239246e-01,7.444453706537812465e-01
3.350085282205919501e+00,1.584774064774719493e+00,4.376868563499631826e+00,1.076805018741863407e+00,1.082674620057481718e+00
1.900477342875185105e+00,1.546007711065873202e+00,4.365274932899498417e+00,9.182609070879736990e-01,9.191723325662060073e-01
1.558950687380099343e+00,3.317816519735425018e+00,4.509975601442709703e+00,6.180549168517749381e-01,6.162456001309727371e-01
3.448286883422767346e+00,2.405355944147800962e+00,3.943665479757552994e+00,9.943584693394769136e-01,9.836767967352735287e-01
3.458759949664740319e+00,1.842604636459428846e+00,7.943982807365093990e+00,6.545382203372374086e-01,6.620981442524430660e-01
3.075120617420935343e+00,2.269979817984663306e+00,3.459082547775873095e+00,1.001860777695782856e+00,1.012926393535446445e+00
1.042385915737056301e+00,3.165822666301546295e+00,7.760621633981339862e+00,4.875160877010783489e-01,5.098536828324764514e-01
1.269310824780057301e+00,3.098754242208928034e+00,9.069605718835722641e-01,6.320081477195169661e-01,6.266065863647872769e-01
2.713913767377151398e+00,2.981288538788671172e+00,6.191926716822973020e+00,7.499263384066185978e-01,7.564766705858300133e-01
1.118486023574877031e+00,3.589729489307321941e+00,2.416482191515154199e+00,5.369839329642996928e-01,5.367090824195503984e-01
3.453775059374522449e+00,3.053341740289928996e+00,7.420549654697880193e+00,7.308240542378247051e-01,7.434237197306099443e-01
3.933292117944532595e+00,3.663165329357487288e+00,6.113703486797643194e+00,7.918409902296237313e-01,7.908999802736248474e-01
3.932736085661996839e+00,3.056857593853976596e+00,6.964231114865226502e+00,7.741003703744582243e-01,7.676708183001060837e-01
3.488938441388544920e+00,1.104528167073443701e+00,2.579062690053333995e+00,1.434916561377894695e+00,1.418071358640423885e+00
1.115882716352210480e+00,2.438684566897348027e+00,3.273240568440423104e-01,6.757800368731735619e-01,6.829650342093273041e-01
1.340324875093898527e+00,3.337096615710697822e+00,5.847531638527316389e+00,5.568066133745257495e-01,5.584519709974243851e-01
3.936698588244452957e+00,3.477516268145925071e+00,2.715919204977974566e+00,9.654694679707827021e-01,9.767414018947198073e-01
2.626431248754294678e+00,1.608263320319252898e+00,5.250668417393251630e+00,9.385181497102990100e-01,9.330548498185624595e-01
1.336550379675792710e+00,1.123133931681278508e+00,1.202718565207796964e+00,1.051545983428708864e+00,1.077508174611782499e+00
1.014396088808524610e+00,3.152261611198940550e+00,2.786090126837197367e+00,5.413617079162366119e-01,5.343235381316018273e-01
1.345801016989186083e+00,3.089005476693371666e+00,4.269576867030743905e+00,6.016762377550367580e-01,6.068451037793870517e-01
3.635792227544238475e+00,1.244522768812323044e+00,5.558141421700141471e+00,9.108442640561069670e-01,9.150319733391155674e-01
1.898016657707481070e+00,3.634454068516042469e+00,5.565081193193044840e+00,6.262134974932133114e-01,6.372872243189413588e-01
3.237787351258694102e+00,2.180000664559399670e+00,1.681489646783766112e+00,1.141039265785809498e+00,1.139425546858509941e+00
3.812099010203188421e+00,2.732109417926282369e+00,4.418698159695882310e+00,9.559519560505312930e-01,9.468225306755980730e-01
2.064699227687680327e+00,1.402766097020491820e+00,9.309647941228469392e-01,1.175632197965717829e+00,1.165789176508000624e+00
3.794069324162255175e+00,2.991116559423538490e+00,7.275538524673192953e-01,1.104147603970103697e+00,1.112319027254645487e+00
3.646675188067586060e+00,3.082959729703763418e+00,5.537573930936230404e+00,8.446400827447305693e-01,8.457146813864089285e-01
1.364853345141020746e+00,2.362015494863846321e+00,4.000473094105731597e+00,6.868740902731504949e-01,6.903359796761283640e-01
1.383495784501815207e+00,2.577151120243273752e+00,5.672213488209772336e+00,6.310685618025890786e-01,6.229414113451730017e-01
3.703686623132699474e+00,2.781329466896298896e+00,4.826270461262568645e+00,9.170220279754776049e-01,9.184340025123759466e-01
3.513886500154376868e+00,3.041394804454300882e+00,2.871303546069048807e+00,9.671735123681116653e-01,9.693644027693982812e-01
3.473267550644649759e+00,2.364600446610648277e+00,3.181893149981995350e+00,1.050064119411340702e+00,1.056230774576178977e+00
3.000566361783720826e+00,1.492103299527539617e+00,5.703319107263222776e-01,1.385170714294020167e+00,1.370554574301060091e+00
3.874114029174962504e+00,3.115023868167341892e+00,6.143913198812176901e+00,8.211841428359154538e-01,8.135121688403732509e-01
2.265366349773075161e+00,2.975102546418741500e+00,1.917589752081975796e+00,8.309867830537382982e-01,8.482788141429883355e-01
3.456162676707867476e+00,2.425408423877910558e+00,4.167965277849955186e+00,9.783637245804172045e-01,9.744342113639375969e-01
3.323125258143767802e+00,1.477214871479267444e+00,4.076140686937856472e+00,1.125197434994402057e+00,1.124358175403843418e+00
2.308747655454758796e+00,1.366111568289250400e+00,6.700396354416531253e-01,1.269748344139167262e+00,1.265764500431296291e+00
1.875759250092980057e+00,2.599292962013662667e+00,3.475425840138991695e+00,7.702821788999643093e-01,7.553149723370040647e-01
1.344691248003804906e+00,1.593161151342839865e+00,7.187722583966854373e+00,6.942383078634806193e-01,6.834811063530064068e-01
3.858700403954483882e+00,1.102124453724997899e+00,7.376399127687011337e+00,2.919997246989116668e-01,2.957067597609098764e-01
3.457560607049908086e+00,1.934444434134775959e+00,2.095076794157337829e+00,1.210125342012818184e+00,1.203404509390461730e+00
3.229305947383304787e+00,2.268534957870959268e+00,3.137653532413871460e+00,1.039827587981358992e+00,1.060098938110412670e+00
1.754426990984376378e+00,3.409842827883893257e+00,4.829628061701809472e+00,6.368362495985085969e-01,6.218544218314978611e-01
3.460328189418798939e+00,2.323933424692834926e+00,3.428083634588218409e+00,1.040420681951679027e+00,1.020997152553825060e+00
1.588700167776968764e+00,1.714321104189895806e+00,5.013292097967747551e+00,8.011481199850949420e-01,7.972284460148717500e-01
2.905877565635400117e+00,1.704084213775465262e+00,1.193460119166597444e+00,1.243817044395569615e+00,1.231721541310345946e+00
1.486398171048631145e+00,1.763352603351331371e+00,3.887829288020652641e+00,8.107930980105535479e-01,8.245997280342363123e-01
2.358120626852457047e+00,3.351830426220896886e+00,2.794541837275732021e+00,7.790840768036423336e-01,7.748218438443866818e-01
2.833207095616273374e+00,3.789440585377129800e+00,4.094512331411927164e+00,7.648858752818132878e-01,7.700494250015267328e-01
3.157461339488474295e+00,2.760444711881564039e+00,4.309913914656594791e+00,8.972996446114503977e-01,8.831141382522883498e-01
3.752296109005813118e+00,2.512277835295201101e+00,5.260442400865017909e+00,9.182992982592033115e-01,9.249063066210136963e-01
3.873501680406104430e+00,1.673675771428650538e+00,4.561711400963659457e+00,1.073472586646434745e+00,1.079808417072603222e+00
3.281637290579755728e+00,3.489586579401841249e+00,5.356900475470886214e+00,7.918607131892665407e-01,8.041944684123762954e-01
1.134902065005329419e+00,2.721603923540087955e+00,2.442222959769519974e+00,6.166194517948954124e-01,6.187503699420993097e-01
2.161148399451898516e+00,1.303930064527511590e+00,6.239306703128908893e+00,8.552994260342352550e-01,8.603948092316880958e-01
3.179069565142349951e+00,2.764982337857516903e+00,2.580892939774239281e+00,9.778055232843491096e-01,9.794003050153984313e-01
3.604765558537263548e+00,2.225817832319204825e+00,1.782136004063408663e+00,1.179894755972105136e+00,1.189060949737329231e+00
1.067126239321322334e+00,2.391042375625006766e+00,2.654716140371840893e+00,6.335384801830288293e-01,6.293308605136094247e-01
2.198478356552677759e+00,2.047465137964397996e+00,1.287425287369534210e+00,9.984285704106516945e-01,1.003790656043901386e+00
3.805859591599332070e+00,1.550060447825015508e+00,4.126710715780109950e+00,1.139674752516846024e+00,1.133896011702237638e+00
3.782851726186288399e+00,3.116027326984570855e+00,6.395528807269270644e-01,1.084558813938155897e+00,1.091534394970971933e+00
3.652435221139910926e+00,3.958382348491154890e+00,6.394612207975842288e+00,7.447996842688422436e-01,7.419368259967350498e-01
1.459397213132570759e+00,1.095541745941724709e+00,5.585420456461203997e+00,8.702117570550935710e-01,8.636201636904324852e-01
1.966051726577068948e+00,2.841568267944965420e+00,1.351310045260494697e+00,8.075003979063881676e-01,8.006186473683370997e-01
3.783907958548164530e+00,2.357371081153704306e+00,1.101994362121601512e+00,1.214946531782916228e+00,1.229559129419232288e+00
3.759573399485981238e+00,2.866757961228624474e+00,6.262129601269920798e+00,8.234417541277050390e-01,8.077622714702311635e-01
3.891102057723792917e+00,3.064492183499604838e+00,3.275943500167377564e-01,1.121408711562314364e+00,1.106480716444436796e+00
3.099821443812167843e+00,1.024406335326397688e+00,2.344162124807138703e+00,1.449751845924245330e+00,1.456020885932189701e+00
3.130323367418631264e+00,3.537907569153817544e+00,6.412758969630267813e+00,7.344777839995183522e-01,7.244156785852463587e-01
1.756713091670754956e+00,1.582690883063707199e+00,4.526156839457549097e-01,1.045109767521681388e+00,1.040345261446227187e+00
3.130944013838166118e+00,3.454351440011758978e+00,7.540393173761009038e+00,6.928085035818376536e-01,6.877703374218792076e-01
1.789566824821611668e+00,3.679644133182482069e+00,5.733817773384108918e+00,6.049451098802507421e-01,6.276383148868326378e-01
3.526097779485430905e+00,3.656175075697800203e+00,1.470505469636933071e+00,9.427587266999232218e-01,9.359256971991951612e-01
2.814708177034617620e+00,3.057689971939548279e+00,1.648926891083941193e+00,9.165817045143169750e-01,9.092582184186749350e-01
1.850517040927443402e+00,3.099243311315303728e+00,1.043702629900214340e+00,7.580212397165159155e-01,7.540280089663105034e-01
1.445654935349832693e+00,3.986889183645774271e+00,6.340368467283890475e+00,5.264422694945328773e-01,5.286614657270068962e-01
1.373108016066063364e+00,1.086148858770120018e+00,7.327019539683508498e+00,7.479144946498059721e-01,7.528281262348561764e-01
1.459279166871179090e+00,3.531000873491542347e+00,7.728528739561565608e+00,5.330139769579814724e-01,5.182137644755306916e-01
3.748437191589537143e+00,2.855835867033026609e+00,1.540599824389459194e+00,1.085621979121389025e+00,1.090007275328322534e+00
2.106273057980540209e+00,3.850876357153822926e+00,6.856697808185533205e+00,6.098972139357470290e-01,6.293591725602787346e-01
2.700878640505786077e+00,3.746743964218434808e+00,4.511328691102622912e+00,7.416558582061753002e-01,7.237157132108026358e-01
1.441055978916333080e+00,1.271735365467543399e+00,4.862063107810303819e-01,1.054526591929572987e+00,1.060223264728348491e+00
3.690133927309467321e+00,2.796291564491902193e+00,1.797039295647032020e+00,1.076159231905970071e+00,1.083793150179843234e+00
3.976006328356398889e+00,2.329933502204912799e+00,1.155889075657712262e+00,1.246532504027159538e+00,1.248020638640791269e+00
2.544247082547008265e+00,1.829423316632860175e+00,5.815616860988853887e+00,8.640784249201998168e-01,8.620629358756360938e-01
3.849965680110686517e+00,1.522150228582927589e+00,6.016323240161522534e+00,8.615935645445595981e-01,8.379850771190151537e-01
3.910340987543778457e+00,1.265600234813712976e+00,6.889032561153574541e+00,5.777595505567598710e-01,5.897025968273746921e-01
3.026965506163566744e+00,1.314402235419488640e+00,1.149213045470920846e+00,1.427138466410025730e+00,1.423838464008437166e+00
1.428797597840442801e+00,2.420013072177633173e+00,6.630758004799661265e+00,6.327674916744300271e-01,6.306496058358361800e-01
2.980374874834916810e+00,1.688913534416006446e+00,4.810812607779307193e+00,9.926657876197506614e-01,1.004884404416860999e+00
1.547289308276591502e+00,1.560134953898545618e+00,1.798700199962816271e+00,9.440112018452034848e-01,9.205507482573088707e-01
3.685633000529338510e+00,3.264957460093611097e+00,3.592955860811772872e+00,9.259200573862260697e-01,9.251819329358886845e-01
3.674925204400109280e+00,1.106678361746187722e+00,1.628028086996122781e-01,1.792565937134313003e+00,1.798470378901084521e+00
1.541639473023430629e+00,3.822152752751311056e+00,7.713991182816226200e+00,5.283495803719567840e-01,5.354940385732009922e-01
2.061169486748259061e+00,1.830562307817933609e+00,3.740090376943855155e+00,9.183452697108789309e-01,9.243822832437973425e-01
3.050575452722543712e+00,1.042825469706379238e+00,2.772348553865048082e+00,1.375168732818089268e+00,1.395511715326559932e+00
1.720254979795225792e+00,1.513713492601443278e+00,4.430742978636518004e+00,8.893964743994358102e-01,8.921840549261298436e-01
3.528078963024156245e+00,2.706278936200850360e+00,7.124551076469634481e+00,7.644572854640245829e-01,7.745968303069803440e-01
2.522355959857861762e+00,3.340011933619728257e+00,5.668533086282736555e+00,7.208532628477242188e-01,7.285350135616184275e-01
2.941474948264078293e+00,2.399436650814835037e+00,1.607452499835914317e+00,1.049064381173055338e+00,1.034217906361012185e+00
2.365064658104728323e+00,3.164510424859067861e+00,2.388874705161200040e+00,8.115038480381427943e-01,8.037914996054071892e-01
3.424562771063380140e+00,3.804291930915777886e+00,1.273592837222710550e+00,9.184754003611511619e-01,9.392810305471811505e-01
3.374308473670611264e+00,2.708112982937176838e+00,3.976558906262074089e+00,9.431602802215026671e-01,9.404203772420293150e-01
3.412713630053459735e+00,3.068730438277674555e+00,6.930886064859666185e+00,7.560764980054595075e-01,7.553946026328740571e-01
2.095495815687617558e+00,2.549488983232062189e+00,5.717854948543408256e-01,8.981789222320641919e-01,8.849941887947260222e-01
2.073041235483907840e+00,1.004146136281234725e+00,7.786204190173664941e+00,6.421313092165041869e-01,6.386886444516588490e-01
1.727938175228040940e+00,3.370857979129614712e+00,6.717229625160887174e+00,5.981262027023614980e-01,5.849829305502339816e-01
3.698562577051481615e+00,2.387380470285811462e+00,1.795206938315192957e+00,1.156264541985889904e+00,1.150164787445508541e+00
1.352488216075756755e+00,1.364750588077972004e+00,2.818713327386975998e+00,9.072094749844654693e-01,9.127364614102310147e-01
2.065968917307240638e+00,3.295399522373851475e+00,4.744183083039606785e+00,6.941092565694999550e-01,6.857894192517837162e-01
1.102289959808362863e+00,1.272898835474733481e+00,1.487631340713939210e+00,8.953406046494783999e-01,8.891848914048761099e-01
2.967497849701498325e+00,2.742022465027059930e+00,6.252976079688699507e+00,7.866060723083743156e-01,7.999777304695524505e-01
3.879113721446308283e+00,2.951865035139949800e+00,4.482100014322250026e+00,9.332745772800570272e-01,9.379706170090671424e-01
2.607215402347306199e+00,2.585897943711221725e+00,5.580767629598432755e+00,8.013576493489338315e-01,8.065106449791473731e-01
1.104569649608857951e+00,1.047611085149533494e+00,7.914860918217073049e+00,6.953224600259437782e-01,7.052601548796627595e-01
2.058022780153378584e+00,3.799681907853747376e+00,3.050612797827613853e+00,6.860804722831610469e-01,6.805614103832563488e-01
2.985152120211032933e+00,1.555102046366070301e+00,3.704845248447803385e+00,1.114192488198230802e+00,1.110280630802187751e+00
1.484402569788947579e+00,2.718799943217267590e+00,3.552222823514815886e+00,6.788523231261637259e-01,6.582590010660903657e-01
2.559136520637361745e+00,3.547763503937482632e+00,5.589459202234288604e+00,7.109289719681057829e-01,7.182560523396011032e-01
2.012967365180070800e+00,2.034713560829577439e+00,5.382958046226056226e+00,8.048385808865821112e-01,8.027595193293737275e-01
1.134988839096563007e+00,2.364812301158809582e+00,1.270132968364552362e+00,6.776809957020588637e-01,6.776303080212695562e-01
3.349719721886232904e+00,2.882306480298471918e+00,7.445153527486847445e+00,7.323861056576494999e-01,7.214783394316159892e-01
1.869925748588317393e+00,3.053044416351055279e+00,4.736325572540894591e+00,6.875764399219961298e-01,6.937674182259169209e-01
1.543881175199331768e+00,2.143733350874712063e+00,5.023097084229404707e+00,7.269072035927859332e-01,7.331651473161656662e-01
2.972284214276339043e+00,3.184888337711532458e+00,7.766985200656965738e+00,6.873403180235206911e-01,6.891486901638363971e-01
2.320193377505201049e+00,2.092615762244392386e+00,2.192139297886960492e+00,9.782819391582595614e-01,9.623842073797751473e-01
1.973514456339536816e+00,1.965288087555473462e+00,1.171411819653351394e+00,9.711298714455177672e-01,9.626982962709761393e-01
1.308462349088523879e+00,2.901103096796025849e+00,4.718620139730390406e+00,6.035920219796099273e-01,6.032408270021248908e-01
3.963084212967124653e+00,1.581098369651325886e+00,7.480353938135210434e+00,5.947285661614101215e-01,5.863513217973828073e-01
2.780161513285370312e+00,3.199721257201012747e+00,8.261005861828349950e-01,9.159077142216350831e-01,9.197623997184530831e-01
2.329890496276747047e+00,1.176844929480058255e+00,6.715920606910712465e-01,1.368018096961649555e+00,1.378072602066975127e+00
2.760606157322553322e+00,1.026746644259437513e+00,5.624664235651639643e+00,9.167490940141045375e-01,9.091901606764881683e-01
2.359944412676128422e+00,1.484692034566028829e+00,4.933073140447093330e+00,9.575014245882397246e-01,9.556841994606649626e-01
3.367803402838558835e+00,2.997705225783154237e+00,3.313162481390742542e+00,9.365460607918929536e-01,9.296896559945632132e-01
3.598379402876856759e+00,2.587588834077021449e+00,5.999986166187307290e+00,8.513232569162649810e-01,8.616320001054036393e-01
1.906375953405723855e+00,2.183377125166050092e+00,7.899254465498424693e+00,6.715498141799722820e-01,6.805153434083192066e-01
3.791884906717179149e+00,1.351521184386340391e+00,7.053785929564853063e-01,1.601977636177782438e+00,1.628593686394863127e+00
1.885695965023065801e+00,3.829643178842505158e+00,4.989967864183941337e+00,6.220040883593473957e-01,6.220752607960826630e-01
2.908373606308838344e+00,1.657705390883410068e+00,3.691334400297245466e+00,1.083659242928452837e+00,1.074319074962554632e+00
3.829513042575139359e+00,2.392986748668393560e+00,2.761521635984911072e+00,1.112802083284825549e+00,1.116898306181831169e+00
3.092716646880375286e+00,1.632015795231778199e+00,9.964700625969502568e-01,1.318468647068877786e+00,1.316144728467190550e+00
1.161340113379672356e+00,2.393192290339592354e+00,3.101877958503296284e-01,6.961366370000987569e-01,6.980489498991663266e-01
2.865252784227950045e+00,2.104407711365137601e+00,5.314508379840241936e+00,8.926465852058664829e-01,9.050869865022297400e-01
3.568285247231560930e+00,2.034870862865908236e+00,3.463141915379581270e+00,1.101203275088592948e+00,1.098357558345793850e+00
1.157744854133786472e+00,2.379567709914462093e+00,3.213278252362147924e+00,6.502620648874863907e-01,6.574949955451458994e-01
1.602287095899846747e+00,1.333395075102861815e+00,6.487912566391710101e+00,7.942867884801867451e-01,7.731268158443816985e-01
2.230310481833618574e+00,1.630139818200547097e+00,2.677786012868095256e-01,1.165885137035314489e+00,1.176477186629221405e+00
2.168643131198715324e+00,1.320603010061903504e+00,1.685381846301874376e-01,1.280079566798476787e+00,1.281437161031055538e+00
3.942213644980324450e+00,1.591734830832035819e+00,4.830397349189873957e+00,1.045980281375881393e+00,1.043605143983696415e+00
1.257518407146304362e+00,2.551061655663154681e+00,2.266212892689561720e+00,6.702806373128264994e-01,6.653011056415562008e-01
1.530980484341558867e+00,1.869576742023513427e+00,3.511067784713040041e+00,8.127374358898626916e-01,8.269308020567217588e-01
2.899629824911915676e+00,3.918387572671365060e+00,4.242206855237562912e+00,7.573933202827016764e-01,7.523611661916818072e-01
1.336675374610496903e+00,1.525212308702205366e+00,5.912557813620852976e+00,7.514479452083020483e-01,7.641661409530892124e-01
2.852812396854289112e+00,2.691445916286383522e+00,4.212956917082653518e+00,8.762574514930497882e-01,8.712309718506696665e-01
2.893028332831065974e+00,3.792341306247688948e+00,6.872389894179578462e+00,6.844494382104011621e-01,6.849608861761897760e-01
2.656537734793064764e+00,2.996687826375539210e+00,1.026573188413320459e+00,9.190622551565892362e-01,9.226724610333713050e-01
2.265799163133126903e+00,1.641765480954391787e+00,3.732583324755515797e+00,9.933369660490702913e-01,1.013647891274015889e+00
2.406601950594936756e+00,3.984270110387189145e+00,4.571053971987224074e+00,6.873890833156506286e-01,6.899548555193751875e-01
2.110915211042385664e+00,1.452852301859242523e+00,5.870049881650308166e+00,8.683435908133472214e-01,8.707906056428142971e-01
2.162455113646628568e+00,2.620455214813171008e+00,6.251078071506241507e+00,7.240652735406910567e-01,7.234836961070286732e-01
2.043936953318847394e+00,3.682099862177621752e+00,8.047058861588309853e-01,7.357448268573431038e-01,7.328252087829831840e-01
1.917756934863639851e+00,2.562712199096746524e+00,4.082781032092802853e+00,7.655107630455509904e-01,7.595477128053828020e-01
1.517361867242545959e+00,3.875265214303775796e+00,7.636544020528023502e+00,5.236003938469516727e-01,5.417906339860114606e-01
2.686718563047255426e+00,3.352971238560809475e+00,2.934442475554659424e+00,8.222317666630941657e-01,8.370420404508245316e-01
2.819401909892566671e+00,2.885934012989989750e+00,6.362491856299232751e-01,9.757351508286612463e-01,9.689773126083224275e-01
2.635108421756090724e+00,2.783201662679354982e+00,3.272394272303964513e+00,8.731280396111080755e-01,8.748581429253726727e-01
2.524162488371385571e+00,3.536756714818069636e+00,1.361920863864172659e+00,8.194071735260239908e-01,8.077655893373049123e-01
3.432719743620239683e+00,1.819835551217015235e+00,5.712402982316674205e+00,9.172276398280461152e-01,9.267709290469978711e-01
3.738954342622983873e+00,1.857716547439665300e+00,7.753545445763946553e+00,6.569808245375612366e-01,6.639872063383974732e-01
1.187182270748394330e+00,1.604897797775855395e+00,6.887860841706709536e+00,6.771514715400421824e-01,6.784174601957123629e-01
2.216075750631014252e+00,3.295414121622801673e+00,5.640566079407111744e+00,6.906906007612607645e-01,6.827620408076717773e-01
2.410702796221673161e+00,1.430680612073989000e+00,7.955754355474742745e+00,6.812069896705321703e-01,6.890119213902107242e-01
1.296968576903315018e+00,3.823452100287332289e+00,2.450923986493704909e+00,5.588561154221943772e-01,5.651749079223417072e-01
1.998826803578567457e+00,3.443675512445688369e+00,5.194694250235125210e+00,6.620252536955210099e-01,6.603831261009015519e-01
2.253219947701671444e+00,1.710005433141700504e+00,4.377957559842596602e+00,9.401202248523357063e-01,9.476451303088366807e-01
1.121626321532620540e+00,2.321090395844802590e+00,4.837471391158866041e+00,6.198010728814254966e-01,6.065124746958663327e-01
2.297796051537178030e+00,3.285586039711253736e+00,3.601216592839315389e+00,7.564930752080485377e-01,7.506576192059707386e-01
1.305933527135579642e+00,1.476241631122549691e+00,7.550437594357304327e+00,6.882901117223449994e-01,6.789273504933817094e-01
2.217091804087987228e+00,1.747726988596884024e+00,1.142230546631406440e+00,1.086356286009679373e+00,1.087643776816704433e+00
