w,a,theta_obs,P
1.000300847546305993e+00,4.795245819542780508e-01,2.684033117810688207e+00,2.428459824415455607e-03
1.137674876815210068e+00,2.088791360642090200e-01,2.853126122947317711e+00,9.586160140357161911e-04
1.071289199236955536e+00,2.410788063821186489e-01,9.065808883901992354e-01,3.244070276528719134e-03
1.378262928595894943e+00,2.235135207076090758e-01,2.105574973694850804e+00,2.029508642026352401e-03
8.045377368580195476e-01,1.319006302919349949e-01,4.750215929572103590e-01,2.653429602571333659e-04
1.125697274423206995e+00,3.427324638646826460e-01,2.309109337167832621e+00,2.035031513400573002e-03
4.333409218710672084e-01,3.577894685106715045e-01,2.004161298987468864e+00,5.712668063477548450e-05
1.048746399905139182e+00,3.557744971881902085e-01,2.207396369868004360e+00,1.666293030819413542e-03
3.716017158870112969e-01,2.874351832983272348e-01,1.172909296542401725e+00,2.902254116028753526e-05
1.234773264184526820e+00,2.453961520115156836e-01,1.542423728805988548e+00,2.176698977487268993e-03
1.255568324273439229e+00,1.615203740463593829e-01,4.546307856053960483e-01,3.883614759154777312e-03
3.810529573873418507e-01,3.308387115491377983e-01,9.582760516984596411e-01,5.688864190537262772e-05
1.402428486657935514e+00,1.154794747171519198e-01,7.020173642721321272e-01,1.959393511485962337e-03
8.358783344228928325e-01,3.611765363644579563e-01,2.525938799452526862e+00,7.359783837882992973e-04
1.387201564497916317e+00,3.215821504212307835e-01,6.403655471626287232e-01,8.104165300548700490e-02
1.324564218589159070e+00,1.130219868760101165e-01,8.709063162304320205e-01,1.163939694680786539e-03
6.594247462631791512e-01,1.675382412442638358e-01,2.731414853471330062e+00,9.110296024943883859e-05
1.147679294123317595e+00,4.204357443101928160e-01,2.599967054570425873e+00,3.241842732258786580e-03
1.345985073351520844e+00,1.588564823591606112e-01,2.953219765095807858e+00,1.146397880786049085e-03
1.498624785370149981e+00,1.313017292649101830e-01,1.432428023784159343e+00,1.383896230323962070e-03
5.294016133020406079e-01,1.888603759455440290e-01,2.322732673991272367e+00,4.282138924029332627e-05
1.225680184545510309e+00,1.963618373773789727e-01,1.709920815470107103e+00,1.117927874911887410e-03
7.031396847368743819e-01,4.853277505123879676e-01,1.290278380999172470e+00,1.470304172659809162e-03
2.884613785836907529e-01,2.748066846005164932e-01,9.529188581997997121e-01,1.132735834119305123e-05
5.650343527542502908e-01,2.052073236850407434e-01,2.096526175927328151e+00,5.834351873128244310e-05
4.069838795141444976e-01,4.045575547554193796e-01,1.822574322068787778e+00,5.608868242998222978e-05
1.138808403325191954e+00,2.843900458821328470e-01,1.892367617304007155e+00,1.595679464715411573e-03
9.088919871468144063e-01,3.229468173941547060e-01,2.026654707851335502e+00,8.128251066858938273e-04
3.975820403325545094e-01,3.582340321346788592e-01,6.688423455835373899e-01,1.161375734907764363e-04
9.860709617474874289e-01,1.376756916134005415e-01,6.723886855869417589e-01,6.287967007962943014e-04
4.090803089504999601e-01,4.205808165999068149e-01,2.777020352689457461e+00,7.358459198966049069e-05
9.436823373477531973e-01,4.788934036217229462e-01,1.951236827174401833e+00,2.124061998139501611e-03
6.470837616743805309e-01,1.559012155781637210e-01,7.002304900746901817e-01,1.266365684677888044e-04
1.186116335383545550e+00,3.829507909386964948e-01,1.781405796033781908e+00,3.843272682788641606e-03
8.416496572949655475e-01,4.886424267645889108e-01,2.560507684003702877e+00,1.280040869017059135e-03
1.271067873972290929e+00,3.620774173539655916e-01,2.504014172628469925e+00,3.623693008618712394e-03
6.573956186766979348e-01,3.049088215903421606e-01,5.456864528005187509e-01,9.396036157272942470e-04
7.264427422138263202e-01,2.012401090881374977e-01,9.408955179963433002e-01,3.022846894780386760e-04
5.549538970464245047e-01,4.972685051899907727e-01,1.719277846414663857e+00,3.014476619422545790e-04
1.101801333813964945e+00,4.553776160736296430e-01,2.073752978840448957e+00,3.477189591441908357e-03
1.406069187625094363e+00,4.128355682946525662e-01,1.685292644488216862e-01,1.323476969702344741e+00
2.917214024010433282e-01,1.393748889272050373e-01,5.225832990686188895e-01,3.787597005063280981e-06
9.590914930827714180e-01,1.788048533455363354e-01,1.341340725379129184e+00,4.620006656484278249e-04
8.941880369907444503e-01,2.891912656436129714e-01,2.438929670862499233e+00,6.438265455736876929e-04
1.294787732260724411e+00,1.709320378736683965e-01,2.067002716069686219e+00,9.824796102272969397e-04
8.198413563500389634e-01,3.436662865920956378e-01,1.436721931999136448e+00,9.381878844938143936e-04
1.020048008039767140e+00,1.617982989594606291e-01,2.380945695492540093e+00,3.894470497326520380e-04
5.874687011630187472e-01,3.649270672986617559e-01,1.602311078420846524e+00,2.178560265335355100e-04
1.001836854386011000e+00,1.921499299401453476e-01,4.411408484478326897e-01,2.131252795589013219e-03
1.266872163536101992e+00,1.307147894043181324e-01,1.478310950556922521e+00,6.495872845107245226e-04
3.543279601072013008e-01,2.847934908991094360e-01,1.059751488742693287e-01,5.301002657255773486e-05
1.073180338270982803e+00,4.260786206470404958e-01,2.857252210771048961e+00,2.540536063791661980e-03
3.524677414351664040e-01,3.877890783495155924e-01,6.902277519558431829e-01,8.028394973243615856e-05
1.215032827660139203e+00,3.675865517042372077e-01,1.119918205809297795e+00,1.611431364248069181e-02
8.783705405260369137e-01,1.860358291142784892e-01,1.598554607184192067e+00,2.781407627660472271e-04
9.902353744896519316e-01,3.670538096052941568e-01,1.848849388942837291e-01,2.863985663437522769e-02
7.183958909435563811e-01,1.076023424218961050e-01,2.360857120313888391e+00,5.040400675279098781e-05
8.259751218000142003e-01,4.764002068272660262e-01,2.453475812930881794e+00,1.135467042845276836e-03
4.306050423148133355e-01,4.563428548529350759e-01,1.630474884012464099e+00,9.574866682891086092e-05
1.265658720765113543e+00,1.513428434265065570e-01,7.691547837418613032e-01,2.332538112083226266e-03
5.205585372655296972e-01,4.648533696269205873e-01,1.082906941945758761e-01,1.486341869905422617e-03
9.831235380852572092e-01,1.810678772134272085e-01,2.326114431941327165e+00,4.054931239567442173e-04
1.090838168452650025e+00,3.067295468887993870e-01,2.348939188690613911e+00,1.476193217054900305e-03
5.845238948387834199e-01,1.546863929212647926e-01,1.617856392251701747e+00,3.689715427964834483e-05
3.567386174266516941e-01,3.851941068370536847e-01,1.691432524533882098e-01,1.187276162769058127e-04
4.066381200236183213e-01,4.084284418024153318e-01,1.600069484825477950e+00,6.157585789700771172e-05
3.852980061972047232e-01,3.803990351491702282e-01,6.827114986703795019e-01,1.158680380583158669e-04
8.207856798760504446e-01,1.619119777646930158e-01,4.873496446946024019e-01,4.856928125878143352e-04
6.466574611939367445e-01,2.574274481247293966e-01,1.387373499721205494e+00,1.868360552788727181e-04
3.921727096578027094e-01,4.058379292635790336e-01,6.852973325711532171e-01,1.489691757865064614e-04
1.360847543582078156e+00,2.490634410531071818e-01,1.263370050286345858e+00,5.720565735768450011e-03
5.339133960732669326e-01,1.464335220843933916e-01,1.242519134271653503e+00,2.853387827796225184e-05
2.004282067755036034e-01,3.159508144912565597e-01,8.621045376792159098e-01,3.631921683905023255e-06
6.095425471964498465e-01,3.474145273029627945e-01,2.979842829392553849e+00,2.319787500048939451e-04
5.351023313906868584e-01,4.684776252325473234e-01,1.798628897410339711e+00,2.209090219858021579e-04
7.148393877002405805e-01,1.667830892798264353e-01,2.701495877197459539e+00,1.208965467401279325e-04
5.076161538334459378e-01,4.924917910295976142e-01,2.974052178972355520e+00,2.083021822634515091e-04
6.394905568467958989e-01,1.285165589073084258e-01,2.257908978337760608e+00,4.255763616173451644e-05
9.232107107029137172e-01,3.259586541036814111e-01,4.739779028419649487e-01,8.128131332338668982e-03
2.875965966330435442e-01,3.430433810370392411e-01,7.869595478751649775e-01,2.185351569884880330e-05
2.887490864879962982e-01,2.413086148912017004e-01,2.305368509418381784e+00,6.554694724137960521e-06
5.313263070023970247e-01,3.872711112045290061e-01,2.251718920170128868e+00,1.493310637484224722e-04
7.729599122995423066e-01,2.009147614804498994e-01,3.688027716921617460e-01,7.145622636647139432e-04
8.851287580781608266e-01,4.893266813423960415e-01,1.706998112910333987e-01,5.997189167531095932e-02
5.953586859077142357e-01,1.370742638953413306e-01,2.226295890055096649e+00,3.587679879368194991e-05
2.374706742743143417e-01,2.418672432092757729e-01,9.882987751938103749e-01,3.679208540264998413e-06
1.351183759883474611e+00,1.498545154556456260e-01,7.014377345465975244e-01,3.407057085259699702e-03
5.706566095887942724e-01,2.762374093156296784e-01,2.873487239200839038e+00,1.261496206735958673e-04
8.508274645747904152e-01,4.775676281947285329e-01,8.169740680969993507e-01,1.259032553909035686e-02
3.255977990408100431e-01,4.833704257121442804e-01,9.533659340710389785e-01,7.179503153854120093e-05
3.856686040992573505e-01,1.979328965922472483e-01,1.819027011837497154e+00,1.141471340522641316e-05
1.076387738550543816e+00,1.536919859982174563e-01,6.770610241712875510e-01,1.257527415636423970e-03
5.098805031771628249e-01,2.310760646288236853e-01,8.715437967479832126e-01,9.573056168155633441e-05
9.950488505037964337e-01,1.900858440146053763e-01,2.882530412071211412e+00,5.135665312379078529e-04
8.826786739060277220e-01,1.022392381077279061e-01,1.244858215094686527e+00,1.056995624702072027e-04
8.912054774659803336e-01,1.873249039028110630e-01,2.128595137677972815e+00,2.832681410650582745e-04
1.369910937723449296e+00,2.196540177778382175e-01,1.152678970467938102e+00,5.198221288960407083e-03
8.148308299948809896e-01,4.800431890980696448e-01,8.658407338192272151e-01,8.706975960089985422e-03
1.387906531039527547e+00,3.101667888656730043e-01,1.587480221472732822e+00,5.964017738353800252e-03
9.817381487963098285e-01,4.084947574880890553e-01,1.565264016049126017e+00,2.591116656371687983e-03
1.164973336039764273e+00,1.460390213163390849e-01,2.067004436927598388e+00,4.944783991021420863e-04
8.122895829288414582e-01,3.816835071083819475e-01,2.307804087108076718e+00,7.143246233397156867e-04
1.024611876915356046e+00,1.108387043882194806e-01,2.558660115411650615e+00,2.193780446524909867e-04
1.368771723538630969e+00,2.758172285493838416e-01,2.529800405576848821e+00,2.897874642557966406e-03
9.669582554594240431e-01,2.673735532812698268e-01,1.469454445889626371e+00,1.019951078547431857e-03
1.107005250194542434e+00,4.737650642823715841e-01,1.597239331144311603e+00,6.326198995812376026e-03
4.521419870449412959e-01,4.485232086559070019e-01,1.582483915799670626e+00,1.166344355192854931e-04
3.021735898468845272e-01,2.887100994289804046e-01,1.672510728449968287e+00,9.081117270040551213e-06
1.438742660134543661e+00,3.246564159105410630e-01,1.405705358211660094e+00,1.175089895559625411e-02
4.381067062630062403e-01,1.576827237901058387e-01,1.359089187622199102e+00,1.354167974780012066e-05
6.074166408431277420e-01,4.933172763301651997e-01,2.909724527362100854e+00,3.952873419254589464e-04
7.298599179148942406e-01,2.081277662251787841e-01,1.257473017610212018e+00,2.243262292704040195e-04
1.262146306549331465e+00,2.837220897407926046e-01,2.033160823573027631e+00,2.284779549214588541e-03
5.856519956569251617e-01,3.720835150219747867e-01,2.677136224692191924e+00,2.167781595688375172e-04
4.043362861037193556e-01,1.801565880861720759e-01,2.579479010354011059e+00,1.576075713556007342e-05
7.557052524035174912e-01,1.719491682930507359e-01,2.335770998288552835e+00,1.394542113742120620e-04
1.272726815503181896e+00,2.410004836347909574e-01,7.234655875379191192e-01,1.128997547699847094e-02
2.572496787061734347e-01,3.185822493244239717e-01,2.812900996174627632e+00,8.447036366274870417e-06
8.936900609690459074e-01,4.390102561203572673e-01,9.937427602818199590e-01,7.630979258503191483e-03
1.115252492036129084e+00,3.806259474764630002e-01,2.863304933694325261e+00,2.388859107666695559e-03
8.064651994983172978e-01,2.626508160659684066e-01,1.058003216508443423e+00,8.122605430594194605e-04
1.334294160106715754e+00,2.068030340786584098e-01,1.636109787971060214e+00,1.863155770398593029e-03
6.956119548431146660e-01,3.374649798915461685e-01,1.191190285822156802e+00,6.359449341186376335e-04
1.119054529542925502e+00,1.089078593753231711e-01,1.969482599606389384e+00,2.420731192319779536e-04
4.194009984646346334e-01,2.789185817332039963e-01,2.814851616397123113e+00,4.133441604344612128e-05
3.772187561222206664e-01,3.377105495039236516e-01,1.988377181361973944e+00,2.999934507465790308e-05
1.024232926590913362e+00,1.987509500558332087e-01,7.301304868737710230e-01,1.915185292535985257e-03
7.590741832868214134e-01,1.066537677312547339e-01,6.308087326598464939e-01,1.102858316976942677e-04
9.019281971055655989e-01,2.199552509851953053e-01,2.799383426030277899e+00,4.505552745828572637e-04
1.001594243319906985e+00,1.093085610904187127e-01,9.387879823143223668e-01,2.883827804403489613e-04
5.656672616463612746e-01,3.921421324891006255e-01,1.668900189773207643e+00,2.067778679632397223e-04
8.353170954882829236e-01,4.485941216209237137e-01,1.200908098545218294e+00,3.354158554387564814e-03
1.293327678269805547e+00,3.370449471832751565e-01,1.166033126868880609e+00,1.459863402353689214e-02
3.176886947248137583e-01,1.533948922127880976e-01,2.546731856287918649e+00,4.603213833832769678e-06
9.425942165136699247e-01,3.720084629307448543e-01,2.262083309980855717e+00,1.197176720714383238e-03
1.276699194496812018e+00,2.412199303604649625e-01,2.067464439707257018e+00,1.745838209586018670e-03
2.269471792447717018e-01,3.454815135254064584e-01,2.310495639686915292e-01,1.143436876197035737e-05
1.130098684147453181e+00,3.044584924512128699e-01,5.822625358703703569e-01,1.791658222940835377e-02
4.623900358427159851e-01,2.136224183618890271e-01,1.143125977050343689e+00,3.900153970069699679e-05
6.320212280706719588e-01,2.762812733151950861e-01,1.145424265469263903e+00,2.691539006345453522e-04
2.048906368988160642e-01,2.791338298362431303e-01,1.224777109742721137e+00,2.207913540695761816e-06
6.434737952125764160e-01,3.493099890570257049e-01,1.909828827742736213e+00,2.508962752223864575e-04
1.285811152415580416e+00,2.946312572780599437e-01,2.819342304675344302e+00,2.596215194409575051e-03
3.042388469856454614e-01,3.746710347902453275e-01,2.436631859359126295e+00,1.865523039233035963e-05
1.391908420560441284e+00,4.377310189267700213e-01,1.903778371097353816e-01,2.012965544620113345e+00
7.590958285034252739e-01,4.154492942509701581e-01,1.494624937058647518e+00,9.652184806189132663e-04
8.428022864065056741e-01,1.290018141768604354e-01,1.005542936146088806e+00,1.865764795026588624e-04
5.705936713068846533e-01,4.302616107718679195e-01,2.033030035745353459e-01,1.816509035389819986e-03
1.415978604352404968e+00,2.114192680895409515e-01,1.990914302639479772e+00,2.058577281106342000e-03
4.573412400233840547e-01,2.000673170783009158e-01,4.171575839774468997e-01,6.188040816216587386e-05
1.212814548592884734e+00,4.892227369743047949e-01,2.241794668301544835e+00,6.080754674562935738e-03
8.842597386355433020e-01,4.517412198661901468e-01,3.007415389536299832e-01,3.353371863042745038e-02
6.098071114884499044e-01,3.663008644257235158e-01,1.569829266809112500e+00,2.631126310877770591e-04
1.081860459389941242e+00,4.966135014602992559e-01,1.805990740745392120e+00,4.716083330720773938e-03
1.230773811456817635e+00,4.026812300511636855e-01,1.842197188850537515e+00,4.811756407101562896e-03
1.342229278397267578e+00,4.955480806719987363e-01,2.271953151785221614e+00,1.032474458539545288e-02
2.806551808419459060e-01,1.075824311306169262e-01,1.644394557435773008e+00,9.502214204704245336e-07
2.240022807904024083e-01,2.589559516950888929e-01,2.246636184216113996e+00,2.721588692434142052e-06
5.529698616861159488e-01,2.162875361051939116e-01,2.314075596251900624e+00,6.402708630412884394e-05
6.277189867026234937e-01,4.432018050235959628e-01,2.911910632787927167e+00,3.753762832888042720e-04
5.486619989146398479e-01,4.825921885175649684e-01,1.059547953399927467e+00,6.922680803677312483e-04
4.455244744711683302e-01,2.343031422050928791e-01,1.596666963886012480e+00,2.880535818640112865e-05
5.653972312055711713e-01,3.699021073050567376e-01,3.453895599805138494e-01,9.485111211430969367e-04
1.150296408373199242e+00,4.300940251054639618e-01,1.148861126883977013e+00,1.961730388083502558e-02
6.668868523750398625e-01,2.248830204802834132e-01,1.123667336023445706e+00,2.144637042714538414e-04
9.629389734852216165e-01,2.035090811641463715e-01,2.698252600244953614e-01,2.344902643398080310e-03
9.167168485237831010e-01,4.495552094380215191e-01,1.150188689254164398e+00,6.296397269739135126e-03
1.260777107959705878e+00,3.688482780069953226e-01,4.181331762378632799e-01,1.367172195515771183e-01
1.066367474933089587e+00,1.218003207266671883e-01,1.908141930831841027e+00,2.451774952918016185e-04
1.268318665491466879e+00,1.190028923956482770e-01,1.032429795610770196e+00,8.860688701946114109e-04
9.186405824938439491e-01,1.649513932326193422e-01,2.592122905526989651e+00,2.900498230500059304e-04
2.644746551357590736e-01,4.348665386637578512e-01,1.478157120057776774e+00,1.314704350900781964e-05
6.717071192863351969e-01,2.354397383978345804e-01,2.870226742028100464e+00,1.756188067864371618e-04
5.584322716211298498e-01,3.189506046577256781e-01,2.889063247851072269e+00,1.471532659010571053e-04
4.705418862013157066e-01,3.929189262217613887e-01,2.399563618628424599e+00,1.009483029462374419e-04
1.044879460412913019e+00,2.867910923899598119e-01,1.424232328985140850e+00,1.802777150944556966e-03
1.276928490308259390e+00,4.208828241111278734e-01,2.600626507769182361e+00,5.061085324317055739e-03
1.206730596642955566e+00,3.683643908206279405e-01,1.519960350082467215e+00,5.543287206120075042e-03
5.980372588446368765e-01,2.705235164754403732e-01,2.009272045602882084e+00,1.177525157439611762e-04
7.901236150547162884e-01,1.926606240347384924e-01,9.546523699245386130e-01,3.884102603241006038e-04
5.828490447197522961e-01,2.259010318881247148e-01,2.475193173477391539e+00,8.902550101621570656e-05
6.767597293744815889e-01,2.410170695522225182e-01,1.331695310652329489e+00,2.078413951060220416e-04
7.842553436585062432e-01,2.902991162232495537e-01,2.993178955025427967e+00,4.302161800714788078e-04
1.485983385997865724e+00,1.998572690902438165e-01,5.347804903806934185e-01,1.845087643470058950e-02
3.049419745965094575e-01,1.407569875578557339e-01,6.865510805779675430e-01,4.175687310646461919e-06
7.313024716337481745e-01,4.101592877443037133e-01,1.153492878476661154e+00,1.465402477866624507e-03
1.390584070333748201e+00,1.920353597350850650e-01,1.702195282462082293e+00,1.789917788481700531e-03
9.519151232327924816e-01,4.403780891656570162e-01,8.336770491247247339e-01,1.729084260035887097e-02
6.664826189612585994e-01,2.031177939069670202e-01,9.143069787676345594e-01,2.177160351254232818e-04
1.184072887406237617e+00,2.667364503591371228e-01,1.100951530576586984e-01,2.206058743486188564e-02
1.475397367461366072e+00,2.214152189940745419e-01,1.287600786095221828e-01,3.952728180291018023e-02
1.175109568460895870e+00,3.771145843786485874e-01,2.047152926343766222e+00,3.035528144411891310e-03
1.384660492273800614e+00,4.157590197809673538e-01,2.251707902167340958e+00,7.306901803104874464e-03
9.333512294104786555e-01,1.689309585218913279e-01,7.861795951637149393e-01,7.324868108045646219e-04
5.912508326907779388e-01,3.307794029507684086e-01,2.311071831425452139e+00,1.716323840699557834e-04
3.754882603769596483e-01,3.773783940035806417e-01,1.618592292038930347e-01,1.434186908784183595e-04
1.425411032225289087e+00,1.872812759719794939e-01,6.317439994448056373e-01,1.003163741075919872e-02
4.526393284812072482e-01,3.309220099590993169e-01,1.966926554393632731e+00,5.815100406675754346e-05
1.234097196592650381e+00,3.773648980242051976e-01,2.519950281698520644e+00,3.496282597278517739e-03
9.720512898735914620e-01,4.915660283167974653e-01,1.104750147090734602e+00,1.405863269635512780e-02
7.288365581588645004e-01,4.654407235795207098e-01,1.924336912260982801e+00,7.075701694045027175e-04
5.992028649618308389e-01,3.687044262375462900e-01,6.879269611329933420e-01,8.858462161803679069e-04
2.211376231686767724e-01,3.621894001270515862e-01,1.040066479217408801e+00,6.245364267414957664e-06
1.377533633979094674e+00,1.461085409883675357e-01,9.072292026143828902e-01,2.608672920758775462e-03
9.319191837133234957e-01,2.017797962899151587e-01,2.148238948338055287e+00,3.844002604757429907e-04
1.198932252640088736e+00,4.899293247195036782e-01,2.484874749789900417e+00,5.578125198435928030e-03
1.057194464554739533e+00,3.762728169119713972e-01,2.782382176626656101e+00,1.909053175501555311e-03
1.359670928696825376e+00,4.767257380676408474e-01,2.331316704288981967e+00,9.651937387247613506e-03
3.343586283751520671e-01,3.468955294829637048e-01,4.795709107263125270e-01,5.707816976010180712e-05
1.099889474354063479e+00,4.697655835400362800e-01,1.497589231738057247e+00,7.436106493545911224e-03
1.114441277483897874e+00,1.812510281773113963e-01,1.280241637970067403e+00,9.837680793326655359e-04
8.121314050436110321e-01,4.944731834553932615e-01,2.232614466644122775e+00,1.147518897518037904e-03
4.508178248394967280e-01,4.345433540319082466e-01,1.041869122957721910e-01,5.464628996241063840e-04
7.721930468582717255e-01,3.566098825352051471e-01,1.773606545290014325e-01,5.180430029510121534e-03
2.249623518583156456e-01,2.868405462140479201e-01,2.143518295487305547e-01,7.173976395368756085e-06
1.134785256182045066e+00,3.999347291006754013e-01,6.362685332868780463e-01,5.999762535993768270e-02
1.483568334107224773e+00,2.291599100811412826e-01,2.735055191692842946e+00,2.869379149234194473e-03
1.304448617499246010e+00,1.246986372723657005e-01,1.670166960498839392e+00,5.860731799008536518e-04
8.436699389225953416e-01,3.354082649894316592e-01,2.606827421454340765e+00,6.792697757788882093e-04
1.128217933415516239e+00,3.958225863064580019e-01,7.557454091328157375e-01,4.009788998227743761e-02
6.172001183319705264e-01,2.898708147528426537e-01,1.432275332503450294e+00,1.903344051150064663e-04
6.484867021480464899e-01,4.987229315425580345e-01,2.885368588557216896e+00,5.087206413313619807e-04
6.973554947769154966e-01,2.587442801004835036e-01,1.105230317480311308e+00,3.756628964865786255e-04
1.212739806891893091e+00,4.058584879623542419e-01,2.554257368408786810e+00,3.777505639477587648e-03
6.602713716271478850e-01,1.020505497574374643e-01,2.836707264272229967e+00,3.958382366015634557e-05
9.830336005900738305e-01,3.747259696749047353e-01,1.065436994359475475e+00,6.138704824015830432e-03
1.232141165908350322e+00,2.650544510458782699e-01,3.932718871458595888e-01,2.236754949903935544e-02
1.409221687773400733e+00,3.087620113315189818e-01,7.370926164049207419e-01,5.790388840491584449e-02
1.108456999567683843e+00,3.665560374635302709e-01,6.121946587538704687e-01,3.447617067211176251e-02
8.994964974272117164e-01,3.336353563831082614e-01,2.565574846540259024e+00,8.470348721291586945e-04
1.260329916730020372e+00,1.877742842380030197e-01,1.001577820596817769e+00,2.945033235542097224e-03
7.068443428542174889e-01,2.247604928838915217e-01,1.068551804209201928e+00,2.971904651278937937e-04
8.067150291791601591e-01,4.559527139662487571e-01,2.713211780929515982e+00,9.682075894908577203e-04
1.311593736069854632e+00,2.053344410441048096e-01,2.088551417625634343e+00,1.438760959190543481e-03
2.753337187105060480e-01,4.979937425638165660e-01,7.137657964402889244e-01,4.819154801294129356e-05
1.288980146529122406e+00,4.730363831377770167e-01,1.401549671397797514e+00,2.374941498994532704e-02
1.215651877120152768e+00,2.248994609473942696e-01,1.390645977187290550e+00,2.057882577522389747e-03
1.462328154299581850e+00,2.455177443185340147e-01,1.506878267519045744e+00,4.810517324438609923e-03
5.758968725232701535e-01,4.182636091377809340e-01,1.711975414581892452e-01,1.752972281385837151e-03
9.694647580459815339e-01,1.351865471768288474e-01,2.356751145125409952e+00,2.346884129241797530e-04
1.361490873696777015e+00,3.297064202824855905e-01,1.614444051705459460e+00,6.107052718378733203e-03
2.300139216525153851e-01,1.908129245738001689e-01,1.448525074471520346e+00,1.405191939204351984e-06
1.270179398076273669e+00,2.816583301563457820e-01,1.467502697364514441e+00,3.847154421011524886e-03
1.260402273619364744e+00,3.124521952405197034e-01,2.532561848008153538e-01,6.633899813483944141e-02
1.045843907316824417e+00,3.963424434147186926e-01,2.047093506583497202e-01,6.313225683733590665e-02
9.516999643503094575e-01,4.138751674209539821e-01,1.406302075655371020e+00,3.135196988778820356e-03
1.444016993621890732e+00,4.510696801805742506e-01,5.160588434502183519e-01,1.811220519033816645e+00
7.139106951153784131e-01,1.981950296382341270e-01,2.351292662714725701e+00,1.451094538346977235e-04
7.083832018321980506e-01,3.141073094850723169e-01,1.807362668961614016e+00,3.053556927429276844e-04
6.727027604834050489e-01,3.997718250615535651e-01,3.995805390623019537e-01,3.052957802007773801e-03
8.548504777819361244e-01,1.850406181572551712e-01,1.845523104964714278e+00,2.286720547562049637e-04
1.116186885434361509e+00,4.659913586187318657e-01,2.048554130713053922e+00,3.918573992776203975e-03
7.711739312358283360e-01,2.183006748789144413e-01,9.892265929358929899e-01,4.546381542163210215e-04
7.630762298180417957e-01,1.450121415245067547e-01,1.567882713195744904e+00,9.621135048028012400e-05
4.447203724801987446e-01,4.195053078604902286e-01,2.004452125400346230e+00,8.454051696929307149e-05
9.143919063614972531e-01,2.009350788431311929e-01,8.154288660096502550e-01,1.019774534388507604e-03
4.772515609301644646e-01,2.002461617437336638e-01,2.014333073595250490e+00,2.828047244350511433e-05
1.008859234538502792e+00,4.438894944790360286e-01,6.144392170218542226e-01,4.654893229072837313e-02
1.473796042555760577e+00,4.144034131753764894e-01,1.266551571736227233e+00,5.118232849231627024e-02
7.791143418673005527e-01,1.324772938763973673e-01,2.941849575344605228e+00,1.179091827772883662e-04
3.979195729126997483e-01,1.813609497886607691e-01,2.505123535267025137e+00,1.456491543073166912e-05
1.490315700795426634e+00,2.595156742494010849e-01,8.070908012132950171e-01,3.210302681397083496e-02
7.071409520877547372e-01,2.697244099749275814e-01,1.347509019173655398e+00,3.172651103500484949e-04
8.497589459956077507e-01,4.336357303870596591e-01,1.135474956948021141e+00,3.862288388410854440e-03
1.335584612651747216e+00,4.494878246871639171e-01,2.312145138375013786e+00,7.504595575797096824e-03
1.120949370400842193e+00,4.989755147686018577e-01,1.168870890689683861e+00,2.910884279952292639e-02
8.049425269735267507e-01,1.698257247930807790e-01,6.818700805033464096e-01,4.224446299015332325e-04
1.321831484095407960e+00,1.160684522210075481e-01,1.835022159415451215e+00,5.160167543053126565e-04
5.229480031070760093e-01,3.196155711598259730e-01,1.018841195978519298e+00,1.971431386468206609e-04
4.361995885726911992e-01,1.713393556303013099e-01,2.800823081317596941e+00,2.059262825803094191e-05
1.047500021261297265e+00,3.035267286386932328e-01,1.332098380299033158e+00,2.475515125147853199e-03
6.966976210589282958e-01,2.316901068225867832e-01,2.092625019001613518e-01,7.029554918747950255e-04
8.953015010852294342e-01,4.125587734726743894e-01,1.998470859457966320e+00,1.232844202172538777e-03
1.176634094039914924e+00,1.282666209776908983e-01,2.934468841042238818e+00,5.035600011975595314e-04
8.137023739349491525e-01,2.536172642177804692e-01,3.715382914023245275e-01,1.846461142520888733e-03
1.421705828646700365e+00,3.399144568029185409e-01,1.305922285125269422e+00,1.681228566972199981e-02
3.911832309763868532e-01,3.753130564464960406e-01,2.952224967561428493e+00,5.332685568968942449e-05
1.290712308702650413e+00,2.622701327430450591e-01,1.217207596483313781e+00,5.668620643410195864e-03
1.225647138788502399e+00,4.693674852488906035e-01,2.786402505249570005e+00,5.421375611099375942e-03
3.534499082166838169e-01,4.431231359969077244e-01,2.664372842282829446e+00,4.614091875202473090e-05
9.166099327394974239e-01,4.868000257826085031e-01,9.030324446798203564e-01,1.742046260224643442e-02
1.219133891577931728e+00,1.801517434066618462e-01,1.712557078985157411e+00,9.175716303856903174e-04
7.392402062813867580e-01,1.143876110837019344e-01,2.674647769025712551e-01,1.434579647948953614e-04
8.307653681822708691e-01,2.959877153985582265e-01,2.113952220626961864e+00,4.901658189556522965e-04
1.169141305208796444e+00,2.367814132682820594e-01,1.186013147563848902e+00,2.806066742294127496e-03
1.320023117073668484e+00,3.822102219002714851e-01,8.644293164090522952e-01,7.326357298152044728e-02
7.116852151970898266e-01,2.342069415425986900e-01,2.859603904442711286e+00,2.142286972762257546e-04
1.288251466445710758e+00,1.618276473535298909e-01,2.504628208672705192e+00,9.464310811425710344e-04
1.256034060369098704e+00,3.985622454960781047e-01,2.993416075165199253e+00,4.159417999138309736e-03
3.542097619861443447e-01,3.398226962321314604e-01,1.145175609390245874e+00,3.550152126300842230e-05
1.069489240582404133e+00,3.159768240312215148e-01,1.138974573583965588e+00,4.613036683542735480e-03
