t,theta,omega,wake_drag_angular_acceleration,domega_dt
1.097819563912782570e+01,-2.759021112599967518e-01,-6.307336405627177456e-01,-4.052134274007067327e-02,2.884971119909397252e+00
1.098219643928785771e+01,-2.784024003492350796e-01,-6.191455831147948397e-01,-4.010555068402263390e-02,2.907820228880380942e+00
1.098619723944788973e+01,-2.808561461616164712e-01,-6.074670549738374614e-01,-3.968372916414623919e-02,2.930197403963529013e+00
1.099019803960792174e+01,-2.832629905667724546e-01,-5.956999482609731666e-01,-3.925615873724010857e-02,2.952100446598208361e+00
1.099419883976795376e+01,-2.856225830701435431e-01,-5.838461636648688557e-01,-3.882312289258014332e-02,2.973527237306413884e+00
1.099819963992798577e+01,-2.879345808129791240e-01,-5.719076104417315509e-01,-3.838490805191954736e-02,2.994475733247612848e+00
1.100220044008801779e+01,-2.901986485855356235e-01,-5.598862061270243329e-01,-3.794180334970511520e-02,3.014943965328690023e+00
1.100620124024804980e+01,-2.924144587472954915e-01,-5.477838757777160339e-01,-3.749409987201390848e-02,3.034930033425466522e+00
1.101020204040808181e+01,-2.945816912139262445e-01,-5.356025529750277903e-01,-3.704209145437244860e-02,3.054432103331051085e+00
1.101420284056811383e+01,-2.967000337418516098e-01,-5.233441780172839453e-01,-3.658607361222584314e-02,3.073448403769410753e+00
1.101820364072814584e+01,-2.987691819468951682e-01,-5.110106977362854908e-01,-3.612634341681855016e-02,3.091977220936277693e+00
1.102220444088817786e+01,-3.007888393042804087e-01,-4.986040654973101782e-01,-3.566319949519433652e-02,3.110016891725184696e+00
1.102620524104820987e+01,-3.027587171486306739e-01,-4.861262411991126853e-01,-3.519694203019629181e-02,3.127565795286786354e+00
1.103020604120824188e+01,-3.046785346749679713e-01,-4.735791912796625258e-01,-3.472787274739960739e-02,3.144622342398768922e+00
1.103420684136827390e+01,-3.065480189294166879e-01,-4.609648888581174830e-01,-3.425629415199825389e-02,3.161184961126977999e+00
1.103820764152830591e+01,-3.083669046707339101e-01,-4.482853130413183562e-01,-3.378250996828504465e-02,3.177252078654611012e+00
1.104220844168833793e+01,-3.101349346193298939e-01,-4.355424494592523565e-01,-3.330682462252818749e-02,3.192822100952613873e+00
1.104620924184836994e+01,-3.118518595365196711e-01,-4.227382905675336477e-01,-3.282954275522914633e-02,3.207893384362377365e+00
1.105021004200840196e+01,-3.135174382245231040e-01,-4.098748356474037347e-01,-3.235096922112271067e-02,3.222464198378842237e+00
1.105421084216843397e+01,-3.151314375264649970e-01,-3.969540908057309636e-01,-3.187140908917691223e-02,3.236532677253740165e+00
1.105821164232846598e+01,-3.166936323263793152e-01,-3.839780689752402276e-01,-3.139116764257387365e-02,3.250096756932861375e+00
1.106221244248849800e+01,-3.182038056022301609e-01,-3.709487946574206996e-01,-3.091054984577229492e-02,3.263154093000911526e+00
1.106621324264853001e+01,-3.196617482226120077e-01,-3.578682976885529943e-01,-3.042986042087770029e-02,3.275701951034188042e+00
1.107021404280856203e+01,-3.210672592073453568e-01,-3.447386193741153182e-01,-2.994940365026289159e-02,3.287737068834620580e+00
1.107421484296859404e+01,-3.224201459295262251e-01,-3.315618210567257140e-01,-2.946948277738568531e-02,3.299255474921766407e+00
1.107821564312862606e+01,-3.237202241155265336e-01,-3.183399841161419497e-01,-2.899040000678891962e-02,3.310252249396849589e+00
1.108221644328865807e+01,-3.249673178449939415e-01,-3.050752099692616848e-01,-2.851245650410045088e-02,3.320721212431615221e+00
1.108621724344869008e+01,-3.261612595577441098e-01,-2.917696205698916967e-01,-2.803595238889856553e-02,3.330654519529805846e+00
1.109021804360872210e+01,-3.273018903459729567e-01,-2.784253826910862983e-01,-2.756118628329558631e-02,3.340042141167168577e+00
1.109421884376875411e+01,-3.283890596890809976e-01,-2.650446906970746475e-01,-2.708845534477449801e-02,3.348871183811992225e+00
1.109821964392878613e+01,-3.294226262293205032e-01,-2.516298092119457763e-01,-2.661805490731836837e-02,3.357125035317335637e+00
1.110222044408881814e+01,-3.304024581090230228e-01,-2.381830952252238509e-01,-2.615027822256172502e-02,3.364782274000790441e+00
1.110622124424885016e+01,-3.313284329705992737e-01,-2.247069980918677545e-01,-2.568541645979054849e-02,3.371815297839717562e+00
1.111022204440888217e+01,-3.322004381411101659e-01,-2.112040712029553957e-01,-2.522375866155914664e-02,3.378188641942185377e+00
1.111422284456891418e+01,-3.330183716293755869e-01,-1.976770402775920865e-01,-2.476559146810800721e-02,3.383856976632802827e+00
1.111822364472894620e+01,-3.337821423419629063e-01,-1.841288122593527365e-01,-2.431119907172186317e-02,3.388762786877623334e+00
1.112222444488897821e+01,-3.344916722904658912e-01,-1.705626002504060379e-01,-2.386086276254017341e-02,3.392833891350670594e+00
1.112622524504901023e+01,-3.351468968464061948e-01,-1.569819386952040208e-01,-2.341486087255000015e-02,3.395980999657731036e+00
1.113022604520904224e+01,-3.357477654233332887e-01,-1.433907085359333311e-01,-2.297346867931954542e-02,3.398095830681519214e+00
1.113422684536907425e+01,-3.362942440423512536e-01,-1.297932889900458853e-01,-2.253695823920526947e-02,3.399050665391972093e+00
1.113822764552910627e+01,-3.367863171479024698e-01,-1.161946052180401201e-01,-2.210559817214632211e-02,3.398700521353100079e+00
1.114222844568913828e+01,-3.372239916331731813e-01,-1.026001924301166851e-01,-2.167965287989724252e-02,3.396889658172788984e+00
1.114622924584917030e+01,-3.376072970713739352e-01,-8.901620124650240495e-02,-2.125938250447866051e-02,3.393464174786553489e+00
1.115023004600920231e+01,-3.379362871544092095e-01,-7.544936914230465641e-02,-2.084504274712382921e-02,3.388292130718320028e+00
1.115423084616923433e+01,-3.382110452841421977e-01,-6.190688800918919821e-02,-2.043688401794566817e-02,3.381290983609094081e+00
1.115823164632926634e+01,-3.384316835813913626e-01,-4.839608259528412754e-02,-2.003515080547722121e-02,3.372458962165275853e+00
1.116223244648929835e+01,-3.385983431730620330e-01,-3.492411312811879304e-02,-1.964008115740575183e-02,3.361903463511377588e+00
1.116623324664933037e+01,-3.387111929780867725e-01,-2.149747374020977847e-02,-1.925190598779670872e-02,3.349856091085072318e+00
1.117023404680936238e+01,-3.387704249590246519e-01,-8.121439799410299504e-03,-1.887084834898663036e-02,3.336664616783620918e+00
1.117423484696939440e+01,-3.387762500023031587e-01,5.200232668241551448e-03,-1.849710984213000231e-02,3.322758233899822056e+00
1.117823564712942641e+01,-3.387288899491299743e-01,1.846559783639534214e-02,-1.813061604413814670e-02,3.308591440555044727e+00
1.118223644728945843e+01,-3.386285710662208515e-01,3.167447306880832869e-02,-1.777089658286455306e-02,3.294582005523373436e+00
1.118623724744949044e+01,-3.384755170966590176e-01,4.482818121439212378e-02,-1.741747436464306104e-02,3.281060505918999670e+00
1.119023804760952245e+01,-3.382699442336209450e-01,5.792915011097829470e-02,-1.706988607834557942e-02,3.268242490230729658e+00
1.119423884776955447e+01,-3.380120574703495140e-01,7.098042695755668596e-02,-1.672768143790982764e-02,3.256226021779923929e+00
1.119823964792958648e+01,-3.377020492011328368e-01,8.398523711462055341e-02,-1.639042256034949421e-02,3.245008732160735487e+00
1.120224044808961850e+01,-3.373400989835423358e-01,9.694665610842750914e-02,-1.605768342560391637e-02,3.234514890458949132e+00
1.120624124824965051e+01,-3.369263750881230091e-01,1.098673392866093834e-01,-1.572904927005265921e-02,3.224623874233081278e+00
1.121024204840968252e+01,-3.364610360058936100e-01,1.227494259791040015e-01,-1.540411625486881597e-02,3.215194405260616506e+00
1.121424284856971454e+01,-3.359442325656224471e-01,1.355944628422662002e-01,-1.508249112975126004e-02,3.206082352043215344e+00
1.121824364872974655e+01,-3.353761111336537315e-01,1.484034506801016062e-01,-1.476379091811435076e-02,3.197152077709651152e+00
1.122224444888977857e+01,-3.347568149427137540e-01,1.611768763825639772e-01,-1.444764278678513023e-02,3.188282547590186589e+00
1.122624524904981058e+01,-3.340864858452717301e-01,1.739147721113042944e-01,-1.413368395224585267e-02,3.179369703962864335e+00
1.123024604920984260e+01,-3.333652663207110622e-01,1.866167572541372055e-01,-1.382156157076408660e-02,3.170326480400920133e+00
1.123424684936987461e+01,-3.325933014665002907e-01,1.992821677564591831e-01,-1.351093266867941026e-02,3.161081481583528419e+00
1.123824764952990662e+01,-3.317707398047198830e-01,2.119101030082901627e-01,-1.320146410860618957e-02,3.151577061220310227e+00
1.124224844968993864e+01,-3.308977332873339616e-01,2.244994261080373310e-01,-1.289283258940029063e-02,3.141767231500644630e+00
1.124624924984997065e+01,-3.299744386269074514e-01,2.370488260885031673e-01,-1.258472463286756070e-02,3.131615664431262491e+00
1.125025005001000267e+01,-3.290010184621097733e-01,2.495568735376830216e-01,-1.227683655044873971e-02,3.121093905113612177e+00
1.125425085017003468e+01,-3.279776413115269018e-01,2.620220420045528686e-01,-1.196887443419185348e-02,3.110179832542505185e+00
1.125825165033006670e+01,-3.269044820386737271e-01,2.744427358465340028e-01,-1.166055415454429582e-02,3.098856380461008975e+00
1.126225245049009871e+01,-3.257817218519945546e-01,2.868172902294931492e-01,-1.135160136035282853e-02,3.087110490212642055e+00
1.126625325065013072e+01,-3.246095486212271508e-01,2.991439880733962609e-01,-1.104175146099051902e-02,3.074932268878288966e+00
1.127025405081016274e+01,-3.233881573514555408e-01,3.114210843896519365e-01,-1.073074958307106488e-02,3.062314319756390457e+00
1.127425485097019475e+01,-3.221177500430377205e-01,3.236468079956962285e-01,-1.041835055647238016e-02,3.049251209143243546e+00
1.127825565113022677e+01,-3.207985358292251288e-01,3.358193724771147970e-01,-1.010431890487860883e-02,3.035739048713783639e+00
1.128225645129025878e+01,-3.194307309762185465e-01,3.479369761909794079e-01,-9.788428845777217419e-03,3.021775168032036163e+00
1.128625725145029079e+01,-3.180145589398177819e-01,3.599978062565924453e-01,-9.470464255191778785e-03,3.007357859219636165e+00
1.129025805161032281e+01,-3.165502505232315467e-01,3.720000465241850574e-01,-9.150218581309295732e-03,2.992486178945871433e+00
1.129425885177035482e+01,-3.150380437919113596e-01,3.839418778967906287e-01,-8.827494835174103452e-03,2.977159793020527800e+00
1.129825965193038684e+01,-3.134781840676432729e-01,3.958214822078782724e-01,-8.502105561812838691e-03,2.961378856185377106e+00
1.130226045209041885e+01,-3.118709239288233181e-01,4.076370422555469775e-01,-8.173872839961906014e-03,2.945143919226337115e+00
1.130626125225045087e+01,-3.102165232085480895e-01,4.193867428522221608e-01,-7.842628236597662394e-03,2.928455856978615657e+00
1.131026205241048288e+01,-3.085152490432621075e-01,4.310687732316742515e-01,-7.508212676882555434e-03,2.911315812981665641e+00
1.131426285257051489e+01,-3.067673758114063398e-01,4.426813274560782996e-01,-7.170476436610515383e-03,2.893725155996986320e+00
1.131826365273054691e+01,-3.049731850661821508e-01,4.542226060915540709e-01,-6.829279091368253840e-03,2.875685446187703498e+00
1.132226445289057892e+01,-3.031329655349088714e-01,4.656908162402745299e-01,-6.484489515363713041e-03,2.857198409695975272e+00
1.132626525305061094e+01,-3.012470131040346222e-01,4.770841718756035355e-01,-6.135985834962249565e-03,2.838265918935972021e+00
1.133026605321064295e+01,-2.993156308277665212e-01,4.884008946788336303e-01,-5.783655252497015876e-03,2.818889977541188863e+00
1.133426685337067497e+01,-2.973391288834618118e-01,4.996392143848868983e-01,-5.427394039473685920e-03,2.799072708558784761e+00
1.133826765353070698e+01,-2.953178244621793569e-01,5.107973699120001987e-01,-5.067107458737441644e-03,2.778816344670204330e+00
1.134226845369073899e+01,-2.932520417655971046e-01,5.218736094026500405e-01,-4.702709760462454522e-03,2.758123221699690930e+00
1.134626925385077101e+01,-2.911421119913477629e-01,5.328661903648175269e-01,-4.334124145283070259e-03,2.736995773637032947e+00
1.135027005401080302e+01,-2.889883733157447843e-01,5.437733801236888098e-01,-3.961282542595338449e-03,2.715436528724512133e+00
1.135427085417083504e+01,-2.867911708769800283e-01,5.545934560050618245e-01,-3.584125598335734762e-03,2.693448106775123474e+00
1.135827165433086705e+01,-2.845508566222391678e-01,5.653247064180002557e-01,-3.202602566967718140e-03,2.671033215820936224e+00
1.136227245449089907e+01,-2.822677892976271363e-01,5.759654309328562372e-01,-2.816671299064489944e-03,2.648194650879529100e+00
1.136627325465093108e+01,-2.799423344392788504e-01,5.865139403416690378e-01,-2.426298221533742215e-03,2.624935293194306407e+00
1.137027405481096309e+01,-2.775748643303243002e-01,5.969685570756296800e-01,-2.031458086317512908e-03,2.601258109259219520e+00
1.137427485497099511e+01,-2.751657580235122302e-01,6.073276151859297034e-01,-1.632133931113884367e-03,2.577166150989539162e+00
1.137827565513102712e+01,-2.727154011471322193e-01,6.175894614831205498e-01,-1.228316949026469953e-03,2.552662553873256801e+00
1.138227645529105736e+01,-2.702241858761506021e-01,6.277524557130693683e-01,-8.200064541091674469e-04,2.527750537018482291e+00
1.138627725545108937e+01,-2.676925109303224248e-01,6.378149705676210424e-01,-4.072098776967035213e-04,2.502433403625918373e+00
1.139027805561112139e+01,-2.651207815119883682e-01,6.477753921056426112e-01,1.005746873470274695e-05,2.476714540719850088e+00
1.139427885577115340e+01,-2.625094093569320663e-01,6.576321196430078286e-01,4.317725122766516259e-04,2.450597420184670305e+00
1.139827965593118542e+01,-2.598588125307763064e-01,6.673835668008404332e-01,8.579045343636323810e-04,2.424085597340276621e+00
1.140228045609121743e+01,-2.571694153538632288e-01,6.770281619011876417e-01,1.288415257416266691e-03,2.397182710849865561e+00
1.140628125625124945e+01,-2.544416484012543278e-01,6.865643479670205940e-01,1.723258844841307671e-03,2.369892483482068712e+00
1.141028205641128146e+01,-2.516759484510914802e-01,6.959905830086045020e-01,2.162382049836625297e-03,2.342218722222916050e+00
1.141428285657131347e+01,-2.488727585017740385e-01,7.053053401355851015e-01,2.605724499451917992e-03,2.314165318930757831e+00
1.141828365673134549e+01,-2.460325276543224859e-01,7.145071081073947061e-01,3.053218719359888401e-03,2.285736249921328511e+00
1.142228445689137750e+01,-2.431557109287822149e-01,7.235943921870774398e-01,3.504790330555899308e-03,2.256935574713657022e+00
1.142628525705140952e+01,-2.402427692626687705e-01,7.325657141488608470e-01,3.960358051853053729e-03,2.227767436762589259e+00
1.143028605721144153e+01,-2.372941694921300859e-01,7.414196123632037505e-01,4.419833736014871194e-03,2.198236063970939735e+00
1.143428685737147354e+01,-2.343103842620911370e-01,7.501546423244782602e-01,4.883122768853108940e-03,2.168345768105881533e+00
1.143828765753150556e+01,-2.312918921425435592e-01,7.587693762804349484e-01,5.350124044214270638e-03,2.138100946667060853e+00
1.144228845769153757e+01,-2.282391772758180226e-01,7.672624046718065083e-01,5.820730266635510200e-03,2.107506079750083750e+00
1.144628925785156959e+01,-2.251527293180232980e-01,7.756323363781951752e-01,6.294828023913739620e-03,2.076565730027599255e+00
1.145029005801160160e+01,-2.220330434390462571e-01,7.838777987180721718e-01,6.772297787105628977e-03,2.045284543357467122e+00
1.145429085817163362e+01,-2.188806202909822363e-01,7.919974375732855565e-01,7.253013969714281091e-03,2.013667248989067016e+00
1.145829165833166563e+01,-2.156959658776689825e-01,7.999899180474758786e-01,7.736845465816791396e-03,1.981718658265745114e+00
1.146229245849169764e+01,-2.124795917761745367e-01,8.078539237645606663e-01,8.223655476827088084e-03,1.949443667510732059e+00
1.146629325865172966e+01,-2.092320146602395514e-01,8.155881585757391861e-01,8.713301946827036598e-03,1.916847253334874601e+00
1.147029405881176167e+01,-2.059537562227008178e-01,8.231913468460744232e-01,9.205637662531783796e-03,1.883934472202795751e+00
1.147429485897179369e+01,-2.026453431754913770e-01,8.306622334544931929e-01,9.700510253289756218e-03,1.850710460836213489e+00
1.147829565913182570e+01,-1.993073072496404363e-01,8.379995837937865844e-01,1.019776219108266962e-02,1.817180436582628511e+00
1.148229645929185772e+01,-1.959401850289765046e-01,8.452021843486713371e-01,1.069723114079979345e-02,1.783349695738692064e+00
1.148629725945188973e+01,-1.925445180560364788e-01,8.522688426161536546e-01,1.119875037367007962e-02,1.749223614469358479e+00
1.149029805961192174e+01,-1.891208528387354759e-01,8.591983870646190402e-01,1.170214852825133059e-02,1.714807649373074616e+00
1.149429885977195376e+01,-1.856697403039791472e-01,8.659896688367729745e-01,1.220725023745648091e-02,1.680107331623913014e+00
1.149829965993198577e+01,-1.821917357893942380e-01,8.726415617762700583e-01,1.271387614068796024e-02,1.645128267043040271e+00
1.150230046009201779e+01,-1.786873990433284765e-01,8.791529624277140131e-01,1.322184288383769155e-02,1.609876136226994214e+00
1.150630126025204980e+01,-1.751572942248506570e-01,8.855227900366576810e-01,1.373096311928708943e-02,1.574356694637927045e+00
1.151030206041208181e+01,-1.716019898188219650e-01,8.917499867857722196e-01,1.424104567419770193e-02,1.538575771639261403e+00
1.151430286057211383e+01,-1.680220584007764140e-01,8.978335186367820686e-01,1.475189652756956661e-02,1.502539267169418880e+00
1.151830366073214584e+01,-1.644180771492207427e-01,9.037723740783804027e-01,1.526331803349761061e-02,1.466253157594275214e+00
1.152230446089217786e+01,-1.607906270407488958e-01,9.095655661558808003e-01,1.577510974786357906e-02,1.429723486783660791e+00
1.152630526105220987e+01,-1.571402927424656870e-01,9.152121327526535621e-01,1.628706858433803806e-02,1.392956364758613841e+00
1.153030606121224189e+01,-1.534676626119868548e-01,9.207111365901257116e-01,1.679898881438036951e-02,1.355957967528821584e+00
1.153430686137227390e+01,-1.497733286974390066e-01,9.260616652277807725e-01,1.731066206723878148e-02,1.318734536891929210e+00
1.153830766153230591e+01,-1.460578867374596745e-01,9.312628310631592132e-01,1.782187732995029958e-02,1.281292380194803737e+00
1.154230846169233793e+01,-1.423219359734712308e-01,9.363137717557689088e-01,1.833242142157357618e-02,1.243637867705667865e+00
1.154630926185236994e+01,-1.385660791358642452e-01,9.412136505020474164e-01,1.884207976482462493e-02,1.205777431370574027e+00
1.155031006201240196e+01,-1.347909225675729683e-01,9.459616557647124724e-01,1.935063563329212158e-02,1.167717566445646282e+00
1.155431086217243397e+01,-1.309970755442737833e-01,9.505570026181553445e-01,1.985787104073844650e-02,1.129464823421029829e+00
1.155831166233246599e+01,-1.271851502559104563e-01,9.549989327866698074e-01,2.036356677430206305e-02,1.091025807358993571e+00
1.156231246249249800e+01,-1.233557618066940670e-01,9.592867146444518101e-01,2.086750239449750369e-02,1.052407177414507622e+00
1.156631326265253001e+01,-1.195095282151030364e-01,9.634196432155996970e-01,2.136945623521538384e-02,1.013615646321137431e+00
1.157031406281256203e+01,-1.156470703687033641e-01,9.673970402456724127e-01,2.186920550220314979e-02,9.746579792928343755e-01
1.157431486297259404e+01,-1.117690117319143639e-01,9.712182547664595100e-01,2.236652732521240625e-02,9.355409894616059097e-01
1.157831566313262606e+01,-1.078759787271691001e-01,9.748826626391452477e-01,2.286119813398495085e-02,8.962715416826106951e-01
1.158231646329265807e+01,-1.039686000494756540e-01,9.783896675222002459e-01,2.335299426916464041e-02,8.568565444268495535e-01
1.158631726345269009e+01,-1.000475065255290591e-01,9.817387010787336221e-01,2.384169219989432445e-02,8.173029474634150304e-01
1.159031806361272210e+01,-9.611333111371123117e-02,9.849292229764927686e-01,2.432706852381583823e-02,7.776177411361263614e-01
1.159431886377275411e+01,-9.216670890409099648e-02,9.879607208878632418e-01,2.480889996707000625e-02,7.378079556115482163e-01
1.159831966393278613e+01,-8.820827707460246470e-02,9.908327105341968588e-01,2.528696347365565894e-02,6.978806595723231476e-01
1.160232046409281814e+01,-8.423867463296193236e-02,9.935447360101631320e-01,2.576103709774571829e-02,6.578429559359799672e-01
1.160632126425285016e+01,-8.025854271478741198e-02,9.960963695922676608e-01,2.623089954635581672e-02,6.177019844468452092e-01
1.161032206441288217e+01,-7.626852393289684784e-02,9.984872123486545625e-01,2.669633073711649013e-02,5.774649137607364979e-01
1.161432286457291418e+01,-7.226926225703361739e-02,1.000716894253096623e+00,2.715711197002354874e-02,5.371389391807408487e-01
1.161832366473294620e+01,-6.826140301386648956e-02,1.002785074184994851e+00,2.761302592743807710e-02,4.967312817433988670e-01
1.162232446489297821e+01,-6.424559288698970805e-02,1.004691439929379149e+00,2.806385667408642370e-02,4.562491872845636509e-01
1.162632526505301023e+01,-6.022247979722240158e-02,1.006435708231942172e+00,2.850938991462598562e-02,4.156999240348984159e-01
1.163032606521304224e+01,-5.619271282586059402e-02,1.008017624882109331e+00,2.894941360461530597e-02,3.750907802677933556e-01
1.163432686537307426e+01,-5.215694221073723796e-02,1.009436964789841573e+00,2.938371762766322018e-02,3.344290635880722840e-01
1.163832766553310627e+01,-4.811581880721677029e-02,1.010693532234046899e+00,2.981209435375158784e-02,2.937220939901700190e-01
1.164232846569313828e+01,-4.406999406955919296e-02,1.011787160870777358e+00,3.023433866662474101e-02,2.529772026202596891e-01
1.164632926585317030e+01,-4.002012005092003832e-02,1.012717713733228386e+00,3.065024796378948077e-02,2.122017307398124109e-01
1.165033006601320231e+01,-3.596684937703521073e-02,1.013485083228772510e+00,3.105962220259741655e-02,1.714030283708134483e-01
1.165433086617323433e+01,-3.191083503464370308e-02,1.014089191104603938e+00,3.146226451278137659e-02,1.305884505226382331e-01
1.165833166633326634e+01,-2.785273052951161774e-02,1.014529988528664939e+00,3.185798102856669117e-02,8.976535786299663644e-02
1.166233246649329836e+01,-2.379318934874509808e-02,1.014807456126899821e+00,3.224658125384625984e-02,4.894110992584645159e-02
1.166633326665333037e+01,-1.973286485142543636e-02,1.014921603978510944e+00,3.262787819167860259e-02,8.123062815048799623e-03
1.167033406681336238e+01,-1.567241026860907022e-02,1.014872471615959837e+00,3.300168834428790499e-02,-3.268143187678269196e-02
1.167433486697339440e+01,-1.161247869181284038e-02,1.014660128014663432e+00,3.336783173859070306e-02,-7.346502829022955039e-02
1.167833566713342641e+01,-7.553722925639205603e-03,1.014284671444130703e+00,3.372613238758057075e-02,-1.142203893015272254e-01
1.168233646729345843e+01,-3.496795425291909787e-03,1.013746229537673793e+00,3.407641830317999221e-02,-1.549401882428512178e-01
1.168633726745349044e+01,5.576520420885293372e-04,1.013044959184113303e+00,3.441852168190801670e-02,-1.956171135320903809e-01
1.169033806761352245e+01,4.608968462150236228e-03,1.012181046486005265e+00,3.475227899177681101e-02,-2.362438704748675566e-01
1.169433886777355447e+01,8.656503595710797819e-03,1.011154706736884457e+00,3.507753100337000773e-02,-2.768131825835699056e-01
1.169833966793358648e+01,1.269960807727771659e-02,1.009966184282111490e+00,3.539412305594118874e-02,-3.173177938746160054e-01
1.170234046809361850e+01,1.673763347435770765e-02,1.008615752503916996e+00,3.570190512055994303e-02,-3.577504705701843868e-01
1.170634126825365051e+01,2.076993263320534716e-02,1.007103713587971239e+00,3.600073200553118025e-02,-3.981040057698237988e-01
1.171034206841368253e+01,2.479585971486648541e-02,1.005430398494161714e+00,3.629046338730783361e-02,-4.383712208626250884e-01
1.171434286857371454e+01,2.881477024299326437e-02,1.003596166891420616e+00,3.657096386221810047e-02,-4.785449670609909778e-01
1.171834366873374655e+01,3.282602116902426370e-02,1.001601406989057308e+00,3.684210316970924770e-02,-5.186181272569437839e-01
1.172234446889377857e+01,3.682897094157342593e-02,9.994465354909111143e-01,3.710375623093047082e-02,-5.585836177259330126e-01
1.172634526905381058e+01,4.082297988640471581e-02,9.971319972096959194e-01,3.735580334612558645e-02,-5.984343930405184864e-01
1.173034606921384260e+01,4.480741022686990371e-02,9.946582650438932083e-01,3.759813020866185213e-02,-6.381634472230091060e-01
1.173434686937387461e+01,4.878162610268275967e-02,9.920258399453356635e-01,3.783062791896880939e-02,-6.777638148597786572e-01
1.173834766953390663e+01,5.274499372001375391e-02,9.892352505679768981e-01,3.805319319895805047e-02,-7.172285736804568934e-01
1.174234846969393864e+01,5.669688121134816572e-02,9.862870534386738441e-01,3.826572839490854916e-02,-7.565508440467774154e-01
1.174634926985397065e+01,6.063665912447815248e-02,9.831818323151808592e-01,3.846814164453039170e-02,-7.957237947868475159e-01
1.175035007001400267e+01,6.456370052431383011e-02,9.799201980346928798e-01,3.866034692749178298e-02,-8.347406450630716623e-01
1.175435087017403468e+01,6.847738099288322444e-02,9.765027885138459762e-01,3.884226406541910898e-02,-8.735946651588808454e-01
1.175835167033406670e+01,7.237707867980110177e-02,9.729302686288487934e-01,3.901381875265560323e-02,-9.122791777623076026e-01
1.176235247049409871e+01,7.626217442245371292e-02,9.692033297435806993e-01,3.917494275603292803e-02,-9.507875600600593780e-01
1.176635327065413072e+01,8.013205162421305205e-02,9.653226900009324041e-01,3.932557386591747223e-02,-9.891132431954627879e-01
1.177035407081416274e+01,8.398609679069531098e-02,9.612890933776816471e-01,3.946565602241104698e-02,-1.027249718327377437e+00
1.177435487097419475e+01,8.782369958433110246e-02,9.571033095751803055e-01,3.959513933574247690e-02,-1.065190537814662664e+00
1.177835567113422677e+01,9.164425282436544640e-02,9.527661340193553929e-01,3.971398008626758624e-02,-1.102929315812049227e+00
1.178235647129425878e+01,9.544715250890659086e-02,9.482783877971763253e-01,3.982214073085701272e-02,-1.140459729053821425e+00
1.178635727145429080e+01,9.923179800839580789e-02,9.436409169020381071e-01,3.991959003069008721e-02,-1.177775519381564884e+00
1.179035807161432281e+01,1.029975918000316515e-01,9.388545928361288206e-01,4.000630304757425704e-02,-1.214870491637091376e+00
1.179435887177435482e+01,1.067439400218457707e-01,9.339203114616315693e-01,4.008226115741397866e-02,-1.251738519552034301e+00
1.179835967193438684e+01,1.104702526075350966e-01,9.288389926687172782e-01,4.014745206988907383e-02,-1.288373547495867300e+00
1.180236047209441885e+01,1.141759432864619256e-01,9.236115803755438058e-01,4.020186982845468798e-02,-1.324769590850892520e+00
1.180636127225445087e+01,1.178604295836538363e-01,9.182390425282568325e-01,4.024551481034133876e-02,-1.360920736350406113e+00
1.181036207241448288e+01,1.215231329389337145e-01,9.127223706372071810e-01,4.027839372810109592e-02,-1.396821143530976528e+00
1.181436287257451490e+01,1.251634786783798747e-01,9.070625794161775168e-01,4.030051969619089652e-02,-1.432465044757283534e+00
1.181836367273454691e+01,1.287808960239146261e-01,9.012607070646305729e-01,4.031191219642474982e-02,-1.467846745523362806e+00
1.182236447289457892e+01,1.323748186012696781e-01,8.953178138401978181e-01,4.031259701235069548e-02,-1.502960629500890377e+00
1.182636527305461094e+01,1.359446844527301690e-01,8.892349820178859776e-01,4.030260622823150091e-02,-1.537801158798428380e+00
1.183036607321464295e+01,1.394899360371346653e-01,8.830133158900763668e-01,4.028197822904468900e-02,-1.572362874059848981e+00
1.183436687337467497e+01,1.430100202298751899e-01,8.766539417665247802e-01,4.025075770048252427e-02,-1.606640394524576188e+00
1.183836767353470698e+01,1.465043884882235026e-01,8.701580071700106833e-01,4.020899555212497506e-02,-1.640628419553491701e+00
1.184236847369473900e+01,1.499724966803853698e-01,8.635266809575968816e-01,4.015674896819031170e-02,-1.674321726984996817e+00
1.184636927385477101e+01,1.534138052564991972e-01,8.567611531787916457e-01,4.009408135488441022e-02,-1.707715174702602923e+00
1.185037007401480302e+01,1.568277796704004301e-01,8.498626336271003501e-01,4.002106216835565888e-02,-1.740803704428779408e+00
1.185437087417483504e+01,1.602138903810257919e-01,8.428323518345013365e-01,3.993776691409454960e-02,-1.773582341594422962e+00
1.185837167433486705e+01,1.635716128524132840e-01,8.356715570714464691e-01,3.984427714693365707e-02,-1.806046195158103940e+00
1.186237247449489907e+01,1.669004275537022131e-01,8.283815183468606902e-01,3.974068047104765966e-02,-1.838190457388409138e+00
1.186637327465493108e+01,1.701998200758953195e-01,8.209635237506277550e-01,3.962707041702112631e-02,-1.870010404593772879e+00
1.187037407481496309e+01,1.734692810680609210e-01,8.134188800288588705e-01,3.950354635892110167e-02,-1.901501396096511698e+00
1.187437487497499511e+01,1.767083061924738796e-01,8.057489132884840810e-01,3.937021363619574998e-02,-1.932658873629353069e+00
1.187837567513502712e+01,1.799163966460483322e-01,7.979549669542015389e-01,3.922718316911875946e-02,-1.963478365576430074e+00
