t,X,Y,E,C,dX_dt
3.219843968793758648e+01,5.923474799045822525e-01,1.634676464820196795e+00,8.659406309090393883e-01,1.207176610022625551e+00,3.752175706740398797e-05
3.221444288857771454e+01,5.923480899209556672e-01,1.634675534031773569e+00,8.659399502809234095e-01,1.207176840521626326e+00,3.873400732577747529e-05
3.223044608921784260e+01,5.923487191318119738e-01,1.634674610247282889e+00,8.659392793767644037e-01,1.207177066301060364e+00,3.992041301216150972e-05
3.224644928985797065e+01,5.923493671287717310e-01,1.634673693730958277e+00,8.659386183442631113e-01,1.207177287325016612e+00,4.108079537117753643e-05
3.226245249049809871e+01,5.923500335002834793e-01,1.634672784741066698e+00,8.659379673253876364e-01,1.207177503559950571e+00,4.221498839498960542e-05
3.227845569113822677e+01,5.923507178316229638e-01,1.634671883529908776e+00,8.659373264563732242e-01,1.207177714974684291e+00,4.332283882210047343e-05
3.229445889177835483e+01,5.923514197048936891e-01,1.634670990343818131e+00,8.659366958677221504e-01,1.207177921540405929e+00,4.440420614078288697e-05
3.231046209241848288e+01,5.923521386990269200e-01,1.634670105423162045e+00,8.659360756842039430e-01,1.207178123230670863e+00,4.545896258518686284e-05
3.232646529305861094e+01,5.923528743897814586e-01,1.634669229002341684e+00,8.659354660248552715e-01,1.207178320021400575e+00,4.648699313722706727e-05
3.234246849369873900e+01,5.923536263497435339e-01,1.634668361309790763e+00,8.659348670029798356e-01,1.207178511890882877e+00,4.748819552827590607e-05
3.235847169433886705e+01,5.923543941483271347e-01,1.634667502567977104e+00,8.659342787261484764e-01,1.207178698819772800e+00,4.846248023657531712e-05
3.237447489497899511e+01,5.923551773517741204e-01,1.634666652993401970e+00,8.659337012961993985e-01,1.207178880791091258e+00,4.940977048779535141e-05
3.239047809561912317e+01,5.923559755231534441e-01,1.634665812796599615e+00,8.659331348092377256e-01,1.207179057790225718e+00,5.033000225717482179e-05
3.240648129625925122e+01,5.923567882223621517e-01,1.634664982182138182e+00,8.659325793556359452e-01,1.207179229804930642e+00,5.122312426670758145e-05
3.242248449689937928e+01,5.923576150061247159e-01,1.634664161348619027e+00,8.659320350200334637e-01,1.207179396825326601e+00,5.208909798871605434e-05
3.243848769753950734e+01,5.923584554279930359e-01,1.634663350488677169e+00,8.659315018813368292e-01,1.207179558843900935e+00,5.292789764175034883e-05
3.245449089817963539e+01,5.923593090383469928e-01,1.634662549788980623e+00,8.659309800127200640e-01,1.207179715855507096e+00,5.373951019511588600e-05
3.247049409881976345e+01,5.923601753843938944e-01,1.634661759430231065e+00,8.659304694816238879e-01,1.207179867857365529e+00,5.452393536544558605e-05
3.248649729945989151e+01,5.923610540884282072e-01,1.634660979607833964e+00,8.659299703826317529e-01,1.207180014832417214e+00,5.528109414043927416e-05
3.250250050010001956e+01,5.923619447940430272e-01,1.634660210531530211e+00,8.659294828267479760e-01,1.207180156756196610e+00,5.601086725188011983e-05
3.251850370074014762e+01,5.923628470368919041e-01,1.634659452384846112e+00,8.659290068816012376e-01,1.207180293626438639e+00,5.671325755482459208e-05
3.253450690138027568e+01,5.923637603550847563e-01,1.634658705345021668e+00,8.659285426099015970e-01,1.207180425442643923e+00,5.738827725825651482e-05
3.255051010202040374e+01,5.923646842898350195e-01,1.634657969583154680e+00,8.659280900696896266e-01,1.207180552205949331e+00,5.803594721784377519e-05
3.256651330266053179e+01,5.923656183854586477e-01,1.634657245264201197e+00,8.659276493143358566e-01,1.207180673919128644e+00,5.865629693529994526e-05
3.258251650330065985e+01,5.923665621893754452e-01,1.634656532546975072e+00,8.659272203925412192e-01,1.207180790586592334e+00,5.924936455744406194e-05
3.259851970394078791e+01,5.923675152521079568e-01,1.634655831584147512e+00,8.659268033483370486e-01,1.207180902214387563e+00,5.981519687903169569e-05
3.261452290458091596e+01,5.923684771272821337e-01,1.634655142522248639e+00,8.659263982210846367e-01,1.207181008810197964e+00,6.035384934026388759e-05
3.263052610522104402e+01,5.923694473716271114e-01,1.634654465501665488e+00,8.659260050454757884e-01,1.207181110383343858e+00,6.086538602760246941e-05
3.264652930586117208e+01,5.923704255449750988e-01,1.634653800656644007e+00,8.659256238515325999e-01,1.207181206944782481e+00,6.134987967407537490e-05
3.266253250650130013e+01,5.923714112102614893e-01,1.634653148115287058e+00,8.659252546646070137e-01,1.207181298507107758e+00,6.180741166152137200e-05
3.267853570714142819e+01,5.923724039335251934e-01,1.634652507999556192e+00,8.659248975053817077e-01,1.207181385084549641e+00,6.223807201633999031e-05
3.269453890778155625e+01,5.923734032839078623e-01,1.634651880425270543e+00,8.659245523898694286e-01,1.207181466692975658e+00,6.264195941330097384e-05
3.271054210842168430e+01,5.923744088336545532e-01,1.634651265502107265e+00,8.659242193294131029e-01,1.207181543349889363e+00,6.301918117452079415e-05
3.272654530906181236e+01,5.923754201581136192e-01,1.634650663333601317e+00,8.659238983306860593e-01,1.207181615074431447e+00,6.336985326836283572e-05
3.274254850970194042e+01,5.923764368357363752e-01,1.634650074017145682e+00,8.659235893956918062e-01,1.207181681887378843e+00,6.369410031276459550e-05
3.275855171034206847e+01,5.923774584480774319e-01,1.634649497643990923e+00,8.659232925217641430e-01,1.207181743811145180e+00,6.399205557158088586e-05
3.277455491098219653e+01,5.923784845797946952e-01,1.634648934299246292e+00,8.659230077015671601e-01,1.207181800869781219e+00,6.426386095700897805e-05
3.279055811162232459e+01,5.923795148186490334e-01,1.634648384061878401e+00,8.659227349230950166e-01,1.207181853088973744e+00,6.450966702905430727e-05
3.280656131226245265e+01,5.923805487555047211e-01,1.634647847004711441e+00,8.659224741696723848e-01,1.207181900496046900e+00,6.472963299651579572e-05
3.282256451290258070e+01,5.923815859843289955e-01,1.634647323194428514e+00,8.659222254199540059e-01,1.207181943119960854e+00,6.492392671522684289e-05
3.283856771354270876e+01,5.923826261021926110e-01,1.634646812691569639e+00,8.659219886479250228e-01,1.207181980991312908e+00,6.509272469067822753e-05
3.285457091418283682e+01,5.923836687092691733e-01,1.634646315550533302e+00,8.659217638229007585e-01,1.207182014142336834e+00,6.523621207541255296e-05
3.287057411482296487e+01,5.923847134088356947e-01,1.634645831819575790e+00,8.659215509095268271e-01,1.207182042606903094e+00,6.535458267142163491e-05
3.288657731546309293e+01,5.923857598072723718e-01,1.634645361540811415e+00,8.659213498677791332e-01,1.207182066420518840e+00,6.544803892871708939e-05
3.290258051610322099e+01,5.923868075140623635e-01,1.634644904750212291e+00,8.659211606529636507e-01,1.207182085620327694e+00,6.551679194700607556e-05
3.291858371674334904e+01,5.923878561417923461e-01,1.634644461477608335e+00,8.659209832157168663e-01,1.207182100245110412e+00,6.556106147345003299e-05
3.293458691738347710e+01,5.923889053061519583e-01,1.634644031746687487e+00,8.659208175020053355e-01,1.207182110335283998e+00,6.558107590590514513e-05
3.295059011802360516e+01,5.923899546259341342e-01,1.634643615574995712e+00,8.659206634531260161e-01,1.207182115932902366e+00,6.557707228979983705e-05
3.296659331866373321e+01,5.923910037230348813e-01,1.634643212973936777e+00,8.659205210057059343e-01,1.207182117081655903e+00,6.554929632114278593e-05
3.298259651930386127e+01,5.923920522224535024e-01,1.634642823948772472e+00,8.659203900917027408e-01,1.207182113826871905e+00,6.549800234340041882e-05
3.299859971994398933e+01,5.923930997522924846e-01,1.634642448498622169e+00,8.659202706384038217e-01,1.207182106215513917e+00,6.542345335128207928e-05
3.301460292058411738e+01,5.923941459437574997e-01,1.634642086616463708e+00,8.659201625684272985e-01,1.207182094296182617e+00,6.532592098740588882e-05
3.303060612122424544e+01,5.923951904358314424e-01,1.634641738295435465e+00,8.659200658060332012e-01,1.207182078116449064e+00,6.520567114404532405e-05
3.304660932186437350e+01,5.923962329054904830e-01,1.634641403582281383e+00,8.659199803288207820e-01,1.207182057701428501e+00,6.506284847593302167e-05
3.306261252250450156e+01,5.923972729869513287e-01,1.634641082479169727e+00,8.659199060678709481e-01,1.207182033096309226e+00,6.489770630821803388e-05
3.307861572314462961e+01,5.923983103074577095e-01,1.634640774968852517e+00,8.659198429362560123e-01,1.207182004353561044e+00,6.471053710856849994e-05
3.309461892378475767e+01,5.923993445005411029e-01,1.634640481029982162e+00,8.659197908447480163e-01,1.207181971526215980e+00,6.450163615297904718e-05
3.311062212442488573e+01,5.924003752060210681e-01,1.634640200637112351e+00,8.659197497018178424e-01,1.207181934667870049e+00,6.427130152465709845e-05
3.312662532506501378e+01,5.924014020700049121e-01,1.634639933760697827e+00,8.659197194136359910e-01,1.207181893832681707e+00,6.401983411437328630e-05
3.314262852570514184e+01,5.924024247448878011e-01,1.634639680367094172e+00,8.659196998840720250e-01,1.207181849075372959e+00,6.374753762156126768e-05
3.315863172634526990e+01,5.924034428893529824e-01,1.634639440418557799e+00,8.659196910146950144e-01,1.207181800451228915e+00,6.345471855252401983e-05
3.317463492698539795e+01,5.924044561683714516e-01,1.634639213873246621e+00,8.659196927047729808e-01,1.207181748016097345e+00,6.314168622180080237e-05
3.319063812762552601e+01,5.924054642532019521e-01,1.634639000685218946e+00,8.659197048512734529e-01,1.207181691826389347e+00,6.280875275270492164e-05
3.320664132826565407e+01,5.924064668213915308e-01,1.634638800804434577e+00,8.659197273488632440e-01,1.207181631939079347e+00,6.245623307542247371e-05
3.322264452890578212e+01,5.924074635567747604e-01,1.634638614176753491e+00,8.659197600899083413e-01,1.207181568411704653e+00,6.208444493025974675e-05
3.323864772954591018e+01,5.924084541494741840e-01,1.634638440743937826e+00,8.659198029644740169e-01,1.207181501302365456e+00,6.169370886295599821e-05
3.325465093018603824e+01,5.924094382959003147e-01,1.634638280443649450e+00,8.659198558603249385e-01,1.207181430669725275e+00,6.128434823036640888e-05
3.327065413082616629e+01,5.924104156987515246e-01,1.634638133209452171e+00,8.659199186629249478e-01,1.207181356573010955e+00,6.085668919544179323e-05
3.328665733146629435e+01,5.924113860670141563e-01,1.634637998970810413e+00,8.659199912554370604e-01,1.207181279072012225e+00,6.041106073002497356e-05
3.330266053210642241e+01,5.924123491159621890e-01,1.634637877653089433e+00,8.659200735187236875e-01,1.207181198227081476e+00,5.994779461540589161e-05
3.331866373274655047e+01,5.924133045671576836e-01,1.634637769177555544e+00,8.659201653313466363e-01,1.207181114099135089e+00,5.946722544019483747e-05
3.333466693338667852e+01,5.924142521484505597e-01,1.634637673461376339e+00,8.659202665695668877e-01,1.207181026749651664e+00,5.896969060156104225e-05
3.335067013402680658e+01,5.924151915939788182e-01,1.634637590417619801e+00,8.659203771073444855e-01,1.207180936240673352e+00,5.845553030554492824e-05
3.336667333466693464e+01,5.924161226441678751e-01,1.634637519955255414e+00,8.659204968163392024e-01,1.207180842634805629e+00,5.792508756620462496e-05
3.338267653530706269e+01,5.924170450457315606e-01,1.634637461979153716e+00,8.659206255659095408e-01,1.207180745995216409e+00,5.737870820646598369e-05
3.339867973594719075e+01,5.924179585516713420e-01,1.634637416390085418e+00,8.659207632231137319e-01,1.207180646385637379e+00,5.681674085769930493e-05
3.341468293658731881e+01,5.924188629212764345e-01,1.634637383084723172e+00,8.659209096527090699e-01,1.207180543870362666e+00,5.623953695961525501e-05
3.343068613722744686e+01,5.924197579201242458e-01,1.634637361955640245e+00,8.659210647171522446e-01,1.207180438514250165e+00,5.564745076068466911e-05
3.344668933786757492e+01,5.924206433200798205e-01,1.634637352891310291e+00,8.659212282765991198e-01,1.207180330382720213e+00,5.504083931849590439e-05
3.346269253850770298e+01,5.924215188992963954e-01,1.634637355776109136e+00,8.659214001889047330e-01,1.207180219541756916e+00,5.442006249773215232e-05
3.347869573914783103e+01,5.924223844422147334e-01,1.634637370490312547e+00,8.659215803096236286e-01,1.207180106057906821e+00,5.378548297320026594e-05
3.349469893978795909e+01,5.924232397395637895e-01,1.634637396910097573e+00,8.659217684920096358e-01,1.207179989998280023e+00,5.313746622779766393e-05
3.351070214042808715e+01,5.924240845883601558e-01,1.634637434907542541e+00,8.659219645870155357e-01,1.207179871430549500e+00,5.247638055243253330e-05
3.352670534106821520e+01,5.924249187919086168e-01,1.634637484350626613e+00,8.659221684432937272e-01,1.207179750422951336e+00,5.180259704710976632e-05
3.354270854170834326e+01,5.924257421598014828e-01,1.634637545103229561e+00,8.659223799071957828e-01,1.207179627044284942e+00,5.111648962040013511e-05
3.355871174234847132e+01,5.924265545079193673e-01,1.634637617025132439e+00,8.659225988227724491e-01,1.207179501363912610e+00,5.041843498951315006e-05
3.357471494298859938e+01,5.924273556584302991e-01,1.634637699972017577e+00,8.659228250317738684e-01,1.207179373451759741e+00,4.970881267957194538e-05
3.359071814362872743e+01,5.924281454303074179e-01,1.634637793839196940e+00,8.659230584093364769e-01,1.207179243365078314e+00,4.898793457934133566e-05
3.360672134426885549e+01,5.924289236325819274e-01,1.634637898534002654e+00,8.659232988389852226e-01,1.207179111158403595e+00,4.825609837411093395e-05
3.362272454490898355e+01,5.924296900853058823e-01,1.634638013903657150e+00,8.659235461547991619e-01,1.207178976904717427e+00,4.751370000175350605e-05
3.363872774554911160e+01,5.924304446149611936e-01,1.634638139793962663e+00,8.659238001908832194e-01,1.207178840676663922e+00,4.676113338301576827e-05
3.365473094618923966e+01,5.924311870544112235e-01,1.634638276049621197e+00,8.659240607816333091e-01,1.207178702546448879e+00,4.599878989367325866e-05
3.367073414682936772e+01,5.924319172429018954e-01,1.634638422514234302e+00,8.659243277617356682e-01,1.207178562585839998e+00,4.522705836438808968e-05
3.368673734746949577e+01,5.924326350260606944e-01,1.634638579030303740e+00,8.659246009661679677e-01,1.207178420866167556e+00,4.444632507762807938e-05
3.370274054810962383e+01,5.924333402558973338e-01,1.634638745439230378e+00,8.659248802301980907e-01,1.207178277458324178e+00,4.365697377098354259e-05
3.371874374874975189e+01,5.924340327908035331e-01,1.634638921581315074e+00,8.659251653893849099e-01,1.207178132432763729e+00,4.285938563560603987e-05
3.373474694938987994e+01,5.924347124955529065e-01,1.634639107295757787e+00,8.659254562795782872e-01,1.207177985859502867e+00,4.205393931700981969e-05
3.375075015003000800e+01,5.924353792413011854e-01,1.634639302420659135e+00,8.659257527369185192e-01,1.207177837808120158e+00,4.124101091415588449e-05
3.376675335067013606e+01,5.924360329055859964e-01,1.634639506793018615e+00,8.659260545978368917e-01,1.207177688347756517e+00,4.042097397946933790e-05
3.378275655131026411e+01,5.924366733723271938e-01,1.634639720248735717e+00,8.659263616990555690e-01,1.207177537547114765e+00,3.959419951960960193e-05
3.379875975195039217e+01,5.924373005318261942e-01,1.634639942622609698e+00,8.659266738775871497e-01,1.207177385474459852e+00,3.876105599470713869e-05
3.381476295259052023e+01,5.924379142807669751e-01,1.634640173748338920e+00,8.659269909707355550e-01,1.207177232197618633e+00,3.792190931965755407e-05
3.383076615323064829e+01,5.924385145222149651e-01,1.634640413458522179e+00,8.659273128160949184e-01,1.207177077783980756e+00,3.707712286085684816e-05
3.384676935387077634e+01,5.924391011656180428e-01,1.634640661584657373e+00,8.659276392515504739e-01,1.207176922300497335e+00,3.622705744067353240e-05
3.386277255451090440e+01,5.924396741268058708e-01,1.634640917957142614e+00,8.659279701152782227e-01,1.207176765813681829e+00,3.537207133318120977e-05
3.387877575515103246e+01,5.924402333279901178e-01,1.634641182405274895e+00,8.659283052457450447e-01,1.207176608389609607e+00,3.451252026746842727e-05
3.389477895579116051e+01,5.924407786977644585e-01,1.634641454757251866e+00,8.659286444817082540e-01,1.207176450093918829e+00,3.364875742518924628e-05
3.391078215643128857e+01,5.924413101711046847e-01,1.634641734840170058e+00,8.659289876622163762e-01,1.207176290991809120e+00,3.278113344134386820e-05
3.392678535707141663e+01,5.924418276893683721e-01,1.634642022480025769e+00,8.659293346266083713e-01,1.207176131148042453e+00,3.190999640595437725e-05
3.394278855771154468e+01,5.924423312002954356e-01,1.634642317501715514e+00,8.659296852145141887e-01,1.207175970626942929e+00,3.103569186015120440e-05
3.395879175835167274e+01,5.924428206580074630e-01,1.634642619729034907e+00,8.659300392658545453e-01,1.207175809492396557e+00,3.015856280055156935e-05
3.397479495899180080e+01,5.924432960230081591e-01,1.634642928984679555e+00,8.659303966208409253e-01,1.207175647807851915e+00,2.927894967554717232e-05
3.399079815963192885e+01,5.924437572621833459e-01,1.634643245090244612e+00,8.659307571199755804e-01,1.207175485636319268e+00,2.839719038721238986e-05
3.400680136027205691e+01,5.924442043488006293e-01,1.634643567866224778e+00,8.659311206040515296e-01,1.207175323040371229e+00,2.751362029142223609e-05
3.402280456091218497e+01,5.924446372625097323e-01,1.634643897132014967e+00,8.659314869141525595e-01,1.207175160082142540e+00,2.662857219662417840e-05
3.403880776155231302e+01,5.924450559893424950e-01,1.634644232705908973e+00,8.659318558916534458e-01,1.207174996823329849e+00,2.574237636481652158e-05
3.405481096219244108e+01,5.924454605217126524e-01,1.634644574405100803e+00,8.659322273782193990e-01,1.207174833325192154e+00,2.485536051069839325e-05
3.407081416283256914e+01,5.924458508584158345e-01,1.634644922045683790e+00,8.659326012158067298e-01,1.207174669648550580e+00,2.396784980231853046e-05
3.408681736347269720e+01,5.924462270046297885e-01,1.634645275442651480e+00,8.659329772466622943e-01,1.207174505853788382e+00,2.308016686073180446e-05
3.410282056411282525e+01,5.924465889719143785e-01,1.634645634409896742e+00,8.659333553133240491e-01,1.207174342000850498e+00,2.219263175934349519e-05
3.411882376475295331e+01,5.924469367782112528e-01,1.634645998760211993e+00,8.659337352586203851e-01,1.207174178149244659e+00,2.130556202524155895e-05
3.413482696539308137e+01,5.924472704478441765e-01,1.634646368305289421e+00,8.659341169256707937e-01,1.207174014358040282e+00,2.041927263797538306e-05
3.415083016603320942e+01,5.924475900115189209e-01,1.634646742855720980e+00,8.659345001578850898e-01,1.207173850685869132e+00,1.953407603055845598e-05
3.416683336667333748e+01,5.924478955057895790e-01,1.634647122221559501e+00,8.659348847993428855e-01,1.207173687190806755e+00,1.865028147275682446e-05
3.418283656731346554e+01,5.924481869054851746e-01,1.634647506278542162e+00,8.659352707385423731e-01,1.207173523917005609e+00,1.776812580856976242e-05
3.419883976795359359e+01,5.924484642024199221e-01,1.634647894874157847e+00,8.659356578430305040e-01,1.207173360915806848e+00,1.688788375008021259e-05
3.421484296859372165e+01,5.924487274363041678e-01,1.634648287807949352e+00,8.659360459484800598e-01,1.207173198248357560e+00,1.600988088152829891e-05
3.423084616923384971e+01,5.924489766506478849e-01,1.634648684881182090e+00,8.659364348927779398e-01,1.207173035974760111e+00,1.513443707712794351e-05
3.424684936987397776e+01,5.924492118927606743e-01,1.634649085896844545e+00,8.659368245160247168e-01,1.207172874154071485e+00,1.426186649998439915e-05
3.426285257051410582e+01,5.924494332137517638e-01,1.634649490659647819e+00,8.659372146605344156e-01,1.207172712844303497e+00,1.339247760385672836e-05
3.427885577115423388e+01,5.924496406685300087e-01,1.634649898976026083e+00,8.659376051708350674e-01,1.207172552102423024e+00,1.252657313159655228e-05
3.429485897179436193e+01,5.924498343158037805e-01,1.634650310654136129e+00,8.659379958936684885e-01,1.207172391984351334e+00,1.166445011617500693e-05
3.431086217243448999e+01,5.924500142180810780e-01,1.634650725503857593e+00,8.659383866779901684e-01,1.207172232544964974e+00,1.080639988065845714e-05
3.432686537307461805e+01,5.924501804416695272e-01,1.634651143336792734e+00,8.659387773749692707e-01,1.207172073838095105e+00,9.952708036983781703e-06
3.434286857371474611e+01,5.924503330566763815e-01,1.634651563966267318e+00,8.659391678379887436e-01,1.207171915916527727e+00,9.103654487096352055e-06
3.435887177435487416e+01,5.924504721370085214e-01,1.634651987207329071e+00,8.659395579226454309e-01,1.207171758832003672e+00,8.259513422911868297e-06
3.437487497499500222e+01,5.924505977603724549e-01,1.634652412876749228e+00,8.659399474867497393e-01,1.207171602635218388e+00,7.420553325351852969e-06
3.439087817563513028e+01,5.924507100082740951e-01,1.634652840793021644e+00,8.659403363903258599e-01,1.207171447375822604e+00,6.587036964999376520e-06
3.440688137627525833e+01,5.924508089660192045e-01,1.634653270776362577e+00,8.659407244956118799e-01,1.207171293102421661e+00,5.759221402744374441e-06
3.442288457691538639e+01,5.924508947227130617e-01,1.634653702648711793e+00,8.659411116670593378e-01,1.207171139862575293e+00,4.937357988260560049e-06
3.443888777755551445e+01,5.924509673712605728e-01,1.634654136233731681e+00,8.659414977713338901e-01,1.207170987702798737e+00,4.121692360314205272e-06
3.445489097819564250e+01,5.924510270083662711e-01,1.634654571356806807e+00,8.659418826773146449e-01,1.207170836668561842e+00,3.312464448998464484e-06
3.447089417883577056e+01,5.924510737345340949e-01,1.634655007845045693e+00,8.659422662560946060e-01,1.207170686804289073e+00,2.509908471413913045e-06
3.448689737947589862e+01,5.924511076540679433e-01,1.634655445527278816e+00,8.659426483809804509e-01,1.207170538153359951e+00,1.714252936178828346e-06
3.450290058011602667e+01,5.924511288750710092e-01,1.634655884234059720e+00,8.659430289274927528e-01,1.207170390758108391e+00,9.257206407022045003e-07
3.451890378075615473e+01,5.924511375094463350e-01,1.634656323797665012e+00,8.659434077733656476e-01,1.207170244659824032e+00,1.445286711525273216e-07
3.453490698139628279e+01,5.924511336728963684e-01,1.634656764052093703e+00,8.659437847985470560e-01,1.207170099898750237e+00,-6.291115955299464435e-07
3.455091018203641084e+01,5.924511174849231843e-01,1.634657204833068089e+00,8.659441598851987942e-01,1.207169956514085873e+00,-1.394994493964657467e-06
3.456691338267653890e+01,5.924510890688287068e-01,1.634657645978032647e+00,8.659445329176962414e-01,1.207169814543984865e+00,-2.152920069459912655e-06
3.458291658331666696e+01,5.924510485517141545e-01,1.634658087326155584e+00,8.659449037826285611e-01,1.207169674025555084e+00,-2.902694077541040363e-06
3.459891978395678791e+01,5.924509960644805950e-01,1.634658528718327286e+00,8.659452723687988129e-01,1.207169534994859905e+00,-3.644127984415296284e-06
3.461492298459691597e+01,5.924509317418286125e-01,1.634658969997160982e+00,8.659456385672237300e-01,1.207169397486917317e+00,-4.377038966413282495e-06
3.463092618523704402e+01,5.924508557222583072e-01,1.634659411006992968e+00,8.659460022711336080e-01,1.207169261535700144e+00,-5.101249911754895949e-06
3.464692938587717208e+01,5.924507681480694066e-01,1.634659851593882163e+00,8.659463633759728607e-01,1.207169127174136269e+00,-5.816589418002754419e-06
3.466293258651730014e+01,5.924506691653614876e-01,1.634660291605610549e+00,8.659467217793992422e-01,1.207168994434107967e+00,-6.522891794404073185e-06
3.467893578715742819e+01,5.924505589240334213e-01,1.634660730891682734e+00,8.659470773812845135e-01,1.207168863346452792e+00,-7.219997059871446909e-06
3.469493898779755625e+01,5.924504375777839282e-01,1.634661169303326389e+00,8.659474300837141092e-01,1.207168733940962468e+00,-7.907750945113090069e-06
3.471094218843768431e+01,5.924503052841111339e-01,1.634661606693491587e+00,8.659477797909873598e-01,1.207168606246384224e+00,-8.586004890506065967e-06
3.472694538907781237e+01,5.924501622043129023e-01,1.634662042916851465e+00,8.659481264096170472e-01,1.207168480290419899e+00,-9.254616047435493265e-06
3.474294858971794042e+01,5.924500085034866137e-01,1.634662477829802230e+00,8.659484698483299603e-01,1.207168356099726170e+00,-9.913447278516590577e-06
3.475895179035806848e+01,5.924498443505293865e-01,1.634662911290462484e+00,8.659488100180665615e-01,1.207168233699914328e+00,-1.056236715582525854e-05
3.477495499099819654e+01,5.924496699181379666e-01,1.634663343158674120e+00,8.659491468319809870e-01,1.207168113115550501e+00,-1.120124996356261504e-05
3.479095819163832459e+01,5.924494853828083940e-01,1.634663773296001210e+00,8.659494802054410467e-01,1.207167994370156094e+00,-1.182997569535576554e-05
3.480696139227845265e+01,5.924492909248366690e-01,1.634664201565731556e+00,8.659498100560286682e-01,1.207167877486206686e+00,-1.244843005675580483e-05
3.482296459291858071e+01,5.924490867283183082e-01,1.634664627832874695e+00,8.659501363035392307e-01,1.207167762485133355e+00,-1.305650446298267653e-05
3.483896779355870876e+01,5.924488729613258675e-01,1.634665051968482885e+00,8.659504588698518912e-01,1.207167649388384278e+00,-1.365408971740200705e-05
3.485497099419883682e+01,5.924486496614377318e-01,1.634665473869473917e+00,8.659507776737903617e-01,1.207167538225250469e+00,-1.424103047703226266e-05
3.487097419483896488e+01,5.924484169870177785e-01,1.634665893400282455e+00,8.659510926296787314e-01,1.207167429020580940e+00,-1.481719905198353171e-05
3.488697739547909293e+01,5.924481751284739195e-01,1.634666310420527235e+00,8.659514036539096571e-01,1.207167321796791981e+00,-1.538248179373119529e-05
3.490298059611922099e+01,5.924479242761540032e-01,1.634666724792791737e+00,8.659517106654079921e-01,1.207167216575329549e+00,-1.593677024037953860e-05
3.491898379675934905e+01,5.924476646203460373e-01,1.634667136382623509e+00,8.659520135856306755e-01,1.207167113376669043e+00,-1.647996111488192472e-05
3.493498699739947710e+01,5.924473963512778552e-01,1.634667545058534399e+00,8.659523123385665100e-01,1.207167012220315527e+00,-1.701195632659163737e-05
3.495099019803960516e+01,5.924471196591173383e-01,1.634667950692000549e+00,8.659526068507364949e-01,1.207166913124803953e+00,-1.753266297105024463e-05
3.496699339867973322e+01,5.924468347339723051e-01,1.634668353157462617e+00,8.659528970511934931e-01,1.207166816107698049e+00,-1.804199332841593950e-05
3.498299659931986128e+01,5.924465417658907329e-01,1.634668752332324893e+00,8.659531828715224533e-01,1.207166721185592095e+00,-1.853986486516009946e-05
3.499899979995998933e+01,5.924462409448603140e-01,1.634669148096956626e+00,8.659534642458401876e-01,1.207166628374109374e+00,-1.902620023313053577e-05
3.501500300060011739e+01,5.924459324608090105e-01,1.634669540334690918e+00,8.659537411107958160e-01,1.207166537687903052e+00,-1.950092727071722765e-05
3.503100620124024545e+01,5.924456165036046107e-01,1.634669928931825389e+00,8.659540134055702110e-01,1.207166449140655740e+00,-1.996397900047575114e-05
3.504700940188037350e+01,5.924452932630549506e-01,1.634670313777621731e+00,8.659542810718764416e-01,1.207166362745079713e+00,-2.041529363215610626e-05
3.506301260252050156e+01,5.924449629289076924e-01,1.634670694764306154e+00,8.659545440539593297e-01,1.207166278512916913e+00,-2.085481455989246502e-05
3.507901580316062962e+01,5.924446256908507680e-01,1.634671071787068941e+00,8.659548022985961158e-01,1.207166196454938500e+00,-2.128249036391360871e-05
3.509501900380075767e+01,5.924442817385118243e-01,1.634671444744064894e+00,8.659550557550957928e-01,1.207166116580945747e+00,-2.169827481005720538e-05
3.511102220444088573e+01,5.924439312614586672e-01,1.634671813536412888e+00,8.659553043752992174e-01,1.207166038899769367e+00,-2.210212684969001251e-05
3.512702540508101379e+01,5.924435744491990397e-01,1.634672178068195869e+00,8.659555481135797761e-01,1.207165963419269294e+00,-2.249401061901745713e-05
3.514302860572114184e+01,5.924432114911807323e-01,1.634672538246461748e+00,8.659557869268422747e-01,1.207165890146335796e+00,-2.287389544077325643e-05
3.515903180636126990e+01,5.924428425767913620e-01,1.634672893981222064e+00,8.659560207745239380e-01,1.207165819086887915e+00,-2.324175582207876900e-05
3.517503500700139796e+01,5.924424678953585932e-01,1.634673245185452872e+00,8.659562496185938540e-01,1.207165750245875024e+00,-2.359757145613608498e-05
3.519103820764152601e+01,5.924420876361502497e-01,1.634673591775094303e+00,8.659564734235531969e-01,1.207165683627275499e+00,-2.394132722099984178e-05
3.520704140828165407e+01,5.924417019883739810e-01,1.634673933669051449e+00,8.659566921564350039e-01,1.207165619234097820e+00,-2.427301318112806694e-05
3.522304460892178213e+01,5.924413111411773736e-01,1.634674270789192807e+00,8.659569057868045094e-01,1.207165557068379469e+00,-2.459262458492580961e-05
3.523904780956191019e+01,5.924409152836481729e-01,1.634674603060351616e+00,8.659571142867589222e-01,1.207165497131188259e+00,-2.490016186688925881e-05
3.525505101020203824e+01,5.924405146048139503e-01,1.634674930410325189e+00,8.659573176309274256e-01,1.207165439422621001e+00,-2.519563064656837881e-05
3.527105421084216630e+01,5.924401092936423252e-01,1.634675252769875575e+00,8.659575157964712888e-01,1.207165383941804171e+00,-2.547904172926773736e-05
