n,h0,e,v_wind,h_n
8.877113023387012802e+00,2.576207191307099631e+00,7.737696771016923103e-01,1.528616770086179910e+00,2.378197156766570508e-01
1.397478034967848082e+01,2.195497645825571276e+00,6.961581044530744666e-01,2.368350771325421489e-01,-5.605142088295293062e-02
1.815919609267749735e+01,2.091506563442278921e+00,6.653018436522422085e-01,1.042857916350680814e+00,6.243207298007145273e-02
1.897397505872852008e+01,2.078060739112169042e+00,8.358994874589448232e-01,8.546109389676614931e-01,3.060225852393611001e-02
8.271431543987473489e+00,2.353480171037396929e+00,8.366246381063722204e-01,1.931322890317287211e+00,4.877237955856966733e-01
1.195059172593479957e+01,1.887217535441986671e+00,6.646819852051366606e-01,9.437027635471393339e-01,4.051753374403668090e-02
1.874635820411174691e+01,5.177042028958235287e-01,8.936953736954599270e-01,7.455445001629618096e-01,4.987508082476402316e-03
1.858383409502737393e+00,2.170059084390982385e+00,6.860283052629907452e-01,8.326229636072649543e-01,1.169617747045189615e-01
1.954757435449123193e+01,1.819748486917119434e+00,5.177735857574746747e-01,1.678922889416834818e-01,-4.820541203413871573e-02
9.640996329567695255e+00,2.225694090133354841e+00,6.707301998190466907e-01,2.629961009781535131e-01,-5.242581548565540539e-02
1.713761761955374041e+01,2.894169705706857165e+00,6.484744463998931563e-01,4.229145868740984970e-01,-3.808978126642754286e-02
4.188790624513696770e+00,1.727621232515790028e+00,7.771736953305516948e-01,1.682844033107933956e+00,3.237798911296543847e-01
1.878102471967168796e+01,5.650355308133970800e-01,8.155695250455109457e-01,1.229357864286251711e+00,1.711452777768022182e-01
1.571466771617821934e+01,1.832530975764076642e+00,8.324965446894619925e-01,1.669370275672216630e+00,3.541451166177466137e-01
1.340565451679489684e+01,1.157051056252162313e+00,6.052396305408039856e-01,1.757984124730650466e-01,-5.399971943520967543e-02
4.288186757863892140e+00,1.753324765673499819e+00,8.824360964271493746e-01,4.001172226973361279e-01,-2.954617878468468462e-02
9.327174840257274724e+00,2.819493363053815038e+00,5.156569151074836821e-01,3.314499100896974859e-01,-3.964304140789753211e-02
1.212809974335764274e+01,2.338596646323031436e+00,8.429428254034657675e-01,1.026336551533422403e+00,8.069860139988155323e-02
8.637039656471182880e+00,8.251639425841468256e-01,5.853209623894273239e-01,1.481241612808113839e+00,1.763833906613764824e-01
1.796453448407043751e+01,2.241860890591683919e+00,5.431837657630429472e-01,2.227528271052551800e-01,-4.691720914832431255e-02
1.146495421206725140e+01,2.637823547652020650e+00,7.584353815729359960e-01,5.517914250393342046e-01,-2.920534418507850921e-02
2.692012461552884872e+00,5.501834537871523878e-01,5.439109562520497709e-01,1.794117992274338214e+00,2.661123006345142428e-01
1.763139270700539285e+01,2.128184489893971687e+00,8.858761117799747176e-01,4.359441636994974001e-01,-6.074248281759569990e-02
6.914841182689203336e+00,6.208227113778620465e-01,8.742427646286203835e-01,1.161937436322080908e+00,1.490837064722637384e-01
4.259846624425275508e+00,1.944357656085876407e+00,6.022612131993129170e-01,3.863966241651086708e-01,-3.764222226095421953e-02
1.321472386712757618e+01,1.127534366545571487e+00,8.019035947555498423e-01,8.285023825608855974e-01,2.380459491561436047e-02
1.635149807725298032e+01,2.451259978050489341e+00,5.581674737216942850e-01,1.556140486953104585e+00,1.851400347953121028e-01
6.515785667820487959e+00,1.481182437901721771e+00,7.009111819088232886e-01,2.095192999317253557e-01,-5.922737091393907860e-02
1.026030724440923336e+01,1.828096521956659171e+00,5.092846133345900750e-01,1.438791736964187606e+00,1.454557970717167692e-01
1.939164655743438104e+01,1.250832805782885915e+00,7.618693416284180175e-01,1.207306134765348871e+00,1.292025228515658042e-01
9.397269842251747107e+00,1.968420740237202704e+00,7.717101387844483851e-01,1.976814161094405442e+00,4.578406312253915367e-01
8.088018997193231030e+00,1.233527570885130320e+00,8.927613828093595716e-01,1.774750346054120076e+00,5.183329015787434546e-01
1.145801563467264472e+01,9.839069276347232051e-01,7.383463482234163822e-01,9.396435481457969807e-01,4.752651352097903015e-02
1.443452706424466747e+01,1.456722028890024889e+00,8.433992099827408717e-01,4.283302502863291505e-01,-5.868418863062428714e-02
1.322138077060871630e+01,9.572161898047610862e-01,7.772157115609604761e-01,7.004721295366714839e-01,-6.352625819603795188e-03
1.630726967481923140e+00,1.203271293814362375e+00,8.827909226320834746e-01,1.430581594439312765e+00,2.717133649021952202e-01
1.885362384758667886e+01,9.015986557525674794e-01,5.459632710468529382e-01,9.621393390856113337e-01,3.955193761333312963e-02
9.711877842419289308e+00,1.876377390225266284e+00,6.799999529715408109e-01,1.345836491922741684e+00,1.483599041671630758e-01
1.438019836166223264e+01,1.063227382398949317e+00,5.470431044269110643e-01,7.437044169189559462e-01,1.983254780800802752e-03
1.237457576612994181e+01,1.078705206993219701e+00,5.275386172044033151e-01,1.620468465036196126e-01,-4.977236668724269175e-02
4.120355711520939934e+00,8.136594875113332126e-01,8.686255440009565953e-01,1.627623902322490101e+00,3.419401561619066499e-01
1.990008331357220683e+01,1.033978917849848633e+00,7.732786346901620034e-01,5.072888490377942539e-01,-4.037423011653747118e-02
1.595523665127246105e+01,1.100383086367818564e+00,8.662361941173448709e-01,1.532337368511575093e+00,3.423001306021750123e-01
1.378176474407933405e+01,2.961873886735225003e+00,7.187313261030640055e-01,4.010132550701878684e-01,-4.400857688108544830e-02
6.124225179888471260e+00,2.155181851941145865e+00,7.186981138976115124e-01,4.775838516604400397e-01,-3.553504612620837777e-02
4.637959379763246126e+00,5.456872202221239032e-01,8.080565868582376687e-01,1.452508273627931779e+00,2.359510554687848094e-01
2.703172854154245464e+00,1.749094896628850204e+00,6.379879894029298892e-01,1.303854539966391890e+00,1.438586129613486642e-01
1.159510196441243579e+01,2.655367406839883593e+00,7.428899862251133746e-01,1.197109844438595916e+00,1.118059036239928694e-01
5.010920493215314409e+00,2.367386191228003867e+00,5.780914783205490792e-01,1.236140122035762845e+00,1.003193558158667065e-01
8.997362751344562426e+00,7.186152403318392112e-01,5.185368895363577924e-01,1.132229797272583216e+00,7.364549388651156492e-02
1.545992022275217792e+01,2.451987971295571889e+00,6.368199638999524348e-01,7.158293249235614386e-01,-2.242402196321303942e-03
1.252481350801752669e+01,2.499961292456562845e+00,5.083582956886507631e-01,1.621280822179474335e+00,1.958440004028742520e-01
7.032692965305975541e+00,1.219215110127315871e+00,6.381657048432903823e-01,2.822174749373396185e-01,-5.083358072815793993e-02
2.763958183284223491e+00,2.580961211994115878e+00,6.903653123053059559e-01,6.231957389923776791e-01,2.884432849182809802e-02
6.855350297441558993e+00,1.432751388233324930e+00,8.964824052479937189e-01,7.566359658201389227e-01,1.028234651197638960e-02
4.748777451026277241e+00,7.785201727588484388e-01,8.299843279182811395e-01,8.575184745969760547e-01,2.251550020841155964e-02
1.136005588631795682e+01,1.789044597485387911e+00,6.841600211176364077e-01,1.268269891984429742e+00,1.260890076518809688e-01
9.025666822640475928e+00,1.726013686754109155e+00,8.300309788520051635e-01,1.329974839453110791e+00,1.951260829052048063e-01
7.817247008271391628e+00,1.810915249022325924e+00,8.351697788979393078e-01,9.454371337865108416e-01,5.903378604600242191e-02
8.341028977385077425e+00,1.493694951579655150e+00,8.640291836183848773e-01,1.636945911361157524e+00,3.791483616891841990e-01
8.751850656882508517e+00,8.381019109819780599e-01,6.833755680087231221e-01,9.551903974578315193e-01,4.683103459960714227e-02
9.098068000759731433e+00,1.139233932746023914e+00,6.711738693872122408e-01,1.895771636971600005e+00,3.631220205162949966e-01
7.215531601651550275e+00,2.812380862160398731e+00,5.386707402640802389e-01,4.110873193448416063e-01,-3.481457276327070555e-02
1.543401826894187323e+01,2.466584328520509128e+00,8.189091733764836123e-01,1.306609209217818979e+00,1.704978297238414209e-01
1.105426937571722590e+01,1.439045845525991574e+00,8.675938612838772768e-01,7.414381200986820408e-01,3.229004090940290617e-03
1.214551901449047344e+00,1.026759051433388858e+00,5.819469500417773222e-01,2.809722953036402626e-01,1.023114787643286325e-02
8.802469414632799527e+00,8.813584104005757203e-01,8.440577637730897198e-01,1.358973462904017326e+00,2.351242150306782908e-01
5.275018874344576503e+00,1.535618796422843380e+00,6.550047510938008521e-01,1.811076595622062912e+00,3.117992952727998146e-01
1.231346606040978209e+01,6.050081895405916566e-01,7.388871149013011008e-01,1.068638815287253685e+00,8.608483020454940626e-02
1.694820851073801293e+01,2.421288277581477910e+00,8.380513088284622381e-01,7.516602122184586898e-01,4.822832763960206715e-03
1.512397069144005712e+01,2.700107485589760881e+00,6.620331676537302146e-01,1.174114946432916140e+00,9.292117054754654715e-02
3.337135773831352736e+00,1.162979508012655483e+00,6.106568001598774442e-01,7.311578228355560816e-01,3.933394836192975752e-03
1.050953778877407707e+01,2.528110470191686332e+00,6.475061132702336630e-01,4.220665381657963122e-01,-3.850592892916536447e-02
9.844777465377276826e+00,2.380657986674496129e+00,8.653321877372012194e-01,7.602213599793108401e-01,8.569609858965425431e-03
9.352151355516911124e+00,1.746997342152653676e+00,7.350544694933748291e-01,1.274349056681869818e+00,1.397747210275586682e-01
8.012122979935188738e+00,2.740965395193704524e+00,8.454941413776110304e-01,1.916947293896262616e+00,4.773843298369460086e-01
1.404723063440221331e+01,1.718118377306166566e+00,8.414804473900684423e-01,6.738881704220093249e-01,-1.283175194558625748e-02
3.312072798143007368e+00,1.709411431441517193e+00,8.403256324809149636e-01,6.973331870567983648e-01,3.923958420672762210e-02
1.947906883727048344e+00,1.675857898390330281e+00,7.556747081965540236e-01,1.500631815577170292e+00,2.775307743811906702e-01
1.322602418725864126e+01,2.836131527554935694e+00,7.593745822403061840e-01,9.724805071469769802e-01,5.230082318473201763e-02
4.810179667842372275e+00,9.924645116099268805e-01,6.850449027950720193e-01,1.523486515462582958e+00,2.179947730973666453e-01
7.814183658908451235e+00,1.903210414760632574e+00,6.691010788425166833e-01,1.216907281460279378e-01,-5.904449678156448861e-02
1.851913167410287997e+01,7.680871341154102971e-01,6.893709526725444459e-01,6.274155281320540345e-01,-1.754675864260899637e-02
3.696060191234336934e+00,1.807377625936994470e+00,8.996049715491029053e-01,1.902049842963863258e+00,5.560735331306150275e-01
1.714601595103170695e+01,7.912257906586290801e-01,7.570095764048748732e-01,2.111028499158738858e-01,-7.058410366505998845e-02
8.709317813928965535e+00,7.816842983523060173e-01,8.133630840053921451e-01,1.549922728857188403e+00,3.109039321916519660e-01
4.643123496030985287e+00,8.773410241632226825e-01,7.399972154719597350e-01,1.653155855398678931e+00,2.957152084680458315e-01
1.971279973195740354e+01,8.347389313790003484e-01,6.487023771864425248e-01,1.590361312652780690e+00,2.325143094809807576e-01
1.254561430274636535e+01,1.453383097806634883e+00,6.980929554879662380e-01,1.209057718296607797e+00,1.132400718752760160e-01
5.222507471256973233e+00,1.980853030811518423e+00,5.176967184556022783e-01,1.002589803081563868e+00,4.500912142598073595e-02
1.550489121843750695e+01,1.214076458584815832e+00,8.705543680865133194e-01,1.901570965089247389e+00,5.799540612321976152e-01
8.040138097917941096e+00,5.931247269694481794e-01,8.364137345254890610e-01,1.995604121012932719e-01,-9.521210582301462000e-02
1.111290861800541308e+01,1.011072320963076310e+00,8.555308343313096087e-01,1.704219152538242188e+00,4.362191725059854086e-01
7.774731772210693670e+00,1.781483836036341417e+00,6.575303568248982433e-01,1.452348130888222233e+00,1.776824089696683040e-01
4.106745444574302795e+00,2.395941359843829499e+00,6.170510510556346251e-01,1.022544341428532233e+00,5.736286711550388911e-02
1.673100725531556776e+01,2.788063323552421924e+00,5.828091015158001209e-01,1.583640699181314559e+00,1.972498364759650569e-01
1.442637622850815760e+01,1.925964046460793000e+00,5.726591345226617058e-01,5.422395692131892764e-01,-2.411033430301652569e-02
5.951317815984846327e+00,2.040654093796756552e+00,7.750133758112085491e-01,3.501404792394527954e-01,-5.126242287127164704e-02
1.102606397727521959e+01,1.282400844859877154e+00,6.713375726872307103e-01,5.748664330401259681e-01,-2.388431428460910042e-02
1.241943118114917644e+00,1.881911754631856892e+00,6.884046078818826242e-01,1.594869714750041911e+00,3.499995735687891907e-01
1.705174441523854512e+01,1.347026440511388312e+00,5.904790721137631593e-01,5.291784884341174111e-01,-2.651510813844547287e-02
5.224325135419236155e+00,1.997084670687881536e+00,7.130071566909360614e-01,7.013897954000488655e-01,-1.622581574255134440e-03
6.846073670682262247e+00,5.009757062624737856e-01,8.034591410561168212e-01,5.883639000911214945e-01,-3.665719753499458583e-02
1.792226909965734194e+01,2.059076776698441691e+00,5.412858351567761961e-01,1.416192349567177100e+00,1.430629833968939946e-01
4.734269602028573942e+00,1.581046951367043762e+00,8.205071747398668958e-01,1.599593030374184321e+00,3.147797286814791318e-01
1.385144087921549527e+01,2.889973836506678495e+00,7.299019993391082650e-01,7.902162845618054821e-01,1.098069689186044473e-02
2.048816493459348020e+00,2.538756105366348770e+00,8.379919338383170491e-01,4.995217118006428092e-01,1.753262970733382997e-01
1.187187809191405208e+01,1.649751176018327437e+00,6.839921413442933140e-01,8.332733737230151316e-01,1.899862217166031070e-02
1.563262659960119372e+01,1.118540540624472834e+00,7.076172286661005506e-01,1.507355112916121120e+00,2.201491021874534826e-01
1.176551696529292101e+01,2.783260616828826528e+00,7.399274850566700534e-01,1.577052279580407168e+00,2.402945745207337169e-01
1.989764303271441293e+01,2.845817631785369173e+00,7.909436193431197415e-01,5.044135996640365383e-01,-3.744482104080032459e-02
1.222575518824628737e+01,2.753222932216780272e+00,8.593611703355503728e-01,1.431153114922161684e+00,2.372017215647626853e-01
8.988223756919584417e+00,2.837633761371688657e+00,8.618078784220050137e-01,1.068497552214152879e+00,9.713728643258727480e-02
6.624177623988127372e+00,6.983532385676698429e-01,8.177940015256687234e-01,1.829734170259602610e+00,4.701721030649422817e-01
1.303672369256960195e+01,2.449317853589962901e+00,5.313116421823755875e-01,2.095204082766866094e-01,-4.674998932315058142e-02
1.468472177491151420e+01,1.682520549541258292e+00,5.044398580317537295e-01,1.365281400483522534e+00,1.257387197923055810e-01
8.751250142863778336e+00,1.457241326163720041e+00,7.807143535452623073e-01,1.624285519636517794e+00,3.016006416022518066e-01
1.905981724936243182e+01,2.265814712856005109e+00,5.581554471759410108e-01,1.079206970367096119e+00,6.213923331193188515e-02
1.406853940302283590e+01,1.180646559320766009e+00,8.175861372807163852e-01,1.693055438009809233e-01,-8.129418046628542061e-02
1.258284834074194514e+01,1.063366676901911889e+00,8.616894664164816975e-01,4.672902913857766571e-01,-5.890479515901746177e-02
6.503958158709211901e+00,9.610807678662909304e-01,7.235625811777853800e-01,1.110734538318321363e+00,9.235656331429284438e-02
1.968747578537860576e+01,1.501257461066205945e+00,8.774184732287018118e-01,1.264602445600575775e+00,1.972615497137167329e-01
5.608006041428196475e+00,2.799248232787914237e+00,7.100722029272349411e-01,1.837080511703874652e+00,3.350548952511972489e-01
1.037799554273578551e+01,2.517906144505766441e+00,5.408886184189438673e-01,1.948558596592642855e+00,3.141884383594497065e-01
9.732482593481686095e+00,1.600375015641193333e+00,8.283600158302024674e-01,1.641639598684717427e+00,3.431159992229650402e-01
9.933038877445932613e+00,2.358970936626229253e+00,8.132391297290940679e-01,9.959982017410931032e-01,6.660172181842843875e-02
7.854002602343332029e+00,2.284546004744012926e+00,6.543501896780866689e-01,1.242467065968118289e+00,1.114269124315845488e-01
1.454421276002323715e+01,5.676147274521393671e-01,8.065318442233132545e-01,1.847294071570408702e+00,4.895952657702294375e-01
1.648404123710438540e+01,2.305715142886825220e+00,5.785103847787855802e-01,1.157871118889666873e+00,8.111741944203455790e-02
3.575817615606164956e+00,1.085530076406042044e+00,5.731601240690878951e-01,6.034762097922415913e-01,-1.570836255540215484e-02
1.775301411468918733e+00,2.124508084445148270e+00,7.294719221249668095e-01,1.105518819435278965e+00,2.030850747686362145e-01
9.446269520104713990e+00,1.225543726755359497e+00,6.574230394725097959e-01,7.103912516085636453e-01,-3.304791922690591965e-03
1.999158773084472784e+01,2.055786202824734676e+00,7.702862588923031772e-01,1.370300829218184191e+00,1.809265388097558991e-01
1.367244952989598339e+01,2.988618177106266316e+00,7.228803312698800498e-01,1.225787676076321331e+00,1.151212524606948645e-01
1.258422872375773771e+01,1.085558620710174615e+00,8.011377845458239610e-01,1.335364626574897962e+00,1.948028695376154695e-01
9.491887710840821057e+00,1.715690021405831933e+00,7.333326725118612943e-01,1.900027648652220735e+00,3.936007664011076379e-01
1.614723091364767527e+01,2.398479051419359909e+00,7.596739387663614673e-01,6.058648640255179796e-01,-2.152691918111798719e-02
2.243971891264009422e+00,1.400391239463256277e+00,6.094022133488158355e-01,1.668616234064573378e+00,2.483930088625360688e-01
1.273222633330622244e+01,2.254983354736261880e+00,6.910057655633198292e-01,2.839915616086341466e-01,-5.262749593241268509e-02
1.647522725168253999e+01,2.754023649852504807e+00,8.490686479871681902e-01,9.134779808921049682e-01,4.597536315050356620e-02
7.900014221441223228e+00,1.849288964096499566e+00,5.851930656437076550e-01,8.349938484850730758e-01,1.679256564545603125e-02
9.558549686544404622e+00,2.644176699438698819e+00,6.527528719573876259e-01,1.359471208236902484e+00,1.430445126276013168e-01
6.751223456707007742e+00,2.670714030588182020e+00,8.397615463776132438e-01,8.247085596650481909e-01,2.876414995084099896e-02
9.667643888375076600e+00,2.047824087066697718e+00,6.105172234507412199e-01,1.698770586793288073e+00,2.468805115604345013e-01
1.350159976253647187e+01,2.497742424112572746e+00,7.586527506345343008e-01,2.122258455942013511e-01,-6.279816981163911793e-02
1.007183612760857772e+00,7.974439112535611773e-01,5.953896407707421901e-01,1.136247745622181338e+00,9.935563585665402320e-02
1.796611269390392840e+00,1.300270275247807250e+00,7.141959815885147167e-01,1.698394027008448770e+00,2.996823932479789621e-01
1.091996513569576699e+01,2.537809377776093722e+00,5.202759566175542139e-01,1.639867964424081448e+00,2.035339934975498866e-01
4.781763929347695452e+00,1.553365212351610403e+00,7.306299288020537963e-01,1.567582457519612893e+00,2.486578612091207008e-01
5.236574544403154619e+00,2.355619300673210237e+00,6.561396413854865273e-01,8.416736341763899620e-01,2.091793544712387473e-02
9.326758079508064014e+00,1.672835268106676487e+00,7.561068545057489931e-01,1.620054472807504475e-01,-6.775912852345407356e-02
1.152781914454793366e+01,2.139138626253703990e+00,8.098490689819269894e-01,4.338002125766477479e-01,-5.008613809316131427e-02
1.510604338032689320e+01,1.945216768693589948e+00,5.347936173367450197e-01,1.955394609154671226e+00,3.184147057688827553e-01
4.801065125486419838e+00,6.082298651314017590e-01,5.520259390416751843e-01,7.762522893802734636e-01,7.052518054443498996e-03
1.748518754001533537e+01,1.233561417251406223e+00,8.012900448748883075e-01,1.351573031916969869e+00,1.985859144465373927e-01
1.710460552122333056e+01,8.966109959313957045e-01,7.654926539969623134e-01,3.602234678931256484e-01,-5.878348422053273487e-02
1.199735626399166932e+01,1.930484451201146312e+00,8.880150849741680341e-01,1.862042223873943358e+00,5.334153149108401548e-01
3.488044145500829529e+00,1.726999297975654990e+00,7.409401508930913982e-01,3.851553688539371412e-01,-2.752235959103316310e-02
9.235829437215210547e+00,1.725112023684561624e+00,5.277766690980965070e-01,5.363998907732294708e-01,-2.371581188231067575e-02
2.245347048845974580e+00,7.694296904169288798e-01,8.047220095528199169e-01,1.990587210454035194e+00,4.179162236549607279e-01
1.936847975899960161e+01,1.962611724889893106e+00,8.072795217502979348e-01,1.378437833127382772e+00,2.001229017209719685e-01
3.909956672519032672e+00,9.587626553915338246e-01,8.495440559461112651e-01,3.630511958441038356e-01,-7.121020634820134088e-02
1.768783409556679231e+01,2.898408483639366651e+00,8.407603211984865377e-01,1.883570483159871634e+00,4.473658121936058829e-01
1.098066825709235594e+01,2.448867420222078373e+00,5.383799182005301054e-01,1.525326663234421565e+00,1.724452138528332068e-01
7.007115882941039153e+00,2.171598333830415228e+00,7.125131178496282303e-01,1.076192030095807661e+00,7.592121253319955576e-02
2.523006314925120730e+00,1.002734663957527195e+00,7.287885386931296505e-01,3.541335129697314454e-01,-3.535942247006167855e-02
1.173344883537657068e+01,5.377131721779080387e-01,8.927991123629229753e-01,1.755038030778914182e+00,5.923396118534889343e-01
8.474007483174204935e+00,1.786964198642868595e+00,6.233319453313030944e-01,1.052854896210440039e+00,6.185776041500789385e-02
3.251960854610251417e+00,7.645037591298058377e-01,7.203529511621532544e-01,1.484030875179243480e+00,2.066415516480967218e-01
2.540933684916237389e+00,2.123411610391920945e+00,5.038044249468400793e-01,8.836712694646153832e-01,3.305961334052574807e-02
9.926010059060727642e+00,2.877753806606169196e+00,7.966756936118463139e-01,8.060985695673993368e-01,1.604023653270119504e-02
3.582938588240918154e+00,2.494151110523092019e+00,6.125845350720781068e-01,8.169759780113969860e-01,2.152315010472841475e-02
6.075382171980800550e+00,2.686800786088565207e+00,8.264431558821118129e-01,1.114679543337241840e+00,1.115489247174431819e-01
1.963359597924461042e+01,1.655771891805104978e+00,5.232619615055856821e-01,1.401756754642962566e+00,1.378285715095607933e-01
1.443029546087073811e+01,1.065373347676139337e+00,6.207336318576603951e-01,9.272513341530683739e-01,3.599341394057859606e-02
1.474299311194529594e+01,5.973827885558389283e-01,7.376592333146236857e-01,1.606786770359579952e+00,2.892238768778717661e-01
1.955249210032826568e+01,1.251609508937615134e+00,6.662344026596007662e-01,2.589511783305767367e-01,-5.454585764787658886e-02
4.508375073298001467e+00,2.941933834421374350e+00,8.427088767463305485e-01,1.090192512816967163e+00,1.319878184015576827e-01
1.807954735946585245e+01,1.047303622188639149e+00,5.354984782162580670e-01,7.075258054679177677e-01,-3.244897782713966616e-03
2.557843860016590476e+00,2.986129538454141308e+00,7.139627551834113461e-01,4.487188501571297561e-01,3.935825316949831398e-02
1.387980859948524781e+01,2.761131183855786819e+00,5.099449153013986269e-01,8.313663806559081770e-01,1.471550149289012344e-02
6.247904668503983849e+00,1.861598797963058383e+00,5.544564632399430204e-01,1.569144326741449547e+00,1.908739656609620972e-01
1.697592434639001979e+01,1.076794383458142379e+00,5.178924186762285942e-01,1.829696960872385425e+00,2.734581464623659364e-01
1.818756695777659615e+01,2.213944781986368682e+00,7.763933454551684710e-01,2.070728768410425580e-01,-6.619643428720206613e-02
1.097976770999674123e+01,1.666897413492326896e+00,8.142665350563959015e-01,1.166180309043988617e+00,1.260245921936351265e-01
8.427669822988457682e+00,1.193665996868675139e+00,6.981369721267555173e-01,9.731734381358242425e-01,5.127673499224067594e-02
7.781081208198973087e+00,2.624815021759155265e+00,5.730010812344675797e-01,1.142653322216036438e+00,7.662718251982840456e-02
1.887090563510556152e+01,1.666012763337890057e+00,8.812294287522760561e-01,1.291438016026273505e+00,2.082371159364537483e-01
1.732370882205494311e+01,2.440499952128153183e+00,8.244069529980249111e-01,1.136809315862213204e-01,-7.663789500855319736e-02
1.758180086053084779e+01,2.938345893160653421e+00,5.318920226060519507e-01,8.668098638466145145e-01,2.066892904940423326e-02
1.383773113142482636e+01,5.270007130942423457e-01,7.106305314538036155e-01,1.068916123913525418e+00,8.171385073521182651e-02
1.354468308346755023e+00,2.157683434476325601e+00,7.538520223467796155e-01,1.345217678519169180e+00,3.482669541838988025e-01
9.256058594133181217e+00,5.769885404647494553e-01,8.343017325949294571e-01,2.604657638107200635e-01,-8.820176096015798495e-02
1.850976693807700002e+01,1.839489898025399306e+00,8.361612593375848945e-01,5.485602914784039053e-01,-3.684395602764471006e-02
2.727866898592595568e+00,9.954966076318942925e-01,8.822189522771716197e-01,4.078779105500434099e-01,-5.201357743284275303e-02
7.895889969202901426e+00,2.855352738506374166e+00,5.425678564796393433e-01,1.887831460074356871e+00,2.905217497078715905e-01
1.824656649450025725e+01,1.067977456854128260e+00,8.197258603858308401e-01,2.686190996196155534e-01,-7.573992222323602808e-02
6.344175878899168453e+00,1.108282915175515804e+00,6.455395391130380744e-01,1.016214951135191003e+00,5.708922992166606813e-02
1.581420502561378783e+01,2.646071607779962864e+00,8.932284707835498327e-01,6.509846390164324426e-01,-1.881271632299658797e-02
6.528070762022537998e+00,2.734840333691398673e+00,6.502971827160739515e-01,1.096308482343141044e+00,7.262656285512528176e-02
9.010144395149762175e+00,2.262053973478327595e+00,6.120861256066122413e-01,6.311630732913920960e-01,-1.410051831669315026e-02
4.407534064649214045e+00,2.701889661388579889e+00,5.322746937390974153e-01,1.576207300641375264e+00,1.863871442450169558e-01
1.774651212285712276e+01,2.861701034056752135e+00,5.513354093828237712e-01,8.731414281317989579e-01,2.213733974254677300e-02
1.873806046990693019e+01,6.902290481312920445e-01,7.677914577417223052e-01,6.298347000033517329e-01,-2.050102114066258002e-02
1.319350209428931997e+01,1.317174299285460037e+00,7.874308726858392227e-01,1.086690742003678878e+00,9.537337313595642407e-02
1.787722267721824920e+01,1.204225432854620248e+00,8.314477914358218147e-01,5.729136737811438840e-01,-3.424715395735937473e-02
8.022221332995613352e+00,2.315899162150437007e+00,7.972633590710577201e-01,1.926299907060682048e-01,-6.810796849693180610e-02
1.993994396292998417e+01,2.386157976776691836e+00,6.445759583244161650e-01,1.245337094564020308e+00,1.103603402825695107e-01
1.687636198459248504e+01,8.809051651007675510e-01,7.934923023937374698e-01,1.579512172696517780e+00,3.069572357097306581e-01
1.477349502813107485e+01,2.810781216157542062e+00,5.636480611226488691e-01,2.355956545723094375e-01,-4.678442659399503767e-02
2.299507804367782349e+00,9.026778312976839747e-01,7.821247292270856466e-01,4.930940949734510803e-01,-2.594328988556503235e-02
1.812050289364412592e+01,6.568976010989514558e-01,7.954592417445930375e-01,1.637816740338543298e+00,3.486786071993847047e-01
1.683896428554502833e+01,1.762979842508945572e+00,6.799334039137945318e-01,1.567096919743214301e+00,2.242301322741926950e-01
7.521959514514526823e+00,2.149886294360430217e+00,7.032588783981303937e-01,1.241575542652925135e-01,-6.129986996000760802e-02
1.011130825259879629e+01,6.778624091356186820e-01,8.122746902006031666e-01,1.542558667144231066e+00,3.122476974908430236e-01
2.449601977195994706e+00,6.423197923657043562e-01,8.020819198314190768e-01,1.508070463774156655e+00,2.009829111899178733e-01
6.681288195391553941e+00,9.274550455408496763e-01,6.286866577796663691e-01,1.597668953507447753e+00,2.267301106446474868e-01
8.522947384548780647e+00,2.336712575460596408e+00,5.152681967289857168e-01,2.756695634067319878e-01,-4.312588782917334274e-02
8.192795750372912522e+00,2.105253405522545584e+00,6.384617141254824713e-01,2.498154933284532642e-01,-5.107840896837937544e-02
1.565346153981917077e+01,2.600661136087385472e+00,6.691294537590162239e-01,9.188705114612738534e-01,3.462163053688835368e-02
1.799874530991369426e+01,1.168040614232366270e+00,6.800545663137778085e-01,9.092403081992630476e-01,3.526890951429509369e-02
8.993158557742777504e+00,6.067940223051457860e-01,5.278906989663618710e-01,1.237167075078738021e+00,9.959918122360320036e-02
4.102385157111164027e+00,8.440953269212208010e-01,8.958053934212560909e-01,2.950171351138341502e-01,-1.141901131462884494e-01
1.821252858003661501e+01,1.777842663990847116e+00,7.814997993373612450e-01,3.703878561603592412e-01,-5.552825598583839561e-02
3.728416938802136649e+00,1.038306480791072905e+00,7.753953867154046442e-01,8.763583897282918311e-01,3.620023079856030113e-02
1.255687220396214165e+01,2.223793269789500204e+00,7.931585768517451784e-01,1.979403831626339594e+00,4.723482267688238201e-01
1.083629584489421482e+01,2.520570462660533195e+00,5.662426052748917860e-01,1.926211743685231959e+00,3.136369019275562775e-01
8.598240826001264381e+00,2.990841661886932457e+00,7.687029975073392807e-01,1.528353625233930257e+00,2.311257786065620268e-01
3.759401224148474441e+00,1.899598284768397871e+00,5.747390599523510835e-01,3.831917534107054935e-01,-3.583141244497826255e-02
1.262181682474825095e+01,1.288373835908333209e+00,6.281344479301467221e-01,1.705366816223659709e+00,2.619508434187711732e-01
1.856870702081821634e+01,6.334423646141175146e-01,7.431264649169002645e-01,1.638258401126459152e+00,3.061695187522783801e-01
