S,theta
4.123759818252684006e+00,1.589765256262541671e-01
4.130791784015608314e+00,1.592588424455488039e-01
4.137835740909122428e+00,1.595424149960624760e-01
4.144891709380877920e+00,1.598272479455543627e-01
4.151959709913400687e+00,1.601133459702939743e-01
4.159039763024139802e+00,1.604007137549833262e-01
4.166131889265533239e+00,1.606893559926786674e-01
4.173236109225066492e+00,1.609792773847108227e-01
4.180352443525329420e+00,1.612704826406042569e-01
4.187480912824080193e+00,1.615629764779951127e-01
4.194621537814299472e+00,1.618567636225478890e-01
4.201774339224261468e+00,1.621518488078716180e-01
4.208939337817581006e+00,1.624482367754335188e-01
4.216116554393280147e+00,1.627459322744725656e-01
4.223306009785850357e+00,1.630449400619114753e-01
4.230507724865308461e+00,1.633452649022675285e-01
4.237721720537261483e+00,1.636469115675618646e-01
4.244948017742964375e+00,1.639498848372279438e-01
4.252186637459380414e+00,1.642541894980184269e-01
4.259437600699246929e+00,1.645598303439112509e-01
4.266700928511126811e+00,1.648668121760136773e-01
4.273976641979484903e+00,1.651751398024661199e-01
4.281264762224733289e+00,1.654848180383434730e-01
4.288565310403298803e+00,1.657958517055561909e-01
4.295878307707687860e+00,1.661082456327493684e-01
4.303203775366543304e+00,1.664220046552011556e-01
4.310541734644708356e+00,1.667371336147192296e-01
4.317892206843288783e+00,1.670536373595362944e-01
4.325255213299710633e+00,1.673715207442042496e-01
4.332630775387785960e+00,1.676907886294866923e-01
4.340018914517779436e+00,1.680114458822510315e-01
4.347419652136458978e+00,1.683334973753576602e-01
4.354833009727165916e+00,1.686569479875491273e-01
4.362259008809876271e+00,1.689818026033376719e-01
4.369697670941262935e+00,1.693080661128908149e-01
4.377149017714756063e+00,1.696357434119162011e-01
4.384613070760608800e+00,1.699648394015446373e-01
4.392089851745960338e+00,1.702953589882120755e-01
4.399579382374895431e+00,1.706273070835399308e-01
4.407081684388506559e+00,1.709606886042138452e-01
4.414596779564968543e+00,1.712955084718620069e-01
4.422124689719585611e+00,1.716317716129304172e-01
4.429665436704864234e+00,1.719694829585580731e-01
4.437219042410572634e+00,1.723086474444500138e-01
4.444785528763810056e+00,1.726492700107495615e-01
4.452364917729062732e+00,1.729913556019083420e-01
4.459957231308273151e+00,1.733349091665552233e-01
4.467562491540904013e+00,1.736799356573639486e-01
4.475180720503994181e+00,1.740264400309187165e-01
4.482811940312238619e+00,1.743744272475794832e-01
4.490456173118034577e+00,1.747239022713439616e-01
4.498113441111558863e+00,1.750748700697097315e-01
4.505783766520825573e+00,1.754273356135341300e-01
4.513467171611752704e+00,1.757813038768926417e-01
4.521163678688227883e+00,1.761367798369359583e-01
4.528873310092171423e+00,1.764937684737453716e-01
4.536596088203602051e+00,1.768522747701868902e-01
4.544332035440699080e+00,1.772123037117630806e-01
4.552081174259877017e+00,1.775738602864647686e-01
4.559843527155837073e+00,1.779369494846195221e-01
4.567619116661640888e+00,1.783015762987397723e-01
4.575407965348774475e+00,1.786677457233688815e-01
4.583210095827213948e+00,1.790354627549258226e-01
4.591025530745489469e+00,1.794047323915481662e-01
4.598854292790753640e+00,1.797755596329334571e-01
4.606696404688845448e+00,1.801479494801792591e-01
4.614551889204355994e+00,1.805219069356212291e-01
4.622420769140693331e+00,1.808974370026697476e-01
4.630303067340157064e+00,1.812745446856454945e-01
4.638198806683993425e+00,1.816532349896121390e-01
4.646108010092466323e+00,1.820335129202086955e-01
4.654030700524924846e+00,1.824153834834794929e-01
4.661966900979869877e+00,1.827988516857032009e-01
4.669916634495018037e+00,1.831839225332190790e-01
4.677879924147373636e+00,1.835706010322529780e-01
4.685856793053289060e+00,1.839588921887406470e-01
4.693847264368535832e+00,1.843488010081496820e-01
4.701851361288378328e+00,1.847403324953006132e-01
4.709869107047625292e+00,1.851334916541847730e-01
4.717900524920709771e+00,1.855282834877816645e-01
4.725945638221753953e+00,1.859247129978745527e-01
4.734004470304633116e+00,1.863227851848640038e-01
4.742077044563051125e+00,1.867225050475800341e-01
4.750163384430598157e+00,1.871238775830924850e-01
4.758263513380827980e+00,1.875269077865196476e-01
4.766377454927317459e+00,1.879316006508351400e-01
4.774505232623748263e+00,1.883379611666738396e-01
4.782646870063959277e+00,1.887459943221346803e-01
4.790802390882023865e+00,1.891557051025830605e-01
4.798971818752316487e+00,1.895670984904509471e-01
4.807155177389583756e+00,1.899801794650353426e-01
4.815352490549010156e+00,1.903949530022953640e-01
4.823563782026289104e+00,1.908114240746469070e-01
4.831789075657689558e+00,1.912295976507562556e-01
4.840028395320128851e+00,1.916494786953318041e-01
4.848281764931236637e+00,1.920710721689136979e-01
4.856549208449433941e+00,1.924943830276626411e-01
4.864830749873990889e+00,1.929194162231456788e-01
4.873126413245103983e+00,1.933461767021213140e-01
4.881436222643961820e+00,1.937746694063226249e-01
4.889760202192820593e+00,1.942048992722382184e-01
4.898098376055068037e+00,1.946368712308921833e-01
4.906450768435296261e+00,1.950705902076216580e-01
4.914817403579371913e+00,1.955060611218528976e-01
4.923198305774504568e+00,1.959432888868756772e-01
4.931593499349326670e+00,1.963822784096161955e-01
4.940003008673947704e+00,1.968230345904072864e-01
4.948426858160037689e+00,1.972655623227580202e-01
4.956865072260894678e+00,1.977098664931210559e-01
4.965317675471514036e+00,1.981559519806579961e-01
4.973784692328660384e+00,1.986038236570034643e-01
4.982266147410940427e+00,1.990534863860271841e-01
4.990762065338873121e+00,1.995049450235945321e-01
4.999272470774957178e+00,1.999582044173246476e-01
5.007797388423755436e+00,2.004132694063482378e-01
5.016336843031950821e+00,2.008701448210618856e-01
5.024890859388425390e+00,2.013288354828817184e-01
5.033459462324334055e+00,2.017893462039952179e-01
5.042042676713172966e+00,2.022516817871110040e-01
5.050640527470854124e+00,2.027158470252070355e-01
5.059253039555778209e+00,2.031818467012772855e-01
5.067880237968902968e+00,2.036496855880756962e-01
5.076522147753820491e+00,2.041193684478602166e-01
5.085178793996824709e+00,2.045909000321328719e-01
5.093850201826996660e+00,2.050642850813806650e-01
5.102536396416258668e+00,2.055395283248117599e-01
5.111237402979460498e+00,2.060166344800926086e-01
5.119953246774449518e+00,2.064956082530819415e-01
5.128683953102140869e+00,2.069764543375630927e-01
5.137429547306598288e+00,2.074591774149754653e-01
5.146190054775098943e+00,2.079437821541430531e-01
5.154965500938213374e+00,2.084302732110022705e-01
5.163755911269872989e+00,2.089186552283273934e-01
5.172561311287457997e+00,2.094089328354552249e-01
5.181381726551852474e+00,2.099011106480065392e-01
5.190217182667529627e+00,2.103951932676071113e-01
5.199067705282625518e+00,2.108911852816069687e-01
5.207933320089011886e+00,2.113890912627971186e-01
5.216814052822371650e+00,2.118889157691255520e-01
5.225709929262271736e+00,2.123906633434107794e-01
5.234620975232239459e+00,2.128943385130543375e-01
5.243547216599835359e+00,2.133999457897512164e-01
5.252488679276738459e+00,2.139074896691992023e-01
5.261445389218803115e+00,2.144169746308052515e-01
5.270417372426149605e+00,2.149284051373919480e-01
5.279404654943233410e+00,2.154417856349011562e-01
5.288407262858920710e+00,2.159571205520962878e-01
5.297425222306566539e+00,2.164744143002632348e-01
5.306458559464089397e+00,2.169936712729094996e-01
5.315507300554046743e+00,2.175148958454615755e-01
5.324571471843712267e+00,2.180380923749609401e-01
5.333651099645146942e+00,2.185632651997582443e-01
5.342746210315290512e+00,2.190904186392066966e-01
5.351856830256017439e+00,2.196195569933523384e-01
5.360982985914226617e+00,2.201506845426241532e-01
5.370124703781915976e+00,2.206838055475222049e-01
5.379282010396257085e+00,2.212189242483041107e-01
5.388454932339674208e+00,2.217560448646698490e-01
5.397643496239920680e+00,2.222951715954454566e-01
5.406847728770157069e+00,2.228363086182651165e-01
5.416067656649023121e+00,2.233794600892510807e-01
5.425303306640730128e+00,2.239246301426936758e-01
5.434554705555120435e+00,2.244718228907277291e-01
5.443821880247754486e+00,2.250210424230092709e-01
5.453104857619989865e+00,2.255722928063899346e-01
5.462403664619055021e+00,2.261255780845902175e-01
5.471718328238130091e+00,2.266809022778711602e-01
5.481048875516426833e+00,2.272382693827046662e-01
5.490395333539263234e+00,2.277976833714427107e-01
5.499757729438140785e+00,2.283591481919842181e-01
5.509136090390837737e+00,2.289226677674423560e-01
5.518530443621464165e+00,2.294882459958082210e-01
5.527940816400559676e+00,2.300558867496149129e-01
5.537367236045164454e+00,2.306255938755995827e-01
5.546809729918902754e+00,2.311973711943646481e-01
5.556268325432058397e+00,2.317712225000366499e-01
5.565743050041656481e+00,2.323471515599251636e-01
5.575233931251543318e+00,2.329251621141794626e-01
5.584740996612463704e+00,2.335052578754444330e-01
5.594264273722141745e+00,2.340874425285150995e-01
5.603803790225371451e+00,2.346717197299904856e-01
5.613359573814076242e+00,2.352580931079245874e-01
5.622931652227406651e+00,2.358465662614785685e-01
5.632520053251813152e+00,2.364371427605698461e-01
5.642124804721126985e+00,2.370298261455209277e-01
5.651745934516646308e+00,2.376246199267073589e-01
5.661383470567210807e+00,2.382215275842038404e-01
5.671037440849286071e+00,2.388205525674296781e-01
5.680707873387039974e+00,2.394216982947927341e-01
5.690394796252438603e+00,2.400249681533341839e-01
5.700098237565306647e+00,2.406303654983688034e-01
5.709818225493425103e+00,2.412378936531277274e-01
5.719554788252605881e+00,2.418475559083982096e-01
5.729307954106773515e+00,2.424593555221627728e-01
5.739077751368053981e+00,2.430732957192384136e-01
5.748864208396846642e+00,2.436893796909132826e-01
5.758667353601914840e+00,2.443076105945839183e-01
5.768487215440463167e+00,2.449279915533905394e-01
5.778323822418228950e+00,2.455505256558528360e-01
5.788177203089551526e+00,2.461752159555030961e-01
5.798047386057462838e+00,2.468020654705200823e-01
5.807934399973772699e+00,2.474310771833616585e-01
5.817838273539144289e+00,2.480622540403962795e-01
5.827759035503187413e+00,2.486955989515348409e-01
5.837696714664533104e+00,2.493311147898600588e-01
5.847651339870920673e+00,2.499688043912572100e-01
5.857622940019283853e+00,2.506086705540429005e-01
5.867611544055828077e+00,2.512507160385933358e-01
5.877617180976126399e+00,2.518949435669730064e-01
5.887639879825188771e+00,2.525413558225612087e-01
5.897679669697556193e+00,2.531899554496795379e-01
5.907736579737383309e+00,2.538407450532181309e-01
5.917810639138520123e+00,2.544937271982613547e-01
5.927901877144601706e+00,2.551489044097135506e-01
5.938010323049128125e+00,2.558062791719240003e-01
5.948136006195553271e+00,2.564658539283115046e-01
5.958278955977363012e+00,2.571276310809886834e-01
5.968439201838178221e+00,2.577916129903866649e-01
5.978616773271816065e+00,2.584578019748775546e-01
5.988811699822393031e+00,2.591262003103989575e-01
5.999024011084402197e+00,2.597968102300765580e-01
6.009253736702804716e+00,2.604696339238476432e-01
6.019500906373111526e+00,2.611446735380836270e-01
6.029765549841473948e+00,2.618219311752129630e-01
6.040047696904762731e+00,2.625014088933437795e-01
6.050347377410663974e+00,2.631831087058862373e-01
6.060664621257755513e+00,2.638670325811752204e-01
6.070999458395608173e+00,2.645531824420934153e-01
6.081351918824855929e+00,2.652415601656927802e-01
6.091722032597292724e+00,2.659321675828181242e-01
6.102109829815957731e+00,2.666250064777295758e-01
6.112515340635223282e+00,2.673200785877252739e-01
6.122938595260882799e+00,2.680173856027648904e-01
6.133379623950234283e+00,2.687169291650925440e-01
6.143838457012176235e+00,2.694187108688604337e-01
6.154315124807284043e+00,2.701227322597528069e-01
6.164809657747915672e+00,2.708289948346103149e-01
6.175322086298278279e+00,2.715375000410539252e-01
6.185852440974533906e+00,2.722482492771101659e-01
6.196400752344879415e+00,2.729612438908365912e-01
6.206967051029637084e+00,2.736764851799474152e-01
6.217551367701345200e+00,2.743939743914399765e-01
6.228153733084845101e+00,2.751137127212215372e-01
6.238774177957372657e+00,2.758357013137368585e-01
6.249412733148639987e+00,2.765599412615960540e-01
6.260069429540942920e+00,2.772864336052040524e-01
6.270744298069227618e+00,2.780151793323892284e-01
6.281437369721197150e+00,2.787461793780341979e-01
6.292148675537393210e+00,2.794794346237065019e-01
6.302878246611290258e+00,2.802149458972910123e-01
6.313626114089382568e+00,2.809527139726220035e-01
6.324392309171279258e+00,2.816927395691173341e-01
6.335176863109789558e+00,2.824350233514129060e-01
6.345979807211016066e+00,2.831795659289981226e-01
6.356801172834445346e+00,2.839263678558527904e-01
6.367640991393044736e+00,2.846754296300849085e-01
6.378499294353340510e+00,2.854267516935694582e-01
6.389376113235519128e+00,2.861803344315879127e-01
6.400271479613517833e+00,2.869361781724705240e-01
6.411185425115112579e+00,2.876942831872381645e-01
6.422117981422013067e+00,2.884546496892463341e-01
6.433069180269954224e+00,2.892172778338303329e-01
6.444039053448785914e+00,2.899821677179517665e-01
6.455027632802565307e+00,2.907493193798464381e-01
6.466034950229661682e+00,2.915187327986749621e-01
6.477061037682825706e+00,2.922904078941717665e-01
6.488105927169301346e+00,2.930643445262993696e-01
6.499169650750910243e+00,2.938405424949017686e-01
6.510252240544148528e+00,2.946190015393607142e-01
6.521353728720275633e+00,2.953997213382530407e-01
6.532474147505412887e+00,2.961827015090102710e-01
6.543613529180634991e+00,2.969679416075794443e-01
6.554771906082057065e+00,2.977554411280862734e-01
6.565949310600948330e+00,2.985451995025008021e-01
6.577145775183800502e+00,2.993372161003027276e-01
6.588361332332437925e+00,3.001314902281515540e-01
6.599596014604108163e+00,3.009280211295565777e-01
6.610849854611576148e+00,3.017268079845508155e-01
6.622122885023220107e+00,3.025278499093654871e-01
6.633415138563123037e+00,3.033311459561071066e-01
6.644726648011172188e+00,3.041366951124377938e-01
6.656057446203153205e+00,3.049444963012564180e-01
6.667407566030837174e+00,3.057545483803828512e-01
6.678777040442096968e+00,3.065668501422453840e-01
6.690165902440976531e+00,3.073814003135679207e-01
6.701574185087805446e+00,3.081981975550632247e-01
6.713001921499286873e+00,3.090172404611254975e-01
6.724449144848595239e+00,3.098385275595278987e-01
6.735915888365473947e+00,3.106620573111209538e-01
6.747402185336330405e+00,3.114878281095351253e-01
6.758908069104334615e+00,3.123158382808846056e-01
6.770433573069507993e+00,3.131460860834748838e-01
6.781978730688838830e+00,3.139785697075138104e-01
6.793543575476357788e+00,3.148132872748230504e-01
6.805128141003246256e+00,3.156502368385548096e-01
6.816732460897933166e+00,3.164894163829110596e-01
6.828356568846191799e+00,3.173308238228649270e-01
6.840000498591238376e+00,3.181744570038858577e-01
6.851664283933827093e+00,3.190203137016678347e-01
6.863347958732352261e+00,3.198683916218605372e-01
6.875051556902938898e+00,3.207186883998037197e-01
6.886775112419559086e+00,3.215712016002656992e-01
6.898518659314108348e+00,3.224259287171834520e-01
6.910282231676516673e+00,3.232828671734077064e-01
6.922065863654844442e+00,3.241420143204502002e-01
6.933869589455385452e+00,3.250033674382362125e-01
6.945693443342759288e+00,3.258669237348579828e-01
6.957537459640018795e+00,3.267326803463342921e-01
6.969401672728742447e+00,3.276006343363717654e-01
6.981286117049138262e+00,3.284707826961310584e-01
6.993190827100139728e+00,3.293431223439956534e-01
7.005115837439518600e+00,3.302176501253461516e-01
7.017061182683965725e+00,3.310943628123362292e-01
7.029026897509205618e+00,3.319732571036735913e-01
7.041013016650090606e+00,3.328543296244053651e-01
7.053019574900707411e+00,3.337375769257063252e-01
7.065046607114471300e+00,3.346229954846715593e-01
7.077094148204232660e+00,3.355105817041139638e-01
7.089162233142376479e+00,3.364003319123640701e-01
7.101250896960920045e+00,3.372922423630759781e-01
7.113360174751627518e+00,3.381863092350363975e-01
7.125490101666093423e+00,3.390825286319779086e-01
7.137640712915857222e+00,3.399808965823967188e-01
7.149812043772502790e+00,3.408814090393751384e-01
7.162004129567758781e+00,3.417840618804077746e-01
7.174217005693603433e+00,3.426888509072328892e-01
7.186450707602367594e+00,3.435957718456671972e-01
7.198705270806834200e+00,3.445048203454466607e-01
7.210980730880341305e+00,3.454159919800700029e-01
7.223277123456900206e+00,3.463292822466496057e-01
7.235594484231271828e+00,3.472446865657628501e-01
7.247932848959092844e+00,3.481622002813130057e-01
7.260292253456968048e+00,3.490818186603911744e-01
7.272672733602579598e+00,3.500035368931446733e-01
7.285074325334789158e+00,3.509273500926503031e-01
7.297497064653742704e+00,3.518532532947921121e-01
7.309940987620974440e+00,3.527812414581436573e-01
7.322406130359510712e+00,3.537113094638563715e-01
7.334892529053974819e+00,3.546434521155518160e-01
7.347400219950703359e+00,3.555776641392206505e-01
7.359929239357827946e+00,3.565139401831236565e-01
7.372479623645401325e+00,3.574522748177016984e-01
7.385051409245493304e+00,3.583926625354874607e-01
7.397644632652299101e+00,3.593350977510250122e-01
7.410259330422245050e+00,3.602795748007934229e-01
7.422895539174096058e+00,3.612260879431353211e-01
7.435553295589057754e+00,3.621746313581916676e-01
7.448232636410884844e+00,3.631251991478414154e-01
7.460933598445997461e+00,3.640777853356474414e-01
7.473656218563569986e+00,3.650323838668061427e-01
7.486400533695650061e+00,3.659889886081041932e-01
7.499166580837262508e+00,3.669475933478802965e-01
7.511954397046518572e+00,3.679081917959923786e-01
7.524764019444719843e+00,3.688707775837905545e-01
7.537595485216471936e+00,3.698353442640961442e-01
7.550448831609785749e+00,3.708018853111851310e-01
7.563324095936185820e+00,3.717703941207780582e-01
7.576221315570833781e+00,3.727408640100375314e-01
7.589140527952610960e+00,3.737132882175673299e-01
7.602081770584247167e+00,3.746876599034210109e-01
7.615045081032421059e+00,3.756639721491150663e-01
7.628030496927872051e+00,3.766422179576475737e-01
7.641038055965507780e+00,3.776223902535235655e-01
7.654067795904516913e+00,3.786044818827856706e-01
7.667119754568473056e+00,3.795884856130510299e-01
7.680193969845449331e+00,3.805743941335542613e-01
7.693290479688123185e+00,3.815622000551960324e-01
7.706409322113902505e+00,3.825518959105993488e-01
7.719550535205008224e+00,3.835434741541680626e-01
7.732714157108609321e+00,3.845369271621567053e-01
7.745900226036921410e+00,3.855322472327419314e-01
7.759108780267321315e+00,3.865294265861030087e-01
7.772339858142458091e+00,3.875284573645068620e-01
7.785593498070363161e+00,3.885293316324003321e-01
7.798869738524563999e+00,3.895320413765079315e-01
7.812168618044188051e+00,3.905365785059360939e-01
7.825490175234095069e+00,3.915429348522850850e-01
7.838834448764962382e+00,3.925511021697635772e-01
7.852201477373412786e+00,3.935610721353135499e-01
7.865591299862125574e+00,3.945728363487395751e-01
7.879003955099946666e+00,3.955863863328444308e-01
7.892439482022001407e+00,3.966017135335712096e-01
7.905897919629810922e+00,3.976188093201528106e-01
7.919379306991402245e+00,3.986376649852661491e-01
7.932883683241420236e+00,3.996582717451937494e-01
7.946411087581242150e+00,4.006806207399919439e-01
7.959961559279102872e+00,4.017047030336656777e-01
7.973535137670188178e+00,4.027305096143481422e-01
7.987131862156761741e+00,4.037580313944886257e-01
8.000751772208278823e+00,4.047872592110466350e-01
8.014394907361500842e+00,4.058181838256919582e-01
8.028061307220601961e+00,4.068507959250106665e-01
8.041751011457296983e+00,4.078850861207196088e-01
8.055464059810949706e+00,4.089210449498852928e-01
8.069200492088679511e+00,4.099586628751499262e-01
8.082960348165507014e+00,4.109979302849663396e-01
8.096743667984426907e+00,4.120388374938339648e-01
8.110550491556557162e+00,4.130813747425473581e-01
8.124380858961242069e+00,4.141255321984476101e-01
8.138234810346169468e+00,4.151712999556814165e-01
8.152112385927489768e+00,4.162186680354665880e-01
8.166013625989927860e+00,4.172676263863639434e-01
8.179938570886907456e+00,4.183181648845563094e-01
8.193887261040661230e+00,4.193702733341331812e-01
8.207859736942355156e+00,4.204239414673826558e-01
8.221856039152200424e+00,4.214791589450896381e-01
8.235876208299570678e+00,4.225359153568400417e-01
8.249920285083121030e+00,4.235942002213325952e-01
8.263988310270910631e+00,4.246540029866961441e-01
8.278080324700518133e+00,4.257153130308146682e-01
8.292196369279155377e+00,4.267781196616569628e-01
8.306336484983793511e+00,4.278424121176142569e-01
8.320500712861280235e+00,4.289081795678447717e-01
8.334689094028449929e+00,4.299754111126221079e-01
8.348901669672263992e+00,4.310440957836942921e-01
8.363138481049908535e+00,4.321142225446442664e-01
8.377399569488924058e+00,4.331857802912614797e-01
8.391684976387320916e+00,4.342587578519160885e-01
8.405994743213707210e+00,4.353331439879425391e-01
8.420328911507404257e+00,4.364089273940278679e-01
8.434687522878563826e+00,4.374860966986064414e-01
8.449070619008297811e+00,4.385646404642615237e-01
8.463478241648786593e+00,4.396445471881328393e-01
8.477910432623421144e+00,4.407258053023314082e-01
8.492367233826898953e+00,4.418084031743582663e-01
8.506848687225359029e+00,4.428923291075318458e-01
8.521354834856504468e+00,4.439775713414210179e-01
8.535885718829725022e+00,4.450641180522834639e-01
8.550441381326212564e+00,4.461519573535109306e-01
8.565021864599088985e+00,4.472410772960804248e-01
8.579627210973528761e+00,4.483314658690121246e-01
8.594257462846874418e+00,4.494231109998315099e-01
8.608912662688780415e+00,4.505160005550412072e-01
8.623592853041305517e+00,4.516101223405936671e-01
8.638298076519063784e+00,4.527054641023749992e-01
8.653028375809329376e+00,4.538020135266910837e-01
8.667783793672173331e+00,4.548997582407619533e-01
8.682564372940579034e+00,4.559986858132202836e-01
8.697370156520571882e+00,4.570987837546172106e-01
8.712201187391341861e+00,4.582000395179329777e-01
8.727057508605369662e+00,4.593024404990938558e-01
8.741939163288543924e+00,4.604059740374942256e-01
8.756846194640306891e+00,4.615106274165260425e-01
8.771778645933750340e+00,4.626163878641108007e-01
8.786736560515766570e+00,4.637232425532405444e-01
8.801719981807160309e+00,4.648311786025220993e-01
8.816728953302778393e+00,4.659401830767280206e-01
8.831763518571639437e+00,4.670502429873527594e-01
8.846823721257054629e+00,4.681613452931735475e-01
8.861909605076759178e+00,4.692734769008179430e-01
8.877021213823031331e+00,4.703866246653355954e-01
8.892158591362836262e+00,4.715007753907763943e-01
8.907321781637936198e+00,4.726159158307726704e-01
8.922510828665021876e+00,4.737320326891268363e-01
8.937725776535845768e+00,4.748491126204051893e-01
8.952966669417346424e+00,4.759671422305360999e-01
8.968233551551776372e+00,4.770861080774123075e-01
8.983526467256833570e+00,4.782059966715003774e-01
8.998845460925785744e+00,4.793267944764527666e-01
9.014190577027596518e+00,4.804484879097259964e-01
9.029561860107078175e+00,4.815710633432050969e-01
9.044959354784982253e+00,4.826945071038279966e-01
9.060383105758155864e+00,4.838188054742204591e-01
9.075833157799664264e+00,4.849439446933314635e-01
9.091309555758922301e+00,4.860699109570756904e-01
9.106812344561824091e+00,4.871966904189789505e-01
9.122341569210869139e+00,4.883242691908282196e-01
9.137897274785300894e+00,4.894526333433272813e-01
9.153479506441231095e+00,4.905817689067553666e-01
9.169088309411767668e+00,4.917116618716301790e-01
9.184723729007167492e+00,4.928422981893768040e-01
9.200385810614937654e+00,4.939736637729980062e-01
9.216074599699984660e+00,4.951057444977503552e-01
9.231790141804744110e+00,4.962385262018246257e-01
9.247532482549312149e+00,4.973719946870284736e-01
9.263301667631576919e+00,4.985061357194751630e-01
9.279097742827353557e+00,4.996409350302737917e-01
9.294920753990515649e+00,5.007763783162254567e-01
9.310770747053119578e+00,5.019124512405204186e-01
9.326647768025567942e+00,5.030491394334426491e-01
9.342551862996700152e+00,5.041864284930733797e-01
9.358483078133955857e+00,5.053243039860010333e-01
9.374441459683502842e+00,5.064627514480348758e-01
9.390427053970364923e+00,5.076017563849188896e-01
9.406439907398562283e+00,5.087413042730526413e-01
9.422480066451250025e+00,5.098813805602128157e-01
9.438547577690838963e+00,5.110219706662776362e-01
9.454642487759139513e+00,5.121630599839561704e-01
9.470764843377514453e+00,5.133046338795198560e-01
9.486914691346976625e+00,5.144466776935345820e-01
9.503092078548352362e+00,5.155891767415985427e-01
9.519297051942414711e+00,5.167321163150823127e-01
9.535529658570011335e+00,5.178754816818691431e-01
9.551789945552206618e+00,5.190192580871006989e-01
9.568077960090416667e+00,5.201634307539230173e-01
9.584393749466549650e+00,5.213079848842365749e-01
9.600737361043133689e+00,5.224529056594470200e-01
9.617108842263466073e+00,5.235981782412193475e-01
9.633508240651751819e+00,5.247437877722336275e-01
9.649935603813226237e+00,5.258897193769423994e-01
9.666390979434305919e+00,5.270359581623303979e-01
9.682874415282720193e+00,5.281824892186764986e-01
9.699385959207660335e+00,5.293292976203167743e-01
9.715925659139907467e+00,5.304763684264096613e-01
9.732493563091976441e+00,5.316236866817023454e-01
9.749089719158252620e+00,5.327712374172992593e-01
9.765714175515132212e+00,5.339190056514306892e-01
9.782366980421176805e+00,5.350669763902260456e-01
9.799048182217223513e+00,5.362151346284824704e-01
9.815757829326548389e+00,5.373634653504408831e-01
9.832495970255001438e+00,5.385119535305598060e-01
9.849262653591141614e+00,5.396605841342900778e-01
9.866057928006387812e+00,5.408093421188517880e-01
9.882881842255153870e+00,5.419582124340113216e-01
9.899734445174988906e+00,5.431071800228592927e-01
9.916615785686719420e+00,5.442562298225888107e-01
9.933525912794603840e+00,5.454053467652757448e-01
9.950464875586455094e+00,5.465545157786559916e-01
9.967432723233793368e+00,5.477037217869082930e-01
9.984429504991988225e+00,5.488529497114322808e-01
1.000145527020039538e+01,5.500021844716296293e-01
1.001851006828252189e+01,5.511514109856865407e-01
1.003559394874613808e+01,5.523006141713511230e-01
1.005270696118344276e+01,5.534497789467167639e-01
1.006984915527119817e+01,5.545988902310015067e-01
1.008702058077087749e+01,5.557479329453284267e-01
1.010422128752881044e+01,5.568968920135055622e-01
1.012145132547632720e+01,5.580457523628062910e-01
1.013871074462989696e+01,5.591944989247473741e-01
1.015599959509128425e+01,5.603431166358679993e-01
1.017331792704768745e+01,5.614915904385083811e-01
1.019066579077188450e+01,5.626399052815855839e-01
1.020804323662237856e+01,5.637880461213709005e-01
1.022545031504355073e+01,5.649359979222642325e-01
1.024288707656579511e+01,5.660837456575702475e-01
1.026035357180567864e+01,5.672312743102699839e-01
1.027784985146607433e+01,5.683785688737933439e-01
1.029537596633632290e+01,5.695256143527914761e-01
1.031293196729236428e+01,5.706723957639036060e-01
1.033051790529689029e+01,5.718188981365277535e-01
1.034813383139952236e+01,5.729651065135867860e-01
1.036577979673690564e+01,5.741110059522919196e-01
1.038345585253289372e+01,5.752565815249072179e-01
1.040116205009868899e+01,5.764018183195109835e-01
1.041889844083299010e+01,5.775467014407555943e-01
1.043666507622214468e+01,5.786912160106252312e-01
1.045446200784029678e+01,5.798353471691909400e-01
1.047228928734953257e+01,5.809790800753653617e-01
1.049014696650003664e+01,5.821223999076531319e-01
1.050803509713024297e+01,5.832652918649009477e-01
1.052595373116697353e+01,5.844077411670430822e-01
1.054390292062560519e+01,5.855497330558475655e-01
1.056188271761021191e+01,5.866912527956568146e-01
1.057989317431371212e+01,5.878322856741268199e-01
1.059793434301803217e+01,5.889728170029645549e-01
1.061600627609424663e+01,5.901128321186610570e-01
1.063410902600273644e+01,5.912523163832235085e-01
1.065224264529333809e+01,5.923912551849012109e-01
1.067040718660548926e+01,5.935296339389131148e-01
1.068860270266842249e+01,5.946674380881696864e-01
1.070682924630125044e+01,5.958046531039896676e-01
1.072508687041316833e+01,5.969412644868168361e-01
1.074337562800359258e+01,5.980772577669337675e-01
1.076169557216231709e+01,5.992126185051693810e-01
1.078004675606966245e+01,6.003473322936043743e-01
1.079842923299664115e+01,6.014813847562743288e-01
1.081684305630509613e+01,6.026147615498674837e-01
1.083528827944787309e+01,6.037474483644199585e-01
1.085376495596896085e+01,6.048794309240062006e-01
1.087227313950365470e+01,6.060106949874267679e-01
1.089081288377871637e+01,6.071412263488918937e-01
1.090938424261251427e+01,6.082710108387000547e-01
1.092798726991519587e+01,6.094000343239144302e-01
1.094662201968883863e+01,6.105282827090335873e-01
1.096528854602760106e+01,6.116557419366588366e-01
1.098398690311788961e+01,6.127823979881574790e-01
1.100271714523849909e+01,6.139082368843203907e-01
1.102147932676081155e+01,6.150332446860189428e-01
1.104027350214889758e+01,6.161574074948519275e-01
1.105909972595970814e+01,6.172807114537920414e-01
1.107795805284322910e+01,6.184031427478279275e-01
1.109684853754263578e+01,6.195246876045988893e-01
1.111577123489445285e+01,6.206453322950273854e-01
