lr,bsz,D,N,L,L_noisy
1.553968086413868221e-03,7.728566470364859242e+02,6.516107157498861397e+02,4.385876942714009630e+00,6.297191564732917080e+00,6.298501766515902212e+00
4.702843498410810841e-04,1.193620639178713816e+02,7.208230373222869503e+01,1.660388619707068747e+00,7.735387706679173192e+00,7.729662662648345339e+00
9.478944397376376160e-03,1.005749077277343986e+03,9.686380196685155397e+02,5.704484570101318874e-02,1.887703245465600332e+01,1.887907317520714656e+01
1.272182603946913921e-03,9.820613724713004444e+01,3.581413688012357710e+00,4.837057146924744977e+00,8.782420854342545269e+00,8.785285771588375425e+00
1.369573715061840266e-03,1.583044008239902780e+02,4.326836732003660480e+00,2.778454744532179443e-01,1.298561704969296571e+01,1.298369006856034247e+01
3.046760479114462000e-03,6.290489909025109228e+01,3.038823768111127865e+00,4.066517735248365462e+00,9.006368829845442292e+00,9.008854963819279860e+00
1.071653724786966223e-03,1.673450129599435058e+03,3.939140475543282616e+00,1.292462560855719145e-01,2.042004234794359974e+01,2.041499928506088679e+01
2.226003599200089339e-04,6.720609360687271305e+01,1.540250823111155221e+01,3.204907748199072315e-01,1.099193230958101708e+01,1.099138634221006683e+01
2.528155503193200461e-04,6.463081730832777794e+02,1.087087527250542394e+02,1.709022574053765009e+00,8.057057300032683500e+00,8.057270231534484850e+00
8.080874482533417563e-04,8.509875355363811877e+02,1.128627151627725311e+01,6.263715415676127662e-01,1.259001865388259667e+01,1.259246834829135508e+01
3.205241132851866610e-04,2.496943250496480005e+02,8.210857272034870675e+02,4.462738608153851594e+00,6.328939421029522450e+00,6.330235921481794037e+00
2.595601569355629489e-04,7.411022837122703777e+02,2.065127543530510081e+02,1.828369876266950245e+00,7.676641651798840726e+00,7.677407873562578366e+00
5.439885311975666427e-04,7.049989238939319875e+02,4.506825162466091683e+02,5.713153068298359116e+00,6.106666464576485431e+00,6.108429922007100110e+00
4.021701868390475769e-03,7.004368275871806873e+02,2.011571381008603776e+00,9.274032773611084579e+00,1.220050859086636663e+01,1.219864259835757103e+01
5.368605627256598477e-03,1.824276710777134269e+02,6.778124405298620481e+00,1.991929857126079340e-01,1.337775523978580949e+01,1.338228172908982572e+01
3.362968407487620937e-04,2.404503006468875128e+02,2.390026931350263339e+00,2.688678933666696746e+00,1.081328991092544278e+01,1.081236009606980986e+01
2.484787078304772300e-04,1.030794830523999508e+02,3.142684095427388797e+02,2.014580811194774113e-01,1.128701981422835487e+01,1.128948991934147550e+01
1.180129045588698320e-04,1.380054860516812880e+02,2.505273888879104334e+02,6.472562881649268629e-01,8.799353774993022625e+00,8.799429825084889245e+00
1.043629064507716489e-04,1.391169831330401792e+02,3.699247045709997650e+01,1.599631514378261121e+00,8.050247349744612535e+00,8.049595027545265680e+00
5.413670467453678397e-04,9.291427484738001397e+01,2.788651835084508548e+02,3.099668427628107015e+00,6.991168174916329470e+00,6.993008705877617359e+00
2.439207995017070893e-04,6.901069035885135463e+02,5.951543508548629902e+00,2.341886581628628505e+00,1.118668544268986409e+01,1.118810703745735502e+01
1.016849476000911872e-03,2.798996957222594801e+02,3.161556550577296321e+02,6.544818844104086430e+00,5.996587296389208177e+00,6.000697725957844675e+00
1.831637853974005660e-04,1.723969145204225015e+03,1.620109611582750908e+00,3.249834799443360178e-01,2.055249147294713197e+01,2.055579421599342638e+01
1.792742678332329706e-03,3.162954423890457747e+02,1.103324603273377313e+01,1.284617238473197143e-01,1.436989990805840378e+01,1.436827917202040972e+01
1.302048014082070456e-03,9.323980985605660408e+02,3.419508247664765577e+01,7.361435199233632432e+00,8.042043003785533273e+00,8.043627029501209336e+00
6.727086165239050917e-03,6.451023594306210498e+02,3.962547864713805552e+02,1.222335278663655878e+00,8.051035639284666701e+00,8.051423342841921738e+00
4.182027295304313608e-03,1.901301262497734115e+02,1.264811202597534390e+01,3.991065248149143319e+00,8.029400415229151378e+00,8.027095468119274102e+00
1.750770100002959110e-04,1.940547031334059511e+02,1.505259423896621911e+02,5.749246885617903535e-01,9.017404025008763924e+00,9.014184568196702330e+00
1.241583800376103164e-03,5.462040270598215841e+01,1.323346432953749563e+01,4.368423384616364480e+00,7.541946190242822645e+00,7.542789962960075201e+00
5.420273248632723976e-04,4.722249711303969093e+02,2.971933127706461519e+01,1.583751742150813158e+00,8.935451991501812685e+00,8.933926804608134375e+00
1.208528495619947698e-04,2.326429873047485160e+02,9.800659685908742702e+00,5.771796655845794904e-02,1.656559068937130164e+01,1.656151007423221699e+01
1.259645004946368394e-03,8.816321622893261178e+01,7.101945980913833978e+01,4.342391068830997014e+00,6.797669081033729022e+00,6.797462394116039697e+00
8.940492029192871615e-03,6.332684410487230053e+01,1.023690775836255007e+00,2.054026137599484159e+00,1.165752954929733498e+01,1.165826876918171529e+01
1.951942530055808837e-04,1.619726215881805501e+03,5.067343021275939208e+01,3.551614002816804172e-01,1.286344302007262108e+01,1.286381640858015807e+01
1.023166684520299623e-04,7.071849503388713742e+01,1.303539161100760246e+01,1.514463932533007373e+00,8.672168534764708170e+00,8.668629341766894925e+00
2.492952928523959970e-04,9.481672373425337241e+01,3.085842283474687520e+02,1.278131755547056603e+00,7.966856480584962874e+00,7.965190261102937264e+00
7.235718507404600682e-04,1.930276715740940972e+03,1.362265701064893264e+01,3.670861100571540359e+00,1.181467130042858926e+01,1.181884726507121286e+01
3.376532049904228442e-04,1.748317114279470161e+03,4.913458758910823008e+02,1.622186313632489052e-01,1.293801247261480114e+01,1.293577326134216143e+01
2.435495588114380740e-03,1.547642480158420994e+03,6.912755130616648103e+02,5.211934087524237924e+00,6.565260637018008438e+00,6.564348424011818395e+00
3.423928901019491350e-04,2.452440525124972055e+02,8.224110327512462959e+00,1.131887528033297619e+00,1.010597408022604426e+01,1.011295291263041563e+01
5.313666871710737323e-03,1.419111595803606463e+02,4.543257241980133188e+01,4.092460490455432365e-01,1.010565457182116589e+01,1.010676347503476258e+01
1.805227202659818574e-04,1.213128401213238732e+02,1.304207126855330134e+00,7.344209497487855787e-01,1.290011089518784182e+01,1.289866704989736412e+01
2.045514523640545542e-04,1.900403724853748372e+03,1.356941811358258398e+01,5.402453834129532922e-02,2.089692760420319217e+01,2.089115540098449841e+01
8.684695597990147939e-03,4.138824075919860093e+02,1.916306825328235561e+02,5.626639743578256692e+00,6.576746776367622616e+00,6.577729004504072385e+00
1.401467077608158660e-04,1.635993716170347341e+02,4.263070281267935115e+02,2.607001580544276442e-01,1.054837050885918792e+01,1.054425773162832769e+01
3.235933947186097649e-03,7.081491133044517028e+02,5.008622027961244498e+02,1.219144802475713441e+00,7.870417960824570791e+00,7.870392690813716285e+00
1.470738708655864376e-04,8.375871289849393406e+02,1.890899504806398213e+01,5.809296031021911055e-01,1.186348157131185488e+01,1.186092987432203927e+01
2.077209313734632674e-04,6.944880727356363082e+01,1.293980736904928097e+00,5.735584324679677409e-02,1.830537955307136500e+01,1.830040483060070144e+01
1.775901499065725029e-03,4.647270416271462068e+02,1.425660434213045846e+01,3.452836268503541861e-01,1.230382188136793786e+01,1.230882074514536484e+01
4.463472300648982719e-03,1.925054648715100484e+03,1.296474683219094004e+02,7.713817337814546926e-01,1.105221655140986847e+01,1.105193645351242715e+01
1.712662826972643354e-03,3.198387040584361785e+02,9.302542501259969399e+00,8.821750503692617207e-02,1.565941522145333487e+01,1.566220785509768199e+01
9.831644910293157319e-03,5.850112135327007223e+01,2.196186246051501030e+02,5.490914054436517588e-01,9.484885568094895802e+00,9.487135196543807325e+00
9.387071516454500997e-03,7.339463168349627722e+02,4.677205414674347850e+01,1.079469195381700608e+00,1.019483222968572278e+01,1.019267188739243402e+01
1.992347329846958176e-04,4.457107925674052353e+02,3.683428554934081944e+01,5.040407738232969059e+00,7.360254908153288866e+00,7.360549911447555438e+00
8.565016597170513508e-04,1.209636669421078352e+02,2.960054640828704287e+00,5.322172017836964031e+00,9.069634358129032847e+00,9.068589868058591463e+00
8.684625174355659321e-04,1.099956222272340369e+02,2.618159526367894614e+02,8.741348884450847123e+00,6.060641395915776997e+00,6.063558029457062126e+00
2.362021670352134326e-04,2.260171742276671694e+02,8.419122104384786809e+00,4.538533918454066729e+00,8.342219230073451897e+00,8.343533115538178890e+00
2.077055066243525382e-03,1.210592377394632422e+02,1.643648377149046951e+02,1.839792029651771965e-01,1.135392475167732762e+01,1.135288223417844478e+01
5.493459320342127840e-03,9.960110610603563828e+02,5.570465589282526508e+01,1.262594917865919042e+00,9.983411832838603672e+00,9.988406410344591535e+00
3.010435912107644729e-03,5.181134534421490656e+01,3.949000486557628875e+01,1.662182663876885957e+00,8.080845393257144238e+00,8.082419385903625297e+00
3.782893479476997015e-03,1.709655908649480125e+02,2.537828985616792750e+02,2.160384418065239565e-01,1.087904207775911658e+01,1.088044419560811527e+01
3.324992536363124084e-04,2.175484069030223964e+02,3.531878337185868588e+01,5.927313154527021899e-01,9.649925912866899935e+00,9.647593273330000940e+00
1.354551119941279193e-03,4.456884025792910506e+02,5.300062002228987268e+00,1.407353015194904855e-01,1.575007514275478826e+01,1.575131189806204013e+01
2.261434647001750074e-04,1.354520054017009670e+03,6.881867434164270492e+01,6.548232474334765574e-02,1.711581003867319950e+01,1.711143019276724431e+01
3.361114730358012465e-03,8.205342127819893676e+02,4.535866038906682434e+02,9.258130414129332741e-02,1.434786171884010386e+01,1.434926100681107108e+01
7.256235414002627955e-03,6.136253069497892909e+01,2.067722498740952517e+02,6.127878566765898594e-01,9.235530210668322582e+00,9.232736977416371005e+00
9.908666170013694530e-04,1.013090829497232221e+03,1.001076238428475706e+00,6.612991118202902197e-01,1.855524336443356503e+01,1.855580518001747947e+01
1.086432536115174196e-03,5.135597130487175264e+02,1.095102035475234104e+00,2.859865343684944716e-01,1.779327932354111397e+01,1.779245808958881980e+01
3.001019949717437674e-03,1.554332020082690406e+03,4.188127670903069770e+02,5.953789885543550042e+00,6.793276031782587765e+00,6.793971464367891677e+00
6.128700948834149217e-03,3.579733733229160748e+02,2.989050138419581515e+01,8.067523540877525878e-01,9.853384036000560897e+00,9.854465540859440154e+00
1.527803270315393654e-04,9.406797624573893302e+01,3.865750287900486342e+02,5.254221391202521296e+00,6.552585149610843374e+00,6.552419414338437775e+00
3.214444885270382069e-03,1.117984602422993277e+02,2.395214676890803958e+02,2.505540751091932528e-01,1.062563283107368406e+01,1.062547004451339028e+01
6.179500119656147934e-03,1.631309614237181677e+03,6.671956180748854877e+02,2.442004042963726196e+00,7.687259007511830333e+00,7.682798601862898202e+00
2.611648122754590615e-04,5.988140831754325433e+01,3.169905101851561540e+02,1.554248962199912265e-01,1.227370799380604005e+01,1.226801424305881127e+01
3.891928582464640875e-04,8.092302504657556028e+01,2.585162820391829541e+02,3.758357400310290419e+00,6.868428595216940380e+00,6.872213362408054138e+00
8.733443418313894396e-04,7.645180733959330155e+02,5.116296969270808859e+02,6.042210696177249818e-02,1.833139206447954805e+01,1.833311401556039044e+01
1.549135762913233334e-03,1.865204077322707235e+03,2.120305326370043133e+02,2.495367862762899680e+00,8.446324059626149960e+00,8.441886611395917228e+00
8.238734939372952849e-04,5.062262707245264437e+01,7.804592117989836986e+00,3.434234368003732940e-01,1.134281659991647118e+01,1.134854421155510451e+01
1.401232790362766639e-03,4.938403069035700241e+02,2.174394908631552426e+02,1.326862279763885155e-01,1.253496452192166011e+01,1.253282133468446524e+01
5.975482775359472866e-04,1.018710994075286067e+03,1.740548460576598400e+00,1.428597951569956226e-01,2.036074644942047129e+01,2.036227933711411353e+01
6.974445033268695214e-04,4.401737107824541226e+02,1.303356700630617695e+02,1.097470542088520573e-01,1.323572409224599156e+01,1.323699978497595531e+01
4.181199582234327835e-04,3.521707199204938661e+02,1.780262945307962354e+02,2.642704316640427931e-01,1.058148772609985677e+01,1.058181339415158995e+01
2.031064565062060904e-03,7.924570882667603655e+02,1.076176362143398357e+01,1.327490950673879233e+00,1.139192220494746621e+01,1.139374761467929353e+01
7.510687290561752875e-03,1.219571866590192144e+02,4.472543654747190622e+00,9.651408724975225617e-01,1.073166942104079880e+01,1.072754765923033915e+01
9.364451344555839787e-03,1.688278091384857191e+02,6.038464432402341799e+02,3.218929967453635910e-01,1.006726435442296541e+01,1.006715593255243490e+01
5.815119811277238201e-04,9.840223758959285760e+02,7.253932609017406108e+00,8.116497740324362553e+00,1.027582710386036524e+01,1.027506493975341506e+01
1.229044221203113489e-04,2.658469576332585689e+02,1.072580272976732640e+00,2.761437161007143093e+00,1.258495834738030439e+01,1.258522103704745021e+01
1.857411323048983615e-03,1.213725597063503869e+02,1.088814154933574807e+00,8.374301942471486626e+00,1.040788344177293112e+01,1.040706091067680639e+01
8.072928407745802448e-03,8.826983349754340225e+02,2.014544567636452825e+02,6.855611543241645123e+00,6.889449129572135178e+00,6.887522939775865716e+00
8.048010805667558248e-03,5.486518406463651587e+01,9.743731891208765816e+00,8.874424629209147763e-01,9.758425834142295585e+00,9.756232338652196745e+00
2.361986569985087721e-03,2.281156512082757786e+02,3.218626766476812673e+00,6.753594477513609640e+00,9.350022114867156731e+00,9.352676141648766261e+00
5.612324388715110145e-04,1.240483011128765298e+02,5.143543812069849785e+00,3.111949038880971408e+00,8.889690525890850736e+00,8.887146521083801431e+00
1.467034042406619484e-04,9.215728943721634323e+02,2.505504091469758521e+02,6.601854923990652324e+00,6.366998046331522332e+00,6.368085427244293939e+00
8.391045216681235425e-04,2.463674049214958472e+02,8.520411227794761544e+01,3.444998757611414941e+00,6.917559293423024336e+00,6.918608938139453990e+00
2.041872537178220006e-03,7.665578789794469685e+02,1.159782309926027466e+01,1.112641759811453246e-01,1.630136261197369407e+01,1.630106891350562748e+01
2.787719150672442105e-03,3.268864072344678107e+02,3.941900705825020168e+02,8.076462384764926838e+00,5.825912046837661507e+00,5.827182157605043322e+00
2.105563244413595665e-03,2.485441475331700474e+02,3.179235325845405669e+02,2.015146440215266899e-01,1.105264710035719844e+01,1.105427336306777342e+01
3.744799136025895887e-03,1.374464852888702353e+03,1.733546913730202377e+01,5.144257416540486405e-01,1.376605271747311221e+01,1.376445625141415263e+01
1.680176094413727346e-04,1.550953638048981986e+02,1.159842131362039730e+00,4.896565307443891513e+00,1.099988783210754306e+01,1.100089632820393426e+01
1.084976409552487493e-03,6.983967298895959175e+02,2.404491504682829941e+02,3.310820464943314834e-01,1.034916984956242381e+01,1.035488650913959141e+01
8.004346853602629409e-04,4.631283126041039964e+02,5.791708870047380060e+02,1.162642817711879717e-01,1.333990490738224111e+01,1.333669217961231368e+01
1.005290769354544528e-03,4.146714239555067252e+02,3.687662258824708488e+02,1.616704602999348983e-01,1.180512060334460855e+01,1.180421337653779545e+01
8.549071782475288440e-04,1.995479594660734222e+02,7.159750433761018051e+00,5.371078298259787331e+00,8.283774852240496145e+00,8.281474063354286486e+00
1.619410833390297257e-03,1.306933958840761818e+02,3.140335680055843000e+02,9.026142890237611738e+00,5.983229182336608609e+00,5.989184216298363062e+00
1.633858608515122482e-04,1.397767861164948044e+02,8.321311642254114815e+01,2.188846495655174529e-01,1.106391861688957867e+01,1.105971025445627909e+01
1.050255366924669623e-04,5.451077478671099641e+01,7.047214376661432311e+01,1.812022105692070728e-01,1.165806219144521272e+01,1.165808344237084704e+01
7.470863199796400024e-04,1.021096444129517977e+03,3.411239280866849910e+00,2.520528648383017489e-01,1.726717126815339043e+01,1.726995868605617801e+01
1.503634446173976891e-03,7.818360451829379087e+01,3.376768546943008431e+01,1.374570892038679659e+00,8.285118470838728655e+00,8.282513872278673972e+00
7.052785245830390549e-04,8.976957980904901433e+02,1.609687310039670294e+01,6.178445126471058257e-01,1.216836450336655950e+01,1.216795646653680762e+01
1.070180744991037613e-03,1.896543611238749691e+03,1.942555749676475614e+02,1.158788983768375275e-01,1.475888142289716853e+01,1.475674551631777121e+01
6.335439041755247915e-04,5.298504631336697912e+01,5.021045263526465519e+00,9.683192100503960731e+00,7.643487378843937918e+00,7.639466090449348101e+00
4.221913655167151315e-03,1.912638530509546513e+02,2.486401990397515149e+01,6.154046690153440469e-02,1.533090291371800262e+01,1.533068978929509996e+01
4.171774013927604351e-03,9.292569314641750111e+01,2.600333639020775536e+02,7.221449163035847940e-01,8.785527111723713034e+00,8.787006696934282601e+00
2.005029458772602234e-04,2.204440828429407588e+02,7.720067357987892365e+02,5.448795770759689017e-01,9.001127025742047039e+00,8.999931776740419664e+00
1.768429018689669785e-03,1.464497183468143362e+02,8.333438027391348157e+01,8.665645199886702343e-01,8.562033000579202024e+00,8.562522356192120654e+00
1.112923656512939318e-03,8.871808573913436646e+01,2.393912142743387150e+00,4.610412212986237712e+00,9.324632655209169840e+00,9.326679548255203400e+00
1.294323269462953308e-04,7.528662281254723609e+01,3.037511899484667879e+02,9.274372180173141578e-01,8.496718529379732487e+00,8.500295692009615323e+00
1.500195889939938106e-04,9.367579299694452288e+01,2.425746797173432867e+02,5.893361249876613028e-01,9.075101911581111125e+00,9.071398228982458178e+00
4.248142159842737894e-03,8.329463962650845588e+02,1.256379820590384639e+02,5.707556222252777034e-02,1.654255070392214932e+01,1.654438446645926319e+01
2.702932873476948661e-03,8.092419870592498228e+02,1.209285403043759866e+00,1.880162135104772314e-01,2.006811282529216101e+01,2.006624906605159353e+01
2.068426596269596848e-04,1.460936095172464547e+03,6.642319658524859278e+02,5.471613271807371781e-01,9.444425943944773749e+00,9.438773675379504624e+00
1.491427868455809250e-03,5.150957884084123606e+01,6.503004315795215007e+02,1.221091674512480574e-01,1.374349886642152541e+01,1.374116492153125968e+01
6.125920659881480164e-03,4.987082524049682775e+02,3.717878932097595790e+00,1.721710368042015660e-01,1.644382508279980115e+01,1.644574484470503961e+01
1.112774985960158971e-03,3.031728861325048001e+02,5.311538996800336463e+02,3.095293170429563645e+00,6.612653928738054354e+00,6.613572706571940074e+00
1.594073157646474972e-03,1.576227579129812568e+02,1.859791957118137873e+01,1.032897671878582502e+00,9.138947367622666462e+00,9.135657617531734331e+00
2.259244131348206713e-03,7.388308550519633400e+02,1.686366732544188674e+00,6.147154262905805966e-02,2.204214307758065416e+01,2.204695568477551504e+01
1.145409255063926371e-03,3.571714832573022136e+02,5.019179730423575236e+00,9.339690681496658486e-01,1.159771733050688525e+01,1.159892318871500549e+01
5.736033485659122050e-03,1.088872970804597884e+02,8.503058113237148063e+01,2.209501587832961578e-01,1.105684121541588993e+01,1.105663378188376988e+01
3.240396067675240075e-04,4.362614634341736632e+02,8.093763361604400188e+02,4.183409231621305624e-01,9.388729858489465840e+00,9.387103980670378434e+00
2.827145919659933586e-04,6.686184343067890268e+02,7.731531785040190243e+02,6.960961360708482815e+00,5.785764371900927294e+00,5.787013836727430416e+00
1.591245458036908615e-04,1.677245631483732495e+03,2.642669502478743837e+01,8.120438104425782566e-02,1.788049620360481029e+01,1.787933293144720892e+01
7.741276151926021519e-04,2.056888147408706118e+02,1.095770531904469713e+01,4.766695325045422038e+00,7.951383891292918449e+00,7.954781003806916218e+00
4.500257050610281719e-04,4.768413143704723893e+02,9.859971543553676554e+01,2.673751737106075943e+00,7.366850246227486743e+00,7.367788069472253731e+00
9.991281527692006705e-04,9.104398239843383180e+02,5.916107959734476118e+00,9.941458464445808829e+00,1.030864622831032129e+01,1.031048713764659652e+01
2.235138062513195045e-04,1.008950487875075851e+03,1.278300710999906897e+01,2.126526460084263714e+00,1.084940693493659758e+01,1.084848956024725553e+01
9.145954532239913577e-04,1.342191009100110080e+02,5.712172156274292689e+01,3.063462488130792583e+00,7.138324607071019123e+00,7.133899654258927470e+00
9.822116719858480210e-04,9.973920277309740356e+01,1.562277432343946373e+02,1.895227017926767454e-01,1.134086422368974389e+01,1.134244218967571882e+01
4.086313077009629197e-04,6.690349950335262008e+01,5.070166640480561426e+01,6.277261818476524979e+00,6.622293959817482367e+00,6.619272410893106695e+00
4.060834044902449091e-03,3.662705119636656264e+02,1.074915686142241755e+00,5.378371655713024779e+00,1.264209877596900533e+01,1.264178018766743072e+01
1.024816234795285870e-03,8.870118140555331365e+02,6.162489806896118694e+01,1.110988208643408415e+00,9.538625145700901697e+00,9.538582638677713277e+00
1.546028604096820165e-03,1.102034799563363521e+02,7.781657516194514983e+02,1.177865834687800373e+00,8.144229293746633402e+00,8.141892068905015378e+00
8.025667811931161411e-03,5.678266292410792460e+01,1.235828865298244539e+00,1.199287102584690456e-01,1.626774649857203059e+01,1.627040638318977628e+01
5.674267679471584232e-03,1.195048781644206315e+02,1.800106841197744245e+01,9.140067307466831492e-01,9.337832057999806423e+00,9.333558601812020683e+00
1.949603131021345739e-03,1.834421840132273758e+02,1.132147192819062953e+00,8.377715814444853137e+00,1.080602001047856575e+01,1.081047968895707179e+01
1.024724701150240620e-04,3.788756576083704317e+02,1.549762299496228302e+01,1.066286068075243537e-01,1.468269367424284155e+01,1.468092669925809801e+01
1.943500463008991956e-03,6.005435098357501289e+01,4.566349256005464596e+00,5.513297436115395522e-02,1.654149841699893031e+01,1.654437933293605312e+01
4.072360109743277854e-04,8.721956232562753257e+02,1.756501542868168952e+00,1.219944726182290662e+00,1.535813313916742295e+01,1.536199840393061677e+01
3.119095387470447768e-04,9.618228865432526220e+01,1.958551925301855476e+02,6.622180550187809489e-01,8.878033647148621199e+00,8.875455578609688700e+00
1.623744225454039217e-03,1.952144380093764539e+03,1.260613853922076366e+00,1.204533181602900072e-01,2.474994358399849048e+01,2.474774396125913611e+01
2.250304485959122669e-04,6.138798107772102952e+01,2.506605210646546027e+02,5.923613307248544180e-01,9.245635011910886547e+00,9.248443873922683522e+00
2.964040613967292622e-03,9.697680024578186249e+02,1.146842760302115209e+02,2.948307762642399243e+00,7.933844133325538728e+00,7.934401719821918775e+00
3.570271442497760517e-03,1.241224833744301122e+03,3.992458829798882789e+02,8.226918550500725402e+00,6.332989019881930304e+00,6.333235123142402223e+00
1.886538614324213782e-04,5.226261764625880346e+01,1.327185072553195511e+00,2.025207513344201793e+00,1.085618218610425778e+01,1.085071639270951849e+01
2.013412252925530143e-04,1.169342709444609767e+02,6.209997461562971388e+00,2.951013135498680828e+00,8.693979583077688034e+00,8.689072959602729185e+00
7.088758088326227967e-03,6.979511965375889986e+02,3.631901803763672376e+01,3.969605542036761525e-01,1.189770907535984712e+01,1.189931340478174171e+01
1.151041128861699496e-04,1.969358538874386113e+03,2.741479685001603528e+01,7.046477738584210337e-01,1.296327236297609531e+01,1.296755706675300779e+01
3.946729891262846027e-03,4.750116586320277747e+02,1.166390303557153008e+00,2.071037786387687873e+00,1.418124785616569916e+01,1.417913055335489148e+01
3.117671251246916311e-03,1.315538728622924282e+03,2.664339937286253956e+01,7.775818124160183586e+00,9.151873957659255154e+00,9.149291020873809188e+00
2.550209060075268874e-03,6.136772071946058986e+02,1.065615485873101242e+01,3.091991281089696009e-01,1.347690465011321770e+01,1.347752926332674939e+01
1.168435597040976909e-04,3.442974171291146490e+02,4.828328758022661304e+02,6.563070480198508749e-02,1.720869669401604085e+01,1.721008234126766823e+01
7.649917778035332343e-03,7.115993931535736010e+02,6.122245757177491754e+00,1.835092549272601681e-01,1.641569566545336301e+01,1.641737457630824437e+01
2.575946272680807803e-04,6.092351002462277165e+02,1.409186723383712314e+00,8.904144664327548142e+00,1.245514597227405673e+01,1.245383203168073827e+01
5.566927855194944534e-03,1.299742926672935539e+02,3.376710643248101995e+00,1.024044762822347687e+00,1.099924711828588109e+01,1.099344234179401703e+01
1.003411935045798878e-03,1.853442651409111477e+02,8.077620139801117816e+00,1.224137333243934811e-01,1.425429165863496905e+01,1.425864249998193678e+01
4.480142777153670302e-04,1.254737468842648923e+03,6.320004859917371043e+00,1.077694989719705898e+00,1.370908889815908616e+01,1.370760748001548279e+01
2.237012126340703769e-04,1.282169355312905168e+02,5.008123867708646770e+01,8.492869328421637221e-01,8.755723689952528588e+00,8.759472089087838143e+00
1.054273830487910559e-04,1.113689292601915639e+02,6.256720799726574356e+00,4.560973645523580089e+00,8.223701923233695865e+00,8.217765415435842158e+00
2.941584343824373395e-04,3.713275196642856031e+02,2.930135712923740865e+00,8.684511010032769374e-01,1.267865388120320169e+01,1.267976111517666560e+01
1.708124988380658831e-04,1.011493162412938432e+03,3.287897605835160775e+00,6.023230264126841149e+00,1.219939595502891905e+01,1.219790524429734191e+01
1.031128142306361327e-04,2.017618308573662773e+02,2.674625694603856463e+00,9.854410298748809971e-02,1.652961908384407508e+01,1.652638313907250378e+01
2.136007611661002760e-03,1.054628860258776371e+02,6.393455472459901330e+02,5.395215114705843362e+00,6.580913528277876345e+00,6.583807923120797767e+00
9.002011340149135288e-03,1.884556515438568340e+03,1.653504396754096888e+02,1.773772512766202403e-01,1.432122363509759033e+01,1.432507358711408330e+01
1.068637735414089320e-03,1.581076502416652545e+02,3.133989202318361436e+02,2.709324889220426691e+00,6.926112650165547002e+00,6.924365510130375156e+00
4.373572287564781065e-03,9.312250761448652270e+01,1.478006561500390115e+00,9.106865815982927159e-02,1.699010162972650662e+01,1.699202998995228242e+01
8.725196863139026565e-03,3.886737471254301681e+02,2.053248230924177165e+01,8.445579921765453690e-01,1.042038173843192794e+01,1.041717916166606095e+01
1.450418300742969729e-04,1.485915252730571865e+02,5.151299308066599281e+01,1.069330762841757820e-01,1.312304886863260123e+01,1.312120625999459200e+01
7.093553376961709948e-04,8.603982426349503498e+01,2.676794893392103347e+01,1.781740409788932666e+00,8.060575470033894518e+00,8.059844621536615961e+00
6.975523739941751934e-04,6.446059174966575256e+02,1.719730599518300762e+00,1.330970166047891201e+00,1.442718174496576822e+01,1.442614671689190153e+01
3.144398117878097871e-04,9.551953982417069255e+02,6.205754565132208356e+00,1.310377059053445814e+00,1.267771316215793931e+01,1.267961598816506097e+01
2.723508267832408947e-03,1.177320472350932732e+03,3.741529270938789153e+01,1.102251630802555171e+00,1.077378395774142383e+01,1.077018897541053200e+01
1.280871505392992046e-03,1.618189193877759067e+02,1.443160497083163989e+02,5.721202881785077826e-02,1.581551826885370460e+01,1.581840300325826831e+01
2.166950286012735150e-04,7.453473202964426036e+01,1.512566897966020996e+01,1.227488908204818346e-01,1.319934653647101719e+01,1.320222605213981204e+01
7.790501171988427863e-03,1.376006998374247587e+03,5.435759893663462350e+01,6.461027673600013010e-02,1.787106960907890141e+01,1.787042122873544159e+01
1.732076742854142982e-04,8.356414345423607983e+02,1.542909913493364797e+02,2.734741810997451950e-01,1.118452238550781885e+01,1.118099555097694875e+01
1.257089215229353083e-04,3.105631835771412170e+02,5.680414687027765694e+02,9.313286782582584911e-01,8.043338307208140137e+00,8.036256960043376196e+00
3.248394936950037455e-03,5.943147076062155776e+01,1.486985657163737073e+02,3.081155142759923748e-01,1.039487200755105967e+01,1.039468431311490271e+01
7.157142275341349781e-04,1.319905691105860228e+02,1.010954605529577677e+01,9.331661118546788480e-02,1.450238906808064598e+01,1.450025663352021787e+01
2.019286210165447890e-03,1.054548130865834764e+03,2.837003223368713023e+00,4.366680212435549713e+00,1.320452449013913210e+01,1.320482948112220534e+01
1.144606098417914983e-04,2.854433085477729151e+02,6.150915124199062944e+00,6.952957131413573855e+00,8.556028716712253512e+00,8.552886831130292578e+00
1.445559294488483852e-04,5.424610037880485436e+01,8.067962468490544836e+01,3.137868203822209434e+00,7.212094919589998376e+00,7.212102855883554930e+00
3.706665574743551084e-04,3.009078678199297769e+02,2.213686425700237770e+00,1.381971505170418169e-01,1.662054408313862197e+01,1.662036090640272334e+01
4.523047561700749048e-04,1.344702885123535339e+02,5.880850071022957763e+02,5.209511407755874401e+00,6.442116199173285374e+00,6.442149677237540395e+00
1.136645449844505542e-03,2.500742483742656361e+02,2.447400114960410544e+00,7.240903028607034719e-02,1.796284557262408654e+01,1.796369540540076315e+01
4.327859336438333988e-04,1.614606090244454322e+02,5.296857797323772488e+00,1.074597942258556788e-01,1.499144351009830878e+01,1.499231184244757920e+01
