t,x,v,viscoelastic_damping_force,dv_dt
1.068813762752550467e+01,1.248791695472300650e-01,-1.409750823190217606e+00,-1.118830680059487541e-02,-1.146707348200607657e-01
1.069413882776555269e+01,1.164169632979128871e-01,-1.410410585782531090e+00,-1.199973789787193469e-02,-1.052104346024568676e-01
1.070014002800560071e+01,1.079509680390196291e-01,-1.411013647023155126e+00,-1.280911619187728029e-02,-9.577380411653860226e-02
1.070614122824564873e+01,9.948152388503636590e-02,-1.411560144578636100e+00,-1.361641387012603455e-02,-8.635933369076664867e-02
1.071214242848569675e+01,9.100897008700072066e-02,-1.412050207032732096e+00,-1.442160328970903960e-02,-7.696551858279643277e-02
1.071814362872574478e+01,8.253364503250182338e-02,-1.412483953886411570e+00,-1.522465697729287470e-02,-6.759085844947701482e-02
1.072414482896579280e+01,7.405588624568046341e-02,-1.412861495557854008e+00,-1.602554762911984065e-02,-5.823385687061710669e-02
1.073014602920584082e+01,6.557603038722889521e-02,-1.413182933382450379e+00,-1.682424811100796669e-02,-4.889302091419692187e-02
1.073614722944588884e+01,5.709441325439096326e-02,-1.413448359612801575e+00,-1.762073145835100704e-02,-3.956686073273095461e-02
1.074214842968593686e+01,4.861137021858731588e-02,-1.413657857595255418e+00,-1.841497082961521259e-02,-3.025388966800959811e-02
1.074814962992598488e+01,4.012723753467577897e-02,-1.413811502382191998e+00,-1.920693936824359460e-02,-2.095262533409606581e-02
1.075415083016603290e+01,3.164235006528701155e-02,-1.413909359809202737e+00,-1.999661044432142140e-02,-1.166158673504162288e-02
1.076015203040608093e+01,2.315704234475918916e-02,-1.413951486806421132e+00,-2.078395754000869622e-02,-2.379295102818132501e-03
1.076615323064612895e+01,1.467164872923270441e-02,-1.413937931453800756e+00,-2.156895423352419086e-02,6.895726278739444312e-03
1.077215443088617697e+01,6.186503396650201714e-03,-1.413868732981114817e+00,-2.235157419914543878e-02,1.616495241320409920e-02
1.077815563112622499e+01,-2.298059653243526845e-03,-1.413743921767956158e+00,-2.313179120720874199e-02,2.542985692858142077e-02
1.078415683136627301e+01,-1.078170659890138883e-02,-1.413563519343737473e+00,-2.390957912410917111e-02,3.469191241295557088e-02
1.079015803160632103e+01,-1.926410379697414410e-02,-1.413327538387691096e+00,-2.468491191230055143e-02,4.395259074929734611e-02
1.079615923184636905e+01,-2.774491778231029382e-02,-1.413035982728869433e+00,-2.545776363029548725e-02,5.321336344983526589e-02
1.080216043208641707e+01,-3.622381526795609430e-02,-1.412688847346144305e+00,-2.622810843266533409e-02,6.247570199044117506e-02
1.080816163232646510e+01,-4.470046309465761092e-02,-1.412286118365978727e+00,-2.699592056479202876e-02,7.174107808982078949e-02
1.081416283256651312e+01,-5.317452727508754917e-02,-1.411827773091875349e+00,-2.776117426436366942e-02,8.101096298776272464e-02
1.082016403280656114e+01,-6.164567396894088391e-02,-1.411313780139509255e+00,-2.852384386390153376e-02,9.028682886128963636e-02
1.082616523304660916e+01,-7.011356923429477861e-02,-1.410744099274580110e+00,-2.928390376331929321e-02,9.957014889066184704e-02
1.083216643328665718e+01,-7.857787871130582358e-02,-1.410118681375625460e+00,-3.004132839679376360e-02,1.088623972579867427e-01
1.083816763352670520e+01,-8.703826762220996660e-02,-1.409437468434021179e+00,-3.079609223276487395e-02,1.181650495080941166e-01
1.084416883376675322e+01,-9.549440077132258231e-02,-1.408700393553980135e+00,-3.154816977393570809e-02,1.274795829275822134e-01
1.085017003400680125e+01,-1.039459425450383889e-01,-1.407907380952553744e+00,-3.229753555727245262e-02,1.368074769495009890e-01
1.085617123424684927e+01,-1.123925569118315593e-01,-1.407058345959630641e+00,-3.304416415400444201e-02,1.461502135928206547e-01
1.086217243448689729e+01,-1.208339074222555959e-01,-1.406153195017937563e+00,-3.378803016962414474e-02,1.555092779476862086e-01
1.086817363472694531e+01,-1.292696572089434004e-01,-1.405191825683039131e+00,-3.452910824388715633e-02,1.648861587194803136e-01
1.087417483496699333e+01,-1.376994689716566078e-01,-1.404174126606596795e+00,-3.526737304928687783e-02,1.742823488299985180e-01
1.088017603520704135e+01,-1.461230040399725816e-01,-1.403099976759199841e+00,-3.600279919621870300e-02,1.836993450642303571e-01
1.088617723544708937e+01,-1.545399232613041129e-01,-1.401969247060631529e+00,-3.673536132564299977e-02,1.931386498860161727e-01
1.089217843568713739e+01,-1.629498869538155703e-01,-1.400781799776734227e+00,-3.746503410299573122e-02,2.026017723351122846e-01
1.089817963592718542e+01,-1.713525543683440955e-01,-1.399537487777424261e+00,-3.819179216292117873e-02,2.120902285204809834e-01
1.090418083616723344e+01,-1.797475836883996314e-01,-1.398236154536693476e+00,-3.891561010927196973e-02,2.216055429067475824e-01
1.091018203640728146e+01,-1.881346320301649222e-01,-1.396877634132608126e+00,-3.963646251510903606e-02,2.311492498184354871e-01
1.091618323664732948e+01,-1.965133554424955409e-01,-1.395461751247309312e+00,-4.035432392270164870e-02,2.407228951968267694e-01
1.092218443688737750e+01,-2.048834089069198061e-01,-1.393988321167012989e+00,-4.106916884352739688e-02,2.503280386476847141e-01
1.092818563712742552e+01,-2.132444463376388932e-01,-1.392457149782009740e+00,-4.178097175827220899e-02,2.599662558215947716e-01
1.093418683736747354e+01,-2.215961205815267232e-01,-1.390868033586665220e+00,-4.248970711683031781e-02,2.696391411723303988e-01
1.094018803760752157e+01,-2.299380834181300459e-01,-1.389220759679419714e+00,-4.319534933830430912e-02,2.793483111424227561e-01
1.094618923784756959e+01,-2.382699855596684402e-01,-1.387515105762788137e+00,-4.389787281100505922e-02,2.890954078290096652e-01
1.095219043808761761e+01,-2.465914766210491327e-01,-1.385750839979222437e+00,-4.459725188951087216e-02,2.988821031512579607e-01
1.095819163832766563e+01,-2.549022034759967359e-01,-1.383927713763204226e+00,-4.529346073444856513e-02,3.087101016788907359e-01
1.096419283856771365e+01,-2.632018121187577608e-01,-1.382045476011393381e+00,-4.598647349752624236e-02,3.185811482882418000e-01
1.097019403880776167e+01,-2.714899475703078657e-01,-1.380103868500709652e+00,-4.667626431048153141e-02,3.284970342480356686e-01
1.097619523904780792e+01,-2.797662529176485058e-01,-1.378102619672590734e+00,-4.736280719037249537e-02,3.384596030505756525e-01
1.098219643928785594e+01,-2.880303693138160370e-01,-1.376041444632990718e+00,-4.804607603957847944e-02,3.484707582660632741e-01
1.098819763952790396e+01,-2.962819359778676165e-01,-1.373920045152383196e+00,-4.872604464579884109e-02,3.585324723622740906e-01
1.099419883976795198e+01,-3.045205901948905836e-01,-1.371738109665758820e+00,-4.940268668205381741e-02,3.686467965771845212e-01
1.100020004000800000e+01,-3.127459673160002396e-01,-1.369495313272625969e+00,-5.007597570668427533e-02,3.788158719367091254e-01
1.100620124024804802e+01,-3.209577007583397923e-01,-1.367191317737010969e+00,-5.074588516335174632e-02,3.890419415145006110e-01
1.101220244048809604e+01,-3.291554220050801893e-01,-1.364825771487457651e+00,-5.141238838103841247e-02,3.993273640355183285e-01
1.101820364072814407e+01,-3.373387606054205068e-01,-1.362398309617028236e+00,-5.207545857404709266e-02,4.096746289299062482e-01
1.102420484096819209e+01,-3.455073441745875051e-01,-1.359908553883301785e+00,-5.273506884200127726e-02,4.200863729485826981e-01
1.103020604120824011e+01,-3.536607983938359623e-01,-1.357356112708375750e+00,-5.339119216984508642e-02,4.305653984568494907e-01
1.103620724144828813e+01,-3.617987469258718836e-01,-1.354740580081258416e+00,-5.404380141963036760e-02,4.411146934156959243e-01
1.104220844168833615e+01,-3.699208073525570017e-01,-1.352061487112687255e+00,-5.469286893827195184e-02,4.517374479895448491e-01
1.104820964192838417e+01,-3.780265973818942027e-01,-1.349318391682051921e+00,-5.533836716563240998e-02,4.624370867046984634e-01
1.105421084216843219e+01,-3.861157337167995807e-01,-1.346510854326760986e+00,-5.598026852060317138e-02,4.732172932894138095e-01
1.106021204240848022e+01,-3.941878292192719790e-01,-1.343638399242773618e+00,-5.661854512467149464e-02,4.840820354354998800e-01
1.106621324264852824e+01,-4.022424929103931568e-01,-1.340700514284600464e+00,-5.725316880192039132e-02,4.950355957295422549e-01
1.107221444288857626e+01,-4.102793299703277885e-01,-1.337696650965303879e+00,-5.788411107902868835e-02,5.060826051926572422e-01
1.107821564312862428e+01,-4.182979417383232423e-01,-1.334626224456497035e+00,-5.851134318527100031e-02,5.172280795807735476e-01
1.108421684336867230e+01,-4.262979257127098576e-01,-1.331488613588344805e+00,-5.913483605251770858e-02,5.284774586016190989e-01
1.109021804360872032e+01,-4.342788755509006671e-01,-1.328283160849562883e+00,-5.975456031523502382e-02,5.398366482086467411e-01
1.109621924384876834e+01,-4.422403810693917303e-01,-1.325009172387418888e+00,-6.037048631048490960e-02,5.513120661360368935e-01
1.110222044408881636e+01,-4.501820282437617449e-01,-1.321665918007731255e+00,-6.098258407792515184e-02,5.629106908426700917e-01
1.110822164432886439e+01,-4.581033992086724904e-01,-1.318252631174869904e+00,-6.159082335980931022e-02,5.746401140365360316e-01
1.111422284456891241e+01,-4.660040722578683292e-01,-1.314768509011756237e+00,-6.219517360098672509e-02,5.865085969544265865e-01
1.112022404480896043e+01,-4.738836218441766501e-01,-1.311212712299862915e+00,-6.279560394890255914e-02,5.985251305749434980e-01
1.112622524504900845e+01,-4.817416185445228538e-01,-1.307584365015787009e+00,-6.339208325026782220e-02,6.106994998904642369e-01
1.113222644528905647e+01,-4.895776219145364094e-01,-1.303882461733069542e+00,-6.398457937342148794e-02,6.230423410378340687e-01
1.113822764552910449e+01,-4.973911861173716531e-01,-1.300105946005017277e+00,-6.457305974852732555e-02,6.355652225936556654e-01
1.114422884576915251e+01,-5.051818618600640853e-01,-1.296253728574942699e+00,-6.515749154260835896e-02,6.482807261972816093e-01
1.115023004600920054e+01,-5.129491913687094229e-01,-1.292324619069985525e+00,-6.573784117912837011e-02,6.612025205122978866e-01
1.115623124624924856e+01,-5.206927083884632657e-01,-1.288317326001110485e+00,-6.631407433799185736e-02,6.743454478863289969e-01
1.116223244648929658e+01,-5.284119381835414853e-01,-1.284230456763109096e+00,-6.688615595554413262e-02,6.877256160462096313e-01
1.116823364672934460e+01,-5.361063975372203361e-01,-1.280062517634598995e+00,-6.745405022457118260e-02,7.013604949817014989e-01
1.117423484696939262e+01,-5.437755947518357891e-01,-1.275811913778023943e+00,-6.801772059429979367e-02,7.152690191650327156e-01
1.118023604720944064e+01,-5.514190296487840870e-01,-1.271476949239653820e+00,-6.857712977039746860e-02,7.294716952464330717e-01
1.118623724744948866e+01,-5.590361934190479776e-01,-1.267055824999960167e+00,-6.913223970058229861e-02,7.439907150652786960e-01
1.119223844768953668e+01,-5.666265613039048743e-01,-1.262546545694154698e+00,-6.968301087267053662e-02,7.588500599441707628e-01
1.119823964792958471e+01,-5.741895991653854781e-01,-1.257947009964198282e+00,-7.022940295211894945e-02,7.740756369776190526e-01
1.120424084816963273e+01,-5.817247605330793103e-01,-1.253254967295754696e+00,-7.077137449095505239e-02,7.896954029322881263e-01
1.121024204840968075e+01,-5.892314822621164128e-01,-1.248467960309277869e+00,-7.130888250832728703e-02,8.057394898141605477e-01
1.121624324864972877e+01,-5.967091845331669031e-01,-1.243583324760011655e+00,-7.184188249050511843e-02,8.222403441192180917e-01
1.122224444888977679e+01,-6.041572708524409752e-01,-1.238598189537990502e+00,-7.237032839087889635e-02,8.392328714173670212e-01
1.122824564912982481e+01,-6.115751280516890098e-01,-1.233509476668038340e+00,-7.289417262995999403e-02,8.567545861525521778e-01
1.123424684936987283e+01,-6.189621262882016861e-01,-1.228313901309769918e+00,-7.341336609538069713e-02,8.748457664988243954e-01
1.124024804960992086e+01,-6.263176176025968545e-01,-1.223007955320323470e+00,-7.392785800340022362e-02,8.935496102879850744e-01
1.124624924984996888e+01,-6.336409256273893842e-01,-1.217587793993676559e+00,-7.443759491448513621e-02,9.129123705128483479e-01
1.125225045009001690e+01,-6.409313557491596036e-01,-1.212049354912303478e+00,-7.494252171102974702e-02,9.329835459376459861e-01
1.125825165033006492e+01,-6.481881855504152412e-01,-1.206388242645600739e+00,-7.544258067241922661e-02,9.538160231008178114e-01
1.126425285057011294e+01,-6.554106624507830547e-01,-1.200599701260624430e+00,-7.593771124788306626e-02,9.754662360363655083e-01
1.127025405081016096e+01,-6.625980037070087203e-01,-1.194678614322088883e+00,-7.642785005649509189e-02,9.979943325701028378e-01
1.127625525105020898e+01,-6.697493964129570543e-01,-1.188619504892368450e+00,-7.691293088717343629e-02,1.021464340244870428e+00
1.128225645129025700e+01,-6.768639974996115694e-01,-1.182416535531495949e+00,-7.739288469868060849e-02,1.045944330735694150e+00
1.128825765153030503e+01,-6.839409283469088940e-01,-1.176063457164052029e+00,-7.786763910426350299e-02,1.071506561361780241e+00
1.129425885177035305e+01,-6.909792665281898616e-01,-1.169553535452465765e+00,-7.833711758580269580e-02,1.098227594899256809e+00
1.130026005201040107e+01,-6.979780517063377543e-01,-1.162879603828356645e+00,-7.880124005440722335e-02,1.126188460520383794e+00
1.130626125225044909e+01,-7.049362748501738496e-01,-1.156033956001204288e+00,-7.925992181434181327e-02,1.155474738974653581e+00
1.131226245249049711e+01,-7.118528778998096662e-01,-1.149008342707056318e+00,-7.971307353095288817e-02,1.186176668157471692e+00
1.131826365273054513e+01,-7.187267537666467421e-01,-1.141793971708528810e+00,-8.016060123066871823e-02,1.218389232152789825e+00
1.132426485297059315e+01,-7.255567459067494562e-01,-1.134381504609667468e+00,-8.060240626032359745e-02,1.252212227019253499e+00
1.133026605321064118e+01,-7.323416361081167558e-01,-1.126760966623346683e+00,-8.103838412408395642e-02,1.287750237181318314e+00
1.133626725345068920e+01,-7.390801451848854065e-01,-1.118921752139133696e+00,-8.146842455056256538e-02,1.325112633586091437e+00
1.134226845369073722e+01,-7.457709262578682274e-01,-1.110852571211734752e+00,-8.189241084800737147e-02,1.364413490540422602e+00
1.134826965393078524e+01,-7.524125607811409377e-01,-1.102541419428459513e+00,-8.231021952485975679e-02,1.405771462590487575e+00
1.135427085417083326e+01,-7.590035585420418229e-01,-1.093975577909218622e+00,-8.272172028975464941e-02,1.449309627762283448e+00
1.136027205441088128e+01,-7.655423547268507267e-01,-1.085141599120492018e+00,-8.312677577333119072e-02,1.495155249632583727e+00
1.136627325465092930e+01,-7.720272974000340627e-01,-1.076025242780571656e+00,-8.352524034123269547e-02,1.543439390224574215e+00
1.137227445489097732e+01,-7.784566473685025079e-01,-1.066611476349389243e+00,-8.391696008049495670e-02,1.594296511400452587e+00
1.137827565513102535e+01,-7.848285703554773729e-01,-1.056884442025738835e+00,-8.430177205705424726e-02,1.647863917230616426e+00
1.138427685537107337e+01,-7.911411364317625372e-01,-1.046827454158326010e+00,-8.467950426181615475e-02,1.704281135967005811e+00
1.139027805561112139e+01,-7.973923160547162770e-01,-1.036422993966712891e+00,-8.504997523791060776e-02,1.763689150091662494e+00
1.139627925585116941e+01,-8.035799688950582276e-01,-1.025652685064653236e+00,-8.541299302762865586e-02,1.826229407787696157e+00
1.140228045609121743e+01,-8.097018412842893476e-01,-1.014497307289031980e+00,-8.576835493546282330e-02,1.892042743254685799e+00
1.140828165633126545e+01,-8.157555612596310013e-01,-1.002936804297086759e+00,-8.611584706438628334e-02,1.961268095938300871e+00
1.141428285657131347e+01,-8.217386372333963518e-01,-9.909502894449625510e-01,-8.645524419224058510e-02,2.034041076524300884e+00
1.142028405681136149e+01,-8.276484480925345721e-01,-9.785160733367059827e-01,-8.678630884870533468e-02,2.110492219125175151e+00
1.142628525705140952e+01,-8.334822392425756954e-01,-9.656117057166209161e-01,-8.710879095384065074e-02,2.190745061453453602e+00
1.143228645729145754e+01,-8.392371193690190134e-01,-9.522140368736169425e-01,-8.742242752771571535e-02,2.274913989197899777e+00
1.143828765753150556e+01,-8.449100585630497928e-01,-9.382992467812764081e-01,-8.772694252105589507e-02,2.363101844748497271e+00
1.144428885777155358e+01,-8.504978801114010389e-01,-9.238429278248880827e-01,-8.802204606279565025e-02,2.455397166104988926e+00
1.145029005801160160e+01,-8.559972587304507385e-01,-9.088202126429377747e-01,-8.830743432474527643e-02,2.551871232718034399e+00
1.145629125825164962e+01,-8.614047200439926000e-01,-8.932058827811800716e-01,-8.858278949845209416e-02,2.652574856604867470e+00
1.146229245849169764e+01,-8.667166388104007302e-01,-8.769744464723652211e-01,-8.884777964636428327e-02,2.757534878444551918e+00
1.146829365873174567e+01,-8.719292334794613852e-01,-8.601003280765475711e-01,-8.910205823442074458e-02,2.866750313732260302e+00
1.147429485897179369e+01,-8.770385705204373217e-01,-8.425580990166611217e-01,-8.934526459677934185e-02,2.980188437928602330e+00
1.148029605921184171e+01,-8.820405660007573090e-01,-8.243226080724577187e-01,-8.957702411577658785e-02,3.097780617285380345e+00
1.148629725945188973e+01,-8.869309848096121884e-01,-8.053692079651549873e-01,-8.979694820357124463e-02,3.219417909682504408e+00
1.149229845969193775e+01,-8.917054457308823956e-01,-7.856740668479919032e-01,-9.000463485910265016e-02,3.344946683583031266e+00
1.149829965993198577e+01,-8.963594298402118854e-01,-7.652144361022441554e-01,-9.019966952679805972e-02,3.474164305234858308e+00
1.150430086017203379e+01,-9.008882839504942508e-01,-7.439688933398151960e-01,-9.038162548340494817e-02,3.606814763326056106e+00
1.151030206041208181e+01,-9.052872305949783982e-01,-7.219177496639662683e-01,-9.055006488733269299e-02,3.742584641632988873e+00
1.151630326065212984e+01,-9.095513827441266130e-01,-6.990433989014723792e-01,-9.070454025983243351e-02,3.881099566974122173e+00
1.152230446089217786e+01,-9.136757523367500244e-01,-6.753306249101836967e-01,-9.084459537488102920e-02,4.021920939618977897e+00
1.152830566113222588e+01,-9.176552689813247676e-01,-6.507670805911589529e-01,-9.096976716201821134e-02,4.164543624693228807e+00
1.153430686137227390e+01,-9.214847991489719670e-01,-6.253436466798614202e-01,-9.107958762270326747e-02,4.308394513764796763e+00
1.154030806161232192e+01,-9.251591625149290232e-01,-5.990548255266798794e-01,-9.117358549692873571e-02,4.452831999178100908e+00
1.154630926185236994e+01,-9.286731605021856240e-01,-5.718992114398669946e-01,-9.125128911337716808e-02,4.597147129905414964e+00
1.155231046209241796e+01,-9.320215978732232509e-01,-5.438798166811998902e-01,-9.131222854201598293e-02,4.740565925506857070e+00
1.155831166233246599e+01,-9.351993112371791428e-01,-5.150044990546482904e-01,-9.135593845205966512e-02,4.882253543752770319e+00
1.156431286257251401e+01,-9.382012016626218864e-01,-4.852862943642463067e-01,-9.138196133238869756e-02,5.021320376375613570e+00
1.157031406281256203e+01,-9.410222621968749035e-01,-4.547437146441787315e-01,-9.138985023738320501e-02,5.156829755056725695e+00
1.157631526305261005e+01,-9.436576167655534864e-01,-4.234010200974737126e-01,-9.137917262281357311e-02,5.287808073169514955e+00
1.158231646329265807e+01,-9.461025502642408380e-01,-3.912883865232084091e-01,-9.134951331733447144e-02,5.413256369679921853e+00
1.158831766353270609e+01,-9.483525484322875565e-01,-3.584420330815908939e-01,-9.130047844886492181e-02,5.532164169397616682e+00
1.159431886377275411e+01,-9.504033315594796472e-01,-3.249042358917957340e-01,-9.123169874328497519e-02,5.643524619378616158e+00
1.160032006401280213e+01,-9.522508921461472209e-01,-2.907232644232289887e-01,-9.114283321887201028e-02,5.746351157490225070e+00
1.160632126425285016e+01,-9.538915298078006755e-01,-2.559532009888368931e-01,-9.103357257594793528e-02,5.839695009833011596e+00
1.161232246449289818e+01,-9.553218854576074337e-01,-2.206536666058925844e-01,-9.090364252719805582e-02,5.922663179887219798e+00
1.161832366473294620e+01,-9.565389735443516894e-01,-1.848894265616390364e-01,-9.075280689958691027e-02,5.994436356768052754e+00
1.162432486497299422e+01,-9.575402113931753556e-01,-1.487298990196038451e-01,-9.058087046051067903e-02,6.054286133196657538e+00
1.163032606521304224e+01,-9.583234453650790741e-01,-1.122485634480305527e-01,-9.038768139883932018e-02,6.101590941757993214e+00
1.163632726545309026e+01,-9.588869733965930120e-01,-7.552226587686029780e-02,-9.017313345007808845e-02,6.135850120413229192e+00
1.164232846569313828e+01,-9.592295626754353544e-01,-3.863047528506707157e-02,-8.993716752392011404e-02,6.156695510319141640e+00
1.164832966593318631e+01,-9.593504632207368044e-01,-1.654438759862007779e-03,-8.967977291616748003e-02,6.163900185801226783e+00
1.165433086617323433e+01,-9.592494157715633074e-01,3.532366634521171000e-02,-8.940098795493893469e-02,6.157383874593282513e+00
1.166033206641328235e+01,-9.589266548022020720e-01,7.222162828097777876e-02,-8.910090015258599616e-02,6.137214899793041134e+00
1.166633326665333037e+01,-9.583829060511375175e-01,1.089580874759048523e-01,-8.877964581201776284e-02,6.103608527363638458e+00
1.167233446689337839e+01,-9.576193787567737203e-01,1.454534070573008098e-01,-8.843740910427395907e-02,6.056921798189090822e+00
1.167833566713342641e+01,-9.566377527924078139e-01,1.816304963291710262e-01,-8.807442064241624569e-02,5.997645064788716951e+00
1.168433686737347443e+01,-9.554401612506940866e-01,2.174155772344830706e-01,-8.769095560164608116e-02,5.926390601047256901e+00
1.169033806761352245e+01,-9.540291679919926660e-01,2.527388844303162796e-01,-8.728733134277905092e-02,5.843878696456457078e+00
1.169633926785357048e+01,-9.524077423594452529e-01,2.875352509101863907e-01,-8.686390476629685109e-02,5.750921882847539024e+00
1.170234046809361850e+01,-9.505792293510839652e-01,3.217446295069584239e-01,-8.642106920640262036e-02,5.648407754807686310e+00
1.170834166833366652e+01,-9.485473181702744894e-01,3.553124718671037963e-01,-8.595925119335676157e-02,5.537281129150925629e+00
1.171434286857371454e+01,-9.463160080137150709e-01,3.881900337037992865e-01,-8.547890692452160544e-02,5.418526033500745243e+00
1.172034406881376256e+01,-9.438895727145411030e-01,4.203345427347964236e-01,-8.498051865937855665e-02,5.293148128598240021e+00
1.172634526905381058e+01,-9.412725247151392249e-01,4.517092914374862267e-01,-8.446459102905541638e-02,5.162158034832409648e+00
1.173234646929385860e+01,-9.384695784826937448e-01,4.822836065879450018e-01,-8.393164733228195007e-02,5.026555936379036638e+00
1.173834766953390663e+01,-9.354856147198858940e-01,5.120327574095766554e-01,-8.338222588869020901e-02,4.887317809579993622e+00
1.174434886977395465e+01,-9.323256452690370510e-01,5.409377618924922082e-01,-8.281687650831418002e-02,4.745383455618918944e+00
1.175035007001400267e+01,-9.289947789167500858e-01,5.689851465888378090e-01,-8.223615702252790038e-02,4.601646450123690890e+00
1.175635127025405069e+01,-9.254981901563464897e-01,5.961666433458170378e-01,-8.164063016189267163e-02,4.456946119990933930e+00
1.176235247049409871e+01,-9.218410873139323281e-01,6.224788327203003568e-01,-8.103086033910079922e-02,4.312061345371256849e+00
1.176835367073414673e+01,-9.180286869974468855e-01,6.479227959567716022e-01,-8.040741110876842290e-02,4.167706372381783098e+00
1.177435487097419475e+01,-9.140661852640571405e-01,6.725036724721544790e-01,-7.977084228208154715e-02,4.024528101250572476e+00
1.178035607121424277e+01,-9.099587375182921489e-01,6.962303084093808270e-01,-7.912170793015478598e-02,3.883105143968522466e+00
1.178635727145429080e+01,-9.057114351883789327e-01,7.191147943472694370e-01,-7.846055408380327167e-02,3.743948001176800933e+00
1.179235847169433882e+01,-9.013292884926809023e-01,7.411720925189582143e-01,-7.778791701726459062e-02,3.607500505132587687e+00
1.179835967193438684e+01,-8.968172108834978618e-01,7.624196461955172754e-01,-7.710432174567802277e-02,3.474142160278490099e+00
1.180436087217443486e+01,-8.921800035728352229e-01,7.828769592144023681e-01,-7.641028049993336957e-02,3.344191155256739378e+00
1.181036207241448288e+01,-8.874223462624574177e-01,8.025653047123497696e-01,-7.570629183832874864e-02,3.217908049797003844e+00
1.181636327265453090e+01,-8.825487864280416872e-01,8.215073383243494121e-01,-7.499283963300809597e-02,3.095499748342540602e+00
1.182236447289457892e+01,-8.775637316917203057e-01,8.397267991295458422e-01,-7.427039233215430858e-02,2.977123759092258570e+00
1.182836567313462695e+01,-8.724714452548129051e-01,8.572482622369930194e-01,-7.353940256151202115e-02,2.862892604598285207e+00
1.183436687337467497e+01,-8.672760408960882295e-01,8.740968249679509361e-01,-7.280030667921022491e-02,2.752878199337746246e+00
1.184036807361472299e+01,-8.619814803660874603e-01,8.902979135618793727e-01,-7.205352454425306696e-02,2.647116184484815449e+00
1.184636927385477101e+01,-8.565915726880544145e-01,9.058770874967138065e-01,-7.129945951145613692e-02,2.545610137384526350e+00
1.185237047409481725e+01,-8.511099738788053815e-01,9.208598173391294717e-01,-7.053849845793329354e-02,2.448335576216977838e+00
1.185837167433486528e+01,-8.455401871302199446e-01,9.352713577313165327e-01,-6.977101183107131677e-02,2.355243730759982501e+00
1.186437287457491330e+01,-8.398855650848917609e-01,9.491366214259019385e-01,-6.899735393653813609e-02,2.266265084029179366e+00
1.187037407481496132e+01,-8.341493129117635297e-01,9.624800381786356995e-01,-6.821786330267831655e-02,2.181312644199409956e+00
1.187637527505500934e+01,-8.283344905472879161e-01,9.753254628327548970e-01,-6.743286293781455831e-02,2.100284919732861244e+00
1.188237647529505736e+01,-8.224440160012915779e-01,9.876961191731453704e-01,-6.664266070331310854e-02,2.023068632001274292e+00
1.188837767553510538e+01,-8.164806703748981320e-01,9.996145223271537539e-01,-6.584754987433941165e-02,1.949541175952244076e+00
1.189437887577515340e+01,-8.104471031279822935e-01,1.011102416477884125e+00,-6.504780971234405684e-02,1.879572816218320064e+00
1.190038007601520142e+01,-8.043458340024316477e-01,1.022180757711205423e+00,-6.424370567493942197e-02,1.813028595441361190e+00
1.190638127625524945e+01,-7.981792593935939095e-01,1.032869682588501314e+00,-6.343549011001527183e-02,1.749770064023965732e+00
1.191238247649529747e+01,-7.919496579598167552e-01,1.043188489632570271e+00,-6.262340285856561606e-02,1.689656779301913048e+00
1.191838367673534549e+01,-7.856591965031560765e-01,1.053155630377108132e+00,-6.180767188320792499e-02,1.632547605020901571e+00
1.192438487697539351e+01,-7.793099313483313750e-01,1.062788709731262493e+00,-6.098851341585212471e-02,1.578301788598255317e+00
1.193038607721544153e+01,-7.729038159729814117e-01,1.072104491254129321e+00,-6.016613277463792736e-02,1.526779932633987036e+00
1.193638727745548955e+01,-7.664427057586606917e-01,1.081118905094529570e+00,-5.934072486833708027e-02,1.477844787708561425e+00
1.194238847769553757e+01,-7.599283653017910867e-01,1.089847076674619553e+00,-5.851247497068356312e-02,1.431361929731158389e+00
1.194838967793558560e+01,-7.533624692656401001e-01,1.098303329296552722e+00,-5.768155881098303850e-02,1.387200270333740715e+00
1.195439087817563362e+01,-7.467466072111146325e-01,1.106501207387620589e+00,-5.684814308570917268e-02,1.345232495827661356e+00
1.196039207841568164e+01,-7.400822900723406095e-01,1.114453495547292450e+00,-5.601238614463139448e-02,1.305335421776004479e+00
1.196639327865572966e+01,-7.333709552675190535e-01,1.122172259973432507e+00,-5.517443852735673393e-02,1.267390254459030752e+00
1.197239447889577768e+01,-7.266139719381194961e-01,1.129668884250679906e+00,-5.433444351636248365e-02,1.231282781055233366e+00
1.197839567913582570e+01,-7.198126409518575963e-01,1.136954069367936082e+00,-5.349253713731118298e-02,1.196903471566440835e+00
1.198439687937587372e+01,-7.129681988432822193e-01,1.144037862640460368e+00,-5.264884857381325195e-02,1.164147553240329813e+00
1.199039807961592174e+01,-7.060818253598006855e-01,1.150929698122770573e+00,-5.180350096112122660e-02,1.132915055215833133e+00
1.199639927985596977e+01,-6.991546444788740988e-01,1.157638414196344279e+00,-5.095661149109655119e-02,1.103110782166775383e+00
1.200240048009601779e+01,-6.921877318623684827e-01,1.164172323379538465e+00,-5.010829219614164332e-02,1.074644285126183041e+00
1.200840168033606581e+01,-6.851821150055061871e-01,1.170539213579504523e+00,-4.925864996487440417e-02,1.047429773258175656e+00
1.201440288057611383e+01,-6.781387732368662213e-01,1.176746348092188699e+00,-4.840778654212825327e-02,1.021386007255800310e+00
