rho,T,P,P_noisy
9.224524453847399386e+00,3.636028521492016274e+00,1.479369746381763662e+00,1.289731084110250947e+00
5.575075733203290085e+00,2.010349419152400952e+00,-5.624126448708848258e-01,-1.802114645455440423e-01
6.948085166267002677e+00,3.926035502322498871e+00,8.251347165000876061e+00,7.408914129696476891e+00
3.591519390944768464e+00,2.832126551563973749e+00,4.740194594844069798e+00,4.057838135406603541e+00
5.429429138116085518e+00,3.601325517623230610e+00,7.617570437722083199e+00,7.728102819645354060e+00
9.214484202288794279e+00,1.884542911713433799e+00,-1.081505535264711071e+01,-1.133874751799091918e+01
5.125436707612982090e+00,4.731626661284815683e+00,1.362622476031964069e+01,1.379470086765264014e+01
4.270542445249750685e+00,2.629650442678832079e+00,3.754591049502195688e+00,3.549503740729368584e+00
6.615608886251932219e+00,4.749597283653939073e+00,1.411933965473807007e+01,1.374419695969884181e+01
4.704183206117982685e+00,2.245668795828077879e+00,1.775565980367127317e+00,1.109781147018756187e+00
1.041243996315496911e+00,3.554146746535067347e+00,3.191128049312961679e+00,3.144889143114458108e+00
3.851508543388693973e+00,4.325938388834797976e+00,1.047760278558072322e+01,1.011398224714376859e+01
1.444944414753322581e+00,2.686942357728604236e+00,2.920557006196752070e+00,2.614789622422104109e+00
9.154774444341210682e+00,3.935783524433119407e+00,4.238821090877415543e+00,3.920869359332845416e+00
7.434734713395187988e+00,1.636719196848519520e+00,-6.532935149459412116e+00,-6.439095800272427006e+00
4.449173906253541588e+00,3.921694242777431061e+00,9.264809298269375049e+00,9.339424121466866069e+00
8.006912865537633150e-01,3.979730091708235218e+00,2.882004216313280853e+00,2.025543616494129839e+00
1.218977065582462105e+00,1.961204351057445283e+00,1.705312163508880152e+00,1.625067250135795227e+00
2.697914460904845324e+00,2.132373027701512935e+00,2.639706270071402905e+00,2.839072692359431382e+00
5.290428356427152146e+00,3.686857054423002378e+00,8.134670266666358174e+00,8.654401155751981989e+00
1.151144826832408263e+00,2.864209023996065806e+00,2.675436361620993075e+00,3.067074839902467875e+00
3.692546801100315967e+00,3.007869391946502269e+00,5.369151648099818708e+00,5.473923550628326140e+00
1.892760740916611617e+00,4.062378032421338325e+00,6.096199708102595594e+00,5.524974938678277603e+00
1.130287933270230916e+00,1.594435421657654839e+00,1.218094457553373644e+00,8.331245667398312627e-01
1.295084469896142121e+00,2.745289324317606638e+00,2.775617323342423504e+00,3.232891750700436440e+00
1.293715349610258913e+00,2.409019213456763620e+00,2.340567222472495157e+00,1.989484127350418685e+00
8.331196730307576459e+00,4.102960083927337465e+00,7.434475411738972639e+00,7.947607718853014980e+00
1.883028180085304815e+00,3.686609447276767870e+00,5.353872967646259085e+00,5.990856719001647512e+00
1.203317141606276230e+00,1.055844403397179221e+00,6.347874244864470938e-01,1.036994304964223845e-01
8.325195772972714181e+00,3.241814503247578472e+00,7.207078575362118045e-01,9.410151879704418132e-01
9.614009163376016076e+00,2.075226261709429476e+00,-1.121135427262535700e+01,-1.126739084689862302e+01
7.368855309134660914e+00,2.204082029447795854e+00,-3.536548895560265748e+00,-2.522697072289619147e+00
8.223276378566953815e-01,1.181272847375863133e+00,6.624362902353524429e-01,1.081459269656096733e+00
1.438753096350733340e+00,2.700065102235011505e+00,2.930623606001910186e+00,2.675393907652367176e+00
1.540685566181870136e+00,2.765264785545171300e+00,3.172251132171271415e+00,3.375905364679568255e+00
1.068401453644989507e+00,1.358330459913850596e+00,9.338956252563148652e-01,4.750537564365737708e-01
4.857398633147282041e+00,4.280765636450187372e+00,1.114791476254777436e+01,1.107217350082074603e+01
6.535860299723564859e-01,3.094284176727299940e+00,1.814792025966730504e+00,1.917286734776601165e+00
7.969686412084647564e+00,3.735818058336116021e+00,5.242786624969184572e+00,5.317472285213786343e+00
4.166336978371493416e+00,2.035607151183758567e+00,1.541705635938574126e+00,1.695589900590936061e+00
2.033217907961163640e+00,4.088812797935817756e+00,6.487230956187044484e+00,6.033760791654620093e+00
1.020959614812501526e+00,1.224622309680453380e+00,7.802401954269788664e-01,-1.463996862190660719e-01
5.734549640018698824e+00,2.161770377969110424e+00,-1.481504792510044410e-01,-3.296078724019164685e-01
7.803014261510615057e+00,1.950173280231615625e+00,-6.073720809403933885e+00,-6.519899398657500456e+00
5.869299427520101808e+00,3.413526491202476976e+00,6.244327534464250817e+00,5.894235467093290382e+00
2.452441422275655203e+00,3.117092809501339712e+00,5.000975799963609525e+00,6.069643809987915972e+00
8.048737922004704615e+00,2.714280976331725714e+00,-2.254405374195034284e+00,-1.672961381229776334e+00
5.193141857297872477e+00,3.834188293073698794e+00,8.930713782617589303e+00,8.843488203432004369e+00
5.894201244292339048e+00,3.833931571303280439e+00,8.645066826266642579e+00,7.928349091580860097e+00
9.086543206722927479e+00,4.114447272915794152e+00,5.965432258982595215e+00,5.316334366071694184e+00
6.785496334536388119e+00,4.533009905688287766e+00,1.256899178890157387e+01,1.274958982655501138e+01
1.254925416432791430e+00,4.749585588354687360e+00,5.249415671933606475e+00,5.784090080034930637e+00
6.975310579077112827e+00,1.097704912266889377e+00,-7.382099214808190091e+00,-7.526356680456122383e+00
2.974900257128511694e+00,4.286354411191451774e+00,8.979340323010919889e+00,9.046890157226401996e+00
7.921090520526043122e+00,4.594418494790009078e+00,1.203941831126230966e+01,1.216682117734826463e+01
5.667742294508288481e+00,2.385428062104344438e+00,1.048004271510754037e+00,1.581100867169152213e+00
5.452775474766198727e+00,3.755454868667015056e+00,8.435958520098544966e+00,7.495722845186708838e+00
1.499403269298730912e+00,2.125103701867930184e+00,2.162692898967265354e+00,2.240669041056313482e+00
3.685087357932599339e-01,1.306099178710198316e+00,4.163419376371355618e-01,6.191074074717937137e-01
9.750685239450238129e+00,2.739358457374259981e+00,-7.375910688159567741e+00,-6.900864639447642723e+00
4.005438499516609241e-01,1.063550450195322128e+00,3.505501189855269040e-01,5.486191155046145074e-01
6.128887700874173783e-01,1.537585764100433128e+00,7.642275388479348175e-01,2.138790924704460084e-01
4.639334127270580588e+00,4.675592916239714292e+00,1.290724364023487958e+01,1.261696685286718633e+01
9.380131775923304716e+00,4.620506783715363497e+00,9.954478523453197170e+00,9.192387226753453433e+00
5.460254467496770125e+00,3.987690026917880548e+00,9.699621149227859007e+00,9.796222387396898768e+00
9.923126234815224933e+00,1.242195404721234464e+00,-1.542277127194032182e+01,-1.532659125475499451e+01
7.187815265874133885e+00,2.096808530469246090e+00,-3.649636142141794437e+00,-3.393720332360555592e+00
8.224625630749375915e+00,4.461619066527561017e+00,1.055385209004425917e+01,1.006891609659464315e+01
8.211164941892649338e+00,3.547776725679500753e+00,3.299233768887400942e+00,2.729118427668735691e+00
9.435762099633544508e+00,4.602311452592072527e+00,9.671768966183151406e+00,1.043456824460577437e+01
9.692372214433232713e+00,3.719588118402710641e+00,8.882969578175661240e-01,9.793880081528516524e-01
3.343729595906608676e+00,1.016586751614692918e+00,-7.877553221617324963e-01,8.524638857370014922e-02
7.112624116633223359e+00,3.264823484987319446e+00,3.553444216728159688e+00,3.773166290994760530e+00
5.133206143808223487e+00,3.370267712145770034e+00,6.584037162601051207e+00,5.853183585156727098e+00
9.789747412510351410e+00,3.967093469608729439e+00,2.863092839885553076e+00,3.265801231192846377e+00
5.953862875710047575e+00,2.774106331585052487e+00,2.593459054167144728e+00,3.211024219231101817e+00
4.060298589076982267e+00,3.563283880534155124e+00,7.581608048437625591e+00,7.356246330475108230e+00
4.341799986824551594e-01,3.509719903107221928e+00,1.430698106097073596e+00,4.683687813250846377e-01
7.316580864368395609e+00,2.086577611565064938e+00,-4.035335486621304923e+00,-3.702714799039304783e+00
2.254050172112432582e-01,4.011889936087086994e+00,8.787611309594272058e-01,8.085848450136144949e-01
6.520521394093769629e+00,1.935598829763867990e+00,-2.849462975265753428e+00,-2.710666472757364609e+00
2.723377640461051907e+00,2.312208227757748702e+00,3.108199532434947621e+00,1.764943567665698376e+00
6.788324291545557720e+00,1.251926065800350596e+00,-6.387252981287216969e+00,-6.158690449938262645e+00
9.919016839628271853e+00,4.910471378770935758e+00,1.172522786969354058e+01,1.034996996629435095e+01
3.550112952415409140e+00,4.614617757734872150e+00,1.112272554769862509e+01,1.068902238019598805e+01
5.616075829456725010e+00,1.993281215905326142e+00,-7.139780697317972269e-01,-2.710273627667933449e-01
5.607678482333470882e+00,4.560921340063881502e+00,1.292525328853418110e+01,1.201301471207100136e+01
1.712454464595005943e+00,3.458944441337075570e+00,4.595197822629582873e+00,3.663296469061419813e+00
7.405288818876639922e+00,3.474308020346281722e+00,4.426185593113462602e+00,4.201296096437274308e+00
7.060357291153334991e+00,4.838169594311134247e+00,1.459774307282972217e+01,1.542107311216394727e+01
7.736802568243512646e+00,2.356397593165900695e+00,-3.644542624344984105e+00,-2.836716487801791864e+00
2.286060012478630998e+00,3.212381427095523545e+00,5.031823973574088171e+00,4.727682711207664035e+00
7.705715949632833128e-01,4.927293167959867048e+00,3.520429767252652553e+00,4.020191131115063321e+00
3.997890597025357540e+00,3.325933627526751479e+00,6.612601376364381167e+00,6.902059442236686770e+00
1.260638452051314085e+00,2.008855890263030020e+00,1.800364969431271334e+00,1.930855795723165125e+00
2.839955638743649313e+00,3.733905312544625321e+00,7.121803740362047108e+00,7.298997862074426912e+00
2.679994611348999189e-01,4.761662007248703254e+00,1.240680570789870707e+00,8.776261566257745894e-01
4.082264327233216861e+00,3.089204937956435248e+00,5.672118311112051892e+00,6.072140340678459758e+00
3.670707040939116705e+00,3.502164050083941937e+00,7.168761966219827642e+00,7.698746037396851705e+00
3.329682527660569047e+00,2.206994055366627183e+00,2.721356831828809053e+00,4.071312347897755757e+00
3.917042201448659888e+00,2.668204753139429730e+00,4.082791151793461637e+00,4.540389207838754437e+00
4.984420879097232193e-01,3.922425461482034859e+00,1.833756701361177299e+00,6.063968342997352323e-01
4.406259911087127890e+00,3.972887399168189226e+00,9.474546755283416388e+00,8.870995856629480869e+00
6.571774694185219978e+00,3.245177479829870482e+00,4.351665309655217584e+00,4.516717644806966803e+00
3.309683284787896973e+00,3.011540925535471036e+00,5.300829171909821724e+00,5.333363732356000142e+00
5.709943351719308779e+00,3.691927272425540973e+00,7.948167141826562698e+00,7.015962397633000336e+00
8.041173246852402201e+00,3.539049752127781723e+00,3.609920899953579010e+00,3.537937579237868668e+00
5.298515721277583523e+00,2.726940062763965500e+00,3.248092790797528551e+00,3.066734814592327218e+00
9.275933806868906117e+00,1.096964477687087047e+00,-1.368673807596608150e+01,-1.371387743041483276e+01
7.730411467940860426e+00,2.209640975187995515e+00,-4.473600711253329365e+00,-4.537233482622771596e+00
5.617830761235358850e+00,4.221761019384846492e+00,1.098455135694254992e+01,1.144240865337300050e+01
9.287305529848146612e-01,3.875665685814780659e+00,3.192939590652602799e+00,3.922691527584927229e+00
4.740190398010312833e+00,2.041003191160816410e+00,8.838590459207820160e-01,1.223177895775508617e+00
4.411662348817455559e-01,1.864612022440969241e+00,7.277473396189592103e-01,1.700989539838878573e-01
9.560996751456174891e+00,4.764522423143087160e+00,1.097743001969069354e+01,1.054334153846440003e+01
5.569367909189524291e-01,3.618591826824704150e+00,1.864014098122096286e+00,1.530541621109732908e+00
2.159618516254076415e+00,2.046778667300770405e+00,2.378515812258193751e+00,2.348043296394580981e+00
1.910596527819561574e+00,1.011792140033088039e+00,4.218611457843838841e-01,2.062537046683432518e-01
8.626425041657036275e+00,2.413387982274867394e+00,-5.886634018138934721e+00,-6.063836541129853153e+00
9.085946044462978932e+00,3.442128945581233612e+00,2.489278093822520077e-01,-2.145031250738496653e-01
7.287895780668976364e+00,4.502752676191985159e+00,1.199103133514078579e+01,1.246349197364237149e+01
8.549015904347099237e+00,2.367310540545802588e+00,-5.934663735981910548e+00,-5.511072896584050085e+00
2.678318244762246447e+00,3.413797464558657957e+00,6.020099214878451122e+00,6.495300000071098978e+00
8.964257247981189280e+00,4.638384186842758439e+00,1.088970889443395151e+01,1.084752800346563006e+01
1.101299235240131624e+00,4.621112397104075953e+00,4.534185942310792861e+00,4.759625163054469255e+00
3.162998491653080446e+00,4.411530736857208979e+00,9.721650405575839926e+00,9.264148133197078749e+00
8.606284313983662670e+00,3.572742324913097178e+00,2.562463707479452069e+00,2.054627293014605893e+00
6.939782502161057742e+00,3.410144317124735203e+00,4.809850846067678987e+00,4.536055874288655865e+00
9.341158819394493662e+00,3.863195756644884238e+00,3.130326058309194082e+00,3.420918232440674167e+00
8.502022786003958998e+00,2.637898192189405133e+00,-4.048981280487470968e+00,-4.125185794335003209e+00
2.189869696818726119e+00,3.999011899407207693e+00,6.648163742779984453e+00,6.075434379603787960e+00
4.242777697635895962e+00,1.095200443247024147e+00,-1.801751301608008005e+00,-1.756763495556443955e+00
9.890209187005709168e+00,4.733860186751362775e+00,1.000893096439516938e+01,1.021885730928053171e+01
7.059583807622064278e+00,3.868758266805118584e+00,7.716138290141174139e+00,7.796302578264432626e+00
7.959665068235126206e+00,1.046578176293233575e+00,-1.008099077114321496e+01,-1.041551080987330025e+01
9.200676698937680920e-01,3.838189427456593972e+00,3.131908546983561248e+00,3.162950115128491557e+00
9.542138838971901293e+00,3.316953844405431617e+00,-2.130255258269407648e+00,-2.342202709727063681e+00
5.549407662110267481e+00,3.464898575764882693e+00,6.806319097339278201e+00,6.642423788011842412e+00
1.620635353252984467e+00,3.597721212062842344e+00,4.637860093023729036e+00,4.592013601022435942e+00
5.779355965439341603e+00,1.496057749414317684e+00,-3.155493315188580450e+00,-2.779807516008454549e+00
9.162336256809471280e+00,1.160684971702929946e+00,-1.321006865396097218e+01,-1.229842423071033153e+01
5.490377738459740975e+00,1.844827488294469742e+00,-1.139118186671137067e+00,-3.607461084971380627e-01
9.931900654636567793e+00,1.323934526179728621e+00,-1.528674618947248831e+01,-1.497337456991996696e+01
9.282564299080124925e+00,1.865281755777284722e+00,-1.113994840209505455e+01,-1.134074046913857359e+01
5.022001062624868339e+00,3.897091386321892337e+00,9.267574339066529276e+00,9.112560886520601144e+00
9.674121399399057353e+00,2.334710588797523911e+00,-9.887076342435154430e+00,-1.002058530184033103e+01
7.696581240875616459e+00,3.296425684425161595e+00,2.594641908906083927e+00,3.170162316602359365e+00
2.622092534171012623e+00,2.026911152017865980e+00,2.376624407796556149e+00,9.939647257359045529e-01
1.075053084951632876e+00,4.472652062420804597e+00,4.276388350135918337e+00,4.405289228904903709e+00
3.696014417713990863e-01,1.279060878424286063e+00,4.074952367715172219e-01,-5.887494781465296700e-01
5.262359237251385657e+00,3.205025360632341336e+00,5.664536114766715258e+00,5.662601024845630882e+00
7.574113422165783760e+00,3.173149108561816867e+00,2.005718062651055789e+00,2.667990549376817011e+00
1.394542485772324314e+00,4.125938621328193889e+00,4.868806610895332732e+00,4.413336105910211415e+00
2.099000446980329837e+00,4.520578588342482718e+00,7.567221182733335993e+00,6.425787302667386847e+00
9.740874563737795810e+00,3.968247290532737725e+00,3.007918856669327567e+00,3.656479200625414538e+00
8.089349324227654847e+00,1.452459713460575674e+00,-9.126413337149905658e+00,-8.373502138144049312e+00
3.300329195209606326e+00,4.059946093719329241e+00,8.779024801197010675e+00,9.028313329981548563e+00
9.432396249441184821e+00,2.907551662388517144e+00,-5.036060546650134029e+00,-4.408426399936992368e+00
4.826054734199280993e+00,2.036918862789317775e+00,7.497711394525552464e-01,3.485262493392636829e-01
2.613945650796690501e+00,4.047574032089173102e+00,7.622501879509922418e+00,8.208809375407822628e+00
3.515582465799728329e+00,4.196548256038292735e+00,9.550360773904721157e+00,1.040067287379756955e+01
2.794493077005229420e+00,2.945777071542983627e+00,4.846104135012801351e+00,5.166193600441697065e+00
6.981521604200243480e+00,4.343447271388786390e+00,1.111050007691411423e+01,1.125103216938784279e+01
3.801234401439109067e+00,4.291694151927638146e+00,1.028033310464961048e+01,1.092197727407549301e+01
5.820335305187082753e+00,4.089073325467365017e+00,1.017413078684265493e+01,1.074010456072286601e+01
6.241624082402627671e+00,3.727205266513348381e+00,7.730523535744403318e+00,7.356109841287749695e+00
5.094652642050045088e+00,3.282683708212482010e+00,6.170358259718272009e+00,6.850371584037401540e+00
4.581629560246459398e+00,3.017966799761184760e+00,5.217129537060406719e+00,5.589439378668034308e+00
3.587537767547460898e+00,2.883279912893356833e+00,4.919215995865224400e+00,4.998563391646473342e+00
2.412798797440012244e+00,2.536123116641642916e+00,3.567914856849591310e+00,4.219774303109264046e+00
1.034104569504013638e+00,2.223003705600992586e+00,1.796126650521261414e+00,2.258852898633928241e+00
7.022326914663053365e+00,1.735018365365999404e+00,-5.008401076223734094e+00,-4.635433818630138703e+00
2.575449618955609754e-01,1.422179311662608914e+00,3.340272548897518234e-01,8.010315601430018084e-02
7.360854480136902467e+00,1.486112756766579057e+00,-6.963734708623841030e+00,-6.546997398640383103e+00
7.564895365377862113e+00,4.619757471311632280e+00,1.261798860315153803e+01,1.206373139700053798e+01
8.079839197405185303e+00,4.623774940243265519e+00,1.208428681887036049e+01,1.202106225748461554e+01
6.452266715157960242e+00,2.916354452685365306e+00,2.575727858117685898e+00,1.729097219624862403e+00
9.528318204276917669e+00,4.686951792897882108e+00,1.029336101927571434e+01,9.441165069472937432e+00
3.886171477314833478e+00,4.287391809682731036e+00,1.036686206137351007e+01,1.058839011303546052e+01
4.642420873216931199e+00,2.880665335957334872e+00,4.574423081057668483e+00,4.533419731278143239e+00
2.961105620132506555e+00,4.773253723481865052e+00,1.043736269114534210e+01,1.047973989176812282e+01
2.014668286115963991e-01,2.328478346840276991e+00,4.486551273797160788e-01,7.446301157541073135e-01
4.434524020170115932e+00,3.355785600422633408e+00,6.749150048727566187e+00,6.924141892626296091e+00
5.039994615520004828e+00,4.848583690242252331e+00,1.416924275851267190e+01,1.372605058276160150e+01
4.692608024190253246e+00,1.933142152309420769e+00,5.140593829051898211e-01,5.507752742855126504e-01
4.597682286700999210e-01,4.335777792053736590e+00,1.890569204229539002e+00,1.857034100266664156e+00
1.683931346607258517e+00,2.487595198716889833e+00,2.902098351535019383e+00,2.642113147134552698e+00
2.804194314982521696e+00,2.475868329793847522e+00,3.558486171175371915e+00,3.496211951295085552e+00
4.152997284871084105e+00,4.351777110705418394e+00,1.093156195186725554e+01,1.074885393981911186e+01
2.132532609624221642e+00,2.231922218607126140e+00,2.753891016009705872e+00,2.429336597188601399e+00
3.705206750970006624e+00,2.592507641329555579e+00,3.878371785660093440e+00,3.711241501411584487e+00
2.944334707264418149e+00,2.779528991503218638e+00,4.452461835427164338e+00,4.569952971725284030e+00
1.173108157515790895e+00,2.089446246722339584e+00,1.812140149286535218e+00,2.843752817214242334e+00
8.775267462511218142e+00,1.066945429266422440e+00,-1.228916501389750238e+01,-1.269765623789680831e+01
6.117595229322213335e+00,4.920697427121034195e+00,1.523290962574856167e+01,1.549386830546298910e+01
9.835500334793032096e+00,1.048409904450081864e+00,-1.545494528921421917e+01,-1.618560966605198814e+01
6.073218452732341177e+00,2.863163579584846463e+00,2.895053269378962568e+00,3.690065680630068901e+00
6.190227035529441757e+00,3.312061693078294677e+00,5.294524751261892703e+00,5.127837087093506163e+00
3.702539400811988735e+00,3.026874643502724282e+00,5.438966937012040148e+00,5.508404766246428608e+00
8.069605942157828338e+00,2.672174200050122739e+00,-2.587906728071416751e+00,-1.949197136844889933e+00
4.679523318161736611e+00,1.121225428849308869e+00,-2.434815546316083434e+00,-1.940976974846011061e+00
8.251123007723363045e+00,3.622474467187570824e+00,3.783304291522021856e+00,3.037374601227236681e+00
4.725160015202096275e+00,1.238890184431350239e+00,-2.114080802359175504e+00,-1.836484367420726738e+00
7.417737673978959556e+00,2.382741737191487630e+00,-2.650137242622170319e+00,-2.763833381159774394e+00
6.658653049455282691e+00,1.349226345326695942e+00,-5.711778167175422638e+00,-5.402216392902752240e+00
4.026591174608874724e+00,2.858907775577411936e+00,4.774957069075820293e+00,4.851149262926733208e+00
1.001576321800042191e+00,4.875620242841229413e+00,4.424298377959370754e+00,4.792318014602558129e+00
2.403640064633637774e+00,1.896595517381128193e+00,2.077908573079599641e+00,2.223886392334849305e+00
4.461509380615685139e+00,2.976975405068774005e+00,5.096649254453858191e+00,5.026722088640998010e+00
4.800980361000998897e+00,3.031268595896402296e+00,5.151796155280558231e+00,5.740285649718429362e+00
2.227771358022649473e+00,4.920744045292225977e+00,8.832232192068907750e+00,8.060208902144587739e+00
2.685079091561640485e+00,4.272654064188240675e+00,8.372383721229859077e+00,8.155853682024963192e+00
3.308260036352536293e+00,3.155121526185462599e+00,5.770902206960637493e+00,5.293102701281982014e+00
5.521941796472467523e+00,2.871271392572310788e+00,3.701181152718699963e+00,3.629245381475124876e+00
9.851694839865841047e-01,4.889174435253718087e+00,4.372206340130627922e+00,4.157234974932645599e+00
4.128452062036912729e+00,4.986893594478709169e+00,1.361459273609298393e+01,1.354056873841612507e+01
6.851030854383896695e+00,4.506329586385977137e+00,1.234588626306086212e+01,1.210066716388447183e+01
8.380343644635308564e+00,4.187024964077831868e+00,8.032069405301939469e+00,7.797270401700565401e+00
5.208543319569754360e+00,4.306462902296122941e+00,1.141328958869502763e+01,1.059126378372787336e+01
9.504796081517906003e+00,4.932174764760489438e+00,1.270726540433356888e+01,1.268843065459986796e+01
7.381468611356537757e+00,4.158281698243983193e+00,9.356304476565309614e+00,9.510456931327130548e+00
7.920094408384735551e+00,1.301341708109190254e+00,-9.182263808310276332e+00,-9.480440218172983435e+00
1.437850095535395667e+00,1.230061590635478819e+00,8.651485771008549097e-01,5.366797962553357948e-01
5.103921484037394762e+00,4.612378384267843856e+00,1.298188864346581894e+01,1.265960040884425197e+01
4.516070864063459478e-01,4.406064941633395904e+00,1.890601780906159046e+00,2.730122232663783954e+00
6.719198908644117729e+00,3.327463220327779414e+00,4.633611529324372924e+00,4.727620430599876578e+00
3.318821025701217398e+00,4.334790352844620109e+00,9.738348007641121740e+00,9.932217827664912235e+00
8.810047884095853377e+00,4.769421624039778429e+00,1.231974760741925934e+01,1.216954474813332077e+01
1.394824384756251368e+00,3.197639202337004605e+00,3.561876387050716630e+00,3.311903848670519679e+00
8.368426647860486289e-01,4.276072847479854389e+00,3.248756844823141865e+00,2.809467074930014352e+00
4.015174666727973296e+00,2.936142539289990694e+00,5.078564234622375828e+00,5.849628129940630750e+00
1.666531479593395426e+00,2.480335543438480617e+00,2.872105319500993570e+00,2.021890208205149975e+00
5.544436790392914816e+00,2.582794322315313806e+00,2.213775729826199523e+00,2.363760870375380740e+00
4.392478026323954232e+00,1.935849012120764545e+00,9.143648310376284449e-01,9.023440467235442908e-01
3.308746834245585577e-01,1.523692395202041361e+00,4.510095962649053325e-01,3.231984482697120020e-01
2.509937059074611732e+00,4.824791188912669782e+00,9.423577497786206791e+00,8.640373733728802463e+00
1.614175829150044539e+00,1.805023525050234223e+00,1.748592806142654776e+00,1.131080090779847280e+00
1.867721212543964171e+00,4.561675927754956561e+00,6.985875483510307404e+00,7.476707844774068690e+00
9.866117413526227509e+00,1.750137198213326695e+00,-1.369887007417826297e+01,-1.404573656703262330e+01
5.844643202466286880e+00,1.657159138871294957e+00,-2.632011766905542061e+00,-2.192462852120952821e+00
7.808622336582863532e+00,2.675870630471089306e+00,-1.865824053525361848e+00,-1.530959705802445336e+00
3.914731039159542902e+00,4.159419551606305276e+00,9.887722939634302932e+00,1.017741478269014976e+01
1.890782982448147909e+00,1.885754692701168356e+00,1.987570726801430876e+00,2.368316471125440525e+00
3.423078180474002252e+00,1.224361065375797697e+00,-2.989147011360276940e-01,-9.040479923354306502e-01
6.988637248601970775e+00,4.724662705502627347e+00,1.381158544113760200e+01,1.357455558372362958e+01
4.186273063799911043e+00,4.820822078473391947e+00,1.299169587284790417e+01,1.333099626776275493e+01
2.008261879632629032e-01,2.673392464653792100e+00,5.164639786164882951e-01,-1.147171617005163791e-01
5.599454829208527329e+00,2.929475181434249009e+00,3.907846241877575011e+00,4.740146380376795143e+00
5.165082977320656354e+00,3.825433758601438861e+00,8.890066736051938534e+00,8.610247525664634693e+00
6.845753659503152733e+00,3.954629651910793076e+00,8.565269784527394847e+00,8.533114115742849393e+00
3.764035574826105623e-01,3.581254686044510915e+00,1.277626627795074743e+00,7.650636488557150949e-01
8.897710898124676859e+00,3.562817360625310403e+00,1.743789660281954923e+00,1.926694056153150925e+00
4.671580044348462302e+00,3.129073831463043742e+00,5.670424090041159992e+00,5.303520591034906140e+00
3.673670592423411208e+00,2.196434414865089391e+00,2.516595704845968395e+00,2.395344533677604471e+00
2.961180472835694744e+00,1.882374428468735594e+00,1.915503422061561878e+00,1.346141778993408256e+00
8.512801130343401468e+00,4.154910307251662438e+00,7.517602742337686550e+00,8.113481105314491515e+00
2.723719777442209722e+00,3.457253572345866832e+00,6.192712057364637701e+00,5.376398662264833206e+00
3.070600683578311507e+00,3.748843294062110143e+00,7.469794496279187790e+00,7.695354081480828334e+00
8.916441237185003033e+00,2.036491723611478122e+00,-9.035195048088096925e+00,-8.916659970379770428e+00
4.750989704636612743e+00,4.957491471777786707e+00,1.440677631166300188e+01,1.462567588172697874e+01
5.770694445951098928e-01,3.512642486296180699e+00,1.864681576287831488e+00,1.354355415791760553e+00
1.305107093528274920e+00,1.003418325673334888e+00,5.708893599123486817e-01,1.087759749752676530e+00
7.562418906320279355e+00,3.493647055093619169e+00,4.263211421634334641e+00,4.745404990460712291e+00
3.323939640894569614e+00,1.724003048197142451e+00,1.250085781925960760e+00,1.329876507306019029e+00
3.114602514316209714e+00,2.283039000439278432e+00,3.013237115118601483e+00,3.169567989217918935e+00
3.022985237122748359e+00,2.632858076032052796e+00,4.046908659020870047e+00,3.968229038590118662e+00
9.729936712544812849e+00,1.161818249613403964e+00,-1.495187190277219891e+01,-1.463034667387896093e+01
4.909226804659961196e+00,1.158965205929834319e+00,-2.712248674894008893e+00,-3.122848248188032638e+00
8.969205580688383250e+00,2.877323008937477056e+00,-3.787191899048647059e+00,-3.509763763480299836e+00
7.965762418462533745e+00,3.889443453977460941e+00,6.424072215882748793e+00,6.627235439503923686e+00
7.898561233924913161e+00,3.071247295222589990e+00,5.548207580892103863e-01,-1.501934573615829605e-01
7.792724773073723910e+00,1.723753210694152216e+00,-7.140210488563726088e+00,-8.452235728189329222e+00
3.129010712142981543e+00,1.197438287866266826e+00,-5.968680769349943294e-02,-1.183017729247436700e-01
8.261948114559288570e+00,3.441559301843216900e+00,2.374013671004302495e+00,2.293233645728774306e+00
4.962198950875468917e+00,3.423192445632556424e+00,6.927393783431133656e+00,7.536419228355763167e+00
1.825634390657802086e+00,1.688598047190536633e+00,1.620113513313675480e+00,1.648911916467227234e+00
2.600929701262298721e+00,3.172216179013978898e+00,5.294490702464000442e+00,5.045591894772678110e+00
5.340578237963605090e+00,3.928514273680988822e+00,9.402139811374398803e+00,8.722240596439409188e+00
4.867054142729779542e+00,4.937834152273127941e+00,1.444786134917491616e+01,1.440372950802189855e+01
9.869165462448517445e+00,4.484137319571452451e+00,7.588001015999893184e+00,7.296082075209986861e+00
6.232662988931070736e+00,1.410805675037756224e+00,-4.476750381695979719e+00,-5.028110219895664201e+00
6.253701320967380184e+00,1.267116095394642983e+00,-5.069325089600308587e+00,-5.129533432428932116e+00
6.196781070713157646e-01,2.161347757287626514e+00,1.153455910606931312e+00,1.681949526849023879e+00
7.689730175216803465e-01,4.242275096847495597e+00,2.982095816266156607e+00,3.028477101128745463e+00
3.091664262098470228e+00,4.632719957643480768e+00,1.029218241921192600e+01,9.767651092262259027e+00
4.533427869483405814e+00,4.826024509746116742e+00,1.349884147126936895e+01,1.366247796741352616e+01
9.299134609988266575e+00,1.838937870759478344e+00,-1.132195875351263581e+01,-1.187099260357164177e+01
6.145298945124775258e-01,3.121278186324711879e+00,1.734022138244344147e+00,9.451833269065291754e-01
