p_0,f,P_rad
3.986464716164218680e-11,2.299261849288465118e+10,7.506240567469497025e+07
3.327199776607999358e-11,1.662063613573710060e+10,1.451891102615477890e+07
1.870960515507023498e-11,2.363180915380986786e+10,1.840271654596904665e+07
2.623539206042778668e-11,6.737566333740559578e+09,2.452757305492497107e+05
3.290326536601865342e-11,2.331730787660318756e+10,5.401594859365214407e+07
8.554149906918573742e-11,6.926451359250365257e+09,2.912445231901932508e+06
2.991031473614949953e-11,2.254472320338351440e+10,3.912511625547286123e+07
8.455580369919834017e-11,1.907616072078980255e+10,1.619505122840161920e+08
7.689696473886947206e-11,2.659653576615808964e+09,5.116968980306520825e+04
9.768650667562053534e-11,2.825308812394768906e+10,9.994952977442493439e+08
7.782311298053670160e-11,2.762634411561539078e+10,5.823020584284965992e+08
2.036017486620620056e-11,1.338306714335012627e+10,2.294053748778829817e+06
9.460384778346102102e-11,4.639258978694036484e+09,7.169864897798992461e+05
8.578851589149040017e-11,1.147073935553503227e+10,2.200795071402138844e+07
4.992657415020116378e-11,1.277706935737656593e+10,1.146582832263083011e+07
4.902300489100144647e-11,8.017269163476933479e+09,1.716775487257231725e+06
1.278588551517341663e-11,1.146833221694361305e+10,4.884485827921899036e+05
2.958773843801078242e-11,2.451121684976972580e+10,5.305848265903808922e+07
7.433975038471099778e-11,1.829927158102548599e+10,1.061813687242640257e+08
1.994741194660038788e-11,1.695914584510017204e+10,5.653776992157599889e+06
9.925704036531410592e-11,1.005164038181302452e+10,1.738109275182528049e+07
1.195142263515258652e-11,2.250100817124441910e+10,6.199424504097291268e+06
9.918761146689936262e-11,4.949737126351213455e+09,1.021271091011566226e+06
3.665868151247560658e-11,6.510920712310845375e+09,4.176353216214271961e+05
5.147786926277883118e-11,1.629096386838749313e+10,3.209450368417643011e+07
5.909243070806272054e-11,1.345161974416140556e+10,1.972221334603127092e+07
3.605978674865477563e-11,2.298893075046105957e+10,6.137910605156774074e+07
2.984478132616635409e-11,2.671024190066724014e+10,7.525194147684276104e+07
1.455122757042004574e-11,1.415839622449602509e+10,1.466813953021282796e+06
8.410897039882639332e-11,2.430991793816797256e+09,4.272789714608901704e+04
9.750784339398362803e-11,2.041126191183864594e+09,2.853970274758694359e+04
2.130017283198559088e-11,2.695724877227623749e+10,3.971031993199802935e+07
8.738477546950679471e-11,1.403441795747271347e+10,5.107635728159546852e+07
7.484855024056033796e-11,6.429564490600484848e+09,1.655652093690235401e+06
7.752028070589719490e-11,9.398331523541063309e+09,8.104430845092667267e+06
4.490249143620281164e-11,8.167958209838591576e+09,1.551646641599004623e+06
1.518174190160731551e-11,1.650300412013741493e+10,2.938730442773035262e+06
7.213808112470468255e-11,7.898482252284628868e+09,3.502021886427738238e+06
9.659137857383665238e-11,2.272713747729670334e+10,4.211072260032604933e+08
6.928824220204958602e-11,2.915741892350625229e+10,5.667535534958229065e+08
3.106470822230307475e-11,2.220709814599512863e+10,3.978033909061402828e+07
5.830617376893852619e-11,2.646102545224673462e+10,2.770450504156124592e+08
2.095076287459276009e-11,2.147086323900558853e+10,1.585078609335440397e+07
7.460906915346308412e-11,4.532662309506320953e+09,4.063458735119402409e+05
7.055777744999322223e-11,2.991937087299695969e+10,6.478404496969727278e+08
5.021145994326372358e-11,2.524788137233631516e+10,1.714066214273343384e+08
1.077980443324924920e-11,2.807423569264516068e+10,1.188017249010043219e+07
1.543294647041254758e-11,2.788266315667859268e+10,2.372208504255989939e+07
7.137799177322835188e-11,9.978528233136999130e+09,8.729943165259646252e+06
7.231720089951762302e-11,2.148960484192399216e+10,1.895062875308780074e+08
6.176883941938117055e-11,2.413977048553897095e+10,2.179107768312988281e+08
3.049221005088603707e-11,2.203027988466848755e+10,3.714451908998902142e+07
6.968184284592667297e-11,2.973417750862507629e+10,6.172439197078830004e+08
1.949546814041802387e-11,4.829122593265983582e+09,3.574690849046223593e+04
6.649125173895360557e-11,7.985856591642586708e+09,3.109029250130920205e+06
6.150861171588233239e-11,1.703764125674608946e+09,5.513140205311979116e+03
4.199442730255162770e-11,1.022807045222509193e+10,3.335333959652760532e+06
2.972494374542070966e-11,1.886219747521198654e+10,1.914058788303307816e+07
7.521244329952557602e-11,1.107411220707972908e+10,1.469778795578192919e+07
2.628927595115259634e-11,2.022393952717811584e+10,1.971928397621661797e+07
2.416191922605535893e-11,1.314444668988081932e+10,3.006988800503443927e+06
6.694877071591572087e-11,4.296655658522560120e+09,2.641841870447785477e+05
6.945620777834054718e-11,2.159589916346355438e+10,1.782308943283155560e+08
1.917721884129646122e-11,7.980285574555456161e+09,2.579022250574048376e+05
3.360594763320476900e-11,9.769002062942584991e+09,1.777778319537246600e+06
1.887364306767283626e-11,1.499473894268355751e+10,3.101728292832036503e+06
9.224483161434344769e-11,2.123108265530696869e+10,2.940072463097028136e+08
1.075478635942421934e-11,2.310022644279956055e+10,5.563875081341164187e+06
4.159104199482133480e-11,1.417083808778397369e+10,1.202530355720967427e+07
2.411389066881892755e-11,7.126331467644987106e+09,2.593295459881926072e+05
5.202953893142791537e-11,2.748581310414379501e+10,2.552459446622097194e+08
9.161536216503689220e-11,2.588510335822130203e+10,6.283722271637395620e+08
7.366387386849518277e-11,1.171587358169111824e+10,1.765665792209789902e+07
4.241563791514320799e-11,5.990802057429508209e+09,4.007537572854274767e+05
2.679883258925711328e-11,2.561100786570188141e+10,5.160014109830254316e+07
7.345109204018281790e-11,2.209979646865432739e+10,2.182131736176677942e+08
5.877242856888758582e-11,2.441608308890370941e+10,2.062121738626434207e+08
7.482609726832869632e-11,1.531351312225410271e+10,5.301248886803033948e+07
1.403697574744592295e-11,2.574113471041979980e+10,1.443685627145571262e+07
2.558265617442760372e-11,3.104897243466154099e+09,1.051904902074423990e+04
3.878859715119483867e-11,2.505539298755999756e+10,9.930062070839235187e+07
5.198830271133289024e-11,5.837738958092657089e+09,5.428480964914408978e+05
6.125014182943874367e-11,2.914446151436026382e+10,4.421386362607359290e+08
6.058845952708256556e-11,1.017618628194179535e+10,6.803130897312770598e+06
5.886240957364871319e-11,2.996754660799951935e+10,4.536124502220060229e+08
6.095047069552984861e-11,2.842380837714878082e+09,4.193515154318507120e+04
4.757280608149667217e-11,1.237883164179871750e+10,9.174210785987313837e+06
3.509315639209365728e-11,2.298833526024325943e+10,5.812662759817663580e+07
5.663165867931597427e-11,2.033380890803442383e+10,9.348298050034348667e+07
2.096744619477785906e-11,1.220292795702945709e+10,1.683167398994338000e+06
7.743442327920904980e-11,1.236227258611997604e+10,2.417678297066944093e+07
9.576421514389096026e-11,2.006193535662408066e+10,2.534891668702073097e+08
1.486868387050385314e-11,2.911529081653562927e+10,2.595628009716770798e+07
8.040944270001058681e-11,1.323178199104699898e+10,3.419461912447782606e+07
3.014496020511759776e-11,1.534367526116074753e+10,8.671687795851562172e+06
4.027702194409330063e-11,2.239460057072492218e+10,6.911329361869303882e+07
1.301843580239335906e-11,2.291800580035748672e+10,7.903947577445019037e+06
9.721772172272160578e-11,2.976511945814335632e+10,1.206178102341845274e+09
6.058860448533544475e-11,2.895557957008897781e+09,4.462787764114058518e+04
1.734232890197594248e-11,6.731734885153870583e+09,1.068046795587121596e+05
3.894000710955991146e-11,1.822321811020107651e+10,2.865701590536764264e+07
9.795529595971564719e-11,8.409564103714180946e+09,8.297178160986974835e+06
1.540371318061358875e-11,2.910744038521946335e+10,2.782945475334817171e+07
9.261154949220692146e-11,2.667588919274187851e+10,7.210454008686966896e+08
3.515594040997398264e-11,2.487305433873521042e+10,7.929391811215046048e+07
1.700983909891299626e-11,6.625598678889659882e+09,9.642098886122592376e+04
6.621812264934843258e-11,4.465834254473465919e+09,3.016222628734876635e+05
9.066128232327415523e-11,1.907481683897439957e+10,1.861307673329858482e+08
4.297741338774479848e-11,7.005359470309838295e+09,7.692371904012702871e+05
4.119588087449343432e-11,1.914397780483791733e+10,3.898514319136720151e+07
3.361325701348183591e-11,4.729674131276528358e+09,9.777879723060298420e+04
3.801224696474596094e-11,2.736226962282624817e+10,1.339109699804585874e+08
1.607785613348583921e-11,1.999644554370313644e+10,7.053504791713699698e+06
5.547439704617092954e-11,2.585825428746042252e+10,2.294697374350598454e+08
4.074112726097080208e-11,8.301065228749480247e+09,1.362667858922458021e+06
2.495280688795182681e-11,2.096965376526156998e+10,2.048989861594271287e+07
7.501332060423628155e-11,1.715683283686697578e+10,8.372025126483948529e+07
9.039134247527106750e-11,1.024628200852987289e+10,1.556314379189215414e+07
8.264389640776096921e-11,1.592255876418916893e+10,7.552708510092301667e+07
2.219918843012663354e-11,1.108595133812329674e+10,1.285880701953839511e+06
9.221860653483664625e-11,3.464855567796747684e+09,2.119705085628514935e+05
4.679272560560748056e-11,2.541308994114333344e+10,1.526666425535075068e+08
9.231284025732128394e-11,2.101965025356063461e+10,2.830714162538778782e+08
1.752729725033331691e-11,1.669033574751180267e+10,4.096646118762673344e+06
9.854109308796132069e-11,2.351127431152447510e+10,5.004070583798354268e+08
1.870655573658652944e-11,9.230834337952468872e+09,4.391960653476574807e+05
7.708823272075014205e-11,1.669874859127888680e+10,7.940436333997808397e+07
7.429716810554683557e-11,1.547956089555061579e+09,5.481099584559022333e+03
7.814507824374967816e-11,4.666395733738222122e+09,5.007585251993676065e+05
3.201976490152085524e-11,1.792430212356958008e+10,1.814689135783347487e+07
7.731366865472666402e-11,2.689055552385177612e+10,5.182262703832150698e+08
5.616110737683644445e-11,1.243669375933657074e+10,1.302589404813542776e+07
1.423444970484787982e-11,4.001913418502236366e+09,8.987757333858224229e+03
1.877761865465902588e-11,3.094700656494047165e+09,5.593090608158754549e+03
3.522135762977460274e-11,9.819171557760377884e+09,1.993194273479604628e+06
8.627040520076632245e-11,2.445429958976409531e+10,4.470242162169744372e+08
4.830244893174254448e-11,1.921748741619605637e+10,5.441419455464424938e+07
3.466395202119205052e-11,2.353593724436199188e+10,6.217582248713317513e+07
5.814113675738652671e-11,1.925056412904487228e+10,7.937691164260363579e+07
3.971970705708141255e-11,8.224554341369035721e+09,1.248117883810311090e+06
3.772688091363653870e-11,9.370745726981090546e+09,1.897100278757875087e+06
2.783818399673664921e-11,7.540736831014015198e+09,4.332830148171833134e+05
4.161670024936414440e-11,4.128900393376899242e+09,8.705070051333641459e+04
2.491241861120412079e-11,4.527274318656126976e+09,4.508978754755911359e+04
6.166937837105332680e-11,1.032179816822330475e+10,7.459806892288630828e+06
4.391544525708915225e-11,2.334943939243633270e+10,9.674175242465554178e+07
1.354822840636776177e-11,8.570356905496988297e+09,1.712098437821603729e+05
2.945084435321255971e-11,1.595785721704868698e+10,9.676145692847130820e+06
5.305714542415855511e-11,6.471901680018848419e+09,8.540639044426991604e+05
3.502252683361376735e-11,1.674970521466049385e+10,1.658902971398798749e+07
8.941008384877917152e-11,2.865917005801471710e+10,8.840150667120305300e+08
1.524143933087184512e-11,9.644640791670764923e+09,3.474211213579964242e+05
6.831339368411341362e-11,6.522030663109098434e+09,1.460214566898640245e+06
8.748869426724004068e-11,2.396660761142788315e+10,4.250793685018681884e+08
9.287282399940459794e-11,1.231244809374332809e+10,3.422202316562993079e+07
5.357839007073031290e-11,2.625046093018975067e+10,2.268494965008453429e+08
4.627930923168136257e-11,2.308649046321291733e+10,1.027869261240145117e+08
1.320860613955250247e-11,1.372340520800568581e+10,1.067222111822663574e+06
5.181814683216779857e-11,1.063711924553827667e+10,5.939856835529400967e+06
6.849129021565256019e-11,2.348381440363285828e+10,2.406460655413882136e+08
4.043997653327119536e-11,2.245262180328253937e+10,7.038361529102431238e+07
2.455668707706271862e-11,2.538045589490909576e+10,4.183765328668940067e+07
5.235603585489098806e-11,1.126533358309904861e+10,7.626207572252899408e+06
2.460867792833299637e-11,1.294317828580471230e+10,2.932955610184240155e+06
6.021409262777974475e-11,2.631577716519741058e+10,2.892763422604610324e+08
5.112964554605923987e-11,1.778186558673549271e+10,4.483019072692138702e+07
9.953265314585540446e-11,2.366485257279011154e+10,5.236613999577487111e+08
2.466059521811997920e-11,1.234648165248380280e+10,2.439615691203597467e+06
6.716913216775276028e-11,2.788534611386176300e+10,4.495253225073518157e+08
2.794737731530925447e-11,2.404979965944470882e+09,4.518775323602598291e+03
4.766242492858130754e-11,2.611398091214930344e+10,1.759479154377764761e+08
7.726940244577958649e-11,1.173751987438938522e+10,1.957114000923127681e+07
5.474440773296968535e-11,1.654841518254053831e+09,3.886818364456935342e+03
4.246292772677366001e-11,2.823099047973337173e+10,1.882942706271447837e+08
9.002199273909465575e-11,2.344477790665115738e+10,4.130335821948489547e+08
8.849166304952745847e-11,2.954359749287148285e+10,9.715952568139219284e+08
4.442761446907847462e-11,2.228082767381582260e+10,8.242966026630382240e+07
1.851966964879740802e-11,1.760861960070386124e+10,5.657496086347361095e+06
4.085797360888603447e-11,1.840287351156991196e+10,3.279997995585520938e+07
2.679559494186056111e-11,1.369038192108096695e+10,4.350056241881076247e+06
7.703850246606899754e-11,2.083910944845902634e+10,1.905630965210534334e+08
6.747039184719862916e-11,2.312480051349353027e+10,2.198897225571037531e+08
5.546290658349887694e-11,2.381566968402410126e+10,1.666790498487733901e+08
1.147370528864839053e-11,2.996709696273738098e+10,1.723422448886357993e+07
9.694830271214952982e-11,2.508333317187242508e+10,6.230176860111572742e+08
1.121207859337421425e-11,1.876159136734734344e+10,2.666198869855418801e+06
5.747045671857890143e-11,1.376820091158679199e+10,2.046794440312049538e+07
4.884799370705040273e-11,7.341605045846292496e+09,1.198675770934744738e+06
3.357048359597823636e-11,1.952747894205150127e+09,2.833938312480475815e+03
9.009973823648149725e-11,2.062023532371160507e+10,2.500387795876725912e+08
4.087544504067164295e-11,2.337394918594651031e+10,8.415567490067644417e+07
6.085967802007014684e-11,4.358666212411542892e+09,2.311921716168419225e+05
2.175063409735288323e-11,2.162454805163705444e+10,1.756979269350144267e+07
1.471950684304141736e-11,2.657752198731613159e+10,1.795762296333929151e+07
8.562028701465876649e-11,1.096309233505318832e+10,1.829547411963745207e+07
2.159822858959010662e-11,1.830778500039331818e+10,8.979305820286581293e+06
2.217281842132276568e-11,2.290069542793234253e+10,2.286044880874602869e+07
6.911554654345866127e-11,2.761625701210513306e+10,4.586444801348972917e+08
2.934115209934499739e-11,2.076788655097408676e+10,2.727230548214311898e+07
8.027859715268416799e-11,8.672314777298400879e+09,6.302304013822413050e+06
1.671920775909045454e-11,2.688202869385986710e+10,2.420523699538107216e+07
1.280637942614607840e-11,2.962276578262392807e+10,2.055514223463392630e+07
4.413514158905931078e-11,4.457747361225116730e+09,1.330240388869760209e+05
8.802643238658510869e-11,1.079504085662950134e+10,1.818076066427754611e+07
2.210175250366605825e-11,1.833661830844657516e+10,9.461669369092643261e+06
1.047600487686453192e-11,3.383773962035637856e+09,2.488251297166224504e+03
5.338770616348741083e-11,1.809857295149525833e+10,5.242128838658554107e+07
5.039981157645064901e-11,2.455103736539204788e+10,1.549274461893686056e+08
4.941701289627041724e-11,2.176381297242165756e+10,9.300918429004897177e+07
3.068657990422868243e-11,6.923365226398787498e+09,3.741338077717619017e+05
7.392535540337922437e-11,7.240074726017368317e+09,2.596615745478408411e+06
8.664931912521745772e-11,2.202516896062695694e+10,2.996759569903976917e+08
5.085178825495554287e-11,4.422254174515697479e+09,1.710356258883272822e+05
9.333176666992787909e-11,1.315317097106895828e+10,4.498602723035285622e+07
7.450207416160755230e-11,2.502343769440015411e+10,3.645288723302101493e+08
1.691047604554181133e-11,2.646336770803583622e+09,2.425415459052493134e+03
9.463938836235367078e-11,2.553656803839270401e+10,6.363190454234347343e+08
4.536008688266525479e-11,1.933300314980528641e+10,4.913743394565899670e+07
6.654390164494220956e-11,3.506682259267433643e+09,1.157977513710113708e+05
2.579272363918425409e-11,5.317910676081622124e+09,9.201390923737736011e+04
5.691141659220714832e-11,1.050771803224020576e+10,6.822916229094736278e+06
2.984285045492096821e-11,1.228409913675915718e+10,3.501162372310169507e+06
6.893223784487684303e-11,5.807412310364567757e+09,9.346827732874705689e+05
3.752747795703076862e-11,2.870176200310034943e+10,1.566156326183848679e+08
9.971406244757272404e-11,6.739027461689653397e+09,3.546246525277703069e+06
1.980033601904500212e-11,2.731310805151620865e+10,3.608467880636052787e+07
6.076064031611726855e-11,5.801673166234824181e+09,7.233469438195857219e+05
2.652116071471983133e-11,2.590539768002056885e+10,5.281768829570969194e+07
3.658976140783787011e-11,8.604475253490646362e+09,1.268767421831461135e+06
8.743251152372175097e-11,5.770309925400769234e+09,1.465655421817651717e+06
5.511483235893295313e-11,7.024033888092772484e+09,1.278617657939903438e+06
1.801105029090321354e-11,1.916856603414101791e+10,7.489870175041643903e+06
7.557509274783292089e-11,1.112056706416300583e+10,1.509012972698271833e+07
4.996890077360019645e-11,1.944586794412396240e+10,6.101787316201320291e+07
1.744170851998111067e-11,9.909900040134660721e+09,5.070855583455359447e+05
5.361013139414731699e-11,2.773819302690024185e+10,2.806287138381035924e+08
5.009750916090737660e-11,2.465941041155136871e+10,1.557158770568500161e+08
6.254088948871429448e-11,2.095395984728895187e+10,1.283361946426701993e+08
4.909401021604072204e-11,1.911402600847185516e+10,5.502486499997370690e+07
6.408115143345381964e-11,2.125233470354397964e+10,1.424438009341276884e+08
7.334558061666246667e-11,1.035597803039307404e+10,1.069237308893023059e+07
9.905160205444169706e-11,8.215028744055504799e+09,7.725988429399834014e+06
6.018625097554091725e-11,1.663775408165092087e+10,4.770319890730102360e+07
4.965556652479028249e-11,1.823626086888624191e+10,4.673111379318158329e+07
7.408418008581439244e-11,5.823209378434748650e+09,1.091413120977964951e+06
9.224731150524612839e-11,2.728922709909022522e+10,7.806022760473525524e+08
1.207073676865509624e-11,1.627897077017033768e+10,1.759484285324946279e+06
1.324543969193999289e-11,2.579328718446103287e+10,1.295549135664976947e+07
9.795909904114391875e-11,1.897617953559581375e+10,2.128905597530205846e+08
5.914077000815537464e-11,2.333344589591810703e+09,1.793006566056460724e+04
1.465989934612155952e-11,1.591427965075965691e+10,2.371617048616853077e+06
6.943356725946155902e-11,7.324403869951620102e+09,2.399236493489691056e+06
1.868749058373954637e-11,8.753917360209674835e+09,3.545393297459874884e+05
1.955294222656023162e-11,2.665295449880683899e+10,3.203467501277202368e+07
4.624598381834202910e-11,2.676813992000394058e+10,1.821977584862407744e+08
6.973322998501613183e-11,1.995213645261186981e+10,1.315302367428131551e+08
8.381084775347844229e-11,2.228876273394933319e+10,2.937542616051127911e+08
8.684825233675867065e-11,5.151845431691797256e+09,9.189032495161342667e+05
4.481012463210103047e-11,2.141936388842705154e+10,7.182967854718619585e+07
9.821637051200694639e-11,1.893212458463090134e+10,2.120511038891723454e+08
2.255188966943056563e-11,2.146922898087967682e+10,1.836060840213157237e+07
7.036422897747696566e-11,7.824640157479043961e+09,3.209081890233197249e+06
3.084660577220084499e-11,4.185418247143353939e+09,5.049746943453492713e+04
7.374091736335900250e-11,2.184971704514929962e+10,2.103328142534430027e+08
5.224059781431433597e-11,8.729341699497751236e+09,2.739662451615493279e+06
1.272638417379506778e-11,2.886925816535206223e+10,1.841357752010045946e+07
1.401921327284260580e-11,1.498787497190419197e+10,1.708234894943800755e+06
3.663124677737036400e-11,2.981972453836216736e+10,1.724344719682605863e+08
1.876746263957452979e-11,2.210784156622805786e+10,1.426643883371520787e+07
7.192680716315711314e-11,2.515081536592293262e+09,3.580001362050933676e+04
5.146779374933815100e-11,2.819011533552146912e+10,2.751002240272557735e+08
6.796143589452137168e-11,2.739165567403700638e+10,4.298127049542810917e+08
6.999410572619645827e-11,1.319914973162608528e+10,2.565595202259233221e+07
1.427471705776637484e-11,1.662927770280849218e+09,2.694745074019419349e+02
4.731264063709637685e-11,2.508400341916235733e+10,1.483950135840157270e+08
7.145948586689806248e-11,2.066777269157662582e+10,1.587158708868432641e+08
9.128040254426181754e-11,1.946147613593043518e+10,2.042629967570710480e+08
9.513988185713509373e-11,1.930550457370116043e+10,2.149542511701079011e+08
4.444362310309855857e-11,2.250036998403380585e+10,8.572013160792399943e+07
6.187122396495430672e-11,1.709172341112704468e+10,5.610146491961225122e+07
9.406169675631879544e-11,1.205368753591552973e+09,3.229926355549135224e+03
1.406602667659191322e-11,2.037268537893539429e+10,5.810692519425704144e+06
9.785693115285321027e-11,1.630908244823858452e+10,1.164909360504871607e+08
5.093103524532066545e-11,2.101805144554691696e+10,8.614037943729858100e+07
8.644134661893877458e-11,2.877236858619954300e+10,8.387467327891856432e+08
2.510479769506488184e-11,1.524040629718316460e+10,5.854783253797714598e+06
9.422590656686588750e-11,1.754412157435406208e+09,1.454643943520835455e+04
7.970105760294946424e-11,1.645735931886328888e+10,8.010569953959703445e+07
6.876362665850213875e-11,8.621792252525081635e+09,4.517224177528136410e+06
2.557562148461843402e-11,1.553856728181259727e+10,6.563671716411185451e+06
4.944451240121866957e-11,2.790612301142425537e+10,2.442787363832359910e+08
6.271205141590462567e-11,2.232772109734716415e+10,1.655993110384003818e+08
4.617545100433718591e-11,4.771901733976102829e+09,1.911994877151430410e+05
9.035832124033364870e-11,2.120558633086353302e+10,2.807744321182621717e+08
5.957083574137118811e-11,2.579875315276343918e+10,2.622671823472240865e+08
1.801479587051366436e-11,1.582128063930967093e+09,3.516527334549720649e+02
8.878028124370975849e-11,1.988694008277006912e+10,2.104590886524930596e+08
3.801766876010675283e-11,2.401543451983199596e+09,8.314296779720938503e+03
2.544137874727761701e-11,1.775454881059616852e+10,1.103209637539374828e+07
6.785921831797272503e-11,8.279398651928629875e+09,3.741132219148028176e+06
8.271762247119832769e-11,2.363461574538567734e+10,3.598735591868159771e+08
3.612740579493915133e-11,1.238171627965997124e+10,5.295764951635314152e+06
5.386461326299109860e-11,1.640591965469724846e+10,3.613580380290052295e+07
9.711832579837338106e-11,9.709660547081476212e+09,1.449007252384285629e+07
4.977654135803458971e-11,1.803368058675155258e+10,4.492527784525241703e+07
4.357482682881004703e-11,9.508919822267511368e+09,2.683318844584188424e+06
5.953796879581779978e-11,6.613320360562789917e+09,1.172565999195304466e+06
7.363723346221158460e-11,1.209797553512428856e+10,2.005640582536107302e+07
6.789075101867286386e-11,6.303707801735228539e+09,1.258591202755056554e+06
1.298765405649331915e-11,9.157947008246603012e+09,2.051013052199398517e+05
9.456979717277901316e-11,5.658544406729783058e+09,1.585677445474215550e+06
5.126678977988084400e-11,1.696597772661308861e+10,3.740525064644222707e+07
7.337988697629477649e-11,7.533437635827811241e+09,2.998899810024798848e+06
6.387956941851024088e-11,7.712980401121348381e+09,2.497115212641906925e+06
2.478063231773076881e-11,4.638450055131465912e+09,4.916037781416686630e+04
9.952671043271044892e-11,7.194155447058243752e+09,4.588271974094763398e+06
8.084059466392218119e-11,7.964443801866696358e+09,4.546653920030281879e+06
7.054520141932316564e-11,2.955773708612860870e+10,6.185861792402001619e+08
3.427264558894538751e-11,2.020010948251729202e+10,3.335871702626979724e+07
2.723243916729958762e-11,1.529971754576637983e+09,7.027409870767382927e+02
1.806766088809905757e-11,1.548950080089466095e+10,3.234679017699507996e+06
6.018732509458522217e-11,2.600226191934264755e+10,2.759687376911873817e+08
2.899909707312517235e-11,2.266167981824484253e+10,3.753027103650461882e+07
4.788224461163214050e-11,3.535936787849334717e+09,6.198191833954948379e+04
7.849435894987873016e-11,2.364306046702863693e+10,3.245158094747400880e+08
6.459122188008302020e-11,2.419955099249612808e+10,2.405842425268681943e+08
3.857591404618620227e-11,9.342895277476863861e+09,1.959987536872467026e+06
1.835559139450421498e-11,2.513915005913174438e+10,2.252670886894412339e+07
3.773586982998632868e-11,1.181991610350656891e+10,4.800014237940090708e+06
2.775736687328236502e-11,4.230834004002642632e+09,4.269331567099603853e+04
5.907394893519031596e-11,1.595291733083049965e+10,3.888338152639607340e+07
4.801631652829699160e-11,1.522175876634766579e+10,2.131365587823275477e+07
4.229222267075922073e-11,1.620661688865897942e+10,2.122004520318684354e+07
4.477329515603458135e-11,1.252686143832399940e+10,8.521147996003707871e+06
4.671929258523293909e-11,4.921982167390944481e+09,2.215391289643897035e+05
4.835926947728293517e-11,8.415113619853877068e+09,2.027587534923446598e+06
3.944199179729682008e-11,2.782361800106062317e+10,1.536941952709503174e+08
7.837166548446150756e-11,2.381237821083790588e+10,3.326288895253243446e+08
5.762548651655528432e-11,1.189293180810150146e+10,1.147211672820942849e+07
1.101629848054811782e-11,7.110404996627311707e+09,5.364172368568430829e+04
4.695906564826062705e-11,5.423757560646677971e+09,3.300151134862635517e+05
3.025008940479009838e-11,1.301317803850498199e+10,4.528241569458083250e+06
6.359010239141476149e-11,2.218094998670862675e+09,1.692744591276070059e+04
8.554414557718006261e-11,2.328694401994514465e+10,3.632574080075961351e+08
7.690301906471605712e-11,2.652124683284122849e+10,4.861916982345299721e+08
2.107064313920114354e-11,8.690562292946804047e+09,4.378296971922743251e+05
5.504517899945615030e-11,2.452608145422356033e+10,1.840742219362757206e+08
5.189631430968183715e-11,2.281563264542415619e+10,1.234222977027772814e+08
4.956282221034326217e-11,1.546516916897078323e+10,2.418921260859950259e+07
4.321531937864036747e-11,2.699519858424697495e+10,1.643453956348068714e+08
7.180267142611574412e-11,1.513017317675153160e+10,4.652914141631279886e+07
2.095192378067740180e-11,1.502917260472159958e+10,3.857514115995778702e+06
1.449008523870707076e-11,1.463995162132783127e+10,1.661910577275708783e+06
6.791274615017251723e-11,2.809912571963725281e+10,4.731196579659166336e+08
2.804821947925334323e-11,6.712588334675151825e+09,2.762095426216457854e+05
4.227771206851371491e-11,1.727724081122333908e+10,2.734232206894849986e+07
9.298536056153995052e-11,4.109810755738759995e+09,4.265950408314397209e+05
2.277081143216264578e-11,1.616558046086913681e+10,6.089809892799220048e+06
8.648112818909755924e-11,4.378219171640097618e+09,4.752608582814983092e+05
4.651782122387404209e-11,4.267537860886749744e+09,1.241216875805160817e+05
2.725690077067308925e-11,5.377155880293383598e+09,1.074132348295318952e+05
9.863957767769296151e-11,4.882971603996403694e+09,9.566149947871685727e+05
6.468975196037751615e-11,1.205924393455696487e+10,1.528159066572324187e+07
3.000135117963829438e-11,1.817789515741361237e+10,1.684358718836826831e+07
7.870737945575661150e-11,9.283286919583864212e+09,7.953153918443165720e+06
4.334802256908498409e-11,2.080246832845599413e+09,6.085400646428181972e+03
5.790325134844669017e-11,6.928438923171685219e+09,1.336005668103659293e+06
4.209083471047170647e-11,1.586521249802156067e+10,1.931178294064385444e+07
2.471616263219406438e-11,2.299291977418842316e+10,2.885565713785314187e+07
8.451529752517900195e-11,2.754153455320809555e+10,6.787265871431617737e+08
7.359862424030180058e-11,1.754118293894520187e+10,8.800050932194595039e+07
3.345361070729664264e-11,1.887158748804237366e+10,2.429151474096367508e+07
5.749188199761945894e-11,1.007584980037457466e+10,5.887664342127987184e+06
1.114604634896539947e-11,1.703017635372953987e+10,1.794802271292155376e+06
8.603457880902468835e-11,1.082550670993210602e+10,1.756395234759335592e+07
3.000996116777532957e-11,1.836618217997942734e+10,1.755565707340331376e+07
3.769192791375808732e-11,1.011318192644695878e+09,2.570008936580213117e+02
9.015811678785056555e-11,1.908529060970192337e+10,1.844705937349410653e+08
2.768864548329324595e-11,1.354014463585770607e+10,4.444861665778124705e+06
7.087524626996812625e-11,2.872369650347747040e+10,5.602545555733058453e+08
1.496807812691270239e-11,2.464957082224964523e+10,1.387904564018912613e+07
6.149836990906655883e-11,1.433711364181259727e+10,2.754338758215440437e+07
7.931244178758460333e-11,8.175070271243885994e+09,4.857871876948715188e+06
6.099455404612435950e-11,2.748582315521438980e+10,3.507854930649070740e+08
9.951515120759457946e-11,2.821148452871028519e+10,1.031459321069477916e+09
6.317462983906135923e-11,2.713738601371464920e+10,3.583601437104502320e+08
4.783895463804014014e-11,2.811655163191159058e+10,2.353196698477694094e+08
3.664084137678586436e-11,3.300897567384969711e+09,2.756488653053200687e+04
