N,f,f_noisy
9.006445876861524980e+00,1.205103061491018979e+00,1.220342179545001349e+00
9.010891309179816844e+00,1.205205338828430284e+00,1.217125286082293423e+00
9.015336741498110484e+00,1.205307523658666558e+00,1.225468242027752286e+00
9.019782173816402349e+00,1.205409616105803217e+00,1.196396979962146778e+00
9.024227606134695989e+00,1.205511616293696742e+00,1.222161583230318982e+00
9.028673038452989630e+00,1.205613524345986010e+00,1.206343814424902350e+00
9.033118470771281494e+00,1.205715340386089629e+00,1.211663637834256457e+00
9.037563903089575135e+00,1.205817064537210381e+00,1.179603851125164748e+00
9.042009335407866999e+00,1.205918696922331002e+00,1.244680981087788796e+00
9.046454767726160640e+00,1.206020237664218842e+00,1.219932318635527313e+00
9.050900200044454280e+00,1.206121686885425204e+00,1.237140812025987691e+00
9.055345632362746144e+00,1.206223044708283565e+00,1.187045350961386747e+00
9.059791064681039785e+00,1.206324311254913351e+00,1.189260545927157686e+00
9.064236496999331649e+00,1.206425486647217493e+00,1.213774366644004843e+00
9.068681929317625290e+00,1.206526571006885762e+00,1.189450247891628232e+00
9.073127361635918930e+00,1.206627564455392099e+00,1.218573704077006825e+00
9.077572793954210795e+00,1.206728467113997949e+00,1.209431498586762910e+00
9.082018226272504435e+00,1.206829279103750707e+00,1.202934517363416278e+00
9.086463658590798076e+00,1.206930000545486159e+00,1.224490187336819691e+00
9.090909090909089940e+00,1.207030631559825817e+00,1.225275031625877142e+00
9.095354523227383581e+00,1.207131172267181141e+00,1.221368466749821247e+00
9.099799955545675445e+00,1.207231622787750869e+00,1.183436350294229555e+00
9.104245387863969086e+00,1.207331983241523909e+00,1.180109876468977470e+00
9.108690820182262726e+00,1.207432253748277340e+00,1.208763698347340654e+00
9.113136252500554590e+00,1.207532434427579293e+00,1.215990165342712093e+00
9.117581684818848231e+00,1.207632525398788070e+00,1.202263412402721388e+00
9.122027117137140095e+00,1.207732526781052362e+00,1.184493086766214676e+00
9.126472549455433736e+00,1.207832438693312360e+00,1.188678667935911148e+00
9.130917981773727377e+00,1.207932261254300865e+00,1.234559832460581097e+00
9.135363414092019241e+00,1.208031994582541513e+00,1.246934162651632816e+00
9.139808846410312881e+00,1.208131638796350993e+00,1.200857755304445940e+00
9.144254278728606522e+00,1.208231194013840160e+00,1.226211657845805325e+00
9.148699711046898386e+00,1.208330660352911812e+00,1.223656963529770492e+00
9.153145143365192027e+00,1.208430037931264245e+00,1.165871351787391985e+00
9.157590575683483891e+00,1.208529326866388809e+00,1.224637322143900864e+00
9.162036008001777532e+00,1.208628527275573461e+00,1.175935386683448547e+00
9.166481440320071172e+00,1.208727639275899435e+00,1.192272239451222404e+00
9.170926872638363037e+00,1.208826662984245459e+00,1.199394460481269187e+00
9.175372304956656677e+00,1.208925598517285760e+00,1.183284301428679353e+00
9.179817737274948541e+00,1.209024445991490726e+00,1.235168479891688653e+00
9.184263169593242182e+00,1.209123205523128686e+00,1.197139969509635193e+00
9.188708601911535823e+00,1.209221877228265685e+00,1.169856940438961601e+00
9.193154034229827687e+00,1.209320461222764376e+00,1.213036737442057200e+00
9.197599466548121327e+00,1.209418957622287127e+00,1.209285956740213441e+00
9.202044898866413192e+00,1.209517366542295358e+00,1.195061144294522038e+00
9.206490331184706832e+00,1.209615688098047537e+00,1.184130383564997224e+00
9.210935763503000473e+00,1.209713922404604958e+00,1.197767660726337668e+00
9.215381195821292337e+00,1.209812069576826632e+00,1.211618178207379160e+00
9.219826628139585978e+00,1.209910129729373063e+00,1.204246948195944356e+00
9.224272060457879618e+00,1.210008102976706024e+00,1.208975671837861032e+00
9.228717492776171483e+00,1.210105989433088114e+00,1.224723868393617021e+00
9.233162925094465123e+00,1.210203789212584091e+00,1.222726005992952114e+00
9.237608357412756988e+00,1.210301502429060205e+00,1.213512682058365044e+00
9.242053789731050628e+00,1.210399129196186863e+00,1.191552340349749439e+00
9.246499222049344269e+00,1.210496669627436850e+00,1.268152424944688716e+00
9.250944654367636133e+00,1.210594123836085778e+00,1.177510220673065211e+00
9.255390086685929774e+00,1.210691491935214525e+00,1.192508059302409773e+00
9.259835519004221638e+00,1.210788774037707460e+00,1.206430366241080687e+00
9.264280951322515278e+00,1.210885970256253552e+00,1.228502899364235068e+00
9.268726383640808919e+00,1.210983080703347925e+00,1.251931353869099928e+00
9.273171815959100783e+00,1.211080105491290748e+00,1.208391322588559857e+00
9.277617248277394424e+00,1.211177044732187680e+00,1.181372404325967906e+00
9.282062680595688064e+00,1.211273898537952753e+00,1.240850727626209071e+00
9.286508112913979929e+00,1.211370667020304381e+00,1.208869549518925224e+00
9.290953545232273569e+00,1.211467350290769573e+00,1.206757367919423674e+00
9.295398977550565434e+00,1.211563948460683049e+00,1.207059475747501942e+00
9.299844409868859074e+00,1.211660461641187903e+00,1.182330055646190203e+00
9.304289842187152715e+00,1.211756889943234716e+00,1.209687643755623876e+00
9.308735274505444579e+00,1.211853233477583558e+00,1.231879111396746218e+00
9.313180706823738220e+00,1.211949492354804425e+00,1.181691405294168051e+00
9.317626139142030084e+00,1.212045666685276135e+00,1.231213769664881719e+00
9.322071571460323725e+00,1.212141756579187879e+00,1.191945162860058138e+00
9.326517003778617365e+00,1.212237762146539888e+00,1.209749937155635724e+00
9.330962436096909229e+00,1.212333683497142323e+00,1.199344584704111760e+00
9.335407868415202870e+00,1.212429520740618161e+00,1.217954619908757863e+00
9.339853300733496511e+00,1.212525273986400531e+00,1.193913141406174105e+00
9.344298733051788375e+00,1.212620943343735602e+00,1.211015407170769720e+00
9.348744165370082015e+00,1.212716528921682135e+00,1.207203567711353065e+00
9.353189597688373880e+00,1.212812030829111931e+00,1.227455665451360867e+00
9.357635030006667520e+00,1.212907449174708940e+00,1.234211789925875324e+00
9.362080462324961161e+00,1.213002784066972373e+00,1.205761699746201732e+00
9.366525894643253025e+00,1.213098035614214920e+00,1.217211901622522907e+00
9.370971326961546666e+00,1.213193203924563868e+00,1.212784866527336858e+00
9.375416759279838530e+00,1.213288289105961315e+00,1.187779533956041300e+00
9.379862191598132171e+00,1.213383291266164399e+00,1.229347449150473226e+00
9.384307623916425811e+00,1.213478210512747069e+00,1.181524188244409412e+00
9.388753056234717675e+00,1.213573046953097645e+00,1.220738873678499425e+00
9.393198488553011316e+00,1.213667800694423038e+00,1.212569685029480926e+00
9.397643920871303180e+00,1.213762471843744528e+00,1.186707802006485846e+00
9.402089353189596821e+00,1.213857060507902652e+00,1.208682488676386502e+00
9.406534785507890462e+00,1.213951566793555203e+00,1.259772216947034673e+00
9.410980217826182326e+00,1.214045990807177233e+00,1.186757300159185791e+00
9.415425650144475966e+00,1.214140332655063048e+00,1.232949240786882728e+00
9.419871082462769607e+00,1.214234592443324656e+00,1.213670879419784354e+00
9.424316514781061471e+00,1.214328770277894876e+00,1.246678365742317052e+00
9.428761947099355112e+00,1.214422866264524892e+00,1.174281915759552319e+00
9.433207379417646976e+00,1.214516880508785812e+00,1.223546940827087814e+00
9.437652811735940617e+00,1.214610813116069554e+00,1.200225174011449347e+00
9.442098244054234257e+00,1.214704664191588845e+00,1.231850286894888624e+00
9.446543676372526122e+00,1.214798433840376113e+00,1.175774021516793777e+00
9.450989108690819762e+00,1.214892122167287480e+00,1.172116384084293861e+00
9.455434541009111626e+00,1.214985729276999216e+00,1.190837855985997340e+00
9.459879973327405267e+00,1.215079255274010173e+00,1.191847394846624830e+00
9.464325405645698908e+00,1.215172700262642236e+00,1.212884309344161027e+00
9.468770837963990772e+00,1.215266064347039210e+00,1.221495686279360005e+00
9.473216270282284412e+00,1.215359347631169484e+00,1.199100434580952168e+00
9.477661702600578053e+00,1.215452550218824479e+00,1.227082654552929419e+00
9.482107134918869917e+00,1.215545672213619088e+00,1.199538432504391849e+00
9.486552567237163558e+00,1.215638713718994124e+00,1.212013310251421450e+00
9.490997999555455422e+00,1.215731674838214094e+00,1.233446925266466154e+00
9.495443431873749063e+00,1.215824555674368312e+00,1.202861255665066409e+00
9.499888864192042703e+00,1.215917356330372678e+00,1.226320092153784014e+00
9.504334296510334568e+00,1.216010076908968784e+00,1.201718717879371567e+00
9.508779728828628208e+00,1.216102717512723252e+00,1.209730499839575257e+00
9.513225161146920072e+00,1.216195278244031286e+00,1.229203481410017229e+00
9.517670593465213713e+00,1.216287759205113561e+00,1.216075544063004443e+00
9.522116025783507354e+00,1.216380160498019336e+00,1.212512986311700347e+00
9.526561458101799218e+00,1.216472482224623564e+00,1.230977448926378282e+00
9.531006890420092859e+00,1.216564724486631333e+00,1.224419643899241406e+00
9.535452322738384723e+00,1.216656887385575203e+00,1.209466708520569700e+00
9.539897755056678363e+00,1.216748971022817205e+00,1.169714109542431268e+00
9.544343187374972004e+00,1.216840975499546840e+00,1.248350541673321379e+00
9.548788619693263868e+00,1.216932900916785298e+00,1.186491263846197741e+00
9.553234052011557509e+00,1.217024747375382132e+00,1.225295407245484469e+00
9.557679484329851149e+00,1.217116514976017250e+00,1.226837471016196890e+00
9.562124916648143014e+00,1.217208203819202250e+00,1.228514931884649553e+00
9.566570348966436654e+00,1.217299814005278202e+00,1.221815195703294332e+00
9.571015781284728519e+00,1.217391345634417865e+00,1.237988366948707064e+00
9.575461213603022159e+00,1.217482798806626132e+00,1.224753560513469397e+00
9.579906645921315800e+00,1.217574173621739586e+00,1.219640863392499108e+00
9.584352078239607664e+00,1.217665470179426723e+00,1.210529006066793256e+00
9.588797510557901305e+00,1.217756688579189284e+00,1.230866158185063286e+00
9.593242942876193169e+00,1.217847828920361586e+00,1.226862989628599188e+00
9.597688375194486810e+00,1.217938891302111859e+00,1.194972835010450707e+00
9.602133807512780450e+00,1.218029875823441133e+00,1.224663371249691268e+00
9.606579239831072314e+00,1.218120782583185679e+00,1.200601134825598715e+00
9.611024672149365955e+00,1.218211611680014794e+00,1.252923100399333078e+00
9.615470104467659596e+00,1.218302363212433681e+00,1.219322582088186113e+00
9.619915536785951460e+00,1.218393037278782121e+00,1.227246636347503639e+00
9.624360969104245100e+00,1.218483633977235359e+00,1.223160411378499512e+00
9.628806401422536965e+00,1.218574153405804106e+00,1.226391586747767937e+00
9.633251833740830605e+00,1.218664595662335870e+00,1.190168747442612363e+00
9.637697266059124246e+00,1.218754960844514290e+00,1.204463933528759245e+00
9.642142698377416110e+00,1.218845249049859136e+00,1.228505284439686429e+00
9.646588130695709751e+00,1.218935460375728308e+00,1.242571429239141434e+00
9.651033563014001615e+00,1.219025594919316280e+00,1.173986739562412396e+00
9.655478995332295256e+00,1.219115652777656322e+00,1.220194044586937920e+00
9.659924427650588896e+00,1.219205634047619169e+00,1.258056299706316272e+00
9.664369859968880760e+00,1.219295538825913683e+00,1.208591329597336284e+00
9.668815292287174401e+00,1.219385367209088411e+00,1.176754832287657315e+00
9.673260724605466265e+00,1.219475119293530474e+00,1.266829789605722567e+00
9.677706156923759906e+00,1.219564795175465344e+00,1.216643636241321103e+00
9.682151589242053547e+00,1.219654394950961507e+00,1.208128127343806035e+00
9.686597021560345411e+00,1.219743918715924025e+00,1.206963082400951626e+00
9.691042453878639051e+00,1.219833366566100752e+00,1.219845499890466645e+00
9.695487886196932692e+00,1.219922738597078560e+00,1.193868311420036132e+00
9.699933318515224556e+00,1.220012034904287113e+00,1.208680583281834364e+00
9.704378750833518197e+00,1.220101255582995980e+00,1.204784809440031079e+00
9.708824183151810061e+00,1.220190400728318414e+00,1.233710090558912009e+00
9.713269615470103702e+00,1.220279470435207569e+00,1.230679477274799760e+00
9.717715047788397342e+00,1.220368464798460284e+00,1.153342219425299797e+00
9.722160480106689207e+00,1.220457383912716187e+00,1.194819880801185619e+00
9.726605912424982847e+00,1.220546227872456813e+00,1.219392590976133617e+00
9.731051344743274711e+00,1.220634996772008263e+00,1.204643530285557818e+00
9.735496777061568352e+00,1.220723690705540321e+00,1.205257598292921672e+00
9.739942209379861993e+00,1.220812309767066006e+00,1.216707708644717334e+00
9.744387641698153857e+00,1.220900854050443574e+00,1.208194798004294190e+00
9.748833074016447497e+00,1.220989323649374958e+00,1.218638511707762495e+00
9.753278506334741138e+00,1.221077718657407329e+00,1.236984130683691507e+00
9.757723938653033002e+00,1.221166039167934203e+00,1.220810543733382270e+00
9.762169370971326643e+00,1.221254285274192997e+00,1.180363161146497530e+00
9.766614803289618507e+00,1.221342457069268805e+00,1.248951659180162377e+00
9.771060235607912148e+00,1.221430554646090849e+00,1.206549154588286266e+00
9.775505667926205788e+00,1.221518578097437580e+00,1.225188811855045579e+00
9.779951100244497653e+00,1.221606527515932017e+00,1.232258720289851395e+00
9.784396532562791293e+00,1.221694402994045303e+00,1.219059561711330231e+00
9.788841964881083157e+00,1.221782204624096480e+00,1.239324820960408191e+00
9.793287397199376798e+00,1.221869932498251154e+00,1.198902856209585588e+00
9.797732829517670439e+00,1.221957586708524168e+00,1.222372403722880252e+00
9.802178261835962303e+00,1.222045167346778483e+00,1.183644706756914688e+00
9.806623694154255944e+00,1.222132674504725625e+00,1.263339970937008561e+00
9.811069126472549584e+00,1.222220108273926353e+00,1.209957420885133361e+00
9.815514558790841448e+00,1.222307468745790660e+00,1.255674588102321687e+00
9.819959991109135089e+00,1.222394756011578654e+00,1.223886042929245521e+00
9.824405423427426953e+00,1.222481970162398568e+00,1.217025814496246028e+00
9.828850855745720594e+00,1.222569111289212085e+00,1.206528037048337110e+00
9.833296288064014234e+00,1.222656179482828565e+00,1.221474487879221194e+00
9.837741720382306099e+00,1.222743174833909263e+00,1.220937064213719836e+00
9.842187152700599739e+00,1.222830097432968000e+00,1.171033229272080423e+00
9.846632585018891604e+00,1.222916947370367158e+00,1.232832693583851169e+00
9.851078017337185244e+00,1.223003724736323461e+00,1.234189891395687910e+00
9.855523449655478885e+00,1.223090429620905084e+00,1.217199069231290398e+00
9.859968881973770749e+00,1.223177062114031211e+00,1.245745639080743539e+00
9.864414314292064390e+00,1.223263622305475584e+00,1.235706190812998928e+00
9.868859746610356254e+00,1.223350110284864067e+00,1.210902865361214609e+00
9.873305178928649894e+00,1.223436526141675751e+00,1.180293054066576142e+00
9.877750611246943535e+00,1.223522869965243176e+00,1.221303237115942464e+00
9.882196043565235399e+00,1.223609141844753667e+00,1.235344527136475801e+00
9.886641475883529040e+00,1.223695341869247555e+00,1.247907911321192609e+00
9.891086908201822681e+00,1.223781470127620619e+00,1.216766778562999196e+00
9.895532340520114545e+00,1.223867526708622089e+00,1.214885306541389376e+00
9.899977772838408185e+00,1.223953511700858199e+00,1.230681477803006407e+00
9.904423205156700050e+00,1.224039425192788411e+00,1.218792233466258201e+00
9.908868637474993690e+00,1.224125267272729412e+00,1.210598313298115514e+00
9.913314069793287331e+00,1.224211038028852894e+00,1.249661781028730934e+00
9.917759502111579195e+00,1.224296737549187331e+00,1.248670820528469783e+00
9.922204934429872836e+00,1.224382365921617311e+00,1.264524810939178456e+00
9.926650366748164700e+00,1.224467923233885092e+00,1.227569736098016229e+00
9.931095799066458341e+00,1.224553409573588603e+00,1.224358756349966049e+00
9.935541231384751981e+00,1.224638825028184330e+00,1.250439341849922670e+00
9.939986663703043845e+00,1.224724169684985320e+00,1.226513350341899899e+00
9.944432096021337486e+00,1.224809443631164507e+00,1.232222525986413242e+00
9.948877528339631127e+00,1.224894646953750499e+00,1.189182909543749167e+00
9.953322960657922991e+00,1.224979779739632457e+00,1.239633964645030062e+00
9.957768392976216631e+00,1.225064842075557436e+00,1.222366973835014692e+00
9.962213825294508496e+00,1.225149834048131714e+00,1.238402904338772981e+00
9.966659257612802136e+00,1.225234755743821236e+00,1.195197817720297984e+00
9.971104689931095777e+00,1.225319607248951392e+00,1.251974785519073041e+00
9.975550122249387641e+00,1.225404388649707244e+00,1.225474949348170028e+00
9.979995554567681282e+00,1.225489100032134182e+00,1.243145415765339656e+00
9.984440986885973146e+00,1.225573741482139267e+00,1.211956215618732013e+00
9.988886419204266787e+00,1.225658313085487894e+00,1.224692871269311034e+00
9.993331851522560427e+00,1.225742814927809121e+00,1.217909023928304801e+00
9.997777283840852292e+00,1.225827247094591899e+00,1.217784454880961320e+00
1.000222271615914593e+01,1.225911609671186620e+00,1.235568272763230890e+00
1.000666814847743780e+01,1.225995902742806676e+00,1.241205971057467661e+00
1.001111358079573144e+01,1.226080126394526681e+00,1.218348168648091701e+00
1.001555901311402508e+01,1.226164280711284249e+00,1.225221550954219252e+00
1.002000444543231694e+01,1.226248365777878879e+00,1.269910181544362082e+00
1.002444987775061058e+01,1.226332381678974626e+00,1.209450805947917207e+00
1.002889531006890422e+01,1.226416328499097430e+00,1.232349465813760370e+00
1.003334074238719609e+01,1.226500206322637565e+00,1.181437602664872077e+00
1.003778617470548973e+01,1.226584015233848080e+00,1.272731745823236782e+00
1.004223160702378159e+01,1.226667755316847019e+00,1.196405718711809563e+00
1.004667703934207523e+01,1.226751426655617649e+00,1.200387545682716217e+00
1.005112247166036887e+01,1.226835029334005123e+00,1.220206642020351451e+00
1.005556790397866074e+01,1.226918563435722698e+00,1.210786995051453374e+00
1.006001333629695438e+01,1.227002029044346632e+00,1.214168859566661762e+00
1.006445876861524624e+01,1.227085426243319510e+00,1.234147065799205079e+00
1.006890420093353988e+01,1.227168755115949139e+00,1.228129334624762370e+00
1.007334963325183352e+01,1.227252015745410318e+00,1.239690130675162649e+00
1.007779506557012539e+01,1.227335208214742401e+00,1.252753249921758405e+00
1.008224049788841903e+01,1.227418332606852847e+00,1.247613894039602656e+00
1.008668593020671267e+01,1.227501389004515220e+00,1.211208942773818631e+00
1.009113136252500453e+01,1.227584377490370304e+00,1.233665730065256705e+00
1.009557679484329817e+01,1.227667298146925656e+00,1.225235263312719924e+00
1.010002222716159004e+01,1.227750151056557604e+00,1.244387823922139091e+00
1.010446765947988368e+01,1.227832936301508360e+00,1.226226867769550699e+00
1.010891309179817732e+01,1.227915653963890685e+00,1.212778493324543794e+00
1.011335852411646918e+01,1.227998304125683893e+00,1.238114863494877094e+00
1.011780395643476282e+01,1.228080886868736066e+00,1.208583382788339211e+00
1.012224938875305469e+01,1.228163402274765170e+00,1.228498798180270635e+00
1.012669482107134833e+01,1.228245850425357499e+00,1.227758081527128731e+00
1.013114025338964197e+01,1.228328231401968562e+00,1.254592182314048232e+00
1.013558568570793383e+01,1.228410545285924638e+00,1.217286302035506917e+00
1.014003111802622747e+01,1.228492792158420777e+00,1.227204197988008394e+00
1.014447655034452112e+01,1.228574972100523244e+00,1.224714777626097595e+00
1.014892198266281298e+01,1.228657085193167076e+00,1.198617170390853914e+00
1.015336741498110662e+01,1.228739131517159855e+00,1.198987802370083733e+00
1.015781284729939848e+01,1.228821111153179046e+00,1.185823382232029655e+00
1.016225827961769212e+01,1.228903024181773773e+00,1.234007397200683975e+00
1.016670371193598577e+01,1.228984870683364372e+00,1.232865520842379992e+00
1.017114914425427763e+01,1.229066650738243061e+00,1.197121974960285273e+00
1.017559457657257127e+01,1.229148364426573936e+00,1.189259495218221163e+00
1.018004000889086313e+01,1.229230011828392755e+00,1.226290710253515215e+00
1.018448544120915678e+01,1.229311593023609150e+00,1.243480274497774651e+00
1.018893087352745042e+01,1.229393108092003750e+00,1.233940141260658097e+00
1.019337630584574228e+01,1.229474557113231503e+00,1.252288425888909984e+00
1.019782173816403592e+01,1.229555940166820349e+00,1.232141531730950756e+00
1.020226717048232778e+01,1.229637257332171218e+00,1.213010017851680722e+00
1.020671260280062143e+01,1.229718508688558698e+00,1.239339553189873433e+00
1.021115803511891507e+01,1.229799694315131919e+00,1.249303869985149973e+00
1.021560346743720693e+01,1.229880814290914115e+00,1.243359986495450764e+00
1.022004889975550057e+01,1.229961868694802396e+00,1.237320176444002051e+00
1.022449433207379421e+01,1.230042857605569973e+00,1.233800034231242293e+00
1.022893976439208608e+01,1.230123781101862601e+00,1.228231492907084776e+00
1.023338519671037972e+01,1.230204639262203692e+00,1.204666946825664331e+00
1.023783062902867158e+01,1.230285432164990977e+00,1.187870352017210696e+00
1.024227606134696522e+01,1.230366159888498512e+00,1.192796459597202263e+00
1.024672149366525886e+01,1.230446822510874672e+00,1.253708262563814513e+00
1.025116692598355073e+01,1.230527420110146597e+00,1.234592808529379138e+00
1.025561235830184437e+01,1.230607952764215085e+00,1.237701049412094578e+00
1.026005779062013623e+01,1.230688420550859474e+00,1.203637818711256413e+00
1.026450322293842987e+01,1.230768823547735868e+00,1.229805689504184008e+00
1.026894865525672351e+01,1.230849161832376693e+00,1.239259216556146237e+00
1.027339408757501538e+01,1.230929435482192247e+00,1.208905495635876903e+00
1.027783951989330902e+01,1.231009644574470707e+00,1.251595609515733676e+00
1.028228495221160266e+01,1.231089789186377459e+00,1.236868106865237404e+00
1.028673038452989452e+01,1.231169869394956651e+00,1.210017861882554779e+00
1.029117581684818816e+01,1.231249885277130307e+00,1.235812350975170393e+00
1.029562124916648003e+01,1.231329836909699882e+00,1.269406207015229437e+00
1.030006668148477367e+01,1.231409724369344261e+00,1.243413488227482766e+00
1.030451211380306731e+01,1.231489547732622647e+00,1.234800862208669470e+00
1.030895754612135917e+01,1.231569307075973008e+00,1.222767243346448041e+00
1.031340297843965281e+01,1.231649002475712740e+00,1.214792883105396237e+00
1.031784841075794468e+01,1.231728634008039336e+00,1.213859880190218954e+00
1.032229384307623832e+01,1.231808201749030163e+00,1.268346388233182687e+00
1.032673927539453196e+01,1.231887705774642461e+00,1.216782265304458210e+00
1.033118470771282382e+01,1.231967146160714677e+00,1.229993882138161743e+00
1.033563014003111746e+01,1.232046522982965353e+00,1.225167145668306201e+00
1.034007557234940933e+01,1.232125836316994238e+00,1.260136494877068136e+00
1.034452100466770297e+01,1.232205086238282288e+00,1.194391624858180956e+00
1.034896643698599661e+01,1.232284272822191884e+00,1.235950361830128186e+00
1.035341186930428847e+01,1.232363396143966616e+00,1.194158014733914586e+00
1.035785730162258211e+01,1.232442456278732390e+00,1.250496632354342719e+00
1.036230273394087575e+01,1.232521453301496983e+00,1.229218512699890686e+00
1.036674816625916762e+01,1.232600387287151156e+00,1.219061475815321760e+00
1.037119359857746126e+01,1.232679258310466874e+00,1.238938250273664554e+00
1.037563903089575312e+01,1.232758066446100198e+00,1.253164816254794811e+00
1.038008446321404676e+01,1.232836811768589058e+00,1.243438430861090627e+00
1.038452989553234040e+01,1.232915494352355923e+00,1.222057831244496962e+00
1.038897532785063227e+01,1.232994114271705577e+00,1.221303220136860990e+00
1.039342076016892591e+01,1.233072671600827341e+00,1.208733038343563493e+00
1.039786619248721777e+01,1.233151166413793520e+00,1.219723016865034371e+00
1.040231162480551141e+01,1.233229598784561620e+00,1.252378013705323534e+00
1.040675705712380505e+01,1.233307968786972575e+00,1.256928799192603030e+00
1.041120248944209692e+01,1.233386276494752076e+00,1.214389033982682831e+00
1.041564792176039056e+01,1.233464521981511686e+00,1.235002428223013649e+00
1.042009335407868420e+01,1.233542705320746391e+00,1.247234393591098778e+00
1.042453878639697606e+01,1.233620826585837715e+00,1.244040848321284365e+00
1.042898421871526971e+01,1.233698885850051719e+00,1.234976925430181449e+00
1.043342965103356157e+01,1.233776883186540996e+00,1.239370456101338558e+00
1.043787508335185521e+01,1.233854818668343345e+00,1.254463371244870729e+00
1.044232051567014885e+01,1.233932692368383321e+00,1.242560931146732717e+00
1.044676594798844071e+01,1.234010504359471128e+00,1.239724565206338669e+00
1.045121138030673436e+01,1.234088254714304833e+00,1.232996399448105018e+00
1.045565681262502622e+01,1.234165943505467267e+00,1.248928118019654310e+00
1.046010224494331986e+01,1.234243570805430013e+00,1.259106723313104803e+00
1.046454767726161350e+01,1.234321136686551412e+00,1.254063178477341500e+00
1.046899310957990537e+01,1.234398641221077009e+00,1.252969093183420757e+00
1.047343854189819901e+01,1.234476084481140656e+00,1.214916899191051725e+00
1.047788397421649265e+01,1.234553466538762967e+00,1.233093598272637426e+00
1.048232940653478451e+01,1.234630787465853086e+00,1.215192609972198357e+00
1.048677483885307815e+01,1.234708047334210024e+00,1.179500946465140254e+00
1.049122027117137002e+01,1.234785246215518661e+00,1.214389329872747281e+00
1.049566570348966366e+01,1.234862384181354633e+00,1.251707219799982340e+00
1.050011113580795730e+01,1.234939461303181663e+00,1.227726389681718322e+00
1.050455656812624916e+01,1.235016477652352895e+00,1.205448906273221654e+00
1.050900200044454280e+01,1.235093433300110233e+00,1.257166057308830354e+00
1.051344743276283467e+01,1.235170328317587218e+00,1.263232681461974094e+00
1.051789286508112831e+01,1.235247162775804375e+00,1.242624332293519096e+00
1.052233829739942195e+01,1.235323936745673867e+00,1.224265978933725796e+00
1.052678372971771381e+01,1.235400650297999059e+00,1.243340989460719248e+00
1.053122916203600745e+01,1.235477303503470958e+00,1.196567981321009055e+00
1.053567459435429932e+01,1.235553896432673326e+00,1.260677458515483851e+00
1.054012002667259296e+01,1.235630429156080679e+00,1.232773169254648193e+00
1.054456545899088660e+01,1.235706901744058062e+00,1.290938241173045675e+00
1.054901089130917846e+01,1.235783314266861499e+00,1.213194452651997768e+00
1.055345632362747210e+01,1.235859666794639766e+00,1.256944131157435640e+00
1.055790175594576574e+01,1.235935959397431949e+00,1.239129390176529899e+00
1.056234718826405761e+01,1.236012192145169886e+00,1.226189895818752928e+00
1.056679262058235125e+01,1.236088365107676834e+00,1.207483985966118833e+00
1.057123805290064311e+01,1.236164478354669916e+00,1.226161366901477479e+00
1.057568348521893675e+01,1.236240531955756561e+00,1.229154893521212655e+00
1.058012891753723039e+01,1.236316525980438508e+00,1.228389581764863792e+00
1.058457434985552226e+01,1.236392460498109802e+00,1.254654818722910070e+00
1.058901978217381590e+01,1.236468335578057909e+00,1.230443704147190953e+00
1.059346521449210776e+01,1.236544151289463489e+00,1.253954195720283549e+00
1.059791064681040140e+01,1.236619907701400622e+00,1.232824723763386032e+00
1.060235607912869504e+01,1.236695604882837696e+00,1.243134684228777376e+00
1.060680151144698691e+01,1.236771242902636070e+00,1.250324321920532222e+00
1.061124694376528055e+01,1.236846821829552301e+00,1.244121797446920752e+00
1.061569237608357419e+01,1.236922341732236807e+00,1.246477945085204153e+00
1.062013780840186605e+01,1.236997802679234537e+00,1.214134416657633331e+00
1.062458324072015969e+01,1.237073204738985410e+00,1.236281862170832246e+00
1.062902867303845156e+01,1.237148547979823654e+00,1.233849452906556232e+00
1.063347410535674520e+01,1.237223832469979357e+00,1.276902549090874306e+00
1.063791953767503884e+01,1.237299058277578245e+00,1.227493082641347932e+00
1.064236496999333070e+01,1.237374225470641020e+00,1.224368089658339320e+00
1.064681040231162434e+01,1.237449334117083577e+00,1.264467773258429739e+00
1.065125583462991621e+01,1.237524384284718559e+00,1.246970435307799274e+00
1.065570126694820985e+01,1.237599376041255805e+00,1.239389566299659462e+00
1.066014669926650349e+01,1.237674309454299015e+00,1.222010229630264178e+00
1.066459213158479535e+01,1.237749184591350193e+00,1.259836278668575948e+00
1.066903756390308899e+01,1.237824001519807648e+00,1.254314463497687049e+00
1.067348299622138086e+01,1.237898760306966439e+00,1.247669602155914825e+00
1.067792842853967450e+01,1.237973461020019261e+00,1.239633030416619430e+00
1.068237386085796814e+01,1.238048103726056004e+00,1.228234133643953729e+00
1.068681929317626000e+01,1.238122688492063084e+00,1.221216176796403596e+00
1.069126472549455364e+01,1.238197215384926331e+00,1.242898171404029695e+00
1.069571015781284729e+01,1.238271684471427658e+00,1.227848942286827505e+00
1.070015559013113915e+01,1.238346095818248838e+00,1.260934518113621783e+00
1.070460102244943279e+01,1.238420449491968611e+00,1.258898694168628207e+00
1.070904645476772465e+01,1.238494745559065136e+00,1.244666924310816380e+00
1.071349188708601829e+01,1.238568984085914426e+00,1.245086934938718581e+00
1.071793731940431194e+01,1.238643165138792135e+00,1.211930343252925146e+00
1.072238275172260380e+01,1.238717288783871995e+00,1.246406349614574749e+00
1.072682818404089744e+01,1.238791355087228263e+00,1.268197756439938484e+00
