N,P,T,N_next,N_next_noisy
8.543248074809868342e+01,1.012742908978514009e+02,1.241561206533854111e+01,4.199723890151308758e+00,2.335314401764183145e+00
1.205186680586876662e+02,9.557960326675987517e+01,1.579415259354566281e+01,2.577451686704621991e+00,2.433485045273201308e+00
7.924028711821817694e+01,6.532851733795772020e+01,2.847187085839196996e+01,3.270743388517369343e+00,2.908027436106967123e+00
1.391024381033805071e+02,4.611926793843992733e+00,1.411669652474263792e+01,1.638688728715410325e-01,1.095901639740381184e-01
1.158415463356755879e+02,4.605912632575283538e+01,2.590742701768493816e+01,1.391826398354180983e+00,1.264560855615296520e+00
8.404613973980490016e+01,1.210105979720855345e+02,1.148493399099504764e+01,3.492215980480386950e+00,4.407930573341289460e+00
1.347281337320579553e+01,1.081185467966005831e+02,1.718184433491823171e+01,4.656448590720320624e+01,4.802398978106785421e+01
7.083720902055925706e+01,3.977736887074041050e+01,2.490542204434716211e+01,9.161139818861800066e+00,9.839777518571253268e+00
6.134724141149503041e+00,3.320679783592610335e+01,1.626345677797204203e+01,1.487645964728859838e+01,1.376116287601845656e+01
1.433927793906030388e+02,1.412284602620800058e+02,2.452047225870567360e+01,1.338165708230778739e+00,4.699887457781906086e-01
7.877129479487263275e+00,9.854254554922023601e+01,2.150716251778422716e+01,3.053853010400614920e+01,2.987158514998142067e+01
3.199829888099569430e+01,3.999250535695369990e+01,2.918646075816652541e+01,9.855513608379114388e+00,9.794568576651888847e+00
2.825039218637521898e+01,1.439257216232529446e+00,1.998867714831406417e+01,3.193038170376889440e+01,3.149916682153681435e+01
1.293270031522119439e+02,5.364870233973881142e+01,1.033703689653440883e+01,2.897239320058075940e-01,-6.468111397602965829e-02
1.362430263257559488e+02,9.196930322290094750e+01,1.139683368518693563e+01,4.691893034376968252e-01,-4.576725654745065208e-01
1.091814617494623718e+02,1.314775371881514729e+02,2.168672939207996464e+01,5.999723566251634388e+00,6.944644843254806688e+00
1.281619565401735201e+02,5.193231763533114531e+01,1.889499065098130259e+01,1.867855673963939145e+00,2.715037352759659850e+00
3.980499176460350697e+01,9.091395555481000201e+01,2.621780539326379866e+01,2.593043293769131452e+01,2.688083450807661023e+01
1.344115484797168847e+02,1.365298109598927567e+02,2.471154363082688121e+01,1.727131323940632734e+00,1.642769542003988725e+00
1.607005919704844388e+01,1.358864367921268013e+02,2.622936791840994175e+01,2.929556480044158207e+01,2.974644324192893663e+01
4.709967426831403259e+01,1.280795199479310327e+02,2.194451549837479476e+01,4.671671210511146199e+01,4.580170756035393964e+01
1.290238750286430047e+02,9.683465160301287256e+01,2.670795244277210045e+01,1.112202011338788710e+00,9.652918240909635905e-02
1.039421810931310688e+02,9.077787581289638297e+01,1.993345854044893883e+01,6.486381770087409571e+00,5.938791826529362439e+00
1.400841074838161262e+02,1.076540419350219366e+02,1.524896955701032297e+01,1.253716107214728037e+00,1.834900455477688208e+00
1.274546863752111108e+02,6.201170765905533955e+01,1.735445511416831010e+01,1.923777568124132253e+00,1.771368540429067773e+00
3.245359442686769569e+01,1.127131932529184866e+02,1.040107744725398398e+01,1.071346839320469790e+01,9.568009666852304917e+00
6.335089666138873810e+01,4.546216510951649248e+00,1.843986987622834306e+01,8.137005134420245867e+00,8.226980746523373966e+00
1.483475928145303726e+02,1.400862919564882532e+02,2.194259627143315683e+01,1.573476657634946374e+00,1.993329347405669694e+00
1.057452512460290563e+02,1.078612454384906698e+02,2.674712222383496751e+01,2.652014421100491681e+00,2.812342997347008655e+00
1.192919288047508957e+02,2.735037066922950899e+00,1.516618564578152117e+01,4.042640729216813722e-01,-2.647760045384877636e-01
1.334243260749206428e+01,1.067225561727581322e+02,1.688763591323390401e+01,4.454433622078867927e+01,4.460641935707854344e+01
1.431089582835165004e+02,8.730653070410232885e+01,1.800974000012676157e+01,1.452527327979792782e+00,1.028632425064480937e+00
8.301633754085149519e+01,9.281747194724188432e+01,1.256750468115908959e+01,4.628551764764624821e+00,4.300761146109753241e+00
2.388633006411057380e+01,9.776511514934087188e+01,2.507657412498726757e+01,4.163509535887087054e+01,4.154340237486828613e+01
8.647717564146080349e+01,1.947815116568333238e+01,1.774405779473478617e+01,4.764865732775154683e+00,5.516237331135406485e+00
1.373927376024859939e+02,6.985515195934140387e+00,2.830498684699914946e+01,1.006062119647942454e-01,1.923895058466074115e+00
8.212790737681832809e+01,3.246982393896900021e+01,1.257114851106646469e+01,2.804844409845394626e+00,4.361588566193392857e+00
1.489750704586715813e+02,1.306656110019489070e+01,2.154279833321104221e+01,3.275949170628857932e-01,9.543381561679286085e-01
1.392022303598928090e+02,3.323174540270385791e+01,1.170790170954795073e+01,2.332107426338534684e-01,-1.683733914531861664e-01
7.507860185162681432e+01,1.089166541404904933e+02,2.810773429605261242e+01,5.278105942118817673e+00,4.968079037026960521e+00
1.450953624758039950e+02,5.071796943270776836e+01,1.096125726269378120e+01,1.982417200579969230e-01,-6.877619875235760349e-02
1.153323843323703812e+02,8.654185674483727553e+01,2.471638671448860691e+01,2.687723817354976674e+00,3.838764632747527550e+00
3.895876642338190265e+01,3.925244041266550710e+01,1.020863819412689466e+01,6.650745859661096659e+00,3.885426495539793468e+00
1.567504137957507737e+01,1.303562893251749983e+02,1.855334692673250530e+01,5.978000393504189702e+01,6.003780569257986599e+01
5.057637861003884794e+00,1.139501772130465618e+01,1.420809040097674547e+01,6.645412273393827007e+00,4.652922843557733223e+00
7.869611377277338704e+01,8.313719468355471065e+01,1.393394697225921242e+01,7.475851143418051237e+00,7.471980963575883372e+00
1.134891818083537061e+02,8.194980429392768428e+01,2.254394632137064747e+01,3.823789681481329694e+00,5.148334654932852139e+00
2.048351822020972790e+01,1.174412136444752406e+02,2.061695647419017874e+01,6.919579310629568170e+01,6.828485209632543729e+01
3.108596632323930464e+01,1.321415524157574737e+02,2.137668430845079470e+01,6.817387732342207585e+01,6.589100956329018288e+01
1.461000313128213577e+02,1.115672115723444762e+02,2.382583032660576094e+01,1.217852371440679038e+00,2.514973059352853202e+00
1.212437423545374173e+02,1.785412432640644553e+01,1.568606201535987665e+01,8.283957746653843879e-01,2.334218172677095637e+00
4.916657071578094218e+01,1.149829919910449973e+02,1.913655094606972895e+01,4.573309052502897742e+01,4.623166758259804965e+01
1.414572768855289553e+02,7.205629942397226273e+01,1.869062864409728064e+01,1.426406021425613124e+00,2.681674314851895780e+00
7.212951064602958695e+01,3.962522763890208921e+01,2.536419328859374644e+01,7.909698989980468831e+00,7.107209209753885482e+00
3.883615171401078925e+01,1.145221326953217158e+02,1.800896624128533929e+01,5.579497670859207403e+01,5.696759170038787801e+01
5.240624115193529775e+01,1.200714225374264004e+02,1.290075135874178613e+01,1.556624638640158587e+01,1.726687058618728443e+01
4.155348166401809351e+01,7.348019591497613590e+01,1.629964462573811801e+01,3.878676330765285485e+01,3.942694223851064805e+01
1.045703756591753830e+02,1.255434108592322957e+02,2.148202336324852624e+01,7.014044519474356143e+00,7.295108704421815027e+00
5.670544705196234503e+01,1.236156071593045169e+02,2.671098122577465617e+01,1.530016970094459516e+01,1.658345803979635846e+01
8.709393540130054134e+01,1.160679813736593502e+02,1.155282107404594250e+01,3.162638139148116867e+00,4.294585686908539479e+00
9.343454427050419042e+01,1.025883961776222293e+02,1.797192409404887314e+01,9.225133849676023345e+00,8.476306460762716100e+00
7.617204481469259747e+01,8.602996813091495198e+01,1.037861492531904339e+01,2.721339223428998810e+00,4.081365872067257428e+00
6.845078833098207838e+01,7.616926329110413008e+01,1.469735348784166895e+01,1.241048437981774555e+01,1.315510406303300073e+01
5.348920478430016345e+01,7.115217675527753727e+01,1.545850873023769267e+01,2.351189659159333445e+01,2.367059138315583411e+01
3.580878998167290916e+01,5.822058609490120062e+01,2.735148521222253848e+01,1.860968411488859076e+01,1.991340300740793623e+01
1.505874554102000396e+01,4.655688803363697303e+01,1.640791808859628986e+01,3.935394740350541554e+01,4.027939989973074830e+01
1.051845161903833343e+02,2.837943410988347637e+01,2.325060669252775369e+01,2.482710331755043853e+00,3.228644846942235525e+00
3.371131244690765527e+00,1.672617935943218015e+01,1.513449563369844597e+01,4.763813969854752806e+00,4.255965772103849076e+00
1.102795270242826859e+02,1.910770018955507155e+01,2.229422338676129556e+01,1.749567454518742737e+00,2.583042074485657924e+00
1.133504453981112619e+02,1.358359658063583026e+02,1.186435607464902375e+01,1.480577744706121690e+00,3.720633324041227041e-01
1.211006101427649071e+02,1.359856165240616406e+02,1.393876347253873504e+01,2.039252795331067070e+00,1.912803672559578283e+00
9.660482227864001459e+01,7.238420336252985976e+01,2.067004601077999126e+01,7.502444752804938943e+00,5.809183475819292397e+00
1.429009507512384403e+02,1.383389542854461070e+02,2.751377037281685745e+01,6.556978554391686975e-01,-1.048694044166385897e+00
5.798379294140507056e+01,1.234553449106817453e+02,2.748542679772876340e+01,1.179246722039917650e+01,1.223552332372307916e+01
6.936572829387098693e+01,7.105478376441072896e+01,2.812749053411805988e+01,5.469557810158044653e+00,5.387551110598994164e+00
4.406108458583266696e+01,1.415537011996995034e+02,1.224683298933618225e+01,1.673321331424491376e+01,1.681796771549047520e+01
2.527127016477561661e+00,5.048581841980031726e+01,1.358823216728973371e+01,2.569744469158787403e+00,3.161694445907569762e+00
6.623677565710578108e+01,8.875301361574310022e+01,1.061284651890425934e+01,4.275286641325474868e+00,4.625270329122934676e+00
7.534941391035158631e+01,1.443597424615239220e+02,1.314035537668767795e+01,8.290737881893043948e+00,7.404353530390904936e+00
7.012107026306543389e+01,3.575954517352592177e+01,2.048464305378510986e+01,1.437495865779560766e+01,1.444839044055625266e+01
6.414693542610593546e+00,1.252577227540017049e+02,1.034654053139748697e+01,4.005721704728602894e+00,3.938651496802853202e+00
2.483896673176580805e+01,5.641292115220414871e+01,1.851130707379036622e+01,5.978051975657919570e+01,5.926054934777826588e+01
4.169949019519147981e+01,5.597609528482082197e+01,2.388165518640500906e+01,3.475745623144941732e+01,3.463290779168884370e+01
6.199965610563551621e+01,1.258536973737768392e+02,1.362814612843919626e+01,1.418537268126173068e+01,1.381995665716544330e+01
3.159064230646555416e+01,4.688910264311545006e+01,1.183194408469092451e+01,1.475958144799060889e+01,1.411047261034840083e+01
5.526018241358898564e+01,6.032090963952594365e+01,1.071008986593712642e+01,5.626195917752643716e+00,5.291935349255625809e+00
4.380867387700992310e+01,6.728745493349489948e+01,2.774039168684054246e+01,1.413293276917554309e+01,1.436791504177178247e+01
1.715081974442957957e+01,4.158187269040715250e+01,2.945727356528192686e+01,8.954756760971301688e+00,1.101798209682671548e+01
1.315671567590072186e+02,3.493717240174235794e+00,1.983504745775210409e+01,4.113757109040084847e-01,-4.056067370946051520e-01
9.156784739080906377e+01,1.470459791602585540e+02,2.125751171714025034e+01,1.184802441936389883e+01,1.236994177879275369e+01
1.475241969579961392e+02,2.803268940765549555e+00,2.041929038044982292e+01,2.111781002122794793e-01,-1.250150653463259154e+00
9.089995449061807165e+01,7.040284333953553642e+01,1.295780059617862179e+01,3.422010881887191047e+00,5.012035704389403712e+00
9.266099275695826520e+01,8.712429806716647818e+01,1.456915672765827630e+01,5.313682872214510411e+00,4.980307543877737331e+00
5.522003744656426960e+01,7.650108047047648085e+01,2.463059543888449809e+01,2.239058210057354614e+01,2.252945775904232306e+01
1.209465944829814532e+02,6.328848895186707324e+01,2.245623723902113511e+01,2.521863273870967426e+00,3.799282456324021062e+00
6.992413882889887589e+01,5.515647224636754942e+00,2.141259701655160086e+01,6.333216515540650349e+00,7.320893658480795096e+00
1.236785179950283862e+02,9.868717390273701540e+01,2.596586417081919507e+01,1.637836792259400820e+00,1.459774116698304702e-01
7.061099416819315877e+01,9.898659370067797170e+00,1.950310422147330769e+01,7.648548552415326718e+00,8.203741422292223362e+00
1.111356478204914140e+02,5.250712971038291244e+01,1.017899329301964961e+01,5.290927076239902993e-01,3.017004305487819837e-01
9.971104084533709511e+01,1.400868136341942360e+01,2.134732866357645875e+01,2.432980998975533105e+00,3.052104547520874345e+00
6.009718030471943706e+01,7.024431464025859384e+01,1.695818132032569636e+01,2.354048300928671367e+01,2.369286739698853950e+01
1.456917898466730144e+01,1.453668540458357654e+02,2.118034337630574981e+01,5.859066762572663833e+01,5.932670689901301131e+01
3.567094642731434107e+01,3.439818302244702863e+01,1.653911596954610275e+01,3.714401175011109046e+01,3.743596738862159157e+01
6.664291896078152888e+01,7.464233383881183670e+01,1.346333261835096984e+01,9.803704278151894158e+00,9.663849946526173795e+00
7.175212866557059499e+01,7.666475519714099107e+01,1.676014402296382144e+01,1.572534017514525218e+01,1.690231916402099444e+01
3.302403357023987240e+01,1.470477156871354225e+02,1.049250425227074857e+01,1.152001896326540020e+01,9.975972383416758404e+00
3.990674592350347183e+01,1.229063638910119636e+02,1.189182972811059003e+01,1.606441531990146387e+01,1.563135524149167033e+01
4.928593388045736390e+01,8.127827685040848849e+01,2.817343884444518665e+01,1.109931588480376874e+01,1.014371687344645778e+01
8.260296239135330154e+01,7.070485937331858395e+01,2.491257489561473193e+01,7.767887700425792907e+00,7.624016157938642735e+00
1.432224778929303355e+01,1.458717477132009890e+02,2.712417862855518536e+01,2.157796528955174153e+01,2.114802255915577689e+01
6.163023810540404668e+01,1.495117863943319207e+02,1.387142194238882098e+01,1.592103742030185387e+01,1.577298942494813794e+01
1.026064239700202592e+02,1.316107770928776688e+02,1.906439406029541317e+01,7.860568262532622974e+00,7.370130064179842400e+00
1.256233538435011212e+02,1.197166799118992486e+02,1.408662672237571911e+01,1.705405183161070148e+00,1.235807175958322013e+00
7.788615703190842510e+01,1.241657431105305847e+02,1.729232915003526116e+01,1.607697934419423191e+01,1.443292773425992515e+01
1.425469309238553706e+02,1.474735099873282422e+02,2.713248237525906958e+01,7.639924984711877753e-01,7.263229990037861628e-01
1.105897801103155729e+02,1.186459932595883799e+02,1.436963565405122090e+01,3.071439971850270290e+00,3.379744881373911713e+00
1.186963703888207675e+02,1.222497862706733684e+01,1.038178890649105313e+01,1.689405530666594768e-01,-4.274122666587560904e-01
2.113531961967413508e+01,9.569794251171586552e+00,2.510013390981544745e+01,2.524664267644190474e+01,2.458970511475086695e+01
7.631154556783553744e+01,1.355610948139771779e+02,1.699166534701405951e+01,1.684938636512171684e+01,1.620480989587858289e+01
6.291864229752075488e+00,1.278759190758440099e+02,1.143857098565227304e+01,5.835422520018075154e+00,7.514463423533324971e+00
1.006222866048458116e+02,8.769800495720978972e+01,2.307892744305241450e+01,5.952533275251234102e+00,6.140551077802242297e+00
4.944488210398802153e+01,1.252209406434621002e+02,2.413203717616063670e+01,3.337769440826092193e+01,3.376543404830849937e+01
1.320906196697254700e+02,1.414109554954817440e+02,1.784058660295915288e+01,2.697413343060446334e+00,2.397007624488567856e+00
2.048776094229105382e+01,8.286206028705342419e+01,1.771789750465739388e+01,5.925478736779923850e+01,5.875484229103884815e+01
1.208985424779002571e+01,1.230337135686245773e+02,1.243533918381274717e+01,1.620565077243971785e+01,1.532707123265346283e+01
5.992535609519879358e+01,7.312130958855215113e+01,2.395957368682576316e+01,2.112930809902537987e+01,2.267143588966188972e+01
2.457708994539554226e+01,5.614249899308340019e+01,2.059047370969076240e+01,6.200430500606216100e+01,6.030387478347047647e+01
8.294152341096408065e+01,5.995908850624543618e+01,1.593601858084028322e+01,8.241761363984343447e+00,8.541731645082705882e+00
6.560396221437062536e+01,3.586037570149847653e+01,2.333301581108322864e+01,1.383889795422927449e+01,1.381485638560110552e+01
4.474780588915073132e+00,2.050754172127604136e+01,2.982175121431066600e+01,1.730055083045899389e+00,1.474432787055512728e+00
3.727076987900172611e+01,1.434734717869969245e+02,2.647750007835170294e+01,2.811053122722621112e+01,2.654412369911140246e+01
2.378911096397541769e+01,3.098712630812122626e+01,1.365837804017026258e+01,2.432899042567852632e+01,2.309396499495291266e+01
2.760509703727784370e+01,1.336724283088721279e+02,1.019903329212248799e+01,1.070534106888661086e+01,1.168700579141413343e+01
1.479849994561018320e+02,2.894261063344642082e+01,1.004841013898893642e+01,8.313347084370172058e-02,-6.105995148650186222e-01
8.745978153206836225e+01,2.547917792295573847e+01,2.132428837224006202e+01,5.699622362699521716e+00,6.578720192268700195e+00
1.170186594091764363e+02,6.342618098504807733e+01,1.870248401744297340e+01,3.183670973912838598e+00,3.853399669358671620e+00
5.841362877118907448e+01,1.186883782973348502e+02,1.526448705875891321e+01,2.255097164161866630e+01,2.313035532773035996e+01
2.795218832169434720e+01,3.399436230311852114e+01,1.651122006563708311e+01,4.245879205414340163e+01,4.322028354279142093e+01
5.101400493844710127e+01,9.357449685248464988e+00,2.344487344052142674e+01,1.417374363755334166e+01,1.296347705515453619e+01
1.046774697011811810e+02,1.397436857799728784e+02,2.670102553051345140e+01,3.100496809529390774e+00,2.626437094701447261e+00
6.250047338446331224e+01,1.433256224231338365e+02,1.724804863489577400e+01,2.792312906912762216e+01,2.860172985895732367e+01
2.517485051164260135e+00,6.333386930835375495e+01,1.286042706588739826e+01,2.178526409672173259e+00,9.161641290381639102e-01
8.376957268202734497e+01,7.287295050842577382e+01,2.292419746395671609e+01,1.030473850461468999e+01,1.196933878161313025e+01
7.723205693139169625e+01,1.062474075079036027e+02,1.470561177201472880e+01,1.031565064983028712e+01,9.756012229055679441e+00
1.025269995218151280e+02,1.110599545336770433e+02,2.263655223198578881e+01,6.515196649910905968e+00,6.450885312341815947e+00
5.160013137869594146e+00,9.715173705515803704e+01,2.654482564828501978e+01,7.968371776117073146e+00,6.943245818238353628e+00
1.334099923051087728e+02,9.646494668329280842e+01,2.943237974682873315e+01,3.947652068871300712e-01,7.605739986295219079e-01
6.980458854625463516e+01,8.030800022199838395e+01,2.579746567542272118e+01,1.081594282223211323e+01,1.008213582421960552e+01
5.478554730010991847e+01,4.556718195372457814e+01,1.132034278951097050e+01,6.390744470788394693e+00,6.148242128451666844e+00
4.406221115682004807e+01,3.386844746046040200e+01,2.554969674486698850e+01,1.999380282221779481e+01,1.885507953608148668e+01
1.276169059011279501e+02,1.185204089451244300e+02,2.257841921834143051e+01,2.789910730507429992e+00,3.981667456461041255e+00
4.048830776150396105e+01,9.253269556988354339e+01,2.605212677159395440e+01,2.668467123807435470e+01,2.505204444787474571e+01
4.570904059122912599e+01,1.033944127038136003e+02,1.622609036332950794e+01,3.749877081277466573e+01,3.794988998317794682e+01
1.336918933677338828e+02,3.960931670452755782e+01,1.476594868358986723e+01,7.441357034560603934e-01,9.812058588727146091e-01
7.099974403948033341e+01,1.484165573237225431e+02,2.704235685784950860e+01,9.192753132131160854e+00,9.630552272259114588e+00
8.180136085320341977e+00,9.459593261453272817e+01,2.892610034075256209e+01,6.737007504451766771e+00,5.716355183459625344e+00
1.913747039754676038e+01,1.127332631331724677e+00,2.971064996285668869e+01,5.356505624113658826e+00,6.390246403794314745e+00
1.133131734385577403e+02,9.388835280223730706e+01,2.685926277022344166e+01,1.836493214488384096e+00,2.800880352141138729e+00
4.952191984780716183e+01,2.796911354534355709e+01,1.866542086525821986e+01,2.754989476241202695e+01,2.770947621317214526e+01
4.637129036698133433e+01,4.879320276636312315e+01,2.070314906827190526e+01,3.880604299872050689e+01,3.911870474691914268e+01
4.499240407386762541e+01,6.182396333219396922e+01,2.284995401579182328e+01,3.753247525479044810e+01,3.737511601392894534e+01
1.459354111281996893e+02,7.027729798099297653e+00,2.862236126885266430e+01,6.521388989303784911e-02,7.082643476795134063e-01
7.338129231255902596e+01,6.921453920886328604e+00,1.259477663100108558e+01,2.002680785227262117e+00,1.181481638639214626e+00
1.344860233861180916e+02,7.093028208292102477e+01,2.898415620771598356e+01,3.727151906372921375e-01,9.275714617739867496e-01
1.193836970051431905e+02,1.086317686606604269e+02,1.808698380829171626e+01,3.789439951151221564e+00,4.195766398393571350e+00
1.183722852378598134e+02,7.815396174704147825e+01,2.604991433151175784e+01,1.707405888772247415e+00,2.973774578706607219e-01
1.167793930492914001e+02,2.795980709835717093e+01,1.339217689145532830e+01,8.014116836349591821e-01,-1.822638795616248863e+00
4.658814102114183697e+01,8.354576223018439052e+00,1.124526848105095844e+01,4.524426107179807310e+00,4.407196176717318892e+00
1.238414413201347486e+02,9.194808399365983576e+01,1.990418067428841198e+01,3.194507376389050357e+00,3.032947325837993535e+00
7.417854986671160589e+01,9.126391859981272603e+01,1.537689164722917567e+01,1.241740896187872067e+01,1.363545985172797970e+01
2.697166911192045191e+01,2.665027725784748824e+01,2.760306091044977350e+01,1.617357039854062251e+01,1.623116720484772557e+01
3.864025509980631057e+01,8.191505266827071807e+01,2.276946039710185588e+01,4.828257845919203817e+01,4.778478084380939350e+01
7.987334923803810227e+01,1.100871566946168372e+02,2.001475177260373783e+01,1.667620304060721992e+01,1.531640461073724069e+01
7.274657245118558535e+01,1.476843221721740065e+02,1.385478830529477001e+01,1.096993208179483936e+01,1.088166839948880238e+01
1.480308741318009140e+02,1.307841151540365843e+02,1.204160450598904575e+01,4.674399359429580736e-01,-1.163979456368541276e-01
9.329967528795248199e+01,1.630251139515641867e+01,2.503833484664886555e+01,2.157466708380404441e+00,1.054747031981035921e+00
9.361631281051916176e+01,1.095007455345045067e+01,2.490300095747526044e+01,1.794487361694410366e+00,1.674070676037163530e+00
8.821417975113742926e+00,4.426020395896409099e+01,1.852683913515596004e+01,3.033414257634270328e+01,3.139112980882688930e+01
1.106838177886165298e+01,1.217747473575692112e+02,1.527372661589859071e+01,3.004089186532630862e+01,3.013365443505148633e+01
4.602605808612848648e+01,1.363188184222196639e+02,1.770195750162652004e+01,4.726919628293173758e+01,4.622013362903240363e+01
6.772532854070985309e+01,1.435194129880428591e+02,2.250379344274793780e+01,2.417107735133849289e+01,2.449835034362680730e+01
1.394516219079042116e+02,3.225043568579056341e+01,1.687326456733552504e+01,7.353458880647055773e-01,-3.627218120533076684e-01
8.743934775995874986e+00,8.001761244059551359e+01,1.626554291591226331e+01,2.630046103554786896e+01,2.472278341287223924e+01
1.087568648847422139e+02,3.175481244835126660e+01,1.970373126718460455e+01,2.860597951976084907e+00,3.354852338908136833e+00
9.358071539428767949e+01,6.783369310554513731e+01,1.611826210635294032e+01,6.059078596917709447e+00,5.508727644361997022e+00
3.737611546850413191e+01,1.140046116368869775e+02,1.007617417760437917e+01,8.680329969948909152e+00,9.793900907744061968e+00
1.376819090814568369e+02,1.276765912313099278e+02,1.515779117058743530e+01,1.459589389406700244e+00,1.770611945656918929e+00
5.775080879810044365e+01,6.703700785275360374e+01,1.571156178830799099e+01,2.089390489278148166e+01,2.008748464847221982e+01
1.255803449261631499e+02,8.692352129156594742e+01,2.960524565475899905e+01,4.599023664723309590e-01,6.792076525216427241e-01
4.176824331209979846e+01,8.976730118111902357e+01,1.427695472310331581e+01,2.774316833209267230e+01,2.903868332623192217e+01
8.544449618268818369e+01,1.422201704304497696e+02,1.334299725587957575e+01,6.165875831887699832e+00,5.977162252245089569e+00
1.168428278561951572e+02,4.393467424124526843e+01,1.436462379479473839e+01,1.382096606823733698e+00,3.209658856536443672e-01
1.296809449071563165e+02,1.114330631273262071e+02,1.159204332176936347e+01,6.996890514383837800e-01,3.823131860184758590e-02
5.432234112705531714e+01,1.064179397184051510e+02,2.543065631091357659e+01,2.163507656170675020e+01,2.082201556339020598e+01
3.247564566170418487e+01,7.280213342859732961e+01,2.469679452815947940e+01,3.969563230575911206e+01,3.851464439098288750e+01
9.850210006811937546e+01,1.791679740078150118e+01,1.159903900967334422e+01,7.401311438113441499e-01,-5.523535439948522585e-01
9.641514699058173221e+01,1.116285408110262409e+02,2.541939660763384268e+01,5.182963225058835555e+00,5.605342874853413981e+00
8.018760546764337249e+00,1.333655510513336537e+02,2.456758921153687680e+01,2.241233778545490551e+01,2.352179364547048834e+01
9.067542358750944231e+01,9.092095192265639980e+01,1.166394785944813783e+01,2.616312023447497914e+00,2.254428474541068095e+00
1.414051364562118067e+02,5.986651133014801474e+01,1.308208432431570145e+01,5.011070946505298274e-01,1.287689366870222951e+00
3.772381020573484989e+01,1.375801023452434606e+02,1.195513004569853877e+01,1.754234760404886018e+01,1.845054451383753502e+01
9.446102266265597791e+01,4.648046519390216247e+01,2.193896536339462244e+01,5.936870856721438550e+00,7.620831849371025868e+00
1.375812747570136025e+02,1.479840586403896054e+02,1.731530779008357257e+01,2.168292631406107951e+00,1.981944539011557094e+00
5.836924138734931944e+01,1.339643539877061187e+02,2.182126660773368343e+01,3.411791258898432488e+01,3.376849621665942180e+01
1.230142911663317733e+02,6.319644050136806612e+01,1.532849205866229703e+01,1.703008024142927068e+00,2.124254132662076966e+00
1.345644892309016711e+02,1.640896611817233675e+00,1.940667732405666612e+01,3.224447297508175603e-01,4.200215471439061599e-01
8.216075312076883463e+00,8.002348939962602969e+01,1.813343837139725423e+01,3.027303726302307751e+01,3.057507433331361568e+01
4.467417996678197767e+01,3.253332077779545362e+00,1.276150225312058062e+01,6.616295586189095523e+00,7.912854042192326354e+00
3.730187594515633265e+01,7.482665248368198263e+01,1.033798688213034822e+01,8.764949595697620666e+00,8.335678635039617035e+00
1.363924514822148808e+02,9.723691799686825732e+01,1.555813077974492309e+01,1.426680235747345371e+00,1.643218333290167310e+00
9.047271895523914509e+01,1.281070789593489962e+02,2.420271550736256216e+01,8.516253081152910909e+00,7.535013766929004042e+00
1.939899569612100905e+01,2.135341714000911217e+00,2.999026703060708599e+01,4.927512233896538696e+00,4.768075573775367282e+00
5.785699374613835744e+01,5.312307900829248553e+01,1.027889726329610731e+01,4.156417501035877038e+00,3.483108296417959160e+00
4.152463476917795759e+01,5.669738724788136608e+01,1.962782397718987681e+01,4.725632226175793704e+01,4.649877980850840942e+01
1.491934585297234150e+02,8.895662327016616189e+01,2.274289026153991600e+01,1.107527019553009806e+00,8.878123111900975140e-01
1.321517655081249529e+02,4.333690598168058017e+01,2.723918318790661885e+01,5.098093189494727895e-01,6.325606496440644433e-02
1.277792200102731499e+02,1.075543568404430488e+02,1.596424127588608144e+01,2.180461928888586254e+00,2.552038237546737864e+00
1.727929069200675727e+01,9.208882775736715587e+01,1.767758207462743414e+01,5.611038283376419145e+01,5.691421836304492388e+01
5.784050325648303925e+01,6.509871662504801293e+01,2.164431671024681947e+01,2.820216061206195590e+01,2.670979816255197292e+01
6.672871078153879409e+01,7.001541536708205626e+01,1.266007630540026518e+01,7.626627258524592889e+00,8.629985818284430010e+00
4.909060148823715508e+01,3.280215753844337723e+00,1.893308399846418411e+01,1.520184984966896202e+01,1.297549279432094060e+01
1.330310963826905493e+02,2.939871584179258690e+01,2.146622409367470397e+01,1.018832227429487203e+00,1.266284679457762241e+00
6.883783063157659399e+01,1.470496720104591191e+02,1.040160403128878208e+01,4.209464624172198910e+00,4.919758601380298302e+00
1.149276786501557979e+02,4.927024309664185608e+01,2.309069494045473903e+01,2.501485745778908143e+00,1.850772720530627469e+00
8.778870396238275475e+01,5.219582025394657165e+01,1.133111238001098187e+01,1.970300273105974664e+00,1.741200604875062119e+00
6.098967801159759006e+01,7.695053540218776789e+01,1.352170558810383127e+01,1.226263653100894047e+01,1.148086454178317339e+01
1.420367983351316532e+01,1.060450711086165967e+02,2.991374160975922791e+01,7.928459386429914879e+00,8.823210339228706900e+00
1.285989960831959706e+02,1.420942869104784450e+02,2.852253286319307790e+01,7.824794710332296788e-01,-2.389688120667755378e+00
7.262119219000366854e+01,1.998125038666630715e+01,1.386831205209981555e+01,4.543589989259872119e+00,3.572384053106889112e+00
1.184619046394830200e+01,8.839104609539582214e+01,1.977625241814040180e+01,4.755047847778670445e+01,4.561348585128360611e+01
7.218999386389972983e+01,5.131585988146127164e+01,2.383749260588564312e+01,1.189207744081841689e+01,1.208047404645268585e+01
7.706210908334471199e+00,1.433829940277787252e+01,2.116338255087930165e+01,2.200548260961978642e+01,2.330470116500285371e+01
