t,N,S,A,dN_dt,dN_dt_noisy
1.124624924984996994e+02,2.576058157485118863e+04,2.258108197551968715e+03,3.753176685416756531e+00,3.083450376710054570e+02,2.657047264660329802e+02
1.125225045009001832e+02,2.577908285601593889e+04,2.260016105692061956e+03,3.750555299505359041e+00,3.082409607129627602e+02,3.090874574753384536e+02
1.125825165033006527e+02,2.579757788554104627e+04,2.261923666249583221e+03,3.747938482713747632e+00,3.081366919465530145e+02,2.704417695751433826e+02
1.126425285057011365e+02,2.581606665195300229e+04,2.263830877560114914e+03,3.745326198339141488e+00,3.080322317505301157e+02,3.650105599692844862e+02
1.127025405081016203e+02,2.583454914378929243e+04,2.265737737962405845e+03,3.742718426127111808e+00,3.079275805452848545e+02,3.692574454066272551e+02
1.127625525105021040e+02,2.585302534957500757e+04,2.267644245798524025e+03,3.740115186432222849e+00,3.078227388556761639e+02,3.352974893557411065e+02
1.128225645129025736e+02,2.587149525787867606e+04,2.269550399413524701e+03,3.737516482401484819e+00,3.077177071613230055e+02,3.667199149896122776e+02
1.128825765153030574e+02,2.588995885731742237e+04,2.271456197155413520e+03,3.734922294615607985e+00,3.076124858825247088e+02,3.274870276786836030e+02
1.129425885177035411e+02,2.590841613655438050e+04,2.273361637375157898e+03,3.732332583739122800e+00,3.075070753869429154e+02,3.258534335772120585e+02
1.130026005201040249e+02,2.592686708424842800e+04,2.275266718426969874e+03,3.729747342441814162e+00,3.074014761244901592e+02,2.967058186042475540e+02
1.130626125225044945e+02,2.594531168905935192e+04,2.277171438668289738e+03,3.727166590007911395e+00,3.072956886135951891e+02,2.824884940953526211e+02
1.131226245249049782e+02,2.596374993969382922e+04,2.279075796459512276e+03,3.724590324727736323e+00,3.071897133174234682e+02,3.130763759669250703e+02
1.131826365273054620e+02,2.598218182490688196e+04,2.280979790163967664e+03,3.722018522353403913e+00,3.070835506396576307e+02,2.930640070572081868e+02
1.132426485297059457e+02,2.600060733349448492e+04,2.282883418147965585e+03,3.719451143738388588e+00,3.069772009442194758e+02,2.958786411176434967e+02
1.133026605321064153e+02,2.601902645423621289e+04,2.284786678781115825e+03,3.716888194064132289e+00,3.068706647097615132e+02,3.307770937375200333e+02
1.133626725345068991e+02,2.603743917592780417e+04,2.286689570436159102e+03,3.714329689135854373e+00,3.067639424420229943e+02,3.049618121764999046e+02
1.134226845369073828e+02,2.605584548741300023e+04,2.288592091488763799e+03,3.711775622378433948e+00,3.066570345876426700e+02,2.618484752809343377e+02
1.134826965393078666e+02,2.607424537758365841e+04,2.290494240317525964e+03,3.709225964707096868e+00,3.065499415336141737e+02,3.020555242558230589e+02
1.135427085417083362e+02,2.609263883536363937e+04,2.292396015304054799e+03,3.706680681168364355e+00,3.064426636506490809e+02,2.855276472343732053e+02
1.136027205441088199e+02,2.611102584965481583e+04,2.294297414833284165e+03,3.704139786714191640e+00,3.063352014392510796e+02,2.994717523378868691e+02
1.136627325465093037e+02,2.612940640938900106e+04,2.296198437293180177e+03,3.701603292406546064e+00,3.062275553891379332e+02,2.752595427291615238e+02
1.137227445489097875e+02,2.614778050354594598e+04,2.298099081074625246e+03,3.699071186797536992e+00,3.061197259303526721e+02,3.440832572033201018e+02
1.137827565513102570e+02,2.616614812115320819e+04,2.299999344571417168e+03,3.696543436053841170e+00,3.060117134333845001e+02,3.650512722456600159e+02
1.138427685537107408e+02,2.618450925125672438e+04,2.301899226180430105e+03,3.694020014332129787e+00,3.059035182887708970e+02,2.745017442996360160e+02
1.139027805561112245e+02,2.620286388288422677e+04,2.303798724301829225e+03,3.691500941533737201e+00,3.057951410064412130e+02,3.271947778602017252e+02
1.139627925585116941e+02,2.622121200510275594e+04,2.305697837338741465e+03,3.688986223783254470e+00,3.056865820595326113e+02,3.255623990881001077e+02
1.140228045609121779e+02,2.623955360702704274e+04,2.307596563697200054e+03,3.686475844754118381e+00,3.055778418614291922e+02,2.752748821261461671e+02
1.140828165633126616e+02,2.625788867781826048e+04,2.309494901786145874e+03,3.683969766919563682e+00,3.054689207688472834e+02,3.104279658330048619e+02
1.141428285657131454e+02,2.627621720664023087e+04,2.311392850017668934e+03,3.681467976779754014e+00,3.053598192008924457e+02,3.496135157440077137e+02
1.142028405681136149e+02,2.629453918264969252e+04,2.313290406807077488e+03,3.678970494862629170e+00,3.052505376656683325e+02,3.325678327613892975e+02
1.142628525705140987e+02,2.631285459504785831e+04,2.315187570572596542e+03,3.676477322379680945e+00,3.051410766197465136e+02,3.556111212930640022e+02
1.143228645729145825e+02,2.633116343308338037e+04,2.317084339735341928e+03,3.673988438121182476e+00,3.050314364597891199e+02,2.717921465000059129e+02
1.143828765753150662e+02,2.634946568604781351e+04,2.318980712719344410e+03,3.671503803150954148e+00,3.049216175347537501e+02,2.843743825168970716e+02
1.144428885777155358e+02,2.636776134322106736e+04,2.320876687951849817e+03,3.669023417086951344e+00,3.048116202946422391e+02,3.153778670672185171e+02
1.145029005801160196e+02,2.638605039389084050e+04,2.322772263863227181e+03,3.666547298018667522e+00,3.047014452376873805e+02,3.171319395541965491e+02
1.145629125825165033e+02,2.640433282739147035e+04,2.324667438886729997e+03,3.664075442240947833e+00,3.045910928038356928e+02,3.070949364922924474e+02
1.146229245849169871e+02,2.642260863310452623e+04,2.326562211458492129e+03,3.661607823657804239e+00,3.044805633729703231e+02,2.946159558302548476e+02
1.146829365873174567e+02,2.644087780044751344e+04,2.328456580017584656e+03,3.659144405420815982e+00,3.043698572955837562e+02,2.937693553188378246e+02
1.147429485897179404e+02,2.645914031881701885e+04,2.330350543006337375e+03,3.656685198637037448e+00,3.042589750485535660e+02,2.877141163781502655e+02
1.148029605921184242e+02,2.647739617763245406e+04,2.332244098870098242e+03,3.654230217080710386e+00,3.041479171152594745e+02,3.193365917206468225e+02
1.148629725945189080e+02,2.649564536636028788e+04,2.334137246057083757e+03,3.651779452127870140e+00,3.040366839189680377e+02,2.228771604409747056e+02
1.149229845969193775e+02,2.651388787451398821e+04,2.336029983018378516e+03,3.649332872795487237e+00,3.039252758227332833e+02,3.535253714150668998e+02
1.149829965993198613e+02,2.653212369163145922e+04,2.337922308208052073e+03,3.646890449041361393e+00,3.038136931912251271e+02,2.895622326114981888e+02
1.150430086017203450e+02,2.655035280722883908e+04,2.339814220083425425e+03,3.644452199406163828e+00,3.037019365176693100e+02,2.623441479673582535e+02
1.151030206041208288e+02,2.656857521085692497e+04,2.341705717104755422e+03,3.642018132675059583e+00,3.035900062687620107e+02,3.214524145286485464e+02
1.151630326065212984e+02,2.658679089211330938e+04,2.343596797735152904e+03,3.639588235304484609e+00,3.034779028510386070e+02,2.628212507681499801e+02
1.152230446089217821e+02,2.660499984064188902e+04,2.345487460440587256e+03,3.637162471929862306e+00,3.033656266120246414e+02,3.164225604397627194e+02
1.152830566113222659e+02,2.662320204609563734e+04,2.347377703690081489e+03,3.634740823751513972e+00,3.032531779425894456e+02,2.926448471864349017e+02
1.153430686137227497e+02,2.664139749811409638e+04,2.349267525955853216e+03,3.632323311751776806e+00,3.031405573391652410e+02,3.222758511032578213e+02
1.154030806161232192e+02,2.665958618637842301e+04,2.351156925712996781e+03,3.629909939765073368e+00,3.030277652518162768e+02,3.280923495640909664e+02
1.154630926185237030e+02,2.667776810061635842e+04,2.353045901439450518e+03,3.627500689328808647e+00,3.029148020702991175e+02,3.431090020569356511e+02
1.155231046209241867e+02,2.669594323059949966e+04,2.354934451616006754e+03,3.625095522468249953e+00,3.028016681313184790e+02,2.892627152871467047e+02
1.155831166233246705e+02,2.671411156609309910e+04,2.356822574726583753e+03,3.622694433507440248e+00,3.026883638572420523e+02,2.952461997794512172e+02
1.156431286257251401e+02,2.673227309686266744e+04,2.358710269258203425e+03,3.620297442204299276e+00,3.025748897379804134e+02,3.034707948963031185e+02
1.157031406281256238e+02,2.675042781271874628e+04,2.360597533700731674e+03,3.617904547443986374e+00,3.024612462069202365e+02,2.612580179334105992e+02
1.157631526305261076e+02,2.676857570351823597e+04,2.362484366546860201e+03,3.615515725846794037e+00,3.023474336369944240e+02,3.213562410472978854e+02
1.158231646329265772e+02,2.678671675915655214e+04,2.364370766292151075e+03,3.613130939835007993e+00,3.022334523621655649e+02,3.072947022343587378e+02
1.158831766353270609e+02,2.680485096951082960e+04,2.366256731435345955e+03,3.610750196276251600e+00,3.021193028350363079e+02,2.630796275508021722e+02
1.159431886377275447e+02,2.682297832447394103e+04,2.368142260478187836e+03,3.608373511261974809e+00,3.020049855324538157e+02,3.394798176499302826e+02
1.160032006401280285e+02,2.684109881398483049e+04,2.370027351925239145e+03,3.606000878730894588e+00,3.018905008710847255e+02,3.440154999029439296e+02
1.160632126425284980e+02,2.685921242802859706e+04,2.371912004283877650e+03,3.603632270389440340e+00,3.017758492070007605e+02,2.633975771351338153e+02
1.161232246449289818e+02,2.687731915661942912e+04,2.373796216064386044e+03,3.601267653305446181e+00,3.016610308829278324e+02,3.199469333875012467e+02
1.161832366473294655e+02,2.689541898974830838e+04,2.375679985780241168e+03,3.598907043832863195e+00,3.015460463737454120e+02,3.401760988746240173e+02
1.162432486497299493e+02,2.691351191743569143e+04,2.377563311947827970e+03,3.596550453188868346e+00,3.014308961399565305e+02,3.277256479328517003e+02
1.163032606521304189e+02,2.693159792974798620e+04,2.379446193086335825e+03,3.594197870369879588e+00,3.013155805814697032e+02,2.729658167835960398e+02
1.163632726545309026e+02,2.694967701679739548e+04,2.381328627717758081e+03,3.591849262324646297e+00,3.012001000378679691e+02,2.603433370124378143e+02
1.164232846569313864e+02,2.696774916871102687e+04,2.383210614367050766e+03,3.589504605804675563e+00,3.010844548744035478e+02,2.986643471648008585e+02
1.164832966593318702e+02,2.698581437559772166e+04,2.385092151562328581e+03,3.587163921559976210e+00,3.009686455746897877e+02,2.871117644071824770e+02
1.165433086617323397e+02,2.700387262760467638e+04,2.386973237834544761e+03,3.584827215815971080e+00,3.008526725825183803e+02,3.016238543346271399e+02
1.166033206641328235e+02,2.702192391492482784e+04,2.388853871717444690e+03,3.582494472632227644e+00,3.007365362810059537e+02,2.986431821302945764e+02
1.166633326665333072e+02,2.703996822779533250e+04,2.390734051747569538e+03,3.580165655459096374e+00,3.006202369966192691e+02,3.174204169260083290e+02
1.167233446689337910e+02,2.705800555645239001e+04,2.392613776464494094e+03,3.577840753709538024e+00,3.005037751254450313e+02,2.846467250007116832e+02
1.167833566713342606e+02,2.707603589112590998e+04,2.394493044410874063e+03,3.575519788251141584e+00,3.003871511483502559e+02,2.964769650636149549e+02
1.168433686737347443e+02,2.709405922208889388e+04,2.396371854132159569e+03,3.573202760345381090e+00,3.002703654924395096e+02,3.902422724274291568e+02
1.169033806761352281e+02,2.711207553965986881e+04,2.398250204176578336e+03,3.570889649121725906e+00,3.001534185240072361e+02,2.971704758328211256e+02
1.169633926785357119e+02,2.713008483419756158e+04,2.400128093095158420e+03,3.568580417062589660e+00,3.000363105632709448e+02,3.230245152872288372e+02
1.170234046809361814e+02,2.714808709604595788e+04,2.402005519442025616e+03,3.566275066653611603e+00,2.999190420385569951e+02,3.094458485476060332e+02
1.170834166833366652e+02,2.716608231555799284e+04,2.403882481774286589e+03,3.563973615916879112e+00,2.998016134199653493e+02,3.071962559693839125e+02
1.171434286857371490e+02,2.718407048313153791e+04,2.405758978651813777e+03,3.561676061157536655e+00,2.996840251178850849e+02,2.731599749589817065e+02
1.172034406881376327e+02,2.720205158920979738e+04,2.407635008637244027e+03,3.559382376582986396e+00,2.995662774817617446e+02,3.161949129827812612e+02
1.172634526905381023e+02,2.722002562426850272e+04,2.409510570296040441e+03,3.557092527488005640e+00,2.994483708359129537e+02,2.987016071334626304e+02
1.173234646929385860e+02,2.723799257876055344e+04,2.411385662196794328e+03,3.554806527335239164e+00,2.993303056354744172e+02,3.246404676617434575e+02
1.173834766953390698e+02,2.725595244316263779e+04,2.413260282910979640e+03,3.552524389593818555e+00,2.992120823351063450e+02,3.615194971686479448e+02
1.174434886977395536e+02,2.727390520799660953e+04,2.415134431012817913e+03,3.550246105621446713e+00,2.990937013284569161e+02,3.053896695520730873e+02
1.175035007001400231e+02,2.729185086382942609e+04,2.417008105079282359e+03,3.547971644730847363e+00,2.989751629481488067e+02,3.225642668185384423e+02
1.175635127025405069e+02,2.730978940124810833e+04,2.418881303690222012e+03,3.545700980002697733e+00,2.988564675363228389e+02,2.688872269346470034e+02
1.176235247049409907e+02,2.732772081081796932e+04,2.420754025428596833e+03,3.543434131328557335e+00,2.987376155627166554e+02,3.029701744644182213e+02
1.176835367073414602e+02,2.734564508313902843e+04,2.422626268880168936e+03,3.541171107156821485e+00,2.986186074652250682e+02,3.458800854938639873e+02
1.177435487097419440e+02,2.736356220885622315e+04,2.424498032633437560e+03,3.538911893907902950e+00,2.984994436207362014e+02,2.974110951259835929e+02
1.178035607121424277e+02,2.738147217865864877e+04,2.426369315279641341e+03,3.536656456758751510e+00,2.983801243470866211e+02,2.799716491027273833e+02
1.178635727145429115e+02,2.739937498323982072e+04,2.428240115412960677e+03,3.534404780601387408e+00,2.982606500154929563e+02,3.051487796640791998e+02
1.179235847169433811e+02,2.741727061328129639e+04,2.430110431630623680e+03,3.532156886897484416e+00,2.981410210971071706e+02,2.932904828626844278e+02
1.179835967193438648e+02,2.743515905950550223e+04,2.431980262532609686e+03,3.529912779134055434e+00,2.980212380131724785e+02,2.914882920166706413e+02
1.180436087217443486e+02,2.745304031267956816e+04,2.433849606721617874e+03,3.527672438805625532e+00,2.979013011237965998e+02,2.874017034076273944e+02
1.181036207241448324e+02,2.747091436361185333e+04,2.435718462803088187e+03,3.525435829015200806e+00,2.977812107376811923e+02,3.580561868116147934e+02
1.181636327265453019e+02,2.748878120310018494e+04,2.437586829385466899e+03,3.523202947821995945e+00,2.976609672591231401e+02,2.722024215632131359e+02
1.182236447289457857e+02,2.750664082194485673e+04,2.439454705080157510e+03,3.520973814812635272e+00,2.975405711512632365e+02,2.858213338506732839e+02
1.182836567313462695e+02,2.752449321098979635e+04,2.441322088501278813e+03,3.518748428524985261e+00,2.974200228186773529e+02,2.809728118868089837e+02
1.183436687337467532e+02,2.754233836112347490e+04,2.443188978265657170e+03,3.516526765540313182e+00,2.972993226046784798e+02,3.351626676072242503e+02
1.184036807361472228e+02,2.756017626326944082e+04,2.445055372992873799e+03,3.514308790198791055e+00,2.971784708179934569e+02,2.894692467773919020e+02
1.184636927385477065e+02,2.757800690833012413e+04,2.446921271305563550e+03,3.512094512564373439e+00,2.970574678930761934e+02,3.368412463853982217e+02
1.185237047409481903e+02,2.759583028722576637e+04,2.448786671829215265e+03,3.509883948171130807e+00,2.969363142790435859e+02,3.025829144900311007e+02
1.185837167433486741e+02,2.761364639092097786e+04,2.450651573192012620e+03,3.507677090621236449e+00,2.968150103637900088e+02,2.967626457138993032e+02
1.186437287457491436e+02,2.763145521042467954e+04,2.452515974024835032e+03,3.505473911596553194e+00,2.966935564738241169e+02,2.535171782461321470e+02
1.187037407481496274e+02,2.764925673677038139e+04,2.454379872961353158e+03,3.503274381227105660e+00,2.965719529305914079e+02,3.335568946834926578e+02
1.187637527505501112e+02,2.766705096096779016e+04,2.456243268638295376e+03,3.501078517911908161e+00,2.964502001887930192e+02,3.133202251907085270e+02
1.188237647529505949e+02,2.768483787405717885e+04,2.458106159695154474e+03,3.498886332219259820e+00,2.963282986809549016e+02,3.091184423916005244e+02
1.188837767553510645e+02,2.770261746712295644e+04,2.459968544774105339e+03,3.496697812830306340e+00,2.962062487782808944e+02,2.933209579226123083e+02
1.189437887577515482e+02,2.772038973129337319e+04,2.461830422520006323e+03,3.494512926867828551e+00,2.960840507913731017e+02,2.842199899694286955e+02
1.190038007601520320e+02,2.773815465770635637e+04,2.463691791580566132e+03,3.492331655060098239e+00,2.959617050679265731e+02,2.585550735563435865e+02
1.190638127625525158e+02,2.775591223748312041e+04,2.465552650606503903e+03,3.490154018955963444e+00,2.958392120686595490e+02,3.248471174522737215e+02
1.191238247649529853e+02,2.777366246178309666e+04,2.467412998251241333e+03,3.487980024177962157e+00,2.957165722095120941e+02,3.044201642890567996e+02
1.191838367673534691e+02,2.779140532180968512e+04,2.469272833170870399e+03,3.485809654502074473e+00,2.955937858449922828e+02,2.854555203244638619e+02
1.192438487697539529e+02,2.780914080880806796e+04,2.471132154024156989e+03,3.483642874083639818e+00,2.954708532741948375e+02,2.771955066327175814e+02
1.193038607721544224e+02,2.782686891401758112e+04,2.472990959472787381e+03,3.481479676526280098e+00,2.953477748776601288e+02,2.994647842045301331e+02
1.193638727745549062e+02,2.784458962867390437e+04,2.474849248181374151e+03,3.479320082623110988e+00,2.952245511113245016e+02,2.931347034025521907e+02
1.194238847769553900e+02,2.786230294405481254e+04,2.476707018817192875e+03,3.477164093071091866e+00,2.951011823745472498e+02,3.450244795898037751e+02
1.194838967793558737e+02,2.788000885148184898e+04,2.478564270050173945e+03,3.475011686758088025e+00,2.949776690051386936e+02,3.188331555201473293e+02
1.195439087817563433e+02,2.789770734231357346e+04,2.480421000552932128e+03,3.472862827706895583e+00,2.948540112986096347e+02,2.776121872500985432e+02
1.196039207841568270e+02,2.791539840789017398e+04,2.482277209001054416e+03,3.470717522151685941e+00,2.947302096679412102e+02,2.622043686521993777e+02
1.196639327865573108e+02,2.793308203956352008e+04,2.484132894072954514e+03,3.468575787505125962e+00,2.946062645569679717e+02,2.881725478119434456e+02
1.197239447889577946e+02,2.795075822872891149e+04,2.485988054449687752e+03,3.466437619556432814e+00,2.944821763484682151e+02,2.677808076658668028e+02
1.197839567913582641e+02,2.796842696682522364e+04,2.487842688814946996e+03,3.464302992323570862e+00,2.943579453635561549e+02,2.972902074055543835e+02
1.198439687937587479e+02,2.798608824531966820e+04,2.489696795855139953e+03,3.462171873758554508e+00,2.942335719056015364e+02,3.070152707343048064e+02
1.199039807961592317e+02,2.800374205565512602e+04,2.491550374259665205e+03,3.460044279991580929e+00,2.941090564126259892e+02,3.138681230638915167e+02
1.199639927985597154e+02,2.802138838930018392e+04,2.493403422720654362e+03,3.457920223691711481e+00,2.939843993125117549e+02,3.071572084534644205e+02
1.200240048009601850e+02,2.803902723776686253e+04,2.495255939932864749e+03,3.455799695759413925e+00,2.938596009714590309e+02,2.888535096760157330e+02
1.200840168033606687e+02,2.805665859261049627e+04,2.497107924593678945e+03,3.453682665448636779e+00,2.937346616941350703e+02,3.124754862733044547e+02
1.201440288057611525e+02,2.807428244540128435e+04,2.498959375403244849e+03,3.451569109654544221e+00,2.936095818060033480e+02,2.676821346208661225e+02
1.202040408081616363e+02,2.809189878768880226e+04,2.500810291064671219e+03,3.449459049464869143e+00,2.934843617564415581e+02,2.918996424043623392e+02
1.202640528105621058e+02,2.810950761105777929e+04,2.502660670283730724e+03,3.447352492605901375e+00,2.933590019567718628e+02,3.185174953819237089e+02
1.203240648129625896e+02,2.812710890713616755e+04,2.504510511768807646e+03,3.445249425109498276e+00,2.932335027566221584e+02,3.026746584640463880e+02
1.203840768153630734e+02,2.814470266759391234e+04,2.506359814230901975e+03,3.443149812554147982e+00,2.931078644472403312e+02,2.557901119038125728e+02
1.204440888177635571e+02,2.816228888410026411e+04,2.508208576383843138e+03,3.441053644041838666e+00,2.929820873856089634e+02,2.591625649857026019e+02
1.205041008201640267e+02,2.817986754831501821e+04,2.510056796944350936e+03,3.438960941191167908e+00,2.928561720200891614e+02,2.452563491102564228e+02
1.205641128225645105e+02,2.819743865193823876e+04,2.511904474631764060e+03,3.436871706842116847e+00,2.927301187455505556e+02,3.477218944768596884e+02
1.206241248249649942e+02,2.821500218671300172e+04,2.513751608168016446e+03,3.434785922179210083e+00,2.926039278950594280e+02,2.469976423687652130e+02
1.206841368273654780e+02,2.823255814442083647e+04,2.515598196277660918e+03,3.432703551451149249e+00,2.924775997530616678e+02,2.892366387732121211e+02
1.207441488297659475e+02,2.825010651682863318e+04,2.517444237688136582e+03,3.430624596637180890e+00,2.923511347102242439e+02,3.483685091093663004e+02
1.208041608321664313e+02,2.826764729570862255e+04,2.519289731129683787e+03,3.428549076830509357e+00,2.922245332052825120e+02,3.254739482843890528e+02
1.208641728345669151e+02,2.828518047287539957e+04,2.521134675335128122e+03,3.426476990006835699e+00,2.920977956166640297e+02,3.325621867836981096e+02
1.209241848369673988e+02,2.830270604018641825e+04,2.522979069039878596e+03,3.424408312525744957e+00,2.919709222608875621e+02,2.779623527047934886e+02
1.209841968393678684e+02,2.832022398953057927e+04,2.524822910981981750e+03,3.422343010855597445e+00,2.918439134256980196e+02,3.149875705331616587e+02
1.210442088417683522e+02,2.833773431277340933e+04,2.526666199902404514e+03,3.420281098068408632e+00,2.917167695306532096e+02,3.840622669478081548e+02
1.211042208441688359e+02,2.835523700180056039e+04,2.528508934544817748e+03,3.418222588925635907e+00,2.915894909997216473e+02,2.914866444734938682e+02
1.211642328465693055e+02,2.837273204854040523e+04,2.530351113655459812e+03,3.416167476561832395e+00,2.914620781949038815e+02,3.048662765471160583e+02
1.212242448489697892e+02,2.839021944496400829e+04,2.532192735983140210e+03,3.414115732538371972e+00,2.913345314161971373e+02,2.828866506229707056e+02
1.212842568513702730e+02,2.840769918306233012e+04,2.534033800279345087e+03,3.412067330266860044e+00,2.912068509681875526e+02,2.918306215567755544e+02
1.213442688537707568e+02,2.842517125480284085e+04,2.535874305298472336e+03,3.410022289718360966e+00,2.910790372876151650e+02,3.033198011681315052e+02
1.214042808561712263e+02,2.844263565218444273e+04,2.537714249797543289e+03,3.407980620746845712e+00,2.909510907819985732e+02,3.335923600855737163e+02
1.214642928585717101e+02,2.846009236724855509e+04,2.539553632536135865e+03,3.405942311669950318e+00,2.908230117969295634e+02,2.648587696531765801e+02
1.215243048609721939e+02,2.847754139207852495e+04,2.541392452276384574e+03,3.403907329843119278e+00,2.906948006175278465e+02,2.488931533186684817e+02
1.215843168633726776e+02,2.849498271876258514e+04,2.543230707783161051e+03,3.401875659813210273e+00,2.905664575773686238e+02,2.923993522678276236e+02
1.216443288657731472e+02,2.851241633937414736e+04,2.545068397824192289e+03,3.399847323571309143e+00,2.904379831165932728e+02,2.976688758795645526e+02
1.217043408681736310e+02,2.852984224602459290e+04,2.546905521169777785e+03,3.397822326139354310e+00,2.903093776264323651e+02,3.337260927557260288e+02
1.217643528705741147e+02,2.854726043086761638e+04,2.548742076592755438e+03,3.395800651043379581e+00,2.901806414360921167e+02,3.127936531559100217e+02
1.218243648729745985e+02,2.856467088609635903e+04,2.550578062868517918e+03,3.393782263271015065e+00,2.900517748210444893e+02,2.724085634830257732e+02
1.218843768753750680e+02,2.858207360389404494e+04,2.552413478775257317e+03,3.391767160099824263e+00,2.899227781486700337e+02,3.080175136079315052e+02
1.219443888777755518e+02,2.859946857644272313e+04,2.554248323093936506e+03,3.389755362061886323e+00,2.897936518526103669e+02,3.243729220478240904e+02
1.220044008801760356e+02,2.861685579596547905e+04,2.556082594608053569e+03,3.387746869373133407e+00,2.896643963078336697e+02,2.993472535289121197e+02
1.220644128825765193e+02,2.863423525472756955e+04,2.557916292103633623e+03,3.385741660794382213e+00,2.895350118271843485e+02,2.804372850050961574e+02
1.221244248849769889e+02,2.865160694502829938e+04,2.559749414369265651e+03,3.383739701956541612e+00,2.894054986851373314e+02,3.108014855082967642e+02
1.221844368873774727e+02,2.866897085914596391e+04,2.561581960196384443e+03,3.381741002059262868e+00,2.892758572808253348e+02,2.797212267696030494e+02
1.222444488897779564e+02,2.868632698937270834e+04,2.563413928379098252e+03,3.379745577926473565e+00,2.891460880349334843e+02,2.342152065102917220e+02
1.223044608921784402e+02,2.870367532804262009e+04,2.565245317714030080e+03,3.377753424995187270e+00,2.890161913061921268e+02,3.300195742812322806e+02
1.223644728945789097e+02,2.872101586753177980e+04,2.567076127000315864e+03,3.375764517288441624e+00,2.888861673911144408e+02,2.512555317534853998e+02
1.224244848969793935e+02,2.873834860024092995e+04,2.568906355039688151e+03,3.373778825240141277e+00,2.887560165752214516e+02,2.797585783109344106e+02
1.224844968993798773e+02,2.875567351854582012e+04,2.570736000636730296e+03,3.371796366804386658e+00,2.886257392805166546e+02,2.801707768001614909e+02
1.225445089017803610e+02,2.877299061484899357e+04,2.572565062598615896e+03,3.369817154057006103e+00,2.884953359116987031e+02,2.794449073657116287e+02
1.226045209041808306e+02,2.879029988159483401e+04,2.574393539735017839e+03,3.367841177684227194e+00,2.883648068112917713e+02,2.808107016568674794e+02
1.226645329065813144e+02,2.880760131126936903e+04,2.576221430858110580e+03,3.365868407178830513e+00,2.882341522600258372e+02,2.459950289723267929e+02
1.227245449089817981e+02,2.882489489636947110e+04,2.578048734782713836e+03,3.363898822522652932e+00,2.881033725683135458e+02,3.048246941340576655e+02
1.227845569113822819e+02,2.884218062937244395e+04,2.579875450326462669e+03,3.361932445483676979e+00,2.879724681669374036e+02,2.897222097606370994e+02
1.228445689137827515e+02,2.885945850279060687e+04,2.581701576309519623e+03,3.359969283357160386e+00,2.878414394444647542e+02,2.899277276298173547e+02
1.229045809161832352e+02,2.887672850917792675e+04,2.583527111554533803e+03,3.358009322107709416e+00,2.877102867272460003e+02,3.207555365645174561e+02
1.229645929185837190e+02,2.889399064112843189e+04,2.585352054886645419e+03,3.356052527988856671e+00,2.875790102839265501e+02,3.214396966549401213e+02
1.230246049209841885e+02,2.891124489123194144e+04,2.587176405133702701e+03,3.354098893122115843e+00,2.874476104575348359e+02,3.284733452125406075e+02
1.230846169233846723e+02,2.892849125207048928e+04,2.589000161126296007e+03,3.352148439138908920e+00,2.873160876762805174e+02,3.436811245767039509e+02
1.231446289257851561e+02,2.894572971626543949e+04,2.590823321697503161e+03,3.350201168600877022e+00,2.871844423126835295e+02,3.016226599920902345e+02
1.232046409281856398e+02,2.896296027647964002e+04,2.592645885682871722e+03,3.348257062781192062e+00,2.870526746769568263e+02,2.417461865268564338e+02
1.232646529305861094e+02,2.898018292541210030e+04,2.594467851920446719e+03,3.346316087137636952e+00,2.869207850327446181e+02,2.941426717688254371e+02
1.233246649329865932e+02,2.899739765574472040e+04,2.596289219251032591e+03,3.344378246132929444e+00,2.867887737565323505e+02,2.880131684157203722e+02
1.233846769353870769e+02,2.901460446016620699e+04,2.598109986518084497e+03,3.342443558565157513e+00,2.866566412661451864e+02,2.895626099867182575e+02
1.234446889377875607e+02,2.903180333140628863e+04,2.599930152567519144e+03,3.340512022293197880e+00,2.865243879180926001e+02,2.693498060462553667e+02
1.235047009401880302e+02,2.904899426223601040e+04,2.601749716247712058e+03,3.338583613929977378e+00,2.863920140064926159e+02,2.605627879829186213e+02
1.235647129425885140e+02,2.906617724545525562e+04,2.603568676409553063e+03,3.336658301688079753e+00,2.862595198003612609e+02,3.109893095242529739e+02
1.236247249449889978e+02,2.908335227383936945e+04,2.605387031906717766e+03,3.334736100287312599e+00,2.861269057038212509e+02,3.160625104981990603e+02
1.236847369473894815e+02,2.910051934018455358e+04,2.607204781595444274e+03,3.332817024173087450e+00,2.859941721198634355e+02,2.532975456059509156e+02
1.237447489497899511e+02,2.911767843732822803e+04,2.609021924334414962e+03,3.330901066533360488e+00,2.858613193890295747e+02,3.028864105494437240e+02
1.238047609521904349e+02,2.913482955814895104e+04,2.610838458984757835e+03,3.328988199367319822e+00,2.857283477894256976e+02,2.814956310420676573e+02
1.238647729545909186e+02,2.915197269554236482e+04,2.612654384410155217e+03,3.327078398226901434e+00,2.855952576089347872e+02,2.747980490899875576e+02
1.239247849569914024e+02,2.916910784238076303e+04,2.614469699477059748e+03,3.325171683819034385e+00,2.854620492670442786e+02,3.068249231538756021e+02
1.239847969593918720e+02,2.918623499156758044e+04,2.616284403054415179e+03,3.323268065853485442e+00,2.853287231507460433e+02,2.846204179129749150e+02
1.240448089617923557e+02,2.920335413604725909e+04,2.618098494013596792e+03,3.321367532880118212e+00,2.851952795846577260e+02,2.693884139808380951e+02
