R,T,f,f_noisy
5.001674117337216785e+00,1.302140534835126040e+01,3.642875142296901347e-01,4.004305488703727156e-01
3.382473548466860080e+01,2.965088002566445979e+01,1.979109897179984312e+00,1.870546182065089047e+00
1.138347734337414074e+01,2.511983866788807518e+01,2.669443864246840548e+00,2.694171284492788310e+00
3.006675009967100465e+00,2.739260466839661490e+01,7.811016735074254314e-01,8.019143994820835397e-01
2.368578642832715175e+01,2.505901570255886668e+01,2.655136727541282049e+00,2.689112921799029721e+00
3.506151732397354692e+01,2.159147797327214846e+01,2.174850178302371262e+00,2.141075244173160641e+00
1.436942564965945657e+01,2.827908350313837005e+01,2.515228295874888609e+00,2.540654472220743365e+00
9.934727484655514473e+00,3.475323563660301573e+01,9.790658412844041036e-01,1.028857908276797462e+00
1.192448353368759939e+01,3.448896573377011521e+01,1.100036176670838195e+00,1.179644450680848777e+00
1.642902236465769938e+00,1.312465613834839928e+01,7.831465688175527629e-02,9.112150872009294744e-02
2.566103888088768326e+00,1.087888724879388391e+01,8.963430522956385149e-02,2.422911017370465991e-02
2.339037383940247494e+01,1.397849365905591768e+01,7.903559511675385396e-01,7.933903795970439488e-01
1.116220026783243746e+01,1.539208535094577357e+01,1.053872185497914060e+00,1.086061498243944490e+00
2.168500707603999089e+01,3.345598007715602762e+01,1.324944716612121764e+00,1.350661515265271451e+00
4.570624360300929112e+01,1.914102491808952777e+01,1.685981579549399534e+00,1.780942303505747448e+00
4.030979746729486379e+01,2.463460189305233783e+01,2.396603750824160883e+00,2.387067828337487541e+00
4.142300384970923233e+01,3.409644356268692178e+01,1.046388793820362872e+00,9.964801394229958476e-01
4.648666901437899668e+01,2.441838367002604215e+01,2.366297474854411220e+00,2.335266989252988257e+00
3.351535932081053915e+01,1.836984915371505167e+01,1.585552827534118636e+00,1.618415868253628487e+00
2.216637475878011188e+01,3.041888401218973570e+01,2.009757789966429620e+00,1.970581769639148773e+00
4.130123328727165699e+00,2.013410413077753702e+01,9.796671126477002334e-01,9.286160846359493570e-01
3.622446557180066407e+01,1.381866068915317314e+01,6.963345400658252915e-01,6.554528400257912946e-01
6.003362693173532882e+00,2.833209095898509844e+01,1.626240887647049327e+00,1.686407662433361931e+00
1.551763906994652231e+01,2.841501904780414378e+01,2.503105566810817972e+00,2.515309869511078045e+00
1.439012664598394764e+01,2.051264078607166752e+01,2.290237115245020494e+00,2.274082174516808941e+00
4.692375243882979419e+01,2.311780350481785007e+01,2.290601474996808218e+00,2.333037062088031188e+00
4.339766570640966137e+01,2.785574842747945468e+01,2.197760317968183941e+00,2.232193135108161197e+00
1.310236351550654810e+01,3.019230352812772367e+01,2.111981984287734093e+00,2.064324372734632540e+00
1.905037399134524989e+01,1.825669222638783751e+01,1.760102265910155728e+00,1.801663517074905796e+00
2.412875060433953678e+01,3.351327117030119496e+01,1.280694890589044954e+00,1.293245589286935004e+00
2.862032597397932143e+00,3.259557881276266045e+01,4.334348985574151270e-01,3.321002012689017180e-01
1.451910432701748022e+00,2.829597562014373935e+01,2.318747991974486333e-01,1.738109886632523138e-01
2.867039526622745882e+01,1.655739797673434666e+01,1.244706184926215986e+00,1.258152675782488794e+00
2.526173873085278387e+01,1.191953045483630547e+01,4.724773058262667913e-01,4.970655841498022309e-01
3.165845111004681911e+01,1.955668301646518970e+01,1.849023253244447718e+00,1.835428069511539917e+00
4.398157528059356025e+01,2.748992819628865192e+01,2.239026481245834255e+00,2.190314627398405545e+00
7.347361948858053715e+00,1.214686497276088772e+01,4.083515796002650800e-01,4.212361680743013093e-01
4.485104766679849320e+01,2.943723831692404502e+01,1.953961773059352369e+00,1.864202389865701193e+00
1.087555803185492209e+01,2.358346699117766221e+01,2.576561986951848571e+00,2.604721819370610536e+00
4.617260971760102706e+01,2.779540188691348135e+01,2.196625170915709635e+00,2.189853690619255833e+00
8.350749958520253813e+00,2.427634432740113013e+01,2.303496452069915712e+00,2.302856712398128280e+00
2.027441555262192452e+01,1.808400798811375410e+01,1.701425854278479033e+00,1.669970738546809663e+00
3.695384160985035038e+01,3.081281442193743914e+01,1.729203424744799822e+00,1.770937169407547751e+00
1.041009598604158448e+01,1.457356105265673563e+01,8.717485009761991588e-01,7.574078432148481088e-01
6.300027125414493945e+00,1.407959854470474070e+01,5.745173329235483406e-01,5.324565614833171034e-01
1.380231199532332198e+01,3.196129974772872018e+01,1.717361584376062122e+00,1.746786390691560165e+00
1.715344465980412991e+01,2.893280041083239595e+01,2.403454055291516678e+00,2.369560410581097898e+00
4.435321720785913158e+01,3.237205415999696356e+01,1.382643657300994811e+00,1.455772868370103890e+00
1.291166260030553303e+01,2.784668351973262190e+01,2.543178629687336656e+00,2.565117081194066451e+00
3.425269560202954011e+01,1.099815637512205768e+01,3.451918070950408257e-01,3.084507612930436071e-01
4.182563283462584280e+01,2.536643068426267789e+01,2.388345990511623551e+00,2.444192667960805920e+00
1.160854491436113411e+00,1.280495968133239160e+01,3.890876019209642267e-02,3.555545413524138082e-02
1.405126029395806420e+01,1.815545987041214815e+01,1.749100314145119794e+00,1.779144664447305457e+00
4.518496949474535285e+01,1.367615879465511597e+01,6.596804700423628542e-01,6.306080884571770850e-01
2.929458448791213598e+01,2.660810268023897507e+01,2.462242277277855607e+00,2.434032668064771254e+00
8.880978292987407485e+00,2.955679776227313482e+01,1.948564347494828430e+00,1.985174688283257494e+00
2.491194148296053612e+01,1.641901171994727449e+01,1.256362695339088509e+00,1.262944469689537552e+00
2.031038379288619566e+01,1.587865765708996335e+01,1.194182395849847422e+00,1.158500277980232918e+00
4.185338866596399043e+01,1.924479452092905873e+01,1.717144184340033686e+00,1.675451253225879400e+00
3.973418670290272559e+01,2.648694453306913488e+01,2.350803539804279030e+00,2.384696197374134297e+00
1.654680805658055576e+01,2.842071891660522098e+01,2.500533525475387542e+00,2.589361658718779324e+00
4.916170247589437992e+01,1.572212638011329133e+01,1.001498107452900133e+00,9.620310162707018664e-01
2.865530095703250790e+00,1.301700237377988678e+01,1.839166565747500370e-01,2.194963853682446175e-01
4.552776180667181194e+01,1.740658681418667442e+01,1.335423620602511408e+00,1.193885246264297262e+00
5.314718124806166344e+00,1.786129966202309660e+01,9.759747316321069066e-01,9.095983296704024390e-01
2.793660847092219157e+01,3.429754574586860372e+01,1.075821441569154935e+00,1.111374262420962378e+00
2.123565550496527621e+01,2.599812220122500150e+01,2.693425464226285371e+00,2.774094364313280714e+00
4.125933600126423073e+01,1.747840437782716450e+01,1.359902775557166210e+00,1.365240377171233588e+00
2.428505497900957977e+01,3.133227155740292247e+01,1.767652265302757097e+00,1.796877725253574587e+00
1.442989028321770562e+01,2.823461940793102798e+01,2.523479605536119053e+00,2.538605407696600036e+00
3.578434015053942119e+01,2.705555484311017267e+01,2.334527689310153864e+00,2.386683138049526587e+00
1.940983652126078951e+01,2.661137571847547534e+01,2.694661903776334633e+00,2.643514370406378600e+00
2.154626780463495450e+01,2.589872304773545153e+01,2.690391598450047717e+00,2.724195501012237397e+00
4.090436797499832977e+01,1.217332032872569769e+01,4.624228358840153930e-01,4.434015810325663276e-01
1.813215529143420568e+01,2.166641462128226436e+01,2.497749237968795555e+00,2.483439229658421343e+00
2.673741672564128535e+01,1.892546895604168355e+01,1.783752816576153144e+00,1.785962327840462827e+00
4.053278163123373901e+01,1.205671594140215142e+01,4.491290670465160617e-01,4.414397562722592316e-01
4.142214366186668428e+01,2.726644966427417671e+01,2.273753014322791532e+00,2.238288669031581080e+00
3.434008831484031532e+01,3.469394398146778968e+01,9.576422796671263393e-01,9.475000937031725634e-01
3.563645236840128661e+01,2.884443900832627605e+01,2.101973576956528422e+00,2.057737945659894763e+00
5.211715959229609396e+00,2.628589109738290119e+01,1.567774252964316606e+00,1.643413346234434691e+00
2.748890393318450620e+01,3.073177804831503934e+01,1.845427996744396948e+00,1.882492919567074763e+00
3.009949646958305181e+01,1.305354440843648156e+01,6.028801180834439943e-01,5.849812515148737901e-01
7.484668542799457036e+00,2.078368503190757721e+01,1.806743987797680306e+00,1.887818434183786698e+00
4.447276453614866654e+01,1.195624491670982792e+01,4.342636302263630510e-01,5.003149251464673597e-01
3.394607695585872875e+01,1.516262110055576073e+01,9.329641515371218663e-01,9.596141815610461645e-01
5.605786093406513793e+00,1.593740464048660499e+01,7.516161006861875604e-01,7.277840455090653915e-01
6.525643285550239092e+00,1.084458549409783856e+01,2.627113866229919825e-01,2.780292301907545394e-01
5.626509433231045243e+00,1.740143959537334695e+01,9.625253043903013728e-01,9.933752225761421917e-01
7.668579700003176569e+00,1.034803777580240869e+01,2.563969686155672112e-01,3.276370704957074498e-01
2.969233561243273911e+01,1.683498905475838114e+01,1.293498900678718977e+00,1.287204748803025600e+00
5.328536972096505231e+00,2.821847994998407216e+01,1.468464109746550728e+00,1.443097915323058311e+00
2.073460123033243718e+01,3.322186735280139658e+01,1.390340233574699935e+00,1.506199207433582155e+00
1.478873456979126289e+01,3.317218063486266999e+01,1.439502545982052517e+00,1.510665407362395518e+00
3.285113575953931075e+01,2.343612424912153713e+01,2.409917149248237411e+00,2.427989152542135098e+00
3.576054075641366836e+01,3.120486565752927532e+01,1.657245353096729268e+00,1.614419758473288224e+00
3.209882544424746698e+01,2.124085047219739408e+01,2.153308480370736078e+00,2.180009079385983206e+00
2.997273743482043784e+01,2.395313231474924009e+01,2.486981109204390972e+00,2.544851870364557289e+00
2.803190302598607531e+01,3.350235412908998001e+01,1.238437974152498233e+00,1.278367163391483707e+00
3.849601332337244486e+01,1.500250592060795185e+01,8.877225694396370104e-01,9.310719126544779733e-01
2.531319972726836909e+01,1.291328766120966520e+01,6.064388297240214110e-01,6.112111727511363446e-01
1.109773400648271391e+01,2.238153892428383074e+01,2.472089144578674347e+00,2.530928396091119303e+00
5.915832477456807403e+00,3.070509594890049598e+01,1.295569120604149305e+00,1.268370629393803517e+00
3.020238689149778466e+01,2.174043689374570221e+01,2.257323027998286769e+00,2.238189056136885124e+00
4.034848104626724563e+01,1.169783876353493746e+01,4.089415538188794774e-01,3.868168351447630604e-01
3.602385211904724116e+01,1.426962305604268622e+01,7.692668447823390876e-01,7.399498146562609735e-01
3.553599208469648829e+01,2.285812614251987185e+01,2.328485591993488590e+00,2.427413241213878692e+00
3.897067962274434194e+01,1.426695213387569439e+01,7.610966306351829580e-01,6.798823607700237304e-01
4.492343271802363702e+00,1.110519687074048889e+01,1.980457481909594919e-01,2.122436705339497687e-01
4.261189812728381554e+01,1.926788040164590043e+01,1.719136286792117829e+00,1.672885377684276698e+00
2.047845823432751455e+00,1.509386328175455994e+01,1.737813038472417193e-01,1.147188101460942383e-01
2.819833111533369419e+01,3.444690761742489116e+01,1.043901963296759439e+00,1.051277429689309484e+00
2.106611517283736035e+01,2.025961218720318868e+01,2.176439023599322287e+00,2.101323521788796000e+00
7.022452240628529907e+00,2.012167199703793230e+01,1.625349458241618805e+00,1.623174863287538683e+00
2.886960049225244873e+01,1.701800787595444575e+01,1.340463580404030353e+00,1.456262863354436998e+00
6.191924141039648610e+00,1.229137995200335887e+01,3.711059098975353354e-01,3.678364276004880140e-01
3.003523900622454335e+00,2.872868870209861569e+01,7.187134733481778115e-01,7.435707373216825511e-01
3.568773247350922873e+01,2.281037643318155261e+01,2.322203040467686108e+00,2.282320027095192660e+00
4.463095837005288047e+01,3.486983238852670297e+01,8.984591311532095226e-01,9.244744829912486805e-01
2.230704551447387374e+01,3.364959345652955136e+01,1.273928916632410813e+00,1.202182122697545319e+00
4.041987461597128117e+01,1.648959423912087985e+01,1.162817593872372823e+00,1.174301308278814293e+00
4.771935155774958304e+01,3.455160988077520301e+01,9.523070853272203040e-01,9.479480558922819267e-01
3.666336977434046673e+01,2.916849696253770219e+01,2.039806175246143383e+00,2.149134481720445855e+00
2.137317901047247659e+01,3.386995042503019704e+01,1.236997500253568028e+00,1.234349085394067957e+00
4.719847042387514335e+01,1.479711658201755498e+01,8.377579203491468673e-01,8.212925853709053259e-01
1.273955293762174001e+01,3.387478848621540806e+01,1.251205276479785411e+00,1.224849817685491837e+00
1.230866094902168939e+01,1.312819947272383914e+01,6.666717014778141825e-01,6.085099168237010359e-01
3.365937299579740483e+01,1.536638664318892467e+01,9.721174062052506670e-01,1.011494468575456551e+00
4.134920139944802031e+01,1.131295983842438524e+01,3.677353810979898108e-01,4.408169855367369827e-01
1.341725243685792002e+01,3.255873211555721980e+01,1.568208776644868241e+00,1.550846197815578753e+00
1.602707155364269909e+01,2.321956430627111345e+01,2.725356672652434753e+00,2.761658648225087553e+00
1.875376700787126705e+00,1.482316923272910181e+01,1.424866044790729924e-01,1.258857390410837995e-01
5.196232057697448781e+00,2.798015027060153770e+01,1.454189495597113968e+00,1.475116863262126543e+00
1.682160792148957640e+01,1.684466576424780015e+01,1.444366655579147674e+00,1.468084201057509475e+00
5.190485124038283438e+00,1.549128885658548249e+01,6.427587059948292048e-01,5.725075168857322039e-01
1.602784925008674310e+00,1.071751436713475769e+01,3.997929930168579726e-02,2.457396017241507413e-03
3.864323257880497664e+01,2.519234831042071221e+01,2.409901813754618427e+00,2.457222578449295813e+00
4.422626767322296359e+01,2.780070910109138538e+01,2.201680204176375888e+00,2.107713259046413157e+00
7.258375277768522871e+00,1.818956446769446345e+01,1.328354631768632999e+00,1.329444295963279732e+00
1.747724584618503840e+01,1.018471591879693783e+01,3.119900814410604961e-01,2.955952299851900555e-01
1.285970386277736521e+00,1.837705887615571498e+01,1.340187519212226452e-01,8.851845888298336129e-02
2.131833089217188970e+01,2.367289790595162913e+01,2.670768565861121324e+00,2.673899441530590781e+00
6.412657193056142901e+00,2.886123713286164971e+01,1.655049985458360018e+00,1.670995580051839902e+00
2.862028282704729065e+01,2.985872747373657887e+01,2.005699130989666124e+00,2.033133457314307169e+00
3.403058454501513808e+01,2.771543412890152069e+01,2.280057405021978845e+00,2.149690490182605718e+00
3.594985368105365353e+01,1.412212932340304228e+01,7.453577081951907601e-01,8.295429899130335460e-01
5.663185426157316016e+00,2.154259562915152060e+01,1.530549325581950670e+00,1.507336479824714637e+00
4.006026130357567894e+01,2.213046496430990828e+01,2.211507966150028093e+00,2.263961757952389853e+00
4.199745011535058126e+01,2.834295791942777498e+01,2.137930585478729384e+00,2.132388218653030520e+00
1.392403696520355894e+01,2.535077125838540724e+01,2.787852600207956666e+00,2.759377441328007219e+00
4.869060387202226536e+01,2.211786926561394040e+01,2.180542956684202505e+00,2.177808507358825807e+00
1.720698879029790263e+01,2.383242943531148939e+01,2.766892181400043782e+00,2.925444511017340155e+00
1.324886071278634780e+01,1.072616213521850348e+01,3.612330135033769429e-01,4.397421975098276814e-01
8.337181220341811638e+00,2.061092246617030099e+01,1.907997544344785190e+00,1.891114473274894348e+00
4.813072024108911506e+01,2.970026406300559074e+01,1.900610198318422928e+00,1.912338889498221173e+00
4.923309123765422868e+01,2.771951844296085454e+01,2.199603988790264086e+00,2.255983859274551140e+00
3.927640715639767421e+01,1.487311720645599600e+01,8.629306120602856511e-01,8.922786186383777629e-01
1.535787615744055401e+01,1.455006425888227639e+01,9.435507736195554163e-01,9.481079010107170690e-01
9.722686341771638041e+00,2.931513766446187574e+01,2.083628884270674497e+00,2.074582300666663492e+00
4.089673357647566121e+01,2.171129953456500772e+01,2.150765248754677561e+00,2.097356885733660636e+00
4.106953916946821437e+01,1.702170530382857550e+01,1.267505917989125930e+00,1.305305537565154328e+00
3.473949018744543338e+01,2.058316514987219392e+01,2.012748683846160791e+00,2.068076763044479183e+00
1.199367609661430745e+00,2.804852221917955291e+01,1.666469713770191985e-01,2.783349470340098497e-01
4.943628608870945129e+00,2.748961868507440087e+01,1.420710225933943693e+00,1.393702419160295136e+00
2.877957716172299740e+01,2.651073782323892658e+01,2.479374165968324384e+00,2.512125826864381128e+00
2.455019388985471007e+00,3.158107907756101440e+01,3.994919429623765561e-01,3.981176902386299177e-01
4.098728847967962707e+01,2.711118116908274089e+01,2.291484120009586789e+00,2.354482447473512874e+00
4.889931994608478760e+01,3.219304441131239258e+01,1.412104739212440174e+00,1.407399689432445866e+00
4.889014541342294962e+01,2.714047994878313830e+01,2.262952972050388034e+00,2.230805211678627220e+00
4.156748428291099628e+01,1.087106805894536521e+01,3.250485689014150914e-01,2.408225552140609571e-01
2.412064819811474692e+00,2.198903805747790230e+01,5.477363250793262361e-01,5.836613117600948364e-01
6.115360439049325691e+00,2.947580513092248111e+01,1.511219367597701480e+00,1.519446155712194546e+00
4.895552670603347423e+01,3.064596890121604034e+01,1.722313229491742037e+00,1.778672899111427563e+00
2.733611560444586530e+01,1.506886100266044082e+01,9.572042083254156397e-01,9.298877088667327762e-01
6.053081264650579385e+00,1.102611609734398712e+01,2.596954982045897586e-01,3.895064541199577679e-01
7.375354653406578365e-01,2.793551342665783821e+01,6.605125512087436923e-02,3.086040619770030052e-02
6.205716780321570702e+00,2.740837897244476196e+01,1.764200869687487572e+00,1.790045199809239262e+00
4.399057175447993728e+01,1.203768974010269055e+01,4.438847139429885624e-01,4.648232603580316202e-01
1.531727485217343698e+01,3.195378390430035154e+01,1.733730690430344001e+00,1.789099324558984350e+00
3.742349129576845712e+01,1.983333887132832984e+01,1.853257714549692015e+00,1.845189119913193787e+00
4.689963366835260672e+01,2.443424514938568848e+01,2.365679581324242609e+00,2.320032454449576509e+00
1.806753725684672318e+01,1.335638414183743095e+01,7.197703651798144087e-01,6.705552578912288286e-01
4.660214384867720838e+01,2.659263799519615645e+01,2.314555427510971430e+00,2.355412543933679714e+00
4.417014060311516488e+01,2.735799774753136049e+01,2.252734052444858470e+00,2.258107045653250378e+00
6.520080194826840092e+00,2.135012912386538630e+01,1.704306596610444258e+00,1.721616043625333825e+00
6.827680444279950578e+00,2.314292600202728067e+01,1.950382850613682217e+00,1.909747098326601833e+00
4.511082928168953998e+01,2.484441222413582295e+01,2.377742233994807552e+00,2.384802106679299261e+00
4.197912725254721522e+01,2.701162337045250439e+01,2.295987175556674309e+00,2.306941627563107833e+00
4.130891458563672103e+01,2.137167038842206779e+01,2.098871546276781519e+00,2.129704822100972450e+00
3.350934496943138896e+01,1.410086082939616325e+01,7.502421475866302147e-01,6.771614476218296153e-01
4.792288148138688086e+01,2.762519890139451562e+01,2.213034206832561246e+00,2.174674336854850232e+00
2.137854477125574348e+01,2.645918788682284628e+01,2.659406481980516546e+00,2.745866637426766843e+00
4.102668416567981780e+01,2.187840353231592161e+01,2.173278460041019322e+00,2.153630893958621062e+00
3.883156675937216562e+01,1.397679059566056203e+01,7.148257527083878848e-01,7.106294547555948027e-01
2.209433631500352035e+01,1.305092973574375392e+01,6.469854353707451544e-01,6.270662168313906326e-01
1.495002762653417072e+01,2.332744135011385467e+01,2.731397243648035378e+00,2.656561210833233933e+00
6.187405592062781068e+00,1.494300959452366584e+01,6.782595619830504852e-01,6.244735544306794228e-01
4.766855666524898538e+01,1.085103711437498397e+01,3.203247427344773079e-01,3.388599180444684111e-01
4.104975001632348608e+01,1.778703695112313454e+01,1.423843046179378291e+00,1.390238883067595799e+00
3.728354813182453142e+01,2.057112464892465908e+01,1.990180605404975100e+00,2.091537356050243268e+00
1.294804535124221090e+01,3.008202356569911018e+01,2.131295986173582513e+00,2.056386847338528501e+00
4.109541512541018449e+01,2.103277853910695683e+01,2.046509998143633435e+00,1.949392351154363823e+00
1.021355276831998538e+01,1.595267586824913231e+01,1.131445922827351014e+00,1.111847552976234832e+00
3.194697983298410549e+01,1.586736844812887526e+01,1.078062549935713488e+00,1.017585034509594921e+00
8.525569822302411893e+00,1.636127169459442854e+01,1.111329333375931094e+00,1.180362483494345138e+00
2.290899034306553972e+01,2.959858688517413938e+01,2.165804115281554587e+00,2.144492950485275884e+00
3.074791707766851090e+01,3.324533821147608137e+01,1.267294913336643125e+00,1.293112661935210461e+00
3.609811210155982764e+01,2.467037259901303514e+01,2.429559792505409543e+00,2.358632260709599304e+00
4.591288579859591579e+01,2.260231529412667584e+01,2.243153324834418871e+00,2.276188366643470573e+00
4.791277772670072466e+01,1.561396476190542160e+01,9.824690956759167815e-01,1.014148247806759162e+00
3.814701529456597484e+01,3.074655482834867826e+01,1.735443885025071520e+00,1.797112661140620515e+00
2.725884072587937190e+00,2.434669936283406599e+01,7.164975900968071354e-01,7.271521808328268444e-01
1.965894859095632796e+01,1.253275053772926384e+01,5.832400122470298154e-01,6.087169282342942411e-01
3.645464782484877730e+01,2.470818614881263997e+01,2.426757716076236360e+00,2.434731624731482746e+00
4.347863171586485009e+01,2.021514860266004021e+01,1.896304889191314125e+00,1.942135858017434158e+00
1.607582948801818512e+00,2.159201979687505712e+01,2.751431599822172780e-01,2.541050616351200886e-01
2.027489288311917903e+01,1.872887614970331782e+01,1.852436568406234052e+00,1.879246996572482731e+00
4.679668326138897783e+01,1.458383706520846346e+01,8.020450815661961386e-01,7.731513774931539906e-01
4.641705348207376147e+01,2.763356105820475861e+01,2.215393950911176191e+00,2.250271856075256593e+00
4.426518114880853005e+01,3.465318623742629001e+01,9.377812870294587322e-01,9.234669956689229853e-01
8.080054016687419960e+00,1.079618121618103821e+01,3.018186025805886241e-01,2.688606357572833616e-01
1.643985348852163497e+01,2.534640223287471272e+01,2.808214573030813455e+00,2.773805820340558448e+00
4.643448131604471030e+01,2.131142567628086937e+01,2.072408423184662674e+00,2.145471411366243419e+00
4.603296109151869331e+01,2.555631634357186854e+01,2.368207763981360348e+00,2.289810350693991303e+00
4.820318395244258625e+01,2.720410152916337410e+01,2.257950067508574854e+00,2.183310091919186569e+00
3.514705382290077296e+01,1.020338612771998221e+01,2.734506938109571572e-01,3.047958938506789006e-01
3.565033556240741319e+01,3.114922974294848146e+01,1.669435889427285602e+00,1.619125362355925635e+00
1.298576601256745811e+01,1.485575735886422777e+01,9.865934833776424107e-01,9.627709530003709659e-01
3.566057622832974516e+01,3.045292866676465948e+01,1.809823218521751098e+00,1.784632387721958979e+00
1.352785260955659119e+01,3.233036777652068849e+01,1.624512472735730739e+00,1.737978497768640551e+00
4.218061336150960727e+01,3.213479229748166688e+01,1.436446831773024790e+00,1.402281684269384376e+00
3.044268492107119428e+01,2.714741643282956929e+01,2.393289599903441811e+00,2.356672169425231722e+00
1.453353117530281580e+01,2.749369426096086499e+01,2.634485411546152012e+00,2.614519257795125284e+00
7.853306433272239317e+00,3.489074319704811700e+01,8.379266189171189483e-01,8.490226000794890426e-01
6.656282265090047723e+00,1.071790715641766667e+01,2.574360217577276733e-01,2.820041796829788061e-01
8.078106253374453871e+00,3.109167394576285304e+01,1.565679855278095500e+00,1.491678792865841707e+00
4.584921366122735975e+01,2.546529889194188456e+01,2.370932751037572395e+00,2.392859232072240161e+00
1.875350545667890856e+01,3.375730297628185639e+01,1.290997641899134241e+00,1.388307435021792768e+00
2.856449756834547316e+01,3.288953303515361881e+01,1.363498406969149368e+00,1.273797681992286046e+00
7.777423652119495934e+00,1.226446137889619692e+01,4.374332459546232954e-01,4.659166099485013701e-01
4.488720980060620747e+01,2.496909637076585398e+01,2.379023012920534086e+00,2.417192604289899460e+00
4.960410441788058478e+01,2.108277918504094117e+01,2.031009208818281397e+00,2.038449881886439830e+00
2.598007686202563704e+01,1.691186097194049864e+01,1.350327504092447395e+00,1.340250058869628669e+00
4.752443372182632686e+01,1.435125190485772961e+01,7.631412450221197741e-01,6.450988078943974413e-01
4.852062629447234343e+01,1.221333529011427288e+01,4.619898616484356402e-01,5.217050930015098009e-01
3.394493085169884949e+01,1.262001862849573719e+01,5.303161200326806934e-01,5.138161080247384271e-01
7.575160364367306443e+00,2.183344226814694267e+01,1.968447629995711656e+00,1.957858200802742532e+00
3.317618543477613002e+01,1.574094612013338690e+01,1.046022403670781031e+00,1.107115487656333164e+00
9.530273586563758670e+00,1.466779128248787956e+01,8.549882505159310808e-01,7.376859825764582324e-01
4.481294450873408408e+01,2.887464550078009395e+01,2.047612336289071688e+00,2.043921714037384874e+00
4.463626587260180401e+01,1.088898634788489872e+01,3.249276151752581998e-01,3.544498240091154551e-01
9.437051304886603376e+00,3.351793960626092428e+01,1.197879978341632734e+00,1.233602269347854108e+00
1.800929653134627273e+01,1.692135256514944786e+01,1.454438886922984064e+00,1.484623954587576122e+00
3.433449496992196970e+01,1.035687891421982698e+01,2.871533555876785715e-01,3.888682681300322797e-01
1.238420716662122523e+01,1.428094577167869339e+01,8.662571165311988564e-01,8.801950191646689126e-01
4.221330288989857848e+01,2.421899113500708722e+01,2.375150627239337009e+00,2.425848351454115814e+00
2.561887333765471908e+01,2.950009944683106866e+01,2.128372012088578291e+00,2.166780765658049557e+00
3.253433664635728917e+01,2.166197209012362634e+01,2.213082882203641688e+00,2.138850508143426143e+00
2.302356685872801378e+01,2.803758687382556403e+01,2.437198950410603082e+00,2.398637208246924946e+00
4.050528572254577142e+01,3.336909942429814890e+01,1.190638160604627016e+00,1.294666311534776959e+00
3.967608981556508496e+01,2.423427485780980817e+01,2.389678426360371866e+00,2.375978911463004994e+00
4.030977489588208584e+01,2.723942031898062055e+01,2.282423487386706640e+00,2.279014010523779277e+00
1.857568095884568748e+01,2.291240819360051617e+01,2.664474898376050671e+00,2.598551231189359711e+00
1.820518038548447848e+01,1.003455113567695456e+01,2.971296255326378866e-01,2.799163017084114191e-01
1.251097989126267329e+01,2.975714982608012349e+01,2.184675334667040669e+00,2.118958973906403198e+00
4.502628252134944375e+01,2.156150391904843033e+01,2.113352386020017182e+00,2.082853613318110142e+00
6.316055565249986792e+00,1.303958823398310152e+01,4.538089166080249703e-01,4.814438487368528086e-01
1.808848713556947274e+01,2.912832935311542926e+01,2.354565041010244109e+00,2.312965854421662470e+00
2.187784336837989230e+00,1.227415696228944419e+01,1.020365514449845662e-01,7.125798522197289431e-02
3.296371452007472413e+01,2.451685387522550030e+01,2.462314164848403486e+00,2.529172455654293827e+00
4.800537640386408356e+01,2.626554195949958270e+01,2.333087552781659024e+00,2.356567751426709378e+00
2.701905413873054940e+01,2.321581619759351156e+01,2.492846040147490783e+00,2.518611018298558157e+00
2.225399218546154412e+00,1.039675904291277853e+01,6.274816333739997865e-02,1.124366376059950517e-01
1.795737587253074707e+01,3.333068256544790131e+01,1.395942687497951473e+00,1.368347377998428094e+00
3.325500998348204007e+01,1.462585038638392021e+01,8.400015835373541018e-01,8.204422965571390725e-01
8.492642401517635165e+00,2.432333286014389273e+01,2.328000284894427896e+00,2.225033674594061317e+00
2.622575259051646768e+01,3.123136253281235497e+01,1.757671874320873684e+00,1.794307276178350508e+00
1.721396152547116287e+01,1.862261300691314858e+01,1.867530972745749196e+00,1.857135664959707277e+00
2.727315845093289504e+00,2.137343584299008370e+01,6.313659783755948274e-01,6.311125399716480677e-01
3.927037541112284202e+01,2.568588733582059547e+01,2.395109731587298452e+00,2.340570900457130676e+00
1.485377485170723588e+01,2.710870346959212540e+01,2.685725886166941745e+00,2.716680777686545589e+00
9.474039390788973947e+00,1.953111125728926822e+01,1.838459402277051513e+00,1.869749120893950067e+00
3.304268953555959598e+01,2.820740281426276752e+01,2.225841536299375978e+00,2.234883397000954286e+00
2.228319072883581953e+01,1.910513135203660440e+01,1.902184085802055336e+00,1.822695426909633154e+00
1.656298852960235735e+01,1.804406739629560974e+01,1.732610517671343109e+00,1.690452641798634970e+00
5.589628759960642235e+00,2.584252580663354593e+01,1.692156213939275622e+00,1.690400239051850662e+00
4.939088951395756055e+01,1.484248641376104949e+01,8.439798366305321098e-01,8.020936148103958718e-01
2.987266496920860703e+01,2.833101047667510741e+01,2.251912495147509130e+00,2.271185922631599130e+00
2.244319318856632606e+01,1.147370774566715212e+01,4.314084986761901330e-01,4.816810242028176647e-01
2.955000159582213115e+01,1.022288870216197942e+01,2.840584912815857788e-01,2.462638245935039882e-01
2.293908280915611542e+01,1.403910028805023913e+01,8.045664488299963946e-01,7.954803231921224738e-01
