r,E
1.943028605721143887e+00,2.804428392951232030e-01
1.943788757751550023e+00,2.802041489525583517e-01
1.944548909781956159e+00,2.799657435422965301e-01
1.945309061812362295e+00,2.797276225786557990e-01
1.946069213842768209e+00,2.794897855770140938e-01
1.946829365873174345e+00,2.792522320538072256e-01
1.947589517903580481e+00,2.790149615265257177e-01
1.948349669933986616e+00,2.787779735137121961e-01
1.949109821964392530e+00,2.785412675349587808e-01
1.949869973994798666e+00,2.783048431109041987e-01
1.950630126025204802e+00,2.780686997632311197e-01
1.951390278055610938e+00,2.778328370146638249e-01
1.952150430086017074e+00,2.775972543889650423e-01
1.952910582116422988e+00,2.773619514109336714e-01
1.953670734146829124e+00,2.771269276064016740e-01
1.954430886177235260e+00,2.768921825022319094e-01
1.955191038207641396e+00,2.766577156263152482e-01
1.955951190238047310e+00,2.764235265075680736e-01
1.956711342268453446e+00,2.761896146759292847e-01
1.957471494298859582e+00,2.759559796623581862e-01
1.958231646329265718e+00,2.757226209988314913e-01
1.958991798359671632e+00,2.754895382183411012e-01
1.959751950390077768e+00,2.752567308548908853e-01
1.960512102420483904e+00,2.750241984434947384e-01
1.961272254450890040e+00,2.747919405201737497e-01
1.962032406481295954e+00,2.745599566219535381e-01
1.962792558511702090e+00,2.743282462868615879e-01
1.963552710542108226e+00,2.740968090539253055e-01
1.964312862572514362e+00,2.738656444631685782e-01
1.965073014602920276e+00,2.736347520556100532e-01
1.965833166633326412e+00,2.734041313732598066e-01
1.966593318663732548e+00,2.731737819591176786e-01
1.967353470694138684e+00,2.729437033571699978e-01
1.968113622724544598e+00,2.727138951123876387e-01
1.968873774754950734e+00,2.724843567707228020e-01
1.969633926785356870e+00,2.722550878791074602e-01
1.970394078815763006e+00,2.720260879854500269e-01
1.971154230846168920e+00,2.717973566386336359e-01
1.971914382876575056e+00,2.715688933885126444e-01
1.972674534906981192e+00,2.713406977859111890e-01
1.973434686937387328e+00,2.711127693826201890e-01
1.974194838967793242e+00,2.708851077313950695e-01
1.974954990998199378e+00,2.706577123859529310e-01
1.975715143028605514e+00,2.704305829009707174e-01
1.976475295059011650e+00,2.702037188320824401e-01
1.977235447089417564e+00,2.699771197358767916e-01
1.977995599119823700e+00,2.697507851698944803e-01
1.978755751150229836e+00,2.695247146926261772e-01
1.979515903180635972e+00,2.692989078635102396e-01
1.980276055211041886e+00,2.690733642429297690e-01
1.981036207241448022e+00,2.688480833922105573e-01
1.981796359271854158e+00,2.686230648736185889e-01
1.982556511302260294e+00,2.683983082503579309e-01
1.983316663332666208e+00,2.681738130865679581e-01
1.984076815363072344e+00,2.679495789473212985e-01
1.984836967393478480e+00,2.677256053986212248e-01
1.985597119423884616e+00,2.675018920073994888e-01
1.986357271454290530e+00,2.672784383415140463e-01
1.987117423484696666e+00,2.670552439697463920e-01
1.987877575515102802e+00,2.668323084617995056e-01
1.988637727545508938e+00,2.666096313882954094e-01
1.989397879575914851e+00,2.663872123207731701e-01
1.990158031606320987e+00,2.661650508316858454e-01
1.990918183636727123e+00,2.659431464943988743e-01
1.991678335667133259e+00,2.657214988831876901e-01
1.992438487697539173e+00,2.655001075732350557e-01
1.993198639727945309e+00,2.652789721406289547e-01
1.993958791758351445e+00,2.650580921623606478e-01
1.994718943788757581e+00,2.648374672163219534e-01
1.995479095819163495e+00,2.646170968813030822e-01
1.996239247849569631e+00,2.643969807369904723e-01
1.996999399879975767e+00,2.641771183639646248e-01
1.997759551910381903e+00,2.639575093436976050e-01
1.998519703940787817e+00,2.637381532585511001e-01
1.999279855971193953e+00,2.635190496917737546e-01
2.000040008001600089e+00,2.633001982274993935e-01
2.000800160032006225e+00,2.630815984507447469e-01
2.001560312062412361e+00,2.628632499474067297e-01
2.002320464092818497e+00,2.626451523042608871e-01
2.003080616123224633e+00,2.624273051089590081e-01
2.003840768153630769e+00,2.622097079500266270e-01
2.004600920184036461e+00,2.619923604168612474e-01
2.005361072214442597e+00,2.617752620997295110e-01
2.006121224244848733e+00,2.615584125897660317e-01
2.006881376275254869e+00,2.613418114789705093e-01
2.007641528305661005e+00,2.611254583602053980e-01
2.008401680336067141e+00,2.609093528271945184e-01
2.009161832366473277e+00,2.606934944745202820e-01
2.009921984396879413e+00,2.604778828976214711e-01
2.010682136427285105e+00,2.602625176927920170e-01
2.011442288457691241e+00,2.600473984571772812e-01
2.012202440488097377e+00,2.598325247887736111e-01
2.012962592518503513e+00,2.596178962864251205e-01
2.013722744548909649e+00,2.594035125498219685e-01
2.014482896579315785e+00,2.591893731794982503e-01
2.015243048609721921e+00,2.589754777768297767e-01
2.016003200640128057e+00,2.587618259440320201e-01
2.016763352670534193e+00,2.585484172841581163e-01
2.017523504700939885e+00,2.583352514010968659e-01
2.018283656731346021e+00,2.581223278995697923e-01
2.019043808761752157e+00,2.579096463851306975e-01
2.019803960792158293e+00,2.576972064641619431e-01
2.020564112822564429e+00,2.574850077438736728e-01
2.021324264852970565e+00,2.572730498323007597e-01
2.022084416883376701e+00,2.570613323383013626e-01
2.022844568913782837e+00,2.568498548715548724e-01
2.023604720944188529e+00,2.566386170425595803e-01
2.024364872974594665e+00,2.564276184626305133e-01
2.025125025005000801e+00,2.562168587438980460e-01
2.025885177035406937e+00,2.560063374993054031e-01
2.026645329065813073e+00,2.557960543426067157e-01
2.027405481096219209e+00,2.555860088883651349e-01
2.028165633126625345e+00,2.553762007519504995e-01
2.028925785157031481e+00,2.551666295495378378e-01
2.029685937187437172e+00,2.549572948981052578e-01
2.030446089217843308e+00,2.547481964154311718e-01
2.031206241248249444e+00,2.545393337200935191e-01
2.031966393278655580e+00,2.543307064314671018e-01
2.032726545309061716e+00,2.541223141697218080e-01
2.033486697339467852e+00,2.539141565558202807e-01
2.034246849369873988e+00,2.537062332115166963e-01
2.035007001400280124e+00,2.534985437593540447e-01
2.035767153430685816e+00,2.532910878226628526e-01
2.036527305461091952e+00,2.530838650255582967e-01
2.037287457491498088e+00,2.528768749929394821e-01
2.038047609521904224e+00,2.526701173504866116e-01
2.038807761552310360e+00,2.524635917246594863e-01
2.039567913582716496e+00,2.522572977426953411e-01
2.040328065613122632e+00,2.520512350326070683e-01
2.041088217643528768e+00,2.518454032231812745e-01
2.041848369673934460e+00,2.516398019439764489e-01
2.042608521704340596e+00,2.514344308253207982e-01
2.043368673734746732e+00,2.512292894983106928e-01
2.044128825765152868e+00,2.510243775948086120e-01
2.044888977795559004e+00,2.508196947474413685e-01
2.045649129825965140e+00,2.506152405895979984e-01
2.046409281856371276e+00,2.504110147554280963e-01
2.047169433886777412e+00,2.502070168798398719e-01
2.047929585917183104e+00,2.500032465984984853e-01
2.048689737947589240e+00,2.497997035478234651e-01
2.049449889977995376e+00,2.495963873649880704e-01
2.050210042008401512e+00,2.493932976879162933e-01
2.050970194038807648e+00,2.491904341552818036e-01
2.051730346069213784e+00,2.489877964065055627e-01
2.052490498099619920e+00,2.487853840817544349e-01
2.053250650130026056e+00,2.485831968219390231e-01
2.054010802160431748e+00,2.483812342687121422e-01
2.054770954190837884e+00,2.481794960644665149e-01
2.055531106221244020e+00,2.479779818523336621e-01
2.056291258251650156e+00,2.477766912761815155e-01
2.057051410282056292e+00,2.475756239806129744e-01
2.057811562312462428e+00,2.473747796109638242e-01
2.058571714342868564e+00,2.471741578133011541e-01
2.059331866373274700e+00,2.469737582344216087e-01
2.060092018403680392e+00,2.467735805218493617e-01
2.060852170434086528e+00,2.465736243238343950e-01
2.061612322464492664e+00,2.463738892893510279e-01
2.062372474494898800e+00,2.461743750680958354e-01
2.063132626525304936e+00,2.459750813104860101e-01
2.063892778555711072e+00,2.457760076676575867e-01
2.064652930586117208e+00,2.455771537914637204e-01
2.065413082616523344e+00,2.453785193344727722e-01
2.066173234646929036e+00,2.451801039499669765e-01
2.066933386677335172e+00,2.449819072919401375e-01
2.067693538707741308e+00,2.447839290150963243e-01
2.068453690738147444e+00,2.445861687748480673e-01
2.069213842768553580e+00,2.443886262273145538e-01
2.069973994798959716e+00,2.441913010293198516e-01
2.070734146829365852e+00,2.439941928383914660e-01
2.071494298859771988e+00,2.437973013127582300e-01
2.072254450890177679e+00,2.436006261113490834e-01
2.073014602920583815e+00,2.434041668937907132e-01
2.073774754950989951e+00,2.432079233204067215e-01
2.074534906981396087e+00,2.430118950522151544e-01
2.075295059011802223e+00,2.428160817509272262e-01
2.076055211042208359e+00,2.426204830789456812e-01
2.076815363072614495e+00,2.424250986993628232e-01
2.077575515103020631e+00,2.422299282759590999e-01
2.078335667133426323e+00,2.420349714732014657e-01
2.079095819163832459e+00,2.418402279562411605e-01
2.079855971194238595e+00,2.416456973909128503e-01
2.080616123224644731e+00,2.414513794437326832e-01
2.081376275255050867e+00,2.412572737818964308e-01
2.082136427285457003e+00,2.410633800732780718e-01
2.082896579315863139e+00,2.408696979864279608e-01
2.083656731346269275e+00,2.406762271905713846e-01
2.084416883376675411e+00,2.404829673556068692e-01
2.085177035407081103e+00,2.402899181521046534e-01
2.085937187437487239e+00,2.400970792513045793e-01
2.086697339467893375e+00,2.399044503251153426e-01
2.087457491498299511e+00,2.397120310461120507e-01
2.088217643528705647e+00,2.395198210875350842e-01
2.088977795559111783e+00,2.393278201232884039e-01
2.089737947589517919e+00,2.391360278279378859e-01
2.090498099619924055e+00,2.389444438767097112e-01
2.091258251650329747e+00,2.387530679454890337e-01
2.092018403680735883e+00,2.385618997108177319e-01
2.092778555711142019e+00,2.383709388498937709e-01
2.093538707741548155e+00,2.381801850405688981e-01
2.094298859771954291e+00,2.379896379613473112e-01
2.095059011802360427e+00,2.377992972913842151e-01
2.095819163832766563e+00,2.376091627104840731e-01
2.096579315863172699e+00,2.374192338990990248e-01
2.097339467893578391e+00,2.372295105383276093e-01
2.098099619923984527e+00,2.370399923099126838e-01
2.098859771954390663e+00,2.368506788962405629e-01
2.099619923984796799e+00,2.366615699803389927e-01
2.100380076015202935e+00,2.364726652458756795e-01
2.101140228045609071e+00,2.362839643771569575e-01
2.101900380076015207e+00,2.360954670591260962e-01
2.102660532106421343e+00,2.359071729773616621e-01
2.103420684136827035e+00,2.357190818180764924e-01
2.104180836167233171e+00,2.355311932681152798e-01
2.104940988197639307e+00,2.353435070149541009e-01
2.105701140228045443e+00,2.351560227466981123e-01
2.106461292258451579e+00,2.349687401520805796e-01
2.107221444288857715e+00,2.347816589204609339e-01
2.107981596319263851e+00,2.345947787418236063e-01
2.108741748349669987e+00,2.344080993067764462e-01
2.109501900380075678e+00,2.342216203065491387e-01
2.110262052410481814e+00,2.340353414329916504e-01
2.111022204440887950e+00,2.338492623785731750e-01
2.111782356471294086e+00,2.336633828363800514e-01
2.112542508501700222e+00,2.334777025001148754e-01
2.113302660532106358e+00,2.332922210640946126e-01
2.114062812562512494e+00,2.331069382232493492e-01
2.114822964592918630e+00,2.329218536731206823e-01
2.115583116623324322e+00,2.327369671098605264e-01
2.116343268653730458e+00,2.325522782302291147e-01
2.117103420684136594e+00,2.323677867315943057e-01
2.117863572714542730e+00,2.321834923119295291e-01
2.118623724744948866e+00,2.319993946698127030e-01
2.119383876775355002e+00,2.318154935044245413e-01
2.120144028805761138e+00,2.316317885155473322e-01
2.120904180836167274e+00,2.314482794035633839e-01
2.121664332866572966e+00,2.312649658694536647e-01
2.122424484896979102e+00,2.310818476147961098e-01
2.123184636927385238e+00,2.308989243417648995e-01
2.123944788957791374e+00,2.307161957531281282e-01
2.124704940988197510e+00,2.305336615522472488e-01
2.125465093018603646e+00,2.303513214430750189e-01
2.126225245049009782e+00,2.301691751301544187e-01
2.126985397079415918e+00,2.299872223186172626e-01
2.127745549109821610e+00,2.298054627141827289e-01
2.128505701140227746e+00,2.296238960231557769e-01
2.129265853170633882e+00,2.294425219524261761e-01
2.130026005201040018e+00,2.292613402094668129e-01
2.130786157231446154e+00,2.290803505023324971e-01
2.131546309261852290e+00,2.288995525396582686e-01
2.132306461292258426e+00,2.287189460306585653e-01
2.133066613322664562e+00,2.285385306851252241e-01
2.133826765353070254e+00,2.283583062134267316e-01
2.134586917383476390e+00,2.281782723265062263e-01
2.135347069413882526e+00,2.279984287358806927e-01
2.136107221444288662e+00,2.278187751536394079e-01
2.136867373474694798e+00,2.276393112924424977e-01
2.137627525505100934e+00,2.274600368655196325e-01
2.138387677535507070e+00,2.272809515866688890e-01
2.139147829565913206e+00,2.271020551702550572e-01
2.139907981596318898e+00,2.269233473312086413e-01
2.140668133626725034e+00,2.267448277850241389e-01
2.141428285657131170e+00,2.265664962477592081e-01
2.142188437687537306e+00,2.263883524360330024e-01
2.142948589717943442e+00,2.262103960670248659e-01
2.143708741748349578e+00,2.260326268584731957e-01
2.144468893778755714e+00,2.258550445286738872e-01
2.145229045809161850e+00,2.256776487964792244e-01
2.145989197839567986e+00,2.255004393812965469e-01
2.146749349869973678e+00,2.253234160030869460e-01
2.147509501900379814e+00,2.251465783823635158e-01
2.148269653930785950e+00,2.249699262401909650e-01
2.149029805961192086e+00,2.247934592981835344e-01
2.149789957991598222e+00,2.246171772785040543e-01
2.150550110022004358e+00,2.244410799038626947e-01
2.151310262052410494e+00,2.242651668975154666e-01
2.152070414082816630e+00,2.240894379832630012e-01
2.152830566113222321e+00,2.239138928854495780e-01
2.153590718143628457e+00,2.237385313289612099e-01
2.154350870174034593e+00,2.235633530392251433e-01
2.155111022204440729e+00,2.233883577422079991e-01
2.155871174234846865e+00,2.232135451644148838e-01
2.156631326265253001e+00,2.230389150328878356e-01
2.157391478295659137e+00,2.228644670752047974e-01
2.158151630326065273e+00,2.226902010194782844e-01
2.158911782356470965e+00,2.225161165943541075e-01
2.159671934386877101e+00,2.223422135290100132e-01
2.160432086417283237e+00,2.221684915531547400e-01
2.161192238447689373e+00,2.219949503970266302e-01
2.161952390478095509e+00,2.218215897913922707e-01
2.162712542508501645e+00,2.216484094675454375e-01
2.163472694538907781e+00,2.214754091573057915e-01
2.164232846569313917e+00,2.213025885930176573e-01
2.164992998599719609e+00,2.211299475075489129e-01
2.165753150630125745e+00,2.209574856342892413e-01
2.166513302660531881e+00,2.207852027071498524e-01
2.167273454690938017e+00,2.206130984605614576e-01
2.168033606721344153e+00,2.204411726294734919e-01
2.168793758751750289e+00,2.202694249493526435e-01
2.169553910782156425e+00,2.200978551561819097e-01
2.170314062812562561e+00,2.199264629864591813e-01
2.171074214842968253e+00,2.197552481771962163e-01
2.171834366873374389e+00,2.195842104659170291e-01
2.172594518903780525e+00,2.194133495906575304e-01
2.173354670934186661e+00,2.192426652899635009e-01
2.174114822964592797e+00,2.190721573028898417e-01
2.174874974994998933e+00,2.189018253689993254e-01
2.175635127025405069e+00,2.187316692283613473e-01
2.176395279055811205e+00,2.185616886215507870e-01
2.177155431086216897e+00,2.183918832896469819e-01
2.177915583116623033e+00,2.182222529742320338e-01
2.178675735147029169e+00,2.180527974173904759e-01
2.179435887177435305e+00,2.178835163617074133e-01
2.180196039207841441e+00,2.177144095502676902e-01
2.180956191238247577e+00,2.175454767266546408e-01
2.181716343268653713e+00,2.173767176349489794e-01
2.182476495299059849e+00,2.172081320197275511e-01
2.183236647329465541e+00,2.170397196260624439e-01
2.183996799359871677e+00,2.168714801995193231e-01
2.184756951390277813e+00,2.167034134861568206e-01
2.185517103420683949e+00,2.165355192325252864e-01
2.186277255451090085e+00,2.163677971856654558e-01
2.187037407481496221e+00,2.162002470931074227e-01
2.187797559511902357e+00,2.160328687028695294e-01
2.188557711542308493e+00,2.158656617634573394e-01
2.189317863572714185e+00,2.156986260238622499e-01
2.190078015603120321e+00,2.155317612335604649e-01
2.190838167633526457e+00,2.153650671425121343e-01
2.191598319663932593e+00,2.151985435011599113e-01
2.192358471694338728e+00,2.150321900604280634e-01
2.193118623724744864e+00,2.148660065717211409e-01
2.193878775755151000e+00,2.146999927869231994e-01
2.194638927785557136e+00,2.145341484583963010e-01
2.195399079815962828e+00,2.143684733389797925e-01
2.196159231846368964e+00,2.142029671819887238e-01
2.196919383876775100e+00,2.140376297412134310e-01
2.197679535907181236e+00,2.138724607709177883e-01
2.198439687937587372e+00,2.137074600258386248e-01
2.199199839967993508e+00,2.135426272611842813e-01
2.199959991998399644e+00,2.133779622326336667e-01
2.200720144028805780e+00,2.132134646963352309e-01
2.201480296059211916e+00,2.130491344089058825e-01
2.202240448089618052e+00,2.128849711274296563e-01
2.203000600120023744e+00,2.127209746094571585e-01
2.203760752150429880e+00,2.125571446130038455e-01
2.204520904180836016e+00,2.123934808965495247e-01
2.205281056211242152e+00,2.122299832190370217e-01
2.206041208241648288e+00,2.120666513398712094e-01
2.206801360272054424e+00,2.119034850189178698e-01
2.207561512302460560e+00,2.117404840165025837e-01
2.208321664332866696e+00,2.115776480934099812e-01
2.209081816363272388e+00,2.114149770108823823e-01
2.209841968393678524e+00,2.112524705306186856e-01
2.210602120424084660e+00,2.110901284147737589e-01
2.211362272454490796e+00,2.109279504259569671e-01
2.212122424484896932e+00,2.107659363272313957e-01
2.212882576515303068e+00,2.106040858821126571e-01
2.213642728545709204e+00,2.104423988545679469e-01
2.214402880576115340e+00,2.102808750090149337e-01
2.215163032606521476e+00,2.101195141103208708e-01
2.215923184636927168e+00,2.099583159238014862e-01
2.216683336667333304e+00,2.097972802152197058e-01
2.217443488697739440e+00,2.096364067507852091e-01
2.218203640728145576e+00,2.094756952971529307e-01
2.218963792758551712e+00,2.093151456214222828e-01
2.219723944788957848e+00,2.091547574911359619e-01
2.220484096819363984e+00,2.089945306742791442e-01
2.221244248849770120e+00,2.088344649392782637e-01
2.222004400880175812e+00,2.086745600550004021e-01
2.222764552910581948e+00,2.085148157907514288e-01
2.223524704940988084e+00,2.083552319162762512e-01
2.224284856971394220e+00,2.081958082017567047e-01
2.225045009001800356e+00,2.080365444178111645e-01
2.225805161032206492e+00,2.078774403354933520e-01
2.226565313062612628e+00,2.077184957262914744e-01
2.227325465093018764e+00,2.075597103621270589e-01
2.228085617123424456e+00,2.074010840153541757e-01
2.228845769153830592e+00,2.072426164587580777e-01
2.229605921184236728e+00,2.070843074655547289e-01
2.230366073214642864e+00,2.069261568093895831e-01
2.231126225245049000e+00,2.067681642643365847e-01
2.231886377275455136e+00,2.066103296048971139e-01
2.232646529305861272e+00,2.064526526059993206e-01
2.233406681336267408e+00,2.062951330429968477e-01
2.234166833366673099e+00,2.061377706916681929e-01
2.234926985397079235e+00,2.059805653282151261e-01
2.235687137427485371e+00,2.058235167292625234e-01
2.236447289457891507e+00,2.056666246718569513e-01
2.237207441488297643e+00,2.055098889334658063e-01
2.237967593518703779e+00,2.053533092919763159e-01
2.238727745549109915e+00,2.051968855256947055e-01
2.239487897579516051e+00,2.050406174133451165e-01
2.240248049609921743e+00,2.048845047340688841e-01
2.241008201640327879e+00,2.047285472674231221e-01
2.241768353670734015e+00,2.045727447933803900e-01
2.242528505701140151e+00,2.044170970923274155e-01
2.243288657731546287e+00,2.042616039450641241e-01
2.244048809761952423e+00,2.041062651328029165e-01
2.244808961792358559e+00,2.039510804371675867e-01
2.245569113822764695e+00,2.037960496401924060e-01
2.246329265853170387e+00,2.036411725243212900e-01
2.247089417883576523e+00,2.034864488724066056e-01
2.247849569913982659e+00,2.033318784677087543e-01
2.248609721944388795e+00,2.031774610938947845e-01
2.249369873974794931e+00,2.030231965350376977e-01
2.250130026005201067e+00,2.028690845756154493e-01
2.250890178035607203e+00,2.027151250005101712e-01
2.251650330066013339e+00,2.025613175950070621e-01
2.252410482096419031e+00,2.024076621447937763e-01
2.253170634126825167e+00,2.022541584359590083e-01
2.253930786157231303e+00,2.021008062549921602e-01
2.254690938187637439e+00,2.019476053887823142e-01
2.255451090218043575e+00,2.017945556246169003e-01
2.256211242248449711e+00,2.016416567501813917e-01
2.256971394278855847e+00,2.014889085535580548e-01
2.257731546309261983e+00,2.013363108232251730e-01
2.258491698339667675e+00,2.011838633480561578e-01
2.259251850370073811e+00,2.010315659173185221e-01
2.260012002400479947e+00,2.008794183206732420e-01
2.260772154430886083e+00,2.007274203481738128e-01
2.261532306461292219e+00,2.005755717902651947e-01
2.262292458491698355e+00,2.004238724377831182e-01
2.263052610522104491e+00,2.002723220819531136e-01
2.263812762552510627e+00,2.001209205143897607e-01
2.264572914582916319e+00,1.999696675270957180e-01
2.265333066613322455e+00,1.998185629124606955e-01
2.266093218643728591e+00,1.996676064632609826e-01
2.266853370674134727e+00,1.995167979726582830e-01
2.267613522704540863e+00,1.993661372341989924e-01
2.268373674734946999e+00,1.992156240418132551e-01
2.269133826765353135e+00,1.990652581898140761e-01
2.269893978795759271e+00,1.989150394728967375e-01
2.270654130826164963e+00,1.987649676861376058e-01
2.271414282856571099e+00,1.986150426249932988e-01
2.272174434886977235e+00,1.984652640853001582e-01
2.272934586917383371e+00,1.983156318632731674e-01
2.273694738947789507e+00,1.981661457555051464e-01
2.274454890978195643e+00,1.980168055589658360e-01
2.275215043008601778e+00,1.978676110710012592e-01
2.275975195039007914e+00,1.977185620893326390e-01
2.276735347069414050e+00,1.975696584120557597e-01
2.277495499099819742e+00,1.974208998376402180e-01
2.278255651130225878e+00,1.972722861649280068e-01
2.279015803160632014e+00,1.971238171931334882e-01
2.279775955191038150e+00,1.969754927218421159e-01
2.280536107221444286e+00,1.968273125510096588e-01
2.281296259251850422e+00,1.966792764809613958e-01
2.282056411282256558e+00,1.965313843123913662e-01
2.282816563312662694e+00,1.963836358463614262e-01
2.283576715343068386e+00,1.962360308843007495e-01
2.284336867373474522e+00,1.960885692280043002e-01
2.285097019403880658e+00,1.959412506796328612e-01
2.285857171434286794e+00,1.957940750417117570e-01
2.286617323464692930e+00,1.956470421171301877e-01
2.287377475495099066e+00,1.955001517091403407e-01
2.288137627525505202e+00,1.953534036213565583e-01
2.288897779555911338e+00,1.952067976577547270e-01
2.289657931586317030e+00,1.950603336226714446e-01
2.290418083616723166e+00,1.949140113208026881e-01
2.291178235647129302e+00,1.947678305572039248e-01
2.291938387677535438e+00,1.946217911372887521e-01
2.292698539707941574e+00,1.944758928668281206e-01
2.293458691738347710e+00,1.943301355519496953e-01
2.294218843768753846e+00,1.941845189991369958e-01
2.294978995799159982e+00,1.940390430152286461e-01
2.295739147829565674e+00,1.938937074074176259e-01
2.296499299859971810e+00,1.937485119832502711e-01
2.297259451890377946e+00,1.936034565506257465e-01
2.298019603920784082e+00,1.934585409177952409e-01
2.298779755951190218e+00,1.933137648933610508e-01
2.299539907981596354e+00,1.931691282862759707e-01
2.300300060012002490e+00,1.930246309058423759e-01
2.301060212042408626e+00,1.928802725617115299e-01
2.301820364072814318e+00,1.927360530638828340e-01
2.302580516103220454e+00,1.925919722227028563e-01
2.303340668133626590e+00,1.924480298488649987e-01
2.304100820164032726e+00,1.923042257534082755e-01
2.304860972194438862e+00,1.921605597477169525e-01
2.305621124224844998e+00,1.920170316435194091e-01
2.306381276255251134e+00,1.918736412528876389e-01
2.307141428285657270e+00,1.917303883882364723e-01
2.307901580316062962e+00,1.915872728623227716e-01
2.308661732346469098e+00,1.914442944882444042e-01
2.309421884376875234e+00,1.913014530794401868e-01
2.310182036407281370e+00,1.911587484496884981e-01
2.310942188437687506e+00,1.910161804131067509e-01
2.311702340468093642e+00,1.908737487841507541e-01
2.312462492498499778e+00,1.907314533776138243e-01
2.313222644528905914e+00,1.905892940086261200e-01
2.313982796559311605e+00,1.904472704926538640e-01
2.314742948589717741e+00,1.903053826454986219e-01
2.315503100620123877e+00,1.901636302832964698e-01
2.316263252650530013e+00,1.900220132225175496e-01
2.317023404680936149e+00,1.898805312799650979e-01
2.317783556711342285e+00,1.897391842727746969e-01
2.318543708741748421e+00,1.895979720184137185e-01
2.319303860772154557e+00,1.894568943346804923e-01
2.320064012802560249e+00,1.893159510397035561e-01
2.320824164832966385e+00,1.891751419519409061e-01
2.321584316863372521e+00,1.890344668901794700e-01
2.322344468893778657e+00,1.888939256735342465e-01
2.323104620924184793e+00,1.887535181214475277e-01
2.323864772954590929e+00,1.886132440536883725e-01
2.324624924984997065e+00,1.884731032903517456e-01
2.325385077015403201e+00,1.883330956518577959e-01
2.326145229045808893e+00,1.881932209589514127e-01
2.326905381076215029e+00,1.880534790327008654e-01
2.327665533106621165e+00,1.879138696944980258e-01
2.328425685137027301e+00,1.877743927660568968e-01
2.329185837167433437e+00,1.876350480694132794e-01
2.329945989197839573e+00,1.874958354269239680e-01
2.330706141228245709e+00,1.873567546612661117e-01
2.331466293258651845e+00,1.872178055954364373e-01
2.332226445289057537e+00,1.870789880527506943e-01
2.332986597319463673e+00,1.869403018568426000e-01
2.333746749349869809e+00,1.868017468316636731e-01
2.334506901380275945e+00,1.866633228014822066e-01
2.335267053410682081e+00,1.865250295908826295e-01
2.336027205441088217e+00,1.863868670247648407e-01
2.336787357471494353e+00,1.862488349283435984e-01
2.337547509501900489e+00,1.861109331271476597e-01
2.338307661532306181e+00,1.859731614470194194e-01
2.339067813562712317e+00,1.858355197141136894e-01
2.339827965593118453e+00,1.856980077548975872e-01
2.340588117623524589e+00,1.855606253961495922e-01
2.341348269653930725e+00,1.854233724649589077e-01
2.342108421684336861e+00,1.852862487887247112e-01
2.342868573714742997e+00,1.851492541951556825e-01
2.343628725745149133e+00,1.850123885122690326e-01
2.344388877775555269e+00,1.848756515683901980e-01
2.345149029805960961e+00,1.847390431921520082e-01
2.345909181836367097e+00,1.846025632124936311e-01
2.346669333866773233e+00,1.844662114586607393e-01
2.347429485897179369e+00,1.843299877602040948e-01
2.348189637927585505e+00,1.841938919469793823e-01
2.348949789957991641e+00,1.840579238491462377e-01
2.349709941988397777e+00,1.839220832971677211e-01
2.350470094018803913e+00,1.837863701218096502e-01
2.351230246049209605e+00,1.836507841541401009e-01
2.351990398079615741e+00,1.835153252255282141e-01
2.352750550110021877e+00,1.833799931676443618e-01
2.353510702140428013e+00,1.832447878124588148e-01
2.354270854170834149e+00,1.831097089922414378e-01
2.355031006201240285e+00,1.829747565395609399e-01
2.355791158231646421e+00,1.828399302872843468e-01
2.356551310262052557e+00,1.827052300685760300e-01
2.357311462292458248e+00,1.825706557168976507e-01
2.358071614322864384e+00,1.824362070660067447e-01
2.358831766353270520e+00,1.823018839499567778e-01
2.359591918383676656e+00,1.821676862030962574e-01
2.360352070414082792e+00,1.820336136600679278e-01
2.361112222444488928e+00,1.818996661558084649e-01
2.361872374474895064e+00,1.817658435255475324e-01
2.362632526505301200e+00,1.816321456048073657e-01
2.363392678535706892e+00,1.814985722294021331e-01
2.364152830566113028e+00,1.813651232354370479e-01
2.364912982596519164e+00,1.812317984593080911e-01
2.365673134626925300e+00,1.810985977377012612e-01
2.366433286657331436e+00,1.809655209075918258e-01
2.367193438687737572e+00,1.808325678062439046e-01
2.367953590718143708e+00,1.806997382712097477e-01
2.368713742748549844e+00,1.805670321403290424e-01
2.369473894778955536e+00,1.804344492517285514e-01
2.370234046809361672e+00,1.803019894438210313e-01
2.370994198839767808e+00,1.801696525553051764e-01
2.371754350870173944e+00,1.800374384251646476e-01
2.372514502900580080e+00,1.799053468926676003e-01
2.373274654930986216e+00,1.797733777973660185e-01
2.374034806961392352e+00,1.796415309790950765e-01
2.374794958991798488e+00,1.795098062779726666e-01
2.375555111022204180e+00,1.793782035343987613e-01
2.376315263052610316e+00,1.792467225890545524e-01
2.377075415083016452e+00,1.791153632829021736e-01
2.377835567113422588e+00,1.789841254571840901e-01
2.378595719143828724e+00,1.788530089534222933e-01
2.379355871174234860e+00,1.787220136134178294e-01
2.380116023204640996e+00,1.785911392792501884e-01
2.380876175235047132e+00,1.784603857932766935e-01
2.381636327265452824e+00,1.783297529981320018e-01
2.382396479295858960e+00,1.781992407367272713e-01
2.383156631326265096e+00,1.780688488522498281e-01
2.383916783356671232e+00,1.779385771881625278e-01
2.384676935387077368e+00,1.778084255882031450e-01
2.385437087417483504e+00,1.776783938963836240e-01
