t,H,H_slow,V_freq,dH_dt,dH_dt_noisy
1.543508701740348101e+02,2.235080373169023304e-01,2.322908925833449545e-01,9.665966836482210722e-02,-1.709356339955310847e-04,-2.107422745828016009e-04
1.544108821764352797e+02,2.234977835899522591e-01,2.322733306752461646e-01,9.666872253593779274e-02,-1.707863930101678404e-04,4.846565284154561153e-05
1.544708941788357777e+02,2.234875388158015785e-01,2.322557833807493977e-01,9.667776820046002084e-02,-1.706372768995973940e-04,-2.746170991908621789e-04
1.545309061812362472e+02,2.234773029869775995e-01,2.322382506885277142e-01,9.668680536617121901e-02,-1.704882855664818092e-04,-1.819372700727424255e-04
1.545909181836367168e+02,2.234670760960128233e-01,2.322207325872619188e-01,9.669583404084723666e-02,-1.703394189135057010e-04,1.898006628371281808e-04
1.546509301860372148e+02,2.234568581354450800e-01,2.322032290656405040e-01,9.670485423225737287e-02,-1.701906768434013895e-04,-4.169503606398516113e-04
1.547109421884376843e+02,2.234466490978173348e-01,2.321857401123597342e-01,9.671386594816437643e-02,-1.700420592589176744e-04,-1.629301479071250110e-04
1.547709541908381539e+02,2.234364489756778538e-01,2.321682657161235896e-01,9.672286919632444580e-02,-1.698935660628493258e-04,-1.769581034926896604e-04
1.548309661932386518e+02,2.234262577615800938e-01,2.321508058656437945e-01,9.673186398448722911e-02,-1.697451971580093283e-04,-1.657831938481150991e-04
1.548909781956391214e+02,2.234160754480827571e-01,2.321333605496397889e-01,9.674085032039579646e-02,-1.695969524472522999e-04,-2.546694923189792145e-04
1.549509901980396194e+02,2.234059020277497920e-01,2.321159297568387569e-01,9.674982821178669534e-02,-1.694488318334649510e-04,-1.836043214478429251e-05
1.550110022004400889e+02,2.233957374931503648e-01,2.320985134759756263e-01,9.675879766638988133e-02,-1.693008352195565433e-04,-3.624619060491092860e-04
1.550710142028405585e+02,2.233855818368589152e-01,2.320811116957930686e-01,9.676775869192880131e-02,-1.691529625084849109e-04,-4.128997182926932743e-04
1.551310262052410565e+02,2.233754350514550457e-01,2.320637244050414438e-01,9.677671129612031020e-02,-1.690052136032243676e-04,-5.306673911029001673e-05
1.551910382076415260e+02,2.233652971295236322e-01,2.320463515924789111e-01,9.678565548667472651e-02,-1.688575884067882588e-04,-3.876917076630463383e-04
1.552510502100419956e+02,2.233551680636548242e-01,2.320289932468712901e-01,9.679459127129580454e-02,-1.687100868222254912e-04,-7.475111556219092318e-05
1.553110622124424935e+02,2.233450478464439060e-01,2.320116493569922000e-01,9.680351865768076214e-02,-1.685627087526083909e-04,-1.456119257170874299e-04
1.553710742148429631e+02,2.233349364704914908e-01,2.319943199116229482e-01,9.681243765352023911e-02,-1.684154541010509168e-04,-2.872005230810514430e-04
1.554310862172434611e+02,2.233248339284033823e-01,2.319770048995526135e-01,9.682134826649833881e-02,-1.682683227706939164e-04,-2.192968778714293407e-04
1.554910982196439306e+02,2.233147402127906023e-01,2.319597043095779632e-01,9.683025050429260039e-02,-1.681213146647111967e-04,-1.703984380747557690e-04
1.555511102220444002e+02,2.233046553162694459e-01,2.319424181305035360e-01,9.683914437457402657e-02,-1.679744296863095246e-04,-6.116799458765854807e-05
1.556111222244448982e+02,2.232945792314614264e-01,2.319251463511416145e-01,9.684802988500702814e-02,-1.678276677387329635e-04,-2.775423272243408650e-04
1.556711342268453677e+02,2.232845119509932474e-01,2.319078889603121418e-01,9.685690704324950717e-02,-1.676810287252455262e-04,-1.934849640608849483e-04
1.557311462292458373e+02,2.232744534674969417e-01,2.318906459468428882e-01,9.686577585695277381e-02,-1.675345125491589302e-04,-4.381031137459579275e-04
1.557911582316463353e+02,2.232644037736096487e-01,2.318734172995693121e-01,9.687463633376161565e-02,-1.673881191138039751e-04,-2.070090749334062643e-04
1.558511702340468048e+02,2.232543628619738652e-01,2.318562030073346159e-01,9.688348848131424218e-02,-1.672418483225522265e-04,-5.359054532334927689e-04
1.559111822364472744e+02,2.232443307252372777e-01,2.318390030589896900e-01,9.689233230724231261e-02,-1.670957000788099445e-04,-1.620684383572570627e-04
1.559711942388477723e+02,2.232343073560527358e-01,2.318218174433932521e-01,9.690116781917094968e-02,-1.669496742860050731e-04,-2.442895609058701092e-04
1.560312062412482419e+02,2.232242927470784177e-01,2.318046461494116806e-01,9.690999502471868421e-02,-1.668037708476063224e-04,2.646346937432049462e-04
1.560912182436487399e+02,2.232142868909777200e-01,2.317874891659190695e-01,9.691881393149753832e-02,-1.666579896671170971e-04,1.027875719114594512e-04
1.561512302460492094e+02,2.232042897804192016e-01,2.317703464817973680e-01,9.692762454711294218e-02,-1.665123306480616183e-04,-1.842992514017443575e-04
1.562112422484496790e+02,2.231943014080767507e-01,2.317532180859361024e-01,9.693642687916380341e-02,-1.663667936940144143e-04,3.488541196978029975e-05
1.562712542508501770e+02,2.231843217666294177e-01,2.317361039672326539e-01,9.694522093524245154e-02,-1.662213787085664932e-04,-9.822735593744292421e-05
1.563312662532506465e+02,2.231743508487615546e-01,2.317190041145920643e-01,9.695400672293466582e-02,-1.660760855953539658e-04,-3.845835643236333694e-04
1.563912782556511161e+02,2.231643886471626481e-01,2.317019185169271467e-01,9.696278424981968902e-02,-1.659309142580346272e-04,-6.400662137153720127e-04
1.564512902580516140e+02,2.231544351545274862e-01,2.316848471631584305e-01,9.697155352347018586e-02,-1.657858646003053035e-04,6.571013081643721086e-05
1.565113022604520836e+02,2.231444903635561028e-01,2.316677900422142167e-01,9.698031455145227075e-02,-1.656409365258957808e-04,-7.829415099357969277e-05
1.565713142628525816e+02,2.231345542669537496e-01,2.316507471430304665e-01,9.698906734132553553e-02,-1.654961299385688048e-04,-5.471657319937580982e-04
1.566313262652530511e+02,2.231246268574308689e-01,2.316337184545509409e-01,9.699781190064295233e-02,-1.653514447421148767e-04,-2.930340799930242083e-05
1.566913382676535207e+02,2.231147081277031763e-01,2.316167039657271165e-01,9.700654823695101237e-02,-1.652068808403643965e-04,2.578760221501471498e-05
1.567513502700540187e+02,2.231047980704916611e-01,2.315997036655182140e-01,9.701527635778961489e-02,-1.650624381371772545e-04,-2.935278469787752794e-04
1.568113622724544882e+02,2.230948966785224474e-01,2.315827175428911422e-01,9.702399627069209498e-02,-1.649181165364436985e-04,8.241483860208550626e-07
1.568713742748549578e+02,2.230850039445269883e-01,2.315657455868205816e-01,9.703270798318525125e-02,-1.647739159420964772e-04,-5.009781081230495897e-04
1.569313862772554558e+02,2.230751198612418995e-01,2.315487877862889565e-01,9.704141150278933203e-02,-1.646298362580848190e-04,-2.010276609880524848e-04
1.569913982796559253e+02,2.230652444214090702e-01,2.315318441302863794e-01,9.705010683701802143e-02,-1.644858773884082595e-04,-1.502904439349453088e-04
1.570514102820564233e+02,2.230553776177756076e-01,2.315149146078107623e-01,9.705879399337845326e-02,-1.643420392370871508e-04,-1.029078653195115295e-06
1.571114222844568928e+02,2.230455194430938648e-01,2.314979992078677329e-01,9.706747297937119712e-02,-1.641983217081791416e-04,-7.776495822343569401e-05
1.571714342868573624e+02,2.230356698901214130e-01,2.314810979194705798e-01,9.707614380249027231e-02,-1.640547247057774424e-04,-1.129732737899455126e-04
1.572314462892578604e+02,2.230258289516210690e-01,2.314642107316404185e-01,9.708480647022317556e-02,-1.639112481340064889e-04,-4.634741942634177042e-05
1.572914582916583299e+02,2.230159966203608679e-01,2.314473376334060528e-01,9.709346099005079778e-02,-1.637678918970219416e-04,-2.881673924833591614e-04
1.573514702940587995e+02,2.230061728891141182e-01,2.314304786138040304e-01,9.710210736944750731e-02,-1.636246558990150229e-04,1.381412977020435090e-04
1.574114822964592975e+02,2.229963577506592909e-01,2.314136336618786149e-01,9.711074561588110832e-02,-1.634815400442073130e-04,-2.254691970863679021e-04
1.574714942988597670e+02,2.229865511977801584e-01,2.313968027666818694e-01,9.711937573681285463e-02,-1.633385442368550863e-04,1.335129971198178306e-06
1.575315063012602366e+02,2.229767532232657112e-01,2.313799859172734896e-01,9.712799773969743589e-02,-1.631956683812519140e-04,-1.581256622568522844e-04
1.575915183036607345e+02,2.229669638199101300e-01,2.313631831027209984e-01,9.713661163198301918e-02,-1.630529123817147860e-04,-2.065410590048012620e-04
1.576515303060612041e+02,2.229571829805128969e-01,2.313463943120995792e-01,9.714521742111116576e-02,-1.629102761426075296e-04,-4.020821205674363010e-05
1.577115423084617021e+02,2.229474106978786563e-01,2.313296195344921868e-01,9.715381511451694208e-02,-1.627677595683130543e-04,-6.799477506888491364e-05
1.577715543108621716e+02,2.229376469648173265e-01,2.313128587589895480e-01,9.716240471962879488e-02,-1.626253625632550354e-04,1.114032753458662692e-04
1.578315663132626412e+02,2.229278917741440991e-01,2.312961119746900218e-01,9.717098624386867611e-02,-1.624830850318935774e-04,5.769978472096212426e-05
1.578915783156631392e+02,2.229181451186793006e-01,2.312793791706998225e-01,9.717955969465194577e-02,-1.623409268787130710e-04,-2.703899960783161856e-04
1.579515903180636087e+02,2.229084069912485588e-01,2.312626603361327693e-01,9.718812507938742740e-02,-1.621988880082395404e-04,-5.659717362988489779e-05
1.580116023204640783e+02,2.228986773846827474e-01,2.312459554601105360e-01,9.719668240547738036e-02,-1.620569683250258977e-04,-1.362100645080782397e-04
1.580716143228645763e+02,2.228889562918179301e-01,2.312292645317624573e-01,9.720523168031752759e-02,-1.619151677336666886e-04,-3.155783083921557316e-04
1.581316263252650458e+02,2.228792437054953890e-01,2.312125875402256392e-01,9.721377291129700005e-02,-1.617734861387772755e-04,-3.764039402761967822e-04
1.581916383276655438e+02,2.228695396185617350e-01,2.311959244746448761e-01,9.722230610579842003e-02,-1.616319234450207254e-04,-1.053804089614904157e-04
1.582516503300660133e+02,2.228598440238687139e-01,2.311792753241727616e-01,9.723083127119783176e-02,-1.614904795570852591e-04,-2.631696058022820915e-04
1.583116623324664829e+02,2.228501569142733174e-01,2.311626400779695500e-01,9.723934841486471525e-02,-1.613491543796929245e-04,-4.333901636520607844e-04
1.583716743348669809e+02,2.228404782826378383e-01,2.311460187252032672e-01,9.724785754416201411e-02,-1.612079478176013311e-04,-1.749870756635462125e-04
1.584316863372674504e+02,2.228308081218297321e-01,2.311294112550496826e-01,9.725635866644612160e-02,-1.610668597756001810e-04,-1.117855341502602519e-04
1.584916983396679200e+02,2.228211464247217277e-01,2.311128176566923098e-01,9.726485178906686679e-02,-1.609258901585156054e-04,-1.360333229893572686e-04
1.585517103420684180e+02,2.228114931841917723e-01,2.310962379193223504e-01,9.727333691936751459e-02,-1.607850388712032258e-04,-3.967312387253666708e-04
1.586117223444688875e+02,2.228018483931230309e-01,2.310796720321387776e-01,9.728181406468479342e-02,-1.606443058185524908e-04,-2.717256046202622274e-04
1.586717343468693855e+02,2.227922120444039145e-01,2.310631199843482808e-01,9.729028323234885367e-02,-1.605036909054892783e-04,1.178939519361005750e-04
1.587317463492698550e+02,2.227825841309281074e-01,2.310465817651652931e-01,9.729874442968333703e-02,-1.603631940369758951e-04,-3.096439455463365575e-04
1.587917583516703246e+02,2.227729646455944845e-01,2.310300573638119637e-01,9.730719766400527937e-02,-1.602228151180006693e-04,-2.210370155306787309e-04
1.588517703540708226e+02,2.227633535813071386e-01,2.310135467695182132e-01,9.731564294262520787e-02,-1.600825540535918273e-04,3.051729395711506843e-04
1.589117823564712921e+02,2.227537509309754360e-01,2.309970499715216508e-01,9.732408027284704388e-02,-1.599424107488053512e-04,-8.601552984240878029e-05
1.589717943588717617e+02,2.227441566875139334e-01,2.309805669590676291e-01,9.733250966196820009e-02,-1.598023851087353869e-04,-2.560587378071914615e-04
1.590318063612722597e+02,2.227345708438424887e-01,2.309640977214093005e-01,9.734093111727951109e-02,-1.596624770385133771e-04,-5.444760249514813202e-04
1.590918183636727292e+02,2.227249933928861225e-01,2.309476422478074498e-01,9.734934464606527504e-02,-1.595226864432941830e-04,-9.404081067997163950e-05
1.591518303660731988e+02,2.227154243275751289e-01,2.309312005275306612e-01,9.735775025560319818e-02,-1.593830132282777687e-04,-4.335681619523266105e-04
1.592118423684736968e+02,2.227058636408450198e-01,2.309147725498552073e-01,9.736614795316450577e-02,-1.592434572986883845e-04,-1.609281246889824886e-04
1.592718543708741663e+02,2.226963113256365534e-01,2.308983583040651877e-01,9.737453774601377565e-02,-1.591040185597910467e-04,-3.292171512141420404e-04
1.593318663732746643e+02,2.226867673748957055e-01,2.308819577794523070e-01,9.738291964140910473e-02,-1.589646969168819965e-04,-4.906128616276928846e-04
1.593918783756751338e+02,2.226772317815736979e-01,2.308655709653160970e-01,9.739129364660198407e-02,-1.588254922752913023e-04,1.744320928864860187e-04
1.594518903780756034e+02,2.226677045386269704e-01,2.308491978509638054e-01,9.739965976883740995e-02,-1.586864045403802576e-04,-1.773595977031326004e-04
1.595119023804761014e+02,2.226581856390172365e-01,2.308328384257103683e-01,9.740801801535375892e-02,-1.585474336175509216e-04,2.762814267221006545e-05
1.595719143828765709e+02,2.226486750757113720e-01,2.308164926788785209e-01,9.741636839338291276e-02,-1.584085794122348442e-04,-8.433349484842262182e-06
1.596319263852770405e+02,2.226391728416815541e-01,2.308001605997986871e-01,9.742471091015013351e-02,-1.582698418298930654e-04,-3.022926613825266113e-04
1.596919383876775385e+02,2.226296789299051504e-01,2.307838421778090621e-01,9.743304557287420231e-02,-1.581312207760291258e-04,-1.384643344916088980e-04
1.597519503900780080e+02,2.226201933333648020e-01,2.307675374022555015e-01,9.744137238876728058e-02,-1.579927161561803933e-04,-2.276253875189630078e-04
1.598119623924785060e+02,2.226107160450483680e-01,2.307512462624917160e-01,9.744969136503502105e-02,-1.578543278759128587e-04,3.658790820976339734e-05
1.598719743948789755e+02,2.226012470579488978e-01,2.307349687478790212e-01,9.745800250887649840e-02,-1.577160558408263399e-04,-7.012369152573183864e-05
1.599319863972794451e+02,2.225917863650647144e-01,2.307187048477865599e-01,9.746630582748425087e-02,-1.575778999565579513e-04,-2.270790665487468045e-04
1.599919983996799431e+02,2.225823339593993866e-01,2.307024545515911351e-01,9.747460132804423860e-02,-1.574398601287812366e-04,1.755319736037959833e-04
1.600520104020804126e+02,2.225728898339617290e-01,2.306862178486773773e-01,9.748288901773588533e-02,-1.573019362631992296e-04,-5.236909316448053783e-05
1.601120224044808822e+02,2.225634539817656909e-01,2.306699947284375773e-01,9.749116890373205058e-02,-1.571641282655479241e-04,-6.368960499897187942e-05
1.601720344068813802e+02,2.225540263958305509e-01,2.306537851802717698e-01,9.749944099319905744e-02,-1.570264360416032123e-04,-3.125357385014952151e-04
1.602320464092818497e+02,2.225446070691808331e-01,2.306375891935877331e-01,9.750770529329663705e-02,-1.568888594971730790e-04,-7.443850568032928322e-05
1.602920584116823477e+02,2.225351959948462244e-01,2.306214067578009619e-01,9.751596181117802575e-02,-1.567513985380984687e-04,-4.487411256018714110e-04
1.603520704140828173e+02,2.225257931658616573e-01,2.306052378623347776e-01,9.752421055398984018e-02,-1.566140530702506833e-04,-6.332818833908896783e-05
1.604120824164832868e+02,2.225163985752673657e-01,2.305890824966200792e-01,9.753245152887218827e-02,-1.564768229995478627e-04,-3.426923731297029348e-04
1.604720944188837848e+02,2.225070122161087460e-01,2.305729406500956202e-01,9.754068474295861380e-02,-1.563397082319289630e-04,-1.188853359709919508e-04
1.605321064212842543e+02,2.224976340814364406e-01,2.305568123122078150e-01,9.754891020337609631e-02,-1.562027086733737066e-04,-2.109516388263129412e-04
1.605921184236847239e+02,2.224882641643063375e-01,2.305406974724109048e-01,9.755712791724505117e-02,-1.560658242298956430e-04,-1.097036518763017208e-04
1.606521304260852219e+02,2.224789024577795704e-01,2.305245961201667637e-01,9.756533789167938509e-02,-1.559290548075404140e-04,-8.382873088229383918e-05
1.607121424284856914e+02,2.224695489549224914e-01,2.305085082449450651e-01,9.757354013378638502e-02,-1.557924003123935600e-04,-1.668414184727420380e-04
1.607721544308861894e+02,2.224602036488066703e-01,2.304924338362231429e-01,9.758173465066684316e-02,-1.556558606505666423e-04,-1.665082980034425324e-04
1.608321664332866590e+02,2.224508665325089507e-01,2.304763728834861858e-01,9.758992144941497360e-02,-1.555194357282145903e-04,-4.528798123236885652e-04
1.608921784356871285e+02,2.224415375991113941e-01,2.304603253762270154e-01,9.759810053711841238e-02,-1.553831254515209565e-04,-5.349665086001186183e-04
1.609521904380876265e+02,2.224322168417012524e-01,2.304442913039462248e-01,9.760627192085830073e-02,-1.552469297267048548e-04,9.707088301418980705e-05
1.610122024404880960e+02,2.224229042533710510e-01,2.304282706561521232e-01,9.761443560770914629e-02,-1.551108484600209614e-04,-4.031410973724126043e-05
1.610722144428885656e+02,2.224135998272185888e-01,2.304122634223607635e-01,9.762259160473898967e-02,-1.549748815577569119e-04,-4.508047635733300690e-04
1.611322264452890636e+02,2.224043035563467996e-01,2.303962695920959425e-01,9.763073991900923787e-02,-1.548390289262385061e-04,2.270017469827052955e-04
1.611922384476895331e+02,2.223950154338639462e-01,2.303802891548891729e-01,9.763888055757478923e-02,-1.547032904718227686e-04,-2.975824396181655585e-04
1.612522504500900027e+02,2.223857354528834540e-01,2.303643221002797392e-01,9.764701352748397789e-02,-1.545676661008996838e-04,-5.237515319152744205e-05
1.613122624524905007e+02,2.223764636065240219e-01,2.303483684178145863e-01,9.765513883577858767e-02,-1.544321557198982675e-04,-6.938597372230202189e-05
1.613722744548909702e+02,2.223671998879095668e-01,2.303324280970484861e-01,9.766325648949383820e-02,-1.542967592352778930e-04,-1.325855557864160544e-04
1.614322864572914682e+02,2.223579442901776337e-01,2.303165011274515006e-01,9.767136649572344398e-02,-1.541614765577818333e-04,-3.246749443597558697e-05
1.614922984596919378e+02,2.223486968065312430e-01,2.303005874982027301e-01,9.767946886174613819e-02,-1.540263076138109755e-04,-4.288104283111449696e-04
1.615523104620924073e+02,2.223394574301913451e-01,2.302846871988127875e-01,9.768756359458255489e-02,-1.538912523173533928e-04,-1.611193770193521124e-04
1.616123224644929053e+02,2.223302261543819436e-01,2.302688002188397476e-01,9.769565070121809247e-02,-1.537563105807005989e-04,-2.045672510440505734e-04
1.616723344668933748e+02,2.223210029723317327e-01,2.302529265478487353e-01,9.770373018863244552e-02,-1.536214823161701284e-04,-1.361088378397387415e-04
1.617323464692938444e+02,2.223117878772740141e-01,2.302370661754119252e-01,9.771180206379963262e-02,-1.534867674361124756e-04,-2.083221738444498376e-04
1.617923584716943424e+02,2.223025808624468636e-01,2.302212190911085699e-01,9.771986633368802411e-02,-1.533521658529084924e-04,-2.817648189375435868e-04
1.618523704740948119e+02,2.222933819210928807e-01,2.302053852845250548e-01,9.772792300526027265e-02,-1.532176774789650517e-04,-2.994507101522399521e-04
1.619123824764953099e+02,2.222841910464594117e-01,2.301895647452547877e-01,9.773597208547334103e-02,-1.530833022267202512e-04,2.385181654719818289e-05
1.619723944788957795e+02,2.222750082317984377e-01,2.301737574628983096e-01,9.774401358127854378e-02,-1.529490400086477506e-04,-3.225493604786240469e-04
1.620324064812962490e+02,2.222658334703666028e-01,2.301579634270631558e-01,9.775204749962149164e-02,-1.528148907372437609e-04,-8.032282988578523530e-05
1.620924184836967470e+02,2.222566667554252418e-01,2.301421826273639948e-01,9.776007384744214712e-02,-1.526808543250443920e-04,-8.270453989639703883e-05
1.621524304860972165e+02,2.222475080802402692e-01,2.301264150534225728e-01,9.776809263167472730e-02,-1.525469306846057027e-04,-1.721268285558198317e-04
1.622124424884976861e+02,2.222383574380823734e-01,2.301106606948676581e-01,9.777610385924782876e-02,-1.524131197285210487e-04,-6.773906856970939581e-05
1.622724544908981841e+02,2.222292148222267671e-01,2.300949195413352077e-01,9.778410753708435821e-02,-1.522794213694054696e-04,-4.386190733107129787e-05
1.623324664932986536e+02,2.222200802259534647e-01,2.300791915824681177e-01,9.779210367210151855e-02,-1.521458355199191079e-04,-2.585769061171889300e-04
1.623924784956991516e+02,2.222109536425470599e-01,2.300634768079164727e-01,9.780009227121083670e-02,-1.520123620927429225e-04,-8.477928899998702326e-05
1.624524904980996212e+02,2.222018350652968099e-01,2.300477752073373516e-01,9.780807334131816355e-02,-1.518790010005830263e-04,2.292316374772345074e-04
1.625125025005000907e+02,2.221927244874966345e-01,2.300320867703949945e-01,9.781604688932367397e-02,-1.517457521561854303e-04,-3.659276034846993281e-04
1.625725145029005887e+02,2.221836219024451442e-01,2.300164114867606358e-01,9.782401292212185295e-02,-1.516126154723247688e-04,-2.120944025932500166e-04
1.626325265053010583e+02,2.221745273034455848e-01,2.300007493461126151e-01,9.783197144660152333e-02,-1.514795908618042988e-04,-3.048655166091230771e-04
1.626925385077015278e+02,2.221654406838058926e-01,2.299851003381363779e-01,9.783992246964579031e-02,-1.513466782374585026e-04,2.456555858795035001e-04
1.627525505101020258e+02,2.221563620368385839e-01,2.299694644525244469e-01,9.784786599813212471e-02,-1.512138775121461484e-04,-4.317713730654511545e-04
1.628125625125024953e+02,2.221472913558609485e-01,2.299538416789763395e-01,9.785580203893226581e-02,-1.510811885987711073e-04,-1.496644602230988972e-04
1.628725745149029649e+02,2.221382286341948842e-01,2.299382320071987618e-01,9.786373059891230464e-02,-1.509486114102519955e-04,3.487924877569405810e-05
1.629325865173034629e+02,2.221291738651668957e-01,2.299226354269053862e-01,9.787165168493265621e-02,-1.508161458595507973e-04,-3.244560498632373846e-04
1.629925985197039324e+02,2.221201270421082341e-01,2.299070519278170743e-01,9.787956530384803178e-02,-1.506837918596485790e-04,-1.778862471764762108e-04
1.630526105221044304e+02,2.221110881583547580e-01,2.298914814996616818e-01,9.788747146250748044e-02,-1.505515493235654381e-04,-2.929453212833612111e-04
1.631126225245049000e+02,2.221020572072470445e-01,2.298759241321741975e-01,9.789537016775434752e-02,-1.504194181643492279e-04,-4.185053111370170349e-04
1.631726345269053695e+02,2.220930341821302223e-01,2.298603798150966326e-01,9.790326142642631624e-02,-1.502873982950738221e-04,-1.644956931552716683e-04
1.632326465293058675e+02,2.220840190763542221e-01,2.298448485381780759e-01,9.791114524535539376e-02,-1.501554896288564631e-04,-5.151647559083472581e-05
1.632926585317063370e+02,2.220750118832735265e-01,2.298293302911747771e-01,9.791902163136788351e-02,-1.500236920788308725e-04,-2.297069588539857798e-04
1.633526705341068066e+02,2.220660125962473086e-01,2.298138250638499802e-01,9.792689059128442675e-02,-1.498920055581706712e-04,-1.172682980303075211e-04
1.634126825365073046e+02,2.220570212086394324e-01,2.297983328459739794e-01,9.793475213191997486e-02,-1.497604299800746330e-04,-1.330089357788749051e-05
1.634726945389077741e+02,2.220480377138183969e-01,2.297828536273242572e-01,9.794260626008380322e-02,-1.496289652577770940e-04,8.884854340103341295e-05
1.635327065413082721e+02,2.220390621051573643e-01,2.297673873976852910e-01,9.795045298257949729e-02,-1.494976113045366761e-04,-3.964097845480641204e-04
1.635927185437087417e+02,2.220300943760341317e-01,2.297519341468486631e-01,9.795829230620498040e-02,-1.493663680336510327e-04,-2.711553222606711937e-05
1.636527305461092112e+02,2.220211345198312147e-01,2.297364938646129784e-01,9.796612423775247214e-02,-1.492352353584412358e-04,-2.734858513961910308e-04
1.637127425485097092e+02,2.220121825299357365e-01,2.297210665407840302e-01,9.797394878400851603e-02,-1.491042131922639194e-04,-5.259221175435779090e-04
1.637727545509101788e+02,2.220032383997395109e-01,2.297056521651745786e-01,9.798176595175399350e-02,-1.489733014485043402e-04,-3.045696274662218614e-04
1.638327665533106483e+02,2.219943021226390145e-01,2.296902507276045169e-01,9.798957574776408219e-02,-1.488425000405789803e-04,-2.085837302479349076e-05
1.638927785557111463e+02,2.219853736920353315e-01,2.296748622179007882e-01,9.799737817880829760e-02,-1.487118088819338116e-04,-8.745995328954620982e-05
1.639527905581116158e+02,2.219764531013343201e-01,2.296594866258974410e-01,9.800517325165043758e-02,-1.485812278860521030e-04,-3.678979006148388412e-04
1.640128025605121138e+02,2.219675403439463623e-01,2.296441239414355739e-01,9.801296097304867949e-02,-1.484507569664388071e-04,1.723897226910533283e-04
1.640728145629125834e+02,2.219586354132865869e-01,2.296287741543633909e-01,9.802074134975545527e-02,-1.483203960366309693e-04,-6.792984882856852957e-05
1.641328265653130529e+02,2.219497383027747850e-01,2.296134372545361457e-01,9.802851438851756249e-02,-1.481901450102081352e-04,-1.620190471514968539e-04
1.641928385677135509e+02,2.219408490058353556e-01,2.295981132318161699e-01,9.803628009607610883e-02,-1.480600038007645960e-04,-2.564518584066009972e-04
1.642528505701140205e+02,2.219319675158974159e-01,2.295828020760729005e-01,9.804403847916648429e-02,-1.479299723219380108e-04,-6.463231722172527454e-05
1.643128625725144900e+02,2.219230938263946906e-01,2.295675037771827964e-01,9.805178954451845841e-02,-1.478000504873911922e-04,-2.253515276607898359e-04
1.643728745749149880e+02,2.219142279307656229e-01,2.295522183250294779e-01,9.805953329885606917e-02,-1.476702382108199124e-04,7.880392938901381182e-05
1.644328865773154575e+02,2.219053698224532634e-01,2.295369457095035315e-01,9.806726974889767856e-02,-1.475405354059476995e-04,-8.501898575480200902e-05
1.644928985797159271e+02,2.218965194949053532e-01,2.295216859205027327e-01,9.807499890135601417e-02,-1.474109419865345105e-04,-2.468365290149744109e-05
1.645529105821164251e+02,2.218876769415742689e-01,2.295064389479318789e-01,9.808272076293807207e-02,-1.472814578663663235e-04,-2.084397704891262099e-04
1.646129225845168946e+02,2.218788421559170776e-01,2.294912047817027900e-01,9.809043534034518619e-02,-1.471520829592620760e-04,-4.421489370987223056e-04
1.646729345869173926e+02,2.218700151313955093e-01,2.294759834117345021e-01,9.809814264027300057e-02,-1.470228171790745331e-04,-4.182508478077659692e-05
1.647329465893178622e+02,2.218611958614759294e-01,2.294607748279529624e-01,9.810584266941149711e-02,-1.468936604396842149e-04,-3.483302553980527436e-04
1.647929585917183317e+02,2.218523843396293660e-01,2.294455790202913348e-01,9.811353543444495395e-02,-1.467646126550054692e-04,-1.680038327599717770e-04
1.648529705941188297e+02,2.218435805593315102e-01,2.294303959786898051e-01,9.812122094205198708e-02,-1.466356737389777967e-04,-1.494694752849265972e-04
1.649129825965192992e+02,2.218347845140627717e-01,2.294152256930955813e-01,9.812889919890550872e-02,-1.465068436055814646e-04,-3.023218330467748261e-04
1.649729945989197688e+02,2.218259961973080840e-01,2.294000681534630603e-01,9.813657021167278283e-02,-1.463781221688166892e-04,3.094751901411556694e-05
1.650330066013202668e+02,2.218172156025572106e-01,2.293849233497536055e-01,9.814423398701536960e-02,-1.462495093427279222e-04,-4.311465885284896499e-04
1.650930186037207363e+02,2.218084427233044387e-01,2.293697912719357412e-01,9.815189053158913934e-02,-1.461210050413786973e-04,1.511908935257078989e-04
1.651530306061212343e+02,2.217996775530487741e-01,2.293546719099850140e-01,9.815953985204431409e-02,-1.459926091788689775e-04,-2.637909414951250466e-04
1.652130426085217039e+02,2.217909200852938856e-01,2.293395652538841034e-01,9.816718195502539823e-02,-1.458643216693325528e-04,4.619674080540633345e-05
1.652730546109221734e+02,2.217821703135481048e-01,2.293244712936226837e-01,9.817481684717124790e-02,-1.457361424269309688e-04,1.119481751193499627e-04
1.653330666133226714e+02,2.217734282313244265e-01,2.293093900191975620e-01,9.818244453511500158e-02,-1.456080713658622003e-04,-3.174793072946853175e-04
1.653930786157231410e+02,2.217646938321404526e-01,2.292943214206126512e-01,9.819006502548414950e-02,-1.454801084003433040e-04,-2.921216243573923968e-04
1.654530906181236105e+02,2.217559671095185037e-01,2.292792654878788305e-01,9.819767832490049198e-02,-1.453522534446364395e-04,4.190521400847084261e-05
1.655131026205241085e+02,2.217472480569855631e-01,2.292642222110141959e-01,9.820528443998015333e-02,-1.452245064130289198e-04,-1.080520733210079310e-04
1.655731146229245780e+02,2.217385366680732495e-01,2.292491915800438096e-01,9.821288337733354024e-02,-1.450968672198410178e-04,-1.286899831883736253e-04
1.656331266253250760e+02,2.217298329363178444e-01,2.292341735849998674e-01,9.822047514356542497e-02,-1.449693357794207618e-04,-5.093555620954037149e-04
