t,K,I,C,dK_dt,dK_dt_noisy
2.156431286257251401e+01,8.574615799659837667e-02,6.255951744970178474e-01,4.686680674740802965e-01,-1.614122394891834289e-02,-3.207887309388729458e-02
2.157231446289257804e+01,8.561751740556765300e-02,6.254645894468652267e-01,4.684010748813957625e-01,-1.601258151787274264e-02,-1.398221279896201541e-04
2.158031606321264206e+01,8.548990317775501113e-02,6.253333660123079341e-01,4.681332623498057899e-01,-1.588468695400618858e-02,-1.333334354120686502e-02
2.158831766353270609e+01,8.536330934732340447e-02,6.252015084027108260e-01,4.678646417457154039e-01,-1.575753758025125184e-02,-2.348512326716453019e-04
2.159631926385277012e+01,8.523772996868560214e-02,6.250690207871909543e-01,4.675952248500789832e-01,-1.563113066019861108e-02,-1.262446424998143503e-02
2.160432086417283415e+01,8.511315911650417509e-02,6.249359072946173432e-01,4.673250233583997604e-01,-1.550546339921626826e-02,-1.740411530555758049e-02
2.161232246449289818e+01,8.498959088569152387e-02,6.248021720136105461e-01,4.670540488807302104e-01,-1.538053294556068762e-02,-1.441076062217058404e-02
2.162032406481296221e+01,8.486701939140979534e-02,6.246678189925437552e-01,4.667823129416716621e-01,-1.525633639147846998e-02,-1.290666367583187882e-02
2.162832566513302623e+01,8.474543876907102147e-02,6.245328522395416915e-01,4.665098269803747977e-01,-1.513287077429925631e-02,-2.170778981215665954e-02
2.163632726545309026e+01,8.462484317433696668e-02,6.243972757224811598e-01,4.662366023505392088e-01,-1.501013307752038783e-02,-1.871930996771630634e-02
2.164432886577315429e+01,8.450522678311926661e-02,6.242610933689909380e-01,4.659626503204135628e-01,-1.488812023188296196e-02,4.589879541673294594e-03
2.165233046609321832e+01,8.438658379157930323e-02,6.241243090664517768e-01,4.656879820727956032e-01,-1.476682911643797946e-02,-5.117079636658772648e-03
2.166033206641328235e+01,8.426890841612828809e-02,6.239869266619965105e-01,4.654126087050322602e-01,-1.464625655960516415e-02,-1.973086968727987348e-02
2.166833366673334638e+01,8.415219494592229843e-02,6.238489500432805590e-01,4.651365412830460455e-01,-1.452639939495478649e-02,-9.065924292955445871e-03
2.167633526705341040e+01,8.403643770416782677e-02,6.237103830810749594e-01,4.648597907844460031e-01,-1.440725442087478769e-02,-2.268558150072298371e-02
2.168433686737347443e+01,8.392163099040778063e-02,6.235712295385640314e-01,4.645823680474153727e-01,-1.428881834158898800e-02,9.711386297727060690e-05
2.169233846769353846e+01,8.380776913376865311e-02,6.234314931518440961e-01,4.643042838345575740e-01,-1.417108782403289635e-02,-2.417628206828246334e-02
2.170034006801360249e+01,8.369484649297603829e-02,6.232911776299465689e-01,4.640255488329129707e-01,-1.405405949876575855e-02,-4.799127289719696404e-03
2.170834166833366652e+01,8.358285745635458952e-02,6.231502866548381814e-01,4.637461736539590929e-01,-1.393772996085979043e-02,-1.344448286281726447e-02
2.171634326865373055e+01,8.347179644182803337e-02,6.230088238814210921e-01,4.634661688336106922e-01,-1.382209577077969653e-02,-1.323874014898191072e-02
2.172434486897379458e+01,8.336165789691922512e-02,6.228667929375326651e-01,4.631855448322195756e-01,-1.370715345525516660e-02,-2.167108323486732074e-02
2.173234646929385860e+01,8.325243629875005158e-02,6.227241974239455802e-01,4.629043120345746609e-01,-1.359289950814354664e-02,-1.596558281311321464e-02
2.174034806961392263e+01,8.314412615404151441e-02,6.225810409143680557e-01,4.626224807499021430e-01,-1.347933039128490496e-02,-2.094336719454335805e-02
2.174834966993398666e+01,8.303672199911368845e-02,6.224373269554430710e-01,4.623400612118651609e-01,-1.336644253534793880e-02,-2.184306798390831666e-02
2.175635127025405069e+01,8.293021839988573563e-02,6.222930590667494766e-01,4.620570635785641866e-01,-1.325423234066808176e-02,-8.351890466560320594e-03
2.176435287057411472e+01,8.282460995187589103e-02,6.221482407408011062e-01,4.617734979325367473e-01,-1.314269617807600765e-02,1.249498441399311127e-02
2.177235447089417875e+01,8.271989128020149074e-02,6.220028754430472206e-01,4.614893742807574251e-01,-1.303183038971805763e-02,-1.624936302671990684e-02
2.178035607121424277e+01,8.261605703957894398e-02,6.218569666118721750e-01,4.612047025546380796e-01,-1.292163128986809073e-02,-2.579576051534278672e-03
2.178835767153430680e+01,8.251310191432374708e-02,6.217105176585960846e-01,4.609194926100276812e-01,-1.281209516572986984e-02,-1.270073116908504614e-02
2.179635927185437083e+01,8.241102061835045567e-02,6.215635319674738257e-01,4.606337542272121999e-01,-1.270321827823150951e-02,-1.967417294648737477e-02
2.180436087217443486e+01,8.230980789517275409e-02,6.214160128956959239e-01,4.603474971109149383e-01,-1.259499686281043140e-02,1.190767541645022798e-03
2.181236247249449889e+01,8.220945851790338599e-02,6.212679637733881099e-01,4.600607308902961989e-01,-1.248742713018979877e-02,-5.831139657238954173e-03
2.182036407281456292e+01,8.210996728925415433e-02,6.211193879036113197e-01,4.597734651189535060e-01,-1.238050526714587485e-02,-6.303071928751482339e-04
2.182836567313462695e+01,8.201132904153599079e-02,6.209702885623621382e-01,4.594857092749214944e-01,-1.227422743726708232e-02,-1.086598814928320042e-02
2.183636727345469097e+01,8.191353863665887247e-02,6.208206689985720228e-01,4.591974727606719098e-01,-1.216858978170298755e-02,-1.044957590739985231e-02
2.184436887377475500e+01,8.181659096613189130e-02,6.206705324341078578e-01,4.589087649031136640e-01,-1.206358841990551323e-02,-2.006667829171298115e-02
2.185237047409481903e+01,8.172048095106319854e-02,6.205198820637720658e-01,4.586195949535928351e-01,-1.195921945036038103e-02,-1.440060282848076509e-02
2.186037207441488306e+01,8.162520354216003249e-02,6.203687210553021636e-01,4.583299720878925010e-01,-1.185547895130986684e-02,5.371999261930684305e-03
2.186837367473494709e+01,8.153075371972873242e-02,6.202170525493709841e-01,4.580399054062331277e-01,-1.175236298146667413e-02,-3.448637579657894137e-02
2.187637527505501112e+01,8.143712649367469691e-02,6.200648796595865653e-01,4.577494039332720699e-01,-1.164986758071814843e-02,-7.459530803326202240e-03
2.188437687537507514e+01,8.134431692224945720e-02,6.199122055363510686e-01,4.574584766878999620e-01,-1.154798880120094795e-02,3.557348020334973396e-03
2.189237847569513917e+01,8.125232009998836769e-02,6.197590333217731784e-01,4.571671326149361891e-01,-1.144672268593624476e-02,-3.091566993465815275e-03
2.190038007601520320e+01,8.116113113642163535e-02,6.196053660781830619e-01,4.568753805169667448e-01,-1.134606523589540283e-02,-2.164338662279238421e-03
2.190838167633526723e+01,8.107074517393454693e-02,6.194512068507582736e-01,4.565832291330561010e-01,-1.124601244075101869e-02,-1.361295933213316038e-02
2.191638327665533126e+01,8.098115738777182659e-02,6.192965586675382994e-01,4.562906871387645280e-01,-1.114656027946794858e-02,5.630057721895693340e-04
2.192438487697539529e+01,8.089236298603760811e-02,6.191414245394245564e-01,4.559977631461480385e-01,-1.104770472087832078e-02,9.420704595901226164e-04
2.193238647729545931e+01,8.080435720969539326e-02,6.189858074601807258e-01,4.557044657037584989e-01,-1.094944172424955342e-02,-1.099822605362971335e-02
2.194038807761552334e+01,8.071713533256810735e-02,6.188297104064323095e-01,4.554108032966434627e-01,-1.085176723984293545e-02,6.384225247404420184e-03
2.194838967793558737e+01,8.063069266133807145e-02,6.186731363376671844e-01,4.551167843463463369e-01,-1.075467720946604588e-02,-1.530409626323564476e-02
2.195639127825565140e+01,8.054502453554698849e-02,6.185160881962347146e-01,4.548224172109062713e-01,-1.065816756701520873e-02,-3.530383607230956622e-02
2.196439287857571543e+01,8.046012632759598493e-02,6.183585689073468616e-01,4.545277101848581580e-01,-1.056223423901136993e-02,-1.032218935985492261e-02
2.197239447889577946e+01,8.037599344274555524e-02,6.182005813790772963e-01,4.542326714992326875e-01,-1.046687314512648181e-02,-1.125754218931939062e-02
2.198039607921584349e+01,8.029262131911563127e-02,6.180421285023618427e-01,4.539373093215562927e-01,-1.037208019870305975e-02,-1.859378209925782038e-02
2.198839767953590751e+01,8.021000542768551289e-02,6.178832131509982561e-01,4.536416317558513156e-01,-1.027785130726457941e-02,-1.456003358686793273e-02
2.199639927985597154e+01,8.012814127229392347e-02,6.177238381816464452e-01,4.533456468426357300e-01,-1.018418237301835227e-02,-1.526800849818592959e-02
2.200440088017603557e+01,8.004702438963895439e-02,6.175640064338282498e-01,4.530493625589232520e-01,-1.009106929334929736e-02,-2.817219150994949850e-02
2.201240248049609960e+01,7.996665034927813442e-02,6.174037207299276631e-01,4.527527868182235626e-01,-9.998507961306607461e-03,2.754788201635237355e-03
2.202040408081616363e+01,7.988701475362836035e-02,6.172429838751907205e-01,4.524559274705419187e-01,-9.906494266081283806e-03,-9.510935926609670812e-03
2.202840568113622766e+01,7.980811323796593859e-02,6.170817986577252778e-01,4.521587923023794309e-01,-9.815024093475954725e-03,1.757686600451195333e-02
2.203640728145629168e+01,7.972994147042657131e-02,6.169201678485015661e-01,4.518613890367330632e-01,-9.724093326366145540e-03,-9.533554416457395986e-03
2.204440888177635571e+01,7.965249515200538422e-02,6.167580942013515255e-01,4.515637253330954115e-01,-9.633697845153166295e-03,-5.301503762750300365e-03
2.205241048209641974e+01,7.957577001655687099e-02,6.165955804529692497e-01,4.512658087874549251e-01,-9.543833528209005879e-03,-2.441262279034667540e-02
2.206041208241648377e+01,7.949976183079492109e-02,6.164326293229109854e-01,4.509676469322957959e-01,-9.454496252312816207e-03,1.120445706084372689e-03
2.206841368273654780e+01,7.942446639429286137e-02,6.162692435135947999e-01,4.506692472365980695e-01,-9.365681893079208509e-03,-2.000432886327087323e-02
2.207641528305661183e+01,7.934987953948338668e-02,6.161054257103010245e-01,4.503706171058374785e-01,-9.277386325377695586e-03,-3.523648292229154821e-03
2.208441688337667586e+01,7.927599713165858764e-02,6.159411785811719220e-01,4.500717638819854982e-01,-9.189605423744806600e-03,4.486007026068099257e-04
2.209241848369673988e+01,7.920281506896997836e-02,6.157765047772117972e-01,4.497726948435095129e-01,-9.102335062786681696e-03,-1.089176380809728228e-03
2.210042008401680391e+01,7.913032928239736863e-02,6.156114069326050764e-01,4.494734172059145494e-01,-9.015571117662601885e-03,-1.707562881319133613e-02
2.210842168433686794e+01,7.905853573101145892e-02,6.154458877236943515e-01,4.491739382160557792e-01,-8.929309481013475436e-03,-1.668611872442177582e-02
2.211642328465693197e+01,7.898743041054222258e-02,6.152799498073826534e-01,4.488742650324985539e-01,-8.843546046980316211e-03,-9.063121213359077305e-04
2.212442488497699600e+01,7.891700935371999404e-02,6.151135957904294571e-01,4.485744046900749793e-01,-8.758276702422684856e-03,3.472200028354806289e-03
2.213242648529706003e+01,7.884726862561917959e-02,6.149468282696077814e-01,4.482743641727941486e-01,-8.673497338152535985e-03,6.198625655721233529e-03
2.214042808561712405e+01,7.877820432365831294e-02,6.147796498317044112e-01,4.479741504138418651e-01,-8.589203849252935452e-03,-8.562795915808291830e-03
2.214842968593718808e+01,7.870981257759993022e-02,6.146120630535200080e-01,4.476737702955807530e-01,-8.505392135389422403e-03,-9.258705011085856945e-03
2.215643128625725211e+01,7.864208954955068109e-02,6.144440705018686666e-01,4.473732306495503686e-01,-8.422058101115070805e-03,9.927566194412467543e-03
2.216443288657731614e+01,7.857503143396131484e-02,6.142756747335783585e-01,4.470725382564670336e-01,-8.339197656168223505e-03,-1.399813530719733884e-02
2.217243448689738017e+01,7.850863445762662485e-02,6.141068782954907102e-01,4.467716998462238354e-01,-8.256806715763509441e-03,-3.080130669384228970e-04
2.218043608721744420e+01,7.844289487968546248e-02,6.139376837244611140e-01,4.464707220978908486e-01,-8.174881200875838694e-03,-1.102566922695573208e-02
2.218843768753750822e+01,7.837780899162082038e-02,6.137680935473587285e-01,4.461696116397147471e-01,-8.093417038517208839e-03,-2.212892255221369370e-02
2.219643928785757225e+01,7.831337311725969363e-02,6.135981102810662557e-01,4.458683750491193032e-01,-8.012410162006822212e-03,-1.896686129008396532e-02
2.220444088817763628e+01,7.824958361277319085e-02,6.134277364324801640e-01,4.455670188527048881e-01,-7.931856511234208762e-03,-3.107446867415856843e-03
2.221244248849770031e+01,7.818643686667650639e-02,6.132569744985107985e-01,4.452655495262488050e-01,-7.851752032915215729e-03,-5.365891424636332410e-03
2.222044408881776434e+01,7.812392929982889256e-02,6.130858269660820481e-01,4.449639734947051783e-01,-7.772092680840919643e-03,-2.552888287116591472e-03
2.222844568913782837e+01,7.806205736543368745e-02,6.129142963121315679e-01,4.446622971322049533e-01,-7.692874416120043524e-03,-1.096523359688167734e-02
2.223644728945789240e+01,7.800081754903828712e-02,6.127423850036105568e-01,4.443605267620559518e-01,-7.614093207413741293e-03,-1.240633713522076680e-02
2.224444888977795642e+01,7.794020636853417339e-02,6.125700954974843127e-01,4.440586686567427055e-01,-7.535745031164026164e-03,-4.427260573401517810e-03
2.225245049009802045e+01,7.788022037415692767e-02,6.123974302407315662e-01,4.437567290379266782e-01,-7.457825871814788288e-03,-9.057461928398440748e-03
2.226045209041808448e+01,7.782085614848616162e-02,6.122243916703448141e-01,4.434547140764461548e-01,-7.380331722025679220e-03,-2.328407973861445698e-02
2.226845369073814851e+01,7.776211030644561428e-02,6.120509822133302080e-01,4.431526298923161855e-01,-7.303258582879723626e-03,-1.144274950958223264e-02
2.227645529105821254e+01,7.770397949530305493e-02,6.118772042867076655e-01,4.428504825547286972e-01,-7.226602464083409227e-03,1.004165173051841178e-02
2.228445689137827657e+01,7.764646039467035243e-02,6.117030602975108700e-01,4.425482780820524376e-01,-7.150359384159810094e-03,-1.460741140883127162e-02
2.229245849169834059e+01,7.758954971650344756e-02,6.115285526427872709e-01,4.422460224418330310e-01,-7.074525370635159627e-03,-1.333437832949392436e-03
2.230046009201840462e+01,7.753324420510236681e-02,6.113536837095977505e-01,4.419437215507927563e-01,-6.999096460217790749e-03,-7.613244940887049610e-03
2.230846169233846865e+01,7.747754063711119465e-02,6.111784558750172902e-01,4.416413812748309353e-01,-6.924068698970969882e-03,6.227410482913513928e-04
2.231646329265853268e+01,7.742243582151810133e-02,6.110028715061341931e-01,4.413390074290235998e-01,-6.849438142478181391e-03,-1.541223954122964389e-02
2.232446489297859671e+01,7.736792659965532892e-02,6.108269329600507502e-01,4.410366057776236581e-01,-6.775200856001695193e-03,-1.943639997850057921e-02
2.233246649329866074e+01,7.731400984519920527e-02,6.106506425838829077e-01,4.407341820340607841e-01,-6.701352914634195468e-03,-2.046969457439635695e-03
2.234046809361872477e+01,7.726068245702018278e-02,6.104740027290530557e-01,4.404317418938471507e-01,-6.627890404804326341e-03,-1.352720183026399209e-02
2.234846969393878879e+01,7.720794134362429784e-02,6.102970157887784852e-01,4.401292911077001047e-01,-6.554809429125674214e-03,-6.777711466056878485e-03
2.235647129425885282e+01,7.715578347158842665e-02,6.101196841031517604e-01,4.398268352595050001e-01,-6.482106097835671488e-03,-9.507821060429993976e-03
2.236447289457891685e+01,7.710420584071607519e-02,6.099420100009196322e-01,4.395243798790988143e-01,-6.409776531484195905e-03,3.391271244780608499e-03
2.237247449489898088e+01,7.705320548061619923e-02,6.097639958059046794e-01,4.392219304579260686e-01,-6.337816861585382489e-03,-3.641072409565427985e-03
2.238047609521904491e+01,7.700277945070317653e-02,6.095856438370059749e-01,4.389194924490391059e-01,-6.266223230728090732e-03,-4.735204389261878609e-03
2.238847769553910894e+01,7.695292484019686241e-02,6.094069564081980861e-01,4.386170712670979244e-01,-6.194991792678961051e-03,-1.585669186457469571e-02
2.239647929585917296e+01,7.690363876812252031e-02,6.092279358285320745e-01,4.383146722883702329e-01,-6.124118712482001792e-03,-2.175967830066092429e-02
2.240448089617923699e+01,7.685491838331089121e-02,6.090485844021349404e-01,4.380123008507314508e-01,-6.053600166551431627e-03,-1.435568541598385497e-02
2.241248249649930102e+01,7.680676086439811034e-02,6.088689044282095120e-01,4.377099622536647638e-01,-5.983432342759331668e-03,2.485466671075214906e-03
2.242048409681936505e+01,7.675916341982581825e-02,6.086888982010350002e-01,4.374076617582609572e-01,-5.913611440518135032e-03,1.123311383062310272e-03
2.242848569713942908e+01,7.671212328784106360e-02,6.085085680099665550e-01,4.371054045872185823e-01,-5.844133670857482032e-03,9.747958431343458491e-05
2.243648729745949311e+01,7.666563773649633096e-02,6.083279161394352652e-01,4.368031959248440121e-01,-5.774995256495107920e-03,-9.720055065950196707e-03
2.244448889777955713e+01,7.661970406364956854e-02,6.081469448689483803e-01,4.365010409170511085e-01,-5.706192431903317486e-03,-1.590685156572383546e-02
2.245249049809962116e+01,7.657431959696414658e-02,6.079656564730893109e-01,4.361989446713615548e-01,-5.637721443368826080e-03,5.951989624818149888e-03
2.246049209841968519e+01,7.652948169390891286e-02,6.077840532215171843e-01,4.358969122569048005e-01,-5.569578549048270766e-03,-3.669193878124521295e-03
2.246849369873974922e+01,7.648518774175812329e-02,6.076021373789676217e-01,4.355949487044179502e-01,-5.501760019017337688e-03,-7.980054608899833646e-05
2.247649529905981325e+01,7.644143515759149743e-02,6.074199112052519611e-01,4.352930590062457639e-01,-5.434262135315226505e-03,-1.481357881431891350e-02
2.248449689937987728e+01,7.639822138829417686e-02,6.072373769552577016e-01,4.349912481163407674e-01,-5.367081191982675525e-03,-1.217381369732667418e-02
2.249249849969994131e+01,7.635554391055678070e-02,6.070545368789483920e-01,4.346895209502631974e-01,-5.300213495096156580e-03,1.213234748609601926e-03
2.250050010002000533e+01,7.631340023087535007e-02,6.068713932213637419e-01,4.343878823851810012e-01,-5.233655362795019972e-03,2.209594626945509017e-03
2.250850170034006936e+01,7.627178788555136202e-02,6.066879482226193998e-01,4.340863372598697811e-01,-5.167403125304198541e-03,-1.511673928746131226e-02
2.251650330066013339e+01,7.623070444069175722e-02,6.065042041179070642e-01,4.337848903747129614e-01,-5.101453124951221829e-03,-2.173996664170729787e-03
2.252450490098019742e+01,7.619014749220889837e-02,6.063201631374944833e-01,4.334835464917015102e-01,-5.035801716178095466e-03,-1.671187686944605039e-02
2.253250650130026145e+01,7.615011466582061184e-02,6.061358275067255663e-01,4.331823103344342729e-01,-4.970445265547324132e-03,7.268397223304870480e-03
2.254050810162032548e+01,7.611060361705014599e-02,6.059511994460201612e-01,4.328811865881177501e-01,-4.905380151743299333e-03,1.766408748298598126e-03
2.254850970194038950e+01,7.607161203122621285e-02,6.057662811708742767e-01,4.325801798995660419e-01,-4.840602765567497690e-03,1.794152787109076427e-02
2.255651130226045353e+01,7.603313762348297422e-02,6.055810748918598607e-01,4.322792948772010702e-01,-4.776109509928988528e-03,1.035771090065037113e-02
2.256451290258051756e+01,7.599517813875998618e-02,6.053955828146249107e-01,4.319785360910525229e-01,-4.711896799829695670e-03,-1.128493935496268502e-02
2.257251450290058159e+01,7.595773135180232394e-02,6.052098071398936963e-01,4.316779080727575768e-01,-4.647961062343636263e-03,-2.651336657469635823e-03
2.258051610322064562e+01,7.592079506716042925e-02,6.050237500634663146e-01,4.313774153155613966e-01,-4.584298736591718715e-03,-9.321064743042704187e-03
2.258851770354070965e+01,7.588436711919023525e-02,6.048374137762190239e-01,4.310770622743165803e-01,-4.520906273710517675e-03,-3.086846641070540263e-03
2.259651930386077368e+01,7.584844535801843479e-02,6.046508004810553505e-01,4.307768534157486728e-01,-4.457780136606359633e-03,3.386498849890498195e-03
2.260452090418083770e+01,7.581302763456969351e-02,6.044639124150352760e-01,4.304767932703200128e-01,-4.394916800881609742e-03,-4.440456939270354814e-03
2.261252250450090173e+01,7.577811186576849378e-02,6.042767517708325098e-01,4.301768861988702342e-01,-4.332312755843448215e-03,-3.712719826472057200e-03
2.262052410482096576e+01,7.574369599800205577e-02,6.040893207366542228e-01,4.298771365254664412e-01,-4.269964502689127528e-03,-1.763498293861187616e-02
2.262852570514102979e+01,7.570977800431090421e-02,6.039016214994981091e-01,4.295775485475282207e-01,-4.207868554386678950e-03,1.588292418212071573e-03
2.263652730546109382e+01,7.567635588438888228e-02,6.037136562451518307e-01,4.292781265358273091e-01,-4.146021435632557539e-03,-4.283084061442225809e-03
2.264452890578115785e+01,7.564342766458316547e-02,6.035254271581935726e-01,4.289788747344877029e-01,-4.084419682806345042e-03,2.167891304460980648e-03
2.265253050610122187e+01,7.561099139789423385e-02,6.033369364219917097e-01,4.286797973609857704e-01,-4.023059843920817613e-03,6.384015151583509462e-03
2.266053210642128590e+01,7.557904516397589978e-02,6.031481862187050291e-01,4.283808986061500845e-01,-3.961938478568322042e-03,-3.633247179789636343e-03
2.266853370674134993e+01,7.554758706913528021e-02,6.029591787292826188e-01,4.280821826341614234e-01,-3.901052157862877623e-03,3.087224218779069905e-03
2.267653530706141396e+01,7.551661524633281053e-02,6.027699161334638678e-01,4.277836535825530473e-01,-3.840397464378392245e-03,-9.868900022818934137e-03
2.268453690738147799e+01,7.548612785518227231e-02,6.025804006097784660e-01,4.274853155622101997e-01,-3.779970992082992698e-03,5.666988553173633175e-03
2.269253850770154202e+01,7.545612308195071005e-02,6.023906343355462933e-01,4.271871726573706618e-01,-3.719769346269274912e-03,-3.938699067948299264e-03
2.270054010802160604e+01,7.542659913955854223e-02,6.022006194868778639e-01,4.268892289256243089e-01,-3.659789143480779439e-03,-9.570597102563711128e-03
2.270854170834167007e+01,7.539755426757949186e-02,6.020103582386736596e-01,4.265914883979133321e-01,-3.600027011434026036e-03,-5.902050005763798124e-03
2.271654330866173410e+01,7.536898673224057266e-02,6.018198527646247964e-01,4.262939550785321829e-01,-3.540479588937106570e-03,-1.770735417443013507e-02
2.272454490898179813e+01,7.534089482642214453e-02,6.016291052372122472e-01,4.259966329451276845e-01,-3.481143525804281103e-03,-9.966272783018686326e-03
2.273254650930186216e+01,7.531327686965788581e-02,6.014381178277078410e-01,4.256995259486988092e-01,-3.422015482766105343e-03,-7.711243283928492266e-03
2.274054810962192619e+01,7.528613120813476556e-02,6.012468927061732638e-01,4.254026380135968455e-01,-3.363092131376366201e-03,-3.113138373047829276e-03
2.274854970994199022e+01,7.525945621469311286e-02,6.010554320414608354e-01,4.251059730375253420e-01,-3.304370153914437669e-03,-4.185942552406460640e-03
2.275655131026205424e+01,7.523325028882654752e-02,6.008637380012130658e-01,4.248095348915401082e-01,-3.245846243284167265e-03,-9.685552721500640533e-03
2.276455291058211472e+01,7.520751185668202166e-02,6.006718127518627659e-01,4.245133274200493800e-01,-3.187517102908959954e-03,-5.052971238416617897e-03
2.277255451090217875e+01,7.518223937105976418e-02,6.004796584586329367e-01,4.242173544408132657e-01,-3.129379446622254646e-03,-2.446995616569174262e-02
2.278055611122224278e+01,7.515743131141339184e-02,6.002872772855371020e-01,4.239216197449445778e-01,-3.071429998554781049e-03,-2.197336053656093711e-03
2.278855771154230681e+01,7.513308618384979820e-02,6.000946713953790868e-01,4.236261270969081116e-01,-3.013665493017930741e-03,2.505342738032525531e-03
2.279655931186237083e+01,7.510920252112918138e-02,5.999018429497527949e-01,4.233308802345211452e-01,-2.956082674382687348e-03,4.857177682183992304e-03
2.280456091218243486e+01,7.508577888266509959e-02,5.997087941090427643e-01,4.230358828689530504e-01,-2.898678296955503608e-03,7.786284850707567845e-03
2.281256251250249889e+01,7.506281385452440169e-02,5.995155270324236119e-01,4.227411386847255703e-01,-2.841449124849654284e-03,-4.950013012428148423e-03
2.282056411282256292e+01,7.504030604942726890e-02,5.993220438778603665e-01,4.224466513397127088e-01,-2.784391931852980839e-03,-3.684658273254779424e-03
2.282856571314262695e+01,7.501825410674717309e-02,5.991283468021083580e-01,4.221524244651406743e-01,-2.727503501291972388e-03,-7.563245008988691426e-03
2.283656731346269098e+01,7.499665669251094624e-02,5.989344379607131064e-01,4.218584616655881026e-01,-2.670780625891988613e-03,-7.557995469783903263e-03
2.284456891378275500e+01,7.497551249939871099e-02,5.987403195080106544e-01,4.215647665189856674e-01,-2.614220107633263845e-03,-1.468666649559997785e-03
2.285257051410281903e+01,7.495482024674390842e-02,5.985459935971273460e-01,4.212713425766165254e-01,-2.557818757603774751e-03,1.072432136257455565e-02
2.286057211442288306e+01,7.493457868053331195e-02,5.983514623799794929e-01,4.209781933631159268e-01,-2.501573395847833670e-03,-1.943091547728156149e-02
2.286857371474294709e+01,7.491478657340701341e-02,5.981567280072742632e-01,4.206853223764715488e-01,-2.445480851210823925e-03,-7.492928208787654094e-03
2.287657531506301112e+01,7.489544272059810159e-02,5.979617926340816680e-01,4.203927331058228689e-01,-2.389537961497101293e-03,2.428843319418933118e-04
2.288457691538307515e+01,7.487654590653210207e-02,5.977666584657832516e-01,4.201004291724548811e-01,-2.333741576070164081e-03,-1.238754085828708620e-02
2.289257851570313917e+01,7.485809496743983660e-02,5.975713276721368317e-01,4.198084140504031447e-01,-2.278088550969781245e-03,1.704246290324718666e-03
2.290058011602320320e+01,7.484008877360104339e-02,5.973758024113788867e-01,4.195166911537462906e-01,-2.222575749863842098e-03,-1.601771634322018620e-02
2.290858171634326723e+01,7.482252621951127058e-02,5.971800848436947806e-01,4.192252638807739129e-01,-2.167200044632083822e-03,-5.782669713412586648e-03
2.291658331666333126e+01,7.480540622388179295e-02,5.969841771312194290e-01,4.189341356139864025e-01,-2.111958315214323978e-03,-1.871730436021627059e-02
2.292458491698339529e+01,7.478872772963968130e-02,5.967880814380365218e-01,4.186433097200948361e-01,-2.056847449454696219e-03,4.844480685459455656e-04
2.293258651730345932e+01,7.477248970392776084e-02,5.965917999301794117e-01,4.183527895500213645e-01,-2.001864342944054131e-03,-1.001088487393640009e-02
2.294058811762352335e+01,7.475669113810462507e-02,5.963953347756304479e-01,4.180625784388988242e-01,-1.947005898858961137e-03,4.266801916154906900e-03
2.294858971794358737e+01,7.474133104774460801e-02,5.961986881443211983e-01,4.177726797060709041e-01,-1.892269027798348935e-03,-5.038696836480640456e-03
2.295659131826365140e+01,7.472640847263783970e-02,5.960018622081325601e-01,4.174830966550921452e-01,-1.837650647617289357e-03,-1.161528250960289048e-02
2.296459291858371543e+01,7.471192247679020459e-02,5.958048591408944272e-01,4.171938325737278297e-01,-1.783147683257657601e-03,-6.213544430126329184e-03
2.297259451890377946e+01,7.469787214842334155e-02,5.956076811183861341e-01,4.169048907339542032e-01,-1.728757066576408485e-03,-7.553586096528249957e-04
2.298059611922384349e+01,7.468425659997467159e-02,5.954103303183361229e-01,4.166162743919582523e-01,-1.674475736170938367e-03,-2.085077893309150027e-03
2.298859771954390752e+01,7.467107496809737011e-02,5.952128089204221650e-01,4.163279867881378160e-01,-1.620300637202087835e-03,-4.470107682013182981e-03
2.299659931986397154e+01,7.465832641366036693e-02,5.950151191062710287e-01,4.160400311471016410e-01,-1.566228721213674957e-03,-5.356964304871909485e-03
2.300460092018403557e+01,7.464601012174838790e-02,5.948172630594589227e-01,4.157524106776691597e-01,-1.512256945949530529e-03,-1.733997588808617023e-03
2.301260252050409960e+01,7.463412530166188552e-02,5.946192429655111633e-01,4.154651285728706567e-01,-1.458382275168618181e-03,6.592027740587322673e-03
2.302060412082416363e+01,7.462267118691709444e-02,5.944210610119022853e-01,4.151781880099474353e-01,-1.404601678455991154e-03,-7.414355139709906048e-03
2.302860572114422766e+01,7.461164703524603148e-02,5.942227193880560421e-01,4.148915921503514292e-01,-1.350912131032361296e-03,2.661407890101340906e-03
2.303660732146429169e+01,7.460105212859645396e-02,5.940242202853455167e-01,4.146053441397454242e-01,-1.297310613560281878e-03,-1.478782804119323051e-02
2.304460892178435572e+01,7.459088577313188750e-02,5.938255658970928996e-01,4.143194471080031138e-01,-1.243794111947471581e-03,7.572908692571192826e-03
2.305261052210441974e+01,7.458114729923162600e-02,5.936267584185694890e-01,4.140339041692089883e-01,-1.190359617148195603e-03,2.069136594311710587e-03
2.306061212242448377e+01,7.457183606149073163e-02,5.934278000469960235e-01,4.137487184216583347e-01,-1.137004124961149554e-03,-4.953813552602701065e-03
2.306861372274454780e+01,7.456295143872002096e-02,5.932286929815424603e-01,4.134638929478574032e-01,-1.083724635825122906e-03,-4.679473486581220594e-03
